sequence,v115@9gC8GeB8HeB8HeD8EeA8Je3AJvhFumBcnBTjByqBFt?BxwB,v115@9gC8GeB8HeB8HeD8EeA8JecFJvhFThBOnBXjBStBFr?BRxB,v115@9gC8GeB8HeB8HeD8EeA8JeGBJvhFxiBilBXnBToBUr?B1xB,v115@9gC8GeB8HeB8HeD8EeA8JecFJvhFemBCiBTjBXnBFt?BxwB,v115@9gC8GeB8HeB8HeD8EeA8JecFJvhFThBxiBesBCoBFr?BXtB,v115@9gC8GeB8HeB8HeD8EeA8JeRBJvhFGjBTlBlnBirBXt?B0rB,v115@9gC8GeB8HeB8HeD8EeA8JecFJvhFThBiiB+oB3nBFr?BRxB,v115@9gC8GeB8HeB8HeD8EeA8Je3AJvhFFiB6oB0mBznBmq?BRxB,v115@9gC8GeB8HeB8HeD8EeA8JecFJvhFemB6oBRnB3rBzs?BFsB,v115@9gC8GeB8HeB8HeD8EeA8JeRBJvhF+oBilBfsBlnBUr?BzsB,v115@9gC8GeB8HeB8HeD8EeA8JecFJvhFihB+oBRnBFrBXs?BzsB
JZITLSO,X,O,X,O,X,X,O,O,X,X,O
JZITLOS,X,O,X,O,O,X,O,O,X,X,X
JZITSLO,X,O,X,O,O,X,O,O,X,X,O
JZITSOL,X,O,X,O,O,X,O,O,X,X,O
JZITOLS,X,O,X,O,O,X,O,O,X,X,X
JZITOSL,X,O,X,O,O,X,O,O,X,X,X
JZILTSO,X,O,X,O,X,X,O,O,X,O,X
JZILTOS,X,O,X,O,O,X,O,O,X,X,X
JZILSTO,X,O,X,O,X,X,O,O,X,O,X
JZILSOT,X,O,X,O,X,X,O,O,X,O,X
JZILOTS,X,O,X,X,X,X,X,O,O,X,X
JZILOST,X,O,X,X,X,X,X,O,O,O,X
JZISTLO,X,O,X,O,O,X,O,O,X,X,O
JZISTOL,X,O,X,O,O,X,O,O,X,X,O
JZISLTO,X,O,X,O,O,X,O,O,X,X,X
JZISLOT,X,O,X,O,O,X,O,O,X,X,X
JZISOTL,X,X,X,O,O,X,O,O,O,X,X
JZISOLT,X,X,X,O,X,X,O,O,O,X,X
JZIOTLS,X,O,X,O,O,X,O,O,O,X,X
JZIOTSL,X,O,X,O,O,X,O,O,X,X,X
JZIOLTS,X,O,X,X,X,X,X,O,O,X,X
JZIOLST,X,O,X,X,X,X,X,O,O,X,X
JZIOSTL,X,X,X,O,X,X,O,O,O,X,X
JZIOSLT,X,X,X,O,X,X,O,O,O,X,X
JZLTISO,X,X,X,X,X,X,X,O,X,O,O
JZLTIOS,X,X,O,X,O,X,X,O,X,X,X
JZLTSIO,X,O,O,O,O,X,O,O,X,O,O
JZLTSOI,X,O,O,O,O,X,O,O,X,O,O
JZLTOIS,X,X,O,X,O,X,X,X,O,X,X
JZLTOSI,X,O,O,O,O,X,O,O,O,X,O
JZLITSO,X,O,X,O,X,X,O,O,X,O,X
JZLITOS,X,O,O,O,O,X,O,O,X,X,X
JZLISTO,X,O,X,O,X,X,O,O,X,O,X
JZLISOT,X,O,X,O,X,X,O,O,X,O,X
JZLIOTS,X,O,X,X,X,X,X,O,O,X,X
JZLIOST,X,O,X,X,X,X,X,O,O,O,X
JZLSTIO,X,O,X,X,O,X,O,O,X,O,O
JZLSTOI,X,O,O,X,O,X,O,O,X,O,O
JZLSITO,X,O,X,X,O,X,O,O,X,O,X
JZLSIOT,X,O,X,X,O,X,O,O,X,O,X
JZLSOTI,X,O,X,X,O,X,O,O,O,O,X
JZLSOIT,X,O,X,X,O,X,O,X,O,O,X
JZLOTIS,X,X,O,X,X,X,X,X,O,X,X
JZLOTSI,X,X,O,X,X,X,X,O,O,X,X
JZLOITS,X,X,X,X,X,X,X,X,O,X,X
JZLOIST,X,X,X,X,X,X,X,X,O,O,X
JZLOSTI,X,X,X,X,X,X,X,O,O,O,X
JZLOSIT,X,X,X,X,X,X,X,X,O,O,X
JZSTILO,X,X,X,O,O,X,O,O,X,X,O
JZSTIOL,X,X,X,O,O,X,O,O,X,X,O
JZSTLIO,X,X,X,O,O,X,O,O,X,O,O
JZSTLOI,X,X,X,O,O,X,O,O,X,O,O
JZSTOIL,X,X,X,O,O,X,O,O,O,X,O
JZSTOLI,X,X,X,O,O,X,O,O,O,X,O
JZSITLO,X,X,X,O,O,X,O,O,X,X,O
JZSITOL,X,X,X,O,O,X,O,O,X,X,O
JZSILTO,X,X,X,O,O,X,O,O,X,X,X
JZSILOT,X,X,X,O,O,X,O,O,X,X,X
JZSIOTL,X,X,X,O,O,X,O,O,O,X,X
JZSIOLT,X,X,X,O,X,X,O,O,O,X,X
JZSLTIO,X,X,X,X,O,X,O,O,X,O,O
JZSLTOI,X,X,X,X,O,X,O,O,X,O,O
JZSLITO,X,X,X,X,O,X,O,O,X,O,X
JZSLIOT,X,X,X,X,O,X,O,O,X,O,X
JZSLOTI,X,X,X,X,O,X,O,O,O,O,X
JZSLOIT,X,X,X,X,O,X,O,X,O,O,X
JZSOTIL,X,X,X,X,O,X,O,O,O,X,O
JZSOTLI,X,X,X,X,O,X,O,O,O,X,O
JZSOITL,X,X,X,X,O,X,O,O,O,X,X
JZSOILT,X,X,X,X,X,X,O,O,O,X,X
JZSOLTI,X,X,X,X,O,X,O,O,O,X,X
JZSOLIT,X,X,X,X,O,X,O,X,O,X,X
JZOTILS,X,X,X,X,O,X,X,O,O,X,X
JZOTISL,X,X,X,O,O,X,O,O,X,X,X
JZOTLIS,X,X,X,X,O,X,X,X,O,X,X
JZOTLSI,X,X,X,O,O,X,O,O,O,X,O
JZOTSIL,X,X,X,O,O,X,O,O,O,X,O
JZOTSLI,X,X,X,O,O,X,O,O,O,X,O
JZOITLS,X,X,X,O,O,X,O,O,O,X,X
JZOITSL,X,X,X,O,O,X,O,O,X,X,X
JZOILTS,X,X,X,X,X,X,X,O,O,X,X
JZOILST,X,X,X,X,X,X,X,O,O,X,X
JZOISTL,X,X,X,O,X,X,O,O,O,X,X
JZOISLT,X,X,X,O,X,X,O,O,O,X,X
JZOLTIS,X,X,X,X,X,X,X,X,O,X,X
JZOLTSI,X,X,X,X,X,X,X,O,O,X,X
JZOLITS,X,X,X,X,X,X,X,X,O,X,X
JZOLIST,X,X,X,X,X,X,X,X,O,O,X
JZOLSTI,X,X,X,X,X,X,X,O,O,O,X
JZOLSIT,X,X,X,X,X,X,X,X,O,O,X
JZOSTIL,X,X,X,X,O,X,O,O,O,X,O
JZOSTLI,X,X,X,X,O,X,O,O,O,X,O
JZOSITL,X,X,X,X,O,X,O,O,O,X,X
JZOSILT,X,X,X,X,X,X,O,O,O,X,X
JZOSLTI,X,X,X,X,O,X,O,O,O,X,X
JZOSLIT,X,X,X,X,O,X,O,X,O,X,X
JOTILSZ,X,X,O,X,X,X,X,X,X,X,X
JOTILZS,X,X,O,X,X,X,X,X,X,X,X
JOTISLZ,X,X,O,X,X,X,X,X,X,X,X
JOTISZL,X,X,O,X,X,X,X,X,X,X,X
JOTIZLS,X,X,O,X,X,X,X,X,X,X,X
JOTIZSL,X,X,O,X,X,X,X,X,X,X,X
JOTLISZ,X,X,O,X,X,X,X,X,X,X,X
JOTLIZS,X,X,O,X,X,X,X,X,X,X,X
JOTLSIZ,X,X,O,X,X,X,X,X,X,X,X
JOTLSZI,X,X,O,X,X,X,X,X,X,X,X
JOTLZIS,X,X,O,X,X,X,X,X,X,X,X
JOTLZSI,X,X,O,X,X,X,X,X,X,X,X
JOTSILZ,X,X,O,X,X,X,X,X,X,X,X
JOTSIZL,X,X,O,X,X,X,X,X,X,X,X
JOTSLIZ,X,X,O,X,X,X,X,X,X,X,X
JOTSLZI,X,X,O,X,X,X,X,X,X,O,X
JOTSZIL,X,X,O,X,X,X,X,X,X,X,X
JOTSZLI,X,X,O,X,X,X,X,X,X,X,X
JOTZILS,X,X,O,X,X,X,X,X,X,X,X
JOTZISL,X,X,O,X,X,X,X,X,X,X,X
JOTZLIS,X,X,O,X,X,X,X,X,X,X,X
JOTZLSI,X,X,O,X,X,X,X,X,X,X,X
JOTZSIL,X,X,O,X,X,X,X,X,X,X,X
JOTZSLI,X,X,O,X,X,X,X,X,X,X,X
JOITLSZ,X,X,O,X,X,X,X,O,X,X,X
JOITLZS,X,X,O,X,X,X,X,O,X,X,X
JOITSLZ,X,X,O,X,X,X,X,O,X,X,X
JOITSZL,X,X,O,X,X,X,X,O,X,X,X
JOITZLS,X,X,O,X,X,X,X,O,X,X,X
JOITZSL,X,X,O,X,X,X,X,O,X,X,X
JOILTSZ,X,X,O,X,X,X,X,O,X,X,X
JOILTZS,X,X,O,X,X,X,X,O,X,X,X
JOILSTZ,X,X,O,X,X,O,X,O,X,X,X
JOILSZT,X,X,X,X,X,O,X,O,O,X,X
JOILZTS,X,X,O,X,X,X,X,O,O,X,X
JOILZST,X,X,X,X,X,X,X,O,O,X,X
JOISTLZ,X,X,X,X,X,O,X,O,X,X,X
JOISTZL,X,X,X,X,X,O,X,O,X,X,X
JOISLTZ,X,X,X,X,X,O,X,O,X,X,X
JOISLZT,X,X,X,X,X,O,O,O,O,X,X
JOISZTL,X,X,X,X,X,O,O,O,O,X,X
JOISZLT,X,X,X,X,X,O,O,O,O,X,X
JOIZTLS,X,X,X,X,O,X,O,O,O,X,X
JOIZTSL,X,X,X,X,O,X,O,O,X,X,X
JOIZLTS,X,X,X,X,X,X,X,O,O,X,X
JOIZLST,X,X,X,X,X,X,X,O,O,X,X
JOIZSTL,X,X,X,X,X,X,O,O,X,X,X
JOIZSLT,X,X,X,X,X,X,O,O,O,X,X
JOLTISZ,X,X,O,X,X,X,X,X,X,X,X
JOLTIZS,X,X,O,X,X,X,X,X,X,X,X
JOLTSIZ,X,X,O,X,X,X,X,X,X,X,X
JOLTSZI,X,X,O,X,X,X,X,X,X,X,X
JOLTZIS,X,X,O,X,X,X,X,X,X,X,X
JOLTZSI,X,X,O,X,X,X,X,X,X,X,X
JOLITSZ,X,X,O,X,X,X,X,O,X,X,X
JOLITZS,X,X,O,X,X,X,X,O,X,X,X
JOLISTZ,X,X,O,X,X,O,X,O,X,X,X
JOLISZT,X,X,X,X,X,O,X,O,O,X,X
JOLIZTS,X,X,O,X,X,X,X,O,O,X,X
JOLIZST,X,X,X,X,X,X,X,O,O,O,X
JOLSTIZ,X,X,O,X,X,O,X,X,X,X,X
JOLSTZI,X,X,X,X,X,O,X,X,X,O,X
JOLSITZ,X,X,O,X,X,O,X,O,X,X,X
JOLSIZT,X,X,X,X,X,O,X,O,O,X,X
JOLSZTI,X,X,X,X,X,X,X,O,O,X,X
JOLSZIT,X,X,X,X,X,O,X,X,O,X,X
JOLZTIS,X,X,O,X,X,X,X,X,O,X,X
JOLZTSI,X,X,X,X,X,X,X,O,O,X,X
JOLZITS,X,X,O,X,X,X,X,X,O,X,X
JOLZIST,X,X,X,X,X,X,X,X,O,O,X
JOLZSTI,X,X,X,X,X,X,X,O,O,O,X
JOLZSIT,X,X,X,X,X,X,X,X,O,O,X
JOSTILZ,X,X,X,X,X,O,X,X,X,X,X
JOSTIZL,X,X,X,X,X,O,X,X,X,X,X
JOSTLIZ,X,X,X,X,X,O,X,X,X,X,X
JOSTLZI,X,X,X,X,X,O,X,X,X,O,X
JOSTZIL,X,X,X,X,X,O,X,X,X,X,X
JOSTZLI,X,X,X,X,X,O,X,X,X,X,X
JOSITLZ,X,X,X,X,X,O,X,O,X,X,X
JOSITZL,X,X,X,X,X,O,X,O,X,X,X
JOSILTZ,X,X,X,X,X,O,X,O,X,X,X
JOSILZT,X,X,X,X,X,O,X,O,O,X,X
JOSIZTL,X,X,X,X,O,O,X,O,O,X,X
JOSIZLT,X,X,X,X,X,O,X,O,O,X,X
JOSLTIZ,X,X,X,X,X,O,X,X,X,X,X
JOSLTZI,X,X,X,X,X,O,X,X,X,O,X
JOSLITZ,X,X,X,X,X,O,X,O,X,X,X
JOSLIZT,X,X,X,X,O,O,O,O,O,X,X
JOSLZTI,X,X,X,X,O,X,O,O,O,X,X
JOSLZIT,X,X,X,X,O,O,O,X,O,X,X
JOSZTIL,X,X,X,X,O,O,O,O,O,X,O
JOSZTLI,X,X,X,X,O,O,O,O,O,X,O
JOSZITL,X,X,X,X,O,O,O,O,O,X,X
JOSZILT,X,X,X,X,X,O,O,O,O,X,X
JOSZLTI,X,X,X,X,O,X,O,O,O,X,X
JOSZLIT,X,X,X,X,O,O,O,X,O,X,X
JOZTILS,X,X,X,X,O,X,X,O,O,X,X
JOZTISL,X,X,X,X,O,X,O,O,X,X,X
JOZTLIS,X,X,X,X,O,X,X,X,O,X,X
JOZTLSI,X,X,X,X,O,X,O,O,O,X,O
JOZTSIL,X,X,X,X,O,X,O,O,O,X,O
JOZTSLI,X,X,X,X,O,X,O,O,O,X,O
JOZITLS,X,X,X,X,O,X,O,O,O,X,X
JOZITSL,X,X,X,X,O,X,O,O,X,X,X
JOZILTS,X,X,X,X,X,X,X,O,O,X,X
JOZILST,X,X,X,X,X,X,X,O,O,X,X
JOZISTL,X,X,X,X,X,X,O,O,O,X,X
JOZISLT,X,X,X,X,X,X,O,O,O,X,X
JOZLTIS,X,X,X,X,X,X,X,X,O,X,X
JOZLTSI,X,X,X,X,X,X,X,O,O,X,X
JOZLITS,X,X,X,X,X,X,X,X,O,X,X
JOZLIST,X,X,X,X,X,X,X,X,O,O,X
JOZLSTI,X,X,X,X,X,X,X,O,O,O,X
JOZLSIT,X,X,X,X,X,X,X,X,O,O,X
JOZSTIL,X,X,X,X,O,X,O,O,O,X,O
JOZSTLI,X,X,X,X,O,X,O,O,O,X,O
JOZSITL,X,X,X,X,O,X,O,O,O,X,X
JOZSILT,X,X,X,X,X,X,O,O,O,X,X
JOZSLTI,X,X,X,X,O,X,O,O,O,X,X
JOZSLIT,X,X,X,X,O,X,O,X,O,X,X
STILJZO,X,X,O,X,X,O,X,X,X,X,X
STILJOZ,X,X,O,X,X,O,X,X,X,X,X
STILZJO,X,X,O,O,X,O,X,X,X,X,X
STILZOJ,X,X,O,O,X,X,X,X,X,X,X
STILOJZ,X,X,O,X,X,O,X,X,X,X,X
STILOZJ,X,X,O,O,X,X,X,X,X,X,X
STIJLZO,X,X,O,X,X,O,X,X,X,X,X
STIJLOZ,X,X,O,X,X,O,X,X,X,X,X
STIJZLO,X,X,O,O,X,O,X,X,X,X,X
STIJZOL,X,X,O,O,X,O,X,X,X,X,X
STIJOLZ,X,X,O,X,X,O,X,X,X,X,X
STIJOZL,X,X,O,O,X,O,X,X,X,X,X
STIZLJO,X,X,O,O,X,X,X,X,X,X,X
STIZLOJ,X,X,O,O,X,X,X,X,X,X,X
STIZJLO,X,X,O,O,X,O,X,X,X,X,X
STIZJOL,X,X,O,O,X,O,X,X,X,X,X
STIZOLJ,X,X,O,O,X,X,X,X,X,X,X
STIZOJL,X,X,O,O,X,X,X,X,X,X,X
STIOLJZ,X,X,O,X,X,O,X,X,X,X,X
STIOLZJ,X,X,O,O,X,O,X,X,X,X,X
STIOJLZ,X,X,O,X,X,O,X,X,X,X,X
STIOJZL,X,X,O,O,X,O,X,X,X,X,X
STIOZLJ,X,X,O,O,X,X,X,X,X,X,X
STIOZJL,X,X,O,O,X,O,X,X,X,X,X
STLIJZO,X,X,O,X,O,O,X,X,X,X,X
STLIJOZ,X,X,O,X,X,O,X,X,X,X,X
STLIZJO,O,X,O,O,O,O,X,X,X,X,X
STLIZOJ,O,X,O,O,X,X,X,X,X,X,X
STLIOJZ,X,X,O,X,X,O,X,X,X,X,X
STLIOZJ,O,X,O,O,X,X,X,X,X,X,X
STLJIZO,X,X,O,X,O,O,X,X,X,O,X
STLJIOZ,X,X,O,X,X,O,X,X,X,X,X
STLJZIO,O,X,O,X,O,O,X,X,X,O,X
STLJZOI,O,X,O,X,O,X,X,X,X,O,X
STLJOIZ,X,X,O,X,X,O,X,X,X,X,X
STLJOZI,O,X,O,X,X,O,X,X,X,O,X
STLZIJO,O,X,O,O,O,O,X,X,X,X,X
STLZIOJ,O,X,O,O,X,X,X,X,X,X,X
STLZJIO,O,X,O,O,O,O,X,X,X,X,X
STLZJOI,O,X,O,O,O,X,X,X,X,X,X
STLZOIJ,O,X,O,O,X,X,X,X,X,X,X
STLZOJI,O,X,O,O,X,X,X,X,X,X,X
STLOIJZ,X,X,O,X,X,O,X,X,X,X,X
STLOIZJ,O,X,O,O,X,O,X,X,X,X,X
STLOJIZ,X,X,O,X,X,O,X,X,X,X,X
STLOJZI,O,X,O,X,X,O,X,X,X,X,X
STLOZIJ,O,X,O,O,X,O,X,X,X,X,X
STLOZJI,O,X,O,O,X,O,X,X,X,X,X
STJILZO,X,X,O,X,X,O,X,X,X,O,X
STJILOZ,X,X,O,X,X,O,X,X,X,X,X
STJIZLO,X,X,O,O,O,O,X,X,X,X,X
STJIZOL,X,X,O,O,O,O,X,X,X,X,X
STJIOLZ,X,X,O,X,X,O,X,X,X,X,X
STJIOZL,X,X,O,O,X,O,X,X,X,X,X
STJLIZO,X,X,O,X,O,O,X,X,X,O,X
STJLIOZ,X,X,O,X,X,O,X,X,X,X,X
STJLZIO,X,X,O,X,O,O,X,X,X,O,X
STJLZOI,X,X,O,X,O,X,X,X,X,O,X
STJLOIZ,X,X,O,X,X,O,X,X,X,X,X
STJLOZI,X,X,O,X,X,O,X,X,X,O,X
STJZILO,X,X,O,O,O,O,X,X,X,X,O
STJZIOL,X,X,O,O,O,O,X,X,X,X,O
STJZLIO,X,X,O,O,O,O,X,X,X,O,O
STJZLOI,X,X,O,O,O,X,X,X,X,O,O
STJZOIL,X,X,O,O,O,O,X,X,X,X,O
STJZOLI,X,X,O,O,O,O,X,X,X,X,O
STJOILZ,X,X,O,X,X,O,X,X,X,X,X
STJOIZL,X,X,O,O,X,O,X,X,X,X,X
STJOLIZ,X,X,O,X,X,O,X,X,X,X,X
STJOLZI,X,X,O,X,X,O,X,X,X,O,X
STJOZIL,X,X,O,O,X,O,X,X,X,X,X
STJOZLI,X,X,O,O,X,O,X,X,X,X,X
STZILJO,O,X,O,O,X,X,X,X,X,X,O
STZILOJ,O,X,O,O,X,X,X,X,X,X,X
STZIJLO,O,X,O,O,O,O,X,X,X,X,O
STZIJOL,O,X,O,O,O,O,X,X,X,X,O
STZIOLJ,O,X,O,O,X,X,X,X,X,X,X
STZIOJL,O,X,O,O,O,X,X,X,X,X,X
STZLIJO,O,X,O,O,O,O,X,X,X,X,O
STZLIOJ,O,X,O,O,X,X,X,X,X,X,X
STZLJIO,O,X,O,O,O,O,X,X,X,X,O
STZLJOI,O,X,O,O,O,X,X,X,X,X,O
STZLOIJ,O,X,O,O,X,X,X,X,X,X,X
STZLOJI,O,X,O,O,O,X,X,X,X,X,O
STZJILO,O,X,O,O,O,O,X,X,X,X,O
STZJIOL,O,X,O,O,O,O,X,X,X,X,O
STZJLIO,O,X,O,O,O,O,X,X,X,X,O
STZJLOI,O,X,O,O,O,X,X,X,X,X,O
STZJOIL,O,X,O,O,O,O,X,X,O,X,O
STZJOLI,O,X,O,O,O,O,X,X,O,X,O
STZOILJ,O,X,O,O,X,X,X,X,O,X,X
STZOIJL,O,X,O,O,O,O,X,X,O,X,X
STZOLIJ,O,X,O,O,X,O,X,X,O,X,X
STZOLJI,O,X,O,O,O,O,X,X,O,X,O
STZOJIL,O,X,O,O,O,O,X,X,O,X,O
STZOJLI,O,X,O,O,O,O,X,X,O,X,O
STOILJZ,X,X,O,X,X,O,X,X,X,X,X
STOILZJ,X,X,O,O,X,O,X,X,O,X,X
STOIJLZ,X,X,O,X,X,O,X,X,X,X,X
STOIJZL,X,X,O,O,X,O,X,X,X,X,X
STOIZLJ,X,X,O,O,X,X,X,X,O,X,X
STOIZJL,X,X,O,O,X,O,X,X,O,X,X
STOLIJZ,X,X,O,X,X,O,X,X,X,X,X
STOLIZJ,O,X,O,O,X,O,X,X,O,X,X
STOLJIZ,X,X,O,X,X,O,X,X,X,X,X
STOLJZI,O,X,O,X,X,O,X,X,X,X,X
STOLZIJ,O,X,O,O,X,O,X,X,O,X,X
STOLZJI,O,X,O,O,X,O,X,X,O,X,X
STOJILZ,X,X,O,X,X,O,X,X,X,X,X
STOJIZL,X,X,O,O,X,O,X,X,X,X,X
STOJLIZ,X,X,O,X,X,O,X,X,X,X,X
STOJLZI,X,X,O,X,X,O,X,X,X,X,X
STOJZIL,X,X,O,O,X,O,X,X,X,X,X
STOJZLI,X,X,O,O,X,O,X,X,X,X,X
STOZILJ,O,X,O,O,X,X,X,X,O,X,X
STOZIJL,O,X,O,O,X,O,X,X,O,X,X
STOZLIJ,O,X,O,O,X,O,X,X,O,X,X
STOZLJI,O,X,O,O,X,O,X,X,O,X,X
STOZJIL,O,X,O,O,X,O,X,X,O,X,X
STOZJLI,O,X,O,O,X,O,X,X,O,X,X
SITLJZO,O,X,X,X,X,O,X,X,X,X,X
SITLJOZ,O,X,X,X,X,O,X,X,X,X,X
SITLZJO,O,X,X,O,X,O,X,X,X,X,X
SITLZOJ,O,X,X,O,X,X,X,X,X,X,X
SITLOJZ,O,X,X,X,X,O,X,X,X,X,X
SITLOZJ,O,X,X,O,X,X,X,X,X,X,X
SITJLZO,X,X,X,X,X,O,X,X,X,X,X
SITJLOZ,X,X,X,X,X,O,X,X,X,X,X
SITJZLO,X,X,X,O,X,O,X,X,X,X,X
SITJZOL,X,X,X,O,X,O,X,X,X,X,X
SITJOLZ,X,X,X,X,X,O,X,X,X,X,X
SITJOZL,X,X,X,O,X,O,X,X,X,X,X
SITZLJO,O,X,X,O,X,X,X,X,X,X,X
SITZLOJ,O,X,X,O,X,X,X,X,X,X,X
SITZJLO,O,X,X,O,X,O,X,X,X,X,X
SITZJOL,O,X,X,O,X,O,X,X,X,X,X
SITZOLJ,O,X,X,O,X,X,X,X,X,X,X
SITZOJL,O,X,X,O,X,X,X,X,X,X,X
SITOLJZ,O,X,X,X,X,O,X,X,X,X,X
SITOLZJ,O,X,X,O,X,O,X,X,X,X,X
SITOJLZ,X,X,X,X,X,O,X,X,X,X,X
SITOJZL,X,X,X,O,X,O,X,X,X,X,X
SITOZLJ,O,X,X,O,X,X,X,X,X,X,X
SITOZJL,O,X,X,O,X,O,X,X,X,X,X
SILTJZO,O,O,X,X,O,O,X,X,X,X,X
SILTJOZ,O,X,X,X,X,O,X,X,X,X,X
SILTZJO,O,O,X,O,O,O,X,X,X,X,X
SILTZOJ,O,O,X,O,X,X,X,X,X,X,X
SILTOJZ,O,X,X,X,X,O,X,X,X,X,X
SILTOZJ,O,X,X,O,X,X,X,X,X,X,X
SILJTZO,O,O,X,X,O,X,X,O,X,O,X
SILJTOZ,O,X,X,X,X,X,X,O,X,X,X
SILJZTO,O,O,X,X,O,X,X,O,X,X,X
SILJZOT,O,O,X,X,O,X,X,O,X,X,X
SILJOTZ,X,X,X,X,X,X,X,O,X,X,X
SILJOZT,O,O,X,X,O,X,X,O,X,X,X
SILZTJO,O,O,X,O,O,X,X,O,X,X,X
SILZTOJ,O,O,X,O,X,X,X,O,X,X,X
SILZJTO,O,O,X,O,O,X,X,O,X,X,X
SILZJOT,O,O,X,O,O,X,X,X,X,X,X
SILZOTJ,O,O,X,X,X,X,X,O,X,X,X
SILZOJT,O,O,X,X,O,X,X,X,X,X,X
SILOTJZ,O,X,X,X,X,X,X,O,X,X,X
SILOTZJ,O,X,X,X,X,X,X,O,X,X,X
SILOJTZ,X,X,X,X,X,X,X,O,X,X,X
SILOJZT,O,O,X,X,O,X,X,O,X,X,X
SILOZTJ,O,O,X,X,X,X,X,O,X,X,X
SILOZJT,O,O,X,X,O,X,X,O,X,X,X
SIJTLZO,X,X,X,X,X,O,O,O,X,O,X
SIJTLOZ,X,X,X,X,X,O,X,O,X,X,X
SIJTZLO,X,X,X,O,O,O,O,O,X,X,X
SIJTZOL,X,X,X,O,O,O,O,O,X,X,X
SIJTOLZ,X,X,X,X,X,O,X,O,X,X,X
SIJTOZL,X,X,X,O,X,O,X,O,X,X,X
SIJLTZO,O,O,X,X,O,X,O,O,X,O,X
SIJLTOZ,X,X,X,X,X,X,X,O,X,X,X
SIJLZTO,O,O,X,X,O,X,O,O,X,X,X
SIJLZOT,O,O,X,X,O,X,O,O,X,X,X
SIJLOTZ,X,X,X,X,X,X,X,O,X,X,X
SIJLOZT,O,O,X,X,O,X,O,O,X,X,X
SIJZTLO,O,O,X,O,O,X,O,O,X,X,O
SIJZTOL,O,O,X,O,O,X,O,O,X,X,O
SIJZLTO,O,O,X,O,O,X,O,O,X,X,X
SIJZLOT,O,O,X,O,O,X,O,O,X,X,X
SIJZOTL,X,X,X,O,O,X,O,O,X,X,X
SIJZOLT,X,X,X,O,X,X,O,O,X,X,X
SIJOTLZ,X,X,X,X,X,O,X,O,X,X,X
SIJOTZL,X,X,X,X,X,O,X,O,X,X,X
SIJOLTZ,X,X,X,X,X,O,X,O,X,X,X
SIJOLZT,X,X,X,X,X,O,O,O,X,X,X
SIJOZTL,X,X,X,X,O,O,O,O,X,X,X
SIJOZLT,X,X,X,X,X,O,O,O,X,X,X
SIZTLJO,O,O,X,O,X,X,X,O,X,X,O
SIZTLOJ,O,O,X,O,X,X,X,O,X,X,X
SIZTJLO,O,O,X,O,O,X,O,O,X,X,O
SIZTJOL,O,O,X,O,O,X,O,O,X,X,O
SIZTOLJ,O,O,X,O,X,X,X,O,X,X,X
SIZTOJL,O,O,X,O,O,X,O,O,X,X,X
SIZLTJO,O,O,X,O,O,X,X,O,X,X,X
SIZLTOJ,O,O,X,O,X,X,X,O,X,X,X
SIZLJTO,O,O,X,O,O,X,X,O,X,X,X
SIZLJOT,O,O,X,O,O,X,X,X,X,X,X
SIZLOTJ,O,O,X,X,X,X,X,O,X,X,X
SIZLOJT,O,O,X,X,O,X,X,O,X,X,X
SIZJTLO,O,O,X,O,O,X,O,O,X,X,O
SIZJTOL,O,O,X,O,O,X,O,O,X,X,O
SIZJLTO,O,O,X,O,O,X,O,O,X,X,X
SIZJLOT,O,O,X,O,O,X,O,X,X,X,X
SIZJOTL,X,X,X,O,O,X,O,O,O,X,X
SIZJOLT,X,X,X,O,X,X,O,O,O,X,X
SIZOTLJ,X,X,X,O,X,X,X,O,O,X,X
SIZOTJL,X,X,X,O,X,X,X,O,O,X,X
SIZOLTJ,X,X,X,X,X,X,X,O,O,X,X
SIZOLJT,X,X,X,X,X,X,X,O,O,X,X
SIZOJTL,X,X,X,O,X,X,X,O,O,X,X
SIZOJLT,X,X,X,O,X,X,X,O,O,X,X
SIOTLJZ,X,X,X,X,X,O,X,O,X,X,X
SIOTLZJ,X,X,X,O,X,O,X,O,O,X,X
SIOTJLZ,X,X,X,X,X,O,X,O,X,X,X
SIOTJZL,X,X,X,O,X,O,X,O,X,X,X
SIOTZLJ,X,X,X,O,X,X,X,O,O,X,X
SIOTZJL,X,X,X,O,X,O,X,O,O,X,X
SIOLTJZ,X,X,X,X,X,O,X,O,X,X,X
SIOLTZJ,X,X,X,X,X,O,X,O,O,X,X
SIOLJTZ,X,X,X,X,X,O,X,O,X,X,X
SIOLJZT,X,X,X,X,X,O,X,O,O,X,X
SIOLZTJ,X,X,X,X,X,O,X,O,O,X,X
SIOLZJT,X,X,X,X,X,O,X,O,O,X,X
SIOJTLZ,X,X,X,X,X,O,X,O,X,X,X
SIOJTZL,X,X,X,X,X,O,X,O,X,X,X
SIOJLTZ,X,X,X,X,X,O,X,O,X,X,X
SIOJLZT,X,X,X,X,X,O,X,O,O,X,X
SIOJZTL,X,X,X,X,X,O,X,O,O,X,X
SIOJZLT,X,X,X,X,X,O,X,O,O,X,X
SIOZTLJ,X,X,X,O,X,X,X,O,O,X,X
SIOZTJL,X,X,X,O,X,O,X,O,O,X,X
SIOZLTJ,X,X,X,X,X,O,X,O,O,X,X
SIOZLJT,X,X,X,X,X,O,X,O,O,X,X
