sequence,v115@9gA8IeA8IeE8EeD8DeA8Kez/IvhFChBliB5oB8sB3r?BmrB,v115@9gA8IeA8IeE8EeD8DeA8Kez/IvhFWmB3iB5oB8sBlm?BywB,v115@9gA8IeA8IeE8EeD8DeA8Kez/IvhFVnBaoB5oBGsBfr?B0rB,v115@9gA8IeA8IeE8EeD8DeA8Kez/IvhFWmBxhB/sBUoB1w?B6tB,v115@9gA8IeA8IeE8EeD8DeA8Kez/IvhFmiB5oBCnBlsBfr?B0rB,v115@9gA8IeA8IeE8EeD8DeA8Kez/IvhFynB5oBGmBFnB3s?BUrB,v115@9gA8IeA8IeE8EeD8DeA8Kez/IvhF0hBxiB1sB6tBWx?BfrB,v115@9gA8IeA8IeE8EeD8DeA8Kez/IvhFRhBfsBStBUrBls?BGtB,v115@9gA8IeA8IeE8EeD8DeA8Kez/IvhFFiBGmBxsB6tB3s?BUrB,v115@9gA8IeA8IeE8EeD8DeA8Kez/IvhFWoBRmB8rB6tB3s?BFrB
JOZISTL,O,O,X,X,X,X,X,X,O,X
JOZISLT,O,O,X,X,X,O,X,X,O,X
JOZLTIS,O,O,O,X,X,X,X,X,X,X
JOZLTSI,X,O,X,X,X,X,X,X,X,X
JOZLITS,O,O,O,X,X,X,X,X,X,X
JOZLIST,O,O,O,X,X,X,X,X,X,X
JOZLSTI,O,O,X,X,X,X,X,X,X,X
JOZLSIT,O,O,X,X,X,X,X,X,X,X
JOZSTIL,O,O,X,X,X,X,X,X,X,X
JOZSTLI,O,X,X,X,X,X,X,X,X,X
JOZSITL,O,O,X,X,X,X,X,X,X,X
JOZSILT,O,O,X,X,X,O,X,X,X,X
JOZSLTI,O,X,X,X,X,X,X,X,X,X
JOZSLIT,O,O,X,X,X,O,X,X,X,X
STILJZO,X,X,X,O,O,X,X,X,X,X
STILJOZ,X,X,X,O,O,O,X,X,X,X
STILZJO,O,X,X,O,O,X,X,X,X,X
STILZOJ,O,X,X,O,O,X,X,X,X,X
STILOJZ,X,X,X,O,O,O,X,X,X,X
STILOZJ,O,X,X,O,O,X,X,X,X,X
STIJLZO,X,X,X,O,O,X,X,X,X,X
STIJLOZ,X,X,X,O,O,O,X,X,X,X
STIJZLO,X,X,X,O,X,X,X,X,X,X
STIJZOL,X,X,X,O,X,X,X,X,X,X
STIJOLZ,X,X,X,O,O,O,X,X,X,O
STIJOZL,X,X,X,O,X,X,X,X,X,O
STIZLJO,O,X,X,O,X,X,X,X,X,X
STIZLOJ,O,X,X,O,X,X,X,X,X,X
STIZJLO,O,X,X,O,X,X,X,X,X,X
STIZJOL,O,X,X,O,X,X,X,X,X,X
STIZOLJ,O,X,X,O,X,X,X,X,X,X
STIZOJL,O,X,X,O,X,X,X,X,X,X
STIOLJZ,X,X,X,O,O,O,X,X,X,X
STIOLZJ,O,X,X,O,O,X,X,X,X,X
STIOJLZ,X,X,X,O,O,O,X,X,X,O
STIOJZL,X,X,X,O,X,X,X,X,X,O
STIOZLJ,O,X,X,O,X,X,X,X,X,X
STIOZJL,O,X,X,O,X,X,X,X,X,X
STLIJZO,X,X,X,O,O,X,X,X,X,X
STLIJOZ,X,X,X,O,O,O,X,X,X,X
STLIZJO,O,X,X,O,O,X,X,O,X,X
STLIZOJ,O,X,X,O,O,X,X,O,X,X
STLIOJZ,X,X,X,O,O,O,X,X,X,X
STLIOZJ,O,X,X,O,O,X,X,O,X,X
STLJIZO,X,X,X,O,O,X,O,X,X,X
STLJIOZ,X,X,X,O,O,O,O,X,X,X
STLJZIO,X,X,X,O,X,X,O,O,X,X
STLJZOI,X,X,X,O,X,X,O,O,X,X
STLJOIZ,X,X,X,O,O,O,O,X,X,X
STLJOZI,X,X,X,O,X,X,O,O,X,X
STLZIJO,O,X,X,O,X,X,X,O,X,X
STLZIOJ,O,X,X,O,X,X,X,O,X,X
STLZJIO,O,X,X,O,X,X,X,O,X,X
STLZJOI,O,X,X,O,X,X,X,O,X,X
STLZOIJ,O,X,X,O,X,X,X,O,X,X
STLZOJI,O,X,X,O,X,X,X,O,X,X
STLOIJZ,X,X,X,O,O,O,X,X,X,X
STLOIZJ,O,X,X,O,O,X,X,O,X,X
STLOJIZ,X,X,X,O,O,O,O,X,X,X
STLOJZI,X,X,X,O,X,X,O,O,X,X
STLOZIJ,O,X,X,O,X,X,X,O,X,X
STLOZJI,O,X,X,O,X,X,X,O,X,X
STJILZO,X,X,X,O,O,X,X,X,X,X
STJILOZ,X,X,X,O,O,O,X,X,X,X
STJIZLO,X,X,X,O,X,X,X,X,X,X
STJIZOL,X,X,X,O,X,X,X,X,X,X
STJIOLZ,X,X,X,O,O,O,X,X,X,O
STJIOZL,X,X,X,O,X,X,X,X,X,O
STJLIZO,X,X,X,O,O,X,O,X,X,X
STJLIOZ,X,X,X,O,O,O,O,X,X,X
STJLZIO,X,X,X,O,X,X,O,X,X,X
STJLZOI,X,X,X,O,X,X,O,X,X,X
STJLOIZ,X,X,X,O,O,O,O,X,X,X
STJLOZI,X,X,X,O,X,X,O,X,X,X
STJZILO,X,X,X,O,X,X,X,X,X,X
STJZIOL,X,X,X,O,X,X,X,X,X,X
STJZLIO,X,X,X,O,X,X,X,X,X,X
STJZLOI,X,X,X,O,X,X,X,X,X,X
STJZOIL,X,X,X,O,X,X,X,X,X,X
STJZOLI,X,X,X,O,X,X,X,X,X,X
STJOILZ,X,X,X,O,O,O,X,X,X,O
STJOIZL,X,X,X,O,X,X,X,X,X,O
STJOLIZ,X,X,X,O,O,O,O,X,X,X
STJOLZI,X,X,X,O,X,X,O,X,X,X
STJOZIL,X,X,X,O,X,X,X,X,X,X
STJOZLI,X,X,X,O,X,X,X,X,X,X
STZILJO,O,X,X,O,X,X,X,X,X,X
STZILOJ,O,X,X,O,X,X,X,X,X,X
STZIJLO,O,X,X,O,X,X,X,X,X,X
STZIJOL,O,X,X,O,X,X,X,X,X,X
STZIOLJ,O,X,X,O,X,X,X,X,X,X
STZIOJL,O,X,X,O,X,X,X,X,X,X
STZLIJO,O,X,X,O,X,X,X,X,X,X
STZLIOJ,O,X,X,O,X,X,X,X,X,X
STZLJIO,O,X,X,O,X,X,X,X,X,X
STZLJOI,O,X,X,O,X,X,X,X,X,X
STZLOIJ,O,X,X,O,X,X,X,X,X,X
STZLOJI,O,X,X,O,X,X,X,X,X,X
STZJILO,O,X,X,O,X,X,X,X,X,X
STZJIOL,O,X,X,O,X,X,X,X,X,X
STZJLIO,O,X,X,O,X,X,X,X,X,X
STZJLOI,O,X,X,O,X,X,X,X,X,X
STZJOIL,O,X,X,O,X,X,X,X,X,X
STZJOLI,O,X,X,O,X,X,X,X,X,X
STZOILJ,O,X,X,O,X,X,X,X,X,X
STZOIJL,O,X,X,O,X,X,X,X,X,X
STZOLIJ,O,X,X,O,X,X,X,X,X,X
STZOLJI,O,X,X,O,X,X,X,X,X,X
STZOJIL,O,X,X,O,X,X,X,X,X,X
STZOJLI,O,X,X,O,X,X,X,X,X,X
STOILJZ,X,X,X,O,O,O,X,X,X,X
STOILZJ,O,X,X,O,O,X,X,X,X,X
STOIJLZ,X,X,X,O,O,O,X,X,X,O
STOIJZL,X,X,X,O,X,X,X,X,X,O
STOIZLJ,O,X,X,O,X,X,X,X,X,X
STOIZJL,O,X,X,O,X,X,X,X,X,X
STOLIJZ,X,X,X,O,O,O,X,X,X,X
STOLIZJ,O,X,X,O,O,X,X,O,X,X
STOLJIZ,X,X,X,O,O,O,O,X,X,X
STOLJZI,X,X,X,O,X,X,O,O,X,X
STOLZIJ,O,X,X,O,X,X,X,O,X,X
STOLZJI,O,X,X,O,X,X,X,O,X,X
STOJILZ,X,X,X,O,O,O,X,X,X,O
STOJIZL,X,X,X,O,X,X,X,X,X,O
STOJLIZ,X,X,X,O,O,O,O,X,X,X
STOJLZI,X,X,X,O,X,X,O,X,X,X
STOJZIL,X,X,X,O,X,X,X,X,X,X
STOJZLI,X,X,X,O,X,X,X,X,X,X
STOZILJ,O,X,X,O,X,X,X,X,X,X
STOZIJL,O,X,X,O,X,X,X,X,X,X
STOZLIJ,O,X,X,O,X,X,X,X,X,X
STOZLJI,O,X,X,O,X,X,X,X,X,X
STOZJIL,O,X,X,O,X,X,X,X,X,X
STOZJLI,O,X,X,O,X,X,X,X,X,X
SITLJZO,X,X,X,X,O,X,X,X,X,X
SITLJOZ,X,X,X,X,O,O,X,X,X,X
SITLZJO,O,X,X,X,O,X,X,X,X,X
SITLZOJ,O,X,X,X,O,X,X,X,X,X
SITLOJZ,X,X,X,X,O,O,X,X,X,X
SITLOZJ,O,X,X,X,O,X,X,X,X,X
SITJLZO,X,X,X,X,O,X,X,X,X,X
SITJLOZ,X,X,X,X,O,O,X,X,X,X
SITJZLO,X,X,X,X,X,X,X,X,X,X
SITJZOL,X,X,X,X,X,X,X,X,X,X
SITJOLZ,X,X,X,X,O,O,X,X,X,O
SITJOZL,X,X,X,X,X,X,X,X,X,O
SITZLJO,O,X,X,X,X,X,X,X,X,X
SITZLOJ,O,X,X,X,X,X,X,X,X,X
SITZJLO,O,X,X,X,X,X,X,X,X,X
SITZJOL,O,X,X,X,X,X,X,X,X,X
SITZOLJ,O,X,X,X,X,X,X,X,X,X
SITZOJL,O,X,X,X,X,X,X,X,X,X
SITOLJZ,X,X,X,X,O,O,X,X,X,X
SITOLZJ,O,X,X,X,O,X,X,X,X,X
SITOJLZ,X,X,X,X,O,O,X,X,X,O
SITOJZL,X,X,X,X,X,X,X,X,X,O
SITOZLJ,O,X,X,X,X,X,X,X,X,X
SITOZJL,O,X,X,X,X,X,X,X,X,X
SILTJZO,X,X,X,X,X,X,X,X,X,X
SILTJOZ,X,X,X,X,X,O,X,X,X,X
SILTZJO,O,X,X,X,X,X,X,O,X,X
SILTZOJ,O,X,X,X,X,X,X,O,X,X
SILTOJZ,X,X,X,X,X,O,X,X,X,X
SILTOZJ,O,X,X,X,X,X,X,O,X,X
SILJTZO,X,X,O,X,X,X,X,X,X,X
SILJTOZ,X,X,O,X,X,O,X,X,X,X
SILJZTO,O,O,O,X,X,X,X,X,X,X
SILJZOT,O,O,O,X,X,O,X,X,X,X
SILJOTZ,X,X,O,X,X,O,X,X,X,O
SILJOZT,O,O,O,X,X,O,X,X,X,O
SILZTJO,O,O,X,X,X,X,X,O,X,X
SILZTOJ,O,O,X,X,X,X,X,O,X,X
SILZJTO,O,O,X,X,X,X,X,O,X,X
SILZJOT,O,O,X,X,X,O,X,O,X,X
SILZOTJ,O,O,X,X,X,X,X,O,X,X
SILZOJT,O,O,X,X,X,O,X,O,X,X
SILOTJZ,X,X,X,X,X,O,X,X,X,X
SILOTZJ,O,X,X,X,X,X,X,O,X,X
SILOJTZ,X,X,O,X,X,O,X,X,X,O
SILOJZT,O,O,O,X,X,O,X,X,X,O
SILOZTJ,O,O,X,X,X,X,X,O,X,X
SILOZJT,O,O,X,X,X,O,X,O,X,X
SIJTLZO,X,X,O,X,X,X,X,X,O,X
SIJTLOZ,X,X,O,X,X,O,X,X,O,X
SIJTZLO,X,X,X,X,X,X,X,X,O,X
SIJTZOL,X,X,X,X,X,X,X,X,O,X
SIJTOLZ,X,X,O,X,X,O,X,X,O,O
SIJTOZL,X,X,X,X,X,X,X,X,O,O
SIJLTZO,X,X,O,X,X,X,X,X,O,X
SIJLTOZ,X,X,O,X,X,O,X,X,O,X
SIJLZTO,O,O,O,X,X,X,X,X,O,X
SIJLZOT,O,O,O,X,X,O,X,X,O,X
SIJLOTZ,X,X,O,X,X,O,X,X,O,O
SIJLOZT,O,O,O,X,X,O,X,X,O,O
SIJZTLO,O,X,X,X,X,X,X,X,O,X
SIJZTOL,O,O,X,X,X,X,X,X,O,X
SIJZLTO,O,X,X,X,X,X,X,X,O,X
SIJZLOT,O,O,X,X,X,O,X,X,O,X
SIJZOTL,O,O,X,X,X,X,X,X,O,O
SIJZOLT,O,O,X,X,X,O,X,X,O,O
SIJOTLZ,X,X,O,X,X,O,X,X,O,O
SIJOTZL,X,X,X,X,X,X,X,X,O,O
SIJOLTZ,X,X,O,X,X,O,X,X,O,O
SIJOLZT,O,O,O,X,X,O,X,X,O,O
SIJOZTL,O,O,X,X,X,X,X,X,O,O
SIJOZLT,O,O,X,X,X,O,X,X,O,O
SIZTLJO,O,X,X,X,X,X,X,X,X,X
SIZTLOJ,O,X,X,X,X,X,X,X,X,X
SIZTJLO,O,X,X,X,X,X,X,X,X,X
SIZTJOL,O,O,X,X,X,X,X,X,X,X
SIZTOLJ,O,X,X,X,X,X,X,X,X,X
SIZTOJL,O,O,X,X,X,X,X,X,X,X
SIZLTJO,O,O,X,X,X,X,X,X,X,X
SIZLTOJ,O,O,X,X,X,X,X,X,X,X
SIZLJTO,O,O,X,X,X,X,X,X,X,X
SIZLJOT,O,O,X,X,X,O,X,X,X,X
SIZLOTJ,O,O,X,X,X,X,X,X,X,X
SIZLOJT,O,O,X,X,X,O,X,X,X,X
SIZJTLO,O,X,X,X,X,X,X,X,X,X
SIZJTOL,O,O,X,X,X,X,X,X,X,X
SIZJLTO,O,X,X,X,X,X,X,X,X,X
SIZJLOT,O,O,X,X,X,O,X,X,X,X
SIZJOTL,O,O,X,X,X,X,X,X,X,O
SIZJOLT,O,O,X,X,X,O,X,X,X,O
SIZOTLJ,O,X,X,X,X,X,X,X,X,X
SIZOTJL,O,O,X,X,X,X,X,X,X,X
SIZOLTJ,O,O,X,X,X,X,X,X,X,X
SIZOLJT,O,O,X,X,X,O,X,X,X,X
SIZOJTL,O,O,X,X,X,X,X,X,X,O
SIZOJLT,O,O,X,X,X,O,X,X,X,O
SIOTLJZ,X,X,X,X,O,O,X,X,X,X
SIOTLZJ,O,X,X,X,O,X,X,X,X,X
SIOTJLZ,X,X,X,X,O,O,X,X,X,O
SIOTJZL,X,X,X,X,X,X,X,X,X,O
SIOTZLJ,O,X,X,X,X,X,X,X,X,X
SIOTZJL,O,X,X,X,X,X,X,X,X,X
SIOLTJZ,X,X,X,X,X,O,X,X,X,X
SIOLTZJ,O,X,X,X,X,X,X,O,X,X
SIOLJTZ,X,X,O,X,X,O,X,X,X,O
SIOLJZT,O,O,O,X,X,O,X,X,X,O
SIOLZTJ,O,O,X,X,X,X,X,O,X,X
SIOLZJT,O,O,X,X,X,O,X,O,X,X
SIOJTLZ,X,X,O,X,X,O,X,X,O,O
SIOJTZL,X,X,X,X,X,X,X,X,O,O
SIOJLTZ,X,X,O,X,X,O,X,X,O,O
SIOJLZT,O,O,O,X,X,O,X,X,O,O
SIOJZTL,O,O,X,X,X,X,X,X,O,O
SIOJZLT,O,O,X,X,X,O,X,X,O,O
SIOZTLJ,O,X,X,X,X,X,X,X,X,X
SIOZTJL,O,O,X,X,X,X,X,X,X,X
SIOZLTJ,O,O,X,X,X,X,X,X,X,X
SIOZLJT,O,O,X,X,X,O,X,X,X,X
SIOZJTL,O,O,X,X,X,X,X,X,X,O
SIOZJLT,O,O,X,X,X,O,X,X,X,O
SLTIJZO,X,X,X,X,X,X,X,X,X,X
SLTIJOZ,X,X,X,X,X,O,X,X,X,X
SLTIZJO,O,X,X,X,X,X,X,O,X,X
SLTIZOJ,O,X,X,X,X,X,X,O,X,X
SLTIOJZ,X,X,X,X,X,O,X,X,X,X
SLTIOZJ,O,X,X,X,X,X,X,O,X,X
SLTJIZO,X,X,X,X,X,X,O,X,X,X
SLTJIOZ,X,X,X,X,X,O,O,X,X,X
SLTJZIO,X,X,X,X,X,X,O,O,X,X
SLTJZOI,X,X,X,X,X,X,O,O,X,X
SLTJOIZ,X,X,X,X,X,O,O,X,X,X
SLTJOZI,X,X,X,X,X,X,O,O,X,X
SLTZIJO,O,X,X,X,X,X,X,O,X,X
SLTZIOJ,O,X,X,X,X,X,X,O,X,X
SLTZJIO,O,X,X,X,X,X,X,O,X,X
SLTZJOI,O,X,X,X,X,X,X,O,X,X
SLTZOIJ,O,X,X,X,X,X,X,O,X,X
SLTZOJI,O,X,X,X,X,X,X,O,X,X
SLTOIJZ,X,X,X,X,X,O,X,X,X,X
SLTOIZJ,O,X,X,X,X,X,X,O,X,X
SLTOJIZ,X,X,X,X,X,O,O,X,X,X
SLTOJZI,X,X,X,X,X,X,O,O,X,X
SLTOZIJ,O,X,X,X,X,X,X,O,X,X
SLTOZJI,O,X,X,X,X,X,X,O,X,X
SLITJZO,X,X,X,X,X,X,X,X,X,X
SLITJOZ,X,X,X,X,X,O,X,X,X,X
SLITZJO,O,X,X,X,X,X,X,O,X,X
SLITZOJ,O,X,X,X,X,X,X,O,X,X
SLITOJZ,X,X,X,X,X,O,X,X,X,X
SLITOZJ,O,X,X,X,X,X,X,O,X,X
SLIJTZO,X,X,O,X,X,X,X,X,X,X
SLIJTOZ,X,X,O,X,X,O,X,X,X,X
SLIJZTO,O,O,O,X,X,X,X,X,X,X
SLIJZOT,O,O,O,X,X,O,X,X,X,X
SLIJOTZ,X,X,O,X,X,O,X,X,X,O
SLIJOZT,O,O,O,X,X,O,X,X,X,O
SLIZTJO,O,O,X,X,X,X,X,O,X,X
SLIZTOJ,O,O,X,X,X,X,X,O,X,X
SLIZJTO,O,O,X,X,X,X,X,O,X,X
SLIZJOT,O,O,X,X,X,O,X,O,X,X
SLIZOTJ,O,O,X,X,X,X,X,O,X,X
SLIZOJT,O,O,X,X,X,O,X,O,X,X
SLIOTJZ,X,X,X,X,X,O,X,X,X,X
SLIOTZJ,O,X,X,X,X,X,X,O,X,X
SLIOJTZ,X,X,O,X,X,O,X,X,X,O
SLIOJZT,O,O,O,X,X,O,X,X,X,O
SLIOZTJ,O,O,X,X,X,X,X,O,X,X
SLIOZJT,O,O,X,X,X,O,X,O,X,X
SLJTIZO,X,X,O,X,X,X,X,X,X,X
SLJTIOZ,X,X,O,X,X,O,X,X,X,X
SLJTZIO,X,X,X,X,X,X,X,O,X,X
SLJTZOI,X,X,X,X,X,X,X,O,X,X
SLJTOIZ,X,X,O,X,X,O,X,X,X,X
SLJTOZI,X,X,X,X,X,X,X,O,X,X
SLJITZO,X,X,O,X,X,X,X,X,X,X
SLJITOZ,X,X,O,X,X,O,X,X,X,X
SLJIZTO,O,O,O,X,X,X,X,X,X,X
SLJIZOT,O,O,O,X,X,O,X,X,X,X
SLJIOTZ,X,X,O,X,X,O,X,X,X,O
SLJIOZT,O,O,O,X,X,O,X,X,X,O
SLJZTIO,O,O,X,X,X,X,X,O,X,X
SLJZTOI,O,O,X,X,X,X,X,O,X,X
SLJZITO,O,O,X,X,X,X,X,O,X,X
SLJZIOT,O,O,X,X,X,O,X,O,X,X
SLJZOTI,O,O,X,X,X,X,X,O,X,X
SLJZOIT,O,O,X,X,X,O,X,O,X,X
SLJOTIZ,X,X,O,X,X,O,X,X,X,X
SLJOTZI,X,X,X,X,X,X,X,O,X,X
SLJOITZ,X,X,O,X,X,O,X,X,X,O
SLJOIZT,O,O,O,X,X,O,X,X,X,O
SLJOZTI,O,O,X,X,X,X,X,O,X,X
SLJOZIT,O,O,X,X,X,O,X,O,X,X
SLZTIJO,O,O,X,X,X,X,X,O,X,X
SLZTIOJ,O,O,X,X,X,X,X,O,X,X
SLZTJIO,O,O,X,X,X,X,X,O,X,X
SLZTJOI,O,O,X,X,X,X,X,O,X,X
SLZTOIJ,O,O,X,X,X,X,X,O,X,X
SLZTOJI,O,O,X,X,X,X,X,O,X,X
SLZITJO,O,O,X,X,X,X,X,O,X,X
SLZITOJ,O,O,X,X,X,X,X,O,X,X
SLZIJTO,O,O,X,X,X,X,X,O,X,X
SLZIJOT,O,O,X,X,X,O,X,O,X,X
SLZIOTJ,O,O,X,X,X,X,X,O,X,X
SLZIOJT,O,O,X,X,X,O,X,O,X,X
SLZJTIO,O,O,X,X,X,X,X,O,X,X
SLZJTOI,O,O,X,X,X,X,X,O,X,X
SLZJITO,O,O,X,X,X,X,X,O,X,X
SLZJIOT,O,O,X,X,X,O,X,O,X,X
SLZJOTI,O,O,X,X,X,X,X,O,X,X
SLZJOIT,O,O,X,X,X,O,X,O,X,X
SLZOTIJ,O,O,X,X,X,X,X,O,X,X
SLZOTJI,O,O,X,X,X,X,X,O,X,X
SLZOITJ,O,O,X,X,X,X,X,O,X,X
SLZOIJT,O,O,X,X,X,O,X,O,X,X
SLZOJTI,O,O,X,X,X,X,X,O,X,X
SLZOJIT,O,O,X,X,X,O,X,O,X,X
SLOTIJZ,X,X,X,X,X,O,X,X,X,X
SLOTIZJ,O,X,X,X,X,X,X,O,X,X
SLOTJIZ,X,X,X,X,X,O,O,X,X,X
SLOTJZI,X,X,X,X,X,X,O,O,X,X
SLOTZIJ,O,X,X,X,X,X,X,O,X,X
SLOTZJI,O,X,X,X,X,X,X,O,X,X
SLOITJZ,X,X,X,X,X,O,X,X,X,X
SLOITZJ,O,X,X,X,X,X,X,O,X,X
SLOIJTZ,X,X,O,X,X,O,X,X,X,O
SLOIJZT,O,O,O,X,X,O,X,X,X,O
SLOIZTJ,O,O,X,X,X,X,X,O,X,X
SLOIZJT,O,O,X,X,X,O,X,O,X,X
SLOJTIZ,X,X,O,X,X,O,X,X,X,X
SLOJTZI,X,X,X,X,X,X,X,O,X,X
SLOJITZ,X,X,O,X,X,O,X,X,X,O
SLOJIZT,O,O,O,X,X,O,X,X,X,O
SLOJZTI,O,O,X,X,X,X,X,O,X,X
SLOJZIT,O,O,X,X,X,O,X,O,X,X
SLOZTIJ,O,O,X,X,X,X,X,O,X,X
SLOZTJI,O,O,X,X,X,X,X,O,X,X
SLOZITJ,O,O,X,X,X,X,X,O,X,X
SLOZIJT,O,O,X,X,X,O,X,O,X,X
SLOZJTI,O,O,X,X,X,X,X,O,X,X
SLOZJIT,O,O,X,X,X,O,X,O,X,X
SJTILZO,X,X,O,O,X,X,X,X,X,X
SJTILOZ,X,X,O,O,X,O,X,X,X,X
SJTIZLO,X,X,X,O,X,X,X,X,X,X
SJTIZOL,X,X,X,O,X,X,X,X,X,X
SJTIOLZ,X,X,O,O,X,O,X,X,X,O
SJTIOZL,X,X,X,O,X,X,X,X,X,O
SJTLIZO,X,X,O,O,X,X,O,X,X,X
SJTLIOZ,X,X,O,O,X,O,O,X,X,X
SJTLZIO,X,X,X,O,X,X,O,X,X,X
SJTLZOI,X,X,X,O,X,X,O,X,X,X
SJTLOIZ,X,X,O,O,X,O,O,X,X,X
SJTLOZI,X,X,X,O,X,X,O,X,X,X
SJTZILO,X,X,X,O,X,X,X,X,X,X
SJTZIOL,X,X,X,O,X,X,X,X,X,X
SJTZLIO,X,X,X,O,X,X,X,X,X,X
SJTZLOI,X,X,X,O,X,X,X,X,X,X
SJTZOIL,X,X,X,O,X,X,X,X,X,X
SJTZOLI,X,X,X,O,X,X,X,X,X,X
SJTOILZ,X,X,O,O,X,O,X,X,X,O
SJTOIZL,X,X,X,O,X,X,X,X,X,O
SJTOLIZ,X,X,O,O,X,O,O,X,X,X
SJTOLZI,X,X,X,O,X,X,O,X,X,X
SJTOZIL,X,X,X,O,X,X,X,X,X,X
SJTOZLI,X,X,X,O,X,X,X,X,X,X
SJITLZO,X,X,O,O,X,X,X,X,O,X
SJITLOZ,X,X,O,O,X,O,X,X,O,X
SJITZLO,X,X,X,O,X,X,X,X,O,X
SJITZOL,X,X,X,O,X,X,X,X,O,X
SJITOLZ,X,X,O,O,X,O,X,X,O,O
SJITOZL,X,X,X,O,X,X,X,X,O,O
SJILTZO,X,X,O,X,X,X,X,X,O,X
SJILTOZ,X,X,O,X,X,O,X,X,O,X
SJILZTO,O,O,O,X,X,X,X,X,O,X
SJILZOT,O,O,O,X,X,O,X,X,O,X
SJILOTZ,X,X,O,X,X,O,X,X,O,O
SJILOZT,O,O,O,X,X,O,X,X,O,O
SJIZTLO,O,X,X,X,X,X,X,X,O,X
SJIZTOL,O,O,X,X,X,X,X,X,O,X
SJIZLTO,O,X,X,X,X,X,X,X,O,X
SJIZLOT,O,O,X,X,X,O,X,X,O,X
SJIZOTL,O,O,X,X,X,X,X,X,O,O
SJIZOLT,O,O,X,X,X,O,X,X,O,O
SJIOTLZ,X,X,O,O,X,O,X,X,O,O
SJIOTZL,X,X,X,O,X,X,X,X,O,O
SJIOLTZ,X,X,O,X,X,O,X,X,O,O
SJIOLZT,O,O,O,X,X,O,X,X,O,O
SJIOZTL,O,O,X,X,X,X,X,X,O,O
SJIOZLT,O,O,X,X,X,O,X,X,O,O
SJLTIZO,X,X,O,X,X,X,X,X,X,X
SJLTIOZ,X,X,O,X,X,O,X,X,X,X
SJLTZIO,X,X,X,X,X,X,X,O,X,X
SJLTZOI,X,X,X,X,X,X,X,O,X,X
SJLTOIZ,X,X,O,X,X,O,X,X,X,X
SJLTOZI,X,X,X,X,X,X,X,O,X,X
SJLITZO,X,X,O,X,X,X,X,X,X,X
SJLITOZ,X,X,O,X,X,O,X,X,X,X
SJLIZTO,O,O,O,X,X,X,X,X,X,X
SJLIZOT,O,O,O,X,X,O,X,X,X,X
SJLIOTZ,X,X,O,X,X,O,X,X,X,O
SJLIOZT,O,O,O,X,X,O,X,X,X,O
SJLZTIO,O,O,X,X,X,X,X,O,X,X
SJLZTOI,O,O,X,X,X,X,X,O,X,X
SJLZITO,O,O,X,X,X,X,X,O,X,X
SJLZIOT,O,O,X,X,X,O,X,O,X,X
SJLZOTI,O,O,X,X,X,X,X,O,X,X
SJLZOIT,O,O,X,X,X,O,X,O,X,X
SJLOTIZ,X,X,O,X,X,O,X,X,X,X
SJLOTZI,X,X,X,X,X,X,X,O,X,X
SJLOITZ,X,X,O,X,X,O,X,X,X,O
SJLOIZT,O,O,O,X,X,O,X,X,X,O
SJLOZTI,O,O,X,X,X,X,X,O,X,X
SJLOZIT,O,O,X,X,X,O,X,O,X,X
SJZTILO,O,X,X,X,X,X,X,X,X,X
SJZTIOL,O,O,X,X,X,X,X,X,X,X
SJZTLIO,O,X,X,X,X,X,X,X,X,X
SJZTLOI,O,X,X,X,X,X,X,X,X,X
SJZTOIL,O,O,X,X,X,X,X,X,X,X
SJZTOLI,O,X,X,X,X,X,X,X,X,X
SJZITLO,O,X,X,X,X,X,X,X,X,X
SJZITOL,O,O,X,X,X,X,X,X,X,X
SJZILTO,O,X,X,X,X,X,X,X,X,X
SJZILOT,O,O,X,X,X,O,X,X,X,X
SJZIOTL,O,O,X,X,X,X,X,X,X,O
SJZIOLT,O,O,X,X,X,O,X,X,X,O
SJZLTIO,O,X,X,X,X,X,X,X,X,X
SJZLTOI,O,X,X,X,X,X,X,X,X,X
SJZLITO,O,X,X,X,X,X,X,X,X,X
SJZLIOT,O,O,X,X,X,O,X,X,X,X
SJZLOTI,O,X,X,X,X,X,X,X,X,X
SJZLOIT,O,O,X,X,X,O,X,X,X,X
SJZOTIL,O,O,X,X,X,X,X,X,X,X
SJZOTLI,O,X,X,X,X,X,X,X,X,X
SJZOITL,O,O,X,X,X,X,X,X,X,O
SJZOILT,O,O,X,X,X,O,X,X,X,O
SJZOLTI,O,X,X,X,X,X,X,X,X,X
SJZOLIT,O,O,X,X,X,O,X,X,X,X
SJOTILZ,X,X,O,O,X,O,X,X,X,O
SJOTIZL,X,X,X,O,X,X,X,X,X,O
SJOTLIZ,X,X,O,O,X,O,O,X,X,X
SJOTLZI,X,X,X,O,X,X,O,X,X,X
SJOTZIL,X,X,X,O,X,X,X,X,X,X
SJOTZLI,X,X,X,O,X,X,X,X,X,X
SJOITLZ,X,X,O,O,X,O,X,X,O,O
SJOITZL,X,X,X,O,X,X,X,X,O,O
SJOILTZ,X,X,O,X,X,O,X,X,O,O
SJOILZT,O,O,O,X,X,O,X,X,O,O
SJOIZTL,O,O,X,X,X,X,X,X,O,O
SJOIZLT,O,O,X,X,X,O,X,X,O,O
SJOLTIZ,X,X,O,X,X,O,X,X,X,X
SJOLTZI,X,X,X,X,X,X,X,O,X,X
