sequence,v115@9gB8HeB8HeA8IeB8AeD8BeA8JeTAJvhFxhBXjBimBc?tBFqBGsB,v115@9gB8HeB8HeA8IeB8AeD8BeA8JeiAJvhFfnBxiBUmBG?oBFqBzsB,v115@9gB8HeB8HeA8IeB8AeD8BeA8JeTAJvhF0hBxiB2rBC?oBFqBXtB,v115@9gB8HeB8HeA8IeB8AeD8BeA8Je2FJvhFRhBCjB3mBT?oBFqB0sB,v115@9gB8HeB8HeA8IeB8AeD8BeA8JeTAJvhFKmBfnBxiBu?sBctBFqB,v115@9gB8HeB8HeA8IeB8AeD8BeA8Je2FJvhFfnBxiBqsBT?oBUmBFqB,v115@9gB8HeB8HeA8IeB8AeD8BeA8JeTAJvhFKmBGjBRnBU?nBFqBXtB,v115@9gB8HeB8HeA8IeB8AeD8BeA8JeiAJvhFziB+oBRmB3?mBFqB0sB,v115@9gB8HeB8HeA8IeB8AeD8BeA8JeTAJvhFOmB8mBCjBF?qBxsBXtB,v115@9gB8HeB8HeA8IeB8AeD8BeA8JeTAJvhFihB3mBFqBx?sBusBctB,v115@9gB8HeB8HeA8IeB8AeD8BeA8JeiAJvhFzhBWoBUmBF?qBxsBXtB,v115@9gB8HeB8HeA8IeB8AeD8BeA8JexAJvhFXjBmlBzmBc?tB6sBFqB,v115@9gB8HeB8HeA8IeB8AeD8BeA8JeXBJvhFliBzmBRqBC?tBOqBctB,v115@9gB8HeB8HeA8IeB8AeD8BeA8JeUCJvhFTjBxlBmlBS?sBFqBXtB,v115@9gB8HeB8HeA8IeB8AeD8BeA8JexAJvhF0iBmlBzmBS?tBFqBXtB,v115@9gB8HeB8HeA8IeB8AeD8BeA8JexAJvhFXjBmlBzmBS?tBFqB0sB,v115@9gB8HeB8HeA8IeB8AeD8BeA8JeTBJvhFFjBSqBctBx?rBOqB/sB,v115@9gB8HeB8HeA8IeB8AeD8BeA8Je1GJvhFTjBXlBWtBR?rBiqB0sB
ZJOTLSI,O,O,O,O,O,X,X,O,X,X,X,O,X,X,O,X,X,X
ZJOTSIL,O,O,O,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X
ZJOTSLI,O,O,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X
ZJOITLS,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
ZJOITSL,X,X,O,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X
ZJOILTS,X,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X
ZJOILST,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
ZJOISTL,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
ZJOISLT,X,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X
ZJOLTIS,O,X,X,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X
ZJOLTSI,O,O,X,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X
ZJOLITS,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
ZJOLIST,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
ZJOLSTI,O,O,X,O,O,X,X,X,X,X,X,O,X,X,O,O,X,X
ZJOLSIT,O,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
ZJOSTIL,O,O,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X
ZJOSTLI,O,O,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X
ZJOSITL,O,O,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
ZJOSILT,O,O,X,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X
ZJOSLTI,O,O,O,O,O,X,X,X,X,X,X,O,X,X,O,X,X,X
ZJOSLIT,O,O,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
ZSTILJO,O,O,X,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X
ZSTILOJ,O,O,X,O,O,X,O,X,O,O,X,X,X,O,X,X,X,X
ZSTIJLO,O,X,X,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X
ZSTIJOL,O,X,X,O,O,X,X,O,O,O,X,O,X,O,X,X,X,X
ZSTIOLJ,O,X,X,O,O,X,X,X,O,O,X,X,X,O,X,X,X,X
ZSTIOJL,O,X,X,O,X,X,X,X,O,O,X,O,X,O,X,X,X,X
ZSTLIJO,O,O,O,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X
ZSTLIOJ,O,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
ZSTLJIO,O,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
ZSTLJOI,O,O,O,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X
ZSTLOIJ,O,O,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X
ZSTLOJI,O,O,O,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X
ZSTJILO,O,O,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X
ZSTJIOL,O,X,O,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X
ZSTJLIO,O,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
ZSTJLOI,O,O,O,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X
ZSTJOIL,O,X,O,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X
ZSTJOLI,O,X,O,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X
ZSTOILJ,O,O,X,O,O,X,X,X,O,O,X,X,X,O,X,X,X,X
ZSTOIJL,O,X,X,O,X,X,X,X,O,O,X,O,X,O,X,X,X,X
ZSTOLIJ,O,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
ZSTOLJI,O,O,O,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X
ZSTOJIL,O,O,O,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X
ZSTOJLI,O,O,O,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X
ZSITLJO,O,O,X,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X
ZSITLOJ,O,O,X,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X
ZSITJLO,O,X,X,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X
ZSITJOL,O,X,X,O,O,X,X,X,O,O,X,O,X,X,X,X,X,O
ZSITOLJ,O,X,X,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X
ZSITOJL,O,X,X,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X
ZSILTJO,O,O,X,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X
ZSILTOJ,O,O,X,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X
ZSILJTO,O,O,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
ZSILJOT,O,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
ZSILOTJ,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSILOJT,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSIJTLO,O,O,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
ZSIJTOL,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,O
ZSIJLTO,O,O,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
ZSIJLOT,O,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
ZSIJOTL,O,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O
ZSIJOLT,O,O,X,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X
ZSIOTLJ,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSIOTJL,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZSIOLTJ,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
ZSIOLJT,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZSIOJTL,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZSIOJLT,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZSLTIJO,O,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
ZSLTIOJ,O,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
ZSLTJIO,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZSLTJOI,O,O,O,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X
ZSLTOIJ,O,O,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X
ZSLTOJI,O,O,O,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X
ZSLITJO,O,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,O,X
ZSLITOJ,O,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,O,X
ZSLIJTO,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X
ZSLIJOT,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
ZSLIOTJ,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
ZSLIOJT,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZSLJTIO,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZSLJTOI,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZSLJITO,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZSLJIOT,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSLJOTI,O,O,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
ZSLJOIT,O,O,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
ZSLOTIJ,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSLOTJI,O,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X
ZSLOITJ,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSLOIJT,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSLOJTI,X,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
ZSLOJIT,X,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
ZSJTILO,O,O,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X
ZSJTIOL,O,X,O,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X
ZSJTLIO,O,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
ZSJTLOI,O,O,O,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X
ZSJTOIL,O,X,O,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X
ZSJTOLI,O,X,O,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X
ZSJITLO,O,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
ZSJITOL,O,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
ZSJILTO,O,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
ZSJILOT,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
ZSJIOTL,O,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
ZSJIOLT,O,O,X,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X
ZSJLTIO,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZSJLTOI,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZSJLITO,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZSJLIOT,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSJLOTI,O,O,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
ZSJLOIT,O,O,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
ZSJOTIL,O,O,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X
ZSJOTLI,O,O,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X
ZSJOITL,O,O,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
ZSJOILT,O,O,X,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X
ZSJOLTI,O,O,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
ZSJOLIT,O,O,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
ZSOTILJ,O,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
ZSOTIJL,O,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X
ZSOTLIJ,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSOTLJI,O,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
ZSOTJIL,O,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
ZSOTJLI,O,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
ZSOITLJ,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSOITJL,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZSOILTJ,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSOILJT,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSOIJTL,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZSOIJLT,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZSOLTIJ,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSOLTJI,O,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
ZSOLITJ,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSOLIJT,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSOLJTI,X,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
ZSOLJIT,X,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
ZSOJTIL,O,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
ZSOJTLI,O,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
ZSOJITL,O,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
ZSOJILT,O,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
ZSOJLTI,O,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
ZSOJLIT,O,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
ZOTILJS,O,O,X,O,O,O,X,O,O,X,X,X,X,X,O,X,X,X
ZOTILSJ,O,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOTIJLS,O,O,X,O,O,O,X,O,O,X,X,O,X,X,O,X,X,X
ZOTIJSL,O,O,X,O,X,X,X,O,O,X,X,O,X,X,O,X,X,X
ZOTISLJ,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOTISJL,O,O,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
ZOTLIJS,O,O,X,O,O,O,X,O,O,X,X,X,X,X,O,X,X,X
ZOTLISJ,O,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOTLJIS,O,O,X,O,O,O,X,O,O,X,X,O,X,X,O,O,X,X
ZOTLJSI,O,O,X,O,O,O,X,O,X,X,X,O,X,X,O,O,X,X
ZOTLSIJ,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOTLSJI,O,O,X,O,O,O,X,X,X,X,X,O,X,X,O,O,X,X
ZOTJILS,O,O,X,O,O,O,X,O,O,X,X,O,X,X,O,O,X,X
ZOTJISL,O,O,X,O,O,X,X,O,O,X,X,O,X,X,O,X,X,X
ZOTJLIS,O,O,X,O,O,O,X,O,O,X,X,O,X,X,O,O,X,X
ZOTJLSI,O,O,X,O,O,O,X,O,X,X,X,O,X,X,O,O,X,X
ZOTJSIL,O,O,X,O,O,X,X,O,O,X,X,O,X,X,O,X,X,X
ZOTJSLI,O,O,X,O,O,X,X,O,X,X,X,O,X,X,O,X,X,X
ZOTSILJ,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOTSIJL,O,O,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
ZOTSLIJ,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOTSLJI,O,O,X,O,O,X,X,X,X,X,X,O,X,X,O,X,X,X
ZOTSJIL,O,O,X,O,O,X,X,X,O,X,X,O,X,X,O,X,X,X
ZOTSJLI,O,O,X,O,O,X,X,X,X,X,X,O,X,X,O,X,X,X
ZOITLJS,X,X,X,O,X,O,X,X,O,X,X,X,X,X,O,X,O,X
ZOITLSJ,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,O,X
ZOITJLS,X,X,X,O,X,O,X,X,O,X,X,O,X,X,O,X,X,X
ZOITJSL,X,X,X,O,X,X,X,X,O,X,X,O,X,X,O,X,X,X
ZOITSLJ,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOITSJL,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
ZOILTJS,X,X,X,O,X,O,X,X,O,X,X,X,O,X,O,X,O,X
ZOILTSJ,X,X,X,O,X,O,X,X,O,X,X,X,O,X,X,X,O,X
ZOILJTS,X,X,X,X,X,X,X,O,O,X,X,X,O,X,O,X,O,X
ZOILJST,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,X
ZOILSTJ,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X,O,X
ZOILSJT,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X
ZOIJTLS,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
ZOIJTSL,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
ZOIJLTS,X,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X,O,X
ZOIJLST,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,O,X
ZOIJSTL,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZOIJSLT,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
ZOISTLJ,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOISTJL,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZOISLTJ,X,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,O,X
ZOISLJT,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X
ZOISJTL,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZOISJLT,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZOLTIJS,O,X,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X
ZOLTISJ,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOLTJIS,O,X,X,O,O,O,X,X,X,X,X,O,X,X,O,O,X,X
ZOLTJSI,O,O,X,O,O,O,X,X,X,X,X,O,X,X,O,O,X,X
ZOLTSIJ,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOLTSJI,O,O,X,O,O,O,X,X,X,X,X,O,X,X,O,O,X,X
ZOLITJS,O,X,X,O,X,O,X,X,X,X,X,X,O,X,O,X,O,X
ZOLITSJ,O,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,O,X
ZOLIJTS,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X
ZOLIJST,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
ZOLISTJ,O,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X,O,X
ZOLISJT,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X
ZOLJTIS,O,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X
ZOLJTSI,O,O,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X
ZOLJITS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
ZOLJIST,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZOLJSTI,O,O,X,O,O,X,X,X,X,X,X,O,X,X,O,O,X,X
ZOLJSIT,O,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
ZOLSTIJ,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOLSTJI,O,O,X,O,O,O,X,X,X,X,X,O,X,X,O,O,X,X
ZOLSITJ,O,O,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X
ZOLSIJT,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZOLSJTI,X,O,X,O,O,X,X,X,X,X,X,O,X,X,O,O,X,X
ZOLSJIT,X,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
ZOJTILS,O,O,X,O,O,X,X,O,O,X,X,O,X,X,O,X,X,X
ZOJTISL,O,O,X,O,O,X,X,O,O,X,X,O,X,X,O,X,X,X
ZOJTLIS,O,O,X,O,O,X,X,O,O,X,X,O,X,X,O,X,X,X
ZOJTLSI,O,O,X,O,O,X,X,O,X,X,X,O,X,X,O,X,X,X
ZOJTSIL,O,O,X,O,O,X,X,O,O,X,X,O,X,X,O,X,X,X
ZOJTSLI,O,O,X,O,O,X,X,O,X,X,X,O,X,X,O,X,X,X
ZOJITLS,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
ZOJITSL,X,O,X,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X
ZOJILTS,X,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X
ZOJILST,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
ZOJISTL,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
ZOJISLT,X,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X
ZOJLTIS,O,X,X,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X
ZOJLTSI,O,O,X,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X
ZOJLITS,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
ZOJLIST,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
ZOJLSTI,O,O,X,O,O,X,X,X,X,X,X,O,X,X,O,O,X,X
ZOJLSIT,O,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
ZOJSTIL,O,O,X,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X
ZOJSTLI,O,O,X,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X
ZOJSITL,O,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
ZOJSILT,O,O,X,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X
ZOJSLTI,O,O,X,O,O,X,X,X,X,X,X,O,X,X,O,X,X,X
ZOJSLIT,O,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
ZOSTILJ,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSTIJL,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZOSTLIJ,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSTLJI,O,O,X,O,O,X,X,X,X,X,X,O,X,X,O,X,X,X
ZOSTJIL,O,O,X,O,O,X,X,X,X,X,X,O,X,X,O,X,X,X
ZOSTJLI,O,O,X,O,O,X,X,X,X,X,X,O,X,X,O,X,X,X
ZOSITLJ,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSITJL,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZOSILTJ,O,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
ZOSILJT,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZOSIJTL,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZOSIJLT,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZOSLTIJ,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSLTJI,O,O,X,O,O,X,X,X,X,X,X,O,X,X,O,X,X,X
ZOSLITJ,O,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
ZOSLIJT,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZOSLJTI,X,O,X,O,O,X,X,X,X,X,X,O,X,X,O,X,X,X
ZOSLJIT,X,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
ZOSJTIL,O,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
ZOSJTLI,O,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
ZOSJITL,O,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
ZOSJILT,O,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
ZOSJLTI,O,O,X,O,O,X,X,X,X,X,X,O,X,X,O,X,X,X
ZOSJLIT,O,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
OTILJSZ,O,O,X,O,X,O,O,O,X,X,X,X,O,X,O,O,X,X
OTILJZS,O,O,X,O,X,O,O,O,O,X,O,X,O,X,O,O,X,X
OTILSJZ,O,O,X,O,O,O,O,X,X,O,X,X,O,X,X,O,X,X
OTILSZJ,O,O,X,O,O,O,O,X,O,O,X,X,O,X,X,X,X,X
OTILZJS,O,O,X,X,O,O,O,O,O,X,O,X,O,X,O,X,X,X
OTILZSJ,O,O,X,X,O,O,X,X,O,X,O,X,O,X,X,X,X,X
OTIJLSZ,O,O,X,O,X,O,X,O,X,X,X,X,X,X,O,O,X,X
OTIJLZS,O,O,X,O,X,O,X,O,O,X,O,O,X,X,O,O,X,X
OTIJSLZ,X,O,O,O,X,O,X,O,X,O,X,X,X,X,O,O,X,X
OTIJSZL,X,O,O,O,X,X,X,X,X,O,X,O,X,X,O,X,X,X
OTIJZLS,O,O,O,O,X,O,X,O,O,X,O,O,X,X,O,O,X,X
OTIJZSL,O,O,O,X,X,X,X,O,O,X,O,O,X,X,O,X,X,X
OTISLJZ,X,O,O,O,X,O,O,X,X,O,X,X,O,X,X,X,X,X
OTISLZJ,X,O,O,O,X,O,O,X,O,O,X,X,O,O,X,X,X,X
OTISJLZ,X,O,O,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
OTISJZL,X,O,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X
OTISZLJ,X,O,X,O,X,X,X,X,O,O,X,X,X,O,X,X,X,X
OTISZJL,X,X,X,O,X,X,X,X,O,O,X,X,X,O,X,X,X,X
OTIZLJS,O,O,X,X,O,O,X,O,O,X,O,X,X,X,O,X,X,X
OTIZLSJ,O,O,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X
OTIZJLS,O,O,X,X,O,O,X,O,O,X,O,O,X,X,O,X,X,X
OTIZJSL,O,O,X,X,X,X,X,O,O,X,O,O,X,X,O,X,X,X
OTIZSLJ,O,O,X,X,X,X,X,X,O,O,O,X,X,O,X,X,X,X
OTIZSJL,O,O,X,X,X,X,X,X,O,O,O,O,X,O,X,X,X,X
OTLIJSZ,O,O,X,O,X,O,O,O,X,X,X,X,O,X,O,O,X,X
OTLIJZS,O,O,X,O,X,O,O,O,O,X,O,X,O,X,O,O,X,X
OTLISJZ,O,O,X,O,O,O,O,X,X,O,X,X,O,X,X,O,X,X
OTLISZJ,O,O,X,O,O,O,O,X,O,O,X,X,O,X,X,X,X,X
OTLIZJS,O,O,X,X,O,O,O,O,O,X,O,X,O,X,O,X,X,X
OTLIZSJ,O,O,X,X,O,O,X,X,O,X,O,X,O,X,X,X,X,X
