sequence,v115@EhC8IeA8CeA8DeD8EeC8JeOEJvhF0gBzkBRnBlmByv?BXsB,v115@EhC8IeA8CeA8DeD8EeC8JeOEJvhF0gBzkBfsBlnBim?BxvB,v115@EhC8IeA8CeA8DeD8EeC8Jex/IvhFmhBTkBKqB3nB0r?BFrB,v115@EhC8IeA8CeA8DeD8EeC8JeOEJvhFTgBfqB0mBlnBim?BRwB,v115@EhC8IeA8CeA8DeD8EeC8Jei/IvhFRhB1pBUmB3nB2v?BzrB,v115@EhC8IeA8CeA8DeD8EeC8Jel/IvhFRhB2pB3nB0rBTq?BirB,v115@EhC8IeA8CeA8DeD8EeC8Je0AJvhFmkBRnBTkBlmByv?BXsB,v115@EhC8IeA8CeA8DeD8EeC8Jel/IvhFUhB2pBxrBTqBis?B3rB,v115@EhC8IeA8CeA8DeD8EeC8JeT/IvhFRhBlnBmpBirB/q?B0rB,v115@EhC8IeA8CeA8DeD8EeC8JeKEJvhFzfBfmBRnBVsB2v?B0rB,v115@EhC8IeA8CeA8DeD8EeC8JeKEJvhFRhBFlB3nBTrBmr?BUqB,v115@EhC8IeA8CeA8DeD8EeC8Je0/IvhFVmB2pBxrBisBTq?B3rB
LOTZJSI,O,O,X,X,X,X,X,X,X,X,X,X
LOTZSIJ,O,X,O,X,X,X,X,X,X,X,X,X
LOTZSJI,O,O,O,X,X,X,X,X,X,X,O,X
LOITJSZ,X,O,X,X,X,X,X,X,X,X,X,X
LOITJZS,O,O,X,X,X,X,X,X,X,X,X,X
LOITSJZ,X,O,O,X,X,X,X,X,X,X,O,X
LOITSZJ,X,O,O,X,X,X,X,X,X,X,X,X
LOITZJS,O,O,X,X,X,X,X,X,X,X,X,X
LOITZSJ,X,O,O,X,X,X,X,X,X,X,X,X
LOIJTSZ,X,O,X,X,X,X,X,X,X,O,X,X
LOIJTZS,O,O,X,X,X,X,X,X,X,X,X,X
LOIJSTZ,O,X,O,X,X,X,X,X,X,O,X,X
LOIJSZT,O,X,O,X,X,X,X,X,X,O,X,X
LOIJZTS,O,O,X,X,X,X,O,X,X,X,X,X
LOIJZST,O,X,O,X,X,X,O,X,X,O,X,X
LOISTJZ,O,X,O,X,X,X,X,X,X,X,O,X
LOISTZJ,O,X,O,X,X,X,X,X,X,X,X,X
LOISJTZ,O,X,O,X,X,X,X,X,X,X,X,X
LOISJZT,O,X,O,X,X,X,X,X,X,X,X,X
LOISZTJ,O,X,O,X,X,X,X,X,X,X,X,X
LOISZJT,O,X,O,X,X,X,X,X,X,X,X,X
LOIZTJS,O,O,X,X,X,X,X,X,X,X,X,X
LOIZTSJ,X,O,O,X,X,X,X,X,X,X,X,X
LOIZJTS,O,O,X,X,X,X,O,X,X,X,X,X
LOIZJST,O,X,O,X,X,X,O,X,X,X,X,X
LOIZSTJ,O,X,O,X,X,X,X,X,X,X,X,X
LOIZSJT,O,X,O,X,X,X,X,X,X,X,X,X
LOJTISZ,X,O,X,X,X,X,X,X,X,O,X,X
LOJTIZS,O,O,X,X,X,X,X,X,X,X,X,X
LOJTSIZ,O,X,X,X,X,X,X,X,X,O,O,X
LOJTSZI,O,O,X,X,X,X,X,X,X,X,O,X
LOJTZIS,O,O,X,X,X,X,X,X,X,X,X,X
LOJTZSI,O,O,X,X,X,X,X,X,X,X,X,X
LOJITSZ,X,O,X,X,X,X,X,X,X,O,X,X
LOJITZS,O,O,X,X,X,X,X,X,X,X,X,X
LOJISTZ,O,X,O,X,X,X,X,X,X,O,X,X
LOJISZT,O,X,O,X,X,X,X,X,X,O,X,X
LOJIZTS,O,O,X,X,X,X,O,X,X,X,X,X
LOJIZST,O,X,O,X,X,X,O,X,X,O,X,X
LOJSTIZ,O,X,O,X,X,X,X,X,X,O,O,X
LOJSTZI,O,X,X,X,X,X,X,X,X,X,O,X
LOJSITZ,O,X,O,X,X,X,X,X,X,O,X,X
LOJSIZT,O,X,O,X,X,X,O,X,X,O,X,X
LOJSZTI,O,X,O,X,X,X,X,X,X,X,X,X
LOJSZIT,O,X,O,X,X,X,O,X,X,O,X,X
LOJZTIS,O,O,X,X,X,X,X,X,X,X,X,X
LOJZTSI,O,O,X,X,X,X,X,X,X,X,X,X
LOJZITS,O,O,X,X,X,X,O,X,X,X,X,X
LOJZIST,O,X,O,X,X,X,O,X,X,O,X,X
LOJZSTI,O,X,O,X,X,X,X,X,X,X,X,X
LOJZSIT,O,X,O,X,X,X,O,X,X,O,X,X
LOSTIJZ,O,X,O,X,X,X,X,X,X,X,O,X
LOSTIZJ,O,X,O,X,X,X,X,X,X,X,X,X
LOSTJIZ,O,X,O,X,X,X,X,X,X,X,O,X
LOSTJZI,O,X,X,X,X,X,X,X,X,X,O,X
LOSTZIJ,O,X,O,X,X,X,X,X,X,X,X,X
LOSTZJI,O,X,O,X,X,X,X,X,X,X,O,X
LOSITJZ,O,X,O,X,X,X,X,X,X,X,O,X
LOSITZJ,O,X,O,X,X,X,X,X,X,X,X,X
LOSIJTZ,O,X,O,X,X,X,X,X,X,X,X,X
LOSIJZT,O,X,O,X,X,X,O,X,X,X,X,X
LOSIZTJ,O,X,O,X,X,X,X,X,X,X,X,X
LOSIZJT,O,X,O,X,X,X,O,X,X,X,X,X
LOSJTIZ,O,X,O,X,X,X,X,X,X,O,O,X
LOSJTZI,O,X,X,X,X,X,X,X,X,X,O,X
LOSJITZ,O,X,O,X,X,X,X,X,X,O,X,X
LOSJIZT,O,X,O,X,X,X,O,X,X,O,X,X
LOSJZTI,O,X,O,X,X,X,X,X,X,X,X,X
LOSJZIT,O,X,O,X,X,X,O,X,X,O,X,X
LOSZTIJ,O,X,O,X,X,X,X,X,X,X,X,X
LOSZTJI,O,X,O,X,X,X,X,X,X,X,O,X
LOSZITJ,O,X,O,X,X,X,X,X,X,X,X,X
LOSZIJT,O,X,O,X,X,X,O,X,X,X,X,X
LOSZJTI,O,X,O,X,X,X,X,X,X,X,X,X
LOSZJIT,O,X,O,X,X,X,O,X,X,X,X,X
LOZTIJS,O,O,X,X,X,X,X,X,X,X,X,X
LOZTISJ,X,O,O,X,X,X,X,X,X,X,X,X
LOZTJIS,O,O,X,X,X,X,X,X,X,X,X,X
LOZTJSI,O,O,X,X,X,X,X,X,X,X,X,X
LOZTSIJ,O,X,O,X,X,X,X,X,X,X,X,X
LOZTSJI,O,O,O,X,X,X,X,X,X,X,O,X
LOZITJS,O,O,X,X,X,X,X,X,X,X,X,X
LOZITSJ,X,O,O,X,X,X,X,X,X,X,X,X
LOZIJTS,O,O,X,X,X,X,O,X,X,X,X,X
LOZIJST,O,X,O,X,X,X,O,X,X,X,X,X
LOZISTJ,O,X,O,X,X,X,X,X,X,X,X,X
LOZISJT,O,X,O,X,X,X,X,X,X,X,X,X
LOZJTIS,O,O,X,X,X,X,X,X,X,X,X,X
LOZJTSI,O,O,X,X,X,X,X,X,X,X,X,X
LOZJITS,O,O,X,X,X,X,O,X,X,X,X,X
LOZJIST,O,X,O,X,X,X,O,X,X,O,X,X
LOZJSTI,O,X,O,X,X,X,X,X,X,X,X,X
LOZJSIT,O,X,O,X,X,X,O,X,X,O,X,X
LOZSTIJ,O,X,O,X,X,X,X,X,X,X,X,X
LOZSTJI,O,X,O,X,X,X,X,X,X,X,O,X
LOZSITJ,O,X,O,X,X,X,X,X,X,X,X,X
LOZSIJT,O,X,O,X,X,X,O,X,X,X,X,X
LOZSJTI,O,X,O,X,X,X,X,X,X,X,X,X
LOZSJIT,O,X,O,X,X,X,O,X,X,X,X,X
JTILSZO,X,X,X,O,X,X,X,X,O,X,X,O
JTILSOZ,X,X,X,O,X,X,X,O,O,O,X,X
JTILZSO,X,X,X,O,X,X,X,X,O,X,X,O
JTILZOS,X,X,X,X,X,X,X,O,O,X,X,O
JTILOSZ,X,X,X,X,X,X,X,O,O,O,X,X
JTILOZS,X,X,X,X,X,X,X,O,O,X,X,O
JTISLZO,X,X,X,O,X,X,X,X,X,X,X,O
JTISLOZ,X,X,X,O,X,X,X,O,X,O,X,X
JTISZLO,X,X,X,O,X,O,X,X,X,X,X,O
JTISZOL,X,O,X,O,X,O,X,X,X,X,X,X
JTISOLZ,X,O,X,O,X,X,X,O,X,X,X,X
JTISOZL,X,O,X,O,X,X,X,O,X,X,X,X
JTIZLSO,X,X,X,O,X,X,X,X,X,X,X,O
JTIZLOS,X,X,X,X,X,X,X,O,X,X,X,O
JTIZSLO,X,X,X,O,X,O,X,X,X,X,X,O
JTIZSOL,X,O,X,O,X,O,X,X,X,X,X,X
JTIZOLS,X,O,X,X,X,X,X,O,X,X,X,O
JTIZOSL,X,O,X,O,X,X,X,O,X,X,X,X
JTIOLSZ,X,O,X,X,X,X,X,O,O,X,X,X
JTIOLZS,X,O,X,X,X,X,X,O,O,X,X,O
JTIOSLZ,X,O,X,O,X,X,X,O,X,X,X,X
JTIOSZL,X,O,X,O,X,X,X,O,X,X,X,X
JTIOZLS,X,O,X,X,X,X,X,O,X,X,X,O
JTIOZSL,X,O,X,O,X,X,X,O,X,X,X,X
JTLISZO,X,X,X,O,X,X,X,X,O,X,X,O
JTLISOZ,X,X,X,O,X,X,X,O,O,O,X,X
JTLIZSO,X,X,X,O,X,X,X,X,O,X,X,O
JTLIZOS,X,X,X,X,X,X,X,O,O,X,X,O
JTLIOSZ,X,X,X,X,X,X,X,O,O,O,X,X
JTLIOZS,X,X,X,X,X,X,X,O,O,X,X,O
JTLSIZO,X,X,X,X,X,X,X,X,O,X,X,X
JTLSIOZ,X,X,X,X,X,X,X,X,O,O,X,X
JTLSZIO,X,X,X,X,O,O,X,X,O,X,X,X
JTLSZOI,X,X,X,X,O,O,X,X,O,X,X,X
JTLSOIZ,X,X,X,X,X,X,X,X,O,O,X,X
JTLSOZI,X,X,X,X,X,X,X,X,O,X,X,X
JTLZISO,X,X,X,X,O,X,X,X,O,X,X,O
JTLZIOS,X,X,X,X,X,X,X,X,O,X,X,O
JTLZSIO,X,X,X,X,O,O,X,X,O,X,X,X
JTLZSOI,X,X,X,X,O,O,X,X,O,X,X,X
JTLZOIS,X,X,X,X,X,X,X,X,O,X,X,X
JTLZOSI,X,X,X,X,X,X,X,X,O,X,X,X
JTLOISZ,X,X,X,X,X,X,X,X,O,O,X,X
JTLOIZS,X,X,X,X,X,X,X,X,O,X,X,X
JTLOSIZ,X,X,X,X,X,X,X,X,O,O,X,X
JTLOSZI,X,X,X,X,X,X,X,X,O,X,X,X
JTLOZIS,X,X,X,X,X,X,X,X,O,X,X,X
JTLOZSI,X,X,X,X,X,X,X,X,O,X,X,X
JTSILZO,X,X,X,O,X,X,X,X,X,X,X,O
JTSILOZ,X,X,X,O,X,X,X,O,X,O,X,X
JTSIZLO,X,X,X,O,X,O,X,X,X,X,X,O
JTSIZOL,X,O,X,O,X,O,X,X,X,X,X,X
JTSIOLZ,X,O,X,O,X,X,X,O,X,X,X,X
JTSIOZL,X,O,X,O,X,X,X,O,X,X,X,X
JTSLIZO,X,X,X,X,X,X,X,X,O,X,X,X
JTSLIOZ,X,X,X,X,X,X,X,X,O,O,X,X
JTSLZIO,X,X,X,X,O,O,X,X,O,X,X,X
JTSLZOI,X,X,X,X,O,O,X,X,O,X,X,X
JTSLOIZ,X,X,X,X,X,X,X,X,O,O,X,X
JTSLOZI,X,X,X,X,X,X,X,X,O,X,X,X
JTSZILO,X,X,X,X,O,O,X,X,X,X,X,O
JTSZIOL,X,X,X,X,O,O,X,X,X,X,X,X
JTSZLIO,X,X,X,X,O,O,X,X,X,X,X,X
JTSZLOI,X,X,X,X,O,O,X,X,X,X,X,X
JTSZOIL,X,O,X,X,O,O,X,X,X,X,X,X
JTSZOLI,X,O,X,X,O,O,X,X,X,X,X,X
JTSOILZ,X,X,X,O,X,X,X,X,X,X,X,X
JTSOIZL,X,O,X,O,X,X,X,X,X,X,X,X
JTSOLIZ,X,X,X,X,X,X,X,X,O,X,X,X
JTSOLZI,X,O,X,X,X,X,X,X,O,X,X,X
JTSOZIL,X,O,X,X,X,O,X,X,X,X,X,X
JTSOZLI,X,O,X,X,X,O,X,X,X,X,X,X
JTZILSO,X,X,X,O,O,X,X,X,X,X,X,O
JTZILOS,X,X,X,X,X,X,X,O,X,X,X,O
JTZISLO,X,X,X,O,X,O,X,X,X,X,X,O
JTZISOL,X,O,X,O,X,O,X,X,X,X,X,X
JTZIOLS,X,O,X,X,X,X,X,O,X,X,X,O
JTZIOSL,X,O,X,O,X,X,X,O,X,X,X,X
JTZLISO,X,X,X,X,O,X,X,X,O,X,X,O
JTZLIOS,X,X,X,X,X,X,X,X,O,X,X,O
JTZLSIO,X,X,X,X,O,O,X,X,O,X,X,X
JTZLSOI,X,X,X,X,O,O,X,X,O,X,X,X
JTZLOIS,X,X,X,X,X,X,X,X,O,X,X,X
JTZLOSI,X,X,X,X,X,X,X,X,O,X,X,X
JTZSILO,X,X,X,X,O,O,X,X,X,X,X,O
JTZSIOL,X,X,X,X,O,O,X,X,X,X,X,X
JTZSLIO,X,X,X,X,O,O,X,X,X,X,X,X
JTZSLOI,X,X,X,X,O,O,X,X,X,X,X,X
JTZSOIL,X,O,X,X,O,O,X,X,X,X,X,X
JTZSOLI,X,O,X,X,O,O,X,X,X,X,X,X
JTZOILS,X,O,X,X,X,X,X,X,X,X,X,O
JTZOISL,X,O,X,X,X,X,X,X,X,X,X,X
JTZOLIS,X,O,X,X,X,X,X,X,O,X,X,X
JTZOLSI,X,O,X,X,X,X,X,X,O,X,X,X
JTZOSIL,X,O,X,X,X,O,X,X,X,X,X,X
JTZOSLI,X,O,X,X,X,O,X,X,X,X,X,X
JTOILSZ,X,O,X,X,X,X,X,O,O,X,X,X
JTOILZS,X,O,X,X,X,X,X,O,O,X,X,O
JTOISLZ,X,O,X,O,X,X,X,O,X,X,X,X
JTOISZL,X,O,X,O,X,X,X,O,X,X,X,X
JTOIZLS,X,O,X,X,X,X,X,O,X,X,X,O
JTOIZSL,X,O,X,O,X,X,X,O,X,X,X,X
JTOLISZ,X,O,X,X,X,X,X,X,O,X,X,X
JTOLIZS,X,O,X,X,X,X,X,X,O,X,X,X
JTOLSIZ,X,X,X,X,X,X,X,X,O,X,X,X
JTOLSZI,X,O,X,X,X,X,X,X,O,X,X,X
JTOLZIS,X,O,X,X,X,X,X,X,O,X,X,X
JTOLZSI,X,O,X,X,X,X,X,X,O,X,X,X
JTOSILZ,X,O,X,X,X,X,X,X,X,X,X,X
JTOSIZL,X,O,X,X,X,X,X,X,X,X,X,X
JTOSLIZ,X,X,X,X,X,X,X,X,O,X,X,X
JTOSLZI,X,O,X,X,X,X,X,X,O,X,X,X
JTOSZIL,X,O,X,X,X,O,X,X,X,X,X,X
JTOSZLI,X,O,X,X,X,O,X,X,X,X,X,X
JTOZILS,X,O,X,X,X,X,X,X,X,X,X,O
JTOZISL,X,O,X,X,X,X,X,X,X,X,X,X
JTOZLIS,X,O,X,X,X,X,X,X,O,X,X,X
JTOZLSI,X,O,X,X,X,X,X,X,O,X,X,X
JTOZSIL,X,O,X,X,X,O,X,X,X,X,X,X
JTOZSLI,X,O,X,X,X,O,X,X,X,X,X,X
JITLSZO,X,X,X,O,X,X,X,X,O,X,X,O
JITLSOZ,X,X,X,O,X,X,X,O,O,O,X,X
JITLZSO,X,X,X,O,X,X,X,X,O,X,X,O
JITLZOS,X,X,X,X,X,X,X,O,O,X,X,O
JITLOSZ,X,X,X,X,X,X,X,O,O,O,X,X
JITLOZS,X,X,X,X,X,X,X,O,O,X,X,O
JITSLZO,X,X,X,O,X,X,X,X,X,X,X,O
JITSLOZ,X,X,X,O,X,X,X,O,X,O,X,X
JITSZLO,X,X,X,O,X,O,X,X,X,X,X,O
JITSZOL,X,O,X,O,X,O,X,X,X,X,X,X
JITSOLZ,X,O,X,O,X,X,X,O,X,X,X,X
JITSOZL,X,O,X,O,X,X,X,O,X,X,X,X
JITZLSO,X,X,X,O,X,X,X,X,X,X,X,O
JITZLOS,X,X,X,X,X,X,X,O,X,X,X,O
JITZSLO,X,X,X,O,X,O,X,X,X,X,X,O
JITZSOL,X,O,X,O,X,O,X,X,X,X,X,X
JITZOLS,X,O,X,X,X,X,X,O,X,X,X,O
JITZOSL,X,O,X,O,X,X,X,O,X,X,X,X
JITOLSZ,X,O,X,X,X,X,X,O,O,X,X,X
JITOLZS,X,O,X,X,X,X,X,O,O,X,X,O
JITOSLZ,X,O,X,O,X,X,X,O,X,X,X,X
JITOSZL,X,O,X,O,X,X,X,O,X,X,X,X
JITOZLS,X,O,X,X,X,X,X,O,X,X,X,O
JITOZSL,X,O,X,O,X,X,X,O,X,X,X,X
JILTSZO,X,X,X,O,X,X,X,X,X,X,X,X
JILTSOZ,X,X,X,O,X,X,X,O,X,O,X,X
JILTZSO,X,X,X,O,X,X,O,X,X,X,X,X
JILTZOS,X,X,X,X,X,X,O,O,X,X,X,X
JILTOSZ,X,X,X,X,X,X,X,O,X,O,X,X
JILTOZS,X,X,X,X,X,X,X,O,X,X,X,X
JILSTZO,X,X,X,O,X,X,X,X,X,X,X,X
JILSTOZ,X,X,X,O,X,X,X,O,X,O,X,X
JILSZTO,X,X,X,X,X,X,O,X,X,X,X,X
JILSZOT,X,X,X,X,X,X,O,X,X,O,X,X
JILSOTZ,X,X,X,O,X,X,X,O,X,O,X,X
JILSOZT,X,X,X,X,X,X,X,O,X,O,X,X
JILZTSO,X,X,X,X,X,X,O,X,X,X,X,X
JILZTOS,X,X,X,X,X,X,O,O,X,X,X,X
JILZSTO,X,X,X,X,X,X,O,X,X,X,X,X
JILZSOT,X,X,X,X,X,X,O,X,X,O,X,X
JILZOTS,O,X,X,X,X,X,O,O,X,X,X,X
JILZOST,O,X,X,X,X,X,O,O,X,O,X,X
JILOTSZ,X,X,X,X,X,X,X,O,X,O,X,X
JILOTZS,O,X,X,X,X,X,X,O,X,X,X,X
JILOSTZ,X,X,X,X,X,X,X,O,X,O,X,X
JILOSZT,O,X,X,X,X,X,X,O,X,O,X,X
JILOZTS,O,X,X,X,X,X,O,O,X,X,X,X
JILOZST,O,X,X,X,X,X,O,O,X,O,X,X
JISTLZO,X,X,X,O,X,X,X,X,X,X,X,X
JISTLOZ,X,X,X,O,X,X,X,O,X,O,X,X
JISTZLO,X,X,X,O,X,O,X,X,X,X,X,X
JISTZOL,X,X,X,O,X,O,X,X,X,X,X,X
JISTOLZ,X,X,X,O,X,X,X,O,X,X,X,X
JISTOZL,X,X,X,O,X,X,X,O,X,X,X,X
JISLTZO,X,X,X,O,X,X,O,X,X,X,X,X
JISLTOZ,X,X,X,O,X,X,X,O,X,O,X,X
JISLZTO,X,X,X,X,X,X,O,X,X,X,X,X
JISLZOT,O,X,X,X,X,X,O,X,X,O,X,X
JISLOTZ,O,X,X,O,X,X,X,O,X,O,X,X
JISLOZT,O,X,X,X,X,X,O,O,X,O,X,X
JISZTLO,X,X,X,O,X,O,X,X,X,X,X,X
JISZTOL,X,X,X,O,X,O,X,X,X,X,X,X
JISZLTO,X,X,X,X,X,O,O,X,X,X,X,X
JISZLOT,O,X,X,X,X,O,O,X,X,O,X,X
JISZOTL,O,X,X,O,X,O,X,X,X,X,X,X
JISZOLT,O,X,X,X,X,O,X,X,X,X,X,X
JISOTLZ,O,X,X,O,X,X,X,O,X,X,X,X
JISOTZL,O,X,X,O,X,X,X,O,X,X,X,X
JISOLTZ,O,X,X,O,X,X,X,O,X,O,X,X
JISOLZT,O,X,X,X,X,X,X,O,X,O,X,X
JISOZTL,O,X,X,O,X,X,X,O,X,X,X,X
JISOZLT,O,X,X,X,X,X,X,O,X,X,X,X
JIZTLSO,X,X,X,O,X,X,X,X,X,X,X,O
JIZTLOS,X,X,X,X,X,X,X,O,X,X,X,O
JIZTSLO,X,X,X,O,X,O,X,X,X,X,X,O
JIZTSOL,X,O,X,O,X,O,X,X,X,X,X,X
JIZTOLS,X,O,X,X,X,X,X,O,X,X,X,O
JIZTOSL,X,O,X,O,X,X,X,O,X,X,X,X
JIZLTSO,X,X,X,X,X,X,O,X,X,X,X,X
JIZLTOS,X,X,X,X,X,X,O,O,X,X,X,X
JIZLSTO,X,X,X,X,X,X,O,X,X,X,X,X
JIZLSOT,X,X,X,X,X,X,O,X,X,O,X,X
JIZLOTS,O,X,X,X,X,X,O,O,X,X,X,X
JIZLOST,O,X,X,X,X,X,O,O,X,O,X,X
JIZSTLO,X,X,X,O,X,O,X,X,X,X,X,X
JIZSTOL,X,X,X,O,X,O,X,X,X,X,X,X
JIZSLTO,X,X,X,X,X,O,X,X,X,X,X,X
JIZSLOT,X,X,X,X,X,O,X,X,X,O,X,X
JIZSOTL,X,X,X,O,X,O,X,X,X,X,X,X
JIZSOLT,X,X,X,X,X,O,X,X,X,X,X,X
JIZOTLS,O,O,X,X,X,X,X,O,X,X,X,X
JIZOTSL,O,O,X,X,X,X,X,O,X,X,X,X
JIZOLTS,O,O,X,X,X,X,X,O,X,X,X,X
JIZOLST,O,X,X,X,X,X,X,O,X,X,X,X
JIZOSTL,O,O,X,X,X,X,X,O,X,X,X,X
JIZOSLT,O,X,X,X,X,X,X,O,X,X,X,X
JIOTLSZ,X,O,X,X,X,X,X,O,O,X,X,X
JIOTLZS,O,O,X,X,X,X,X,O,O,X,X,X
JIOTSLZ,O,O,X,O,X,X,X,O,X,X,X,X
JIOTSZL,O,O,X,O,X,X,X,O,X,X,X,X
JIOTZLS,O,O,X,X,X,X,X,O,X,X,X,X
JIOTZSL,O,O,X,O,X,X,X,O,X,X,X,X
JIOLTSZ,X,O,X,X,X,X,X,O,X,O,X,X
JIOLTZS,O,O,X,X,X,X,X,O,X,X,X,X
JIOLSTZ,O,X,X,X,X,X,X,O,X,O,X,X
JIOLSZT,O,X,X,X,X,X,X,O,X,O,X,X
JIOLZTS,O,O,X,X,X,X,X,O,X,X,X,X
JIOLZST,O,X,X,X,X,X,X,O,X,O,X,X
JIOSTLZ,O,O,X,O,X,X,X,O,X,X,X,X
JIOSTZL,O,O,X,O,X,X,X,O,X,X,X,X
JIOSLTZ,O,X,X,O,X,X,X,O,X,O,X,X
JIOSLZT,O,X,X,X,X,X,X,O,X,O,X,X
JIOSZTL,O,O,X,O,X,X,X,O,X,X,X,X
JIOSZLT,O,X,X,X,X,X,X,O,X,X,X,X
JIOZTLS,O,O,X,X,X,X,X,O,X,X,X,X
JIOZTSL,O,O,X,X,X,X,X,O,X,X,X,X
JIOZLTS,O,O,X,X,X,X,X,O,X,X,X,X
JIOZLST,O,X,X,X,X,X,X,O,X,X,X,X
JIOZSTL,O,O,X,X,X,X,X,O,X,X,X,X
JIOZSLT,O,X,X,X,X,X,X,O,X,X,X,X
JLTISZO,X,X,X,O,X,X,X,X,O,X,X,O
JLTISOZ,X,X,X,O,X,X,X,O,O,O,X,X
JLTIZSO,X,X,X,O,X,X,O,X,O,X,X,O
JLTIZOS,X,X,X,X,X,X,O,O,O,X,X,O
JLTIOSZ,X,X,X,X,X,X,X,O,O,O,X,X
JLTIOZS,X,X,X,X,X,X,X,O,O,X,X,O
JLTSIZO,X,X,X,X,X,X,O,X,O,X,X,X
JLTSIOZ,X,X,X,X,X,X,X,X,O,O,X,X
JLTSZIO,X,X,X,X,X,O,O,X,O,X,X,X
JLTSZOI,X,X,X,X,X,O,X,X,O,X,X,X
JLTSOIZ,X,X,X,X,X,X,X,X,O,O,O,X
JLTSOZI,X,X,X,X,X,X,X,X,O,X,O,X
JLTZISO,X,X,X,X,X,X,O,X,O,X,X,O
JLTZIOS,X,X,X,X,X,X,O,X,O,X,X,O
JLTZSIO,X,X,X,X,X,O,O,X,O,X,X,X
JLTZSOI,X,X,X,X,X,O,X,X,O,X,X,X
JLTZOIS,X,X,X,X,X,X,X,X,O,X,X,X
JLTZOSI,X,X,X,X,X,X,X,X,O,X,X,X
JLTOISZ,X,X,X,X,X,X,X,X,O,O,X,X
JLTOIZS,X,X,X,X,X,X,X,X,O,X,X,X
JLTOSIZ,X,X,X,X,X,X,X,X,O,O,O,X
JLTOSZI,X,X,X,X,X,X,X,X,O,X,O,X
JLTOZIS,X,X,X,X,X,X,X,X,O,X,X,X
JLTOZSI,X,X,X,X,X,X,X,X,O,X,X,X
JLITSZO,X,X,X,O,X,X,X,X,X,X,X,X
JLITSOZ,X,X,X,O,X,X,X,O,X,O,X,X
JLITZSO,X,X,X,O,X,X,O,X,X,X,X,X
JLITZOS,X,X,X,X,X,X,O,O,X,X,X,X
JLITOSZ,X,X,X,X,X,X,X,O,X,O,X,X
JLITOZS,X,X,X,X,X,X,X,O,X,X,X,X
JLISTZO,X,X,O,O,X,X,O,X,X,X,X,X
JLISTOZ,X,X,O,O,X,X,X,O,X,O,X,X
JLISZTO,X,X,O,X,X,X,O,X,X,X,X,X
JLISZOT,X,X,O,X,X,X,O,X,X,O,X,X
JLISOTZ,X,X,O,O,X,X,X,O,X,O,X,X
JLISOZT,X,X,O,X,X,X,O,O,X,O,X,X
JLIZTSO,X,X,X,X,X,X,O,X,X,X,X,X
JLIZTOS,X,X,X,X,X,X,O,O,X,X,X,X
JLIZSTO,X,X,O,X,X,X,O,X,X,X,X,X
JLIZSOT,X,X,O,X,X,X,O,X,X,O,X,X
JLIZOTS,O,X,X,X,X,X,O,O,X,X,X,X
JLIZOST,O,X,X,X,X,X,O,O,X,O,X,X
JLIOTSZ,X,X,X,X,X,X,X,O,X,O,X,X
JLIOTZS,O,X,X,X,X,X,X,O,X,X,X,X
JLIOSTZ,X,X,X,X,X,X,X,O,X,O,X,X
JLIOSZT,O,X,X,X,X,X,X,O,X,O,X,X
JLIOZTS,O,X,X,X,X,X,O,O,X,X,X,X
JLIOZST,O,X,X,X,X,X,O,O,X,O,X,X
JLSTIZO,X,X,O,X,X,X,O,X,X,X,X,X
JLSTIOZ,X,X,O,X,X,X,X,X,X,O,X,X
JLSTZIO,X,X,X,X,X,O,O,X,X,X,X,X
JLSTZOI,X,X,X,X,X,O,X,X,X,X,X,X
JLSTOIZ,X,X,O,X,X,X,X,X,X,O,O,X
JLSTOZI,X,X,X,X,X,X,X,X,X,X,O,X
JLSITZO,X,X,O,O,X,X,O,X,X,X,X,X
JLSITOZ,X,X,O,O,X,X,X,X,X,O,X,X
JLSIZTO,X,X,O,X,X,X,O,X,X,X,X,X
JLSIZOT,O,X,O,X,X,X,O,X,X,O,X,X
JLSIOTZ,O,X,O,O,X,X,X,X,X,O,X,X
JLSIOZT,O,X,O,X,X,X,O,X,X,O,X,X
JLSZTIO,X,X,O,X,X,O,O,X,X,X,X,X
JLSZTOI,X,X,O,X,X,O,X,X,X,X,X,X
JLSZITO,X,X,O,X,X,O,O,X,X,X,X,X
JLSZIOT,O,X,O,X,X,O,O,X,X,O,X,X
JLSZOTI,O,X,O,X,X,O,X,X,X,X,X,X
JLSZOIT,O,X,O,X,X,O,O,X,X,O,X,X
JLSOTIZ,O,X,O,X,X,X,X,X,X,O,O,X
JLSOTZI,O,X,X,X,X,X,X,X,X,X,O,X
JLSOITZ,O,X,O,O,X,X,X,X,X,O,X,X
JLSOIZT,O,X,O,X,X,X,O,X,X,O,X,X
JLSOZTI,O,X,O,X,X,X,X,X,X,X,X,X
JLSOZIT,O,X,O,X,X,X,O,X,X,O,X,X
JLZTISO,X,X,X,X,X,X,O,X,X,X,X,O
JLZTIOS,X,X,X,X,X,X,O,X,X,X,X,O
JLZTSIO,X,X,X,X,X,O,O,X,X,X,X,X
JLZTSOI,X,X,X,X,X,O,X,X,X,X,X,X
JLZTOIS,X,X,X,X,X,X,X,X,X,X,X,X
JLZTOSI,X,X,X,X,X,X,X,X,X,X,X,X
JLZITSO,X,X,X,X,X,X,O,X,X,X,X,X
JLZITOS,X,X,X,X,X,X,O,X,X,X,X,X
JLZISTO,X,X,O,X,X,X,O,X,X,X,X,X
