sequence,v115@9gB8HeB8HeB8HeE8AeA8MexAJvhFdnBCjBTlB/rB8s?B+tB,v115@9gB8HeB8HeB8HeE8AeA8MeKFJvhFzgB3iB5oB9rBet?BUsB,v115@9gB8HeB8HeB8HeE8AeA8MeTAJvhFxhBXjByqBurB9t?B0sB,v115@9gB8HeB8HeB8HeE8AeA8MeKFJvhFzgBUiB5oB9rBet?B3sB,v115@9gB8HeB8HeB8HeE8AeA8MeOFJvhF8lBRiBSoB9rB/s?BTtB,v115@9gB8HeB8HeB8HeE8AeA8MexAJvhFdnBGjBTlB/rBCt?BUtB,v115@9gB8HeB8HeB8HeE8AeA8MexAJvhFdnBunBcoBTlB/r?BSyB,v115@9gB8HeB8HeB8HeE8AeA8MeTAJvhF2mBXjB9tBxqB0s?BCsB,v115@9gB8HeB8HeB8HeE8AeA8MeKFJvhFzgBUiB9rBxsBXt?BGtB,v115@9gB8HeB8HeB8HeE8AeA8MexAJvhFdnBTlB/rBGoBUt?BCtB,v115@9gB8HeB8HeB8HeE8AeA8MemAJvhF0iBTlBxrBXtBtr?B6tB,v115@9gB8HeB8HeB8HeE8AeA8Me2FJvhFRiBcoB9rBTnB3l?BSyB,v115@9gB8HeB8HeB8HeE8AeA8MexAJvhFdnBSoBTlB/rBUo?BWyB,v115@9gB8HeB8HeB8HeE8AeA8MeNFJvhF3hB5nB8rBOtBzl?B6tB,v115@9gB8HeB8HeB8HeE8AeA8MemAJvhFdoB5oBTlB3mB0s?BCsB,v115@9gB8HeB8HeB8HeE8AeA8MeKFJvhFzgB9rBxnBUnBXt?BGtB,v115@9gB8HeB8HeB8HeE8AeA8MexAJvhFXjBTlBimB+tB8r?BtsB,v115@9gB8HeB8HeB8HeE8AeA8MeKFJvhFzgBRnBctB9rB/s?BGtB
JZLOSTI,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X
JZLOSIT,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZSTILO,O,O,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X
JZSTIOL,O,X,O,X,O,X,X,O,X,O,X,X,X,O,O,X,X,X
JZSTLIO,O,O,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X
JZSTLOI,O,O,O,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X
JZSTOIL,O,X,O,X,O,X,X,O,X,O,X,X,O,O,O,X,X,X
JZSTOLI,O,X,O,X,O,X,X,X,X,O,X,X,O,X,O,X,X,X
JZSITLO,O,O,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
JZSITOL,O,X,O,X,X,X,X,O,X,O,X,X,X,O,O,X,X,X
JZSILTO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
JZSILOT,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZSIOTL,O,X,X,X,X,X,X,O,X,O,X,X,X,O,O,X,X,X
JZSIOLT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
JZSLTIO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
JZSLTOI,O,O,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
JZSLITO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
JZSLIOT,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZSLOTI,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X
JZSLOIT,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZSOTIL,O,X,X,X,O,X,X,X,X,O,X,X,O,O,O,X,X,X
JZSOTLI,O,X,X,X,O,X,X,X,X,O,X,X,O,X,O,X,X,X
JZSOITL,O,X,X,X,X,X,X,X,X,O,X,X,O,O,O,X,X,X
JZSOILT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
JZSOLTI,O,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X,O,X
JZSOLIT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
JZOTILS,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
JZOTISL,O,X,O,X,O,X,X,O,X,O,X,X,X,O,O,X,X,X
JZOTLIS,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZOTLSI,O,X,O,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X
JZOTSIL,O,X,O,X,O,X,X,O,X,O,X,X,O,O,O,X,X,X
JZOTSLI,O,X,O,X,O,X,X,X,X,O,X,X,O,X,O,X,X,X
JZOITLS,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
JZOITSL,O,X,O,X,O,X,X,O,X,O,X,X,X,O,O,X,X,X
JZOILTS,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
JZOILST,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZOISTL,O,X,X,X,X,X,X,O,X,O,X,X,O,O,O,X,X,X
JZOISLT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
JZOLTIS,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZOLTSI,O,X,O,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X
JZOLITS,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZOLIST,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZOLSTI,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X
JZOLSIT,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZOSTIL,O,X,X,X,O,X,X,X,X,O,X,X,O,O,O,X,X,X
JZOSTLI,O,X,X,X,O,X,X,X,X,O,X,X,O,X,O,X,X,X
JZOSITL,O,X,X,X,X,X,X,X,X,O,X,X,O,O,O,X,X,X
JZOSILT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
JZOSLTI,O,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X,O,X
JZOSLIT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
JOTILSZ,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JOTILZS,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
JOTISLZ,O,O,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
JOTISZL,O,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X,X
JOTIZLS,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOTIZSL,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
JOTLISZ,X,O,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X
JOTLIZS,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
JOTLSIZ,O,O,O,O,X,O,O,X,X,X,X,X,O,X,X,X,O,X
JOTLSZI,O,O,O,O,X,O,O,X,X,X,X,O,O,X,X,X,O,X
JOTLZIS,O,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X
JOTLZSI,O,O,O,O,X,O,O,X,X,X,X,O,O,X,X,X,X,X
JOTSILZ,O,O,O,X,O,O,O,X,X,X,O,X,O,X,X,X,X,X
JOTSIZL,O,X,X,X,O,X,X,X,X,O,O,X,O,X,O,X,X,X
JOTSLIZ,O,O,O,X,O,O,O,X,X,X,X,X,O,X,X,X,O,X
JOTSLZI,O,O,O,X,O,O,O,X,X,X,X,O,O,X,X,X,O,X
JOTSZIL,O,X,X,X,O,X,X,X,X,O,X,X,O,X,O,X,X,X
JOTSZLI,O,X,X,X,O,X,X,X,X,O,X,X,O,X,O,X,X,X
JOTZILS,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOTZISL,O,X,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X
JOTZLIS,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
JOTZLSI,O,X,O,O,O,X,X,X,X,O,X,O,O,X,X,X,X,X
JOTZSIL,O,X,O,X,O,X,X,X,X,O,X,X,O,O,X,X,X,X
JOTZSLI,O,X,O,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X
JOITLSZ,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JOITLZS,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOITSLZ,O,O,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
JOITSZL,O,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X,X
JOITZLS,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOITZSL,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
JOILTSZ,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JOILTZS,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOILSTZ,O,O,O,O,X,O,O,X,X,X,O,X,O,X,X,X,O,X
JOILSZT,O,X,O,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X
JOILZTS,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOILZST,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JOISTLZ,O,O,X,X,X,O,O,X,X,X,O,X,O,X,X,X,X,X
JOISTZL,O,X,X,X,X,X,X,X,X,O,O,X,O,X,O,X,X,X
JOISLTZ,O,O,X,X,X,O,O,X,X,X,O,X,O,X,X,X,O,X
JOISLZT,O,X,X,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X
JOISZTL,O,X,X,X,X,X,X,X,X,O,O,X,O,X,O,X,X,X
JOISZLT,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X
JOIZTLS,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOIZTSL,O,X,O,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X
JOIZLTS,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOIZLST,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOIZSTL,O,X,X,X,X,X,X,X,X,O,O,X,O,O,O,X,X,X
JOIZSLT,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X
JOLTISZ,X,O,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X
JOLTIZS,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
JOLTSIZ,O,O,O,O,X,O,O,X,X,X,X,X,O,X,X,X,O,X
JOLTSZI,O,O,O,O,X,O,O,X,X,X,X,O,O,X,X,X,O,X
JOLTZIS,O,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X
JOLTZSI,O,O,O,O,X,O,O,X,X,X,X,O,O,X,X,X,X,X
JOLITSZ,X,O,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X
JOLITZS,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLISTZ,O,O,O,O,X,O,O,X,X,X,O,X,O,X,X,X,O,X
JOLISZT,O,X,O,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X
JOLIZTS,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLIZST,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JOLSTIZ,O,O,O,O,X,O,O,X,X,X,X,X,O,X,X,X,O,X
JOLSTZI,O,O,O,O,X,O,O,X,X,X,X,X,O,X,X,X,O,X
JOLSITZ,O,O,O,O,X,O,O,X,X,X,O,X,O,X,X,X,O,X
JOLSIZT,O,X,O,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X
JOLSZTI,O,X,O,X,X,O,O,X,X,X,X,X,O,X,O,X,O,X
JOLSZIT,O,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
JOLZTIS,O,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X
JOLZTSI,O,O,O,O,O,O,O,X,X,X,X,O,O,X,X,X,X,X
JOLZITS,O,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X
JOLZIST,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JOLZSTI,O,X,O,X,X,O,O,X,X,X,X,X,O,X,X,X,O,X
JOLZSIT,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JOSTILZ,O,O,X,X,O,O,O,X,X,X,O,X,O,X,X,X,X,X
JOSTIZL,O,X,X,X,O,X,X,X,X,O,O,X,O,X,O,X,X,X
JOSTLIZ,O,O,X,X,O,O,O,X,X,X,X,X,O,X,X,X,O,X
JOSTLZI,O,O,X,X,O,O,O,X,X,X,X,X,O,X,X,X,O,X
JOSTZIL,O,X,X,X,O,X,X,X,X,O,X,X,O,X,O,X,X,X
JOSTZLI,O,X,X,X,O,X,X,X,X,O,X,X,O,X,O,X,X,X
JOSITLZ,O,O,X,X,O,O,O,X,X,X,O,X,O,X,X,X,X,X
JOSITZL,O,X,X,X,O,X,X,X,X,O,O,X,O,X,O,X,X,X
JOSILTZ,O,O,X,X,O,O,O,X,X,X,O,X,O,X,X,X,O,X
JOSILZT,O,X,X,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X
JOSIZTL,O,X,X,X,X,X,X,X,X,O,O,X,O,X,O,X,X,X
JOSIZLT,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X
JOSLTIZ,O,O,X,X,O,O,O,X,X,X,X,X,O,X,X,X,O,X
JOSLTZI,O,O,X,X,O,O,O,X,X,X,X,X,O,X,X,X,O,X
JOSLITZ,O,O,X,X,O,O,O,X,X,X,O,X,O,X,X,X,O,X
JOSLIZT,O,X,X,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X
JOSLZTI,O,X,X,X,X,O,O,X,X,X,X,X,O,X,O,X,O,X
JOSLZIT,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
JOSZTIL,O,X,X,X,O,X,X,X,X,O,X,X,O,X,O,X,X,X
JOSZTLI,O,X,X,X,O,X,X,X,X,O,X,X,O,X,O,X,X,X
JOSZITL,O,X,X,X,X,X,X,X,X,O,O,X,O,X,O,X,X,X
JOSZILT,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X
JOSZLTI,O,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X,O,X
JOSZLIT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
JOZTILS,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZTISL,O,X,O,X,O,X,X,X,X,O,X,X,X,O,O,X,X,X
JOZTLIS,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZTLSI,O,X,O,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X
JOZTSIL,O,X,O,X,O,X,X,X,X,O,X,X,O,O,O,X,X,X
JOZTSLI,O,X,O,X,O,X,X,X,X,O,X,X,O,X,O,X,X,X
JOZITLS,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZITSL,O,X,O,X,O,X,X,X,X,O,X,X,X,O,O,X,X,X
JOZILTS,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZILST,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZISTL,O,X,X,X,X,X,X,X,X,O,O,X,O,O,O,X,X,X
JOZISLT,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X
JOZLTIS,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZLTSI,O,X,O,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X
JOZLITS,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZLIST,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZLSTI,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X
JOZLSIT,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZSTIL,O,X,X,X,O,X,X,X,X,O,X,X,O,O,O,X,X,X
JOZSTLI,O,X,X,X,O,X,X,X,X,O,X,X,O,X,O,X,X,X
JOZSITL,O,X,X,X,X,X,X,X,X,O,O,X,O,O,O,X,X,X
JOZSILT,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X
JOZSLTI,O,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X,O,X
JOZSLIT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
STILJZO,O,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X
STILJOZ,X,O,O,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X
STILZJO,X,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X
STILZOJ,X,X,O,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X
STILOJZ,X,O,O,O,X,O,O,X,O,X,X,X,X,X,X,O,X,X
STILOZJ,X,X,O,X,O,O,O,X,O,X,X,X,X,X,X,O,X,X
STIJLZO,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
STIJLOZ,X,O,O,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X
STIJZLO,O,O,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X
STIJZOL,O,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X
STIJOLZ,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
STIJOZL,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
STIZLJO,X,X,X,X,O,O,O,O,O,X,X,X,X,O,X,X,X,X
STIZLOJ,X,X,O,X,O,X,O,O,O,X,X,X,X,X,O,O,X,X
STIZJLO,O,X,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X
STIZJOL,O,X,X,X,O,X,X,O,X,O,X,X,X,O,O,X,X,X
STIZOLJ,X,X,X,X,O,X,X,O,X,O,O,X,X,X,O,X,X,X
STIZOJL,X,X,X,X,O,X,X,O,X,O,O,X,X,O,O,X,X,X
STIOLJZ,O,X,O,X,O,O,O,X,X,X,O,X,O,X,X,O,X,X
STIOLZJ,X,X,O,X,O,O,O,X,X,O,O,X,X,X,X,O,X,X
STIOJLZ,O,X,O,X,O,O,O,X,X,X,O,X,O,X,X,X,X,X
STIOJZL,O,X,X,X,O,X,X,O,X,O,O,X,O,X,O,X,X,X
STIOZLJ,X,X,X,X,O,O,O,O,X,O,O,X,X,X,O,X,X,X
STIOZJL,O,X,X,X,O,X,X,O,X,O,O,X,O,X,O,X,X,X
STLIJZO,O,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X
STLIJOZ,X,O,O,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X
STLIZJO,X,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X
STLIZOJ,X,X,O,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X
STLIOJZ,X,O,O,O,X,O,O,X,O,X,X,X,X,X,X,O,X,X
STLIOZJ,X,X,O,X,O,O,O,X,O,X,X,X,X,X,X,O,X,X
STLJIZO,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
STLJIOZ,X,O,O,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X
STLJZIO,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
STLJZOI,O,O,O,O,O,O,O,X,X,X,X,O,O,X,X,X,X,X
STLJOIZ,O,O,O,O,X,O,O,X,X,X,X,X,O,X,X,O,X,X
STLJOZI,O,O,O,O,X,O,O,X,X,X,X,O,O,X,X,X,X,X
STLZIJO,X,X,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X
STLZIOJ,X,X,O,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X
STLZJIO,X,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
STLZJOI,X,X,O,O,O,O,O,X,X,O,X,O,X,X,X,X,X,X
STLZOIJ,X,X,O,X,O,O,O,X,O,O,X,O,X,X,X,O,X,X
STLZOJI,X,X,O,O,O,O,O,X,X,O,X,O,X,X,X,X,X,X
STLOIJZ,O,O,O,O,O,O,O,X,O,X,X,X,O,X,X,O,X,X
STLOIZJ,X,X,O,X,O,O,O,X,O,O,X,X,X,X,X,O,X,X
STLOJIZ,O,O,O,O,O,O,O,X,X,X,X,X,O,X,X,O,X,X
STLOJZI,O,O,O,O,O,O,O,X,X,X,X,O,O,X,X,X,X,X
STLOZIJ,X,X,O,X,O,O,O,X,O,O,X,O,X,X,X,O,X,X
STLOZJI,X,X,O,O,O,O,O,X,X,O,X,O,X,X,X,X,X,X
STJILZO,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
STJILOZ,X,O,O,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X
STJIZLO,O,O,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
STJIZOL,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
STJIOLZ,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
STJIOZL,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
STJLIZO,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
STJLIOZ,X,O,O,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X
STJLZIO,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
STJLZOI,O,O,O,O,O,O,O,X,X,X,X,O,O,X,X,X,X,X
STJLOIZ,O,O,O,O,X,O,O,X,X,X,X,X,O,X,X,O,X,X
STJLOZI,O,O,O,O,X,O,O,X,X,X,X,O,O,X,X,X,X,X
STJZILO,O,O,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
STJZIOL,O,X,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X
STJZLIO,O,O,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
STJZLOI,O,O,O,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X
STJZOIL,O,X,O,X,O,X,X,X,X,O,X,X,O,O,X,X,X,X
STJZOLI,O,X,O,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X
STJOILZ,O,O,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X
STJOIZL,O,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X
STJOLIZ,O,O,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X
STJOLZI,O,O,O,X,O,O,O,X,X,X,X,O,O,X,X,X,X,X
STJOZIL,O,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X
STJOZLI,O,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X
STZILJO,X,X,O,X,O,O,O,O,O,X,X,X,X,O,X,X,X,X
STZILOJ,X,X,O,X,O,X,O,O,O,X,X,X,X,X,O,O,X,X
STZIJLO,O,X,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X
STZIJOL,O,X,O,X,O,X,X,O,X,O,X,X,X,O,O,X,X,X
STZIOLJ,X,X,O,X,O,X,X,O,X,O,O,X,X,X,O,X,X,X
STZIOJL,X,X,X,X,O,X,X,O,X,O,O,X,X,O,O,X,X,X
STZLIJO,X,X,O,X,O,O,O,O,O,X,X,X,X,O,X,X,X,X
STZLIOJ,X,X,O,X,O,X,O,O,O,X,X,X,X,X,O,O,X,X
STZLJIO,X,X,O,O,O,O,O,O,X,X,X,X,X,O,X,X,X,X
STZLJOI,X,X,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X
STZLOIJ,X,X,O,X,O,O,O,X,O,O,X,X,X,X,O,O,X,X
STZLOJI,X,X,O,O,O,O,O,X,X,O,X,X,X,X,O,X,X,X
STZJILO,O,X,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X
STZJIOL,O,X,O,X,O,X,X,O,X,O,X,X,X,O,O,X,X,X
STZJLIO,O,X,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X
STZJLOI,O,X,O,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X
STZJOIL,O,X,O,X,O,X,X,O,X,O,X,X,O,O,O,X,X,X
STZJOLI,O,X,O,X,O,X,X,X,X,O,X,X,O,X,O,X,X,X
STZOILJ,X,X,O,X,O,O,O,O,X,O,O,X,X,X,O,X,X,X
STZOIJL,O,X,X,X,O,X,X,O,X,O,O,X,O,O,O,X,X,X
STZOLIJ,X,X,O,X,O,O,O,X,X,O,X,X,X,X,O,X,X,X
STZOLJI,X,X,O,X,O,O,O,X,X,O,X,X,X,X,O,X,X,X
STZOJIL,O,X,O,X,O,X,X,O,X,O,X,X,O,O,O,X,X,X
STZOJLI,O,X,O,X,O,X,X,X,X,O,X,X,O,X,O,X,X,X
STOILJZ,O,X,O,X,O,O,O,X,X,X,O,X,O,X,X,O,X,X
STOILZJ,X,X,O,X,O,O,O,X,X,O,O,X,X,X,X,O,X,X
STOIJLZ,O,X,O,X,O,O,O,X,X,X,O,X,O,X,X,X,X,X
STOIJZL,O,X,X,X,O,X,X,X,X,O,O,X,O,X,O,X,X,X
STOIZLJ,X,X,X,X,O,O,O,X,X,O,O,X,X,X,O,X,X,X
STOIZJL,O,X,X,X,O,X,X,X,X,O,O,X,O,X,O,X,X,X
STOLIJZ,O,X,O,X,O,O,O,X,X,X,X,X,O,X,X,O,X,X
STOLIZJ,X,X,O,X,O,O,O,X,X,O,X,X,X,X,X,O,X,X
STOLJIZ,O,X,O,X,O,O,O,X,X,X,X,X,O,X,X,O,X,X
STOLJZI,O,X,O,X,O,O,O,X,X,X,X,O,O,X,X,X,X,X
STOLZIJ,X,X,O,X,O,O,O,X,X,O,X,O,X,X,X,O,X,X
STOLZJI,X,X,O,X,O,O,O,X,X,O,X,O,X,X,X,X,X,X
STOJILZ,O,X,O,X,O,O,O,X,X,X,O,X,O,X,X,X,X,X
STOJIZL,O,X,X,X,O,X,X,X,X,O,O,X,O,X,O,X,X,X
STOJLIZ,O,X,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X
STOJLZI,O,X,O,X,O,O,O,X,X,X,X,O,O,X,X,X,X,X
STOJZIL,O,X,X,X,O,X,X,X,X,O,X,X,O,X,O,X,X,X
STOJZLI,O,X,X,X,O,X,X,X,X,O,X,X,O,X,O,X,X,X
STOZILJ,X,X,X,X,O,O,O,X,X,O,O,X,X,X,O,X,X,X
STOZIJL,O,X,X,X,O,X,X,X,X,O,O,X,O,X,O,X,X,X
STOZLIJ,X,X,X,X,O,O,O,X,X,O,X,X,X,X,O,X,X,X
STOZLJI,X,X,X,X,O,O,O,X,X,O,X,X,X,X,O,X,X,X
STOZJIL,O,X,X,X,O,X,X,X,X,O,X,X,O,X,O,X,X,X
STOZJLI,O,X,X,X,O,X,X,X,X,O,X,X,O,X,O,X,X,X
SITLJZO,O,O,X,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X
SITLJOZ,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X
SITLZJO,X,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X
SITLZOJ,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X
SITLOJZ,X,O,X,O,X,O,O,X,O,X,X,X,X,X,X,O,X,X
SITLOZJ,X,X,X,X,O,O,O,X,O,X,X,X,X,X,X,O,X,X
SITJLZO,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
SITJLOZ,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X
SITJZLO,O,O,X,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X
SITJZOL,O,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X
