sequence,v115@EhC8HeB8HeC8EeD8JeT/IvhF/lBamBUiBWsBlpBxvB,v115@EhC8HeB8HeC8EeD8Je0/IvhF6lBThB/nB2pBlrBRvB,v115@EhC8HeB8HeC8EeD8Jex/IvhFihBTkB0lBGnBVvB3rB,v115@EhC8HeB8HeC8EeD8JeT/IvhFmgBqmB/nB0lBlpBxvB,v115@EhC8HeB8HeC8EeD8Jex/IvhFThB/nBmkBqqB0pBlrB,v115@EhC8HeB8HeC8EeD8Jei/IvhFRhBFlBTnB0pBGrBXrB,v115@EhC8HeB8HeC8EeD8JeKEJvhFGgBThB/nBUlBlrBRvB,v115@EhC8HeB8HeC8EeD8JeOEJvhFlgBUiBzkBXmBCsBRvB,v115@EhC8HeB8HeC8EeD8JeOEJvhFqmB/nBRlBzpBUrBlqB,v115@EhC8HeB8HeC8EeD8JeKEJvhFRhBFlB8qBGnB3rBzpB,v115@EhC8HeB8HeC8EeD8JeKEJvhFGhB/nBRlB0qBlrBzpB
JZILOTS,X,X,X,X,X,X,X,O,X,X,X
JZILOST,O,O,X,X,O,X,X,O,X,X,X
JZISTLO,O,O,X,X,O,X,X,O,X,O,X
JZISTOL,O,O,X,X,X,X,X,O,X,X,X
JZISLTO,O,O,X,X,O,X,X,O,X,O,X
JZISLOT,O,O,X,X,O,X,X,X,X,O,X
JZISOTL,O,O,X,X,X,X,X,O,X,X,X
JZISOLT,O,O,X,X,O,X,X,X,X,O,X
JZIOTLS,O,X,X,X,X,X,X,O,X,X,X
JZIOTSL,O,X,X,X,X,X,X,O,X,X,X
JZIOLTS,X,X,X,X,X,X,X,O,X,X,X
JZIOLST,O,X,X,X,O,X,X,O,X,X,X
JZIOSTL,O,X,X,X,X,X,X,O,X,X,X
JZIOSLT,O,X,X,X,O,X,X,O,X,X,X
JZLTISO,X,O,X,X,O,O,X,O,X,O,X
JZLTIOS,X,X,X,X,X,O,X,O,X,X,X
JZLTSIO,O,O,X,X,O,O,X,O,X,O,X
JZLTSOI,O,O,X,X,O,X,X,O,X,O,X
JZLTOIS,X,X,O,X,X,O,X,X,X,X,X
JZLTOSI,O,X,X,X,X,O,X,X,X,O,X
JZLITSO,O,O,X,X,O,X,X,O,X,O,X
JZLITOS,O,X,X,X,X,X,X,O,X,X,X
JZLISTO,O,O,X,X,O,X,X,O,X,O,X
JZLISOT,O,O,X,X,O,X,X,O,X,O,X
JZLIOTS,X,X,X,X,X,X,X,O,X,X,X
JZLIOST,O,O,X,X,O,X,X,O,X,X,X
JZLSTIO,X,O,X,X,O,X,X,O,X,O,O
JZLSTOI,X,O,O,X,O,X,X,O,X,O,O
JZLSITO,X,O,X,X,O,X,X,O,X,O,X
JZLSIOT,X,O,X,X,O,X,X,O,X,O,X
JZLSOTI,X,O,X,X,O,X,X,O,X,O,X
JZLSOIT,X,O,X,X,O,X,X,X,X,O,X
JZLOTIS,X,X,O,X,X,O,X,X,X,X,X
JZLOTSI,X,X,X,X,X,O,X,X,X,O,X
JZLOITS,X,X,O,X,X,O,X,O,X,X,X
JZLOIST,X,O,X,X,O,O,X,O,X,X,X
JZLOSTI,X,O,X,X,O,X,X,O,X,X,X
JZLOSIT,X,O,X,X,O,O,X,X,X,X,X
JZSTILO,O,O,O,X,O,O,X,X,X,O,O
JZSTIOL,O,O,O,X,X,X,X,X,X,X,X
JZSTLIO,O,O,O,X,O,O,X,X,X,O,O
JZSTLOI,O,O,O,X,O,X,X,X,X,O,O
JZSTOIL,O,O,O,X,X,X,X,X,X,X,X
JZSTOLI,O,O,O,X,O,X,X,X,X,X,O
JZSITLO,O,O,X,X,O,X,X,X,X,O,X
JZSITOL,O,O,X,X,X,X,X,X,X,X,X
JZSILTO,O,O,X,X,O,X,X,X,X,O,X
JZSILOT,O,O,X,X,O,X,X,X,X,O,X
JZSIOTL,O,O,X,X,X,X,X,X,X,X,X
JZSIOLT,O,O,X,X,O,X,X,X,X,O,X
JZSLTIO,X,O,X,X,O,X,X,X,X,O,O
JZSLTOI,X,O,O,X,O,X,X,X,X,O,O
JZSLITO,X,O,X,X,O,X,X,X,X,O,X
JZSLIOT,X,O,X,X,O,X,X,X,X,O,X
JZSLOTI,X,O,X,X,O,X,X,X,O,O,X
JZSLOIT,X,O,X,X,O,X,X,X,O,O,X
JZSOTIL,X,O,X,X,X,X,X,X,O,X,X
JZSOTLI,X,O,X,X,X,X,X,X,O,X,X
JZSOITL,X,O,X,X,X,X,X,X,O,X,X
JZSOILT,X,O,X,X,O,X,X,X,O,O,X
JZSOLTI,X,O,X,X,O,X,X,X,O,O,X
JZSOLIT,X,O,X,X,O,X,X,X,O,O,X
JZOTILS,X,X,O,X,X,O,X,X,X,X,X
JZOTISL,O,X,O,X,X,O,X,X,O,X,X
JZOTLIS,X,X,O,X,X,O,X,X,X,X,X
JZOTLSI,O,X,O,X,X,O,X,X,X,X,X
JZOTSIL,O,X,O,X,X,O,X,X,O,X,X
JZOTSLI,O,X,O,X,X,O,X,X,O,X,X
JZOITLS,O,X,X,X,X,O,X,X,X,X,X
JZOITSL,O,X,X,X,X,O,X,X,O,X,X
JZOILTS,X,X,O,X,X,O,X,X,X,X,X
JZOILST,O,X,X,X,O,O,X,X,O,X,X
JZOISTL,O,X,X,X,X,O,X,X,O,X,X
JZOISLT,O,X,X,X,O,O,X,X,O,X,X
JZOLTIS,X,X,O,X,X,O,X,X,X,X,X
JZOLTSI,X,X,X,X,X,O,X,X,X,O,X
JZOLITS,X,X,O,X,X,O,X,X,X,X,X
JZOLIST,X,O,X,X,O,O,X,X,O,X,X
JZOLSTI,X,O,X,X,O,X,X,X,O,X,X
JZOLSIT,X,O,X,X,O,O,X,X,O,X,X
JZOSTIL,X,O,X,X,X,O,X,X,O,X,X
JZOSTLI,X,O,X,X,X,O,X,X,O,X,X
JZOSITL,X,O,X,X,X,O,X,X,O,X,X
JZOSILT,X,O,X,X,O,O,X,X,O,X,X
JZOSLTI,X,O,X,X,O,X,X,X,O,X,X
JZOSLIT,X,O,X,X,O,O,X,X,O,X,X
JOTILSZ,X,X,O,X,X,X,X,X,X,X,X
JOTILZS,X,X,O,X,X,X,X,X,X,X,X
JOTISLZ,O,X,O,X,X,X,X,X,O,X,X
JOTISZL,O,X,O,X,X,X,X,X,X,X,X
JOTIZLS,X,X,O,X,X,O,X,X,X,X,X
JOTIZSL,O,X,O,X,X,O,X,X,O,X,X
JOTLISZ,X,X,O,X,X,X,X,X,X,X,X
JOTLIZS,X,X,O,X,X,X,X,X,X,X,X
JOTLSIZ,O,X,O,X,X,X,X,X,X,X,X
JOTLSZI,O,X,O,X,X,X,X,X,X,X,X
JOTLZIS,X,X,O,X,X,X,X,X,X,X,X
JOTLZSI,O,X,O,X,X,X,X,X,X,X,X
JOTSILZ,O,X,O,X,X,X,X,X,O,X,X
JOTSIZL,O,X,O,X,X,X,X,X,X,X,X
JOTSLIZ,O,X,O,X,X,X,X,X,O,X,X
JOTSLZI,O,X,O,X,X,X,X,X,O,X,X
JOTSZIL,O,X,O,X,X,X,X,X,O,X,X
JOTSZLI,O,X,O,X,X,X,X,X,O,X,X
JOTZILS,X,X,O,X,X,O,X,X,X,X,X
JOTZISL,O,X,O,X,X,O,X,X,O,X,X
JOTZLIS,X,X,O,X,X,O,X,X,X,X,X
JOTZLSI,O,X,O,X,X,O,X,X,X,X,X
JOTZSIL,O,X,O,X,X,O,X,X,O,X,X
JOTZSLI,O,X,O,X,X,O,X,X,O,X,X
JOITLSZ,O,X,O,X,X,X,X,O,X,X,X
JOITLZS,O,X,O,X,X,X,X,O,X,X,X
JOITSLZ,O,X,O,X,X,X,X,O,O,X,X
JOITSZL,O,X,O,X,X,X,X,O,X,X,X
JOITZLS,O,X,O,X,X,O,X,O,X,X,X
JOITZSL,O,X,O,X,X,O,X,O,O,X,X
JOILTSZ,X,X,O,X,X,X,X,O,X,X,X
JOILTZS,X,X,O,X,X,X,X,O,X,X,X
JOILSTZ,O,X,O,X,X,X,X,O,O,X,X
JOILSZT,O,X,X,X,X,X,X,O,O,O,X
JOILZTS,X,X,O,X,X,O,X,O,X,X,X
JOILZST,O,X,X,X,X,O,X,O,O,X,X
JOISTLZ,O,X,X,X,X,X,X,O,O,X,X
JOISTZL,O,X,X,X,X,X,X,O,X,X,X
JOISLTZ,O,X,O,X,X,X,X,O,O,X,X
JOISLZT,O,X,X,X,X,X,X,O,O,O,X
JOISZTL,O,X,X,X,X,O,X,O,O,X,X
JOISZLT,O,X,X,X,X,O,X,O,O,O,X
JOIZTLS,O,X,X,X,X,O,X,O,X,X,X
JOIZTSL,O,X,X,X,X,O,X,O,O,X,X
JOIZLTS,X,X,O,X,X,O,X,O,X,X,X
JOIZLST,O,X,X,X,X,O,X,O,O,X,X
JOIZSTL,O,X,X,X,X,O,X,O,O,X,X
JOIZSLT,O,X,X,X,X,O,X,O,O,X,X
JOLTISZ,X,X,O,X,X,X,X,X,X,X,X
JOLTIZS,X,X,O,X,X,X,X,X,X,X,X
JOLTSIZ,X,X,O,X,X,X,X,X,X,X,X
JOLTSZI,X,X,O,X,X,X,X,X,X,X,X
JOLTZIS,X,X,O,X,X,X,X,X,X,X,X
JOLTZSI,X,X,O,X,X,X,X,X,X,X,X
JOLITSZ,X,X,O,X,X,X,X,O,X,X,X
JOLITZS,X,X,O,X,X,X,X,O,X,X,X
JOLISTZ,X,X,O,X,X,X,X,O,O,X,X
JOLISZT,X,X,X,X,X,X,X,O,O,O,X
JOLIZTS,X,X,O,X,X,O,X,O,X,X,X
JOLIZST,X,X,X,X,X,O,X,O,O,X,X
JOLSTIZ,X,X,O,X,X,X,X,X,O,X,X
JOLSTZI,X,X,O,X,X,X,X,O,O,X,X
JOLSITZ,X,X,O,X,X,X,X,X,O,X,X
JOLSIZT,X,X,X,X,X,X,X,X,O,O,X
JOLSZTI,X,X,X,X,X,X,X,O,O,O,X
JOLSZIT,X,X,X,X,X,X,X,X,O,O,X
JOLZTIS,X,X,O,X,X,O,X,X,X,X,X
JOLZTSI,X,X,X,X,X,O,X,X,X,O,X
JOLZITS,X,X,O,X,X,O,X,O,X,X,X
JOLZIST,X,X,X,X,X,O,X,O,O,X,X
JOLZSTI,X,X,X,X,X,X,X,O,O,X,X
JOLZSIT,X,X,X,X,X,O,X,X,O,X,X
JOSTILZ,X,X,O,X,X,X,X,X,O,X,X
JOSTIZL,X,O,O,X,X,X,X,X,X,X,X
JOSTLIZ,X,X,O,X,X,X,X,X,O,X,X
JOSTLZI,X,O,O,X,X,X,X,X,O,X,X
JOSTZIL,X,O,O,X,X,X,X,X,O,X,X
JOSTZLI,X,O,O,X,X,X,X,X,O,X,X
JOSITLZ,X,O,X,X,X,X,X,X,O,X,X
JOSITZL,X,O,X,X,X,X,X,X,X,X,X
JOSILTZ,X,O,O,X,X,X,X,X,O,X,X
JOSILZT,X,O,X,X,X,X,X,X,O,O,X
JOSIZTL,X,O,X,X,X,O,X,X,O,X,X
JOSIZLT,X,O,X,X,X,O,X,X,O,O,X
JOSLTIZ,X,X,O,X,X,X,X,X,O,X,X
JOSLTZI,X,X,O,X,X,X,X,X,O,X,X
JOSLITZ,X,X,O,X,X,X,X,X,O,X,X
JOSLIZT,X,X,X,X,X,X,X,X,O,O,X
JOSLZTI,X,X,X,X,X,X,X,X,O,O,X
JOSLZIT,X,X,X,X,X,X,X,X,O,O,X
JOSZTIL,X,O,X,X,X,O,X,X,O,X,X
JOSZTLI,X,O,X,X,X,O,X,X,O,X,X
JOSZITL,X,O,X,X,X,O,X,X,O,X,X
JOSZILT,X,O,X,X,X,O,X,X,O,O,X
JOSZLTI,X,O,X,X,X,X,X,X,O,O,X
JOSZLIT,X,O,X,X,X,O,X,X,O,O,X
JOZTILS,X,X,O,X,X,O,X,X,X,X,X
JOZTISL,O,X,O,X,X,O,X,X,O,X,X
JOZTLIS,X,X,O,X,X,O,X,X,X,X,X
JOZTLSI,O,X,O,X,X,O,X,X,X,X,X
JOZTSIL,O,X,O,X,X,O,X,X,O,X,X
JOZTSLI,O,X,O,X,X,O,X,X,O,X,X
JOZITLS,O,X,X,X,X,O,X,X,X,X,X
JOZITSL,O,X,X,X,X,O,X,X,O,X,X
JOZILTS,X,X,O,X,X,O,X,X,X,X,X
JOZILST,O,X,X,X,X,O,X,X,O,X,X
JOZISTL,O,X,X,X,X,O,X,X,O,X,X
JOZISLT,O,X,X,X,X,O,X,X,O,X,X
JOZLTIS,X,X,O,X,X,O,X,X,X,X,X
JOZLTSI,X,X,X,X,X,O,X,X,X,O,X
JOZLITS,X,X,O,X,X,O,X,X,X,X,X
JOZLIST,X,O,X,X,X,O,X,X,O,X,X
JOZLSTI,X,O,X,X,X,X,X,X,O,X,X
JOZLSIT,X,O,X,X,X,O,X,X,O,X,X
JOZSTIL,X,O,X,X,X,O,X,X,O,X,X
JOZSTLI,X,O,X,X,X,O,X,X,O,X,X
JOZSITL,X,O,X,X,X,O,X,X,O,X,X
JOZSILT,X,O,X,X,X,O,X,X,O,X,X
JOZSLTI,X,O,X,X,X,X,X,X,O,X,X
JOZSLIT,X,O,X,X,X,O,X,X,O,X,X
STILJZO,O,O,X,O,X,X,O,X,X,X,O
STILJOZ,O,O,X,O,O,X,O,X,X,X,X
STILZJO,O,O,X,O,O,X,O,X,X,X,O
STILZOJ,O,O,X,O,O,X,O,X,X,X,O
STILOJZ,O,O,X,O,O,X,O,X,X,X,X
STILOZJ,O,O,X,O,O,X,O,X,X,X,X
STIJLZO,O,O,X,O,X,X,O,X,X,X,O
STIJLOZ,O,O,O,O,X,X,O,X,X,X,X
STIJZLO,O,O,O,O,X,X,X,X,X,X,O
STIJZOL,O,O,O,O,X,X,X,X,X,X,X
STIJOLZ,O,O,O,O,X,X,O,X,X,X,X
STIJOZL,O,O,O,O,X,X,X,X,X,X,X
STIZLJO,O,O,O,O,O,X,O,X,X,X,O
STIZLOJ,O,O,O,O,O,X,O,X,X,X,O
STIZJLO,O,O,O,O,X,X,X,X,X,X,O
STIZJOL,O,O,O,O,X,X,X,X,X,X,X
STIZOLJ,O,O,O,O,O,X,O,X,X,X,X
STIZOJL,O,O,O,O,X,X,X,X,X,X,X
STIOLJZ,O,O,O,O,O,X,O,X,X,X,X
STIOLZJ,O,O,O,O,O,X,O,X,X,X,X
STIOJLZ,O,O,O,O,X,X,O,X,X,X,X
STIOJZL,O,O,O,O,X,X,X,X,X,X,X
STIOZLJ,O,O,O,O,O,X,O,X,X,X,X
STIOZJL,O,O,O,O,X,X,X,X,X,X,X
STLIJZO,O,O,X,O,X,X,O,X,X,X,O
STLIJOZ,O,O,X,O,O,X,O,X,X,X,X
STLIZJO,O,O,X,O,O,X,O,X,X,X,O
STLIZOJ,O,O,X,O,O,X,O,X,X,X,O
STLIOJZ,O,O,X,O,O,X,O,X,X,X,X
STLIOZJ,O,O,X,O,O,X,O,X,X,X,X
STLJIZO,O,X,X,X,X,X,X,X,X,O,O
STLJIOZ,O,X,O,X,O,X,X,X,X,X,X
STLJZIO,O,O,O,O,O,X,O,X,X,O,O
STLJZOI,O,O,O,O,O,X,O,X,X,O,O
STLJOIZ,O,X,O,X,O,X,X,X,O,X,X
STLJOZI,O,O,O,O,O,X,O,X,O,X,O
STLZIJO,O,X,O,O,O,X,O,X,X,X,O
STLZIOJ,O,X,O,O,O,X,O,X,X,X,O
STLZJIO,O,X,O,O,O,X,O,X,X,X,O
STLZJOI,O,X,O,O,O,X,O,X,X,X,O
STLZOIJ,O,X,O,O,O,X,O,X,O,X,O
STLZOJI,O,X,O,O,O,X,O,X,O,X,O
STLOIJZ,O,O,O,O,O,X,O,X,O,X,X
STLOIZJ,O,O,O,O,O,X,O,X,X,X,X
STLOJIZ,O,X,O,X,O,X,X,X,O,X,X
STLOJZI,O,O,O,O,O,X,O,X,O,X,O
STLOZIJ,O,X,O,O,O,X,O,X,O,X,O
STLOZJI,O,X,O,O,O,X,O,X,O,X,O
STJILZO,O,O,X,O,X,X,O,X,X,O,O
STJILOZ,O,O,O,O,X,X,O,X,X,X,X
STJIZLO,O,O,O,O,X,X,X,X,X,O,O
STJIZOL,O,O,O,O,X,X,X,X,X,X,X
STJIOLZ,O,O,O,O,X,X,O,X,X,X,X
STJIOZL,O,O,O,O,X,X,X,X,X,X,X
STJLIZO,O,X,X,X,X,X,X,X,X,O,O
STJLIOZ,O,X,O,X,O,X,X,X,X,X,X
STJLZIO,O,O,O,O,O,X,O,X,X,O,O
STJLZOI,O,O,O,O,O,X,O,X,X,O,O
STJLOIZ,O,X,O,X,O,X,X,X,O,X,X
STJLOZI,O,O,O,O,O,X,O,X,O,X,O
STJZILO,O,O,O,O,X,X,X,X,X,O,O
STJZIOL,O,O,O,O,X,X,X,X,X,X,X
STJZLIO,O,O,O,O,O,X,X,X,X,O,O
STJZLOI,O,O,O,O,O,X,X,X,X,O,O
STJZOIL,O,O,O,O,X,X,X,X,X,X,X
STJZOLI,O,O,O,O,O,X,X,X,X,X,O
STJOILZ,O,O,O,O,X,X,O,X,O,X,X
STJOIZL,O,O,O,O,X,X,X,X,X,X,X
STJOLIZ,O,X,O,X,O,X,X,X,O,X,X
STJOLZI,O,O,O,O,O,X,O,X,O,X,O
STJOZIL,O,O,O,O,X,X,X,X,O,X,X
STJOZLI,O,O,O,O,O,X,X,X,O,X,O
STZILJO,O,O,O,O,O,X,O,X,X,X,O
STZILOJ,O,O,O,O,O,X,O,X,X,X,O
STZIJLO,O,O,O,O,X,X,X,X,X,X,O
STZIJOL,O,O,O,O,X,X,X,X,X,X,X
STZIOLJ,O,O,O,O,O,X,O,X,X,X,X
STZIOJL,O,O,O,O,X,X,X,X,X,X,X
STZLIJO,O,X,O,O,O,X,O,X,X,X,O
STZLIOJ,O,X,O,O,O,X,O,X,X,X,O
STZLJIO,O,X,O,O,O,X,O,X,X,X,O
STZLJOI,O,X,O,O,O,X,O,X,X,X,O
STZLOIJ,O,X,O,O,O,X,O,X,O,X,O
STZLOJI,O,X,O,O,O,X,O,X,O,X,O
STZJILO,O,O,O,O,O,X,X,X,X,X,O
STZJIOL,O,O,O,O,X,X,X,X,X,X,X
STZJLIO,O,O,O,O,O,X,X,X,X,X,O
STZJLOI,O,O,O,O,O,X,X,X,X,X,O
STZJOIL,O,O,O,O,X,X,X,X,X,X,X
STZJOLI,O,O,O,O,O,X,X,X,X,X,O
STZOILJ,O,O,O,O,O,X,O,X,O,X,X
STZOIJL,O,O,O,O,X,X,X,X,O,X,X
STZOLIJ,O,X,O,O,O,X,O,X,O,X,O
STZOLJI,O,X,O,O,O,X,O,X,O,X,O
STZOJIL,O,O,O,O,X,X,X,X,O,X,X
STZOJLI,O,O,O,O,O,X,X,X,O,X,O
STOILJZ,O,O,O,O,O,X,O,X,O,X,X
STOILZJ,O,O,O,O,O,X,O,X,X,X,X
STOIJLZ,O,O,O,O,X,X,O,X,O,X,X
STOIJZL,O,O,O,O,X,X,X,X,X,X,X
STOIZLJ,O,O,O,O,O,X,O,X,X,X,X
STOIZJL,O,O,O,O,X,X,X,X,X,X,X
STOLIJZ,O,O,O,O,O,X,O,X,O,X,X
STOLIZJ,O,O,O,O,O,X,O,X,X,X,X
STOLJIZ,O,X,O,X,O,X,X,X,O,X,X
STOLJZI,O,O,O,O,O,X,O,X,O,X,O
STOLZIJ,O,X,O,O,O,X,O,X,O,X,O
STOLZJI,O,X,O,O,O,X,O,X,O,X,O
STOJILZ,O,O,O,O,X,X,O,X,O,X,X
STOJIZL,O,O,O,O,X,X,X,X,X,X,X
STOJLIZ,O,X,O,X,O,X,X,X,O,X,X
STOJLZI,O,O,O,O,O,X,O,X,O,X,O
STOJZIL,O,O,O,O,X,X,X,X,O,X,X
STOJZLI,O,O,O,O,O,X,X,X,O,X,O
STOZILJ,O,O,O,O,O,X,O,X,O,X,X
STOZIJL,O,O,O,O,X,X,X,X,O,X,X
STOZLIJ,O,X,O,O,O,X,O,X,O,X,O
STOZLJI,O,X,O,O,O,X,O,X,O,X,O
STOZJIL,O,O,O,O,X,X,X,X,O,X,X
STOZJLI,O,O,O,O,O,X,X,X,O,X,O
SITLJZO,O,O,X,O,X,X,O,O,X,X,O
SITLJOZ,O,O,X,O,O,X,O,X,X,X,X
SITLZJO,O,O,X,O,O,X,O,O,X,X,O
SITLZOJ,O,O,X,O,O,X,O,O,X,X,O
SITLOJZ,O,O,X,O,O,X,O,O,X,X,X
SITLOZJ,O,O,X,O,O,X,O,O,X,X,X
SITJLZO,O,O,X,O,X,X,O,O,X,X,O
SITJLOZ,O,O,O,O,X,X,O,X,X,X,X
SITJZLO,O,O,O,O,X,X,X,O,X,X,O
SITJZOL,O,O,O,O,X,X,X,O,X,X,X
SITJOLZ,O,O,O,O,X,X,O,O,X,X,X
SITJOZL,O,O,O,O,X,X,X,O,X,X,X
SITZLJO,O,O,O,O,O,X,O,O,X,X,O
SITZLOJ,O,O,O,O,O,X,O,O,X,X,O
SITZJLO,O,O,O,O,X,X,X,O,X,X,O
SITZJOL,O,O,O,O,X,X,X,O,X,X,X
SITZOLJ,O,O,O,O,O,X,O,O,X,X,X
SITZOJL,O,O,O,O,X,X,X,O,X,X,X
SITOLJZ,O,O,O,O,O,X,O,O,X,X,X
SITOLZJ,O,O,O,O,O,X,O,O,X,X,X
SITOJLZ,O,O,O,O,X,X,O,O,X,X,X
SITOJZL,O,O,O,O,X,X,X,O,X,X,X
SITOZLJ,O,O,O,O,O,X,O,O,X,X,X
SITOZJL,O,O,O,O,X,X,X,O,X,X,X
SILTJZO,O,O,X,O,X,X,O,O,X,X,O
SILTJOZ,O,O,X,O,O,X,O,O,X,X,X
SILTZJO,O,O,X,O,O,X,O,O,X,X,O
SILTZOJ,O,O,X,O,O,X,O,O,X,X,O
SILTOJZ,O,O,X,O,O,X,O,O,X,X,X
SILTOZJ,O,O,X,O,O,X,O,O,X,X,X
SILJTZO,O,O,X,O,X,X,O,O,X,O,X
SILJTOZ,O,O,X,O,O,X,O,O,X,X,X
SILJZTO,O,O,X,O,X,X,O,O,X,O,X
SILJZOT,O,O,X,O,X,X,O,O,X,O,X
SILJOTZ,O,O,X,X,X,X,X,O,O,X,X
SILJOZT,O,O,X,X,X,X,X,O,O,O,X
SILZTJO,O,O,X,O,O,X,O,O,X,X,O
SILZTOJ,O,O,X,O,O,X,O,O,X,X,O
SILZJTO,O,O,X,O,O,X,O,O,X,X,X
SILZJOT,O,O,X,O,O,X,O,O,X,X,X
SILZOTJ,X,X,X,O,O,X,O,O,O,X,X
SILZOJT,X,X,X,O,X,X,O,O,O,X,X
SILOTJZ,O,O,X,O,O,X,O,O,O,X,X
SILOTZJ,O,O,X,O,O,X,O,O,X,X,X
SILOJTZ,O,O,X,X,X,X,X,O,O,X,X
SILOJZT,O,O,X,X,X,X,X,O,O,X,X
SILOZTJ,X,X,X,O,X,X,O,O,O,X,X
SILOZJT,X,X,X,O,X,X,O,O,O,X,X
SIJTLZO,O,O,X,O,X,X,O,O,X,O,X
SIJTLOZ,O,O,O,O,X,X,O,X,X,X,X
SIJTZLO,O,O,O,O,X,X,X,O,X,O,X
SIJTZOL,O,O,O,O,X,X,X,O,X,X,X
SIJTOLZ,O,O,O,O,X,X,O,O,X,X,X
SIJTOZL,O,O,O,O,X,X,X,O,X,X,X
SIJLTZO,O,O,X,O,X,X,O,O,X,O,X
SIJLTOZ,O,O,O,O,X,X,O,O,X,X,X
SIJLZTO,O,O,X,O,X,X,O,O,X,O,X
SIJLZOT,O,O,X,O,X,X,O,O,X,O,X
SIJLOTZ,O,O,X,X,X,X,X,O,O,X,X
SIJLOZT,O,O,X,X,X,X,X,O,O,O,X
SIJZTLO,O,O,X,O,X,X,X,O,X,O,X
SIJZTOL,O,O,X,O,X,X,X,O,X,X,X
SIJZLTO,O,O,X,O,X,X,X,O,X,O,X
SIJZLOT,O,O,X,O,X,X,X,X,X,O,X
SIJZOTL,O,O,X,X,X,X,X,O,X,X,X
SIJZOLT,O,O,X,X,X,X,X,O,X,O,X
SIJOTLZ,O,O,X,X,X,X,X,O,O,X,X
SIJOTZL,O,O,X,X,X,X,X,O,X,X,X
SIJOLTZ,O,O,X,X,X,X,X,O,O,X,X
SIJOLZT,O,O,X,X,X,X,X,O,O,O,X
SIJOZTL,O,O,X,X,X,X,X,O,O,X,X
SIJOZLT,O,O,X,X,X,X,X,O,O,O,X
SIZTLJO,O,O,X,O,O,X,O,O,X,X,O
SIZTLOJ,O,O,X,O,O,X,O,O,X,X,O
SIZTJLO,O,O,X,O,X,X,X,O,X,X,O
SIZTJOL,O,O,X,O,X,X,X,O,X,X,X
SIZTOLJ,O,O,X,O,O,X,O,O,X,X,X
SIZTOJL,O,O,X,O,X,X,X,O,X,X,X
SIZLTJO,O,O,X,O,O,X,O,O,X,X,O
SIZLTOJ,O,O,X,O,O,X,O,O,X,X,O
SIZLJTO,O,O,X,O,O,X,O,O,X,X,X
SIZLJOT,O,O,X,O,O,X,O,X,X,X,X
SIZLOTJ,X,X,X,O,O,X,O,O,O,X,X
SIZLOJT,X,X,X,O,X,X,O,O,O,X,X
SIZJTLO,O,O,X,O,O,X,X,O,X,X,X
SIZJTOL,O,O,X,O,X,X,X,O,X,X,X
SIZJLTO,O,O,X,O,O,X,X,O,X,X,X
SIZJLOT,O,O,X,O,O,X,X,X,X,X,X
SIZJOTL,O,O,X,X,X,X,X,O,X,X,X
SIZJOLT,O,O,X,X,O,X,X,O,X,X,X
SIZOTLJ,X,X,X,O,X,X,X,O,O,X,X
SIZOTJL,X,X,X,O,X,X,X,O,O,X,X
SIZOLTJ,X,X,X,O,X,X,X,O,O,X,X
SIZOLJT,X,X,X,O,X,X,X,O,O,X,X
SIZOJTL,X,X,X,X,X,X,X,O,O,X,X
SIZOJLT,X,X,X,X,X,X,X,O,O,X,X
SIOTLJZ,O,O,X,O,X,X,O,O,O,X,X
SIOTLZJ,O,O,X,O,X,X,O,O,X,X,X
SIOTJLZ,O,O,X,O,X,X,O,O,O,X,X
SIOTJZL,O,O,X,O,X,X,X,O,X,X,X
SIOTZLJ,O,O,X,O,X,X,O,O,X,X,X
SIOTZJL,O,O,X,O,X,X,X,O,X,X,X
SIOLTJZ,O,O,X,O,X,X,O,O,O,X,X
SIOLTZJ,O,O,X,O,X,X,O,O,X,X,X
SIOLJTZ,O,O,X,X,X,X,X,O,O,X,X
SIOLJZT,O,O,X,X,X,X,X,O,O,X,X
SIOLZTJ,X,X,X,O,X,X,O,O,O,X,X
SIOLZJT,X,X,X,O,X,X,O,O,O,X,X
SIOJTLZ,O,O,X,X,X,X,X,O,O,X,X
SIOJTZL,O,O,X,X,X,X,X,O,X,X,X
SIOJLTZ,O,O,X,X,X,X,X,O,O,X,X
SIOJLZT,O,O,X,X,X,X,X,O,O,X,X
SIOJZTL,O,O,X,X,X,X,X,O,O,X,X
SIOJZLT,O,O,X,X,X,X,X,O,O,X,X
SIOZTLJ,X,X,X,O,X,X,X,O,O,X,X
SIOZTJL,X,X,X,O,X,X,X,O,O,X,X
SIOZLTJ,X,X,X,O,X,X,X,O,O,X,X
SIOZLJT,X,X,X,O,X,X,X,O,O,X,X
SIOZJTL,X,X,X,X,X,X,X,O,O,X,X
SIOZJLT,X,X,X,X,X,X,X,O,O,X,X
SLTIJZO,X,O,X,O,X,X,O,O,X,X,O
SLTIJOZ,X,O,X,O,O,X,O,O,X,X,X
SLTIZJO,X,O,X,O,O,X,O,O,X,X,O
SLTIZOJ,X,O,X,O,O,X,O,O,X,X,O
SLTIOJZ,X,O,X,O,O,X,O,O,X,X,X
SLTIOZJ,X,O,X,O,O,X,O,O,X,X,X
SLTJIZO,X,X,X,X,X,X,X,O,X,O,O
SLTJIOZ,X,X,O,X,O,X,X,O,X,X,X
SLTJZIO,X,O,O,O,O,X,O,O,X,O,O
