sequence,v115@9gA8IeB8HeB8BeA8EeE8CeA8KeFAJvhF0hB5oB3lBz?nBinBWxB,v115@9gA8IeB8HeB8BeA8EeE8CeA8KelBJvhF3iB5oBilB8?sBGlBzrB,v115@9gA8IeB8HeB8BeA8EeE8CeA8KelBJvhFziB5oBilB8?rBGlB3sB,v115@9gA8IeB8HeB8BeA8EeE8CeA8KeFAJvhFTiBeoB5oB3?lBUsB6rB,v115@9gA8IeB8HeB8BeA8EeE8CeA8KeRAJvhF3hBTlB8rB+?sB6tBFtB,v115@9gA8IeB8HeB8BeA8EeE8CeA8KeaFJvhFulB1mB5oBz?nB8rB3sB,v115@9gA8IeB8HeB8BeA8EeE8CeA8KeFAJvhF0hBxiB3lBz?rBCtBGtB,v115@9gA8IeB8HeB8BeA8EeE8CeA8KeUAJvhFxmB6tB3lBF?oBGsBzrB,v115@9gA8IeB8HeB8BeA8EeE8CeA8KeRAJvhFTlBlmBUoBX?sB6tBGsB,v115@9gA8IeB8HeB8BeA8EeE8CeA8KeRAJvhF3hBTlB8rBV?tB+sB6tB,v115@9gA8IeB8HeB8BeA8EeE8CeA8KeRAJvhF1mBSoBTlB8?rBGtB3sB,v115@9gA8IeB8HeB8BeA8EeE8CeA8Ke3AJvhFxmB6tBUlBF?oBGsBzrB
JLSOZTI,O,X,O,X,O,X,O,X,X,X,X,X
JLSOZIT,O,X,O,X,O,X,O,X,X,X,X,X
JLZTISO,X,O,O,X,X,X,X,O,X,X,X,X
JLZTIOS,X,X,X,X,X,O,X,O,X,X,X,X
JLZTSIO,X,O,X,X,X,X,X,X,X,X,X,X
JLZTSOI,X,X,X,X,O,X,X,X,X,X,X,X
JLZTOIS,X,X,X,X,O,O,X,X,X,X,O,X
JLZTOSI,X,X,X,X,O,X,X,X,X,X,O,X
JLZITSO,X,O,O,X,X,X,X,O,X,X,X,X
JLZITOS,X,X,X,X,X,O,X,O,X,X,X,X
JLZISTO,O,O,O,O,X,X,X,O,X,X,X,O
JLZISOT,O,X,O,O,O,X,X,O,X,X,X,O
JLZIOTS,X,O,X,X,O,O,X,O,X,X,X,X
JLZIOST,O,O,X,O,O,X,X,O,X,X,X,X
JLZSTIO,O,O,X,O,X,X,X,X,X,X,X,X
JLZSTOI,O,X,X,O,O,X,X,X,X,X,X,X
JLZSITO,O,O,X,O,X,X,X,O,X,X,X,X
JLZSIOT,O,X,X,O,O,X,X,O,X,X,X,X
JLZSOTI,O,X,X,O,O,X,X,X,X,X,X,X
JLZSOIT,O,X,X,O,O,X,X,X,X,X,X,X
JLZOTIS,X,O,X,X,O,O,X,X,X,X,O,X
JLZOTSI,X,O,X,X,O,X,X,X,X,X,O,X
JLZOITS,X,O,X,X,O,O,X,O,X,X,O,X
JLZOIST,O,O,X,O,O,X,X,O,X,X,X,X
JLZOSTI,O,O,X,O,O,X,X,X,X,X,X,X
JLZOSIT,O,O,X,O,O,X,X,X,X,X,X,X
JLOTISZ,X,X,X,X,X,O,X,X,X,X,O,X
JLOTIZS,X,O,X,X,O,O,X,X,X,X,O,X
JLOTSIZ,X,X,X,X,X,O,X,X,X,X,O,X
JLOTSZI,X,X,X,X,X,X,X,X,X,X,O,X
JLOTZIS,X,O,X,X,O,O,O,X,X,X,O,X
JLOTZSI,X,O,X,X,O,X,X,X,X,X,O,X
JLOITSZ,X,X,X,X,X,O,X,X,X,X,O,X
JLOITZS,X,O,X,X,O,O,X,X,X,X,O,X
JLOISTZ,O,X,X,X,X,O,X,X,X,X,O,O
JLOISZT,O,X,X,X,O,X,X,X,X,X,X,O
JLOIZTS,X,O,X,X,O,O,X,O,X,X,O,X
JLOIZST,O,O,X,X,O,X,X,O,X,X,X,X
JLOSTIZ,O,X,X,X,X,O,O,X,X,X,O,X
JLOSTZI,O,X,X,X,X,X,O,X,X,X,O,X
JLOSITZ,O,X,X,X,X,O,O,X,X,X,O,X
JLOSIZT,O,X,X,X,O,X,O,X,X,X,X,X
JLOSZTI,O,X,X,X,O,X,O,X,X,X,X,X
JLOSZIT,O,X,X,X,O,X,O,X,X,X,X,X
JLOZTIS,X,O,X,X,O,O,O,X,X,X,O,X
JLOZTSI,X,O,X,X,O,X,X,X,X,X,O,X
JLOZITS,X,O,X,X,O,O,O,O,X,X,O,X
JLOZIST,O,O,X,X,O,X,O,O,X,X,X,X
JLOZSTI,O,O,X,X,O,X,O,X,X,X,X,X
JLOZSIT,O,O,X,X,O,X,O,X,X,X,X,X
JSTILZO,O,X,X,O,X,X,X,X,X,X,X,X
JSTILOZ,O,X,X,X,X,O,X,X,X,X,X,X
JSTIZLO,O,X,X,O,X,X,X,X,X,X,X,X
JSTIZOL,O,X,X,O,X,X,X,X,X,X,X,X
JSTIOLZ,O,X,X,X,X,O,X,X,X,X,X,X
JSTIOZL,O,X,X,O,X,X,X,X,X,X,X,X
JSTLIZO,O,X,X,O,X,X,X,X,X,X,X,X
JSTLIOZ,O,X,X,X,X,O,X,X,X,X,X,X
JSTLZIO,O,X,X,O,X,X,X,X,X,X,X,X
JSTLZOI,O,X,X,O,X,X,X,X,X,X,X,X
JSTLOIZ,O,X,X,X,X,O,O,X,X,X,O,X
JSTLOZI,O,X,X,X,X,X,O,X,X,X,O,X
JSTZILO,O,X,X,O,X,X,X,X,X,X,X,X
JSTZIOL,O,X,X,O,X,X,X,X,X,X,X,X
JSTZLIO,O,X,X,O,X,X,X,X,X,X,X,X
JSTZLOI,O,X,X,O,X,X,X,X,X,X,X,X
JSTZOIL,O,X,X,O,X,X,X,X,O,X,X,X
JSTZOLI,O,X,X,O,X,X,X,X,O,X,X,X
JSTOILZ,O,X,X,X,X,O,X,X,X,X,O,X
JSTOIZL,O,X,X,O,X,X,X,X,O,X,X,X
JSTOLIZ,O,X,X,X,X,O,O,X,X,X,O,X
JSTOLZI,O,X,X,X,X,X,O,X,X,X,O,X
JSTOZIL,O,X,X,O,X,X,O,X,O,X,X,X
JSTOZLI,O,X,X,O,X,X,O,X,O,X,X,X
JSITLZO,O,X,X,O,X,X,X,X,X,X,X,O
JSITLOZ,O,X,X,X,X,O,X,X,X,X,X,O
JSITZLO,O,X,X,O,X,X,X,X,X,X,X,X
JSITZOL,O,X,X,O,X,X,X,X,X,X,X,X
JSITOLZ,O,X,X,X,X,O,X,X,X,X,X,X
JSITOZL,O,X,X,O,X,X,X,X,X,X,X,X
JSILTZO,O,X,X,O,X,X,X,X,X,X,X,O
JSILTOZ,O,X,X,X,X,O,X,X,X,X,X,O
JSILZTO,O,X,O,O,X,X,X,O,X,X,X,O
JSILZOT,O,X,O,O,X,X,X,O,X,X,X,O
JSILOTZ,O,X,X,X,X,O,X,X,X,X,X,O
JSILOZT,O,X,O,X,X,X,X,X,X,X,X,O
JSIZTLO,O,X,O,O,X,X,X,X,X,X,X,X
JSIZTOL,O,X,O,O,X,X,X,X,X,X,X,X
JSIZLTO,O,X,O,O,X,X,X,O,X,X,X,O
JSIZLOT,O,X,O,O,X,X,X,O,X,X,X,O
JSIZOTL,O,X,O,O,X,X,X,X,X,X,X,X
JSIZOLT,O,X,O,O,X,X,X,X,X,X,X,X
JSIOTLZ,O,X,X,X,X,O,X,X,X,X,X,X
JSIOTZL,O,X,X,O,X,X,X,X,X,X,X,X
JSIOLTZ,O,X,X,X,X,O,X,X,X,X,X,O
JSIOLZT,O,X,O,X,X,X,X,X,X,X,X,O
JSIOZTL,O,X,O,O,X,X,X,X,X,X,X,X
JSIOZLT,O,X,O,O,X,X,X,X,X,X,X,X
JSLTIZO,O,X,X,O,X,X,X,X,X,X,X,X
JSLTIOZ,O,X,X,X,X,O,X,X,X,X,X,X
JSLTZIO,O,X,X,O,X,X,X,X,X,X,X,X
JSLTZOI,O,X,X,O,X,X,X,X,X,X,X,X
JSLTOIZ,O,X,X,X,X,O,O,X,X,X,O,X
JSLTOZI,O,X,X,X,X,X,O,X,X,X,O,X
JSLITZO,O,X,X,O,X,X,X,X,X,X,X,O
JSLITOZ,O,X,X,X,X,O,X,X,X,X,X,O
JSLIZTO,O,X,O,O,X,X,X,O,X,X,X,O
JSLIZOT,O,X,O,O,X,X,X,O,X,X,X,O
JSLIOTZ,O,X,X,X,X,O,X,X,X,X,X,O
JSLIOZT,O,X,O,X,X,X,X,X,X,X,X,O
JSLZTIO,O,X,O,O,X,X,X,X,X,X,X,X
JSLZTOI,O,X,O,O,O,X,X,X,X,X,X,X
JSLZITO,O,X,O,O,X,X,X,O,X,X,X,X
JSLZIOT,O,X,O,O,O,X,X,O,X,X,X,X
JSLZOTI,O,X,O,O,O,X,X,X,X,X,X,X
JSLZOIT,O,X,O,O,O,X,X,X,X,X,X,X
JSLOTIZ,O,X,X,X,X,O,O,X,X,X,O,X
JSLOTZI,O,X,X,X,X,X,O,X,X,X,O,X
JSLOITZ,O,X,X,X,X,O,O,X,X,X,O,X
JSLOIZT,O,X,O,X,O,X,O,X,X,X,X,X
JSLOZTI,O,X,O,X,O,X,O,X,X,X,X,X
JSLOZIT,O,X,O,X,O,X,O,X,X,X,X,X
JSZTILO,O,X,O,O,X,X,X,X,X,X,X,X
JSZTIOL,O,X,O,O,X,X,X,X,X,X,X,X
JSZTLIO,O,X,O,O,X,X,X,X,X,X,X,X
JSZTLOI,O,X,O,O,O,X,X,X,X,X,X,X
JSZTOIL,O,X,O,O,O,X,X,X,O,O,X,X
JSZTOLI,O,X,O,O,O,X,X,X,O,O,X,X
JSZITLO,O,X,O,O,X,X,X,X,X,X,X,X
JSZITOL,O,X,O,O,X,X,X,X,X,X,X,X
JSZILTO,O,X,O,O,X,X,X,O,X,X,X,X
JSZILOT,O,X,O,O,O,X,X,O,X,X,X,X
JSZIOTL,O,X,O,O,O,X,X,X,X,X,X,X
JSZIOLT,O,X,O,O,O,X,X,X,X,X,X,X
JSZLTIO,O,X,O,O,X,X,X,X,X,X,X,X
JSZLTOI,O,X,O,O,O,X,X,X,X,X,X,X
JSZLITO,O,X,O,O,X,X,X,O,X,X,X,X
JSZLIOT,O,X,O,O,O,X,X,O,X,X,X,X
JSZLOTI,O,X,O,O,O,X,X,X,X,X,X,X
JSZLOIT,O,X,O,O,O,X,X,X,X,X,X,X
JSZOTIL,O,X,O,O,O,X,X,X,O,O,X,X
JSZOTLI,O,X,O,O,O,X,X,X,O,O,X,X
JSZOITL,O,X,O,O,O,X,X,X,O,O,X,X
JSZOILT,O,X,O,O,O,X,X,X,X,X,X,X
JSZOLTI,O,X,O,O,O,X,X,X,X,X,X,X
JSZOLIT,O,X,O,O,O,X,X,X,X,X,X,X
JSOTILZ,O,X,X,X,X,O,X,X,X,X,O,X
JSOTIZL,O,X,X,O,X,X,X,X,O,X,X,X
JSOTLIZ,O,X,X,X,X,O,O,X,X,X,O,X
JSOTLZI,O,X,X,X,X,X,O,X,X,X,O,X
JSOTZIL,O,X,X,O,X,X,O,X,O,X,X,X
JSOTZLI,O,X,X,O,X,X,O,X,O,X,X,X
JSOITLZ,O,X,X,X,X,O,X,X,X,X,O,X
JSOITZL,O,X,X,O,X,X,X,X,O,X,X,X
JSOILTZ,O,X,X,X,X,O,X,X,X,X,O,X
JSOILZT,O,X,O,X,O,X,X,X,X,X,X,X
JSOIZTL,O,X,O,O,O,X,X,X,O,O,X,X
JSOIZLT,O,X,O,O,O,X,X,X,X,X,X,X
JSOLTIZ,O,X,X,X,X,O,O,X,X,X,O,X
JSOLTZI,O,X,X,X,X,X,O,X,X,X,O,X
JSOLITZ,O,X,X,X,X,O,O,X,X,X,O,X
JSOLIZT,O,X,O,X,O,X,O,X,X,X,X,X
JSOLZTI,O,X,O,X,O,X,O,X,X,X,X,X
JSOLZIT,O,X,O,X,O,X,O,X,X,X,X,X
JSOZTIL,O,X,O,O,O,X,O,X,O,O,X,X
JSOZTLI,O,X,O,O,O,X,O,X,O,O,X,X
JSOZITL,O,X,O,O,O,X,O,X,O,O,X,X
JSOZILT,O,X,O,O,O,X,X,X,X,X,X,X
JSOZLTI,O,X,O,O,O,X,O,X,X,X,X,X
JSOZLIT,O,X,O,O,O,X,O,X,X,X,X,X
JZTILSO,X,X,O,X,X,X,X,O,X,X,X,X
JZTILOS,X,X,X,X,X,O,X,O,X,X,X,X
JZTISLO,O,X,O,O,X,X,X,X,X,X,X,X
JZTISOL,O,X,O,O,X,X,X,X,X,X,X,X
JZTIOLS,X,X,X,X,X,O,X,X,X,X,X,X
JZTIOSL,O,X,X,O,X,X,X,X,X,X,X,X
JZTLISO,X,X,O,X,X,X,X,O,X,X,X,X
JZTLIOS,X,X,X,X,X,O,X,O,X,X,X,X
JZTLSIO,X,X,X,X,X,X,X,X,X,X,X,X
JZTLSOI,X,X,X,X,O,X,X,X,X,X,X,X
JZTLOIS,X,X,X,X,O,O,X,X,X,X,O,X
JZTLOSI,X,X,X,X,O,X,X,X,X,X,O,X
JZTSILO,O,X,X,O,X,X,X,X,X,X,X,X
JZTSIOL,O,X,X,O,X,X,X,X,X,X,X,X
JZTSLIO,O,X,X,O,X,X,X,X,X,X,X,X
JZTSLOI,O,X,X,O,O,X,X,X,X,X,X,X
JZTSOIL,O,X,X,O,O,X,X,X,X,O,X,X
JZTSOLI,O,X,X,O,O,X,X,X,X,O,X,X
JZTOILS,X,X,X,X,O,O,X,X,X,O,O,X
JZTOISL,O,X,X,O,O,X,X,X,X,O,X,X
JZTOLIS,X,X,X,X,O,O,X,X,X,O,O,X
JZTOLSI,X,X,X,X,O,X,X,X,X,O,O,X
JZTOSIL,O,X,X,O,O,X,X,X,X,O,X,X
JZTOSLI,O,X,X,O,O,X,X,X,X,O,X,X
JZITLSO,X,X,O,X,X,X,X,O,X,X,X,X
JZITLOS,X,X,X,X,X,O,X,O,X,X,X,X
JZITSLO,O,X,O,O,X,X,X,X,X,X,X,X
JZITSOL,O,X,O,O,X,X,X,X,X,X,X,X
JZITOLS,X,X,X,X,X,O,X,X,X,X,X,X
JZITOSL,O,X,X,O,X,X,X,X,X,X,X,X
JZILTSO,X,O,O,X,X,X,X,O,X,X,X,X
JZILTOS,X,X,X,X,X,O,X,O,X,X,X,X
JZILSTO,O,O,O,O,X,X,X,O,X,X,X,O
JZILSOT,O,X,O,O,O,X,X,O,X,X,X,O
JZILOTS,X,O,X,X,O,O,X,O,X,X,X,X
JZILOST,O,O,X,O,O,X,X,O,X,X,X,X
JZISTLO,O,O,O,O,X,X,X,X,X,X,X,X
JZISTOL,O,X,O,O,X,X,X,X,X,X,X,X
JZISLTO,O,O,O,O,X,X,X,O,X,X,X,O
JZISLOT,O,X,O,O,O,X,X,O,X,X,X,O
JZISOTL,O,X,O,O,O,X,X,X,X,X,X,X
JZISOLT,O,X,O,O,O,X,X,X,X,X,X,X
JZIOTLS,X,O,X,X,O,O,X,X,X,X,X,X
JZIOTSL,O,O,X,O,O,X,X,X,X,X,X,X
JZIOLTS,X,O,X,X,O,O,X,O,X,X,X,X
JZIOLST,O,O,X,O,O,X,X,O,X,X,X,X
JZIOSTL,O,O,X,O,O,X,X,X,X,X,X,X
JZIOSLT,O,O,X,O,O,X,X,X,X,X,X,X
JZLTISO,X,O,O,X,X,X,X,O,X,X,X,X
JZLTIOS,X,X,X,X,X,O,X,O,X,X,X,X
JZLTSIO,X,O,X,X,X,X,X,X,X,X,X,X
JZLTSOI,X,X,X,X,O,X,X,X,X,X,X,X
JZLTOIS,X,X,X,X,O,O,X,X,X,X,O,X
JZLTOSI,X,X,X,X,O,X,X,X,X,X,O,X
JZLITSO,X,O,O,X,X,X,X,O,X,X,X,X
JZLITOS,X,X,X,X,X,O,X,O,X,X,X,X
JZLISTO,O,O,O,O,X,X,X,O,X,X,X,O
JZLISOT,O,X,O,O,O,X,X,O,X,X,X,O
JZLIOTS,X,O,X,X,O,O,X,O,X,X,X,X
JZLIOST,O,O,X,O,O,X,X,O,X,X,X,X
JZLSTIO,O,O,X,O,X,X,X,X,X,X,X,X
JZLSTOI,O,X,X,O,O,X,X,X,X,X,X,X
JZLSITO,O,O,X,O,X,X,X,O,X,X,X,X
JZLSIOT,O,X,X,O,O,X,X,O,X,X,X,X
JZLSOTI,O,X,X,O,O,X,X,X,X,X,X,X
JZLSOIT,O,X,X,O,O,X,X,X,X,X,X,X
JZLOTIS,X,O,X,X,O,O,X,X,X,X,O,X
JZLOTSI,X,O,X,X,O,X,X,X,X,X,O,X
JZLOITS,X,O,X,X,O,O,X,O,X,X,O,X
JZLOIST,O,O,X,O,O,X,X,O,X,X,X,X
JZLOSTI,O,O,X,O,O,X,X,X,X,X,X,X
JZLOSIT,O,O,X,O,O,X,X,X,X,X,X,X
JZSTILO,O,O,X,O,X,X,X,X,X,X,X,X
JZSTIOL,O,X,X,O,X,X,X,X,X,X,X,X
JZSTLIO,O,O,X,O,X,X,X,X,X,X,X,X
JZSTLOI,O,X,X,O,O,X,X,X,X,X,X,X
JZSTOIL,O,X,X,O,O,X,X,X,O,O,X,X
JZSTOLI,O,X,X,O,O,X,X,X,O,O,X,X
JZSITLO,O,O,X,O,X,X,X,X,X,X,X,X
JZSITOL,O,X,X,O,X,X,X,X,X,X,X,X
JZSILTO,O,O,X,O,X,X,X,O,X,X,X,X
JZSILOT,O,X,X,O,O,X,X,O,X,X,X,X
JZSIOTL,O,X,X,O,O,X,X,X,X,X,X,X
JZSIOLT,O,X,X,O,O,X,X,X,X,X,X,X
JZSLTIO,O,O,X,O,X,X,X,X,X,X,X,X
JZSLTOI,O,X,X,O,O,X,X,X,X,X,X,X
JZSLITO,O,O,X,O,X,X,X,O,X,X,X,X
JZSLIOT,O,X,X,O,O,X,X,O,X,X,X,X
JZSLOTI,O,X,X,O,O,X,X,X,X,X,X,X
JZSLOIT,O,X,X,O,O,X,X,X,X,X,X,X
JZSOTIL,O,X,X,O,O,X,X,X,O,O,X,X
JZSOTLI,O,X,X,O,O,X,X,X,O,O,X,X
JZSOITL,O,X,X,O,O,X,X,X,O,O,X,X
JZSOILT,O,X,X,O,O,X,X,X,X,X,X,X
JZSOLTI,O,X,X,O,O,X,X,X,X,X,X,X
JZSOLIT,O,X,X,O,O,X,X,X,X,X,X,X
JZOTILS,X,O,X,X,O,O,X,X,X,O,O,X
JZOTISL,O,O,X,O,O,X,X,X,X,O,X,X
JZOTLIS,X,O,X,X,O,O,X,X,X,O,O,X
JZOTLSI,X,O,X,X,O,X,X,X,X,O,O,X
JZOTSIL,O,O,X,O,O,X,X,X,X,O,X,X
JZOTSLI,O,O,X,O,O,X,X,X,X,O,X,X
JZOITLS,X,O,X,X,O,O,X,X,X,O,O,X
JZOITSL,O,O,X,O,O,X,X,X,X,O,X,X
JZOILTS,X,O,X,X,O,O,X,O,X,X,O,X
JZOILST,O,O,X,O,O,X,X,O,X,X,X,X
JZOISTL,O,O,X,O,O,X,X,X,O,O,X,X
JZOISLT,O,O,X,O,O,X,X,X,X,X,X,X
JZOLTIS,X,O,X,X,O,O,X,X,X,X,O,X
JZOLTSI,X,O,X,X,O,X,X,X,X,X,O,X
JZOLITS,X,O,X,X,O,O,X,O,X,X,O,X
JZOLIST,O,O,X,O,O,X,X,O,X,X,X,X
JZOLSTI,O,O,X,O,O,X,X,X,X,X,X,X
JZOLSIT,O,O,X,O,O,X,X,X,X,X,X,X
JZOSTIL,O,O,X,O,O,X,X,X,O,O,X,X
JZOSTLI,O,O,X,O,O,X,X,X,O,O,X,X
JZOSITL,O,O,X,O,O,X,X,X,O,O,X,X
JZOSILT,O,O,X,O,O,X,X,X,X,X,X,X
JZOSLTI,O,O,X,O,O,X,X,X,X,X,X,X
JZOSLIT,O,O,X,O,O,X,X,X,X,X,X,X
JOTILSZ,X,X,X,X,X,O,X,X,X,X,O,X
JOTILZS,X,O,X,X,O,O,X,X,X,X,O,X
JOTISLZ,O,X,X,X,X,O,X,X,X,X,O,X
JOTISZL,O,X,X,X,X,X,X,X,O,X,X,X
JOTIZLS,X,O,X,X,O,O,X,X,X,O,O,X
JOTIZSL,O,O,X,X,O,X,X,X,X,O,X,X
JOTLISZ,X,X,X,X,X,O,X,X,X,X,O,X
JOTLIZS,X,O,X,X,O,O,X,X,X,X,O,X
JOTLSIZ,X,X,X,X,X,O,X,X,X,X,O,X
JOTLSZI,X,X,X,X,X,X,X,X,X,X,O,X
JOTLZIS,X,O,X,X,O,O,O,X,X,X,O,X
JOTLZSI,X,O,X,X,O,X,X,X,X,X,O,X
JOTSILZ,O,X,X,X,X,O,X,X,X,X,O,X
JOTSIZL,O,X,X,X,X,X,X,X,O,X,X,X
JOTSLIZ,O,X,X,X,X,O,X,X,X,X,O,X
JOTSLZI,O,X,X,X,X,X,X,X,X,X,O,X
JOTSZIL,O,X,X,X,X,X,X,X,O,X,X,X
JOTSZLI,O,X,X,X,X,X,X,X,O,X,X,X
JOTZILS,X,O,X,X,O,O,O,X,X,O,O,X
JOTZISL,O,O,X,X,O,X,O,X,X,O,X,X
JOTZLIS,X,O,X,X,O,O,O,X,X,O,O,X
JOTZLSI,X,O,X,X,O,X,X,X,X,O,O,X
JOTZSIL,O,O,X,X,O,X,X,X,X,O,X,X
JOTZSLI,O,O,X,X,O,X,X,X,X,O,X,X
JOITLSZ,X,X,X,X,X,O,X,X,X,X,O,X
JOITLZS,X,O,X,X,O,O,X,X,X,X,O,X
JOITSLZ,O,X,X,X,X,O,X,X,X,X,O,X
JOITSZL,O,X,X,X,X,X,X,X,O,X,X,X
JOITZLS,X,O,X,X,O,O,X,X,X,O,O,X
JOITZSL,O,O,X,X,O,X,X,X,X,O,X,X
JOILTSZ,X,X,X,X,X,O,X,X,X,X,O,X
JOILTZS,X,O,X,X,O,O,X,X,X,X,O,X
JOILSTZ,O,X,X,X,X,O,X,X,X,X,O,O
JOILSZT,O,X,X,X,O,X,X,X,X,X,X,O
JOILZTS,X,O,X,X,O,O,X,O,X,X,O,X
JOILZST,O,O,X,X,O,X,X,O,X,X,X,X
JOISTLZ,O,X,X,X,X,O,X,X,X,X,O,X
JOISTZL,O,X,X,O,X,X,X,X,O,X,X,X
JOISLTZ,O,X,X,X,X,O,X,X,X,X,O,O
JOISLZT,O,X,X,X,O,X,X,X,X,X,X,O
JOISZTL,O,X,X,O,O,X,X,X,O,O,X,X
JOISZLT,O,X,X,O,O,X,X,X,X,X,X,X
JOIZTLS,X,O,X,X,O,O,X,X,X,O,O,X
JOIZTSL,O,O,X,O,O,X,X,X,X,O,X,X
JOIZLTS,X,O,X,X,O,O,X,O,X,X,O,X
JOIZLST,O,O,X,O,O,X,X,O,X,X,X,X
JOIZSTL,O,O,X,O,O,X,X,X,O,O,X,X
JOIZSLT,O,O,X,O,O,X,X,X,X,X,X,X
JOLTISZ,X,X,X,X,X,O,X,X,X,X,O,X
JOLTIZS,X,O,X,X,O,O,X,X,X,X,O,X
JOLTSIZ,X,X,X,X,X,O,X,X,X,X,O,X
JOLTSZI,X,X,X,X,X,X,X,X,X,X,O,X
JOLTZIS,X,O,X,X,O,O,O,X,X,X,O,X
JOLTZSI,X,O,X,X,O,X,X,X,X,X,O,X
JOLITSZ,X,X,X,X,X,O,X,X,X,X,O,X
JOLITZS,X,O,X,X,O,O,X,X,X,X,O,X
JOLISTZ,O,X,X,X,X,O,X,X,X,X,O,O
JOLISZT,O,X,X,X,O,X,X,X,X,X,X,O
JOLIZTS,X,O,X,X,O,O,X,O,X,X,O,X
JOLIZST,O,O,X,X,O,X,X,O,X,X,X,X
JOLSTIZ,O,X,X,X,X,O,O,X,X,X,O,X
JOLSTZI,O,X,X,X,X,X,O,X,X,X,O,X
JOLSITZ,O,X,X,X,X,O,O,X,X,X,O,X
JOLSIZT,O,X,X,X,O,X,O,X,X,X,X,X
JOLSZTI,O,X,X,X,O,X,O,X,X,X,X,X
JOLSZIT,O,X,X,X,O,X,O,X,X,X,X,X
JOLZTIS,X,O,X,X,O,O,O,X,X,X,O,X
JOLZTSI,X,O,X,X,O,X,X,X,X,X,O,X
JOLZITS,X,O,X,X,O,O,O,O,X,X,O,X
JOLZIST,O,O,X,X,O,X,O,O,X,X,X,X
JOLZSTI,O,O,X,X,O,X,O,X,X,X,X,X
JOLZSIT,O,O,X,X,O,X,O,X,X,X,X,X
JOSTILZ,O,X,X,X,X,O,X,X,X,X,O,X
JOSTIZL,O,X,X,O,X,X,X,X,O,X,X,X
JOSTLIZ,O,X,X,X,X,O,O,X,X,X,O,X
JOSTLZI,O,X,X,X,X,X,O,X,X,X,O,X
JOSTZIL,O,X,X,O,X,X,O,X,O,X,X,X
JOSTZLI,O,X,X,O,X,X,O,X,O,X,X,X
JOSITLZ,O,X,X,X,X,O,X,X,X,X,O,X
JOSITZL,O,X,X,O,X,X,X,X,O,X,X,X
JOSILTZ,O,X,X,X,X,O,X,X,X,X,O,X
JOSILZT,O,X,X,X,O,X,X,X,X,X,X,X
JOSIZTL,O,X,X,O,O,X,X,X,O,O,X,X
JOSIZLT,O,X,X,O,O,X,X,X,X,X,X,X
JOSLTIZ,O,X,X,X,X,O,O,X,X,X,O,X
JOSLTZI,O,X,X,X,X,X,O,X,X,X,O,X
JOSLITZ,O,X,X,X,X,O,O,X,X,X,O,X
JOSLIZT,O,X,X,X,O,X,O,X,X,X,X,X
JOSLZTI,O,X,X,X,O,X,O,X,X,X,X,X
JOSLZIT,O,X,X,X,O,X,O,X,X,X,X,X
JOSZTIL,O,X,X,O,O,X,O,X,O,O,X,X
JOSZTLI,O,X,X,O,O,X,O,X,O,O,X,X
JOSZITL,O,X,X,O,O,X,O,X,O,O,X,X
JOSZILT,O,X,X,O,O,X,X,X,X,X,X,X
JOSZLTI,O,X,X,O,O,X,O,X,X,X,X,X
JOSZLIT,O,X,X,O,O,X,O,X,X,X,X,X
JOZTILS,X,O,X,X,O,O,O,X,X,O,O,X
JOZTISL,O,O,X,O,O,X,O,X,X,O,X,X
JOZTLIS,X,O,X,X,O,O,O,X,X,O,O,X
JOZTLSI,X,O,X,X,O,X,X,X,X,O,O,X
JOZTSIL,O,O,X,O,O,X,X,X,X,O,X,X
JOZTSLI,O,O,X,O,O,X,X,X,X,O,X,X
JOZITLS,X,O,X,X,O,O,O,X,X,O,O,X
JOZITSL,O,O,X,O,O,X,O,X,X,O,X,X
JOZILTS,X,O,X,X,O,O,X,O,X,X,O,X
JOZILST,O,O,X,O,O,X,X,O,X,X,X,X
JOZISTL,O,O,X,O,O,X,O,X,O,O,X,X
JOZISLT,O,O,X,O,O,X,X,X,X,X,X,X
JOZLTIS,X,O,X,X,O,O,O,X,X,X,O,X
JOZLTSI,X,O,X,X,O,X,X,X,X,X,O,X
JOZLITS,X,O,X,X,O,O,O,O,X,X,O,X
JOZLIST,O,O,X,O,O,X,O,O,X,X,X,X
JOZLSTI,O,O,X,O,O,X,O,X,X,X,X,X
JOZLSIT,O,O,X,O,O,X,O,X,X,X,X,X
JOZSTIL,O,O,X,O,O,X,O,X,O,O,X,X
JOZSTLI,O,O,X,O,O,X,O,X,O,O,X,X
JOZSITL,O,O,X,O,O,X,O,X,O,O,X,X
JOZSILT,O,O,X,O,O,X,X,X,X,X,X,X
JOZSLTI,O,O,X,O,O,X,O,X,X,X,X,X
JOZSLIT,O,O,X,O,O,X,O,X,X,X,X,X
STILJZO,O,X,X,O,X,X,X,X,X,X,X,X
STILJOZ,O,X,X,X,X,O,X,X,X,X,X,X
STILZJO,O,X,O,O,X,X,X,X,X,X,X,X
STILZOJ,O,X,O,X,X,X,X,X,X,X,X,X
STILOJZ,O,X,X,X,X,O,O,X,X,X,X,X
STILOZJ,O,X,O,X,X,X,O,X,X,X,X,X
STIJLZO,O,X,X,O,X,X,X,X,X,X,X,X
STIJLOZ,O,X,X,X,X,O,X,X,X,X,X,X
STIJZLO,O,X,X,O,X,X,X,X,X,X,X,X
STIJZOL,O,X,X,O,X,X,X,X,X,X,X,X
