sequence,v115@GhA8IeA8EeB8AeB8AeA8CeE8JeZEJvhFzfBChBXiB8?nBerBFqB,v115@GhA8IeA8EeB8AeB8AeA8CeE8JeZEJvhFqkBTgBOmBX?iB8nB1vB,v115@GhA8IeA8EeB8AeB8AeA8CeE8JeZEJvhFukBFhBXiB8?nBTlByvB,v115@GhA8IeA8EeB8AeB8AeA8CeE8Jei/IvhF3gBRiBcpBO?rBlnBTqB,v115@GhA8IeA8EeB8AeB8AeA8CeE8JeZEJvhFGgBFiB8nBz?kBXmByvB,v115@GhA8IeA8EeB8AeB8AeA8CeE8JeTAJvhFRiBOpBXmBl?nB0kByvB,v115@GhA8IeA8EeB8AeB8AeA8CeE8JeZEJvhFVmBynBzkBf?rBGnBUqB,v115@GhA8IeA8EeB8AeB8AeA8CeE8JeZEJvhFukBXiB8nBK?qBzlBFrB
SZTLJIO,O,O,O,O,X,X,X,O
SZTLJOI,O,O,O,O,X,X,X,O
SZTLOIJ,X,O,O,O,O,X,X,O
SZTLOJI,X,O,O,O,O,X,X,O
SZTJILO,O,O,O,O,X,X,X,O
SZTJIOL,O,O,O,O,O,O,X,X
SZTJLIO,O,O,O,O,X,X,X,O
SZTJLOI,O,O,O,O,X,X,X,O
SZTJOIL,O,O,O,O,O,O,X,X
SZTJOLI,O,O,X,O,O,O,X,X
SZTOILJ,X,O,O,O,O,X,X,X
SZTOIJL,O,O,O,O,O,O,X,X
SZTOLIJ,X,O,O,O,O,X,X,X
SZTOLJI,X,O,O,O,O,X,X,X
SZTOJIL,O,O,O,O,O,O,X,X
SZTOJLI,O,O,X,O,O,O,X,X
SZITLJO,O,O,O,X,X,X,X,O
SZITLOJ,X,O,O,X,O,X,X,O
SZITJLO,O,O,O,X,X,X,X,O
SZITJOL,O,O,O,X,O,X,X,X
SZITOLJ,X,O,O,X,O,X,X,X
SZITOJL,O,O,O,X,O,X,X,X
SZILTJO,O,O,O,X,X,X,X,O
SZILTOJ,X,O,O,X,O,X,X,O
SZILJTO,O,O,O,X,X,X,X,O
SZILJOT,O,X,O,X,X,X,X,O
SZILOTJ,X,O,O,X,O,X,X,O
SZILOJT,O,X,O,X,O,X,X,O
SZIJTLO,O,O,O,X,X,X,X,O
SZIJTOL,O,O,O,X,O,X,X,X
SZIJLTO,O,O,O,X,X,X,X,O
SZIJLOT,O,X,O,X,X,X,X,O
SZIJOTL,O,X,O,X,O,X,X,X
SZIJOLT,O,X,O,X,O,X,X,O
SZIOTLJ,X,O,O,X,O,X,X,X
SZIOTJL,X,O,O,X,O,X,X,X
SZIOLTJ,X,O,O,X,O,X,X,O
SZIOLJT,O,X,O,X,O,X,X,O
SZIOJTL,O,X,O,X,O,X,X,X
SZIOJLT,O,X,O,X,O,X,X,O
SZLTIJO,O,O,O,O,X,X,X,O
SZLTIOJ,X,O,O,O,O,X,X,O
SZLTJIO,O,O,O,O,X,X,X,O
SZLTJOI,O,O,O,O,X,X,X,O
SZLTOIJ,X,O,O,O,O,X,X,O
SZLTOJI,X,O,O,O,O,X,X,O
SZLITJO,O,O,O,X,X,X,X,O
SZLITOJ,X,O,O,X,O,X,X,O
SZLIJTO,O,O,O,X,X,X,X,O
SZLIJOT,O,X,O,X,X,X,X,O
SZLIOTJ,X,O,O,X,O,X,X,O
SZLIOJT,O,X,O,X,O,X,X,O
SZLJTIO,O,O,O,O,X,X,X,O
SZLJTOI,O,O,O,O,X,X,X,O
SZLJITO,O,O,O,O,X,X,X,O
SZLJIOT,O,X,O,O,X,X,X,O
SZLJOTI,O,X,O,O,X,X,X,O
SZLJOIT,O,X,O,O,X,X,X,O
SZLOTIJ,X,O,O,O,O,X,X,O
SZLOTJI,X,O,O,O,O,X,X,O
SZLOITJ,X,O,O,O,O,X,X,O
SZLOIJT,O,X,O,X,O,X,X,O
SZLOJTI,O,X,O,O,O,X,X,O
SZLOJIT,O,X,O,O,O,X,X,O
SZJTILO,O,O,O,O,X,X,X,O
SZJTIOL,O,O,O,O,O,O,X,X
SZJTLIO,O,O,O,O,X,X,X,O
SZJTLOI,O,O,O,O,X,X,X,O
SZJTOIL,O,O,O,O,O,O,X,X
SZJTOLI,O,O,X,O,O,O,X,X
SZJITLO,O,O,O,O,X,X,X,O
SZJITOL,O,O,O,O,O,X,X,X
SZJILTO,O,O,O,O,X,X,X,O
SZJILOT,O,X,O,O,X,X,X,O
SZJIOTL,O,X,O,O,O,X,X,X
SZJIOLT,O,X,O,O,O,X,X,O
SZJLTIO,O,O,O,O,X,X,X,O
SZJLTOI,O,O,O,O,X,X,X,O
SZJLITO,O,O,O,O,X,X,X,O
SZJLIOT,O,X,O,O,X,X,X,O
SZJLOTI,O,X,O,O,X,X,X,O
SZJLOIT,O,X,O,O,X,X,X,O
SZJOTIL,O,X,O,O,O,O,X,X
SZJOTLI,O,X,X,O,O,O,X,X
SZJOITL,O,X,O,O,O,X,X,X
SZJOILT,O,X,O,O,O,X,X,O
SZJOLTI,O,X,O,O,O,X,X,O
SZJOLIT,O,X,O,O,O,X,X,O
SZOTILJ,X,O,O,O,O,X,X,X
SZOTIJL,X,O,O,O,O,O,X,X
SZOTLIJ,X,O,O,O,O,X,X,X
SZOTLJI,X,O,O,O,O,X,X,X
SZOTJIL,X,O,O,O,O,O,X,X
SZOTJLI,X,O,X,O,O,O,X,X
SZOITLJ,X,O,O,O,O,X,X,X
SZOITJL,X,O,O,O,O,X,X,X
SZOILTJ,X,O,O,O,O,X,X,O
SZOILJT,O,X,O,X,O,X,X,O
SZOIJTL,O,X,O,X,O,X,X,X
SZOIJLT,O,X,O,X,O,X,X,O
SZOLTIJ,X,O,O,O,O,X,X,O
SZOLTJI,X,O,O,O,O,X,X,O
SZOLITJ,X,O,O,O,O,X,X,O
SZOLIJT,O,X,O,X,O,X,X,O
SZOLJTI,O,X,O,O,O,X,X,O
SZOLJIT,O,X,O,O,O,X,X,O
SZOJTIL,O,X,O,O,O,O,X,X
SZOJTLI,O,X,X,O,O,O,X,X
SZOJITL,O,X,O,O,O,X,X,X
SZOJILT,O,X,O,O,O,X,X,O
SZOJLTI,O,X,O,O,O,X,X,O
SZOJLIT,O,X,O,O,O,X,X,O
SOTILJZ,X,X,X,X,X,O,O,X
SOTILZJ,X,X,X,O,X,X,O,X
SOTIJLZ,X,X,X,X,X,O,X,X
SOTIJZL,X,X,X,O,O,O,X,X
SOTIZLJ,X,X,X,O,O,X,X,X
SOTIZJL,X,X,X,O,O,O,X,X
SOTLIJZ,X,X,X,X,X,O,O,X
SOTLIZJ,X,X,X,O,X,X,O,X
SOTLJIZ,X,X,X,X,X,O,X,X
SOTLJZI,X,X,X,X,X,O,X,X
SOTLZIJ,X,X,X,O,X,X,X,X
SOTLZJI,X,X,X,O,X,X,X,X
SOTJILZ,X,X,X,O,X,O,X,X
SOTJIZL,X,X,X,O,O,O,X,X
SOTJLIZ,X,X,X,O,X,O,X,X
SOTJLZI,X,X,X,O,X,O,X,X
SOTJZIL,X,X,X,O,O,O,X,X
SOTJZLI,X,X,X,O,O,O,X,X
SOTZILJ,X,X,X,O,O,X,X,X
SOTZIJL,X,X,X,O,O,O,X,X
SOTZLIJ,X,X,X,O,O,X,X,X
SOTZLJI,X,X,X,O,O,X,X,X
SOTZJIL,X,X,X,O,O,O,X,X
SOTZJLI,X,X,X,O,O,O,X,X
SOITLJZ,X,X,X,X,X,O,O,X
SOITLZJ,X,X,X,O,X,X,O,X
SOITJLZ,X,X,X,X,X,O,X,X
SOITJZL,X,X,X,O,O,O,X,X
SOITZLJ,X,X,X,O,O,X,X,X
SOITZJL,X,X,X,O,O,O,X,X
SOILTJZ,X,X,X,X,X,X,O,X
SOILTZJ,X,X,X,X,X,X,O,X
SOILJTZ,X,X,X,X,X,X,X,X
SOILJZT,X,X,X,X,O,X,X,X
SOILZTJ,X,X,X,X,O,X,X,X
SOILZJT,X,X,X,X,O,X,X,X
SOIJTLZ,X,X,X,X,X,O,X,X
SOIJTZL,X,X,X,X,O,O,X,X
SOIJLTZ,X,X,X,X,X,X,X,X
SOIJLZT,X,X,X,X,O,X,X,X
SOIJZTL,X,X,X,X,O,X,X,X
SOIJZLT,X,X,X,X,O,X,X,X
SOIZTLJ,X,X,X,O,O,X,X,X
SOIZTJL,X,X,X,O,O,X,X,X
SOIZLTJ,X,X,X,O,O,X,X,X
SOIZLJT,X,X,X,X,O,X,X,X
SOIZJTL,X,X,X,X,O,X,X,X
SOIZJLT,X,X,X,X,O,X,X,X
SOLTIJZ,X,X,X,X,X,O,O,X
SOLTIZJ,X,X,X,O,X,X,O,X
SOLTJIZ,X,X,X,X,X,O,X,X
SOLTJZI,X,X,X,X,X,O,X,X
SOLTZIJ,X,X,X,O,X,X,X,X
SOLTZJI,X,X,X,O,X,X,X,X
SOLITJZ,X,X,X,X,X,X,O,X
SOLITZJ,X,X,X,X,X,X,O,X
SOLIJTZ,X,X,X,X,X,X,X,X
SOLIJZT,X,X,X,X,O,X,X,X
SOLIZTJ,X,X,X,X,O,X,X,X
SOLIZJT,X,X,X,X,O,X,X,X
SOLJTIZ,X,X,X,X,X,O,X,X
SOLJTZI,X,X,X,X,X,O,X,X
SOLJITZ,X,X,X,X,X,X,X,X
SOLJIZT,X,X,X,X,O,X,X,X
SOLJZTI,X,X,X,X,O,X,X,X
SOLJZIT,X,X,X,X,O,X,X,X
SOLZTIJ,X,X,X,O,O,X,X,X
SOLZTJI,X,X,X,O,O,X,X,X
SOLZITJ,X,X,X,O,O,X,X,X
SOLZIJT,X,X,X,X,O,X,X,X
SOLZJTI,X,X,X,O,O,X,X,X
SOLZJIT,X,X,X,X,O,X,X,X
SOJTILZ,X,X,X,O,X,O,X,X
SOJTIZL,X,X,X,O,O,O,X,X
SOJTLIZ,X,X,X,O,X,O,X,X
SOJTLZI,X,X,X,O,X,O,X,X
SOJTZIL,X,X,X,O,O,O,X,X
SOJTZLI,X,X,X,O,O,O,X,X
SOJITLZ,X,X,X,O,X,O,X,X
SOJITZL,X,X,X,O,O,O,X,X
SOJILTZ,X,X,X,X,X,X,X,X
SOJILZT,X,X,X,O,O,X,X,X
SOJIZTL,X,X,X,O,O,X,X,X
SOJIZLT,X,X,X,O,O,X,X,X
SOJLTIZ,X,X,X,O,X,O,X,X
SOJLTZI,X,X,X,O,X,O,X,X
SOJLITZ,X,X,X,X,X,X,X,X
SOJLIZT,X,X,X,O,O,X,X,X
SOJLZTI,X,X,X,O,O,X,X,X
SOJLZIT,X,X,X,O,O,X,X,X
SOJZTIL,X,X,X,O,O,O,X,X
SOJZTLI,X,X,X,O,O,O,X,X
SOJZITL,X,X,X,O,O,X,X,X
SOJZILT,X,X,X,O,O,X,X,X
SOJZLTI,X,X,X,O,O,X,X,X
SOJZLIT,X,X,X,O,O,X,X,X
SOZTILJ,X,X,X,O,O,X,X,X
SOZTIJL,X,X,X,O,O,O,X,X
SOZTLIJ,X,X,X,O,O,X,X,X
SOZTLJI,X,X,X,O,O,X,X,X
SOZTJIL,X,X,X,O,O,O,X,X
SOZTJLI,X,X,X,O,O,O,X,X
SOZITLJ,X,X,X,O,O,X,X,X
SOZITJL,X,X,X,O,O,X,X,X
SOZILTJ,X,X,X,O,O,X,X,X
SOZILJT,X,X,X,X,O,X,X,X
SOZIJTL,X,X,X,X,O,X,X,X
SOZIJLT,X,X,X,X,O,X,X,X
SOZLTIJ,X,X,X,O,O,X,X,X
SOZLTJI,X,X,X,O,O,X,X,X
SOZLITJ,X,X,X,O,O,X,X,X
SOZLIJT,X,X,X,X,O,X,X,X
SOZLJTI,X,X,X,O,O,X,X,X
SOZLJIT,X,X,X,O,O,X,X,X
SOZJTIL,X,X,X,O,O,O,X,X
SOZJTLI,X,X,X,O,O,O,X,X
SOZJITL,X,X,X,O,O,X,X,X
SOZJILT,X,X,X,O,O,X,X,X
SOZJLTI,X,X,X,O,O,X,X,X
SOZJLIT,X,X,X,O,O,X,X,X
ZTILJSO,O,O,O,O,X,X,X,O
ZTILJOS,O,O,O,O,X,X,X,O
ZTILSJO,X,O,O,O,X,X,X,O
ZTILSOJ,X,O,O,O,O,X,X,O
ZTILOJS,O,O,O,O,X,X,O,O
ZTILOSJ,X,O,O,O,O,X,O,O
ZTIJLSO,O,O,O,O,X,X,X,O
ZTIJLOS,O,O,O,O,X,X,X,O
ZTIJSLO,O,O,O,O,X,X,X,O
ZTIJSOL,O,O,O,O,O,O,X,X
ZTIJOLS,O,O,X,O,X,X,X,X
ZTIJOSL,O,O,X,O,O,X,X,X
ZTISLJO,O,O,O,O,X,X,X,O
ZTISLOJ,X,O,O,O,O,X,X,O
ZTISJLO,O,O,O,O,X,X,X,O
ZTISJOL,O,O,O,O,O,O,X,X
ZTISOLJ,X,O,O,O,O,X,X,X
ZTISOJL,O,O,O,O,O,O,X,X
ZTIOLJS,O,O,X,O,X,X,O,X
ZTIOLSJ,X,O,X,O,O,X,O,X
ZTIOJLS,O,O,X,O,X,X,X,X
ZTIOJSL,O,O,X,O,O,X,X,X
ZTIOSLJ,X,O,X,O,O,X,X,X
ZTIOSJL,O,O,X,O,O,X,X,X
ZTLIJSO,O,O,O,O,X,X,X,O
ZTLIJOS,O,O,O,O,X,X,X,O
ZTLISJO,X,O,O,O,X,X,X,O
ZTLISOJ,X,O,O,O,O,X,X,O
ZTLIOJS,O,O,O,O,X,X,O,O
ZTLIOSJ,X,O,O,O,O,X,O,O
ZTLJISO,O,O,O,O,X,X,X,O
ZTLJIOS,O,O,O,O,X,X,X,O
ZTLJSIO,O,O,O,O,X,X,X,O
ZTLJSOI,O,O,O,O,X,X,X,O
ZTLJOIS,O,O,O,O,X,X,X,O
ZTLJOSI,O,O,O,O,X,X,X,O
ZTLSIJO,X,O,O,O,X,X,X,O
ZTLSIOJ,X,O,O,O,O,X,X,O
ZTLSJIO,X,O,O,O,X,X,X,O
ZTLSJOI,X,O,O,O,X,X,X,O
ZTLSOIJ,X,O,O,O,O,X,X,O
ZTLSOJI,X,O,O,O,O,X,X,O
ZTLOIJS,O,O,O,O,X,X,O,O
ZTLOISJ,X,O,O,O,O,X,O,O
ZTLOJIS,O,O,O,O,X,X,X,O
ZTLOJSI,O,O,O,O,X,X,X,O
ZTLOSIJ,X,O,O,O,O,X,X,O
ZTLOSJI,X,O,O,O,O,X,X,O
ZTJILSO,O,O,O,O,X,X,X,O
ZTJILOS,O,O,O,O,X,X,X,O
ZTJISLO,O,O,O,O,X,X,X,O
ZTJISOL,O,O,O,O,O,O,X,X
ZTJIOLS,O,O,X,O,X,X,X,X
ZTJIOSL,O,O,X,O,O,X,X,X
ZTJLISO,O,O,O,O,X,X,X,O
ZTJLIOS,O,O,O,O,X,X,X,O
ZTJLSIO,O,O,O,O,X,X,X,O
ZTJLSOI,O,O,O,O,X,X,X,O
ZTJLOIS,O,O,O,O,X,X,X,O
ZTJLOSI,O,O,O,O,X,X,X,O
ZTJSILO,O,O,O,O,X,X,X,O
ZTJSIOL,O,O,O,O,O,O,X,X
ZTJSLIO,O,O,O,O,X,X,X,O
ZTJSLOI,O,O,O,O,X,X,X,O
ZTJSOIL,O,O,O,O,O,O,X,X
ZTJSOLI,O,O,X,O,O,O,X,X
ZTJOILS,O,O,X,O,X,X,X,X
ZTJOISL,O,O,X,O,O,X,X,X
ZTJOLIS,O,O,X,O,X,X,X,X
ZTJOLSI,O,O,X,O,X,X,X,X
ZTJOSIL,O,O,X,O,O,X,X,X
ZTJOSLI,O,O,X,O,O,X,X,X
ZTSILJO,O,O,O,O,X,X,X,O
ZTSILOJ,X,O,O,O,O,X,X,O
ZTSIJLO,O,O,O,O,X,X,X,O
ZTSIJOL,O,O,O,O,O,O,X,X
ZTSIOLJ,X,O,O,O,O,X,X,X
ZTSIOJL,O,O,O,O,O,O,X,X
ZTSLIJO,O,O,O,O,X,X,X,O
ZTSLIOJ,X,O,O,O,O,X,X,O
ZTSLJIO,O,O,O,O,X,X,X,O
ZTSLJOI,O,O,O,O,X,X,X,O
ZTSLOIJ,X,O,O,O,O,X,X,O
ZTSLOJI,X,O,O,O,O,X,X,O
ZTSJILO,O,O,O,O,X,X,X,O
ZTSJIOL,O,O,O,O,O,O,X,X
ZTSJLIO,O,O,O,O,X,X,X,O
ZTSJLOI,O,O,O,O,X,X,X,O
ZTSJOIL,O,O,O,O,O,O,X,X
ZTSJOLI,O,O,X,O,O,O,X,X
ZTSOILJ,X,O,O,O,O,X,X,X
ZTSOIJL,O,O,O,O,O,O,X,X
ZTSOLIJ,X,O,O,O,O,X,X,X
ZTSOLJI,X,O,O,O,O,X,X,X
ZTSOJIL,O,O,O,O,O,O,X,X
ZTSOJLI,O,O,X,O,O,O,X,X
ZTOILJS,O,O,X,O,X,X,O,X
ZTOILSJ,X,O,X,O,O,X,O,X
ZTOIJLS,O,O,X,O,X,X,X,X
ZTOIJSL,O,O,X,O,O,X,X,X
ZTOISLJ,X,O,X,O,O,X,X,X
ZTOISJL,O,O,X,O,O,X,X,X
ZTOLIJS,O,O,X,O,X,X,O,X
ZTOLISJ,X,O,X,O,O,X,O,X
ZTOLJIS,O,O,X,O,X,X,X,X
ZTOLJSI,O,O,X,O,X,X,X,X
ZTOLSIJ,X,O,X,O,O,X,X,X
ZTOLSJI,X,O,X,O,O,X,X,X
ZTOJILS,O,O,X,O,X,X,X,X
ZTOJISL,O,O,X,O,O,X,X,X
ZTOJLIS,O,O,X,O,X,X,X,X
ZTOJLSI,O,O,X,O,X,X,X,X
ZTOJSIL,O,O,X,O,O,X,X,X
ZTOJSLI,O,O,X,O,O,X,X,X
ZTOSILJ,X,O,X,O,O,X,X,X
ZTOSIJL,O,O,X,O,O,X,X,X
ZTOSLIJ,X,O,X,O,O,X,X,X
ZTOSLJI,X,O,X,O,O,X,X,X
ZTOSJIL,O,O,X,O,O,X,X,X
ZTOSJLI,O,O,X,O,O,X,X,X
ZITLJSO,O,O,O,O,X,X,X,O
ZITLJOS,O,O,O,O,X,X,X,O
ZITLSJO,X,O,O,O,X,X,X,O
ZITLSOJ,X,O,O,O,O,X,X,O
ZITLOJS,O,O,O,O,X,X,O,O
ZITLOSJ,X,O,O,O,O,X,O,O
ZITJLSO,O,O,O,O,X,X,X,O
ZITJLOS,O,O,O,O,X,X,X,O
ZITJSLO,O,O,O,O,X,X,X,O
ZITJSOL,O,O,O,O,O,X,X,X
ZITJOLS,O,O,X,O,X,X,X,X
ZITJOSL,O,O,X,O,O,X,X,X
ZITSLJO,O,O,O,O,X,X,X,O
ZITSLOJ,X,O,O,O,O,X,X,O
ZITSJLO,O,O,O,O,X,X,X,O
ZITSJOL,O,O,O,O,O,X,X,X
ZITSOLJ,X,O,O,O,O,X,X,X
ZITSOJL,O,O,O,O,O,X,X,X
ZITOLJS,O,O,X,O,X,X,O,X
ZITOLSJ,X,O,X,O,O,X,O,X
ZITOJLS,O,O,X,O,X,X,X,X
ZITOJSL,O,O,X,O,O,X,X,X
ZITOSLJ,X,O,X,O,O,X,X,X
ZITOSJL,O,O,X,O,O,X,X,X
ZILTJSO,O,O,O,O,X,X,X,O
ZILTJOS,O,O,O,O,X,X,X,O
ZILTSJO,X,O,O,O,X,X,X,O
ZILTSOJ,X,O,O,O,O,X,X,O
ZILTOJS,O,O,O,O,X,X,O,O
ZILTOSJ,X,O,O,O,O,X,O,O
ZILJTSO,O,O,O,O,X,X,X,O
ZILJTOS,O,O,O,O,X,X,X,O
ZILJSTO,O,O,O,O,X,X,X,O
ZILJSOT,O,X,O,O,X,X,X,O
ZILJOTS,O,X,O,X,X,X,X,O
ZILJOST,O,X,O,O,X,X,X,O
ZILSTJO,O,O,O,X,X,X,X,O
ZILSTOJ,X,O,O,X,O,X,X,O
ZILSJTO,O,O,O,X,X,X,X,O
ZILSJOT,O,X,O,X,X,X,X,O
ZILSOTJ,X,O,O,X,O,X,X,O
ZILSOJT,O,X,O,X,O,X,X,O
ZILOTJS,X,O,O,O,X,X,O,O
ZILOTSJ,X,O,O,O,O,X,O,O
ZILOJTS,X,X,O,O,X,X,X,O
ZILOJST,X,X,O,O,X,X,X,O
ZILOSTJ,X,O,O,O,O,X,X,O
ZILOSJT,X,X,O,X,O,X,X,O
ZIJTLSO,O,O,O,O,X,X,X,O
ZIJTLOS,O,O,O,O,X,X,X,O
ZIJTSLO,O,O,O,O,X,X,X,O
ZIJTSOL,O,O,O,O,O,X,X,X
ZIJTOLS,O,O,X,O,X,X,X,X
ZIJTOSL,O,O,X,O,O,X,X,X
ZIJLTSO,O,O,O,O,X,X,X,O
ZIJLTOS,O,O,O,O,X,X,X,O
ZIJLSTO,O,O,O,O,X,X,X,O
ZIJLSOT,O,X,O,O,X,X,X,O
ZIJLOTS,O,X,O,O,X,X,X,O
ZIJLOST,O,X,O,O,X,X,X,O
ZIJSTLO,O,O,O,O,X,X,X,O
ZIJSTOL,O,O,O,O,O,X,X,X
ZIJSLTO,O,O,O,O,X,X,X,O
ZIJSLOT,O,X,O,O,X,X,X,O
ZIJSOTL,O,X,O,O,O,X,X,X
ZIJSOLT,O,X,O,O,O,X,X,O
ZIJOTLS,O,X,X,O,X,X,X,X
ZIJOTSL,O,X,X,O,O,X,X,X
ZIJOLTS,O,X,O,O,X,X,X,O
ZIJOLST,O,X,O,O,X,X,X,O
ZIJOSTL,O,X,O,O,O,X,X,X
ZIJOSLT,O,X,O,O,O,X,X,O
ZISTLJO,O,O,O,X,X,X,X,O
ZISTLOJ,X,O,O,X,O,X,X,O
ZISTJLO,O,O,O,X,X,X,X,O
ZISTJOL,O,O,O,X,O,X,X,X
ZISTOLJ,X,O,O,X,O,X,X,X
ZISTOJL,O,O,O,X,O,X,X,X
ZISLTJO,O,O,O,X,X,X,X,O
ZISLTOJ,X,O,O,X,O,X,X,O
ZISLJTO,O,O,O,X,X,X,X,O
ZISLJOT,O,X,O,X,X,X,X,O
ZISLOTJ,X,O,O,X,O,X,X,O
ZISLOJT,O,X,O,X,O,X,X,O
ZISJTLO,O,O,O,X,X,X,X,O
ZISJTOL,O,O,O,X,O,X,X,X
ZISJLTO,O,O,O,X,X,X,X,O
ZISJLOT,O,X,O,X,X,X,X,O
ZISJOTL,O,X,O,X,O,X,X,X
ZISJOLT,O,X,O,X,O,X,X,O
ZISOTLJ,X,O,O,X,O,X,X,X
ZISOTJL,X,O,O,X,O,X,X,X
ZISOLTJ,X,O,O,X,O,X,X,O
ZISOLJT,O,X,O,X,O,X,X,O
ZISOJTL,O,X,O,X,O,X,X,X
ZISOJLT,O,X,O,X,O,X,X,O
ZIOTLJS,O,O,X,O,X,X,O,X
ZIOTLSJ,X,O,X,O,O,X,O,X
ZIOTJLS,O,O,X,O,X,X,X,X
ZIOTJSL,O,O,X,O,O,X,X,X
ZIOTSLJ,X,O,X,O,O,X,X,X
ZIOTSJL,O,O,X,O,O,X,X,X
ZIOLTJS,X,O,O,O,X,X,O,O
ZIOLTSJ,X,O,O,O,O,X,O,O
ZIOLJTS,X,X,O,O,X,X,X,O
ZIOLJST,X,X,O,O,X,X,X,O
ZIOLSTJ,X,O,O,O,O,X,X,O
ZIOLSJT,X,X,O,X,O,X,X,O
ZIOJTLS,O,X,X,O,X,X,X,X
ZIOJTSL,O,X,X,O,O,X,X,X
ZIOJLTS,O,X,O,O,X,X,X,O
ZIOJLST,O,X,O,O,X,X,X,O
ZIOJSTL,O,X,O,O,O,X,X,X
ZIOJSLT,O,X,O,O,O,X,X,O
ZIOSTLJ,X,O,O,O,O,X,X,X
ZIOSTJL,X,O,O,O,O,X,X,X
ZIOSLTJ,X,O,O,O,O,X,X,O
ZIOSLJT,O,X,O,X,O,X,X,O
ZIOSJTL,O,X,O,X,O,X,X,X
ZIOSJLT,O,X,O,X,O,X,X,O
ZLTIJSO,O,O,O,O,X,X,X,O
ZLTIJOS,O,O,O,O,X,X,X,O
ZLTISJO,X,O,O,O,X,X,X,O
ZLTISOJ,X,O,O,O,O,X,X,O
ZLTIOJS,O,O,O,O,X,X,O,O
ZLTIOSJ,X,O,O,O,O,X,O,O
ZLTJISO,O,O,O,O,X,X,X,O
ZLTJIOS,O,O,O,O,X,X,X,O
ZLTJSIO,O,O,O,O,X,X,X,O
ZLTJSOI,O,O,O,O,X,X,X,O
ZLTJOIS,O,O,O,O,X,X,X,O
ZLTJOSI,O,O,O,O,X,X,X,O
ZLTSIJO,X,O,O,O,X,X,X,O
ZLTSIOJ,X,O,O,O,O,X,X,O
ZLTSJIO,X,O,O,O,X,X,X,O
ZLTSJOI,X,O,O,O,X,X,X,O
ZLTSOIJ,X,O,O,O,O,X,X,O
ZLTSOJI,X,O,O,O,O,X,X,O
ZLTOIJS,O,O,O,O,X,X,O,O
ZLTOISJ,X,O,O,O,O,X,O,O
ZLTOJIS,O,O,O,O,X,X,X,O
ZLTOJSI,O,O,O,O,X,X,X,O
ZLTOSIJ,X,O,O,O,O,X,X,O
ZLTOSJI,X,O,O,O,O,X,X,O
ZLITJSO,O,O,O,O,X,X,X,O
ZLITJOS,O,O,O,O,X,X,X,O
ZLITSJO,X,O,O,O,X,X,X,O
ZLITSOJ,X,O,O,O,O,X,X,O
ZLITOJS,O,O,O,O,X,X,O,O
ZLITOSJ,X,O,O,O,O,X,O,O
ZLIJTSO,O,O,O,O,X,X,X,O
ZLIJTOS,O,O,O,O,X,X,X,O
ZLIJSTO,O,O,O,O,X,X,X,O
ZLIJSOT,O,X,O,O,X,X,X,O
ZLIJOTS,O,X,O,X,X,X,X,O
ZLIJOST,O,X,O,O,X,X,X,O
ZLISTJO,O,O,O,X,X,X,X,O
ZLISTOJ,X,O,O,X,O,X,X,O
ZLISJTO,O,O,O,X,X,X,X,O
ZLISJOT,O,X,O,X,X,X,X,O
ZLISOTJ,X,O,O,X,O,X,X,O
ZLISOJT,O,X,O,X,O,X,X,O
ZLIOTJS,X,O,O,O,X,X,O,O
ZLIOTSJ,X,O,O,O,O,X,O,O
ZLIOJTS,X,X,O,O,X,X,X,O
ZLIOJST,X,X,O,O,X,X,X,O
ZLIOSTJ,X,O,O,O,O,X,X,O
ZLIOSJT,X,X,O,X,O,X,X,O
ZLJTISO,O,O,O,O,X,X,X,O
ZLJTIOS,O,O,O,O,X,X,X,O
ZLJTSIO,O,O,O,O,X,X,X,O
ZLJTSOI,O,O,O,O,X,X,X,O
ZLJTOIS,O,O,O,O,X,X,X,O
ZLJTOSI,O,O,O,O,X,X,X,O
ZLJITSO,O,O,O,O,X,X,X,O
ZLJITOS,O,O,O,O,X,X,X,O
ZLJISTO,O,O,O,O,X,X,X,O
ZLJISOT,O,X,O,O,X,X,X,O
ZLJIOTS,O,X,O,O,X,X,X,O
ZLJIOST,O,X,O,O,X,X,X,O
ZLJSTIO,O,O,O,O,X,X,X,O
ZLJSTOI,O,O,O,O,X,X,X,O
ZLJSITO,O,O,O,O,X,X,X,O
ZLJSIOT,O,X,O,O,X,X,X,O
ZLJSOTI,O,X,O,O,X,X,X,O
ZLJSOIT,O,X,O,O,X,X,X,O
ZLJOTIS,O,X,O,O,X,X,X,O
ZLJOTSI,O,X,O,O,X,X,X,O
ZLJOITS,O,X,O,O,X,X,X,O
ZLJOIST,O,X,O,O,X,X,X,O
ZLJOSTI,O,X,O,O,X,X,X,O
ZLJOSIT,O,X,O,O,X,X,X,O
ZLSTIJO,O,O,O,O,X,X,X,O
ZLSTIOJ,X,O,O,O,O,X,X,O
ZLSTJIO,O,O,O,O,X,X,X,O
ZLSTJOI,O,O,O,O,X,X,X,O
ZLSTOIJ,X,O,O,O,O,X,X,O
ZLSTOJI,X,O,O,O,O,X,X,O
ZLSITJO,O,O,O,X,X,X,X,O
ZLSITOJ,X,O,O,X,O,X,X,O
ZLSIJTO,O,O,O,X,X,X,X,O
ZLSIJOT,O,X,O,X,X,X,X,O
ZLSIOTJ,X,O,O,X,O,X,X,O
