sequence,v115@QhA8HeE8AeF8JeUBJvhFFiBXjBTkB6qBmpBxwB,v115@QhA8HeE8AeF8Je1FJvhF0hBxiBTkB3nBmkBCrB,v115@QhA8HeE8AeF8Je3AJvhFqmBxiBTkB8qBlsBmpB,v115@QhA8HeE8AeF8JeOEJvhFXgBzhBFjBSsBRqB8qB,v115@QhA8HeE8AeF8JeOEJvhFxhBXjBzkBVrBUnB6qB,v115@QhA8HeE8AeF8JexCJvhFTkB0lBlmB3nBmkBCrB,v115@QhA8HeE8AeF8Jex/IvhFqmB/nBFjBTkB2qB8qB,v115@QhA8HeE8AeF8JeT/IvhFXjBmlBUnBCnBxpBlqB,v115@QhA8HeE8AeF8JeFCJvhFXjBxkB8qBWxBTpBiqB,v115@QhA8HeE8AeF8JeUBJvhFFjBxkBTnBikB3mBGqB
JIOZSLT,X,X,X,X,X,X,X,O,X,X
JLTISZO,X,X,X,O,X,X,X,X,X,X
JLTISOZ,X,X,X,O,X,X,X,X,X,X
JLTIZSO,X,X,O,O,X,X,X,X,X,X
JLTIZOS,X,X,O,O,X,X,X,X,X,X
JLTIOSZ,X,X,X,O,X,X,X,X,X,X
JLTIOZS,X,X,O,O,X,X,X,X,X,O
JLTSIZO,X,O,X,O,X,X,X,X,X,X
JLTSIOZ,X,O,X,O,X,X,O,X,X,X
JLTSZIO,X,O,X,X,X,X,X,X,O,X
JLTSZOI,X,O,X,X,X,X,O,X,X,X
JLTSOIZ,X,O,X,O,X,X,O,X,X,X
JLTSOZI,X,O,X,X,X,X,O,X,X,X
JLTZISO,X,X,O,O,X,X,X,X,O,X
JLTZIOS,X,X,O,O,X,X,X,X,X,X
JLTZSIO,X,O,O,X,X,X,X,X,O,X
JLTZSOI,X,O,O,X,X,X,X,X,X,X
JLTZOIS,X,X,O,O,X,X,X,X,X,X
JLTZOSI,X,O,O,X,X,X,X,X,X,X
JLTOISZ,X,X,X,O,X,X,X,X,X,X
JLTOIZS,X,X,O,O,X,X,X,X,X,O
JLTOSIZ,X,O,X,O,X,X,O,X,X,X
JLTOSZI,X,O,X,X,X,X,O,X,X,X
JLTOZIS,X,X,O,O,X,X,X,X,X,X
JLTOZSI,X,O,O,X,X,X,X,X,X,X
JLITSZO,O,X,X,O,X,X,X,X,X,X
JLITSOZ,O,X,X,O,X,X,X,X,X,X
JLITZSO,O,X,X,O,X,X,X,X,X,X
JLITZOS,O,X,X,O,X,X,X,X,X,X
JLITOSZ,O,X,X,O,X,X,X,X,X,X
JLITOZS,O,X,X,O,X,X,X,X,X,O
JLISTZO,O,X,X,O,X,X,X,X,X,X
JLISTOZ,O,X,X,O,X,X,O,X,X,X
JLISZTO,O,X,X,O,X,X,X,X,X,X
JLISZOT,O,X,X,O,X,X,X,O,X,X
JLISOTZ,O,X,X,O,X,X,O,X,X,X
JLISOZT,O,X,X,O,X,X,O,O,X,X
JLIZTSO,O,X,X,O,X,X,X,X,X,X
JLIZTOS,O,X,X,O,X,X,X,X,X,X
JLIZSTO,O,X,X,O,X,X,X,X,X,X
JLIZSOT,O,X,X,O,X,X,X,O,X,X
JLIZOTS,O,X,X,O,X,X,X,X,X,O
JLIZOST,O,X,X,O,X,X,X,O,X,X
JLIOTSZ,O,X,X,O,X,X,X,X,X,X
JLIOTZS,O,X,X,O,X,X,X,X,X,O
JLIOSTZ,O,X,X,O,X,X,O,X,X,X
JLIOSZT,O,X,X,O,X,X,O,O,X,X
JLIOZTS,O,X,X,O,X,X,X,X,X,O
JLIOZST,O,X,X,O,X,X,X,O,X,X
JLSTIZO,X,O,X,O,X,X,X,X,X,X
JLSTIOZ,X,O,X,O,X,X,O,X,X,X
JLSTZIO,X,O,X,X,X,X,X,X,O,X
JLSTZOI,O,O,X,X,X,X,O,X,X,X
JLSTOIZ,X,O,X,O,X,X,O,X,X,X
JLSTOZI,O,O,X,X,X,X,O,X,X,X
JLSITZO,X,O,X,O,X,X,X,X,X,X
JLSITOZ,X,O,X,O,X,X,O,X,X,X
JLSIZTO,X,O,X,O,X,X,X,X,X,X
JLSIZOT,X,O,X,O,X,X,X,O,X,X
JLSIOTZ,X,O,X,O,X,X,O,X,X,X
JLSIOZT,X,O,X,O,X,X,O,O,X,X
JLSZTIO,X,O,X,X,X,X,X,X,O,X
JLSZTOI,O,O,X,X,X,X,O,X,X,X
JLSZITO,X,O,X,X,X,X,X,X,O,X
JLSZIOT,X,O,X,X,X,X,X,O,X,X
JLSZOTI,O,O,X,X,O,X,O,X,X,X
JLSZOIT,X,O,X,X,X,X,O,X,X,X
JLSOTIZ,X,O,X,O,X,X,O,X,X,X
JLSOTZI,O,O,X,X,O,X,O,X,X,X
JLSOITZ,X,O,X,O,X,X,O,X,X,X
JLSOIZT,X,O,X,O,X,X,O,X,X,X
JLSOZTI,O,O,X,X,O,X,O,X,X,X
JLSOZIT,X,O,X,X,X,X,O,X,X,X
JLZTISO,X,X,O,O,X,X,X,X,O,X
JLZTIOS,X,X,O,O,X,X,X,X,X,X
JLZTSIO,X,O,O,X,X,X,X,X,O,X
JLZTSOI,O,O,O,X,X,X,X,X,X,X
JLZTOIS,X,X,O,O,X,X,X,X,X,X
JLZTOSI,O,O,O,X,X,X,X,X,X,X
JLZITSO,O,X,X,O,X,X,X,X,O,X
JLZITOS,O,X,X,O,X,X,X,X,X,X
JLZISTO,O,X,X,O,X,X,X,X,O,X
JLZISOT,O,X,X,O,X,X,X,O,X,X
JLZIOTS,O,X,X,O,X,X,X,X,X,X
JLZIOST,O,X,X,O,X,X,X,O,X,X
JLZSTIO,X,O,O,X,X,X,X,X,O,X
JLZSTOI,O,O,O,X,X,X,O,X,X,X
JLZSITO,X,O,X,X,X,X,X,X,O,X
JLZSIOT,X,O,X,X,X,X,X,O,X,X
JLZSOTI,O,O,O,X,O,X,O,X,X,X
JLZSOIT,X,O,X,X,X,X,O,X,X,X
JLZOTIS,X,X,O,O,O,X,X,X,X,X
JLZOTSI,O,O,O,X,O,X,X,X,X,X
JLZOITS,O,X,X,O,X,X,X,X,X,X
JLZOIST,O,X,X,O,X,X,X,X,X,X
JLZOSTI,O,O,O,X,O,X,O,X,X,X
JLZOSIT,X,O,X,X,X,X,O,X,X,X
JLOTISZ,X,X,X,O,X,X,X,X,X,X
JLOTIZS,X,X,O,O,X,X,X,X,X,O
JLOTSIZ,X,O,X,O,X,X,O,X,X,X
JLOTSZI,X,O,X,X,O,X,O,X,X,X
JLOTZIS,X,X,O,O,O,X,X,X,X,X
JLOTZSI,X,O,O,X,O,X,X,X,X,X
JLOITSZ,O,X,X,O,X,X,X,X,X,X
JLOITZS,O,X,X,O,X,X,X,X,X,O
JLOISTZ,O,X,X,O,X,X,O,X,X,X
JLOISZT,O,X,X,O,X,X,O,X,X,X
JLOIZTS,O,X,X,O,X,X,X,X,X,O
JLOIZST,O,X,X,O,X,X,X,X,X,X
JLOSTIZ,X,O,X,O,X,X,O,X,X,X
JLOSTZI,O,O,X,X,O,X,O,X,X,X
JLOSITZ,X,O,X,O,X,X,O,X,X,X
JLOSIZT,X,O,X,O,X,X,O,X,X,X
JLOSZTI,O,O,X,X,O,X,O,X,X,X
JLOSZIT,X,O,X,X,X,X,O,X,X,X
JLOZTIS,X,X,O,O,O,X,X,X,X,X
JLOZTSI,O,O,O,X,O,X,X,X,X,X
JLOZITS,O,X,X,O,X,X,X,X,X,X
JLOZIST,O,X,X,O,X,X,X,X,X,X
JLOZSTI,O,O,O,X,O,X,O,X,X,X
JLOZSIT,X,O,X,X,X,X,O,X,X,X
JSTILZO,O,X,X,O,X,X,X,X,X,X
JSTILOZ,O,X,X,O,X,X,O,X,X,X
JSTIZLO,O,X,X,X,X,X,X,X,O,X
JSTIZOL,X,X,X,X,X,O,X,O,O,X
JSTIOLZ,O,X,X,X,X,X,O,X,X,X
JSTIOZL,X,X,X,X,X,O,X,O,X,O
JSTLIZO,X,X,X,O,X,X,X,X,X,X
JSTLIOZ,X,X,X,O,X,X,O,X,X,X
JSTLZIO,X,X,X,X,X,X,X,X,O,X
JSTLZOI,O,X,X,X,X,X,O,X,X,X
JSTLOIZ,X,X,X,O,X,X,O,X,X,X
JSTLOZI,O,X,X,X,X,X,O,X,X,X
JSTZILO,X,X,X,X,X,X,X,X,O,X
JSTZIOL,X,X,X,X,O,O,X,O,O,X
JSTZLIO,X,X,X,X,X,X,X,X,O,X
JSTZLOI,X,X,X,X,X,X,O,X,X,X
JSTZOIL,X,X,X,X,O,O,X,X,O,X
JSTZOLI,X,X,X,X,O,O,O,X,X,X
JSTOILZ,O,X,X,X,X,X,O,X,X,X
JSTOIZL,X,X,X,X,O,O,X,X,X,O
JSTOLIZ,X,X,X,X,X,X,O,X,X,X
JSTOLZI,O,X,X,X,O,X,O,X,X,X
JSTOZIL,X,X,X,X,O,O,X,X,O,X
JSTOZLI,X,X,X,X,O,O,O,X,X,X
JSITLZO,O,X,X,O,X,X,X,X,X,X
JSITLOZ,O,X,X,O,X,X,O,X,X,X
JSITZLO,O,X,X,X,X,X,X,X,O,X
JSITZOL,X,X,X,X,X,O,X,O,O,X
JSITOLZ,O,X,X,X,X,X,O,X,X,X
JSITOZL,X,X,X,X,X,O,X,O,X,O
JSILTZO,O,O,X,O,X,X,X,X,X,X
JSILTOZ,O,O,X,O,X,X,O,X,X,X
JSILZTO,O,O,X,O,X,X,X,X,X,X
JSILZOT,O,O,X,O,X,X,X,O,X,X
JSILOTZ,O,O,X,O,X,X,O,X,X,X
JSILOZT,O,O,X,O,X,X,O,O,X,X
JSIZTLO,O,X,X,X,X,X,X,X,O,X
JSIZTOL,X,X,X,X,O,O,X,O,O,X
JSIZLTO,O,X,X,X,X,X,X,X,O,X
JSIZLOT,O,X,X,X,X,X,X,O,X,X
JSIZOTL,X,X,X,X,O,O,X,O,O,O
JSIZOLT,X,X,X,X,X,X,X,O,X,X
JSIOTLZ,O,X,X,X,X,X,O,X,X,X
JSIOTZL,X,X,X,X,O,O,X,O,X,O
JSIOLTZ,O,O,X,X,X,X,O,X,X,X
JSIOLZT,O,O,X,X,X,X,O,O,X,X
JSIOZTL,X,X,X,X,O,O,X,O,X,O
JSIOZLT,X,X,X,X,X,X,X,O,X,X
JSLTIZO,X,O,X,O,X,X,X,X,X,X
JSLTIOZ,X,O,X,O,X,X,O,X,X,X
JSLTZIO,X,O,X,X,X,X,X,X,O,X
JSLTZOI,O,O,X,X,X,X,O,X,X,X
JSLTOIZ,X,O,X,O,X,X,O,X,X,X
JSLTOZI,O,O,X,X,X,X,O,X,X,X
JSLITZO,X,O,X,O,X,X,X,X,X,X
JSLITOZ,X,O,X,O,X,X,O,X,X,X
JSLIZTO,X,O,X,O,X,X,X,X,X,X
JSLIZOT,X,O,X,O,X,X,X,O,X,X
JSLIOTZ,X,O,X,O,X,X,O,X,X,X
JSLIOZT,X,O,X,O,X,X,O,O,X,X
JSLZTIO,X,O,X,X,X,X,X,X,O,X
JSLZTOI,O,O,X,X,X,X,O,X,X,X
JSLZITO,X,O,X,X,X,X,X,X,O,X
JSLZIOT,X,O,X,X,X,X,X,O,X,X
JSLZOTI,O,O,X,X,O,X,O,X,X,X
JSLZOIT,X,O,X,X,X,X,O,X,X,X
JSLOTIZ,X,O,X,O,X,X,O,X,X,X
JSLOTZI,O,O,X,X,O,X,O,X,X,X
JSLOITZ,X,O,X,O,X,X,O,X,X,X
JSLOIZT,X,O,X,O,X,X,O,X,X,X
JSLOZTI,O,O,X,X,O,X,O,X,X,X
JSLOZIT,X,O,X,X,X,X,O,X,X,X
JSZTILO,X,X,X,X,X,X,X,X,O,X
JSZTIOL,X,X,X,X,O,O,X,O,O,X
JSZTLIO,X,X,X,X,X,X,X,X,O,X
JSZTLOI,X,X,X,X,X,X,O,X,X,X
JSZTOIL,X,X,X,X,O,O,X,X,O,X
JSZTOLI,X,X,X,X,O,O,O,X,X,X
JSZITLO,X,X,X,X,X,X,X,X,O,X
JSZITOL,X,X,X,X,O,O,X,O,O,X
JSZILTO,X,X,X,X,X,X,X,X,O,X
JSZILOT,X,X,X,X,X,X,X,O,X,X
JSZIOTL,X,X,X,X,O,O,X,O,O,X
JSZIOLT,X,X,X,X,X,X,X,O,X,X
JSZLTIO,X,X,X,X,X,X,X,X,O,X
JSZLTOI,X,X,X,X,X,X,O,X,X,X
JSZLITO,X,X,X,X,X,X,X,X,O,X
JSZLIOT,X,X,X,X,X,X,X,O,X,X
JSZLOTI,X,X,X,X,O,X,O,X,X,X
JSZLOIT,X,X,X,X,X,X,O,X,X,X
JSZOTIL,X,X,X,X,O,O,X,X,O,X
JSZOTLI,X,X,X,X,O,O,O,X,X,X
JSZOITL,X,X,X,X,O,O,X,O,O,X
JSZOILT,X,X,X,X,X,X,X,O,X,X
JSZOLTI,X,X,X,X,O,X,O,X,X,X
JSZOLIT,X,X,X,X,X,X,O,X,X,X
JSOTILZ,O,X,X,X,X,X,O,X,X,X
JSOTIZL,X,X,X,X,O,O,X,X,X,O
JSOTLIZ,X,X,X,X,X,X,O,X,X,X
JSOTLZI,O,X,X,X,O,X,O,X,X,X
JSOTZIL,X,X,X,X,O,O,X,X,O,X
JSOTZLI,X,X,X,X,O,O,O,X,X,X
JSOITLZ,O,X,X,X,X,X,O,X,X,X
JSOITZL,X,X,X,X,O,O,X,O,X,O
JSOILTZ,O,O,X,X,X,X,O,X,X,X
JSOILZT,O,O,X,X,X,X,O,O,X,X
JSOIZTL,X,X,X,X,O,O,X,O,X,O
JSOIZLT,X,X,X,X,X,X,X,O,X,X
JSOLTIZ,X,O,X,X,X,X,O,X,X,X
JSOLTZI,O,O,X,X,O,X,O,X,X,X
JSOLITZ,X,O,X,X,X,X,O,X,X,X
JSOLIZT,X,O,X,X,X,X,O,X,X,X
JSOLZTI,O,O,X,X,O,X,O,X,X,X
JSOLZIT,X,O,X,X,X,X,O,X,X,X
JSOZTIL,X,X,X,X,O,O,X,X,O,X
JSOZTLI,X,X,X,X,O,O,O,X,X,X
JSOZITL,X,X,X,X,O,O,X,O,O,X
JSOZILT,X,X,X,X,X,X,X,O,X,X
JSOZLTI,X,X,X,X,O,X,O,X,X,X
JSOZLIT,X,X,X,X,X,X,O,X,X,X
JZTILSO,X,X,O,O,X,X,X,X,O,X
JZTILOS,X,X,O,O,X,X,X,X,X,X
JZTISLO,X,X,X,X,X,X,X,X,O,X
JZTISOL,X,X,X,X,O,X,X,O,O,X
JZTIOLS,X,X,O,X,O,X,X,X,X,O
JZTIOSL,X,X,X,X,O,X,X,O,O,O
JZTLISO,X,X,O,O,X,X,X,X,O,X
JZTLIOS,X,X,O,O,X,X,X,X,X,X
JZTLSIO,X,X,O,X,X,X,X,X,O,X
JZTLSOI,X,X,O,X,X,X,X,X,X,X
JZTLOIS,X,X,O,O,X,X,X,X,X,X
JZTLOSI,X,X,O,X,X,X,X,X,X,X
JZTSILO,X,X,X,X,X,X,X,X,O,X
JZTSIOL,X,X,X,X,O,O,X,O,O,X
JZTSLIO,X,X,X,X,X,X,X,X,O,X
JZTSLOI,X,X,X,X,X,X,O,X,X,X
JZTSOIL,X,X,X,X,O,O,X,X,O,X
JZTSOLI,X,X,X,X,O,O,O,X,X,X
JZTOILS,X,X,O,X,O,X,X,X,X,O
JZTOISL,X,X,X,X,O,X,X,X,O,O
JZTOLIS,X,X,O,X,O,X,X,X,X,X
JZTOLSI,X,X,O,X,O,X,X,X,X,X
JZTOSIL,X,X,X,X,O,O,X,X,O,X
JZTOSLI,X,X,X,X,O,O,O,X,X,X
JZITLSO,X,X,X,O,X,X,X,X,O,X
JZITLOS,X,X,X,O,X,X,X,X,X,X
JZITSLO,X,X,X,X,X,X,X,X,O,X
JZITSOL,X,X,X,X,O,X,X,O,O,X
JZITOLS,X,X,X,X,O,X,X,X,X,O
JZITOSL,X,X,X,X,O,X,X,O,O,O
JZILTSO,X,X,X,O,X,X,X,X,O,X
JZILTOS,X,X,X,O,X,X,X,X,X,X
JZILSTO,X,X,X,O,X,X,X,X,O,X
JZILSOT,X,X,X,O,X,X,X,O,X,X
JZILOTS,X,X,X,O,X,X,X,X,X,O
JZILOST,X,X,X,O,X,X,X,O,X,X
JZISTLO,X,X,X,X,X,X,X,X,O,X
JZISTOL,X,X,X,X,O,O,X,O,O,X
JZISLTO,X,X,X,X,X,X,X,X,O,X
JZISLOT,X,X,X,X,X,X,X,O,X,X
JZISOTL,X,X,X,X,O,O,X,O,O,O
JZISOLT,X,X,X,X,X,X,X,O,X,X
JZIOTLS,X,X,X,X,O,X,X,X,X,O
JZIOTSL,X,X,X,X,O,X,X,O,O,O
JZIOLTS,X,X,X,X,X,X,X,X,X,O
JZIOLST,X,X,X,X,X,X,X,O,X,X
JZIOSTL,X,X,X,X,O,O,X,O,O,O
JZIOSLT,X,X,X,X,X,X,X,O,X,X
JZLTISO,X,X,O,O,X,X,X,X,O,X
JZLTIOS,X,X,O,O,X,X,X,X,X,X
JZLTSIO,X,X,O,X,X,X,X,X,O,X
JZLTSOI,X,X,O,X,X,X,X,X,X,X
JZLTOIS,X,X,O,O,X,X,X,X,X,X
JZLTOSI,X,X,O,X,X,X,X,X,X,X
JZLITSO,X,X,X,O,X,X,X,X,O,X
JZLITOS,X,X,X,O,X,X,X,X,X,X
JZLISTO,X,X,X,O,X,X,X,X,O,X
JZLISOT,X,X,X,O,X,X,X,O,X,X
JZLIOTS,X,X,X,O,X,X,X,X,X,X
JZLIOST,X,X,X,O,X,X,X,O,X,X
JZLSTIO,X,X,O,X,X,X,X,X,O,X
JZLSTOI,X,X,O,X,X,X,O,X,X,X
JZLSITO,X,X,X,X,X,X,X,X,O,X
JZLSIOT,X,X,X,X,X,X,X,O,X,X
JZLSOTI,X,X,O,X,O,X,O,X,X,X
JZLSOIT,X,X,X,X,X,X,O,X,X,X
JZLOTIS,X,X,O,O,O,X,X,X,X,X
JZLOTSI,X,X,O,X,O,X,X,X,X,X
JZLOITS,X,X,X,O,X,X,X,X,X,X
JZLOIST,X,X,X,O,X,X,X,X,X,X
JZLOSTI,X,X,O,X,O,X,O,X,X,X
JZLOSIT,X,X,X,X,X,X,O,X,X,X
JZSTILO,X,X,X,X,X,X,X,X,O,X
JZSTIOL,X,X,X,X,O,O,X,O,O,X
JZSTLIO,X,X,X,X,X,X,X,X,O,X
JZSTLOI,X,X,X,X,X,X,O,X,X,X
JZSTOIL,X,X,X,X,O,O,X,X,O,X
JZSTOLI,X,X,X,X,O,O,O,X,X,X
JZSITLO,X,X,X,X,X,X,X,X,O,X
JZSITOL,X,X,X,X,O,O,X,O,O,X
JZSILTO,X,X,X,X,X,X,X,X,O,X
JZSILOT,X,X,X,X,X,X,X,O,X,X
JZSIOTL,X,X,X,X,O,O,X,O,O,X
JZSIOLT,X,X,X,X,X,X,X,O,X,X
JZSLTIO,X,X,O,X,X,X,X,X,O,X
JZSLTOI,X,X,O,X,X,X,O,X,X,X
JZSLITO,X,X,X,X,X,X,X,X,O,X
JZSLIOT,X,X,X,X,X,X,X,O,X,X
JZSLOTI,X,X,O,X,O,X,O,X,X,X
JZSLOIT,X,X,X,X,X,X,O,X,X,X
JZSOTIL,X,X,X,X,O,O,X,X,O,X
JZSOTLI,X,X,X,X,O,O,O,X,X,X
JZSOITL,X,X,X,X,O,O,X,O,O,X
JZSOILT,X,X,X,X,X,X,X,O,X,X
JZSOLTI,X,X,O,X,O,X,O,X,X,X
JZSOLIT,X,X,X,X,X,X,O,X,X,X
JZOTILS,X,X,O,X,O,X,X,X,X,O
JZOTISL,X,X,X,X,O,X,X,X,O,O
JZOTLIS,X,X,O,X,O,X,X,X,X,X
JZOTLSI,X,X,O,X,O,X,X,X,X,X
JZOTSIL,X,X,X,X,O,O,X,X,O,X
JZOTSLI,X,X,X,X,O,O,O,X,X,X
JZOITLS,X,X,X,X,O,X,X,X,X,O
JZOITSL,X,X,X,X,O,X,X,O,O,O
JZOILTS,X,X,X,X,X,X,X,X,X,O
JZOILST,X,X,X,X,X,X,X,O,X,X
JZOISTL,X,X,X,X,O,O,X,O,O,O
JZOISLT,X,X,X,X,X,X,X,O,X,X
JZOLTIS,X,X,O,X,O,X,X,X,X,X
JZOLTSI,X,X,O,X,O,X,X,X,X,X
JZOLITS,X,X,X,X,X,X,X,X,X,X
JZOLIST,X,X,X,X,X,X,X,X,X,X
JZOLSTI,X,X,O,X,O,X,O,X,X,X
JZOLSIT,X,X,X,X,X,X,O,X,X,X
JZOSTIL,X,X,X,X,O,O,X,X,O,X
JZOSTLI,X,X,X,X,O,O,O,X,X,X
JZOSITL,X,X,X,X,O,O,X,O,O,X
JZOSILT,X,X,X,X,X,X,X,O,X,X
JZOSLTI,X,X,O,X,O,X,O,X,X,X
JZOSLIT,X,X,X,X,X,X,O,X,X,X
JOTILSZ,X,X,X,O,X,X,X,X,X,X
JOTILZS,X,X,O,O,X,X,X,X,X,O
JOTISLZ,X,X,X,X,X,X,O,X,X,X
JOTISZL,X,X,X,X,O,X,X,X,X,O
JOTIZLS,X,X,O,X,O,X,X,X,X,O
JOTIZSL,X,X,X,X,O,X,X,X,X,O
JOTLISZ,X,X,X,O,X,X,X,X,X,X
JOTLIZS,X,X,O,O,X,X,X,X,X,O
JOTLSIZ,X,X,X,O,X,X,O,X,X,X
JOTLSZI,X,X,X,X,O,X,O,X,X,X
JOTLZIS,X,X,O,O,O,X,X,X,X,X
JOTLZSI,X,X,O,X,O,X,X,X,X,X
JOTSILZ,X,X,X,X,X,X,O,X,X,X
JOTSIZL,X,X,X,X,O,O,X,X,X,O
JOTSLIZ,X,X,X,X,X,X,O,X,X,X
JOTSLZI,X,X,X,X,O,X,O,X,X,X
JOTSZIL,X,X,X,X,O,O,X,X,O,X
JOTSZLI,X,X,X,X,O,O,O,X,X,X
JOTZILS,X,X,O,X,O,X,X,X,X,O
JOTZISL,X,X,X,X,O,X,X,X,O,O
JOTZLIS,X,X,O,X,O,X,X,X,X,X
JOTZLSI,X,X,O,X,O,X,X,X,X,X
JOTZSIL,X,X,X,X,O,O,X,X,O,X
JOTZSLI,X,X,X,X,O,O,O,X,X,X
JOITLSZ,O,X,X,O,X,X,X,X,X,X
JOITLZS,O,X,O,O,X,X,X,X,X,O
JOITSLZ,O,X,X,X,X,X,O,X,X,X
JOITSZL,X,X,X,X,O,X,X,O,X,O
JOITZLS,X,X,O,X,O,X,X,X,X,O
JOITZSL,X,X,X,X,O,X,X,O,X,O
JOILTSZ,O,X,X,O,X,X,X,X,X,X
JOILTZS,O,X,X,O,X,X,X,X,X,O
JOILSTZ,O,X,X,O,X,X,O,X,X,X
JOILSZT,O,X,X,O,X,X,O,O,X,X
JOILZTS,O,X,X,O,X,X,X,X,X,O
JOILZST,O,X,X,O,X,X,X,O,X,X
JOISTLZ,O,X,X,X,X,X,O,X,X,X
JOISTZL,X,X,X,X,O,O,X,O,X,O
JOISLTZ,O,O,X,X,X,X,O,X,X,X
JOISLZT,O,O,X,X,X,X,O,O,X,X
JOISZTL,X,X,X,X,O,O,X,O,X,O
JOISZLT,X,X,X,X,X,X,X,O,X,X
JOIZTLS,X,X,X,X,O,X,X,X,X,O
JOIZTSL,X,X,X,X,O,X,X,O,X,O
JOIZLTS,X,X,X,X,X,X,X,X,X,O
JOIZLST,X,X,X,X,X,X,X,O,X,X
JOIZSTL,X,X,X,X,O,O,X,O,X,O
JOIZSLT,X,X,X,X,X,X,X,O,X,X
JOLTISZ,X,X,X,O,X,X,X,X,X,X
JOLTIZS,X,X,O,O,X,X,X,X,X,O
JOLTSIZ,X,O,X,O,X,X,O,X,X,X
JOLTSZI,X,O,X,X,O,X,O,X,X,X
JOLTZIS,X,X,O,O,O,X,X,X,X,X
JOLTZSI,X,O,O,X,O,X,X,X,X,X
JOLITSZ,O,X,X,O,X,X,X,X,X,X
JOLITZS,O,X,X,O,X,X,X,X,X,O
JOLISTZ,O,X,X,O,X,X,O,X,X,X
JOLISZT,O,X,X,O,X,X,O,X,X,X
JOLIZTS,O,X,X,O,X,X,X,X,X,O
JOLIZST,O,X,X,O,X,X,X,X,X,X
JOLSTIZ,X,O,X,O,X,X,O,X,X,X
JOLSTZI,O,O,X,X,O,X,O,X,X,X
JOLSITZ,X,O,X,O,X,X,O,X,X,X
JOLSIZT,X,O,X,O,X,X,O,X,X,X
JOLSZTI,O,O,X,X,O,X,O,X,X,X
JOLSZIT,X,O,X,X,X,X,O,X,X,X
JOLZTIS,X,X,O,O,O,X,X,X,X,X
JOLZTSI,O,O,O,X,O,X,X,X,X,X
JOLZITS,O,X,X,O,X,X,X,X,X,X
JOLZIST,O,X,X,O,X,X,X,X,X,X
JOLZSTI,O,O,O,X,O,X,O,X,X,X
JOLZSIT,X,O,X,X,X,X,O,X,X,X
JOSTILZ,O,X,X,X,X,X,O,X,X,X
JOSTIZL,X,X,X,X,O,O,X,X,X,O
JOSTLIZ,X,X,X,X,X,X,O,X,X,X
JOSTLZI,O,X,X,X,O,X,O,X,X,X
JOSTZIL,X,X,X,X,O,O,X,X,O,X
JOSTZLI,X,X,X,X,O,O,O,X,X,X
JOSITLZ,O,X,X,X,X,X,O,X,X,X
JOSITZL,X,X,X,X,O,O,X,O,X,O
JOSILTZ,O,O,X,X,X,X,O,X,X,X
JOSILZT,O,O,X,X,X,X,O,O,X,X
JOSIZTL,X,X,X,X,O,O,X,O,X,O
JOSIZLT,X,X,X,X,X,X,X,O,X,X
JOSLTIZ,X,O,X,X,X,X,O,X,X,X
JOSLTZI,O,O,X,X,O,X,O,X,X,X
JOSLITZ,X,O,X,X,X,X,O,X,X,X
JOSLIZT,X,O,X,X,X,X,O,X,X,X
JOSLZTI,O,O,X,X,O,X,O,X,X,X
JOSLZIT,X,O,X,X,X,X,O,X,X,X
JOSZTIL,X,X,X,X,O,O,X,X,O,X
JOSZTLI,X,X,X,X,O,O,O,X,X,X
JOSZITL,X,X,X,X,O,O,X,O,O,X
JOSZILT,X,X,X,X,X,X,X,O,X,X
JOSZLTI,X,X,X,X,O,X,O,X,X,X
JOSZLIT,X,X,X,X,X,X,O,X,X,X
JOZTILS,X,X,O,X,O,X,X,X,X,O
JOZTISL,X,X,X,X,O,X,X,X,O,O
JOZTLIS,X,X,O,X,O,X,X,X,X,X
JOZTLSI,X,X,O,X,O,X,X,X,X,X
JOZTSIL,X,X,X,X,O,O,X,X,O,X
JOZTSLI,X,X,X,X,O,O,O,X,X,X
JOZITLS,X,X,X,X,O,X,X,X,X,O
JOZITSL,X,X,X,X,O,X,X,O,O,O
JOZILTS,X,X,X,X,X,X,X,X,X,O
JOZILST,X,X,X,X,X,X,X,O,X,X
JOZISTL,X,X,X,X,O,O,X,O,O,O
JOZISLT,X,X,X,X,X,X,X,O,X,X
JOZLTIS,X,X,O,X,O,X,X,X,X,X
JOZLTSI,X,X,O,X,O,X,X,X,X,X
JOZLITS,X,X,X,X,X,X,X,X,X,X
JOZLIST,X,X,X,X,X,X,X,X,X,X
JOZLSTI,X,X,O,X,O,X,O,X,X,X
JOZLSIT,X,X,X,X,X,X,O,X,X,X
JOZSTIL,X,X,X,X,O,O,X,X,O,X
JOZSTLI,X,X,X,X,O,O,O,X,X,X
JOZSITL,X,X,X,X,O,O,X,O,O,X
JOZSILT,X,X,X,X,X,X,X,O,X,X
JOZSLTI,X,X,O,X,O,X,O,X,X,X
JOZSLIT,X,X,X,X,X,X,O,X,X,X
STILJZO,O,O,X,O,X,X,X,X,X,X
STILJOZ,O,O,X,O,X,X,O,X,X,X
STILZJO,O,O,O,X,X,X,X,X,X,X
STILZOJ,O,O,O,X,X,O,X,X,X,X
STILOJZ,O,O,X,O,X,X,O,X,X,X
STILOZJ,O,O,O,X,X,O,X,X,X,X
STIJLZO,O,X,X,O,X,X,X,X,X,X
STIJLOZ,O,X,X,O,X,X,O,X,X,X
