sequence,v115@AhA8IeE8EeB8HeC8CeA8Je/EJvhFalBxhBTjB2uBUs?BFtB,v115@AhA8IeE8EeB8HeC8CeA8Jem/IvhFxhBTjBKpBfqBUs?BFtB,v115@AhA8IeE8EeB8HeC8CeA8Je2EJvhFxhBTjB3kByuBUs?BFtB,v115@AhA8IeE8EeB8HeC8CeA8JeyEJvhFxhBTjB0kB2uBFs?BXtB,v115@AhA8IeE8EeB8HeC8CeA8Jei/IvhFxhBTjBcpBeqBFs?BXtB,v115@AhA8IeE8EeB8HeC8CeA8Jei/IvhFxhBTjBmpBUsBFt?B3pB,v115@AhA8IeE8EeB8HeC8CeA8JeOEJvhF8kBxhBTjByuBFs?BXtB,v115@AhA8IeE8EeB8HeC8CeA8JexBJvhFTjBikB3pBUsBFt?BmpB,v115@AhA8IeE8EeB8HeC8CeA8JeyEJvhFxhBToB0kB2uBFs?BXtB,v115@AhA8IeE8EeB8HeC8CeA8JeZFJvhFOpBToB6pBlmBcs?BXtB,v115@AhA8IeE8EeB8HeC8CeA8JeZFJvhF6pBToBOpBlmBcs?BXtB,v115@AhA8IeE8EeB8HeC8CeA8JeOEJvhF8kBxhBToByuBFs?BXtB,v115@AhA8IeE8EeB8HeC8CeA8JexCJvhFikBToB0mB3pB1x?BmpB,v115@AhA8IeE8EeB8HeC8CeA8JexBJvhFTjBmkB0pBFsBXt?BipB,v115@AhA8IeE8EeB8HeC8CeA8JeZFJvhFTjB6pBOpBlmBcs?BXtB
JOSZTIL,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
JOSZTLI,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
JOSZITL,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
JOSZILT,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
JOSZLTI,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
JOSZLIT,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
JOZTILS,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
JOZTISL,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
JOZTLIS,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
JOZTLSI,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
JOZTSIL,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
JOZTSLI,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
JOZITLS,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X
JOZITSL,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X
JOZILTS,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X
JOZILST,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
JOZISTL,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X
JOZISLT,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X
JOZLTIS,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X
JOZLTSI,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X
JOZLITS,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X
JOZLIST,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
JOZLSTI,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
JOZLSIT,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
JOZSTIL,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
JOZSTLI,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
JOZSITL,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
JOZSILT,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
JOZSLTI,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
JOZSLIT,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STILJZO,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X
STILJOZ,X,O,O,O,O,X,O,X,X,X,X,X,X,X,X
STILZJO,X,O,X,X,X,X,O,O,X,X,X,O,X,O,X
STILZOJ,X,O,X,X,X,X,O,O,X,X,X,O,X,O,X
STILOJZ,X,O,O,O,O,X,O,X,X,X,X,X,O,X,O
STILOZJ,X,O,X,X,X,X,O,O,X,X,X,O,O,O,O
STIJLZO,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X
STIJLOZ,O,X,X,O,O,X,O,X,O,X,X,X,X,X,X
STIJZLO,O,X,X,O,O,X,X,X,X,X,X,X,X,O,X
STIJZOL,O,X,X,O,O,X,X,X,X,X,X,X,X,O,X
STIJOLZ,O,X,X,O,O,X,O,X,O,X,X,X,X,X,X
STIJOZL,O,X,X,O,O,X,X,X,X,X,X,X,X,O,X
STIZLJO,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X
STIZLOJ,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X
STIZJLO,X,X,X,O,O,X,X,O,X,X,X,X,X,O,X
STIZJOL,X,X,X,O,O,X,X,O,X,X,X,X,X,O,X
STIZOLJ,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X
STIZOJL,X,X,X,O,O,X,X,O,X,X,X,X,X,O,X
STIOLJZ,X,O,O,O,O,X,O,X,X,X,X,X,O,X,O
STIOLZJ,X,O,X,X,X,X,O,O,X,X,X,O,O,O,O
STIOJLZ,O,X,X,O,O,X,O,X,O,X,X,X,O,X,X
STIOJZL,O,X,X,O,O,X,X,X,X,X,X,X,X,O,X
STIOZLJ,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X
STIOZJL,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X
STLIJZO,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X
STLIJOZ,X,O,O,O,O,X,O,X,X,X,X,X,X,X,X
STLIZJO,X,O,X,X,X,X,O,O,X,X,X,O,X,O,X
STLIZOJ,X,O,X,X,X,X,O,O,X,X,X,O,X,O,X
STLIOJZ,X,O,O,O,O,X,O,X,X,X,X,X,O,X,O
STLIOZJ,X,O,X,X,X,X,O,O,X,X,X,O,O,O,O
STLJIZO,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X
STLJIOZ,X,O,O,O,O,X,O,X,X,X,X,X,X,X,X
STLJZIO,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X
STLJZOI,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X
STLJOIZ,X,O,O,O,O,X,O,X,X,X,X,X,O,X,X
STLJOZI,X,O,O,O,O,X,O,O,X,X,X,X,O,X,X
STLZIJO,X,O,X,X,X,X,O,O,X,X,X,O,X,O,X
STLZIOJ,X,O,X,X,X,X,O,O,X,X,X,O,X,O,X
STLZJIO,X,O,X,X,X,X,O,O,X,X,X,O,X,O,X
STLZJOI,X,O,X,X,X,X,O,O,X,X,X,O,X,O,X
STLZOIJ,X,O,X,X,X,X,O,O,X,X,X,O,O,O,X
STLZOJI,X,O,X,X,X,X,O,O,X,X,X,O,O,O,X
STLOIJZ,X,O,O,O,O,X,O,X,X,X,X,X,O,X,O
STLOIZJ,X,O,X,X,X,X,O,O,X,X,X,O,O,O,O
STLOJIZ,X,O,O,O,O,X,O,X,X,X,X,X,O,X,X
STLOJZI,X,O,O,O,O,X,O,O,X,X,X,X,O,X,X
STLOZIJ,X,O,X,X,X,X,O,O,X,X,X,O,O,O,X
STLOZJI,X,O,X,X,X,X,O,O,X,X,X,O,O,O,X
STJILZO,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X
STJILOZ,O,X,X,O,O,X,O,X,O,X,X,X,X,X,X
STJIZLO,O,X,X,O,O,X,X,X,X,X,X,X,X,O,X
STJIZOL,O,X,X,O,O,X,X,X,X,X,X,X,X,O,X
STJIOLZ,O,X,X,O,O,X,O,X,O,X,X,X,X,X,X
STJIOZL,O,X,X,O,O,X,X,X,X,X,X,X,X,O,X
STJLIZO,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X
STJLIOZ,O,X,X,O,O,X,O,X,O,X,X,X,X,X,X
STJLZIO,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X
STJLZOI,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X
STJLOIZ,O,X,X,O,O,X,O,X,O,X,X,X,O,X,X
STJLOZI,O,X,X,O,O,X,O,O,O,X,X,X,O,X,X
STJZILO,O,X,X,O,O,X,X,X,X,X,X,X,X,O,X
STJZIOL,O,X,X,O,O,X,X,X,X,X,X,X,X,O,X
STJZLIO,O,X,X,O,O,X,X,X,X,X,X,X,X,O,X
STJZLOI,O,X,X,O,O,X,X,X,X,X,X,X,X,O,X
STJZOIL,O,X,X,O,O,X,X,X,X,X,X,X,X,O,X
STJZOLI,O,X,X,O,O,X,X,X,X,X,X,X,X,O,X
STJOILZ,O,X,X,O,O,X,O,X,O,X,X,X,O,X,X
STJOIZL,O,X,X,O,O,X,X,X,X,X,X,X,X,O,X
STJOLIZ,O,X,X,O,O,X,O,X,O,X,X,X,O,X,X
STJOLZI,O,X,X,O,O,X,O,O,O,X,X,X,O,X,X
STJOZIL,O,X,X,O,O,X,X,X,X,X,X,X,X,O,X
STJOZLI,O,X,X,O,O,X,X,X,X,X,X,X,X,O,X
STZILJO,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X
STZILOJ,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X
STZIJLO,X,X,X,O,O,X,X,O,X,X,X,X,X,O,X
STZIJOL,X,X,X,O,O,X,X,O,X,X,X,X,X,O,X
STZIOLJ,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X
STZIOJL,X,X,X,O,O,X,X,O,X,X,X,X,X,O,X
STZLIJO,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X
STZLIOJ,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X
STZLJIO,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X
STZLJOI,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X
STZLOIJ,X,X,X,X,X,X,O,O,X,X,X,X,O,O,X
STZLOJI,X,X,X,X,X,X,O,O,X,X,X,X,O,O,X
STZJILO,X,X,X,O,O,X,X,O,X,X,X,X,X,O,X
STZJIOL,X,X,X,O,O,X,X,O,X,X,X,X,X,O,X
STZJLIO,X,X,X,O,O,X,X,O,X,X,X,X,X,O,X
STZJLOI,X,X,X,O,O,X,X,O,X,X,X,X,X,O,X
STZJOIL,X,X,X,O,O,X,X,O,X,X,X,X,X,O,X
STZJOLI,X,X,X,O,O,X,X,O,X,X,X,X,X,O,X
STZOILJ,X,X,X,X,X,X,O,O,X,X,X,X,O,O,X
STZOIJL,X,X,X,O,O,X,X,O,X,X,X,X,X,O,X
STZOLIJ,X,X,X,X,X,X,O,O,X,X,X,X,O,O,X
STZOLJI,X,X,X,X,X,X,O,O,X,X,X,X,O,O,X
STZOJIL,X,X,X,O,O,X,X,O,X,X,X,X,X,O,X
STZOJLI,X,X,X,O,O,X,X,O,X,X,X,X,X,O,X
STOILJZ,X,O,O,O,O,X,O,X,X,X,X,X,O,X,O
STOILZJ,X,O,X,X,X,X,O,O,X,X,X,O,O,O,O
STOIJLZ,O,X,X,O,O,X,O,X,O,X,X,X,O,X,X
STOIJZL,O,X,X,O,O,X,X,X,X,X,X,X,X,O,X
STOIZLJ,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X
STOIZJL,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X
STOLIJZ,X,O,O,O,O,X,O,X,X,X,X,X,O,X,O
STOLIZJ,X,O,X,X,X,X,O,O,X,X,X,O,O,O,O
STOLJIZ,X,O,O,O,O,X,O,X,X,X,X,X,O,X,X
STOLJZI,X,O,O,O,O,X,O,O,X,X,X,X,O,X,X
STOLZIJ,X,O,X,X,X,X,O,O,X,X,X,O,O,O,X
STOLZJI,X,O,X,X,X,X,O,O,X,X,X,O,O,O,X
STOJILZ,O,X,X,O,O,X,O,X,O,X,X,X,O,X,X
STOJIZL,O,X,X,O,O,X,X,X,X,X,X,X,X,O,X
STOJLIZ,O,X,X,O,O,X,O,X,O,X,X,X,O,X,X
STOJLZI,O,X,X,O,O,X,O,O,O,X,X,X,O,X,X
STOJZIL,O,X,X,O,O,X,X,X,X,X,X,X,X,O,X
STOJZLI,O,X,X,O,O,X,X,X,X,X,X,X,X,O,X
STOZILJ,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X
STOZIJL,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X
STOZLIJ,X,X,X,X,X,X,O,O,X,X,X,X,O,O,X
STOZLJI,X,X,X,X,X,X,O,O,X,X,X,X,O,O,X
STOZJIL,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X
STOZJLI,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X
SITLJZO,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X
SITLJOZ,X,O,O,O,O,X,O,X,X,X,X,X,X,X,X
SITLZJO,X,O,X,X,X,X,O,O,X,X,X,O,X,O,X
SITLZOJ,X,O,X,X,X,X,O,O,X,X,X,O,X,O,X
SITLOJZ,X,O,O,O,O,X,O,X,X,X,X,X,O,X,O
SITLOZJ,X,O,X,X,X,X,O,O,X,X,X,O,O,O,O
SITJLZO,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X
SITJLOZ,O,X,X,O,O,X,O,X,O,X,X,X,X,X,X
SITJZLO,O,X,X,O,O,X,X,X,X,X,X,X,X,O,X
SITJZOL,O,X,X,O,O,X,X,X,X,X,X,X,X,O,X
SITJOLZ,O,X,X,O,O,X,O,X,O,X,X,X,X,X,X
SITJOZL,O,X,X,O,O,X,X,X,X,X,X,X,X,O,X
SITZLJO,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X
SITZLOJ,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X
SITZJLO,X,X,X,O,O,X,X,O,X,X,X,X,X,O,X
SITZJOL,X,X,X,O,O,X,X,O,X,X,X,X,X,O,X
SITZOLJ,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X
SITZOJL,X,X,X,O,O,X,X,O,X,X,X,X,X,O,X
SITOLJZ,X,O,O,O,O,X,O,X,X,X,X,X,O,X,O
SITOLZJ,X,O,X,X,X,X,O,O,X,X,X,O,O,O,O
SITOJLZ,O,X,X,O,O,X,O,X,O,X,X,X,O,X,X
SITOJZL,O,X,X,O,O,X,X,X,X,X,X,X,X,O,X
SITOZLJ,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X
SITOZJL,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X
SILTJZO,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
SILTJOZ,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
SILTZJO,X,O,X,X,X,X,O,O,X,X,X,O,X,X,X
SILTZOJ,X,O,X,X,X,X,O,O,X,X,X,O,X,X,X
SILTOJZ,X,O,O,X,X,X,O,X,X,X,X,X,O,X,O
SILTOZJ,X,O,X,X,X,X,O,O,X,X,X,O,O,X,O
SILJTZO,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SILJTOZ,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
SILJZTO,X,O,O,X,O,X,O,O,X,X,X,X,X,X,X
SILJZOT,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X
SILJOTZ,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O
SILJOZT,X,O,X,O,O,X,O,X,X,X,X,X,X,X,O
SILZTJO,X,O,O,X,X,X,O,O,X,X,X,O,X,X,X
SILZTOJ,X,O,O,X,X,X,O,O,X,X,X,O,X,X,X
SILZJTO,X,O,O,X,X,X,O,O,X,X,X,O,X,X,X
SILZJOT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
SILZOTJ,X,O,X,X,X,X,O,O,X,X,X,X,X,X,O
SILZOJT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O
SILOTJZ,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O
SILOTZJ,X,O,X,X,X,X,O,X,X,X,O,X,X,X,O
SILOJTZ,X,O,X,O,X,X,X,X,X,X,O,X,X,X,O
SILOJZT,X,O,X,O,O,X,O,X,X,X,O,X,X,X,O
SILOZTJ,X,O,X,X,X,X,O,O,X,X,O,X,X,X,O
SILOZJT,X,O,X,X,X,X,O,X,X,X,O,X,X,X,O
SIJTLZO,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SIJTLOZ,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X
SIJTZLO,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SIJTZOL,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SIJTOLZ,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X
SIJTOZL,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SIJLTZO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIJLTOZ,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X
SIJLZTO,O,X,X,X,O,O,O,O,X,X,X,X,X,X,X
SIJLZOT,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X
SIJLOTZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O
SIJLOZT,O,X,X,O,O,X,O,X,X,X,X,X,X,X,O
SIJZTLO,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X
SIJZTOL,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X
SIJZLTO,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X
SIJZLOT,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SIJZOTL,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SIJZOLT,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SIJOTLZ,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
SIJOTZL,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X
SIJOLTZ,O,X,X,O,X,X,X,X,X,O,X,X,X,X,O
SIJOLZT,O,X,X,O,O,X,O,X,X,O,X,X,X,X,O
SIJOZTL,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X
SIJOZLT,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X
SIZTLJO,X,O,O,X,X,X,X,O,X,X,X,X,X,O,X
SIZTLOJ,X,O,O,X,X,X,X,O,X,X,X,X,X,O,X
SIZTJLO,O,X,X,X,X,O,X,O,X,X,X,X,X,O,X
SIZTJOL,O,X,X,X,X,O,X,O,X,X,X,X,X,O,X
SIZTOLJ,X,O,O,X,X,X,X,O,X,X,X,X,X,O,X
SIZTOJL,O,X,X,X,X,O,X,O,X,X,X,X,X,O,X
SIZLTJO,X,O,O,X,X,X,O,O,X,X,X,X,X,X,X
SIZLTOJ,X,O,O,X,X,X,O,O,X,X,X,X,X,X,X
SIZLJTO,X,O,O,X,X,X,O,O,X,X,X,X,X,X,X
SIZLJOT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
SIZLOTJ,X,O,X,X,X,X,O,O,X,X,X,X,X,X,O
SIZLOJT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O
SIZJTLO,O,X,X,X,O,O,X,O,X,X,X,X,X,O,X
SIZJTOL,O,X,X,X,O,O,X,O,X,X,X,X,X,O,X
SIZJLTO,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X
SIZJLOT,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SIZJOTL,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X
SIZJOLT,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SIZOTLJ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SIZOTJL,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SIZOLTJ,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O
SIZOLJT,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
SIZOJTL,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
SIZOJLT,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SIOTLJZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SIOTLZJ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
SIOTJLZ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIOTJZL,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SIOTZLJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOTZJL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOLTJZ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O
SIOLTZJ,X,X,X,X,X,X,O,X,X,X,O,X,X,X,O
SIOLJTZ,X,X,X,O,X,X,X,X,X,X,O,X,X,X,O
SIOLJZT,X,X,X,O,O,X,O,X,X,X,O,X,X,X,O
SIOLZTJ,X,X,X,X,X,X,O,O,X,X,O,X,X,X,O
SIOLZJT,X,X,X,X,X,X,O,X,X,X,O,X,X,X,O
SIOJTLZ,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
SIOJTZL,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
SIOJLTZ,X,X,X,O,X,X,X,X,X,O,X,X,X,X,O
SIOJLZT,X,X,X,O,O,X,O,X,X,O,X,X,X,X,O
SIOJZTL,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
SIOJZLT,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X
SIOZTLJ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SIOZTJL,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SIOZLTJ,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O
SIOZLJT,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
SIOZJTL,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
SIOZJLT,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SLTIJZO,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
SLTIJOZ,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
SLTIZJO,X,O,X,X,X,X,O,O,X,X,X,O,X,X,X
SLTIZOJ,X,O,X,X,X,X,O,O,X,X,X,O,X,X,X
SLTIOJZ,X,O,O,X,X,X,O,X,X,X,X,X,O,X,O
SLTIOZJ,X,O,X,X,X,X,O,O,X,X,X,O,O,X,O
SLTJIZO,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
SLTJIOZ,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
SLTJZIO,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
SLTJZOI,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
SLTJOIZ,X,O,O,X,X,X,O,X,X,X,X,X,O,X,X
SLTJOZI,X,O,O,X,X,X,O,O,X,X,X,X,O,X,X
SLTZIJO,X,O,X,X,X,X,O,O,X,X,X,O,X,X,X
SLTZIOJ,X,O,X,X,X,X,O,O,X,X,X,O,X,X,X
SLTZJIO,X,O,X,X,X,X,O,O,X,X,X,O,X,X,X
SLTZJOI,X,O,X,X,X,X,O,O,X,X,X,O,X,X,X
SLTZOIJ,X,O,X,X,X,X,O,O,X,X,X,O,O,X,X
SLTZOJI,X,O,X,X,X,X,O,O,X,X,X,O,O,X,X
SLTOIJZ,X,O,O,X,X,X,O,X,X,X,X,X,O,X,O
SLTOIZJ,X,O,X,X,X,X,O,O,X,X,X,O,O,X,O
SLTOJIZ,X,O,O,X,X,X,O,X,X,X,X,X,O,X,X
SLTOJZI,X,O,O,X,X,X,O,O,X,X,X,X,O,X,X
SLTOZIJ,X,O,X,X,X,X,O,O,X,X,X,O,O,X,X
SLTOZJI,X,O,X,X,X,X,O,O,X,X,X,O,O,X,X
SLITJZO,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
SLITJOZ,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
SLITZJO,X,O,X,X,X,X,O,O,X,X,X,O,X,X,X
SLITZOJ,X,O,X,X,X,X,O,O,X,X,X,O,X,X,X
SLITOJZ,X,O,O,X,X,X,O,X,X,X,X,X,O,X,O
SLITOZJ,X,O,X,X,X,X,O,O,X,X,X,O,O,X,O
SLIJTZO,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLIJTOZ,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
SLIJZTO,X,O,O,X,O,X,O,O,X,X,X,X,X,X,X
SLIJZOT,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X
SLIJOTZ,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O
SLIJOZT,X,O,X,O,O,X,O,X,X,X,X,X,X,X,O
SLIZTJO,X,O,O,X,X,X,O,O,X,X,X,O,X,X,X
SLIZTOJ,X,O,O,X,X,X,O,O,X,X,X,O,X,X,X
SLIZJTO,X,O,O,X,X,X,O,O,X,X,X,O,X,X,X
SLIZJOT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
SLIZOTJ,X,O,X,X,X,X,O,O,X,X,X,X,X,X,O
SLIZOJT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O
SLIOTJZ,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O
SLIOTZJ,X,O,X,X,X,X,O,X,X,X,O,X,X,X,O
SLIOJTZ,X,O,X,O,X,X,X,X,X,X,O,X,X,X,O
SLIOJZT,X,O,X,O,O,X,O,X,X,X,O,X,X,X,O
SLIOZTJ,X,O,X,X,X,X,O,O,X,X,O,X,X,X,O
SLIOZJT,X,O,X,X,X,X,O,X,X,X,O,X,X,X,O
SLJTIZO,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLJTIOZ,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
SLJTZIO,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLJTZOI,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLJTOIZ,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X
SLJTOZI,X,O,O,O,X,X,X,O,X,X,X,X,O,X,X
SLJITZO,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLJITOZ,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
SLJIZTO,X,O,O,X,O,X,O,O,X,X,X,X,X,X,X
SLJIZOT,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X
SLJIOTZ,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O
SLJIOZT,X,O,X,O,O,X,O,X,X,X,X,X,X,X,O
SLJZTIO,X,O,O,X,O,X,O,O,X,X,X,X,X,X,X
SLJZTOI,X,O,O,X,O,X,O,O,X,X,X,X,X,X,X
SLJZITO,X,O,O,X,O,X,O,O,X,X,X,X,X,X,X
SLJZIOT,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X
SLJZOTI,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X
SLJZOIT,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X
SLJOTIZ,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SLJOTZI,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SLJOITZ,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O
SLJOIZT,X,O,X,O,O,X,O,X,X,X,X,X,X,X,O
SLJOZTI,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X
SLJOZIT,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X
SLZTIJO,X,O,O,X,X,X,O,O,X,X,X,O,X,X,X
SLZTIOJ,X,O,O,X,X,X,O,O,X,X,X,O,X,X,X
SLZTJIO,X,O,O,X,X,X,O,O,X,X,X,O,X,X,X
SLZTJOI,X,O,O,X,X,X,O,O,X,X,X,O,X,X,X
SLZTOIJ,X,O,O,X,X,X,O,O,X,X,X,O,O,X,X
SLZTOJI,X,O,O,X,X,X,O,O,X,X,X,O,O,X,X
SLZITJO,X,O,O,X,X,X,O,O,X,X,X,O,X,X,X
SLZITOJ,X,O,O,X,X,X,O,O,X,X,X,O,X,X,X
