sequence,v115@9gB8HeB8HeA8FeA8BeB8DeD8JeeFJvhFRhBCjB8rBT?oB3qBFrB,v115@9gB8HeB8HeA8FeA8BeB8DeD8JelAJvhF3hBCjB8rBT?oBRqB2vB,v115@9gB8HeB8HeA8FeA8BeB8DeD8JecGJvhFenBCjBXlBT?oBllBxvB,v115@9gB8HeB8HeA8FeA8BeB8DeD8Je/FJvhFxiBKrBFnBT?oBGmBUqB,v115@9gB8HeB8HeA8FeA8BeB8DeD8JeaHJvhFGjBXlBTmBU?oBllBxvB,v115@9gB8HeB8HeA8FeA8BeB8DeD8Je/FJvhFRhBziB+oBU?qBirBlrB,v115@9gB8HeB8HeA8FeA8BeB8DeD8JeCCJvhFmlBxnBllBT?oBUqB3rB,v115@9gB8HeB8HeA8FeA8BeB8DeD8JeiAJvhFcmBxiBXnBT?oBFqBWwB,v115@9gB8HeB8HeA8FeA8BeB8DeD8JeiBJvhFXlBzmBFoB0?lBGoBxvB,v115@9gB8HeB8HeA8FeA8BeB8DeD8JezBJvhFSoBXlB2rBl?lBUoBxvB,v115@9gB8HeB8HeA8FeA8BeB8DeD8JexAJvhFziB+oBVqBi?rB8rB3qB,v115@9gB8HeB8HeA8FeA8BeB8DeD8JexCJvhFmlBXnBToBF?qB6rB0qB,v115@9gB8HeB8HeA8FeA8BeB8DeD8JeGDJvhFVqBRmBUoBi?mB3rBTqB,v115@9gB8HeB8HeA8FeA8BeB8DeD8JeaHJvhFWoBxlB/rBT?oBFqB0qB,v115@9gB8HeB8HeA8FeA8BeB8DeD8Je0AJvhFfoB6oBzmBR?qB2vBlrB,v115@9gB8HeB8HeA8FeA8BeB8DeD8Je0BJvhFWoBllBXlBy?rBToBxvB,v115@9gB8HeB8HeA8FeA8BeB8DeD8JefIJvhF6oBVqBRmBO?rB8rBTqB
LTZIOSJ,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LTZJISO,O,X,X,X,X,X,X,X,X,X,O,X,O,O,X,X,X
LTZJIOS,O,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X
LTZJSIO,O,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X
LTZJSOI,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X
LTZJOIS,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LTZJOSI,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X
LTZSIJO,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LTZSIOJ,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZSJIO,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LTZSJOI,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LTZSOIJ,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZSOJI,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZOIJS,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZOISJ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZOJIS,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZOJSI,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZOSIJ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZOSJI,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOIJSZ,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X
LTOIJZS,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
LTOISJZ,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
LTOISZJ,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
LTOIZJS,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOIZSJ,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LTOJISZ,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X,X,X
LTOJIZS,X,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X
LTOJSIZ,X,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X
LTOJSZI,X,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X
LTOJZIS,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LTOJZSI,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LTOSIJZ,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
LTOSIZJ,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
LTOSJIZ,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
LTOSJZI,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
LTOSZIJ,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
LTOSZJI,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
LTOZIJS,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOZISJ,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LTOZJIS,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOZJSI,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOZSIJ,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LTOZSJI,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LITJSZO,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
LITJSOZ,X,X,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X
LITJZSO,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X
LITJZOS,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X
LITJOSZ,X,X,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X
LITJOZS,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
LITSJZO,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
LITSJOZ,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X
LITSZJO,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LITSZOJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LITSOJZ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LITSOZJ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LITZJSO,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X,O,X
LITZJOS,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,O,X
LITZSJO,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LITZSOJ,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LITZOJS,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LITZOSJ,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LITOJSZ,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X
LITOJZS,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
LITOSJZ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LITOSZJ,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
LITOZJS,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LITOZSJ,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
LIJTSZO,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
LIJTSOZ,X,X,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X
LIJTZSO,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X
LIJTZOS,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X
LIJTOSZ,X,X,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X
LIJTOZS,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
LIJSTZO,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LIJSTOZ,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LIJSZTO,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LIJSZOT,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LIJSOTZ,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LIJSOZT,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LIJZTSO,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LIJZTOS,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LIJZSTO,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LIJZSOT,O,X,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X
LIJZOTS,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LIJZOST,O,X,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X
LIJOTSZ,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X
LIJOTZS,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LIJOSTZ,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LIJOSZT,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
LIJOZTS,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LIJOZST,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X
LISTJZO,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LISTJOZ,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LISTZJO,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LISTZOJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISTOJZ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
LISTOZJ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LISJTZO,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LISJTOZ,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LISJZTO,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LISJZOT,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LISJOTZ,X,X,O,X,X,X,O,X,X,O,X,X,X,X,O,X,X
LISJOZT,X,X,O,X,X,X,O,X,X,O,X,X,X,X,O,X,X
LISZTJO,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LISZTOJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISZJTO,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LISZJOT,O,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X
LISZOTJ,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LISZOJT,X,X,O,X,O,X,O,X,X,X,X,X,X,X,O,X,X
LISOTJZ,X,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X
LISOTZJ,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
LISOJTZ,X,X,O,X,X,X,O,X,O,O,X,X,X,X,O,X,X
LISOJZT,X,X,O,X,O,X,O,X,X,O,X,X,X,X,O,X,X
LISOZTJ,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
LISOZJT,X,X,O,X,O,X,O,X,X,X,X,X,X,X,O,X,X
LIZTJSO,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LIZTJOS,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LIZTSJO,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LIZTSOJ,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZTOJS,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LIZTOSJ,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LIZJTSO,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LIZJTOS,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LIZJSTO,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LIZJSOT,O,X,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X
LIZJOTS,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LIZJOST,O,X,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X
LIZSTJO,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LIZSTOJ,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZSJTO,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LIZSJOT,O,X,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X
LIZSOTJ,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LIZSOJT,X,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
LIZOTJS,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LIZOTSJ,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LIZOJTS,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LIZOJST,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LIZOSTJ,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LIZOSJT,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LIOTJSZ,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LIOTJZS,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOTSJZ,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LIOTSZJ,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
LIOTZJS,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOTZSJ,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
LIOJTSZ,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X
LIOJTZS,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOJSTZ,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X
LIOJSZT,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
LIOJZTS,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOJZST,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
LIOSTJZ,X,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X
LIOSTZJ,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
LIOSJTZ,X,X,O,X,X,X,O,X,O,O,X,X,X,X,O,X,X
LIOSJZT,X,X,O,X,O,X,O,X,X,O,X,X,X,X,O,X,X
LIOSZTJ,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
LIOSZJT,X,O,O,X,O,X,O,X,X,X,X,X,X,X,O,X,X
LIOZTJS,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOZTSJ,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
LIOZJTS,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LIOZJST,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LIOZSTJ,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
LIOZSJT,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LJTISZO,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
LJTISOZ,X,X,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X
LJTIZSO,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
LJTIZOS,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
LJTIOSZ,X,X,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X
LJTIOZS,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
LJTSIZO,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
LJTSIOZ,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
LJTSZIO,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJTSZOI,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJTSOIZ,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
LJTSOZI,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
LJTZISO,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
LJTZIOS,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
LJTZSIO,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LJTZSOI,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X
LJTZOIS,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LJTZOSI,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X
LJTOISZ,X,X,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X
LJTOIZS,X,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X
LJTOSIZ,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
LJTOSZI,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
LJTOZIS,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LJTOZSI,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X
LJITSZO,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
LJITSOZ,X,X,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X
LJITZSO,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X
LJITZOS,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X
LJITOSZ,X,X,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X
LJITOZS,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
LJISTZO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJISTOZ,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJISZTO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJISZOT,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJISOTZ,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJISOZT,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJIZTSO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJIZTOS,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LJIZSTO,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJIZSOT,O,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X
LJIZOTS,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LJIZOST,O,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X
LJIOTSZ,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X
LJIOTZS,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJIOSTZ,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJIOSZT,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
LJIOZTS,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LJIOZST,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X
LJSTIZO,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
LJSTIOZ,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
LJSTZIO,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJSTZOI,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJSTOIZ,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
LJSTOZI,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
LJSITZO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSITOZ,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJSIZTO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSIZOT,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJSIOTZ,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJSIOZT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJSZTIO,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJSZTOI,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJSZITO,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJSZIOT,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJSZOTI,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LJSZOIT,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LJSOTIZ,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
LJSOTZI,O,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X
LJSOITZ,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJSOIZT,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJSOZTI,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LJSOZIT,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LJZTISO,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
LJZTIOS,O,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X
LJZTSIO,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LJZTSOI,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X
LJZTOIS,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LJZTOSI,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X
LJZITSO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZITOS,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LJZISTO,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJZISOT,O,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X
LJZIOTS,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LJZIOST,O,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X
LJZSTIO,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJZSTOI,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LJZSITO,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJZSIOT,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LJZSOTI,O,X,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X
LJZSOIT,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LJZOTIS,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LJZOTSI,O,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X
LJZOITS,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LJZOIST,O,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X
LJZOSTI,O,X,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X
LJZOSIT,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LJOTISZ,X,X,O,X,X,X,X,X,X,O,O,X,X,O,X,X,X
LJOTIZS,X,X,O,O,X,X,X,X,X,X,O,X,X,O,X,X,X
LJOTSIZ,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
LJOTSZI,O,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X
LJOTZIS,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LJOTZSI,O,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X
LJOITSZ,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X
LJOITZS,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJOISTZ,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJOISZT,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJOIZTS,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOIZST,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LJOSTIZ,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
LJOSTZI,O,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X
LJOSITZ,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJOSIZT,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJOSZTI,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LJOSZIT,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LJOZTIS,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LJOZTSI,O,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X
LJOZITS,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOZIST,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LJOZSTI,O,X,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X
LJOZSIT,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LSTIJZO,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,O
LSTIJOZ,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X
LSTIZJO,X,X,X,X,X,X,O,O,X,X,X,X,O,X,X,X,O
LSTIZOJ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
LSTIOJZ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
LSTIOZJ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
LSTJIZO,X,X,X,X,X,X,O,X,X,X,O,X,X,O,X,X,O
LSTJIOZ,X,X,X,X,X,X,O,X,X,X,O,X,X,O,X,X,X
LSTJZIO,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LSTJZOI,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LSTJOIZ,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X
LSTJOZI,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X
LSTZIJO,X,X,X,X,X,X,O,O,X,X,X,X,O,X,X,X,O
LSTZIOJ,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O
LSTZJIO,O,X,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X
LSTZJOI,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LSTZOIJ,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LSTZOJI,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LSTOIJZ,X,X,X,X,X,X,X,X,O,X,X,O,X,X,O,X,X
LSTOIZJ,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,O
LSTOJIZ,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
LSTOJZI,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
LSTOZIJ,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
LSTOZJI,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
LSITJZO,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O
LSITJOZ,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LSITZJO,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,O
LSITZOJ,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
