sequence,v115@HhA8IeB8HeF8AeC8Je0/IvhFlgB3hBOsBTtBCtBxvB,v115@HhA8IeB8HeF8AeC8Jex/IvhFXhBVnBUlBToBCoBmrB,v115@HhA8IeB8HeF8AeC8Jex/IvhFemBUiBFlBfsBTtBCtB,v115@HhA8IeB8HeF8AeC8Jel/IvhFzgB0iB6oB2qBRsBfsB,v115@HhA8IeB8HeF8AeC8Je0/IvhFxgB6oB3lB1rBznBOsB,v115@HhA8IeB8HeF8AeC8Jex/IvhFUlBFmBXnBToBCoBmrB,v115@HhA8IeB8HeF8AeC8Jel/IvhFclBemBxiBSsBToBfsB,v115@HhA8IeB8HeF8AeC8Je0/IvhFTjB3lBCnBmlBxsBFsB,v115@HhA8IeB8HeF8AeC8Je0/IvhFlgByqBfsBxsBGsBTtB,v115@HhA8IeB8HeF8AeC8Jel/IvhF3hBTlBxnBUmBGoBisB
JIOSZTL,O,O,O,X,X,O,X,X,X,X
JIOSZLT,O,O,X,X,X,X,X,O,X,X
JIOZTLS,O,O,X,O,X,X,O,X,X,X
JIOZTSL,O,O,X,X,X,O,X,X,X,X
JIOZLTS,O,O,X,O,X,X,O,X,X,X
JIOZLST,O,O,X,O,X,X,O,O,X,X
JIOZSTL,O,O,X,X,X,O,X,X,X,X
JIOZSLT,O,O,X,X,X,X,X,O,X,X
JLTISZO,X,X,O,O,X,X,X,X,X,X
JLTISOZ,X,X,O,O,X,X,X,X,X,X
JLTIZSO,X,X,X,O,X,X,X,X,X,X
JLTIZOS,X,X,X,O,X,X,X,X,X,X
JLTIOSZ,X,X,O,O,X,X,X,X,X,O
JLTIOZS,X,X,X,O,X,X,X,X,X,X
JLTSIZO,X,X,O,O,X,X,X,X,O,X
JLTSIOZ,X,X,O,O,X,X,X,X,X,X
JLTSZIO,X,O,O,X,X,X,X,X,O,X
JLTSZOI,X,O,O,X,X,X,X,X,X,X
JLTSOIZ,X,X,O,O,X,X,X,X,X,X
JLTSOZI,X,O,O,X,X,X,X,X,X,X
JLTZISO,X,O,X,O,X,X,X,X,X,X
JLTZIOS,X,O,X,O,X,X,O,X,X,X
JLTZSIO,X,O,X,X,X,X,X,X,O,X
JLTZSOI,X,O,X,X,X,X,O,X,X,X
JLTZOIS,X,O,X,O,X,X,O,X,X,X
JLTZOSI,X,O,X,X,X,X,O,X,X,X
JLTOISZ,X,X,O,O,X,X,X,X,X,O
JLTOIZS,X,X,X,O,X,X,X,X,X,X
JLTOSIZ,X,X,O,O,X,X,X,X,X,X
JLTOSZI,X,O,O,X,X,X,X,X,X,X
JLTOZIS,X,O,X,O,X,X,O,X,X,X
JLTOZSI,X,O,X,X,X,X,O,X,X,X
JLITSZO,O,X,X,O,X,X,X,X,X,X
JLITSOZ,O,X,X,O,X,X,X,X,X,X
JLITZSO,O,X,X,O,X,X,X,X,X,X
JLITZOS,O,X,X,O,X,X,X,X,X,X
JLITOSZ,O,X,X,O,X,X,X,X,X,O
JLITOZS,O,X,X,O,X,X,X,X,X,X
JLISTZO,O,X,X,O,X,X,X,X,X,X
JLISTOZ,O,X,X,O,X,X,X,X,X,X
JLISZTO,O,X,X,O,X,X,X,X,X,X
JLISZOT,O,X,X,O,X,X,X,O,X,X
JLISOTZ,O,X,X,O,X,X,X,X,X,O
JLISOZT,O,X,X,O,X,X,X,O,X,X
JLIZTSO,O,X,X,O,X,X,X,X,X,X
JLIZTOS,O,X,X,O,X,X,O,X,X,X
JLIZSTO,O,X,X,O,X,X,X,X,X,X
JLIZSOT,O,X,X,O,X,X,X,O,X,X
JLIZOTS,O,X,X,O,X,X,O,X,X,X
JLIZOST,O,X,X,O,X,X,O,O,X,X
JLIOTSZ,O,X,X,O,X,X,X,X,X,O
JLIOTZS,O,X,X,O,X,X,X,X,X,X
JLIOSTZ,O,X,X,O,X,X,X,X,X,O
JLIOSZT,O,X,X,O,X,X,X,O,X,X
JLIOZTS,O,X,X,O,X,X,O,X,X,X
JLIOZST,O,X,X,O,X,X,O,O,X,X
JLSTIZO,X,X,O,O,X,X,X,X,O,X
JLSTIOZ,X,X,O,O,X,X,X,X,X,X
JLSTZIO,X,O,O,X,X,X,X,X,O,X
JLSTZOI,O,O,O,X,X,X,X,X,X,X
JLSTOIZ,X,X,O,O,X,X,X,X,X,X
JLSTOZI,O,O,O,X,X,X,X,X,X,X
JLSITZO,O,X,X,O,X,X,X,X,O,X
JLSITOZ,O,X,X,O,X,X,X,X,X,X
JLSIZTO,O,X,X,O,X,X,X,X,O,X
JLSIZOT,O,X,X,O,X,X,X,O,X,X
JLSIOTZ,O,X,X,O,X,X,X,X,X,X
JLSIOZT,O,X,X,O,X,X,X,O,X,X
JLSZTIO,X,O,O,X,X,X,X,X,O,X
JLSZTOI,O,O,O,X,X,X,O,X,X,X
JLSZITO,X,O,X,X,X,X,X,X,O,X
JLSZIOT,X,O,X,X,X,X,X,O,X,X
JLSZOTI,O,O,O,X,O,X,O,X,X,X
JLSZOIT,X,O,X,X,X,X,O,X,X,X
JLSOTIZ,X,X,O,O,O,X,X,X,X,X
JLSOTZI,O,O,O,X,O,X,X,X,X,X
JLSOITZ,O,X,X,O,X,X,X,X,X,X
JLSOIZT,O,X,X,O,X,X,X,X,X,X
JLSOZTI,O,O,O,X,O,X,O,X,X,X
JLSOZIT,X,O,X,X,X,X,O,X,X,X
JLZTISO,X,O,X,O,X,X,X,X,X,X
JLZTIOS,X,O,X,O,X,X,O,X,X,X
JLZTSIO,X,O,X,X,X,X,X,X,O,X
JLZTSOI,O,O,X,X,X,X,O,X,X,X
JLZTOIS,X,O,X,O,X,X,O,X,X,X
JLZTOSI,O,O,X,X,X,X,O,X,X,X
JLZITSO,X,O,X,O,X,X,X,X,X,X
JLZITOS,X,O,X,O,X,X,O,X,X,X
JLZISTO,X,O,X,O,X,X,X,X,X,X
JLZISOT,X,O,X,O,X,X,X,O,X,X
JLZIOTS,X,O,X,O,X,X,O,X,X,X
JLZIOST,X,O,X,O,X,X,O,O,X,X
JLZSTIO,X,O,X,X,X,X,X,X,O,X
JLZSTOI,O,O,X,X,X,X,O,X,X,X
JLZSITO,X,O,X,X,X,X,X,X,O,X
JLZSIOT,X,O,X,X,X,X,X,O,X,X
JLZSOTI,O,O,X,X,O,X,O,X,X,X
JLZSOIT,X,O,X,X,X,X,O,X,X,X
JLZOTIS,X,O,X,O,X,X,O,X,X,X
JLZOTSI,O,O,X,X,O,X,O,X,X,X
JLZOITS,X,O,X,O,X,X,O,X,X,X
JLZOIST,X,O,X,O,X,X,O,X,X,X
JLZOSTI,O,O,X,X,O,X,O,X,X,X
JLZOSIT,X,O,X,X,X,X,O,X,X,X
JLOTISZ,X,X,O,O,X,X,X,X,X,O
JLOTIZS,X,X,X,O,X,X,X,X,X,X
JLOTSIZ,X,X,O,O,O,X,X,X,X,X
JLOTSZI,X,O,O,X,O,X,X,X,X,X
JLOTZIS,X,O,X,O,X,X,O,X,X,X
JLOTZSI,X,O,X,X,O,X,O,X,X,X
JLOITSZ,O,X,X,O,X,X,X,X,X,O
JLOITZS,O,X,X,O,X,X,X,X,X,X
JLOISTZ,O,X,X,O,X,X,X,X,X,O
JLOISZT,O,X,X,O,X,X,X,X,X,X
JLOIZTS,O,X,X,O,X,X,O,X,X,X
JLOIZST,O,X,X,O,X,X,O,X,X,X
JLOSTIZ,X,X,O,O,O,X,X,X,X,X
JLOSTZI,O,O,O,X,O,X,X,X,X,X
JLOSITZ,O,X,X,O,X,X,X,X,X,X
JLOSIZT,O,X,X,O,X,X,X,X,X,X
JLOSZTI,O,O,O,X,O,X,O,X,X,X
JLOSZIT,X,O,X,X,X,X,O,X,X,X
JLOZTIS,X,O,X,O,X,X,O,X,X,X
JLOZTSI,O,O,X,X,O,X,O,X,X,X
JLOZITS,X,O,X,O,X,X,O,X,X,X
JLOZIST,X,O,X,O,X,X,O,X,X,X
JLOZSTI,O,O,X,X,O,X,O,X,X,X
JLOZSIT,X,O,X,X,X,X,O,X,X,X
JSTILZO,O,X,O,O,X,X,X,X,X,X
JSTILOZ,O,X,O,O,X,X,X,X,X,X
JSTIZLO,O,O,O,X,X,X,X,X,X,X
JSTIZOL,O,O,O,X,O,X,X,X,X,X
JSTIOLZ,O,X,O,O,O,X,X,X,X,X
JSTIOZL,O,O,O,X,O,X,X,X,X,X
JSTLIZO,X,X,O,O,X,X,X,X,X,X
JSTLIOZ,X,X,O,O,X,X,X,X,X,X
JSTLZIO,X,O,O,X,X,X,X,X,X,X
JSTLZOI,O,O,O,X,X,X,X,X,X,X
JSTLOIZ,X,X,O,O,X,X,X,X,X,X
JSTLOZI,O,O,O,X,X,X,X,X,X,X
JSTZILO,X,O,O,X,X,X,X,X,X,X
JSTZIOL,O,O,O,X,O,O,X,X,X,X
JSTZLIO,X,O,O,X,X,X,X,X,X,X
JSTZLOI,O,O,O,X,X,X,X,X,X,X
JSTZOIL,O,O,O,X,O,O,X,X,X,X
JSTZOLI,O,O,O,X,O,O,X,X,X,X
JSTOILZ,O,X,O,O,O,X,X,X,X,X
JSTOIZL,O,O,O,X,O,X,X,X,X,X
JSTOLIZ,X,X,O,O,O,X,X,X,X,X
JSTOLZI,O,O,O,X,O,X,X,X,X,X
JSTOZIL,O,O,O,X,O,O,X,X,X,X
JSTOZLI,O,O,O,X,O,O,X,X,X,X
JSITLZO,O,X,O,O,X,X,X,X,X,X
JSITLOZ,O,X,O,O,X,X,X,X,X,X
JSITZLO,O,O,O,X,X,X,X,X,X,X
JSITZOL,O,O,O,X,O,X,X,X,X,X
JSITOLZ,O,X,O,O,O,X,X,X,X,X
JSITOZL,O,O,O,X,O,X,X,X,X,X
JSILTZO,O,X,X,O,X,X,X,X,O,X
JSILTOZ,O,X,X,O,X,X,X,X,X,X
JSILZTO,O,X,X,O,X,X,X,X,O,X
JSILZOT,O,X,X,O,X,X,X,O,X,X
JSILOTZ,O,X,X,O,X,X,X,X,X,X
JSILOZT,O,X,X,O,X,X,X,O,X,X
JSIZTLO,O,O,O,X,X,X,X,X,X,X
JSIZTOL,O,O,O,X,O,O,X,X,X,X
JSIZLTO,O,O,X,X,X,X,X,X,O,X
JSIZLOT,O,O,X,X,X,X,X,O,X,X
JSIZOTL,O,O,O,X,X,O,X,X,X,X
JSIZOLT,O,O,X,X,X,X,X,O,X,X
JSIOTLZ,O,X,O,O,X,X,X,X,X,X
JSIOTZL,O,O,O,X,X,X,X,X,X,X
JSIOLTZ,O,X,X,O,X,X,X,X,X,X
JSIOLZT,O,X,X,O,X,X,X,O,X,X
JSIOZTL,O,O,O,X,X,O,X,X,X,X
JSIOZLT,O,O,X,X,X,X,X,O,X,X
JSLTIZO,X,X,O,O,X,X,X,X,O,X
JSLTIOZ,X,X,O,O,X,X,X,X,X,X
JSLTZIO,X,O,O,X,X,X,X,X,O,X
JSLTZOI,O,O,O,X,X,X,X,X,X,X
JSLTOIZ,X,X,O,O,X,X,X,X,X,X
JSLTOZI,O,O,O,X,X,X,X,X,X,X
JSLITZO,O,X,X,O,X,X,X,X,O,X
JSLITOZ,O,X,X,O,X,X,X,X,X,X
JSLIZTO,O,X,X,O,X,X,X,X,O,X
JSLIZOT,O,X,X,O,X,X,X,O,X,X
JSLIOTZ,O,X,X,O,X,X,X,X,X,X
JSLIOZT,O,X,X,O,X,X,X,O,X,X
JSLZTIO,X,O,O,X,X,X,X,X,O,X
JSLZTOI,O,O,O,X,X,X,O,X,X,X
JSLZITO,X,O,X,X,X,X,X,X,O,X
JSLZIOT,X,O,X,X,X,X,X,O,X,X
JSLZOTI,O,O,O,X,O,X,O,X,X,X
JSLZOIT,X,O,X,X,X,X,O,X,X,X
JSLOTIZ,X,X,O,O,O,X,X,X,X,X
JSLOTZI,O,O,O,X,O,X,X,X,X,X
JSLOITZ,O,X,X,O,X,X,X,X,X,X
JSLOIZT,O,X,X,O,X,X,X,X,X,X
JSLOZTI,O,O,O,X,O,X,O,X,X,X
JSLOZIT,X,O,X,X,X,X,O,X,X,X
JSZTILO,X,O,O,X,X,X,X,X,X,X
JSZTIOL,O,O,O,X,O,O,X,X,X,X
JSZTLIO,X,O,O,X,X,X,X,X,X,X
JSZTLOI,O,O,O,X,X,X,O,X,X,X
JSZTOIL,O,O,O,X,O,O,X,X,X,X
JSZTOLI,O,O,O,X,O,O,O,X,X,X
JSZITLO,O,O,O,X,X,X,X,X,X,X
JSZITOL,O,O,O,X,O,O,X,X,X,X
JSZILTO,O,O,X,X,X,X,X,X,O,X
JSZILOT,O,O,X,X,X,X,X,O,X,X
JSZIOTL,O,O,O,X,X,O,X,X,X,X
JSZIOLT,O,O,X,X,X,X,X,O,X,X
JSZLTIO,X,O,O,X,X,X,X,X,O,X
JSZLTOI,O,O,O,X,X,X,O,X,X,X
JSZLITO,X,O,X,X,X,X,X,X,O,X
JSZLIOT,X,O,X,X,X,X,X,O,X,X
JSZLOTI,O,O,O,X,O,X,O,X,X,X
JSZLOIT,X,O,X,X,X,X,O,X,X,X
JSZOTIL,O,O,O,X,O,O,X,X,X,X
JSZOTLI,O,O,O,X,O,O,O,X,X,X
JSZOITL,O,O,O,X,X,O,X,X,X,X
JSZOILT,O,O,X,X,X,X,X,X,X,X
JSZOLTI,O,O,O,X,O,X,O,X,X,X
JSZOLIT,X,O,X,X,X,X,O,X,X,X
JSOTILZ,O,X,O,O,O,X,X,X,X,X
JSOTIZL,O,O,O,X,O,X,X,X,X,X
JSOTLIZ,X,X,O,O,O,X,X,X,X,X
JSOTLZI,O,O,O,X,O,X,X,X,X,X
JSOTZIL,O,O,O,X,O,O,X,X,X,X
JSOTZLI,O,O,O,X,O,O,X,X,X,X
JSOITLZ,O,X,O,O,X,X,X,X,X,X
JSOITZL,O,O,O,X,X,X,X,X,X,X
JSOILTZ,O,X,X,O,X,X,X,X,X,X
JSOILZT,O,X,X,O,X,X,X,X,X,X
JSOIZTL,O,O,O,X,X,O,X,X,X,X
JSOIZLT,O,O,X,X,X,X,X,X,X,X
JSOLTIZ,X,X,O,O,O,X,X,X,X,X
JSOLTZI,O,O,O,X,O,X,X,X,X,X
JSOLITZ,O,X,X,O,X,X,X,X,X,X
JSOLIZT,O,X,X,O,X,X,X,X,X,X
JSOLZTI,O,O,O,X,O,X,O,X,X,X
JSOLZIT,X,O,X,X,X,X,O,X,X,X
JSOZTIL,O,O,O,X,O,O,X,X,X,X
JSOZTLI,O,O,O,X,O,O,O,X,X,X
JSOZITL,O,O,O,X,X,O,X,X,X,X
JSOZILT,O,O,X,X,X,X,X,X,X,X
JSOZLTI,O,O,O,X,O,X,O,X,X,X
JSOZLIT,X,O,X,X,X,X,O,X,X,X
JZTILSO,O,O,X,O,X,X,X,X,X,X
JZTILOS,O,O,X,O,X,X,O,X,X,X
JZTISLO,O,O,O,X,X,X,X,X,X,X
JZTISOL,O,O,O,X,X,O,X,X,X,X
JZTIOLS,O,O,X,O,X,X,O,X,X,X
JZTIOSL,O,O,O,X,X,O,X,X,X,X
JZTLISO,X,O,X,O,X,X,X,X,X,X
JZTLIOS,X,O,X,O,X,X,O,X,X,X
JZTLSIO,X,O,X,X,X,X,X,X,O,X
JZTLSOI,O,O,X,X,X,X,O,X,X,X
JZTLOIS,X,O,X,O,X,X,O,X,X,X
JZTLOSI,O,O,X,X,X,X,O,X,X,X
JZTSILO,X,O,O,X,X,X,X,X,X,X
JZTSIOL,O,O,O,X,O,O,X,X,X,X
JZTSLIO,X,O,O,X,X,X,X,X,X,X
JZTSLOI,O,O,O,X,X,X,O,X,X,X
JZTSOIL,O,O,O,X,O,O,X,X,X,X
JZTSOLI,O,O,O,X,O,O,O,X,X,X
JZTOILS,O,O,X,O,X,X,O,X,X,X
JZTOISL,O,O,O,X,X,O,X,X,X,X
JZTOLIS,X,O,X,O,X,X,O,X,X,X
JZTOLSI,O,O,X,X,O,X,O,X,X,X
JZTOSIL,O,O,O,X,O,O,X,X,X,X
JZTOSLI,O,O,O,X,O,O,O,X,X,X
JZITLSO,O,O,X,O,X,X,X,X,X,X
JZITLOS,O,O,X,O,X,X,O,X,X,X
JZITSLO,O,O,X,X,X,X,X,X,X,X
JZITSOL,O,O,X,X,X,O,X,X,X,X
JZITOLS,O,O,X,O,X,X,O,X,X,X
JZITOSL,O,O,X,X,X,O,X,X,X,X
JZILTSO,O,O,X,O,X,X,X,X,X,X
JZILTOS,O,O,X,O,X,X,O,X,X,X
JZILSTO,O,O,X,O,X,X,X,X,X,X
JZILSOT,O,O,X,O,X,X,X,O,X,X
JZILOTS,O,O,X,O,X,X,O,X,X,X
JZILOST,O,O,X,O,X,X,O,O,X,X
JZISTLO,O,O,X,X,X,X,X,X,X,X
JZISTOL,O,O,X,X,O,O,X,X,X,X
JZISLTO,O,O,X,X,X,X,X,X,X,X
JZISLOT,O,O,X,X,X,X,X,O,X,X
JZISOTL,O,O,X,X,X,O,X,X,X,X
JZISOLT,O,O,X,X,X,X,X,O,X,X
JZIOTLS,O,O,X,O,X,X,O,X,X,X
JZIOTSL,O,O,X,X,X,O,X,X,X,X
JZIOLTS,O,O,X,O,X,X,O,X,X,X
JZIOLST,O,O,X,O,X,X,O,O,X,X
JZIOSTL,O,O,X,X,X,O,X,X,X,X
JZIOSLT,O,O,X,X,X,X,X,O,X,X
JZLTISO,X,O,X,O,X,X,X,X,X,X
JZLTIOS,X,O,X,O,X,X,O,X,X,X
JZLTSIO,X,O,X,X,X,X,X,X,O,X
JZLTSOI,O,O,X,X,X,X,O,X,X,X
JZLTOIS,X,O,X,O,X,X,O,X,X,X
JZLTOSI,O,O,X,X,X,X,O,X,X,X
JZLITSO,X,O,X,O,X,X,X,X,X,X
JZLITOS,X,O,X,O,X,X,O,X,X,X
JZLISTO,X,O,X,O,X,X,X,X,X,X
JZLISOT,X,O,X,O,X,X,X,O,X,X
JZLIOTS,X,O,X,O,X,X,O,X,X,X
JZLIOST,X,O,X,O,X,X,O,O,X,X
JZLSTIO,X,O,X,X,X,X,X,X,O,X
JZLSTOI,O,O,X,X,X,X,O,X,X,X
JZLSITO,X,O,X,X,X,X,X,X,O,X
JZLSIOT,X,O,X,X,X,X,X,O,X,X
JZLSOTI,O,O,X,X,O,X,O,X,X,X
JZLSOIT,X,O,X,X,X,X,O,X,X,X
JZLOTIS,X,O,X,O,X,X,O,X,X,X
JZLOTSI,O,O,X,X,O,X,O,X,X,X
JZLOITS,X,O,X,O,X,X,O,X,X,X
JZLOIST,X,O,X,O,X,X,O,X,X,X
JZLOSTI,O,O,X,X,O,X,O,X,X,X
JZLOSIT,X,O,X,X,X,X,O,X,X,X
JZSTILO,X,O,O,X,X,X,X,X,X,X
JZSTIOL,O,O,O,X,O,O,X,X,X,X
JZSTLIO,X,O,O,X,X,X,X,X,X,X
JZSTLOI,O,O,O,X,X,X,O,X,X,X
JZSTOIL,O,O,O,X,O,O,X,X,X,X
JZSTOLI,O,O,O,X,O,O,O,X,X,X
JZSITLO,O,O,O,X,X,X,X,X,X,X
JZSITOL,O,O,O,X,O,O,X,X,X,X
JZSILTO,O,O,X,X,X,X,X,X,O,X
JZSILOT,O,O,X,X,X,X,X,O,X,X
JZSIOTL,O,O,O,X,X,O,X,X,X,X
JZSIOLT,O,O,X,X,X,X,X,O,X,X
JZSLTIO,X,O,O,X,X,X,X,X,O,X
JZSLTOI,O,O,O,X,X,X,O,X,X,X
JZSLITO,X,O,X,X,X,X,X,X,O,X
JZSLIOT,X,O,X,X,X,X,X,O,X,X
JZSLOTI,O,O,O,X,O,X,O,X,X,X
JZSLOIT,X,O,X,X,X,X,O,X,X,X
JZSOTIL,O,O,O,X,O,O,X,X,X,X
JZSOTLI,O,O,O,X,O,O,O,X,X,X
JZSOITL,O,O,O,X,X,O,X,X,X,X
JZSOILT,O,O,X,X,X,X,X,X,X,X
JZSOLTI,O,O,O,X,O,X,O,X,X,X
JZSOLIT,X,O,X,X,X,X,O,X,X,X
JZOTILS,O,O,X,O,X,X,O,X,X,X
JZOTISL,O,O,O,X,X,O,X,X,X,X
JZOTLIS,X,O,X,O,X,X,O,X,X,X
JZOTLSI,O,O,X,X,O,X,O,X,X,X
JZOTSIL,O,O,O,X,O,O,X,X,X,X
JZOTSLI,O,O,O,X,O,O,O,X,X,X
JZOITLS,O,O,X,O,X,X,O,X,X,X
JZOITSL,O,O,X,X,X,O,X,X,X,X
JZOILTS,O,O,X,O,X,X,O,X,X,X
JZOILST,O,O,X,O,X,X,O,X,X,X
JZOISTL,O,O,X,X,X,O,X,X,X,X
JZOISLT,O,O,X,X,X,X,X,X,X,X
JZOLTIS,X,O,X,O,X,X,O,X,X,X
JZOLTSI,O,O,X,X,O,X,O,X,X,X
JZOLITS,X,O,X,O,X,X,O,X,X,X
JZOLIST,X,O,X,O,X,X,O,X,X,X
JZOLSTI,O,O,X,X,O,X,O,X,X,X
JZOLSIT,X,O,X,X,X,X,O,X,X,X
JZOSTIL,O,O,O,X,O,O,X,X,X,X
JZOSTLI,O,O,O,X,O,O,O,X,X,X
JZOSITL,O,O,O,X,X,O,X,X,X,X
JZOSILT,O,O,X,X,X,X,X,X,X,X
JZOSLTI,O,O,O,X,O,X,O,X,X,X
JZOSLIT,X,O,X,X,X,X,O,X,X,X
JOTILSZ,O,X,O,O,X,X,X,X,X,X
JOTILZS,O,X,X,O,X,X,X,X,X,X
JOTISLZ,O,X,O,O,X,X,X,X,X,X
JOTISZL,O,O,O,X,X,X,X,X,X,X
JOTIZLS,O,O,X,O,X,X,X,X,X,X
JOTIZSL,O,O,O,X,X,X,X,X,X,X
JOTLISZ,X,X,O,O,X,X,X,X,X,O
JOTLIZS,X,X,X,O,X,X,X,X,X,X
JOTLSIZ,X,X,O,O,O,X,X,X,X,X
JOTLSZI,X,O,O,X,O,X,X,X,X,X
JOTLZIS,X,O,X,O,X,X,O,X,X,X
JOTLZSI,X,O,X,X,O,X,O,X,X,X
JOTSILZ,O,X,O,O,O,X,X,X,X,X
JOTSIZL,O,O,O,X,O,X,X,X,X,X
JOTSLIZ,X,X,O,O,O,X,X,X,X,X
JOTSLZI,O,O,O,X,O,X,X,X,X,X
JOTSZIL,O,O,O,X,O,O,X,X,X,X
JOTSZLI,O,O,O,X,O,O,X,X,X,X
JOTZILS,X,O,X,O,X,X,O,X,X,X
JOTZISL,O,O,O,X,X,O,X,X,X,X
JOTZLIS,X,O,X,O,X,X,O,X,X,X
JOTZLSI,O,O,X,X,O,X,O,X,X,X
JOTZSIL,O,O,O,X,O,O,X,X,X,X
JOTZSLI,O,O,O,X,O,O,O,X,X,X
JOITLSZ,O,X,O,O,X,X,X,X,X,X
JOITLZS,O,X,X,O,X,X,X,X,X,X
JOITSLZ,O,X,O,O,X,X,X,X,X,X
JOITSZL,O,O,O,X,X,X,X,X,X,X
JOITZLS,O,O,X,O,X,X,X,X,X,X
JOITZSL,O,O,O,X,X,X,X,X,X,X
JOILTSZ,O,X,X,O,X,X,X,X,X,X
JOILTZS,O,X,X,O,X,X,X,X,X,X
JOILSTZ,O,X,X,O,X,X,X,X,X,X
JOILSZT,O,X,X,O,X,X,X,X,X,X
JOILZTS,O,X,X,O,X,X,O,X,X,X
JOILZST,O,X,X,O,X,X,O,X,X,X
JOISTLZ,O,X,O,O,X,X,X,X,X,X
JOISTZL,O,O,O,X,X,X,X,X,X,X
JOISLTZ,O,X,X,O,X,X,X,X,X,X
JOISLZT,O,X,X,O,X,X,X,X,X,X
JOISZTL,O,O,O,X,X,O,X,X,X,X
JOISZLT,O,O,X,X,X,X,X,X,X,X
JOIZTLS,O,O,X,O,X,X,O,X,X,X
JOIZTSL,O,O,X,X,X,O,X,X,X,X
JOIZLTS,O,O,X,O,X,X,O,X,X,X
JOIZLST,O,O,X,O,X,X,O,X,X,X
JOIZSTL,O,O,X,X,X,O,X,X,X,X
JOIZSLT,O,O,X,X,X,X,X,X,X,X
JOLTISZ,X,X,O,O,X,X,X,X,X,O
JOLTIZS,X,X,X,O,X,X,X,X,X,X
JOLTSIZ,X,X,O,O,O,X,X,X,X,X
JOLTSZI,X,O,O,X,O,X,X,X,X,X
JOLTZIS,X,O,X,O,X,X,O,X,X,X
JOLTZSI,X,O,X,X,O,X,O,X,X,X
JOLITSZ,O,X,X,O,X,X,X,X,X,O
JOLITZS,O,X,X,O,X,X,X,X,X,X
JOLISTZ,O,X,X,O,X,X,X,X,X,O
JOLISZT,O,X,X,O,X,X,X,X,X,X
JOLIZTS,O,X,X,O,X,X,O,X,X,X
JOLIZST,O,X,X,O,X,X,O,X,X,X
JOLSTIZ,X,X,O,O,O,X,X,X,X,X
JOLSTZI,O,O,O,X,O,X,X,X,X,X
JOLSITZ,O,X,X,O,X,X,X,X,X,X
JOLSIZT,O,X,X,O,X,X,X,X,X,X
JOLSZTI,O,O,O,X,O,X,O,X,X,X
JOLSZIT,X,O,X,X,X,X,O,X,X,X
JOLZTIS,X,O,X,O,X,X,O,X,X,X
JOLZTSI,O,O,X,X,O,X,O,X,X,X
JOLZITS,X,O,X,O,X,X,O,X,X,X
JOLZIST,X,O,X,O,X,X,O,X,X,X
JOLZSTI,O,O,X,X,O,X,O,X,X,X
JOLZSIT,X,O,X,X,X,X,O,X,X,X
JOSTILZ,O,X,O,O,O,X,X,X,X,X
JOSTIZL,O,O,O,X,O,X,X,X,X,X
JOSTLIZ,X,X,O,O,O,X,X,X,X,X
JOSTLZI,O,O,O,X,O,X,X,X,X,X
JOSTZIL,O,O,O,X,O,O,X,X,X,X
JOSTZLI,O,O,O,X,O,O,X,X,X,X
JOSITLZ,O,X,O,O,X,X,X,X,X,X
JOSITZL,O,O,O,X,X,X,X,X,X,X
JOSILTZ,O,X,X,O,X,X,X,X,X,X
JOSILZT,O,X,X,O,X,X,X,X,X,X
JOSIZTL,O,O,O,X,X,O,X,X,X,X
JOSIZLT,O,O,X,X,X,X,X,X,X,X
JOSLTIZ,X,X,O,O,O,X,X,X,X,X
JOSLTZI,O,O,O,X,O,X,X,X,X,X
JOSLITZ,O,X,X,O,X,X,X,X,X,X
JOSLIZT,O,X,X,O,X,X,X,X,X,X
JOSLZTI,O,O,O,X,O,X,O,X,X,X
JOSLZIT,X,O,X,X,X,X,O,X,X,X
JOSZTIL,O,O,O,X,O,O,X,X,X,X
JOSZTLI,O,O,O,X,O,O,O,X,X,X
JOSZITL,O,O,O,X,X,O,X,X,X,X
JOSZILT,O,O,X,X,X,X,X,X,X,X
JOSZLTI,O,O,O,X,O,X,O,X,X,X
JOSZLIT,X,O,X,X,X,X,O,X,X,X
JOZTILS,O,O,X,O,X,X,O,X,X,X
JOZTISL,O,O,O,X,X,O,X,X,X,X
JOZTLIS,X,O,X,O,X,X,O,X,X,X
JOZTLSI,O,O,X,X,O,X,O,X,X,X
JOZTSIL,O,O,O,X,O,O,X,X,X,X
JOZTSLI,O,O,O,X,O,O,O,X,X,X
JOZITLS,O,O,X,O,X,X,O,X,X,X
JOZITSL,O,O,X,X,X,O,X,X,X,X
JOZILTS,O,O,X,O,X,X,O,X,X,X
JOZILST,O,O,X,O,X,X,O,X,X,X
JOZISTL,O,O,X,X,X,O,X,X,X,X
JOZISLT,O,O,X,X,X,X,X,X,X,X
JOZLTIS,X,O,X,O,X,X,O,X,X,X
JOZLTSI,O,O,X,X,O,X,O,X,X,X
JOZLITS,X,O,X,O,X,X,O,X,X,X
JOZLIST,X,O,X,O,X,X,O,X,X,X
JOZLSTI,O,O,X,X,O,X,O,X,X,X
JOZLSIT,X,O,X,X,X,X,O,X,X,X
JOZSTIL,O,O,O,X,O,O,X,X,X,X
JOZSTLI,O,O,O,X,O,O,O,X,X,X
JOZSITL,O,O,O,X,X,O,X,X,X,X
JOZSILT,O,O,X,X,X,X,X,X,X,X
JOZSLTI,O,O,O,X,O,X,O,X,X,X
JOZSLIT,X,O,X,X,X,X,O,X,X,X
