sequence,v115@vhETJJ2vBRrBSxBTtB,v115@vhETJJiqBGsBTtBRwB,v115@vhHT5IfnBTjBKpBUqBFrBGtBRxB,v115@vhHT1ITfB8lB+tBipBlrB3sBRvB,v115@vhHT1IOkBfoBzkBUrBFsBSyBxuB,v115@vhHT5I8kB6oBznB2uBlqB3rBxxB,v115@vhHc/I5oBFlB6rBTnBetBTpB3qB,v115@vhH/DJZkBqpBTlBOrBlnBUsBTtB,v115@vhHzAJfnBziBKpBUqBFrBGtBRxB,v115@vhHz/I8lBzhB+tBipBlrB3sBRvB,v115@vhHfGJ0hBziBKpBFqBGsBTtBRwB,v115@vhHz/IXhB8mB+tBTpBiqBlsBRwB,v115@vhHGBJziBKpBUmB/sBFqBTtBRwB,v115@vhHz/IihBcqB3mB+tBTpBlsBRwB,v115@vhHz4IfnBziBKpBUqBFrBGtBRxB,v115@vhHz1IzfB8lB+tBipBlrB3sBRvB,v115@vhH2/IKpBfqBllBcrBTnBToBxxB,v115@vhH2/IKpBfqBllBcrBxnBTsBTtB,v115@vhHSDJTkBTlB/rBFnB8sB+tBxuB,v115@vhHSDJxkB/rBFnB8sB+tBTpBTqB,v115@vhHT6IegBKpBUmB/sBFqBTtBRwB,v115@vhHqCJTeBcqB3mB+tBTpBlsBRwB,v115@vhHT1I0fBfnB2pBFrBSxBTtBxuB,v115@vhHT5I8lBXjBStBTpB2vBlrBxxB,v115@vhHT5IcoBmkBXmBTpBFsBSyBxvB,v115@vhHT1I/kB0mBCoB2uBlqBTtBxwB,v115@vhHzAJfnBTjBKpBUqBFrBGtBRxB,v115@vhHT/I8lBzhB+tBipBlrB3sBRvB,v115@vhHfGJ0hBTjBKpBFqBGsBTtBRwB,v115@vhHT/IXhB8mB+tBTpBiqBlsBRwB,v115@vhHGBJTjBKpBUmB/sBFqBTtBRwB,v115@vhHT/IihBcqB3mB+tBTpBlsBRwB,v115@vhHT/IfnB0iBKqBTpBFrBGtBRxB,v115@vhHXAJ8lBTjB+sBipBlrBTtBRvB,v115@vhHT/IGiBKqBUnB/tBTpBFrBRxB,v115@vhHiAJTjBcpB3lB+sBlrBTtBRvB,v115@vhHOEJzhBfoBzkBUrBFsBSyBxuB,v115@vhH8EJzgB6oBznB2uBlqB3rBxxB,v115@vhHOEJfnB0iBzkBFrBSxBTtBxuB,v115@vhHXAJ8lB6oBznBTpB2vBlrBxxB,v115@vhH26ITfBKqBUnB/tBTpBFrBRxB,v115@vhHS+ITjBcpB3lB+sBlrBTtBRvB,v115@vhHT1I0fBfmBKpBFqBGsBTtBRwB,v115@vhHT5I8mBXjB+tBTpBiqBlsBRwB,v115@vhH0/IfmBziBKpBFqBGsBTtBRwB,v115@vhHz/I8mBXjB+tBTpBiqBlsBRwB,v115@vhHT+IWoBKpBUmB/sBFqBTtBRwB,v115@vhHT6IykBcqB3mB+tBTpBlsBRwB,v115@vhHcBJ5lBTkBeqBFnB6tBTrB3sB,v115@vhH/BJZnBOpBllBqsBToBUqBTrB,v115@vhHG5I/jBxkB0mBlnBTpBiqBTtB,v115@vhHi1IcfBFlBXmBxnBTpBGsBTtB,v115@vhHfDJ2kBUmBFnBStBTpBTqBRxB,v115@vhH8/ISoB2pBllB3mBTsBTtBRvB,v115@vhHT6IcoBmkBXmBTpBFsBSyBxvB,v115@vhHT+I/kB0mBCoB2uBlqBTtBxwB,v115@vhHO6IzfBKpBUmB/sBFqBTtBRwB,v115@vhH6+IziBcqB3mB+tBTpBlsBRwB,v115@vhHG5I/jBxkB0mBlnBipBzqBTtB,v115@vhHi1IcfBFlBXmBxnBTpBzrBGtB,v115@vhHz8I5jB/pBUlBFmBTnBKtBWxB,v115@vhHZ/IzbB+pBTlBlmB3nBctByvB,v115@vhHT5IfjB5oBikBUmBFnBGqBzsB,v115@vhHT1I8fBZkBllB3mBGoBzpBisB,v115@vhHcFJThBTkBesBqsB/tBFrBxuB,v115@vhHTBJ/nBcpBeqBqqBToBlrBxxB,v115@vhHcFJThBTkBmnBFrBXsBSyBxuB,v115@vhHTBJ/nBClBToB2uB0qBlrBxxB,v115@vhH8/IZkBllBasBGoBzpBXrBzsB,v115@vhHfDJ5oBikBuqBFnBzpB0rBzsB,v115@vhHWDJ/pBRlBFnB6tBTqB0rBzsB,v115@vhHy/IOpBllBRnBctBzpBXrBTsB
JOTLSIZ,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,O,X,X
JOTLSZI,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,O,X,O
JOTLZIS,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,O
JOTLZSI,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,O
JOTSILZ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X
JOTSIZL,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,O,X,X
JOTSLIZ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,O,X,X
JOTSLZI,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,O,X,O
JOTSZIL,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,O,X,O
JOTSZLI,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,O,O,X,O
JOTZILS,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,O,X,O
JOTZISL,X,X,X,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,O,X,O
JOTZLIS,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,O,X,O
JOTZLSI,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,O,X,O
JOTZSIL,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,O,X,O
JOTZSLI,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,O,X,O
JOITLSZ,O,O,O,X,X,X,O,X,X,X,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,O,X,X,O,O,X,X,X,X,X,O,O,O,X,X,O,X,X,X,O,X,X,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X
JOITLZS,O,O,O,X,X,X,O,X,X,X,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,O,X,X,O,O,X,X,X,X,X,O,O,O,X,X,X,O,X,X,O,X,X,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X
JOITSLZ,X,X,O,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,O,O,X,X,O,X,X,X,O,O,O,X,X,O,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X
JOITSZL,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,O,O,X,X,O,X,X,X,O,O,O,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O,O,X,X
JOITZLS,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,O,X,X,O,O,X,X,X,X,X,O,O,O,X,X,X,O,X,X,O,X,X,O,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O,O,X,X
JOITZSL,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,O,O,X,X,O,X,X,X,O,O,O,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O,O,X,X
JOILTSZ,O,O,O,X,X,X,O,O,X,X,O,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O,O,X,X,O,O,X,X,X,X,X,O,O,O,X,X,O,X,X,X,O,O,X,X,O,O,O,O,X,X,X,X,O,X,O,X,X,X,X,X,O,O,X,X
JOILTZS,O,O,O,X,X,X,O,O,X,X,O,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O,O,X,X,O,O,X,X,X,X,X,O,O,O,X,X,X,O,X,X,O,O,X,X,O,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X
JOILSTZ,O,O,O,X,X,X,O,O,X,X,O,O,X,X,O,X,X,O,X,O,X,X,X,O,X,O,X,X,O,O,X,O,O,O,X,O,X,X,X,O,O,O,O,X,O,X,O,X,O,O,O,X,O,O,O,O,X,X,X,X,O,X,O,X,X,X,X,X,O,O,X,X
JOILSZT,O,O,O,X,X,X,O,O,O,X,O,O,X,X,O,X,X,O,X,O,X,X,X,O,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,X,O,O,O,X,O,O,O,O,O,O,O,O,X,O,X,O,O,X,O,X,X,X,X,X,O,O,X,O
JOILZTS,O,O,O,X,X,X,O,O,X,X,O,O,X,X,O,X,X,O,X,O,X,X,X,O,O,X,X,X,O,O,O,X,O,O,O,X,X,X,X,O,O,O,X,O,X,O,X,X,O,O,X,O,O,O,O,O,X,X,X,O,X,X,O,X,X,X,X,X,O,O,X,O
JOILZST,O,O,O,X,X,X,O,O,O,X,O,O,X,X,O,X,X,O,X,O,X,X,X,O,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,X,O,O,X,X,O,O,O,O,O,O,O,O,X,O,X,O,O,X,O,X,X,X,X,X,O,O,X,O
JOISTLZ,X,X,O,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X,O,O,X,X,O,X,X,X,O,O,O,X,X,O,X,O,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X
JOISTZL,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X,O,O,X,X,O,X,X,X,O,O,O,X,X,X,X,O,X,O,X,X,O,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O,O,X,X
JOISLTZ,O,O,O,X,X,X,O,O,X,X,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X,O,O,X,O,O,O,X,O,X,X,X,O,O,O,O,X,O,X,O,X,O,O,O,X,O,O,O,O,X,X,X,X,O,X,O,X,X,X,X,X,O,O,X,X
JOISLZT,O,O,O,X,X,X,O,O,O,X,O,O,X,O,O,X,X,X,X,O,X,X,X,X,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,X,O,O,O,X,O,O,O,O,O,O,O,O,X,O,X,O,O,X,O,X,X,X,X,X,O,O,X,O
JOISZTL,X,X,X,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,O,X,O,X,X,X,O,X,X,O,X,O,O,O,X,O,O,X,X,X,O,O,O,X,X,X,X,O,O,O,X,X,O,X,O,X,X,X,O,X,O,X,X,O,X,X,X,X,X,O,O,X,O
JOISZLT,X,X,O,X,X,X,O,O,X,X,O,O,X,O,O,X,X,X,X,O,X,X,X,X,X,O,X,X,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,X,O,O,O,O,O,O,O,O,O,O,O,O,X,O,X,O,O,X,O,X,X,X,X,X,O,O,X,O
JOIZTLS,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,O,O,X,O,O,O,X,X,X,X,O,O,O,X,X,X,O,X,X,O,X,X,O,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O,O,X,O
JOIZTSL,X,X,X,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,O,O,O,X,O,O,X,X,X,O,O,O,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O,O,X,O
JOIZLTS,O,O,O,X,X,X,O,O,X,X,O,O,X,X,O,X,X,O,X,O,X,X,X,O,X,X,X,X,O,O,O,X,O,O,O,X,X,X,X,O,O,O,X,O,X,O,X,O,O,O,X,O,O,O,O,O,X,X,X,O,X,X,O,X,X,X,X,X,O,O,X,O
JOIZLST,O,O,O,X,X,X,O,O,X,X,O,O,X,O,O,X,X,O,X,O,X,X,X,O,X,O,X,X,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,X,O,O,X,O,O,O,X,O,O,O,O,O,X,O,X,O,X,X,O,X,X,X,X,X,O,O,X,O
JOIZSTL,X,X,X,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,O,X,O,X,X,X,O,X,X,O,X,O,O,O,X,O,O,X,X,X,O,O,O,X,X,X,X,X,O,O,X,X,O,X,O,X,X,X,O,X,O,X,X,O,X,X,X,X,X,O,O,X,O
JOIZSLT,X,X,O,X,X,X,O,O,X,X,O,O,X,O,O,X,X,X,X,O,X,X,X,X,X,O,X,X,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,X,O,O,X,O,O,O,X,O,O,O,O,O,X,O,X,O,X,X,O,X,X,X,X,X,O,O,X,O
JOLTISZ,O,O,O,X,X,X,O,O,X,X,O,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O,O,X,X,O,O,X,X,X,X,X,X,O,O,X,X,O,X,X,X,O,O,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,O,O,X,X
JOLTIZS,O,O,O,X,X,X,O,O,X,X,O,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O,O,X,X,O,O,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X
JOLTSIZ,X,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,O,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O,O,O,X
JOLTSZI,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,O,O,O
JOLTZIS,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,O
JOLTZSI,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O
JOLITSZ,O,O,O,X,X,X,O,O,X,X,O,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O,O,X,X,O,O,X,X,X,X,X,X,O,O,X,X,O,X,X,X,O,O,X,X,O,O,O,O,X,X,X,X,O,X,O,X,X,X,X,X,O,O,X,X
JOLITZS,O,O,O,X,X,X,O,O,X,X,O,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O,O,X,X,O,O,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O,O,X,X,O,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X
JOLISTZ,O,O,O,X,X,X,O,O,X,X,O,O,X,X,O,X,X,O,X,O,X,X,X,X,X,O,X,X,O,O,X,O,O,O,X,O,X,X,X,X,O,O,O,X,O,X,O,X,O,O,O,X,O,O,O,O,X,X,O,X,O,X,O,X,X,X,X,X,O,O,O,X
JOLISZT,O,O,O,X,X,X,O,O,O,X,O,O,X,X,O,X,X,O,X,O,X,X,X,X,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,X,O,O,X,X,O,O,O,X,O,O,O,O,O,O,O,O,X,O,O,O,O,X,O,X,X,X,X,X,O,O,O,O
JOLIZTS,O,O,O,X,X,X,O,O,X,X,O,O,X,X,O,X,X,O,X,O,X,X,X,X,O,X,X,X,O,O,O,X,O,O,O,X,X,X,X,X,O,O,X,O,X,O,X,O,O,O,X,O,O,O,O,O,X,X,X,O,X,X,O,X,X,X,X,X,O,O,X,O
JOLIZST,O,O,O,X,X,X,O,O,O,X,O,O,X,X,O,X,X,O,X,O,X,X,X,X,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,X,O,O,X,X,O,O,X,O,O,O,O,O,O,O,O,O,X,O,O,O,O,X,O,X,X,X,X,X,O,O,O,O
JOLSTIZ,X,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,O,O,O,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,O,O,O,X
JOLSTZI,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,O,O,O,O
JOLSITZ,O,O,O,X,X,X,O,O,X,X,O,O,X,X,O,X,X,O,X,O,X,X,X,X,X,O,X,X,O,O,X,X,O,O,X,X,X,X,X,X,O,O,X,X,O,X,O,X,O,O,O,X,X,O,O,O,X,X,O,X,O,X,O,X,X,X,X,X,O,O,O,X
JOLSIZT,O,O,O,X,X,X,O,O,X,X,O,O,O,X,O,X,X,O,X,O,X,X,X,X,X,O,X,X,O,O,O,X,O,O,O,X,X,X,X,X,O,O,X,X,O,O,O,X,O,O,O,O,X,O,O,O,X,X,O,O,O,X,O,X,X,X,X,X,O,O,O,O
JOLSZTI,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,O,O,O,O
JOLSZIT,X,X,X,X,X,X,O,O,X,X,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,O,O,X,X,O,O,X,X,X,X,X,X,O,O,X,X,X,X,O,O,O,O,O,O,X,X,O,O,X,X,O,O,O,X,O,X,X,X,X,X,O,O,O,O
JOLZTIS,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,O,X,O
JOLZTSI,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,O,O,O
JOLZITS,O,O,O,X,X,X,O,O,X,X,O,O,X,X,O,X,X,O,X,O,X,X,X,X,O,X,X,X,O,O,X,X,O,O,X,X,X,X,X,X,O,O,X,X,X,O,X,O,O,O,X,O,O,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X,O,O,X,O
JOLZIST,O,O,O,X,X,X,O,O,X,X,O,O,X,O,O,X,X,O,X,O,X,X,X,X,O,X,X,X,O,O,X,O,O,O,X,O,X,X,X,X,O,O,X,X,O,O,X,O,O,O,O,O,O,X,O,O,X,O,O,O,O,X,O,X,X,X,X,X,O,O,O,O
JOLZSTI,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,O,O,O,O
JOLZSIT,X,X,X,X,X,X,O,O,X,X,O,O,X,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,O,O,X,X,O,O,X,X,X,X,X,X,O,O,X,X,X,X,O,O,O,O,O,O,X,X,O,O,X,X,O,O,O,X,O,X,X,X,X,X,O,O,O,O
JOSTILZ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X
JOSTIZL,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,O,X,X
JOSTLIZ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,O,O,X,X
JOSTLZI,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,O,O,X,O
JOSTZIL,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,O,X,O
JOSTZLI,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,O,O,X,O
JOSITLZ,X,X,O,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X,O,O,X,X,O,X,X,X,O,O,O,X,X,O,X,O,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X
JOSITZL,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X,O,O,X,X,O,X,X,X,O,O,O,X,X,X,X,O,X,O,X,X,O,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O,O,X,X
JOSILTZ,O,O,O,X,X,X,O,O,X,X,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X,O,O,X,O,O,O,X,O,X,X,X,O,O,O,X,X,O,X,O,X,O,O,O,X,O,O,O,O,X,X,O,X,O,X,O,X,X,X,X,X,O,O,O,X
JOSILZT,O,O,O,X,X,X,O,O,X,X,O,O,O,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,X,O,O,O,X,O,O,O,O,O,O,O,O,X,X,O,O,O,X,O,X,X,X,X,X,O,O,O,O
JOSIZTL,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,O,O,O,X,O,O,X,X,X,O,O,O,X,X,X,X,O,X,O,X,X,O,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O,O,X,O
JOSIZLT,X,X,O,X,X,X,O,O,X,X,O,O,O,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,X,O,O,O,X,O,O,O,O,O,O,O,O,X,X,O,O,O,X,O,X,X,X,X,X,O,O,O,O
JOSLTIZ,X,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,O,O,O,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,O,O,O,X
