sequence,v115@IhB8GeC8AeA8EeE8DeA8Jei/IvhFtlBxhBXjBurBct?BTsB,v115@IhB8GeC8AeA8EeE8DeA8Jei/IvhFtlBxhBTjBurBcs?BXtB,v115@IhB8GeC8AeA8EeE8DeA8Jei/IvhFulB9mBxiBToBXs?B0sB,v115@IhB8GeC8AeA8EeE8DeA8Jei/IvhFulB9mBxiBToB0s?BXsB,v115@IhB8GeC8AeA8EeE8DeA8Jei/IvhFulB9mBTjBxsBXs?B0sB,v115@IhB8GeC8AeA8EeE8DeA8Jei/IvhFulBRiB9oB0mBzs?BXsB,v115@IhB8GeC8AeA8EeE8DeA8Jei/IvhFtlBXiBTjBWtB0m?BRxB,v115@IhB8GeC8AeA8EeE8DeA8Jei/IvhFulB9mBxnBToBXs?B0sB,v115@IhB8GeC8AeA8EeE8DeA8Jei/IvhFulB9mBxnBToB0s?BXsB
JSLIOTZ,X,X,O,X,O,X,O,X,X
JSLIOZT,X,X,X,X,X,X,O,X,X
JSLZTIO,O,O,X,X,X,X,X,O,O
JSLZTOI,O,O,O,O,X,X,O,X,X
JSLZITO,O,O,X,X,X,X,X,X,X
JSLZIOT,X,O,X,X,X,X,X,X,X
JSLZOTI,O,O,O,O,X,O,O,X,X
JSLZOIT,X,O,X,X,X,X,X,X,X
JSLOTIZ,O,O,O,O,X,O,O,O,X
JSLOTZI,O,O,O,O,X,O,O,X,X
JSLOITZ,X,X,O,X,X,X,O,X,X
JSLOIZT,X,X,X,X,X,X,O,X,X
JSLOZTI,O,O,O,O,X,O,O,X,X
JSLOZIT,O,O,X,X,X,X,X,X,X
JSZTILO,O,O,X,X,X,X,X,O,O
JSZTIOL,O,O,X,X,X,X,X,X,X
JSZTLIO,O,O,X,X,X,X,X,O,O
JSZTLOI,O,O,O,O,X,X,O,X,X
JSZTOIL,O,O,O,O,X,X,X,X,X
JSZTOLI,O,O,O,O,X,X,O,X,X
JSZITLO,O,O,X,X,X,X,X,X,X
JSZITOL,O,O,X,X,X,X,X,X,X
JSZILTO,O,O,X,X,X,X,X,X,X
JSZILOT,X,O,X,X,X,X,X,X,X
JSZIOTL,X,O,X,X,X,X,X,X,X
JSZIOLT,X,O,X,X,X,X,X,X,X
JSZLTIO,O,O,X,X,X,X,X,O,O
JSZLTOI,O,O,O,O,X,X,O,X,X
JSZLITO,O,O,X,X,X,X,X,X,X
JSZLIOT,X,O,X,X,X,X,X,X,X
JSZLOTI,O,O,O,O,X,O,O,X,X
JSZLOIT,X,O,X,X,X,X,X,X,X
JSZOTIL,O,O,O,O,X,O,X,X,X
JSZOTLI,O,O,O,O,X,O,O,X,X
JSZOITL,X,O,X,X,X,X,X,X,X
JSZOILT,X,O,X,X,X,X,X,X,X
JSZOLTI,O,O,O,O,X,O,O,X,X
JSZOLIT,X,O,X,X,X,X,X,X,X
JSOTILZ,O,O,O,O,X,O,O,O,X
JSOTIZL,O,X,O,X,X,X,O,X,X
JSOTLIZ,O,O,O,O,X,O,O,O,X
JSOTLZI,O,O,O,O,X,O,O,X,X
JSOTZIL,O,O,O,O,X,O,X,X,X
JSOTZLI,O,O,O,O,X,O,O,X,X
JSOITLZ,X,X,O,X,X,X,O,X,X
JSOITZL,X,X,O,X,X,X,O,X,X
JSOILTZ,X,X,O,X,X,X,O,X,X
JSOILZT,X,X,X,X,X,X,O,X,X
JSOIZTL,X,X,X,X,X,X,O,X,X
JSOIZLT,X,X,X,X,X,X,O,X,X
JSOLTIZ,O,O,O,O,X,O,O,O,X
JSOLTZI,O,O,O,O,X,O,O,X,X
JSOLITZ,X,X,O,X,X,X,O,X,X
JSOLIZT,X,X,X,X,X,X,O,X,X
JSOLZTI,O,O,O,O,X,O,O,X,X
JSOLZIT,O,O,X,X,X,X,X,X,X
JSOZTIL,O,O,O,O,X,O,X,X,X
JSOZTLI,O,O,O,O,X,O,O,X,X
JSOZITL,O,O,X,X,X,X,X,X,X
JSOZILT,O,O,X,X,X,X,X,X,X
JSOZLTI,O,O,O,O,X,O,O,X,X
JSOZLIT,O,O,X,X,X,X,X,X,X
JZTILSO,O,O,X,X,O,X,O,X,O
JZTILOS,O,O,X,O,O,O,O,X,O
JZTISLO,O,O,X,X,O,X,O,X,O
JZTISOL,O,O,X,X,O,X,O,X,X
JZTIOLS,O,O,X,O,O,X,O,X,O
JZTIOSL,O,O,X,O,O,X,O,X,X
JZTLISO,O,O,X,X,O,X,O,X,O
JZTLIOS,O,O,X,O,O,O,O,X,O
JZTLSIO,O,O,X,X,X,X,X,O,O
JZTLSOI,O,O,O,O,X,X,O,X,X
JZTLOIS,O,O,O,O,X,O,O,X,O
JZTLOSI,O,O,O,O,X,O,O,X,X
JZTSILO,O,O,X,X,X,X,X,O,O
JZTSIOL,O,O,X,X,X,X,X,X,X
JZTSLIO,O,O,X,X,X,X,X,O,O
JZTSLOI,O,O,O,O,X,X,O,X,X
JZTSOIL,O,O,O,O,X,X,X,X,X
JZTSOLI,O,O,O,O,X,X,O,X,X
JZTOILS,O,O,O,O,X,O,O,X,O
JZTOISL,O,O,X,O,X,O,O,X,X
JZTOLIS,O,O,O,O,X,O,O,X,O
JZTOLSI,O,O,O,O,X,O,O,X,X
JZTOSIL,O,O,O,O,X,O,X,X,X
JZTOSLI,O,O,O,O,X,O,O,X,X
JZITLSO,O,O,X,X,O,X,O,X,O
JZITLOS,O,O,X,O,O,X,O,X,O
JZITSLO,O,O,X,X,O,X,O,X,O
JZITSOL,O,O,X,X,O,X,O,X,X
JZITOLS,O,O,X,O,O,X,O,X,O
JZITOSL,O,O,X,O,O,X,O,X,X
JZILTSO,O,O,X,X,O,X,O,X,O
JZILTOS,O,O,X,O,O,X,O,X,O
JZILSTO,O,O,X,X,X,X,O,X,X
JZILSOT,X,O,X,X,X,X,O,X,X
JZILOTS,X,X,X,O,O,O,O,X,X
JZILOST,X,X,X,X,X,X,O,X,X
JZISTLO,O,O,X,X,X,X,O,X,X
JZISTOL,O,O,X,X,X,X,O,X,X
JZISLTO,O,O,X,X,X,X,O,X,X
JZISLOT,X,O,X,X,X,X,O,X,X
JZISOTL,X,O,X,X,X,X,O,X,X
JZISOLT,X,O,X,X,X,X,O,X,X
JZIOTLS,X,X,X,O,O,O,O,X,X
JZIOTSL,X,X,X,O,O,O,O,X,X
JZIOLTS,X,X,X,O,O,O,O,X,X
JZIOLST,X,X,X,X,X,X,O,X,X
JZIOSTL,X,X,X,X,X,X,O,X,X
JZIOSLT,X,X,X,X,X,X,O,X,X
JZLTISO,O,O,X,X,O,X,O,X,O
JZLTIOS,O,O,X,O,O,O,O,X,O
JZLTSIO,O,O,X,X,X,X,X,O,O
JZLTSOI,O,O,O,O,X,X,O,X,X
JZLTOIS,O,O,O,O,X,O,O,X,O
JZLTOSI,O,O,O,O,X,O,O,X,X
JZLITSO,O,O,X,X,O,X,O,X,O
JZLITOS,O,O,X,O,O,X,O,X,O
JZLISTO,O,O,X,X,X,X,O,X,X
JZLISOT,X,O,X,X,X,X,O,X,X
JZLIOTS,X,X,X,O,O,O,O,X,X
JZLIOST,X,X,X,X,X,X,O,X,X
JZLSTIO,O,O,X,X,X,X,X,O,O
JZLSTOI,O,O,O,O,X,X,O,X,X
JZLSITO,O,O,X,X,X,X,X,X,X
JZLSIOT,X,O,X,X,X,X,X,X,X
JZLSOTI,O,O,O,O,X,O,O,X,X
JZLSOIT,O,O,X,X,X,X,X,X,X
JZLOTIS,O,O,O,O,X,O,O,X,O
JZLOTSI,O,O,O,O,X,O,O,X,X
JZLOITS,O,X,X,O,X,O,O,X,X
JZLOIST,O,X,X,X,X,X,O,X,X
JZLOSTI,O,O,O,O,X,O,O,X,X
JZLOSIT,O,O,X,X,X,X,X,X,X
JZSTILO,O,O,X,X,X,X,X,O,O
JZSTIOL,O,O,X,X,X,X,X,X,X
JZSTLIO,O,O,X,X,X,X,X,O,O
JZSTLOI,O,O,O,O,X,X,O,X,X
JZSTOIL,O,O,O,O,X,X,X,X,X
JZSTOLI,O,O,O,O,X,X,O,X,X
JZSITLO,O,O,X,X,X,X,X,X,X
JZSITOL,O,O,X,X,X,X,X,X,X
JZSILTO,O,O,X,X,X,X,X,X,X
JZSILOT,X,O,X,X,X,X,X,X,X
JZSIOTL,X,O,X,X,X,X,X,X,X
JZSIOLT,X,O,X,X,X,X,X,X,X
JZSLTIO,O,O,X,X,X,X,X,O,O
JZSLTOI,O,O,O,O,X,X,O,X,X
JZSLITO,O,O,X,X,X,X,X,X,X
JZSLIOT,X,O,X,X,X,X,X,X,X
JZSLOTI,O,O,O,O,X,O,O,X,X
JZSLOIT,O,O,X,X,X,X,X,X,X
JZSOTIL,O,O,O,O,X,O,X,X,X
JZSOTLI,O,O,O,O,X,O,O,X,X
JZSOITL,O,O,X,X,X,X,X,X,X
JZSOILT,O,O,X,X,X,X,X,X,X
JZSOLTI,O,O,O,O,X,O,O,X,X
JZSOLIT,O,O,X,X,X,X,X,X,X
JZOTILS,O,O,O,O,X,O,O,X,O
JZOTISL,O,O,X,O,X,O,O,X,X
JZOTLIS,O,O,O,O,X,O,O,X,O
JZOTLSI,O,O,O,O,X,O,O,X,X
JZOTSIL,O,O,O,O,X,O,X,X,X
JZOTSLI,O,O,O,O,X,O,O,X,X
JZOITLS,O,X,X,O,X,O,O,X,X
JZOITSL,O,X,X,O,X,O,O,X,X
JZOILTS,O,X,X,O,X,O,O,X,X
JZOILST,O,X,X,X,X,X,O,X,X
JZOISTL,O,X,X,X,X,X,O,X,X
JZOISLT,O,X,X,X,X,X,O,X,X
JZOLTIS,O,O,O,O,X,O,O,X,O
JZOLTSI,O,O,O,O,X,O,O,X,X
JZOLITS,O,X,X,O,X,O,O,X,X
JZOLIST,O,X,X,X,X,X,O,X,X
JZOLSTI,O,O,O,O,X,O,O,X,X
JZOLSIT,O,O,X,X,X,X,X,X,X
JZOSTIL,O,O,O,O,X,O,X,X,X
JZOSTLI,O,O,O,O,X,O,O,X,X
JZOSITL,O,O,X,X,X,X,X,X,X
JZOSILT,O,O,X,X,X,X,X,X,X
JZOSLTI,O,O,O,O,X,O,O,X,X
JZOSLIT,O,O,X,X,X,X,X,X,X
JOTILSZ,O,X,O,O,O,O,O,X,X
JOTILZS,O,O,O,O,O,O,O,X,X
JOTISLZ,O,X,O,O,O,O,O,X,X
JOTISZL,O,X,O,X,O,X,O,X,X
JOTIZLS,O,O,O,O,O,O,O,X,X
JOTIZSL,O,O,X,O,O,O,O,X,X
JOTLISZ,O,X,O,O,O,O,O,X,X
JOTLIZS,O,O,O,O,O,O,O,X,X
JOTLSIZ,O,X,O,O,X,O,O,O,X
JOTLSZI,O,X,O,O,X,O,O,X,X
JOTLZIS,O,O,O,O,X,O,O,X,O
JOTLZSI,O,O,O,O,X,O,O,X,X
JOTSILZ,O,X,O,O,X,O,O,O,X
JOTSIZL,O,X,O,X,X,X,O,X,X
JOTSLIZ,O,X,O,O,X,O,O,O,X
JOTSLZI,O,X,O,O,X,O,O,X,X
JOTSZIL,O,X,O,O,X,O,X,X,X
JOTSZLI,O,X,O,O,X,O,O,X,X
JOTZILS,O,O,O,O,X,O,O,X,O
JOTZISL,O,O,X,O,X,O,O,X,X
JOTZLIS,O,O,O,O,X,O,O,X,O
JOTZLSI,O,O,O,O,X,O,O,X,X
JOTZSIL,O,O,O,O,X,O,X,X,X
JOTZSLI,O,O,O,O,X,O,O,X,X
JOITLSZ,O,X,O,O,O,O,O,X,X
JOITLZS,O,X,O,O,O,O,O,X,X
JOITSLZ,O,X,O,O,O,O,O,X,X
JOITSZL,O,X,O,X,O,X,O,X,X
JOITZLS,O,X,O,O,O,O,O,X,X
JOITZSL,O,X,X,O,O,O,O,X,X
JOILTSZ,O,X,O,O,O,O,O,X,X
JOILTZS,O,X,O,O,O,O,O,X,X
JOILSTZ,X,X,O,X,O,X,O,X,X
JOILSZT,X,X,X,X,X,X,O,X,X
JOILZTS,O,X,X,O,O,O,O,X,X
JOILZST,O,X,X,X,X,X,O,X,X
JOISTLZ,X,X,O,X,O,X,O,X,X
JOISTZL,X,X,O,X,O,X,O,X,X
JOISLTZ,X,X,O,X,O,X,O,X,X
JOISLZT,X,X,X,X,X,X,O,X,X
JOISZTL,X,X,X,X,X,X,O,X,X
JOISZLT,X,X,X,X,X,X,O,X,X
JOIZTLS,O,X,X,O,O,O,O,X,X
JOIZTSL,O,X,X,O,O,O,O,X,X
JOIZLTS,O,X,X,O,O,O,O,X,X
JOIZLST,O,X,X,X,X,X,O,X,X
JOIZSTL,O,X,X,X,X,X,O,X,X
JOIZSLT,O,X,X,X,X,X,O,X,X
JOLTISZ,O,X,O,O,O,O,O,X,X
JOLTIZS,O,O,O,O,O,O,O,X,X
JOLTSIZ,O,X,O,O,X,O,O,O,X
JOLTSZI,O,X,O,O,X,O,O,X,X
JOLTZIS,O,O,O,O,X,O,O,X,O
JOLTZSI,O,O,O,O,X,O,O,X,X
JOLITSZ,O,X,O,O,O,O,O,X,X
JOLITZS,O,X,O,O,O,O,O,X,X
JOLISTZ,X,X,O,X,O,X,O,X,X
JOLISZT,X,X,X,X,X,X,O,X,X
JOLIZTS,O,X,X,O,O,O,O,X,X
JOLIZST,O,X,X,X,X,X,O,X,X
JOLSTIZ,O,X,O,O,X,O,O,O,X
JOLSTZI,O,X,O,O,X,O,O,X,X
JOLSITZ,X,X,O,X,X,X,O,X,X
JOLSIZT,X,X,X,X,X,X,O,X,X
JOLSZTI,O,X,O,O,X,O,O,X,X
JOLSZIT,O,X,X,X,X,X,X,X,X
JOLZTIS,O,O,O,O,X,O,O,X,O
JOLZTSI,O,O,O,O,X,O,O,X,X
JOLZITS,O,X,X,O,X,O,O,X,X
JOLZIST,O,X,X,X,X,X,O,X,X
JOLZSTI,O,O,O,O,X,O,O,X,X
JOLZSIT,O,O,X,X,X,X,X,X,X
JOSTILZ,O,X,O,O,X,O,O,O,X
JOSTIZL,O,X,O,X,X,X,O,X,X
JOSTLIZ,O,X,O,O,X,O,O,O,X
JOSTLZI,O,X,O,O,X,O,O,X,X
JOSTZIL,O,X,O,O,X,O,X,X,X
JOSTZLI,O,X,O,O,X,O,O,X,X
JOSITLZ,X,X,O,X,X,X,O,X,X
JOSITZL,X,X,O,X,X,X,O,X,X
JOSILTZ,X,X,O,X,X,X,O,X,X
JOSILZT,X,X,X,X,X,X,O,X,X
JOSIZTL,X,X,X,X,X,X,O,X,X
JOSIZLT,X,X,X,X,X,X,O,X,X
JOSLTIZ,O,X,O,O,X,O,O,O,X
JOSLTZI,O,X,O,O,X,O,O,X,X
JOSLITZ,X,X,O,X,X,X,O,X,X
JOSLIZT,X,X,X,X,X,X,O,X,X
JOSLZTI,O,X,O,O,X,O,O,X,X
JOSLZIT,O,X,X,X,X,X,X,X,X
JOSZTIL,O,X,O,O,X,O,X,X,X
JOSZTLI,O,X,O,O,X,O,O,X,X
JOSZITL,O,X,X,X,X,X,X,X,X
JOSZILT,O,X,X,X,X,X,X,X,X
JOSZLTI,O,X,O,O,X,O,O,X,X
JOSZLIT,O,X,X,X,X,X,X,X,X
JOZTILS,O,O,O,O,X,O,O,X,O
JOZTISL,O,O,X,O,X,O,O,X,X
JOZTLIS,O,O,O,O,X,O,O,X,O
JOZTLSI,O,O,O,O,X,O,O,X,X
JOZTSIL,O,O,O,O,X,O,X,X,X
JOZTSLI,O,O,O,O,X,O,O,X,X
JOZITLS,O,X,X,O,X,O,O,X,X
JOZITSL,O,X,X,O,X,O,O,X,X
JOZILTS,O,X,X,O,X,O,O,X,X
JOZILST,O,X,X,X,X,X,O,X,X
JOZISTL,O,X,X,X,X,X,O,X,X
JOZISLT,O,X,X,X,X,X,O,X,X
JOZLTIS,O,O,O,O,X,O,O,X,O
JOZLTSI,O,O,O,O,X,O,O,X,X
JOZLITS,O,X,X,O,X,O,O,X,X
JOZLIST,O,X,X,X,X,X,O,X,X
JOZLSTI,O,O,O,O,X,O,O,X,X
JOZLSIT,O,O,X,X,X,X,X,X,X
JOZSTIL,O,O,O,O,X,O,X,X,X
JOZSTLI,O,O,O,O,X,O,O,X,X
JOZSITL,O,O,X,X,X,X,X,X,X
JOZSILT,O,O,X,X,X,X,X,X,X
JOZSLTI,O,O,O,O,X,O,O,X,X
JOZSLIT,O,O,X,X,X,X,X,X,X
STILJZO,O,O,X,X,O,X,O,O,X
STILJOZ,O,O,O,X,O,O,O,O,X
STILZJO,O,O,X,X,X,X,X,O,X
STILZOJ,O,O,X,X,X,X,X,X,X
STILOJZ,X,O,O,X,O,X,X,O,X
STILOZJ,O,O,O,X,X,X,X,X,X
STIJLZO,O,O,X,X,O,X,O,O,X
STIJLOZ,O,O,O,X,O,O,O,O,X
STIJZLO,O,O,X,X,O,X,O,O,X
STIJZOL,O,O,X,X,O,X,O,X,X
STIJOLZ,O,O,O,X,O,X,O,O,X
STIJOZL,O,X,O,X,O,X,O,X,X
STIZLJO,O,O,X,X,X,X,X,O,X
STIZLOJ,O,O,X,X,X,X,X,X,X
STIZJLO,O,O,X,X,X,X,X,O,X
STIZJOL,X,O,X,X,X,X,X,X,X
STIZOLJ,O,O,X,X,X,X,X,X,X
STIZOJL,X,O,X,X,X,X,X,X,X
STIOLJZ,X,O,O,X,O,X,X,O,X
STIOLZJ,O,O,O,X,X,X,X,X,X
STIOJLZ,X,O,O,X,O,X,X,O,X
STIOJZL,X,X,O,X,O,X,X,X,X
STIOZLJ,O,O,O,X,X,X,X,X,X
STIOZJL,O,O,O,X,X,X,X,X,X
STLIJZO,O,O,X,X,O,X,O,O,X
STLIJOZ,O,O,O,X,O,O,O,O,X
STLIZJO,O,O,X,X,X,X,X,O,X
STLIZOJ,O,O,X,X,X,X,X,X,X
STLIOJZ,X,O,O,X,O,X,X,O,X
STLIOZJ,O,O,O,X,X,X,X,X,X
STLJIZO,O,O,X,X,O,X,O,O,X
STLJIOZ,O,O,O,X,O,O,O,O,X
STLJZIO,O,O,X,X,X,X,X,O,O
STLJZOI,O,O,O,O,X,X,O,X,X
STLJOIZ,O,O,O,O,X,O,O,O,X
STLJOZI,O,O,O,O,X,O,O,X,X
STLZIJO,O,O,X,X,X,X,X,O,O
STLZIOJ,O,O,X,X,X,X,X,X,X
STLZJIO,O,O,X,X,X,X,X,O,O
STLZJOI,O,O,O,O,X,X,X,X,X
STLZOIJ,O,O,O,O,X,X,X,X,X
STLZOJI,O,O,O,O,X,X,X,X,X
STLOIJZ,X,O,O,O,X,O,X,O,X
STLOIZJ,O,O,O,X,X,X,X,X,X
STLOJIZ,O,O,O,O,X,O,X,O,X
STLOJZI,O,O,O,O,X,O,X,X,X
STLOZIJ,O,O,O,O,X,O,X,X,X
STLOZJI,O,O,O,O,X,O,X,X,X
STJILZO,O,O,X,X,O,X,O,O,X
STJILOZ,O,O,O,X,O,O,O,O,X
STJIZLO,O,O,X,X,O,X,O,O,X
STJIZOL,O,O,X,X,O,X,O,X,X
STJIOLZ,O,O,O,X,O,X,O,O,X
STJIOZL,O,X,O,X,O,X,O,X,X
STJLIZO,O,O,X,X,O,X,O,O,X
STJLIOZ,O,O,O,X,O,O,O,O,X
STJLZIO,O,O,X,X,X,X,X,O,O
STJLZOI,O,O,O,O,X,X,O,X,X
STJLOIZ,O,O,O,O,X,O,O,O,X
STJLOZI,O,O,O,O,X,O,O,X,X
STJZILO,O,O,X,X,X,X,X,O,O
STJZIOL,O,O,X,X,X,X,X,X,X
STJZLIO,O,O,X,X,X,X,X,O,O
STJZLOI,O,O,O,O,X,X,O,X,X
STJZOIL,O,O,O,O,X,X,X,X,X
STJZOLI,O,O,O,O,X,X,O,X,X
STJOILZ,O,O,O,O,X,O,O,O,X
STJOIZL,O,X,O,X,X,X,O,X,X
STJOLIZ,O,O,O,O,X,O,O,O,X
STJOLZI,O,O,O,O,X,O,O,X,X
STJOZIL,O,O,O,O,X,O,X,X,X
STJOZLI,O,O,O,O,X,O,O,X,X
STZILJO,O,O,X,X,X,X,X,O,O
STZILOJ,O,O,X,X,X,X,X,X,X
STZIJLO,O,O,X,X,X,X,X,O,O
STZIJOL,O,O,X,X,X,X,X,X,X
STZIOLJ,O,O,X,X,X,X,X,X,X
STZIOJL,O,O,X,X,X,X,X,X,X
STZLIJO,O,O,X,X,X,X,X,O,O
STZLIOJ,O,O,X,X,X,X,X,X,X
STZLJIO,O,O,X,X,X,X,X,O,O
STZLJOI,O,O,O,O,X,X,X,X,X
STZLOIJ,O,O,O,O,X,X,X,X,X
STZLOJI,O,O,O,O,X,X,X,X,X
STZJILO,O,O,X,X,X,X,X,O,O
STZJIOL,O,O,X,X,X,X,X,X,X
STZJLIO,O,O,X,X,X,X,X,O,O
STZJLOI,O,O,O,O,X,X,X,X,X
STZJOIL,O,O,O,O,X,X,X,X,X
STZJOLI,O,O,O,O,X,X,X,X,X
STZOILJ,O,O,O,O,X,X,X,X,X
STZOIJL,O,O,O,O,X,X,X,X,X
STZOLIJ,O,O,O,O,X,X,X,X,X
STZOLJI,O,O,O,O,X,X,X,X,X
STZOJIL,O,O,O,O,X,X,X,X,X
STZOJLI,O,O,O,O,X,X,X,X,X
STOILJZ,X,O,O,O,X,O,X,O,X
STOILZJ,O,O,O,X,X,X,X,X,X
STOIJLZ,X,O,O,O,X,O,X,O,X
STOIJZL,X,X,O,X,X,X,X,X,X
STOIZLJ,O,O,O,X,X,X,X,X,X
STOIZJL,O,O,O,X,X,X,X,X,X
STOLIJZ,X,O,O,O,X,O,X,O,X
STOLIZJ,O,O,O,X,X,X,X,X,X
STOLJIZ,O,O,O,O,X,O,X,O,X
STOLJZI,O,O,O,O,X,O,X,X,X
STOLZIJ,O,O,O,O,X,O,X,X,X
STOLZJI,O,O,O,O,X,O,X,X,X
STOJILZ,O,O,O,O,X,O,X,O,X
STOJIZL,O,X,O,X,X,X,X,X,X
STOJLIZ,O,O,O,O,X,O,X,O,X
STOJLZI,O,O,O,O,X,O,X,X,X
STOJZIL,O,O,O,O,X,O,X,X,X
STOJZLI,O,O,O,O,X,O,X,X,X
STOZILJ,O,O,O,O,X,O,X,X,X
STOZIJL,O,O,O,O,X,O,X,X,X
STOZLIJ,O,O,O,O,X,O,X,X,X
STOZLJI,O,O,O,O,X,O,X,X,X
STOZJIL,O,O,O,O,X,O,X,X,X
STOZJLI,O,O,O,O,X,O,X,X,X
SITLJZO,X,X,X,X,O,X,O,O,X
SITLJOZ,X,O,O,X,O,X,O,O,X
SITLZJO,X,O,X,X,X,X,X,O,X
SITLZOJ,X,O,X,X,X,X,X,X,X
SITLOJZ,X,O,O,X,O,X,X,O,X
SITLOZJ,X,O,O,X,X,X,X,X,X
SITJLZO,X,X,X,X,O,X,O,O,X
SITJLOZ,X,O,O,X,O,X,O,O,X
SITJZLO,X,X,X,X,O,X,O,O,X
SITJZOL,X,X,X,X,O,X,O,X,X
SITJOLZ,X,O,O,X,O,X,O,O,X
SITJOZL,X,X,O,X,O,X,O,X,X
SITZLJO,X,O,X,X,X,X,X,O,X
SITZLOJ,X,O,X,X,X,X,X,X,X
SITZJLO,X,O,X,X,X,X,X,O,X
SITZJOL,X,O,X,X,X,X,X,X,X
SITZOLJ,X,O,X,X,X,X,X,X,X
SITZOJL,X,O,X,X,X,X,X,X,X
SITOLJZ,X,O,O,X,O,X,X,O,X
SITOLZJ,X,O,O,X,X,X,X,X,X
SITOJLZ,X,O,O,X,O,X,X,O,X
SITOJZL,X,X,O,X,O,X,X,X,X
SITOZLJ,X,O,O,X,X,X,X,X,X
SITOZJL,X,O,O,X,X,X,X,X,X
SILTJZO,X,X,X,X,O,X,O,O,X
SILTJOZ,X,O,O,X,O,X,O,O,X
SILTZJO,X,O,X,X,X,X,X,O,X
SILTZOJ,X,O,X,X,X,X,X,X,X
SILTOJZ,X,O,O,X,O,X,X,O,X
SILTOZJ,X,O,O,X,X,X,X,X,X
SILJTZO,X,X,X,X,O,X,O,O,X
SILJTOZ,X,X,O,X,O,X,O,O,X
SILJZTO,X,X,X,X,X,X,O,X,X
SILJZOT,X,X,X,X,X,X,O,X,X
SILJOTZ,X,X,O,X,O,X,O,X,X
SILJOZT,X,X,X,X,X,X,O,X,X
SILZTJO,X,O,X,X,X,X,X,O,X
SILZTOJ,X,O,X,X,X,X,X,X,X
SILZJTO,X,O,X,X,X,X,X,X,X
SILZJOT,X,O,X,X,X,X,X,X,X
SILZOTJ,X,O,X,X,X,X,X,X,X
SILZOJT,X,O,X,X,X,X,X,X,X
SILOTJZ,X,O,O,X,O,X,X,O,X
SILOTZJ,X,O,O,X,X,X,X,X,X
SILOJTZ,X,X,O,X,O,X,X,X,X
SILOJZT,X,X,X,X,X,X,X,X,X
SILOZTJ,X,O,O,X,X,X,X,X,X
SILOZJT,X,O,X,X,X,X,X,X,X
SIJTLZO,X,X,X,X,O,X,O,O,X
SIJTLOZ,X,X,O,X,O,X,O,O,X
SIJTZLO,X,X,X,X,O,X,O,O,X
SIJTZOL,X,X,X,X,O,X,O,X,X
SIJTOLZ,X,X,O,X,O,X,O,O,X
SIJTOZL,X,X,O,X,O,X,O,X,X
SIJLTZO,X,X,X,X,O,X,O,O,X
SIJLTOZ,X,X,O,X,O,X,O,O,X
SIJLZTO,X,X,X,X,X,X,O,X,X
SIJLZOT,X,X,X,X,X,X,O,X,X
SIJLOTZ,X,X,O,X,O,X,O,X,X
SIJLOZT,X,X,X,X,X,X,O,X,X
SIJZTLO,X,X,X,X,X,X,O,X,X
SIJZTOL,X,X,X,X,X,X,O,X,X
SIJZLTO,X,X,X,X,X,X,O,X,X
SIJZLOT,X,X,X,X,X,X,O,X,X
SIJZOTL,X,X,X,X,X,X,O,X,X
SIJZOLT,X,X,X,X,X,X,O,X,X
SIJOTLZ,X,X,O,X,O,X,O,X,X
SIJOTZL,X,X,O,X,O,X,O,X,X
SIJOLTZ,X,X,O,X,O,X,O,X,X
SIJOLZT,X,X,X,X,X,X,O,X,X
SIJOZTL,X,X,X,X,X,X,O,X,X
SIJOZLT,X,X,X,X,X,X,O,X,X
SIZTLJO,X,O,X,X,X,X,X,O,X
SIZTLOJ,X,O,X,X,X,X,X,X,X
SIZTJLO,X,O,X,X,X,X,X,O,X
SIZTJOL,X,O,X,X,X,X,X,X,X
SIZTOLJ,X,O,X,X,X,X,X,X,X
SIZTOJL,X,O,X,X,X,X,X,X,X
SIZLTJO,X,O,X,X,X,X,X,O,X
SIZLTOJ,X,O,X,X,X,X,X,X,X
SIZLJTO,X,O,X,X,X,X,X,X,X
SIZLJOT,X,O,X,X,X,X,X,X,X
SIZLOTJ,X,O,X,X,X,X,X,X,X
SIZLOJT,X,O,X,X,X,X,X,X,X
SIZJTLO,X,O,X,X,X,X,X,X,X
SIZJTOL,X,O,X,X,X,X,X,X,X
SIZJLTO,X,O,X,X,X,X,X,X,X
SIZJLOT,X,O,X,X,X,X,X,X,X
SIZJOTL,X,O,X,X,X,X,X,X,X
SIZJOLT,X,O,X,X,X,X,X,X,X
SIZOTLJ,X,O,X,X,X,X,X,X,X
SIZOTJL,X,O,X,X,X,X,X,X,X
SIZOLTJ,X,O,X,X,X,X,X,X,X
SIZOLJT,X,O,X,X,X,X,X,X,X
SIZOJTL,X,O,X,X,X,X,X,X,X
SIZOJLT,X,O,X,X,X,X,X,X,X
SIOTLJZ,X,O,O,X,O,X,X,O,X
SIOTLZJ,X,O,O,X,X,X,X,X,X
SIOTJLZ,X,O,O,X,O,X,X,O,X
SIOTJZL,X,X,O,X,O,X,X,X,X
SIOTZLJ,X,O,O,X,X,X,X,X,X
SIOTZJL,X,O,O,X,X,X,X,X,X
SIOLTJZ,X,O,O,X,O,X,X,O,X
SIOLTZJ,X,O,O,X,X,X,X,X,X
SIOLJTZ,X,X,O,X,O,X,X,X,X
SIOLJZT,X,X,X,X,X,X,X,X,X
