sequence,v115@EhB8IeA8HeB8AeE8BeB8KeOEJvhFXgBThBNnB5oBSq?B0rB,v115@EhB8IeA8HeB8AeE8BeB8Kei/IvhF+lBThBNnB5oB3k?B0rB,v115@EhB8IeA8HeB8AeE8BeB8KeKEJvhFzfBGhBNnB5oB3l?B0rB,v115@EhB8IeA8HeB8AeE8BeB8KeOEJvhFXgBNmBUiB5oBSq?BzrB,v115@EhB8IeA8HeB8AeE8BeB8Kei/IvhF+lBNmBUiB5oB3k?BzrB,v115@EhB8IeA8HeB8AeE8BeB8Kei/IvhF+lBNnB5oB3kBTm?B0rB,v115@EhB8IeA8HeB8AeE8BeB8Kem/IvhFSmBNnB5oBTkB3l?B0rB
ZOSTILJ,X,O,O,O,X,X,O
ZOSTIJL,X,O,O,O,O,X,O
ZOSTLIJ,X,O,O,O,X,X,O
ZOSTLJI,X,O,O,O,X,X,O
ZOSTJIL,X,O,O,O,O,X,O
ZOSTJLI,X,O,O,O,O,X,O
ZOSITLJ,X,O,O,O,X,X,O
ZOSITJL,X,O,O,O,O,X,O
ZOSILTJ,X,O,O,X,X,X,X
ZOSILJT,X,O,O,X,O,X,X
ZOSIJTL,X,O,X,O,O,X,O
ZOSIJLT,X,O,X,X,O,X,X
ZOSLTIJ,X,O,O,X,X,X,X
ZOSLTJI,X,O,O,X,X,X,X
ZOSLITJ,X,O,O,X,X,X,X
ZOSLIJT,X,O,O,X,O,X,X
ZOSLJTI,X,O,O,X,O,X,X
ZOSLJIT,X,O,O,X,O,X,X
ZOSJTIL,X,O,X,O,O,X,O
ZOSJTLI,X,O,X,O,O,X,O
ZOSJITL,X,O,X,O,O,X,O
ZOSJILT,X,O,X,X,O,X,X
ZOSJLTI,X,O,X,X,O,X,X
ZOSJLIT,X,O,X,X,O,X,X
OTILJSZ,O,X,O,O,O,O,X
OTILJZS,O,X,X,O,O,X,X
OTILSJZ,O,X,O,O,X,O,X
OTILSZJ,O,X,O,O,X,O,X
OTILZJS,O,X,X,O,O,X,X
OTILZSJ,O,X,O,O,X,X,X
OTIJLSZ,O,X,X,O,O,O,X
OTIJLZS,O,X,X,O,O,X,X
OTIJSLZ,X,O,X,O,O,O,X
OTIJSZL,X,O,X,O,O,O,X
OTIJZLS,X,O,X,O,O,X,O
OTIJZSL,X,O,X,O,O,O,O
OTISLJZ,X,O,O,O,O,O,X
OTISLZJ,X,X,O,O,X,O,X
OTISJLZ,X,O,O,O,O,O,X
OTISJZL,X,O,X,O,O,O,X
OTISZLJ,X,X,X,O,X,O,X
OTISZJL,X,X,X,O,O,O,X
OTIZLJS,X,X,X,O,O,X,O
OTIZLSJ,X,X,X,O,X,X,O
OTIZJLS,X,X,X,O,O,X,O
OTIZJSL,X,X,X,O,O,O,O
OTIZSLJ,X,X,X,O,X,O,O
OTIZSJL,X,X,X,O,O,O,O
OTLIJSZ,O,X,O,O,O,O,X
OTLIJZS,O,X,X,O,O,X,X
OTLISJZ,O,X,O,O,X,O,X
OTLISZJ,O,X,O,O,X,O,X
OTLIZJS,O,X,X,O,O,X,X
OTLIZSJ,O,X,O,O,X,X,X
OTLJISZ,O,X,O,O,O,O,X
OTLJIZS,O,X,X,O,O,X,X
OTLJSIZ,O,X,O,O,O,O,X
OTLJSZI,O,X,O,O,O,O,X
OTLJZIS,O,X,X,O,O,X,X
OTLJZSI,O,X,X,O,O,X,X
OTLSIJZ,O,X,O,O,X,O,X
OTLSIZJ,O,X,O,O,X,O,X
OTLSJIZ,O,X,O,O,X,O,X
OTLSJZI,O,X,O,O,X,O,X
OTLSZIJ,O,X,O,O,X,O,X
OTLSZJI,O,X,O,O,X,O,X
OTLZIJS,O,X,X,O,O,X,X
OTLZISJ,O,X,O,O,X,X,X
OTLZJIS,O,X,X,O,O,X,X
OTLZJSI,O,X,X,O,O,X,X
OTLZSIJ,O,X,O,O,X,X,X
OTLZSJI,O,X,O,O,X,X,X
OTJILSZ,O,X,X,O,O,O,X
OTJILZS,O,X,X,O,O,X,X
OTJISLZ,X,O,X,O,O,O,X
OTJISZL,X,O,X,O,O,O,X
OTJIZLS,X,O,X,O,O,X,O
OTJIZSL,X,O,X,O,O,O,O
OTJLISZ,O,X,X,O,O,O,X
OTJLIZS,O,X,X,O,O,X,X
OTJLSIZ,O,X,X,O,O,O,X
OTJLSZI,O,X,X,O,O,O,X
OTJLZIS,O,X,X,O,O,X,X
OTJLZSI,O,X,X,O,O,X,X
OTJSILZ,X,O,X,O,O,O,X
OTJSIZL,X,O,X,O,O,O,X
OTJSLIZ,X,O,X,O,O,O,X
OTJSLZI,X,O,X,O,O,O,X
OTJSZIL,X,O,X,O,O,O,X
OTJSZLI,X,O,X,O,O,O,X
OTJZILS,X,O,X,O,O,X,O
OTJZISL,X,O,X,O,O,O,O
OTJZLIS,X,O,X,O,O,X,O
OTJZLSI,X,O,X,O,O,X,O
OTJZSIL,X,O,X,O,O,O,O
OTJZSLI,X,O,X,O,O,O,O
OTSILJZ,X,O,O,O,O,O,X
OTSILZJ,X,X,O,O,X,O,X
OTSIJLZ,X,O,O,O,O,O,X
OTSIJZL,X,O,X,O,O,O,X
OTSIZLJ,X,X,X,O,X,O,X
OTSIZJL,X,X,X,O,O,O,X
OTSLIJZ,X,O,O,O,O,O,X
OTSLIZJ,X,X,O,O,X,O,X
OTSLJIZ,X,O,O,O,O,O,X
OTSLJZI,X,O,O,O,O,O,X
OTSLZIJ,X,X,O,O,X,O,X
OTSLZJI,X,X,O,O,X,O,X
OTSJILZ,X,O,O,O,O,O,X
OTSJIZL,X,O,X,O,O,O,X
OTSJLIZ,X,O,O,O,O,O,X
OTSJLZI,X,O,O,O,O,O,X
OTSJZIL,X,O,X,O,O,O,X
OTSJZLI,X,O,X,O,O,O,X
OTSZILJ,X,X,X,O,X,O,X
OTSZIJL,X,X,X,O,O,O,X
OTSZLIJ,X,X,X,O,X,O,X
OTSZLJI,X,X,X,O,X,O,X
OTSZJIL,X,X,X,O,O,O,X
OTSZJLI,X,X,X,O,O,O,X
OTZILJS,X,X,X,O,O,X,O
OTZILSJ,X,X,X,O,X,X,O
OTZIJLS,X,X,X,O,O,X,O
OTZIJSL,X,X,X,O,O,O,O
OTZISLJ,X,X,X,O,X,O,O
OTZISJL,X,X,X,O,O,O,O
OTZLIJS,X,X,X,O,O,X,O
OTZLISJ,X,X,X,O,X,X,O
OTZLJIS,X,X,X,O,O,X,O
OTZLJSI,X,X,X,O,O,X,O
OTZLSIJ,X,X,X,O,X,X,O
OTZLSJI,X,X,X,O,X,X,O
OTZJILS,X,X,X,O,O,X,O
OTZJISL,X,X,X,O,O,O,O
OTZJLIS,X,X,X,O,O,X,O
OTZJLSI,X,X,X,O,O,X,O
OTZJSIL,X,X,X,O,O,O,O
OTZJSLI,X,X,X,O,O,O,O
OTZSILJ,X,X,X,O,X,O,O
OTZSIJL,X,X,X,O,O,O,O
OTZSLIJ,X,X,X,O,X,O,O
OTZSLJI,X,X,X,O,X,O,O
OTZSJIL,X,X,X,O,O,O,O
OTZSJLI,X,X,X,O,O,O,O
OITLJSZ,O,X,O,O,O,O,X
OITLJZS,O,X,X,O,O,X,X
OITLSJZ,O,X,O,O,X,O,X
OITLSZJ,O,X,O,O,X,O,X
OITLZJS,O,X,X,O,O,X,X
OITLZSJ,O,X,O,O,X,X,X
OITJLSZ,O,X,X,O,O,O,X
OITJLZS,O,X,X,O,O,X,X
OITJSLZ,X,O,X,O,O,O,X
OITJSZL,X,O,X,O,O,O,X
OITJZLS,X,O,X,O,O,X,O
OITJZSL,X,O,X,O,O,O,O
OITSLJZ,X,O,O,O,O,O,X
OITSLZJ,X,X,O,O,X,O,X
OITSJLZ,X,O,O,O,O,O,X
OITSJZL,X,O,X,O,O,O,X
OITSZLJ,X,X,X,O,X,O,X
OITSZJL,X,X,X,O,O,O,X
OITZLJS,X,X,X,O,O,X,O
OITZLSJ,X,X,X,O,X,X,O
OITZJLS,X,X,X,O,O,X,O
OITZJSL,X,X,X,O,O,O,O
OITZSLJ,X,X,X,O,X,O,O
OITZSJL,X,X,X,O,O,O,O
OILTJSZ,O,X,O,O,O,X,X
OILTJZS,O,X,X,O,O,X,X
OILTSJZ,O,X,O,O,X,X,X
OILTSZJ,O,X,O,O,X,X,X
OILTZJS,O,X,O,O,O,X,X
OILTZSJ,O,X,O,O,X,X,X
OILJTSZ,O,X,O,O,O,X,X
OILJTZS,O,X,X,O,O,X,X
OILJSTZ,O,X,O,O,O,X,X
OILJSZT,O,X,O,O,O,X,X
OILJZTS,O,X,O,O,X,X,O
OILJZST,O,X,X,O,X,X,X
OILSTJZ,O,X,O,O,O,X,X
OILSTZJ,O,X,O,O,X,X,X
OILSJTZ,O,X,O,O,O,X,X
OILSJZT,O,X,O,O,O,X,X
OILSZTJ,O,X,O,O,X,X,X
OILSZJT,O,X,O,O,O,X,X
OILZTJS,O,X,O,O,O,X,O
OILZTSJ,O,X,O,O,X,X,O
OILZJTS,O,X,O,O,X,X,O
OILZJST,O,X,X,O,X,X,X
OILZSTJ,O,X,O,O,X,X,X
OILZSJT,O,X,O,O,X,X,X
OIJTLSZ,O,X,X,O,O,O,X
OIJTLZS,O,X,X,O,O,X,X
OIJTSLZ,X,O,X,O,O,O,X
OIJTSZL,X,O,X,O,O,O,X
OIJTZLS,X,O,X,O,O,X,O
OIJTZSL,X,O,X,O,O,O,O
OIJLTSZ,O,X,X,O,O,X,X
OIJLTZS,O,X,X,O,O,X,X
OIJLSTZ,O,X,X,O,O,X,X
OIJLSZT,O,X,X,O,O,X,X
OIJLZTS,O,X,X,O,X,X,O
OIJLZST,O,X,X,O,X,X,X
OIJSTLZ,X,O,X,O,O,O,X
OIJSTZL,X,O,X,O,O,O,X
OIJSLTZ,X,O,X,O,O,O,X
OIJSLZT,X,O,X,O,O,X,X
OIJSZTL,X,O,X,O,O,X,O
OIJSZLT,X,O,X,X,O,X,X
OIJZTLS,O,O,X,O,O,X,O
OIJZTSL,O,O,X,O,O,X,O
OIJZLTS,O,X,X,O,X,X,O
OIJZLST,O,X,X,O,X,X,X
OIJZSTL,X,O,X,O,O,X,O
OIJZSLT,X,O,X,X,O,X,X
OISTLJZ,X,O,O,O,O,O,X
OISTLZJ,X,X,O,O,X,O,X
OISTJLZ,X,O,O,O,O,O,X
OISTJZL,X,O,X,O,O,O,X
OISTZLJ,X,X,X,O,X,O,X
OISTZJL,X,X,X,O,O,O,X
OISLTJZ,X,O,O,O,O,O,X
OISLTZJ,X,X,O,O,X,O,X
OISLJTZ,X,O,O,O,O,O,X
OISLJZT,X,O,O,O,O,X,X
OISLZTJ,X,O,O,O,X,X,X
OISLZJT,X,O,O,O,O,X,X
OISJTLZ,X,O,X,O,O,O,X
OISJTZL,X,O,X,O,O,O,X
OISJLTZ,X,O,X,O,O,O,X
OISJLZT,X,O,X,O,O,X,X
OISJZTL,X,O,X,O,O,X,O
OISJZLT,X,O,X,X,O,X,X
OISZTLJ,X,O,O,O,X,X,O
OISZTJL,X,O,O,O,O,X,O
OISZLTJ,X,O,O,X,X,X,X
OISZLJT,X,O,O,X,O,X,X
OISZJTL,X,O,X,O,O,X,O
OISZJLT,X,O,X,X,O,X,X
OIZTLJS,O,O,O,O,O,X,O
OIZTLSJ,O,X,O,O,X,X,O
OIZTJLS,O,O,O,O,O,X,O
OIZTJSL,O,O,O,O,O,X,O
OIZTSLJ,O,O,O,O,X,X,O
OIZTSJL,O,O,O,O,O,X,O
OIZLTJS,O,X,O,O,O,X,O
OIZLTSJ,O,X,O,O,X,X,O
OIZLJTS,O,X,O,O,X,X,O
OIZLJST,O,X,X,O,X,X,X
OIZLSTJ,O,X,O,O,X,X,X
OIZLSJT,O,X,O,O,X,X,X
OIZJTLS,O,O,X,O,O,X,O
OIZJTSL,O,O,X,O,O,X,O
OIZJLTS,O,X,X,O,X,X,O
OIZJLST,O,X,X,O,X,X,X
OIZJSTL,X,O,X,O,O,X,O
OIZJSLT,X,O,X,X,O,X,X
OIZSTLJ,X,O,O,O,X,X,O
OIZSTJL,X,O,O,O,O,X,O
OIZSLTJ,X,O,O,X,X,X,X
OIZSLJT,X,O,O,X,O,X,X
OIZSJTL,X,O,X,O,O,X,O
OIZSJLT,X,O,X,X,O,X,X
OLTIJSZ,O,X,O,O,O,X,X
OLTIJZS,O,X,X,O,O,X,X
OLTISJZ,O,X,O,O,X,X,X
OLTISZJ,O,X,O,O,X,X,X
OLTIZJS,O,X,O,O,O,X,X
OLTIZSJ,O,X,O,O,X,X,X
OLTJISZ,O,X,O,O,O,X,X
OLTJIZS,O,X,X,O,O,X,X
OLTJSIZ,O,X,O,O,O,X,X
OLTJSZI,O,X,O,O,O,X,X
OLTJZIS,O,X,X,O,O,X,X
OLTJZSI,O,X,X,O,O,X,X
OLTSIJZ,O,X,O,O,X,X,X
OLTSIZJ,O,X,O,O,X,X,X
OLTSJIZ,O,X,O,O,X,X,X
OLTSJZI,O,X,O,O,X,X,X
OLTSZIJ,O,X,O,O,X,X,X
OLTSZJI,O,X,O,O,X,X,X
OLTZIJS,O,X,O,O,O,X,X
OLTZISJ,O,X,O,O,X,X,X
OLTZJIS,O,X,O,O,O,X,X
OLTZJSI,O,X,O,O,O,X,X
OLTZSIJ,O,X,O,O,X,X,X
OLTZSJI,O,X,O,O,X,X,X
OLITJSZ,O,X,O,O,O,X,X
OLITJZS,O,X,X,O,O,X,X
OLITSJZ,O,X,O,O,X,X,X
OLITSZJ,O,X,O,O,X,X,X
OLITZJS,O,X,O,O,O,X,X
OLITZSJ,O,X,O,O,X,X,X
OLIJTSZ,O,X,O,O,O,X,X
OLIJTZS,O,X,X,O,O,X,X
OLIJSTZ,O,X,O,O,O,X,X
OLIJSZT,O,X,O,O,O,X,X
OLIJZTS,O,X,O,O,X,X,O
OLIJZST,O,X,X,O,X,X,X
OLISTJZ,O,X,O,O,O,X,X
OLISTZJ,O,X,O,O,X,X,X
OLISJTZ,O,X,O,O,O,X,X
OLISJZT,O,X,O,O,O,X,X
OLISZTJ,O,X,O,O,X,X,X
OLISZJT,O,X,O,O,O,X,X
OLIZTJS,O,X,O,O,O,X,O
OLIZTSJ,O,X,O,O,X,X,O
OLIZJTS,O,X,O,O,X,X,O
OLIZJST,O,X,X,O,X,X,X
OLIZSTJ,O,X,O,O,X,X,X
OLIZSJT,O,X,O,O,X,X,X
OLJTISZ,O,X,O,O,O,X,X
OLJTIZS,O,X,X,O,O,X,X
OLJTSIZ,O,X,O,O,O,X,X
OLJTSZI,O,X,O,O,O,X,X
OLJTZIS,O,X,X,O,O,X,X
OLJTZSI,O,X,X,O,O,X,X
OLJITSZ,O,X,O,O,O,X,X
OLJITZS,O,X,X,O,O,X,X
OLJISTZ,O,X,O,O,O,X,X
OLJISZT,O,X,O,O,O,X,X
OLJIZTS,O,X,O,O,X,X,O
OLJIZST,O,X,X,O,X,X,X
OLJSTIZ,O,X,O,O,O,X,X
OLJSTZI,O,X,O,O,O,X,X
OLJSITZ,O,X,O,O,O,X,X
OLJSIZT,O,X,O,O,O,X,X
OLJSZTI,O,X,O,O,O,X,X
OLJSZIT,O,X,O,O,O,X,X
OLJZTIS,O,X,O,O,X,X,O
OLJZTSI,O,X,O,O,X,X,O
OLJZITS,O,X,O,O,X,X,O
OLJZIST,O,X,X,O,X,X,X
OLJZSTI,O,X,X,O,X,X,X
OLJZSIT,O,X,X,O,X,X,X
OLSTIJZ,O,X,O,O,O,X,X
OLSTIZJ,O,X,O,O,X,X,X
OLSTJIZ,O,X,O,O,O,X,X
OLSTJZI,O,X,O,O,O,X,X
OLSTZIJ,O,X,O,O,X,X,X
OLSTZJI,O,X,O,O,X,X,X
OLSITJZ,O,X,O,O,O,X,X
OLSITZJ,O,X,O,O,X,X,X
OLSIJTZ,O,X,O,O,O,X,X
OLSIJZT,O,X,O,O,O,X,X
OLSIZTJ,O,X,O,O,X,X,X
OLSIZJT,O,X,O,O,O,X,X
OLSJTIZ,O,X,O,O,O,X,X
OLSJTZI,O,X,O,O,O,X,X
OLSJITZ,O,X,O,O,O,X,X
OLSJIZT,O,X,O,O,O,X,X
OLSJZTI,O,X,O,O,O,X,X
OLSJZIT,O,X,O,O,O,X,X
OLSZTIJ,O,X,O,O,X,X,X
OLSZTJI,O,X,O,O,X,X,X
OLSZITJ,O,X,O,O,X,X,X
OLSZIJT,O,X,O,O,O,X,X
OLSZJTI,O,X,O,O,O,X,X
OLSZJIT,O,X,O,O,O,X,X
OLZTIJS,O,X,O,O,O,X,O
OLZTISJ,O,X,O,O,X,X,O
OLZTJIS,O,X,O,O,O,X,O
OLZTJSI,O,X,O,O,O,X,O
OLZTSIJ,O,X,O,O,X,X,O
OLZTSJI,O,X,O,O,X,X,O
OLZITJS,O,X,O,O,O,X,O
OLZITSJ,O,X,O,O,X,X,O
OLZIJTS,O,X,O,O,X,X,O
OLZIJST,O,X,X,O,X,X,X
OLZISTJ,O,X,O,O,X,X,X
OLZISJT,O,X,O,O,X,X,X
OLZJTIS,O,X,O,O,X,X,O
OLZJTSI,O,X,O,O,X,X,O
OLZJITS,O,X,O,O,X,X,O
OLZJIST,O,X,X,O,X,X,X
OLZJSTI,O,X,X,O,X,X,X
OLZJSIT,O,X,X,O,X,X,X
OLZSTIJ,O,X,O,O,X,X,X
OLZSTJI,O,X,O,O,X,X,X
OLZSITJ,O,X,O,O,X,X,X
OLZSIJT,O,X,O,O,X,X,X
OLZSJTI,O,X,O,O,X,X,X
OLZSJIT,O,X,O,O,X,X,X
OJTILSZ,O,X,X,O,O,O,X
OJTILZS,O,X,X,O,O,X,X
OJTISLZ,X,O,X,O,O,O,X
OJTISZL,X,O,X,O,O,O,X
OJTIZLS,X,O,X,O,O,X,O
OJTIZSL,X,O,X,O,O,O,O
OJTLISZ,O,X,X,O,O,O,X
OJTLIZS,O,X,X,O,O,X,X
OJTLSIZ,O,X,X,O,O,O,X
OJTLSZI,O,X,X,O,O,O,X
OJTLZIS,O,X,X,O,O,X,X
OJTLZSI,O,X,X,O,O,X,X
OJTSILZ,X,O,X,O,O,O,X
OJTSIZL,X,O,X,O,O,O,X
OJTSLIZ,X,O,X,O,O,O,X
OJTSLZI,X,O,X,O,O,O,X
OJTSZIL,X,O,X,O,O,O,X
OJTSZLI,X,O,X,O,O,O,X
OJTZILS,X,O,X,O,O,X,O
OJTZISL,X,O,X,O,O,O,O
OJTZLIS,X,O,X,O,O,X,O
OJTZLSI,X,O,X,O,O,X,O
OJTZSIL,X,O,X,O,O,O,O
OJTZSLI,X,O,X,O,O,O,O
OJITLSZ,O,X,X,O,O,O,X
OJITLZS,O,X,X,O,O,X,X
OJITSLZ,X,O,X,O,O,O,X
OJITSZL,X,O,X,O,O,O,X
OJITZLS,X,O,X,O,O,X,O
OJITZSL,X,O,X,O,O,O,O
OJILTSZ,O,X,X,O,O,X,X
OJILTZS,O,X,X,O,O,X,X
OJILSTZ,O,X,X,O,O,X,X
OJILSZT,O,X,X,O,O,X,X
OJILZTS,O,X,X,O,X,X,O
OJILZST,O,X,X,O,X,X,X
OJISTLZ,X,O,X,O,O,O,X
OJISTZL,X,O,X,O,O,O,X
OJISLTZ,X,O,X,O,O,O,X
OJISLZT,X,O,X,O,O,X,X
OJISZTL,X,O,X,O,O,X,O
OJISZLT,X,O,X,X,O,X,X
OJIZTLS,O,O,X,O,O,X,O
OJIZTSL,O,O,X,O,O,X,O
OJIZLTS,O,X,X,O,X,X,O
OJIZLST,O,X,X,O,X,X,X
OJIZSTL,X,O,X,O,O,X,O
OJIZSLT,X,O,X,X,O,X,X
OJLTISZ,O,X,X,O,O,X,X
OJLTIZS,O,X,X,O,O,X,X
OJLTSIZ,O,X,X,O,O,X,X
OJLTSZI,O,X,X,O,O,X,X
OJLTZIS,O,X,X,O,O,X,X
OJLTZSI,O,X,X,O,O,X,X
OJLITSZ,O,X,X,O,O,X,X
OJLITZS,O,X,X,O,O,X,X
OJLISTZ,O,X,X,O,O,X,X
OJLISZT,O,X,X,O,O,X,X
OJLIZTS,O,X,X,O,X,X,O
OJLIZST,O,X,X,O,X,X,X
OJLSTIZ,O,X,X,O,O,X,X
OJLSTZI,O,X,X,O,O,X,X
OJLSITZ,O,X,X,O,O,X,X
OJLSIZT,O,X,X,O,O,X,X
OJLSZTI,O,X,X,O,O,X,X
OJLSZIT,O,X,X,O,O,X,X
OJLZTIS,O,X,X,O,X,X,O
OJLZTSI,O,X,X,O,X,X,O
OJLZITS,O,X,X,O,X,X,O
OJLZIST,O,X,X,O,X,X,X
OJLZSTI,O,X,X,O,X,X,X
OJLZSIT,O,X,X,O,X,X,X
OJSTILZ,X,O,X,O,O,O,X
OJSTIZL,X,O,X,O,O,O,X
OJSTLIZ,X,O,X,O,O,O,X
OJSTLZI,X,O,X,O,O,O,X
OJSTZIL,X,O,X,O,O,O,X
OJSTZLI,X,O,X,O,O,O,X
OJSITLZ,X,O,X,O,O,O,X
OJSITZL,X,O,X,O,O,O,X
OJSILTZ,X,O,X,O,O,O,X
OJSILZT,X,O,X,O,O,X,X
OJSIZTL,X,O,X,O,O,X,O
OJSIZLT,X,O,X,X,O,X,X
OJSLTIZ,X,O,X,O,O,O,X
OJSLTZI,X,O,X,O,O,O,X
OJSLITZ,X,O,X,O,O,O,X
OJSLIZT,X,O,X,O,O,X,X
OJSLZTI,X,O,X,O,O,X,X
OJSLZIT,X,O,X,O,O,X,X
OJSZTIL,X,O,X,O,O,X,O
OJSZTLI,X,O,X,O,O,X,O
OJSZITL,X,O,X,O,O,X,O
OJSZILT,X,O,X,X,O,X,X
OJSZLTI,X,O,X,X,O,X,X
OJSZLIT,X,O,X,X,O,X,X
OJZTILS,O,O,X,O,O,X,O
OJZTISL,O,O,X,O,O,X,O
OJZTLIS,O,O,X,O,O,X,O
OJZTLSI,O,O,X,O,O,X,O
OJZTSIL,O,O,X,O,O,X,O
OJZTSLI,O,O,X,O,O,X,O
OJZITLS,O,O,X,O,O,X,O
OJZITSL,O,O,X,O,O,X,O
OJZILTS,O,X,X,O,X,X,O
OJZILST,O,X,X,O,X,X,X
OJZISTL,X,O,X,O,O,X,O
OJZISLT,X,O,X,X,O,X,X
OJZLTIS,O,X,X,O,X,X,O
OJZLTSI,O,X,X,O,X,X,O
OJZLITS,O,X,X,O,X,X,O
OJZLIST,O,X,X,O,X,X,X
OJZLSTI,O,X,X,O,X,X,X
OJZLSIT,O,X,X,O,X,X,X
OJZSTIL,X,O,X,O,O,X,O
OJZSTLI,X,O,X,O,O,X,O
OJZSITL,X,O,X,O,O,X,O
OJZSILT,X,O,X,X,O,X,X
OJZSLTI,X,O,X,X,O,X,X
OJZSLIT,X,O,X,X,O,X,X
OSTILJZ,X,O,O,O,O,O,X
OSTILZJ,X,X,O,O,X,O,X
OSTIJLZ,X,O,O,O,O,O,X
OSTIJZL,X,O,X,O,O,O,X
OSTIZLJ,X,X,X,O,X,O,X
OSTIZJL,X,X,X,O,O,O,X
OSTLIJZ,X,O,O,O,O,O,X
OSTLIZJ,X,X,O,O,X,O,X
OSTLJIZ,X,O,O,O,O,O,X
OSTLJZI,X,O,O,O,O,O,X
OSTLZIJ,X,X,O,O,X,O,X
OSTLZJI,X,X,O,O,X,O,X
OSTJILZ,X,O,O,O,O,O,X
OSTJIZL,X,O,X,O,O,O,X
OSTJLIZ,X,O,O,O,O,O,X
OSTJLZI,X,O,O,O,O,O,X
OSTJZIL,X,O,X,O,O,O,X
OSTJZLI,X,O,X,O,O,O,X
OSTZILJ,X,X,X,O,X,O,X
OSTZIJL,X,X,X,O,O,O,X
OSTZLIJ,X,X,X,O,X,O,X
OSTZLJI,X,X,X,O,X,O,X
OSTZJIL,X,X,X,O,O,O,X
OSTZJLI,X,X,X,O,O,O,X
OSITLJZ,X,O,O,O,O,O,X
OSITLZJ,X,X,O,O,X,O,X
OSITJLZ,X,O,O,O,O,O,X
OSITJZL,X,O,X,O,O,O,X
OSITZLJ,X,X,X,O,X,O,X
OSITZJL,X,X,X,O,O,O,X
OSILTJZ,X,O,O,O,O,O,X
OSILTZJ,X,X,O,O,X,O,X
OSILJTZ,X,O,O,O,O,O,X
OSILJZT,X,O,O,O,O,X,X
OSILZTJ,X,O,O,O,X,X,X
OSILZJT,X,O,O,O,O,X,X
OSIJTLZ,X,O,X,O,O,O,X
OSIJTZL,X,O,X,O,O,O,X
OSIJLTZ,X,O,X,O,O,O,X
OSIJLZT,X,O,X,O,O,X,X
OSIJZTL,X,O,X,O,O,X,O
OSIJZLT,X,O,X,X,O,X,X
OSIZTLJ,X,O,O,O,X,X,O
OSIZTJL,X,O,O,O,O,X,O
OSIZLTJ,X,O,O,X,X,X,X
OSIZLJT,X,O,O,X,O,X,X
OSIZJTL,X,O,X,O,O,X,O
OSIZJLT,X,O,X,X,O,X,X
OSLTIJZ,X,O,O,O,O,O,X
OSLTIZJ,X,X,O,O,X,O,X
OSLTJIZ,X,O,O,O,O,O,X
OSLTJZI,X,O,O,O,O,O,X
OSLTZIJ,X,X,O,O,X,O,X
OSLTZJI,X,X,O,O,X,O,X
OSLITJZ,X,O,O,O,O,O,X
OSLITZJ,X,X,O,O,X,O,X
OSLIJTZ,X,O,O,O,O,O,X
OSLIJZT,X,O,O,O,O,X,X
OSLIZTJ,X,O,O,O,X,X,X
OSLIZJT,X,O,O,O,O,X,X
OSLJTIZ,X,O,O,O,O,O,X
OSLJTZI,X,O,O,O,O,O,X
OSLJITZ,X,O,O,O,O,O,X
OSLJIZT,X,O,O,O,O,X,X
OSLJZTI,X,O,O,O,O,X,X
OSLJZIT,X,O,O,O,O,X,X
OSLZTIJ,X,O,O,O,X,X,X
OSLZTJI,X,O,O,O,X,X,X
OSLZITJ,X,O,O,O,X,X,X
OSLZIJT,X,O,O,O,O,X,X
OSLZJTI,X,O,O,O,O,X,X
OSLZJIT,X,O,O,O,O,X,X
OSJTILZ,X,O,X,O,O,O,X
OSJTIZL,X,O,X,O,O,O,X
OSJTLIZ,X,O,X,O,O,O,X
OSJTLZI,X,O,X,O,O,O,X
OSJTZIL,X,O,X,O,O,O,X
OSJTZLI,X,O,X,O,O,O,X
OSJITLZ,X,O,X,O,O,O,X
OSJITZL,X,O,X,O,O,O,X
OSJILTZ,X,O,X,O,O,O,X
OSJILZT,X,O,X,O,O,X,X
OSJIZTL,X,O,X,O,O,X,O
OSJIZLT,X,O,X,X,O,X,X
OSJLTIZ,X,O,X,O,O,O,X
OSJLTZI,X,O,X,O,O,O,X
OSJLITZ,X,O,X,O,O,O,X
OSJLIZT,X,O,X,O,O,X,X
OSJLZTI,X,O,X,O,O,X,X
OSJLZIT,X,O,X,O,O,X,X
OSJZTIL,X,O,X,O,O,X,O
OSJZTLI,X,O,X,O,O,X,O
OSJZITL,X,O,X,O,O,X,O
OSJZILT,X,O,X,X,O,X,X
OSJZLTI,X,O,X,X,O,X,X
OSJZLIT,X,O,X,X,O,X,X
OSZTILJ,X,O,O,O,X,X,O
OSZTIJL,X,O,O,O,O,X,O
OSZTLIJ,X,O,O,O,X,X,O
OSZTLJI,X,O,O,O,X,X,O
OSZTJIL,X,O,O,O,O,X,O
OSZTJLI,X,O,O,O,O,X,O
OSZITLJ,X,O,O,O,X,X,O
OSZITJL,X,O,O,O,O,X,O
OSZILTJ,X,O,O,X,X,X,X
OSZILJT,X,O,O,X,O,X,X
OSZIJTL,X,O,X,O,O,X,O
OSZIJLT,X,O,X,X,O,X,X
OSZLTIJ,X,O,O,X,X,X,X
OSZLTJI,X,O,O,X,X,X,X
OSZLITJ,X,O,O,X,X,X,X
OSZLIJT,X,O,O,X,O,X,X
OSZLJTI,X,O,O,X,O,X,X
OSZLJIT,X,O,O,X,O,X,X
OSZJTIL,X,O,X,O,O,X,O
OSZJTLI,X,O,X,O,O,X,O
