sequence,v115@LhB8DeA8CeC8CeB8BeC8BeA8Jei/IvhFRhB9nBTjBG?lBUqBXtB,v115@LhB8DeA8CeC8CeB8BeC8BeA8Je/EJvhFUgBRhB9nB6?oBetBTqB,v115@LhB8DeA8CeC8CeB8BeC8BeA8Jei/IvhFRhB3iB9oBG?lBUqBzsB,v115@LhB8DeA8CeC8CeB8BeC8BeA8Je/EJvhFUgBRhBGjB6?sBNtBTqB,v115@LhB8DeA8CeC8CeB8BeC8BeA8Je2EJvhFRhB9nBTjBS?qBXtBUqB,v115@LhB8DeA8CeC8CeB8BeC8BeA8JeT/IvhF/lBRhBGjB6?sBNtBUqB,v115@LhB8DeA8CeC8CeB8BeC8BeA8JeRBJvhF9nBTjB0kB6?qBXtBmpB,v115@LhB8DeA8CeC8CeB8BeC8BeA8JeyEJvhFRhB9nBTjB+?qB0kBXtB,v115@LhB8DeA8CeC8CeB8BeC8BeA8Jei/IvhFRhB9nBGlBT?oBUqBXtB,v115@LhB8DeA8CeC8CeB8BeC8BeA8Je/EJvhFalBRhB9oB+?qB0nBzsB,v115@LhB8DeA8CeC8CeB8BeC8BeA8JeT/IvhFRhB3iBGqBC?tBNqBctB
JZTLOIS,O,O,O,X,X,O,X,X,O,X,X
JZTLOSI,O,O,O,X,X,O,X,X,O,X,X
JZTSILO,O,O,O,X,X,O,X,O,O,O,X
JZTSIOL,O,O,O,X,X,O,X,O,O,O,X
JZTSLIO,O,O,O,X,O,O,O,O,O,O,X
JZTSLOI,O,O,O,X,O,O,O,O,O,O,X
JZTSOIL,O,O,O,X,X,O,X,O,O,O,X
JZTSOLI,O,O,O,X,O,O,O,O,O,O,X
JZTOILS,O,O,O,X,X,X,X,X,O,X,X
JZTOISL,O,O,O,X,X,O,X,X,O,O,X
JZTOLIS,O,O,O,X,X,O,X,X,O,X,X
JZTOLSI,O,O,O,X,X,O,X,X,O,X,X
JZTOSIL,O,O,O,X,X,O,X,X,O,O,X
JZTOSLI,O,O,O,X,X,O,X,X,O,O,X
JZITLSO,O,X,O,X,X,X,X,O,O,O,X
JZITLOS,O,X,O,X,X,X,X,X,O,X,X
JZITSLO,O,X,O,X,X,X,X,O,O,O,X
JZITSOL,O,X,O,X,X,X,X,O,O,O,X
JZITOLS,O,X,O,X,X,X,X,X,O,X,X
JZITOSL,O,X,O,X,X,X,X,X,O,O,X
JZILTSO,O,X,O,X,X,X,X,O,O,O,O
JZILTOS,O,X,O,X,X,X,X,X,O,X,O
JZILSTO,O,X,O,X,X,X,X,O,O,O,O
JZILSOT,O,X,O,X,X,X,X,X,X,O,O
JZILOTS,O,X,O,X,X,X,X,X,O,X,O
JZILOST,O,X,O,X,X,X,X,X,X,X,O
JZISTLO,O,X,O,X,X,X,X,O,O,O,X
JZISTOL,O,X,O,X,X,X,X,O,O,O,X
JZISLTO,O,X,O,X,X,X,X,O,O,O,X
JZISLOT,O,X,O,X,X,X,X,X,X,O,X
JZISOTL,O,X,O,X,X,X,X,X,X,O,X
JZISOLT,O,X,O,X,X,X,X,X,X,O,X
JZIOTLS,O,X,O,X,X,X,X,X,O,X,X
JZIOTSL,O,X,O,X,X,X,X,X,O,O,X
JZIOLTS,O,X,O,X,X,X,X,X,O,X,X
JZIOLST,O,X,O,X,X,X,X,X,X,X,X
JZIOSTL,O,X,O,X,X,X,X,X,X,O,X
JZIOSLT,O,X,O,X,X,X,X,X,X,O,X
JZLTISO,O,O,O,X,O,O,O,O,O,O,O
JZLTIOS,O,O,O,X,X,O,X,X,O,X,O
JZLTSIO,O,O,O,X,O,O,O,O,O,O,O
JZLTSOI,O,O,O,X,O,O,O,O,O,O,O
JZLTOIS,O,O,O,X,X,O,X,X,O,X,O
JZLTOSI,O,O,O,X,X,O,X,X,O,X,O
JZLITSO,O,X,O,X,O,X,O,O,O,O,O
JZLITOS,O,X,O,X,X,X,X,X,O,X,O
JZLISTO,O,X,O,X,O,X,O,O,O,O,O
JZLISOT,O,X,O,X,X,X,X,X,X,O,O
JZLIOTS,O,X,O,X,X,X,X,X,O,X,O
JZLIOST,O,X,O,X,X,X,X,X,X,X,O
JZLSTIO,O,O,O,X,O,O,O,O,O,O,O
JZLSTOI,O,O,O,X,O,O,O,O,O,O,O
JZLSITO,O,O,O,X,O,O,O,O,O,O,O
JZLSIOT,O,X,O,X,X,O,X,X,X,O,O
JZLSOTI,O,O,O,X,O,O,O,O,O,O,O
JZLSOIT,O,O,O,X,X,O,X,X,X,O,O
JZLOTIS,O,O,O,X,X,O,X,X,O,X,O
JZLOTSI,O,O,O,X,X,O,X,X,O,X,O
JZLOITS,O,X,O,X,X,X,X,X,O,X,O
JZLOIST,O,X,O,X,X,X,X,X,X,X,O
JZLOSTI,O,O,O,X,X,O,X,X,O,X,O
JZLOSIT,O,O,O,X,X,O,X,X,X,X,O
JZSTILO,O,O,O,X,X,O,X,O,O,O,X
JZSTIOL,O,O,O,X,X,O,X,O,O,O,X
JZSTLIO,O,O,O,X,O,O,O,O,O,O,X
JZSTLOI,O,O,O,X,O,O,O,O,O,O,X
JZSTOIL,O,O,O,X,X,O,X,O,O,O,X
JZSTOLI,O,O,O,X,O,O,O,O,O,O,X
JZSITLO,O,O,O,X,X,O,X,O,O,O,X
JZSITOL,O,O,O,X,X,O,X,O,O,O,X
JZSILTO,O,O,O,X,X,O,X,O,O,O,X
JZSILOT,O,X,O,X,X,O,X,X,X,O,X
JZSIOTL,O,X,O,X,X,O,X,X,X,O,X
JZSIOLT,O,X,O,X,X,O,X,X,X,O,X
JZSLTIO,O,O,O,X,O,O,O,O,O,O,X
JZSLTOI,O,O,O,X,O,O,O,O,O,O,X
JZSLITO,O,O,O,X,O,O,O,O,O,O,X
JZSLIOT,O,X,O,X,X,O,X,X,X,O,X
JZSLOTI,O,O,O,X,O,O,O,O,O,O,X
JZSLOIT,O,O,O,X,X,O,X,X,X,O,X
JZSOTIL,O,O,O,X,X,O,X,O,O,O,X
JZSOTLI,O,O,O,X,O,O,O,O,O,O,X
JZSOITL,O,O,O,X,X,O,X,X,X,O,X
JZSOILT,O,O,O,X,X,O,X,X,X,O,X
JZSOLTI,O,O,O,X,O,O,O,O,O,O,X
JZSOLIT,O,O,O,X,X,O,X,X,X,O,X
JZOTILS,O,O,O,X,X,X,X,X,O,X,X
JZOTISL,O,O,O,X,X,O,X,X,O,O,X
JZOTLIS,O,O,O,X,X,O,X,X,O,X,X
JZOTLSI,O,O,O,X,X,O,X,X,O,X,X
JZOTSIL,O,O,O,X,X,O,X,X,O,O,X
JZOTSLI,O,O,O,X,X,O,X,X,O,O,X
JZOITLS,O,X,O,X,X,X,X,X,O,X,X
JZOITSL,O,X,O,X,X,X,X,X,O,O,X
JZOILTS,O,X,O,X,X,X,X,X,O,X,X
JZOILST,O,X,O,X,X,X,X,X,X,X,X
JZOISTL,O,X,O,X,X,X,X,X,X,O,X
JZOISLT,O,X,O,X,X,X,X,X,X,O,X
JZOLTIS,O,O,O,X,X,O,X,X,O,X,O
JZOLTSI,O,O,O,X,X,O,X,X,O,X,O
JZOLITS,O,X,O,X,X,X,X,X,O,X,O
JZOLIST,O,X,O,X,X,X,X,X,X,X,O
JZOLSTI,O,O,O,X,X,O,X,X,O,X,O
JZOLSIT,O,O,O,X,X,O,X,X,X,X,O
JZOSTIL,O,O,O,X,X,O,X,X,O,O,X
JZOSTLI,O,O,O,X,X,O,X,X,O,O,X
JZOSITL,O,O,O,X,X,O,X,X,X,O,X
JZOSILT,O,O,O,X,X,O,X,X,X,O,X
JZOSLTI,O,O,O,X,X,O,X,X,O,O,X
JZOSLIT,O,O,O,X,X,O,X,X,X,O,X
JOTILSZ,X,O,O,O,X,X,X,O,X,X,X
JOTILZS,X,O,X,X,X,X,X,X,X,X,X
JOTISLZ,X,O,O,O,X,X,X,O,X,O,X
JOTISZL,X,O,O,O,X,X,X,O,X,O,X
JOTIZLS,X,O,O,X,X,X,X,X,O,X,X
JOTIZSL,X,O,O,O,X,O,X,X,O,O,X
JOTLISZ,X,O,O,O,O,X,X,O,X,X,O
JOTLIZS,X,O,X,O,X,O,X,X,X,X,O
JOTLSIZ,X,O,O,O,O,X,X,O,X,X,O
JOTLSZI,X,O,X,O,O,O,X,O,X,X,O
JOTLZIS,X,O,X,O,X,O,X,X,X,X,O
JOTLZSI,X,O,X,O,X,O,X,X,X,X,O
JOTSILZ,X,O,O,O,O,X,X,O,X,O,X
JOTSIZL,X,O,O,O,X,X,X,O,X,O,X
JOTSLIZ,X,O,O,O,O,X,X,O,X,O,X
JOTSLZI,X,O,X,O,O,X,X,O,X,O,X
JOTSZIL,X,O,O,O,X,O,X,O,X,O,X
JOTSZLI,X,O,O,O,O,O,X,O,X,O,X
JOTZILS,X,O,O,X,X,X,X,X,O,X,X
JOTZISL,X,O,O,O,X,O,X,X,O,O,X
JOTZLIS,X,O,O,X,X,O,X,X,O,X,X
JOTZLSI,X,O,O,X,X,O,X,X,O,X,X
JOTZSIL,X,O,O,O,X,O,X,X,O,O,X
JOTZSLI,X,O,O,O,X,O,X,X,O,O,X
JOITLSZ,X,O,O,O,X,X,X,O,X,X,X
JOITLZS,X,O,X,X,X,X,X,X,X,X,X
JOITSLZ,X,O,O,O,X,X,X,O,X,O,X
JOITSZL,X,O,O,O,X,X,X,O,X,O,X
JOITZLS,X,O,O,X,X,X,X,X,X,X,X
JOITZSL,X,O,O,O,X,X,X,X,X,O,X
JOILTSZ,X,O,O,O,X,X,X,O,X,X,O
JOILTZS,X,O,X,O,X,X,X,X,X,X,O
JOILSTZ,X,O,X,O,X,X,X,O,X,X,X
JOILSZT,X,O,X,O,X,X,X,X,X,X,X
JOILZTS,X,X,X,X,X,X,X,X,X,X,O
JOILZST,X,X,X,X,X,X,X,X,X,X,O
JOISTLZ,X,O,X,O,X,X,X,O,X,O,X
JOISTZL,X,O,X,O,X,X,X,O,X,O,X
JOISLTZ,X,O,X,O,X,X,X,O,X,O,X
JOISLZT,X,O,X,O,X,X,X,X,X,O,X
JOISZTL,X,O,X,O,X,X,X,X,X,O,X
JOISZLT,X,O,X,O,X,X,X,X,X,O,X
JOIZTLS,X,X,O,X,X,X,X,X,X,X,X
JOIZTSL,X,X,O,X,X,X,X,X,X,O,X
JOIZLTS,X,X,O,X,X,X,X,X,X,X,X
JOIZLST,X,X,O,X,X,X,X,X,X,X,X
JOIZSTL,X,X,O,X,X,X,X,X,X,O,X
JOIZSLT,X,X,O,X,X,X,X,X,X,O,X
JOLTISZ,X,O,O,O,O,X,X,O,X,X,O
JOLTIZS,X,O,X,O,X,O,X,X,X,X,O
JOLTSIZ,X,O,O,O,O,X,X,O,X,X,O
JOLTSZI,X,O,X,O,O,O,X,O,X,X,O
JOLTZIS,X,O,X,O,X,O,X,X,X,X,O
JOLTZSI,X,O,X,O,X,O,X,X,X,X,O
JOLITSZ,X,O,O,O,O,X,X,O,X,X,O
JOLITZS,X,O,X,O,X,X,X,X,X,X,O
JOLISTZ,X,O,X,O,O,X,X,O,X,X,X
JOLISZT,X,O,X,O,X,X,X,X,X,X,X
JOLIZTS,X,X,X,X,X,X,X,X,X,X,O
JOLIZST,X,X,X,X,X,X,X,X,X,X,O
JOLSTIZ,X,O,X,O,O,X,X,O,X,X,O
JOLSTZI,X,O,X,O,O,X,X,O,X,X,O
JOLSITZ,X,O,X,O,O,X,X,O,X,X,X
JOLSIZT,X,O,X,O,X,X,X,X,X,X,X
JOLSZTI,X,O,X,O,O,X,X,O,X,X,O
JOLSZIT,X,O,X,O,X,X,X,X,X,X,O
JOLZTIS,X,O,X,X,X,O,X,X,X,X,O
JOLZTSI,X,O,X,X,X,O,X,X,X,X,O
JOLZITS,X,X,X,X,X,X,X,X,X,X,O
JOLZIST,X,X,X,X,X,X,X,X,X,X,O
JOLZSTI,X,O,X,X,X,O,X,X,X,X,O
JOLZSIT,X,O,X,X,X,O,X,X,X,X,O
JOSTILZ,X,O,X,O,O,X,X,O,X,O,X
JOSTIZL,X,O,X,O,X,X,X,O,X,O,X
JOSTLIZ,X,O,X,O,O,X,X,O,X,O,X
JOSTLZI,X,O,X,O,O,X,X,O,X,O,X
JOSTZIL,X,O,X,O,X,X,X,O,X,O,X
JOSTZLI,X,O,X,O,O,X,X,O,X,O,X
JOSITLZ,X,O,X,O,O,X,X,O,X,O,X
JOSITZL,X,O,X,O,X,X,X,O,X,O,X
JOSILTZ,X,O,X,O,O,X,X,O,X,O,X
JOSILZT,X,O,X,O,X,X,X,X,X,O,X
JOSIZTL,X,O,X,O,X,X,X,X,X,O,X
JOSIZLT,X,O,X,O,X,X,X,X,X,O,X
JOSLTIZ,X,O,X,O,O,X,X,O,X,O,O
JOSLTZI,X,O,X,O,O,X,X,O,X,O,O
JOSLITZ,X,O,X,O,O,X,X,O,X,O,X
JOSLIZT,X,O,X,O,X,X,X,X,X,O,X
JOSLZTI,X,O,X,O,O,X,X,O,X,O,O
JOSLZIT,X,O,X,O,X,X,X,X,X,O,O
JOSZTIL,X,O,X,O,X,X,X,O,X,O,X
JOSZTLI,X,O,X,O,O,X,X,O,X,O,X
JOSZITL,X,O,X,O,X,X,X,X,X,O,X
JOSZILT,X,O,X,O,X,X,X,X,X,O,X
JOSZLTI,X,O,X,O,O,X,X,O,X,O,X
JOSZLIT,X,O,X,O,X,X,X,X,X,O,X
JOZTILS,X,O,O,X,X,X,X,X,O,X,X
JOZTISL,X,O,O,X,X,O,X,X,O,O,X
JOZTLIS,X,O,O,X,X,O,X,X,O,X,X
JOZTLSI,X,O,O,X,X,O,X,X,O,X,X
JOZTSIL,X,O,O,X,X,O,X,X,O,O,X
JOZTSLI,X,O,O,X,X,O,X,X,O,O,X
JOZITLS,X,X,O,X,X,X,X,X,O,X,X
JOZITSL,X,X,O,X,X,X,X,X,O,O,X
JOZILTS,X,X,O,X,X,X,X,X,O,X,X
JOZILST,X,X,O,X,X,X,X,X,X,X,X
JOZISTL,X,X,O,X,X,X,X,X,X,O,X
JOZISLT,X,X,O,X,X,X,X,X,X,O,X
JOZLTIS,X,O,O,X,X,O,X,X,O,X,O
JOZLTSI,X,O,O,X,X,O,X,X,O,X,O
JOZLITS,X,X,O,X,X,X,X,X,O,X,O
JOZLIST,X,X,O,X,X,X,X,X,X,X,O
JOZLSTI,X,O,O,X,X,O,X,X,O,X,O
JOZLSIT,X,O,O,X,X,O,X,X,X,X,O
JOZSTIL,X,O,O,X,X,O,X,X,O,O,X
JOZSTLI,X,O,O,X,X,O,X,X,O,O,X
JOZSITL,X,O,O,X,X,O,X,X,X,O,X
JOZSILT,X,O,O,X,X,O,X,X,X,O,X
JOZSLTI,X,O,O,X,X,O,X,X,O,O,X
JOZSLIT,X,O,O,X,X,O,X,X,X,O,X
STILJZO,X,O,O,O,O,X,O,O,X,X,X
STILJOZ,O,O,X,O,O,X,O,O,X,X,X
STILZJO,O,O,O,O,O,X,O,X,X,X,X
STILZOJ,O,X,O,O,O,X,O,X,X,X,X
STILOJZ,O,X,X,O,O,X,O,O,X,X,X
STILOZJ,O,X,O,O,O,X,O,X,X,X,X
STIJLZO,X,O,O,O,O,X,O,O,X,O,X
STIJLOZ,O,O,X,X,O,X,O,O,X,O,X
STIJZLO,O,O,O,O,X,X,X,O,X,O,X
STIJZOL,O,O,O,O,X,X,X,O,X,O,X
STIJOLZ,O,O,X,O,O,X,O,O,X,O,X
STIJOZL,O,O,X,O,X,X,X,O,X,O,X
STIZLJO,O,O,O,O,O,X,O,X,X,X,X
STIZLOJ,O,X,O,O,O,X,O,X,X,X,X
STIZJLO,O,O,O,O,X,X,X,O,O,O,X
STIZJOL,O,O,O,O,X,X,X,O,O,O,X
STIZOLJ,O,X,O,X,O,X,O,X,X,X,X
STIZOJL,O,O,O,O,X,X,X,O,O,X,X
STIOLJZ,O,O,X,O,O,X,O,O,X,X,X
STIOLZJ,O,O,O,O,O,X,O,X,X,X,X
STIOJLZ,O,O,X,O,O,X,O,O,X,X,X
STIOJZL,O,O,X,O,X,X,X,O,X,X,X
STIOZLJ,O,O,O,O,O,X,O,X,X,X,X
STIOZJL,O,O,O,O,X,X,X,O,O,X,X
STLIJZO,X,O,O,O,O,X,O,O,X,X,X
STLIJOZ,O,O,X,O,O,X,O,O,X,X,X
STLIZJO,O,O,O,O,O,X,O,X,X,X,X
STLIZOJ,O,X,O,O,O,X,O,X,X,X,X
STLIOJZ,O,X,X,O,O,X,O,O,X,X,X
STLIOZJ,O,X,O,O,O,X,O,X,X,X,X
STLJIZO,X,O,O,O,O,X,O,O,X,O,X
STLJIOZ,O,O,X,O,O,X,O,O,X,O,X
STLJZIO,X,O,X,O,O,O,O,O,X,O,X
STLJZOI,X,O,X,O,O,O,O,O,X,O,X
STLJOIZ,O,O,X,O,O,X,O,O,X,O,X
STLJOZI,X,O,X,O,O,O,O,O,X,O,X
STLZIJO,O,O,O,O,O,O,O,X,X,X,X
STLZIOJ,O,X,O,O,O,O,O,X,X,X,X
STLZJIO,O,O,O,O,O,O,O,O,X,O,X
STLZJOI,O,O,O,O,O,O,O,O,X,O,X
STLZOIJ,O,X,O,O,O,O,O,X,X,X,X
STLZOJI,O,X,O,O,O,O,O,O,X,X,X
STLOIJZ,O,O,X,O,O,X,O,O,X,X,X
STLOIZJ,O,O,O,O,O,X,O,X,X,X,X
STLOJIZ,O,O,X,O,O,X,O,O,X,X,X
STLOJZI,X,O,X,O,O,O,O,O,X,X,X
STLOZIJ,O,O,X,O,O,O,O,X,X,X,X
STLOZJI,O,O,X,O,O,O,O,O,X,X,X
STJILZO,X,O,O,O,O,X,O,O,X,O,X
STJILOZ,O,O,X,X,O,X,O,O,X,O,X
STJIZLO,O,O,O,O,X,X,X,O,X,O,X
STJIZOL,O,O,O,O,X,X,X,O,X,O,X
STJIOLZ,O,O,X,O,O,X,O,O,X,O,X
STJIOZL,O,O,X,O,X,X,X,O,X,O,X
STJLIZO,X,O,O,O,O,X,O,O,X,O,X
STJLIOZ,O,O,X,O,O,X,O,O,X,O,X
STJLZIO,X,O,X,O,O,X,O,O,X,O,X
STJLZOI,X,O,X,O,O,X,O,O,X,O,X
STJLOIZ,O,O,X,O,O,X,O,O,X,O,X
STJLOZI,X,O,X,O,O,X,O,O,X,O,X
STJZILO,O,O,O,O,X,O,X,O,X,O,X
STJZIOL,O,O,O,O,X,O,X,O,X,O,X
STJZLIO,O,O,O,O,O,O,O,O,X,O,X
STJZLOI,O,O,O,O,O,O,O,O,X,O,X
STJZOIL,O,O,O,O,X,O,X,O,X,O,X
STJZOLI,O,O,O,O,O,O,O,O,X,O,X
STJOILZ,O,O,X,O,O,X,O,O,X,O,X
STJOIZL,O,O,X,O,X,X,X,O,X,O,X
STJOLIZ,O,O,X,O,O,X,O,O,X,O,X
STJOLZI,X,O,X,O,O,X,O,O,X,O,X
STJOZIL,O,O,X,O,X,O,X,O,X,O,X
STJOZLI,O,O,X,O,O,O,O,O,X,O,X
STZILJO,O,O,O,O,O,O,O,X,X,X,X
STZILOJ,O,X,O,O,O,O,O,X,X,X,X
STZIJLO,O,O,O,O,X,O,X,O,O,O,X
STZIJOL,O,O,O,O,X,O,X,O,O,O,X
STZIOLJ,O,X,O,X,O,O,O,X,X,X,X
STZIOJL,O,O,O,O,X,O,X,O,O,X,X
STZLIJO,O,O,O,O,O,O,O,X,X,X,X
STZLIOJ,O,X,O,O,O,O,O,X,X,X,X
STZLJIO,O,O,O,O,O,O,O,O,O,O,X
STZLJOI,O,O,O,O,O,O,O,O,O,O,X
STZLOIJ,O,X,O,O,O,O,O,X,X,X,X
STZLOJI,O,X,O,O,O,O,O,O,O,X,X
STZJILO,O,O,O,O,X,O,X,O,O,O,X
STZJIOL,O,O,O,O,X,O,X,O,O,O,X
STZJLIO,O,O,O,O,O,O,O,O,O,O,X
STZJLOI,O,O,O,O,O,O,O,O,O,O,X
STZJOIL,O,O,O,O,X,O,X,O,O,O,X
STZJOLI,O,O,O,O,O,O,O,O,O,O,X
STZOILJ,O,O,O,O,O,O,O,X,X,X,X
STZOIJL,O,O,O,O,X,O,X,O,O,X,X
STZOLIJ,O,O,O,O,O,O,O,X,X,X,X
STZOLJI,O,O,O,O,O,O,O,O,O,X,X
STZOJIL,O,O,O,O,X,O,X,O,O,O,X
STZOJLI,O,O,O,O,O,O,O,O,O,O,X
STOILJZ,O,O,X,O,O,X,O,O,X,X,X
STOILZJ,O,O,O,O,O,X,O,X,X,X,X
STOIJLZ,O,O,X,O,O,X,O,O,X,X,X
STOIJZL,O,O,X,O,X,X,X,O,X,X,X
STOIZLJ,O,O,O,O,O,X,O,X,X,X,X
STOIZJL,O,O,O,O,X,X,X,O,O,X,X
STOLIJZ,O,O,X,O,O,X,O,O,X,X,X
STOLIZJ,O,O,O,O,O,X,O,X,X,X,X
STOLJIZ,O,O,X,O,O,X,O,O,X,X,X
STOLJZI,X,O,X,O,O,O,O,O,X,X,X
STOLZIJ,O,O,X,O,O,O,O,X,X,X,X
STOLZJI,O,O,X,O,O,O,O,O,X,X,X
STOJILZ,O,O,X,O,O,X,O,O,X,O,X
STOJIZL,O,O,X,O,X,X,X,O,X,O,X
STOJLIZ,O,O,X,O,O,X,O,O,X,O,X
STOJLZI,X,O,X,O,O,X,O,O,X,O,X
STOJZIL,O,O,X,O,X,O,X,O,X,O,X
STOJZLI,O,O,X,O,O,O,O,O,X,O,X
STOZILJ,O,O,O,O,O,O,O,X,X,X,X
STOZIJL,O,O,O,O,X,O,X,O,O,X,X
STOZLIJ,O,O,O,O,O,O,O,X,X,X,X
STOZLJI,O,O,O,O,O,O,O,O,O,X,X
STOZJIL,O,O,O,O,X,O,X,O,O,O,X
STOZJLI,O,O,O,O,O,O,O,O,O,O,X
SITLJZO,X,O,O,O,O,X,O,O,X,X,X
SITLJOZ,O,O,X,O,O,X,O,O,X,X,X
SITLZJO,O,O,O,O,O,X,O,X,X,X,X
SITLZOJ,O,X,O,O,O,X,O,X,X,X,X
SITLOJZ,O,X,X,O,O,X,O,O,X,X,X
SITLOZJ,O,X,O,O,O,X,O,X,X,X,X
SITJLZO,X,O,O,O,O,X,O,O,X,O,X
SITJLOZ,O,O,X,X,O,X,O,O,X,O,X
SITJZLO,O,O,O,O,X,X,X,O,X,O,X
SITJZOL,O,O,O,O,X,X,X,O,X,O,X
SITJOLZ,O,O,X,O,O,X,O,O,X,O,X
SITJOZL,O,O,X,O,X,X,X,O,X,O,X
SITZLJO,O,O,O,O,O,X,O,X,X,X,X
SITZLOJ,O,X,O,O,O,X,O,X,X,X,X
SITZJLO,O,O,O,O,X,X,X,O,O,O,X
SITZJOL,O,O,O,O,X,X,X,O,O,O,X
SITZOLJ,O,X,O,X,O,X,O,X,X,X,X
SITZOJL,O,O,O,O,X,X,X,O,O,X,X
SITOLJZ,O,O,X,O,O,X,O,O,X,X,X
SITOLZJ,O,O,O,O,O,X,O,X,X,X,X
SITOJLZ,O,O,X,O,O,X,O,O,X,X,X
SITOJZL,O,O,X,O,X,X,X,O,X,X,X
SITOZLJ,O,O,O,O,O,X,O,X,X,X,X
SITOZJL,O,O,O,O,X,X,X,O,O,X,X
SILTJZO,X,O,O,O,O,X,O,O,X,X,X
SILTJOZ,O,O,X,O,O,X,O,O,X,X,X
SILTZJO,O,O,O,O,O,X,O,X,X,X,X
SILTZOJ,O,X,O,O,O,X,O,X,X,X,X
SILTOJZ,O,X,X,O,O,X,O,O,X,X,X
SILTOZJ,O,X,O,O,O,X,O,X,X,X,X
SILJTZO,X,X,X,O,O,X,O,O,X,X,O
SILJTOZ,O,X,X,O,O,X,O,O,X,X,O
SILJZTO,X,X,X,O,O,X,O,O,X,X,O
SILJZOT,X,X,X,X,X,X,X,X,X,X,O
SILJOTZ,X,X,X,X,O,X,X,O,X,X,X
SILJOZT,X,X,X,X,X,X,X,X,X,X,X
SILZTJO,O,O,X,O,O,X,O,X,X,X,X
SILZTOJ,O,X,X,O,O,X,O,X,X,X,X
SILZJTO,O,X,X,O,O,X,O,X,X,X,X
SILZJOT,O,X,X,X,X,X,X,X,X,X,X
SILZOTJ,O,X,X,O,X,X,O,X,X,X,X
SILZOJT,X,X,X,X,X,X,X,X,X,X,X
SILOTJZ,O,X,O,O,O,X,O,O,X,X,X
SILOTZJ,O,X,O,O,O,X,O,X,X,X,X
SILOJTZ,X,X,X,O,O,X,X,O,X,X,X
SILOJZT,X,X,X,O,X,X,X,X,X,X,X
SILOZTJ,X,X,X,O,X,X,O,X,X,X,X
SILOZJT,X,X,X,O,X,X,X,X,X,X,X
SIJTLZO,X,O,X,O,O,X,O,O,X,O,X
SIJTLOZ,O,O,X,X,O,X,O,O,X,O,X
SIJTZLO,O,O,X,O,X,X,X,O,X,O,X
SIJTZOL,O,O,X,O,X,X,X,O,X,O,X
SIJTOLZ,O,O,X,X,O,X,O,O,X,O,X
SIJTOZL,O,O,X,O,X,X,X,O,X,O,X
SIJLTZO,X,O,X,O,O,X,O,O,X,O,O
SIJLTOZ,O,O,X,O,O,X,O,O,X,O,O
SIJLZTO,X,O,X,O,O,X,O,O,X,O,O
SIJLZOT,X,X,X,X,X,X,X,X,X,O,O
SIJLOTZ,X,O,X,X,O,X,X,O,X,O,X
SIJLOZT,X,O,X,X,X,X,X,X,X,O,X
SIJZTLO,O,O,X,O,X,X,X,O,X,O,X
SIJZTOL,O,O,X,O,X,X,X,O,X,O,X
SIJZLTO,O,O,X,O,X,X,X,O,X,O,X
SIJZLOT,O,X,X,X,X,X,X,X,X,O,X
SIJZOTL,O,X,X,X,X,X,X,X,X,O,X
SIJZOLT,O,X,X,X,X,X,X,X,X,O,X
SIJOTLZ,X,O,X,X,O,X,X,O,X,O,X
SIJOTZL,X,O,X,X,X,X,X,O,X,O,X
SIJOLTZ,X,O,X,X,O,X,X,O,X,O,X
SIJOLZT,X,O,X,X,X,X,X,X,X,O,X
SIJOZTL,X,O,X,X,X,X,X,X,X,O,X
SIJOZLT,X,O,X,X,X,X,X,X,X,O,X
SIZTLJO,O,O,O,O,O,X,O,X,X,X,X
SIZTLOJ,O,X,O,O,O,X,O,X,X,X,X
SIZTJLO,O,O,O,O,X,X,X,O,O,O,X
SIZTJOL,O,O,O,O,X,X,X,O,O,O,X
SIZTOLJ,O,X,O,X,O,X,O,X,X,X,X
SIZTOJL,O,O,O,O,X,X,X,O,O,X,X
SIZLTJO,O,O,O,O,O,X,O,X,X,X,X
SIZLTOJ,O,X,O,O,O,X,O,X,X,X,X
SIZLJTO,O,X,X,O,O,X,O,X,X,X,X
SIZLJOT,O,X,X,X,X,X,X,X,X,X,X
SIZLOTJ,O,X,O,O,X,X,O,X,X,X,X
SIZLOJT,O,X,X,X,X,X,X,X,X,X,X
SIZJTLO,O,O,O,O,X,X,X,O,O,O,X
SIZJTOL,O,O,O,O,X,X,X,O,O,O,X
SIZJLTO,O,O,O,O,X,X,X,O,O,O,X
SIZJLOT,O,X,O,X,X,X,X,X,X,O,X
SIZJOTL,O,X,O,X,X,X,X,X,X,O,X
SIZJOLT,O,X,O,X,X,X,X,X,X,O,X
SIZOTLJ,O,X,O,X,X,X,O,X,X,X,X
SIZOTJL,O,O,O,O,X,X,X,X,X,X,X
SIZOLTJ,O,X,O,O,X,X,O,X,X,X,X
SIZOLJT,O,X,X,X,X,X,X,X,X,X,X
SIZOJTL,O,X,O,X,X,X,X,X,X,X,X
SIZOJLT,O,X,O,X,X,X,X,X,X,X,X
SIOTLJZ,O,O,O,O,O,X,O,O,X,X,X
SIOTLZJ,O,O,O,O,O,X,O,X,X,X,X
SIOTJLZ,O,O,O,O,O,X,O,O,X,X,X
SIOTJZL,O,O,O,O,X,X,X,O,X,X,X
SIOTZLJ,O,O,O,O,O,X,O,X,X,X,X
SIOTZJL,O,O,O,O,X,X,X,O,X,X,X
