sequence,v115@GhA8HeB8EeA8BeB8AeA8CeE8JeZEJvhFXhBliBzkBU?nBGlByvB,v115@GhA8HeB8EeA8BeB8AeA8CeE8JeZEJvhFUgBFhBfqBG?nBinBzqB,v115@GhA8HeB8EeA8BeB8AeA8CeE8JeZEJvhFzfBFhBfrBG?nBinBUqB,v115@GhA8HeB8EeA8BeB8AeA8CeE8JeZEJvhFqkBTgBliBU?nB3qBOrB,v115@GhA8HeB8EeA8BeB8AeA8CeE8JeUBJvhFRiBOpBKqBf?rBTsBlpB,v115@GhA8HeB8EeA8BeB8AeA8CeE8JeZEJvhFVmBanBunBz?kBfrBUqB,v115@GhA8HeB8EeA8BeB8AeA8CeE8Jex/IvhFXhBliBUnBm?pBzqBipB,v115@GhA8HeB8EeA8BeB8AeA8CeE8Je3CJvhFOpBxlBlkBU?nBiqBzqB,v115@GhA8HeB8EeA8BeB8AeA8CeE8JeRCJvhF3kBFmBTnB0?qBOpBiqB,v115@GhA8HeB8EeA8BeB8AeA8CeE8JeUBJvhFRiB1pBfrBT?nBOpBKqB,v115@GhA8HeB8EeA8BeB8AeA8CeE8Je2EJvhFVmBRiBTnBf?rBipBUqB,v115@GhA8HeB8EeA8BeB8AeA8CeE8JeUCJvhFOpBxlBlkB3?nBiqBzqB
LOTSJIZ,X,O,X,X,O,O,O,X,X,O,O,X
LOTSJZI,X,O,X,X,O,X,X,X,X,O,O,X
LOTSZIJ,O,O,X,X,O,X,X,X,X,O,X,X
LOTSZJI,O,O,X,X,O,X,X,X,X,O,X,X
LOTZIJS,O,X,X,X,X,O,X,X,X,X,O,X
LOTZISJ,O,X,X,X,X,X,X,X,O,X,X,X
LOTZJIS,O,X,X,X,X,O,X,X,X,X,O,X
LOTZJSI,O,X,X,X,X,X,X,X,X,X,O,X
LOTZSIJ,O,X,X,X,X,X,X,X,O,X,X,X
LOTZSJI,O,X,X,X,X,X,X,X,O,X,X,X
LOITJSZ,X,O,X,X,O,O,X,X,X,X,O,X
LOITJZS,X,X,X,X,X,O,X,X,X,X,O,X
LOITSJZ,X,O,X,X,O,O,X,X,X,O,O,X
LOITSZJ,O,O,X,X,O,X,X,X,X,O,X,X
LOITZJS,O,X,X,X,X,O,X,X,X,X,O,X
LOITZSJ,O,X,X,X,X,X,X,X,O,X,X,X
LOIJTSZ,X,O,X,X,O,O,X,X,X,X,O,X
LOIJTZS,X,X,X,X,X,O,X,X,X,X,O,X
LOIJSTZ,X,O,X,X,O,O,X,O,X,X,O,X
LOIJSZT,O,O,X,X,O,X,X,O,X,X,X,X
LOIJZTS,O,X,X,X,X,O,X,X,X,X,O,O
LOIJZST,O,X,X,X,O,X,X,X,X,X,X,O
LOISTJZ,X,O,X,X,O,O,X,X,X,O,O,X
LOISTZJ,O,O,X,O,O,X,X,X,X,O,X,X
LOISJTZ,X,O,X,X,O,O,X,O,X,X,O,X
LOISJZT,O,O,X,O,O,X,X,O,X,X,X,X
LOISZTJ,O,O,X,O,O,X,X,X,O,O,X,X
LOISZJT,O,O,X,O,O,X,X,X,X,X,X,X
LOIZTJS,O,X,X,X,X,O,X,X,X,X,O,X
LOIZTSJ,O,X,X,O,X,X,X,X,O,X,X,X
LOIZJTS,O,X,X,X,X,O,X,X,X,X,O,O
LOIZJST,O,X,X,X,O,X,X,X,X,X,X,O
LOIZSTJ,O,X,X,O,O,X,X,X,O,O,X,X
LOIZSJT,O,X,X,O,O,X,X,X,X,X,X,X
LOJTISZ,X,O,X,X,O,O,X,X,X,X,O,X
LOJTIZS,X,X,X,X,X,O,X,X,X,X,O,X
LOJTSIZ,X,O,X,X,O,O,O,X,X,X,O,X
LOJTSZI,X,O,X,X,O,X,X,X,X,X,O,X
LOJTZIS,X,X,X,X,X,O,X,X,X,X,O,X
LOJTZSI,X,X,X,X,X,X,X,X,X,X,O,X
LOJITSZ,X,O,X,X,O,O,X,X,X,X,O,X
LOJITZS,X,X,X,X,X,O,X,X,X,X,O,X
LOJISTZ,X,O,X,X,O,O,X,O,X,X,O,X
LOJISZT,O,O,X,X,O,X,X,O,X,X,X,X
LOJIZTS,O,X,X,X,X,O,X,X,X,X,O,O
LOJIZST,O,X,X,X,O,X,X,X,X,X,X,O
LOJSTIZ,X,O,X,X,O,O,O,X,X,X,O,X
LOJSTZI,X,O,X,X,O,X,X,X,X,X,O,X
LOJSITZ,X,O,X,X,O,O,O,O,X,X,O,X
LOJSIZT,O,O,X,X,O,X,O,O,X,X,X,X
LOJSZTI,O,O,X,X,O,X,O,X,X,X,X,X
LOJSZIT,O,O,X,X,O,X,O,X,X,X,X,X
LOJZTIS,O,X,X,X,X,O,O,X,X,X,O,X
LOJZTSI,O,X,X,X,X,X,O,X,X,X,O,X
LOJZITS,O,X,X,X,X,O,O,X,X,X,O,X
LOJZIST,O,X,X,X,O,X,O,X,X,X,X,X
LOJZSTI,O,X,X,X,O,X,O,X,X,X,X,X
LOJZSIT,O,X,X,X,O,X,O,X,X,X,X,X
LOSTIJZ,X,O,X,X,O,O,O,X,X,O,O,X
LOSTIZJ,O,O,X,O,O,X,O,X,X,O,X,X
LOSTJIZ,X,O,X,X,O,O,O,X,X,O,O,X
LOSTJZI,X,O,X,X,O,X,X,X,X,O,O,X
LOSTZIJ,O,O,X,O,O,X,X,X,X,O,X,X
LOSTZJI,O,O,X,O,O,X,X,X,X,O,X,X
LOSITJZ,X,O,X,X,O,O,O,X,X,O,O,X
LOSITZJ,O,O,X,O,O,X,O,X,X,O,X,X
LOSIJTZ,X,O,X,X,O,O,X,O,X,X,O,X
LOSIJZT,O,O,X,O,O,X,X,O,X,X,X,X
LOSIZTJ,O,O,X,O,O,X,O,X,O,O,X,X
LOSIZJT,O,O,X,O,O,X,X,X,X,X,X,X
LOSJTIZ,X,O,X,X,O,O,O,X,X,X,O,X
LOSJTZI,X,O,X,X,O,X,X,X,X,X,O,X
LOSJITZ,X,O,X,X,O,O,O,O,X,X,O,X
LOSJIZT,O,O,X,O,O,X,O,O,X,X,X,X
LOSJZTI,O,O,X,O,O,X,O,X,X,X,X,X
LOSJZIT,O,O,X,O,O,X,O,X,X,X,X,X
LOSZTIJ,O,O,X,O,O,X,O,X,O,O,X,X
LOSZTJI,O,O,X,O,O,X,O,X,O,O,X,X
LOSZITJ,O,O,X,O,O,X,O,X,O,O,X,X
LOSZIJT,O,O,X,O,O,X,X,X,X,X,X,X
LOSZJTI,O,O,X,O,O,X,O,X,X,X,X,X
LOSZJIT,O,O,X,O,O,X,O,X,X,X,X,X
LOZTIJS,O,X,X,X,X,O,X,X,X,X,O,X
LOZTISJ,O,X,X,O,X,X,X,X,O,X,X,X
LOZTJIS,O,X,X,X,X,O,O,X,X,X,O,X
LOZTJSI,O,X,X,X,X,X,O,X,X,X,O,X
LOZTSIJ,O,X,X,O,X,X,O,X,O,X,X,X
LOZTSJI,O,X,X,O,X,X,O,X,O,X,X,X
LOZITJS,O,X,X,X,X,O,X,X,X,X,O,X
LOZITSJ,O,X,X,O,X,X,X,X,O,X,X,X
LOZIJTS,O,X,X,X,X,O,X,X,X,X,O,X
LOZIJST,O,X,X,X,O,X,X,X,X,X,X,X
LOZISTJ,O,X,X,O,O,X,X,X,O,O,X,X
LOZISJT,O,X,X,O,O,X,X,X,X,X,X,X
LOZJTIS,O,X,X,X,X,O,O,X,X,X,O,X
LOZJTSI,O,X,X,X,X,X,O,X,X,X,O,X
LOZJITS,O,X,X,X,X,O,O,X,X,X,O,X
LOZJIST,O,X,X,X,O,X,O,X,X,X,X,X
LOZJSTI,O,X,X,X,O,X,O,X,X,X,X,X
LOZJSIT,O,X,X,X,O,X,O,X,X,X,X,X
LOZSTIJ,O,X,X,O,O,X,O,X,O,O,X,X
LOZSTJI,O,X,X,O,O,X,O,X,O,O,X,X
LOZSITJ,O,X,X,O,O,X,O,X,O,O,X,X
LOZSIJT,O,X,X,O,O,X,X,X,X,X,X,X
LOZSJTI,O,X,X,O,O,X,O,X,X,X,X,X
LOZSJIT,O,X,X,O,O,X,O,X,X,X,X,X
JTILSZO,X,O,O,X,X,X,X,X,X,X,X,X
JTILSOZ,X,X,X,X,X,O,X,X,X,X,X,X
JTILZSO,X,X,X,X,X,X,X,X,X,X,X,X
JTILZOS,X,X,X,X,X,O,X,X,X,X,X,X
JTILOSZ,X,O,X,X,X,O,X,X,X,X,X,X
JTILOZS,X,X,X,X,X,O,X,X,X,X,X,X
JTISLZO,X,O,O,X,X,X,X,O,X,X,X,X
JTISLOZ,X,X,X,X,X,O,X,O,X,X,X,X
JTISZLO,X,O,O,X,X,X,X,O,X,X,X,X
JTISZOL,X,O,O,X,X,X,X,O,X,X,X,X
JTISOLZ,X,O,X,X,X,O,X,O,X,X,X,X
JTISOZL,X,O,O,X,X,X,X,O,X,X,X,X
JTIZLSO,X,X,X,X,X,X,X,X,X,X,X,O
JTIZLOS,X,X,X,X,X,O,X,X,X,X,X,O
JTIZSLO,X,O,O,X,X,X,X,X,X,X,X,O
JTIZSOL,X,O,O,X,X,X,X,X,X,X,X,O
JTIZOLS,X,X,X,X,X,O,X,X,X,X,X,O
JTIZOSL,X,O,O,X,X,X,X,X,X,X,X,O
JTIOLSZ,X,O,X,X,X,O,X,X,X,X,X,X
JTIOLZS,X,X,X,X,X,O,X,X,X,X,X,X
JTIOSLZ,X,O,X,X,X,O,O,X,X,X,X,X
JTIOSZL,X,O,O,X,X,X,O,X,X,X,X,X
JTIOZLS,X,X,X,X,X,O,X,X,X,X,X,X
JTIOZSL,X,O,X,X,X,X,X,X,X,X,X,X
JTLISZO,X,O,O,X,X,X,X,O,X,X,X,X
JTLISOZ,X,X,X,X,X,O,X,O,X,X,X,X
JTLIZSO,X,X,X,X,X,X,X,X,X,X,X,O
JTLIZOS,X,X,X,X,X,O,X,X,X,X,X,O
JTLIOSZ,X,O,X,X,X,O,X,X,X,X,O,X
JTLIOZS,X,X,X,X,X,O,X,X,X,X,O,X
JTLSIZO,X,O,O,X,X,X,X,O,X,X,X,X
JTLSIOZ,X,X,X,X,X,O,X,O,X,X,X,X
JTLSZIO,X,O,X,X,X,X,X,X,X,X,X,X
JTLSZOI,X,X,X,X,O,X,X,X,X,X,X,X
JTLSOIZ,X,X,X,X,O,O,X,X,X,X,O,X
JTLSOZI,X,X,X,X,O,X,X,X,X,X,O,X
JTLZISO,X,X,X,X,X,X,X,X,X,X,X,X
JTLZIOS,X,X,X,X,X,O,X,X,X,X,X,X
JTLZSIO,X,X,X,X,X,X,X,X,X,X,X,X
JTLZSOI,X,X,X,X,X,X,X,X,X,X,X,X
JTLZOIS,X,X,X,X,X,O,X,X,X,X,O,X
JTLZOSI,X,X,X,X,X,X,X,X,X,X,O,X
JTLOISZ,X,O,X,X,O,O,X,X,X,X,O,X
JTLOIZS,X,X,X,X,X,O,X,X,X,X,O,X
JTLOSIZ,X,O,X,X,O,O,O,X,X,X,O,X
JTLOSZI,X,O,X,X,O,X,X,X,X,X,O,X
JTLOZIS,X,X,X,X,X,O,X,X,X,X,O,X
JTLOZSI,X,X,X,X,X,X,X,X,X,X,O,X
JTSILZO,X,O,O,X,X,X,X,O,X,X,X,X
JTSILOZ,X,X,X,X,X,O,X,O,X,X,X,X
JTSIZLO,X,O,O,X,X,X,X,O,X,X,X,X
JTSIZOL,X,O,O,X,X,X,X,O,X,X,X,X
JTSIOLZ,X,O,X,X,X,O,X,O,X,X,X,X
JTSIOZL,X,O,O,X,X,X,X,O,X,X,X,X
JTSLIZO,X,O,O,X,X,X,X,O,X,X,X,X
JTSLIOZ,X,X,X,X,X,O,X,O,X,X,X,X
JTSLZIO,X,O,X,X,X,X,X,X,X,X,X,X
JTSLZOI,X,X,X,X,X,X,X,X,X,X,X,X
JTSLOIZ,X,X,X,X,X,O,X,X,X,X,X,X
JTSLOZI,X,X,X,X,X,X,X,X,X,X,X,X
JTSZILO,X,O,O,X,X,X,X,X,X,X,X,X
JTSZIOL,X,O,O,X,X,X,X,X,X,X,X,X
JTSZLIO,X,O,X,X,X,X,X,X,X,X,X,X
JTSZLOI,X,X,X,X,X,X,X,X,X,X,X,X
JTSZOIL,X,O,X,X,X,X,X,X,X,O,X,X
JTSZOLI,X,X,X,X,X,X,X,X,X,O,X,X
JTSOILZ,X,O,X,X,X,O,O,X,X,O,X,X
JTSOIZL,X,O,O,X,X,X,O,X,X,O,X,X
JTSOLIZ,X,O,X,X,X,O,O,X,X,O,X,X
JTSOLZI,X,O,X,X,X,X,X,X,X,O,X,X
JTSOZIL,X,O,X,X,X,X,O,X,X,O,X,X
JTSOZLI,X,O,X,X,X,X,X,X,X,O,X,X
JTZILSO,X,X,X,X,X,X,X,X,X,X,X,X
JTZILOS,X,X,X,X,X,O,X,X,X,X,X,X
JTZISLO,X,O,O,X,X,X,X,X,X,X,X,X
JTZISOL,X,O,O,X,X,X,X,X,X,X,X,X
JTZIOLS,X,X,X,X,X,O,O,X,X,X,X,X
JTZIOSL,X,O,O,X,X,X,O,X,X,X,X,X
JTZLISO,X,X,X,X,X,X,X,X,X,X,X,X
JTZLIOS,X,X,X,X,X,O,X,X,X,X,X,X
JTZLSIO,X,X,X,X,X,X,X,X,X,X,X,X
JTZLSOI,X,X,X,X,X,X,X,X,X,X,X,X
JTZLOIS,X,X,X,X,X,O,O,X,X,X,X,X
JTZLOSI,X,X,X,X,X,X,O,X,X,X,X,X
JTZSILO,X,O,O,X,X,X,X,X,X,X,X,X
JTZSIOL,X,O,O,X,X,X,X,X,X,X,X,X
JTZSLIO,X,O,O,X,X,X,X,X,X,X,X,X
JTZSLOI,X,X,O,X,X,X,X,X,X,X,X,X
JTZSOIL,X,O,O,X,X,X,O,X,O,X,X,X
JTZSOLI,X,X,O,X,X,X,O,X,O,X,X,X
JTZOILS,X,X,X,X,X,O,O,X,X,X,X,X
JTZOISL,X,O,O,X,X,X,O,X,O,X,X,X
JTZOLIS,X,X,X,X,X,O,O,X,X,X,X,X
JTZOLSI,X,X,X,X,X,X,O,X,X,X,X,X
JTZOSIL,X,O,O,X,X,X,O,X,O,X,X,X
JTZOSLI,X,O,O,X,X,X,O,X,O,X,X,X
JTOILSZ,X,O,X,X,O,O,X,X,X,X,O,X
JTOILZS,X,X,X,X,X,O,X,X,X,X,O,X
JTOISLZ,X,O,X,X,X,O,O,X,X,O,X,X
JTOISZL,X,O,O,X,X,X,O,X,X,O,X,X
JTOIZLS,X,X,X,X,X,O,X,X,X,X,X,X
JTOIZSL,X,O,X,X,X,X,X,X,O,X,X,X
JTOLISZ,X,O,X,X,O,O,X,X,X,X,O,X
JTOLIZS,X,X,X,X,X,O,X,X,X,X,O,X
JTOLSIZ,X,O,X,X,O,O,O,X,X,X,O,X
JTOLSZI,X,O,X,X,O,X,X,X,X,X,O,X
JTOLZIS,X,X,X,X,X,O,X,X,X,X,O,X
JTOLZSI,X,X,X,X,X,X,X,X,X,X,O,X
JTOSILZ,X,O,X,X,X,O,O,X,X,O,X,X
JTOSIZL,X,O,O,X,X,X,O,X,X,O,X,X
JTOSLIZ,X,O,X,X,X,O,O,X,X,O,X,X
JTOSLZI,X,O,X,X,X,X,X,X,X,O,X,X
JTOSZIL,X,O,X,X,X,X,O,X,X,O,X,X
JTOSZLI,X,O,X,X,X,X,O,X,X,O,X,X
JTOZILS,X,X,X,X,X,O,O,X,X,X,X,X
JTOZISL,X,O,X,X,X,X,O,X,O,X,X,X
JTOZLIS,X,X,X,X,X,O,O,X,X,X,X,X
JTOZLSI,X,X,X,X,X,X,O,X,X,X,X,X
JTOZSIL,X,O,X,X,X,X,O,X,O,X,X,X
JTOZSLI,X,O,X,X,X,X,O,X,O,X,X,X
JITLSZO,X,O,O,X,X,X,X,X,X,X,X,X
JITLSOZ,X,X,X,X,X,O,X,X,X,X,X,X
JITLZSO,X,X,X,X,X,X,X,X,X,X,X,X
JITLZOS,X,X,X,X,X,O,X,X,X,X,X,X
JITLOSZ,X,O,X,X,X,O,X,X,X,X,X,X
JITLOZS,X,X,X,X,X,O,X,X,X,X,X,X
JITSLZO,X,O,O,X,X,X,X,O,X,X,X,X
JITSLOZ,X,X,X,X,X,O,X,O,X,X,X,X
JITSZLO,X,O,O,X,X,X,X,O,X,X,X,X
JITSZOL,X,O,O,X,X,X,X,O,X,X,X,X
JITSOLZ,X,O,X,X,X,O,X,O,X,X,X,X
JITSOZL,X,O,O,X,X,X,X,O,X,X,X,X
JITZLSO,X,X,X,X,X,X,X,X,X,X,X,O
JITZLOS,X,X,X,X,X,O,X,X,X,X,X,O
JITZSLO,X,O,O,X,X,X,X,X,X,X,X,O
JITZSOL,X,O,O,X,X,X,X,X,X,X,X,O
JITZOLS,X,X,X,X,X,O,X,X,X,X,X,O
JITZOSL,X,O,O,X,X,X,X,X,X,X,X,O
JITOLSZ,X,O,X,X,X,O,X,X,X,X,X,X
JITOLZS,X,X,X,X,X,O,X,X,X,X,X,X
JITOSLZ,X,O,X,X,X,O,O,X,X,X,X,X
JITOSZL,X,O,O,X,X,X,O,X,X,X,X,X
JITOZLS,X,X,X,X,X,O,X,X,X,X,X,X
JITOZSL,X,O,X,X,X,X,X,X,X,X,X,X
JILTSZO,X,O,O,X,X,X,X,O,X,X,X,X
JILTSOZ,X,X,X,X,X,O,X,O,X,X,X,X
JILTZSO,X,X,X,X,X,X,X,X,X,X,X,O
JILTZOS,X,X,X,X,X,O,X,X,X,X,X,O
JILTOSZ,X,O,X,X,X,O,X,X,X,X,X,X
JILTOZS,X,X,X,X,X,O,X,X,X,X,X,X
JILSTZO,X,O,O,X,X,X,X,O,X,X,X,X
JILSTOZ,X,X,X,X,X,O,X,O,X,X,X,X
JILSZTO,O,O,O,O,X,X,X,O,X,X,X,O
JILSZOT,O,X,O,O,O,X,X,O,X,X,X,O
JILSOTZ,X,O,X,X,O,O,X,O,X,X,X,X
JILSOZT,O,O,X,O,O,X,X,O,X,X,X,X
JILZTSO,O,X,X,O,X,X,X,X,X,X,X,O
JILZTOS,O,X,X,X,X,O,X,X,X,X,X,O
JILZSTO,O,X,O,O,X,X,X,O,X,X,X,O
JILZSOT,O,X,O,O,X,X,X,O,X,X,X,O
JILZOTS,O,X,X,X,X,O,X,X,X,X,X,O
JILZOST,O,X,O,X,X,X,X,X,X,X,X,O
JILOTSZ,X,O,X,X,O,O,X,X,X,X,X,X
JILOTZS,X,X,X,X,X,O,X,X,X,X,X,X
JILOSTZ,X,O,X,X,O,O,X,O,X,X,X,X
JILOSZT,O,O,X,X,O,X,X,O,X,X,X,X
JILOZTS,O,X,X,X,X,O,X,X,X,X,X,O
JILOZST,O,X,X,X,O,X,X,X,X,X,X,O
JISTLZO,X,O,O,X,X,X,X,O,X,X,X,X
JISTLOZ,X,X,X,X,X,O,X,O,X,X,X,X
JISTZLO,X,O,O,X,X,X,X,O,X,X,X,X
JISTZOL,X,O,O,X,X,X,X,O,X,X,X,X
JISTOLZ,X,O,X,X,X,O,X,O,X,X,X,X
JISTOZL,X,O,O,X,X,X,X,O,X,X,X,X
JISLTZO,X,O,O,X,X,X,X,O,X,X,X,X
JISLTOZ,X,X,X,X,X,O,X,O,X,X,X,X
JISLZTO,X,O,O,O,X,X,X,O,X,X,X,X
JISLZOT,X,X,O,O,X,X,X,O,X,X,X,X
JISLOTZ,X,O,X,X,X,O,X,O,X,X,X,X
JISLOZT,X,O,X,O,X,X,X,O,X,X,X,X
JISZTLO,X,O,O,O,X,X,X,O,X,X,X,O
JISZTOL,X,O,O,X,X,X,X,O,X,X,X,O
JISZLTO,X,O,O,O,X,X,X,O,X,X,X,O
JISZLOT,X,X,O,O,X,X,X,O,X,X,X,O
JISZOTL,X,O,O,X,X,X,X,O,X,X,X,O
JISZOLT,X,O,O,X,X,X,X,O,X,X,X,O
JISOTLZ,X,O,X,X,X,O,X,O,X,X,X,X
JISOTZL,X,O,O,X,X,X,X,O,X,X,X,X
JISOLTZ,X,O,X,X,X,O,X,O,X,X,X,X
JISOLZT,X,O,X,X,X,X,X,O,X,X,X,X
JISOZTL,X,O,O,X,X,X,X,O,X,X,X,X
JISOZLT,X,O,O,X,X,X,X,O,X,X,X,X
JIZTLSO,O,X,X,O,X,X,X,X,X,X,X,O
JIZTLOS,O,X,X,X,X,O,X,X,X,X,X,O
JIZTSLO,O,O,O,O,X,X,X,X,X,X,X,O
JIZTSOL,O,O,O,X,X,X,X,X,X,X,X,O
JIZTOLS,O,X,X,X,X,O,O,X,X,X,X,O
JIZTOSL,O,O,O,X,X,X,O,X,X,X,X,O
JIZLTSO,O,X,X,O,X,X,X,X,X,X,X,O
JIZLTOS,O,X,X,X,X,O,X,X,X,X,X,O
JIZLSTO,O,X,O,O,X,X,X,X,X,X,X,O
JIZLSOT,O,X,O,O,X,X,X,X,X,X,X,O
JIZLOTS,O,X,X,X,X,O,X,X,X,X,X,O
JIZLOST,O,X,O,X,X,X,X,X,X,X,X,O
JIZSTLO,O,O,O,O,X,X,X,O,X,X,X,O
JIZSTOL,O,O,O,X,X,X,X,O,X,X,X,O
JIZSLTO,O,O,O,O,X,X,X,O,X,X,X,O
JIZSLOT,O,X,O,O,X,X,X,O,X,X,X,O
JIZSOTL,O,O,O,X,X,X,X,O,X,X,X,O
JIZSOLT,X,O,O,X,X,X,X,O,X,X,X,O
JIZOTLS,O,X,X,X,X,O,O,X,X,X,X,O
JIZOTSL,O,O,O,X,X,X,O,X,X,X,X,O
JIZOLTS,O,X,X,X,X,O,O,X,X,X,X,O
JIZOLST,O,X,O,X,X,X,O,X,X,X,X,O
JIZOSTL,O,O,O,X,X,X,O,X,X,X,X,O
JIZOSLT,X,O,O,X,X,X,O,X,X,X,X,O
JIOTLSZ,X,O,X,X,O,O,X,X,X,X,X,X
JIOTLZS,X,X,X,X,X,O,X,X,X,X,X,X
JIOTSLZ,X,O,X,X,X,O,O,X,X,X,X,X
JIOTSZL,X,O,O,X,X,X,O,X,X,X,X,X
JIOTZLS,X,X,X,X,X,O,X,X,X,X,X,X
JIOTZSL,X,O,X,X,X,X,X,X,X,X,X,X
JIOLTSZ,X,O,X,X,O,O,X,X,X,X,X,X
JIOLTZS,X,X,X,X,X,O,X,X,X,X,X,X
JIOLSTZ,X,O,X,X,O,O,X,X,X,X,X,X
JIOLSZT,O,O,X,X,O,X,X,X,X,X,X,X
JIOLZTS,O,X,X,X,X,O,X,X,X,X,X,X
JIOLZST,O,X,X,X,O,X,X,X,X,X,X,X
JIOSTLZ,X,O,X,X,X,O,O,O,X,X,X,X
JIOSTZL,X,O,O,X,X,X,O,O,X,X,X,X
JIOSLTZ,X,O,X,X,O,O,O,O,X,X,X,X
JIOSLZT,X,O,X,X,O,X,O,O,X,X,X,X
JIOSZTL,X,O,O,X,X,X,O,O,X,X,X,X
JIOSZLT,X,O,O,X,X,X,O,O,X,X,X,X
JIOZTLS,O,X,X,X,X,O,O,X,X,X,X,O
JIOZTSL,O,O,O,X,X,X,O,X,X,X,X,O
JIOZLTS,O,X,X,X,X,O,O,X,X,X,X,O
JIOZLST,O,X,O,X,O,X,O,X,X,X,X,O
JIOZSTL,O,O,O,X,X,X,O,X,X,X,X,O
JIOZSLT,X,O,O,X,X,X,O,X,X,X,X,O
JLTISZO,X,O,O,X,X,X,X,O,X,X,X,X
JLTISOZ,X,X,X,X,X,O,X,O,X,X,X,X
JLTIZSO,X,X,X,X,X,X,X,X,X,X,X,O
JLTIZOS,X,X,X,X,X,O,X,X,X,X,X,O
JLTIOSZ,X,O,X,X,X,O,X,X,X,X,O,X
JLTIOZS,X,X,X,X,X,O,X,X,X,X,O,X
JLTSIZO,X,O,O,X,X,X,X,O,X,X,X,X
JLTSIOZ,X,X,X,X,X,O,X,O,X,X,X,X
JLTSZIO,X,O,X,X,X,X,X,X,X,X,X,X
JLTSZOI,X,X,X,X,O,X,X,X,X,X,X,X
JLTSOIZ,X,X,X,X,O,O,X,X,X,X,O,X
JLTSOZI,X,X,X,X,O,X,X,X,X,X,O,X
JLTZISO,X,X,X,X,X,X,X,X,X,X,X,X
JLTZIOS,X,X,X,X,X,O,X,X,X,X,X,X
JLTZSIO,X,X,X,X,X,X,X,X,X,X,X,X
JLTZSOI,X,X,X,X,X,X,X,X,X,X,X,X
JLTZOIS,X,X,X,X,X,O,X,X,X,X,O,X
JLTZOSI,X,X,X,X,X,X,X,X,X,X,O,X
JLTOISZ,X,O,X,X,O,O,X,X,X,X,O,X
JLTOIZS,X,X,X,X,X,O,X,X,X,X,O,X
JLTOSIZ,X,O,X,X,O,O,O,X,X,X,O,X
JLTOSZI,X,O,X,X,O,X,X,X,X,X,O,X
JLTOZIS,X,X,X,X,X,O,X,X,X,X,O,X
JLTOZSI,X,X,X,X,X,X,X,X,X,X,O,X
JLITSZO,X,O,O,X,X,X,X,O,X,X,X,X
JLITSOZ,X,X,X,X,X,O,X,O,X,X,X,X
JLITZSO,X,X,X,X,X,X,X,X,X,X,X,O
JLITZOS,X,X,X,X,X,O,X,X,X,X,X,O
JLITOSZ,X,O,X,X,X,O,X,X,X,X,O,X
JLITOZS,X,X,X,X,X,O,X,X,X,X,O,X
JLISTZO,X,O,O,X,X,X,X,O,X,X,X,X
JLISTOZ,X,X,X,X,X,O,X,O,X,X,X,X
JLISZTO,O,O,O,O,X,X,X,O,X,X,X,O
JLISZOT,O,X,O,O,O,X,X,O,X,X,X,O
JLISOTZ,X,O,X,X,O,O,X,O,X,X,X,X
JLISOZT,O,O,X,O,O,X,X,O,X,X,X,X
JLIZTSO,O,X,X,O,X,X,X,X,X,X,X,O
JLIZTOS,O,X,X,X,X,O,X,X,X,X,X,O
JLIZSTO,O,X,O,O,X,X,X,O,X,X,X,O
JLIZSOT,O,X,O,O,X,X,X,O,X,X,X,O
JLIZOTS,O,X,X,X,X,O,X,X,X,X,X,O
JLIZOST,O,X,O,X,X,X,X,X,X,X,X,O
JLIOTSZ,X,O,X,X,O,O,X,X,X,X,O,X
JLIOTZS,X,X,X,X,X,O,X,X,X,X,O,X
JLIOSTZ,X,O,X,X,O,O,X,O,X,X,O,X
JLIOSZT,O,O,X,X,O,X,X,O,X,X,X,X
JLIOZTS,O,X,X,X,X,O,X,X,X,X,O,O
JLIOZST,O,X,X,X,O,X,X,X,X,X,X,O
JLSTIZO,X,O,O,X,X,X,X,O,X,X,X,X
JLSTIOZ,X,X,X,X,X,O,X,O,X,X,X,X
JLSTZIO,X,O,X,X,X,X,X,X,X,X,X,X
JLSTZOI,X,X,X,X,O,X,X,X,X,X,X,X
JLSTOIZ,X,X,X,X,O,O,X,X,X,X,O,X
JLSTOZI,X,X,X,X,O,X,X,X,X,X,O,X
JLSITZO,X,O,O,X,X,X,X,O,X,X,X,X
JLSITOZ,X,X,X,X,X,O,X,O,X,X,X,X
JLSIZTO,O,O,O,O,X,X,X,O,X,X,X,O
JLSIZOT,O,X,O,O,O,X,X,O,X,X,X,O
JLSIOTZ,X,O,X,X,O,O,X,O,X,X,X,X
JLSIOZT,O,O,X,O,O,X,X,O,X,X,X,X
JLSZTIO,O,O,X,O,X,X,X,X,X,X,X,X
JLSZTOI,O,X,X,O,O,X,X,X,X,X,X,X
JLSZITO,O,O,X,O,X,X,X,O,X,X,X,X
JLSZIOT,O,X,X,O,O,X,X,O,X,X,X,X
JLSZOTI,O,X,X,O,O,X,X,X,X,X,X,X
JLSZOIT,O,X,X,O,O,X,X,X,X,X,X,X
JLSOTIZ,X,O,X,X,O,O,X,X,X,X,O,X
JLSOTZI,X,O,X,X,O,X,X,X,X,X,O,X
JLSOITZ,X,O,X,X,O,O,X,O,X,X,O,X
JLSOIZT,O,O,X,O,O,X,X,O,X,X,X,X
JLSOZTI,O,O,X,O,O,X,X,X,X,X,X,X
JLSOZIT,O,O,X,O,O,X,X,X,X,X,X,X
JLZTISO,O,X,X,O,X,X,X,X,X,X,X,X
