sequence,v115@HhA8IeB8DeA8BeC8CeE8Jel/IvhFRhBGjB3mBznB0q?BiqB,v115@HhA8IeB8DeA8BeC8CeE8Jex/IvhFmhBCjBTmBXoB0q?BFqB,v115@HhA8IeB8DeA8BeC8CeE8Jel/IvhF3gBzhBunBcoBxq?ByvB,v115@HhA8IeB8DeA8BeC8CeE8Jex/IvhF8mBqnBTjBFlB3q?BOrB,v115@HhA8IeB8DeA8BeC8CeE8Jel/IvhFymBGjBznBxqBcq?BXrB,v115@HhA8IeB8DeA8BeC8CeE8Je0/IvhFqnBTjBRmBllB3m?B2vB,v115@HhA8IeB8DeA8BeC8CeE8Je0/IvhFSoBRmBllB3mBzn?B2vB,v115@HhA8IeB8DeA8BeC8CeE8Jel/IvhFxhBTjBKqBGmB0n?BfrB,v115@HhA8IeB8DeA8BeC8CeE8JeUBJvhFFlBxnBCnBXoBzq?BmpB
SIOLTZJ,X,X,O,O,O,X,X,X,X
SIOLJTZ,O,O,X,X,O,X,X,X,X
SIOLJZT,O,O,X,X,O,O,X,X,X
SIOLZTJ,O,O,O,O,O,O,X,X,X
SIOLZJT,O,O,O,X,O,O,X,X,X
SIOJTLZ,O,O,X,X,O,X,X,X,X
SIOJTZL,O,X,O,X,O,X,X,X,X
SIOJLTZ,O,O,X,X,O,X,X,X,X
SIOJLZT,O,O,X,X,O,O,X,X,X
SIOJZTL,O,O,O,X,O,X,X,X,X
SIOJZLT,O,O,O,X,O,O,X,X,X
SIOZTLJ,O,O,O,X,O,X,X,X,O
SIOZTJL,O,O,O,X,O,X,X,X,O
SIOZLTJ,O,O,O,X,O,O,X,X,X
SIOZLJT,O,O,O,X,O,O,X,X,X
SIOZJTL,O,O,O,X,O,X,X,X,X
SIOZJLT,O,O,O,X,O,X,X,X,X
SLTIJZO,O,O,X,O,X,X,X,X,X
SLTIJOZ,O,O,X,O,X,X,X,X,X
SLTIZJO,X,O,X,O,X,X,X,X,X
SLTIZOJ,X,O,X,O,X,X,X,X,X
SLTIOJZ,O,O,X,O,O,X,X,X,X
SLTIOZJ,X,X,X,O,O,X,X,X,X
SLTJIZO,O,O,X,O,X,X,X,X,X
SLTJIOZ,O,O,X,O,X,X,X,X,X
SLTJZIO,O,O,X,O,X,X,X,X,X
SLTJZOI,X,X,X,O,X,X,X,O,X
SLTJOIZ,X,O,X,O,X,X,X,X,X
SLTJOZI,X,O,X,O,X,X,X,X,X
SLTZIJO,O,O,X,O,X,X,X,X,X
SLTZIOJ,O,O,X,O,X,X,X,X,X
SLTZJIO,O,O,X,O,X,X,X,X,X
SLTZJOI,X,X,X,O,X,X,X,O,X
SLTZOIJ,O,O,X,O,X,X,X,X,X
SLTZOJI,O,O,X,O,X,X,X,O,X
SLTOIJZ,O,O,X,O,O,X,X,X,X
SLTOIZJ,X,X,X,O,O,X,X,X,X
SLTOJIZ,O,O,X,O,O,X,X,X,X
SLTOJZI,O,O,X,O,X,X,X,X,X
SLTOZIJ,O,O,X,O,X,X,X,X,X
SLTOZJI,O,O,X,O,X,X,X,X,X
SLITJZO,O,O,X,O,X,X,X,X,X
SLITJOZ,O,O,X,O,X,X,X,X,X
SLITZJO,X,O,X,O,X,X,X,X,X
SLITZOJ,X,O,X,O,X,X,X,X,X
SLITOJZ,O,O,X,O,O,X,X,X,X
SLITOZJ,X,X,X,O,O,X,X,X,X
SLIJTZO,O,O,X,X,X,X,X,X,X
SLIJTOZ,O,O,X,X,X,X,X,X,X
SLIJZTO,O,O,X,X,X,X,O,X,X
SLIJZOT,X,O,X,X,X,O,O,X,X
SLIJOTZ,X,O,X,X,X,X,X,X,X
SLIJOZT,X,O,X,X,X,O,X,X,X
SLIZTJO,O,O,X,O,X,X,O,X,X
SLIZTOJ,O,O,X,O,X,X,O,X,X
SLIZJTO,O,O,X,X,X,X,O,X,X
SLIZJOT,X,O,X,X,X,X,O,X,X
SLIZOTJ,O,O,X,O,X,O,O,X,X
SLIZOJT,O,O,X,X,X,O,O,X,X
SLIOTJZ,O,O,X,O,O,X,X,X,X
SLIOTZJ,X,X,X,O,O,X,X,X,X
SLIOJTZ,O,O,X,X,O,X,X,X,X
SLIOJZT,O,O,X,X,O,O,X,X,X
SLIOZTJ,O,O,X,O,O,O,X,X,X
SLIOZJT,O,O,X,X,O,O,X,X,X
SLJTIZO,O,O,X,O,X,X,X,X,X
SLJTIOZ,O,O,X,O,X,X,X,X,X
SLJTZIO,O,O,X,O,X,X,X,X,X
SLJTZOI,X,X,X,O,X,X,X,O,X
SLJTOIZ,X,O,X,O,X,X,X,X,X
SLJTOZI,X,O,X,O,X,X,X,X,X
SLJITZO,O,O,X,X,X,X,X,X,X
SLJITOZ,O,O,X,X,X,X,X,X,X
SLJIZTO,O,O,X,X,X,X,O,X,X
SLJIZOT,X,O,X,X,X,O,O,X,X
SLJIOTZ,X,O,X,X,X,X,X,X,X
SLJIOZT,X,O,X,X,X,O,X,X,X
SLJZTIO,O,O,X,O,X,X,X,X,X
SLJZTOI,X,X,X,O,X,X,X,O,X
SLJZITO,O,O,X,X,X,X,O,X,X
SLJZIOT,X,O,X,X,X,O,O,X,X
SLJZOTI,X,O,X,O,X,X,X,O,X
SLJZOIT,X,O,X,X,X,O,X,X,X
SLJOTIZ,X,O,X,O,X,X,X,X,X
SLJOTZI,X,O,X,O,X,X,X,X,X
SLJOITZ,X,O,X,X,X,X,X,X,X
SLJOIZT,X,O,X,X,X,O,X,X,X
SLJOZTI,X,O,X,O,X,X,X,X,X
SLJOZIT,X,O,X,X,X,O,X,X,X
SLZTIJO,O,O,X,O,X,X,X,X,X
SLZTIOJ,O,O,X,O,X,X,X,X,X
SLZTJIO,O,O,X,O,X,X,X,X,X
SLZTJOI,X,X,X,O,X,X,X,O,X
SLZTOIJ,O,O,X,O,X,X,X,X,X
SLZTOJI,O,O,X,O,X,X,X,O,X
SLZITJO,O,O,X,O,X,X,O,X,X
SLZITOJ,O,O,X,O,X,X,O,X,X
SLZIJTO,O,O,X,X,X,X,O,X,X
SLZIJOT,X,O,X,X,X,X,O,X,X
SLZIOTJ,O,O,X,O,X,O,O,X,X
SLZIOJT,O,O,X,X,X,O,O,X,X
SLZJTIO,O,O,X,O,X,X,X,X,X
SLZJTOI,X,X,X,O,X,X,X,O,X
SLZJITO,O,O,X,X,X,X,O,X,X
SLZJIOT,X,O,X,X,X,O,O,X,X
SLZJOTI,X,O,X,O,X,X,X,O,X
SLZJOIT,X,O,X,X,X,O,X,X,X
SLZOTIJ,O,O,X,O,X,X,X,X,X
SLZOTJI,O,O,X,O,X,X,X,O,X
SLZOITJ,O,O,X,O,X,O,X,X,X
SLZOIJT,O,O,X,X,X,O,X,X,X
SLZOJTI,O,O,X,O,X,X,X,O,X
SLZOJIT,O,O,X,X,X,O,X,X,X
SLOTIJZ,O,O,X,O,O,X,X,X,X
SLOTIZJ,X,X,X,O,O,X,X,X,X
SLOTJIZ,O,O,X,O,O,X,X,X,X
SLOTJZI,O,O,X,O,X,X,X,X,X
SLOTZIJ,O,O,X,O,X,X,X,X,X
SLOTZJI,O,O,X,O,X,X,X,X,X
SLOITJZ,O,O,X,O,O,X,X,X,X
SLOITZJ,X,X,X,O,O,X,X,X,X
SLOIJTZ,O,O,X,X,O,X,X,X,X
SLOIJZT,O,O,X,X,O,O,X,X,X
SLOIZTJ,O,O,X,O,O,O,X,X,X
SLOIZJT,O,O,X,X,O,O,X,X,X
SLOJTIZ,O,O,X,O,O,X,X,X,X
SLOJTZI,O,O,X,O,X,X,X,X,X
SLOJITZ,O,O,X,X,O,X,X,X,X
SLOJIZT,O,O,X,X,O,O,X,X,X
SLOJZTI,O,O,X,O,X,X,X,X,X
SLOJZIT,O,O,X,X,X,O,X,X,X
SLOZTIJ,O,O,X,O,X,X,X,X,X
SLOZTJI,O,O,X,O,X,X,X,X,X
SLOZITJ,O,O,X,O,X,O,X,X,X
SLOZIJT,O,O,X,X,X,O,X,X,X
SLOZJTI,O,O,X,O,X,X,X,X,X
SLOZJIT,O,O,X,X,X,O,X,X,X
SJTILZO,O,O,X,O,X,X,X,X,X
SJTILOZ,O,O,X,O,X,X,X,X,X
SJTIZLO,O,X,X,O,X,X,X,X,X
SJTIZOL,O,X,X,X,X,X,X,X,X
SJTIOLZ,O,X,X,O,X,X,X,X,X
SJTIOZL,O,X,X,X,X,X,X,X,X
SJTLIZO,O,O,X,O,X,X,X,X,X
SJTLIOZ,O,O,X,O,X,X,X,X,X
SJTLZIO,O,O,X,O,X,X,X,X,X
SJTLZOI,X,X,X,O,X,X,X,X,X
SJTLOIZ,X,O,X,O,X,X,X,X,X
SJTLOZI,X,O,X,O,X,X,X,X,X
SJTZILO,O,O,X,O,X,X,X,X,X
SJTZIOL,O,X,X,X,X,X,X,X,X
SJTZLIO,O,O,X,O,X,X,X,X,X
SJTZLOI,X,X,X,O,X,X,X,X,X
SJTZOIL,O,X,X,X,X,X,X,X,X
SJTZOLI,O,X,X,X,X,X,X,X,X
SJTOILZ,O,O,X,O,X,X,X,X,X
SJTOIZL,O,X,X,X,X,X,X,X,X
SJTOLIZ,O,O,X,O,X,X,X,X,X
SJTOLZI,O,O,X,O,X,X,X,X,X
SJTOZIL,O,O,X,X,X,X,X,X,X
SJTOZLI,O,O,X,X,X,X,X,X,X
SJITLZO,O,O,X,X,X,X,X,X,X
SJITLOZ,O,O,X,X,X,X,X,X,X
SJITZLO,O,X,X,X,X,X,X,X,X
SJITZOL,O,X,X,X,X,X,X,X,X
SJITOLZ,O,X,X,X,X,X,X,X,X
SJITOZL,O,X,X,X,X,X,X,X,X
SJILTZO,O,O,X,X,X,X,X,X,X
SJILTOZ,O,O,X,X,X,X,X,X,X
SJILZTO,O,O,X,X,X,X,O,X,X
SJILZOT,X,O,X,X,X,O,O,X,X
SJILOTZ,X,O,X,X,X,X,X,X,X
SJILOZT,X,O,X,X,X,O,X,X,X
SJIZTLO,O,O,X,X,X,X,X,X,X
SJIZTOL,O,X,X,X,X,X,X,X,X
SJIZLTO,O,O,X,X,X,X,O,X,X
SJIZLOT,X,O,X,X,X,O,O,X,X
SJIZOTL,O,O,X,X,X,X,X,X,X
SJIZOLT,O,O,X,X,X,O,X,X,X
SJIOTLZ,O,O,X,X,X,X,X,X,X
SJIOTZL,O,X,X,X,X,X,X,X,X
SJIOLTZ,O,O,X,X,X,X,X,X,X
SJIOLZT,O,O,X,X,X,O,X,X,X
SJIOZTL,O,O,X,X,X,X,X,X,X
SJIOZLT,O,O,X,X,X,O,X,X,X
SJLTIZO,O,O,X,O,X,X,X,X,X
SJLTIOZ,O,O,X,O,X,X,X,X,X
SJLTZIO,O,O,X,O,X,X,X,X,X
SJLTZOI,X,X,X,O,X,X,X,O,X
SJLTOIZ,X,O,X,O,X,X,X,X,X
SJLTOZI,X,O,X,O,X,X,X,X,X
SJLITZO,O,O,X,X,X,X,X,X,X
SJLITOZ,O,O,X,X,X,X,X,X,X
SJLIZTO,O,O,X,X,X,X,O,X,X
SJLIZOT,X,O,X,X,X,O,O,X,X
SJLIOTZ,X,O,X,X,X,X,X,X,X
SJLIOZT,X,O,X,X,X,O,X,X,X
SJLZTIO,O,O,X,O,X,X,X,X,X
SJLZTOI,X,X,X,O,X,X,X,O,X
SJLZITO,O,O,X,X,X,X,O,X,X
SJLZIOT,X,O,X,X,X,O,O,X,X
SJLZOTI,X,O,X,O,X,X,X,O,X
SJLZOIT,X,O,X,X,X,O,X,X,X
SJLOTIZ,X,O,X,O,X,X,X,X,X
SJLOTZI,X,O,X,O,X,X,X,X,X
SJLOITZ,X,O,X,X,X,X,X,X,X
SJLOIZT,X,O,X,X,X,O,X,X,X
SJLOZTI,X,O,X,O,X,X,X,X,X
SJLOZIT,X,O,X,X,X,O,X,X,X
SJZTILO,O,O,X,O,X,X,X,X,X
SJZTIOL,O,X,X,X,X,X,X,X,X
SJZTLIO,O,O,X,O,X,X,X,X,X
SJZTLOI,X,X,X,O,X,X,X,X,X
SJZTOIL,O,X,X,X,X,X,X,X,X
SJZTOLI,O,X,X,X,X,X,X,X,X
SJZITLO,O,O,X,X,X,X,X,X,X
SJZITOL,O,X,X,X,X,X,X,X,X
SJZILTO,O,O,X,X,X,X,O,X,X
SJZILOT,X,O,X,X,X,O,O,X,X
SJZIOTL,O,O,X,X,X,X,X,X,X
SJZIOLT,O,O,X,X,X,O,X,X,X
SJZLTIO,O,O,X,O,X,X,X,X,X
SJZLTOI,X,X,X,O,X,X,X,O,X
SJZLITO,O,O,X,X,X,X,O,X,X
SJZLIOT,X,O,X,X,X,O,O,X,X
SJZLOTI,X,O,X,O,X,X,X,O,X
SJZLOIT,X,O,X,X,X,O,X,X,X
SJZOTIL,O,O,X,X,X,X,X,X,X
SJZOTLI,O,O,X,X,X,X,X,X,X
SJZOITL,O,O,X,X,X,X,X,X,X
SJZOILT,O,O,X,X,X,O,X,X,X
SJZOLTI,O,O,X,X,X,X,X,O,X
SJZOLIT,O,O,X,X,X,O,X,X,X
SJOTILZ,O,O,X,O,X,X,X,X,X
SJOTIZL,O,X,X,X,X,X,X,X,X
SJOTLIZ,O,O,X,O,X,X,X,X,X
SJOTLZI,O,O,X,O,X,X,X,X,X
SJOTZIL,O,O,X,X,X,X,X,X,X
SJOTZLI,O,O,X,X,X,X,X,X,X
SJOITLZ,O,O,X,X,X,X,X,X,X
SJOITZL,O,X,X,X,X,X,X,X,X
SJOILTZ,O,O,X,X,X,X,X,X,X
SJOILZT,O,O,X,X,X,O,X,X,X
SJOIZTL,O,O,X,X,X,X,X,X,X
SJOIZLT,O,O,X,X,X,O,X,X,X
SJOLTIZ,O,O,X,O,X,X,X,X,X
SJOLTZI,O,O,X,O,X,X,X,X,X
SJOLITZ,O,O,X,X,X,X,X,X,X
SJOLIZT,O,O,X,X,X,O,X,X,X
SJOLZTI,O,O,X,O,X,X,X,X,X
SJOLZIT,O,O,X,X,X,O,X,X,X
SJOZTIL,O,O,X,X,X,X,X,X,X
SJOZTLI,O,O,X,X,X,X,X,X,X
SJOZITL,O,O,X,X,X,X,X,X,X
SJOZILT,O,O,X,X,X,O,X,X,X
SJOZLTI,O,O,X,X,X,X,X,X,X
SJOZLIT,O,O,X,X,X,O,X,X,X
SZTILJO,O,O,O,O,X,X,X,X,X
SZTILOJ,O,O,O,O,X,X,X,X,X
SZTIJLO,O,O,O,O,X,X,X,X,X
SZTIJOL,O,X,O,X,X,X,X,X,X
SZTIOLJ,O,O,O,O,X,X,X,X,X
SZTIOJL,O,O,O,X,X,X,X,X,X
SZTLIJO,O,O,X,O,X,X,X,X,X
SZTLIOJ,O,O,X,O,X,X,X,X,X
SZTLJIO,O,O,X,O,X,X,X,X,X
SZTLJOI,X,X,X,O,X,X,X,O,X
SZTLOIJ,O,O,X,O,X,X,X,X,X
SZTLOJI,O,O,X,O,X,X,X,O,X
SZTJILO,O,O,O,O,X,X,X,X,X
SZTJIOL,O,X,O,X,X,X,X,X,X
SZTJLIO,O,O,X,O,X,X,X,X,X
SZTJLOI,X,X,X,O,X,X,X,X,X
SZTJOIL,O,X,O,X,X,X,X,X,X
SZTJOLI,O,X,X,X,X,X,X,X,X
SZTOILJ,O,O,O,O,X,X,X,X,X
SZTOIJL,O,O,O,X,X,X,X,X,X
SZTOLIJ,O,O,X,O,X,X,X,X,X
SZTOLJI,O,O,X,O,X,X,X,O,X
SZTOJIL,O,O,O,X,X,X,X,X,X
SZTOJLI,O,O,X,X,X,X,X,X,X
SZITLJO,O,O,O,O,X,X,X,X,X
SZITLOJ,O,O,O,O,X,X,X,X,X
SZITJLO,O,O,O,O,X,X,X,X,X
SZITJOL,O,X,O,X,X,X,X,X,X
SZITOLJ,O,O,O,O,X,X,X,X,X
SZITOJL,O,O,O,X,X,X,X,X,X
SZILTJO,O,O,O,O,X,X,O,X,X
SZILTOJ,O,O,O,O,X,X,O,X,X
SZILJTO,O,O,O,X,X,X,O,X,X
SZILJOT,X,O,O,X,X,X,O,X,X
SZILOTJ,O,O,O,O,X,O,O,X,X
SZILOJT,O,O,O,X,X,O,O,X,X
SZIJTLO,O,O,O,X,X,X,X,X,X
SZIJTOL,O,X,O,X,X,X,X,X,X
SZIJLTO,O,O,O,X,X,X,X,X,X
SZIJLOT,X,O,O,X,X,X,X,X,X
SZIJOTL,O,O,O,X,X,X,X,X,X
SZIJOLT,O,O,O,X,X,X,X,X,X
SZIOTLJ,O,O,O,X,X,X,X,X,X
SZIOTJL,O,O,O,X,X,X,X,X,X
SZIOLTJ,O,O,O,X,X,O,X,X,X
SZIOLJT,O,O,O,X,X,O,X,X,X
SZIOJTL,O,O,O,X,X,X,X,X,X
SZIOJLT,O,O,O,X,X,X,X,X,X
SZLTIJO,O,O,X,O,X,X,X,X,X
SZLTIOJ,O,O,X,O,X,X,X,X,X
SZLTJIO,O,O,X,O,X,X,X,X,X
SZLTJOI,X,X,X,O,X,X,X,O,X
SZLTOIJ,O,O,X,O,X,X,X,X,X
SZLTOJI,O,O,X,O,X,X,X,O,X
SZLITJO,O,O,X,O,X,X,O,X,X
SZLITOJ,O,O,X,O,X,X,O,X,X
SZLIJTO,O,O,X,X,X,X,O,X,X
SZLIJOT,X,O,X,X,X,X,O,X,X
SZLIOTJ,O,O,X,O,X,O,O,X,X
SZLIOJT,O,O,X,X,X,O,O,X,X
SZLJTIO,O,O,X,O,X,X,X,X,X
SZLJTOI,X,X,X,O,X,X,X,O,X
SZLJITO,O,O,X,X,X,X,O,X,X
SZLJIOT,X,O,X,X,X,O,O,X,X
SZLJOTI,X,O,X,O,X,X,X,O,X
SZLJOIT,X,O,X,X,X,O,X,X,X
SZLOTIJ,O,O,X,O,X,X,X,X,X
SZLOTJI,O,O,X,O,X,X,X,O,X
SZLOITJ,O,O,X,O,X,O,X,X,X
SZLOIJT,O,O,X,X,X,O,X,X,X
SZLOJTI,O,O,X,O,X,X,X,O,X
SZLOJIT,O,O,X,X,X,O,X,X,X
SZJTILO,O,O,O,O,X,X,X,X,X
SZJTIOL,O,X,O,X,X,X,X,X,X
SZJTLIO,O,O,X,O,X,X,X,X,X
SZJTLOI,X,X,X,O,X,X,X,X,X
SZJTOIL,O,X,O,X,X,X,X,X,X
SZJTOLI,O,X,X,X,X,X,X,X,X
SZJITLO,O,O,O,X,X,X,X,X,X
SZJITOL,O,X,O,X,X,X,X,X,X
SZJILTO,O,O,O,X,X,X,O,X,X
SZJILOT,X,O,O,X,X,O,O,X,X
SZJIOTL,O,O,O,X,X,X,X,X,X
SZJIOLT,O,O,O,X,X,O,X,X,X
SZJLTIO,O,O,X,O,X,X,X,X,X
SZJLTOI,X,X,X,O,X,X,X,O,X
SZJLITO,O,O,X,X,X,X,O,X,X
SZJLIOT,X,O,X,X,X,O,O,X,X
SZJLOTI,X,O,X,O,X,X,X,O,X
SZJLOIT,X,O,X,X,X,O,X,X,X
SZJOTIL,O,O,O,X,X,X,X,X,X
SZJOTLI,O,O,X,X,X,X,X,X,X
SZJOITL,O,O,O,X,X,X,X,X,X
SZJOILT,O,O,O,X,X,O,X,X,X
SZJOLTI,O,O,X,X,X,X,X,O,X
SZJOLIT,O,O,X,X,X,O,X,X,X
SZOTILJ,O,O,O,O,X,X,X,X,X
SZOTIJL,O,O,O,X,X,X,X,X,X
SZOTLIJ,O,O,X,O,X,X,X,X,X
SZOTLJI,O,O,X,O,X,X,X,O,X
SZOTJIL,O,O,O,X,X,X,X,X,X
SZOTJLI,O,O,X,X,X,X,X,X,X
SZOITLJ,O,O,O,X,X,X,X,X,X
SZOITJL,O,O,O,X,X,X,X,X,X
SZOILTJ,O,O,O,X,X,O,X,X,X
SZOILJT,O,O,O,X,X,O,X,X,X
SZOIJTL,O,O,O,X,X,X,X,X,X
SZOIJLT,O,O,O,X,X,X,X,X,X
SZOLTIJ,O,O,X,O,X,X,X,X,X
SZOLTJI,O,O,X,O,X,X,X,O,X
SZOLITJ,O,O,X,O,X,O,X,X,X
SZOLIJT,O,O,X,X,X,O,X,X,X
SZOLJTI,O,O,X,O,X,X,X,O,X
SZOLJIT,O,O,X,X,X,O,X,X,X
SZOJTIL,O,O,O,X,X,X,X,X,X
SZOJTLI,O,O,X,X,X,X,X,X,X
SZOJITL,O,O,O,X,X,X,X,X,X
SZOJILT,O,O,O,X,X,O,X,X,X
SZOJLTI,O,O,X,X,X,X,X,O,X
SZOJLIT,O,O,X,X,X,O,X,X,X
SOTILJZ,O,O,X,O,O,X,X,X,X
SOTILZJ,X,X,O,O,O,X,X,X,X
SOTIJLZ,O,O,X,O,O,X,X,X,X
SOTIJZL,O,X,O,X,O,X,X,X,X
SOTIZLJ,O,X,O,O,O,X,X,X,O
SOTIZJL,O,X,O,X,O,X,X,X,O
SOTLIJZ,O,O,X,O,O,X,X,X,X
SOTLIZJ,X,X,X,O,O,X,X,X,X
SOTLJIZ,O,O,X,O,O,X,X,X,X
SOTLJZI,O,O,X,O,X,X,X,X,X
SOTLZIJ,O,O,X,O,X,X,X,X,X
SOTLZJI,O,O,X,O,X,X,X,X,X
SOTJILZ,O,O,X,O,O,X,X,X,X
SOTJIZL,O,X,X,X,O,X,X,X,X
SOTJLIZ,O,O,X,O,O,X,X,X,X
SOTJLZI,O,O,X,O,X,X,X,X,X
SOTJZIL,O,O,X,X,X,X,X,X,X
SOTJZLI,O,O,X,X,X,X,X,X,X
SOTZILJ,O,O,O,O,X,X,X,X,O
SOTZIJL,O,O,O,X,X,X,X,X,O
SOTZLIJ,O,O,X,O,X,X,X,X,X
SOTZLJI,O,O,X,O,X,X,X,X,X
SOTZJIL,O,O,O,X,X,X,X,X,X
SOTZJLI,O,O,X,X,X,X,X,X,X
SOITLJZ,O,O,X,O,O,X,X,X,X
SOITLZJ,X,X,O,O,O,X,X,X,X
SOITJLZ,O,O,X,O,O,X,X,X,X
SOITJZL,O,X,O,X,O,X,X,X,X
SOITZLJ,O,X,O,O,O,X,X,X,O
SOITZJL,O,X,O,X,O,X,X,X,O
SOILTJZ,O,O,X,O,O,X,X,X,X
SOILTZJ,X,X,O,O,O,X,X,X,X
SOILJTZ,O,O,X,X,O,X,X,X,X
SOILJZT,O,O,X,X,O,O,X,X,X
SOILZTJ,O,O,O,O,O,O,X,X,X
SOILZJT,O,O,O,X,O,O,X,X,X
SOIJTLZ,O,O,X,X,O,X,X,X,X
SOIJTZL,O,X,O,X,O,X,X,X,X
SOIJLTZ,O,O,X,X,O,X,X,X,X
SOIJLZT,O,O,X,X,O,O,X,X,X
SOIJZTL,O,O,O,X,O,X,X,X,X
SOIJZLT,O,O,O,X,O,O,X,X,X
SOIZTLJ,O,O,O,X,O,X,X,X,O
SOIZTJL,O,O,O,X,O,X,X,X,O
SOIZLTJ,O,O,O,X,O,O,X,X,X
SOIZLJT,O,O,O,X,O,O,X,X,X
SOIZJTL,O,O,O,X,O,X,X,X,X
SOIZJLT,O,O,O,X,O,X,X,X,X
SOLTIJZ,O,O,X,O,O,X,X,X,X
SOLTIZJ,X,X,X,O,O,X,X,X,X
SOLTJIZ,O,O,X,O,O,X,X,X,X
SOLTJZI,O,O,X,O,X,X,X,X,X
SOLTZIJ,O,O,X,O,X,X,X,X,X
SOLTZJI,O,O,X,O,X,X,X,X,X
SOLITJZ,O,O,X,O,O,X,X,X,X
SOLITZJ,X,X,X,O,O,X,X,X,X
SOLIJTZ,O,O,X,X,O,X,X,X,X
SOLIJZT,O,O,X,X,O,O,X,X,X
SOLIZTJ,O,O,X,O,O,O,X,X,X
SOLIZJT,O,O,X,X,O,O,X,X,X
SOLJTIZ,O,O,X,O,O,X,X,X,X
SOLJTZI,O,O,X,O,X,X,X,X,X
SOLJITZ,O,O,X,X,O,X,X,X,X
SOLJIZT,O,O,X,X,O,O,X,X,X
SOLJZTI,O,O,X,O,X,X,X,X,X
SOLJZIT,O,O,X,X,X,O,X,X,X
SOLZTIJ,O,O,X,O,X,X,X,X,X
SOLZTJI,O,O,X,O,X,X,X,X,X
SOLZITJ,O,O,X,O,X,O,X,X,X
SOLZIJT,O,O,X,X,X,O,X,X,X
SOLZJTI,O,O,X,O,X,X,X,X,X
SOLZJIT,O,O,X,X,X,O,X,X,X
SOJTILZ,O,O,X,O,O,X,X,X,X
SOJTIZL,O,X,X,X,O,X,X,X,X
SOJTLIZ,O,O,X,O,O,X,X,X,X
SOJTLZI,O,O,X,O,X,X,X,X,X
SOJTZIL,O,O,X,X,X,X,X,X,X
SOJTZLI,O,O,X,X,X,X,X,X,X
SOJITLZ,O,O,X,X,O,X,X,X,X
SOJITZL,O,X,X,X,O,X,X,X,X
SOJILTZ,O,O,X,X,O,X,X,X,X
SOJILZT,O,O,X,X,O,O,X,X,X
SOJIZTL,O,O,X,X,O,X,X,X,X
SOJIZLT,O,O,X,X,O,O,X,X,X
SOJLTIZ,O,O,X,O,O,X,X,X,X
SOJLTZI,O,O,X,O,X,X,X,X,X
SOJLITZ,O,O,X,X,O,X,X,X,X
SOJLIZT,O,O,X,X,O,O,X,X,X
SOJLZTI,O,O,X,O,X,X,X,X,X
SOJLZIT,O,O,X,X,X,O,X,X,X
SOJZTIL,O,O,X,X,X,X,X,X,X
SOJZTLI,O,O,X,X,X,X,X,X,X
SOJZITL,O,O,X,X,X,X,X,X,X
SOJZILT,O,O,X,X,X,O,X,X,X
SOJZLTI,O,O,X,X,X,X,X,X,X
SOJZLIT,O,O,X,X,X,O,X,X,X
SOZTILJ,O,O,O,O,X,X,X,X,O
SOZTIJL,O,O,O,X,X,X,X,X,O
SOZTLIJ,O,O,X,O,X,X,X,X,X
SOZTLJI,O,O,X,O,X,X,X,X,X
SOZTJIL,O,O,O,X,X,X,X,X,X
SOZTJLI,O,O,X,X,X,X,X,X,X
SOZITLJ,O,O,O,X,X,X,X,X,O
SOZITJL,O,O,O,X,X,X,X,X,O
SOZILTJ,O,O,O,X,X,O,X,X,X
SOZILJT,O,O,O,X,X,O,X,X,X
SOZIJTL,O,O,O,X,X,X,X,X,X
SOZIJLT,O,O,O,X,X,X,X,X,X
SOZLTIJ,O,O,X,O,X,X,X,X,X
SOZLTJI,O,O,X,O,X,X,X,X,X
SOZLITJ,O,O,X,O,X,O,X,X,X
SOZLIJT,O,O,X,X,X,O,X,X,X
SOZLJTI,O,O,X,O,X,X,X,X,X
SOZLJIT,O,O,X,X,X,O,X,X,X
SOZJTIL,O,O,O,X,X,X,X,X,X
SOZJTLI,O,O,X,X,X,X,X,X,X
SOZJITL,O,O,O,X,X,X,X,X,X
SOZJILT,O,O,O,X,X,O,X,X,X
SOZJLTI,O,O,X,X,X,X,X,X,X
SOZJLIT,O,O,X,X,X,O,X,X,X
ZTILJSO,X,X,O,X,X,X,O,X,X
ZTILJOS,X,X,O,X,X,X,O,O,X
ZTILSJO,X,X,O,O,X,X,O,X,X
ZTILSOJ,X,X,O,O,X,X,O,X,X
ZTILOJS,X,X,O,X,O,O,O,O,X
ZTILOSJ,X,X,O,O,O,O,O,X,X
ZTIJLSO,X,X,O,X,X,X,X,X,X
ZTIJLOS,X,X,O,X,X,X,X,X,X
ZTIJSLO,O,O,O,X,X,X,X,X,X
ZTIJSOL,O,X,O,X,X,X,X,X,X
ZTIJOLS,X,X,O,X,X,X,X,X,X
ZTIJOSL,X,X,O,X,X,X,X,X,X
ZTISLJO,O,O,O,O,X,X,X,X,X
ZTISLOJ,O,O,O,O,X,X,X,X,X
ZTISJLO,O,O,O,O,X,X,X,X,X
ZTISJOL,O,X,O,X,X,X,X,X,X
ZTISOLJ,O,O,O,O,X,X,X,X,X
ZTISOJL,O,O,O,X,X,X,X,X,X
ZTIOLJS,X,X,O,X,O,O,X,O,X
ZTIOLSJ,X,X,O,O,O,O,X,X,X
ZTIOJLS,X,X,O,X,O,X,X,X,X
ZTIOJSL,O,O,O,X,O,X,X,X,X
