sequence,v115@9gB8HeB8HeA8HeC8DeD8JeiAJvhFRiBcoBTnBFqBXr?BGrB,v115@9gB8HeB8HeA8HeC8DeD8JecGJvhFenBqnBTjBXlBll?BxvB,v115@9gB8HeB8HeA8HeC8DeD8JeCCJvhFTjBXlB2rB0nBll?BxvB,v115@9gB8HeB8HeA8HeC8DeD8JeeFJvhFRhBqnBTjB8rB3q?BFrB,v115@9gB8HeB8HeA8HeC8DeD8JelAJvhF3hBqnBTjB8rBRq?B2vB,v115@9gB8HeB8HeA8HeC8DeD8JeiAJvhFGiBTjBfrBUqBRs?BlrB,v115@9gB8HeB8HeA8HeC8DeD8JeeFJvhFTjBRmB1sBCnB3q?BUrB,v115@9gB8HeB8HeA8HeC8DeD8JeRCJvhFcoBXlB6rBTnBml?B1vB,v115@9gB8HeB8HeA8HeC8DeD8JeeFJvhFRmBFoBzmBCoB3q?BUrB
JSLITOZ,X,O,X,X,X,X,X,X,O
JSLIZTO,X,O,O,O,X,X,X,X,X
JSLIZOT,X,O,O,O,X,X,X,X,X
JSLIOTZ,X,O,X,X,X,X,X,X,X
JSLIOZT,X,O,O,O,X,X,X,X,X
JSLZTIO,X,X,X,O,X,X,X,X,X
JSLZTOI,X,O,O,O,X,X,X,X,X
JSLZITO,X,O,O,O,X,X,X,X,X
JSLZIOT,X,O,O,O,X,X,X,X,X
JSLZOTI,X,O,O,O,X,X,X,O,X
JSLZOIT,X,O,O,O,X,X,X,O,X
JSLOTIZ,X,X,X,X,X,X,O,X,X
JSLOTZI,X,O,X,O,X,X,X,X,X
JSLOITZ,X,O,X,X,X,X,X,X,X
JSLOIZT,X,O,X,O,X,X,X,X,X
JSLOZTI,X,O,O,O,X,X,X,O,X
JSLOZIT,X,O,O,O,X,X,X,O,X
JSZTILO,O,X,X,O,X,X,X,X,O
JSZTIOL,X,X,X,X,X,X,O,X,O
JSZTLIO,O,X,X,O,X,X,X,X,X
JSZTLOI,O,O,O,O,X,X,X,O,X
JSZTOIL,O,X,X,X,X,X,O,X,X
JSZTOLI,O,X,O,O,X,X,X,O,X
JSZITLO,O,O,O,O,X,X,X,X,O
JSZITOL,X,X,O,X,X,X,X,X,O
JSZILTO,X,O,O,O,X,X,X,X,X
JSZILOT,X,O,O,O,X,X,X,X,X
JSZIOTL,X,X,O,X,X,X,X,X,X
JSZIOLT,X,O,O,O,X,X,X,X,X
JSZLTIO,X,X,X,O,X,X,X,X,X
JSZLTOI,X,O,O,O,X,X,X,X,X
JSZLITO,X,O,O,O,X,X,X,X,X
JSZLIOT,X,O,O,O,X,X,X,X,X
JSZLOTI,X,O,O,O,X,X,X,O,X
JSZLOIT,X,O,O,O,X,X,X,O,X
JSZOTIL,O,X,X,X,X,X,O,X,X
JSZOTLI,O,X,O,O,X,X,X,O,X
JSZOITL,O,X,O,X,X,X,X,X,X
JSZOILT,X,X,O,O,X,X,X,O,X
JSZOLTI,X,O,O,O,X,X,X,O,X
JSZOLIT,X,O,O,O,X,X,X,O,X
JSOTILZ,X,X,X,X,X,X,O,X,O
JSOTIZL,X,X,X,X,X,X,O,X,O
JSOTLIZ,X,X,X,X,X,X,O,X,X
JSOTLZI,O,X,X,O,X,X,X,O,X
JSOTZIL,O,X,X,X,X,X,O,X,X
JSOTZLI,O,X,X,O,X,X,X,O,X
JSOITLZ,X,X,X,X,X,X,O,X,O
JSOITZL,X,X,X,X,X,X,O,X,O
JSOILTZ,X,O,X,X,X,X,X,X,X
JSOILZT,X,O,X,O,X,X,X,X,X
JSOIZTL,X,X,O,X,X,X,X,X,X
JSOIZLT,X,X,O,O,X,X,X,X,X
JSOLTIZ,X,X,X,X,X,X,O,X,X
JSOLTZI,X,O,X,O,X,X,X,X,X
JSOLITZ,X,O,X,X,X,X,X,X,X
JSOLIZT,X,O,X,O,X,X,X,X,X
JSOLZTI,X,O,O,O,X,X,X,O,X
JSOLZIT,X,O,O,O,X,X,X,O,X
JSOZTIL,O,X,X,X,X,X,O,X,X
JSOZTLI,O,X,O,O,X,X,X,O,X
JSOZITL,O,X,O,X,X,X,X,X,X
JSOZILT,X,X,O,O,X,X,X,O,X
JSOZLTI,X,O,O,O,X,X,X,O,X
JSOZLIT,X,O,O,O,X,X,X,O,X
JZTILSO,O,O,O,X,X,X,X,X,X
JZTILOS,O,O,O,O,X,X,X,X,X
JZTISLO,O,O,O,X,X,X,X,X,X
JZTISOL,X,X,O,X,X,X,X,X,X
JZTIOLS,X,X,O,X,X,X,O,X,X
JZTIOSL,X,X,O,X,X,X,O,X,X
JZTLISO,O,O,O,X,X,X,X,X,X
JZTLIOS,O,O,O,O,X,X,X,X,X
JZTLSIO,O,X,X,O,X,X,X,X,X
JZTLSOI,O,O,O,O,X,X,X,X,X
JZTLOIS,O,O,O,O,X,X,X,X,X
JZTLOSI,X,O,O,O,X,X,X,X,X
JZTSILO,O,X,X,O,X,X,X,X,O
JZTSIOL,X,X,X,X,X,X,O,X,O
JZTSLIO,O,X,X,O,X,X,X,X,X
JZTSLOI,O,O,O,O,X,X,X,X,X
JZTSOIL,O,X,X,X,X,X,O,X,X
JZTSOLI,O,X,O,O,X,X,X,X,X
JZTOILS,O,X,O,X,X,X,O,X,X
JZTOISL,O,X,O,X,X,X,O,X,X
JZTOLIS,O,X,O,O,X,X,X,X,X
JZTOLSI,X,X,O,O,X,X,X,X,X
JZTOSIL,O,X,X,X,X,X,O,X,X
JZTOSLI,O,X,O,O,X,X,X,X,X
JZITLSO,O,O,O,X,O,X,X,X,X
JZITLOS,O,O,O,O,O,O,X,X,X
JZITSLO,O,O,O,X,O,O,X,X,X
JZITSOL,X,X,O,X,X,O,X,X,X
JZITOLS,X,X,O,X,O,O,X,X,X
JZITOSL,X,X,O,X,X,O,X,X,X
JZILTSO,X,O,O,X,O,X,X,X,X
JZILTOS,X,O,O,O,O,O,X,X,X
JZILSTO,X,O,O,O,O,O,X,X,X
JZILSOT,X,O,O,O,O,O,X,X,X
JZILOTS,X,O,O,O,O,O,X,X,X
JZILOST,X,O,O,O,O,O,X,X,X
JZISTLO,O,O,O,O,O,O,X,X,X
JZISTOL,X,X,O,X,X,O,X,X,X
JZISLTO,X,O,O,O,O,O,X,X,X
JZISLOT,X,O,O,O,O,O,X,X,X
JZISOTL,X,X,O,X,X,O,X,X,X
JZISOLT,X,O,O,O,X,O,X,X,X
JZIOTLS,O,X,O,X,O,O,X,X,X
JZIOTSL,O,X,O,X,X,O,X,X,X
JZIOLTS,X,O,O,O,O,O,X,X,X
JZIOLST,X,O,O,O,O,O,X,O,X
JZIOSTL,O,X,O,X,X,O,X,X,X
JZIOSLT,X,O,O,O,X,O,X,O,X
JZLTISO,X,O,O,X,X,X,X,X,X
JZLTIOS,X,O,O,O,X,X,X,X,X
JZLTSIO,X,X,X,O,X,X,X,X,X
JZLTSOI,X,O,O,O,X,X,X,X,X
JZLTOIS,X,O,O,O,X,X,X,X,X
JZLTOSI,X,O,O,O,X,X,X,X,X
JZLITSO,X,O,O,X,O,X,X,X,X
JZLITOS,X,O,O,O,O,O,X,X,X
JZLISTO,X,O,O,O,O,X,X,X,X
JZLISOT,X,O,O,O,O,O,X,X,X
JZLIOTS,X,O,O,O,O,O,X,X,X
JZLIOST,X,O,O,O,O,O,X,X,X
JZLSTIO,X,X,X,O,X,X,X,X,X
JZLSTOI,X,O,O,O,O,X,X,X,X
JZLSITO,X,O,O,O,O,O,X,X,X
JZLSIOT,X,O,O,O,O,O,X,X,X
JZLSOTI,X,O,O,O,O,X,X,O,X
JZLSOIT,X,O,O,O,O,O,X,O,X
JZLOTIS,X,O,O,O,X,X,X,X,X
JZLOTSI,X,O,O,O,X,X,X,X,X
JZLOITS,X,O,O,O,O,O,X,X,X
JZLOIST,X,O,O,O,O,O,X,O,X
JZLOSTI,X,O,O,O,O,X,X,O,X
JZLOSIT,X,O,O,O,O,O,X,O,X
JZSTILO,O,X,X,O,X,X,X,X,O
JZSTIOL,X,X,X,X,X,X,O,X,O
JZSTLIO,O,X,X,O,X,X,X,X,X
JZSTLOI,O,O,O,O,O,X,X,O,X
JZSTOIL,O,X,X,X,X,X,O,X,X
JZSTOLI,O,X,O,O,X,X,X,O,X
JZSITLO,O,O,O,O,O,O,X,X,O
JZSITOL,X,X,O,X,X,O,X,X,O
JZSILTO,X,O,O,O,O,O,X,X,X
JZSILOT,X,O,O,O,O,O,X,X,X
JZSIOTL,X,X,O,X,X,O,X,X,X
JZSIOLT,X,O,O,O,X,O,X,X,X
JZSLTIO,X,X,X,O,X,X,X,X,X
JZSLTOI,X,O,O,O,O,X,X,X,X
JZSLITO,X,O,O,O,O,O,X,X,X
JZSLIOT,X,O,O,O,O,O,X,X,X
JZSLOTI,X,O,O,O,O,X,X,O,X
JZSLOIT,X,O,O,O,O,O,X,O,X
JZSOTIL,O,X,X,X,X,X,O,X,X
JZSOTLI,O,X,O,O,X,X,X,O,X
JZSOITL,O,X,O,X,X,O,X,X,X
JZSOILT,X,X,O,O,X,O,X,O,X
JZSOLTI,X,O,O,O,X,X,X,O,X
JZSOLIT,X,O,O,O,X,O,X,O,X
JZOTILS,O,X,O,X,X,X,O,X,X
JZOTISL,O,X,O,X,X,X,O,X,X
JZOTLIS,O,X,O,O,X,X,X,X,X
JZOTLSI,X,X,O,O,X,X,X,X,X
JZOTSIL,O,X,X,X,X,X,O,X,X
JZOTSLI,O,X,O,O,X,X,X,X,X
JZOITLS,O,X,O,X,O,O,X,X,X
JZOITSL,O,X,O,X,X,O,X,X,X
JZOILTS,X,O,O,O,O,O,X,X,X
JZOILST,X,O,O,O,O,O,X,O,X
JZOISTL,O,X,O,X,X,O,X,X,X
JZOISLT,X,O,O,O,X,O,X,O,X
JZOLTIS,X,O,O,O,X,X,X,X,X
JZOLTSI,X,O,O,O,X,X,X,X,X
JZOLITS,X,O,O,O,O,O,X,X,X
JZOLIST,X,O,O,O,O,O,X,O,X
JZOLSTI,X,O,O,O,O,X,X,O,X
JZOLSIT,X,O,O,O,O,O,X,O,X
JZOSTIL,O,X,X,X,X,X,O,X,X
JZOSTLI,O,X,O,O,X,X,X,O,X
JZOSITL,O,X,O,X,X,O,X,X,X
JZOSILT,X,X,O,O,X,O,X,O,X
JZOSLTI,X,O,O,O,X,X,X,O,X
JZOSLIT,X,O,O,O,X,O,X,O,X
JOTILSZ,X,X,X,X,X,X,O,X,X
JOTILZS,X,X,X,X,X,X,O,X,X
JOTISLZ,X,X,X,X,X,X,O,X,X
JOTISZL,X,X,X,X,X,X,O,X,X
JOTIZLS,X,X,X,X,X,X,O,X,X
JOTIZSL,X,X,X,X,X,X,O,X,X
JOTLISZ,X,X,X,X,X,X,O,X,X
JOTLIZS,X,X,X,X,X,X,O,X,X
JOTLSIZ,X,X,X,X,X,X,O,X,X
JOTLSZI,X,X,X,O,X,X,X,X,X
JOTLZIS,O,X,X,O,X,X,X,X,X
JOTLZSI,X,X,X,O,X,X,X,X,X
JOTSILZ,X,X,X,X,X,X,O,X,O
JOTSIZL,X,X,X,X,X,X,O,X,O
JOTSLIZ,X,X,X,X,X,X,O,X,X
JOTSLZI,O,X,X,O,X,X,X,X,X
JOTSZIL,O,X,X,X,X,X,O,X,X
JOTSZLI,O,X,X,O,X,X,X,X,X
JOTZILS,O,X,X,X,X,X,O,X,X
JOTZISL,O,X,X,X,X,X,O,X,X
JOTZLIS,O,X,X,O,X,X,X,X,X
JOTZLSI,X,X,X,O,X,X,X,X,X
JOTZSIL,O,X,X,X,X,X,O,X,X
JOTZSLI,O,X,X,O,X,X,X,X,X
JOITLSZ,X,X,X,X,X,X,O,X,X
JOITLZS,X,X,X,X,O,X,O,X,X
JOITSLZ,X,X,X,X,X,X,O,X,X
JOITSZL,X,X,X,X,X,X,O,X,X
JOITZLS,X,X,X,X,O,O,O,X,X
JOITZSL,X,X,X,X,X,O,O,X,X
JOILTSZ,X,O,X,X,X,X,X,X,X
JOILTZS,X,O,X,X,O,X,X,X,X
JOILSTZ,X,O,X,X,X,X,X,X,X
JOILSZT,X,O,O,O,X,X,X,X,X
JOILZTS,X,O,O,O,O,O,X,X,X
JOILZST,X,O,O,O,O,O,X,X,X
JOISTLZ,X,X,X,X,X,X,O,X,X
JOISTZL,X,X,X,X,X,X,O,X,X
JOISLTZ,X,O,X,X,X,X,X,X,X
JOISLZT,X,O,O,O,X,X,X,X,X
JOISZTL,X,X,O,X,X,O,X,X,X
JOISZLT,X,O,O,O,X,O,X,X,X
JOIZTLS,X,X,O,X,O,O,X,X,X
JOIZTSL,X,X,O,X,X,O,X,X,X
JOIZLTS,X,O,O,O,O,O,X,X,X
JOIZLST,X,O,O,O,O,O,X,X,X
JOIZSTL,X,X,O,X,X,O,X,X,X
JOIZSLT,X,O,O,O,X,O,X,X,X
JOLTISZ,X,O,X,X,X,X,O,X,X
JOLTIZS,X,O,X,X,X,X,O,X,X
JOLTSIZ,X,X,X,X,X,X,O,X,X
JOLTSZI,X,O,X,O,X,X,X,X,X
JOLTZIS,X,O,X,O,X,X,X,X,X
JOLTZSI,X,O,X,O,X,X,X,X,X
JOLITSZ,X,O,X,X,X,X,X,X,X
JOLITZS,X,O,X,X,O,X,X,X,X
JOLISTZ,X,O,X,X,X,X,X,X,X
JOLISZT,X,O,O,O,X,X,X,X,X
JOLIZTS,X,O,O,O,O,X,X,X,X
JOLIZST,X,O,O,O,O,X,X,X,X
JOLSTIZ,X,X,X,X,X,X,O,X,X
JOLSTZI,X,O,X,O,X,X,X,X,X
JOLSITZ,X,O,X,X,X,X,X,X,X
JOLSIZT,X,O,X,O,X,X,X,X,X
JOLSZTI,X,O,O,O,X,X,X,O,X
JOLSZIT,X,O,O,O,X,X,X,O,X
JOLZTIS,X,O,O,O,X,X,X,X,X
JOLZTSI,X,O,O,O,X,X,X,X,X
JOLZITS,X,O,O,O,O,X,X,X,X
JOLZIST,X,O,O,O,O,X,X,O,X
JOLZSTI,X,O,O,O,O,X,X,O,X
JOLZSIT,X,O,O,O,O,X,X,O,X
JOSTILZ,X,X,X,X,X,X,O,X,O
JOSTIZL,X,X,X,X,X,X,O,X,O
JOSTLIZ,X,X,X,X,X,X,O,X,X
JOSTLZI,O,X,X,O,X,X,X,O,X
JOSTZIL,O,X,X,X,X,X,O,X,X
JOSTZLI,O,X,X,O,X,X,X,O,X
JOSITLZ,X,X,X,X,X,X,O,X,O
JOSITZL,X,X,X,X,X,X,O,X,O
JOSILTZ,X,O,X,X,X,X,X,X,X
JOSILZT,X,O,X,O,X,X,X,X,X
JOSIZTL,X,X,O,X,X,X,X,X,X
JOSIZLT,X,X,O,O,X,X,X,X,X
JOSLTIZ,X,X,X,X,X,X,O,X,X
JOSLTZI,X,O,X,O,X,X,X,X,X
JOSLITZ,X,O,X,X,X,X,X,X,X
JOSLIZT,X,O,X,O,X,X,X,X,X
JOSLZTI,X,O,O,O,X,X,X,O,X
JOSLZIT,X,O,O,O,X,X,X,O,X
JOSZTIL,O,X,X,X,X,X,O,X,X
JOSZTLI,O,X,O,O,X,X,X,O,X
JOSZITL,O,X,O,X,X,X,X,X,X
JOSZILT,X,X,O,O,X,X,X,O,X
JOSZLTI,X,O,O,O,X,X,X,O,X
JOSZLIT,X,O,O,O,X,X,X,O,X
JOZTILS,O,X,O,X,X,X,O,X,X
JOZTISL,O,X,O,X,X,X,O,X,X
JOZTLIS,O,X,O,O,X,X,X,X,X
JOZTLSI,X,X,O,O,X,X,X,X,X
JOZTSIL,O,X,X,X,X,X,O,X,X
JOZTSLI,O,X,O,O,X,X,X,X,X
JOZITLS,O,X,O,X,O,O,X,X,X
JOZITSL,O,X,O,X,X,O,X,X,X
JOZILTS,X,O,O,O,O,O,X,X,X
JOZILST,X,O,O,O,O,O,X,O,X
JOZISTL,O,X,O,X,X,O,X,X,X
JOZISLT,X,O,O,O,X,O,X,O,X
JOZLTIS,X,O,O,O,X,X,X,X,X
JOZLTSI,X,O,O,O,X,X,X,X,X
JOZLITS,X,O,O,O,O,O,X,X,X
JOZLIST,X,O,O,O,O,O,X,O,X
JOZLSTI,X,O,O,O,O,X,X,O,X
JOZLSIT,X,O,O,O,O,O,X,O,X
JOZSTIL,O,X,X,X,X,X,O,X,X
JOZSTLI,O,X,O,O,X,X,X,O,X
JOZSITL,O,X,O,X,X,O,X,X,X
JOZSILT,X,X,O,O,X,O,X,O,X
JOZSLTI,X,O,O,O,X,X,X,O,X
JOZSLIT,X,O,O,O,X,O,X,O,X
STILJZO,X,X,X,X,X,X,X,X,O
STILJOZ,X,X,X,X,X,X,O,X,O
STILZJO,O,X,X,X,X,X,X,X,X
STILZOJ,O,X,X,X,X,X,X,O,X
STILOJZ,X,X,X,X,X,X,O,X,X
STILOZJ,O,X,X,X,X,X,X,O,X
STIJLZO,X,X,X,X,X,X,X,X,O
STIJLOZ,X,X,X,X,X,X,O,X,O
STIJZLO,X,X,X,X,X,X,X,X,O
STIJZOL,X,X,X,X,X,X,O,X,O
STIJOLZ,X,X,X,X,X,X,O,X,O
STIJOZL,X,X,X,X,X,X,O,X,O
STIZLJO,O,X,X,X,X,X,X,X,X
STIZLOJ,O,X,X,X,X,X,X,O,X
STIZJLO,O,X,X,X,X,X,X,X,O
STIZJOL,X,X,X,X,X,X,O,X,O
STIZOLJ,O,X,X,X,X,X,X,O,X
STIZOJL,O,X,X,X,X,X,O,X,X
STIOLJZ,X,X,X,X,X,X,O,X,X
STIOLZJ,O,X,X,X,X,X,X,O,X
STIOJLZ,X,X,X,X,X,X,O,X,O
STIOJZL,X,X,X,X,X,X,O,X,O
STIOZLJ,O,X,X,X,X,X,X,O,X
STIOZJL,O,X,X,X,X,X,O,X,X
STLIJZO,X,O,X,X,X,X,X,X,O
STLIJOZ,X,O,X,X,X,X,O,X,O
STLIZJO,O,X,X,X,X,X,X,X,X
STLIZOJ,O,X,X,X,X,X,X,O,X
STLIOJZ,X,O,X,X,X,X,O,X,X
STLIOZJ,O,X,X,X,X,X,X,O,X
STLJIZO,X,X,X,X,X,X,X,X,O
STLJIOZ,X,X,X,X,X,X,O,X,O
STLJZIO,O,X,X,O,X,X,X,X,X
STLJZOI,O,O,X,O,X,X,X,O,X
STLJOIZ,X,X,X,X,X,X,O,X,X
STLJOZI,O,O,X,O,X,X,X,O,X
STLZIJO,O,X,X,X,X,X,X,X,X
STLZIOJ,O,X,X,X,X,X,X,O,X
STLZJIO,O,X,X,O,X,X,X,X,X
STLZJOI,O,X,X,O,X,X,X,O,X
STLZOIJ,O,X,X,X,X,X,X,O,X
STLZOJI,O,X,X,O,X,X,X,O,X
STLOIJZ,X,O,X,X,X,X,O,X,X
STLOIZJ,O,X,X,X,X,X,X,O,X
STLOJIZ,X,X,X,X,X,X,O,X,X
STLOJZI,O,O,X,O,X,X,X,O,X
STLOZIJ,O,X,X,X,X,X,X,O,X
STLOZJI,O,X,X,O,X,X,X,O,X
STJILZO,X,X,X,X,X,X,X,X,O
STJILOZ,X,X,X,X,X,X,O,X,O
STJIZLO,X,X,X,X,X,X,X,X,O
STJIZOL,X,X,X,X,X,X,O,X,O
STJIOLZ,X,X,X,X,X,X,O,X,O
STJIOZL,X,X,X,X,X,X,O,X,O
STJLIZO,X,X,X,X,X,X,X,X,O
STJLIOZ,X,X,X,X,X,X,O,X,O
STJLZIO,O,X,X,O,X,X,X,X,X
STJLZOI,O,O,O,O,X,X,X,O,X
STJLOIZ,X,X,X,X,X,X,O,X,X
STJLOZI,O,O,X,O,X,X,X,O,X
STJZILO,O,X,X,O,X,X,X,X,O
STJZIOL,X,X,X,X,X,X,O,X,O
STJZLIO,O,X,X,O,X,X,X,X,X
STJZLOI,O,O,O,O,X,X,X,O,X
STJZOIL,O,X,X,X,X,X,O,X,X
STJZOLI,O,X,O,O,X,X,X,O,X
STJOILZ,X,X,X,X,X,X,O,X,O
STJOIZL,X,X,X,X,X,X,O,X,O
STJOLIZ,X,X,X,X,X,X,O,X,X
STJOLZI,O,X,X,O,X,X,X,O,X
STJOZIL,O,X,X,X,X,X,O,X,X
STJOZLI,O,X,X,O,X,X,X,O,X
STZILJO,O,X,X,X,X,X,X,X,X
STZILOJ,O,X,X,X,X,X,X,O,X
STZIJLO,O,X,O,X,X,X,X,X,O
STZIJOL,X,X,O,X,X,X,O,X,O
STZIOLJ,O,X,X,X,X,X,X,O,X
STZIOJL,O,X,O,X,X,X,O,X,X
STZLIJO,O,X,X,X,X,X,X,X,X
STZLIOJ,O,X,X,X,X,X,X,O,X
STZLJIO,O,X,X,O,X,X,X,X,X
STZLJOI,O,X,X,O,X,X,X,O,X
STZLOIJ,O,X,X,X,X,X,X,O,X
STZLOJI,O,X,X,O,X,X,X,O,X
STZJILO,O,X,X,O,X,X,X,X,O
STZJIOL,X,X,X,X,X,X,O,X,O
STZJLIO,O,X,X,O,X,X,X,X,X
STZJLOI,O,X,O,O,X,X,X,O,X
STZJOIL,O,X,X,X,X,X,O,X,X
STZJOLI,O,X,O,O,X,X,X,O,X
STZOILJ,O,X,X,X,X,X,X,O,X
STZOIJL,O,X,O,X,X,X,O,X,X
STZOLIJ,O,X,X,X,X,X,X,O,X
STZOLJI,O,X,X,O,X,X,X,O,X
STZOJIL,O,X,X,X,X,X,O,X,X
STZOJLI,O,X,O,O,X,X,X,O,X
STOILJZ,X,O,X,X,X,X,O,X,X
STOILZJ,O,X,X,X,X,X,X,O,X
STOIJLZ,X,X,X,X,X,X,O,X,O
STOIJZL,X,X,X,X,X,X,O,X,O
STOIZLJ,O,X,X,X,X,X,X,O,X
STOIZJL,O,X,O,X,X,X,O,X,X
STOLIJZ,X,O,X,X,X,X,O,X,X
STOLIZJ,O,X,X,X,X,X,X,O,X
STOLJIZ,X,X,X,X,X,X,O,X,X
STOLJZI,O,O,X,O,X,X,X,O,X
STOLZIJ,O,X,X,X,X,X,X,O,X
STOLZJI,O,X,X,O,X,X,X,O,X
STOJILZ,X,X,X,X,X,X,O,X,O
STOJIZL,X,X,X,X,X,X,O,X,O
STOJLIZ,X,X,X,X,X,X,O,X,X
STOJLZI,O,X,X,O,X,X,X,O,X
STOJZIL,O,X,X,X,X,X,O,X,X
STOJZLI,O,X,X,O,X,X,X,O,X
STOZILJ,O,X,X,X,X,X,X,O,X
STOZIJL,O,X,O,X,X,X,O,X,X
STOZLIJ,O,X,X,X,X,X,X,O,X
STOZLJI,O,X,X,O,X,X,X,O,X
STOZJIL,O,X,X,X,X,X,O,X,X
STOZJLI,O,X,O,O,X,X,X,O,X
SITLJZO,X,O,X,X,X,X,X,X,O
SITLJOZ,X,O,X,X,X,X,O,X,O
SITLZJO,O,X,X,X,O,X,X,X,X
SITLZOJ,O,X,X,X,O,X,X,O,X
SITLOJZ,X,O,X,X,X,X,O,X,X
SITLOZJ,O,X,X,X,O,X,X,O,X
SITJLZO,X,O,O,X,X,X,X,X,O
SITJLOZ,X,O,X,X,X,X,O,X,O
SITJZLO,X,O,O,X,X,X,X,X,O
SITJZOL,X,X,O,X,X,X,O,X,O
SITJOLZ,X,X,X,X,X,X,O,X,O
SITJOZL,X,X,X,X,X,X,O,X,O
SITZLJO,O,X,X,X,O,X,X,X,X
SITZLOJ,O,X,X,X,O,X,X,O,X
SITZJLO,O,O,O,X,O,X,X,X,O
SITZJOL,X,X,O,X,X,X,O,X,O
SITZOLJ,O,X,X,X,O,X,X,O,X
SITZOJL,O,X,O,X,X,X,O,X,X
SITOLJZ,X,O,X,X,X,X,O,X,X
SITOLZJ,O,X,X,X,O,X,X,O,X
SITOJLZ,X,X,X,X,X,X,O,X,O
SITOJZL,X,X,X,X,X,X,O,X,O
SITOZLJ,O,X,X,X,O,X,X,O,X
SITOZJL,O,X,O,X,X,X,O,X,X
SILTJZO,X,O,X,X,X,X,X,X,O
SILTJOZ,X,O,X,X,X,X,X,X,O
SILTZJO,X,X,X,X,O,X,X,X,X
SILTZOJ,X,X,X,X,O,X,X,X,X
SILTOJZ,X,O,X,X,X,X,X,X,X
SILTOZJ,X,X,X,X,O,X,X,X,X
SILJTZO,X,O,O,X,X,X,X,X,O
SILJTOZ,X,O,X,X,X,X,X,X,O
SILJZTO,X,O,O,O,X,X,X,X,X
SILJZOT,X,O,O,O,X,X,X,X,X
SILJOTZ,X,O,X,X,X,X,X,X,X
SILJOZT,X,O,O,O,X,X,X,X,X
SILZTJO,X,X,X,X,O,X,X,X,X
SILZTOJ,X,X,X,X,O,X,X,X,X
SILZJTO,X,O,O,O,O,X,X,X,X
SILZJOT,X,O,O,O,O,X,X,X,X
SILZOTJ,X,X,X,X,O,X,X,O,X
SILZOJT,X,O,O,O,O,X,X,O,X
SILOTJZ,X,O,X,X,X,X,X,X,X
SILOTZJ,X,X,X,X,O,X,X,X,X
SILOJTZ,X,O,X,X,X,X,X,X,X
SILOJZT,X,O,X,O,X,X,X,X,X
SILOZTJ,X,X,X,X,O,X,X,O,X
SILOZJT,X,O,O,O,O,X,X,O,X
SIJTLZO,X,O,O,X,X,X,X,X,O
SIJTLOZ,X,O,X,X,X,X,O,X,O
SIJTZLO,X,O,O,X,X,X,X,X,O
SIJTZOL,X,X,O,X,X,X,O,X,O
SIJTOLZ,X,X,X,X,X,X,O,X,O
SIJTOZL,X,X,X,X,X,X,O,X,O
SIJLTZO,X,O,O,X,X,X,X,X,O
SIJLTOZ,X,O,X,X,X,X,X,X,O
SIJLZTO,X,O,O,O,X,X,X,X,X
SIJLZOT,X,O,O,O,X,X,X,X,X
SIJLOTZ,X,O,X,X,X,X,X,X,X
SIJLOZT,X,O,O,O,X,X,X,X,X
SIJZTLO,X,O,O,O,X,O,X,X,O
SIJZTOL,X,X,O,X,X,O,X,X,O
SIJZLTO,X,O,O,O,X,O,X,X,X
SIJZLOT,X,O,O,O,X,O,X,X,X
SIJZOTL,X,X,O,X,X,O,X,X,X
SIJZOLT,X,O,O,O,X,O,X,X,X
SIJOTLZ,X,X,X,X,X,X,O,X,O
SIJOTZL,X,X,X,X,X,X,O,X,O
SIJOLTZ,X,O,X,X,X,X,X,X,X
SIJOLZT,X,O,O,O,X,X,X,X,X
SIJOZTL,X,X,O,X,X,O,X,X,X
SIJOZLT,X,O,O,O,X,O,X,X,X
SIZTLJO,O,X,X,X,O,O,X,X,X
SIZTLOJ,O,X,X,X,O,O,X,O,X
SIZTJLO,O,O,O,X,O,O,X,X,O
SIZTJOL,X,X,O,X,X,O,X,X,O
SIZTOLJ,O,X,X,X,O,O,X,O,X
SIZTOJL,O,X,O,X,X,O,X,X,X
SIZLTJO,O,X,X,X,O,O,X,X,X
SIZLTOJ,O,X,X,X,O,O,X,X,X
SIZLJTO,X,O,O,O,O,O,X,X,X
SIZLJOT,X,O,O,O,O,O,X,X,X
SIZLOTJ,X,X,X,X,O,O,X,O,X
SIZLOJT,X,O,O,O,O,O,X,O,X
SIZJTLO,O,O,O,O,O,O,X,X,O
SIZJTOL,X,X,O,X,X,O,X,X,O
SIZJLTO,X,O,O,O,O,O,X,X,X
SIZJLOT,X,O,O,O,O,O,X,X,X
SIZJOTL,X,X,O,X,X,O,X,X,X
SIZJOLT,X,O,O,O,X,O,X,X,X
SIZOTLJ,O,X,X,X,O,O,X,O,X
SIZOTJL,O,X,O,X,X,O,X,X,X
SIZOLTJ,O,X,X,X,O,O,X,O,X
SIZOLJT,X,O,O,O,O,O,X,O,X
SIZOJTL,O,X,O,X,X,O,X,X,X
SIZOJLT,X,O,O,O,X,O,X,O,X
SIOTLJZ,X,O,X,X,X,X,O,X,X
SIOTLZJ,O,X,X,X,O,X,X,O,X
SIOTJLZ,X,X,X,X,X,X,O,X,O
SIOTJZL,X,X,X,X,X,X,O,X,O
SIOTZLJ,O,X,X,X,O,X,X,O,X
SIOTZJL,O,X,O,X,X,X,O,X,X
SIOLTJZ,X,O,X,X,X,X,X,X,X
