sequence,v115@EhA8HeB8HeD8EeE8Je0/IvhFZmBumBTjBNpBXqB6qB,v115@EhA8HeB8HeD8EeE8Je0/IvhF3hBTjBNpBWrBilBRvB,v115@EhA8HeB8HeD8EeE8JeZEJvhFukBihBTjBcrBXqB9qB,v115@EhA8HeB8HeD8EeE8JeNEJvhFRhBTjBSrB3pBmqBUqB,v115@EhA8HeB8HeD8EeE8JeNEJvhFRhBTjBSrBUqBmqB3pB,v115@EhA8HeB8HeD8EeE8JeZEJvhFdmBumBTjBCqBfqB0qB,v115@EhA8HeB8HeD8EeE8JedFJvhFRhBTjBCmB0pBXrBOpB,v115@EhA8HeB8HeD8EeE8JeNEJvhFRhBTjBcrBGqBiqB3pB,v115@EhA8HeB8HeD8EeE8JeNEJvhFRhBTjBuqBcrB3pBaqB,v115@EhA8HeB8HeD8EeE8JeRAJvhFumBTjB/qBarB0pBNpB,v115@EhA8HeB8HeD8EeE8Jei/IvhFZmBumBTjBcpBXqB9qB
JZILOST,X,X,X,X,X,X,X,X,O,X,O
JZISTLO,O,O,O,X,X,X,X,O,O,X,O
JZISTOL,O,O,O,X,X,X,X,O,O,X,O
JZISLTO,X,X,O,X,X,X,O,X,O,O,O
JZISLOT,X,X,O,X,X,X,O,X,O,O,O
JZISOTL,O,O,O,X,X,X,X,O,O,X,O
JZISOLT,X,X,O,X,X,X,O,X,O,O,O
JZIOTLS,X,O,X,X,X,X,X,O,X,X,X
JZIOTSL,O,O,X,X,X,X,X,O,O,X,O
JZIOLTS,X,X,X,X,X,O,X,O,X,X,X
JZIOLST,X,X,X,X,X,X,X,X,O,X,O
JZIOSTL,O,O,O,X,X,X,X,O,O,X,O
JZIOSLT,X,X,O,X,X,X,O,X,O,O,O
JZLTISO,X,X,X,X,O,O,X,O,X,X,X
JZLTIOS,X,X,X,X,O,O,X,O,X,X,X
JZLTSIO,X,X,X,X,O,X,X,O,X,X,X
JZLTSOI,X,X,X,X,O,X,X,O,X,X,X
JZLTOIS,X,X,X,X,O,O,X,O,X,X,X
JZLTOSI,X,X,X,X,O,X,X,O,X,X,X
JZLITSO,X,X,X,X,O,O,X,O,X,X,X
JZLITOS,X,X,X,X,O,O,X,O,X,X,X
JZLISTO,X,X,X,X,X,X,X,X,O,X,O
JZLISOT,X,X,X,X,X,X,X,X,O,X,O
JZLIOTS,X,X,X,X,O,O,X,O,X,X,X
JZLIOST,X,X,X,X,X,X,X,X,O,X,O
JZLSTIO,X,X,X,X,X,X,X,X,O,O,X
JZLSTOI,X,X,X,X,X,X,X,X,O,O,X
JZLSITO,X,X,X,X,X,X,X,X,O,O,O
JZLSIOT,X,X,X,X,X,X,X,X,O,O,O
JZLSOTI,X,X,X,X,X,X,X,X,O,O,X
JZLSOIT,X,X,X,X,X,X,X,X,O,O,O
JZLOTIS,X,X,X,X,O,O,X,O,X,X,X
JZLOTSI,X,X,X,X,O,X,X,O,X,X,X
JZLOITS,X,X,X,X,O,O,X,O,X,X,X
JZLOIST,X,X,X,X,X,X,X,X,O,X,O
JZLOSTI,X,X,X,X,X,X,X,X,O,O,X
JZLOSIT,X,X,X,X,X,X,X,X,O,O,O
JZSTILO,O,X,O,X,X,X,X,O,O,X,O
JZSTIOL,O,O,O,X,X,X,X,O,O,X,O
JZSTLIO,O,X,X,X,X,X,O,O,O,O,X
JZSTLOI,O,O,X,X,X,X,O,O,O,O,X
JZSTOIL,O,O,O,X,X,X,X,O,O,X,O
JZSTOLI,O,O,X,X,X,X,O,O,O,O,X
JZSITLO,O,O,O,X,X,X,X,O,O,X,O
JZSITOL,O,O,O,X,X,X,X,O,O,X,O
JZSILTO,X,X,O,X,X,X,O,X,O,O,O
JZSILOT,X,X,O,X,X,X,O,X,O,O,O
JZSIOTL,O,O,O,X,X,X,X,O,O,X,O
JZSIOLT,X,X,O,X,X,X,O,X,O,O,O
JZSLTIO,X,X,X,X,X,X,O,X,O,O,X
JZSLTOI,X,X,X,X,X,X,O,X,O,O,X
JZSLITO,X,X,O,X,X,X,O,X,O,O,O
JZSLIOT,X,X,O,X,X,X,O,X,O,O,O
JZSLOTI,X,X,X,X,X,X,O,X,O,O,X
JZSLOIT,X,X,O,X,X,X,O,X,O,O,O
JZSOTIL,O,O,O,X,X,X,X,O,O,X,O
JZSOTLI,O,O,X,X,X,X,O,O,O,O,X
JZSOITL,O,O,O,X,X,X,X,O,O,X,O
JZSOILT,X,X,O,X,X,X,O,X,O,O,O
JZSOLTI,X,X,X,X,X,X,O,X,O,O,X
JZSOLIT,X,X,O,X,X,X,O,X,O,O,O
JZOTILS,X,X,X,X,X,X,X,O,X,X,X
JZOTISL,O,O,X,X,X,X,X,O,O,X,O
JZOTLIS,X,X,X,X,O,X,X,O,X,X,X
JZOTLSI,O,O,X,X,O,X,X,O,X,X,X
JZOTSIL,O,O,X,X,X,X,X,O,O,X,O
JZOTSLI,O,O,X,X,X,X,O,O,O,O,X
JZOITLS,X,O,X,X,X,X,X,O,X,X,X
JZOITSL,O,O,X,X,X,X,X,O,O,X,O
JZOILTS,X,X,X,X,X,O,X,O,X,X,X
JZOILST,X,X,X,X,X,X,X,X,O,X,O
JZOISTL,O,O,O,X,X,X,X,O,O,X,O
JZOISLT,X,X,O,X,X,X,O,X,O,O,O
JZOLTIS,X,X,X,X,O,O,X,O,X,X,X
JZOLTSI,X,X,X,X,O,X,X,O,X,X,X
JZOLITS,X,X,X,X,O,O,X,O,X,X,X
JZOLIST,X,X,X,X,X,X,X,X,O,X,O
JZOLSTI,X,X,X,X,X,X,X,X,O,O,X
JZOLSIT,X,X,X,X,X,X,X,X,O,O,O
JZOSTIL,O,O,O,X,X,X,X,O,O,X,O
JZOSTLI,O,O,X,X,X,X,O,O,O,O,X
JZOSITL,O,O,O,X,X,X,X,O,O,X,O
JZOSILT,X,X,O,X,X,X,O,X,O,O,O
JZOSLTI,X,X,X,X,X,X,O,X,O,O,X
JZOSLIT,X,X,O,X,X,X,O,X,O,O,O
JOTILSZ,O,O,X,X,X,O,X,X,X,X,X
JOTILZS,X,O,X,X,X,O,X,X,X,X,X
JOTISLZ,O,O,X,X,X,X,X,X,X,X,X
JOTISZL,O,O,X,X,X,X,X,X,X,X,O
JOTIZLS,X,O,X,X,X,X,X,O,X,X,X
JOTIZSL,O,O,X,X,X,X,X,O,X,X,O
JOTLISZ,O,X,X,X,X,O,X,X,X,X,X
JOTLIZS,X,X,X,X,X,O,X,X,X,X,X
JOTLSIZ,O,X,X,X,X,O,X,X,X,X,X
JOTLSZI,O,O,X,X,X,X,X,X,X,O,X
JOTLZIS,X,X,X,X,X,O,X,O,X,X,X
JOTLZSI,O,O,X,X,X,X,X,O,X,X,X
JOTSILZ,O,O,X,X,X,X,X,X,X,X,X
JOTSIZL,O,O,X,X,X,X,X,X,X,X,O
JOTSLIZ,O,X,X,X,X,X,X,X,X,X,X
JOTSLZI,O,O,X,X,X,X,X,X,X,O,X
JOTSZIL,O,O,X,X,X,X,X,O,X,X,O
JOTSZLI,O,O,X,X,X,X,X,O,X,O,X
JOTZILS,X,O,X,X,X,X,X,O,X,X,X
JOTZISL,O,O,X,X,X,X,X,O,X,X,O
JOTZLIS,X,X,X,X,X,X,X,O,X,X,X
JOTZLSI,O,O,X,X,X,X,X,O,X,X,X
JOTZSIL,O,O,X,X,X,X,X,O,X,X,O
JOTZSLI,O,O,X,X,X,X,X,O,X,O,X
JOITLSZ,O,O,X,X,X,O,X,X,X,X,X
JOITLZS,X,O,X,X,X,O,X,X,X,X,X
JOITSLZ,O,O,X,X,X,X,X,X,X,X,X
JOITSZL,O,O,X,X,X,X,X,X,X,X,O
JOITZLS,X,O,X,X,X,X,X,O,X,X,X
JOITZSL,O,O,X,X,X,X,X,O,X,X,O
JOILTSZ,O,O,X,X,X,O,X,X,X,X,X
JOILTZS,X,O,X,X,X,O,X,X,X,X,X
JOILSTZ,O,O,X,O,X,O,X,X,X,X,X
JOILSZT,X,X,X,X,X,X,X,X,X,O,O
JOILZTS,X,X,X,X,O,O,X,X,X,X,X
JOILZST,X,X,X,X,X,X,X,X,X,X,O
JOISTLZ,O,O,X,X,X,X,X,X,X,X,X
JOISTZL,O,O,O,X,X,X,X,X,X,X,O
JOISLTZ,O,O,X,X,X,O,X,X,X,X,X
JOISLZT,X,X,O,X,X,X,O,X,X,O,O
JOISZTL,O,O,O,X,X,X,X,X,X,X,O
JOISZLT,X,X,O,X,X,X,O,X,X,O,O
JOIZTLS,X,O,X,X,X,X,X,O,X,X,X
JOIZTSL,O,O,X,X,X,X,X,O,O,X,O
JOIZLTS,X,X,X,X,X,O,X,O,X,X,X
JOIZLST,X,X,X,X,X,X,X,X,O,X,O
JOIZSTL,O,O,O,X,X,X,X,O,O,X,O
JOIZSLT,X,X,O,X,X,X,O,X,O,O,O
JOLTISZ,O,X,X,X,X,O,X,X,X,X,X
JOLTIZS,X,X,X,X,X,O,X,X,X,X,X
JOLTSIZ,O,X,X,X,X,O,X,X,X,X,X
JOLTSZI,O,O,X,X,X,X,X,X,X,O,X
JOLTZIS,X,X,X,X,X,O,X,O,X,X,X
JOLTZSI,O,O,X,X,X,X,X,O,X,X,X
JOLITSZ,O,O,X,X,X,O,X,X,X,X,X
JOLITZS,X,O,X,X,X,O,X,X,X,X,X
JOLISTZ,O,O,X,O,X,O,X,X,X,X,X
JOLISZT,X,X,X,X,X,X,X,X,X,O,O
JOLIZTS,X,X,X,X,O,O,X,X,X,X,X
JOLIZST,X,X,X,X,X,X,X,X,X,X,O
JOLSTIZ,O,X,X,O,X,O,X,X,X,X,X
JOLSTZI,O,O,X,O,X,X,X,X,X,O,X
JOLSITZ,O,O,X,O,X,O,X,X,X,X,X
JOLSIZT,X,X,X,X,X,X,X,X,X,O,O
JOLSZTI,X,X,X,X,X,X,X,X,X,O,X
JOLSZIT,X,X,X,X,X,X,X,X,X,O,O
JOLZTIS,X,X,X,X,O,O,X,O,X,X,X
JOLZTSI,X,X,X,X,O,X,X,O,X,X,X
JOLZITS,X,X,X,X,O,O,X,O,X,X,X
JOLZIST,X,X,X,X,X,X,X,X,X,X,O
JOLZSTI,X,X,X,X,X,X,X,X,X,O,X
JOLZSIT,X,X,X,X,X,X,X,X,X,O,O
JOSTILZ,O,O,X,X,X,X,X,X,X,X,X
JOSTIZL,O,O,O,X,X,X,X,X,X,X,O
JOSTLIZ,O,X,X,O,X,X,X,X,X,X,X
JOSTLZI,O,O,X,O,X,X,X,X,X,O,X
JOSTZIL,O,O,O,X,X,X,X,O,O,X,O
JOSTZLI,O,O,X,X,X,X,X,O,O,O,X
JOSITLZ,O,O,X,X,X,X,X,X,X,X,X
JOSITZL,O,O,O,X,X,X,X,X,X,X,O
JOSILTZ,O,O,X,X,X,O,X,X,X,X,X
JOSILZT,X,X,O,X,X,X,O,X,X,O,O
JOSIZTL,O,O,O,X,X,X,X,X,X,X,O
JOSIZLT,X,X,O,X,X,X,O,X,X,O,O
JOSLTIZ,O,X,X,O,X,O,X,X,X,X,X
JOSLTZI,O,O,X,O,X,X,X,X,X,O,X
JOSLITZ,O,O,X,O,X,O,X,X,X,X,X
JOSLIZT,X,X,O,X,X,X,O,X,X,O,O
JOSLZTI,X,X,X,X,X,X,O,X,X,O,X
JOSLZIT,X,X,O,X,X,X,O,X,X,O,O
JOSZTIL,O,O,O,X,X,X,X,O,O,X,O
JOSZTLI,O,O,X,X,X,X,O,O,O,O,X
JOSZITL,O,O,O,X,X,X,X,O,O,X,O
JOSZILT,X,X,O,X,X,X,O,X,O,O,O
JOSZLTI,X,X,X,X,X,X,O,X,O,O,X
JOSZLIT,X,X,O,X,X,X,O,X,O,O,O
JOZTILS,X,X,X,X,X,X,X,O,X,X,X
JOZTISL,O,O,X,X,X,X,X,O,O,X,O
JOZTLIS,X,X,X,X,O,X,X,O,X,X,X
JOZTLSI,O,O,X,X,O,X,X,O,X,X,X
JOZTSIL,O,O,X,X,X,X,X,O,O,X,O
JOZTSLI,O,O,X,X,X,X,O,O,O,O,X
JOZITLS,X,O,X,X,X,X,X,O,X,X,X
JOZITSL,O,O,X,X,X,X,X,O,O,X,O
JOZILTS,X,X,X,X,X,O,X,O,X,X,X
JOZILST,X,X,X,X,X,X,X,X,O,X,O
JOZISTL,O,O,O,X,X,X,X,O,O,X,O
JOZISLT,X,X,O,X,X,X,O,X,O,O,O
JOZLTIS,X,X,X,X,O,O,X,O,X,X,X
JOZLTSI,X,X,X,X,O,X,X,O,X,X,X
JOZLITS,X,X,X,X,O,O,X,O,X,X,X
JOZLIST,X,X,X,X,X,X,X,X,O,X,O
JOZLSTI,X,X,X,X,X,X,X,X,O,O,X
JOZLSIT,X,X,X,X,X,X,X,X,O,O,O
JOZSTIL,O,O,O,X,X,X,X,O,O,X,O
JOZSTLI,O,O,X,X,X,X,O,O,O,O,X
JOZSITL,O,O,O,X,X,X,X,O,O,X,O
JOZSILT,X,X,O,X,X,X,O,X,O,O,O
JOZSLTI,X,X,X,X,X,X,O,X,O,O,X
JOZSLIT,X,X,O,X,X,X,O,X,O,O,O
STILJZO,O,O,X,O,X,X,X,X,X,X,X
STILJOZ,O,O,X,O,X,X,X,X,X,X,X
STILZJO,O,O,X,O,X,X,O,X,X,X,X
STILZOJ,O,O,X,O,X,X,O,X,X,X,X
STILOJZ,O,O,X,O,X,X,X,X,X,X,X
STILOZJ,O,O,X,O,X,X,O,X,X,X,X
STIJLZO,O,O,X,X,X,X,X,X,X,X,X
STIJLOZ,O,O,X,X,X,X,X,X,X,X,X
STIJZLO,O,O,O,X,X,X,X,X,X,X,O
STIJZOL,O,O,O,X,X,X,X,X,X,X,O
STIJOLZ,O,O,X,X,X,X,X,X,X,X,X
STIJOZL,O,O,O,X,X,X,X,X,X,X,O
STIZLJO,O,O,X,X,X,X,O,X,X,X,X
STIZLOJ,O,O,X,X,X,X,O,X,X,X,X
STIZJLO,O,O,O,X,X,X,X,X,O,X,O
STIZJOL,O,O,O,X,X,X,X,X,O,X,O
STIZOLJ,O,O,X,X,X,X,O,X,X,X,X
STIZOJL,O,O,O,X,X,X,X,X,O,X,O
STIOLJZ,O,O,X,O,X,X,X,X,X,X,X
STIOLZJ,O,O,X,O,X,X,O,X,X,X,X
STIOJLZ,O,O,X,X,X,X,X,X,X,X,X
STIOJZL,O,O,O,X,X,X,X,X,X,X,O
STIOZLJ,O,O,X,X,X,X,O,X,X,X,X
STIOZJL,O,O,O,X,X,X,X,X,O,X,O
STLIJZO,O,X,X,O,X,X,X,X,X,X,X
STLIJOZ,O,X,X,O,X,X,X,X,X,X,X
STLIZJO,O,X,X,O,X,X,O,X,X,X,X
STLIZOJ,O,X,X,O,X,X,O,X,X,X,X
STLIOJZ,O,X,X,O,X,X,X,X,X,X,X
STLIOZJ,O,X,X,O,X,X,O,X,X,X,X
STLJIZO,O,X,X,O,X,X,X,X,X,X,X
STLJIOZ,O,X,X,O,X,X,X,X,X,X,X
STLJZIO,O,X,X,O,X,X,X,X,X,O,X
STLJZOI,O,O,X,O,X,X,X,X,X,O,X
STLJOIZ,O,X,X,O,X,X,X,X,X,X,X
STLJOZI,O,O,X,O,X,X,X,X,X,O,X
STLZIJO,O,X,X,O,X,X,O,X,X,X,X
STLZIOJ,O,X,X,O,X,X,O,X,X,X,X
STLZJIO,O,X,X,O,X,X,O,X,O,O,X
STLZJOI,O,O,X,O,X,X,O,X,O,O,X
STLZOIJ,O,X,X,O,X,X,O,X,X,X,X
STLZOJI,O,O,X,O,X,X,O,X,O,O,X
STLOIJZ,O,X,X,O,X,X,X,X,X,X,X
STLOIZJ,O,X,X,O,X,X,O,X,X,X,X
STLOJIZ,O,X,X,O,X,X,X,X,X,X,X
STLOJZI,O,O,X,O,X,X,X,X,X,O,X
STLOZIJ,O,X,X,O,X,X,O,X,X,X,X
STLOZJI,O,O,X,O,X,X,O,X,O,O,X
STJILZO,O,O,X,X,X,X,X,X,X,X,X
STJILOZ,O,O,X,X,X,X,X,X,X,X,X
STJIZLO,O,O,O,X,X,X,X,X,X,X,O
STJIZOL,O,O,O,X,X,X,X,X,X,X,O
STJIOLZ,O,O,X,X,X,X,X,X,X,X,X
STJIOZL,O,O,O,X,X,X,X,X,X,X,O
STJLIZO,O,X,X,O,X,X,X,X,X,X,X
STJLIOZ,O,X,X,O,X,X,X,X,X,X,X
STJLZIO,O,X,X,O,X,X,X,X,X,O,X
STJLZOI,O,O,X,O,X,X,X,X,X,O,X
STJLOIZ,O,X,X,O,X,X,X,X,X,X,X
STJLOZI,O,O,X,O,X,X,X,X,X,O,X
STJZILO,O,X,O,X,X,X,X,X,O,X,O
STJZIOL,O,O,O,X,X,X,X,X,O,X,O
STJZLIO,O,X,X,X,X,X,X,X,O,O,X
STJZLOI,O,O,X,X,X,X,X,X,O,O,X
STJZOIL,O,O,O,X,X,X,X,X,O,X,O
STJZOLI,O,O,X,X,X,X,X,X,O,O,X
STJOILZ,O,O,X,X,X,X,X,X,X,X,X
STJOIZL,O,O,O,X,X,X,X,X,X,X,O
STJOLIZ,O,X,X,O,X,X,X,X,X,X,X
STJOLZI,O,O,X,O,X,X,X,X,X,O,X
STJOZIL,O,O,O,X,X,X,X,X,O,X,O
STJOZLI,O,O,X,X,X,X,X,X,O,O,X
STZILJO,O,O,X,X,X,X,O,X,X,X,X
STZILOJ,O,O,X,X,X,X,O,X,X,X,X
STZIJLO,O,O,O,X,X,X,X,X,O,X,O
STZIJOL,O,O,O,X,X,X,X,X,O,X,O
STZIOLJ,O,O,X,X,X,X,O,X,X,X,X
STZIOJL,O,O,O,X,X,X,X,X,O,X,O
STZLIJO,O,X,X,O,X,X,O,X,X,X,X
STZLIOJ,O,X,X,O,X,X,O,X,X,X,X
STZLJIO,O,X,X,O,X,X,O,X,O,O,X
STZLJOI,O,O,X,O,X,X,O,X,O,O,X
STZLOIJ,O,X,X,O,X,X,O,X,X,X,X
STZLOJI,O,O,X,O,X,X,O,X,O,O,X
STZJILO,O,X,O,X,X,X,X,X,O,X,O
STZJIOL,O,O,O,X,X,X,X,X,O,X,O
STZJLIO,O,X,X,X,X,X,O,X,O,O,X
STZJLOI,O,O,X,X,X,X,O,X,O,O,X
STZJOIL,O,O,O,X,X,X,X,X,O,X,O
STZJOLI,O,O,X,X,X,X,O,X,O,O,X
STZOILJ,O,O,X,X,X,X,O,X,X,X,X
STZOIJL,O,O,O,X,X,X,X,X,O,X,O
STZOLIJ,O,X,X,O,X,X,O,X,X,X,X
STZOLJI,O,O,X,O,X,X,O,X,O,O,X
STZOJIL,O,O,O,X,X,X,X,X,O,X,O
STZOJLI,O,O,X,X,X,X,O,X,O,O,X
STOILJZ,O,O,X,O,X,X,X,X,X,X,X
STOILZJ,O,O,X,O,X,X,O,X,X,X,X
STOIJLZ,O,O,X,X,X,X,X,X,X,X,X
STOIJZL,O,O,O,X,X,X,X,X,X,X,O
STOIZLJ,O,O,X,X,X,X,O,X,X,X,X
STOIZJL,O,O,O,X,X,X,X,X,O,X,O
STOLIJZ,O,X,X,O,X,X,X,X,X,X,X
STOLIZJ,O,X,X,O,X,X,O,X,X,X,X
STOLJIZ,O,X,X,O,X,X,X,X,X,X,X
STOLJZI,O,O,X,O,X,X,X,X,X,O,X
STOLZIJ,O,X,X,O,X,X,O,X,X,X,X
STOLZJI,O,O,X,O,X,X,O,X,O,O,X
STOJILZ,O,O,X,X,X,X,X,X,X,X,X
STOJIZL,O,O,O,X,X,X,X,X,X,X,O
STOJLIZ,O,X,X,O,X,X,X,X,X,X,X
STOJLZI,O,O,X,O,X,X,X,X,X,O,X
STOJZIL,O,O,O,X,X,X,X,X,O,X,O
STOJZLI,O,O,X,X,X,X,X,X,O,O,X
STOZILJ,O,O,X,X,X,X,O,X,X,X,X
STOZIJL,O,O,O,X,X,X,X,X,O,X,O
STOZLIJ,O,X,X,O,X,X,O,X,X,X,X
STOZLJI,O,O,X,O,X,X,O,X,O,O,X
STOZJIL,O,O,O,X,X,X,X,X,O,X,O
STOZJLI,O,O,X,X,X,X,O,X,O,O,X
SITLJZO,O,O,X,O,X,X,X,X,X,X,X
SITLJOZ,O,O,X,O,X,X,X,X,X,X,X
SITLZJO,O,O,X,O,X,X,O,X,X,X,X
SITLZOJ,O,O,X,O,X,X,O,X,X,X,X
SITLOJZ,O,O,X,O,X,X,X,X,X,X,X
SITLOZJ,O,O,X,O,X,X,O,X,X,X,X
SITJLZO,O,O,X,X,X,X,X,X,X,X,X
SITJLOZ,O,O,X,X,X,X,X,X,X,X,X
SITJZLO,O,O,O,X,X,X,X,X,X,X,O
SITJZOL,O,O,O,X,X,X,X,X,X,X,O
SITJOLZ,O,O,X,X,X,X,X,X,X,X,X
SITJOZL,O,O,O,X,X,X,X,X,X,X,O
SITZLJO,O,O,X,X,X,X,O,X,X,X,X
SITZLOJ,O,O,X,X,X,X,O,X,X,X,X
SITZJLO,O,O,O,X,X,X,X,X,O,X,O
SITZJOL,O,O,O,X,X,X,X,X,O,X,O
SITZOLJ,O,O,X,X,X,X,O,X,X,X,X
SITZOJL,O,O,O,X,X,X,X,X,O,X,O
SITOLJZ,O,O,X,O,X,X,X,X,X,X,X
SITOLZJ,O,O,X,O,X,X,O,X,X,X,X
SITOJLZ,O,O,X,X,X,X,X,X,X,X,X
SITOJZL,O,O,O,X,X,X,X,X,X,X,O
SITOZLJ,O,O,X,X,X,X,O,X,X,X,X
SITOZJL,O,O,O,X,X,X,X,X,O,X,O
SILTJZO,O,O,X,O,X,O,X,X,X,X,X
SILTJOZ,O,O,X,O,X,O,X,X,X,X,X
SILTZJO,O,O,X,O,X,X,O,X,X,X,X
SILTZOJ,O,O,X,O,X,X,O,X,X,X,X
SILTOJZ,O,O,X,O,X,O,X,X,X,X,X
SILTOZJ,O,O,X,O,X,X,O,X,X,X,X
SILJTZO,O,O,X,O,X,O,X,X,X,X,X
SILJTOZ,O,O,X,O,X,O,X,X,X,X,X
SILJZTO,X,X,O,X,X,X,O,X,X,O,O
SILJZOT,X,X,O,X,X,X,O,X,X,O,O
SILJOTZ,O,O,X,O,X,O,X,X,X,X,X
SILJOZT,X,X,O,X,X,X,O,X,X,O,O
SILZTJO,X,X,X,O,O,X,O,X,X,X,X
SILZTOJ,X,X,X,O,O,X,O,X,X,X,X
SILZJTO,X,X,O,X,X,X,O,X,X,O,O
SILZJOT,X,X,O,X,X,X,O,X,X,O,O
SILZOTJ,X,X,X,O,O,X,O,X,X,X,X
SILZOJT,X,X,O,X,X,X,O,X,X,O,O
SILOTJZ,O,O,X,O,X,O,X,X,X,X,X
SILOTZJ,O,O,X,O,X,X,O,X,X,X,X
SILOJTZ,O,O,X,O,X,O,X,X,X,X,X
SILOJZT,X,X,O,X,X,X,O,X,X,O,O
SILOZTJ,X,X,X,O,O,X,O,X,X,X,X
SILOZJT,X,X,O,X,X,X,O,X,X,O,O
SIJTLZO,O,O,X,X,X,X,X,X,X,X,X
SIJTLOZ,O,O,X,X,X,X,X,X,X,X,X
SIJTZLO,O,O,O,X,X,X,X,X,X,X,O
SIJTZOL,O,O,O,X,X,X,X,X,X,X,O
SIJTOLZ,O,O,X,X,X,X,X,X,X,X,X
SIJTOZL,O,O,O,X,X,X,X,X,X,X,O
SIJLTZO,O,O,X,X,X,O,X,X,X,X,X
SIJLTOZ,O,O,X,X,X,O,X,X,X,X,X
SIJLZTO,X,X,O,X,X,X,O,X,X,O,O
SIJLZOT,X,X,O,X,X,X,O,X,X,O,O
SIJLOTZ,O,O,X,X,X,O,X,X,X,X,X
SIJLOZT,X,X,O,X,X,X,O,X,X,O,O
SIJZTLO,O,O,O,X,X,X,X,X,X,X,O
SIJZTOL,O,O,O,X,X,X,X,X,X,X,O
SIJZLTO,X,X,O,X,X,X,O,X,X,O,O
SIJZLOT,X,X,O,X,X,X,O,X,X,O,O
SIJZOTL,O,O,O,X,X,X,X,X,X,X,O
SIJZOLT,X,X,O,X,X,X,O,X,X,O,O
SIJOTLZ,O,O,X,X,X,X,X,X,X,X,X
SIJOTZL,O,O,O,X,X,X,X,X,X,X,O
SIJOLTZ,O,O,X,X,X,O,X,X,X,X,X
SIJOLZT,X,X,O,X,X,X,O,X,X,O,O
SIJOZTL,O,O,O,X,X,X,X,X,X,X,O
SIJOZLT,X,X,O,X,X,X,O,X,X,O,O
SIZTLJO,O,O,X,X,X,X,O,X,X,X,X
SIZTLOJ,O,O,X,X,X,X,O,X,X,X,X
SIZTJLO,O,O,O,X,X,X,X,X,O,X,O
SIZTJOL,O,O,O,X,X,X,X,X,O,X,O
SIZTOLJ,O,O,X,X,X,X,O,X,X,X,X
SIZTOJL,O,O,O,X,X,X,X,X,O,X,O
SIZLTJO,X,X,X,X,X,X,O,X,X,X,X
SIZLTOJ,X,X,X,X,X,X,O,X,X,X,X
SIZLJTO,X,X,O,X,X,X,O,X,X,O,O
SIZLJOT,X,X,O,X,X,X,O,X,X,O,O
SIZLOTJ,X,X,X,X,X,X,O,X,X,X,X
SIZLOJT,X,X,O,X,X,X,O,X,X,O,O
SIZJTLO,O,O,O,X,X,X,X,O,O,X,O
SIZJTOL,O,O,O,X,X,X,X,O,O,X,O
SIZJLTO,X,X,O,X,X,X,O,X,O,O,O
SIZJLOT,X,X,O,X,X,X,O,X,O,O,O
SIZJOTL,O,O,O,X,X,X,X,O,O,X,O
SIZJOLT,X,X,O,X,X,X,O,X,O,O,O
SIZOTLJ,O,O,X,X,X,X,O,X,X,X,X
SIZOTJL,O,O,O,X,X,X,X,X,O,X,O
SIZOLTJ,X,X,X,X,X,X,O,X,X,X,X
SIZOLJT,X,X,O,X,X,X,O,X,X,O,O
SIZOJTL,O,O,O,X,X,X,X,O,O,X,O
SIZOJLT,X,X,O,X,X,X,O,X,O,O,O
SIOTLJZ,O,O,X,O,X,X,X,X,X,X,X
SIOTLZJ,O,O,X,O,X,X,O,X,X,X,X
SIOTJLZ,O,O,X,X,X,X,X,X,X,X,X
SIOTJZL,O,O,O,X,X,X,X,X,X,X,O
SIOTZLJ,O,O,X,X,X,X,O,X,X,X,X
SIOTZJL,O,O,O,X,X,X,X,X,O,X,O
SIOLTJZ,O,O,X,O,X,O,X,X,X,X,X
SIOLTZJ,O,O,X,O,X,X,O,X,X,X,X
SIOLJTZ,O,O,X,O,X,O,X,X,X,X,X
SIOLJZT,X,X,O,X,X,X,O,X,X,O,O
SIOLZTJ,X,X,X,O,O,X,O,X,X,X,X
SIOLZJT,X,X,O,X,X,X,O,X,X,O,O
SIOJTLZ,O,O,X,X,X,X,X,X,X,X,X
SIOJTZL,O,O,O,X,X,X,X,X,X,X,O
SIOJLTZ,O,O,X,X,X,O,X,X,X,X,X
SIOJLZT,X,X,O,X,X,X,O,X,X,O,O
SIOJZTL,O,O,O,X,X,X,X,X,X,X,O
SIOJZLT,X,X,O,X,X,X,O,X,X,O,O
SIOZTLJ,O,O,X,X,X,X,O,X,X,X,X
SIOZTJL,O,O,O,X,X,X,X,X,O,X,O
SIOZLTJ,X,X,X,X,X,X,O,X,X,X,X
SIOZLJT,X,X,O,X,X,X,O,X,X,O,O
SIOZJTL,O,O,O,X,X,X,X,O,O,X,O
SIOZJLT,X,X,O,X,X,X,O,X,O,O,O
SLTIJZO,O,X,X,O,X,O,X,X,X,X,X
SLTIJOZ,O,X,X,O,X,O,X,X,X,X,X
SLTIZJO,O,X,X,O,X,X,O,X,X,X,X
SLTIZOJ,O,X,X,O,X,X,O,X,X,X,X
SLTIOJZ,O,X,X,O,X,O,X,X,X,X,X
SLTIOZJ,O,X,X,O,X,X,O,X,X,X,X
SLTJIZO,O,X,X,O,X,O,X,X,X,X,X
SLTJIOZ,O,X,X,O,X,O,X,X,X,X,X
SLTJZIO,O,X,X,O,X,X,X,X,X,O,X
SLTJZOI,O,O,X,O,X,X,X,X,X,O,X
