sequence,v115@ThA8EeF8AeE8JeOEJvhF8kBzgBfnBxiBCoBFrB,v115@ThA8EeF8AeE8Je2EJvhFzgBRiBSoBUnB3kBFrB,v115@ThA8EeF8AeE8Jei/IvhFzgBGjB3kBRnBUnBFrB,v115@ThA8EeF8AeE8JeKEJvhFzfBRhBGjBfrB0rBlsB,v115@ThA8EeF8AeE8Jem/IvhFUhBRiBSoBTkBfrBVxB,v115@ThA8EeF8AeE8JeOEJvhF8kBFhBxiBfrBzrBCtB,v115@ThA8EeF8AeE8Jex/IvhFGjBTkB0lBlmB3nBirB,v115@ThA8EeF8AeE8Jex/IvhFmhBSoBTkBllBcrB3sB,v115@ThA8EeF8AeE8JeyGJvhFGjBxkB3nBTkBllBcrB
ZTLOSIJ,O,O,X,O,O,O,O,O,X
ZTLOSJI,O,O,X,O,O,O,O,O,X
ZTJILSO,O,O,X,X,O,X,X,X,X
ZTJILOS,O,O,X,O,X,X,X,O,X
ZTJISLO,O,O,O,X,O,X,X,X,X
ZTJISOL,O,O,O,X,O,X,X,X,X
ZTJIOLS,O,O,X,X,X,X,X,O,X
ZTJIOSL,O,O,O,X,X,X,X,O,X
ZTJLISO,O,O,X,X,O,O,X,X,X
ZTJLIOS,O,O,X,O,X,O,X,O,X
ZTJLSIO,O,O,X,O,O,O,X,X,X
ZTJLSOI,O,O,X,O,O,O,X,O,X
ZTJLOIS,O,O,X,O,X,O,X,O,X
ZTJLOSI,O,O,X,O,X,O,X,O,X
ZTJSILO,O,O,O,O,O,O,X,X,X
ZTJSIOL,O,O,O,O,O,O,O,X,X
ZTJSLIO,O,O,O,O,O,O,X,X,X
ZTJSLOI,O,O,O,O,O,O,O,O,X
ZTJSOIL,O,O,O,O,O,O,O,O,X
ZTJSOLI,O,O,O,O,O,O,O,O,X
ZTJOILS,O,O,X,X,X,X,X,O,X
ZTJOISL,O,O,O,X,X,O,O,O,X
ZTJOLIS,O,O,X,X,X,O,X,O,X
ZTJOLSI,O,O,X,X,X,O,X,O,X
ZTJOSIL,O,O,O,X,X,O,O,O,X
ZTJOSLI,O,O,O,X,X,O,O,O,X
ZTSILJO,O,O,O,O,O,O,X,X,X
ZTSILOJ,O,O,O,O,O,O,X,X,X
ZTSIJLO,O,O,O,O,O,O,X,X,X
ZTSIJOL,O,O,O,O,O,O,O,X,X
ZTSIOLJ,O,O,O,O,O,O,O,X,X
ZTSIOJL,O,O,O,O,O,O,O,X,X
ZTSLIJO,O,O,O,O,O,O,X,X,X
ZTSLIOJ,O,O,O,O,O,O,X,X,X
ZTSLJIO,O,O,O,O,O,O,X,X,X
ZTSLJOI,O,O,O,O,O,O,O,O,X
ZTSLOIJ,O,O,O,O,O,O,O,O,X
ZTSLOJI,O,O,O,O,O,O,O,O,X
ZTSJILO,O,O,O,O,O,O,X,X,X
ZTSJIOL,O,O,O,O,O,O,O,X,X
ZTSJLIO,O,O,O,O,O,O,X,X,X
ZTSJLOI,O,O,O,O,O,O,O,O,X
ZTSJOIL,O,O,O,O,O,O,O,O,X
ZTSJOLI,O,O,O,O,O,O,O,O,X
ZTSOILJ,O,O,O,O,O,O,O,O,X
ZTSOIJL,O,O,O,O,O,O,O,O,X
ZTSOLIJ,O,O,O,O,O,O,O,O,X
ZTSOLJI,O,O,O,O,O,O,O,O,X
ZTSOJIL,O,O,O,O,O,O,O,O,X
ZTSOJLI,O,O,O,O,O,O,O,O,X
ZTOILJS,O,O,X,X,O,X,X,O,X
ZTOILSJ,O,O,X,X,O,X,O,O,X
ZTOIJLS,O,O,X,X,O,X,X,O,X
ZTOIJSL,O,O,O,X,O,O,O,O,X
ZTOISLJ,O,O,O,X,O,O,O,O,X
ZTOISJL,O,O,O,X,O,O,O,O,X
ZTOLIJS,O,O,X,X,O,O,X,O,X
ZTOLISJ,O,O,X,X,O,O,O,O,X
ZTOLJIS,O,O,X,X,O,O,X,O,X
ZTOLJSI,O,O,X,X,O,O,X,O,X
ZTOLSIJ,O,O,X,X,O,O,O,O,X
ZTOLSJI,O,O,X,X,O,O,O,O,X
ZTOJILS,O,O,X,X,O,X,X,O,X
ZTOJISL,O,O,O,X,O,O,O,O,X
ZTOJLIS,O,O,X,X,O,O,X,O,X
ZTOJLSI,O,O,X,X,O,O,X,O,X
ZTOJSIL,O,O,O,X,O,O,O,O,X
ZTOJSLI,O,O,O,X,O,O,O,O,X
ZTOSILJ,O,O,O,X,O,O,O,O,X
ZTOSIJL,O,O,O,X,O,O,O,O,X
ZTOSLIJ,O,O,O,X,O,O,O,O,X
ZTOSLJI,O,O,O,X,O,O,O,O,X
ZTOSJIL,O,O,O,X,O,O,O,O,X
ZTOSJLI,O,O,O,X,O,O,O,O,X
ZITLJSO,O,O,X,X,X,X,X,X,X
ZITLJOS,O,O,X,X,X,X,X,O,X
ZITLSJO,O,O,X,X,X,X,X,X,X
ZITLSOJ,O,O,X,X,X,X,X,X,X
ZITLOJS,O,O,X,X,X,X,X,O,X
ZITLOSJ,O,O,X,X,X,X,X,O,X
ZITJLSO,O,O,X,X,X,X,X,X,X
ZITJLOS,O,O,X,X,X,X,X,O,X
ZITJSLO,O,O,O,X,X,X,X,X,X
ZITJSOL,O,O,O,X,X,X,X,X,X
ZITJOLS,O,O,X,X,X,X,X,O,X
ZITJOSL,O,O,O,X,X,X,X,O,X
ZITSLJO,O,O,O,X,X,X,X,X,X
ZITSLOJ,O,O,O,X,X,X,X,X,X
ZITSJLO,O,O,O,X,X,X,X,X,X
ZITSJOL,O,O,O,X,X,X,O,X,X
ZITSOLJ,O,O,O,X,X,X,O,X,X
ZITSOJL,O,O,O,X,X,X,O,X,X
ZITOLJS,O,O,X,X,X,X,X,O,X
ZITOLSJ,O,O,X,X,X,X,O,O,X
ZITOJLS,O,O,X,X,X,X,X,O,X
ZITOJSL,O,O,O,X,X,X,O,O,X
ZITOSLJ,O,O,O,X,X,X,O,O,X
ZITOSJL,O,O,O,X,X,X,O,O,X
ZILTJSO,O,O,X,X,X,O,X,X,X
ZILTJOS,O,O,X,X,X,O,X,O,X
ZILTSJO,O,O,X,X,X,O,X,X,X
ZILTSOJ,O,O,X,X,X,O,X,X,X
ZILTOJS,O,O,X,X,X,O,X,O,X
ZILTOSJ,O,O,X,X,X,O,X,O,X
ZILJTSO,O,O,X,X,X,O,X,X,X
ZILJTOS,O,O,X,X,X,O,X,O,X
ZILJSTO,O,O,X,X,X,O,X,X,X
ZILJSOT,O,X,X,X,X,O,X,X,X
ZILJOTS,X,O,X,X,X,O,X,O,X
ZILJOST,O,X,X,X,X,O,X,X,X
ZILSTJO,O,O,X,X,X,O,X,X,X
ZILSTOJ,O,O,X,X,X,O,X,X,X
ZILSJTO,O,O,X,X,X,O,X,X,X
ZILSJOT,O,X,X,X,X,O,X,X,X
ZILSOTJ,O,X,X,X,X,O,X,X,X
ZILSOJT,O,X,X,X,X,O,X,X,X
ZILOTJS,X,O,X,X,X,O,X,O,X
ZILOTSJ,X,O,X,X,X,O,X,O,X
ZILOJTS,X,O,X,X,X,O,X,O,X
ZILOJST,O,X,X,X,X,O,X,X,X
ZILOSTJ,O,X,X,X,X,O,X,X,X
ZILOSJT,O,X,X,X,X,O,X,X,X
ZIJTLSO,O,O,X,X,X,X,X,X,X
ZIJTLOS,O,O,X,X,X,X,X,O,X
ZIJTSLO,O,O,O,X,X,X,X,X,X
ZIJTSOL,O,O,O,X,X,X,X,X,X
ZIJTOLS,O,O,X,X,X,X,X,O,X
ZIJTOSL,O,O,O,X,X,X,X,O,X
ZIJLTSO,O,O,X,X,X,O,X,X,X
ZIJLTOS,O,O,X,X,X,O,X,O,X
ZIJLSTO,O,O,X,X,X,O,X,X,X
ZIJLSOT,O,X,X,X,X,O,X,X,X
ZIJLOTS,X,O,X,X,X,O,X,O,X
ZIJLOST,O,X,X,X,X,O,X,X,X
ZIJSTLO,O,O,O,X,X,O,X,X,X
ZIJSTOL,O,O,O,X,X,O,O,X,X
ZIJSLTO,O,O,O,X,X,O,X,X,O
ZIJSLOT,O,X,X,X,X,O,X,X,O
ZIJSOTL,O,X,X,X,X,O,O,X,X
ZIJSOLT,X,X,X,X,X,O,O,X,X
ZIJOTLS,X,O,X,X,X,X,X,O,X
ZIJOTSL,X,O,X,X,X,O,O,O,X
ZIJOLTS,X,O,X,X,X,O,X,O,X
ZIJOLST,X,X,X,X,X,O,O,X,X
ZIJOSTL,X,X,X,X,X,O,O,X,X
ZIJOSLT,X,X,X,X,X,O,O,X,X
ZISTLJO,O,O,O,X,X,O,X,X,X
ZISTLOJ,O,O,O,X,X,O,X,X,X
ZISTJLO,O,O,O,X,X,O,X,X,X
ZISTJOL,O,O,O,X,X,O,O,X,X
ZISTOLJ,O,O,O,X,X,O,O,X,X
ZISTOJL,O,O,O,X,X,O,O,X,X
ZISLTJO,O,O,O,X,X,O,X,X,X
ZISLTOJ,O,O,O,X,X,O,X,X,X
ZISLJTO,O,O,O,X,X,O,X,X,O
ZISLJOT,O,X,X,X,X,O,X,X,O
ZISLOTJ,O,X,X,X,X,O,X,X,X
ZISLOJT,O,X,X,X,X,O,X,X,X
ZISJTLO,O,O,O,X,X,O,X,X,X
ZISJTOL,O,O,O,X,X,O,O,X,X
ZISJLTO,O,O,O,X,X,O,X,X,O
ZISJLOT,O,X,X,X,X,O,X,X,O
ZISJOTL,O,X,X,X,X,O,O,X,X
ZISJOLT,X,X,X,X,X,O,O,X,X
ZISOTLJ,O,X,X,X,X,O,O,X,X
ZISOTJL,O,X,X,X,X,O,O,X,X
ZISOLTJ,X,X,X,X,X,O,O,X,X
ZISOLJT,X,X,X,X,X,O,O,X,X
ZISOJTL,O,X,X,X,X,O,O,X,X
ZISOJLT,X,X,X,X,X,O,O,X,X
ZIOTLJS,X,O,X,X,X,X,X,O,X
ZIOTLSJ,X,O,X,X,X,X,O,O,X
ZIOTJLS,X,O,X,X,X,X,X,O,X
ZIOTJSL,X,O,X,X,X,O,O,O,X
ZIOTSLJ,X,O,X,X,X,O,O,O,X
ZIOTSJL,X,O,X,X,X,O,O,O,X
ZIOLTJS,X,O,X,X,X,O,X,O,X
ZIOLTSJ,X,O,X,X,X,O,O,O,X
ZIOLJTS,X,O,X,X,X,O,X,O,X
ZIOLJST,X,X,X,X,X,O,O,X,X
ZIOLSTJ,X,X,X,X,X,O,O,X,X
ZIOLSJT,X,X,X,X,X,O,O,X,X
ZIOJTLS,X,O,X,X,X,X,X,O,X
ZIOJTSL,X,O,X,X,X,O,O,O,X
ZIOJLTS,X,O,X,X,X,O,X,O,X
ZIOJLST,X,X,X,X,X,O,O,X,X
ZIOJSTL,X,X,X,X,X,O,O,X,X
ZIOJSLT,X,X,X,X,X,O,O,X,X
ZIOSTLJ,X,X,X,X,X,O,O,X,X
ZIOSTJL,X,X,X,X,X,O,O,X,X
ZIOSLTJ,X,X,X,X,X,O,O,X,X
ZIOSLJT,X,X,X,X,X,O,O,X,X
ZIOSJTL,X,X,X,X,X,O,O,X,X
ZIOSJLT,X,X,X,X,X,O,O,X,X
ZLTIJSO,O,O,X,X,O,O,X,X,X
ZLTIJOS,O,O,X,O,X,O,X,O,X
ZLTISJO,O,O,X,X,O,O,X,X,X
ZLTISOJ,O,O,X,X,O,O,X,X,X
ZLTIOJS,O,O,X,O,O,O,X,O,X
ZLTIOSJ,O,O,X,X,O,O,X,O,X
ZLTJISO,O,O,X,X,O,O,X,X,X
ZLTJIOS,O,O,X,O,X,O,X,O,X
ZLTJSIO,O,O,X,O,O,O,X,X,X
ZLTJSOI,O,O,X,O,O,O,X,O,X
ZLTJOIS,O,O,X,O,X,O,X,O,X
ZLTJOSI,O,O,X,O,X,O,X,O,X
ZLTSIJO,O,O,X,O,O,O,X,X,X
ZLTSIOJ,O,O,X,O,O,O,X,X,X
ZLTSJIO,O,O,X,O,O,O,X,X,X
ZLTSJOI,O,O,X,O,O,O,O,O,X
ZLTSOIJ,O,O,X,O,O,O,O,O,X
ZLTSOJI,O,O,X,O,O,O,O,O,X
ZLTOIJS,O,O,X,O,O,O,X,O,X
ZLTOISJ,O,O,X,X,O,O,O,O,X
ZLTOJIS,O,O,X,O,O,O,X,O,X
ZLTOJSI,O,O,X,O,O,O,X,O,X
ZLTOSIJ,O,O,X,O,O,O,O,O,X
ZLTOSJI,O,O,X,O,O,O,O,O,X
ZLITJSO,O,O,X,X,O,O,X,X,X
ZLITJOS,O,O,X,X,X,O,X,O,X
ZLITSJO,O,O,X,X,O,O,X,X,X
ZLITSOJ,O,O,X,X,O,O,X,X,X
ZLITOJS,O,O,X,X,O,O,X,O,X
ZLITOSJ,O,O,X,X,O,O,X,O,X
ZLIJTSO,O,O,X,X,O,O,X,X,X
ZLIJTOS,O,O,X,X,X,O,X,O,X
ZLIJSTO,O,O,X,X,X,O,X,X,X
ZLIJSOT,O,X,X,X,X,O,X,X,X
ZLIJOTS,X,O,X,X,X,O,X,O,X
ZLIJOST,O,X,X,X,X,O,X,X,X
ZLISTJO,O,O,X,X,X,O,X,X,X
ZLISTOJ,O,O,X,X,X,O,X,X,X
ZLISJTO,O,O,X,X,X,O,X,X,X
ZLISJOT,O,X,X,X,X,O,X,X,X
ZLISOTJ,O,X,X,X,X,O,X,X,X
ZLISOJT,O,X,X,X,X,O,X,X,X
ZLIOTJS,X,O,X,X,O,O,X,O,X
ZLIOTSJ,X,O,X,X,O,O,X,O,X
ZLIOJTS,X,O,X,X,O,O,X,O,X
ZLIOJST,O,X,X,X,X,O,X,X,X
ZLIOSTJ,O,X,X,X,X,O,X,X,X
ZLIOSJT,O,X,X,X,X,O,X,X,X
ZLJTISO,O,O,X,X,O,O,X,X,X
ZLJTIOS,O,O,X,O,X,O,X,O,X
ZLJTSIO,O,O,X,O,O,O,X,X,X
ZLJTSOI,O,O,X,O,O,O,X,O,X
ZLJTOIS,O,O,X,O,X,O,X,O,X
ZLJTOSI,O,O,X,O,X,O,X,O,X
ZLJITSO,O,O,X,X,O,O,X,X,X
ZLJITOS,O,O,X,X,X,O,X,O,X
ZLJISTO,O,O,X,X,X,O,X,X,X
ZLJISOT,O,X,X,X,X,O,X,X,X
ZLJIOTS,X,O,X,X,X,O,X,O,X
ZLJIOST,O,X,X,X,X,O,X,X,X
ZLJSTIO,O,O,X,O,X,O,X,X,X
ZLJSTOI,O,O,X,O,X,O,O,O,X
ZLJSITO,O,O,X,O,X,O,X,X,X
ZLJSIOT,O,X,X,O,X,O,X,X,X
ZLJSOTI,O,X,X,O,X,O,O,O,X
ZLJSOIT,O,X,X,O,X,O,O,X,X
ZLJOTIS,O,O,X,O,X,O,X,O,X
ZLJOTSI,O,O,X,O,X,O,X,O,X
ZLJOITS,X,O,X,X,X,O,X,O,X
ZLJOIST,O,X,X,X,X,O,O,X,X
ZLJOSTI,O,X,X,O,X,O,O,O,X
ZLJOSIT,O,X,X,O,X,O,O,X,X
ZLSTIJO,O,O,X,O,X,O,X,X,X
ZLSTIOJ,O,O,X,O,X,O,X,X,X
ZLSTJIO,O,O,X,O,X,O,X,X,X
ZLSTJOI,O,O,X,O,X,O,O,O,X
ZLSTOIJ,O,O,X,O,X,O,O,O,X
ZLSTOJI,O,O,X,O,X,O,O,O,X
ZLSITJO,O,O,X,O,X,O,X,X,X
ZLSITOJ,O,O,X,O,X,O,X,X,X
ZLSIJTO,O,O,X,O,X,O,X,X,X
ZLSIJOT,O,X,X,O,X,O,X,X,X
ZLSIOTJ,O,X,X,O,X,O,X,X,X
ZLSIOJT,O,X,X,O,X,O,X,X,X
ZLSJTIO,O,O,X,O,X,O,X,X,X
ZLSJTOI,O,O,X,O,X,O,O,O,X
ZLSJITO,O,O,X,O,X,O,X,X,X
ZLSJIOT,O,X,X,O,X,O,X,X,X
ZLSJOTI,O,X,X,O,X,O,O,O,X
ZLSJOIT,O,X,X,O,X,O,O,X,X
ZLSOTIJ,O,X,X,O,X,O,O,O,X
ZLSOTJI,O,X,X,O,X,O,O,O,X
ZLSOITJ,O,X,X,O,X,O,O,X,X
ZLSOIJT,O,X,X,O,X,O,O,X,X
ZLSOJTI,O,X,X,O,X,O,O,O,X
ZLSOJIT,O,X,X,O,X,O,O,X,X
ZLOTIJS,O,O,X,O,O,O,X,O,X
ZLOTISJ,O,O,X,X,O,O,O,O,X
ZLOTJIS,O,O,X,O,O,O,X,O,X
ZLOTJSI,O,O,X,O,O,O,X,O,X
ZLOTSIJ,O,O,X,O,O,O,O,O,X
ZLOTSJI,O,O,X,O,O,O,O,O,X
ZLOITJS,X,O,X,X,O,O,X,O,X
ZLOITSJ,X,O,X,X,O,O,O,O,X
ZLOIJTS,X,O,X,X,O,O,X,O,X
ZLOIJST,O,X,X,X,X,O,O,X,X
ZLOISTJ,O,X,X,X,X,O,O,X,X
ZLOISJT,O,X,X,X,X,O,O,X,X
ZLOJTIS,O,O,X,O,O,O,X,O,X
ZLOJTSI,O,O,X,O,O,O,X,O,X
ZLOJITS,X,O,X,X,O,O,X,O,X
ZLOJIST,O,X,X,X,X,O,O,X,X
ZLOJSTI,O,X,X,O,X,O,O,O,X
ZLOJSIT,O,X,X,O,X,O,O,X,X
ZLOSTIJ,O,X,X,O,X,O,O,O,X
ZLOSTJI,O,X,X,O,X,O,O,O,X
ZLOSITJ,O,X,X,O,X,O,O,X,X
ZLOSIJT,O,X,X,O,X,O,O,X,X
ZLOSJTI,O,X,X,O,X,O,O,O,X
ZLOSJIT,O,X,X,O,X,O,O,X,X
ZJTILSO,O,O,X,X,O,X,X,X,X
ZJTILOS,O,O,X,O,X,X,X,O,X
ZJTISLO,O,O,O,X,O,X,X,X,X
ZJTISOL,O,O,O,X,O,X,X,X,X
ZJTIOLS,O,O,X,X,X,X,X,O,X
ZJTIOSL,O,O,O,X,X,X,X,O,X
ZJTLISO,O,O,X,X,O,O,X,X,X
ZJTLIOS,O,O,X,O,X,O,X,O,X
ZJTLSIO,O,O,X,O,O,O,X,X,X
ZJTLSOI,O,O,X,O,O,O,X,O,X
ZJTLOIS,O,O,X,O,X,O,X,O,X
ZJTLOSI,O,O,X,O,X,O,X,O,X
ZJTSILO,O,O,O,O,O,O,X,X,X
ZJTSIOL,O,O,O,O,O,O,O,X,X
ZJTSLIO,O,O,O,O,O,O,X,X,X
ZJTSLOI,O,O,O,O,O,O,O,O,X
ZJTSOIL,O,O,O,O,O,O,O,O,X
ZJTSOLI,O,O,O,O,O,O,O,O,X
ZJTOILS,O,O,X,X,X,X,X,O,X
ZJTOISL,O,O,O,X,X,O,O,O,X
ZJTOLIS,O,O,X,X,X,O,X,O,X
ZJTOLSI,O,O,X,X,X,O,X,O,X
ZJTOSIL,O,O,O,X,X,O,O,O,X
ZJTOSLI,O,O,O,X,X,O,O,O,X
ZJITLSO,O,O,X,X,X,X,X,X,X
ZJITLOS,O,O,X,X,X,X,X,O,X
ZJITSLO,O,O,O,X,X,X,X,X,X
ZJITSOL,O,O,O,X,X,X,X,X,X
ZJITOLS,O,O,X,X,X,X,X,O,X
ZJITOSL,O,O,O,X,X,X,X,O,X
ZJILTSO,O,O,X,X,X,O,X,X,X
ZJILTOS,O,O,X,X,X,O,X,O,X
ZJILSTO,O,O,X,X,X,O,X,X,X
ZJILSOT,O,X,X,X,X,O,X,X,X
ZJILOTS,X,O,X,X,X,O,X,O,X
ZJILOST,O,X,X,X,X,O,X,X,X
ZJISTLO,O,O,O,X,X,O,X,X,X
ZJISTOL,O,O,O,X,X,O,O,X,X
ZJISLTO,O,O,O,X,X,O,X,X,O
ZJISLOT,O,X,X,X,X,O,X,X,O
ZJISOTL,O,X,X,X,X,O,O,X,X
ZJISOLT,X,X,X,X,X,O,O,X,X
ZJIOTLS,X,O,X,X,X,X,X,O,X
ZJIOTSL,X,O,X,X,X,O,O,O,X
ZJIOLTS,X,O,X,X,X,O,X,O,X
ZJIOLST,X,X,X,X,X,O,O,X,X
ZJIOSTL,X,X,X,X,X,O,O,X,X
ZJIOSLT,X,X,X,X,X,O,O,X,X
ZJLTISO,O,O,X,X,O,O,X,X,X
ZJLTIOS,O,O,X,O,X,O,X,O,X
ZJLTSIO,O,O,X,O,O,O,X,X,X
ZJLTSOI,O,O,X,O,O,O,X,O,X
ZJLTOIS,O,O,X,O,X,O,X,O,X
ZJLTOSI,O,O,X,O,X,O,X,O,X
ZJLITSO,O,O,X,X,O,O,X,X,X
ZJLITOS,O,O,X,X,X,O,X,O,X
ZJLISTO,O,O,X,X,X,O,X,X,X
ZJLISOT,O,X,X,X,X,O,X,X,X
ZJLIOTS,X,O,X,X,X,O,X,O,X
ZJLIOST,O,X,X,X,X,O,X,X,X
ZJLSTIO,O,O,X,O,X,O,X,X,X
ZJLSTOI,O,O,X,O,X,O,O,O,X
ZJLSITO,O,O,X,O,X,O,X,X,X
ZJLSIOT,O,X,X,O,X,O,X,X,X
ZJLSOTI,O,X,X,O,X,O,O,O,X
ZJLSOIT,O,X,X,O,X,O,O,X,X
ZJLOTIS,O,O,X,O,X,O,X,O,X
ZJLOTSI,O,O,X,O,X,O,X,O,X
ZJLOITS,X,O,X,X,X,O,X,O,X
ZJLOIST,O,X,X,X,X,O,O,X,X
ZJLOSTI,O,X,X,O,X,O,O,O,X
ZJLOSIT,O,X,X,O,X,O,O,X,X
ZJSTILO,O,O,O,O,O,O,X,X,X
ZJSTIOL,O,O,O,O,O,O,O,X,X
ZJSTLIO,O,O,O,O,O,O,X,X,X
ZJSTLOI,O,O,O,O,O,O,O,O,X
ZJSTOIL,O,O,O,O,O,O,O,O,X
ZJSTOLI,O,O,O,O,O,O,O,O,X
ZJSITLO,O,O,O,O,X,O,X,X,X
ZJSITOL,O,O,O,X,X,O,O,X,X
ZJSILTO,O,O,O,O,X,O,X,X,O
ZJSILOT,O,X,X,O,X,O,X,X,O
ZJSIOTL,O,X,X,X,X,O,O,X,X
ZJSIOLT,X,X,X,O,X,O,O,X,X
ZJSLTIO,O,O,O,O,X,O,X,X,X
ZJSLTOI,O,O,O,O,X,O,O,O,X
ZJSLITO,O,O,O,O,X,O,X,X,O
ZJSLIOT,O,X,X,O,X,O,X,X,O
ZJSLOTI,O,X,X,O,X,O,O,O,X
ZJSLOIT,O,X,X,O,X,O,O,X,X
ZJSOTIL,O,X,X,X,X,O,O,O,X
ZJSOTLI,O,X,X,X,X,O,O,O,X
ZJSOITL,O,X,X,X,X,O,O,X,X
ZJSOILT,X,X,X,O,X,O,O,X,X
ZJSOLTI,O,X,X,O,X,O,O,O,X
ZJSOLIT,O,X,X,O,X,O,O,X,X
ZJOTILS,O,O,X,X,X,X,X,O,X
ZJOTISL,O,O,X,X,X,O,O,O,X
ZJOTLIS,O,O,X,X,X,O,X,O,X
ZJOTLSI,O,O,X,X,X,O,X,O,X
ZJOTSIL,O,O,X,X,X,O,O,O,X
ZJOTSLI,O,O,X,X,X,O,O,O,X
ZJOITLS,X,O,X,X,X,X,X,O,X
ZJOITSL,X,O,X,X,X,O,O,O,X
ZJOILTS,X,O,X,X,X,O,X,O,X
ZJOILST,X,X,X,X,X,O,O,X,X
ZJOISTL,X,X,X,X,X,O,O,X,X
ZJOISLT,X,X,X,X,X,O,O,X,X
ZJOLTIS,O,O,X,X,X,O,X,O,X
ZJOLTSI,O,O,X,X,X,O,X,O,X
ZJOLITS,X,O,X,X,X,O,X,O,X
ZJOLIST,O,X,X,X,X,O,O,X,X
ZJOLSTI,O,X,X,X,X,O,O,O,X
ZJOLSIT,O,X,X,X,X,O,O,X,X
ZJOSTIL,O,X,X,X,X,O,O,O,X
ZJOSTLI,O,X,X,X,X,O,O,O,X
ZJOSITL,O,X,X,X,X,O,O,X,X
ZJOSILT,X,X,X,X,X,O,O,X,X
ZJOSLTI,O,X,X,X,X,O,O,O,X
ZJOSLIT,O,X,X,X,X,O,O,X,X
ZSTILJO,O,O,O,O,O,O,X,X,X
ZSTILOJ,O,O,O,O,O,O,X,X,X
ZSTIJLO,O,O,O,O,O,O,X,X,X
ZSTIJOL,O,O,O,O,O,O,O,X,X
ZSTIOLJ,O,O,O,O,O,O,O,X,X
ZSTIOJL,O,O,O,O,O,O,O,X,X
ZSTLIJO,O,O,O,O,O,O,X,X,X
ZSTLIOJ,O,O,O,O,O,O,X,X,X
ZSTLJIO,O,O,O,O,O,O,X,X,X
ZSTLJOI,O,O,O,O,O,O,O,O,X
ZSTLOIJ,O,O,O,O,O,O,O,O,X
ZSTLOJI,O,O,O,O,O,O,O,O,X
ZSTJILO,O,O,O,O,O,O,X,X,X
ZSTJIOL,O,O,O,O,O,O,O,X,X
ZSTJLIO,O,O,O,O,O,O,X,X,X
ZSTJLOI,O,O,O,O,O,O,O,O,X
ZSTJOIL,O,O,O,O,O,O,O,O,X
ZSTJOLI,O,O,O,O,O,O,O,O,X
ZSTOILJ,O,O,O,O,O,O,O,O,X
ZSTOIJL,O,O,O,O,O,O,O,O,X
ZSTOLIJ,O,O,O,O,O,O,O,O,X
ZSTOLJI,O,O,O,O,O,O,O,O,X
ZSTOJIL,O,O,O,O,O,O,O,O,X
ZSTOJLI,O,O,O,O,O,O,O,O,X
ZSITLJO,O,O,O,O,X,O,X,X,X
ZSITLOJ,O,O,O,O,X,O,X,X,X
ZSITJLO,O,O,O,O,X,O,X,X,X
ZSITJOL,O,O,O,O,X,O,O,X,X
ZSITOLJ,O,O,O,O,X,O,O,X,X
ZSITOJL,O,O,O,O,X,O,O,X,X
ZSILTJO,O,O,O,O,X,O,X,X,X
ZSILTOJ,O,O,O,O,X,O,X,X,X
ZSILJTO,O,O,O,O,X,O,X,X,O
ZSILJOT,O,X,X,O,X,O,X,X,O
ZSILOTJ,O,X,X,O,X,O,X,X,X
ZSILOJT,O,X,X,O,X,O,X,X,X
ZSIJTLO,O,O,O,O,X,O,X,X,X
ZSIJTOL,O,O,O,O,X,O,O,X,X
ZSIJLTO,O,O,O,O,X,O,X,X,O
ZSIJLOT,O,X,X,O,X,O,X,X,O
ZSIJOTL,O,X,X,X,X,O,O,X,X
ZSIJOLT,X,X,X,O,X,O,O,X,X
ZSIOTLJ,O,X,X,O,X,O,O,X,X
ZSIOTJL,O,X,X,O,X,O,O,X,X
ZSIOLTJ,X,X,X,O,X,O,O,X,X
ZSIOLJT,X,X,X,O,X,O,O,X,X
ZSIOJTL,O,X,X,X,X,O,O,X,X
ZSIOJLT,X,X,X,O,X,O,O,X,X
ZSLTIJO,O,O,O,O,X,O,X,X,X
ZSLTIOJ,O,O,O,O,X,O,X,X,X
ZSLTJIO,O,O,O,O,X,O,X,X,X
ZSLTJOI,O,O,O,O,X,O,O,O,X
ZSLTOIJ,O,O,O,O,X,O,O,O,X
ZSLTOJI,O,O,O,O,X,O,O,O,X
ZSLITJO,O,O,O,O,X,O,X,X,X
ZSLITOJ,O,O,O,O,X,O,X,X,X
ZSLIJTO,O,O,O,O,X,O,X,X,O
ZSLIJOT,O,X,X,O,X,O,X,X,O
ZSLIOTJ,O,X,X,O,X,O,X,X,X
ZSLIOJT,O,X,X,O,X,O,X,X,X
ZSLJTIO,O,O,O,O,X,O,X,X,X
ZSLJTOI,O,O,O,O,X,O,O,O,X
ZSLJITO,O,O,O,O,X,O,X,X,O
ZSLJIOT,O,X,X,O,X,O,X,X,O
ZSLJOTI,O,X,X,O,X,O,O,O,X
ZSLJOIT,O,X,X,O,X,O,O,X,X
ZSLOTIJ,O,X,X,O,X,O,O,O,X
ZSLOTJI,O,X,X,O,X,O,O,O,X
ZSLOITJ,O,X,X,O,X,O,O,X,X
ZSLOIJT,O,X,X,O,X,O,O,X,X
ZSLOJTI,O,X,X,O,X,O,O,O,X
ZSLOJIT,O,X,X,O,X,O,O,X,X
ZSJTILO,O,O,O,O,O,O,X,X,X
ZSJTIOL,O,O,O,O,O,O,O,X,X
ZSJTLIO,O,O,O,O,O,O,X,X,X
