sequence,v115@9gA8IeA8IeB8DeA8CeC8AeC8BeA8JefFJvhF0gBlhB?xnBGoBCrBzsB,v115@9gA8IeA8IeB8DeA8CeC8AeC8BeA8Jez/IvhF3hBFjB?6sBctBxqBuqB,v115@9gA8IeA8IeB8DeA8CeC8AeC8BeA8Jez/IvhF1mB0iB?StBxqBuqBXtB,v115@9gA8IeA8IeB8DeA8CeC8AeC8BeA8JefFJvhF0gBxhB?TjBCrBFtBGsB,v115@9gA8IeA8IeB8DeA8CeC8AeC8BeA8Jez/IvhF0iBRmB?StBGmBlqBXtB,v115@9gA8IeA8IeB8DeA8CeC8AeC8BeA8Jez/IvhF3hBlnB?ctBxqBuqBCtB,v115@9gA8IeA8IeB8DeA8CeC8AeC8BeA8Jez/IvhFRhB3iB?GmBlqBCtBctB,v115@9gA8IeA8IeB8DeA8CeC8AeC8BeA8JeRAJvhFTjBFlB?8qBGnBCnBXtB,v115@9gA8IeA8IeB8DeA8CeC8AeC8BeA8JefFJvhF0hBxiB?VrBGoBzsB6qB,v115@9gA8IeA8IeB8DeA8CeC8AeC8BeA8Jez/IvhFXjBRmB?StBGmBlqB0sB,v115@9gA8IeA8IeB8DeA8CeC8AeC8BeA8Jez/IvhF1mBXjB?StBxqBuqB0sB,v115@9gA8IeA8IeB8DeA8CeC8AeC8BeA8Jez/IvhF3hBFjB?StBxqBuqB0sB,v115@9gA8IeA8IeB8DeA8CeC8AeC8BeA8Jez/IvhFXjBRmB?ctBGmB6sBlqB,v115@9gA8IeA8IeB8DeA8CeC8AeC8BeA8JeWFJvhFRhBFjB?TmB6sBctB/qB,v115@9gA8IeA8IeB8DeA8CeC8AeC8BeA8JefFJvhFlgBumB?8qBxnBqsBTtB,v115@9gA8IeA8IeB8DeA8CeC8AeC8BeA8JeTDJvhFRlBGnB?FlB8qBCnBXtB,v115@9gA8IeA8IeB8DeA8CeC8AeC8BeA8JeSIJvhFUlBRmB?TmBlnBXtBGqB,v115@9gA8IeA8IeB8DeA8CeC8AeC8BeA8JeRFJvhFGnBToB?FlB8qBCnBXtB,v115@9gA8IeA8IeB8DeA8CeC8AeC8BeA8JefFJvhFTjBRmB?WtBSrBlqB0sB
STIZLOJ,O,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X
STIZJLO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
STIZJOL,O,X,X,O,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X
STIZOLJ,O,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
STIZOJL,O,X,X,O,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X
STIOLJZ,X,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
STIOLZJ,O,X,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X
STIOJLZ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
STIOJZL,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
STIOZLJ,O,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
STIOZJL,O,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
STLIJZO,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
STLIJOZ,X,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
STLIZJO,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
STLIZOJ,O,X,O,O,O,X,X,X,X,O,O,X,X,X,X,X,O,X,X
STLIOJZ,O,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
STLIOZJ,O,X,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X
STLJIZO,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
STLJIOZ,X,X,X,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X
STLJZIO,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STLJZOI,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STLJOIZ,O,X,X,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X
STLJOZI,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STLZIJO,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
STLZIOJ,O,X,O,O,O,X,X,X,X,O,O,X,X,X,X,X,O,X,X
STLZJIO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STLZJOI,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STLZOIJ,O,X,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X
STLZOJI,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STLOIJZ,O,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
STLOIZJ,O,X,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X
STLOJIZ,O,X,X,O,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X
STLOJZI,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
STLOZIJ,O,X,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X
STLOZJI,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STJILZO,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STJILOZ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STJIZLO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
STJIZOL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
STJIOLZ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,O
STJIOZL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
STJLIZO,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STJLIOZ,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STJLZIO,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STJLZOI,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STJLOIZ,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STJLOZI,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STJZILO,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
STJZIOL,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
STJZLIO,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
STJZLOI,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STJZOIL,X,X,X,O,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X
STJZOLI,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
STJOILZ,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,O
STJOIZL,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
STJOLIZ,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
STJOLZI,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
STJOZIL,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
STJOZLI,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
STZILJO,O,X,O,O,X,X,X,O,X,X,X,X,X,X,O,X,O,X,X
STZILOJ,O,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X,O,X,X
STZIJLO,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
STZIJOL,O,X,X,O,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X
STZIOLJ,O,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
STZIOJL,O,X,X,O,X,X,X,O,O,X,X,X,O,X,O,X,X,X,X
STZLIJO,O,X,O,O,X,X,X,O,X,X,X,X,X,X,O,X,O,X,X
STZLIOJ,O,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X,O,X,X
STZLJIO,O,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
STZLJOI,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STZLOIJ,O,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
STZLOJI,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
STZJILO,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
STZJIOL,O,X,X,O,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X
STZJLIO,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
STZJLOI,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STZJOIL,O,X,X,O,X,X,X,O,O,X,X,X,O,X,O,X,X,X,X
STZJOLI,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
STZOILJ,O,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
STZOIJL,O,X,X,O,X,X,X,O,O,X,X,X,O,X,O,X,X,X,X
STZOLIJ,O,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
STZOLJI,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
STZOJIL,O,X,X,O,X,X,X,O,O,X,X,X,O,X,O,X,X,X,X
STZOJLI,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
STOILJZ,O,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
STOILZJ,O,X,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X
STOIJLZ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
STOIJZL,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
STOIZLJ,O,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
STOIZJL,O,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
STOLIJZ,O,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
STOLIZJ,O,X,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X
STOLJIZ,O,X,X,O,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X
STOLJZI,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
STOLZIJ,O,X,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X
STOLZJI,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STOJILZ,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X
STOJIZL,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
STOJLIZ,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
STOJLZI,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
STOJZIL,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
STOJZLI,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
STOZILJ,O,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
STOZIJL,O,X,X,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X
STOZLIJ,O,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
STOZLJI,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
STOZJIL,O,X,X,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X
STOZJLI,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SITLJZO,O,X,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
SITLJOZ,X,X,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
SITLZJO,O,O,O,O,X,X,X,X,X,X,O,O,X,X,X,X,O,X,X
SITLZOJ,O,O,O,O,X,X,X,X,X,X,O,O,X,X,X,X,O,X,X
SITLOJZ,X,X,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
SITLOZJ,O,O,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
SITJLZO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SITJLOZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SITJZLO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SITJZOL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SITJOLZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O
SITJOZL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SITZLJO,O,X,O,O,X,O,X,X,X,X,X,X,X,X,O,X,O,X,X
SITZLOJ,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
SITZJLO,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
SITZJOL,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
SITZOLJ,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SITZOJL,O,X,X,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X
SITOLJZ,X,X,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
SITOLZJ,O,O,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
SITOJLZ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
SITOJZL,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
SITOZLJ,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SITOZJL,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SILTJZO,O,X,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
SILTJOZ,X,X,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
SILTZJO,O,O,O,O,X,X,X,X,X,X,O,O,X,X,X,X,O,X,X
SILTZOJ,O,O,O,O,X,X,X,X,X,X,O,O,X,X,X,X,O,X,X
SILTOJZ,O,X,O,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X
SILTOZJ,O,O,O,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X
SILJTZO,O,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
SILJTOZ,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
SILJZTO,O,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X
SILJZOT,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X
SILJOTZ,X,X,O,X,X,X,X,X,X,O,O,O,X,X,X,O,X,X,O
SILJOZT,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,O
SILZTJO,O,O,X,O,X,O,X,X,X,X,O,O,X,X,O,X,O,X,X
SILZTOJ,O,O,X,O,X,O,X,X,X,X,O,O,X,X,X,X,O,X,X
SILZJTO,O,O,X,O,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X
SILZJOT,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X
SILZOTJ,O,O,X,O,O,O,X,X,X,O,O,O,X,X,X,X,O,X,X
SILZOJT,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X
SILOTJZ,O,X,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X
SILOTZJ,O,O,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X
SILOJTZ,O,X,O,X,X,X,X,X,X,O,O,O,X,X,X,O,X,X,X
SILOJZT,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X
SILOZTJ,O,O,X,X,O,O,X,X,X,O,O,O,X,X,X,X,O,X,X
SILOZJT,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X
SIJTLZO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJTLOZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJTZLO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SIJTZOL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SIJTOLZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O
SIJTOZL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SIJLTZO,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SIJLTOZ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SIJLZTO,O,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X
SIJLZOT,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X
SIJLOTZ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,O
SIJLOZT,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,O
SIJZTLO,O,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X
SIJZTOL,O,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X
SIJZLTO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X
SIJZLOT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SIJZOTL,X,X,X,X,X,O,X,O,X,X,X,X,X,X,O,O,X,X,X
SIJZOLT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O
SIJOTLZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O
SIJOTZL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SIJOLTZ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,O
SIJOLZT,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,O,O
SIJOZTL,X,X,X,X,X,O,X,O,X,X,X,X,X,X,O,O,X,O,X
SIJOZLT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,O
SIZTLJO,O,X,X,O,X,O,X,O,X,X,X,X,X,X,O,X,O,X,X
SIZTLOJ,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X
SIZTJLO,O,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X
SIZTJOL,O,X,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X
SIZTOLJ,O,X,X,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X
SIZTOJL,O,X,X,O,X,O,X,O,X,X,X,X,O,X,O,X,X,X,X
SIZLTJO,O,O,X,O,X,O,X,X,X,X,X,O,X,X,O,X,O,X,X
SIZLTOJ,O,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X
SIZLJTO,O,O,X,O,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X
SIZLJOT,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X
SIZLOTJ,O,O,X,O,O,O,X,X,X,X,X,O,O,X,X,X,O,X,X
SIZLOJT,O,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X
SIZJTLO,O,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X
SIZJTOL,O,X,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X
SIZJLTO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X
SIZJLOT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SIZJOTL,X,X,X,X,X,O,X,O,X,X,X,X,O,X,O,O,X,X,X
SIZJOLT,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,O
SIZOTLJ,O,X,X,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X
SIZOTJL,O,X,X,O,X,O,X,O,X,X,X,X,O,X,O,X,X,X,X
SIZOLTJ,O,O,X,X,O,O,X,X,X,X,X,O,O,X,X,X,O,X,X
SIZOLJT,O,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X
SIZOJTL,O,X,X,X,X,O,X,O,X,X,X,X,O,X,O,O,X,X,X
SIZOJLT,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
SIOTLJZ,O,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
SIOTLZJ,O,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
SIOTJLZ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
SIOTJZL,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
SIOTZLJ,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOTZJL,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SIOLTJZ,O,X,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X
SIOLTZJ,O,O,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X
SIOLJTZ,O,X,O,X,X,X,X,X,X,O,O,O,X,X,X,O,X,X,X
SIOLJZT,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X
SIOLZTJ,O,O,X,X,O,O,X,X,X,O,O,O,X,X,X,X,O,X,X
SIOLZJT,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X
SIOJTLZ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,O
SIOJTZL,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
SIOJLTZ,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X,X,O
SIOJLZT,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,O,O
SIOJZTL,O,X,X,X,X,O,X,O,O,X,X,X,X,X,O,O,X,O,X
SIOJZLT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,O
SIOZTLJ,O,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X
SIOZTJL,O,X,X,X,X,O,X,O,X,X,X,X,O,X,O,X,X,X,X
SIOZLTJ,O,O,X,X,O,O,X,X,X,X,X,O,O,X,X,X,O,X,X
SIOZLJT,O,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X
SIOZJTL,O,X,X,X,X,O,X,O,X,X,X,X,O,X,O,O,X,X,X
SIOZJLT,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
SLTIJZO,O,X,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
SLTIJOZ,X,X,O,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X
SLTIZJO,O,O,O,O,X,X,X,X,X,X,O,O,X,X,X,X,O,X,X
SLTIZOJ,O,O,O,O,O,X,X,X,X,O,O,O,X,X,X,X,O,X,X
SLTIOJZ,O,X,O,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X
SLTIOZJ,O,O,O,O,O,X,X,X,X,O,O,O,X,X,X,X,X,X,X
SLTJIZO,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
SLTJIOZ,X,X,X,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X
SLTJZIO,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SLTJZOI,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SLTJOIZ,O,X,X,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X
SLTJOZI,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SLTZIJO,O,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
SLTZIOJ,O,O,O,O,O,X,X,X,X,O,O,X,X,X,X,X,O,X,X
SLTZJIO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLTZJOI,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLTZOIJ,O,O,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X
SLTZOJI,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SLTOIJZ,O,X,O,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X
SLTOIZJ,O,O,O,O,O,X,X,X,X,O,O,O,X,X,X,X,X,X,X
SLTOJIZ,O,X,X,O,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X
SLTOJZI,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SLTOZIJ,O,O,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X
SLTOZJI,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SLITJZO,O,X,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
SLITJOZ,X,X,O,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X
SLITZJO,O,O,O,O,X,X,X,X,X,X,O,O,X,X,X,X,O,X,X
SLITZOJ,O,O,O,O,X,X,X,X,X,O,O,O,X,X,X,X,O,X,X
SLITOJZ,O,X,O,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X
SLITOZJ,O,O,O,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X
SLIJTZO,O,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
SLIJTOZ,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
SLIJZTO,O,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X
SLIJZOT,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X
SLIJOTZ,X,X,O,X,X,X,X,X,X,O,O,O,X,X,X,O,X,X,O
SLIJOZT,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,O
SLIZTJO,O,O,X,O,X,X,X,X,X,X,O,O,X,X,O,X,O,X,X
SLIZTOJ,O,O,X,O,X,X,X,X,X,X,O,O,X,X,X,X,O,X,X
SLIZJTO,O,O,X,O,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X
SLIZJOT,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X
SLIZOTJ,O,O,X,O,O,X,X,X,X,O,O,O,X,X,X,X,O,X,X
SLIZOJT,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X
SLIOTJZ,O,X,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X
SLIOTZJ,O,O,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X
SLIOJTZ,O,X,O,X,X,X,X,X,X,O,O,O,X,X,X,O,X,X,X
SLIOJZT,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X
SLIOZTJ,O,O,X,X,O,X,X,X,X,O,O,O,X,X,X,X,O,X,X
SLIOZJT,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X
SLJTIZO,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SLJTIOZ,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
SLJTZIO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLJTZOI,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLJTOIZ,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
SLJTOZI,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
