sequence,v115@9gC8GeB8HeB8HeB8DeB8AeA8JeRBJvhFcnBTjBOqBX?mBSwBFtB,v115@9gC8GeB8HeB8HeB8DeB8AeA8JeWGJvhFxhBTjBKqBX?nBUrBFtB,v115@9gC8GeB8HeB8HeB8DeB8AeA8Je3AJvhFumBcnBTjBy?qBFtBxvB,v115@9gC8GeB8HeB8HeB8DeB8AeA8JeRBJvhFSnBTjBOqB8?qB3rBFtB,v115@9gC8GeB8HeB8HeB8DeB8AeA8JeRBJvhFcnBTjBilB+?rB3qBFtB,v115@9gC8GeB8HeB8HeB8DeB8AeA8Je3AJvhFRiBSoBOrB8?rBTqBFtB,v115@9gC8GeB8HeB8HeB8DeB8AeA8JeFBJvhF0iB6oBTlB3?mBmsBxvB,v115@9gC8GeB8HeB8HeB8DeB8AeA8JecFJvhFemBCiBTjBX?nBFtBxvB,v115@9gC8GeB8HeB8HeB8DeB8AeA8JeGCJvhFTjBxlB8rB3?lByvBFtB,v115@9gC8GeB8HeB8HeB8DeB8AeA8Je3AJvhFRiBWtBTqBi?rBctBlrB,v115@9gC8GeB8HeB8HeB8DeB8AeA8Je/HJvhFFjBxlBctBT?qBirBGrB,v115@9gC8GeB8HeB8HeB8DeB8AeA8JecHJvhFTjBxlB3lBu?rByvBFtB,v115@9gC8GeB8HeB8HeB8DeB8AeA8Je2HJvhFxlBctBFmBC?oBTqB3rB
JILSOTZ,X,X,X,X,X,X,O,X,X,X,X,X,X
JILSOZT,O,X,O,X,X,X,O,X,X,X,X,X,X
JILZTSO,O,X,O,O,X,X,O,X,X,X,X,X,X
JILZTOS,O,X,O,O,O,X,O,X,X,X,X,X,X
JILZSTO,O,X,O,X,X,X,O,X,X,X,X,X,X
JILZSOT,O,X,O,X,X,X,O,X,X,X,X,X,X
JILZOTS,O,X,O,X,X,X,O,X,X,X,X,X,X
JILZOST,X,X,O,X,X,X,O,X,X,X,X,X,X
JILOTSZ,X,X,X,X,X,X,O,X,X,X,X,X,X
JILOTZS,X,X,X,X,X,X,O,X,X,X,X,X,X
JILOSTZ,X,X,X,X,X,X,O,X,X,X,X,X,X
JILOSZT,X,X,O,X,X,X,O,X,X,X,X,X,X
JILOZTS,O,X,O,X,X,X,O,X,X,X,X,X,X
JILOZST,X,X,O,X,X,X,O,X,X,X,X,X,X
JISTLZO,X,X,X,O,X,O,O,X,X,X,X,X,X
JISTLOZ,X,X,X,O,X,X,O,X,X,X,X,X,X
JISTZLO,X,X,X,O,O,O,O,O,X,X,X,X,X
JISTZOL,X,X,X,O,O,O,O,O,X,X,X,X,X
JISTOLZ,X,X,X,O,X,X,O,X,X,X,X,X,X
JISTOZL,X,X,X,O,O,X,O,O,X,X,X,X,X
JISLTZO,X,X,O,O,X,X,O,X,X,X,X,X,X
JISLTOZ,X,X,X,O,X,X,O,X,X,X,X,X,X
JISLZTO,O,X,O,O,O,X,O,X,X,X,X,X,X
JISLZOT,X,X,O,O,X,X,O,X,X,X,X,X,X
JISLOTZ,X,X,X,X,X,X,O,X,X,X,X,X,X
JISLOZT,X,X,O,X,X,X,O,X,X,X,X,X,X
JISZTLO,X,X,O,O,O,O,O,O,X,X,X,X,X
JISZTOL,O,X,O,O,O,O,O,O,X,X,X,X,X
JISZLTO,X,X,O,O,O,X,O,O,X,X,X,X,X
JISZLOT,X,X,O,O,X,X,O,O,X,X,X,X,X
JISZOTL,X,X,X,O,O,X,O,O,X,X,X,X,X
JISZOLT,X,X,X,O,X,X,O,O,X,X,X,X,X
JISOTLZ,X,X,X,X,X,X,O,X,X,X,X,X,X
JISOTZL,X,X,X,X,X,X,O,X,X,X,X,X,X
JISOLTZ,X,X,X,X,X,X,O,X,X,X,X,X,X
JISOLZT,X,X,X,X,X,X,O,X,X,X,X,X,X
JISOZTL,X,X,X,X,O,X,O,X,X,X,X,X,X
JISOZLT,X,X,X,X,X,X,O,X,X,X,X,X,X
JIZTLSO,O,X,O,O,X,X,O,O,X,X,X,X,X
JIZTLOS,O,X,O,O,O,X,O,O,X,X,X,X,X
JIZTSLO,X,X,O,O,O,X,O,O,X,X,X,X,X
JIZTSOL,O,X,O,O,O,X,O,O,X,X,X,X,X
JIZTOLS,O,X,O,O,O,X,O,O,X,X,X,X,X
JIZTOSL,O,X,O,O,O,X,O,O,X,X,X,X,X
JIZLTSO,O,X,O,O,X,X,O,O,X,X,X,X,X
JIZLTOS,O,X,O,O,O,X,O,O,X,X,X,X,X
JIZLSTO,O,X,O,X,X,X,O,O,X,X,X,X,X
JIZLSOT,O,X,O,X,X,X,O,O,X,X,X,X,X
JIZLOTS,O,X,O,X,X,X,O,X,X,X,X,X,X
JIZLOST,X,X,O,X,X,X,O,X,X,X,X,X,X
JIZSTLO,X,X,O,O,O,X,O,O,X,X,X,X,X
JIZSTOL,O,X,O,O,O,X,O,O,X,X,X,X,X
JIZSLTO,X,X,O,X,O,X,O,O,X,X,X,X,X
JIZSLOT,X,X,O,X,X,X,O,O,X,X,X,X,X
JIZSOTL,X,X,X,X,O,X,O,O,X,X,X,X,X
JIZSOLT,X,X,X,X,X,X,O,O,X,X,X,X,X
JIZOTLS,O,X,O,O,O,X,O,O,X,X,X,X,X
JIZOTSL,O,X,O,O,O,X,O,O,X,X,X,X,X
JIZOLTS,X,X,O,X,X,X,O,X,X,X,X,X,X
JIZOLST,X,X,O,X,X,X,O,X,X,X,X,X,X
JIZOSTL,X,X,X,X,X,X,O,O,X,X,X,X,X
JIZOSLT,X,X,X,X,X,X,O,O,X,X,X,X,X
JIOTLSZ,X,X,X,X,X,X,O,X,X,X,X,X,X
JIOTLZS,X,X,X,X,X,X,O,X,X,X,X,X,X
JIOTSLZ,X,X,X,X,X,X,O,X,X,X,X,X,X
JIOTSZL,X,X,X,X,X,X,O,X,X,X,X,X,X
JIOTZLS,X,X,X,X,X,X,O,X,X,X,X,X,X
JIOTZSL,X,X,X,X,X,X,O,X,X,X,X,X,X
JIOLTSZ,X,X,X,X,X,X,O,X,X,O,X,X,X
JIOLTZS,X,X,X,X,X,X,O,X,X,O,X,X,X
JIOLSTZ,X,X,X,X,X,X,O,X,X,O,X,X,X
JIOLSZT,X,X,O,X,X,X,O,X,X,O,X,X,X
JIOLZTS,O,X,O,X,X,X,O,X,X,O,X,X,X
JIOLZST,X,X,O,X,X,X,O,X,X,O,X,X,X
JIOSTLZ,X,X,X,X,X,X,O,X,X,X,X,X,X
JIOSTZL,X,X,X,X,X,X,O,X,X,X,X,X,X
JIOSLTZ,X,X,X,X,X,X,O,X,X,O,X,X,X
JIOSLZT,X,X,X,X,X,X,O,X,X,O,X,X,X
JIOSZTL,X,X,X,X,X,X,O,X,X,X,X,X,X
JIOSZLT,X,X,X,X,X,X,O,X,X,X,X,X,X
JIOZTLS,O,X,O,O,O,X,O,X,X,X,X,X,X
JIOZTSL,O,X,O,O,O,X,O,X,X,X,X,X,X
JIOZLTS,X,X,O,X,X,X,O,X,X,X,X,X,X
JIOZLST,X,X,O,X,X,X,O,X,X,X,X,X,X
JIOZSTL,X,X,X,X,X,X,O,X,X,X,X,X,X
JIOZSLT,X,X,X,X,X,X,O,X,X,X,X,X,X
JLTISZO,O,X,X,X,X,O,O,X,X,X,X,X,X
JLTISOZ,O,X,X,X,X,X,O,X,X,X,X,X,X
JLTIZSO,O,X,X,O,X,X,O,X,X,X,X,X,X
JLTIZOS,O,X,X,O,X,X,O,X,X,X,X,O,X
JLTIOSZ,O,X,X,X,X,X,O,X,X,X,X,X,X
JLTIOZS,O,X,X,O,X,X,O,X,X,X,X,O,X
JLTSIZO,O,O,X,O,X,O,O,X,X,X,X,X,X
JLTSIOZ,O,O,X,O,X,X,X,X,X,X,X,X,X
JLTSZIO,O,O,X,O,O,O,O,X,X,X,X,X,X
JLTSZOI,O,O,X,O,O,O,O,X,X,X,X,X,X
JLTSOIZ,O,O,X,O,X,X,X,X,X,X,X,X,X
JLTSOZI,O,O,X,O,O,O,O,X,X,X,X,X,X
JLTZISO,O,O,X,O,X,X,O,X,O,X,X,X,X
JLTZIOS,O,O,X,O,O,X,O,X,O,X,X,O,X
JLTZSIO,O,O,X,O,O,O,O,X,O,X,X,X,X
JLTZSOI,O,O,X,O,O,O,O,X,O,X,X,X,X
JLTZOIS,O,O,X,O,O,X,X,X,O,X,X,O,X
JLTZOSI,O,O,X,O,O,X,X,X,O,X,X,X,X
JLTOISZ,O,X,X,X,X,X,X,X,X,X,X,X,X
JLTOIZS,O,X,X,O,X,X,X,X,X,X,X,O,X
JLTOSIZ,O,O,X,O,X,X,X,X,X,X,X,X,X
JLTOSZI,O,O,X,O,O,O,X,X,X,X,X,X,X
JLTOZIS,O,O,X,O,O,X,X,X,O,X,X,O,X
JLTOZSI,O,O,X,O,O,X,X,X,O,X,X,X,X
JLITSZO,O,X,X,X,X,X,O,X,X,X,X,X,X
JLITSOZ,O,X,X,X,X,X,O,X,X,X,X,X,X
JLITZSO,O,X,X,X,X,X,O,X,X,X,X,X,X
JLITZOS,O,X,X,X,X,X,O,X,X,X,X,O,X
JLITOSZ,O,X,X,X,X,X,O,X,X,X,X,X,X
JLITOZS,O,X,X,X,X,X,O,X,X,X,X,O,X
JLISTZO,O,X,X,X,X,X,O,X,X,X,X,X,X
JLISTOZ,O,X,X,X,X,X,O,X,X,X,X,X,X
JLISZTO,O,X,X,X,X,X,O,X,X,X,X,X,X
JLISZOT,O,X,X,X,X,X,O,X,X,X,X,X,X
JLISOTZ,X,X,X,X,X,X,O,X,X,X,X,X,X
JLISOZT,O,X,X,X,X,X,O,X,X,X,X,X,X
JLIZTSO,O,X,X,O,X,X,O,X,X,X,X,X,X
JLIZTOS,O,X,X,O,O,X,O,X,X,X,X,O,X
JLIZSTO,O,X,X,X,X,X,O,X,X,X,X,X,X
JLIZSOT,O,X,X,X,X,X,O,X,X,X,X,X,X
JLIZOTS,O,X,X,X,X,X,O,X,X,X,X,X,X
JLIZOST,X,X,X,X,X,X,O,X,X,X,X,X,X
JLIOTSZ,X,X,X,X,X,X,O,X,X,X,X,X,X
JLIOTZS,X,X,X,X,X,X,O,X,X,X,X,X,X
JLIOSTZ,X,X,X,X,X,X,O,X,X,X,X,X,X
JLIOSZT,X,X,X,X,X,X,O,X,X,X,X,X,X
JLIOZTS,O,X,X,X,X,X,O,X,X,X,X,X,X
JLIOZST,X,X,X,X,X,X,O,X,X,X,X,X,X
JLSTIZO,O,O,X,O,X,O,O,X,X,X,X,X,X
JLSTIOZ,O,O,X,O,X,X,X,X,X,X,X,X,X
JLSTZIO,O,O,X,O,O,O,O,X,X,X,X,X,X
JLSTZOI,O,O,X,O,O,O,O,X,X,X,X,X,X
JLSTOIZ,O,O,X,O,X,X,X,X,X,X,X,X,X
JLSTOZI,O,O,X,O,O,O,O,X,X,X,X,X,X
JLSITZO,O,O,X,O,X,X,O,X,X,X,X,X,X
JLSITOZ,O,O,X,O,X,X,O,X,X,X,X,X,X
JLSIZTO,O,O,X,O,O,X,O,X,X,X,X,X,X
JLSIZOT,O,X,X,O,X,X,O,X,X,X,X,X,X
JLSIOTZ,X,O,X,X,X,X,O,X,X,X,X,X,X
JLSIOZT,O,X,X,X,X,X,O,X,X,X,X,X,X
JLSZTIO,O,O,X,O,O,O,O,X,X,X,X,X,X
JLSZTOI,O,O,X,O,O,O,O,X,X,X,X,X,X
JLSZITO,O,O,X,O,O,X,O,X,X,X,X,X,X
JLSZIOT,O,O,X,O,X,X,O,X,X,X,X,X,X
JLSZOTI,O,O,X,O,X,X,O,X,X,X,X,X,X
JLSZOIT,O,O,X,O,X,X,X,X,X,X,X,X,X
JLSOTIZ,O,O,X,O,X,X,X,X,X,X,X,X,X
JLSOTZI,O,O,X,O,X,X,O,X,X,X,X,X,X
JLSOITZ,X,O,X,X,X,X,X,X,X,X,X,X,X
JLSOIZT,O,X,X,X,X,X,X,X,X,X,X,X,X
JLSOZTI,O,X,X,O,X,X,O,X,X,X,X,X,X
JLSOZIT,O,X,X,O,X,X,X,X,X,X,X,X,X
JLZTISO,O,O,X,O,X,X,O,X,O,X,X,X,X
JLZTIOS,O,O,X,O,O,X,O,X,O,X,X,O,X
JLZTSIO,O,O,X,O,O,X,O,X,O,X,X,X,X
JLZTSOI,O,O,X,O,O,X,O,X,O,X,X,X,X
JLZTOIS,O,O,X,O,O,X,X,X,O,X,X,O,X
JLZTOSI,O,O,X,O,O,X,X,X,O,X,X,X,X
JLZITSO,O,O,X,O,X,X,O,X,O,X,X,X,X
JLZITOS,O,O,X,O,O,X,O,X,O,X,X,O,X
JLZISTO,O,O,X,X,X,X,O,X,O,X,X,X,X
JLZISOT,O,O,X,X,X,X,O,X,X,X,X,X,X
JLZIOTS,O,O,X,X,X,X,O,X,O,X,X,X,X
JLZIOST,X,O,X,X,X,X,O,X,X,X,X,X,X
JLZSTIO,O,O,X,X,O,X,O,X,O,X,X,X,X
JLZSTOI,O,O,X,X,O,X,O,X,O,X,X,X,X
JLZSITO,O,O,X,X,O,X,O,X,O,X,X,X,X
JLZSIOT,O,O,X,X,X,X,O,X,X,X,X,X,X
JLZSOTI,O,O,X,X,X,X,O,X,X,X,X,X,X
JLZSOIT,O,O,X,X,X,X,X,X,X,X,X,X,X
JLZOTIS,O,O,X,X,X,X,X,X,O,X,X,X,X
JLZOTSI,O,O,X,X,X,X,X,X,O,X,X,X,X
JLZOITS,O,O,X,X,X,X,O,X,O,X,X,X,X
JLZOIST,X,O,X,X,X,X,O,X,X,X,X,X,X
JLZOSTI,O,O,X,X,X,X,O,X,X,X,X,X,X
JLZOSIT,O,O,X,X,X,X,X,X,X,X,X,X,X
JLOTISZ,O,X,X,X,X,X,X,X,X,O,X,X,X
JLOTIZS,O,X,X,X,X,X,X,X,X,O,X,X,X
JLOTSIZ,O,X,X,X,X,X,X,X,X,O,X,X,X
JLOTSZI,O,X,X,X,X,X,X,X,X,O,X,X,X
JLOTZIS,O,X,X,X,X,X,X,X,X,O,X,X,X
JLOTZSI,O,X,X,X,X,X,X,X,X,O,X,X,X
JLOITSZ,X,X,X,X,X,X,O,X,X,O,X,X,X
JLOITZS,X,X,X,X,X,X,O,X,X,O,X,X,X
JLOISTZ,X,X,X,X,X,X,O,X,X,O,X,X,X
JLOISZT,X,X,X,X,X,X,O,X,X,O,X,X,X
JLOIZTS,O,X,X,X,X,X,O,X,X,O,X,X,X
JLOIZST,X,X,X,X,X,X,O,X,X,O,X,X,X
JLOSTIZ,O,X,X,X,X,X,X,X,X,O,X,X,X
JLOSTZI,O,X,X,X,X,X,O,X,X,O,X,X,X
JLOSITZ,X,X,X,X,X,X,X,X,X,O,X,X,X
JLOSIZT,O,X,X,X,X,X,X,X,X,O,X,X,X
JLOSZTI,O,X,X,X,X,X,O,X,X,O,X,X,X
JLOSZIT,O,X,X,X,X,X,X,X,X,O,X,X,X
JLOZTIS,O,X,X,X,X,X,X,X,X,O,X,X,X
JLOZTSI,O,X,X,X,X,X,X,X,X,O,X,X,X
JLOZITS,O,X,X,X,X,X,O,X,X,O,X,X,X
JLOZIST,X,X,X,X,X,X,O,X,X,O,X,X,X
JLOZSTI,O,X,X,X,X,X,O,X,X,O,X,X,X
JLOZSIT,O,X,X,X,X,X,X,X,X,O,X,X,X
JSTILZO,X,O,X,O,X,O,O,X,X,X,X,X,X
JSTILOZ,X,O,X,O,X,X,X,X,X,X,X,X,X
JSTIZLO,X,X,X,O,O,O,O,X,X,X,X,X,X
JSTIZOL,X,O,X,O,O,O,X,X,X,X,X,X,X
JSTIOLZ,X,O,X,O,X,X,X,X,X,X,X,X,X
JSTIOZL,X,O,X,O,O,X,X,X,X,X,X,X,X
JSTLIZO,O,O,X,O,O,O,O,X,X,X,X,X,X
JSTLIOZ,O,O,X,O,O,X,X,X,X,X,X,X,X
JSTLZIO,O,O,X,O,O,O,O,X,X,X,X,X,X
JSTLZOI,O,O,X,O,O,O,O,X,X,X,X,X,X
JSTLOIZ,O,O,X,O,O,X,X,X,X,X,X,X,X
JSTLOZI,O,O,X,O,O,O,O,X,X,X,X,X,X
JSTZILO,X,X,X,O,O,O,O,X,X,X,X,X,X
JSTZIOL,O,O,X,O,O,O,X,X,X,X,X,X,X
JSTZLIO,O,X,X,O,O,O,O,X,X,X,X,X,X
JSTZLOI,O,X,X,O,O,O,O,X,X,X,X,X,X
JSTZOIL,O,O,X,O,O,O,X,X,X,X,X,X,X
JSTZOLI,O,X,X,O,O,O,O,X,X,X,X,X,X
JSTOILZ,X,O,X,O,X,X,X,X,X,X,X,X,X
JSTOIZL,X,O,X,O,O,X,X,X,X,X,X,X,X
JSTOLIZ,O,O,X,O,O,X,X,X,X,X,X,X,X
JSTOLZI,O,O,X,O,O,O,O,X,X,X,X,X,X
JSTOZIL,O,O,X,O,O,O,X,X,X,X,X,X,X
JSTOZLI,O,X,X,O,O,O,O,X,X,X,X,X,X
JSITLZO,X,O,X,O,X,O,O,X,X,X,X,X,X
JSITLOZ,X,O,X,O,X,X,O,X,X,X,X,X,X
JSITZLO,X,X,X,O,O,O,O,X,X,X,X,X,X
JSITZOL,X,O,X,O,O,O,O,X,X,X,X,X,X
JSITOLZ,X,O,X,O,X,X,O,X,X,X,X,X,X
JSITOZL,X,O,X,O,O,X,O,X,X,X,X,X,X
JSILTZO,X,O,X,O,X,X,O,X,X,X,X,X,X
JSILTOZ,X,O,X,O,X,X,O,X,X,X,X,X,X
JSILZTO,O,O,X,O,O,X,O,X,X,X,X,X,X
JSILZOT,X,X,X,O,X,X,O,X,X,X,X,X,X
JSILOTZ,X,O,X,X,X,X,O,X,X,X,X,X,X
JSILOZT,X,X,X,X,X,X,O,X,X,X,X,X,X
JSIZTLO,X,X,X,O,O,O,O,X,X,X,X,X,O
JSIZTOL,O,O,X,O,O,O,O,X,X,X,X,X,O
JSIZLTO,X,X,X,O,O,X,O,X,X,X,X,X,O
JSIZLOT,X,X,X,O,X,X,O,X,X,X,X,X,O
JSIZOTL,X,X,X,O,O,X,O,X,X,X,X,X,O
JSIZOLT,X,X,X,O,X,X,O,X,X,X,X,X,O
JSIOTLZ,X,O,X,X,X,X,O,X,X,X,X,X,X
JSIOTZL,X,O,X,X,X,X,O,X,X,X,X,X,X
JSIOLTZ,X,X,X,X,X,X,O,X,X,X,X,X,X
JSIOLZT,X,X,X,X,X,X,O,X,X,X,X,X,X
JSIOZTL,X,X,X,X,O,X,O,X,X,X,X,X,X
JSIOZLT,X,X,X,X,X,X,O,X,X,X,X,X,X
JSLTIZO,O,O,X,O,O,O,O,X,X,X,X,X,X
JSLTIOZ,O,O,X,O,O,X,X,X,X,X,X,X,X
JSLTZIO,O,O,X,O,O,O,O,X,X,X,X,X,X
JSLTZOI,O,O,X,O,O,O,O,X,X,X,X,X,X
JSLTOIZ,O,O,X,O,O,X,X,X,X,X,X,X,X
JSLTOZI,O,O,X,O,O,O,O,X,X,X,X,X,X
JSLITZO,O,O,X,O,O,X,O,X,X,X,X,X,X
JSLITOZ,O,O,X,O,O,X,O,X,X,X,X,X,X
JSLIZTO,O,O,X,O,O,X,O,X,X,X,X,X,X
JSLIZOT,O,X,X,O,O,X,O,X,X,X,X,X,X
JSLIOTZ,X,O,X,X,X,X,O,X,X,X,X,X,X
JSLIOZT,O,X,X,X,O,X,O,X,X,X,X,X,X
JSLZTIO,O,O,X,O,O,O,O,X,X,X,X,X,X
JSLZTOI,O,O,X,O,O,O,O,X,X,X,X,X,X
JSLZITO,O,O,X,O,O,X,O,X,X,X,X,X,X
JSLZIOT,O,O,X,O,O,X,O,X,X,X,X,X,X
JSLZOTI,O,O,X,O,O,X,O,X,X,X,X,X,X
JSLZOIT,O,O,X,O,O,X,X,X,X,X,X,X,X
JSLOTIZ,O,O,X,O,O,X,X,X,X,X,X,X,X
JSLOTZI,O,O,X,O,O,X,O,X,X,X,X,X,X
JSLOITZ,X,O,X,X,X,X,X,X,X,X,X,X,X
JSLOIZT,O,X,X,X,O,X,X,X,X,X,X,X,X
JSLOZTI,O,X,X,O,O,X,O,X,X,X,X,X,X
JSLOZIT,O,X,X,O,O,X,X,X,X,X,X,X,X
JSZTILO,X,X,X,O,O,O,O,X,X,X,X,X,O
JSZTIOL,O,O,X,O,O,O,X,X,X,X,X,X,O
JSZTLIO,O,X,X,O,O,O,O,X,X,X,X,X,X
JSZTLOI,O,X,X,O,O,O,O,X,X,X,X,X,X
JSZTOIL,O,O,X,O,O,O,X,X,X,X,O,X,O
JSZTOLI,O,X,X,O,O,O,O,X,X,X,O,X,X
JSZITLO,X,X,X,O,O,O,O,X,X,X,X,X,O
JSZITOL,O,O,X,O,O,O,O,X,X,X,X,X,O
JSZILTO,X,X,X,O,O,X,O,X,X,X,X,X,O
JSZILOT,X,X,X,O,X,X,O,X,X,X,X,X,O
JSZIOTL,X,X,X,O,O,X,O,X,X,X,X,X,O
JSZIOLT,X,X,X,O,X,X,O,X,X,X,X,X,O
JSZLTIO,O,X,X,O,O,O,O,X,X,X,X,X,X
JSZLTOI,O,X,X,O,O,O,O,X,X,X,X,X,X
JSZLITO,O,X,X,O,O,X,O,X,X,X,X,X,O
JSZLIOT,O,X,X,O,X,X,O,X,X,X,X,X,O
JSZLOTI,O,X,X,O,X,X,O,X,X,X,X,X,X
JSZLOIT,O,X,X,O,X,X,X,X,X,X,X,X,O
JSZOTIL,X,X,X,O,O,O,X,X,X,X,O,X,O
JSZOTLI,X,X,X,O,O,O,O,X,X,X,O,X,X
JSZOITL,X,X,X,O,O,X,X,X,X,X,O,X,O
JSZOILT,X,X,X,O,X,X,X,X,X,X,X,X,O
JSZOLTI,X,X,X,O,X,X,O,X,X,X,O,X,X
JSZOLIT,X,X,X,O,X,X,X,X,X,X,O,X,O
JSOTILZ,X,O,X,O,X,X,X,X,X,X,X,X,X
JSOTIZL,X,O,X,O,O,X,X,X,X,X,X,X,X
JSOTLIZ,X,O,X,O,X,X,X,X,X,O,X,X,X
JSOTLZI,X,X,X,O,O,O,O,X,X,O,X,X,X
JSOTZIL,X,O,X,O,O,O,X,X,X,X,X,X,X
JSOTZLI,X,X,X,O,O,O,O,X,X,X,X,X,X
JSOITLZ,X,O,X,X,X,X,X,X,X,X,X,X,X
JSOITZL,X,O,X,X,X,X,X,X,X,X,X,X,X
JSOILTZ,X,X,X,X,X,X,X,X,X,O,X,X,X
JSOILZT,X,X,X,X,X,X,X,X,X,O,X,X,X
JSOIZTL,X,X,X,X,O,X,X,X,X,X,O,X,O
JSOIZLT,X,X,X,X,X,X,X,X,X,X,X,X,O
JSOLTIZ,X,X,X,O,X,X,X,X,X,O,X,X,X
JSOLTZI,X,X,X,O,X,X,O,X,X,O,X,X,X
JSOLITZ,X,X,X,X,X,X,X,X,X,O,X,X,X
JSOLIZT,X,X,X,X,X,X,X,X,X,O,X,X,X
JSOLZTI,X,X,X,O,X,X,O,X,X,O,O,X,X
JSOLZIT,X,X,X,O,X,X,X,X,X,O,O,X,X
JSOZTIL,X,X,X,O,O,O,X,X,X,X,O,X,O
JSOZTLI,X,X,X,O,O,O,O,X,X,X,O,X,X
JSOZITL,X,X,X,O,O,X,X,X,X,X,O,X,O
JSOZILT,X,X,X,O,X,X,X,X,X,X,X,X,O
JSOZLTI,X,X,X,O,X,X,O,X,X,O,O,X,X
JSOZLIT,X,X,X,O,X,X,X,X,X,O,O,X,O
JZTILSO,O,X,O,O,X,O,O,X,O,X,X,X,X
JZTILOS,O,X,O,O,O,O,O,X,O,X,X,X,X
JZTISLO,X,X,O,O,O,O,O,X,X,X,X,X,X
JZTISOL,O,X,O,O,O,O,O,X,O,X,X,X,X
JZTIOLS,O,X,O,O,O,O,O,X,O,X,X,X,X
JZTIOSL,O,X,O,O,O,O,O,X,O,X,X,X,X
JZTLISO,O,X,X,O,X,O,O,X,O,X,X,X,X
JZTLIOS,O,X,X,O,O,O,O,X,O,X,X,O,X
JZTLSIO,O,X,X,O,O,O,O,X,O,X,X,X,X
JZTLSOI,O,X,X,O,O,O,O,X,O,X,X,X,X
JZTLOIS,O,X,X,O,O,O,X,X,O,X,X,O,X
JZTLOSI,O,X,X,O,O,O,X,X,O,X,X,X,X
JZTSILO,X,X,X,O,O,O,O,X,X,X,X,X,O
JZTSIOL,O,X,X,O,O,O,X,X,O,X,X,X,O
JZTSLIO,O,X,X,O,O,O,O,X,O,X,X,X,X
JZTSLOI,O,X,X,O,O,O,O,X,O,X,X,X,X
JZTSOIL,O,X,X,O,O,O,X,X,O,X,O,X,O
JZTSOLI,O,X,X,O,O,O,O,X,O,X,O,X,X
JZTOILS,O,X,O,O,O,O,X,X,O,X,X,X,O
JZTOISL,O,X,O,O,O,O,X,X,O,X,O,X,O
JZTOLIS,O,X,X,O,O,O,X,X,O,X,X,O,X
JZTOLSI,O,X,X,O,O,O,X,X,O,X,X,X,X
JZTOSIL,O,X,X,O,O,O,X,X,O,X,O,X,O
JZTOSLI,O,X,X,O,O,O,X,X,O,X,O,X,X
JZITLSO,O,X,O,O,X,O,O,X,O,X,X,X,X
JZITLOS,O,X,O,O,O,O,O,X,O,X,X,X,X
JZITSLO,X,X,O,O,O,O,O,X,X,X,X,X,X
JZITSOL,O,X,O,O,O,O,O,X,O,X,X,X,X
JZITOLS,O,X,O,O,O,O,O,X,O,X,X,X,X
JZITOSL,O,X,O,O,O,O,O,X,O,X,X,X,X
JZILTSO,O,X,O,O,X,X,O,X,O,X,X,X,X
JZILTOS,O,X,O,O,O,X,O,X,O,X,X,X,X
JZILSTO,O,X,O,X,X,X,O,X,O,X,X,X,X
JZILSOT,O,X,O,X,X,X,O,X,X,X,X,X,X
JZILOTS,O,X,O,X,X,X,O,X,O,X,X,X,X
JZILOST,X,X,O,X,X,X,O,X,X,X,X,X,X
JZISTLO,X,X,O,O,O,O,O,X,X,X,X,X,O
JZISTOL,O,X,O,O,O,O,O,X,O,X,X,X,O
JZISLTO,X,X,O,X,O,X,O,X,X,X,X,X,O
JZISLOT,X,X,O,X,X,X,O,X,X,X,X,X,O
JZISOTL,X,X,X,X,O,X,O,X,X,X,X,X,O
JZISOLT,X,X,X,X,X,X,O,X,X,X,X,X,O
JZIOTLS,O,X,O,O,O,X,O,X,O,X,X,X,O
JZIOTSL,O,X,O,O,O,X,O,X,O,X,X,X,O
JZIOLTS,X,X,O,X,X,X,O,X,X,X,X,X,O
JZIOLST,X,X,O,X,X,X,O,X,X,X,X,X,O
JZIOSTL,X,X,X,X,X,X,O,X,X,X,X,X,O
JZIOSLT,X,X,X,X,X,X,O,X,X,X,X,X,O
JZLTISO,O,X,X,O,X,O,O,X,O,X,X,X,X
JZLTIOS,O,X,X,O,O,O,O,X,O,X,X,O,X
JZLTSIO,O,X,X,O,O,O,O,X,O,X,X,X,X
JZLTSOI,O,X,X,O,O,O,O,X,O,X,X,X,X
JZLTOIS,O,X,X,O,O,O,X,X,O,X,X,O,X
JZLTOSI,O,X,X,O,O,O,X,X,O,X,X,X,X
JZLITSO,O,X,X,O,X,X,O,X,O,X,X,X,X
JZLITOS,O,X,X,O,O,X,O,X,O,X,X,O,X
JZLISTO,O,X,X,X,X,X,O,X,O,X,X,X,X
JZLISOT,O,X,X,X,X,X,O,X,X,X,X,X,X
JZLIOTS,O,X,X,X,X,X,O,X,O,X,X,X,X
JZLIOST,X,X,X,X,X,X,O,X,X,X,X,X,X
JZLSTIO,O,X,X,X,O,O,O,X,O,X,X,X,X
JZLSTOI,O,X,X,X,O,O,O,X,O,X,X,X,X
JZLSITO,O,X,X,X,O,X,O,X,O,X,X,X,O
JZLSIOT,O,X,X,X,X,X,O,X,X,X,X,X,O
JZLSOTI,O,X,X,X,X,X,O,X,X,X,X,X,X
JZLSOIT,O,X,X,X,X,X,X,X,X,X,X,X,O
JZLOTIS,O,X,X,X,X,X,X,X,O,X,X,X,X
