sequence,v115@GhA8IeA8EeB8BeG8CeA8JeOEJvhFlgBRiBzkBXmB0n?ByxB,v115@GhA8IeA8EeB8BeG8CeA8Jex/IvhFVmBUiBTkB2qB3s?BatB,v115@GhA8IeA8EeB8BeG8CeA8Je0/IvhFxgBVnB2pBzlB3s?BatB,v115@GhA8IeA8EeB8BeG8CeA8JeKEJvhFzfBUhBRiB1qB3s?BmsB,v115@GhA8IeA8EeB8BeG8CeA8JeOEJvhF8kB3lBRnBFmBzs?BisB,v115@GhA8IeA8EeB8BeG8CeA8Jex/IvhFVmBynBTkB2qBft?BUsB,v115@GhA8IeA8EeB8BeG8CeA8JeOEJvhF0gBzkBRnBXmBln?ByxB,v115@GhA8IeA8EeB8BeG8CeA8Je3/IvhFFhB0lBRnB2pBzs?BisB,v115@GhA8IeA8EeB8BeG8CeA8JeT/IvhF2lBXiB8nBFmBxp?ByxB,v115@GhA8IeA8EeB8BeG8CeA8Je0AJvhFmkBRnBTkBXmBln?ByxB,v115@GhA8IeA8EeB8BeG8CeA8JeXBJvhFmkBRnBTkB0lBln?ByxB,v115@GhA8IeA8EeB8BeG8CeA8JeKEJvhFflBxgBzlB8sBFs?BmsB,v115@GhA8IeA8EeB8BeG8CeA8JeT/IvhF0gBypBRnBXmBmn?B1xB,v115@GhA8IeA8EeB8BeG8CeA8Je1FJvhFZoB0kBGnBikBXm?BTsB,v115@GhA8IeA8EeB8BeG8CeA8Jel/IvhFynB2pBxlBzlBft?BUsB,v115@GhA8IeA8EeB8BeG8CeA8Je3/IvhFUiBaoBxlB2pBzl?B1xB,v115@GhA8IeA8EeB8BeG8CeA8JeT/IvhFXhBypBRnB0lBmn?B1xB
LTSIOJZ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
LTSIOZJ,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,O,O
LTSJIZO,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSJIOZ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSJZIO,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSJZOI,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSJOIZ,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LTSJOZI,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LTSZIJO,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
LTSZIOJ,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X
LTSZJIO,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSZJOI,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSZOIJ,X,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X
LTSZOJI,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
LTSOIJZ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
LTSOIZJ,X,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,O
LTSOJIZ,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LTSOJZI,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LTSOZIJ,X,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X
LTSOZJI,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
LTZIJSO,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X
LTZIJOS,X,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X
LTZISJO,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X
LTZISOJ,X,X,X,O,X,X,X,X,O,X,X,X,O,X,X,O,O
LTZIOJS,X,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X
LTZIOSJ,X,X,X,O,X,X,X,X,O,X,X,X,O,X,X,O,O
LTZJISO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LTZJIOS,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LTZJSIO,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZJSOI,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZJOIS,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X
LTZJOSI,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LTZSIJO,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X
LTZSIOJ,X,X,X,O,X,X,X,X,O,X,X,X,O,X,X,O,X
LTZSJIO,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZSJOI,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZSOIJ,X,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X
LTZSOJI,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
LTZOIJS,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LTZOISJ,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,O,O
LTZOJIS,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X
LTZOJSI,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LTZOSIJ,X,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X
LTZOSJI,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
LTOIJSZ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
LTOIJZS,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X
LTOISJZ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
LTOISZJ,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,O,O
LTOIZJS,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X
LTOIZSJ,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,O,O
LTOJISZ,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
LTOJIZS,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X
LTOJSIZ,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LTOJSZI,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LTOJZIS,X,X,X,O,X,O,O,X,X,X,X,X,O,X,X,X,X
LTOJZSI,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LTOSIJZ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
LTOSIZJ,X,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,O
LTOSJIZ,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LTOSJZI,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LTOSZIJ,X,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X
LTOSZJI,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
LTOZIJS,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X
LTOZISJ,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,O,O
LTOZJIS,X,X,X,O,X,O,O,X,X,X,X,X,O,X,X,X,X
LTOZJSI,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LTOZSIJ,X,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X
LTOZSJI,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
LITJSZO,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O,X
LITJSOZ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,O
LITJZSO,X,X,X,X,X,X,X,X,O,O,X,X,X,X,O,O,X
LITJZOS,X,X,X,X,X,X,X,X,O,O,X,X,O,X,O,X,X
LITJOSZ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,O
LITJOZS,X,X,X,X,X,O,O,X,O,X,X,X,O,X,O,X,X
LITSJZO,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X
LITSJOZ,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O
LITSZJO,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
LITSZOJ,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,O,O
LITSOJZ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
LITSOZJ,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,O,O
LITZJSO,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X
LITZJOS,X,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X
LITZSJO,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,O,X
LITZSOJ,X,X,X,O,X,X,X,O,O,X,X,X,O,X,X,O,O
LITZOJS,X,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X
LITZOSJ,X,X,X,O,X,X,X,X,O,X,X,X,O,X,X,O,O
LITOJSZ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
LITOJZS,X,X,X,X,X,O,O,X,O,X,X,X,O,X,X,X,X
LITOSJZ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
LITOSZJ,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,O,O
LITOZJS,X,X,X,O,X,X,O,X,O,X,X,X,O,X,X,X,X
LITOZSJ,X,X,X,O,X,X,X,X,O,X,X,X,O,X,X,O,O
LIJTSZO,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X
LIJTSOZ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X
LIJTZSO,X,X,X,X,X,X,X,X,O,O,X,X,X,X,O,X,X
LIJTZOS,X,X,X,X,X,X,X,X,O,O,X,X,X,X,O,X,X
LIJTOSZ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
LIJTOZS,X,X,X,X,X,O,O,X,O,X,X,X,X,X,O,X,X
LIJSTZO,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X
LIJSTOZ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X
LIJSZTO,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X
LIJSZOT,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X
LIJSOTZ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O
LIJSOZT,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,O
LIJZTSO,X,X,X,X,X,X,X,X,O,O,X,X,X,O,O,X,X
LIJZTOS,X,X,X,X,X,X,X,X,O,O,X,X,X,O,O,X,X
LIJZSTO,X,X,X,X,O,X,X,X,O,O,O,X,X,X,X,X,X
LIJZSOT,X,X,X,X,O,X,X,X,O,O,O,X,X,X,X,X,X
LIJZOTS,X,X,X,X,X,X,O,X,O,O,X,X,O,X,X,X,X
LIJZOST,X,X,X,X,X,X,O,X,O,O,X,X,O,X,X,X,X
LIJOTSZ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
LIJOTZS,X,X,X,X,X,O,O,X,O,X,X,X,X,X,O,X,X
LIJOSTZ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O
LIJOSZT,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,O
LIJOZTS,X,X,X,X,X,X,O,X,O,O,X,X,O,X,X,X,X
LIJOZST,X,X,X,X,X,X,O,X,O,O,X,X,O,X,X,X,X
LISTJZO,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X
LISTJOZ,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LISTZJO,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
LISTZOJ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
LISTOJZ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
LISTOZJ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O
LISJTZO,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X
LISJTOZ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X
LISJZTO,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X
LISJZOT,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X
LISJOTZ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O
LISJOZT,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,O
LISZTJO,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LISZTOJ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LISZJTO,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X
LISZJOT,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X
LISZOTJ,X,X,X,X,X,X,X,X,O,X,X,O,O,X,X,X,O
LISZOJT,X,X,X,X,X,X,X,X,O,X,X,O,O,X,X,X,O
LISOTJZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LISOTZJ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O
LISOJTZ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O
LISOJZT,X,X,X,X,X,X,O,X,O,X,O,O,X,X,X,X,O
LISOZTJ,X,X,X,X,X,X,X,X,O,X,X,O,O,X,X,X,O
LISOZJT,X,X,X,X,X,X,O,X,O,X,X,O,O,X,X,X,O
LIZTJSO,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X
LIZTJOS,X,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X
LIZTSJO,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
LIZTSOJ,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X
LIZTOJS,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
LIZTOSJ,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
LIZJTSO,X,X,X,X,X,X,X,X,O,O,X,X,X,O,O,X,X
LIZJTOS,X,X,X,X,X,X,X,X,O,O,X,X,X,O,O,X,X
LIZJSTO,X,X,X,X,O,X,X,X,O,O,O,X,X,X,X,X,X
LIZJSOT,X,X,X,X,O,X,X,X,O,O,O,X,X,X,X,X,X
LIZJOTS,X,X,X,X,X,X,O,X,O,O,X,X,O,X,X,X,X
LIZJOST,X,X,X,X,X,X,O,X,O,O,X,X,O,X,X,X,X
LIZSTJO,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
LIZSTOJ,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
LIZSJTO,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X
LIZSJOT,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X
LIZSOTJ,X,X,X,X,X,X,X,X,O,X,X,O,O,X,X,X,O
LIZSOJT,X,X,X,X,X,X,X,X,O,X,X,O,O,X,X,X,O
LIZOTJS,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X
LIZOTSJ,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
LIZOJTS,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X
LIZOJST,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X
LIZOSTJ,X,X,X,X,X,X,X,X,O,X,X,O,O,X,X,X,O
LIZOSJT,X,X,X,X,X,X,O,X,O,X,X,O,O,X,X,X,O
LIOTJSZ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
LIOTJZS,X,X,X,X,X,O,O,X,O,X,X,X,O,X,X,X,X
LIOTSJZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LIOTSZJ,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O
LIOTZJS,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X
LIOTZSJ,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,O
LIOJTSZ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
LIOJTZS,X,X,X,X,X,O,O,X,O,X,X,X,X,X,O,X,X
LIOJSTZ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O
LIOJSZT,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,O
LIOJZTS,X,X,X,X,X,X,O,X,O,O,X,X,O,X,X,X,X
LIOJZST,X,X,X,X,X,X,O,X,O,O,X,X,O,X,X,X,X
LIOSTJZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LIOSTZJ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O
LIOSJTZ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O
LIOSJZT,X,X,X,X,X,X,O,X,O,X,O,O,X,X,X,X,O
LIOSZTJ,X,X,X,X,X,X,X,X,O,X,X,O,O,X,X,X,O
LIOSZJT,X,X,X,X,X,X,O,X,O,X,X,O,O,X,X,X,O
LIOZTJS,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X
LIOZTSJ,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
LIOZJTS,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X
LIOZJST,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X
LIOZSTJ,X,X,X,X,X,X,X,X,O,X,X,O,O,X,X,X,O
LIOZSJT,X,X,X,X,X,X,O,X,O,X,X,O,O,X,X,X,O
LJTISZO,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X
LJTISOZ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,O
LJTIZSO,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X
LJTIZOS,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X
LJTIOSZ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,O
LJTIOZS,X,X,X,X,X,O,O,X,X,X,X,X,O,X,O,X,X
LJTSIZO,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
LJTSIOZ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
LJTSZIO,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTSZOI,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTSOIZ,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LJTSOZI,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LJTZISO,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X
LJTZIOS,X,X,X,O,X,X,X,X,X,O,X,X,O,X,O,X,X
LJTZSIO,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTZSOI,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTZOIS,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X
LJTZOSI,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LJTOISZ,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,O
LJTOIZS,X,X,X,X,X,O,O,X,X,X,X,X,O,X,O,X,X
LJTOSIZ,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LJTOSZI,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LJTOZIS,X,X,X,O,X,O,O,X,X,X,X,X,O,X,X,X,X
LJTOZSI,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LJITSZO,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X
LJITSOZ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X
LJITZSO,X,X,X,X,X,X,X,X,O,O,X,X,X,X,O,X,X
LJITZOS,X,X,X,X,X,X,X,X,O,O,X,X,X,X,O,X,X
LJITOSZ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
LJITOZS,X,X,X,X,X,O,O,X,O,X,X,X,X,X,O,X,X
LJISTZO,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X
LJISTOZ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X
LJISZTO,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X
LJISZOT,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X
LJISOTZ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O
LJISOZT,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,O
LJIZTSO,X,X,X,X,X,X,X,X,O,O,X,X,X,O,O,X,X
LJIZTOS,X,X,X,X,X,X,X,X,O,O,X,X,X,O,O,X,X
LJIZSTO,X,X,X,X,O,X,X,X,O,O,O,X,X,X,X,X,X
LJIZSOT,X,X,X,X,O,X,X,X,O,O,O,X,X,X,X,X,X
LJIZOTS,X,X,X,X,X,X,O,X,O,O,X,X,O,X,X,X,X
LJIZOST,X,X,X,X,X,X,O,X,O,O,X,X,O,X,X,X,X
LJIOTSZ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
LJIOTZS,X,X,X,X,X,O,O,X,O,X,X,X,X,X,O,X,X
LJIOSTZ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O
LJIOSZT,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,O
LJIOZTS,X,X,X,X,X,X,O,X,O,O,X,X,O,X,X,X,X
LJIOZST,X,X,X,X,X,X,O,X,O,O,X,X,O,X,X,X,X
LJSTIZO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
LJSTIOZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
LJSTZIO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSTZOI,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSTOIZ,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LJSTOZI,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LJSITZO,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X
LJSITOZ,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X
LJSIZTO,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
LJSIZOT,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
LJSIOTZ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJSIOZT,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
LJSZTIO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSZTOI,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSZITO,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJSZIOT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJSZOTI,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LJSZOIT,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LJSOTIZ,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJSOTZI,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJSOITZ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSOIZT,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X
LJSOZTI,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LJSOZIT,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X
LJZTISO,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X
LJZTIOS,X,X,X,X,X,X,X,X,X,O,X,X,O,O,O,X,X
LJZTSIO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZTSOI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZTOIS,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LJZTOSI,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJZITSO,X,X,X,X,X,X,X,X,O,O,X,X,X,O,O,X,X
LJZITOS,X,X,X,X,X,X,X,X,O,O,X,X,X,O,O,X,X
LJZISTO,O,X,X,X,O,X,X,X,O,O,O,X,X,X,X,X,X
LJZISOT,X,X,X,X,O,X,X,X,O,O,O,X,X,X,X,X,X
LJZIOTS,O,X,X,X,X,X,O,X,O,O,X,X,O,X,X,X,X
LJZIOST,O,X,X,X,X,X,O,X,O,O,X,X,O,X,X,X,X
LJZSTIO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZSTOI,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZSITO,O,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X
LJZSIOT,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X
LJZSOTI,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LJZSOIT,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X
LJZOTIS,O,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X
LJZOTSI,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJZOITS,O,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X
LJZOIST,O,X,O,X,O,X,O,X,X,O,X,X,O,X,X,X,X
LJZOSTI,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LJZOSIT,O,X,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X
LJOTISZ,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,O
LJOTIZS,X,X,X,X,X,O,O,X,X,X,X,X,O,X,O,X,X
LJOTSIZ,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJOTSZI,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJOTZIS,O,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X
LJOTZSI,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJOITSZ,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
LJOITZS,X,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X
LJOISTZ,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O
LJOISZT,X,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,O
LJOIZTS,X,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X
LJOIZST,X,X,O,X,O,X,O,X,X,O,X,X,O,X,X,X,X
LJOSTIZ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJOSTZI,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJOSITZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOSIZT,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X
LJOSZTI,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LJOSZIT,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X
LJOZTIS,O,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X
LJOZTSI,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJOZITS,O,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X
LJOZIST,O,X,O,X,O,X,O,X,X,O,X,X,O,X,X,X,X
LJOZSTI,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LJOZSIT,O,X,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X
LSTIJZO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSTIJOZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
LSTIZJO,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSTIZOJ,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O
