sequence,v115@BhB8IeB8GeC8DeA8BeC8BeA8Jex/IvhF6nBTjBOpBl?lBUqBXtB,v115@BhB8IeB8GeC8DeA8BeC8BeA8JeZEJvhF0iB6oBfqBl?lBzsBGqB,v115@BhB8IeB8GeC8DeA8BeC8BeA8Jex/IvhF6nBOpBllBT?oBUqBXtB,v115@BhB8IeB8GeC8DeA8BeC8BeA8JeZEJvhFFgB0iB6oBf?qBuqBzsB,v115@BhB8IeB8GeC8DeA8BeC8BeA8JexCJvhF0kBllBCoBO?pBXtBTqB,v115@BhB8IeB8GeC8DeA8BeC8BeA8JeZEJvhFqkBllBGoBX?oBTqB0sB,v115@BhB8IeB8GeC8DeA8BeC8BeA8JeZEJvhFqkBllBGoB0?nBTqBXtB,v115@BhB8IeB8GeC8DeA8BeC8BeA8JeZEJvhF1lB6nBWqBT?oBUqBXtB,v115@BhB8IeB8GeC8DeA8BeC8BeA8JeZEJvhFukB1lBXjBc?tB6sBTqB,v115@BhB8IeB8GeC8DeA8BeC8BeA8JeZEJvhFukB1lB0iBS?tBTqBXtB,v115@BhB8IeB8GeC8DeA8BeC8BeA8Je0AJvhFxiB3kBTqBC?tBOpBFtB
JZTLOIS,O,X,O,X,X,X,X,X,X,X,X
JZTLOSI,O,X,O,X,X,X,X,X,X,X,X
JZTSILO,O,X,O,O,X,X,X,X,O,X,X
JZTSIOL,O,X,O,O,X,X,X,X,O,X,X
JZTSLIO,O,X,O,O,O,X,X,X,O,X,X
JZTSLOI,O,X,O,O,O,X,X,X,X,X,X
JZTSOIL,O,X,O,O,X,X,X,X,O,X,X
JZTSOLI,O,X,O,O,X,X,X,X,X,X,X
JZTOILS,O,X,O,X,X,X,X,X,X,X,X
JZTOISL,O,X,O,X,X,X,X,X,O,X,X
JZTOLIS,O,X,O,X,X,X,X,X,X,X,X
JZTOLSI,O,X,O,X,X,X,X,X,X,X,X
JZTOSIL,O,X,O,X,X,X,X,X,O,X,X
JZTOSLI,O,X,O,X,X,X,X,X,X,X,X
JZITLSO,O,X,O,O,X,X,X,X,O,X,X
JZITLOS,O,X,O,X,X,X,X,X,X,X,X
JZITSLO,O,X,O,O,X,X,X,X,O,X,X
JZITSOL,O,X,O,O,X,X,X,X,O,X,X
JZITOLS,O,X,O,X,X,X,X,X,X,X,X
JZITOSL,O,X,O,X,X,X,X,X,O,X,X
JZILTSO,O,X,O,O,X,O,O,X,X,X,X
JZILTOS,O,X,O,X,X,X,O,X,X,X,X
JZILSTO,O,X,X,O,X,X,X,X,X,X,X
JZILSOT,O,X,X,O,X,X,X,X,X,X,X
JZILOTS,X,X,O,X,X,X,X,O,X,O,X
JZILOST,O,X,X,O,X,X,X,X,X,X,X
JZISTLO,O,X,X,O,X,X,X,X,O,X,X
JZISTOL,O,X,X,O,X,X,X,X,O,X,X
JZISLTO,O,X,X,O,X,X,X,X,X,X,X
JZISLOT,O,X,X,O,X,X,X,X,X,X,X
JZISOTL,O,X,X,O,X,X,X,X,O,X,X
JZISOLT,O,X,X,O,X,X,X,X,X,X,X
JZIOTLS,X,X,O,O,X,X,X,X,O,O,X
JZIOTSL,X,X,O,O,X,X,X,X,O,O,X
JZIOLTS,X,X,O,O,X,X,X,O,X,O,X
JZIOLST,O,X,X,O,X,X,X,X,X,X,X
JZIOSTL,O,X,X,O,X,X,X,X,O,X,X
JZIOSLT,O,X,X,O,X,X,X,X,X,X,X
JZLTISO,O,X,O,O,X,O,O,X,X,X,X
JZLTIOS,O,X,O,X,X,X,O,X,X,X,X
JZLTSIO,O,X,O,O,X,X,X,X,X,X,X
JZLTSOI,O,X,O,O,X,X,X,X,X,X,X
JZLTOIS,O,X,O,X,X,X,X,X,X,X,X
JZLTOSI,O,X,O,X,X,X,X,X,X,X,X
JZLITSO,O,X,O,O,X,O,O,X,X,X,X
JZLITOS,O,X,O,X,X,X,O,X,X,X,X
JZLISTO,O,X,X,O,X,X,X,X,X,X,X
JZLISOT,O,X,X,O,X,X,X,X,X,X,X
JZLIOTS,X,X,O,X,X,X,X,O,X,O,X
JZLIOST,O,X,X,O,X,X,X,X,X,X,X
JZLSTIO,O,X,O,O,X,X,X,X,X,X,X
JZLSTOI,O,X,O,O,X,X,X,X,X,X,X
JZLSITO,O,X,X,O,X,X,X,X,X,X,X
JZLSIOT,O,X,X,O,X,X,X,X,X,X,X
JZLSOTI,O,X,O,O,X,X,X,X,X,X,X
JZLSOIT,O,X,X,O,X,X,X,X,X,X,X
JZLOTIS,O,X,O,X,X,X,X,X,X,O,X
JZLOTSI,O,X,O,X,X,X,X,X,X,O,X
JZLOITS,X,X,O,X,X,X,X,O,X,O,X
JZLOIST,O,X,X,O,X,X,X,X,X,X,X
JZLOSTI,O,X,O,O,X,X,X,X,X,X,X
JZLOSIT,O,X,X,O,X,X,X,X,X,X,X
JZSTILO,O,X,O,O,X,X,X,X,O,X,X
JZSTIOL,O,X,O,O,X,X,X,X,O,X,X
JZSTLIO,O,X,O,O,O,X,X,X,O,X,X
JZSTLOI,O,X,O,O,O,X,X,X,X,X,X
JZSTOIL,O,X,O,O,X,X,X,X,O,X,X
JZSTOLI,O,X,O,O,X,X,X,X,X,X,X
JZSITLO,O,X,X,O,X,X,X,X,O,X,X
JZSITOL,O,X,X,O,X,X,X,X,O,X,X
JZSILTO,O,X,X,O,X,X,X,X,X,X,X
JZSILOT,O,X,X,O,X,X,X,X,X,X,X
JZSIOTL,O,X,X,O,X,X,X,X,O,X,X
JZSIOLT,O,X,X,O,X,X,X,X,X,X,X
JZSLTIO,O,X,O,O,O,X,X,X,X,X,X
JZSLTOI,O,X,O,O,O,X,X,X,X,X,X
JZSLITO,O,X,X,O,O,X,X,X,X,X,X
JZSLIOT,O,X,X,O,X,X,X,X,X,X,X
JZSLOTI,O,X,O,O,X,X,X,X,X,X,X
JZSLOIT,O,X,X,O,X,X,X,X,X,X,X
JZSOTIL,O,X,O,O,X,X,X,X,O,X,X
JZSOTLI,O,X,O,O,X,X,X,X,O,X,X
JZSOITL,O,X,X,O,X,X,X,X,O,X,X
JZSOILT,O,X,X,O,X,X,X,X,X,X,X
JZSOLTI,O,X,O,O,X,X,X,X,X,X,X
JZSOLIT,O,X,X,O,X,X,X,X,X,X,X
JZOTILS,O,X,O,O,X,X,X,X,O,O,X
JZOTISL,O,X,O,O,X,X,X,X,O,O,X
JZOTLIS,O,X,O,O,X,X,X,X,O,O,X
JZOTLSI,O,X,O,O,X,X,X,X,O,O,X
JZOTSIL,O,X,O,O,X,X,X,X,O,O,X
JZOTSLI,O,X,O,O,X,X,X,X,O,O,X
JZOITLS,X,X,O,O,X,X,X,X,O,O,X
JZOITSL,X,X,O,O,X,X,X,X,O,O,X
JZOILTS,X,X,O,O,X,X,X,O,X,O,X
JZOILST,O,X,X,O,X,X,X,X,X,X,X
JZOISTL,O,X,X,O,X,X,X,X,O,X,X
JZOISLT,O,X,X,O,X,X,X,X,X,X,X
JZOLTIS,O,X,O,O,X,X,X,X,X,O,X
JZOLTSI,O,X,O,O,X,X,X,X,X,O,X
JZOLITS,X,X,O,O,X,X,X,O,X,O,X
JZOLIST,O,X,X,O,X,X,X,X,X,X,X
JZOLSTI,O,X,O,O,X,X,X,X,X,X,X
JZOLSIT,O,X,X,O,X,X,X,X,X,X,X
JZOSTIL,O,X,O,O,X,X,X,X,O,X,X
JZOSTLI,O,X,O,O,X,X,X,X,O,X,X
JZOSITL,O,X,X,O,X,X,X,X,O,X,X
JZOSILT,O,X,X,O,X,X,X,X,X,X,X
JZOSLTI,O,X,O,O,X,X,X,X,X,X,X
JZOSLIT,O,X,X,O,X,X,X,X,X,X,X
JOTILSZ,O,X,X,O,X,X,X,O,X,O,X
JOTILZS,X,X,O,O,X,X,X,O,O,O,X
JOTISLZ,O,X,X,O,X,X,X,O,X,O,X
JOTISZL,O,X,X,O,X,X,X,X,O,O,X
JOTIZLS,X,X,X,O,X,X,X,O,O,O,X
JOTIZSL,X,X,X,O,X,X,X,X,O,O,X
JOTLISZ,O,X,X,O,X,O,X,O,X,O,X
JOTLIZS,X,X,O,O,X,X,O,O,O,O,X
JOTLSIZ,O,X,X,O,X,X,X,O,X,O,X
JOTLSZI,O,X,O,O,X,X,X,X,X,O,X
JOTLZIS,X,X,O,O,X,X,X,O,O,O,X
JOTLZSI,X,X,O,O,X,X,X,X,O,O,X
JOTSILZ,O,X,X,O,X,X,X,O,X,O,X
JOTSIZL,O,X,X,O,X,X,X,X,O,O,X
JOTSLIZ,O,X,X,O,X,X,X,O,X,O,X
JOTSLZI,O,X,O,O,X,X,X,X,X,O,X
JOTSZIL,O,X,X,O,X,X,X,X,O,O,X
JOTSZLI,O,X,X,O,X,X,X,X,O,O,X
JOTZILS,X,X,O,O,X,X,X,O,O,O,X
JOTZISL,X,X,O,O,X,X,X,X,O,O,X
JOTZLIS,X,X,O,O,X,X,X,O,O,O,X
JOTZLSI,X,X,O,O,X,X,X,X,O,O,X
JOTZSIL,X,X,O,O,X,X,X,X,O,O,X
JOTZSLI,X,X,O,O,X,X,X,X,O,O,X
JOITLSZ,X,X,X,O,X,X,X,O,X,O,X
JOITLZS,X,X,O,O,X,X,X,O,O,O,X
JOITSLZ,X,X,X,O,X,X,X,O,X,O,X
JOITSZL,X,X,X,O,X,X,X,X,O,O,X
JOITZLS,X,X,X,O,X,X,X,O,O,O,X
JOITZSL,X,X,X,O,X,X,X,X,O,O,X
JOILTSZ,X,X,X,O,X,O,X,O,X,O,X
JOILTZS,X,X,O,O,X,X,O,O,X,O,X
JOILSTZ,O,O,X,O,X,X,X,O,X,X,X
JOILSZT,O,O,X,O,X,X,X,X,X,X,X
JOILZTS,X,X,O,O,X,X,X,O,X,O,X
JOILZST,X,O,X,O,X,X,X,X,X,X,X
JOISTLZ,O,O,X,O,X,X,X,X,X,X,X
JOISTZL,X,O,X,O,X,X,X,X,X,X,X
JOISLTZ,O,O,X,O,X,X,X,O,X,X,X
JOISLZT,O,O,X,O,X,X,X,X,X,X,X
JOISZTL,X,O,X,O,X,X,X,X,X,X,X
JOISZLT,O,O,X,O,X,X,X,X,X,X,X
JOIZTLS,X,X,O,O,X,X,X,X,O,O,X
JOIZTSL,X,X,O,O,X,X,X,X,O,O,X
JOIZLTS,X,X,O,O,X,X,X,O,X,O,X
JOIZLST,X,O,X,O,X,X,X,X,X,X,X
JOIZSTL,X,O,X,O,X,X,X,X,O,X,X
JOIZSLT,X,O,X,O,X,X,X,X,X,X,X
JOLTISZ,O,X,X,O,X,O,X,O,X,O,X
JOLTIZS,X,X,O,O,X,X,O,O,X,O,X
JOLTSIZ,O,X,X,O,X,X,X,O,X,O,X
JOLTSZI,O,X,O,O,X,X,X,X,X,O,X
JOLTZIS,X,X,O,O,X,X,X,O,X,O,X
JOLTZSI,X,X,O,O,X,X,X,X,X,O,X
JOLITSZ,X,X,X,O,X,O,X,O,X,O,X
JOLITZS,X,X,O,O,X,X,O,O,X,O,X
JOLISTZ,O,O,X,O,X,X,X,O,X,X,O
JOLISZT,O,O,X,O,X,X,X,X,X,X,O
JOLIZTS,X,X,O,O,X,X,X,O,X,O,X
JOLIZST,X,O,X,O,X,X,X,X,X,X,O
JOLSTIZ,O,O,X,O,X,X,X,X,X,X,O
JOLSTZI,O,O,O,O,X,X,X,X,X,X,O
JOLSITZ,O,O,X,O,X,X,X,O,X,X,O
JOLSIZT,O,O,X,O,X,X,X,X,X,X,O
JOLSZTI,O,O,O,O,X,X,X,X,X,X,O
JOLSZIT,O,O,X,O,X,X,X,X,X,X,O
JOLZTIS,O,X,O,O,X,X,X,X,X,O,X
JOLZTSI,O,X,O,O,X,X,X,X,X,O,X
JOLZITS,X,X,O,O,X,X,X,O,X,O,X
JOLZIST,O,O,X,O,X,X,X,X,X,X,O
JOLZSTI,O,O,O,O,X,X,X,X,X,X,O
JOLZSIT,O,O,X,O,X,X,X,X,X,X,O
JOSTILZ,O,O,X,O,X,X,X,X,X,X,X
JOSTIZL,O,O,X,O,X,X,X,X,X,X,X
JOSTLIZ,O,O,X,O,X,X,X,X,X,X,X
JOSTLZI,O,O,O,O,X,X,X,X,X,X,X
JOSTZIL,O,O,X,O,X,X,X,X,X,X,X
JOSTZLI,O,O,X,O,X,X,X,X,X,X,X
JOSITLZ,O,O,X,O,X,X,X,X,X,X,X
JOSITZL,O,O,X,O,X,X,X,X,X,X,X
JOSILTZ,O,O,X,O,X,X,X,O,X,X,X
JOSILZT,O,O,X,O,X,X,X,X,X,X,X
JOSIZTL,O,O,X,O,X,X,X,X,X,X,X
JOSIZLT,O,O,X,O,X,X,X,X,X,X,X
JOSLTIZ,O,O,X,O,X,X,X,X,X,X,O
JOSLTZI,O,O,O,O,X,X,X,X,X,X,O
JOSLITZ,O,O,X,O,X,X,X,O,X,X,O
JOSLIZT,O,O,X,O,X,X,X,X,X,X,O
JOSLZTI,O,O,O,O,X,X,X,X,X,X,O
JOSLZIT,O,O,X,O,X,X,X,X,X,X,O
JOSZTIL,O,O,O,O,X,X,X,X,X,X,X
JOSZTLI,O,O,O,O,X,X,X,X,X,X,X
JOSZITL,O,O,X,O,X,X,X,X,X,X,X
JOSZILT,O,O,X,O,X,X,X,X,X,X,X
JOSZLTI,O,O,O,O,X,X,X,X,X,X,O
JOSZLIT,O,O,X,O,X,X,X,X,X,X,O
JOZTILS,O,X,O,O,X,X,X,X,O,O,X
JOZTISL,O,X,O,O,X,X,X,X,O,O,X
JOZTLIS,O,X,O,O,X,X,X,X,O,O,X
JOZTLSI,O,X,O,O,X,X,X,X,O,O,X
JOZTSIL,O,X,O,O,X,X,X,X,O,O,X
JOZTSLI,O,X,O,O,X,X,X,X,O,O,X
JOZITLS,X,X,O,O,X,X,X,X,O,O,X
JOZITSL,X,X,O,O,X,X,X,X,O,O,X
JOZILTS,X,X,O,O,X,X,X,O,X,O,X
JOZILST,O,O,X,O,X,X,X,X,X,X,X
JOZISTL,O,O,X,O,X,X,X,X,O,X,X
JOZISLT,O,O,X,O,X,X,X,X,X,X,X
JOZLTIS,O,X,O,O,X,X,X,X,X,O,X
JOZLTSI,O,X,O,O,X,X,X,X,X,O,X
JOZLITS,X,X,O,O,X,X,X,O,X,O,X
JOZLIST,O,O,X,O,X,X,X,X,X,X,O
JOZLSTI,O,O,O,O,X,X,X,X,X,X,O
JOZLSIT,O,O,X,O,X,X,X,X,X,X,O
JOZSTIL,O,O,O,O,X,X,X,X,O,X,X
JOZSTLI,O,O,O,O,X,X,X,X,O,X,X
JOZSITL,O,O,X,O,X,X,X,X,O,X,X
JOZSILT,O,O,X,O,X,X,X,X,X,X,X
JOZSLTI,O,O,O,O,X,X,X,X,X,X,O
JOZSLIT,O,O,X,O,X,X,X,X,X,X,O
STILJZO,O,X,X,O,O,X,X,X,X,X,X
STILJOZ,O,X,X,X,X,X,X,O,X,X,X
STILZJO,X,X,X,O,O,X,X,X,X,X,X
STILZOJ,O,X,X,O,O,X,X,X,X,X,X
STILOJZ,O,O,X,O,X,X,X,O,X,X,X
STILOZJ,O,O,X,O,O,X,X,X,X,X,X
STIJLZO,O,X,X,O,X,X,X,X,X,X,X
STIJLOZ,O,X,X,X,X,X,X,O,X,X,X
STIJZLO,O,X,X,O,X,X,X,X,O,X,X
STIJZOL,O,X,X,X,X,X,X,X,O,X,X
STIJOLZ,O,O,X,O,X,X,X,O,X,X,X
STIJOZL,O,O,X,O,X,X,X,X,X,X,X
STIZLJO,X,X,X,O,O,X,X,X,O,X,X
STIZLOJ,O,X,X,O,O,X,X,X,X,X,X
STIZJLO,X,X,X,O,X,X,X,X,O,X,X
STIZJOL,X,X,X,X,X,X,X,X,O,X,X
STIZOLJ,O,O,X,O,X,X,X,X,X,X,X
STIZOJL,X,O,X,O,X,X,X,X,O,X,X
STIOLJZ,O,O,X,O,X,X,X,O,X,X,X
STIOLZJ,O,O,X,O,X,X,X,X,X,X,X
STIOJLZ,O,O,X,O,X,X,X,O,X,X,X
STIOJZL,O,O,X,O,X,X,X,X,X,X,X
STIOZLJ,O,O,X,O,X,X,X,X,X,X,X
STIOZJL,X,O,X,O,X,X,X,X,X,X,X
STLIJZO,O,X,X,O,O,O,O,X,X,X,X
STLIJOZ,O,X,X,X,X,O,X,O,X,X,X
STLIZJO,X,X,X,O,O,X,X,X,X,X,X
STLIZOJ,O,X,X,O,O,X,X,X,X,X,X
STLIOJZ,O,O,X,O,X,X,X,O,X,X,X
STLIOZJ,O,O,X,O,O,X,X,X,X,X,X
STLJIZO,O,X,X,O,O,O,O,X,X,X,X
STLJIOZ,O,X,X,X,X,O,X,O,X,X,X
STLJZIO,O,X,X,O,O,X,X,X,X,X,X
STLJZOI,O,X,X,X,O,X,X,X,X,X,X
STLJOIZ,O,X,X,X,X,X,X,O,X,X,X
STLJOZI,O,X,O,X,X,X,X,X,X,X,X
STLZIJO,O,X,X,O,O,X,X,X,X,X,X
STLZIOJ,O,X,X,O,O,X,X,X,X,X,X
STLZJIO,O,X,X,O,O,X,X,X,X,X,X
STLZJOI,O,X,X,X,O,X,X,X,X,X,X
STLZOIJ,O,X,X,O,O,X,X,X,X,X,X
STLZOJI,O,X,X,X,O,X,X,X,X,X,X
STLOIJZ,O,O,X,O,X,X,X,O,X,X,X
STLOIZJ,O,O,X,O,O,X,X,X,X,X,X
STLOJIZ,O,O,X,O,X,X,X,O,X,X,X
STLOJZI,O,O,O,O,X,X,X,X,X,X,X
STLOZIJ,O,O,X,O,O,X,X,X,X,X,X
STLOZJI,O,O,X,O,O,X,X,X,X,X,X
STJILZO,O,X,X,O,X,X,X,X,X,X,X
STJILOZ,O,X,X,X,X,X,X,O,X,X,X
STJIZLO,O,X,X,O,X,X,X,X,O,X,X
STJIZOL,O,X,X,X,X,X,X,X,O,X,X
STJIOLZ,O,O,X,O,X,X,X,O,X,X,X
STJIOZL,O,O,X,O,X,X,X,X,X,X,X
STJLIZO,O,X,X,O,O,O,O,X,X,X,X
STJLIOZ,O,X,X,X,X,O,X,O,X,X,X
STJLZIO,O,X,X,O,O,X,X,X,X,X,X
STJLZOI,O,X,X,X,O,X,X,X,X,X,X
STJLOIZ,O,X,X,X,X,X,X,O,X,X,X
STJLOZI,O,X,O,X,X,X,X,X,X,X,X
STJZILO,O,X,X,O,X,X,X,X,O,X,X
STJZIOL,O,X,X,X,X,X,X,X,O,X,X
STJZLIO,O,X,X,O,O,X,X,X,O,X,X
STJZLOI,O,X,X,X,O,X,X,X,X,X,X
STJZOIL,O,X,X,X,X,X,X,X,O,X,X
STJZOLI,O,X,X,X,X,X,X,X,X,X,X
STJOILZ,O,O,X,O,X,X,X,O,X,X,X
STJOIZL,O,O,X,O,X,X,X,X,X,X,X
STJOLIZ,O,O,X,O,X,X,X,O,X,X,X
STJOLZI,O,O,O,O,X,X,X,X,X,X,X
STJOZIL,O,O,X,O,X,X,X,X,X,X,X
STJOZLI,O,O,X,O,X,X,X,X,X,X,X
STZILJO,O,X,X,O,O,X,X,X,O,X,X
STZILOJ,O,X,X,O,O,X,X,X,X,X,X
STZIJLO,O,X,X,O,X,X,X,X,O,X,X
STZIJOL,O,X,X,X,X,X,X,X,O,X,X
STZIOLJ,O,O,X,O,X,X,X,X,X,X,X
STZIOJL,O,O,X,O,X,X,X,X,O,X,X
STZLIJO,O,X,X,O,O,X,X,X,O,X,X
STZLIOJ,O,X,X,O,O,X,X,X,X,X,X
STZLJIO,O,X,X,O,O,X,X,X,O,X,X
STZLJOI,O,X,X,X,O,X,X,X,X,X,X
STZLOIJ,O,X,X,O,O,X,X,X,X,X,X
STZLOJI,O,X,X,X,O,X,X,X,X,X,X
STZJILO,O,X,X,O,X,X,X,X,O,X,X
STZJIOL,O,X,X,X,X,X,X,X,O,X,X
STZJLIO,O,X,X,O,O,X,X,X,O,X,X
STZJLOI,O,X,X,X,O,X,X,X,X,X,X
STZJOIL,O,X,X,X,X,X,X,X,O,X,X
STZJOLI,O,X,X,X,X,X,X,X,X,X,X
STZOILJ,O,O,X,O,X,X,X,X,X,X,X
STZOIJL,O,O,X,O,X,X,X,X,O,X,X
STZOLIJ,O,O,X,O,O,X,X,X,X,X,X
STZOLJI,O,O,X,O,O,X,X,X,X,X,X
STZOJIL,O,O,X,O,X,X,X,X,O,X,X
STZOJLI,O,O,X,O,X,X,X,X,X,X,X
STOILJZ,O,O,X,O,X,X,X,O,X,X,X
STOILZJ,O,O,X,O,X,X,X,X,X,X,X
STOIJLZ,O,O,X,O,X,X,X,O,X,X,X
STOIJZL,O,O,X,O,X,X,X,X,X,X,X
STOIZLJ,O,O,X,O,X,X,X,X,X,X,X
STOIZJL,X,O,X,O,X,X,X,X,X,X,X
STOLIJZ,O,O,X,O,X,X,X,O,X,X,X
STOLIZJ,O,O,X,O,O,X,X,X,X,X,X
STOLJIZ,O,O,X,O,X,X,X,O,X,X,X
STOLJZI,O,O,O,O,X,X,X,X,X,X,X
STOLZIJ,O,O,X,O,O,X,X,X,X,X,X
STOLZJI,O,O,X,O,O,X,X,X,X,X,X
STOJILZ,O,O,X,O,X,X,X,O,X,X,X
STOJIZL,O,O,X,O,X,X,X,X,X,X,X
STOJLIZ,O,O,X,O,X,X,X,O,X,X,X
STOJLZI,O,O,O,O,X,X,X,X,X,X,X
STOJZIL,O,O,X,O,X,X,X,X,X,X,X
STOJZLI,O,O,X,O,X,X,X,X,X,X,X
STOZILJ,O,O,X,O,X,X,X,X,X,X,X
STOZIJL,O,O,X,O,X,X,X,X,X,X,X
STOZLIJ,O,O,X,O,O,X,X,X,X,X,X
STOZLJI,O,O,X,O,O,X,X,X,X,X,X
STOZJIL,O,O,X,O,X,X,X,X,X,X,X
STOZJLI,O,O,X,O,X,X,X,X,X,X,X
SITLJZO,O,X,X,O,O,X,X,X,X,X,X
SITLJOZ,O,X,X,X,X,X,X,O,X,X,X
SITLZJO,X,X,X,O,O,X,X,X,X,X,X
SITLZOJ,O,X,X,O,O,X,X,X,X,X,X
SITLOJZ,O,O,X,O,X,X,X,O,X,X,X
SITLOZJ,O,O,X,O,O,X,X,X,X,X,X
SITJLZO,O,X,X,O,X,X,X,X,X,X,X
SITJLOZ,O,X,X,X,X,X,X,O,X,X,X
SITJZLO,O,X,X,O,X,X,X,X,O,X,X
SITJZOL,O,X,X,X,X,X,X,X,O,X,X
SITJOLZ,O,O,X,O,X,X,X,O,X,X,X
SITJOZL,O,O,X,O,X,X,X,X,X,X,X
SITZLJO,X,X,X,O,O,X,X,X,O,X,X
SITZLOJ,O,X,X,O,O,X,X,X,X,X,X
SITZJLO,X,X,X,O,X,X,X,X,O,X,X
SITZJOL,X,X,X,X,X,X,X,X,O,X,X
SITZOLJ,O,O,X,O,X,X,X,X,X,X,X
SITZOJL,X,O,X,O,X,X,X,X,O,X,X
SITOLJZ,O,O,X,O,X,X,X,O,X,X,X
SITOLZJ,O,O,X,O,X,X,X,X,X,X,X
SITOJLZ,O,O,X,O,X,X,X,O,X,X,X
SITOJZL,O,O,X,O,X,X,X,X,X,X,X
SITOZLJ,O,O,X,O,X,X,X,X,X,X,X
SITOZJL,X,O,X,O,X,X,X,X,X,X,X
SILTJZO,O,X,X,O,O,O,O,X,X,X,X
SILTJOZ,O,X,X,X,X,O,X,O,X,X,X
SILTZJO,X,X,X,O,O,X,X,X,X,X,X
SILTZOJ,O,X,X,O,O,X,X,X,X,X,X
SILTOJZ,O,O,X,O,X,X,X,O,X,X,X
SILTOZJ,O,O,X,O,O,X,X,X,X,X,X
SILJTZO,O,X,X,O,O,O,O,X,X,X,X
SILJTOZ,O,X,X,O,X,O,X,X,X,X,X
SILJZTO,O,X,X,O,O,X,X,X,X,X,X
SILJZOT,O,X,X,O,X,X,X,X,X,X,X
SILJOTZ,O,X,X,O,X,X,X,O,X,X,X
SILJOZT,O,X,X,O,X,X,X,X,X,X,X
SILZTJO,O,X,X,O,O,X,X,X,X,X,X
SILZTOJ,O,X,X,O,O,X,X,X,X,X,X
SILZJTO,O,X,X,O,O,X,X,X,X,X,X
SILZJOT,O,X,X,O,X,X,X,X,X,X,X
SILZOTJ,O,X,X,O,O,X,X,X,X,O,X
SILZOJT,O,X,X,X,X,X,X,X,X,X,X
SILOTJZ,O,O,X,O,X,X,X,O,X,O,X
SILOTZJ,O,O,X,O,O,X,X,X,X,O,X
SILOJTZ,O,O,X,O,X,X,X,O,X,X,X
SILOJZT,O,O,X,O,X,X,X,X,X,X,X
SILOZTJ,O,O,X,O,O,X,X,X,X,O,X
SILOZJT,O,O,X,O,X,X,X,X,X,X,X
SIJTLZO,O,X,X,O,X,X,X,X,X,X,X
SIJTLOZ,O,X,X,O,X,X,X,X,X,X,X
SIJTZLO,O,X,X,O,X,X,X,X,X,X,X
SIJTZOL,O,X,X,O,X,X,X,X,X,X,X
SIJTOLZ,O,O,X,O,X,X,X,X,X,X,X
SIJTOZL,O,O,X,O,X,X,X,X,X,X,X
SIJLTZO,O,X,X,O,X,O,O,X,X,X,X
SIJLTOZ,O,X,X,O,X,O,X,X,X,X,X
SIJLZTO,O,X,X,O,X,X,X,X,X,X,X
SIJLZOT,O,X,X,O,X,X,X,X,X,X,X
SIJLOTZ,O,X,X,O,X,X,X,O,X,X,X
SIJLOZT,O,X,X,O,X,X,X,X,X,X,X
SIJZTLO,O,X,X,O,X,X,X,X,X,X,X
SIJZTOL,O,X,X,O,X,X,X,X,X,X,X
SIJZLTO,O,X,X,O,X,X,X,X,X,X,X
SIJZLOT,O,X,X,O,X,X,X,X,X,X,X
SIJZOTL,O,X,X,O,X,X,X,X,X,X,X
SIJZOLT,O,X,X,O,X,X,X,X,X,X,X
SIJOTLZ,O,O,X,O,X,X,X,X,X,X,X
SIJOTZL,O,O,X,O,X,X,X,X,X,X,X
SIJOLTZ,O,O,X,O,X,X,X,O,X,X,X
SIJOLZT,O,O,X,O,X,X,X,X,X,X,X
SIJOZTL,O,O,X,O,X,X,X,X,X,X,X
SIJOZLT,O,O,X,O,X,X,X,X,X,X,X
SIZTLJO,O,X,X,O,O,X,X,X,O,X,X
SIZTLOJ,O,X,X,O,O,X,X,X,X,X,X
SIZTJLO,O,X,X,O,X,X,X,X,O,X,X
SIZTJOL,O,X,X,X,X,X,X,X,O,X,X
SIZTOLJ,O,O,X,O,X,X,X,X,O,X,X
SIZTOJL,O,O,X,O,X,X,X,X,O,X,X
SIZLTJO,O,X,X,O,O,X,X,X,O,X,X
SIZLTOJ,O,X,X,O,O,X,X,X,X,X,X
SIZLJTO,O,X,X,O,O,X,X,X,X,X,X
SIZLJOT,O,X,X,O,X,X,X,X,X,X,X
SIZLOTJ,O,X,X,O,O,X,X,X,O,O,X
SIZLOJT,O,X,X,X,X,X,X,X,X,X,X
SIZJTLO,O,X,X,O,X,X,X,X,O,X,X
SIZJTOL,O,X,X,O,X,X,X,X,O,X,X
SIZJLTO,O,X,X,O,X,X,X,X,X,X,X
SIZJLOT,O,X,X,O,X,X,X,X,X,X,X
SIZJOTL,O,X,X,O,X,X,X,X,O,X,X
SIZJOLT,O,X,X,O,X,X,X,X,X,X,X
SIZOTLJ,O,O,X,O,X,X,X,X,O,O,X
SIZOTJL,O,O,X,O,X,X,X,X,O,O,X
SIZOLTJ,O,O,X,O,X,X,X,X,O,O,X
SIZOLJT,O,O,X,O,X,X,X,X,X,X,X
SIZOJTL,O,O,X,O,X,X,X,X,O,X,X
SIZOJLT,O,O,X,O,X,X,X,X,X,X,X
SIOTLJZ,O,O,X,O,X,X,X,O,X,O,X
SIOTLZJ,O,O,X,O,X,X,X,X,X,O,X
SIOTJLZ,O,O,X,O,X,X,X,O,X,O,X
SIOTJZL,O,O,X,O,X,X,X,X,O,O,X
SIOTZLJ,O,O,X,O,X,X,X,X,O,O,X
SIOTZJL,X,O,X,O,X,X,X,X,O,O,X
