sequence,v115@RhB8EeA8BeE8AeD8Jex/IvhF8lBzhBfoB6oBmkBlrB,v115@RhB8EeA8BeE8AeD8Je2EJvhFRgBzhBSoB3lBUoBlrB,v115@RhB8EeA8BeE8AeD8Jei/IvhFzhBGjBRlBUoB3lBlrB,v115@RhB8EeA8BeE8AeD8Jei/IvhFRhBziB+oBFlBXmB8rB,v115@RhB8EeA8BeE8AeD8Je2EJvhFRgB3hBCjB1qB8rBTtB,v115@RhB8EeA8BeE8AeD8Jex/IvhFlhBfoB6oBmkBzlB8rB,v115@RhB8EeA8BeE8AeD8Jei/IvhFxiBUlBFmBXnBToBGrB,v115@RhB8EeA8BeE8AeD8Je2EJvhFChBxiB/rBFsBTtBUqB,v115@RhB8EeA8BeE8AeD8Jei/IvhFWmBUlBxnB/rBFsBTtB
JSLOTIZ,O,O,X,O,X,O,X,O,X
JSLOTZI,O,O,X,O,X,O,X,O,X
JSLOITZ,X,O,X,X,X,O,X,O,X
JSLOIZT,O,X,X,X,X,O,O,X,X
JSLOZTI,O,X,X,O,X,O,O,O,X
JSLOZIT,O,X,X,O,X,O,O,X,X
JSZTILO,O,O,X,O,X,O,X,X,X
JSZTIOL,O,O,X,O,X,O,X,X,X
JSZTLIO,O,O,X,O,X,O,X,X,X
JSZTLOI,O,O,X,O,X,O,O,O,X
JSZTOIL,O,O,X,O,X,O,O,O,X
JSZTOLI,O,O,X,O,X,O,O,O,X
JSZITLO,O,O,X,O,X,O,X,X,X
JSZITOL,O,O,X,O,X,O,X,X,X
JSZILTO,O,O,X,O,X,O,X,X,X
JSZILOT,O,X,X,O,X,O,X,X,X
JSZIOTL,O,X,X,O,X,O,X,X,X
JSZIOLT,O,X,X,O,X,O,X,X,X
JSZLTIO,O,O,X,O,X,O,X,X,X
JSZLTOI,O,O,X,O,X,O,O,O,X
JSZLITO,O,O,X,O,X,O,X,X,X
JSZLIOT,O,X,X,O,X,O,X,X,X
JSZLOTI,O,X,X,O,X,O,O,O,X
JSZLOIT,O,X,X,O,X,O,O,X,X
JSZOTIL,O,X,X,O,X,O,O,O,X
JSZOTLI,O,X,X,O,X,O,O,O,X
JSZOITL,O,X,X,O,X,O,O,X,X
JSZOILT,O,X,X,O,X,O,O,X,X
JSZOLTI,O,X,X,O,X,O,O,O,X
JSZOLIT,O,X,X,O,X,O,O,X,X
JSOTILZ,O,O,X,O,O,O,X,O,X
JSOTIZL,O,O,X,X,O,O,O,O,X
JSOTLIZ,O,O,X,O,O,O,X,O,X
JSOTLZI,O,O,X,O,O,O,X,O,X
JSOTZIL,O,O,X,O,O,O,O,O,X
JSOTZLI,O,O,X,O,O,O,O,O,X
JSOITLZ,X,O,X,X,O,O,X,O,X
JSOITZL,X,O,X,X,O,O,O,O,X
JSOILTZ,X,O,X,X,O,O,X,O,X
JSOILZT,O,X,X,X,X,O,O,X,X
JSOIZTL,O,X,X,X,X,O,O,X,X
JSOIZLT,O,X,X,X,X,O,O,X,X
JSOLTIZ,O,O,X,O,O,O,X,O,X
JSOLTZI,O,O,X,O,O,O,X,O,X
JSOLITZ,X,O,X,X,O,O,X,O,X
JSOLIZT,O,X,X,X,X,O,O,X,X
JSOLZTI,O,X,X,O,X,O,O,O,X
JSOLZIT,O,X,X,O,X,O,O,X,X
JSOZTIL,O,X,X,O,X,O,O,O,X
JSOZTLI,O,X,X,O,X,O,O,O,X
JSOZITL,O,X,X,O,X,O,O,X,X
JSOZILT,O,X,X,O,X,O,O,X,X
JSOZLTI,O,X,X,O,X,O,O,O,X
JSOZLIT,O,X,X,O,X,O,O,X,X
JZTILSO,O,X,O,O,O,O,X,X,O
JZTILOS,O,X,O,O,O,X,X,X,O
JZTISLO,O,X,O,O,O,O,X,X,X
JZTISOL,O,X,O,O,O,O,X,X,X
JZTIOLS,O,X,O,O,O,X,X,X,X
JZTIOSL,O,X,O,O,O,O,X,X,X
JZTLISO,O,X,O,O,O,O,X,X,O
JZTLIOS,O,X,O,O,O,X,X,X,O
JZTLSIO,O,O,O,O,O,O,X,X,X
JZTLSOI,O,O,O,O,O,O,O,X,X
JZTLOIS,O,X,O,O,O,X,X,X,X
JZTLOSI,O,O,O,O,O,X,O,X,X
JZTSILO,O,O,O,O,O,O,X,X,X
JZTSIOL,O,O,O,O,O,O,X,X,X
JZTSLIO,O,O,O,O,O,O,X,X,X
JZTSLOI,O,O,O,O,O,O,O,X,X
JZTSOIL,O,O,O,O,O,O,O,X,X
JZTSOLI,O,O,O,O,O,O,O,X,X
JZTOILS,O,X,O,O,O,O,X,X,X
JZTOISL,O,X,O,O,O,O,X,O,X
JZTOLIS,O,X,O,O,O,O,X,X,X
JZTOLSI,O,O,O,O,O,O,O,X,X
JZTOSIL,O,O,O,O,O,O,O,X,X
JZTOSLI,O,O,O,O,O,O,O,X,X
JZITLSO,O,X,O,O,O,O,X,X,O
JZITLOS,O,X,O,O,O,X,X,X,O
JZITSLO,O,X,O,O,O,O,X,X,X
JZITSOL,O,X,O,O,O,O,X,X,X
JZITOLS,O,X,O,O,O,X,X,X,X
JZITOSL,O,X,O,O,O,O,X,X,X
JZILTSO,O,X,O,O,O,O,X,X,O
JZILTOS,O,X,O,O,O,X,X,X,O
JZILSTO,O,O,O,O,X,O,X,X,O
JZILSOT,O,X,X,O,X,O,X,X,O
JZILOTS,X,X,O,O,X,X,X,X,O
JZILOST,X,X,X,O,X,X,X,X,O
JZISTLO,O,O,O,O,X,O,X,X,X
JZISTOL,O,O,O,O,X,O,X,X,X
JZISLTO,O,O,O,O,X,O,X,X,O
JZISLOT,O,X,X,O,X,O,X,X,O
JZISOTL,O,X,X,O,X,O,X,X,X
JZISOLT,O,X,X,O,X,O,X,X,X
JZIOTLS,O,X,O,O,O,O,X,X,X
JZIOTSL,O,X,O,O,O,O,X,X,X
JZIOLTS,X,X,O,O,O,O,X,X,O
JZIOLST,X,X,X,O,X,O,X,X,O
JZIOSTL,O,X,X,O,X,O,X,X,X
JZIOSLT,O,X,X,O,X,O,X,X,X
JZLTISO,O,X,O,O,O,O,X,X,O
JZLTIOS,O,X,O,O,O,X,X,X,O
JZLTSIO,O,O,O,O,O,O,X,X,X
JZLTSOI,O,O,O,O,O,O,O,X,X
JZLTOIS,O,X,O,O,O,X,X,X,X
JZLTOSI,O,O,O,O,O,X,O,X,X
JZLITSO,O,X,O,O,O,O,X,X,O
JZLITOS,O,X,O,O,O,X,X,X,O
JZLISTO,O,O,O,O,X,O,X,X,O
JZLISOT,O,X,X,O,X,O,X,X,O
JZLIOTS,X,X,O,O,X,X,X,X,O
JZLIOST,X,X,X,O,X,X,X,X,O
JZLSTIO,O,O,O,O,X,O,X,X,X
JZLSTOI,O,O,O,O,X,O,O,X,X
JZLSITO,O,O,O,O,X,O,X,X,O
JZLSIOT,O,X,X,O,X,O,X,X,O
JZLSOTI,O,X,X,O,X,O,O,X,X
JZLSOIT,O,X,X,O,X,O,O,X,X
JZLOTIS,X,X,O,O,X,O,X,X,X
JZLOTSI,X,X,O,O,X,O,O,X,X
JZLOITS,X,X,O,O,X,O,X,X,O
JZLOIST,X,X,X,O,X,O,O,X,O
JZLOSTI,X,X,X,O,X,O,O,X,X
JZLOSIT,X,X,X,O,X,O,O,X,X
JZSTILO,O,O,O,O,X,O,X,X,X
JZSTIOL,O,O,O,O,X,O,X,X,X
JZSTLIO,O,O,O,O,X,O,X,X,X
JZSTLOI,O,O,O,O,X,O,O,O,X
JZSTOIL,O,O,O,O,X,O,O,O,X
JZSTOLI,O,O,O,O,X,O,O,O,X
JZSITLO,O,O,O,O,X,O,X,X,X
JZSITOL,O,O,O,O,X,O,X,X,X
JZSILTO,O,O,O,O,X,O,X,X,O
JZSILOT,O,X,X,O,X,O,X,X,O
JZSIOTL,O,X,X,O,X,O,X,X,X
JZSIOLT,O,X,X,O,X,O,X,X,X
JZSLTIO,O,O,O,O,X,O,X,X,X
JZSLTOI,O,O,O,O,X,O,O,O,X
JZSLITO,O,O,O,O,X,O,X,X,O
JZSLIOT,O,X,X,O,X,O,X,X,O
JZSLOTI,O,X,X,O,X,O,O,O,X
JZSLOIT,O,X,X,O,X,O,O,X,X
JZSOTIL,O,X,X,O,X,O,O,O,X
JZSOTLI,O,X,X,O,X,O,O,O,X
JZSOITL,O,X,X,O,X,O,O,X,X
JZSOILT,O,X,X,O,X,O,O,X,X
JZSOLTI,O,X,X,O,X,O,O,O,X
JZSOLIT,O,X,X,O,X,O,O,X,X
JZOTILS,O,X,O,O,O,O,X,X,X
JZOTISL,O,X,O,O,O,O,X,O,X
JZOTLIS,O,X,O,O,O,O,X,X,X
JZOTLSI,O,X,O,O,O,O,O,X,X
JZOTSIL,O,X,O,O,O,O,O,X,X
JZOTSLI,O,X,O,O,O,O,O,X,X
JZOITLS,O,X,O,O,O,O,X,X,X
JZOITSL,O,X,O,O,O,O,X,O,X
JZOILTS,X,X,O,O,O,O,X,X,O
JZOILST,X,X,X,O,X,O,O,X,O
JZOISTL,O,X,X,O,X,O,O,X,X
JZOISLT,O,X,X,O,X,O,O,X,X
JZOLTIS,X,X,O,O,O,O,X,X,X
JZOLTSI,X,X,O,O,O,O,O,X,X
JZOLITS,X,X,O,O,O,O,X,X,O
JZOLIST,X,X,X,O,X,O,O,X,O
JZOLSTI,X,X,X,O,X,O,O,X,X
JZOLSIT,X,X,X,O,X,O,O,X,X
JZOSTIL,O,X,X,O,X,O,O,O,X
JZOSTLI,O,X,X,O,X,O,O,O,X
JZOSITL,O,X,X,O,X,O,O,X,X
JZOSILT,O,X,X,O,X,O,O,X,X
JZOSLTI,O,X,X,O,X,O,O,O,X
JZOSLIT,O,X,X,O,X,O,O,X,X
JOTILSZ,X,O,X,O,O,X,X,O,X
JOTILZS,X,X,X,O,O,X,X,X,X
JOTISLZ,O,O,X,O,O,O,X,O,X
JOTISZL,O,O,X,X,O,O,X,O,X
JOTIZLS,O,X,X,O,O,O,X,X,X
JOTIZSL,O,X,X,O,O,O,X,O,X
JOTLISZ,X,O,X,O,O,X,X,O,X
JOTLIZS,X,X,X,O,O,X,X,X,X
JOTLSIZ,O,O,X,O,O,X,X,X,X
JOTLSZI,O,O,X,O,O,X,X,X,X
JOTLZIS,O,X,X,O,O,X,X,X,X
JOTLZSI,O,O,X,O,O,X,X,X,X
JOTSILZ,O,O,X,O,O,O,X,O,X
JOTSIZL,O,O,X,X,O,O,O,O,X
JOTSLIZ,O,O,X,O,O,O,X,O,X
JOTSLZI,O,O,X,O,O,O,X,O,X
JOTSZIL,O,O,X,O,O,O,O,O,X
JOTSZLI,O,O,X,O,O,O,O,O,X
JOTZILS,O,X,X,O,O,O,X,X,X
JOTZISL,O,X,X,O,O,O,X,O,X
JOTZLIS,O,X,X,O,O,O,X,X,X
JOTZLSI,O,O,X,O,O,O,O,X,X
JOTZSIL,O,O,X,O,O,O,O,X,X
JOTZSLI,O,O,X,O,O,O,O,X,X
JOITLSZ,X,X,X,O,O,X,X,O,X
JOITLZS,X,X,X,O,O,X,X,X,X
JOITSLZ,X,X,X,O,O,O,X,O,X
JOITSZL,X,X,X,X,O,O,X,O,X
JOITZLS,X,X,X,O,O,O,X,X,X
JOITZSL,X,X,X,O,O,O,X,O,X
JOILTSZ,X,X,X,O,O,X,X,O,X
JOILTZS,X,X,X,O,O,X,X,X,X
JOILSTZ,X,O,X,X,O,O,X,X,X
JOILSZT,X,X,X,X,X,O,O,X,X
JOILZTS,X,X,X,O,O,O,X,X,X
JOILZST,X,X,X,O,X,O,O,X,X
JOISTLZ,X,O,X,X,O,O,X,O,X
JOISTZL,X,O,X,X,O,O,O,O,X
JOISLTZ,X,O,X,X,O,O,X,O,X
JOISLZT,O,X,X,X,X,O,O,X,X
JOISZTL,O,X,X,X,X,O,O,X,X
JOISZLT,O,X,X,X,X,O,O,X,X
JOIZTLS,O,X,X,O,O,O,X,X,X
JOIZTSL,O,X,X,O,O,O,X,O,X
JOIZLTS,X,X,X,O,O,O,X,X,X
JOIZLST,X,X,X,O,X,O,O,X,X
JOIZSTL,O,X,X,O,X,O,O,X,X
JOIZSLT,O,X,X,O,X,O,O,X,X
JOLTISZ,X,O,X,O,O,X,X,O,X
JOLTIZS,X,X,X,O,O,X,X,X,X
JOLTSIZ,X,O,X,O,O,X,X,X,X
JOLTSZI,X,O,X,O,O,X,X,X,X
JOLTZIS,X,X,X,O,O,X,X,X,X
JOLTZSI,X,O,X,O,O,X,X,X,X
JOLITSZ,X,X,X,O,O,X,X,O,X
JOLITZS,X,X,X,O,O,X,X,X,X
JOLISTZ,X,O,X,X,O,O,X,X,X
JOLISZT,X,X,X,X,X,O,O,X,X
JOLIZTS,X,X,X,O,O,O,X,X,X
JOLIZST,X,X,X,O,X,O,O,X,X
JOLSTIZ,X,O,X,O,O,O,X,O,X
JOLSTZI,X,O,X,O,O,O,X,O,X
JOLSITZ,X,O,X,X,O,O,X,O,X
JOLSIZT,X,X,X,X,X,O,O,X,X
JOLSZTI,X,X,X,O,X,O,O,O,X
JOLSZIT,X,X,X,O,X,O,O,X,X
JOLZTIS,X,X,X,O,O,O,X,X,X
JOLZTSI,X,X,X,O,O,O,O,X,X
JOLZITS,X,X,X,O,O,O,X,X,X
JOLZIST,X,X,X,O,X,O,O,X,X
JOLZSTI,X,X,X,O,X,O,O,X,X
JOLZSIT,X,X,X,O,X,O,O,X,X
JOSTILZ,O,O,X,O,O,O,X,O,X
JOSTIZL,O,O,X,X,O,O,O,O,X
JOSTLIZ,O,O,X,O,O,O,X,O,X
JOSTLZI,O,O,X,O,O,O,X,O,X
JOSTZIL,O,O,X,O,O,O,O,O,X
JOSTZLI,O,O,X,O,O,O,O,O,X
JOSITLZ,X,O,X,X,O,O,X,O,X
JOSITZL,X,O,X,X,O,O,O,O,X
JOSILTZ,X,O,X,X,O,O,X,O,X
JOSILZT,O,X,X,X,X,O,O,X,X
JOSIZTL,O,X,X,X,X,O,O,X,X
JOSIZLT,O,X,X,X,X,O,O,X,X
JOSLTIZ,O,O,X,O,O,O,X,O,X
JOSLTZI,O,O,X,O,O,O,X,O,X
JOSLITZ,X,O,X,X,O,O,X,O,X
JOSLIZT,O,X,X,X,X,O,O,X,X
JOSLZTI,O,X,X,O,X,O,O,O,X
JOSLZIT,O,X,X,O,X,O,O,X,X
JOSZTIL,O,X,X,O,X,O,O,O,X
JOSZTLI,O,X,X,O,X,O,O,O,X
JOSZITL,O,X,X,O,X,O,O,X,X
JOSZILT,O,X,X,O,X,O,O,X,X
JOSZLTI,O,X,X,O,X,O,O,O,X
JOSZLIT,O,X,X,O,X,O,O,X,X
JOZTILS,O,X,X,O,O,O,X,X,X
JOZTISL,O,X,X,O,O,O,X,O,X
JOZTLIS,O,X,X,O,O,O,X,X,X
JOZTLSI,O,X,X,O,O,O,O,X,X
JOZTSIL,O,X,X,O,O,O,O,X,X
JOZTSLI,O,X,X,O,O,O,O,X,X
JOZITLS,O,X,X,O,O,O,X,X,X
JOZITSL,O,X,X,O,O,O,X,O,X
JOZILTS,X,X,X,O,O,O,X,X,X
JOZILST,X,X,X,O,X,O,O,X,X
JOZISTL,O,X,X,O,X,O,O,X,X
JOZISLT,O,X,X,O,X,O,O,X,X
JOZLTIS,X,X,X,O,O,O,X,X,X
JOZLTSI,X,X,X,O,O,O,O,X,X
JOZLITS,X,X,X,O,O,O,X,X,X
JOZLIST,X,X,X,O,X,O,O,X,X
JOZLSTI,X,X,X,O,X,O,O,X,X
JOZLSIT,X,X,X,O,X,O,O,X,X
JOZSTIL,O,X,X,O,X,O,O,O,X
JOZSTLI,O,X,X,O,X,O,O,O,X
JOZSITL,O,X,X,O,X,O,O,X,X
JOZSILT,O,X,X,O,X,O,O,X,X
JOZSLTI,O,X,X,O,X,O,O,O,X
JOZSLIT,O,X,X,O,X,O,O,X,X
STILJZO,O,O,X,X,O,X,X,X,X
STILJOZ,O,O,X,O,X,X,X,O,X
STILZJO,O,O,O,X,O,X,X,X,X
STILZOJ,O,O,O,X,O,X,X,X,X
STILOJZ,O,O,X,X,X,X,X,O,X
STILOZJ,O,O,O,X,X,X,X,O,X
STIJLZO,O,O,X,X,O,X,X,X,X
STIJLOZ,O,O,X,O,X,X,X,O,X
STIJZLO,O,O,X,X,O,X,X,X,X
STIJZOL,O,O,X,X,O,X,X,X,X
STIJOLZ,O,O,X,O,O,X,X,O,X
STIJOZL,O,O,X,X,O,X,X,O,X
STIZLJO,O,O,O,X,O,X,X,X,X
STIZLOJ,O,O,O,X,O,X,O,X,X
STIZJLO,O,O,O,X,O,X,X,X,X
STIZJOL,O,O,O,X,O,X,X,X,X
STIZOLJ,O,O,O,X,O,X,O,X,X
STIZOJL,O,O,O,X,O,X,O,X,X
STIOLJZ,O,O,X,X,O,X,X,O,X
STIOLZJ,O,O,O,X,O,X,O,O,X
STIOJLZ,O,O,X,X,O,X,X,O,X
STIOJZL,O,O,X,X,O,X,O,O,X
STIOZLJ,O,O,O,X,O,X,O,O,X
STIOZJL,O,O,O,X,O,X,O,O,X
STLIJZO,O,O,X,X,O,X,X,X,X
STLIJOZ,O,O,X,O,X,X,X,O,X
STLIZJO,O,O,O,X,O,X,X,X,X
STLIZOJ,O,O,O,X,O,X,X,X,X
STLIOJZ,O,O,X,X,X,X,X,O,X
STLIOZJ,O,O,O,X,X,X,X,O,X
STLJIZO,O,O,X,X,O,O,X,X,X
STLJIOZ,O,O,X,O,X,O,X,O,X
STLJZIO,O,O,X,O,O,O,X,X,X
STLJZOI,O,O,X,O,O,O,X,O,X
STLJOIZ,O,O,X,O,X,O,X,O,X
STLJOZI,O,O,X,O,X,O,X,O,X
STLZIJO,O,O,O,O,O,O,X,X,X
STLZIOJ,O,O,O,O,O,O,O,X,X
STLZJIO,O,O,O,O,O,O,X,X,X
STLZJOI,O,O,O,O,O,O,O,O,X
STLZOIJ,O,O,O,O,O,O,O,O,X
STLZOJI,O,O,O,O,O,O,O,O,X
STLOIJZ,O,O,X,X,X,X,X,O,X
STLOIZJ,O,O,O,X,X,O,O,O,X
STLOJIZ,O,O,X,X,X,O,X,O,X
STLOJZI,O,O,X,X,X,O,X,O,X
STLOZIJ,O,O,O,X,X,O,O,O,X
STLOZJI,O,O,O,X,X,O,O,O,X
STJILZO,O,O,X,X,O,O,X,X,X
STJILOZ,O,O,X,O,X,O,X,O,X
STJIZLO,O,O,X,X,O,O,X,X,X
STJIZOL,O,O,X,X,O,O,X,X,X
STJIOLZ,O,O,X,O,O,O,X,O,X
STJIOZL,O,O,X,X,O,O,X,O,X
STJLIZO,O,O,X,X,O,O,X,X,X
STJLIOZ,O,O,X,O,X,O,X,O,X
STJLZIO,O,O,X,O,O,O,X,X,X
STJLZOI,O,O,X,O,O,O,X,O,X
STJLOIZ,O,O,X,O,X,O,X,O,X
STJLOZI,O,O,X,O,X,O,X,O,X
STJZILO,O,O,X,O,O,O,X,X,X
STJZIOL,O,O,X,O,O,O,X,X,X
STJZLIO,O,O,X,O,O,O,X,X,X
STJZLOI,O,O,X,O,O,O,O,O,X
STJZOIL,O,O,X,O,O,O,O,O,X
STJZOLI,O,O,X,O,O,O,O,O,X
STJOILZ,O,O,X,O,O,O,X,O,X
STJOIZL,O,O,X,X,O,O,O,O,X
STJOLIZ,O,O,X,O,O,O,X,O,X
STJOLZI,O,O,X,O,O,O,X,O,X
STJOZIL,O,O,X,O,O,O,O,O,X
STJOZLI,O,O,X,O,O,O,O,O,X
STZILJO,O,O,O,O,O,O,X,X,X
STZILOJ,O,O,O,O,O,O,O,X,X
STZIJLO,O,O,O,O,O,O,X,X,X
STZIJOL,O,O,O,O,O,O,X,X,X
STZIOLJ,O,O,O,O,O,O,O,X,X
STZIOJL,O,O,O,O,O,O,O,X,X
STZLIJO,O,O,O,O,O,O,X,X,X
STZLIOJ,O,O,O,O,O,O,O,X,X
STZLJIO,O,O,O,O,O,O,X,X,X
STZLJOI,O,O,O,O,O,O,O,O,X
STZLOIJ,O,O,O,O,O,O,O,O,X
STZLOJI,O,O,O,O,O,O,O,O,X
STZJILO,O,O,O,O,O,O,X,X,X
STZJIOL,O,O,O,O,O,O,X,X,X
STZJLIO,O,O,O,O,O,O,X,X,X
STZJLOI,O,O,O,O,O,O,O,O,X
STZJOIL,O,O,O,O,O,O,O,O,X
STZJOLI,O,O,O,O,O,O,O,O,X
STZOILJ,O,O,O,O,O,O,O,O,X
STZOIJL,O,O,O,O,O,O,O,O,X
STZOLIJ,O,O,O,O,O,O,O,O,X
STZOLJI,O,O,O,O,O,O,O,O,X
STZOJIL,O,O,O,O,O,O,O,O,X
STZOJLI,O,O,O,O,O,O,O,O,X
STOILJZ,O,O,X,X,O,X,X,O,X
STOILZJ,O,O,O,X,O,O,O,O,X
STOIJLZ,O,O,X,X,O,X,X,O,X
STOIJZL,O,O,X,X,O,X,O,O,X
STOIZLJ,O,O,O,X,O,O,O,O,X
STOIZJL,O,O,O,X,O,O,O,O,X
STOLIJZ,O,O,X,X,O,X,X,O,X
STOLIZJ,O,O,O,X,O,O,O,O,X
STOLJIZ,O,O,X,X,O,O,X,O,X
STOLJZI,O,O,X,X,O,O,X,O,X
STOLZIJ,O,O,O,X,O,O,O,O,X
STOLZJI,O,O,O,X,O,O,O,O,X
STOJILZ,O,O,X,X,O,O,X,O,X
STOJIZL,O,O,X,X,O,O,O,O,X
STOJLIZ,O,O,X,X,O,O,X,O,X
STOJLZI,O,O,X,X,O,O,X,O,X
STOJZIL,O,O,X,X,O,O,O,O,X
STOJZLI,O,O,X,X,O,O,O,O,X
STOZILJ,O,O,O,X,O,O,O,O,X
STOZIJL,O,O,O,X,O,O,O,O,X
STOZLIJ,O,O,O,X,O,O,O,O,X
STOZLJI,O,O,O,X,O,O,O,O,X
STOZJIL,O,O,O,X,O,O,O,O,X
STOZJLI,O,O,O,X,O,O,O,O,X
SITLJZO,O,O,X,X,X,X,X,X,X
SITLJOZ,O,O,X,X,X,X,X,O,X
SITLZJO,O,O,O,X,X,X,X,X,X
SITLZOJ,O,O,O,X,X,X,X,X,X
SITLOJZ,O,O,X,X,X,X,X,O,X
SITLOZJ,O,O,O,X,X,X,X,O,X
SITJLZO,O,O,X,X,X,X,X,X,X
SITJLOZ,O,O,X,X,X,X,X,O,X
SITJZLO,O,O,X,X,X,X,X,X,X
SITJZOL,O,O,X,X,X,X,X,X,X
SITJOLZ,O,O,X,X,X,X,X,O,X
SITJOZL,O,O,X,X,X,X,X,O,X
SITZLJO,O,O,O,X,X,X,X,X,X
SITZLOJ,O,O,O,X,X,X,O,X,X
SITZJLO,O,O,O,X,X,X,X,X,X
SITZJOL,O,O,O,X,X,X,X,X,X
SITZOLJ,O,O,O,X,X,X,O,X,X
SITZOJL,O,O,O,X,X,X,O,X,X
SITOLJZ,O,O,X,X,X,X,X,O,X
SITOLZJ,O,O,O,X,X,X,O,O,X
SITOJLZ,O,O,X,X,X,X,X,O,X
SITOJZL,O,O,X,X,X,X,O,O,X
SITOZLJ,O,O,O,X,X,X,O,O,X
SITOZJL,O,O,O,X,X,X,O,O,X
SILTJZO,O,O,X,X,X,X,X,X,X
SILTJOZ,O,O,X,X,X,X,X,O,X
SILTZJO,O,O,O,X,X,X,X,X,X
SILTZOJ,O,O,O,X,X,X,X,X,X
SILTOJZ,O,O,X,X,X,X,X,O,X
SILTOZJ,O,O,O,X,X,X,X,O,X
SILJTZO,O,O,X,X,X,O,X,X,X
SILJTOZ,O,O,X,X,X,O,X,O,X
SILJZTO,O,O,X,X,X,O,X,X,X
SILJZOT,O,X,X,X,X,O,X,X,X
SILJOTZ,X,O,X,X,X,O,X,O,X
SILJOZT,O,X,X,X,X,O,X,X,X
SILZTJO,O,O,O,X,X,O,X,X,X
SILZTOJ,O,O,O,X,X,O,O,X,X
SILZJTO,O,O,O,X,X,O,X,X,O
SILZJOT,O,X,X,X,X,O,X,X,O
SILZOTJ,O,X,X,X,X,O,O,X,X
SILZOJT,X,X,X,X,X,O,O,X,X
SILOTJZ,X,O,X,X,X,X,X,O,X
SILOTZJ,X,O,X,X,X,O,O,O,X
SILOJTZ,X,O,X,X,X,O,X,O,X
SILOJZT,X,X,X,X,X,O,O,X,X
SILOZTJ,X,X,X,X,X,O,O,X,X
SILOZJT,X,X,X,X,X,O,O,X,X
SIJTLZO,O,O,X,X,X,O,X,X,X
SIJTLOZ,O,O,X,X,X,O,X,O,X
SIJTZLO,O,O,X,X,X,O,X,X,X
SIJTZOL,O,O,X,X,X,O,X,X,X
SIJTOLZ,O,O,X,X,X,O,X,O,X
SIJTOZL,O,O,X,X,X,O,X,O,X
SIJLTZO,O,O,X,X,X,O,X,X,X
SIJLTOZ,O,O,X,X,X,O,X,O,X
SIJLZTO,O,O,X,X,X,O,X,X,X
SIJLZOT,O,X,X,X,X,O,X,X,X
SIJLOTZ,X,O,X,X,X,O,X,O,X
SIJLOZT,O,X,X,X,X,O,X,X,X
SIJZTLO,O,O,X,X,X,O,X,X,X
SIJZTOL,O,O,X,X,X,O,X,X,X
SIJZLTO,O,O,X,X,X,O,X,X,X
SIJZLOT,O,X,X,X,X,O,X,X,X
SIJZOTL,O,X,X,X,X,O,X,X,X
SIJZOLT,O,X,X,X,X,O,X,X,X
SIJOTLZ,X,O,X,X,X,O,X,O,X
SIJOTZL,X,O,X,X,X,O,X,O,X
SIJOLTZ,X,O,X,X,X,O,X,O,X
SIJOLZT,O,X,X,X,X,O,X,X,X
SIJOZTL,O,X,X,X,X,O,X,X,X
SIJOZLT,O,X,X,X,X,O,X,X,X
SIZTLJO,O,O,O,X,X,O,X,X,X
SIZTLOJ,O,O,O,X,X,O,O,X,X
SIZTJLO,O,O,O,X,X,O,X,X,X
SIZTJOL,O,O,O,X,X,O,X,X,X
SIZTOLJ,O,O,O,X,X,O,O,X,X
SIZTOJL,O,O,O,X,X,O,O,X,X
SIZLTJO,O,O,O,X,X,O,X,X,X
SIZLTOJ,O,O,O,X,X,O,O,X,X
SIZLJTO,O,O,O,X,X,O,X,X,O
SIZLJOT,O,X,X,X,X,O,X,X,O
SIZLOTJ,O,X,X,X,X,O,O,X,X
SIZLOJT,X,X,X,X,X,O,O,X,X
SIZJTLO,O,O,O,X,X,O,X,X,X
SIZJTOL,O,O,O,X,X,O,X,X,X
SIZJLTO,O,O,O,X,X,O,X,X,O
SIZJLOT,O,X,X,X,X,O,X,X,O
SIZJOTL,O,X,X,X,X,O,X,X,X
SIZJOLT,O,X,X,X,X,O,X,X,X
SIZOTLJ,O,X,X,X,X,O,O,X,X
SIZOTJL,O,X,X,X,X,O,O,X,X
SIZOLTJ,O,X,X,X,X,O,O,X,X
SIZOLJT,X,X,X,X,X,O,O,X,X
SIZOJTL,X,X,X,X,X,O,O,X,X
SIZOJLT,X,X,X,X,X,O,O,X,X
SIOTLJZ,X,O,X,X,X,X,X,O,X
SIOTLZJ,X,O,X,X,X,O,O,O,X
SIOTJLZ,X,O,X,X,X,X,X,O,X
SIOTJZL,X,O,X,X,X,X,O,O,X
SIOTZLJ,X,O,X,X,X,O,O,O,X
SIOTZJL,X,O,X,X,X,O,O,O,X
SIOLTJZ,X,O,X,X,X,X,X,O,X
SIOLTZJ,X,O,X,X,X,O,O,O,X
SIOLJTZ,X,O,X,X,X,O,X,O,X
SIOLJZT,X,X,X,X,X,O,O,X,X
SIOLZTJ,X,X,X,X,X,O,O,X,X
SIOLZJT,X,X,X,X,X,O,O,X,X
SIOJTLZ,X,O,X,X,X,O,X,O,X
SIOJTZL,X,O,X,X,X,O,O,O,X
SIOJLTZ,X,O,X,X,X,O,X,O,X
SIOJLZT,X,X,X,X,X,O,O,X,X
SIOJZTL,X,X,X,X,X,O,O,X,X
SIOJZLT,X,X,X,X,X,O,O,X,X
SIOZTLJ,X,X,X,X,X,O,O,X,X
