sequence,v115@GhA8IeA8CeB8CeB8AeC8CeC8JeZEJvhFCgBmiBXlBl?mBcsBTrB,v115@GhA8IeA8CeB8CeB8AeC8CeC8JeZEJvhFukBclBihBz?iBFsB3rB,v115@GhA8IeA8CeB8CeB8AeC8CeC8JeZEJvhFukB8mBziBi?lBXsBFrB,v115@GhA8IeA8CeB8CeB8AeC8CeC8JeZEJvhFGgB/mBFiB8?nBzkBywB,v115@GhA8IeA8CeB8CeB8AeC8CeC8JeZEJvhFukBXiB8nBi?lBzrBFrB,v115@GhA8IeA8CeB8CeB8AeC8CeC8JeZEJvhFCgBThBOnB8?nBXlB1wB,v115@GhA8IeA8CeB8CeB8AeC8CeC8Jex/IvhFziBOpBXlBV?sB0rBirB
SIZTOLJ,O,O,O,O,X,O,X
SIZTOJL,O,O,X,O,X,O,X
SIZLTJO,O,O,O,O,X,O,X
SIZLTOJ,O,O,O,O,X,O,X
SIZLJTO,O,O,O,O,X,O,X
SIZLJOT,O,O,O,O,O,X,X
SIZLOTJ,O,X,O,O,O,O,X
SIZLOJT,O,O,O,O,O,X,X
SIZJTLO,O,O,X,O,X,O,X
SIZJTOL,O,O,X,O,X,O,X
SIZJLTO,O,O,O,O,X,O,X
SIZJLOT,O,O,O,O,O,X,X
SIZJOTL,O,O,X,O,X,X,X
SIZJOLT,O,O,O,O,O,X,X
SIZOTLJ,O,O,O,O,O,O,X
SIZOTJL,O,O,X,O,X,O,X
SIZOLTJ,O,X,O,O,O,O,X
SIZOLJT,O,O,O,O,O,X,X
SIZOJTL,O,O,X,O,X,X,X
SIZOJLT,O,O,O,O,O,X,X
SIOTLJZ,X,X,O,X,X,X,X
SIOTLZJ,X,O,O,X,X,X,X
SIOTJLZ,X,X,O,X,X,X,O
SIOTJZL,X,X,X,O,X,X,O
SIOTZLJ,X,O,O,O,X,X,X
SIOTZJL,X,O,X,O,X,X,X
SIOLTJZ,X,X,O,X,X,X,X
SIOLTZJ,X,X,O,X,X,X,X
SIOLJTZ,X,X,O,X,X,X,X
SIOLJZT,O,X,O,O,O,X,X
SIOLZTJ,O,X,O,O,O,O,X
SIOLZJT,O,O,O,O,O,X,X
SIOJTLZ,X,X,O,X,X,X,O
SIOJTZL,X,X,X,O,X,X,O
SIOJLTZ,X,X,O,X,X,X,O
SIOJLZT,O,X,O,O,O,X,X
SIOJZTL,O,X,X,O,X,X,O
SIOJZLT,O,X,O,O,O,X,X
SIOZTLJ,O,O,O,O,O,O,X
SIOZTJL,O,O,X,O,X,O,X
SIOZLTJ,O,X,O,O,O,O,X
SIOZLJT,O,O,O,O,O,X,X
SIOZJTL,O,O,X,O,X,X,X
SIOZJLT,O,O,O,O,O,X,X
SLTIJZO,O,X,O,X,X,X,X
SLTIJOZ,X,X,O,X,X,X,X
SLTIZJO,O,O,O,X,X,O,X
SLTIZOJ,O,O,O,X,X,O,X
SLTIOJZ,X,X,O,X,X,X,X
SLTIOZJ,X,O,O,X,X,X,X
SLTJIZO,O,X,O,X,X,X,O
SLTJIOZ,X,X,O,X,X,X,O
SLTJZIO,O,X,O,X,X,X,O
SLTJZOI,O,X,O,X,X,X,O
SLTJOIZ,X,X,O,X,X,X,O
SLTJOZI,X,X,O,X,X,X,O
SLTZIJO,O,O,O,X,X,O,X
SLTZIOJ,O,O,O,X,X,O,X
SLTZJIO,O,O,O,X,X,O,X
SLTZJOI,O,O,O,X,X,O,X
SLTZOIJ,O,O,O,X,X,O,X
SLTZOJI,O,O,O,X,X,O,X
SLTOIJZ,X,X,O,X,X,X,X
SLTOIZJ,X,O,O,X,X,X,X
SLTOJIZ,X,X,O,X,X,X,O
SLTOJZI,X,X,O,X,X,X,O
SLTOZIJ,X,O,O,X,X,X,X
SLTOZJI,X,O,O,X,X,X,X
SLITJZO,O,X,O,X,X,X,X
SLITJOZ,X,X,O,X,X,X,X
SLITZJO,O,O,O,X,X,O,X
SLITZOJ,O,O,O,X,X,O,X
SLITOJZ,X,X,O,X,X,X,X
SLITOZJ,X,O,O,X,X,X,X
SLIJTZO,O,X,O,X,X,X,X
SLIJTOZ,X,X,O,X,X,X,X
SLIJZTO,O,X,O,O,X,O,X
SLIJZOT,O,X,O,X,O,X,X
SLIJOTZ,X,X,O,X,X,X,X
SLIJOZT,O,X,O,X,O,X,X
SLIZTJO,O,O,O,O,X,O,X
SLIZTOJ,O,O,O,O,X,O,X
SLIZJTO,O,O,O,O,X,O,X
SLIZJOT,O,O,O,X,O,X,X
SLIZOTJ,O,X,O,O,O,O,X
SLIZOJT,O,O,O,O,O,X,X
SLIOTJZ,X,X,O,X,X,X,X
SLIOTZJ,X,X,O,X,X,X,X
SLIOJTZ,X,X,O,X,X,X,X
SLIOJZT,O,X,O,O,O,X,X
SLIOZTJ,O,X,O,O,O,O,X
SLIOZJT,O,O,O,O,O,X,X
SLJTIZO,O,X,O,X,X,X,O
SLJTIOZ,X,X,O,X,X,X,O
SLJTZIO,O,X,O,X,X,X,O
SLJTZOI,O,X,O,X,X,X,O
SLJTOIZ,X,X,O,X,X,X,O
SLJTOZI,X,X,O,X,X,X,O
SLJITZO,O,X,O,X,X,X,O
SLJITOZ,X,X,O,X,X,X,O
SLJIZTO,O,X,O,O,X,O,X
SLJIZOT,O,X,O,X,O,X,X
SLJIOTZ,X,X,O,X,X,X,O
SLJIOZT,O,X,O,X,O,X,X
SLJZTIO,O,X,O,O,X,O,X
SLJZTOI,O,X,O,X,X,O,X
SLJZITO,O,X,O,O,X,O,X
SLJZIOT,O,X,O,X,O,X,X
SLJZOTI,O,X,O,X,O,X,X
SLJZOIT,O,X,O,X,O,X,X
SLJOTIZ,X,X,O,X,X,X,O
SLJOTZI,X,X,O,X,X,X,O
SLJOITZ,X,X,O,X,X,X,O
SLJOIZT,O,X,O,X,O,X,X
SLJOZTI,O,X,O,X,O,X,X
SLJOZIT,O,X,O,X,O,X,X
SLZTIJO,O,O,O,O,X,O,X
SLZTIOJ,O,O,O,O,X,O,X
SLZTJIO,O,O,O,O,X,O,X
SLZTJOI,O,O,O,X,X,O,X
SLZTOIJ,O,O,O,O,X,O,X
SLZTOJI,O,O,O,O,X,O,X
SLZITJO,O,O,O,O,X,O,X
SLZITOJ,O,O,O,O,X,O,X
SLZIJTO,O,O,O,O,X,O,X
SLZIJOT,O,O,O,X,O,X,X
SLZIOTJ,O,X,O,O,O,O,X
SLZIOJT,O,O,O,O,O,X,X
SLZJTIO,O,O,O,O,X,O,X
SLZJTOI,O,O,O,X,X,O,X
SLZJITO,O,O,O,O,X,O,X
SLZJIOT,O,O,O,X,O,X,X
SLZJOTI,O,X,O,X,O,X,X
SLZJOIT,O,O,O,X,O,X,X
SLZOTIJ,O,X,O,O,O,O,X
SLZOTJI,O,X,O,O,O,O,X
SLZOITJ,O,X,O,O,O,O,X
SLZOIJT,O,O,O,O,O,X,X
SLZOJTI,O,X,O,O,O,X,X
SLZOJIT,O,O,O,O,O,X,X
SLOTIJZ,X,X,O,X,X,X,X
SLOTIZJ,X,X,O,X,X,X,X
SLOTJIZ,X,X,O,X,X,X,O
SLOTJZI,X,X,O,X,X,X,O
SLOTZIJ,X,X,O,X,X,X,X
SLOTZJI,X,X,O,X,X,X,X
SLOITJZ,X,X,O,X,X,X,X
SLOITZJ,X,X,O,X,X,X,X
SLOIJTZ,X,X,O,X,X,X,X
SLOIJZT,O,X,O,O,O,X,X
SLOIZTJ,O,X,O,O,O,O,X
SLOIZJT,O,O,O,O,O,X,X
SLOJTIZ,X,X,O,X,X,X,O
SLOJTZI,X,X,O,X,X,X,O
SLOJITZ,X,X,O,X,X,X,O
SLOJIZT,O,X,O,O,O,X,X
SLOJZTI,O,X,O,O,O,X,X
SLOJZIT,O,X,O,O,O,X,X
SLOZTIJ,O,X,O,O,O,O,X
SLOZTJI,O,X,O,O,O,O,X
SLOZITJ,O,X,O,O,O,O,X
SLOZIJT,O,O,O,O,O,X,X
SLOZJTI,O,X,O,O,O,X,X
SLOZJIT,O,O,O,O,O,X,X
SJTILZO,O,X,O,X,X,X,O
SJTILOZ,X,X,O,X,X,X,O
SJTIZLO,O,X,X,O,X,X,O
SJTIZOL,O,X,X,O,X,X,O
SJTIOLZ,X,X,O,X,X,X,O
SJTIOZL,X,X,X,X,X,X,O
SJTLIZO,O,X,O,X,X,X,O
SJTLIOZ,X,X,O,X,X,X,O
SJTLZIO,O,X,O,X,X,X,O
SJTLZOI,O,X,O,X,X,X,O
SJTLOIZ,X,X,O,X,X,X,O
SJTLOZI,X,X,O,X,X,X,O
SJTZILO,O,X,X,O,X,X,O
SJTZIOL,O,X,X,O,X,X,O
SJTZLIO,O,X,X,O,X,X,O
SJTZLOI,O,X,X,X,X,X,O
SJTZOIL,O,X,X,O,X,X,O
SJTZOLI,O,X,X,X,X,X,O
SJTOILZ,X,X,O,X,X,X,O
SJTOIZL,X,X,X,X,X,X,O
SJTOLIZ,X,X,O,X,X,X,O
SJTOLZI,X,X,O,X,X,X,O
SJTOZIL,X,X,X,X,X,X,O
SJTOZLI,X,X,X,X,X,X,O
SJITLZO,O,X,O,X,X,X,O
SJITLOZ,X,X,O,X,X,X,O
SJITZLO,O,X,X,O,X,X,O
SJITZOL,O,X,X,O,X,X,O
SJITOLZ,X,X,O,X,X,X,O
SJITOZL,X,X,X,X,X,X,O
SJILTZO,O,X,O,X,X,X,O
SJILTOZ,X,X,O,X,X,X,O
SJILZTO,O,X,O,O,X,O,X
SJILZOT,O,X,O,X,O,X,X
SJILOTZ,X,X,O,X,X,X,O
SJILOZT,O,X,O,X,O,X,X
SJIZTLO,O,X,X,O,X,O,O
SJIZTOL,O,X,X,O,X,O,O
SJIZLTO,O,X,O,O,X,O,X
SJIZLOT,O,X,O,O,O,X,X
SJIZOTL,O,X,X,O,X,X,O
SJIZOLT,O,X,O,O,O,X,X
SJIOTLZ,X,X,O,X,X,X,O
SJIOTZL,X,X,X,O,X,X,O
SJIOLTZ,X,X,O,X,X,X,O
SJIOLZT,O,X,O,O,O,X,X
SJIOZTL,O,X,X,O,X,X,O
SJIOZLT,O,X,O,O,O,X,X
SJLTIZO,O,X,O,X,X,X,O
SJLTIOZ,X,X,O,X,X,X,O
SJLTZIO,O,X,O,X,X,X,O
SJLTZOI,O,X,O,X,X,X,O
SJLTOIZ,X,X,O,X,X,X,O
SJLTOZI,X,X,O,X,X,X,O
SJLITZO,O,X,O,X,X,X,O
SJLITOZ,X,X,O,X,X,X,O
SJLIZTO,O,X,O,O,X,O,X
SJLIZOT,O,X,O,X,O,X,X
SJLIOTZ,X,X,O,X,X,X,O
SJLIOZT,O,X,O,X,O,X,X
SJLZTIO,O,X,O,O,X,O,X
SJLZTOI,O,X,O,X,X,O,X
SJLZITO,O,X,O,O,X,O,X
SJLZIOT,O,X,O,X,O,X,X
SJLZOTI,O,X,O,X,O,X,X
SJLZOIT,O,X,O,X,O,X,X
SJLOTIZ,X,X,O,X,X,X,O
SJLOTZI,X,X,O,X,X,X,O
SJLOITZ,X,X,O,X,X,X,O
SJLOIZT,O,X,O,X,O,X,X
SJLOZTI,O,X,O,X,O,X,X
SJLOZIT,O,X,O,X,O,X,X
SJZTILO,O,X,X,O,X,O,O
SJZTIOL,O,X,X,O,X,O,O
SJZTLIO,O,X,X,O,X,O,O
SJZTLOI,O,X,X,X,X,O,O
SJZTOIL,O,X,X,O,X,O,O
SJZTOLI,O,X,X,O,X,O,O
SJZITLO,O,X,X,O,X,O,O
SJZITOL,O,X,X,O,X,O,O
SJZILTO,O,X,O,O,X,O,X
SJZILOT,O,X,O,O,O,X,X
SJZIOTL,O,X,X,O,X,X,O
SJZIOLT,O,X,O,O,O,X,X
SJZLTIO,O,X,O,O,X,O,X
SJZLTOI,O,X,O,O,X,O,X
SJZLITO,O,X,O,O,X,O,X
SJZLIOT,O,X,O,O,O,X,X
SJZLOTI,O,X,O,O,O,X,X
SJZLOIT,O,X,O,O,O,X,X
SJZOTIL,O,X,X,O,X,X,O
SJZOTLI,O,X,X,O,X,X,O
SJZOITL,O,X,X,O,X,X,O
SJZOILT,O,X,O,O,O,X,X
SJZOLTI,O,X,O,O,O,X,X
SJZOLIT,O,X,O,O,O,X,X
SJOTILZ,X,X,O,X,X,X,O
SJOTIZL,X,X,X,O,X,X,O
SJOTLIZ,X,X,O,X,X,X,O
SJOTLZI,X,X,O,X,X,X,O
SJOTZIL,X,X,X,O,X,X,O
SJOTZLI,X,X,X,O,X,X,O
SJOITLZ,X,X,O,X,X,X,O
SJOITZL,X,X,X,O,X,X,O
SJOILTZ,X,X,O,X,X,X,O
SJOILZT,O,X,O,O,O,X,X
SJOIZTL,O,X,X,O,X,X,O
SJOIZLT,O,X,O,O,O,X,X
SJOLTIZ,X,X,O,X,X,X,O
SJOLTZI,X,X,O,X,X,X,O
SJOLITZ,X,X,O,X,X,X,O
SJOLIZT,O,X,O,O,O,X,X
SJOLZTI,O,X,O,O,O,X,X
SJOLZIT,O,X,O,O,O,X,X
SJOZTIL,O,X,X,O,X,X,O
SJOZTLI,O,X,X,O,X,X,O
SJOZITL,O,X,X,O,X,X,O
SJOZILT,O,X,O,O,O,X,X
SJOZLTI,O,X,O,O,O,X,X
SJOZLIT,O,X,O,O,O,X,X
SZTILJO,O,O,O,O,X,O,X
SZTILOJ,O,O,O,O,X,O,X
SZTIJLO,O,O,X,O,X,O,X
SZTIJOL,O,O,X,O,X,O,X
SZTIOLJ,O,O,O,O,X,O,X
SZTIOJL,O,O,X,O,X,O,X
SZTLIJO,O,O,O,O,X,O,X
SZTLIOJ,O,O,O,O,X,O,X
SZTLJIO,O,O,O,O,X,O,X
SZTLJOI,O,O,O,X,X,O,X
SZTLOIJ,O,O,O,O,X,O,X
SZTLOJI,O,O,O,O,X,O,X
SZTJILO,O,O,X,O,X,O,O
SZTJIOL,O,O,X,O,X,O,O
SZTJLIO,O,O,X,O,X,O,O
SZTJLOI,O,O,X,X,X,O,O
SZTJOIL,O,O,X,O,X,O,O
SZTJOLI,O,O,X,O,X,O,O
SZTOILJ,O,O,O,O,X,O,X
SZTOIJL,O,O,X,O,X,O,X
SZTOLIJ,O,O,O,O,X,O,X
SZTOLJI,O,O,O,O,X,O,X
SZTOJIL,O,O,X,O,X,O,O
SZTOJLI,O,O,X,O,X,O,O
SZITLJO,O,O,O,O,X,O,X
SZITLOJ,O,O,O,O,X,O,X
SZITJLO,O,O,X,O,X,O,X
SZITJOL,O,O,X,O,X,O,X
SZITOLJ,O,O,O,O,X,O,X
SZITOJL,O,O,X,O,X,O,X
SZILTJO,O,O,O,O,X,O,X
SZILTOJ,O,O,O,O,X,O,X
SZILJTO,O,O,O,O,X,O,X
SZILJOT,O,O,O,O,O,X,X
SZILOTJ,O,X,O,O,O,O,X
SZILOJT,O,O,O,O,O,X,X
SZIJTLO,O,O,X,O,X,O,X
SZIJTOL,O,O,X,O,X,O,X
SZIJLTO,O,O,O,O,X,O,X
SZIJLOT,O,O,O,O,O,X,X
SZIJOTL,O,O,X,O,X,X,X
SZIJOLT,O,O,O,O,O,X,X
SZIOTLJ,O,O,O,O,O,O,X
SZIOTJL,O,O,X,O,X,O,X
SZIOLTJ,O,X,O,O,O,O,X
SZIOLJT,O,O,O,O,O,X,X
SZIOJTL,O,O,X,O,X,X,X
SZIOJLT,O,O,O,O,O,X,X
SZLTIJO,O,O,O,O,X,O,X
SZLTIOJ,O,O,O,O,X,O,X
SZLTJIO,O,O,O,O,X,O,X
SZLTJOI,O,O,O,O,X,O,X
SZLTOIJ,O,O,O,O,X,O,X
SZLTOJI,O,O,O,O,X,O,X
SZLITJO,O,O,O,O,X,O,X
SZLITOJ,O,O,O,O,X,O,X
SZLIJTO,O,O,O,O,X,O,X
SZLIJOT,O,O,O,O,O,X,X
SZLIOTJ,O,X,O,O,O,O,X
SZLIOJT,O,O,O,O,O,X,X
SZLJTIO,O,O,O,O,X,O,X
SZLJTOI,O,O,O,O,X,O,X
SZLJITO,O,O,O,O,X,O,X
SZLJIOT,O,O,O,O,O,X,X
SZLJOTI,O,X,O,O,O,X,X
SZLJOIT,O,O,O,O,O,X,X
SZLOTIJ,O,X,O,O,O,O,X
SZLOTJI,O,X,O,O,O,O,X
SZLOITJ,O,X,O,O,O,O,X
SZLOIJT,O,O,O,O,O,X,X
SZLOJTI,O,X,O,O,O,X,X
SZLOJIT,O,O,O,O,O,X,X
SZJTILO,O,O,X,O,X,O,O
SZJTIOL,O,O,X,O,X,O,O
SZJTLIO,O,O,X,O,X,O,O
SZJTLOI,O,O,X,X,X,O,O
SZJTOIL,O,O,X,O,X,O,O
SZJTOLI,O,O,X,O,X,O,O
SZJITLO,O,O,X,O,X,O,O
SZJITOL,O,O,X,O,X,O,O
SZJILTO,O,O,O,O,X,O,X
SZJILOT,O,O,O,O,O,X,X
SZJIOTL,O,O,X,O,X,X,O
SZJIOLT,O,O,O,O,O,X,X
SZJLTIO,O,O,O,O,X,O,X
SZJLTOI,O,O,O,O,X,O,X
SZJLITO,O,O,O,O,X,O,X
SZJLIOT,O,O,O,O,O,X,X
SZJLOTI,O,X,O,O,O,X,X
SZJLOIT,O,O,O,O,O,X,X
SZJOTIL,O,O,X,O,X,X,O
SZJOTLI,O,O,X,O,X,X,O
SZJOITL,O,O,X,O,X,X,O
SZJOILT,O,O,O,O,O,X,X
SZJOLTI,O,X,O,O,O,X,X
SZJOLIT,O,O,O,O,O,X,X
SZOTILJ,O,O,O,O,O,O,X
SZOTIJL,O,O,X,O,X,O,X
SZOTLIJ,O,O,O,O,O,O,X
SZOTLJI,O,O,O,O,O,O,X
SZOTJIL,O,O,X,O,X,O,O
SZOTJLI,O,O,X,O,X,O,O
SZOITLJ,O,O,O,O,O,O,X
SZOITJL,O,O,X,O,X,O,X
SZOILTJ,O,X,O,O,O,O,X
SZOILJT,O,O,O,O,O,X,X
SZOIJTL,O,O,X,O,X,X,X
SZOIJLT,O,O,O,O,O,X,X
SZOLTIJ,O,X,O,O,O,O,X
SZOLTJI,O,X,O,O,O,O,X
SZOLITJ,O,X,O,O,O,O,X
SZOLIJT,O,O,O,O,O,X,X
SZOLJTI,O,X,O,O,O,X,X
SZOLJIT,O,O,O,O,O,X,X
SZOJTIL,O,O,X,O,X,X,O
SZOJTLI,O,O,X,O,X,X,O
SZOJITL,O,O,X,O,X,X,O
SZOJILT,O,O,O,O,O,X,X
SZOJLTI,O,X,O,O,O,X,X
SZOJLIT,O,O,O,O,O,X,X
SOTILJZ,X,X,O,X,X,X,X
SOTILZJ,X,O,O,X,X,X,X
SOTIJLZ,X,X,O,X,X,X,O
SOTIJZL,X,X,X,O,X,X,O
SOTIZLJ,X,O,O,O,X,X,X
SOTIZJL,X,O,X,O,X,X,X
SOTLIJZ,X,X,O,X,X,X,X
SOTLIZJ,X,O,O,X,X,X,X
SOTLJIZ,X,X,O,X,X,X,O
SOTLJZI,X,X,O,X,X,X,O
SOTLZIJ,X,O,O,X,X,X,X
SOTLZJI,X,O,O,X,X,X,X
SOTJILZ,X,X,O,X,X,X,O
SOTJIZL,X,X,X,O,X,X,O
SOTJLIZ,X,X,O,X,X,X,O
SOTJLZI,X,X,O,X,X,X,O
SOTJZIL,X,X,X,O,X,X,O
SOTJZLI,X,X,X,O,X,X,O
SOTZILJ,X,O,O,O,X,X,X
SOTZIJL,X,O,X,O,X,X,X
SOTZLIJ,X,O,O,O,X,X,X
SOTZLJI,X,O,O,O,X,X,X
SOTZJIL,X,O,X,O,X,X,O
SOTZJLI,X,O,X,O,X,X,O
SOITLJZ,X,X,O,X,X,X,X
SOITLZJ,X,O,O,X,X,X,X
SOITJLZ,X,X,O,X,X,X,O
SOITJZL,X,X,X,O,X,X,O
SOITZLJ,X,O,O,O,X,X,X
SOITZJL,X,O,X,O,X,X,X
SOILTJZ,X,X,O,X,X,X,X
SOILTZJ,X,X,O,X,X,X,X
SOILJTZ,X,X,O,X,X,X,X
SOILJZT,O,X,O,O,O,X,X
SOILZTJ,O,X,O,O,O,O,X
SOILZJT,O,O,O,O,O,X,X
SOIJTLZ,X,X,O,X,X,X,O
SOIJTZL,X,X,X,O,X,X,O
SOIJLTZ,X,X,O,X,X,X,O
SOIJLZT,O,X,O,O,O,X,X
SOIJZTL,O,X,X,O,X,X,O
SOIJZLT,O,X,O,O,O,X,X
SOIZTLJ,O,O,O,O,O,O,X
SOIZTJL,O,O,X,O,X,O,X
SOIZLTJ,O,X,O,O,O,O,X
SOIZLJT,O,O,O,O,O,X,X
SOIZJTL,O,O,X,O,X,X,X
SOIZJLT,O,O,O,O,O,X,X
SOLTIJZ,X,X,O,X,X,X,X
SOLTIZJ,X,X,O,X,X,X,X
SOLTJIZ,X,X,O,X,X,X,O
SOLTJZI,X,X,O,X,X,X,O
SOLTZIJ,X,X,O,X,X,X,X
SOLTZJI,X,X,O,X,X,X,X
SOLITJZ,X,X,O,X,X,X,X
SOLITZJ,X,X,O,X,X,X,X
SOLIJTZ,X,X,O,X,X,X,X
SOLIJZT,O,X,O,O,O,X,X
SOLIZTJ,O,X,O,O,O,O,X
SOLIZJT,O,O,O,O,O,X,X
SOLJTIZ,X,X,O,X,X,X,O
SOLJTZI,X,X,O,X,X,X,O
SOLJITZ,X,X,O,X,X,X,O
SOLJIZT,O,X,O,O,O,X,X
SOLJZTI,O,X,O,O,O,X,X
SOLJZIT,O,X,O,O,O,X,X
SOLZTIJ,O,X,O,O,O,O,X
SOLZTJI,O,X,O,O,O,O,X
SOLZITJ,O,X,O,O,O,O,X
SOLZIJT,O,O,O,O,O,X,X
SOLZJTI,O,X,O,O,O,X,X
SOLZJIT,O,O,O,O,O,X,X
SOJTILZ,X,X,O,X,X,X,O
SOJTIZL,X,X,X,O,X,X,O
SOJTLIZ,X,X,O,X,X,X,O
SOJTLZI,X,X,O,X,X,X,O
SOJTZIL,X,X,X,O,X,X,O
SOJTZLI,X,X,X,O,X,X,O
SOJITLZ,X,X,O,X,X,X,O
SOJITZL,X,X,X,O,X,X,O
SOJILTZ,X,X,O,X,X,X,O
SOJILZT,O,X,O,O,O,X,X
SOJIZTL,O,X,X,O,X,X,O
SOJIZLT,O,X,O,O,O,X,X
SOJLTIZ,X,X,O,X,X,X,O
SOJLTZI,X,X,O,X,X,X,O
SOJLITZ,X,X,O,X,X,X,O
SOJLIZT,O,X,O,O,O,X,X
SOJLZTI,O,X,O,O,O,X,X
SOJLZIT,O,X,O,O,O,X,X
SOJZTIL,O,X,X,O,X,X,O
SOJZTLI,O,X,X,O,X,X,O
SOJZITL,O,X,X,O,X,X,O
SOJZILT,O,X,O,O,O,X,X
SOJZLTI,O,X,O,O,O,X,X
SOJZLIT,O,X,O,O,O,X,X
SOZTILJ,O,O,O,O,O,O,X
SOZTIJL,O,O,X,O,X,O,X
SOZTLIJ,O,O,O,O,O,O,X
SOZTLJI,O,O,O,O,O,O,X
SOZTJIL,O,O,X,O,X,O,O
SOZTJLI,O,O,X,O,X,O,O
SOZITLJ,O,O,O,O,O,O,X
SOZITJL,O,O,X,O,X,O,X
SOZILTJ,O,X,O,O,O,O,X
SOZILJT,O,O,O,O,O,X,X
SOZIJTL,O,O,X,O,X,X,X
SOZIJLT,O,O,O,O,O,X,X
SOZLTIJ,O,X,O,O,O,O,X
SOZLTJI,O,X,O,O,O,O,X
SOZLITJ,O,X,O,O,O,O,X
SOZLIJT,O,O,O,O,O,X,X
SOZLJTI,O,X,O,O,O,X,X
SOZLJIT,O,O,O,O,O,X,X
SOZJTIL,O,O,X,O,X,X,O
SOZJTLI,O,O,X,O,X,X,O
SOZJITL,O,O,X,O,X,X,O
SOZJILT,O,O,O,O,O,X,X
SOZJLTI,O,X,O,O,O,X,X
SOZJLIT,O,O,O,O,O,X,X
ZTILJSO,O,O,X,O,X,O,X
ZTILJOS,X,O,X,X,O,O,X
ZTILSJO,O,O,X,O,X,O,X
ZTILSOJ,O,O,X,O,X,O,X
ZTILOJS,X,O,X,O,O,O,X
ZTILOSJ,X,O,X,O,O,O,X
ZTIJLSO,O,O,X,O,X,O,X
ZTIJLOS,X,O,X,X,O,O,X
ZTIJSLO,O,O,X,O,X,O,X
ZTIJSOL,O,O,X,O,X,O,X
ZTIJOLS,X,O,X,X,O,O,X
ZTIJOSL,O,O,X,X,X,O,X
ZTISLJO,O,O,X,O,X,O,X
ZTISLOJ,O,O,X,O,X,O,X
ZTISJLO,O,O,X,O,X,O,X
ZTISJOL,O,O,X,O,X,O,X
ZTISOLJ,O,O,X,O,X,O,X
ZTISOJL,O,O,X,O,X,O,X
ZTIOLJS,X,O,X,O,O,O,X
ZTIOLSJ,X,O,X,O,O,O,X
ZTIOJLS,X,O,X,O,O,O,X
ZTIOJSL,O,O,X,O,X,O,X
ZTIOSLJ,O,O,X,O,O,O,X
ZTIOSJL,O,O,X,O,X,O,X
ZTLIJSO,O,O,X,O,X,O,X
ZTLIJOS,X,O,X,X,O,O,X
ZTLISJO,O,O,X,O,X,O,X
ZTLISOJ,O,O,X,O,X,O,X
ZTLIOJS,X,O,X,O,O,O,X
ZTLIOSJ,X,O,X,O,O,O,X
ZTLJISO,O,O,X,O,X,O,X
ZTLJIOS,X,O,X,X,O,O,X
ZTLJSIO,O,O,X,O,X,O,X
ZTLJSOI,O,O,X,O,X,O,X
ZTLJOIS,X,O,X,X,O,O,X
ZTLJOSI,X,O,X,X,O,O,X
ZTLSIJO,O,O,X,O,X,O,X
ZTLSIOJ,O,O,X,O,X,O,X
ZTLSJIO,O,O,X,O,X,O,X
ZTLSJOI,O,O,X,O,X,O,X
ZTLSOIJ,O,O,X,O,X,O,X
ZTLSOJI,O,O,X,O,X,O,X
ZTLOIJS,X,O,X,O,O,O,X
ZTLOISJ,X,O,X,O,O,O,X
ZTLOJIS,X,O,X,O,O,O,X
ZTLOJSI,X,O,X,O,O,O,X
ZTLOSIJ,X,O,X,O,O,O,X
ZTLOSJI,X,O,X,O,O,O,X
ZTJILSO,O,O,X,O,X,O,X
ZTJILOS,X,O,X,X,O,O,X
ZTJISLO,O,O,X,O,X,O,X
ZTJISOL,O,O,X,O,X,O,X
ZTJIOLS,X,O,X,X,O,O,X
ZTJIOSL,O,O,X,X,X,O,X
ZTJLISO,O,O,X,O,X,O,X
ZTJLIOS,X,O,X,X,O,O,X
ZTJLSIO,O,O,X,O,X,O,X
ZTJLSOI,O,O,X,O,X,O,X
ZTJLOIS,X,O,X,X,O,O,X
ZTJLOSI,X,O,X,X,O,O,X
ZTJSILO,O,O,X,O,X,O,O
ZTJSIOL,O,O,X,O,X,O,O
ZTJSLIO,O,O,X,O,X,O,O
ZTJSLOI,O,O,X,X,X,O,O
ZTJSOIL,O,O,X,O,X,O,O
ZTJSOLI,O,O,X,X,X,O,O
ZTJOILS,X,O,X,X,O,O,X
ZTJOISL,O,O,X,X,X,O,X
ZTJOLIS,X,O,X,X,O,O,X
ZTJOLSI,X,O,X,X,O,O,X
ZTJOSIL,O,O,X,X,X,O,O
ZTJOSLI,O,O,X,X,X,O,O
ZTSILJO,O,O,X,O,X,O,X
ZTSILOJ,O,O,X,O,X,O,X
ZTSIJLO,O,O,X,O,X,O,X
ZTSIJOL,O,O,X,O,X,O,X
ZTSIOLJ,O,O,X,O,X,O,X
ZTSIOJL,O,O,X,O,X,O,X
ZTSLIJO,O,O,X,O,X,O,X
ZTSLIOJ,O,O,X,O,X,O,X
ZTSLJIO,O,O,X,O,X,O,X
ZTSLJOI,O,O,X,X,X,O,X
ZTSLOIJ,O,O,X,O,X,O,X
ZTSLOJI,O,O,X,O,X,O,X
ZTSJILO,O,O,X,O,X,O,O
ZTSJIOL,O,O,X,O,X,O,O
ZTSJLIO,O,O,X,O,X,O,O
ZTSJLOI,O,O,X,X,X,O,O
ZTSJOIL,O,O,X,O,X,O,O
