sequence,v115@9gB8HeB8HeA8IeB8AeC8BeB8JexAJvhF0iB6oBmlBz?mBFqB3sB,v115@9gB8HeB8HeA8IeB8AeC8BeB8JexAJvhFXiB6oBmlBz?nBFqBUsB,v115@9gB8HeB8HeA8IeB8AeC8BeB8JexAJvhFTiB6oBmlBf?sB8sBFqB,v115@9gB8HeB8HeA8IeB8AeC8BeB8JeiAJvhFfnBxiBUmB+?sBToBFqB,v115@9gB8HeB8HeA8IeB8AeC8BeB8JeTAJvhFxhBimBGoBX?oBFqBUsB,v115@9gB8HeB8HeA8IeB8AeC8BeB8JexAJvhF8mBfoB6oBm?lBFqBTsB,v115@9gB8HeB8HeA8IeB8AeC8BeB8JeTAJvhFxiBimBGoB0?mBFqB3sB,v115@9gB8HeB8HeA8IeB8AeC8BeB8JeTAJvhFxhBXjB2rBS?tBFqBUsB,v115@9gB8HeB8HeA8IeB8AeC8BeB8JeTAJvhF0hBxiB2rBS?tBFqB3sB,v115@9gB8HeB8HeA8IeB8AeC8BeB8JeiAJvhFGjBRmBUoB3?mBFqBTsB,v115@9gB8HeB8HeA8IeB8AeC8BeB8Je2FJvhFRhBSoB3mBU?oBFqBTsB,v115@9gB8HeB8HeA8IeB8AeC8BeB8JeTAJvhFOmB8mBSoBF?qBxsB3sB,v115@9gB8HeB8HeA8IeB8AeC8BeB8JeTAJvhF2mBfoB6oBF?qBxrBUsB,v115@9gB8HeB8HeA8IeB8AeC8BeB8JeiAJvhFzhBGjBUmBF?qBxsB3sB
STIJZOL,O,X,O,X,X,O,O,X,X,X,X,X,O,O
STIJOLZ,O,X,O,X,X,X,O,X,X,X,X,X,O,O
STIJOZL,O,X,O,X,X,X,O,X,X,X,X,X,O,X
STIZLJO,O,X,O,X,X,O,X,X,X,O,X,O,O,O
STIZLOJ,O,X,O,X,X,O,X,X,X,X,X,O,O,O
STIZJLO,O,X,O,X,X,O,X,X,X,O,X,O,O,O
STIZJOL,O,X,O,X,X,O,X,X,X,X,X,O,O,O
STIZOLJ,O,X,O,X,X,O,X,X,X,X,X,O,O,O
STIZOJL,O,X,O,X,X,X,X,X,X,X,X,O,O,O
STIOLJZ,O,X,X,X,X,X,O,X,X,X,X,X,O,O
STIOLZJ,O,X,O,X,X,X,X,X,X,X,X,O,O,X
STIOJLZ,O,X,X,X,X,X,O,X,X,X,X,X,O,O
STIOJZL,O,X,X,X,X,X,O,X,X,X,X,X,O,X
STIOZLJ,O,X,O,X,X,X,X,X,X,X,X,O,O,X
STIOZJL,O,X,O,X,X,X,X,X,X,X,X,O,O,X
STLIJZO,O,X,O,X,X,O,O,O,O,X,X,X,O,O
STLIJOZ,O,X,O,X,O,X,O,O,O,X,X,X,O,O
STLIZJO,O,X,O,X,O,O,X,O,X,O,X,X,O,O
STLIZOJ,O,X,O,X,O,O,X,O,X,X,X,X,O,O
STLIOJZ,O,X,X,X,O,X,O,O,O,X,X,X,O,O
STLIOZJ,O,X,O,X,O,X,X,O,X,X,X,X,O,X
STLJIZO,O,O,O,O,X,O,O,O,O,X,X,X,O,X
STLJIOZ,O,O,O,O,O,X,O,O,O,X,X,X,O,X
STLJZIO,O,O,O,O,X,O,O,O,O,X,X,X,X,X
STLJZOI,O,O,O,O,X,O,O,O,O,X,X,X,X,X
STLJOIZ,O,O,O,O,O,X,O,O,O,X,X,X,O,X
STLJOZI,O,O,O,O,O,O,O,O,O,X,X,X,X,X
STLZIJO,O,O,O,O,O,O,X,O,X,O,X,X,O,O
STLZIOJ,O,O,O,O,O,O,X,O,X,X,X,X,O,O
STLZJIO,O,O,O,O,O,O,O,O,X,O,X,X,X,X
STLZJOI,O,O,O,O,O,O,O,O,X,X,X,X,X,X
STLZOIJ,O,O,O,O,O,O,X,O,X,X,X,X,O,O
STLZOJI,O,O,O,O,O,O,O,O,X,X,X,X,X,X
STLOIJZ,O,O,X,X,O,X,O,O,O,X,X,X,O,X
STLOIZJ,O,O,O,X,O,X,X,O,X,O,X,X,O,X
STLOJIZ,O,O,O,O,O,X,O,O,O,X,X,X,O,X
STLOJZI,O,O,O,O,O,O,O,O,O,X,X,X,X,X
STLOZIJ,O,O,O,X,O,O,X,O,X,O,X,X,O,X
STLOZJI,O,O,O,O,O,O,O,O,X,O,X,X,X,X
STJILZO,O,O,O,O,X,O,O,O,X,X,X,X,O,X
STJILOZ,O,O,O,O,X,X,O,O,X,X,X,X,O,X
STJIZLO,O,O,O,O,X,O,O,X,X,X,X,X,O,X
STJIZOL,O,O,O,X,X,O,O,X,X,X,X,X,O,X
STJIOLZ,O,O,O,O,X,X,O,O,X,X,X,X,O,X
STJIOZL,O,O,O,O,X,X,O,X,X,X,X,X,O,X
STJLIZO,O,O,O,O,X,O,O,O,O,X,X,X,O,X
STJLIOZ,O,O,O,O,O,X,O,O,O,X,X,X,O,X
STJLZIO,O,O,O,O,X,O,O,O,O,X,X,X,X,X
STJLZOI,O,O,O,O,X,O,O,O,O,X,X,X,X,X
STJLOIZ,O,O,O,O,O,X,O,O,O,X,X,X,O,X
STJLOZI,O,O,O,O,O,O,O,O,O,X,X,X,X,X
STJZILO,O,O,O,O,X,O,O,X,X,X,X,O,X,X
STJZIOL,O,O,O,O,X,O,O,X,O,X,X,O,X,X
STJZLIO,O,O,O,O,O,O,O,X,O,X,X,X,X,X
STJZLOI,O,O,O,O,O,O,O,X,O,X,X,X,X,X
STJZOIL,O,O,O,O,X,O,O,X,O,X,X,O,X,X
STJZOLI,O,O,O,O,O,O,O,X,O,X,X,X,X,X
STJOILZ,O,O,O,O,X,O,O,O,X,X,O,X,O,X
STJOIZL,O,O,O,O,X,O,O,X,X,X,O,X,O,X
STJOLIZ,O,O,O,O,O,O,O,O,O,X,O,X,O,X
STJOLZI,O,O,O,O,O,O,O,O,O,X,O,X,X,X
STJOZIL,O,O,O,O,X,O,O,X,O,X,O,O,X,X
STJOZLI,O,O,O,O,O,O,O,X,O,X,O,X,X,X
STZILJO,O,O,O,O,X,O,X,X,X,O,X,O,O,O
STZILOJ,O,O,O,O,X,O,X,X,X,X,X,O,O,O
STZIJLO,O,O,O,O,X,O,X,X,X,O,X,O,O,O
STZIJOL,O,O,O,O,X,O,X,X,X,X,X,O,O,O
STZIOLJ,O,O,O,O,X,O,X,X,X,X,X,O,O,O
STZIOJL,O,O,O,X,X,X,X,X,X,X,X,O,O,O
STZLIJO,O,O,O,O,O,O,X,X,X,O,X,X,O,O
STZLIOJ,O,O,O,O,O,O,X,X,X,X,X,X,O,O
STZLJIO,O,O,O,O,O,O,O,X,X,O,X,X,X,X
STZLJOI,O,O,O,O,O,O,O,X,X,X,X,X,X,X
STZLOIJ,O,O,O,O,O,O,X,X,X,X,X,X,O,O
STZLOJI,O,O,O,O,O,O,O,X,X,X,X,X,X,X
STZJILO,O,O,O,O,X,O,O,X,X,O,X,O,X,X
STZJIOL,O,O,O,O,X,O,O,X,X,X,X,O,X,X
STZJLIO,O,O,O,O,O,O,O,X,X,O,X,X,X,X
STZJLOI,O,O,O,O,O,O,O,X,X,X,X,X,X,X
STZJOIL,O,O,O,O,X,O,O,X,X,X,X,O,X,X
STZJOLI,O,O,O,O,O,O,O,X,X,X,X,X,X,X
STZOILJ,O,O,O,O,X,O,X,X,X,X,X,O,O,O
STZOIJL,O,O,O,X,X,X,X,X,X,X,X,O,O,O
STZOLIJ,O,O,O,O,O,O,X,X,X,X,X,X,O,O
STZOLJI,O,O,O,O,O,O,O,X,X,X,X,X,X,X
STZOJIL,O,O,O,O,X,O,O,X,X,X,X,O,X,X
STZOJLI,O,O,O,O,O,O,O,X,X,X,X,X,X,X
STOILJZ,O,O,X,X,X,O,O,X,X,X,O,X,O,X
STOILZJ,O,O,O,X,X,O,X,X,X,O,O,O,O,X
STOIJLZ,O,O,X,O,X,O,O,X,X,X,O,X,O,X
STOIJZL,O,O,X,O,X,O,O,X,X,X,O,X,O,X
STOIZLJ,O,O,O,X,X,O,X,X,X,O,O,O,O,X
STOIZJL,O,X,O,X,X,O,X,X,X,O,O,O,O,X
STOLIJZ,O,O,X,X,O,O,O,O,O,X,O,X,O,X
STOLIZJ,O,O,O,X,O,O,X,O,X,O,O,X,O,X
STOLJIZ,O,O,O,O,O,O,O,O,O,X,O,X,O,X
STOLJZI,O,O,O,O,O,O,O,O,O,X,O,X,X,X
STOLZIJ,O,O,O,X,O,O,X,O,X,O,O,X,O,X
STOLZJI,O,O,O,O,O,O,O,O,X,O,O,X,X,X
STOJILZ,O,O,O,O,X,O,O,O,X,X,O,X,O,X
STOJIZL,O,O,O,O,X,O,O,X,X,X,O,X,O,X
STOJLIZ,O,O,O,O,O,O,O,O,O,X,O,X,O,X
STOJLZI,O,O,O,O,O,O,O,O,O,X,O,X,X,X
STOJZIL,O,O,O,O,X,O,O,X,O,X,O,O,X,X
STOJZLI,O,O,O,O,O,O,O,X,O,X,O,X,X,X
STOZILJ,O,O,O,X,X,O,X,X,X,O,O,O,O,X
STOZIJL,O,X,O,X,X,O,X,X,X,O,O,O,O,X
STOZLIJ,O,O,O,X,O,O,X,X,X,O,O,X,O,X
STOZLJI,O,O,O,O,O,O,O,X,X,O,O,X,X,X
STOZJIL,O,O,O,O,X,O,O,X,X,O,O,O,X,X
STOZJLI,O,O,O,O,O,O,O,X,X,O,O,X,X,X
SITLJZO,O,X,O,X,X,O,O,X,X,X,X,X,O,O
SITLJOZ,O,X,O,X,X,X,O,X,X,X,X,X,O,O
SITLZJO,O,X,O,X,X,O,X,X,X,X,X,O,O,O
SITLZOJ,O,X,O,X,X,O,X,X,X,X,X,O,O,O
SITLOJZ,O,X,X,X,X,X,O,X,X,X,X,X,O,O
SITLOZJ,O,X,O,X,X,X,X,X,X,X,X,O,O,X
SITJLZO,O,X,O,X,X,O,O,X,X,X,X,X,O,O
SITJLOZ,O,X,O,X,X,X,O,X,X,X,X,X,O,O
SITJZLO,O,X,O,X,X,O,O,X,X,X,X,X,O,O
SITJZOL,O,X,O,X,X,O,O,X,X,X,X,X,O,O
SITJOLZ,O,X,O,X,X,X,O,X,X,X,X,X,O,O
SITJOZL,O,X,O,X,X,X,O,X,X,X,X,X,O,X
SITZLJO,O,X,O,X,X,O,X,X,X,X,X,O,O,O
SITZLOJ,O,X,O,X,X,O,X,X,X,X,X,O,O,O
SITZJLO,O,X,O,X,X,O,X,X,X,X,X,O,O,O
SITZJOL,O,X,O,X,X,O,X,X,X,X,X,O,O,O
SITZOLJ,O,X,O,X,X,O,X,X,X,X,X,O,O,O
SITZOJL,O,X,O,X,X,X,X,X,X,X,X,O,O,O
SITOLJZ,O,X,X,X,X,X,O,X,X,X,X,X,O,O
SITOLZJ,O,X,O,X,X,X,X,X,X,X,X,O,O,X
SITOJLZ,O,X,X,X,X,X,O,X,X,X,X,X,O,O
SITOJZL,O,X,X,X,X,X,O,X,X,X,X,X,O,X
SITOZLJ,O,X,O,X,X,X,X,X,X,X,X,O,O,X
SITOZJL,O,X,O,X,X,X,X,X,X,X,X,O,O,X
SILTJZO,O,X,O,X,X,O,O,X,X,X,X,X,O,X
SILTJOZ,O,X,O,X,X,X,O,X,X,X,X,X,O,X
SILTZJO,O,X,O,X,X,O,X,X,X,X,X,O,O,X
SILTZOJ,O,X,O,X,X,O,X,X,X,X,X,O,O,X
SILTOJZ,O,X,X,X,X,X,O,X,X,X,X,X,O,X
SILTOZJ,O,X,O,X,X,X,X,X,X,X,X,O,O,X
SILJTZO,O,X,O,X,X,X,O,X,X,X,X,X,O,X
SILJTOZ,X,X,X,X,X,X,O,X,X,X,X,X,O,X
SILJZTO,O,X,O,X,X,O,O,X,X,X,X,X,O,X
SILJZOT,O,X,O,X,X,O,X,X,X,X,X,X,X,X
SILJOTZ,O,X,X,X,X,X,O,X,X,X,X,X,O,X
SILJOZT,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SILZTJO,O,X,O,X,X,O,X,X,X,X,X,O,O,X
SILZTOJ,O,X,O,X,X,O,X,X,X,X,X,O,O,X
SILZJTO,O,X,O,X,X,O,X,X,X,X,X,O,O,X
SILZJOT,O,X,O,X,X,O,X,X,X,X,X,X,X,X
SILZOTJ,O,X,O,X,X,O,X,X,X,X,X,X,X,X
SILZOJT,O,X,O,X,X,O,X,X,X,X,X,X,X,X
SILOTJZ,O,X,X,X,X,X,X,X,X,X,X,X,O,X
SILOTZJ,O,X,X,X,X,X,X,X,X,X,X,X,O,X
SILOJTZ,O,X,X,X,X,X,X,X,X,X,X,X,O,X
SILOJZT,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SILOZTJ,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SILOZJT,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SIJTLZO,O,X,O,X,X,X,O,X,X,X,X,X,O,O
SIJTLOZ,X,X,X,X,X,X,O,X,X,X,X,X,O,O
SIJTZLO,O,X,O,X,X,X,O,X,X,X,X,X,O,O
SIJTZOL,X,X,O,X,X,X,O,X,X,X,X,X,O,O
SIJTOLZ,X,X,X,X,X,X,O,X,X,X,X,X,O,O
SIJTOZL,X,X,X,X,X,X,O,X,X,X,X,X,O,X
SIJLTZO,O,X,O,X,X,X,O,X,X,X,X,X,O,X
SIJLTOZ,X,X,X,X,X,X,O,X,X,X,X,X,O,X
SIJLZTO,O,X,O,X,X,O,O,X,X,X,X,X,O,X
SIJLZOT,O,X,O,X,X,O,X,X,X,X,X,X,X,X
SIJLOTZ,O,X,X,X,X,X,O,X,X,X,X,X,O,X
SIJLOZT,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SIJZTLO,O,X,O,X,X,O,O,X,X,X,X,X,O,X
SIJZTOL,X,X,O,X,X,X,O,X,X,X,X,X,O,X
SIJZLTO,O,X,O,X,X,O,O,X,X,X,X,X,O,X
SIJZLOT,O,X,O,X,X,O,X,X,X,X,X,X,X,X
SIJZOTL,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIJZOLT,O,X,O,X,X,O,X,X,X,X,X,X,X,X
SIJOTLZ,O,X,X,X,X,X,O,X,X,X,X,X,O,O
SIJOTZL,O,X,X,X,X,X,O,X,X,X,X,X,O,X
SIJOLTZ,O,X,X,X,X,X,O,X,X,X,X,X,O,X
SIJOLZT,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SIJOZTL,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SIJOZLT,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SIZTLJO,O,X,O,X,X,O,X,X,X,X,X,O,O,X
SIZTLOJ,O,X,O,X,X,O,X,X,X,X,X,O,O,X
SIZTJLO,O,X,O,X,X,O,X,X,X,X,X,O,O,X
SIZTJOL,O,X,O,X,X,O,X,X,X,X,X,O,O,X
SIZTOLJ,O,X,O,X,X,O,X,X,X,X,X,O,O,X
SIZTOJL,O,X,O,X,X,X,X,X,X,X,X,O,O,X
SIZLTJO,O,X,O,X,X,O,X,X,X,X,X,O,O,X
SIZLTOJ,O,X,O,X,X,O,X,X,X,X,X,O,O,X
SIZLJTO,O,X,O,X,X,O,X,X,X,X,X,O,O,X
SIZLJOT,O,X,O,X,X,O,X,X,X,X,X,X,X,X
SIZLOTJ,O,X,O,X,X,O,X,X,X,X,X,X,X,X
SIZLOJT,O,X,O,X,X,O,X,X,X,X,X,X,X,X
SIZJTLO,O,X,O,X,X,O,X,X,X,X,X,O,O,X
SIZJTOL,X,X,O,X,X,X,X,X,X,X,X,O,O,X
SIZJLTO,O,X,O,X,X,O,X,X,X,X,X,O,O,X
SIZJLOT,O,X,O,X,X,O,X,X,X,X,X,X,X,X
SIZJOTL,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIZJOLT,O,X,O,X,X,O,X,X,X,X,X,X,X,X
SIZOTLJ,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SIZOTJL,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SIZOLTJ,O,X,O,X,X,O,X,X,X,X,X,X,X,X
SIZOLJT,O,X,O,X,X,O,X,X,X,X,X,X,X,X
SIZOJTL,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SIZOJLT,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SIOTLJZ,O,X,X,X,X,X,X,X,X,X,X,X,O,O
SIOTLZJ,O,X,X,X,X,X,X,X,X,X,X,X,O,X
SIOTJLZ,O,X,X,X,X,X,X,X,X,X,X,X,O,O
SIOTJZL,O,X,X,X,X,X,X,X,X,X,X,X,O,X
SIOTZLJ,O,X,X,X,X,X,X,X,X,X,X,X,O,X
SIOTZJL,O,X,X,X,X,X,X,X,X,X,X,X,O,X
SIOLTJZ,O,X,X,X,X,X,X,X,X,X,X,X,O,X
SIOLTZJ,O,X,X,X,X,X,X,X,X,X,X,X,O,X
SIOLJTZ,O,X,X,X,X,X,X,X,X,X,X,X,O,X
SIOLJZT,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOLZTJ,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SIOLZJT,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SIOJTLZ,O,X,X,X,X,X,X,X,X,X,X,X,O,O
SIOJTZL,O,X,X,X,X,X,X,X,X,X,X,X,O,X
SIOJLTZ,O,X,X,X,X,X,X,X,X,X,X,X,O,X
SIOJLZT,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOJZTL,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOJZLT,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOZTLJ,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SIOZTJL,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOZLTJ,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SIOZLJT,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SIOZJTL,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOZJLT,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SLTIJZO,O,X,O,X,X,O,O,O,O,X,X,X,O,X
SLTIJOZ,O,X,O,X,O,X,O,O,O,X,X,X,O,X
SLTIZJO,O,X,O,X,O,O,X,O,X,X,X,X,O,X
SLTIZOJ,O,X,O,X,O,O,X,O,X,X,X,X,O,X
SLTIOJZ,O,X,X,X,O,X,O,O,O,X,X,X,O,X
SLTIOZJ,O,X,O,X,O,X,X,O,X,X,X,X,O,X
SLTJIZO,O,O,O,X,X,O,O,O,O,X,X,X,O,X
SLTJIOZ,O,O,O,X,O,X,O,O,O,X,X,X,O,X
SLTJZIO,O,O,O,X,X,O,O,O,O,X,X,X,X,X
SLTJZOI,O,O,O,X,X,O,O,O,O,X,X,X,X,X
SLTJOIZ,O,O,O,X,O,X,O,O,O,X,X,X,O,X
SLTJOZI,O,O,O,X,O,O,O,O,O,X,X,X,X,X
SLTZIJO,O,O,O,X,O,O,X,O,X,X,X,X,O,X
SLTZIOJ,O,O,O,X,O,O,X,O,X,X,X,X,O,X
SLTZJIO,O,O,O,X,O,O,O,O,X,X,X,X,X,X
SLTZJOI,O,O,O,X,O,O,O,O,X,X,X,X,X,X
SLTZOIJ,O,O,O,X,O,O,X,O,X,X,X,X,O,X
SLTZOJI,O,O,O,X,O,O,O,O,X,X,X,X,X,X
SLTOIJZ,O,O,X,X,O,X,O,O,O,X,X,X,O,X
SLTOIZJ,O,O,O,X,O,X,X,O,X,X,X,X,O,X
SLTOJIZ,O,O,O,X,O,X,O,O,O,X,X,X,O,X
SLTOJZI,O,O,O,X,O,O,O,O,O,X,X,X,X,X
SLTOZIJ,O,O,O,X,O,O,X,O,X,X,X,X,O,X
SLTOZJI,O,O,O,X,O,O,O,O,X,X,X,X,X,X
SLITJZO,O,X,O,X,X,O,O,O,O,X,X,X,O,X
SLITJOZ,O,X,O,X,O,X,O,O,O,X,X,X,O,X
SLITZJO,O,X,O,X,O,O,X,O,X,X,X,X,O,X
SLITZOJ,O,X,O,X,O,O,X,O,X,X,X,X,O,X
SLITOJZ,O,X,X,X,O,X,O,O,O,X,X,X,O,X
SLITOZJ,O,X,O,X,O,X,X,O,X,X,X,X,O,X
SLIJTZO,O,X,O,X,X,X,O,O,O,X,X,X,O,X
SLIJTOZ,X,X,X,X,O,X,O,O,O,X,X,X,O,X
SLIJZTO,O,X,O,X,X,O,O,O,O,X,X,X,O,X
SLIJZOT,O,X,O,X,X,O,X,X,X,X,X,X,X,X
SLIJOTZ,O,X,X,X,X,X,O,O,X,X,X,X,O,X
SLIJOZT,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SLIZTJO,O,X,O,X,O,O,X,O,X,X,X,X,O,X
SLIZTOJ,O,X,O,X,O,O,X,O,X,X,X,X,O,X
SLIZJTO,O,X,O,X,O,O,X,O,X,X,X,X,O,X
SLIZJOT,O,X,O,X,X,O,X,X,X,X,X,X,X,X
SLIZOTJ,O,X,O,X,X,O,X,X,X,X,X,X,X,X
SLIZOJT,O,X,O,X,X,O,X,X,X,X,X,X,X,X
SLIOTJZ,O,X,X,X,X,X,X,O,X,X,X,X,O,X
SLIOTZJ,O,X,X,X,X,X,X,O,X,X,X,X,O,X
SLIOJTZ,O,X,X,X,X,X,X,O,X,X,X,X,O,X
SLIOJZT,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLIOZTJ,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SLIOZJT,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SLJTIZO,O,X,O,X,X,O,O,O,O,X,X,X,O,X
SLJTIOZ,O,X,O,X,O,X,O,O,O,X,X,X,O,X
SLJTZIO,O,X,O,X,X,O,O,O,O,X,X,X,X,X
SLJTZOI,O,X,O,X,X,O,O,O,O,X,X,X,X,X
SLJTOIZ,O,X,O,X,O,X,O,O,O,X,X,X,O,X
SLJTOZI,O,X,O,X,O,O,O,O,O,X,X,X,X,X
SLJITZO,O,X,O,X,X,X,O,O,O,X,X,X,O,X
SLJITOZ,X,X,X,X,O,X,O,O,O,X,X,X,O,X
SLJIZTO,O,O,O,X,X,O,O,O,O,X,X,X,O,X
SLJIZOT,O,O,O,X,X,O,X,X,X,X,X,X,X,X
SLJIOTZ,O,O,X,X,X,X,O,O,X,X,X,X,O,X
SLJIOZT,O,O,O,X,X,X,X,X,X,X,X,X,X,X
SLJZTIO,O,O,O,X,X,O,O,O,O,X,X,X,X,X
SLJZTOI,O,X,O,X,X,O,O,O,O,X,X,X,X,X
SLJZITO,O,O,O,X,X,O,O,O,O,X,X,X,X,X
SLJZIOT,O,O,O,X,X,O,X,X,X,X,X,X,X,X
SLJZOTI,O,X,O,X,X,O,X,X,X,X,X,X,X,X
SLJZOIT,O,O,O,X,X,O,X,X,X,X,X,X,X,X
SLJOTIZ,O,O,X,X,X,X,O,O,X,X,X,X,X,X
SLJOTZI,O,O,X,X,X,X,O,O,X,X,X,X,X,X
SLJOITZ,O,O,X,X,X,X,O,O,X,X,X,X,X,X
SLJOIZT,O,O,O,X,X,X,X,X,X,X,X,X,X,X
SLJOZTI,O,O,O,X,X,O,X,X,X,X,X,X,X,X
SLJOZIT,O,O,O,X,X,O,X,X,X,X,X,X,X,X
SLZTIJO,O,O,O,X,O,O,X,O,X,X,X,X,O,X
SLZTIOJ,O,O,O,X,O,O,X,O,X,X,X,X,O,X
SLZTJIO,O,O,O,X,O,O,O,O,X,X,X,X,X,X
SLZTJOI,O,O,O,X,O,O,O,O,X,X,X,X,X,X
SLZTOIJ,O,O,O,X,O,O,X,O,X,X,X,X,O,X
SLZTOJI,O,O,O,X,O,O,O,O,X,X,X,X,X,X
SLZITJO,O,O,O,X,O,O,X,O,X,X,X,X,O,X
SLZITOJ,O,O,O,X,O,O,X,O,X,X,X,X,O,X
SLZIJTO,O,O,O,X,O,O,X,O,X,X,X,X,O,X
SLZIJOT,O,O,O,X,X,O,X,X,X,X,X,X,X,X
SLZIOTJ,O,O,O,X,X,O,X,X,X,X,X,X,X,X
SLZIOJT,O,O,O,X,X,O,X,X,X,X,X,X,X,X
SLZJTIO,O,O,O,X,O,O,O,O,X,X,X,X,X,X
SLZJTOI,O,O,O,X,O,O,O,O,X,X,X,X,X,X
SLZJITO,O,O,O,X,O,O,O,O,X,X,X,X,X,X
SLZJIOT,O,O,O,X,X,O,X,X,X,X,X,X,X,X
SLZJOTI,O,X,O,X,X,O,X,X,X,X,X,X,X,X
SLZJOIT,O,O,O,X,X,O,X,X,X,X,X,X,X,X
SLZOTIJ,O,O,O,X,X,O,X,X,X,X,X,X,X,X
SLZOTJI,O,O,O,X,X,O,X,X,X,X,X,X,X,X
SLZOITJ,O,O,O,X,X,O,X,X,X,X,X,X,X,X
SLZOIJT,O,O,O,X,X,O,X,X,X,X,X,X,X,X
SLZOJTI,O,X,O,X,X,O,X,X,X,X,X,X,X,X
SLZOJIT,O,O,O,X,X,O,X,X,X,X,X,X,X,X
SLOTIJZ,O,O,X,X,X,X,O,O,X,X,X,X,O,X
SLOTIZJ,O,O,O,X,X,X,X,O,X,X,X,X,O,X
SLOTJIZ,O,O,O,X,X,X,O,O,X,X,X,X,O,X
SLOTJZI,O,O,O,X,X,O,O,O,X,X,X,X,X,X
SLOTZIJ,O,O,O,X,X,O,X,O,X,X,X,X,O,X
SLOTZJI,O,O,O,X,X,O,O,O,X,X,X,X,X,X
SLOITJZ,O,O,X,X,X,X,X,O,X,X,X,X,O,X
SLOITZJ,O,O,X,X,X,X,X,O,X,X,X,X,O,X
SLOIJTZ,O,O,X,X,X,X,X,O,X,X,X,X,O,X
SLOIJZT,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SLOIZTJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X
SLOIZJT,O,O,O,X,X,X,X,X,X,X,X,X,X,X
SLOJTIZ,O,O,X,X,X,X,O,O,X,X,X,X,X,X
SLOJTZI,O,O,X,X,X,X,O,O,X,X,X,X,X,X
SLOJITZ,O,O,X,X,X,X,O,O,X,X,X,X,X,X
SLOJIZT,O,O,O,X,X,X,X,X,X,X,X,X,X,X
SLOJZTI,O,O,O,X,X,O,X,X,X,X,X,X,X,X
SLOJZIT,O,O,O,X,X,O,X,X,X,X,X,X,X,X
SLOZTIJ,O,O,O,X,X,O,X,X,X,X,X,X,X,X
SLOZTJI,O,O,O,X,X,O,X,X,X,X,X,X,X,X
SLOZITJ,O,O,O,X,X,O,X,X,X,X,X,X,X,X
SLOZIJT,O,O,O,X,X,O,X,X,X,X,X,X,X,X
SLOZJTI,O,O,O,X,X,O,X,X,X,X,X,X,X,X
SLOZJIT,O,O,O,X,X,O,X,X,X,X,X,X,X,X
SJTILZO,O,X,O,O,X,O,O,O,X,X,X,X,O,X
SJTILOZ,O,X,O,O,X,X,O,O,X,X,X,X,O,X
SJTIZLO,O,X,O,O,X,O,O,X,X,X,X,X,O,X
SJTIZOL,O,X,O,X,X,O,O,X,X,X,X,X,O,X
SJTIOLZ,O,X,O,O,X,X,O,O,X,X,X,X,O,X
SJTIOZL,O,X,O,O,X,X,O,X,X,X,X,X,O,X
SJTLIZO,O,X,O,O,X,O,O,O,O,X,X,X,O,X
SJTLIOZ,O,X,O,O,O,X,O,O,O,X,X,X,O,X
SJTLZIO,O,X,O,O,X,O,O,O,O,X,X,X,X,X
SJTLZOI,O,X,O,O,X,O,O,O,O,X,X,X,X,X
SJTLOIZ,O,X,O,O,O,X,O,O,O,X,X,X,O,X
SJTLOZI,O,X,O,O,O,O,O,O,O,X,X,X,X,X
SJTZILO,O,X,O,O,X,O,O,X,X,X,X,O,X,X
SJTZIOL,O,X,O,O,X,O,O,X,O,X,X,O,X,X
SJTZLIO,O,X,O,O,O,O,O,X,O,X,X,X,X,X
SJTZLOI,O,X,O,O,O,O,O,X,O,X,X,X,X,X
SJTZOIL,O,X,O,O,X,O,O,X,O,X,X,O,X,X
