sequence,v115@9gB8HeC8GeB8HeB8EeC8Je3BJvhFCjBcqBVsBToBml?BRwB,v115@9gB8HeC8GeB8HeB8EeC8JemAJvhF6oBcqB3mBznBFn?BRwB,v115@9gB8HeC8GeB8HeB8EeC8JelAJvhFzhBGjBUoBxqBXs?ByvB,v115@9gB8HeC8GeB8HeB8EeC8JexAJvhFOnBXjBStBTqB0r?BFrB,v115@9gB8HeC8GeB8HeB8EeC8Je0AJvhF+oBRnBimB3nBTq?B1wB,v115@9gB8HeC8GeB8HeB8EeC8Je0AJvhFFiBTjBfsBWtByq?BxvB,v115@9gB8HeC8GeB8HeB8EeC8JelAJvhFRiB+oB3nBTqB0r?BirB,v115@9gB8HeC8GeB8HeB8EeC8JexAJvhFVnBUmBXoBGoBTq?BywB,v115@9gB8HeC8GeB8HeB8EeC8JefIJvhF6oBRmBmlBUnBTq?B1wB,v115@9gB8HeC8GeB8HeB8EeC8JexAJvhFziB+oB3lByvBFs?B8rB,v115@9gB8HeC8GeB8HeB8EeC8JexAJvhFUmBFnBXoBGoBTq?BywB,v115@9gB8HeC8GeB8HeB8EeC8JemAJvhFcqB3mBCoBFnBTo?BRwB,v115@9gB8HeC8GeB8HeB8EeC8JezCJvhF+oBRmBilBUnB3q?B1wB,v115@9gB8HeC8GeB8HeB8EeC8JeWIJvhFRmBlmBToBiqBXs?B0qB,v115@9gB8HeC8GeB8HeB8EeC8JeRGJvhFCoB3lBFnBToB0r?B2vB,v115@9gB8HeC8GeB8HeB8EeC8JeTDJvhFGmBiqBxsBcsBlq?B3rB,v115@9gB8HeC8GeB8HeB8EeC8JeVGJvhFUiBXoBGoBxqByw?BTqB
LTZOSJI,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LTOIJSZ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LTOIJZS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOISJZ,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LTOISZJ,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LTOIZJS,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOIZSJ,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LTOJISZ,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
LTOJIZS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOJSIZ,O,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X
LTOJSZI,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LTOJZIS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOJZSI,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LTOSIJZ,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LTOSIZJ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LTOSJIZ,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X
LTOSJZI,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
LTOSZIJ,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
LTOSZJI,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LTOZIJS,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOZISJ,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
LTOZJIS,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOZJSI,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LTOZSIJ,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
LTOZSJI,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LITJSZO,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O
LITJSOZ,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
LITJZSO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LITJZOS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LITJOSZ,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LITJOZS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LITSJZO,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O
LITSJOZ,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X
LITSZJO,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,O
LITSZOJ,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,O
LITSOJZ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LITSOZJ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
LITZJSO,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,O
LITZJOS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LITZSJO,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,O
LITZSOJ,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,O
LITZOJS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LITZOSJ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
LITOJSZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LITOJZS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LITOSJZ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LITOSZJ,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
LITOZJS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LITOZSJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LIJTSZO,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
LIJTSOZ,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LIJTZSO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LIJTZOS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LIJTOSZ,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LIJTOZS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LIJSTZO,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O
LIJSTOZ,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X
LIJSZTO,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
LIJSZOT,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,O,X
LIJSOTZ,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X
LIJSOZT,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X
LIJZTSO,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LIJZTOS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LIJZSTO,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
LIJZSOT,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,O,X
LIJZOTS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LIJZOST,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,O,X
LIJOTSZ,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LIJOTZS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LIJOSTZ,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LIJOSZT,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X
LIJOZTS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LIJOZST,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X
LISTJZO,X,X,X,X,X,O,X,X,O,O,X,X,X,O,X,X,O
LISTJOZ,X,X,X,O,X,O,X,X,O,O,X,X,X,O,X,X,X
LISTZJO,X,X,X,X,X,O,X,O,O,X,X,O,X,X,X,X,O
LISTZOJ,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,O
LISTOJZ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LISTOZJ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
LISJTZO,X,X,X,X,X,O,X,X,X,O,X,X,X,O,X,X,O
LISJTOZ,X,X,X,O,X,O,X,X,X,O,X,X,X,O,X,X,X
LISJZTO,X,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X
LISJZOT,X,X,X,O,X,O,X,X,X,X,X,O,X,O,X,O,X
LISJOTZ,X,X,X,O,X,O,X,X,X,O,X,X,X,O,X,X,X
LISJOZT,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,O,X
LISZTJO,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,O
LISZTOJ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
LISZJTO,X,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X
LISZJOT,X,O,X,O,X,O,X,X,X,X,X,O,X,O,X,X,X
LISZOTJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISZOJT,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LISOTJZ,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LISOTZJ,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
LISOJTZ,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X
LISOJZT,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X
LISOZTJ,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LISOZJT,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
LIZTJSO,X,X,X,X,X,X,X,O,X,X,X,O,X,X,O,X,O
LIZTJOS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LIZTSJO,X,X,X,X,X,X,X,O,X,X,X,O,X,X,O,X,O
LIZTSOJ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O
LIZTOJS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LIZTOSJ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O
LIZJTSO,X,X,X,X,X,X,X,O,X,X,X,O,X,X,O,X,X
LIZJTOS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X
LIZJSTO,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X
LIZJSOT,X,O,X,X,X,O,X,X,X,X,X,O,X,X,O,O,X
LIZJOTS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X
LIZJOST,X,O,X,X,X,O,X,X,X,X,X,O,X,X,O,O,X
LIZSTJO,X,X,X,X,X,O,X,O,X,X,X,O,X,X,O,X,O
LIZSTOJ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O
LIZSJTO,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X
LIZSJOT,X,O,X,O,X,O,X,X,X,X,X,O,X,X,O,X,X
LIZSOTJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LIZSOJT,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
LIZOTJS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LIZOTSJ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X
LIZOJTS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X
LIZOJST,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,O,X
LIZOSTJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LIZOSJT,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
LIOTJSZ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LIOTJZS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LIOTSJZ,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LIOTSZJ,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
LIOTZJS,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOTZSJ,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O
LIOJTSZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOJTZS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LIOJSTZ,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LIOJSZT,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
LIOJZTS,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
LIOJZST,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
LIOSTJZ,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LIOSTZJ,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
LIOSJTZ,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LIOSJZT,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
LIOSZTJ,O,O,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X
LIOSZJT,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
LIOZTJS,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOZTSJ,O,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X
LIOZJTS,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
LIOZJST,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X
LIOZSTJ,O,O,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X
LIOZSJT,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
LJTISZO,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
LJTISOZ,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
LJTIZSO,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LJTIZOS,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
LJTIOSZ,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X
LJTIOZS,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
LJTSIZO,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
LJTSIOZ,X,X,X,X,X,X,O,X,O,O,X,X,O,X,X,X,X
LJTSZIO,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
LJTSZOI,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
LJTSOIZ,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X
LJTSOZI,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJTZISO,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X
LJTZIOS,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LJTZSIO,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
LJTZSOI,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
LJTZOIS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTZOSI,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJTOISZ,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X
LJTOIZS,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LJTOSIZ,X,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X
LJTOSZI,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LJTOZIS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTOZSI,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LJITSZO,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
LJITSOZ,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJITZSO,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O
LJITZOS,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
LJITOSZ,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJITOZS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LJISTZO,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O
LJISTOZ,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X
LJISZTO,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
LJISZOT,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,O,X
LJISOTZ,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X
LJISOZT,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X
LJIZTSO,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
LJIZTOS,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
LJIZSTO,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X
LJIZSOT,X,O,X,X,O,O,X,X,X,X,X,O,X,X,X,O,X
LJIZOTS,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
LJIZOST,X,O,X,X,O,O,X,X,X,X,X,O,X,X,X,O,X
LJIOTSZ,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJIOTZS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LJIOSTZ,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LJIOSZT,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X
LJIOZTS,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
LJIOZST,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X
LJSTIZO,X,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X,X
LJSTIOZ,X,X,X,O,X,X,O,X,O,O,X,X,X,O,X,X,X
LJSTZIO,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
LJSTZOI,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
LJSTOIZ,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
LJSTOZI,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
LJSITZO,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,O
LJSITOZ,X,X,X,O,X,X,O,X,X,O,X,X,X,O,X,X,X
LJSIZTO,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LJSIZOT,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X
LJSIOTZ,X,X,X,O,X,X,O,X,X,O,X,X,X,O,X,X,X
LJSIOZT,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,O,X
LJSZTIO,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
LJSZTOI,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
LJSZITO,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X
LJSZIOT,X,O,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X
LJSZOTI,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
LJSZOIT,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSOTIZ,X,X,X,O,X,X,O,X,O,O,X,X,X,X,X,X,X
LJSOTZI,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X
LJSOITZ,X,X,X,O,X,X,O,X,O,O,X,X,X,O,X,X,X
LJSOIZT,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X
LJSOZTI,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X
LJSOZIT,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LJZTISO,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X
LJZTIOS,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LJZTSIO,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
LJZTSOI,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
LJZTOIS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZTOSI,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJZITSO,X,X,X,X,O,X,X,O,X,X,X,O,X,X,O,X,X
LJZITOS,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,O,X
LJZISTO,X,X,X,X,O,O,X,X,X,X,X,O,X,X,O,X,X
LJZISOT,X,O,X,X,O,O,X,X,X,X,X,O,X,X,O,O,X
LJZIOTS,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,O,X
LJZIOST,X,O,X,X,O,O,X,X,X,X,X,O,X,X,O,O,X
LJZSTIO,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
LJZSTOI,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
LJZSITO,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LJZSIOT,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LJZSOTI,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJZSOIT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZOTIS,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LJZOTSI,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJZOITS,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LJZOIST,X,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X
LJZOSTI,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJZOSIT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOTISZ,X,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X
LJOTIZS,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
LJOTSIZ,X,X,X,X,X,X,O,X,O,O,X,X,O,X,X,X,X
LJOTSZI,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LJOTZIS,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LJOTZSI,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LJOITSZ,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJOITZS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LJOISTZ,X,X,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X
LJOISZT,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X
LJOIZTS,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X
LJOIZST,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,O,X
LJOSTIZ,X,X,X,O,X,X,O,X,O,O,X,X,X,X,X,X,X
LJOSTZI,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X
LJOSITZ,X,X,X,O,X,X,O,X,O,O,X,X,X,X,X,X,X
LJOSIZT,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LJOSZTI,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X
LJOSZIT,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LJOZTIS,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LJOZTSI,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X
LJOZITS,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LJOZIST,X,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X
LJOZSTI,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X
LJOZSIT,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LSTIJZO,X,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O
LSTIJOZ,X,X,X,O,X,X,X,X,O,O,X,X,X,O,X,X,X
LSTIZJO,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,O
LSTIZOJ,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,O
LSTIOJZ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LSTIOZJ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
LSTJIZO,X,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X,X
LSTJIOZ,X,X,X,O,X,X,X,X,O,O,X,X,X,O,X,X,X
LSTJZIO,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
LSTJZOI,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
LSTJOIZ,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
LSTJOZI,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
LSTZIJO,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
LSTZIOJ,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
LSTZJIO,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X
LSTZJOI,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X
LSTZOIJ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LSTZOJI,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LSTOIJZ,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LSTOIZJ,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
LSTOJIZ,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X
LSTOJZI,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X
LSTOZIJ,X,X,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X
LSTOZJI,X,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X
LSITJZO,X,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O
LSITJOZ,X,X,X,O,X,X,X,X,O,O,X,X,X,O,X,X,X
LSITZJO,X,X,O,X,X,X,X,O,O,X,X,O,X,X,X,X,O
LSITZOJ,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,O
LSITOJZ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LSITOZJ,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O
LSIJTZO,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,O
LSIJTOZ,X,X,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X
LSIJZTO,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X
LSIJZOT,X,X,X,O,X,X,X,X,X,X,X,O,X,O,X,O,X
LSIJOTZ,X,X,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X
LSIJOZT,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X
LSIZTJO,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,O
LSIZTOJ,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O
LSIZJTO,X,X,O,X,X,X,X,X,X,X,X,O,X,O,X,X,X
LSIZJOT,X,O,O,O,X,X,X,X,X,X,X,O,X,O,X,X,X
LSIZOTJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSIZOJT,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LSIOTJZ,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LSIOTZJ,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O
LSIOJTZ,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X
LSIOJZT,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X
LSIOZTJ,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LSIOZJT,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
