sequence,v115@WhB8BeD8AeF8Jei/IvhFzgBRiBcoB3kBGnBlqB,v115@WhB8BeD8AeF8Jei/IvhFWmBxhBTjB3kB0nBlqB,v115@WhB8BeD8AeF8JeOEJvhF8kBzgBCiBxnBXoBlqB,v115@WhB8BeD8AeF8JeOEJvhFlgBCiBzkB8qBxsBXtB,v115@WhB8BeD8AeF8JeT/IvhFlgBWnBxiBypB8qBXtB,v115@WhB8BeD8AeF8JeWHJvhFxiBikBzlBXoB0kBlqB,v115@WhB8BeD8AeF8Je2EJvhFChBTjBxmB3kB0nBlqB,v115@WhB8BeD8AeF8JeKEJvhFxhBTjBFlBXmB0nBGqB,v115@WhB8BeD8AeF8JeKEJvhFTjBFlBxmBXmB0nBGqB,v115@WhB8BeD8AeF8Je2EJvhFTjB1qBxmB3kB0nBCrB
STIJZLO,O,O,X,X,O,X,X,X,X,X
STIJZOL,O,O,X,X,O,X,X,X,X,X
STIJOLZ,O,O,X,X,X,O,O,X,X,O
STIJOZL,O,O,X,X,X,X,X,X,X,O
STIZLJO,O,O,O,X,O,X,X,O,X,X
STIZLOJ,O,O,O,X,O,X,X,O,X,X
STIZJLO,O,O,O,X,O,X,X,X,X,X
STIZJOL,O,O,O,X,O,X,X,X,X,X
STIZOLJ,O,O,O,X,O,X,X,O,X,X
STIZOJL,O,O,O,X,O,X,X,X,X,X
STIOLJZ,O,O,X,X,X,O,O,X,X,X
STIOLZJ,O,X,O,X,X,X,X,X,X,X
STIOJLZ,O,O,X,X,X,O,O,X,X,O
STIOJZL,O,O,X,X,X,X,X,X,X,O
STIOZLJ,O,X,O,X,X,X,X,X,X,X
STIOZJL,O,X,O,X,X,X,X,X,X,X
STLIJZO,O,O,X,X,O,X,X,O,X,X
STLIJOZ,O,O,X,X,O,O,O,X,X,X
STLIZJO,O,O,O,X,O,X,X,O,X,X
STLIZOJ,O,O,O,X,O,X,X,O,X,X
STLIOJZ,O,O,X,X,O,O,O,X,X,X
STLIOZJ,O,X,O,X,O,X,X,O,X,X
STLJIZO,O,O,X,X,O,X,X,O,X,X
STLJIOZ,O,O,X,X,O,O,O,X,X,X
STLJZIO,O,O,X,X,O,X,X,O,X,X
STLJZOI,O,O,X,X,O,X,X,O,X,X
STLJOIZ,O,O,X,X,O,O,O,X,X,X
STLJOZI,O,O,X,X,O,O,X,X,X,X
STLZIJO,O,O,O,X,O,X,X,O,X,X
STLZIOJ,O,O,O,X,O,X,X,O,X,X
STLZJIO,O,O,O,X,O,X,X,O,X,X
STLZJOI,O,O,O,X,O,X,X,O,X,X
STLZOIJ,O,O,O,X,O,X,X,O,X,X
STLZOJI,O,O,O,X,O,X,X,O,X,X
STLOIJZ,O,O,X,X,O,O,O,X,X,X
STLOIZJ,O,X,O,X,O,X,X,O,X,X
STLOJIZ,O,O,X,X,O,O,O,X,X,X
STLOJZI,O,O,X,X,O,O,X,X,X,X
STLOZIJ,O,O,O,X,O,X,X,O,X,X
STLOZJI,O,O,O,X,O,X,X,O,X,X
STJILZO,O,O,X,X,O,X,X,X,X,X
STJILOZ,O,O,X,X,O,O,O,X,X,X
STJIZLO,O,O,X,X,O,X,X,X,X,X
STJIZOL,O,O,X,X,O,X,X,X,X,X
STJIOLZ,O,O,X,X,X,O,O,X,X,O
STJIOZL,O,O,X,X,X,X,X,X,X,O
STJLIZO,O,O,X,X,O,X,X,X,X,X
STJLIOZ,O,O,X,X,O,O,O,X,X,X
STJLZIO,O,O,X,X,O,X,X,X,X,X
STJLZOI,O,O,X,X,O,X,X,X,X,X
STJLOIZ,O,O,X,X,O,O,O,X,X,X
STJLOZI,O,O,X,X,O,O,X,X,X,X
STJZILO,O,O,X,X,O,X,X,X,X,X
STJZIOL,O,O,X,X,O,X,X,X,X,X
STJZLIO,O,O,X,X,O,X,X,X,X,X
STJZLOI,O,O,X,X,O,X,X,X,X,X
STJZOIL,O,O,X,X,O,X,X,X,X,X
STJZOLI,O,O,X,X,O,X,X,X,X,X
STJOILZ,O,O,X,X,X,O,O,X,X,O
STJOIZL,O,O,X,X,X,X,X,X,X,O
STJOLIZ,O,O,X,X,X,O,O,X,X,X
STJOLZI,O,O,X,X,X,O,X,X,X,X
STJOZIL,O,O,X,X,X,X,X,X,X,X
STJOZLI,O,O,X,X,X,X,X,X,X,X
STZILJO,O,O,O,X,O,X,X,O,X,X
STZILOJ,O,O,O,X,O,X,X,O,X,X
STZIJLO,O,O,O,X,O,X,X,X,X,X
STZIJOL,O,O,O,X,O,X,X,X,X,X
STZIOLJ,O,O,O,X,O,X,X,O,X,X
STZIOJL,O,O,O,X,O,X,X,X,X,X
STZLIJO,O,O,O,X,O,X,X,O,X,X
STZLIOJ,O,O,O,X,O,X,X,O,X,X
STZLJIO,O,O,O,X,O,X,X,O,X,X
STZLJOI,O,O,O,X,O,X,X,O,X,X
STZLOIJ,O,O,O,X,O,X,X,O,X,X
STZLOJI,O,O,O,X,O,X,X,O,X,X
STZJILO,O,O,O,X,O,X,X,X,X,X
STZJIOL,O,O,O,X,O,X,X,X,X,X
STZJLIO,O,O,O,X,O,X,X,X,X,X
STZJLOI,O,O,O,X,O,X,X,X,X,X
STZJOIL,O,O,O,X,O,X,X,X,X,X
STZJOLI,O,O,O,X,O,X,X,X,X,X
STZOILJ,O,O,O,X,O,X,X,O,X,X
STZOIJL,O,O,O,X,O,X,X,X,X,X
STZOLIJ,O,O,O,X,O,X,X,O,X,X
STZOLJI,O,O,O,X,O,X,X,O,X,X
STZOJIL,O,O,O,X,O,X,X,X,X,X
STZOJLI,O,O,O,X,O,X,X,X,X,X
STOILJZ,O,O,X,X,X,O,O,X,X,X
STOILZJ,O,X,O,X,X,X,X,X,X,X
STOIJLZ,O,O,X,X,X,O,O,X,X,O
STOIJZL,O,O,X,X,X,X,X,X,X,O
STOIZLJ,O,X,O,X,X,X,X,X,X,X
STOIZJL,O,X,O,X,X,X,X,X,X,X
STOLIJZ,O,O,X,X,X,O,O,X,X,X
STOLIZJ,O,X,O,X,X,X,X,X,X,X
STOLJIZ,O,O,X,X,X,O,O,X,X,X
STOLJZI,O,O,X,X,X,O,X,X,X,X
STOLZIJ,O,O,O,X,X,X,X,X,X,X
STOLZJI,O,O,O,X,X,X,X,X,X,X
STOJILZ,O,O,X,X,X,O,O,X,X,O
STOJIZL,O,O,X,X,X,X,X,X,X,O
STOJLIZ,O,O,X,X,X,O,O,X,X,X
STOJLZI,O,O,X,X,X,O,X,X,X,X
STOJZIL,O,O,X,X,X,X,X,X,X,X
STOJZLI,O,O,X,X,X,X,X,X,X,X
STOZILJ,O,O,O,X,X,X,X,X,X,X
STOZIJL,O,O,O,X,X,X,X,X,X,X
STOZLIJ,O,O,O,X,X,X,X,X,X,X
STOZLJI,O,O,O,X,X,X,X,X,X,X
STOZJIL,O,O,O,X,X,X,X,X,X,X
STOZJLI,O,O,O,X,X,X,X,X,X,X
SITLJZO,O,O,X,X,O,X,X,O,X,X
SITLJOZ,O,O,X,X,O,O,O,X,X,X
SITLZJO,O,O,O,X,O,X,X,O,X,X
SITLZOJ,O,O,O,X,O,X,X,O,X,X
SITLOJZ,O,O,X,X,O,O,O,X,X,X
SITLOZJ,O,X,O,X,O,X,X,O,X,X
SITJLZO,O,O,X,X,O,X,X,X,X,X
SITJLOZ,O,O,X,X,O,O,O,X,X,X
SITJZLO,O,O,X,X,O,X,X,X,X,X
SITJZOL,O,O,X,X,O,X,X,X,X,X
SITJOLZ,O,O,X,X,X,O,O,X,X,O
SITJOZL,O,O,X,X,X,X,X,X,X,O
SITZLJO,O,O,O,X,O,X,X,O,X,X
SITZLOJ,O,O,O,X,O,X,X,O,X,X
SITZJLO,O,O,O,X,O,X,X,X,X,X
SITZJOL,O,O,O,X,O,X,X,X,X,X
SITZOLJ,O,O,O,X,O,X,X,O,X,X
SITZOJL,O,O,O,X,O,X,X,X,X,X
SITOLJZ,O,O,X,X,X,O,O,X,X,X
SITOLZJ,O,X,O,X,X,X,X,X,X,X
SITOJLZ,O,O,X,X,X,O,O,X,X,O
SITOJZL,O,O,X,X,X,X,X,X,X,O
SITOZLJ,O,X,O,X,X,X,X,X,X,X
SITOZJL,O,X,O,X,X,X,X,X,X,X
SILTJZO,O,O,X,X,O,X,X,O,X,X
SILTJOZ,O,O,X,X,O,O,X,X,X,X
SILTZJO,O,O,O,X,O,X,X,O,X,X
SILTZOJ,O,O,O,X,O,X,X,O,X,X
SILTOJZ,O,O,X,X,O,O,X,X,O,X
SILTOZJ,O,X,O,X,O,X,X,O,O,X
SILJTZO,O,O,X,X,O,X,X,O,X,X
SILJTOZ,O,O,X,X,O,O,X,X,X,X
SILJZTO,O,O,O,X,O,X,X,O,X,X
SILJZOT,O,O,X,X,O,O,X,O,X,X
SILJOTZ,X,O,X,X,O,O,X,X,X,X
SILJOZT,X,O,X,O,O,O,X,X,X,X
SILZTJO,O,O,O,X,O,X,X,O,X,X
SILZTOJ,O,O,O,O,O,X,X,O,X,X
SILZJTO,O,O,O,X,O,X,X,O,X,X
SILZJOT,O,O,X,X,O,O,X,O,X,X
SILZOTJ,O,O,X,O,O,X,X,O,X,X
SILZOJT,O,O,X,O,O,O,X,O,X,X
SILOTJZ,X,O,X,X,O,O,X,X,O,X
SILOTZJ,X,X,X,X,O,X,X,O,O,X
SILOJTZ,X,O,X,X,O,O,X,X,X,X
SILOJZT,X,O,X,O,O,O,X,X,X,X
SILOZTJ,X,X,X,O,O,X,X,O,X,X
SILOZJT,X,X,X,O,O,O,X,O,X,X
SIJTLZO,O,O,X,X,O,X,X,X,X,X
SIJTLOZ,O,O,X,X,O,O,X,X,X,X
SIJTZLO,O,O,X,X,O,X,X,X,X,X
SIJTZOL,O,O,X,X,O,X,X,X,X,X
SIJTOLZ,O,O,X,X,X,O,X,X,X,X
SIJTOZL,O,X,X,X,X,X,X,X,X,X
SIJLTZO,O,O,X,X,O,X,X,O,X,X
SIJLTOZ,O,O,X,X,O,O,X,X,X,X
SIJLZTO,O,O,O,X,O,X,X,O,X,X
SIJLZOT,O,O,X,X,O,O,X,O,X,X
SIJLOTZ,X,O,X,X,O,O,X,X,X,X
SIJLOZT,X,O,X,O,O,O,X,X,X,X
SIJZTLO,O,O,O,X,O,X,X,X,X,X
SIJZTOL,O,O,O,X,O,X,X,X,X,X
SIJZLTO,O,O,O,X,O,X,X,O,X,X
SIJZLOT,O,O,X,X,O,O,X,O,X,X
SIJZOTL,O,O,X,X,O,X,X,X,X,X
SIJZOLT,O,O,X,X,O,O,X,O,X,X
SIJOTLZ,X,O,X,X,X,O,X,X,X,X
SIJOTZL,X,X,X,X,X,X,X,X,X,X
SIJOLTZ,X,O,X,X,O,O,X,X,X,X
SIJOLZT,X,O,X,O,O,O,X,X,X,X
SIJOZTL,X,O,X,O,O,X,X,X,X,X
SIJOZLT,X,O,X,O,O,O,X,X,X,X
SIZTLJO,O,O,O,X,O,X,X,O,X,X
SIZTLOJ,O,O,O,O,O,X,X,O,X,X
SIZTJLO,O,O,O,X,O,X,X,X,X,X
SIZTJOL,O,O,O,X,O,X,X,X,X,X
SIZTOLJ,O,O,O,O,O,X,X,O,X,X
SIZTOJL,O,O,O,O,O,X,X,X,X,X
SIZLTJO,O,O,O,X,O,X,X,O,X,X
SIZLTOJ,O,O,O,O,O,X,X,O,X,X
SIZLJTO,O,O,O,X,O,X,X,O,X,X
SIZLJOT,O,O,X,X,O,O,X,O,X,X
SIZLOTJ,O,O,X,O,O,X,X,O,X,X
SIZLOJT,O,O,X,O,O,O,X,O,X,X
SIZJTLO,O,O,O,X,O,X,X,X,X,X
SIZJTOL,O,O,O,X,O,X,X,X,X,X
SIZJLTO,O,O,O,X,O,X,X,O,X,X
SIZJLOT,O,O,X,X,O,O,X,O,X,X
SIZJOTL,O,O,X,X,O,X,X,X,X,X
SIZJOLT,O,O,X,X,O,O,X,O,X,X
SIZOTLJ,O,O,X,O,O,X,X,O,X,X
SIZOTJL,O,O,X,O,O,X,X,X,X,X
SIZOLTJ,O,O,X,O,O,X,X,O,X,X
SIZOLJT,O,O,X,O,O,O,X,O,X,X
SIZOJTL,O,O,X,O,O,X,X,X,X,X
SIZOJLT,O,O,X,O,O,O,X,O,X,X
SIOTLJZ,X,O,X,X,X,O,O,X,X,X
SIOTLZJ,X,X,X,X,X,X,X,X,X,X
SIOTJLZ,X,O,X,X,X,O,O,X,X,O
SIOTJZL,X,O,X,X,X,X,X,X,X,O
SIOTZLJ,X,X,X,X,X,X,X,X,X,X
SIOTZJL,X,X,X,X,X,X,X,X,X,X
SIOLTJZ,X,O,X,X,O,O,X,X,O,X
SIOLTZJ,X,X,X,X,O,X,X,O,O,X
SIOLJTZ,X,O,X,X,O,O,X,X,X,X
SIOLJZT,X,O,X,O,O,O,X,X,X,X
SIOLZTJ,X,X,X,O,O,X,X,O,X,X
SIOLZJT,X,X,X,O,O,O,X,O,X,X
SIOJTLZ,X,O,X,X,X,O,X,X,X,X
SIOJTZL,X,X,X,X,X,X,X,X,X,X
SIOJLTZ,X,O,X,X,O,O,X,X,X,X
SIOJLZT,X,O,X,O,O,O,X,X,X,X
SIOJZTL,X,X,X,O,O,X,X,X,X,X
SIOJZLT,X,O,X,O,O,O,X,X,X,X
SIOZTLJ,X,X,X,O,O,X,X,O,X,X
SIOZTJL,X,X,X,O,O,X,X,X,X,X
SIOZLTJ,X,X,X,O,O,X,X,O,X,X
SIOZLJT,X,X,X,O,O,O,X,O,X,X
SIOZJTL,X,X,X,O,O,X,X,X,X,X
SIOZJLT,X,X,X,O,O,O,X,O,X,X
SLTIJZO,O,O,X,X,O,X,X,O,X,X
SLTIJOZ,O,O,X,X,O,O,X,X,X,X
SLTIZJO,O,O,O,X,O,X,X,O,X,X
SLTIZOJ,O,O,O,X,O,X,X,O,X,X
SLTIOJZ,O,O,X,X,O,O,X,X,O,X
SLTIOZJ,O,X,O,X,O,X,X,O,O,X
SLTJIZO,O,O,X,X,O,X,X,O,X,X
SLTJIOZ,O,O,X,X,O,O,X,X,X,X
SLTJZIO,O,O,X,X,O,X,X,O,X,X
SLTJZOI,O,O,X,X,O,X,X,O,X,X
SLTJOIZ,O,O,X,X,O,O,X,X,X,X
SLTJOZI,O,O,X,X,O,O,X,X,X,X
SLTZIJO,O,O,O,X,O,X,X,O,X,X
SLTZIOJ,O,O,O,X,O,X,X,O,X,X
SLTZJIO,O,O,O,X,O,X,X,O,X,X
SLTZJOI,O,O,O,X,O,X,X,O,X,X
SLTZOIJ,O,O,O,X,O,X,X,O,X,X
SLTZOJI,O,O,O,X,O,X,X,O,X,X
SLTOIJZ,O,O,X,X,O,O,X,X,O,X
SLTOIZJ,O,X,O,X,O,X,X,O,O,X
SLTOJIZ,O,O,X,X,O,O,X,X,X,X
SLTOJZI,O,O,X,X,O,O,X,X,X,X
SLTOZIJ,O,O,O,X,O,X,X,O,X,X
SLTOZJI,O,O,O,X,O,X,X,O,X,X
SLITJZO,O,O,X,X,O,X,X,O,X,X
SLITJOZ,O,O,X,X,O,O,X,X,X,X
SLITZJO,O,O,O,X,O,X,X,O,X,X
SLITZOJ,O,O,O,X,O,X,X,O,X,X
SLITOJZ,O,O,X,X,O,O,X,X,O,X
SLITOZJ,O,X,O,X,O,X,X,O,O,X
SLIJTZO,O,O,X,X,O,X,X,O,X,X
SLIJTOZ,O,O,X,X,O,O,X,X,X,X
SLIJZTO,O,O,O,X,O,X,X,O,X,X
SLIJZOT,O,O,X,X,O,O,X,O,X,X
SLIJOTZ,X,O,X,X,O,O,X,X,X,X
SLIJOZT,X,O,X,O,O,O,X,X,X,X
SLIZTJO,O,O,O,X,O,X,X,O,X,X
SLIZTOJ,O,O,O,O,O,X,X,O,X,X
SLIZJTO,O,O,O,X,O,X,X,O,X,X
SLIZJOT,O,O,X,X,O,O,X,O,X,X
SLIZOTJ,O,O,X,O,O,X,X,O,X,X
SLIZOJT,O,O,X,O,O,O,X,O,X,X
SLIOTJZ,X,O,X,X,O,O,X,X,O,X
SLIOTZJ,X,X,X,X,O,X,X,O,O,X
SLIOJTZ,X,O,X,X,O,O,X,X,X,X
SLIOJZT,X,O,X,O,O,O,X,X,X,X
SLIOZTJ,X,X,X,O,O,X,X,O,X,X
SLIOZJT,X,X,X,O,O,O,X,O,X,X
SLJTIZO,O,O,X,X,O,X,X,O,X,X
SLJTIOZ,O,O,X,X,O,O,X,X,X,X
SLJTZIO,O,O,X,X,O,X,X,O,X,X
SLJTZOI,O,O,X,X,O,X,X,O,X,X
SLJTOIZ,O,O,X,X,O,O,X,X,X,X
SLJTOZI,O,O,X,X,O,O,X,X,X,X
SLJITZO,O,O,X,X,O,X,X,O,X,X
SLJITOZ,O,O,X,X,O,O,X,X,X,X
SLJIZTO,O,O,O,X,O,X,X,O,X,X
SLJIZOT,O,O,X,X,O,O,X,O,X,X
SLJIOTZ,X,O,X,X,O,O,X,X,X,X
SLJIOZT,X,O,X,O,O,O,X,X,X,X
SLJZTIO,O,O,O,X,O,X,X,O,X,X
SLJZTOI,O,O,O,X,O,X,X,O,X,X
SLJZITO,O,O,O,X,O,X,X,O,X,X
SLJZIOT,O,O,X,X,O,O,X,O,X,X
SLJZOTI,O,O,X,X,O,O,X,O,X,X
SLJZOIT,O,O,X,X,O,O,X,O,X,X
SLJOTIZ,O,O,X,X,O,O,X,X,X,X
SLJOTZI,O,O,X,X,O,O,X,X,X,X
SLJOITZ,X,O,X,X,O,O,X,X,X,X
SLJOIZT,X,O,X,O,O,O,X,X,X,X
SLJOZTI,O,O,X,O,O,O,X,X,X,X
SLJOZIT,O,O,X,O,O,O,X,X,X,X
SLZTIJO,O,O,O,X,O,X,X,O,X,X
SLZTIOJ,O,O,O,O,O,X,X,O,X,X
SLZTJIO,O,O,O,X,O,X,X,O,X,X
SLZTJOI,O,O,O,X,O,X,X,O,X,X
SLZTOIJ,O,O,O,O,O,X,X,O,X,X
SLZTOJI,O,O,O,O,O,X,X,O,X,X
SLZITJO,O,O,O,X,O,X,X,O,X,X
SLZITOJ,O,O,O,O,O,X,X,O,X,X
SLZIJTO,O,O,O,X,O,X,X,O,X,X
SLZIJOT,O,O,X,X,O,O,X,O,X,X
SLZIOTJ,O,O,X,O,O,X,X,O,X,X
SLZIOJT,O,O,X,O,O,O,X,O,X,X
SLZJTIO,O,O,O,X,O,X,X,O,X,X
SLZJTOI,O,O,O,X,O,X,X,O,X,X
SLZJITO,O,O,O,X,O,X,X,O,X,X
SLZJIOT,O,O,X,X,O,O,X,O,X,X
SLZJOTI,O,O,X,X,O,O,X,O,X,X
SLZJOIT,O,O,X,X,O,O,X,O,X,X
SLZOTIJ,O,O,X,O,O,X,X,O,X,X
SLZOTJI,O,O,X,O,O,X,X,O,X,X
SLZOITJ,O,O,X,O,O,X,X,O,X,X
SLZOIJT,O,O,X,O,O,O,X,O,X,X
SLZOJTI,O,O,X,O,O,O,X,O,X,X
SLZOJIT,O,O,X,O,O,O,X,O,X,X
SLOTIJZ,O,O,X,X,O,O,X,X,O,X
SLOTIZJ,O,X,X,X,O,X,X,O,O,X
SLOTJIZ,O,O,X,X,O,O,X,X,X,X
SLOTJZI,O,O,X,X,O,O,X,X,X,X
SLOTZIJ,O,O,X,X,O,X,X,O,X,X
SLOTZJI,O,O,X,X,O,X,X,O,X,X
SLOITJZ,X,O,X,X,O,O,X,X,O,X
SLOITZJ,X,X,X,X,O,X,X,O,O,X
SLOIJTZ,X,O,X,X,O,O,X,X,X,X
SLOIJZT,X,O,X,O,O,O,X,X,X,X
SLOIZTJ,X,X,X,O,O,X,X,O,X,X
SLOIZJT,X,X,X,O,O,O,X,O,X,X
SLOJTIZ,O,O,X,X,O,O,X,X,X,X
SLOJTZI,O,O,X,X,O,O,X,X,X,X
SLOJITZ,X,O,X,X,O,O,X,X,X,X
SLOJIZT,X,O,X,O,O,O,X,X,X,X
SLOJZTI,O,O,X,O,O,O,X,X,X,X
SLOJZIT,O,O,X,O,O,O,X,X,X,X
SLOZTIJ,O,O,X,O,O,X,X,O,X,X
SLOZTJI,O,O,X,O,O,X,X,O,X,X
SLOZITJ,O,O,X,O,O,X,X,O,X,X
SLOZIJT,O,O,X,O,O,O,X,O,X,X
SLOZJTI,O,O,X,O,O,O,X,O,X,X
SLOZJIT,O,O,X,O,O,O,X,O,X,X
SJTILZO,O,O,X,X,O,X,X,X,X,X
SJTILOZ,O,O,X,X,O,O,X,X,X,X
SJTIZLO,O,O,X,X,O,X,X,X,X,X
SJTIZOL,O,O,X,X,O,X,X,X,X,X
SJTIOLZ,O,O,X,X,X,O,X,X,X,X
SJTIOZL,O,O,X,X,X,X,X,X,X,X
SJTLIZO,O,O,X,X,O,X,X,X,X,X
SJTLIOZ,O,O,X,X,O,O,X,X,X,X
SJTLZIO,O,O,X,X,O,X,X,X,X,X
SJTLZOI,O,O,X,X,O,X,X,X,X,X
SJTLOIZ,O,O,X,X,O,O,X,X,X,X
SJTLOZI,O,O,X,X,O,O,X,X,X,X
SJTZILO,O,O,X,X,O,X,X,X,X,X
SJTZIOL,O,O,X,X,O,X,X,X,X,X
SJTZLIO,O,O,X,X,O,X,X,X,X,X
SJTZLOI,O,O,X,X,O,X,X,X,X,X
SJTZOIL,O,O,X,X,O,X,X,X,X,X
SJTZOLI,O,O,X,X,O,X,X,X,X,X
SJTOILZ,O,O,X,X,X,O,X,X,X,X
SJTOIZL,O,O,X,X,X,X,X,X,X,X
SJTOLIZ,O,O,X,X,X,O,X,X,X,X
SJTOLZI,O,O,X,X,X,O,X,X,X,X
SJTOZIL,O,O,X,X,X,X,X,X,X,X
SJTOZLI,O,O,X,X,X,X,X,X,X,X
SJITLZO,O,O,X,X,O,X,X,X,X,X
SJITLOZ,O,O,X,X,O,O,X,X,X,X
SJITZLO,O,O,X,X,O,X,X,X,X,X
SJITZOL,O,O,X,X,O,X,X,X,X,X
SJITOLZ,O,O,X,X,X,O,X,X,X,X
SJITOZL,O,X,X,X,X,X,X,X,X,X
SJILTZO,O,O,X,X,O,X,X,O,X,X
SJILTOZ,O,O,X,X,O,O,X,X,X,X
SJILZTO,O,O,O,X,O,X,X,O,X,X
SJILZOT,O,O,X,X,O,O,X,O,X,X
SJILOTZ,X,O,X,X,O,O,X,X,X,X
SJILOZT,X,O,X,O,O,O,X,X,X,X
SJIZTLO,O,O,O,X,O,X,X,X,X,X
SJIZTOL,O,O,O,X,O,X,X,X,X,X
SJIZLTO,O,O,O,X,O,X,X,O,X,X
SJIZLOT,O,O,X,X,O,O,X,O,X,X
SJIZOTL,O,O,X,X,O,X,X,X,X,X
SJIZOLT,O,O,X,X,O,O,X,O,X,X
SJIOTLZ,X,O,X,X,X,O,X,X,X,X
SJIOTZL,X,X,X,X,X,X,X,X,X,X
SJIOLTZ,X,O,X,X,O,O,X,X,X,X
SJIOLZT,X,O,X,O,O,O,X,X,X,X
SJIOZTL,X,O,X,O,O,X,X,X,X,X
SJIOZLT,X,O,X,O,O,O,X,X,X,X
SJLTIZO,O,O,X,X,O,X,X,O,X,X
SJLTIOZ,O,O,X,X,O,O,X,X,X,X
SJLTZIO,O,O,X,X,O,X,X,O,X,X
SJLTZOI,O,O,X,X,O,X,X,O,X,X
SJLTOIZ,O,O,X,X,O,O,X,X,X,X
SJLTOZI,O,O,X,X,O,O,X,X,X,X
SJLITZO,O,O,X,X,O,X,X,O,X,X
SJLITOZ,O,O,X,X,O,O,X,X,X,X
SJLIZTO,O,O,O,X,O,X,X,O,X,X
SJLIZOT,O,O,X,X,O,O,X,O,X,X
SJLIOTZ,X,O,X,X,O,O,X,X,X,X
SJLIOZT,X,O,X,O,O,O,X,X,X,X
SJLZTIO,O,O,O,X,O,X,X,O,X,X
SJLZTOI,O,O,O,X,O,X,X,O,X,X
SJLZITO,O,O,O,X,O,X,X,O,X,X
SJLZIOT,O,O,X,X,O,O,X,O,X,X
SJLZOTI,O,O,X,X,O,O,X,O,X,X
SJLZOIT,O,O,X,X,O,O,X,O,X,X
SJLOTIZ,O,O,X,X,O,O,X,X,X,X
SJLOTZI,O,O,X,X,O,O,X,X,X,X
SJLOITZ,X,O,X,X,O,O,X,X,X,X
SJLOIZT,X,O,X,O,O,O,X,X,X,X
SJLOZTI,O,O,X,O,O,O,X,X,X,X
SJLOZIT,O,O,X,O,O,O,X,X,X,X
SJZTILO,O,O,O,X,O,X,X,X,X,X
SJZTIOL,O,O,O,X,O,X,X,X,X,X
SJZTLIO,O,O,O,X,O,X,X,X,X,X
SJZTLOI,O,O,O,X,O,X,X,X,X,X
SJZTOIL,O,O,O,X,O,X,X,X,X,X
SJZTOLI,O,O,O,X,O,X,X,X,X,X
SJZITLO,O,O,O,X,O,X,X,X,X,X
SJZITOL,O,O,O,X,O,X,X,X,X,X
SJZILTO,O,O,O,X,O,X,X,O,X,X
SJZILOT,O,O,X,X,O,O,X,O,X,X
SJZIOTL,O,O,X,X,O,X,X,X,X,X
SJZIOLT,O,O,X,X,O,O,X,O,X,X
SJZLTIO,O,O,O,X,O,X,X,O,X,X
SJZLTOI,O,O,O,X,O,X,X,O,X,X
SJZLITO,O,O,O,X,O,X,X,O,X,X
SJZLIOT,O,O,X,X,O,O,X,O,X,X
SJZLOTI,O,O,X,X,O,O,X,O,X,X
SJZLOIT,O,O,X,X,O,O,X,O,X,X
SJZOTIL,O,O,X,X,O,X,X,X,X,X
SJZOTLI,O,O,X,X,O,X,X,X,X,X
SJZOITL,O,O,X,X,O,X,X,X,X,X
SJZOILT,O,O,X,X,O,O,X,O,X,X
SJZOLTI,O,O,X,X,O,O,X,O,X,X
SJZOLIT,O,O,X,X,O,O,X,O,X,X
SJOTILZ,O,O,X,X,X,O,X,X,X,X
SJOTIZL,O,O,X,X,X,X,X,X,X,X
SJOTLIZ,O,O,X,X,X,O,X,X,X,X
SJOTLZI,O,O,X,X,X,O,X,X,X,X
SJOTZIL,O,O,X,X,X,X,X,X,X,X
SJOTZLI,O,O,X,X,X,X,X,X,X,X
SJOITLZ,X,O,X,X,X,O,X,X,X,X
SJOITZL,X,X,X,X,X,X,X,X,X,X
SJOILTZ,X,O,X,X,O,O,X,X,X,X
SJOILZT,X,O,X,O,O,O,X,X,X,X
SJOIZTL,X,O,X,O,O,X,X,X,X,X
SJOIZLT,X,O,X,O,O,O,X,X,X,X
SJOLTIZ,O,O,X,X,O,O,X,X,X,X
SJOLTZI,O,O,X,X,O,O,X,X,X,X
SJOLITZ,X,O,X,X,O,O,X,X,X,X
SJOLIZT,X,O,X,O,O,O,X,X,X,X
SJOLZTI,O,O,X,O,O,O,X,X,X,X
SJOLZIT,O,O,X,O,O,O,X,X,X,X
SJOZTIL,O,O,X,O,O,X,X,X,X,X
SJOZTLI,O,O,X,O,O,X,X,X,X,X
SJOZITL,O,O,X,O,O,X,X,X,X,X
SJOZILT,O,O,X,O,O,O,X,X,X,X
SJOZLTI,O,O,X,O,O,O,X,X,X,X
SJOZLIT,O,O,X,O,O,O,X,X,X,X
SZTILJO,O,O,O,X,O,X,X,O,X,X
SZTILOJ,O,O,O,O,O,X,X,O,X,X
SZTIJLO,O,O,O,X,O,X,X,X,X,X
SZTIJOL,O,O,O,X,O,X,X,X,X,X
SZTIOLJ,O,O,O,O,O,X,X,O,X,X
SZTIOJL,O,O,O,O,O,X,X,X,X,X
SZTLIJO,O,O,O,X,O,X,X,O,X,X
SZTLIOJ,O,O,O,O,O,X,X,O,X,X
SZTLJIO,O,O,O,X,O,X,X,O,X,X
SZTLJOI,O,O,O,X,O,X,X,O,X,X
SZTLOIJ,O,O,O,O,O,X,X,O,X,X
SZTLOJI,O,O,O,O,O,X,X,O,X,X
SZTJILO,O,O,O,X,O,X,X,X,X,X
SZTJIOL,O,O,O,X,O,X,X,X,X,X
SZTJLIO,O,O,O,X,O,X,X,X,X,X
