sequence,v115@DhA8EeE8HeB8CeA8CeC8MeT/IvhFxgBunBcoBlpB3q?BSyB,v115@DhA8EeE8HeB8CeA8CeC8MeT/IvhFxgBCjB8sB+tBlp?B3qB,v115@DhA8EeE8HeB8CeA8CeC8MeT/IvhFxgBSoBUoBlpB3q?BWyB,v115@DhA8EeE8HeB8CeA8CeC8MeT/IvhFxgBWoBXoB0pBlq?BSyB,v115@DhA8EeE8HeB8CeA8CeC8MeT/IvhFxgBGjBqsB/tB0p?BlqB,v115@DhA8EeE8HeB8CeA8CeC8MeT/IvhFxgBGjBlpB3qBCt?BUtB,v115@DhA8EeE8HeB8CeA8CeC8MeT/IvhFxgBfoB6oB0pBlq?BWyB,v115@DhA8EeE8HeB8CeA8CeC8MeT/IvhFxgBGoBlpB3qBUt?BCtB,v115@DhA8EeE8HeB8CeA8CeC8MexAJvhFWoBTkBXoBlqBSy?B0pB,v115@DhA8EeE8HeB8CeA8CeC8Me5HJvhFTkB6tB/qBFmBOt?B0pB,v115@DhA8EeE8HeB8CeA8CeC8Me5HJvhFTkBOtB/qBFmB6t?B0pB,v115@DhA8EeE8HeB8CeA8CeC8MexAJvhFfoB6oBTkBlqBWy?B0pB,v115@DhA8EeE8HeB8CeA8CeC8Mex/IvhFTkBGoBXmBVvBUt?BCtB,v115@DhA8EeE8HeB8CeA8CeC8MeT/IvhFxgBCoB0pBlqBXt?BGtB,v115@DhA8EeE8HeB8CeA8CeC8MeT/IvhF5nBOtB/qBFmB6t?B0pB
LTZSJIO,O,X,X,O,O,X,X,X,X,X,X,X,X,O,X
LTZSJOI,O,X,X,O,O,X,X,X,X,X,X,X,X,O,X
LTZSOIJ,O,X,X,O,O,X,X,X,X,X,X,X,X,O,X
LTZSOJI,O,X,X,O,O,X,X,X,X,X,X,X,X,O,X
LTZOIJS,O,X,X,O,O,X,O,X,O,X,X,X,O,X,X
LTZOISJ,O,X,X,O,O,X,X,X,X,X,X,X,X,O,X
LTZOJIS,O,X,X,O,O,X,O,X,O,X,X,X,O,X,X
LTZOJSI,O,X,X,O,O,X,O,O,O,X,X,X,O,X,X
LTZOSIJ,O,X,X,O,O,X,X,X,X,X,X,X,X,O,X
LTZOSJI,O,X,X,O,O,X,X,X,X,X,X,X,X,O,X
LTOIJSZ,X,X,O,X,X,X,X,X,O,O,X,O,X,X,X
LTOIJZS,O,O,O,O,X,X,X,X,O,O,X,X,X,X,X
LTOISJZ,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X
LTOISZJ,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X
LTOIZJS,O,X,X,O,O,X,X,X,O,O,X,X,O,X,X
LTOIZSJ,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X
LTOJISZ,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X
LTOJIZS,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X
LTOJSIZ,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X
LTOJSZI,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X
LTOJZIS,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X
LTOJZSI,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X
LTOSIJZ,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
LTOSIZJ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LTOSJIZ,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
LTOSJZI,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
LTOSZIJ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LTOSZJI,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LTOZIJS,O,X,X,O,O,X,X,X,O,X,X,X,O,X,X
LTOZISJ,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LTOZJIS,O,X,X,O,O,X,X,X,O,X,X,X,O,X,X
LTOZJSI,O,X,X,O,O,X,X,O,O,X,X,X,O,X,X
LTOZSIJ,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LTOZSJI,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LITJSZO,X,X,X,O,O,O,O,X,X,X,X,O,X,X,X
LITJSOZ,X,X,O,X,O,O,O,X,O,X,X,O,X,X,X
LITJZSO,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X
LITJZOS,O,O,O,O,O,X,O,X,O,X,X,X,X,X,X
LITJOSZ,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X
LITJOZS,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X
LITSJZO,O,X,X,O,O,O,X,X,X,X,X,X,X,O,X
LITSJOZ,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X
LITSZJO,O,X,X,O,O,O,X,X,X,X,X,X,X,O,X
LITSZOJ,O,X,X,O,O,O,X,X,X,X,X,X,X,O,X
LITSOJZ,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X
LITSOZJ,O,X,X,X,O,O,X,X,X,X,X,X,X,O,X
LITZJSO,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X
LITZJOS,O,X,X,O,O,X,O,X,O,X,X,X,X,X,X
LITZSJO,O,X,X,O,O,X,X,X,X,X,X,X,X,O,X
LITZSOJ,O,X,X,O,O,X,X,X,X,X,X,X,X,O,X
LITZOJS,O,X,X,O,O,X,O,X,O,X,X,X,X,X,X
LITZOSJ,O,X,X,O,O,X,X,X,X,X,X,X,X,O,X
LITOJSZ,X,X,O,X,X,X,X,X,O,O,X,O,X,X,X
LITOJZS,O,O,O,O,X,X,X,X,O,O,X,X,X,X,X
LITOSJZ,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X
LITOSZJ,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X
LITOZJS,O,X,X,O,O,X,X,X,O,O,X,X,X,X,X
LITOZSJ,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X
LIJTSZO,X,X,O,O,O,O,O,X,X,X,X,O,X,X,X
LIJTSOZ,X,X,O,X,O,O,O,X,O,X,X,O,X,X,X
LIJTZSO,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X
LIJTZOS,O,O,O,O,O,X,O,X,O,X,X,X,X,X,X
LIJTOSZ,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X
LIJTOZS,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X
LIJSTZO,O,O,O,O,O,O,O,X,X,X,X,O,X,X,X
LIJSTOZ,O,O,O,X,O,O,O,X,O,X,X,O,X,X,X
LIJSZTO,O,O,O,X,O,O,O,X,X,X,X,O,X,X,X
LIJSZOT,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X
LIJSOTZ,X,X,O,X,O,O,O,X,X,X,X,O,X,X,X
LIJSOZT,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
LIJZTSO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LIJZTOS,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X
LIJZSTO,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X
LIJZSOT,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X
LIJZOTS,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O
LIJZOST,O,O,X,O,O,X,O,X,X,X,X,X,X,X,O
LIJOTSZ,X,X,O,X,X,X,X,X,O,O,O,X,X,X,X
LIJOTZS,X,X,O,O,X,X,X,X,O,O,O,X,X,X,X
LIJOSTZ,X,X,O,X,X,O,X,X,O,O,O,X,X,X,X
LIJOSZT,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
LIJOZTS,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X
LIJOZST,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X
LISTJZO,O,O,O,O,O,O,X,X,X,X,X,X,X,O,X
LISTJOZ,O,O,O,X,O,O,X,X,O,X,X,X,X,X,X
LISTZJO,O,X,X,O,O,O,X,O,X,X,X,X,X,O,X
LISTZOJ,O,X,X,O,O,O,X,O,X,X,X,X,X,O,X
LISTOJZ,O,O,O,X,O,O,X,X,O,X,X,X,X,X,X
LISTOZJ,O,X,X,X,O,O,X,O,X,X,X,X,X,O,X
LISJTZO,O,O,O,O,O,O,X,X,X,X,X,X,X,O,X
LISJTOZ,O,O,O,X,O,O,X,X,O,X,X,X,X,X,X
LISJZTO,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X
LISJZOT,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
LISJOTZ,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
LISJOZT,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LISZTJO,O,X,X,X,O,O,X,O,X,X,X,X,X,O,X
LISZTOJ,O,X,X,X,O,O,X,O,X,X,X,X,X,O,X
LISZJTO,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X
LISZJOT,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LISZOTJ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LISZOJT,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LISOTJZ,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X
LISOTZJ,O,X,X,X,O,O,X,X,X,O,X,X,X,O,X
LISOJTZ,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X
LISOJZT,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
LISOZTJ,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X
LISOZJT,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X
LIZTJSO,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LIZTJOS,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X
LIZTSJO,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LIZTSOJ,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LIZTOJS,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X
LIZTOSJ,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LIZJTSO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIZJTOS,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LIZJSTO,O,X,X,X,O,O,O,O,X,X,X,X,X,X,X
LIZJSOT,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X
LIZJOTS,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O
LIZJOST,O,X,X,O,O,X,O,X,X,X,X,X,X,X,O
LIZSTJO,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X
LIZSTOJ,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X
LIZSJTO,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X
LIZSJOT,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LIZSOTJ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LIZSOJT,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LIZOTJS,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
LIZOTSJ,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X
LIZOJTS,O,X,X,O,X,X,X,X,X,O,X,X,X,X,O
LIZOJST,O,X,X,O,O,X,O,X,X,O,X,X,X,X,O
LIZOSTJ,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X
LIZOSJT,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X
LIOTJSZ,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
LIOTJZS,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X
LIOTSJZ,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X
LIOTSZJ,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X
LIOTZJS,O,X,X,O,O,X,X,X,O,O,X,X,X,X,X
LIOTZSJ,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X
LIOJTSZ,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X
LIOJTZS,X,X,X,O,X,X,X,X,O,O,O,X,X,X,X
LIOJSTZ,X,X,X,X,X,O,X,X,O,O,O,X,X,X,X
LIOJSZT,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
LIOJZTS,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X
LIOJZST,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X
LIOSTJZ,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X
LIOSTZJ,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X
LIOSJTZ,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X
LIOSJZT,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
LIOSZTJ,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X
LIOSZJT,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X
LIOZTJS,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
LIOZTSJ,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X
LIOZJTS,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
LIOZJST,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X
LIOZSTJ,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X
LIOZSJT,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X
LJTISZO,X,X,O,O,O,O,O,X,X,X,X,O,X,X,X
LJTISOZ,X,X,O,X,O,O,O,X,O,X,X,O,X,X,X
LJTIZSO,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X
LJTIZOS,O,O,O,O,O,X,O,X,O,X,X,X,X,X,X
LJTIOSZ,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X
LJTIOZS,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X
LJTSIZO,X,X,O,O,O,O,O,X,X,X,X,O,X,X,X
LJTSIOZ,X,X,O,X,O,O,O,X,O,X,X,O,X,X,X
LJTSZIO,X,X,O,O,O,O,O,X,X,X,X,O,X,X,X
LJTSZOI,X,X,O,O,O,O,O,X,X,X,X,O,X,X,X
LJTSOIZ,X,X,O,X,O,O,O,X,O,X,X,O,X,X,X
LJTSOZI,X,X,O,X,O,O,O,X,O,X,X,O,X,X,X
LJTZISO,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X
LJTZIOS,O,O,O,O,O,X,O,X,O,X,X,X,X,X,X
LJTZSIO,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X
LJTZSOI,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X
LJTZOIS,O,O,O,O,O,X,O,X,O,X,X,X,X,X,X
LJTZOSI,O,O,O,O,O,X,O,X,O,X,X,X,X,X,X
LJTOISZ,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X
LJTOIZS,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X
LJTOSIZ,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X
LJTOSZI,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X
LJTOZIS,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X
LJTOZSI,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X
LJITSZO,X,X,O,O,O,O,O,X,X,X,X,O,X,X,X
LJITSOZ,X,X,O,X,O,O,O,X,O,X,X,O,X,X,X
LJITZSO,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X
LJITZOS,O,O,O,O,O,X,O,X,O,X,X,X,X,X,X
LJITOSZ,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X
LJITOZS,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X
LJISTZO,O,O,O,O,O,O,O,X,X,X,X,O,X,X,X
LJISTOZ,O,O,O,X,O,O,O,X,O,X,X,O,X,X,X
LJISZTO,O,O,O,X,O,O,O,X,X,X,X,O,X,X,X
LJISZOT,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X
LJISOTZ,X,X,O,X,O,O,O,X,X,X,X,O,X,X,X
LJISOZT,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
LJIZTSO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LJIZTOS,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X
LJIZSTO,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X
LJIZSOT,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X
LJIZOTS,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O
LJIZOST,O,O,X,O,O,X,O,X,X,X,X,X,X,X,O
LJIOTSZ,X,X,O,X,X,X,X,X,O,O,O,X,X,X,X
LJIOTZS,X,X,O,O,X,X,X,X,O,O,O,X,X,X,X
LJIOSTZ,X,X,O,X,X,O,X,X,O,O,O,X,X,X,X
LJIOSZT,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
LJIOZTS,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X
LJIOZST,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X
LJSTIZO,O,O,O,O,O,O,O,X,X,X,X,O,X,X,X
LJSTIOZ,O,O,O,X,O,O,O,X,O,X,X,O,X,X,X
LJSTZIO,O,O,O,O,O,O,O,X,X,X,X,O,X,X,X
LJSTZOI,O,O,O,O,O,O,O,X,X,X,X,O,X,X,X
LJSTOIZ,O,O,O,X,O,O,O,X,O,X,X,O,X,X,X
LJSTOZI,O,O,O,X,O,O,O,X,O,X,X,O,X,X,X
LJSITZO,O,O,O,O,O,O,O,X,X,X,X,O,X,X,X
LJSITOZ,O,O,O,X,O,O,O,X,O,X,X,O,X,X,X
LJSIZTO,O,O,O,X,O,O,O,X,X,X,X,O,X,X,X
LJSIZOT,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X
LJSIOTZ,X,X,O,X,O,O,O,X,X,X,X,O,X,X,X
LJSIOZT,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
LJSZTIO,O,O,O,X,O,O,O,X,X,X,X,O,X,X,X
LJSZTOI,O,O,O,X,O,O,O,X,X,X,X,O,X,X,X
LJSZITO,O,O,O,X,O,O,O,X,X,X,X,O,X,X,X
LJSZIOT,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X
LJSZOTI,O,O,X,O,O,X,O,X,X,X,X,O,X,X,X
LJSZOIT,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X
LJSOTIZ,X,X,O,X,O,O,O,X,O,X,X,O,X,X,X
LJSOTZI,X,X,O,X,O,O,O,X,O,X,X,O,X,X,X
LJSOITZ,X,X,O,X,O,O,O,X,O,X,X,O,X,X,X
LJSOIZT,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
LJSOZTI,X,X,X,X,O,X,O,X,O,X,X,O,X,X,X
LJSOZIT,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
LJZTISO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LJZTIOS,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X
LJZTSIO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LJZTSOI,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LJZTOIS,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X
LJZTOSI,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X
LJZITSO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LJZITOS,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X
LJZISTO,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X
LJZISOT,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X
LJZIOTS,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O
LJZIOST,O,O,X,O,O,X,O,X,X,X,X,X,X,X,O
LJZSTIO,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X
LJZSTOI,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X
LJZSITO,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X
LJZSIOT,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X
LJZSOTI,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X
LJZSOIT,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X
LJZOTIS,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X
LJZOTSI,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X
LJZOITS,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O
LJZOIST,O,O,X,O,O,X,O,X,X,X,X,X,X,X,O
LJZOSTI,O,O,X,O,O,X,O,X,O,X,X,X,X,X,X
LJZOSIT,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X
LJOTISZ,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
LJOTIZS,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X
LJOTSIZ,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
LJOTSZI,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
LJOTZIS,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X
LJOTZSI,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X
LJOITSZ,X,X,O,X,X,X,X,X,O,O,O,X,X,X,X
LJOITZS,X,X,O,O,X,X,X,X,O,O,O,X,X,X,X
LJOISTZ,X,X,O,X,X,O,X,X,O,O,O,X,X,X,X
LJOISZT,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
LJOIZTS,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X
LJOIZST,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X
LJOSTIZ,X,X,O,X,X,O,X,X,O,X,X,O,X,X,X
LJOSTZI,X,X,O,X,X,O,X,X,O,X,X,O,X,X,X
LJOSITZ,X,X,O,X,X,O,X,X,O,X,X,O,X,X,X
LJOSIZT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOSZTI,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
LJOSZIT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOZTIS,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LJOZTSI,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LJOZITS,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJOZIST,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJOZSTI,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LJOZSIT,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LSTIJZO,O,O,O,O,O,O,X,X,X,X,X,X,X,O,X
LSTIJOZ,O,O,O,X,O,O,X,X,O,X,X,X,X,X,X
LSTIZJO,O,X,X,O,O,O,X,O,X,X,X,X,X,O,X
LSTIZOJ,O,X,X,O,O,O,X,O,X,X,X,X,X,O,X
LSTIOJZ,O,O,O,X,O,O,X,X,O,X,X,X,X,X,X
LSTIOZJ,O,X,X,X,O,O,X,O,X,X,X,X,X,O,X
LSTJIZO,O,O,O,O,O,O,X,X,X,X,X,X,X,O,X
LSTJIOZ,O,O,O,X,O,O,X,X,O,X,X,X,X,X,X
LSTJZIO,O,O,O,O,O,O,X,X,X,X,X,X,X,O,X
LSTJZOI,O,O,O,O,O,O,X,X,X,X,X,X,X,O,X
LSTJOIZ,O,O,O,X,O,O,X,X,O,X,X,X,X,X,X
LSTJOZI,O,O,O,X,O,O,X,X,O,X,X,X,X,X,X
LSTZIJO,O,X,X,O,O,O,X,O,X,X,X,X,X,O,X
LSTZIOJ,O,X,X,O,O,O,X,O,X,X,X,X,X,O,X
LSTZJIO,O,X,X,O,O,O,X,O,X,X,X,X,X,O,X
LSTZJOI,O,X,X,O,O,O,X,O,X,X,X,X,X,O,X
LSTZOIJ,O,X,X,O,O,O,X,O,X,X,X,X,X,O,X
LSTZOJI,O,X,X,O,O,O,X,O,X,X,X,X,X,O,X
LSTOIJZ,O,O,O,X,O,O,X,X,O,X,X,X,X,X,X
LSTOIZJ,O,X,X,X,O,O,X,O,X,X,X,X,X,O,X
LSTOJIZ,O,O,O,X,O,O,X,X,O,X,X,X,X,X,X
LSTOJZI,O,O,O,X,O,O,X,X,O,X,X,X,X,X,X
LSTOZIJ,O,X,X,X,O,O,X,O,X,X,X,X,X,O,X
LSTOZJI,O,X,X,X,O,O,X,O,X,X,X,X,X,O,X
LSITJZO,O,O,O,O,O,O,X,X,X,X,X,X,X,O,X
LSITJOZ,O,O,O,X,O,O,X,X,O,X,X,X,X,X,X
LSITZJO,O,X,X,O,O,O,X,O,X,X,X,X,X,O,X
LSITZOJ,O,X,X,O,O,O,X,O,X,X,X,X,X,O,X
LSITOJZ,O,O,O,X,O,O,X,X,O,X,X,X,X,X,X
LSITOZJ,O,X,X,X,O,O,X,O,X,X,X,X,X,O,X
LSIJTZO,O,O,O,O,O,O,X,X,X,X,X,X,X,O,X
LSIJTOZ,O,O,O,X,O,O,X,X,O,X,X,X,X,X,X
LSIJZTO,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X
LSIJZOT,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
LSIJOTZ,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
LSIJOZT,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LSIZTJO,O,X,X,X,O,O,X,O,X,X,X,X,X,O,X
LSIZTOJ,O,X,X,X,O,O,X,O,X,X,X,X,X,O,X
LSIZJTO,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X
LSIZJOT,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LSIZOTJ,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X
LSIZOJT,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LSIOTJZ,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X
LSIOTZJ,O,X,X,X,O,O,X,X,X,O,X,X,X,O,X
LSIOJTZ,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X
LSIOJZT,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
LSIOZTJ,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X
LSIOZJT,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X
LSJTIZO,O,O,O,O,O,O,X,X,X,X,X,X,X,O,X
LSJTIOZ,O,O,O,X,O,O,X,X,O,X,X,X,X,X,X
LSJTZIO,O,O,O,O,O,O,X,X,X,X,X,X,X,O,X
LSJTZOI,O,O,O,O,O,O,X,X,X,X,X,X,X,O,X
LSJTOIZ,O,O,O,X,O,O,X,X,O,X,X,X,X,X,X
LSJTOZI,O,O,O,X,O,O,X,X,O,X,X,X,X,X,X
LSJITZO,O,O,O,O,O,O,X,X,X,X,X,X,X,O,X
LSJITOZ,O,O,O,X,O,O,X,X,O,X,X,X,X,X,X
LSJIZTO,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X
LSJIZOT,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
LSJIOTZ,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
LSJIOZT,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LSJZTIO,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X
LSJZTOI,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X
LSJZITO,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X
LSJZIOT,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
LSJZOTI,O,O,X,O,O,X,X,X,X,X,X,X,X,O,X
LSJZOIT,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
LSJOTIZ,X,X,O,X,O,O,X,X,O,X,X,X,X,X,X
LSJOTZI,X,X,O,X,O,O,X,X,O,X,X,X,X,X,X
LSJOITZ,X,X,O,X,O,O,X,X,O,X,X,X,X,X,X
LSJOIZT,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LSJOZTI,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
LSJOZIT,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LSZTIJO,O,X,X,X,O,O,X,O,X,X,X,X,X,O,X
LSZTIOJ,O,X,X,X,O,O,X,O,X,X,X,X,X,O,X
