sequence,v115@FhB8GeC8IeA8CeA8AeE8Jex/IvhFylBfnBOpB0nBzp?BFrB,v115@FhB8GeC8IeA8CeA8AeE8JeT/IvhFxhBllBcrB2sBip?BXqB,v115@FhB8GeC8IeA8CeA8AeE8Jei/IvhFUhBFiBzkBfrB2u?BRxB,v115@FhB8GeC8IeA8CeA8AeE8Jem/IvhFUhBFiBTkBfrByu?BRxB,v115@FhB8GeC8IeA8CeA8AeE8Jei/IvhFXiBcpBeqBzlBRs?BFrB,v115@FhB8GeC8IeA8CeA8AeE8JeyEJvhFUhBFiBfrBOpBzp?BRxB,v115@FhB8GeC8IeA8CeA8AeE8Je2EJvhFUhBFiBfrBaqBTp?BRxB,v115@FhB8GeC8IeA8CeA8AeE8JeZEJvhFFgBXhBqpBzmB0n?BmqB,v115@FhB8GeC8IeA8CeA8AeE8JeZFJvhFzgBfnB6pBOpB0n?BFrB,v115@FhB8GeC8IeA8CeA8AeE8JemAJvhFfnBxkBTkB0nByu?BFrB,v115@FhB8GeC8IeA8CeA8AeE8JeZFJvhFzgBfnBOpB6pB0n?BFrB,v115@FhB8GeC8IeA8CeA8AeE8JeOEJvhF8kBXiBzlByuBRs?BFrB,v115@FhB8GeC8IeA8CeA8AeE8Jex/IvhFXhBikBzmB0nB1u?BmqB
LZTJOSI,X,O,X,X,X,X,X,X,X,X,X,X,X
LZTSIJO,X,X,X,O,O,X,X,X,X,O,X,O,X
LZTSIOJ,X,X,X,O,X,X,X,X,O,X,X,O,X
LZTSJIO,X,O,X,O,O,X,X,X,X,O,X,O,X
LZTSJOI,X,O,X,O,X,X,X,X,X,X,X,X,X
LZTSOIJ,X,X,X,O,X,X,X,X,O,X,X,X,X
LZTSOJI,X,O,X,O,X,X,X,X,X,X,X,X,X
LZTOIJS,X,O,X,O,X,X,X,O,X,X,X,X,X
LZTOISJ,X,X,X,O,X,X,X,O,O,X,X,X,X
LZTOJIS,X,O,X,O,X,X,X,O,X,X,X,X,X
LZTOJSI,X,O,X,O,X,X,X,O,X,X,X,X,X
LZTOSIJ,X,X,X,O,X,X,X,O,O,X,X,X,X
LZTOSJI,X,O,X,O,X,X,X,X,X,X,X,X,X
LZITJSO,X,O,X,O,O,X,X,X,X,O,X,O,X
LZITJOS,X,O,X,X,O,X,X,X,X,X,X,O,X
LZITSJO,X,X,X,O,O,X,X,X,X,O,X,O,X
LZITSOJ,X,X,X,O,X,X,X,X,O,X,X,O,X
LZITOJS,X,O,X,O,X,X,X,O,X,X,X,O,X
LZITOSJ,X,X,X,O,X,X,X,O,O,X,X,O,X
LZIJTSO,X,O,X,O,O,X,X,X,X,O,X,O,X
LZIJTOS,X,O,X,X,O,X,X,O,X,X,X,O,X
LZIJSTO,X,O,X,O,O,X,X,X,X,O,X,O,X
LZIJSOT,X,O,X,O,O,X,X,X,X,O,X,O,X
LZIJOTS,X,O,X,X,O,X,X,O,X,X,X,O,X
LZIJOST,X,O,X,X,O,X,X,O,X,X,X,O,X
LZISTJO,X,X,X,O,O,X,X,X,X,X,X,O,X
LZISTOJ,X,X,X,O,X,X,X,X,O,X,X,O,X
LZISJTO,X,X,X,O,O,X,X,X,X,O,X,O,X
LZISJOT,X,X,X,O,O,X,X,X,X,O,X,O,X
LZISOTJ,X,X,X,O,X,X,X,X,X,X,X,O,X
LZISOJT,X,X,X,O,O,X,X,X,X,X,X,O,X
LZIOTJS,X,O,X,O,X,X,X,O,X,X,X,O,X
LZIOTSJ,X,X,X,O,X,X,X,O,X,X,X,O,X
LZIOJTS,X,O,X,O,O,X,X,O,X,X,X,O,X
LZIOJST,X,O,X,O,O,X,X,O,X,X,X,O,X
LZIOSTJ,X,X,X,O,X,X,X,O,X,X,X,O,X
LZIOSJT,X,X,X,O,O,X,X,O,X,X,X,O,X
LZJTISO,X,O,X,O,O,X,X,X,X,X,X,O,X
LZJTIOS,X,O,X,X,O,X,X,O,X,X,X,O,X
LZJTSIO,X,O,X,O,O,X,X,X,X,X,X,O,X
LZJTSOI,X,O,X,O,X,X,X,X,X,X,X,X,X
LZJTOIS,X,O,X,X,X,X,X,O,X,X,X,X,X
LZJTOSI,X,O,X,X,X,X,X,O,X,X,X,X,X
LZJITSO,X,O,X,O,O,X,X,X,X,X,X,O,X
LZJITOS,X,O,X,X,O,X,X,O,X,X,X,O,X
LZJISTO,X,O,X,O,O,X,X,X,X,X,X,O,X
LZJISOT,X,O,X,O,O,X,X,X,X,X,X,O,X
LZJIOTS,X,O,X,X,O,X,X,O,X,X,X,O,X
LZJIOST,X,O,X,X,O,X,X,O,X,X,X,O,X
LZJSTIO,X,O,X,O,O,X,X,X,X,X,X,O,X
LZJSTOI,X,O,X,O,X,X,X,X,X,X,X,X,X
LZJSITO,X,O,X,O,O,X,X,X,X,X,X,O,X
LZJSIOT,X,O,X,X,O,X,X,X,X,X,X,O,X
LZJSOTI,X,O,X,O,X,X,X,X,X,X,X,X,X
LZJSOIT,X,O,X,X,O,X,X,X,X,X,X,O,X
LZJOTIS,X,O,X,X,X,X,X,O,X,X,X,X,X
LZJOTSI,X,O,X,X,X,X,X,O,X,X,X,X,X
LZJOITS,X,O,X,X,O,X,X,O,X,X,X,O,X
LZJOIST,X,O,X,X,O,X,X,O,X,X,X,O,X
LZJOSTI,X,O,X,X,X,X,X,O,X,X,X,X,X
LZJOSIT,X,O,X,X,O,X,X,O,X,X,X,O,X
LZSTIJO,X,X,X,O,O,X,X,X,X,O,X,O,X
LZSTIOJ,X,X,X,O,X,X,X,X,O,X,X,O,X
LZSTJIO,X,O,X,O,O,X,X,X,X,O,X,O,X
LZSTJOI,X,O,X,O,X,X,X,X,X,X,X,X,X
LZSTOIJ,X,X,X,O,X,X,X,X,O,X,X,X,X
LZSTOJI,X,O,X,O,X,X,X,X,X,X,X,X,X
LZSITJO,X,X,X,O,O,X,X,X,X,X,X,O,X
LZSITOJ,X,X,X,O,X,X,X,X,O,X,X,O,X
LZSIJTO,X,X,X,O,O,X,X,X,X,O,X,O,X
LZSIJOT,X,X,X,X,O,X,X,X,X,O,X,O,X
LZSIOTJ,X,X,X,O,X,X,X,X,X,X,X,O,X
LZSIOJT,X,X,X,O,O,X,X,X,X,X,X,O,X
LZSJTIO,X,O,X,O,O,X,X,X,X,X,X,O,X
LZSJTOI,X,O,X,O,X,X,X,X,X,X,X,X,X
LZSJITO,X,O,X,O,O,X,X,X,X,X,X,O,X
LZSJIOT,X,O,X,X,O,X,X,X,X,X,X,O,X
LZSJOTI,X,O,X,O,X,X,X,X,X,X,X,X,X
LZSJOIT,X,O,X,O,O,X,X,X,X,X,X,O,X
LZSOTIJ,X,X,X,O,X,X,X,X,X,X,X,X,X
LZSOTJI,X,O,X,O,X,X,X,X,X,X,X,X,X
LZSOITJ,X,X,X,O,X,X,X,X,X,X,X,O,X
LZSOIJT,X,X,X,O,O,X,X,X,X,X,X,O,X
LZSOJTI,X,O,X,O,X,X,X,X,X,X,X,X,X
LZSOJIT,X,O,X,O,O,X,X,X,X,X,X,O,X
LZOTIJS,X,O,X,O,X,X,X,O,X,X,X,X,X
LZOTISJ,X,X,X,O,X,X,X,O,X,X,X,X,X
LZOTJIS,X,O,X,O,X,X,X,O,X,X,X,X,X
LZOTJSI,X,O,X,O,X,X,X,O,X,X,X,X,X
LZOTSIJ,X,X,X,O,X,X,X,O,X,X,X,X,X
LZOTSJI,X,O,X,O,X,X,X,X,X,X,X,X,X
LZOITJS,X,O,X,O,X,X,X,O,X,X,X,O,X
LZOITSJ,X,X,X,O,X,X,X,O,X,X,X,O,X
LZOIJTS,X,O,X,O,O,X,X,O,X,X,X,O,X
LZOIJST,X,O,X,O,O,X,X,O,X,X,X,O,X
LZOISTJ,X,X,X,O,X,X,X,O,X,X,X,O,X
LZOISJT,X,X,X,O,O,X,X,O,X,X,X,O,X
LZOJTIS,X,O,X,O,X,X,X,O,X,X,X,X,X
LZOJTSI,X,O,X,O,X,X,X,O,X,X,X,X,X
LZOJITS,X,O,X,O,O,X,X,O,X,X,X,O,X
LZOJIST,X,O,X,O,O,X,X,O,X,X,X,O,X
LZOJSTI,X,O,X,O,X,X,X,O,X,X,X,X,X
LZOJSIT,X,O,X,O,O,X,X,O,X,X,X,O,X
LZOSTIJ,X,X,X,O,X,X,X,O,X,X,X,X,X
LZOSTJI,X,O,X,O,X,X,X,X,X,X,X,X,X
LZOSITJ,X,X,X,O,X,X,X,O,X,X,X,O,X
LZOSIJT,X,X,X,O,O,X,X,O,X,X,X,O,X
LZOSJTI,X,O,X,O,X,X,X,O,X,X,X,X,X
LZOSJIT,X,O,X,O,O,X,X,O,X,X,X,O,X
LOTIJSZ,O,X,X,O,X,O,O,O,O,O,X,X,O
LOTIJZS,O,O,X,O,X,X,X,O,X,X,X,X,O
LOTISJZ,O,X,X,O,X,O,O,O,O,O,X,X,O
LOTISZJ,X,X,X,O,X,O,O,O,O,X,X,X,O
LOTIZJS,X,X,X,O,X,X,X,O,X,X,X,X,O
LOTIZSJ,X,X,X,O,X,O,X,O,O,X,X,X,O
LOTJISZ,O,X,X,O,X,O,O,O,O,O,X,X,O
LOTJIZS,O,O,X,O,X,X,X,O,X,X,X,X,O
LOTJSIZ,O,X,X,O,X,X,X,O,O,O,X,X,O
LOTJSZI,O,X,X,O,X,O,O,O,X,X,X,X,O
LOTJZIS,O,O,X,O,X,X,X,O,X,X,X,X,O
LOTJZSI,O,O,X,O,X,X,X,O,X,X,X,X,O
LOTSIJZ,O,X,X,O,X,O,X,O,O,O,X,X,O
LOTSIZJ,X,X,X,O,X,O,X,O,O,X,X,X,O
LOTSJIZ,O,X,X,O,X,X,X,O,O,O,X,X,O
LOTSJZI,O,X,X,O,X,O,O,O,X,X,X,X,O
LOTSZIJ,X,X,X,O,X,O,X,O,O,X,X,X,O
LOTSZJI,O,X,X,O,X,O,O,X,X,X,X,X,O
LOTZIJS,X,O,X,O,X,X,X,O,X,X,X,X,O
LOTZISJ,X,X,X,O,X,O,X,O,O,X,X,X,O
LOTZJIS,O,O,X,O,X,X,X,O,X,X,X,X,O
LOTZJSI,O,O,X,O,X,X,X,O,X,X,X,X,O
LOTZSIJ,X,X,X,O,X,O,X,O,O,X,X,X,O
LOTZSJI,O,O,X,O,X,O,X,X,X,X,X,X,O
LOITJSZ,O,X,X,O,X,O,O,O,O,O,X,X,X
LOITJZS,O,O,X,O,X,X,X,O,X,X,X,X,X
LOITSJZ,O,X,X,O,X,O,O,O,O,O,X,X,X
LOITSZJ,X,X,X,O,X,O,O,O,O,X,X,O,X
LOITZJS,X,X,X,O,X,X,X,O,X,X,X,O,X
LOITZSJ,X,X,X,O,X,O,X,O,O,X,X,O,X
LOIJTSZ,O,X,X,O,X,O,O,O,X,O,X,X,X
LOIJTZS,O,O,X,O,X,X,X,O,X,X,X,X,X
LOIJSTZ,O,X,X,O,X,O,O,O,X,O,X,X,X
LOIJSZT,O,O,X,O,X,O,O,O,X,O,X,O,X
LOIJZTS,O,O,X,O,X,X,X,O,X,X,X,O,X
LOIJZST,O,O,X,O,X,X,X,O,X,X,X,O,X
LOISTJZ,X,X,X,O,X,O,O,O,O,X,X,X,X
LOISTZJ,X,X,X,O,X,O,O,O,O,X,X,O,X
LOISJTZ,O,X,X,O,X,O,O,O,X,O,X,X,X
LOISJZT,O,O,X,O,X,O,O,O,X,O,X,O,X
LOISZTJ,X,X,X,O,X,O,O,O,X,X,X,O,X
LOISZJT,X,X,X,O,X,O,O,O,X,X,X,O,X
LOIZTJS,X,O,X,O,X,X,X,O,X,X,X,O,X
LOIZTSJ,X,X,X,O,X,O,X,O,X,X,X,O,X
LOIZJTS,X,O,X,O,X,X,X,O,X,X,X,O,X
LOIZJST,X,O,X,O,X,X,X,O,X,X,X,O,X
LOIZSTJ,X,X,X,O,X,O,X,O,X,X,X,O,X
LOIZSJT,X,X,X,O,X,O,X,O,X,X,X,O,X
LOJTISZ,O,X,X,O,X,O,O,O,X,X,X,X,O
LOJTIZS,O,O,X,O,X,X,X,O,X,X,X,X,O
LOJTSIZ,O,X,X,O,X,X,X,O,X,X,X,X,O
LOJTSZI,O,X,X,O,X,O,O,O,X,X,X,X,O
LOJTZIS,O,O,X,O,X,X,X,O,X,X,X,X,O
LOJTZSI,O,O,X,O,X,X,X,O,X,X,X,X,O
LOJITSZ,O,X,X,O,X,O,O,O,X,X,X,X,X
LOJITZS,O,O,X,O,X,X,X,O,X,X,X,X,X
LOJISTZ,O,X,X,O,X,O,O,O,X,X,X,X,X
LOJISZT,O,O,X,O,X,O,O,O,X,X,X,X,X
LOJIZTS,O,O,X,O,X,X,X,O,X,X,X,X,X
LOJIZST,O,O,X,O,X,X,X,O,X,X,X,X,X
LOJSTIZ,O,X,X,O,X,X,X,O,X,X,X,X,O
LOJSTZI,O,X,X,O,X,O,O,O,X,X,X,X,O
LOJSITZ,O,X,X,O,X,X,X,O,X,X,X,X,X
LOJSIZT,O,O,X,O,X,X,X,O,X,X,X,X,X
LOJSZTI,O,O,X,O,X,O,O,O,X,X,X,X,X
LOJSZIT,O,O,X,O,X,X,X,O,X,X,X,X,X
LOJZTIS,O,O,X,O,X,X,X,O,X,X,X,X,X
LOJZTSI,O,O,X,O,X,X,X,O,X,X,X,X,X
LOJZITS,O,O,X,O,X,X,X,O,X,X,X,X,X
LOJZIST,O,O,X,O,X,X,X,O,X,X,X,X,X
LOJZSTI,O,O,X,O,X,X,X,O,X,X,X,X,X
LOJZSIT,O,O,X,O,X,X,X,O,X,X,X,X,X
LOSTIJZ,O,X,X,O,X,O,X,O,O,O,X,X,O
LOSTIZJ,X,X,X,O,X,O,X,O,O,X,X,X,O
LOSTJIZ,O,X,X,O,X,X,X,O,O,O,X,X,O
LOSTJZI,O,X,X,O,X,O,O,O,X,X,X,X,O
LOSTZIJ,X,X,X,O,X,O,X,O,O,X,X,X,O
LOSTZJI,O,X,X,O,X,O,O,X,X,X,X,X,O
LOSITJZ,X,X,X,O,X,O,X,O,O,X,X,X,X
LOSITZJ,X,X,X,O,X,O,X,O,O,X,X,O,X
LOSIJTZ,O,X,X,O,X,O,X,O,X,O,X,X,X
LOSIJZT,O,O,X,O,X,O,X,O,X,O,X,O,X
LOSIZTJ,X,X,X,O,X,O,X,O,X,X,X,O,X
LOSIZJT,X,X,X,O,X,O,X,O,X,X,X,O,X
LOSJTIZ,O,X,X,O,X,X,X,O,X,X,X,X,O
LOSJTZI,O,X,X,O,X,O,O,O,X,X,X,X,O
LOSJITZ,O,X,X,O,X,X,X,O,X,X,X,X,X
LOSJIZT,O,O,X,O,X,X,X,O,X,X,X,X,X
LOSJZTI,O,O,X,O,X,O,O,O,X,X,X,X,X
LOSJZIT,O,O,X,O,X,X,X,O,X,X,X,X,X
LOSZTIJ,X,X,X,O,X,O,X,O,X,X,X,X,X
LOSZTJI,X,O,X,O,X,O,O,X,X,X,X,X,X
LOSZITJ,X,X,X,O,X,O,X,O,X,X,X,O,X
LOSZIJT,X,X,X,O,X,X,X,O,X,X,X,O,X
LOSZJTI,O,O,X,O,X,O,O,O,X,X,X,X,X
LOSZJIT,O,O,X,O,X,X,X,O,X,X,X,O,X
LOZTIJS,X,O,X,O,X,X,X,O,X,X,X,X,X
LOZTISJ,X,X,X,O,X,O,X,O,X,X,X,X,X
LOZTJIS,O,O,X,O,X,X,X,O,X,X,X,X,X
LOZTJSI,O,O,X,O,X,X,X,O,X,X,X,X,X
LOZTSIJ,X,X,X,O,X,O,X,O,X,X,X,X,X
LOZTSJI,O,O,X,O,X,O,X,X,X,X,X,X,X
LOZITJS,X,O,X,O,X,X,X,O,X,X,X,O,X
LOZITSJ,X,X,X,O,X,O,X,O,X,X,X,O,X
LOZIJTS,X,O,X,O,X,X,X,O,X,X,X,O,X
LOZIJST,X,O,X,O,X,X,X,O,X,X,X,O,X
LOZISTJ,X,X,X,O,X,O,X,O,X,X,X,O,X
LOZISJT,X,X,X,O,X,O,X,O,X,X,X,O,X
LOZJTIS,O,O,X,O,X,X,X,O,X,X,X,X,X
LOZJTSI,O,O,X,O,X,X,X,O,X,X,X,X,X
LOZJITS,O,O,X,O,X,X,X,O,X,X,X,O,X
LOZJIST,O,O,X,O,X,X,X,O,X,X,X,O,X
LOZJSTI,O,O,X,O,X,X,X,O,X,X,X,X,X
LOZJSIT,O,O,X,O,X,X,X,O,X,X,X,O,X
LOZSTIJ,X,X,X,O,X,O,X,O,X,X,X,X,X
LOZSTJI,X,O,X,O,X,O,X,X,X,X,X,X,X
LOZSITJ,X,X,X,O,X,O,X,O,X,X,X,O,X
LOZSIJT,X,X,X,O,X,X,X,O,X,X,X,O,X
LOZSJTI,O,O,X,O,X,O,X,O,X,X,X,X,X
LOZSJIT,O,O,X,O,X,X,X,O,X,X,X,O,X
JTILSZO,O,X,O,O,X,X,X,X,X,O,X,X,X
JTILSOZ,O,X,O,O,X,X,X,X,O,O,O,X,O
JTILZSO,O,O,O,O,X,X,X,X,X,O,X,X,X
JTILZOS,X,O,O,X,X,X,X,X,X,X,X,X,O
JTILOSZ,O,X,O,O,X,X,X,X,O,O,O,X,O
JTILOZS,X,O,O,O,X,X,X,X,X,X,X,X,O
JTISLZO,O,X,O,O,X,X,X,X,X,O,X,X,X
JTISLOZ,O,X,O,O,X,X,X,X,O,O,O,X,X
JTISZLO,O,X,O,O,O,X,X,X,X,O,X,X,X
JTISZOL,X,X,O,X,O,O,O,X,X,O,O,X,X
JTISOLZ,O,X,O,X,X,O,O,X,O,O,O,X,X
JTISOZL,X,X,O,X,O,O,O,X,X,O,O,X,X
JTIZLSO,O,O,O,X,O,X,X,X,X,X,X,X,X
JTIZLOS,X,O,O,X,O,X,X,X,X,X,X,X,X
JTIZSLO,O,O,O,X,O,X,X,X,X,O,X,X,X
JTIZSOL,X,X,O,X,O,X,X,X,X,O,O,X,X
JTIZOLS,X,O,O,X,O,X,X,X,X,X,X,X,X
JTIZOSL,X,X,O,X,O,X,X,X,X,X,O,X,X
JTIOLSZ,O,X,O,X,X,O,O,X,O,X,O,X,O
JTIOLZS,X,X,O,X,X,X,X,X,X,X,X,X,O
JTIOSLZ,O,X,O,X,X,O,O,X,O,O,O,X,O
JTIOSZL,X,X,O,X,O,O,O,X,X,O,O,X,X
JTIOZLS,X,X,O,X,O,X,X,X,X,X,X,X,X
JTIOZSL,X,X,O,X,O,X,O,X,X,X,O,X,X
JTLISZO,O,X,O,O,X,X,X,X,X,O,X,X,X
JTLISOZ,O,X,O,O,X,X,X,O,O,O,O,X,O
JTLIZSO,O,O,O,O,X,X,X,X,X,O,X,X,X
JTLIZOS,X,O,O,X,X,X,X,O,X,X,X,X,O
JTLIOSZ,O,X,O,O,X,X,X,O,O,O,O,X,O
JTLIOZS,X,O,O,O,X,X,X,O,X,X,X,X,O
JTLSIZO,O,X,O,O,X,X,X,X,X,O,X,X,X
JTLSIOZ,O,X,O,O,X,X,X,O,O,O,O,X,O
JTLSZIO,O,X,O,O,X,X,X,X,X,O,X,X,X
JTLSZOI,O,X,O,O,X,X,X,X,X,X,X,X,X
JTLSOIZ,O,X,O,O,X,X,X,O,O,O,O,X,O
JTLSOZI,O,X,O,O,X,X,X,O,X,X,X,X,O
JTLZISO,O,O,O,O,X,X,X,X,X,O,X,X,X
JTLZIOS,X,O,O,X,X,X,X,O,X,X,X,X,O
JTLZSIO,O,O,O,O,X,X,X,X,X,O,X,X,X
JTLZSOI,O,O,O,O,X,X,X,X,X,X,X,X,X
JTLZOIS,X,O,O,X,X,X,X,O,X,X,X,X,O
JTLZOSI,X,O,O,X,X,X,X,O,X,X,X,X,O
JTLOISZ,O,X,O,O,X,X,X,O,O,O,O,X,O
JTLOIZS,O,O,O,O,X,X,X,O,X,X,X,X,O
JTLOSIZ,O,X,O,O,X,X,X,O,O,O,O,X,O
JTLOSZI,O,X,O,O,X,X,X,O,X,X,X,X,O
JTLOZIS,O,O,O,O,X,X,X,O,X,X,X,X,O
JTLOZSI,O,O,O,O,X,X,X,O,X,X,X,X,O
JTSILZO,O,X,O,X,X,X,X,X,X,O,X,X,X
JTSILOZ,O,X,O,X,X,X,X,X,O,O,O,X,X
JTSIZLO,O,X,O,X,O,X,X,X,X,O,X,X,X
JTSIZOL,X,X,O,X,O,X,X,X,X,O,O,X,X
JTSIOLZ,O,X,O,X,X,X,X,X,O,O,O,X,X
JTSIOZL,X,X,O,X,O,X,X,X,X,O,O,X,X
JTSLIZO,O,X,O,O,X,X,X,X,X,O,X,X,X
JTSLIOZ,O,X,O,X,X,X,X,X,O,O,O,X,O
JTSLZIO,O,X,O,O,X,X,X,X,X,O,X,X,X
JTSLZOI,O,X,O,O,X,X,X,X,X,X,X,X,X
JTSLOIZ,O,X,O,O,X,X,X,X,O,O,O,X,O
JTSLOZI,O,X,O,O,X,X,X,X,X,X,X,X,O
JTSZILO,O,X,O,X,O,X,X,X,X,O,X,X,X
JTSZIOL,X,X,O,X,O,X,X,X,X,O,O,X,X
JTSZLIO,O,X,O,O,O,X,X,X,X,O,X,X,X
JTSZLOI,O,X,O,O,X,X,X,X,X,X,X,X,X
JTSZOIL,X,X,O,X,X,X,O,X,X,X,O,X,X
JTSZOLI,X,X,O,X,X,O,O,X,X,X,X,X,X
JTSOILZ,O,X,O,X,X,X,X,X,O,O,O,X,O
JTSOIZL,O,X,O,X,X,X,O,X,X,O,O,X,X
JTSOLIZ,O,X,O,X,X,X,X,X,O,O,O,X,O
JTSOLZI,O,X,O,X,X,O,O,X,X,X,X,X,O
JTSOZIL,O,X,O,X,X,X,O,X,X,X,O,X,X
JTSOZLI,O,X,O,X,X,O,O,X,X,X,X,X,O
JTZILSO,O,O,O,X,O,X,X,X,X,X,X,X,X
JTZILOS,X,O,O,X,O,X,X,X,X,X,X,X,X
JTZISLO,O,O,O,X,O,X,X,X,X,O,X,X,X
JTZISOL,X,X,O,X,O,X,X,X,X,O,O,X,X
JTZIOLS,X,O,O,X,O,X,X,X,X,X,X,X,X
JTZIOSL,X,X,O,X,O,X,X,X,X,X,O,X,X
JTZLISO,O,O,O,X,O,X,X,X,X,O,X,X,X
JTZLIOS,X,O,O,X,O,X,X,X,X,X,X,X,O
JTZLSIO,O,O,O,X,O,X,X,X,X,O,X,X,X
JTZLSOI,O,O,O,X,X,X,X,X,X,X,X,X,X
JTZLOIS,X,O,O,X,X,X,X,X,X,X,X,X,O
JTZLOSI,X,O,O,X,X,X,X,X,X,X,X,X,O
JTZSILO,O,O,O,X,O,X,X,X,X,O,X,X,X
JTZSIOL,X,X,O,X,O,X,X,X,X,O,O,X,X
JTZSLIO,O,O,O,X,O,X,X,X,X,O,X,X,X
JTZSLOI,O,O,O,X,X,X,X,X,X,X,X,X,X
JTZSOIL,X,X,O,X,X,X,X,X,X,X,O,X,X
JTZSOLI,X,X,O,X,X,X,X,X,X,X,X,X,X
JTZOILS,X,O,O,X,X,X,X,X,X,X,X,X,X
JTZOISL,X,X,O,X,X,X,X,X,X,X,O,X,X
JTZOLIS,X,O,O,X,X,X,X,X,X,X,X,X,O
JTZOLSI,X,O,O,X,X,X,X,X,X,X,X,X,O
JTZOSIL,X,X,O,X,X,X,X,X,X,X,O,X,X
JTZOSLI,X,X,O,X,X,X,X,X,X,X,X,X,O
JTOILSZ,O,X,O,X,X,O,O,X,O,X,O,X,O
JTOILZS,O,X,O,X,X,X,X,X,X,X,X,X,O
JTOISLZ,O,X,O,X,X,O,O,X,O,O,O,X,O
JTOISZL,O,X,O,X,X,O,O,X,X,O,O,X,X
JTOIZLS,O,X,O,X,X,X,X,X,X,X,X,X,X
JTOIZSL,O,X,O,X,X,X,O,X,X,X,O,X,X
JTOLISZ,O,X,O,X,X,O,O,O,O,O,O,X,O
JTOLIZS,O,X,O,X,X,X,X,O,X,X,X,X,O
JTOLSIZ,O,X,O,X,X,X,X,O,O,O,O,X,O
JTOLSZI,O,X,O,X,X,O,O,O,X,X,X,X,O
JTOLZIS,O,X,O,X,X,X,X,O,X,X,X,X,O
JTOLZSI,O,X,O,X,X,X,X,O,X,X,X,X,O
JTOSILZ,O,X,O,X,X,X,O,X,O,O,O,X,O
JTOSIZL,O,X,O,X,X,X,O,X,X,O,O,X,X
JTOSLIZ,O,X,O,X,X,X,X,O,O,O,O,X,O
JTOSLZI,O,X,O,X,X,O,O,O,X,X,X,X,O
JTOSZIL,O,X,O,X,X,X,O,X,X,X,O,X,X
JTOSZLI,O,X,O,X,X,O,O,X,X,X,X,X,O
JTOZILS,O,X,O,X,X,X,X,X,X,X,X,X,X
JTOZISL,O,X,O,X,X,X,O,X,X,X,O,X,X
JTOZLIS,O,X,O,X,X,X,X,X,X,X,X,X,O
JTOZLSI,O,X,O,X,X,X,X,X,X,X,X,X,O
JTOZSIL,O,X,O,X,X,X,O,X,X,X,O,X,X
JTOZSLI,O,X,O,X,X,X,O,X,X,X,X,X,O
JITLSZO,O,X,O,O,X,X,X,X,X,X,X,X,X
JITLSOZ,O,X,O,O,X,X,X,X,O,X,O,X,O
JITLZSO,O,O,O,O,X,X,X,X,X,X,X,X,X
JITLZOS,X,O,O,X,X,X,X,X,X,X,X,X,O
JITLOSZ,O,X,O,O,X,X,X,X,O,X,O,X,O
JITLOZS,X,O,O,O,X,X,X,X,X,X,X,X,O
JITSLZO,O,X,O,O,X,X,X,X,X,X,X,X,X
JITSLOZ,O,X,O,O,X,X,X,X,O,X,O,X,X
JITSZLO,O,X,O,O,O,X,X,X,X,X,X,X,X
JITSZOL,X,X,O,X,O,O,O,X,X,X,O,X,X
JITSOLZ,O,X,O,X,X,O,O,X,O,X,O,X,X
JITSOZL,X,X,O,X,O,O,O,X,X,X,O,X,X
JITZLSO,O,O,O,X,O,X,X,X,X,X,X,X,X
JITZLOS,X,O,O,X,O,X,X,X,X,X,X,X,X
JITZSLO,O,O,O,X,O,X,X,X,X,X,X,X,X
JITZSOL,X,X,O,X,O,X,X,X,X,X,O,X,X
JITZOLS,X,O,O,X,O,X,X,X,X,X,X,X,X
JITZOSL,X,X,O,X,O,X,X,X,X,X,O,X,X
JITOLSZ,O,X,O,X,X,O,O,X,O,X,O,X,O
JITOLZS,X,X,O,X,X,X,X,X,X,X,X,X,O
JITOSLZ,O,X,O,X,X,O,O,X,O,X,O,X,O
JITOSZL,X,X,O,X,O,O,O,X,X,X,O,X,X
JITOZLS,X,X,O,X,O,X,X,X,X,X,X,X,X
JITOZSL,X,X,O,X,O,X,O,X,X,X,O,X,X
JILTSZO,O,X,O,O,X,X,X,X,X,X,X,X,X
JILTSOZ,O,X,O,O,X,X,X,O,O,X,O,X,X
JILTZSO,O,O,O,O,X,X,X,X,X,X,X,X,X
JILTZOS,X,O,O,X,X,X,X,O,X,X,X,X,X
JILTOSZ,O,X,O,O,X,X,X,O,O,X,O,X,X
JILTOZS,X,O,O,O,X,X,X,O,X,X,X,X,X
JILSTZO,X,X,O,O,X,X,X,X,X,X,X,X,X
JILSTOZ,X,X,O,O,X,X,X,O,O,X,O,X,X
JILSZTO,X,O,O,O,O,X,X,X,X,X,X,O,X
JILSZOT,X,O,O,O,O,X,X,X,X,X,X,O,X
JILSOTZ,X,X,O,O,X,X,X,O,X,X,X,X,X
JILSOZT,X,O,O,O,O,X,X,O,X,X,X,O,X
JILZTSO,X,O,O,O,O,X,X,X,X,X,X,O,X
JILZTOS,X,O,O,X,O,X,X,O,X,X,X,O,X
JILZSTO,X,O,O,O,O,X,X,X,X,X,X,O,X
JILZSOT,X,O,O,O,O,X,X,X,X,X,X,O,X
JILZOTS,X,O,O,X,O,X,X,O,X,X,X,O,X
JILZOST,X,O,O,X,O,X,X,O,X,X,X,O,X
JILOTSZ,X,X,O,O,X,X,X,O,X,X,X,X,X
JILOTZS,X,O,O,O,X,X,X,O,X,X,X,X,X
