sequence,v115@9gA8IeB8HeB8DeA8CeC8BeB8BeA8JeGAJvhFZmBtmB?0iB6oB/qBzsB,v115@9gA8IeB8HeB8DeA8CeC8BeB8BeA8JeaFJvhFRhB9nB?TjBuqBcrBXtB,v115@9gA8IeB8HeB8DeA8CeC8BeB8BeA8JeRAJvhFumB9nB?TjByqBXtB0qB,v115@9gA8IeB8HeB8DeA8CeC8BeB8BeA8JeaFJvhFRhB3iB?9oBuqBcrBzsB,v115@9gA8IeB8HeB8DeA8CeC8BeB8BeA8JeUAJvhF3hB9nB?6oBetBxqBzqB,v115@9gA8IeB8HeB8DeA8CeC8BeB8BeA8JeRAJvhFtmB6nB?TjBmlB0qBXtB,v115@9gA8IeB8HeB8DeA8CeC8BeB8BeA8JeGAJvhF0hBxiB?/qBNrBqsBTtB,v115@9gA8IeB8HeB8DeA8CeC8BeB8BeA8JeUAJvhFRiB9oB?erBCnB3lBzsB,v115@9gA8IeB8HeB8DeA8CeC8BeB8BeA8JeRAJvhFtmBXjB?TlBerBctB6sB,v115@9gA8IeB8HeB8DeA8CeC8BeB8BeA8JeRAJvhFtmBXjB?TlBerBStB0sB,v115@9gA8IeB8HeB8DeA8CeC8BeB8BeA8JeRAJvhFumB9oB?/qBarB0nBzsB,v115@9gA8IeB8HeB8DeA8CeC8BeB8BeA8JeRAJvhFtmB0iB?2qBStBzqBXtB
LOTIZJS,O,X,X,O,X,X,O,O,X,X,X,X
LOTIZSJ,O,X,X,O,X,X,O,X,X,X,X,X
LOTJISZ,O,X,O,X,X,X,O,O,X,O,X,O
LOTJIZS,O,X,X,X,X,X,O,O,X,O,X,O
LOTJSIZ,O,X,O,O,X,X,O,O,X,O,X,O
LOTJSZI,O,X,O,O,X,X,O,O,X,O,X,O
LOTJZIS,O,X,X,O,X,X,O,O,X,O,X,O
LOTJZSI,O,X,X,O,X,X,O,O,X,O,X,O
LOTSIJZ,O,O,O,O,X,X,O,O,X,X,X,X
LOTSIZJ,O,O,O,O,X,X,O,X,X,X,X,X
LOTSJIZ,O,O,O,O,X,X,O,O,X,O,X,X
LOTSJZI,O,O,O,O,X,X,O,O,X,O,X,X
LOTSZIJ,O,O,O,O,X,X,O,X,X,X,X,X
LOTSZJI,O,O,O,O,X,X,O,O,X,X,X,X
LOTZIJS,O,X,X,O,X,X,O,O,X,X,X,X
LOTZISJ,O,O,X,O,X,X,O,X,X,X,X,X
LOTZJIS,O,O,X,O,X,X,O,O,X,X,X,O
LOTZJSI,O,O,X,O,X,X,O,O,X,X,X,O
LOTZSIJ,O,O,X,O,X,X,O,X,X,X,X,X
LOTZSJI,O,O,X,O,X,X,O,O,X,X,X,X
LOITJSZ,O,X,O,X,X,X,O,O,X,X,X,X
LOITJZS,O,X,X,X,X,X,O,O,X,X,X,X
LOITSJZ,O,X,O,O,X,X,O,O,X,X,X,X
LOITSZJ,O,X,O,O,X,X,O,X,X,X,X,X
LOITZJS,O,X,X,O,X,X,O,O,X,X,X,X
LOITZSJ,O,X,X,O,X,X,O,X,X,X,X,X
LOIJTSZ,O,X,O,X,X,X,O,O,X,O,X,X
LOIJTZS,O,X,X,X,X,X,O,O,X,O,X,X
LOIJSTZ,O,X,O,X,X,X,O,X,X,O,X,X
LOIJSZT,O,X,X,X,X,X,O,X,X,O,X,X
LOIJZTS,X,X,X,X,X,X,O,O,X,O,X,X
LOIJZST,X,X,X,X,X,X,X,X,X,O,X,X
LOISTJZ,O,X,O,X,X,X,O,X,X,X,X,X
LOISTZJ,O,X,O,X,X,X,O,X,X,X,X,X
LOISJTZ,O,X,O,X,X,X,O,X,X,O,X,X
LOISJZT,O,X,X,X,X,X,O,X,X,O,X,X
LOISZTJ,O,X,O,X,X,X,O,X,X,X,X,X
LOISZJT,O,X,X,X,X,X,O,X,X,X,X,X
LOIZTJS,O,X,X,O,X,X,O,O,X,X,X,X
LOIZTSJ,O,X,X,O,X,X,O,X,X,X,X,X
LOIZJTS,X,X,X,O,X,X,O,O,X,X,X,X
LOIZJST,X,X,X,O,X,X,X,X,X,X,X,X
LOIZSTJ,O,X,X,O,X,X,O,X,X,X,X,X
LOIZSJT,O,X,X,X,X,X,O,X,X,X,X,X
LOJTISZ,O,X,O,X,X,X,O,O,X,O,X,O
LOJTIZS,O,X,X,X,X,X,O,O,O,O,X,O
LOJTSIZ,O,X,O,O,X,X,O,O,X,O,X,O
LOJTSZI,O,X,O,O,X,X,O,O,X,O,X,O
LOJTZIS,O,X,X,O,X,X,O,O,O,O,X,O
LOJTZSI,O,X,X,O,X,X,O,O,O,O,X,O
LOJITSZ,O,X,O,X,X,X,O,O,X,O,X,X
LOJITZS,O,X,X,X,X,X,O,O,O,O,X,X
LOJISTZ,O,X,O,X,X,X,O,X,X,O,X,X
LOJISZT,O,X,X,X,X,X,O,X,X,O,X,X
LOJIZTS,X,X,X,X,X,X,O,O,O,O,X,X
LOJIZST,X,X,X,X,X,X,X,X,O,O,X,X
LOJSTIZ,O,X,O,X,X,X,O,O,X,O,X,X
LOJSTZI,O,X,O,X,X,X,O,O,X,O,X,X
LOJSITZ,O,X,O,X,X,X,O,X,X,O,X,X
LOJSIZT,O,X,X,X,X,X,O,X,X,O,X,X
LOJSZTI,O,X,X,X,X,X,O,O,X,O,X,X
LOJSZIT,O,X,X,X,X,X,O,X,X,O,X,X
LOJZTIS,O,X,X,O,X,X,O,O,O,O,X,O
LOJZTSI,O,X,X,O,X,X,O,O,O,O,X,O
LOJZITS,X,X,X,O,X,X,O,O,O,O,X,X
LOJZIST,X,X,X,O,X,X,X,X,O,O,X,X
LOJZSTI,O,X,X,O,X,X,X,O,O,O,X,X
LOJZSIT,O,X,X,O,X,X,X,X,O,O,X,X
LOSTIJZ,O,O,O,O,X,X,O,O,X,X,X,X
LOSTIZJ,O,O,O,O,X,X,O,X,X,X,X,X
LOSTJIZ,O,O,O,O,X,X,O,O,X,O,X,X
LOSTJZI,O,O,O,O,X,X,O,O,X,O,X,X
LOSTZIJ,O,O,O,O,X,X,O,X,X,X,X,X
LOSTZJI,O,O,O,O,X,X,O,O,X,X,X,X
LOSITJZ,O,O,O,X,X,X,O,X,X,X,X,X
LOSITZJ,O,O,O,X,X,X,O,X,X,X,X,X
LOSIJTZ,O,X,O,X,X,X,O,X,X,O,X,X
LOSIJZT,O,X,X,X,X,X,O,X,X,O,X,X
LOSIZTJ,O,O,O,X,X,X,O,X,X,X,X,X
LOSIZJT,O,O,X,X,X,X,O,X,X,X,X,X
LOSJTIZ,O,O,O,X,X,X,O,O,X,O,X,X
LOSJTZI,O,O,O,X,X,X,O,O,X,O,X,X
LOSJITZ,O,X,O,X,X,X,O,X,X,O,X,X
LOSJIZT,O,X,X,X,X,X,O,X,X,O,X,X
LOSJZTI,O,O,X,X,X,X,O,O,X,O,X,X
LOSJZIT,O,O,X,X,X,X,O,X,X,O,X,X
LOSZTIJ,O,O,O,O,X,X,O,X,X,X,X,X
LOSZTJI,O,O,O,O,X,X,O,O,X,X,X,X
LOSZITJ,O,O,O,O,X,X,O,X,X,X,X,X
LOSZIJT,O,O,X,X,X,X,O,X,X,X,X,X
LOSZJTI,O,O,X,O,X,X,O,O,X,O,X,X
LOSZJIT,O,O,X,O,X,X,O,X,X,O,X,X
LOZTIJS,O,X,X,O,X,X,O,O,X,X,X,X
LOZTISJ,O,O,X,O,X,X,O,X,X,X,X,X
LOZTJIS,O,O,X,O,X,X,O,O,X,X,X,O
LOZTJSI,O,O,X,O,X,X,O,O,X,X,X,O
LOZTSIJ,O,O,X,O,X,X,O,X,X,X,X,X
LOZTSJI,O,O,X,O,X,X,O,O,X,X,X,X
LOZITJS,O,X,X,O,X,X,O,O,X,X,X,X
LOZITSJ,O,O,X,O,X,X,O,X,X,X,X,X
LOZIJTS,X,X,X,O,X,X,O,O,X,X,X,X
LOZIJST,X,X,X,O,X,X,X,X,X,X,X,X
LOZISTJ,O,O,X,O,X,X,O,X,X,X,X,X
LOZISJT,O,X,X,X,X,X,O,X,X,X,X,X
LOZJTIS,O,O,X,O,X,X,O,O,O,O,X,O
LOZJTSI,O,O,X,O,X,X,O,O,O,O,X,O
LOZJITS,X,O,X,O,X,X,O,O,O,O,X,X
LOZJIST,X,O,X,O,X,X,X,X,O,O,X,X
LOZJSTI,O,O,X,O,X,X,X,O,O,O,X,X
LOZJSIT,O,O,X,O,X,X,X,X,O,O,X,X
LOZSTIJ,O,O,X,O,X,X,O,X,X,X,X,X
LOZSTJI,O,O,X,O,X,X,O,O,X,X,X,X
LOZSITJ,O,O,X,O,X,X,O,X,X,X,X,X
LOZSIJT,O,O,X,X,X,X,O,X,X,X,X,X
LOZSJTI,O,O,X,O,X,X,O,O,O,O,X,X
LOZSJIT,O,O,X,O,X,X,O,X,O,O,X,X
JTILSZO,O,X,O,X,O,X,X,O,X,X,X,X
JTILSOZ,O,O,O,X,O,O,X,X,X,O,X,X
JTILZSO,O,X,O,X,O,X,X,O,X,X,X,X
JTILZOS,X,X,X,X,O,X,X,O,X,X,X,O
JTILOSZ,X,X,O,X,O,X,X,X,X,O,X,O
JTILOZS,X,X,X,X,O,X,X,O,X,O,X,O
JTISLZO,O,X,O,X,O,X,X,X,X,X,O,X
JTISLOZ,O,O,O,X,O,O,X,X,X,X,O,X
JTISZLO,O,X,X,X,O,X,X,X,X,X,O,X
JTISZOL,O,X,O,X,O,X,X,X,X,X,X,X
JTISOLZ,O,O,O,X,O,O,X,X,X,X,X,X
JTISOZL,O,X,O,X,O,X,X,X,X,X,X,X
JTIZLSO,O,X,X,X,O,X,X,O,X,X,X,X
JTIZLOS,X,X,X,X,O,X,X,O,X,X,X,O
JTIZSLO,O,X,X,X,O,X,X,X,X,X,O,X
JTIZSOL,O,X,O,X,O,X,X,X,O,X,X,X
JTIZOLS,X,X,X,X,O,X,X,X,O,X,X,X
JTIZOSL,X,X,X,X,O,X,X,X,O,X,X,X
JTIOLSZ,O,X,X,X,O,X,X,X,X,O,X,X
JTIOLZS,O,X,X,X,O,X,X,X,O,O,X,X
JTIOSLZ,O,X,O,X,O,X,X,X,X,O,X,X
JTIOSZL,O,X,O,X,O,X,X,X,O,X,X,X
JTIOZLS,O,X,X,X,O,X,X,X,O,O,X,X
JTIOZSL,O,X,X,X,O,X,X,X,O,X,X,X
JTLISZO,O,X,O,X,O,X,O,O,X,X,X,X
JTLISOZ,O,O,O,X,O,O,O,X,X,O,X,X
JTLIZSO,O,X,O,X,O,X,O,O,X,X,X,X
JTLIZOS,X,X,X,X,O,X,X,O,X,X,X,O
JTLIOSZ,X,X,O,X,O,X,X,X,X,O,X,O
JTLIOZS,X,X,X,X,O,X,X,O,X,O,X,O
JTLSIZO,O,X,O,O,O,X,O,O,X,X,O,X
JTLSIOZ,O,O,O,X,O,O,O,X,X,O,O,X
JTLSZIO,O,O,O,O,O,O,O,O,X,X,O,X
JTLSZOI,O,O,O,O,O,O,O,O,X,O,O,O
JTLSOIZ,O,O,O,X,O,O,O,X,X,O,O,O
JTLSOZI,O,O,O,X,O,O,O,X,X,O,O,O
JTLZISO,O,O,O,O,O,O,O,O,X,X,X,X
JTLZIOS,X,O,X,O,O,O,X,O,X,X,X,O
JTLZSIO,O,O,O,O,O,O,O,O,X,X,O,X
JTLZSOI,O,O,O,O,O,O,O,O,O,O,O,O
JTLZOIS,X,O,X,O,O,O,O,O,O,O,X,O
JTLZOSI,X,O,X,O,O,O,O,O,O,O,X,O
JTLOISZ,X,X,O,X,O,X,O,X,X,O,X,O
JTLOIZS,X,X,X,X,O,X,O,O,O,O,X,O
JTLOSIZ,X,X,O,X,O,X,O,X,X,O,X,O
JTLOSZI,X,X,O,X,O,X,O,X,X,O,X,O
JTLOZIS,X,X,X,X,O,X,O,O,O,O,X,O
JTLOZSI,X,X,X,X,O,X,O,O,O,O,X,O
JTSILZO,O,X,O,O,O,X,O,X,X,X,O,X
JTSILOZ,O,O,O,X,O,O,O,X,X,X,O,X
JTSIZLO,O,X,X,X,O,X,O,X,X,X,O,X
JTSIZOL,O,X,O,X,O,X,O,X,X,X,X,X
JTSIOLZ,O,O,O,X,O,O,O,X,X,X,X,X
JTSIOZL,O,X,O,X,O,X,X,X,X,X,X,X
JTSLIZO,O,X,O,O,O,X,O,O,X,X,O,X
JTSLIOZ,O,O,O,X,O,O,O,X,X,O,O,X
JTSLZIO,O,O,O,O,O,O,O,O,X,X,O,X
JTSLZOI,O,O,O,O,O,O,O,O,X,O,O,O
JTSLOIZ,O,O,O,X,O,O,O,X,X,O,O,O
JTSLOZI,O,O,O,X,O,O,O,X,X,O,O,O
JTSZILO,O,O,X,O,O,O,O,X,X,X,O,X
JTSZIOL,O,O,O,O,O,O,O,X,O,X,X,X
JTSZLIO,O,O,O,O,O,O,O,O,X,X,O,X
JTSZLOI,O,O,O,O,O,O,O,O,O,X,O,O
JTSZOIL,O,O,O,O,X,O,O,X,O,X,X,X
JTSZOLI,O,O,O,O,O,O,O,X,O,X,O,X
JTSOILZ,O,O,O,X,O,O,O,X,X,O,X,X
JTSOIZL,O,X,O,X,O,X,X,X,O,X,X,X
JTSOLIZ,O,O,O,X,O,O,O,X,X,O,O,X
JTSOLZI,O,O,O,X,O,O,O,X,X,O,O,X
JTSOZIL,O,O,O,X,X,O,O,X,O,X,X,X
JTSOZLI,O,O,O,X,O,O,O,X,O,X,O,X
JTZILSO,O,O,X,O,O,O,X,O,X,X,X,X
JTZILOS,X,O,X,O,O,O,X,O,X,X,X,O
JTZISLO,O,O,X,O,O,O,O,X,X,X,O,X
JTZISOL,O,O,O,O,O,O,O,X,O,X,X,X
JTZIOLS,X,O,X,O,O,O,X,X,O,X,X,X
JTZIOSL,X,O,X,O,O,O,X,X,O,X,X,X
JTZLISO,O,O,O,O,O,O,O,O,X,X,X,X
JTZLIOS,X,O,X,O,O,O,X,O,X,X,X,O
JTZLSIO,O,O,O,O,O,O,O,O,X,X,O,X
JTZLSOI,O,O,O,O,O,O,O,O,O,O,O,O
JTZLOIS,X,O,X,O,O,O,O,O,O,O,X,O
JTZLOSI,X,O,X,O,O,O,O,O,O,O,X,O
JTZSILO,O,O,X,O,O,O,O,X,X,X,O,X
JTZSIOL,O,O,O,O,O,O,O,X,O,X,X,X
JTZSLIO,O,O,O,O,O,O,O,O,X,X,O,X
JTZSLOI,O,O,O,O,O,O,O,O,O,X,O,O
JTZSOIL,O,O,O,O,X,O,O,X,O,X,X,X
JTZSOLI,O,O,O,O,O,O,O,X,O,X,O,X
JTZOILS,X,O,X,O,O,O,X,O,O,O,X,X
JTZOISL,X,O,X,O,O,O,X,X,O,X,X,X
JTZOLIS,X,O,X,O,O,O,X,O,O,O,X,O
JTZOLSI,X,O,X,O,O,O,X,O,O,O,X,O
JTZOSIL,X,O,X,O,X,O,X,X,O,X,X,X
JTZOSLI,X,O,X,O,O,O,X,O,O,X,O,X
JTOILSZ,O,X,X,X,O,X,X,O,X,O,X,X
JTOILZS,O,X,X,X,O,X,X,O,O,O,X,X
JTOISLZ,O,X,O,X,O,X,X,X,X,O,X,X
JTOISZL,O,X,O,X,O,X,X,X,O,X,X,X
JTOIZLS,O,X,X,X,O,X,X,O,O,O,X,X
JTOIZSL,O,X,X,X,O,X,X,X,O,X,X,X
JTOLISZ,O,X,O,X,O,X,O,O,X,O,X,O
JTOLIZS,O,X,X,X,O,X,O,O,O,O,X,O
JTOLSIZ,O,X,O,X,O,X,O,O,X,O,X,O
JTOLSZI,O,X,O,X,O,X,O,O,X,O,X,O
JTOLZIS,O,X,X,X,O,X,O,O,O,O,X,O
JTOLZSI,O,X,X,X,O,X,O,O,O,O,X,O
JTOSILZ,O,X,O,X,O,X,O,X,X,O,X,X
JTOSIZL,O,X,O,X,O,X,X,X,O,X,X,X
JTOSLIZ,O,X,O,X,O,X,O,O,X,O,O,X
JTOSLZI,O,X,O,X,O,X,O,O,X,O,O,X
JTOSZIL,O,X,O,X,X,X,X,X,O,X,X,X
JTOSZLI,O,X,O,X,O,X,O,O,O,X,O,X
JTOZILS,O,X,X,X,O,X,X,O,O,O,X,X
JTOZISL,O,X,X,X,O,X,X,X,O,X,X,X
JTOZLIS,O,X,X,X,O,X,X,O,O,O,X,O
JTOZLSI,O,X,X,X,O,X,X,O,O,O,X,O
JTOZSIL,O,X,X,X,X,X,X,X,O,X,X,X
JTOZSLI,O,X,X,X,O,X,X,O,O,X,O,X
JITLSZO,O,X,O,X,O,X,X,O,X,X,X,X
JITLSOZ,O,X,O,X,O,O,X,X,X,O,X,X
JITLZSO,O,X,O,X,O,X,X,O,X,X,X,X
JITLZOS,X,X,X,X,O,X,X,O,X,X,X,O
JITLOSZ,X,X,O,X,O,X,X,X,X,O,X,O
JITLOZS,X,X,X,X,O,X,X,O,X,O,X,O
JITSLZO,O,X,O,X,O,X,X,X,X,X,O,X
JITSLOZ,O,X,O,X,O,O,X,X,X,X,O,X
JITSZLO,O,X,X,X,O,X,X,X,X,X,O,X
JITSZOL,O,X,O,X,O,X,X,X,X,X,X,X
JITSOLZ,O,X,O,X,O,O,X,X,X,X,X,X
JITSOZL,O,X,O,X,O,X,X,X,X,X,X,X
JITZLSO,O,X,X,X,O,X,X,O,X,X,X,X
JITZLOS,X,X,X,X,O,X,X,O,X,X,X,O
JITZSLO,O,X,X,X,O,X,X,X,X,X,O,X
JITZSOL,O,X,O,X,O,X,X,X,O,X,X,X
JITZOLS,X,X,X,X,O,X,X,X,O,X,X,X
JITZOSL,X,X,X,X,O,X,X,X,O,X,X,X
JITOLSZ,O,X,X,X,O,X,X,X,X,O,X,X
JITOLZS,O,X,X,X,O,X,X,X,O,O,X,X
JITOSLZ,O,X,O,X,O,X,X,X,X,O,X,X
JITOSZL,O,X,O,X,O,X,X,X,O,X,X,X
JITOZLS,O,X,X,X,O,X,X,X,O,O,X,X
JITOZSL,O,X,X,X,O,X,X,X,O,X,X,X
JILTSZO,O,X,O,X,O,X,X,O,X,X,X,X
JILTSOZ,O,X,O,X,O,X,X,X,X,O,X,X
JILTZSO,O,X,O,X,O,X,X,O,X,X,X,X
JILTZOS,X,X,X,X,O,X,X,O,X,X,X,O
JILTOSZ,X,X,O,X,O,X,X,X,X,O,X,O
JILTOZS,X,X,X,X,O,X,X,O,X,O,X,O
JILSTZO,O,X,O,X,O,X,X,X,X,X,X,X
JILSTOZ,O,X,O,X,O,X,X,X,X,O,X,X
JILSZTO,O,X,O,X,O,X,X,X,X,X,X,X
JILSZOT,X,X,X,X,X,X,X,X,X,X,X,X
JILSOTZ,O,X,O,X,X,X,X,X,X,O,X,X
JILSOZT,X,X,X,X,X,X,X,X,X,O,X,X
JILZTSO,X,X,O,X,O,X,X,O,X,X,X,X
JILZTOS,X,X,X,X,O,X,X,O,X,X,X,O
JILZSTO,X,X,O,X,O,X,X,X,X,X,X,X
JILZSOT,X,X,X,X,X,X,X,X,X,X,X,X
JILZOTS,X,X,X,X,O,X,X,X,X,X,X,X
JILZOST,X,X,X,X,X,X,X,X,X,X,X,X
JILOTSZ,X,X,O,X,O,X,X,X,X,O,X,X
JILOTZS,X,X,X,X,O,X,X,X,X,O,X,X
JILOSTZ,X,X,O,X,X,X,X,X,X,O,X,X
JILOSZT,X,X,X,X,X,X,X,X,X,O,X,X
JILOZTS,X,X,X,X,O,X,X,X,X,O,X,X
JILOZST,X,X,X,X,X,X,X,X,X,O,X,X
JISTLZO,O,X,O,X,O,X,X,X,X,X,O,X
JISTLOZ,O,X,O,X,O,O,X,X,X,X,O,X
JISTZLO,O,X,X,X,O,X,X,X,X,X,O,X
JISTZOL,O,X,O,X,O,X,X,X,X,X,X,X
JISTOLZ,O,X,O,X,O,O,X,X,X,X,X,X
JISTOZL,O,X,O,X,O,X,X,X,X,X,X,X
JISLTZO,O,X,O,X,O,X,X,X,X,X,O,X
JISLTOZ,O,X,O,X,O,X,X,X,X,X,O,X
JISLZTO,O,X,O,X,O,X,X,X,X,X,O,X
JISLZOT,X,X,X,X,X,X,X,X,X,X,O,X
JISLOTZ,O,X,O,X,X,X,X,X,X,X,O,X
JISLOZT,O,X,X,X,X,X,X,X,X,X,O,X
JISZTLO,O,X,X,X,O,O,X,X,X,X,O,X
JISZTOL,O,X,O,X,O,O,X,X,X,X,X,X
JISZLTO,O,X,X,X,O,O,X,X,X,X,O,X
JISZLOT,X,X,X,X,X,O,X,X,X,X,O,X
JISZOTL,O,X,X,X,X,O,X,X,X,X,X,X
JISZOLT,O,X,X,X,X,O,X,X,X,X,X,X
JISOTLZ,O,X,O,X,X,O,X,X,X,X,X,X
JISOTZL,O,X,O,X,X,X,X,X,X,X,X,X
JISOLTZ,O,X,O,X,X,X,X,X,X,X,X,X
JISOLZT,O,X,X,X,X,X,X,X,X,X,X,X
JISOZTL,O,X,X,X,X,O,X,X,X,X,X,X
JISOZLT,O,X,X,X,X,O,X,X,X,X,X,X
JIZTLSO,X,X,X,X,O,O,X,O,X,X,X,X
JIZTLOS,X,X,X,X,O,O,X,O,X,X,X,X
JIZTSLO,X,X,X,X,O,O,X,X,X,X,O,X
JIZTSOL,X,X,O,X,O,O,X,X,O,X,X,X
JIZTOLS,X,X,X,X,O,O,X,X,O,X,X,X
JIZTOSL,X,X,X,X,O,O,X,X,O,X,X,X
JIZLTSO,X,X,X,X,O,O,X,O,X,X,X,X
JIZLTOS,X,X,X,X,O,O,X,O,X,X,X,X
JIZLSTO,X,X,X,X,O,O,X,X,X,X,X,X
JIZLSOT,X,X,X,X,X,O,X,X,X,X,X,X
JIZLOTS,X,X,X,X,O,X,X,X,X,X,X,X
JIZLOST,X,X,X,X,X,X,X,X,X,X,X,X
JIZSTLO,X,X,X,X,O,O,X,X,X,X,O,X
JIZSTOL,X,X,O,X,O,O,X,X,O,X,X,X
JIZSLTO,X,X,X,X,O,O,X,X,X,X,O,X
JIZSLOT,X,X,X,X,X,O,X,X,X,X,O,X
JIZSOTL,X,X,X,X,X,O,X,X,O,X,X,X
JIZSOLT,X,X,X,X,X,O,X,X,O,X,X,X
JIZOTLS,X,X,X,X,O,O,X,O,O,X,X,X
JIZOTSL,X,X,X,X,O,O,X,X,O,X,X,X
JIZOLTS,X,X,X,X,O,X,X,O,O,X,X,X
JIZOLST,X,X,X,X,X,X,X,X,O,X,X,X
JIZOSTL,X,X,X,X,X,O,X,X,O,X,X,X
JIZOSLT,X,X,X,X,X,O,X,X,O,X,X,X
JIOTLSZ,O,X,X,X,O,X,X,O,X,O,X,X
JIOTLZS,O,X,X,X,O,X,X,O,O,O,X,X
JIOTSLZ,O,X,O,X,O,X,X,X,X,O,X,X
JIOTSZL,O,X,O,X,O,X,X,X,O,X,X,X
JIOTZLS,O,X,X,X,O,X,X,O,O,O,X,X
JIOTZSL,O,X,X,X,O,X,X,X,O,X,X,X
JIOLTSZ,O,X,X,X,O,X,X,O,X,O,X,X
JIOLTZS,O,X,X,X,O,X,X,O,O,O,X,X
JIOLSTZ,O,X,X,X,X,X,X,X,X,O,X,X
JIOLSZT,O,X,X,X,X,X,X,X,X,O,X,X
JIOLZTS,X,X,X,X,O,X,X,O,O,O,X,X
JIOLZST,X,X,X,X,X,X,X,X,O,O,X,X
JIOSTLZ,O,X,O,X,X,X,X,X,X,O,X,X
JIOSTZL,O,X,O,X,X,X,X,X,O,X,X,X
JIOSLTZ,O,X,X,X,X,X,X,X,X,O,X,X
JIOSLZT,O,X,X,X,X,X,X,X,X,O,X,X
JIOSZTL,O,X,X,X,X,X,X,X,O,X,X,X
JIOSZLT,O,X,X,X,X,X,X,X,O,X,X,X
JIOZTLS,X,X,X,X,O,X,X,O,O,O,X,X
JIOZTSL,X,X,X,X,O,X,X,X,O,X,X,X
JIOZLTS,X,X,X,X,O,X,X,O,O,O,X,X
JIOZLST,X,X,X,X,X,X,X,X,O,O,X,X
JIOZSTL,X,X,X,X,X,X,X,X,O,X,X,X
JIOZSLT,X,X,X,X,X,X,X,X,O,X,X,X
JLTISZO,O,X,O,X,O,X,O,O,X,X,X,X
JLTISOZ,O,O,O,X,O,X,O,X,X,O,X,X
JLTIZSO,O,X,O,X,O,X,O,O,X,X,X,X
JLTIZOS,X,X,X,X,O,X,X,O,X,X,X,O
JLTIOSZ,X,X,O,X,O,X,X,X,X,O,X,O
JLTIOZS,X,X,X,X,O,X,X,O,X,O,X,O
JLTSIZO,O,X,O,O,O,X,O,O,X,X,O,X
JLTSIOZ,O,O,O,X,O,X,O,X,X,O,O,X
JLTSZIO,O,O,O,O,O,X,O,O,X,X,O,X
JLTSZOI,O,O,O,O,O,X,O,O,X,O,O,O
JLTSOIZ,O,O,O,X,O,X,O,X,X,O,O,O
JLTSOZI,O,O,O,X,O,X,O,X,X,O,O,O
JLTZISO,O,O,O,O,O,X,O,O,X,X,X,X
JLTZIOS,X,O,X,O,O,X,X,O,X,X,X,O
JLTZSIO,O,O,O,O,O,X,O,O,X,X,O,X
JLTZSOI,O,O,O,O,O,X,O,O,O,O,O,O
JLTZOIS,X,O,X,O,O,X,O,O,O,O,X,O
JLTZOSI,X,O,X,O,O,X,O,O,O,O,X,O
JLTOISZ,X,X,O,X,O,X,O,X,X,O,X,O
JLTOIZS,X,X,X,X,O,X,O,O,O,O,X,O
JLTOSIZ,X,X,O,X,O,X,O,X,X,O,X,O
JLTOSZI,X,X,O,X,O,X,O,X,X,O,X,O
JLTOZIS,X,X,X,X,O,X,O,O,O,O,X,O
JLTOZSI,X,X,X,X,O,X,O,O,O,O,X,O
JLITSZO,O,X,O,X,O,X,O,O,X,X,X,X
JLITSOZ,O,X,O,X,O,X,O,X,X,O,X,X
JLITZSO,O,X,O,X,O,X,O,O,X,X,X,X
JLITZOS,X,X,X,X,O,X,X,O,X,X,X,O
JLITOSZ,X,X,O,X,O,X,X,X,X,O,X,O
JLITOZS,X,X,X,X,O,X,X,O,X,O,X,O
JLISTZO,O,X,O,X,O,X,O,X,X,X,X,X
JLISTOZ,O,X,O,X,O,X,O,X,X,O,X,X
JLISZTO,O,X,O,X,O,X,O,X,X,X,X,X
JLISZOT,X,X,X,X,X,X,X,X,X,X,X,X
JLISOTZ,O,X,O,X,X,X,O,X,X,O,X,X
JLISOZT,X,X,X,X,X,X,X,X,X,O,X,X
JLIZTSO,X,X,O,X,O,X,O,O,X,X,X,X
JLIZTOS,X,X,X,X,O,X,X,O,X,X,X,O
JLIZSTO,X,X,O,X,O,X,X,X,X,X,X,X
JLIZSOT,X,X,X,X,X,X,X,X,X,X,X,X
JLIZOTS,X,X,X,X,O,X,X,X,X,X,X,X
JLIZOST,X,X,X,X,X,X,X,X,X,X,X,X
JLIOTSZ,X,X,O,X,O,X,X,X,X,O,X,X
JLIOTZS,X,X,X,X,O,X,X,X,X,O,X,X
JLIOSTZ,X,X,O,X,X,X,X,X,X,O,X,X
JLIOSZT,X,X,X,X,X,X,X,X,X,O,X,X
JLIOZTS,X,X,X,X,O,X,X,X,X,O,X,X
JLIOZST,X,X,X,X,X,X,X,X,X,O,X,X
JLSTIZO,O,X,O,X,O,X,O,O,X,X,O,X
JLSTIOZ,O,O,O,X,O,X,O,X,X,O,O,X
JLSTZIO,O,O,O,X,O,X,O,O,X,X,O,X
JLSTZOI,O,O,O,X,O,X,O,O,X,O,O,O
JLSTOIZ,O,O,O,X,O,X,O,X,X,O,O,O
JLSTOZI,O,O,O,X,O,X,O,X,X,O,O,O
JLSITZO,O,X,O,X,O,X,O,X,X,X,O,X
JLSITOZ,O,X,O,X,O,X,O,X,X,O,O,X
JLSIZTO,O,X,O,X,O,X,O,X,X,X,O,X
JLSIZOT,X,X,X,X,X,X,X,X,X,X,O,X
JLSIOTZ,O,X,O,X,X,X,O,X,X,O,O,X
JLSIOZT,X,X,X,X,X,X,O,X,X,O,O,X
JLSZTIO,O,O,O,X,O,X,O,O,X,X,O,X
