sequence,v115@NhD8HeC8BeB8BeC8JeT/IvhFKlBxiBFmBGmB0pBXsB,v115@NhD8HeC8BeB8BeC8JeT/IvhFKlBxiBGmBFmB0pBXsB,v115@NhD8HeC8BeB8BeC8Je2EJvhF6mBxiBzlBFlB0pBXsB,v115@NhD8HeC8BeB8BeC8JeOEJvhFVlBUhBSrBxnBzpBXsB,v115@NhD8HeC8BeB8BeC8JeKFJvhFxiBTkBGmBFmBXsB0pB,v115@NhD8HeC8BeB8BeC8JeKFJvhFxiBTkBFmBGmBXsB0pB,v115@NhD8HeC8BeB8BeC8Je2EJvhFxiBCmBFlBTmB0pBXsB,v115@NhD8HeC8BeB8BeC8Je0/IvhFxiB2pBzlBFsB6rBXqB,v115@NhD8HeC8BeB8BeC8Je2EJvhFRgB3hB1qBCoB0pBzrB,v115@NhD8HeC8BeB8BeC8JeVFJvhFxiB2pBTmBCmBXsB0pB,v115@NhD8HeC8BeB8BeC8JeKEJvhFxiBUlBFmBGmBXsBzpB,v115@NhD8HeC8BeB8BeC8JeVFJvhFRhB2pBXmBCoBzrB0pB,v115@NhD8HeC8BeB8BeC8JeUBJvhF/pBFlBCoBRrBmpBzrB,v115@NhD8HeC8BeB8BeC8Je0/IvhFVmB2pBCoBRrBXqBzrB,v115@NhD8HeC8BeB8BeC8JeXAJvhFVmB2pBCoBRrB0pBzrB
LTZSOJI,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LTZOIJS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZOISJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZOJIS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZOJSI,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZOSIJ,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X
LTZOSJI,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X
LTOIJSZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LTOIJZS,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LTOISJZ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
LTOISZJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LTOIZJS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOIZSJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOJISZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LTOJIZS,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LTOJSIZ,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X
LTOJSZI,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X
LTOJZIS,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LTOJZSI,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LTOSIJZ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
LTOSIZJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LTOSJIZ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
LTOSJZI,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
LTOSZIJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LTOSZJI,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LTOZIJS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOZISJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOZJIS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOZJSI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOZSIJ,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X
LTOZSJI,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X
LITJSZO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LITJSOZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LITJZSO,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LITJZOS,O,O,X,X,X,X,X,O,X,X,X,X,X,O,X
LITJOSZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LITJOZS,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LITSJZO,O,O,X,X,X,X,X,X,X,X,O,X,X,X,O
LITSJOZ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,O
LITSZJO,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LITSZOJ,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X
LITSOJZ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
LITSOZJ,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X
LITZJSO,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LITZJOS,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LITZSJO,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LITZSOJ,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LITZOJS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LITZOSJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LITOJSZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LITOJZS,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LITOSJZ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
LITOSZJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LITOZJS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LITOZSJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJTSZO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LIJTSOZ,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O
LIJTZSO,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LIJTZOS,O,O,X,X,X,X,X,O,X,X,X,X,X,O,X
LIJTOSZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LIJTOZS,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LIJSTZO,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LIJSTOZ,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X
LIJSZTO,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LIJSZOT,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LIJSOTZ,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X
LIJSOZT,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LIJZTSO,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X
LIJZTOS,O,O,X,X,X,X,O,O,X,X,X,X,X,O,X
LIJZSTO,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X
LIJZSOT,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LIJZOTS,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LIJZOST,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LIJOTSZ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIJOTZS,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIJOSTZ,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
LIJOSZT,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LIJOZTS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJOZST,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LISTJZO,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LISTJOZ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
LISTZJO,O,O,X,X,X,X,O,X,X,X,O,X,O,X,X
LISTZOJ,O,O,O,X,X,O,X,X,X,X,O,X,O,X,X
LISTOJZ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
LISTOZJ,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X
LISJTZO,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LISJTOZ,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X
LISJZTO,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X
LISJZOT,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
LISJOTZ,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X
LISJOZT,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LISZTJO,O,O,X,X,X,X,O,X,X,X,O,X,O,X,X
LISZTOJ,O,O,O,X,X,O,X,X,X,X,O,X,O,X,X
LISZJTO,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X
LISZJOT,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
LISZOTJ,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X
LISZOJT,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
LISOTJZ,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
LISOTZJ,O,X,O,O,X,O,X,X,X,X,O,X,X,X,X
LISOJTZ,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X
LISOJZT,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LISOZTJ,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X
LISOZJT,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
LIZTJSO,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LIZTJOS,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LIZTSJO,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LIZTSOJ,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LIZTOJS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZTOSJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZJTSO,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LIZJTOS,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LIZJSTO,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X
LIZJSOT,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
LIZJOTS,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
LIZJOST,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
LIZSTJO,O,O,X,X,X,X,O,X,X,X,O,X,O,X,X
LIZSTOJ,O,O,O,X,X,O,X,X,X,X,O,X,O,X,X
LIZSJTO,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X
LIZSJOT,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
LIZSOTJ,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X
LIZSOJT,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
LIZOTJS,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LIZOTSJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZOJTS,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
LIZOJST,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
LIZOSTJ,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X
LIZOSJT,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LIOTJSZ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIOTJZS,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIOTSJZ,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
LIOTSZJ,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LIOTZJS,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LIOTZSJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOJTSZ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIOJTZS,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIOJSTZ,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
LIOJSZT,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LIOJZTS,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOJZST,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOSTJZ,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
LIOSTZJ,O,X,X,O,X,O,X,X,X,X,O,X,X,X,X
LIOSJTZ,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
LIOSJZT,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LIOSZTJ,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X
LIOSZJT,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LIOZTJS,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOZTSJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOZJTS,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
LIOZJST,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
LIOZSTJ,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X
LIOZSJT,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LJTISZO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTISOZ,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LJTIZSO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTIZOS,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X
LJTIOSZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJTIOZS,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJTSIZO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTSIOZ,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X
LJTSZIO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTSZOI,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LJTSOIZ,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X
LJTSOZI,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X
LJTZISO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTZIOS,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X
LJTZSIO,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LJTZSOI,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LJTZOIS,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X
LJTZOSI,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X
LJTOISZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJTOIZS,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJTOSIZ,X,X,X,X,O,O,X,O,X,O,X,X,X,X,X
LJTOSZI,X,X,X,X,O,O,X,O,X,O,X,X,X,X,X
LJTOZIS,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJTOZSI,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJITSZO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LJITSOZ,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O
LJITZSO,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LJITZOS,O,O,X,X,X,X,X,O,X,X,X,X,X,O,X
LJITOSZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJITOZS,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJISTZO,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LJISTOZ,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X
LJISZTO,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LJISZOT,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LJISOTZ,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X
LJISOZT,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LJIZTSO,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X
LJIZTOS,O,O,X,X,X,X,O,O,X,X,X,X,X,O,X
LJIZSTO,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X
LJIZSOT,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LJIZOTS,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LJIZOST,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LJIOTSZ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJIOTZS,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJIOSTZ,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
LJIOSZT,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LJIOZTS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJIOZST,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSTIZO,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LJSTIOZ,X,X,X,X,O,O,X,X,X,O,X,O,X,X,X
LJSTZIO,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LJSTZOI,O,O,X,X,X,X,X,X,X,X,O,O,X,X,X
LJSTOIZ,X,X,X,X,O,O,X,X,X,O,X,O,X,X,X
LJSTOZI,X,X,X,X,O,O,X,X,X,O,X,O,X,X,X
LJSITZO,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LJSITOZ,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X
LJSIZTO,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LJSIZOT,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LJSIOTZ,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X
LJSIOZT,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LJSZTIO,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LJSZTOI,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LJSZITO,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LJSZIOT,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LJSZOTI,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LJSZOIT,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LJSOTIZ,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X
LJSOTZI,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X
LJSOITZ,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X
LJSOIZT,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LJSOZTI,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LJSOZIT,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LJZTISO,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LJZTIOS,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X
LJZTSIO,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
LJZTSOI,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
LJZTOIS,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X
LJZTOSI,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X
LJZITSO,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X
LJZITOS,O,O,X,X,X,X,O,O,X,X,X,X,X,O,X
LJZISTO,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X
LJZISOT,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LJZIOTS,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LJZIOST,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LJZSTIO,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X
LJZSTOI,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X
LJZSITO,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X
LJZSIOT,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LJZSOTI,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LJZSOIT,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LJZOTIS,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LJZOTSI,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LJZOITS,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LJZOIST,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LJZOSTI,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X
LJZOSIT,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X
LJOTISZ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJOTIZS,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJOTSIZ,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X
LJOTSZI,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X
LJOTZIS,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJOTZSI,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJOITSZ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJOITZS,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJOISTZ,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
LJOISZT,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LJOIZTS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOIZST,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOSTIZ,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
LJOSTZI,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
LJOSITZ,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
LJOSIZT,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LJOSZTI,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LJOSZIT,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LJOZTIS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOZTSI,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOZITS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOZIST,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOZSTI,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LJOZSIT,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LSTIJZO,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X
LSTIJOZ,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X
LSTIZJO,O,O,X,X,X,X,O,X,X,X,O,X,O,X,X
LSTIZOJ,O,O,O,X,X,O,X,X,X,X,O,X,O,X,X
LSTIOJZ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
LSTIOZJ,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X
LSTJIZO,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X
LSTJIOZ,X,X,X,X,O,O,X,X,O,X,X,O,X,X,X
LSTJZIO,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X
LSTJZOI,O,O,X,X,X,X,X,X,O,X,O,O,X,X,X
LSTJOIZ,X,X,X,X,O,O,X,X,O,X,X,O,X,X,X
LSTJOZI,X,X,X,X,O,O,X,X,O,X,X,O,X,X,X
LSTZIJO,O,O,X,X,X,X,O,X,O,X,O,X,O,X,X
LSTZIOJ,O,O,O,X,X,O,X,X,X,X,O,X,O,X,X
LSTZJIO,O,O,X,X,X,X,O,X,O,X,O,X,O,X,X
LSTZJOI,O,O,X,X,X,X,O,X,O,X,O,X,X,X,X
LSTZOIJ,O,O,O,X,X,O,X,X,X,X,O,X,O,X,X
LSTZOJI,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X
LSTOIJZ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
LSTOIZJ,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X
LSTOJIZ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
LSTOJZI,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
LSTOZIJ,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X
LSTOZJI,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X
LSITJZO,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LSITJOZ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
LSITZJO,O,O,X,X,X,X,O,X,X,X,O,X,O,X,X
LSITZOJ,O,O,O,X,X,O,X,X,X,X,O,X,O,X,X
LSITOJZ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
LSITOZJ,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X
LSIJTZO,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LSIJTOZ,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X
LSIJZTO,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X
LSIJZOT,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
LSIJOTZ,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X
LSIJOZT,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LSIZTJO,O,O,X,X,X,X,O,X,X,X,O,X,O,X,X
LSIZTOJ,O,O,O,X,X,O,X,X,X,X,O,X,O,X,X
LSIZJTO,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X
LSIZJOT,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
LSIZOTJ,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X
LSIZOJT,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
LSIOTJZ,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
LSIOTZJ,O,X,O,O,X,O,X,X,X,X,O,X,X,X,X
LSIOJTZ,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X
LSIOJZT,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LSIOZTJ,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X
LSIOZJT,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
LSJTIZO,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LSJTIOZ,X,X,X,X,O,O,X,X,X,O,X,O,X,X,X
LSJTZIO,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LSJTZOI,O,O,X,X,X,X,X,X,X,X,O,O,X,X,X
LSJTOIZ,X,X,X,X,O,O,X,X,X,O,X,O,X,X,X
LSJTOZI,X,X,X,X,O,O,X,X,X,O,X,O,X,X,X
LSJITZO,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LSJITOZ,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X
LSJIZTO,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X
LSJIZOT,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
LSJIOTZ,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X
LSJIOZT,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LSJZTIO,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X
LSJZTOI,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X
LSJZITO,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X
LSJZIOT,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
LSJZOTI,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
LSJZOIT,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
LSJOTIZ,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X
LSJOTZI,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X
LSJOITZ,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X
LSJOIZT,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LSJOZTI,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LSJOZIT,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LSZTIJO,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X
LSZTIOJ,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X
LSZTJIO,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X
LSZTJOI,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X
LSZTOIJ,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X
LSZTOJI,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X
