sequence,v115@HhD8FeB8HeC8BeB8BeA8Jex/IvhF+nBTjBlmBimB0q?BXtB,v115@HhD8FeB8HeC8BeB8BeA8Jex/IvhF+nBTjBimBlmB0q?BXtB,v115@HhD8FeB8HeC8BeB8BeA8Jex/IvhFOmBSoBzmBlnB0q?BXtB,v115@HhD8FeB8HeC8BeB8BeA8Jex/IvhF3hB1nB6oB2rB0q?BzsB,v115@HhD8FeB8HeC8BeB8BeA8Jex/IvhF+nBlmBToBimB0q?BXtB,v115@HhD8FeB8HeC8BeB8BeA8Jex/IvhFSoBmmBTmBlnB0q?BXtB,v115@HhD8FeB8HeC8BeB8BeA8Jex/IvhFXjBzmBStBlqBOr?B0sB,v115@HhD8FeB8HeC8BeB8BeA8Jex/IvhF3hB6sBToB2rB0q?BFtB,v115@HhD8FeB8HeC8BeB8BeA8JeUBJvhFRiBSoBVsBmkBzq?BXtB,v115@HhD8FeB8HeC8BeB8BeA8Jex/IvhF1nBTmBStBmmB0q?BXtB,v115@HhD8FeB8HeC8BeB8BeA8Jex/IvhF+oBlmB3nBimB0q?BzsB,v115@HhD8FeB8HeC8BeB8BeA8JeRBJvhF1nB0mBStBmkBzq?BXtB,v115@HhD8FeB8HeC8BeB8BeA8Je3BJvhFlnBctBmkBRrBzq?BCtB,v115@HhD8FeB8HeC8BeB8BeA8Je1GJvhFXjBStBmkBRrBzq?B0sB,v115@HhD8FeB8HeC8BeB8BeA8Je1GJvhF0iBStBmkBRrBzq?BXtB
LITOZSJ,X,X,X,O,X,X,O,O,X,O,X,X,X,X,X
LIJTSZO,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LIJTSOZ,O,O,X,X,X,X,O,X,X,X,X,X,X,O,X
LIJTZSO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LIJTZOS,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O
LIJTOSZ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LIJTOZS,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LIJSTZO,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
LIJSTOZ,O,O,X,X,X,O,O,X,X,X,X,X,X,O,X
LIJSZTO,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X
LIJSZOT,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LIJSOTZ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LIJSOZT,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LIJZTSO,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LIJZTOS,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
LIJZSTO,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LIJZSOT,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X
LIJZOTS,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X
LIJZOST,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
LIJOTSZ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIJOTZS,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIJOSTZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJOSZT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJOZTS,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LIJOZST,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LISTJZO,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
LISTJOZ,O,X,X,X,X,O,O,X,X,X,X,X,X,O,X
LISTZJO,X,X,X,X,X,O,X,X,X,X,X,X,X,O,O
LISTZOJ,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X
LISTOJZ,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X
LISTOZJ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LISJTZO,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
LISJTOZ,O,O,X,X,X,O,O,X,X,X,X,X,X,O,X
LISJZTO,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LISJZOT,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
LISJOTZ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
LISJOZT,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
LISZTJO,O,O,X,X,X,O,X,X,X,X,X,X,O,O,X
LISZTOJ,X,X,O,X,X,X,O,O,X,O,X,X,X,X,X
LISZJTO,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LISZJOT,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X
LISZOTJ,X,X,O,O,X,X,X,O,X,O,X,X,X,X,X
LISZOJT,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X
LISOTJZ,X,X,O,O,X,X,O,X,X,X,X,X,X,O,X
LISOTZJ,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LISOJTZ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
LISOJZT,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
LISOZTJ,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X
LISOZJT,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X
LIZTJSO,O,O,X,X,X,X,X,X,X,X,O,X,X,X,O
LIZTJOS,X,X,X,X,O,X,X,X,X,O,X,O,X,X,O
LIZTSJO,O,O,X,X,X,X,X,X,X,X,X,X,O,O,O
LIZTSOJ,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X
LIZTOJS,X,X,X,O,O,X,O,X,X,O,X,O,X,X,O
LIZTOSJ,X,X,X,O,X,X,O,O,X,O,X,O,X,X,X
LIZJTSO,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LIZJTOS,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
LIZJSTO,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X
LIZJSOT,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X
LIZJOTS,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X
LIZJOST,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X
LIZSTJO,O,O,X,X,X,O,X,X,X,X,X,X,O,O,X
LIZSTOJ,X,X,O,X,X,X,O,O,X,O,X,X,X,X,X
LIZSJTO,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LIZSJOT,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X
LIZSOTJ,X,X,O,O,X,X,X,O,X,O,X,X,X,X,X
LIZSOJT,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X
LIZOTJS,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X
LIZOTSJ,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X
LIZOJTS,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X
LIZOJST,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X
LIZOSTJ,X,X,O,O,X,X,X,O,X,O,X,X,X,X,X
LIZOSJT,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X
LIOTJSZ,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LIOTJZS,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LIOTSJZ,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X
LIOTSZJ,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LIOTZJS,X,X,X,O,X,X,O,X,X,O,X,X,X,X,O
LIOTZSJ,X,X,X,O,X,X,O,O,X,O,X,X,X,X,X
LIOJTSZ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIOJTZS,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIOJSTZ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOJSZT,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOJZTS,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LIOJZST,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LIOSTJZ,X,X,O,O,X,X,O,X,X,X,X,X,X,O,X
LIOSTZJ,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LIOSJTZ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOSJZT,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOSZTJ,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LIOSZJT,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
LIOZTJS,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X
LIOZTSJ,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X
LIOZJTS,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X
LIOZJST,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LIOZSTJ,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X
LIOZSJT,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJTISZO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTISOZ,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LJTIZSO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTIZOS,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LJTIOSZ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LJTIOZS,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LJTSIZO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTSIOZ,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LJTSZIO,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LJTSZOI,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LJTSOIZ,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LJTSOZI,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LJTZISO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTZIOS,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X
LJTZSIO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTZSOI,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LJTZOIS,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X
LJTZOSI,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X
LJTOISZ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LJTOIZS,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LJTOSIZ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LJTOSZI,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LJTOZIS,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X
LJTOZSI,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X
LJITSZO,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LJITSOZ,O,O,X,X,X,X,O,X,X,X,X,X,X,O,X
LJITZSO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LJITZOS,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O
LJITOSZ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LJITOZS,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LJISTZO,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
LJISTOZ,O,O,X,X,X,O,O,X,X,X,X,X,X,O,X
LJISZTO,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X
LJISZOT,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LJISOTZ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LJISOZT,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LJIZTSO,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LJIZTOS,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
LJIZSTO,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LJIZSOT,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X
LJIZOTS,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X
LJIZOST,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
LJIOTSZ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJIOTZS,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJIOSTZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJIOSZT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJIOZTS,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LJIOZST,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJSTIZO,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJSTIOZ,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X
LJSTZIO,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
LJSTZOI,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
LJSTOIZ,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X
LJSTOZI,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X
LJSITZO,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
LJSITOZ,O,O,X,X,X,O,O,X,X,X,X,X,X,O,X
LJSIZTO,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X
LJSIZOT,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LJSIOTZ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LJSIOZT,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LJSZTIO,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X
LJSZTOI,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X
LJSZITO,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X
LJSZIOT,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LJSZOTI,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LJSZOIT,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LJSOTIZ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LJSOTZI,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LJSOITZ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LJSOIZT,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LJSOZTI,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X
LJSOZIT,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X
LJZTISO,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LJZTIOS,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X
LJZTSIO,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LJZTSOI,O,O,X,X,X,X,X,X,X,X,O,O,X,X,X
LJZTOIS,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X
LJZTOSI,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X
LJZITSO,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LJZITOS,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
LJZISTO,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LJZISOT,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X
LJZIOTS,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X
LJZIOST,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
LJZSTIO,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LJZSTOI,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LJZSITO,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LJZSIOT,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X
LJZSOTI,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X
LJZSOIT,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X
LJZOTIS,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X
LJZOTSI,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X
LJZOITS,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X
LJZOIST,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
LJZOSTI,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
LJZOSIT,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
LJOTISZ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJOTIZS,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJOTSIZ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJOTSZI,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJOTZIS,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X
LJOTZSI,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X
LJOITSZ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJOITZS,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJOISTZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOISZT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOIZTS,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LJOIZST,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJOSTIZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOSTZI,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOSITZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOSIZT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOSZTI,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
LJOSZIT,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
LJOZTIS,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LJOZTSI,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LJOZITS,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LJOZIST,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJOZSTI,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJOZSIT,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LSTIJZO,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X
LSTIJOZ,O,X,X,X,X,O,O,X,X,X,X,X,X,O,X
LSTIZJO,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X
LSTIZOJ,X,X,O,X,X,X,O,X,O,O,X,X,X,X,X
LSTIOJZ,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X
LSTIOZJ,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
LSTJIZO,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
LSTJIOZ,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X
LSTJZIO,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
LSTJZOI,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
LSTJOIZ,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X
LSTJOZI,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X
LSTZIJO,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
LSTZIOJ,X,X,O,X,X,X,O,X,O,O,X,X,X,X,X
LSTZJIO,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
LSTZJOI,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X
LSTZOIJ,X,X,O,X,X,X,O,X,O,O,X,O,X,X,X
LSTZOJI,X,X,O,X,X,X,O,X,O,O,X,O,X,X,X
LSTOIJZ,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
LSTOIZJ,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
LSTOJIZ,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
LSTOJZI,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
LSTOZIJ,X,X,X,X,X,X,O,O,O,O,X,X,X,X,X
LSTOZJI,X,X,X,X,X,X,O,O,O,O,X,X,X,X,X
LSITJZO,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X
LSITJOZ,O,X,X,X,X,O,O,X,X,X,X,X,X,O,X
LSITZJO,X,X,X,X,X,O,X,X,O,X,X,X,X,O,O
LSITZOJ,X,X,O,X,X,X,O,X,O,O,X,X,X,X,X
LSITOJZ,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X
LSITOZJ,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
LSIJTZO,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
LSIJTOZ,O,O,X,X,X,O,O,X,X,X,X,X,X,O,X
LSIJZTO,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LSIJZOT,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
LSIJOTZ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
LSIJOZT,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
LSIZTJO,O,O,X,X,X,O,X,X,X,X,X,X,X,O,X
LSIZTOJ,X,X,O,X,X,X,O,O,X,O,X,X,X,X,X
LSIZJTO,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LSIZJOT,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X
LSIZOTJ,X,X,O,O,X,X,X,O,X,O,X,X,X,X,X
LSIZOJT,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X
LSIOTJZ,X,X,O,O,X,X,O,X,X,X,X,X,X,O,X
LSIOTZJ,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LSIOJTZ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
LSIOJZT,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
LSIOZTJ,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X
LSIOZJT,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X
LSJTIZO,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
LSJTIOZ,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X
LSJTZIO,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
LSJTZOI,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
LSJTOIZ,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X
LSJTOZI,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X
LSJITZO,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
LSJITOZ,O,O,X,X,X,O,O,X,X,X,X,X,X,O,X
LSJIZTO,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LSJIZOT,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
LSJIOTZ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
LSJIOZT,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
LSJZTIO,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LSJZTOI,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LSJZITO,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LSJZIOT,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
LSJZOTI,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
LSJZOIT,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
LSJOTIZ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
LSJOTZI,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
LSJOITZ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
LSJOIZT,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
LSJOZTI,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X
LSJOZIT,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X
LSZTIJO,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X
LSZTIOJ,X,X,O,X,X,X,O,O,O,O,X,X,X,X,X
LSZTJIO,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X
LSZTJOI,O,O,X,X,X,O,X,X,O,X,X,O,X,X,X
LSZTOIJ,X,X,O,X,X,X,O,O,O,O,X,O,X,X,X
LSZTOJI,X,X,O,X,X,X,O,O,O,O,X,O,X,X,X
LSZITJO,O,O,X,X,X,O,X,X,X,X,X,X,X,O,X
LSZITOJ,X,X,O,X,X,X,O,O,X,O,X,X,X,X,X
LSZIJTO,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LSZIJOT,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X
LSZIOTJ,X,X,O,O,X,X,X,O,X,O,X,X,X,X,X
LSZIOJT,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X
LSZJTIO,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LSZJTOI,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LSZJITO,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LSZJIOT,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X
LSZJOTI,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X
LSZJOIT,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X
LSZOTIJ,X,X,O,O,X,X,X,O,X,O,X,X,X,X,X
LSZOTJI,X,X,O,O,X,X,X,O,X,O,X,X,X,X,X
LSZOITJ,X,X,O,O,X,X,X,O,X,O,X,X,X,X,X
LSZOIJT,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X
LSZOJTI,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X
LSZOJIT,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X
LSOTIJZ,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X
LSOTIZJ,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X
LSOTJIZ,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X
LSOTJZI,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X
LSOTZIJ,X,X,X,O,X,X,O,O,O,O,X,X,X,X,X
LSOTZJI,X,X,X,O,X,X,O,O,O,O,X,X,X,X,X
LSOITJZ,X,X,O,O,X,X,O,X,X,X,X,X,X,O,X
LSOITZJ,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LSOIJTZ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
LSOIJZT,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
LSOIZTJ,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X
LSOIZJT,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X
LSOJTIZ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
LSOJTZI,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
LSOJITZ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
LSOJIZT,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
LSOJZTI,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X
LSOJZIT,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X
LSOZTIJ,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X
LSOZTJI,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X
LSOZITJ,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X
LSOZIJT,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X
LSOZJTI,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X
LSOZJIT,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X
LZTIJSO,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X
LZTIJOS,X,X,X,X,O,X,X,X,O,O,X,O,X,X,X
LZTISJO,O,O,X,X,X,X,X,X,O,X,X,X,O,X,X
LZTISOJ,X,X,X,X,X,X,O,O,O,O,X,X,X,X,X
LZTIOJS,X,X,X,O,O,X,O,X,O,O,X,O,X,X,X
LZTIOSJ,X,X,X,O,X,X,O,O,X,O,X,O,X,X,X
LZTJISO,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X
LZTJIOS,X,X,X,X,O,X,X,X,O,O,X,O,X,X,X
LZTJSIO,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X
LZTJSOI,O,O,X,X,X,X,X,X,O,X,O,O,X,X,X
LZTJOIS,X,X,X,X,O,X,X,X,O,O,X,O,X,X,X
