sequence,v115@FhB8HeB8HeB8CeA8AeE8Jem/IvhFtlBxhBKpBfqBcr?BTsB,v115@FhB8HeB8HeB8CeA8AeE8JeZEJvhFUgBzhB+nBqpBNr?B3qB,v115@FhB8HeB8HeB8CeA8AeE8Je0/IvhFxgBTiBNpBarBWs?BXqB,v115@FhB8HeB8HeB8CeA8AeE8JeZEJvhF3gBzhB+nBqpBNr?BUqB,v115@FhB8HeB8HeB8CeA8AeE8Je2EJvhFRgBfnB6nBcqBNr?BTpB,v115@FhB8HeB8HeB8CeA8AeE8Jei/IvhFtlBxhBcrBTnBmp?B3pB,v115@FhB8HeB8HeB8CeA8AeE8Je/EJvhFalBtlBxhBcrBTn?B2uB,v115@FhB8HeB8HeB8CeA8AeE8Je0/IvhFSmBTiBNpBXqBxr?BmqB,v115@FhB8HeB8HeB8CeA8AeE8Je3AJvhFzhB+nBNrBxpB0p?BipB,v115@FhB8HeB8HeB8CeA8AeE8JeZFJvhFUhB9nBOpBfrB6p?BzrB,v115@FhB8HeB8HeB8CeA8AeE8JetFJvhFxhBikBcrBTnB3p?BmpB,v115@FhB8HeB8HeB8CeA8AeE8JeXAJvhFCiBTnB0pBxqBOp?BdrB,v115@FhB8HeB8HeB8CeA8AeE8Je/EJvhFRgBSnBTlBNrBUn?B2uB,v115@FhB8HeB8HeB8CeA8AeE8Je2EJvhFtlBxhBcrBTnB3k?ByuB,v115@FhB8HeB8HeB8CeA8AeE8JeZEJvhFtkBCiBUmBTnBXq?BmqB,v115@FhB8HeB8HeB8CeA8AeE8JezBJvhF+nBxkBNrB3lB0p?BipB,v115@FhB8HeB8HeB8CeA8AeE8Je0/IvhFxhBKpBGmBTnBdq?BfrB,v115@FhB8HeB8HeB8CeA8AeE8JezBJvhF+nB/pBRlBcqBNr?BipB
LTZJISO,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LTZJIOS,X,O,O,O,X,O,X,X,X,X,X,X,X,O,X,O,X,X
LTZJSIO,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LTZJSOI,O,O,O,O,O,O,O,X,X,X,X,X,O,O,X,X,X,X
LTZJOIS,O,O,O,O,X,O,O,X,X,X,X,X,X,O,X,O,O,X
LTZJOSI,O,O,O,O,X,O,O,X,X,X,X,X,O,O,X,X,O,X
LTZSIJO,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZSIOJ,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
LTZSJIO,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZSJOI,O,O,O,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X
LTZSOIJ,O,X,O,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X
LTZSOJI,O,X,O,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X
LTZOIJS,O,O,O,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X
LTZOISJ,O,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X
LTZOJIS,O,O,O,X,O,O,O,X,X,X,X,X,X,O,X,X,O,X
LTZOJSI,O,O,O,X,O,O,O,X,X,X,X,X,O,O,X,X,O,X
LTZOSIJ,O,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X
LTZOSJI,O,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X
LTOIJSZ,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LTOIJZS,X,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LTOISJZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOISZJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOIZJS,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LTOIZSJ,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LTOJISZ,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LTOJIZS,X,O,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X
LTOJSIZ,O,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
LTOJSZI,O,O,O,O,X,O,O,X,X,X,X,X,O,O,X,X,X,X
LTOJZIS,O,O,O,O,X,O,O,X,X,X,X,X,X,O,X,X,O,X
LTOJZSI,O,O,O,O,X,O,O,X,X,X,X,X,O,O,X,X,O,X
LTOSIJZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOSIZJ,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
LTOSJIZ,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LTOSJZI,O,X,O,O,O,X,X,X,X,X,O,X,O,O,X,X,X,X
LTOSZIJ,O,X,O,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X
LTOSZJI,O,X,O,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X
LTOZIJS,O,O,O,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X
LTOZISJ,O,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X
LTOZJIS,O,O,O,X,O,O,O,X,X,X,X,X,X,O,X,X,O,X
LTOZJSI,O,O,O,X,O,O,O,X,X,X,X,X,O,O,X,X,O,X
LTOZSIJ,O,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X
LTOZSJI,O,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X
LITJSZO,X,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X
LITJSOZ,X,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
LITJZSO,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LITJZOS,X,O,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X
LITJOSZ,X,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
LITJOZS,X,O,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X
LITSJZO,O,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X
LITSJOZ,O,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
LITSZJO,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X
LITSZOJ,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LITSOJZ,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LITSOZJ,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LITZJSO,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LITZJOS,X,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LITZSJO,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LITZSOJ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LITZOJS,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LITZOSJ,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
LITOJSZ,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LITOJZS,X,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LITOSJZ,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LITOSZJ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LITOZJS,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LITOZSJ,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
LIJTSZO,X,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X
LIJTSOZ,X,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
LIJTZSO,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIJTZOS,X,O,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X
LIJTOSZ,X,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
LIJTOZS,X,O,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X
LIJSTZO,X,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X
LIJSTOZ,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LIJSZTO,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LIJSZOT,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJSOTZ,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LIJSOZT,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJZTSO,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJZTOS,X,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LIJZSTO,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJZSOT,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJZOTS,X,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X
LIJZOST,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJOTSZ,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LIJOTZS,X,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LIJOSTZ,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LIJOSZT,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJOZTS,X,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X
LIJOZST,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISTJZO,O,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X
LISTJOZ,O,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
LISTZJO,O,O,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X
LISTZOJ,O,X,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X
LISTOJZ,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LISTOZJ,O,X,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X
LISJTZO,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X
LISJTOZ,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LISJZTO,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LISJZOT,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISJOTZ,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LISJOZT,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISZTJO,O,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
LISZTOJ,O,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
LISZJTO,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LISZJOT,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISZOTJ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
LISZOJT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LISOTJZ,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LISOTZJ,O,X,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X
LISOJTZ,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LISOJZT,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISOZTJ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
LISOZJT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LIZTJSO,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZTJOS,X,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LIZTSJO,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LIZTSOJ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LIZTOJS,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LIZTOSJ,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
LIZJTSO,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZJTOS,X,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LIZJSTO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZJSOT,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZJOTS,X,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X
LIZJOST,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZSTJO,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LIZSTOJ,O,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
LIZSJTO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZSJOT,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZSOTJ,O,X,X,X,X,X,X,O,X,X,X,O,X,X,O,X,X,X
LIZSOJT,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
LIZOTJS,O,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X
LIZOTSJ,O,X,X,X,X,X,X,O,X,X,X,O,X,O,O,X,X,X
LIZOJTS,O,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X
LIZOJST,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
LIZOSTJ,O,X,X,X,X,X,X,O,X,X,X,O,X,O,O,X,X,X
LIZOSJT,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
LIOTJSZ,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LIOTJZS,X,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LIOTSJZ,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LIOTSZJ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LIOTZJS,O,O,O,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X
LIOTZSJ,O,X,X,X,X,X,X,O,X,X,X,O,X,O,O,X,X,X
LIOJTSZ,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LIOJTZS,X,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LIOJSTZ,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LIOJSZT,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOJZTS,O,O,O,O,X,X,X,X,X,X,X,O,X,O,X,X,O,X
LIOJZST,O,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
LIOSTJZ,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LIOSTZJ,O,X,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X
LIOSJTZ,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LIOSJZT,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOSZTJ,O,X,X,X,X,X,X,O,X,X,X,O,X,O,O,X,X,X
LIOSZJT,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
LIOZTJS,O,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X
LIOZTSJ,O,X,X,X,X,X,X,O,X,X,X,O,X,O,O,X,X,X
LIOZJTS,O,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X
LIOZJST,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
LIOZSTJ,O,X,X,X,X,X,X,O,X,X,X,O,X,O,O,X,X,X
LIOZSJT,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
LJTISZO,X,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X
LJTISOZ,X,O,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X
LJTIZSO,X,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
LJTIZOS,X,O,O,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X
LJTIOSZ,X,O,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X
LJTIOZS,X,O,O,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X
LJTSIZO,O,O,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X
LJTSIOZ,O,O,O,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X
LJTSZIO,O,O,O,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
LJTSZOI,O,O,O,O,X,O,O,X,X,X,X,X,O,O,X,X,X,X
LJTSOIZ,O,O,O,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X
LJTSOZI,O,O,O,O,X,O,O,X,X,X,X,X,O,O,X,X,X,X
LJTZISO,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LJTZIOS,X,O,O,O,X,O,X,X,X,X,X,X,X,O,X,O,X,X
LJTZSIO,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LJTZSOI,O,O,O,O,X,O,O,X,X,X,X,X,O,O,X,X,X,X
LJTZOIS,O,O,O,O,X,O,O,X,X,X,X,X,X,O,X,O,O,X
LJTZOSI,O,O,O,O,X,O,O,X,X,X,X,X,O,O,X,X,O,X
LJTOISZ,X,O,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X
LJTOIZS,X,O,O,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X
LJTOSIZ,O,O,O,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X
LJTOSZI,O,O,O,O,X,O,O,X,X,X,X,X,O,O,X,X,X,X
LJTOZIS,O,O,O,O,X,O,O,X,X,X,X,X,X,O,X,O,O,X
LJTOZSI,O,O,O,O,X,O,O,X,X,X,X,X,O,O,X,X,O,X
LJITSZO,X,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X
LJITSOZ,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJITZSO,X,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
LJITZOS,X,O,O,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X
LJITOSZ,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJITOZS,X,O,O,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X
LJISTZO,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LJISTOZ,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJISZTO,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LJISZOT,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJISOTZ,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJISOZT,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJIZTSO,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LJIZTOS,X,O,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X
LJIZSTO,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJIZSOT,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJIZOTS,X,O,O,O,X,O,X,X,X,X,X,X,X,O,X,X,O,X
LJIZOST,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJIOTSZ,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJIOTZS,X,O,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X
LJIOSTZ,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJIOSZT,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJIOZTS,X,O,O,O,X,O,X,X,X,X,X,X,X,O,X,X,O,X
LJIOZST,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSTIZO,O,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LJSTIOZ,O,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
LJSTZIO,O,O,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X
LJSTZOI,O,O,O,O,O,O,O,X,X,X,X,X,O,O,X,X,X,X
LJSTOIZ,O,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
LJSTOZI,O,O,O,O,O,O,O,X,X,X,X,X,O,O,X,X,X,X
LJSITZO,O,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LJSITOZ,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJSIZTO,O,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LJSIZOT,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJSIOTZ,O,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,O
LJSIOZT,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJSZTIO,O,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X
LJSZTOI,O,O,O,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X
LJSZITO,O,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LJSZIOT,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJSZOTI,O,X,O,X,X,O,O,X,X,X,X,X,X,O,X,X,O,X
LJSZOIT,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJSOTIZ,O,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
LJSOTZI,O,O,O,O,O,O,O,X,X,X,X,X,O,O,X,X,X,X
LJSOITZ,O,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,O
LJSOIZT,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJSOZTI,O,X,O,X,X,O,O,X,X,X,X,X,X,O,X,X,O,X
LJSOZIT,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJZTISO,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LJZTIOS,X,O,O,O,X,O,X,X,X,X,X,X,X,O,X,O,X,X
LJZTSIO,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LJZTSOI,O,O,O,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X
LJZTOIS,O,O,O,O,X,O,O,X,X,X,X,X,X,O,X,O,O,X
LJZTOSI,O,O,O,O,X,O,O,X,X,X,X,X,X,O,X,X,O,X
LJZITSO,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LJZITOS,X,O,O,O,X,O,X,X,X,X,X,X,X,O,X,O,X,X
LJZISTO,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJZISOT,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZIOTS,X,O,O,O,X,O,X,X,X,X,X,X,X,O,X,X,O,X
LJZIOST,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZSTIO,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LJZSTOI,O,O,O,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X
LJZSITO,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJZSIOT,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJZSOTI,O,X,O,X,X,O,O,X,X,X,X,X,X,O,X,X,O,X
LJZSOIT,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJZOTIS,O,O,O,O,X,O,O,X,X,X,X,X,X,O,X,O,O,X
LJZOTSI,O,O,O,O,X,O,O,X,X,X,X,X,X,O,X,X,O,X
LJZOITS,O,O,O,O,X,O,O,X,X,X,X,X,X,O,X,X,O,X
LJZOIST,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJZOSTI,O,X,O,X,X,O,O,X,X,X,X,X,X,O,X,X,O,X
LJZOSIT,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJOTISZ,X,O,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X
LJOTIZS,X,O,O,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X
LJOTSIZ,O,O,O,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X
LJOTSZI,O,O,O,O,X,O,O,X,X,X,X,X,O,O,X,X,X,X
LJOTZIS,O,O,O,O,X,O,O,X,X,X,X,X,X,O,X,O,O,X
LJOTZSI,O,O,O,O,X,O,O,X,X,X,X,X,O,O,X,X,O,X
LJOITSZ,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOITZS,X,O,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X
LJOISTZ,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOISZT,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJOIZTS,O,O,O,O,X,O,O,X,X,X,X,X,X,O,X,X,O,X
LJOIZST,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJOSTIZ,O,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
LJOSTZI,O,O,O,O,O,O,O,X,X,X,X,X,O,O,X,X,X,X
LJOSITZ,O,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,O
LJOSIZT,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJOSZTI,O,X,O,X,X,O,O,X,X,X,X,X,X,O,X,X,O,X
LJOSZIT,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJOZTIS,O,O,O,O,X,O,O,X,X,X,X,X,X,O,X,O,O,X
LJOZTSI,O,O,O,O,X,O,O,X,X,X,X,X,X,O,X,X,O,X
LJOZITS,O,O,O,O,X,O,O,X,X,X,X,X,X,O,X,X,O,X
LJOZIST,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJOZSTI,O,X,O,X,X,O,O,X,X,X,X,X,X,O,X,X,O,X
LJOZSIT,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LSTIJZO,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X
LSTIJOZ,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LSTIZJO,O,O,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X
LSTIZOJ,O,X,O,X,O,X,X,O,X,X,O,X,X,X,O,X,X,X
LSTIOJZ,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LSTIOZJ,O,X,O,X,O,X,X,O,X,X,O,X,X,X,O,X,X,X
LSTJIZO,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X
LSTJIOZ,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LSTJZIO,O,O,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X
LSTJZOI,O,O,O,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X
LSTJOIZ,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSTJOZI,O,O,O,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X
LSTZIJO,O,O,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X
LSTZIOJ,O,X,O,X,O,X,X,O,X,X,O,X,X,X,O,X,X,X
LSTZJIO,O,O,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X
