sequence,v115@GhA8IeA8DeB8CeA8AeF8BeA8JeZEJvhFXhBmiBUlBF?nBClBzsB,v115@GhA8IeA8DeB8CeA8AeF8BeA8JeZEJvhFXhBVnBaoBz?kBGlB0sB,v115@GhA8IeA8DeB8CeA8AeF8BeA8JeT/IvhF/lBFhBRnBm?nBipB0sB,v115@GhA8IeA8DeB8CeA8AeF8BeA8JeZEJvhFzfBFhBXiBS?qBmsB8sB,v115@GhA8IeA8DeB8CeA8AeF8BeA8JeT/IvhF/lBUhBRiBi?pBmsBlsB,v115@GhA8IeA8DeB8CeA8AeF8BeA8JeZEJvhFXhBzkBUnBa?tBGlBlsB,v115@GhA8IeA8DeB8CeA8AeF8BeA8JeT/IvhFxgBXiBllBi?pBmsB8sB,v115@GhA8IeA8DeB8CeA8AeF8BeA8JeUBJvhFRiBOpBTlB/?sBatBlpB
JOISLZT,X,X,X,X,X,O,X,O
JOISZTL,O,O,X,X,X,X,X,X
JOISZLT,X,X,X,X,X,O,X,O
JOIZTLS,O,O,X,X,X,X,X,X
JOIZTSL,O,O,X,X,X,X,X,X
JOIZLTS,X,O,X,X,X,X,X,X
JOIZLST,X,X,X,X,X,O,X,X
JOIZSTL,O,O,X,X,X,X,X,X
JOIZSLT,X,X,X,X,X,O,X,O
JOLTISZ,X,X,X,O,X,X,O,X
JOLTIZS,X,X,X,O,X,X,O,X
JOLTSIZ,X,X,X,O,O,X,O,X
JOLTSZI,X,X,X,X,O,X,O,X
JOLTZIS,X,X,X,O,X,X,O,X
JOLTZSI,X,X,X,X,X,X,O,X
JOLITSZ,X,X,X,O,X,X,O,X
JOLITZS,X,X,X,O,X,X,O,X
JOLISTZ,X,X,X,O,O,X,X,X
JOLISZT,X,X,X,O,O,O,X,X
JOLIZTS,X,X,X,O,X,X,X,X
JOLIZST,X,X,X,O,X,O,X,X
JOLSTIZ,X,X,X,O,O,X,O,O
JOLSTZI,X,X,X,X,O,X,O,O
JOLSITZ,X,X,X,O,O,X,X,O
JOLSIZT,X,X,X,O,O,O,X,O
JOLSZTI,X,X,X,X,O,X,X,O
JOLSZIT,X,X,X,X,O,O,X,O
JOLZTIS,X,X,X,O,X,X,O,X
JOLZTSI,X,X,X,X,X,X,O,X
JOLZITS,X,X,X,O,X,X,X,X
JOLZIST,X,X,X,O,X,O,X,X
JOLZSTI,X,X,X,X,O,X,X,O
JOLZSIT,X,X,X,X,O,O,X,O
JOSTILZ,O,O,X,X,X,X,X,X
JOSTIZL,O,O,X,X,X,X,X,X
JOSTLIZ,O,O,X,X,X,X,X,O
JOSTLZI,O,X,X,X,X,X,X,O
JOSTZIL,O,O,X,X,X,X,X,X
JOSTZLI,O,O,X,X,X,X,X,O
JOSITLZ,O,O,X,X,X,X,X,X
JOSITZL,O,O,X,X,X,X,X,X
JOSILTZ,X,X,X,X,X,X,X,O
JOSILZT,X,X,X,X,X,O,X,O
JOSIZTL,O,O,X,X,X,X,X,X
JOSIZLT,X,X,X,X,X,O,X,O
JOSLTIZ,X,X,X,X,O,X,X,O
JOSLTZI,X,X,X,X,O,X,X,O
JOSLITZ,X,X,X,X,O,X,X,O
JOSLIZT,X,X,X,X,O,O,X,O
JOSLZTI,X,X,X,X,O,X,X,O
JOSLZIT,X,X,X,X,O,O,X,O
JOSZTIL,O,O,X,X,X,X,X,X
JOSZTLI,O,O,X,X,X,X,X,O
JOSZITL,O,O,X,X,X,X,X,X
JOSZILT,X,X,X,X,O,O,X,O
JOSZLTI,X,X,X,X,O,X,X,O
JOSZLIT,X,X,X,X,O,O,X,O
JOZTILS,O,O,X,X,X,X,X,X
JOZTISL,O,O,X,X,X,X,X,X
JOZTLIS,O,O,X,X,X,X,X,X
JOZTLSI,O,O,X,X,X,X,X,X
JOZTSIL,O,O,X,X,X,X,X,X
JOZTSLI,O,O,X,X,X,X,X,O
JOZITLS,O,O,X,X,X,X,X,X
JOZITSL,O,O,X,X,X,X,X,X
JOZILTS,X,O,X,X,X,X,X,X
JOZILST,X,X,X,X,X,O,X,X
JOZISTL,O,O,X,X,X,X,X,X
JOZISLT,X,X,X,X,O,O,X,O
JOZLTIS,X,O,X,X,X,X,X,X
JOZLTSI,X,O,X,X,X,X,X,X
JOZLITS,X,O,X,X,X,X,X,X
JOZLIST,X,X,X,X,X,O,X,X
JOZLSTI,X,X,X,X,X,X,X,O
JOZLSIT,X,X,X,X,X,O,X,O
JOZSTIL,O,O,X,X,X,X,X,X
JOZSTLI,O,O,X,X,X,X,X,O
JOZSITL,O,O,X,X,X,X,X,X
JOZSILT,X,X,X,X,O,O,X,O
JOZSLTI,X,X,X,X,O,X,X,O
JOZSLIT,X,X,X,X,O,O,X,O
STILJZO,O,X,X,O,X,X,O,X
STILJOZ,X,O,O,O,X,X,O,X
STILZJO,O,O,O,X,X,X,X,X
STILZOJ,X,O,O,X,X,O,X,X
STILOJZ,X,O,O,O,X,X,O,X
STILOZJ,X,O,O,X,X,O,X,X
STIJLZO,O,X,X,O,X,X,O,X
STIJLOZ,X,O,O,O,X,X,O,X
STIJZLO,O,O,X,X,X,X,X,X
STIJZOL,O,O,X,X,X,X,X,X
STIJOLZ,X,O,X,X,X,X,X,X
STIJOZL,O,O,X,X,X,X,X,X
STIZLJO,O,O,O,X,X,X,X,X
STIZLOJ,X,O,O,X,X,O,X,X
STIZJLO,O,O,O,X,X,X,X,X
STIZJOL,O,O,X,X,X,X,X,X
STIZOLJ,O,O,O,X,X,O,X,X
STIZOJL,O,O,X,X,X,X,X,X
STIOLJZ,O,O,O,X,X,X,X,X
STIOLZJ,O,O,O,X,X,O,X,X
STIOJLZ,O,O,X,X,X,X,X,X
STIOJZL,O,O,X,X,X,X,X,X
STIOZLJ,O,O,X,X,X,O,X,X
STIOZJL,O,O,X,X,X,X,X,X
STLIJZO,O,X,X,O,X,X,O,X
STLIJOZ,X,O,O,O,X,X,O,O
STLIZJO,O,O,O,X,X,X,X,X
STLIZOJ,X,O,O,X,X,O,X,O
STLIOJZ,X,O,O,O,X,X,O,O
STLIOZJ,X,O,O,X,X,O,X,O
STLJIZO,O,X,X,O,O,X,O,X
STLJIOZ,X,O,O,O,O,X,O,O
STLJZIO,O,X,O,X,O,X,O,X
STLJZOI,X,X,O,X,O,X,O,X
STLJOIZ,X,O,O,O,O,X,O,O
STLJOZI,X,X,O,X,O,X,O,O
STLZIJO,O,O,O,X,X,X,X,X
STLZIOJ,X,O,O,X,O,O,X,O
STLZJIO,O,O,O,X,O,X,X,X
STLZJOI,X,O,O,X,O,X,X,X
STLZOIJ,X,O,O,X,O,O,X,O
STLZOJI,X,O,O,X,O,X,X,O
STLOIJZ,X,O,O,O,X,X,O,O
STLOIZJ,X,O,O,X,X,O,X,O
STLOJIZ,X,O,O,O,O,X,O,O
STLOJZI,X,X,O,X,O,X,O,O
STLOZIJ,X,O,O,X,O,O,X,O
STLOZJI,X,O,O,X,O,X,X,O
STJILZO,O,X,X,O,X,X,O,X
STJILOZ,X,O,O,O,X,X,O,X
STJIZLO,O,O,X,X,X,X,X,X
STJIZOL,O,O,X,X,X,X,X,X
STJIOLZ,X,O,X,X,X,X,X,X
STJIOZL,O,O,X,X,X,X,X,X
STJLIZO,O,X,X,O,O,X,O,X
STJLIOZ,X,O,O,O,O,X,O,O
STJLZIO,O,X,O,X,O,X,O,X
STJLZOI,X,X,O,X,O,X,O,X
STJLOIZ,X,O,O,O,O,X,O,O
STJLOZI,X,X,O,X,O,X,O,O
STJZILO,O,O,O,X,O,X,X,X
STJZIOL,O,O,X,X,X,X,X,X
STJZLIO,O,O,O,X,O,X,X,X
STJZLOI,X,O,O,X,O,X,X,X
STJZOIL,O,O,X,X,X,X,X,X
STJZOLI,X,O,X,X,X,X,X,X
STJOILZ,X,O,X,X,X,X,X,X
STJOIZL,O,O,X,X,X,X,X,X
STJOLIZ,X,O,X,X,X,X,X,O
STJOLZI,X,X,X,X,X,X,X,O
STJOZIL,O,O,X,X,X,X,X,X
STJOZLI,X,O,X,X,X,X,X,O
STZILJO,O,O,O,X,X,X,X,X
STZILOJ,X,O,O,X,O,O,X,X
STZIJLO,O,O,O,X,X,X,X,X
STZIJOL,O,O,X,X,X,X,X,X
STZIOLJ,O,O,O,X,X,O,X,X
STZIOJL,O,O,X,X,X,X,X,X
STZLIJO,O,O,O,X,X,X,X,X
STZLIOJ,X,O,O,X,O,O,X,O
STZLJIO,O,O,O,X,O,X,X,X
STZLJOI,X,O,O,X,O,X,X,X
STZLOIJ,X,O,O,X,O,O,X,O
STZLOJI,X,O,O,X,O,X,X,O
STZJILO,O,O,O,X,O,X,X,X
STZJIOL,O,O,X,X,X,X,X,X
STZJLIO,O,O,O,X,O,X,X,X
STZJLOI,X,O,O,X,O,X,X,X
STZJOIL,O,O,X,X,X,X,X,X
STZJOLI,X,O,X,X,X,X,X,X
STZOILJ,O,O,O,X,X,O,X,X
STZOIJL,O,O,X,X,X,X,X,X
STZOLIJ,O,O,O,X,X,O,X,O
STZOLJI,O,O,O,X,X,X,X,O
STZOJIL,O,O,X,X,X,X,X,X
STZOJLI,O,O,X,X,X,X,X,O
STOILJZ,O,O,O,X,X,X,X,X
STOILZJ,O,O,O,X,X,O,X,X
STOIJLZ,O,O,X,X,X,X,X,X
STOIJZL,O,O,X,X,X,X,X,X
STOIZLJ,O,O,X,X,X,O,X,X
STOIZJL,O,O,X,X,X,X,X,X
STOLIJZ,O,O,O,X,X,X,X,O
STOLIZJ,O,O,O,X,X,O,X,O
STOLJIZ,O,O,O,X,X,X,X,O
STOLJZI,O,X,O,X,X,X,X,O
STOLZIJ,O,O,O,X,X,O,X,O
STOLZJI,O,O,O,X,X,X,X,O
STOJILZ,O,O,X,X,X,X,X,X
STOJIZL,O,O,X,X,X,X,X,X
STOJLIZ,O,O,X,X,X,X,X,O
STOJLZI,O,X,X,X,X,X,X,O
STOJZIL,O,O,X,X,X,X,X,X
STOJZLI,O,O,X,X,X,X,X,O
STOZILJ,O,O,O,X,X,O,X,X
STOZIJL,O,O,X,X,X,X,X,X
STOZLIJ,O,O,O,X,X,O,X,O
STOZLJI,O,O,O,X,X,X,X,O
STOZJIL,O,O,X,X,X,X,X,X
STOZJLI,O,O,X,X,X,X,X,O
SITLJZO,O,X,X,O,X,X,X,X
SITLJOZ,X,O,O,O,X,X,X,X
SITLZJO,O,O,O,X,X,X,X,X
SITLZOJ,X,O,O,X,X,O,X,X
SITLOJZ,X,O,O,O,X,X,X,X
SITLOZJ,X,O,O,X,X,O,X,X
SITJLZO,O,X,X,O,X,X,X,X
SITJLOZ,X,O,O,O,X,X,X,X
SITJZLO,O,O,X,X,X,X,X,X
SITJZOL,O,O,X,X,X,X,X,X
SITJOLZ,X,O,X,X,X,X,X,X
SITJOZL,O,O,X,X,X,X,X,X
SITZLJO,O,O,O,X,X,X,X,X
SITZLOJ,X,O,O,X,X,O,X,X
SITZJLO,O,O,O,X,X,X,X,X
SITZJOL,O,O,X,X,X,X,X,X
SITZOLJ,O,O,O,X,X,O,X,X
SITZOJL,O,O,X,X,X,X,X,X
SITOLJZ,O,O,O,X,X,X,X,X
SITOLZJ,O,O,O,X,X,O,X,X
SITOJLZ,O,O,X,X,X,X,X,X
SITOJZL,O,O,X,X,X,X,X,X
SITOZLJ,O,O,X,X,X,O,X,X
SITOZJL,O,O,X,X,X,X,X,X
SILTJZO,O,X,X,O,X,X,X,X
SILTJOZ,X,O,O,O,X,X,X,O
SILTZJO,O,O,O,X,X,X,X,X
SILTZOJ,X,O,O,X,X,O,X,O
SILTOJZ,X,O,O,O,X,X,X,O
SILTOZJ,X,O,O,X,X,O,X,O
SILJTZO,X,X,X,O,O,X,X,X
SILJTOZ,X,X,O,O,O,X,X,O
SILJZTO,X,X,X,O,O,X,X,X
SILJZOT,X,X,X,O,O,O,X,O
SILJOTZ,X,X,O,O,O,X,X,O
SILJOZT,X,X,X,O,O,O,X,O
SILZTJO,O,O,O,X,X,X,X,X
SILZTOJ,X,O,O,X,O,O,X,O
SILZJTO,X,X,O,X,O,X,X,X
SILZJOT,X,X,O,X,O,O,X,O
SILZOTJ,O,O,O,X,O,O,X,O
SILZOJT,X,X,O,X,O,O,X,O
SILOTJZ,O,O,O,O,X,X,X,O
SILOTZJ,O,O,O,X,X,O,X,O
SILOJTZ,X,X,O,O,O,X,X,O
SILOJZT,X,X,X,O,O,O,X,O
SILOZTJ,O,O,O,X,O,O,X,O
SILOZJT,X,X,O,X,O,O,X,O
SIJTLZO,O,X,X,O,X,X,X,X
SIJTLOZ,X,O,O,O,X,X,X,X
SIJTZLO,O,O,X,X,X,X,X,X
SIJTZOL,O,O,X,X,X,X,X,X
SIJTOLZ,X,O,X,X,X,X,X,X
SIJTOZL,O,O,X,X,X,X,X,X
SIJLTZO,X,X,X,O,O,X,X,X
SIJLTOZ,X,X,O,O,O,X,X,O
SIJLZTO,X,X,X,O,O,X,X,X
SIJLZOT,X,X,X,O,O,O,X,O
SIJLOTZ,X,X,O,O,O,X,X,O
SIJLOZT,X,X,X,O,O,O,X,O
SIJZTLO,O,O,X,X,O,X,X,X
SIJZTOL,O,O,X,X,X,X,X,X
SIJZLTO,X,X,X,X,O,X,X,X
SIJZLOT,X,X,X,X,O,O,X,X
SIJZOTL,O,O,X,X,X,X,X,X
SIJZOLT,X,X,X,X,O,O,X,X
SIJOTLZ,O,O,X,X,X,X,X,X
SIJOTZL,O,O,X,X,X,X,X,X
SIJOLTZ,X,X,X,X,X,X,X,O
SIJOLZT,X,X,X,X,X,O,X,O
SIJOZTL,O,O,X,X,X,X,X,X
SIJOZLT,X,X,X,X,X,O,X,O
SIZTLJO,O,O,O,X,X,X,X,X
SIZTLOJ,X,O,O,X,O,O,X,X
SIZTJLO,O,O,O,X,X,X,X,X
SIZTJOL,O,O,X,X,X,X,X,X
SIZTOLJ,O,O,O,X,X,O,X,X
SIZTOJL,O,O,X,X,X,X,X,X
SIZLTJO,O,O,O,X,X,X,X,X
SIZLTOJ,X,O,O,X,O,O,X,O
SIZLJTO,X,X,O,X,O,X,X,X
SIZLJOT,X,X,O,X,O,O,X,O
SIZLOTJ,O,O,O,X,O,O,X,O
SIZLOJT,X,X,O,X,O,O,X,O
SIZJTLO,O,O,O,X,O,X,X,X
SIZJTOL,O,O,X,X,X,X,X,X
SIZJLTO,X,X,O,X,O,X,X,X
SIZJLOT,X,X,O,X,O,O,X,X
SIZJOTL,O,O,X,X,X,X,X,X
SIZJOLT,X,X,X,X,O,O,X,X
SIZOTLJ,O,O,O,X,X,O,X,X
SIZOTJL,O,O,X,X,X,X,X,X
SIZOLTJ,O,O,O,X,O,O,X,O
SIZOLJT,X,X,O,X,O,O,X,O
SIZOJTL,O,O,X,X,X,X,X,X
SIZOJLT,X,X,X,X,X,O,X,O
SIOTLJZ,O,O,O,X,X,X,X,X
SIOTLZJ,O,O,O,X,X,O,X,X
SIOTJLZ,O,O,X,X,X,X,X,X
SIOTJZL,O,O,X,X,X,X,X,X
SIOTZLJ,O,O,X,X,X,O,X,X
SIOTZJL,O,O,X,X,X,X,X,X
SIOLTJZ,O,O,O,X,X,X,X,O
SIOLTZJ,O,O,O,X,X,O,X,O
SIOLJTZ,X,X,O,X,X,X,X,O
SIOLJZT,X,X,X,X,X,O,X,O
SIOLZTJ,O,O,O,X,X,O,X,O
SIOLZJT,X,X,X,X,X,O,X,O
SIOJTLZ,O,O,X,X,X,X,X,X
SIOJTZL,O,O,X,X,X,X,X,X
SIOJLTZ,X,X,X,X,X,X,X,O
SIOJLZT,X,X,X,X,X,O,X,O
SIOJZTL,O,O,X,X,X,X,X,X
SIOJZLT,X,X,X,X,X,O,X,O
SIOZTLJ,O,O,X,X,X,O,X,X
SIOZTJL,O,O,X,X,X,X,X,X
SIOZLTJ,O,O,X,X,X,O,X,O
SIOZLJT,X,X,X,X,X,O,X,O
SIOZJTL,O,O,X,X,X,X,X,X
SIOZJLT,X,X,X,X,X,O,X,O
SLTIJZO,O,X,X,O,X,X,O,X
SLTIJOZ,X,O,O,O,X,X,O,O
SLTIZJO,O,O,O,X,X,X,X,X
SLTIZOJ,X,O,O,X,X,O,X,O
SLTIOJZ,X,O,O,O,X,X,O,O
SLTIOZJ,X,O,O,X,X,O,X,O
SLTJIZO,O,X,X,O,O,X,O,X
SLTJIOZ,X,O,O,O,O,X,O,O
SLTJZIO,O,X,O,X,O,X,O,X
SLTJZOI,X,X,O,X,O,X,O,X
SLTJOIZ,X,O,O,O,O,X,O,O
SLTJOZI,X,X,O,X,O,X,O,O
SLTZIJO,O,O,O,X,X,X,X,X
SLTZIOJ,X,O,O,X,O,O,X,O
SLTZJIO,O,O,O,X,O,X,X,X
SLTZJOI,X,O,O,X,O,X,X,X
SLTZOIJ,X,O,O,X,O,O,X,O
SLTZOJI,X,O,O,X,O,X,X,O
SLTOIJZ,X,O,O,O,X,X,O,O
SLTOIZJ,X,O,O,X,X,O,X,O
SLTOJIZ,X,O,O,O,O,X,O,O
SLTOJZI,X,X,O,X,O,X,O,O
SLTOZIJ,X,O,O,X,O,O,X,O
SLTOZJI,X,O,O,X,O,X,X,O
SLITJZO,O,X,X,O,X,X,X,X
SLITJOZ,X,O,O,O,X,X,X,O
SLITZJO,O,O,O,X,X,X,X,X
SLITZOJ,X,O,O,X,X,O,X,O
SLITOJZ,X,O,O,O,X,X,X,O
SLITOZJ,X,O,O,X,X,O,X,O
SLIJTZO,X,X,X,O,O,X,X,X
SLIJTOZ,X,X,O,O,O,X,X,O
SLIJZTO,X,X,X,O,O,X,X,X
SLIJZOT,X,X,X,O,O,O,X,O
SLIJOTZ,X,X,O,O,O,X,X,O
SLIJOZT,X,X,X,O,O,O,X,O
SLIZTJO,O,O,O,X,X,X,X,X
SLIZTOJ,X,O,O,X,O,O,X,O
SLIZJTO,X,X,O,X,O,X,X,X
SLIZJOT,X,X,O,X,O,O,X,O
SLIZOTJ,O,O,O,X,O,O,X,O
SLIZOJT,X,X,O,X,O,O,X,O
SLIOTJZ,O,O,O,O,X,X,X,O
SLIOTZJ,O,O,O,X,X,O,X,O
SLIOJTZ,X,X,O,O,O,X,X,O
SLIOJZT,X,X,X,O,O,O,X,O
SLIOZTJ,O,O,O,X,O,O,X,O
SLIOZJT,X,X,O,X,O,O,X,O
SLJTIZO,X,X,X,O,O,X,O,X
SLJTIOZ,X,X,O,O,O,X,O,O
SLJTZIO,X,X,O,X,O,X,O,X
SLJTZOI,X,X,O,X,O,X,O,X
SLJTOIZ,X,X,O,O,O,X,O,O
SLJTOZI,X,X,O,X,O,X,O,O
SLJITZO,X,X,X,O,O,X,X,X
SLJITOZ,X,X,O,O,O,X,X,O
SLJIZTO,X,X,X,O,O,X,X,X
SLJIZOT,X,X,X,O,O,O,X,O
SLJIOTZ,X,X,O,O,O,X,X,O
SLJIOZT,X,X,X,O,O,O,X,O
SLJZTIO,X,X,O,X,O,X,X,X
SLJZTOI,X,X,O,X,O,X,X,X
SLJZITO,X,X,O,X,O,X,X,X
SLJZIOT,X,X,O,X,O,O,X,O
SLJZOTI,X,X,O,X,O,X,X,O
SLJZOIT,X,X,O,X,O,O,X,O
SLJOTIZ,X,X,O,O,O,X,O,O
SLJOTZI,X,X,O,X,O,X,O,O
SLJOITZ,X,X,O,O,O,X,X,O
SLJOIZT,X,X,X,O,O,O,X,O
SLJOZTI,X,X,O,X,O,X,X,O
SLJOZIT,X,X,O,X,O,O,X,O
SLZTIJO,O,O,O,X,X,X,X,X
SLZTIOJ,X,O,O,X,O,O,X,O
SLZTJIO,O,O,O,X,O,X,X,X
SLZTJOI,X,O,O,X,O,X,X,X
SLZTOIJ,X,O,O,X,O,O,X,O
SLZTOJI,X,O,O,X,O,X,X,O
SLZITJO,O,O,O,X,X,X,X,X
SLZITOJ,X,O,O,X,O,O,X,O
SLZIJTO,X,X,O,X,O,X,X,X
SLZIJOT,X,X,O,X,O,O,X,O
SLZIOTJ,O,O,O,X,O,O,X,O
SLZIOJT,X,X,O,X,O,O,X,O
SLZJTIO,X,X,O,X,O,X,X,X
SLZJTOI,X,X,O,X,O,X,X,X
SLZJITO,X,X,O,X,O,X,X,X
SLZJIOT,X,X,O,X,O,O,X,O
SLZJOTI,X,X,O,X,O,X,X,O
SLZJOIT,X,X,O,X,O,O,X,O
SLZOTIJ,O,O,O,X,O,O,X,O
SLZOTJI,O,O,O,X,O,X,X,O
SLZOITJ,O,O,O,X,O,O,X,O
SLZOIJT,X,X,O,X,O,O,X,O
SLZOJTI,X,X,O,X,O,X,X,O
SLZOJIT,X,X,O,X,O,O,X,O
SLOTIJZ,O,O,O,O,X,X,O,O
SLOTIZJ,O,O,O,X,X,O,X,O
SLOTJIZ,O,O,O,O,O,X,O,O
SLOTJZI,O,X,O,X,O,X,O,O
SLOTZIJ,O,O,O,X,O,O,X,O
SLOTZJI,O,O,O,X,O,X,X,O
SLOITJZ,O,O,O,O,X,X,X,O
SLOITZJ,O,O,O,X,X,O,X,O
SLOIJTZ,X,X,O,O,O,X,X,O
SLOIJZT,X,X,X,O,O,O,X,O
SLOIZTJ,O,O,O,X,O,O,X,O
SLOIZJT,X,X,O,X,O,O,X,O
SLOJTIZ,X,X,O,O,O,X,O,O
SLOJTZI,X,X,O,X,O,X,O,O
SLOJITZ,X,X,O,O,O,X,X,O
SLOJIZT,X,X,X,O,O,O,X,O
SLOJZTI,X,X,O,X,O,X,X,O
SLOJZIT,X,X,O,X,O,O,X,O
SLOZTIJ,O,O,O,X,O,O,X,O
SLOZTJI,O,O,O,X,O,X,X,O
SLOZITJ,O,O,O,X,O,O,X,O
SLOZIJT,X,X,O,X,O,O,X,O
SLOZJTI,X,X,O,X,O,X,X,O
SLOZJIT,X,X,O,X,O,O,X,O
SJTILZO,O,X,X,O,X,X,O,X
SJTILOZ,X,O,O,O,X,X,O,X
SJTIZLO,O,O,X,X,X,X,X,X
SJTIZOL,O,O,X,X,X,X,X,X
SJTIOLZ,X,O,X,X,X,X,X,X
SJTIOZL,O,O,X,X,X,X,X,X
SJTLIZO,O,X,X,O,O,X,O,X
SJTLIOZ,X,O,O,O,O,X,O,O
SJTLZIO,O,X,O,X,O,X,O,X
SJTLZOI,X,X,O,X,O,X,O,X
SJTLOIZ,X,O,O,O,O,X,O,O
SJTLOZI,X,X,O,X,O,X,O,O
SJTZILO,O,O,O,X,O,X,X,X
SJTZIOL,O,O,X,X,X,X,X,X
SJTZLIO,O,O,O,X,O,X,X,X
SJTZLOI,X,O,O,X,O,X,X,X
SJTZOIL,O,O,X,X,X,X,X,X
SJTZOLI,X,O,X,X,X,X,X,X
SJTOILZ,X,O,X,X,X,X,X,X
SJTOIZL,O,O,X,X,X,X,X,X
SJTOLIZ,X,O,X,X,X,X,X,O
SJTOLZI,X,X,X,X,X,X,X,O
SJTOZIL,O,O,X,X,X,X,X,X
SJTOZLI,X,O,X,X,X,X,X,O
SJITLZO,O,X,X,O,X,X,X,X
SJITLOZ,X,O,O,O,X,X,X,X
SJITZLO,O,O,X,X,X,X,X,X
SJITZOL,O,O,X,X,X,X,X,X
SJITOLZ,X,O,X,X,X,X,X,X
SJITOZL,O,O,X,X,X,X,X,X
SJILTZO,X,X,X,O,O,X,X,X
SJILTOZ,X,X,O,O,O,X,X,O
SJILZTO,X,X,X,O,O,X,X,X
SJILZOT,X,X,X,O,O,O,X,O
SJILOTZ,X,X,O,O,O,X,X,O
SJILOZT,X,X,X,O,O,O,X,O
SJIZTLO,O,O,X,X,O,X,X,X
SJIZTOL,O,O,X,X,X,X,X,X
SJIZLTO,X,X,X,X,O,X,X,X
SJIZLOT,X,X,X,X,O,O,X,X
SJIZOTL,O,O,X,X,X,X,X,X
SJIZOLT,X,X,X,X,O,O,X,X
SJIOTLZ,O,O,X,X,X,X,X,X
SJIOTZL,O,O,X,X,X,X,X,X
SJIOLTZ,X,X,X,X,X,X,X,O
SJIOLZT,X,X,X,X,X,O,X,O
SJIOZTL,O,O,X,X,X,X,X,X
SJIOZLT,X,X,X,X,X,O,X,O
SJLTIZO,X,X,X,O,O,X,O,X
SJLTIOZ,X,X,O,O,O,X,O,O
SJLTZIO,X,X,O,X,O,X,O,X
SJLTZOI,X,X,O,X,O,X,O,X
SJLTOIZ,X,X,O,O,O,X,O,O
SJLTOZI,X,X,O,X,O,X,O,O
SJLITZO,X,X,X,O,O,X,X,X
SJLITOZ,X,X,O,O,O,X,X,O
SJLIZTO,X,X,X,O,O,X,X,X
SJLIZOT,X,X,X,O,O,O,X,O
SJLIOTZ,X,X,O,O,O,X,X,O
SJLIOZT,X,X,X,O,O,O,X,O
SJLZTIO,X,X,O,X,O,X,X,X
SJLZTOI,X,X,O,X,O,X,X,X
SJLZITO,X,X,O,X,O,X,X,X
SJLZIOT,X,X,O,X,O,O,X,O
SJLZOTI,X,X,O,X,O,X,X,O
SJLZOIT,X,X,O,X,O,O,X,O
SJLOTIZ,X,X,O,O,O,X,O,O
SJLOTZI,X,X,O,X,O,X,O,O
SJLOITZ,X,X,O,O,O,X,X,O
SJLOIZT,X,X,X,O,O,O,X,O
SJLOZTI,X,X,O,X,O,X,X,O
SJLOZIT,X,X,O,X,O,O,X,O
SJZTILO,O,O,O,X,O,X,X,X
SJZTIOL,O,O,X,X,X,X,X,X
SJZTLIO,O,O,O,X,O,X,X,X
SJZTLOI,X,O,O,X,O,X,X,X
SJZTOIL,O,O,X,X,X,X,X,X
SJZTOLI,X,O,X,X,X,X,X,X
SJZITLO,O,O,O,X,O,X,X,X
SJZITOL,O,O,X,X,X,X,X,X
SJZILTO,X,X,O,X,O,X,X,X
SJZILOT,X,X,O,X,O,O,X,X
SJZIOTL,O,O,X,X,X,X,X,X
SJZIOLT,X,X,X,X,O,O,X,X
SJZLTIO,X,X,O,X,O,X,X,X
SJZLTOI,X,X,O,X,O,X,X,X
SJZLITO,X,X,O,X,O,X,X,X
SJZLIOT,X,X,O,X,O,O,X,O
SJZLOTI,X,X,O,X,O,X,X,O
SJZLOIT,X,X,O,X,O,O,X,O
SJZOTIL,O,O,X,X,X,X,X,X
SJZOTLI,O,O,X,X,X,X,X,O
SJZOITL,O,O,X,X,X,X,X,X
SJZOILT,X,X,X,X,O,O,X,O
SJZOLTI,X,X,X,X,O,X,X,O
SJZOLIT,X,X,X,X,O,O,X,O
SJOTILZ,O,O,X,X,X,X,X,X
SJOTIZL,O,O,X,X,X,X,X,X
SJOTLIZ,O,O,X,X,X,X,X,O
SJOTLZI,O,X,X,X,X,X,X,O
SJOTZIL,O,O,X,X,X,X,X,X
SJOTZLI,O,O,X,X,X,X,X,O
SJOITLZ,O,O,X,X,X,X,X,X
SJOITZL,O,O,X,X,X,X,X,X
SJOILTZ,X,X,X,X,X,X,X,O
SJOILZT,X,X,X,X,X,O,X,O
SJOIZTL,O,O,X,X,X,X,X,X
SJOIZLT,X,X,X,X,X,O,X,O
SJOLTIZ,X,X,X,X,O,X,X,O
SJOLTZI,X,X,X,X,O,X,X,O
SJOLITZ,X,X,X,X,O,X,X,O
SJOLIZT,X,X,X,X,O,O,X,O
SJOLZTI,X,X,X,X,O,X,X,O
SJOLZIT,X,X,X,X,O,O,X,O
SJOZTIL,O,O,X,X,X,X,X,X
SJOZTLI,O,O,X,X,X,X,X,O
SJOZITL,O,O,X,X,X,X,X,X
SJOZILT,X,X,X,X,O,O,X,O
SJOZLTI,X,X,X,X,O,X,X,O
SJOZLIT,X,X,X,X,O,O,X,O
SZTILJO,O,O,O,X,X,X,X,X
SZTILOJ,X,O,O,X,O,O,X,X
SZTIJLO,O,O,O,X,X,X,X,X
SZTIJOL,O,O,X,X,X,X,X,X
SZTIOLJ,O,O,O,X,X,O,X,X
SZTIOJL,O,O,X,X,X,X,X,X
SZTLIJO,O,O,O,X,X,X,X,X
