sequence,v115@DhD8IeA8HeE8EeB8JeOEJvhF8kB3lBRnBFmBSwBTsB,v115@DhD8IeA8HeE8EeB8Jei/IvhF3kBRmBusBFmB0qBzrB,v115@DhD8IeA8HeE8EeB8Jex/IvhF0hBTkBmqBCsBlqB3sB,v115@DhD8IeA8HeE8EeB8Jex/IvhFXhBTkB2qBlnBUsBSwB,v115@DhD8IeA8HeE8EeB8JeT/IvhFxgBypBXmBlnBUsBWwB,v115@DhD8IeA8HeE8EeB8JeKEJvhFflBxgBlnBzqBUsBGrB,v115@DhD8IeA8HeE8EeB8Je1GJvhFTkB6qB3nBmkBUmBxwB,v115@DhD8IeA8HeE8EeB8JeKEJvhFzfBRnBlqBGsBfrB0rB,v115@DhD8IeA8HeE8EeB8Jex/IvhFylB+mBTkB0qBXsBlsB,v115@DhD8IeA8HeE8EeB8Jem/IvhFChBTkB0qBxrBlrB3sB,v115@DhD8IeA8HeE8EeB8Je1FJvhF0hBTkB3nBmkBCrBxwB,v115@DhD8IeA8HeE8EeB8Jem/IvhFChBTkB3nBxqBVwBUsB,v115@DhD8IeA8HeE8EeB8JeTEJvhF0lBlmB3nBmkBCrBxwB,v115@DhD8IeA8HeE8EeB8Je0EJvhFllBRnBikBXrBTsBGrB,v115@DhD8IeA8HeE8EeB8Je3AJvhFqmBTkB8qBlnBmkBxwB,v115@DhD8IeA8HeE8EeB8Je3/IvhF1lBRnB2pB0mBzqBSxB,v115@DhD8IeA8HeE8EeB8JeOEJvhF0hBzkBVrB3nB6qBxwB,v115@DhD8IeA8HeE8EeB8JeOEJvhFxgBzkBVsBUrBCrB3sB,v115@DhD8IeA8HeE8EeB8JeyEJvhFRmB3nBTkBFmB0qBWxB,v115@DhD8IeA8HeE8EeB8JeOEJvhFThBClB3nBxqBVxB0qB,v115@DhD8IeA8HeE8EeB8JeOEJvhFXgBlnBRqBUsBCrBTrB
IZOTSJL,O,X,X,X,X,X,X,X,O,O,X,X,O,O,X,O,X,O,X,X,X
IZOLTJS,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
IZOLTSJ,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
IZOLJTS,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X
IZOLJST,O,X,X,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X
IZOLSTJ,O,X,X,X,X,O,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X
IZOLSJT,O,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
IZOJTLS,O,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X,X,O,X,X,X
IZOJTSL,O,X,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X
IZOJLTS,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X
IZOJLST,O,X,X,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X
IZOJSTL,O,X,X,O,X,X,X,X,O,O,X,X,O,O,X,X,O,O,X,X,X
IZOJSLT,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
IZOSTLJ,X,X,X,X,X,X,O,X,X,O,X,X,O,O,X,X,O,X,X,X,X
IZOSTJL,O,X,X,X,X,X,X,X,O,O,X,X,O,O,X,X,O,X,X,X,X
IZOSLTJ,O,X,X,X,X,X,O,X,X,O,O,X,O,O,X,X,X,X,X,X,X
IZOSLJT,O,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
IZOSJTL,O,X,X,O,X,X,X,X,O,O,X,X,O,O,X,X,O,O,X,X,X
IZOSJLT,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
IOTLJSZ,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
IOTLJZS,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
IOTLSJZ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
IOTLSZJ,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X
IOTLZJS,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
IOTLZSJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
IOTJLSZ,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
IOTJLZS,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
IOTJSLZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
IOTJSZL,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
IOTJZLS,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
IOTJZSL,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
IOTSLJZ,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,O,O,X,X,X,X
IOTSLZJ,X,X,X,X,X,X,O,X,X,X,O,X,O,O,O,O,O,X,X,X,X
IOTSJLZ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X
IOTSJZL,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,O,O,X,X,X,X
IOTSZLJ,X,X,X,X,X,X,O,X,X,X,X,X,O,O,O,O,O,X,X,X,X
IOTSZJL,O,X,X,O,X,X,X,X,O,X,X,X,O,O,X,O,O,X,X,X,X
IOTZLJS,O,X,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
IOTZLSJ,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
IOTZJLS,O,X,X,O,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X
IOTZJSL,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IOTZSLJ,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O,X,X,X,X,X
IOTZSJL,O,X,X,O,X,X,X,X,O,X,X,X,O,O,X,O,X,X,X,X,X
IOLTJSZ,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
IOLTJZS,O,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
IOLTSJZ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
IOLTSZJ,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X
IOLTZJS,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
IOLTZSJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
IOLJTSZ,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
IOLJTZS,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
IOLJSTZ,X,X,O,X,X,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X
IOLJSZT,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
IOLJZTS,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
IOLJZST,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
IOLSTJZ,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,O,O,X,X,X,X
IOLSTZJ,O,X,X,X,X,O,O,X,X,X,O,X,O,O,X,O,O,X,X,X,X
IOLSJTZ,X,X,O,X,X,X,O,O,X,X,O,O,X,X,X,X,O,X,X,X,X
IOLSJZT,O,X,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
IOLSZTJ,O,X,X,X,X,O,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X
IOLSZJT,O,X,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
IOLZTJS,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IOLZTSJ,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X
IOLZJTS,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
IOLZJST,O,X,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
IOLZSTJ,O,X,X,X,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X
IOLZSJT,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IOJTLSZ,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
IOJTLZS,O,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
IOJTSLZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
IOJTSZL,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
IOJTZLS,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
IOJTZSL,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
IOJLTSZ,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
IOJLTZS,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
IOJLSTZ,X,X,O,X,X,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X
IOJLSZT,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
IOJLZTS,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
IOJLZST,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
IOJSTLZ,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X
IOJSTZL,X,X,X,O,X,X,X,X,X,X,X,O,O,O,X,X,O,X,X,X,X
IOJSLTZ,X,X,O,X,X,X,O,X,X,X,O,O,X,X,X,X,O,X,X,X,X
IOJSLZT,O,X,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
IOJSZTL,O,X,X,O,X,X,X,X,O,X,X,O,O,O,X,X,O,O,X,X,X
IOJSZLT,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
IOJZTLS,O,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X,X,O,X,X,X
IOJZTSL,O,X,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X
IOJZLTS,O,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X
IOJZLST,O,X,O,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X
IOJZSTL,O,X,X,O,X,X,X,X,O,O,X,X,O,O,X,X,O,O,X,X,X
IOJZSLT,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
IOSTLJZ,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,O,O,X,X,X,X
IOSTLZJ,X,X,X,X,X,X,O,X,X,X,O,O,O,O,O,O,O,X,X,X,X
IOSTJLZ,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,O,X,X,X,X
IOSTJZL,X,X,X,X,X,X,X,X,X,X,X,O,O,O,X,O,O,X,X,X,X
IOSTZLJ,X,X,X,X,X,X,O,X,X,X,X,O,O,O,O,O,O,X,X,X,X
IOSTZJL,O,X,X,O,X,X,X,X,O,X,X,O,O,O,X,O,O,X,X,X,X
IOSLTJZ,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,O,X,X,X,X
IOSLTZJ,O,X,X,X,X,X,O,X,X,X,O,O,O,O,X,X,O,X,X,X,X
IOSLJTZ,X,X,O,X,X,X,O,X,X,X,O,O,X,X,X,X,O,X,X,X,X
IOSLJZT,O,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
IOSLZTJ,O,X,X,X,X,X,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X
IOSLZJT,O,X,O,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
IOSJTLZ,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X
IOSJTZL,X,X,X,O,X,X,X,X,X,X,X,O,O,O,X,X,O,X,X,X,X
IOSJLTZ,X,X,O,X,X,X,O,X,X,X,O,O,X,X,X,X,O,X,X,X,X
IOSJLZT,O,X,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
IOSJZTL,O,X,X,O,X,X,X,X,O,X,X,O,O,O,X,X,O,O,X,X,X
IOSJZLT,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
IOSZTLJ,X,X,X,X,X,X,O,X,X,X,X,O,O,O,X,X,O,X,X,X,X
IOSZTJL,O,X,X,X,X,X,X,X,O,X,X,O,O,O,X,X,O,X,X,X,X
IOSZLTJ,O,X,X,X,X,X,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X
IOSZLJT,O,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
IOSZJTL,O,X,X,O,X,X,X,X,O,X,X,O,O,O,X,X,O,X,X,X,X
IOSZJLT,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
IOZTLJS,O,X,X,O,X,X,X,X,X,O,X,X,X,O,O,X,X,O,X,X,X
IOZTLSJ,O,X,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X
IOZTJLS,O,X,X,O,X,X,X,X,O,O,X,X,X,O,O,X,X,O,X,X,X
IOZTJSL,O,X,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X
IOZTSLJ,X,X,X,X,X,X,X,X,X,O,X,X,O,O,O,O,X,X,X,X,X
IOZTSJL,O,X,X,O,X,X,X,X,O,O,X,X,O,O,X,O,X,O,X,X,X
IOZLTJS,O,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
IOZLTSJ,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
IOZLJTS,O,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X
IOZLJST,O,X,O,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X
IOZLSTJ,O,X,X,X,X,O,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X
IOZLSJT,O,X,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
IOZJTLS,O,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X,X,O,X,X,X
IOZJTSL,O,X,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X
IOZJLTS,O,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X
IOZJLST,O,X,O,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X
IOZJSTL,O,X,X,O,X,X,X,X,O,O,X,X,O,O,X,X,O,O,X,X,X
IOZJSLT,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
IOZSTLJ,X,X,X,X,X,X,O,X,X,O,X,X,O,O,X,X,O,X,X,X,X
IOZSTJL,O,X,X,X,X,X,X,X,O,O,X,X,O,O,X,X,O,X,X,X,X
IOZSLTJ,O,X,X,X,X,X,O,X,X,O,O,X,O,O,X,X,X,X,X,X,X
IOZSLJT,O,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
IOZSJTL,O,X,X,O,X,X,X,X,O,O,X,X,O,O,X,X,O,O,X,X,X
IOZSJLT,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LTIJSZO,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTIJSOZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTIJZSO,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LTIJZOS,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LTIJOSZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTIJOZS,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LTISJZO,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTISJOZ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTISZJO,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LTISZOJ,X,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LTISOJZ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTISOZJ,X,X,X,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LTIZJSO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LTIZJOS,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LTIZSJO,O,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LTIZSOJ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LTIZOJS,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LTIZOSJ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LTIOJSZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
LTIOJZS,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LTIOSJZ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LTIOSZJ,X,X,X,X,O,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X
LTIOZJS,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LTIOZSJ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
LTJISZO,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJISOZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJIZSO,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJIZOS,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJIOSZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJIOZS,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJSIZO,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
LTJSIOZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
LTJSZIO,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJSZOI,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJSOIZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJSOZI,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJZISO,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
LTJZIOS,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
LTJZSIO,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJZSOI,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJZOIS,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJZOSI,X,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJOISZ,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJOIZS,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJOSIZ,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJOSZI,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJOZIS,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJOZSI,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSIJZO,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LTSIJOZ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LTSIZJO,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSIZOJ,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSIOJZ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSIOZJ,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSJIZO,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
LTSJIOZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
LTSJZIO,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSJZOI,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSJOIZ,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSJOZI,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSZIJO,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSZIOJ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSZJIO,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSZJOI,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSZOIJ,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSZOJI,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSOIJZ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSOIZJ,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSOJIZ,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSOJZI,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSOZIJ,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSOZJI,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZIJSO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LTZIJOS,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LTZISJO,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LTZISOJ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZIOJS,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZIOSJ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZJISO,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
LTZJIOS,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
LTZJSIO,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZJSOI,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZJOIS,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZJOSI,X,X,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZSIJO,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZSIOJ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZSJIO,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZSJOI,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZSOIJ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZSOJI,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZOIJS,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZOISJ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZOJIS,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZOJSI,X,X,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZOSIJ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZOSJI,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOIJSZ,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
LTOIJZS,X,X,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LTOISJZ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LTOISZJ,X,X,X,X,O,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X
LTOIZJS,X,X,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LTOIZSJ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
LTOJISZ,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
LTOJIZS,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOJSIZ,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
LTOJSZI,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOJZIS,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOJZSI,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOSIJZ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LTOSIZJ,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LTOSJIZ,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
LTOSJZI,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOSZIJ,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LTOSZJI,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOZIJS,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOZISJ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LTOZJIS,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOZJSI,X,X,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOZSIJ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LTOZSJI,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
