sequence,v115@9gB8HeB8HeB8HeC8BeA8BeB8JexAJvhFTiB6oB/qB8?sBmrBFrB,v115@9gB8HeB8HeB8HeC8BeA8BeB8JeTAJvhFOmBxiBfsBS?tB0qBlsB,v115@9gB8HeB8HeB8HeC8BeA8BeB8JexAJvhFVnBilBXoBG?oBzqBUsB,v115@9gB8HeB8HeB8HeC8BeA8BeB8JeTAJvhFihB1rBxnBG?oB0qB3sB,v115@9gB8HeB8HeB8HeC8BeA8BeB8JexAJvhF0iB6oBTlBX?rBlsBmrB,v115@9gB8HeB8HeB8HeC8BeA8BeB8JeTAJvhF8mBSoBlqBx?sBOrB3sB,v115@9gB8HeB8HeB8HeC8BeA8BeB8JelAJvhFziB+oB/qBx?rBirBUsB,v115@9gB8HeB8HeB8HeC8BeA8BeB8JeTAJvhF0iB6oBxqBl?sBmrBXrB,v115@9gB8HeB8HeB8HeC8BeA8BeB8JeGDJvhFxlBXnBVtBi?lBzqBUsB,v115@9gB8HeB8HeB8HeC8BeA8BeB8JexAJvhF8mBfoB6oBm?qBTsBlqB,v115@9gB8HeB8HeB8HeC8BeA8BeB8JeFBJvhFxiBSsBToBm?qB/qBUsB,v115@9gB8HeB8HeB8HeC8BeA8BeB8JeyGJvhFGjBUoBxqBT?sB/qBFrB,v115@9gB8HeB8HeB8HeC8BeA8BeB8JexAJvhFXiB+oBilBz?qBFsB8sB,v115@9gB8HeB8HeB8HeC8BeA8BeB8JeTAJvhFlhB2rBxnBS?tB0qB3sB,v115@9gB8HeB8HeB8HeC8BeA8BeB8JeFDJvhFxlBXnBStBT?lBerBUsB
LIJTOSZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LIJTOZS,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
LIJSTZO,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
LIJSTOZ,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
LIJSZTO,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LIJSZOT,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LIJSOTZ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LIJSOZT,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LIJZTSO,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
LIJZTOS,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LIJZSTO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJZSOT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJZOTS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJZOST,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJOTSZ,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X
LIJOTZS,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LIJOSTZ,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
LIJOSZT,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
LIJOZTS,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LIJOZST,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LISTJZO,O,O,O,X,X,X,O,O,X,X,X,X,X,X,O
LISTJOZ,X,X,O,X,X,X,O,O,X,X,X,X,X,X,O
LISTZJO,O,O,O,X,X,O,X,O,X,X,X,X,X,X,O
LISTZOJ,O,O,X,X,O,O,X,O,X,X,X,X,X,X,O
LISTOJZ,X,X,O,X,O,X,X,O,X,X,X,X,X,X,O
LISTOZJ,X,X,O,X,O,O,X,O,X,X,X,X,X,X,O
LISJTZO,O,O,O,X,X,X,O,X,X,X,X,X,X,X,O
LISJTOZ,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O
LISJZTO,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LISJZOT,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LISJOTZ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LISJOZT,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LISZTJO,O,O,O,X,X,O,X,X,X,X,X,X,X,X,O
LISZTOJ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,O
LISZJTO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LISZJOT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LISZOTJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LISZOJT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LISOTJZ,X,X,O,X,O,X,X,O,X,X,X,X,X,X,O
LISOTZJ,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O
LISOJTZ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LISOJZT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LISOZTJ,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LISOZJT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZTJSO,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X
LIZTJOS,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X
LIZTSJO,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X
LIZTSOJ,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X
LIZTOJS,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X
LIZTOSJ,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X
LIZJTSO,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
LIZJTOS,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LIZJSTO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZJSOT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZJOTS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZJOST,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZSTJO,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
LIZSTOJ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
LIZSJTO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZSJOT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZSOTJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZSOJT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZOTJS,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X
LIZOTSJ,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X
LIZOJTS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZOJST,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZOSTJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZOSJT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOTJSZ,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X
LIOTJZS,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
LIOTSJZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LIOTSZJ,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
LIOTZJS,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X
LIOTZSJ,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X
LIOJTSZ,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X
LIOJTZS,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LIOJSTZ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LIOJSZT,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LIOJZTS,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X
LIOJZST,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X
LIOSTJZ,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
LIOSTZJ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LIOSJTZ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LIOSJZT,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LIOSZTJ,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
LIOSZJT,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
LIOZTJS,X,O,X,X,X,O,X,O,X,X,X,O,X,X,X
LIOZTSJ,X,O,O,X,X,O,X,O,X,X,X,O,X,X,X
LIOZJTS,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
LIOZJST,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X
LIOZSTJ,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
LIOZSJT,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
LJTISZO,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJTISOZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJTIZSO,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJTIZOS,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X
LJTIOSZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJTIOZS,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJTSIZO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LJTSIOZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LJTSZIO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTSZOI,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LJTSOIZ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LJTSOZI,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LJTZISO,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJTZIOS,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X
LJTZSIO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTZSOI,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LJTZOIS,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LJTZOSI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTOISZ,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X
LJTOIZS,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LJTOSIZ,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X
LJTOSZI,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X
LJTOZIS,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X
LJTOZSI,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X
LJITSZO,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJITSOZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJITZSO,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJITZOS,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X
LJITOSZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJITOZS,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJISTZO,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
LJISTOZ,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
LJISZTO,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LJISZOT,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LJISOTZ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LJISOZT,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LJIZTSO,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LJIZTOS,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
LJIZSTO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJIZSOT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJIZOTS,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
LJIZOST,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJIOTSZ,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X
LJIOTZS,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJIOSTZ,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
LJIOSZT,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
LJIOZTS,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LJIOZST,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LJSTIZO,O,O,O,X,X,X,O,X,X,X,X,X,X,X,O
LJSTIOZ,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O
LJSTZIO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LJSTZOI,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LJSTOIZ,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X
LJSTOZI,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LJSITZO,O,O,O,X,X,X,O,X,X,X,X,X,X,X,O
LJSITOZ,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O
LJSIZTO,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LJSIZOT,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LJSIOTZ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LJSIOZT,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LJSZTIO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LJSZTOI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LJSZITO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSZIOT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSZOTI,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSZOIT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSOTIZ,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X
LJSOTZI,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
LJSOITZ,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X
LJSOIZT,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X
LJSOZTI,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LJSOZIT,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LJZTISO,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LJZTIOS,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
LJZTSIO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LJZTSOI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LJZTOIS,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
LJZTOSI,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZITSO,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LJZITOS,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
LJZISTO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZISOT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZIOTS,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
LJZIOST,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZSTIO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LJZSTOI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LJZSITO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZSIOT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZSOTI,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZSOIT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZOTIS,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X
LJZOTSI,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LJZOITS,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X
LJZOIST,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LJZOSTI,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LJZOSIT,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LJOTISZ,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X
LJOTIZS,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LJOTSIZ,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X
LJOTSZI,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X
LJOTZIS,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X
LJOTZSI,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X
LJOITSZ,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X
LJOITZS,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LJOISTZ,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X
LJOISZT,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
LJOIZTS,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X
LJOIZST,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LJOSTIZ,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X
LJOSTZI,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X
LJOSITZ,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X
LJOSIZT,O,X,X,X,X,X,O,X,X,O,O,X,X,X,X
LJOSZTI,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X
LJOSZIT,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X
LJOZTIS,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X
LJOZTSI,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X
LJOZITS,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X
LJOZIST,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X
LJOZSTI,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X
LJOZSIT,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X
LSTIJZO,O,O,O,O,X,X,O,O,X,X,X,X,X,X,O
LSTIJOZ,X,X,O,X,X,X,O,O,O,X,X,X,X,X,O
LSTIZJO,O,O,O,O,X,X,X,O,X,X,X,X,X,X,O
LSTIZOJ,O,O,X,O,O,X,X,O,X,X,X,X,X,X,O
LSTIOJZ,X,X,O,X,O,X,X,O,X,X,X,X,X,X,O
LSTIOZJ,X,X,O,O,O,X,X,O,X,X,X,X,X,X,O
LSTJIZO,O,O,O,O,X,X,O,X,X,X,X,X,X,X,O
LSTJIOZ,X,X,O,X,X,X,O,X,O,X,X,X,X,X,O
LSTJZIO,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LSTJZOI,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
LSTJOIZ,X,X,O,X,O,X,O,X,O,X,X,X,X,X,X
LSTJOZI,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LSTZIJO,O,O,O,O,X,X,X,O,X,X,X,X,X,X,O
LSTZIOJ,O,O,O,O,O,X,X,O,X,X,X,X,X,X,O
LSTZJIO,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LSTZJOI,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
LSTZOIJ,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
LSTZOJI,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
LSTOIJZ,X,X,O,X,O,X,X,X,O,X,X,X,X,X,O
LSTOIZJ,X,X,O,O,O,X,X,X,X,X,X,X,X,X,O
LSTOJIZ,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X
LSTOJZI,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LSTOZIJ,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
LSTOZJI,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
LSITJZO,O,O,O,O,X,X,O,O,X,X,X,X,X,X,O
LSITJOZ,X,X,O,X,X,X,O,O,O,X,X,X,X,X,O
LSITZJO,O,O,O,O,X,X,X,O,X,X,X,X,X,X,O
LSITZOJ,O,O,X,O,O,X,X,O,X,X,X,X,X,X,O
LSITOJZ,X,X,O,X,O,X,X,O,X,X,X,X,X,X,O
LSITOZJ,X,X,O,O,O,X,X,O,X,X,X,X,X,X,O
LSIJTZO,O,O,O,X,X,X,O,X,X,X,X,X,X,X,O
LSIJTOZ,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O
LSIJZTO,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LSIJZOT,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LSIJOTZ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LSIJOZT,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LSIZTJO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O
LSIZTOJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O
LSIZJTO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSIZJOT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSIZOTJ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LSIZOJT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSIOTJZ,X,X,O,X,O,X,X,O,X,X,X,X,X,X,O
LSIOTZJ,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O
LSIOJTZ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LSIOJZT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSIOZTJ,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LSIOZJT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSJTIZO,O,O,O,X,X,X,O,X,X,X,X,X,X,X,O
LSJTIOZ,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O
LSJTZIO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LSJTZOI,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LSJTOIZ,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X
LSJTOZI,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LSJITZO,O,O,O,X,X,X,O,X,X,X,X,X,X,X,O
LSJITOZ,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O
LSJIZTO,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LSJIZOT,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LSJIOTZ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LSJIOZT,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LSJZTIO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LSJZTOI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LSJZITO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSJZIOT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSJZOTI,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSJZOIT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSJOTIZ,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X
LSJOTZI,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
LSJOITZ,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X
LSJOIZT,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X
LSJOZTI,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LSJOZIT,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LSZTIJO,O,O,O,O,X,X,X,X,X,X,X,X,X,X,O
LSZTIOJ,O,O,O,O,O,X,X,X,X,X,X,X,X,X,O
LSZTJIO,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LSZTJOI,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
LSZTOIJ,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
LSZTOJI,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
LSZITJO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O
LSZITOJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O
LSZIJTO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSZIJOT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSZIOTJ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LSZIOJT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSZJTIO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LSZJTOI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LSZJITO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSZJIOT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSZJOTI,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSZJOIT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSZOTIJ,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
LSZOTJI,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
LSZOITJ,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
LSZOIJT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSZOJTI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LSZOJIT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSOTIJZ,X,X,O,X,O,X,X,X,O,X,X,X,X,X,O
LSOTIZJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O
LSOTJIZ,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X
LSOTJZI,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LSOTZIJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LSOTZJI,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LSOITJZ,X,X,O,X,O,X,X,X,O,X,X,X,X,X,O
LSOITZJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O
LSOIJTZ,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X
LSOIJZT,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LSOIZTJ,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LSOIZJT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSOJTIZ,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X
LSOJTZI,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X
LSOJITZ,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X
LSOJIZT,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LSOJZTI,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X
LSOJZIT,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LSOZTIJ,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LSOZTJI,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LSOZITJ,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LSOZIJT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSOZJTI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LSOZJIT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LZTIJSO,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X
LZTIJOS,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X
LZTISJO,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X
LZTISOJ,X,O,O,O,O,O,X,O,X,X,X,X,X,X,X
LZTIOJS,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X
LZTIOSJ,X,O,O,O,X,O,X,O,X,X,X,X,X,X,X
LZTJISO,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
LZTJIOS,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X
LZTJSIO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LZTJSOI,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LZTJOIS,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LZTJOSI,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LZTSIJO,O,O,O,O,X,X,X,O,X,X,X,X,X,X,O
LZTSIOJ,O,O,O,O,O,X,X,O,X,X,X,X,X,X,O
