sequence,v115@9gC8GeA8IeB8DeA8CeC8EeB8JeXCJvhF6oBRlBznBF?mB0qBWxB,v115@9gC8GeA8IeB8DeA8CeC8EeB8JeXCJvhF6oBFlB8qBz?nBGmBxwB,v115@9gC8GeA8IeB8DeA8CeC8EeB8JeCBJvhFxiBUlB+sBT?oBXrBlrB,v115@9gC8GeA8IeB8DeA8CeC8EeB8JeTCJvhF6oBFlBXmB8?sBGmBRwB,v115@9gC8GeA8IeB8DeA8CeC8EeB8JeRBJvhFGjBUlB3mBV?tBzqBSxB,v115@9gC8GeA8IeB8DeA8CeC8EeB8JeRBJvhFFjBUlBStBX?rBGrBTsB,v115@9gC8GeA8IeB8DeA8CeC8EeB8JeXCJvhFRlBCoBFmBT?oB0qBWxB,v115@9gC8GeA8IeB8DeA8CeC8EeB8Je3BJvhFFjBStBxqBG?qBTsBUrB,v115@9gC8GeA8IeB8DeA8CeC8EeB8JeRBJvhFTjBFlBGrBC?tBcsBXrB,v115@9gC8GeA8IeB8DeA8CeC8EeB8Je8GJvhFziB+oBRlB1?qBSxBXrB,v115@9gC8GeA8IeB8DeA8CeC8EeB8JeRBJvhF+oBUlBlnBT?rBCrB3sB,v115@9gC8GeA8IeB8DeA8CeC8EeB8Je1GJvhFXjBStBxqBG?qBUrBTsB
JLSOZTI,O,X,O,X,X,X,X,X,X,X,X,X
JLSOZIT,O,X,O,X,X,X,O,X,X,O,X,X
JLZTISO,X,X,O,X,X,X,O,X,X,X,X,X
JLZTIOS,X,X,O,X,X,X,X,X,X,O,X,X
JLZTSIO,X,X,X,X,X,O,O,X,X,X,X,X
JLZTSOI,X,X,X,X,X,O,X,X,X,X,X,X
JLZTOIS,X,X,O,X,X,X,X,X,X,O,O,X
JLZTOSI,X,X,X,X,X,X,X,X,X,X,O,X
JLZITSO,X,X,O,O,X,X,O,X,X,X,X,X
JLZITOS,X,X,O,O,X,X,X,X,X,O,X,X
JLZISTO,X,X,O,X,X,X,O,X,X,X,X,X
JLZISOT,O,X,O,X,X,X,O,X,X,O,X,X
JLZIOTS,O,X,O,O,X,X,X,X,X,O,X,X
JLZIOST,O,X,O,X,X,X,O,X,X,O,X,X
JLZSTIO,X,X,O,X,X,O,O,X,X,X,X,X
JLZSTOI,X,X,O,X,X,O,X,X,X,X,X,X
JLZSITO,X,X,O,X,X,O,O,X,X,X,X,X
JLZSIOT,O,X,O,X,X,O,O,X,X,O,X,X
JLZSOTI,O,X,O,X,X,O,X,X,X,X,X,X
JLZSOIT,O,X,O,X,X,O,O,X,X,O,X,X
JLZOTIS,O,X,O,X,X,X,X,X,X,O,O,X
JLZOTSI,O,X,X,X,X,X,X,X,X,X,O,X
JLZOITS,O,X,O,O,X,X,X,X,X,O,X,X
JLZOIST,O,X,O,X,X,X,O,X,X,O,X,X
JLZOSTI,O,X,O,X,X,X,X,X,X,X,X,X
JLZOSIT,O,X,O,X,X,X,O,X,X,O,X,X
JLOTISZ,O,X,X,X,X,X,X,X,O,X,X,X
JLOTIZS,X,X,X,X,X,X,X,X,O,O,X,X
JLOTSIZ,O,X,X,X,X,X,X,X,O,X,X,X
JLOTSZI,O,X,X,X,X,X,X,X,O,X,X,X
JLOTZIS,O,X,X,X,X,X,X,X,O,O,O,X
JLOTZSI,O,X,X,X,X,X,X,X,O,X,O,X
JLOITSZ,O,X,X,X,X,X,X,X,X,X,X,X
JLOITZS,X,X,X,X,X,X,X,X,X,O,X,X
JLOISTZ,O,X,X,X,X,X,O,X,X,X,X,X
JLOISZT,O,X,O,X,X,X,O,X,X,O,X,X
JLOIZTS,O,X,O,X,X,X,X,X,X,O,X,X
JLOIZST,O,X,O,X,X,X,X,X,X,O,X,X
JLOSTIZ,O,X,X,X,X,X,X,X,X,X,X,X
JLOSTZI,O,X,X,X,X,X,X,X,X,X,X,X
JLOSITZ,O,X,X,X,X,X,O,X,X,X,X,X
JLOSIZT,O,X,O,X,X,X,O,X,X,O,X,X
JLOSZTI,O,X,O,X,X,X,X,X,X,X,X,X
JLOSZIT,O,X,O,X,X,X,O,X,X,O,X,X
JLOZTIS,O,X,O,X,X,X,X,X,X,O,O,X
JLOZTSI,O,X,X,X,X,X,X,X,X,X,O,X
JLOZITS,O,X,O,X,X,X,X,X,X,O,X,X
JLOZIST,O,X,O,X,X,X,O,X,X,O,X,X
JLOZSTI,O,X,O,X,X,X,X,X,X,X,X,X
JLOZSIT,O,X,O,X,X,X,O,X,X,O,X,X
JSTILZO,X,X,X,X,O,X,O,X,X,X,X,X
JSTILOZ,X,X,X,X,X,X,O,X,X,X,X,X
JSTIZLO,X,X,O,X,O,X,X,X,X,X,X,X
JSTIZOL,X,O,X,X,O,X,X,X,X,X,X,X
JSTIOLZ,O,O,X,X,X,X,X,X,X,X,X,X
JSTIOZL,X,O,X,X,O,X,X,X,X,X,X,X
JSTLIZO,X,X,X,X,O,X,O,X,X,X,X,X
JSTLIOZ,X,X,X,X,X,X,O,X,X,X,X,X
JSTLZIO,X,X,X,X,O,X,O,X,X,X,X,X
JSTLZOI,X,X,X,X,O,X,X,X,X,X,X,X
JSTLOIZ,X,X,X,X,X,X,X,X,X,X,X,X
JSTLOZI,X,X,X,X,X,X,X,X,X,X,X,X
JSTZILO,X,X,O,X,O,X,O,X,X,X,X,X
JSTZIOL,O,X,X,X,O,X,X,X,X,X,X,X
JSTZLIO,X,X,O,X,O,X,O,X,X,X,X,X
JSTZLOI,X,X,O,X,O,X,X,X,X,X,X,X
JSTZOIL,O,X,O,X,O,X,X,X,X,X,X,X
JSTZOLI,O,O,O,X,O,X,X,X,X,X,O,X
JSTOILZ,O,O,X,X,X,X,X,X,X,X,X,X
JSTOIZL,X,O,O,X,O,X,X,X,X,X,X,X
JSTOLIZ,O,O,X,X,X,X,X,X,X,X,X,X
JSTOLZI,O,O,X,X,X,X,X,X,X,X,X,X
JSTOZIL,O,X,O,X,O,X,X,X,X,X,X,X
JSTOZLI,O,O,O,X,O,X,X,X,X,X,O,X
JSITLZO,X,X,X,X,O,X,O,X,X,X,X,X
JSITLOZ,X,X,X,X,X,X,O,X,X,X,X,X
JSITZLO,X,X,O,X,O,X,X,X,X,X,X,X
JSITZOL,X,O,X,X,O,X,X,X,X,X,X,X
JSITOLZ,O,O,X,X,X,X,X,X,X,X,X,X
JSITOZL,X,O,X,X,O,X,X,X,X,X,X,X
JSILTZO,X,X,X,X,X,X,O,X,X,X,X,X
JSILTOZ,X,X,X,X,X,X,O,X,X,X,X,X
JSILZTO,X,X,O,X,X,X,O,X,X,X,X,X
JSILZOT,X,X,O,X,X,X,O,X,X,O,X,X
JSILOTZ,O,X,X,X,X,X,O,X,X,X,X,X
JSILOZT,O,X,X,X,X,X,O,X,X,O,X,X
JSIZTLO,X,X,O,X,X,X,O,X,X,X,X,X
JSIZTOL,O,X,X,X,X,X,X,X,X,X,X,X
JSIZLTO,X,X,O,X,X,X,O,X,X,X,X,X
JSIZLOT,O,X,O,X,X,X,O,X,X,X,X,X
JSIZOTL,O,X,O,X,X,X,X,X,X,X,X,X
JSIZOLT,O,X,O,X,X,X,O,X,X,X,X,X
JSIOTLZ,O,O,X,X,X,X,X,X,X,X,X,X
JSIOTZL,X,O,O,X,X,X,X,X,X,X,X,X
JSIOLTZ,O,O,X,X,X,X,O,X,X,X,X,X
JSIOLZT,O,X,O,X,X,X,O,X,X,X,X,X
JSIOZTL,O,X,O,X,X,X,X,X,X,X,X,X
JSIOZLT,O,X,O,X,X,X,X,X,X,X,X,X
JSLTIZO,X,X,X,X,X,X,O,X,X,X,X,X
JSLTIOZ,X,X,X,X,X,X,O,X,X,X,X,X
JSLTZIO,X,X,X,X,X,O,O,X,X,X,X,X
JSLTZOI,X,X,X,X,X,O,X,X,X,X,X,X
JSLTOIZ,X,X,X,X,X,X,X,X,X,X,X,X
JSLTOZI,X,X,X,X,X,X,X,X,X,X,X,X
JSLITZO,X,X,X,X,X,X,O,X,X,X,X,X
JSLITOZ,X,X,X,X,X,X,O,X,X,X,X,X
JSLIZTO,X,X,O,X,X,X,O,X,X,X,X,X
JSLIZOT,X,X,O,X,X,X,O,X,X,O,X,X
JSLIOTZ,O,X,X,X,X,X,O,X,X,X,X,X
JSLIOZT,O,X,X,X,X,X,O,X,X,O,X,X
JSLZTIO,X,X,O,X,X,O,O,X,X,X,X,X
JSLZTOI,X,X,O,X,X,O,X,X,X,X,X,X
JSLZITO,X,X,O,X,X,O,O,X,X,X,X,X
JSLZIOT,O,X,O,X,X,O,O,X,X,O,X,X
JSLZOTI,O,X,O,X,X,O,X,X,X,X,X,X
JSLZOIT,O,X,O,X,X,O,O,X,X,O,X,X
JSLOTIZ,O,X,X,X,X,X,X,X,X,X,X,X
JSLOTZI,O,X,X,X,X,X,X,X,X,X,X,X
JSLOITZ,O,X,X,X,X,X,O,X,X,X,X,X
JSLOIZT,O,X,O,X,X,X,O,X,X,O,X,X
JSLOZTI,O,X,O,X,X,X,X,X,X,X,X,X
JSLOZIT,O,X,O,X,X,X,O,X,X,O,X,X
JSZTILO,X,X,O,X,O,X,O,X,X,X,X,X
JSZTIOL,O,X,X,X,O,X,X,X,X,X,X,X
JSZTLIO,X,X,O,X,O,X,O,X,X,X,X,X
JSZTLOI,X,X,O,X,O,X,X,X,X,X,X,X
JSZTOIL,O,X,O,X,O,X,X,X,X,X,X,X
JSZTOLI,O,X,O,X,O,X,X,X,X,X,O,X
JSZITLO,X,X,O,X,O,X,O,X,X,X,X,X
JSZITOL,O,X,X,X,O,X,X,X,X,X,X,X
JSZILTO,X,X,O,X,X,X,O,X,X,X,X,X
JSZILOT,O,X,O,X,X,X,O,X,X,X,X,X
JSZIOTL,O,X,O,X,X,X,X,X,X,X,X,X
JSZIOLT,O,X,O,X,X,X,O,X,X,X,X,X
JSZLTIO,X,X,O,X,X,O,O,X,X,X,X,X
JSZLTOI,X,X,O,X,X,O,X,X,X,X,X,X
JSZLITO,X,X,O,X,X,O,O,X,X,X,X,X
JSZLIOT,O,X,O,X,X,O,O,X,X,X,X,X
JSZLOTI,O,X,O,X,X,O,X,X,X,X,X,X
JSZLOIT,O,X,O,X,X,O,O,X,X,X,X,X
JSZOTIL,O,X,O,X,X,X,X,X,X,X,X,X
JSZOTLI,O,X,O,X,X,X,X,X,X,X,O,X
JSZOITL,O,X,O,X,X,X,X,X,X,X,X,X
JSZOILT,O,X,O,X,X,X,O,X,X,X,X,X
JSZOLTI,O,X,O,X,X,X,X,X,X,X,X,X
JSZOLIT,O,X,O,X,X,X,O,X,X,X,X,X
JSOTILZ,O,O,X,X,X,X,X,X,X,X,X,X
JSOTIZL,X,O,O,X,X,X,X,X,X,X,X,X
JSOTLIZ,O,O,X,X,X,X,X,X,X,X,X,X
JSOTLZI,O,O,X,X,X,X,X,X,X,X,X,X
JSOTZIL,O,X,O,X,X,X,X,X,X,X,X,X
JSOTZLI,O,O,O,X,X,X,X,X,X,X,O,X
JSOITLZ,O,O,X,X,X,X,X,X,X,X,X,X
JSOITZL,X,O,O,X,X,X,X,X,X,X,X,X
JSOILTZ,O,O,X,X,X,X,O,X,X,X,X,X
JSOILZT,O,X,O,X,X,X,O,X,X,X,X,X
JSOIZTL,O,X,O,X,X,X,X,X,X,X,X,X
JSOIZLT,O,X,O,X,X,X,X,X,X,X,X,X
JSOLTIZ,O,O,X,X,X,X,X,X,X,X,X,X
JSOLTZI,O,O,X,X,X,X,X,X,X,X,X,X
JSOLITZ,O,O,X,X,X,X,O,X,X,X,X,X
JSOLIZT,O,X,O,X,X,X,O,X,X,O,X,X
JSOLZTI,O,X,O,X,X,X,X,X,X,X,X,X
JSOLZIT,O,X,O,X,X,X,O,X,X,O,X,X
JSOZTIL,O,X,O,X,X,X,X,X,X,X,X,X
JSOZTLI,O,X,O,X,X,X,X,X,X,X,O,X
JSOZITL,O,X,O,X,X,X,X,X,X,X,X,X
JSOZILT,O,X,O,X,X,X,O,X,X,X,X,X
JSOZLTI,O,X,O,X,X,X,X,X,X,X,X,X
JSOZLIT,O,X,O,X,X,X,O,X,X,X,X,X
JZTILSO,X,X,O,X,X,X,O,X,X,X,X,X
JZTILOS,X,X,O,X,X,X,X,X,X,X,X,X
JZTISLO,X,X,O,X,O,X,O,X,X,X,X,X
JZTISOL,O,X,X,X,O,X,X,X,X,X,X,X
JZTIOLS,O,X,X,X,X,X,X,X,X,X,O,X
JZTIOSL,O,X,X,X,X,X,X,X,X,X,X,X
JZTLISO,X,X,O,X,X,X,O,X,X,X,X,X
JZTLIOS,X,X,O,X,X,X,X,X,X,X,X,X
JZTLSIO,X,X,X,X,O,X,O,X,X,X,X,X
JZTLSOI,X,X,X,X,O,X,X,X,X,X,X,X
JZTLOIS,X,X,O,X,X,X,X,X,X,X,O,X
JZTLOSI,X,X,X,X,X,X,X,X,X,X,O,X
JZTSILO,X,X,O,X,O,X,O,X,X,X,X,X
JZTSIOL,O,X,X,X,O,X,X,X,X,X,X,X
JZTSLIO,X,X,O,X,O,X,O,X,X,X,X,X
JZTSLOI,X,X,O,X,O,X,X,X,X,X,X,X
JZTSOIL,O,X,O,X,O,X,X,X,X,X,X,X
JZTSOLI,O,X,O,X,O,X,X,X,X,X,O,X
JZTOILS,O,X,O,X,X,X,X,X,X,X,O,X
JZTOISL,O,X,O,X,X,X,X,X,X,X,X,X
JZTOLIS,O,X,O,X,X,X,X,X,X,X,O,X
JZTOLSI,O,X,X,X,X,X,X,X,X,X,O,X
JZTOSIL,O,X,O,X,O,X,X,X,X,X,X,X
JZTOSLI,O,X,O,X,O,X,X,X,X,X,O,X
JZITLSO,X,X,O,O,X,X,O,X,X,X,X,X
JZITLOS,X,X,O,O,X,X,X,X,X,X,X,X
JZITSLO,X,X,O,O,X,X,O,X,X,X,X,X
JZITSOL,O,X,X,O,X,X,X,X,X,X,X,X
JZITOLS,O,X,X,O,X,X,X,X,X,X,O,X
JZITOSL,O,X,X,O,X,X,X,X,X,X,X,X
JZILTSO,X,X,O,O,X,X,O,X,X,X,X,X
JZILTOS,X,X,O,O,X,X,X,X,X,O,X,X
JZILSTO,X,X,O,X,X,X,O,X,X,X,X,X
JZILSOT,O,X,O,X,X,X,O,X,X,O,X,X
JZILOTS,O,X,O,O,X,X,X,X,X,O,X,X
JZILOST,O,X,O,X,X,X,O,X,X,O,X,X
JZISTLO,X,X,O,X,X,X,O,X,X,X,X,X
JZISTOL,O,X,X,X,X,X,X,X,X,X,X,X
JZISLTO,X,X,O,X,X,X,O,X,X,X,X,X
JZISLOT,O,X,O,X,X,X,O,X,X,X,X,X
JZISOTL,O,X,O,X,X,X,X,X,X,X,X,X
JZISOLT,O,X,O,X,X,X,O,X,X,X,X,X
JZIOTLS,O,X,O,O,X,X,X,X,X,X,O,X
JZIOTSL,O,X,O,O,X,X,X,X,X,X,X,X
JZIOLTS,O,X,O,O,X,X,X,X,X,X,X,X
JZIOLST,O,X,O,X,X,X,O,X,X,X,X,X
JZIOSTL,O,X,O,X,X,X,X,X,X,X,X,X
JZIOSLT,O,X,O,X,X,X,O,X,X,X,X,X
JZLTISO,X,X,O,X,X,X,O,X,X,X,X,X
JZLTIOS,X,X,O,X,X,X,X,X,X,O,X,X
JZLTSIO,X,X,X,X,X,O,O,X,X,X,X,X
JZLTSOI,X,X,X,X,X,O,X,X,X,X,X,X
JZLTOIS,X,X,O,X,X,X,X,X,X,O,O,X
JZLTOSI,X,X,X,X,X,X,X,X,X,X,O,X
JZLITSO,X,X,O,O,X,X,O,X,X,X,X,X
JZLITOS,X,X,O,O,X,X,X,X,X,O,X,X
JZLISTO,X,X,O,X,X,X,O,X,X,X,X,X
JZLISOT,O,X,O,X,X,X,O,X,X,O,X,X
JZLIOTS,O,X,O,O,X,X,X,X,X,O,X,X
JZLIOST,O,X,O,X,X,X,O,X,X,O,X,X
JZLSTIO,X,X,O,X,X,O,O,X,X,X,X,X
JZLSTOI,X,X,O,X,X,O,X,X,X,X,X,X
JZLSITO,X,X,O,X,X,O,O,X,X,X,X,X
JZLSIOT,O,X,O,X,X,O,O,X,X,O,X,X
JZLSOTI,O,X,O,X,X,O,X,X,X,X,X,X
JZLSOIT,O,X,O,X,X,O,O,X,X,O,X,X
JZLOTIS,O,X,O,X,X,X,X,X,X,O,O,X
JZLOTSI,O,X,X,X,X,X,X,X,X,X,O,X
JZLOITS,O,X,O,O,X,X,X,X,X,O,X,X
JZLOIST,O,X,O,X,X,X,O,X,X,O,X,X
JZLOSTI,O,X,O,X,X,X,X,X,X,X,X,X
JZLOSIT,O,X,O,X,X,X,O,X,X,O,X,X
JZSTILO,X,X,O,X,O,X,O,X,X,X,X,X
JZSTIOL,O,X,X,X,O,X,X,X,X,X,X,X
JZSTLIO,X,X,O,X,O,X,O,X,X,X,X,X
JZSTLOI,X,X,O,X,O,X,X,X,X,X,X,X
JZSTOIL,O,X,O,X,O,X,X,X,X,X,X,X
JZSTOLI,O,X,O,X,O,X,X,X,X,X,O,X
JZSITLO,X,X,O,X,O,X,O,X,X,X,X,X
JZSITOL,O,X,X,X,O,X,X,X,X,X,X,X
JZSILTO,X,X,O,X,X,X,O,X,X,X,X,X
JZSILOT,O,X,O,X,X,X,O,X,X,X,X,X
JZSIOTL,O,X,O,X,X,X,X,X,X,X,X,X
JZSIOLT,O,X,O,X,X,X,O,X,X,X,X,X
JZSLTIO,X,X,O,X,X,O,O,X,X,X,X,X
JZSLTOI,X,X,O,X,X,O,X,X,X,X,X,X
JZSLITO,X,X,O,X,X,O,O,X,X,X,X,X
JZSLIOT,O,X,O,X,X,O,O,X,X,X,X,X
JZSLOTI,O,X,O,X,X,O,X,X,X,X,X,X
JZSLOIT,O,X,O,X,X,O,O,X,X,X,X,X
JZSOTIL,O,X,O,X,X,X,X,X,X,X,X,X
JZSOTLI,O,X,O,X,X,X,X,X,X,X,O,X
JZSOITL,O,X,O,X,X,X,X,X,X,X,X,X
JZSOILT,O,X,O,X,X,X,O,X,X,X,X,X
JZSOLTI,O,X,O,X,X,X,X,X,X,X,X,X
JZSOLIT,O,X,O,X,X,X,O,X,X,X,X,X
JZOTILS,O,X,O,X,X,X,X,X,X,X,O,X
JZOTISL,O,X,O,X,X,X,X,X,X,X,X,X
JZOTLIS,O,X,O,X,X,X,X,X,X,X,O,X
JZOTLSI,O,X,X,X,X,X,X,X,X,X,O,X
JZOTSIL,O,X,O,X,X,X,X,X,X,X,X,X
JZOTSLI,O,X,O,X,X,X,X,X,X,X,O,X
JZOITLS,O,X,O,O,X,X,X,X,X,X,O,X
JZOITSL,O,X,O,O,X,X,X,X,X,X,X,X
JZOILTS,O,X,O,O,X,X,X,X,X,X,X,X
JZOILST,O,X,O,X,X,X,O,X,X,X,X,X
JZOISTL,O,X,O,X,X,X,X,X,X,X,X,X
JZOISLT,O,X,O,X,X,X,O,X,X,X,X,X
JZOLTIS,O,X,O,X,X,X,X,X,X,O,O,X
JZOLTSI,O,X,X,X,X,X,X,X,X,X,O,X
JZOLITS,O,X,O,O,X,X,X,X,X,O,X,X
JZOLIST,O,X,O,X,X,X,O,X,X,O,X,X
JZOLSTI,O,X,O,X,X,X,X,X,X,X,X,X
JZOLSIT,O,X,O,X,X,X,O,X,X,O,X,X
JZOSTIL,O,X,O,X,X,X,X,X,X,X,X,X
JZOSTLI,O,X,O,X,X,X,X,X,X,X,O,X
JZOSITL,O,X,O,X,X,X,X,X,X,X,X,X
JZOSILT,O,X,O,X,X,X,O,X,X,X,X,X
JZOSLTI,O,X,O,X,X,X,X,X,X,X,X,X
JZOSLIT,O,X,O,X,X,X,O,X,X,X,X,X
JOTILSZ,O,O,X,X,X,X,X,X,X,X,X,X
JOTILZS,X,O,X,X,X,X,X,X,X,X,X,X
JOTISLZ,O,O,X,X,X,X,X,X,X,X,X,X
JOTISZL,X,O,O,X,X,X,X,X,X,X,X,X
JOTIZLS,X,O,O,X,X,X,X,X,X,X,O,X
JOTIZSL,X,O,O,X,X,X,X,X,X,X,X,X
JOTLISZ,O,O,X,X,X,X,X,X,X,X,X,X
JOTLIZS,X,O,X,X,X,X,X,X,X,O,X,X
JOTLSIZ,O,O,X,X,X,X,X,X,X,X,X,X
JOTLSZI,O,O,X,X,X,X,X,X,X,X,X,X
JOTLZIS,O,X,X,X,X,X,X,X,X,O,O,X
JOTLZSI,O,O,X,X,X,X,X,X,X,X,O,X
JOTSILZ,O,O,X,X,X,X,X,X,X,X,X,X
JOTSIZL,X,O,O,X,X,X,X,X,X,X,X,X
JOTSLIZ,O,O,X,X,X,X,X,X,X,X,X,X
JOTSLZI,O,O,X,X,X,X,X,X,X,X,X,X
JOTSZIL,O,X,O,X,X,X,X,X,X,X,X,X
JOTSZLI,O,O,O,X,X,X,X,X,X,X,O,X
JOTZILS,O,X,O,X,X,X,X,X,X,X,O,X
JOTZISL,O,X,O,X,X,X,X,X,X,X,X,X
JOTZLIS,O,X,O,X,X,X,X,X,X,X,O,X
JOTZLSI,O,O,X,X,X,X,X,X,X,X,O,X
JOTZSIL,O,X,O,X,X,X,X,X,X,X,X,X
JOTZSLI,O,O,O,X,X,X,X,X,X,X,O,X
JOITLSZ,O,O,X,X,X,X,X,X,X,X,X,X
JOITLZS,X,O,X,X,X,X,X,X,X,X,X,X
JOITSLZ,O,O,X,X,X,X,X,X,X,X,X,X
JOITSZL,X,O,O,X,X,X,X,X,X,X,X,X
JOITZLS,X,O,O,X,X,X,X,X,X,X,O,X
JOITZSL,X,O,O,X,X,X,X,X,X,X,X,X
JOILTSZ,O,O,X,X,X,X,X,X,X,X,X,X
JOILTZS,X,O,X,X,X,X,X,X,X,O,X,X
JOILSTZ,O,O,X,X,X,X,O,X,X,X,X,X
JOILSZT,O,X,O,X,X,X,O,X,X,O,X,X
JOILZTS,O,X,O,X,X,X,X,X,X,O,X,X
JOILZST,O,X,O,X,X,X,X,X,X,O,X,X
JOISTLZ,O,O,X,X,X,X,X,X,X,X,X,X
JOISTZL,X,O,O,X,X,X,X,X,X,X,X,X
JOISLTZ,O,O,X,X,X,X,O,X,X,X,X,X
JOISLZT,O,X,O,X,X,X,O,X,X,X,X,X
JOISZTL,O,X,O,X,X,X,X,X,X,X,X,X
JOISZLT,O,X,O,X,X,X,X,X,X,X,X,X
JOIZTLS,O,X,O,X,X,X,X,X,X,X,O,X
JOIZTSL,O,X,O,X,X,X,X,X,X,X,X,X
JOIZLTS,O,X,O,X,X,X,X,X,X,X,X,X
JOIZLST,O,X,O,X,X,X,X,X,X,X,X,X
JOIZSTL,O,X,O,X,X,X,X,X,X,X,X,X
JOIZSLT,O,X,O,X,X,X,X,X,X,X,X,X
JOLTISZ,O,O,X,X,X,X,X,X,X,X,X,X
JOLTIZS,X,O,X,X,X,X,X,X,X,O,X,X
JOLTSIZ,O,O,X,X,X,X,X,X,X,X,X,X
JOLTSZI,O,O,X,X,X,X,X,X,X,X,X,X
JOLTZIS,O,X,X,X,X,X,X,X,X,O,O,X
JOLTZSI,O,O,X,X,X,X,X,X,X,X,O,X
JOLITSZ,O,O,X,X,X,X,X,X,X,X,X,X
JOLITZS,X,O,X,X,X,X,X,X,X,O,X,X
JOLISTZ,O,O,X,X,X,X,O,X,X,X,X,X
JOLISZT,O,X,O,X,X,X,O,X,X,O,X,X
JOLIZTS,O,X,O,X,X,X,X,X,X,O,X,X
JOLIZST,O,X,O,X,X,X,X,X,X,O,X,X
JOLSTIZ,O,O,X,X,X,X,X,X,X,X,X,X
JOLSTZI,O,O,X,X,X,X,X,X,X,X,X,X
JOLSITZ,O,O,X,X,X,X,O,X,X,X,X,X
JOLSIZT,O,X,O,X,X,X,O,X,X,O,X,X
JOLSZTI,O,X,O,X,X,X,X,X,X,X,X,X
JOLSZIT,O,X,O,X,X,X,O,X,X,O,X,X
JOLZTIS,O,X,O,X,X,X,X,X,X,O,O,X
JOLZTSI,O,X,X,X,X,X,X,X,X,X,O,X
JOLZITS,O,X,O,X,X,X,X,X,X,O,X,X
JOLZIST,O,X,O,X,X,X,O,X,X,O,X,X
JOLZSTI,O,X,O,X,X,X,X,X,X,X,X,X
JOLZSIT,O,X,O,X,X,X,O,X,X,O,X,X
JOSTILZ,O,O,X,X,X,X,X,X,X,X,X,X
JOSTIZL,X,O,O,X,X,X,X,X,X,X,X,X
JOSTLIZ,O,O,X,X,X,X,X,X,X,X,X,X
JOSTLZI,O,O,X,X,X,X,X,X,X,X,X,X
JOSTZIL,O,X,O,X,X,X,X,X,X,X,X,X
JOSTZLI,O,O,O,X,X,X,X,X,X,X,O,X
JOSITLZ,O,O,X,X,X,X,X,X,X,X,X,X
JOSITZL,X,O,O,X,X,X,X,X,X,X,X,X
JOSILTZ,O,O,X,X,X,X,O,X,X,X,X,X
JOSILZT,O,X,O,X,X,X,O,X,X,X,X,X
JOSIZTL,O,X,O,X,X,X,X,X,X,X,X,X
JOSIZLT,O,X,O,X,X,X,X,X,X,X,X,X
JOSLTIZ,O,O,X,X,X,X,X,X,X,X,X,X
JOSLTZI,O,O,X,X,X,X,X,X,X,X,X,X
JOSLITZ,O,O,X,X,X,X,O,X,X,X,X,X
JOSLIZT,O,X,O,X,X,X,O,X,X,O,X,X
JOSLZTI,O,X,O,X,X,X,X,X,X,X,X,X
JOSLZIT,O,X,O,X,X,X,O,X,X,O,X,X
JOSZTIL,O,X,O,X,X,X,X,X,X,X,X,X
JOSZTLI,O,X,O,X,X,X,X,X,X,X,O,X
JOSZITL,O,X,O,X,X,X,X,X,X,X,X,X
JOSZILT,O,X,O,X,X,X,O,X,X,X,X,X
JOSZLTI,O,X,O,X,X,X,X,X,X,X,X,X
JOSZLIT,O,X,O,X,X,X,O,X,X,X,X,X
JOZTILS,O,X,O,X,X,X,X,X,X,X,O,X
JOZTISL,O,X,O,X,X,X,X,X,X,X,X,X
JOZTLIS,O,X,O,X,X,X,X,X,X,X,O,X
JOZTLSI,O,X,X,X,X,X,X,X,X,X,O,X
JOZTSIL,O,X,O,X,X,X,X,X,X,X,X,X
JOZTSLI,O,X,O,X,X,X,X,X,X,X,O,X
JOZITLS,O,X,O,X,X,X,X,X,X,X,O,X
JOZITSL,O,X,O,X,X,X,X,X,X,X,X,X
JOZILTS,O,X,O,X,X,X,X,X,X,X,X,X
JOZILST,O,X,O,X,X,X,O,X,X,X,X,X
JOZISTL,O,X,O,X,X,X,X,X,X,X,X,X
JOZISLT,O,X,O,X,X,X,O,X,X,X,X,X
JOZLTIS,O,X,O,X,X,X,X,X,X,O,O,X
JOZLTSI,O,X,X,X,X,X,X,X,X,X,O,X
JOZLITS,O,X,O,X,X,X,X,X,X,O,X,X
JOZLIST,O,X,O,X,X,X,O,X,X,O,X,X
JOZLSTI,O,X,O,X,X,X,X,X,X,X,X,X
JOZLSIT,O,X,O,X,X,X,O,X,X,O,X,X
JOZSTIL,O,X,O,X,X,X,X,X,X,X,X,X
JOZSTLI,O,X,O,X,X,X,X,X,X,X,O,X
JOZSITL,O,X,O,X,X,X,X,X,X,X,X,X
JOZSILT,O,X,O,X,X,X,O,X,X,X,X,X
JOZSLTI,O,X,O,X,X,X,X,X,X,X,X,X
JOZSLIT,O,X,O,X,X,X,O,X,X,X,X,X
STILJZO,X,X,X,O,O,X,X,X,X,X,X,O
STILJOZ,X,X,X,X,X,X,X,X,X,X,X,O
STILZJO,X,X,X,O,X,X,X,X,X,X,X,O
STILZOJ,X,O,X,O,X,X,X,X,X,X,X,X
STILOJZ,X,O,X,X,X,X,X,X,X,X,X,O
STILOZJ,X,O,X,O,X,X,X,X,X,X,X,X
STIJLZO,X,X,X,O,O,X,O,X,X,X,X,X
STIJLOZ,X,X,X,X,X,X,O,X,X,X,X,X
STIJZLO,X,X,X,O,O,X,X,X,X,X,X,X
STIJZOL,X,O,X,O,O,X,X,X,X,X,X,X
