sequence,v115@GhA8IeA8AeA8CeB8BeA8AeB8CeD8JeZEJvhFCgBmiB?/qBFmB0nBTrB,v115@GhA8IeA8AeA8CeB8BeA8AeB8CeD8JeZEJvhFzfBfmB?aoBGnB0qBlrB,v115@GhA8IeA8AeA8CeB8BeA8AeB8CeD8JeZEJvhFzfBGhB?/nBaoBlqBUrB,v115@GhA8IeA8AeA8CeB8BeA8AeB8CeD8JeZEJvhFflBlgB?cmBiiBznBWwB,v115@GhA8IeA8AeA8CeB8BeA8AeB8CeD8JeZEJvhFflB0gB?aoBGnBzqBlrB,v115@GhA8IeA8AeA8CeB8BeA8AeB8CeD8JeZEJvhFzfBmiB?0nBlqBfrB6rB,v115@GhA8IeA8AeA8CeB8BeA8AeB8CeD8JeZEJvhFflB6lB?ThBmiB0nBVwB,v115@GhA8IeA8AeA8CeB8BeA8AeB8CeD8JeZEJvhFThB/nB?aoBFlBUrBGqB,v115@GhA8IeA8AeA8CeB8BeA8AeB8CeD8Jex/IvhFynBOpB?/qBFmB0nBTrB
JSIZOTL,O,O,X,O,O,X,O,O,X
JSIZOLT,O,O,O,O,O,X,X,O,X
JSIOTLZ,X,X,O,O,O,X,X,X,O
JSIOTZL,X,X,O,O,O,X,X,X,X
JSIOLTZ,X,X,O,O,O,X,X,X,O
JSIOLZT,X,O,O,O,O,X,X,O,X
JSIOZTL,X,O,X,O,O,X,X,O,X
JSIOZLT,X,O,O,O,O,X,X,O,X
JSLTIZO,O,X,O,O,X,X,X,O,O
JSLTIOZ,X,X,O,X,O,X,X,X,O
JSLTZIO,O,X,O,O,X,X,X,O,O
JSLTZOI,O,X,O,O,X,X,X,O,O
JSLTOIZ,X,X,O,X,O,X,X,X,O
JSLTOZI,X,X,O,X,O,X,X,X,O
JSLITZO,O,X,O,O,X,X,X,O,O
JSLITOZ,X,X,O,X,O,X,X,X,O
JSLIZTO,O,O,O,O,X,X,X,O,O
JSLIZOT,O,O,O,O,O,X,X,O,X
JSLIOTZ,X,X,O,O,O,X,X,X,O
JSLIOZT,X,O,O,O,O,X,X,O,X
JSLZTIO,O,O,O,O,X,X,X,O,O
JSLZTOI,O,O,O,O,X,X,X,O,O
JSLZITO,O,O,O,O,X,X,X,O,O
JSLZIOT,O,O,O,O,O,X,X,O,X
JSLZOTI,O,O,X,O,O,X,X,O,X
JSLZOIT,O,O,O,O,O,X,X,O,X
JSLOTIZ,X,X,O,O,O,X,X,X,O
JSLOTZI,X,X,O,O,O,X,X,X,O
JSLOITZ,X,X,O,O,O,X,X,X,O
JSLOIZT,X,O,O,O,O,X,X,O,X
JSLOZTI,X,O,X,O,O,X,X,O,X
JSLOZIT,X,O,O,O,O,X,X,O,X
JSZTILO,O,O,O,O,X,X,O,O,O
JSZTIOL,O,O,O,O,X,X,O,O,X
JSZTLIO,O,O,O,O,X,X,O,O,O
JSZTLOI,O,O,O,O,X,X,O,O,O
JSZTOIL,O,O,O,O,X,X,O,O,X
JSZTOLI,O,O,O,O,X,X,O,O,X
JSZITLO,O,O,O,O,X,X,O,O,O
JSZITOL,O,O,O,O,X,X,O,O,X
JSZILTO,O,O,O,O,X,X,O,O,O
JSZILOT,O,O,O,O,O,X,X,O,X
JSZIOTL,O,O,X,O,O,X,O,O,X
JSZIOLT,O,O,O,O,O,X,X,O,X
JSZLTIO,O,O,O,O,X,X,O,O,O
JSZLTOI,O,O,O,O,X,X,O,O,O
JSZLITO,O,O,O,O,X,X,O,O,O
JSZLIOT,O,O,O,O,O,X,X,O,X
JSZLOTI,O,O,X,O,O,X,X,O,X
JSZLOIT,O,O,O,O,O,X,X,O,X
JSZOTIL,O,O,X,O,O,X,O,O,X
JSZOTLI,O,O,X,O,O,X,O,O,X
JSZOITL,O,O,X,O,O,X,O,O,X
JSZOILT,O,O,O,O,O,X,X,O,X
JSZOLTI,O,O,X,O,O,X,X,O,X
JSZOLIT,O,O,O,O,O,X,X,O,X
JSOTILZ,X,X,O,O,O,X,X,X,O
JSOTIZL,X,X,O,O,O,X,X,X,X
JSOTLIZ,X,X,O,O,O,X,X,X,O
JSOTLZI,X,X,O,O,O,X,X,X,O
JSOTZIL,X,X,O,O,O,X,X,X,X
JSOTZLI,X,X,O,O,O,X,X,X,X
JSOITLZ,X,X,O,O,O,X,X,X,O
JSOITZL,X,X,O,O,O,X,X,X,X
JSOILTZ,X,X,O,O,O,X,X,X,O
JSOILZT,X,O,O,O,O,X,X,O,X
JSOIZTL,X,O,X,O,O,X,X,O,X
JSOIZLT,X,O,O,O,O,X,X,O,X
JSOLTIZ,X,X,O,O,O,X,X,X,O
JSOLTZI,X,X,O,O,O,X,X,X,O
JSOLITZ,X,X,O,O,O,X,X,X,O
JSOLIZT,X,O,O,O,O,X,X,O,X
JSOLZTI,X,O,X,O,O,X,X,O,X
JSOLZIT,X,O,O,O,O,X,X,O,X
JSOZTIL,X,O,X,O,O,X,X,O,X
JSOZTLI,X,O,X,O,O,X,X,O,X
JSOZITL,X,O,X,O,O,X,X,O,X
JSOZILT,X,O,O,O,O,X,X,O,X
JSOZLTI,X,O,X,O,O,X,X,O,X
JSOZLIT,X,O,O,O,O,X,X,O,X
JZTILSO,O,O,X,X,X,O,X,X,X
JZTILOS,X,O,X,X,X,O,X,X,X
JZTISLO,O,O,O,X,X,O,O,O,X
JZTISOL,O,O,O,X,X,O,O,O,X
JZTIOLS,X,O,X,X,X,O,X,X,X
JZTIOSL,X,O,O,X,X,O,X,O,X
JZTLISO,O,O,X,X,X,O,X,X,X
JZTLIOS,X,O,X,X,X,O,X,X,X
JZTLSIO,O,O,X,X,X,X,X,X,X
JZTLSOI,O,O,X,X,X,X,X,X,X
JZTLOIS,X,O,X,X,X,O,X,X,X
JZTLOSI,X,O,X,X,X,X,X,X,X
JZTSILO,O,O,O,X,X,O,O,O,X
JZTSIOL,O,O,O,X,X,O,O,O,X
JZTSLIO,O,O,O,X,X,X,O,O,X
JZTSLOI,O,O,O,X,X,X,O,O,X
JZTSOIL,O,O,O,X,X,O,O,O,X
JZTSOLI,O,O,O,X,X,X,O,O,X
JZTOILS,X,O,X,X,X,O,X,X,X
JZTOISL,X,O,O,X,X,O,X,O,X
JZTOLIS,X,O,X,X,X,O,X,X,X
JZTOLSI,X,O,X,X,X,X,X,X,X
JZTOSIL,X,O,O,X,X,O,X,O,X
JZTOSLI,X,O,O,X,X,X,X,O,X
JZITLSO,O,O,X,X,X,O,X,X,X
JZITLOS,X,O,X,X,X,O,X,X,X
JZITSLO,O,O,O,X,X,O,O,O,X
JZITSOL,O,O,O,X,X,O,O,O,X
JZITOLS,X,O,X,X,X,O,X,X,X
JZITOSL,X,O,O,X,X,O,X,O,X
JZILTSO,O,O,X,X,X,O,X,X,X
JZILTOS,X,O,X,X,X,O,X,X,X
JZILSTO,O,O,X,O,X,X,O,X,O
JZILSOT,O,O,X,X,O,X,X,X,X
JZILOTS,X,O,X,X,X,O,X,X,X
JZILOST,O,O,X,X,O,X,X,X,X
JZISTLO,O,O,O,O,X,O,O,O,O
JZISTOL,O,O,O,O,X,O,O,O,X
JZISLTO,O,O,O,O,X,X,O,O,O
JZISLOT,O,O,O,X,O,X,X,O,X
JZISOTL,O,O,X,O,O,O,O,O,X
JZISOLT,O,O,O,O,O,X,X,O,X
JZIOTLS,X,O,X,X,X,O,X,X,X
JZIOTSL,X,O,X,X,X,O,X,O,X
JZIOLTS,X,O,X,X,X,O,X,X,X
JZIOLST,O,O,X,O,O,X,X,X,X
JZIOSTL,O,O,X,O,O,O,O,O,X
JZIOSLT,O,O,O,O,O,X,X,O,X
JZLTISO,O,O,X,X,X,O,X,X,X
JZLTIOS,X,O,X,X,X,O,X,X,X
JZLTSIO,O,O,X,X,X,X,X,X,X
JZLTSOI,O,O,X,X,X,X,X,X,X
JZLTOIS,X,O,X,X,X,O,X,X,X
JZLTOSI,X,O,X,X,X,X,X,X,X
JZLITSO,O,O,X,X,X,O,X,X,X
JZLITOS,X,O,X,X,X,O,X,X,X
JZLISTO,O,O,X,O,X,X,O,X,O
JZLISOT,O,O,X,X,O,X,X,X,X
JZLIOTS,X,O,X,X,X,O,X,X,X
JZLIOST,O,O,X,X,O,X,X,X,X
JZLSTIO,O,O,X,O,X,X,O,X,O
JZLSTOI,O,O,X,X,X,X,O,X,O
JZLSITO,O,O,X,O,X,X,O,X,O
JZLSIOT,O,O,X,X,O,X,X,X,X
JZLSOTI,O,O,X,X,O,X,X,X,X
JZLSOIT,O,O,X,X,O,X,X,X,X
JZLOTIS,X,O,X,X,X,O,X,X,X
JZLOTSI,X,O,X,X,X,X,X,X,X
JZLOITS,X,O,X,X,X,O,X,X,X
JZLOIST,O,O,X,X,O,X,X,X,X
JZLOSTI,O,O,X,X,O,X,X,X,X
JZLOSIT,O,O,X,X,O,X,X,X,X
JZSTILO,O,O,O,O,X,O,O,O,O
JZSTIOL,O,O,O,O,X,O,O,O,X
JZSTLIO,O,O,O,O,X,X,O,O,O
JZSTLOI,O,O,O,X,X,X,O,O,O
JZSTOIL,O,O,O,O,X,O,O,O,X
JZSTOLI,O,O,O,O,X,X,O,O,X
JZSITLO,O,O,O,O,X,O,O,O,O
JZSITOL,O,O,O,O,X,O,O,O,X
JZSILTO,O,O,O,O,X,X,O,O,O
JZSILOT,O,O,O,X,O,X,X,O,X
JZSIOTL,O,O,X,O,O,O,O,O,X
JZSIOLT,O,O,O,O,O,X,X,O,X
JZSLTIO,O,O,O,O,X,X,O,O,O
JZSLTOI,O,O,O,X,X,X,O,O,O
JZSLITO,O,O,O,O,X,X,O,O,O
JZSLIOT,O,O,O,X,O,X,X,O,X
JZSLOTI,O,O,X,X,O,X,X,O,X
JZSLOIT,O,O,O,X,O,X,X,O,X
JZSOTIL,O,O,X,O,O,O,O,O,X
JZSOTLI,O,O,X,O,O,X,O,O,X
JZSOITL,O,O,X,O,O,O,O,O,X
JZSOILT,O,O,O,O,O,X,X,O,X
JZSOLTI,O,O,X,O,O,X,X,O,X
JZSOLIT,O,O,O,O,O,X,X,O,X
JZOTILS,X,O,X,X,X,O,X,X,X
JZOTISL,X,O,X,X,X,O,X,O,X
JZOTLIS,X,O,X,X,X,O,X,X,X
JZOTLSI,X,O,X,X,X,X,X,X,X
JZOTSIL,X,O,X,X,X,O,X,O,X
JZOTSLI,X,O,X,X,X,X,X,O,X
JZOITLS,X,O,X,X,X,O,X,X,X
JZOITSL,X,O,X,X,X,O,X,O,X
JZOILTS,X,O,X,X,X,O,X,X,X
JZOILST,O,O,X,O,O,X,X,X,X
JZOISTL,O,O,X,O,O,O,O,O,X
JZOISLT,O,O,O,O,O,X,X,O,X
JZOLTIS,X,O,X,X,X,O,X,X,X
JZOLTSI,X,O,X,X,X,X,X,X,X
JZOLITS,X,O,X,X,X,O,X,X,X
JZOLIST,O,O,X,O,O,X,X,X,X
JZOLSTI,O,O,X,O,O,X,X,X,X
JZOLSIT,O,O,X,O,O,X,X,X,X
JZOSTIL,O,O,X,O,O,O,O,O,X
JZOSTLI,O,O,X,O,O,X,O,O,X
JZOSITL,O,O,X,O,O,O,O,O,X
JZOSILT,O,O,O,O,O,X,X,O,X
JZOSLTI,O,O,X,O,O,X,X,O,X
JZOSLIT,O,O,O,O,O,X,X,O,X
JOTILSZ,X,X,O,X,O,X,X,X,X
JOTILZS,X,O,X,X,X,X,X,X,X
JOTISLZ,X,X,O,X,O,X,X,X,X
JOTISZL,X,X,O,X,O,X,X,X,X
JOTIZLS,X,O,X,X,X,O,X,X,X
JOTIZSL,X,O,O,X,X,O,X,X,X
JOTLISZ,X,X,O,X,O,X,X,X,X
JOTLIZS,X,O,X,X,X,X,X,X,X
JOTLSIZ,X,X,O,X,O,X,X,X,X
JOTLSZI,X,X,O,X,O,X,X,X,X
JOTLZIS,X,O,X,X,X,X,X,X,X
JOTLZSI,X,O,X,X,X,X,X,X,X
JOTSILZ,X,X,O,X,O,X,X,X,X
JOTSIZL,X,X,O,X,O,X,X,X,X
JOTSLIZ,X,X,O,X,O,X,X,X,X
JOTSLZI,X,X,O,X,O,X,X,X,X
JOTSZIL,X,X,O,X,O,X,X,X,X
JOTSZLI,X,X,O,X,O,X,X,X,X
JOTZILS,X,O,X,X,X,O,X,X,X
JOTZISL,X,O,O,X,X,O,X,X,X
JOTZLIS,X,O,X,X,X,O,X,X,X
JOTZLSI,X,O,X,X,X,X,X,X,X
JOTZSIL,X,O,O,X,X,O,X,X,X
JOTZSLI,X,O,O,X,X,X,X,X,X
JOITLSZ,X,X,O,X,O,X,X,X,X
JOITLZS,X,O,X,X,X,X,X,X,X
JOITSLZ,X,X,O,X,O,X,X,X,X
JOITSZL,X,X,O,X,O,X,X,X,X
JOITZLS,X,O,X,X,X,O,X,X,X
JOITZSL,X,O,O,X,X,O,X,X,X
JOILTSZ,X,X,X,X,O,X,X,X,X
JOILTZS,X,O,X,X,X,X,X,X,X
JOILSTZ,X,X,O,O,O,X,X,X,O
JOILSZT,X,O,O,O,O,X,X,X,X
JOILZTS,X,O,X,X,X,X,X,X,X
JOILZST,X,O,X,O,O,X,X,X,X
JOISTLZ,X,X,O,O,O,X,X,X,O
JOISTZL,X,X,O,O,O,X,X,X,X
JOISLTZ,X,X,O,O,O,X,X,X,O
JOISLZT,X,O,O,O,O,X,X,O,X
JOISZTL,X,O,X,O,O,X,X,O,X
JOISZLT,X,O,O,O,O,X,X,O,X
JOIZTLS,X,O,X,X,X,O,X,X,X
JOIZTSL,X,O,X,X,X,O,X,O,X
JOIZLTS,X,O,X,X,X,O,X,X,X
JOIZLST,X,O,X,O,O,X,X,X,X
JOIZSTL,X,O,X,O,O,O,X,O,X
JOIZSLT,X,O,O,O,O,X,X,O,X
JOLTISZ,X,X,X,X,O,X,X,X,X
JOLTIZS,X,O,X,X,X,X,X,X,X
JOLTSIZ,X,X,X,X,O,X,X,X,X
JOLTSZI,X,X,X,X,O,X,X,X,X
JOLTZIS,X,O,X,X,X,X,X,X,X
JOLTZSI,X,O,X,X,X,X,X,X,X
JOLITSZ,X,X,X,X,O,X,X,X,X
JOLITZS,X,O,X,X,X,X,X,X,X
JOLISTZ,X,X,O,O,O,X,X,X,O
JOLISZT,X,O,O,O,O,X,X,X,X
JOLIZTS,X,O,X,X,X,X,X,X,X
JOLIZST,X,O,X,O,O,X,X,X,X
JOLSTIZ,X,X,O,O,O,X,X,X,O
JOLSTZI,X,X,X,O,O,X,X,X,O
JOLSITZ,X,X,O,O,O,X,X,X,O
JOLSIZT,X,O,O,O,O,X,X,X,X
JOLSZTI,X,O,X,O,O,X,X,X,X
JOLSZIT,X,O,O,O,O,X,X,X,X
JOLZTIS,X,O,X,X,X,X,X,X,X
JOLZTSI,X,O,X,X,X,X,X,X,X
JOLZITS,X,O,X,X,X,X,X,X,X
JOLZIST,X,O,X,O,O,X,X,X,X
JOLZSTI,X,O,X,O,O,X,X,X,X
JOLZSIT,X,O,X,O,O,X,X,X,X
JOSTILZ,X,X,O,O,O,X,X,X,O
JOSTIZL,X,X,O,O,O,X,X,X,X
JOSTLIZ,X,X,O,O,O,X,X,X,O
JOSTLZI,X,X,O,O,O,X,X,X,O
JOSTZIL,X,X,O,O,O,X,X,X,X
JOSTZLI,X,X,O,O,O,X,X,X,X
JOSITLZ,X,X,O,O,O,X,X,X,O
JOSITZL,X,X,O,O,O,X,X,X,X
JOSILTZ,X,X,O,O,O,X,X,X,O
JOSILZT,X,O,O,O,O,X,X,O,X
JOSIZTL,X,O,X,O,O,X,X,O,X
JOSIZLT,X,O,O,O,O,X,X,O,X
JOSLTIZ,X,X,O,O,O,X,X,X,O
JOSLTZI,X,X,O,O,O,X,X,X,O
JOSLITZ,X,X,O,O,O,X,X,X,O
JOSLIZT,X,O,O,O,O,X,X,O,X
JOSLZTI,X,O,X,O,O,X,X,O,X
JOSLZIT,X,O,O,O,O,X,X,O,X
JOSZTIL,X,O,X,O,O,X,X,O,X
JOSZTLI,X,O,X,O,O,X,X,O,X
JOSZITL,X,O,X,O,O,X,X,O,X
JOSZILT,X,O,O,O,O,X,X,O,X
JOSZLTI,X,O,X,O,O,X,X,O,X
JOSZLIT,X,O,O,O,O,X,X,O,X
JOZTILS,X,O,X,X,X,O,X,X,X
JOZTISL,X,O,X,X,X,O,X,O,X
JOZTLIS,X,O,X,X,X,O,X,X,X
JOZTLSI,X,O,X,X,X,X,X,X,X
JOZTSIL,X,O,X,X,X,O,X,O,X
JOZTSLI,X,O,X,X,X,X,X,O,X
JOZITLS,X,O,X,X,X,O,X,X,X
JOZITSL,X,O,X,X,X,O,X,O,X
JOZILTS,X,O,X,X,X,O,X,X,X
JOZILST,X,O,X,O,O,X,X,X,X
JOZISTL,X,O,X,O,O,O,X,O,X
JOZISLT,X,O,O,O,O,X,X,O,X
JOZLTIS,X,O,X,X,X,O,X,X,X
JOZLTSI,X,O,X,X,X,X,X,X,X
JOZLITS,X,O,X,X,X,O,X,X,X
JOZLIST,X,O,X,O,O,X,X,X,X
JOZLSTI,X,O,X,O,O,X,X,X,X
JOZLSIT,X,O,X,O,O,X,X,X,X
JOZSTIL,X,O,X,O,O,O,X,O,X
JOZSTLI,X,O,X,O,O,X,X,O,X
JOZSITL,X,O,X,O,O,O,X,O,X
JOZSILT,X,O,O,O,O,X,X,O,X
JOZSLTI,X,O,X,O,O,X,X,O,X
JOZSLIT,X,O,O,O,O,X,X,O,X
STILJZO,O,X,O,O,X,X,O,O,O
STILJOZ,X,X,O,X,O,X,O,X,O
STILZJO,O,X,O,O,X,X,O,O,X
STILZOJ,O,X,O,O,X,X,O,O,X
STILOJZ,X,X,O,X,O,X,O,X,X
STILOZJ,O,X,O,X,X,X,O,O,X
STIJLZO,O,X,O,O,X,X,O,O,O
STIJLOZ,X,X,O,X,O,X,O,X,O
STIJZLO,O,X,O,O,X,X,O,O,O
STIJZOL,O,X,O,O,X,X,O,O,X
STIJOLZ,X,X,O,O,O,X,O,X,O
STIJOZL,X,X,O,O,O,X,O,X,X
STIZLJO,O,X,O,O,X,O,O,O,X
STIZLOJ,O,X,O,O,X,O,O,O,X
STIZJLO,O,X,O,O,X,O,O,O,X
STIZJOL,O,X,O,O,X,O,O,O,X
STIZOLJ,O,X,O,O,X,O,O,O,X
STIZOJL,O,X,O,O,X,O,O,O,X
STIOLJZ,X,X,O,O,O,X,O,X,X
STIOLZJ,O,X,O,O,X,X,O,O,X
STIOJLZ,X,X,O,O,O,X,O,X,X
STIOJZL,X,X,O,O,O,X,O,X,X
STIOZLJ,O,X,O,O,X,O,O,O,X
STIOZJL,O,X,O,O,O,O,O,O,X
STLIJZO,O,X,O,O,X,X,O,O,O
STLIJOZ,X,X,O,X,O,X,O,X,O
STLIZJO,O,X,O,O,X,X,O,O,X
STLIZOJ,O,X,O,O,X,X,O,O,X
STLIOJZ,X,X,O,X,O,X,O,X,X
STLIOZJ,O,X,O,X,X,X,O,O,X
STLJIZO,O,X,O,O,X,X,O,O,O
STLJIOZ,X,X,O,X,O,X,O,X,O
STLJZIO,O,X,O,O,X,X,O,O,O
STLJZOI,O,X,O,O,X,X,O,O,O
STLJOIZ,X,X,O,X,O,X,O,X,O
STLJOZI,X,X,O,X,O,X,O,X,O
STLZIJO,O,X,O,O,X,X,O,O,X
STLZIOJ,O,X,O,O,X,X,O,O,X
STLZJIO,O,X,O,O,X,X,O,O,O
STLZJOI,O,X,O,X,X,X,O,O,O
STLZOIJ,O,X,O,O,X,X,O,O,X
STLZOJI,O,X,O,X,X,X,O,O,X
STLOIJZ,X,X,O,X,O,X,O,X,X
STLOIZJ,O,X,O,X,X,X,O,O,X
STLOJIZ,X,X,O,X,O,X,O,X,O
STLOJZI,X,X,O,X,O,X,O,X,O
STLOZIJ,O,X,O,X,X,X,O,O,X
STLOZJI,O,X,O,X,X,X,O,O,X
STJILZO,O,X,O,O,X,X,O,O,O
STJILOZ,X,X,O,X,O,X,O,X,O
STJIZLO,O,X,O,O,X,X,O,O,O
STJIZOL,O,X,O,O,X,X,O,O,X
STJIOLZ,X,X,O,O,O,X,O,X,O
STJIOZL,X,X,O,O,O,X,O,X,X
STJLIZO,O,X,O,O,X,X,O,O,O
STJLIOZ,X,X,O,X,O,X,O,X,O
STJLZIO,O,X,O,O,X,X,O,O,O
STJLZOI,O,X,O,O,X,X,O,O,O
STJLOIZ,X,X,O,X,O,X,O,X,O
STJLOZI,X,X,O,X,O,X,O,X,O
STJZILO,O,X,O,O,X,X,O,O,O
STJZIOL,O,X,O,O,X,X,O,O,X
STJZLIO,O,X,O,O,X,X,O,O,O
STJZLOI,O,X,O,O,X,X,O,O,O
STJZOIL,O,X,O,O,X,X,O,O,X
STJZOLI,O,X,O,O,X,X,O,O,X
STJOILZ,X,X,O,O,O,X,O,X,O
STJOIZL,X,X,O,O,O,X,O,X,X
STJOLIZ,X,X,O,O,O,X,O,X,O
STJOLZI,X,X,O,O,O,X,O,X,O
STJOZIL,X,X,O,O,O,X,O,X,X
STJOZLI,X,X,O,O,O,X,O,X,X
STZILJO,O,X,O,O,X,O,O,O,X
STZILOJ,O,X,O,O,X,O,O,O,X
STZIJLO,O,X,O,O,X,O,O,O,X
STZIJOL,O,X,O,O,X,O,O,O,X
STZIOLJ,O,X,O,O,X,O,O,O,X
STZIOJL,O,X,O,O,X,O,O,O,X
STZLIJO,O,X,O,O,X,X,O,O,X
STZLIOJ,O,X,O,O,X,X,O,O,X
STZLJIO,O,X,O,O,X,X,O,O,O
STZLJOI,O,X,O,X,X,X,O,O,O
STZLOIJ,O,X,O,O,X,X,O,O,X
STZLOJI,O,X,O,O,X,X,O,O,X
STZJILO,O,X,O,O,X,O,O,O,O
STZJIOL,O,X,O,O,X,O,O,O,X
STZJLIO,O,X,O,O,X,X,O,O,O
STZJLOI,O,X,O,X,X,X,O,O,O
STZJOIL,O,X,O,O,X,O,O,O,X
STZJOLI,O,X,O,O,X,X,O,O,X
STZOILJ,O,X,O,O,X,O,O,O,X
STZOIJL,O,X,O,O,X,O,O,O,X
STZOLIJ,O,X,O,O,X,X,O,O,X
STZOLJI,O,X,O,O,X,X,O,O,X
STZOJIL,O,X,O,O,X,O,O,O,X
STZOJLI,O,X,O,O,X,X,O,O,X
STOILJZ,X,X,O,O,O,X,O,X,X
STOILZJ,O,X,O,O,X,X,O,O,X
STOIJLZ,X,X,O,O,O,X,O,X,X
STOIJZL,X,X,O,O,O,X,O,X,X
STOIZLJ,O,X,O,O,X,O,O,O,X
STOIZJL,O,X,O,O,O,O,O,O,X
STOLIJZ,X,X,O,O,O,X,O,X,X
STOLIZJ,O,X,O,O,X,X,O,O,X
STOLJIZ,X,X,O,O,O,X,O,X,O
STOLJZI,X,X,O,O,O,X,O,X,O
STOLZIJ,O,X,O,O,X,X,O,O,X
STOLZJI,O,X,O,O,X,X,O,O,X
STOJILZ,X,X,O,O,O,X,O,X,O
STOJIZL,X,X,O,O,O,X,O,X,X
STOJLIZ,X,X,O,O,O,X,O,X,O
STOJLZI,X,X,O,O,O,X,O,X,O
STOJZIL,X,X,O,O,O,X,O,X,X
STOJZLI,X,X,O,O,O,X,O,X,X
STOZILJ,O,X,O,O,X,O,O,O,X
STOZIJL,O,X,O,O,O,O,O,O,X
STOZLIJ,O,X,O,O,X,X,O,O,X
STOZLJI,O,X,O,O,X,X,O,O,X
STOZJIL,O,X,O,O,O,O,O,O,X
STOZJLI,O,X,O,O,O,X,O,O,X
SITLJZO,O,X,O,O,X,X,O,O,O
SITLJOZ,X,X,O,X,O,X,O,X,O
SITLZJO,O,X,O,O,X,X,O,O,X
SITLZOJ,O,X,O,O,X,X,O,O,X
SITLOJZ,X,X,O,X,O,X,O,X,X
SITLOZJ,O,X,O,X,X,X,O,O,X
SITJLZO,O,X,O,O,X,X,O,O,O
SITJLOZ,X,X,O,X,O,X,O,X,O
SITJZLO,O,X,O,O,X,X,O,O,O
SITJZOL,O,X,O,O,X,X,O,O,X
SITJOLZ,X,X,O,O,O,X,O,X,O
SITJOZL,X,X,O,O,O,X,O,X,X
SITZLJO,O,X,O,O,X,O,O,O,X
SITZLOJ,O,X,O,O,X,O,O,O,X
SITZJLO,O,X,O,O,X,O,O,O,X
SITZJOL,O,X,O,O,X,O,O,O,X
SITZOLJ,O,X,O,O,X,O,O,O,X
SITZOJL,O,X,O,O,X,O,O,O,X
SITOLJZ,X,X,O,O,O,X,O,X,X
SITOLZJ,O,X,O,O,X,X,O,O,X
SITOJLZ,X,X,O,O,O,X,O,X,X
SITOJZL,X,X,O,O,O,X,O,X,X
SITOZLJ,O,X,O,O,X,O,O,O,X
SITOZJL,O,X,O,O,O,O,O,O,X
SILTJZO,O,X,O,O,X,X,O,O,O
SILTJOZ,X,X,O,X,O,X,O,X,O
SILTZJO,O,X,O,O,X,X,O,O,X
SILTZOJ,O,X,O,O,X,X,O,O,X
SILTOJZ,X,X,O,X,O,X,O,X,X
SILTOZJ,O,X,O,X,X,X,O,O,X
SILJTZO,O,X,O,O,X,X,X,O,O
SILJTOZ,X,X,O,X,O,X,X,X,O
SILJZTO,O,O,O,O,X,X,X,O,O
SILJZOT,O,O,O,O,O,X,X,O,X
SILJOTZ,X,X,O,O,O,X,X,X,O
SILJOZT,X,O,O,O,O,X,X,O,X
SILZTJO,O,X,O,O,X,X,O,O,X
SILZTOJ,O,X,O,O,X,X,O,O,X
SILZJTO,O,O,O,O,X,X,O,O,X
SILZJOT,O,O,O,O,O,X,X,O,X
SILZOTJ,O,X,O,O,X,X,X,O,X
SILZOJT,O,O,O,O,O,X,X,O,X
SILOTJZ,X,X,O,O,O,X,X,X,X
SILOTZJ,O,X,O,O,X,X,X,O,X
SILOJTZ,X,X,O,O,O,X,X,X,X
SILOJZT,X,O,O,O,O,X,X,O,X
SILOZTJ,O,X,O,O,X,X,X,O,X
SILOZJT,O,O,O,O,O,X,X,O,X
SIJTLZO,O,X,O,O,X,X,O,O,O
SIJTLOZ,X,X,O,X,O,X,O,X,O
SIJTZLO,O,X,O,O,X,X,O,O,O
SIJTZOL,O,X,O,O,X,X,O,O,X
SIJTOLZ,X,X,O,O,O,X,O,X,O
SIJTOZL,X,X,O,O,O,X,O,X,X
SIJLTZO,O,X,O,O,X,X,X,O,O
SIJLTOZ,X,X,O,X,O,X,X,X,O
SIJLZTO,O,O,O,O,X,X,X,O,O
SIJLZOT,O,O,O,O,O,X,X,O,X
SIJLOTZ,X,X,O,O,O,X,X,X,O
SIJLOZT,X,O,O,O,O,X,X,O,X
SIJZTLO,O,O,O,O,X,X,O,O,O
SIJZTOL,O,O,O,O,X,X,O,O,X
SIJZLTO,O,O,O,O,X,X,O,O,O
SIJZLOT,O,O,O,O,O,X,X,O,X
SIJZOTL,O,O,X,O,O,X,O,O,X
SIJZOLT,O,O,O,O,O,X,X,O,X
SIJOTLZ,X,X,O,O,O,X,X,X,O
SIJOTZL,X,X,O,O,O,X,X,X,X
SIJOLTZ,X,X,O,O,O,X,X,X,O
SIJOLZT,X,O,O,O,O,X,X,O,X
SIJOZTL,X,O,X,O,O,X,X,O,X
SIJOZLT,X,O,O,O,O,X,X,O,X
SIZTLJO,O,X,O,O,X,O,O,O,X
SIZTLOJ,O,X,O,O,X,O,O,O,X
SIZTJLO,O,O,O,O,X,O,O,O,X
SIZTJOL,O,O,O,O,X,O,O,O,X
SIZTOLJ,O,X,O,O,X,O,O,O,X
SIZTOJL,O,O,O,O,X,O,O,O,X
SIZLTJO,O,X,O,O,X,X,O,O,X
SIZLTOJ,O,X,O,O,X,X,O,O,X
SIZLJTO,O,O,O,O,X,X,O,O,X
SIZLJOT,O,O,O,O,O,X,X,O,X
SIZLOTJ,O,X,O,O,X,X,X,O,X
SIZLOJT,O,O,O,O,O,X,X,O,X
SIZJTLO,O,O,O,O,X,O,O,O,X
