sequence,v115@9gA8IeC8GeB8HeC8BeB8AeA8KeGAJvhFihBziB5oB3?mB0qBlsB,v115@9gA8IeC8GeB8HeC8BeB8AeA8KeGAJvhF8mBziB5oBy?qBlsBXrB,v115@9gA8IeC8GeB8HeC8BeB8AeA8KezAJvhFWnBxiB6tBU?lBXrBlsB,v115@9gA8IeC8GeB8HeC8BeB8AeA8KeGAJvhFliB5oByqBz?mB8sBXrB,v115@9gA8IeC8GeB8HeC8BeB8AeA8Ke0BJvhF5oB3lBznBi?rBGqBlsB,v115@9gA8IeC8GeB8HeC8BeB8AeA8KeGAJvhFxhBTmB/sBF?oB6tB0qB,v115@9gA8IeC8GeB8HeC8BeB8AeA8KezAJvhFWnB5oBysBU?lBXrBlsB
ZTSJOLI,O,X,O,X,X,O,X
ZTSOILJ,O,O,X,O,X,O,X
ZTSOIJL,O,X,X,X,X,O,X
ZTSOLIJ,O,O,O,O,X,O,X
ZTSOLJI,O,O,O,O,X,O,X
ZTSOJIL,O,X,X,X,X,O,X
ZTSOJLI,O,X,O,X,X,O,X
ZTOILJS,O,O,X,O,X,X,X
ZTOILSJ,O,O,X,O,X,X,X
ZTOIJLS,O,O,X,O,X,X,X
ZTOIJSL,O,X,X,X,X,O,X
ZTOISLJ,O,O,X,O,X,O,X
ZTOISJL,O,X,X,X,X,O,X
ZTOLIJS,O,O,X,O,X,X,X
ZTOLISJ,O,O,X,O,X,X,X
ZTOLJIS,O,O,X,O,X,X,X
ZTOLJSI,O,O,X,O,X,X,X
ZTOLSIJ,O,O,X,O,X,X,X
ZTOLSJI,O,O,X,O,X,X,X
ZTOJILS,O,O,X,O,X,X,X
ZTOJISL,O,X,X,X,X,O,X
ZTOJLIS,O,O,X,O,X,X,X
ZTOJLSI,O,O,X,O,X,X,X
ZTOJSIL,O,X,X,X,X,O,X
ZTOJSLI,O,X,X,X,X,O,X
ZTOSILJ,O,O,X,O,X,O,X
ZTOSIJL,O,X,X,X,X,O,X
ZTOSLIJ,O,O,X,O,X,O,X
ZTOSLJI,O,O,X,O,X,O,X
ZTOSJIL,O,X,X,X,X,O,X
ZTOSJLI,O,X,X,X,X,O,X
ZITLJSO,O,O,X,X,X,X,X
ZITLJOS,O,O,X,O,X,X,X
ZITLSJO,O,O,X,X,X,X,X
ZITLSOJ,O,O,X,X,X,X,X
ZITLOJS,O,O,X,O,X,X,X
ZITLOSJ,O,O,X,O,X,X,X
ZITJLSO,O,O,X,X,X,X,X
ZITJLOS,O,O,X,O,X,X,X
ZITJSLO,O,X,X,X,X,X,X
ZITJSOL,O,X,X,X,X,X,X
ZITJOLS,O,O,X,O,X,X,X
ZITJOSL,O,X,X,X,X,X,X
ZITSLJO,O,O,X,X,X,X,X
ZITSLOJ,O,O,X,X,X,X,X
ZITSJLO,O,X,X,X,X,X,X
ZITSJOL,O,X,X,X,X,X,X
ZITSOLJ,O,O,X,O,X,X,X
ZITSOJL,O,X,X,X,X,X,X
ZITOLJS,O,O,X,O,X,X,X
ZITOLSJ,O,O,X,O,X,X,X
ZITOJLS,O,O,X,O,X,X,X
ZITOJSL,O,X,X,X,X,X,X
ZITOSLJ,O,O,X,O,X,X,X
ZITOSJL,O,X,X,X,X,X,X
ZILTJSO,O,O,X,X,X,X,X
ZILTJOS,O,O,X,O,X,X,X
ZILTSJO,O,O,X,X,X,X,X
ZILTSOJ,O,O,X,X,O,X,X
ZILTOJS,O,O,X,O,X,X,X
ZILTOSJ,O,O,X,O,O,X,X
ZILJTSO,O,O,X,X,X,X,X
ZILJTOS,O,O,X,O,X,X,X
ZILJSTO,O,O,X,X,X,X,X
ZILJSOT,O,X,X,O,O,X,O
ZILJOTS,X,O,X,O,X,X,X
ZILJOST,X,X,X,O,O,X,X
ZILSTJO,O,O,X,X,X,X,X
ZILSTOJ,O,O,X,X,O,X,X
ZILSJTO,O,O,X,X,X,X,X
ZILSJOT,O,X,X,O,O,X,O
ZILSOTJ,O,X,X,O,O,X,X
ZILSOJT,O,X,X,O,O,X,O
ZILOTJS,X,O,X,O,X,X,X
ZILOTSJ,X,O,X,O,O,X,X
ZILOJTS,X,O,X,O,X,X,X
ZILOJST,X,X,X,O,O,X,X
ZILOSTJ,X,X,X,O,O,X,X
ZILOSJT,X,X,X,O,O,X,X
ZIJTLSO,O,O,X,X,X,X,X
ZIJTLOS,O,O,X,O,X,X,X
ZIJTSLO,O,X,X,X,X,X,X
ZIJTSOL,O,X,X,X,X,X,X
ZIJTOLS,O,O,X,O,X,X,X
ZIJTOSL,O,X,X,X,X,X,X
ZIJLTSO,O,O,X,X,X,X,X
ZIJLTOS,O,O,X,O,X,X,X
ZIJLSTO,O,O,X,X,X,X,X
ZIJLSOT,O,X,X,O,X,X,X
ZIJLOTS,X,O,X,O,X,X,X
ZIJLOST,X,X,X,O,X,X,X
ZIJSTLO,O,X,X,X,X,X,X
ZIJSTOL,O,X,X,X,X,O,X
ZIJSLTO,O,X,X,X,X,X,X
ZIJSLOT,O,X,X,O,X,X,X
ZIJSOTL,O,X,X,X,X,O,X
ZIJSOLT,O,X,X,X,X,O,X
ZIJOTLS,O,X,X,O,X,X,X
ZIJOTSL,O,X,X,X,X,O,X
ZIJOLTS,X,X,X,O,X,X,X
ZIJOLST,X,X,X,O,X,O,X
ZIJOSTL,O,X,X,X,X,O,X
ZIJOSLT,O,X,X,X,X,O,X
ZISTLJO,O,O,X,X,X,X,X
ZISTLOJ,O,O,X,X,O,X,X
ZISTJLO,O,X,X,X,X,X,X
ZISTJOL,O,X,X,X,X,O,X
ZISTOLJ,O,O,X,O,O,O,X
ZISTOJL,O,X,X,X,X,O,X
ZISLTJO,O,O,X,X,X,X,X
ZISLTOJ,O,O,X,X,O,X,X
ZISLJTO,O,O,X,X,X,X,X
ZISLJOT,O,X,X,O,O,X,O
ZISLOTJ,O,X,X,O,O,X,X
ZISLOJT,O,X,X,O,O,X,O
ZISJTLO,O,X,X,X,X,X,X
ZISJTOL,O,X,X,X,X,O,X
ZISJLTO,O,X,X,X,X,X,X
ZISJLOT,O,X,X,O,O,X,O
ZISJOTL,O,X,X,X,X,O,X
ZISJOLT,O,X,X,X,O,O,O
ZISOTLJ,O,X,X,O,O,O,X
ZISOTJL,O,X,X,X,X,O,X
ZISOLTJ,O,X,X,O,O,O,X
ZISOLJT,O,X,X,O,O,O,O
ZISOJTL,O,X,X,X,X,O,X
ZISOJLT,O,X,X,X,O,O,O
ZIOTLJS,O,O,X,O,X,X,X
ZIOTLSJ,O,O,X,O,X,X,X
ZIOTJLS,O,O,X,O,X,X,X
ZIOTJSL,O,X,X,X,X,O,X
ZIOTSLJ,O,O,X,O,X,O,X
ZIOTSJL,O,X,X,X,X,O,X
ZIOLTJS,X,O,X,O,X,X,X
ZIOLTSJ,X,O,X,O,O,X,X
ZIOLJTS,X,O,X,O,X,X,X
ZIOLJST,X,X,X,O,O,O,X
ZIOLSTJ,X,X,X,O,O,O,X
ZIOLSJT,X,X,X,O,O,O,X
ZIOJTLS,O,X,X,O,X,X,X
ZIOJTSL,O,X,X,X,X,O,X
ZIOJLTS,X,X,X,O,X,X,X
ZIOJLST,X,X,X,O,X,O,X
ZIOJSTL,O,X,X,X,X,O,X
ZIOJSLT,O,X,X,X,X,O,X
ZIOSTLJ,O,X,X,O,O,O,X
ZIOSTJL,O,X,X,X,X,O,X
ZIOSLTJ,O,X,X,O,O,O,X
ZIOSLJT,O,X,X,O,O,O,X
ZIOSJTL,O,X,X,X,X,O,X
ZIOSJLT,O,X,X,X,O,O,X
ZLTIJSO,O,O,O,X,X,X,X
ZLTIJOS,O,O,X,O,X,X,X
ZLTISJO,O,O,O,X,X,X,X
ZLTISOJ,O,O,O,X,O,X,X
ZLTIOJS,O,O,X,O,X,X,X
ZLTIOSJ,O,O,X,O,O,X,X
ZLTJISO,O,O,O,X,X,X,X
ZLTJIOS,O,O,X,O,X,X,X
ZLTJSIO,O,O,O,X,X,X,X
ZLTJSOI,O,O,O,X,X,X,X
ZLTJOIS,O,O,X,O,X,X,X
ZLTJOSI,O,O,X,O,X,X,X
ZLTSIJO,O,O,O,X,X,X,X
ZLTSIOJ,O,O,O,X,O,X,X
ZLTSJIO,O,O,O,X,X,X,X
ZLTSJOI,O,O,O,X,X,X,X
ZLTSOIJ,O,O,O,X,O,X,X
ZLTSOJI,O,O,O,X,X,X,X
ZLTOIJS,O,O,X,O,X,X,X
ZLTOISJ,O,O,X,O,O,X,X
ZLTOJIS,O,O,X,O,X,X,X
ZLTOJSI,O,O,X,O,X,X,X
ZLTOSIJ,O,O,X,O,O,X,X
ZLTOSJI,O,O,X,O,X,X,X
ZLITJSO,O,O,O,X,X,X,X
ZLITJOS,O,O,X,O,X,X,X
ZLITSJO,O,O,O,X,X,X,X
ZLITSOJ,O,O,O,X,O,X,X
ZLITOJS,O,O,X,O,X,X,X
ZLITOSJ,O,O,X,O,O,X,X
ZLIJTSO,O,O,X,X,X,X,X
ZLIJTOS,O,O,X,O,X,X,X
ZLIJSTO,O,O,X,X,X,X,X
ZLIJSOT,O,X,X,O,O,X,O
ZLIJOTS,X,O,X,O,X,X,X
ZLIJOST,X,X,X,O,O,X,X
ZLISTJO,O,O,X,X,X,X,X
ZLISTOJ,O,O,X,X,O,X,X
ZLISJTO,O,O,X,X,X,X,X
ZLISJOT,O,X,O,O,O,X,O
ZLISOTJ,O,X,X,O,O,X,X
ZLISOJT,O,X,O,O,O,X,O
ZLIOTJS,X,O,X,O,X,X,X
ZLIOTSJ,X,O,X,O,O,X,X
ZLIOJTS,X,O,X,O,X,X,X
ZLIOJST,X,X,X,O,O,X,X
ZLIOSTJ,X,X,X,O,O,X,X
ZLIOSJT,X,X,X,O,O,X,X
ZLJTISO,O,O,X,X,X,X,X
ZLJTIOS,O,O,X,O,X,X,X
ZLJTSIO,O,O,X,X,X,X,X
ZLJTSOI,O,O,X,X,X,X,X
ZLJTOIS,O,O,X,O,X,X,X
ZLJTOSI,O,O,X,O,X,X,X
ZLJITSO,O,O,X,X,X,X,X
ZLJITOS,O,O,X,O,X,X,X
ZLJISTO,O,O,X,X,X,X,X
ZLJISOT,O,X,X,O,O,X,O
ZLJIOTS,X,O,X,O,X,X,X
ZLJIOST,X,X,X,O,O,X,X
ZLJSTIO,O,O,X,X,X,X,X
ZLJSTOI,O,O,X,X,X,O,X
ZLJSITO,O,O,X,X,X,X,X
ZLJSIOT,O,X,X,O,O,X,O
ZLJSOTI,O,X,X,O,X,O,X
ZLJSOIT,O,X,X,O,O,O,O
ZLJOTIS,X,O,X,O,X,X,X
ZLJOTSI,X,O,X,O,X,X,X
ZLJOITS,X,O,X,O,X,X,X
ZLJOIST,X,X,X,O,O,O,X
ZLJOSTI,X,X,X,O,X,O,X
ZLJOSIT,X,X,X,O,O,O,X
ZLSTIJO,O,O,O,X,X,X,X
ZLSTIOJ,O,O,O,X,O,X,X
ZLSTJIO,O,O,O,X,X,X,X
ZLSTJOI,O,O,O,X,X,O,X
ZLSTOIJ,O,O,O,X,O,O,X
ZLSTOJI,O,O,O,X,X,O,X
ZLSITJO,O,O,X,X,X,X,X
ZLSITOJ,O,O,X,X,O,X,X
ZLSIJTO,O,O,X,X,X,X,X
ZLSIJOT,O,X,O,O,O,X,O
ZLSIOTJ,O,X,X,O,O,X,X
ZLSIOJT,O,X,O,O,O,X,O
ZLSJTIO,O,O,X,X,X,X,X
ZLSJTOI,O,O,X,X,X,O,X
ZLSJITO,O,O,X,X,X,X,X
ZLSJIOT,O,X,O,O,O,X,O
ZLSJOTI,O,X,O,O,X,O,X
ZLSJOIT,O,X,O,O,O,O,O
ZLSOTIJ,O,X,O,O,O,O,X
ZLSOTJI,O,X,O,O,X,O,X
ZLSOITJ,O,X,X,O,O,O,X
ZLSOIJT,O,X,O,O,O,O,O
ZLSOJTI,O,X,O,O,X,O,X
ZLSOJIT,O,X,O,O,O,O,O
ZLOTIJS,X,O,X,O,X,X,X
ZLOTISJ,X,O,X,O,O,X,X
ZLOTJIS,X,O,X,O,X,X,X
ZLOTJSI,X,O,X,O,X,X,X
ZLOTSIJ,X,O,X,O,O,X,X
ZLOTSJI,X,O,X,O,X,X,X
ZLOITJS,X,O,X,O,X,X,X
ZLOITSJ,X,O,X,O,O,X,X
ZLOIJTS,X,O,X,O,X,X,X
ZLOIJST,X,X,X,O,O,O,X
ZLOISTJ,X,X,X,O,O,O,X
ZLOISJT,X,X,X,O,O,O,X
ZLOJTIS,X,O,X,O,X,X,X
ZLOJTSI,X,O,X,O,X,X,X
ZLOJITS,X,O,X,O,X,X,X
ZLOJIST,X,X,X,O,O,O,X
ZLOJSTI,X,X,X,O,X,O,X
ZLOJSIT,X,X,X,O,O,O,X
ZLOSTIJ,X,X,X,O,O,O,X
ZLOSTJI,X,X,X,O,X,O,X
ZLOSITJ,X,X,X,O,O,O,X
ZLOSIJT,X,X,X,O,O,O,X
ZLOSJTI,X,X,X,O,X,O,X
ZLOSJIT,X,X,X,O,O,O,X
ZJTILSO,O,O,X,X,X,X,X
ZJTILOS,O,O,X,O,X,X,X
ZJTISLO,O,X,X,X,X,X,X
ZJTISOL,O,X,X,X,X,X,X
ZJTIOLS,O,O,X,O,X,X,X
ZJTIOSL,O,X,X,X,X,X,X
ZJTLISO,O,O,X,X,X,X,X
ZJTLIOS,O,O,X,O,X,X,X
ZJTLSIO,O,O,X,X,X,X,X
ZJTLSOI,O,O,X,X,X,X,X
ZJTLOIS,O,O,X,O,X,X,X
ZJTLOSI,O,O,X,O,X,X,X
ZJTSILO,O,X,X,X,X,X,X
ZJTSIOL,O,X,X,X,X,O,X
ZJTSLIO,O,X,X,X,X,X,X
ZJTSLOI,O,X,X,X,X,O,X
ZJTSOIL,O,X,X,X,X,O,X
ZJTSOLI,O,X,X,X,X,O,X
ZJTOILS,O,O,X,O,X,X,X
ZJTOISL,O,X,X,X,X,O,X
ZJTOLIS,O,O,X,O,X,X,X
ZJTOLSI,O,O,X,O,X,X,X
ZJTOSIL,O,X,X,X,X,O,X
ZJTOSLI,O,X,X,X,X,O,X
ZJITLSO,O,O,X,X,X,X,X
ZJITLOS,O,O,X,O,X,X,X
ZJITSLO,O,X,X,X,X,X,X
ZJITSOL,O,X,X,X,X,X,X
ZJITOLS,O,O,X,O,X,X,X
ZJITOSL,O,X,X,X,X,X,X
ZJILTSO,O,O,X,X,X,X,X
ZJILTOS,O,O,X,O,X,X,X
ZJILSTO,O,O,X,X,X,X,X
ZJILSOT,O,X,X,O,X,X,X
ZJILOTS,X,O,X,O,X,X,X
ZJILOST,X,X,X,O,X,X,X
ZJISTLO,O,X,X,X,X,X,X
ZJISTOL,O,X,X,X,X,O,X
ZJISLTO,O,X,X,X,X,X,X
ZJISLOT,O,X,X,O,X,X,X
ZJISOTL,O,X,X,X,X,O,X
ZJISOLT,O,X,X,X,X,O,X
ZJIOTLS,O,X,X,O,X,X,X
ZJIOTSL,O,X,X,X,X,O,X
ZJIOLTS,X,X,X,O,X,X,X
ZJIOLST,X,X,X,O,X,O,X
ZJIOSTL,O,X,X,X,X,O,X
ZJIOSLT,O,X,X,X,X,O,X
ZJLTISO,O,O,X,X,X,X,X
ZJLTIOS,O,O,X,O,X,X,X
ZJLTSIO,O,O,X,X,X,X,X
ZJLTSOI,O,O,X,X,X,X,X
ZJLTOIS,O,O,X,O,X,X,X
ZJLTOSI,O,O,X,O,X,X,X
ZJLITSO,O,O,X,X,X,X,X
ZJLITOS,O,O,X,O,X,X,X
ZJLISTO,O,O,X,X,X,X,X
ZJLISOT,O,X,X,O,X,X,X
ZJLIOTS,X,O,X,O,X,X,X
ZJLIOST,X,X,X,O,X,X,X
ZJLSTIO,O,O,X,X,X,X,X
ZJLSTOI,O,O,X,X,X,O,X
ZJLSITO,O,O,X,X,X,X,X
ZJLSIOT,O,X,X,O,X,X,X
ZJLSOTI,O,X,X,O,X,O,X
ZJLSOIT,O,X,X,O,X,O,X
ZJLOTIS,X,O,X,O,X,X,X
ZJLOTSI,X,O,X,O,X,X,X
ZJLOITS,X,O,X,O,X,X,X
ZJLOIST,X,X,X,O,X,O,X
ZJLOSTI,X,X,X,O,X,O,X
ZJLOSIT,X,X,X,O,X,O,X
ZJSTILO,O,X,X,X,X,X,X
ZJSTIOL,O,X,X,X,X,O,X
ZJSTLIO,O,X,X,X,X,X,X
ZJSTLOI,O,X,X,X,X,O,X
ZJSTOIL,O,X,X,X,X,O,X
ZJSTOLI,O,X,X,X,X,O,X
ZJSITLO,O,X,X,X,X,X,X
ZJSITOL,O,X,X,X,X,O,X
ZJSILTO,O,X,X,X,X,X,X
ZJSILOT,O,X,X,O,X,X,X
ZJSIOTL,O,X,X,X,X,O,X
ZJSIOLT,O,X,X,X,X,O,X
ZJSLTIO,O,X,X,X,X,X,X
ZJSLTOI,O,X,X,X,X,O,X
ZJSLITO,O,X,X,X,X,X,X
ZJSLIOT,O,X,X,O,X,X,X
ZJSLOTI,O,X,X,O,X,O,X
ZJSLOIT,O,X,X,O,X,O,X
ZJSOTIL,O,X,X,X,X,O,X
ZJSOTLI,O,X,X,X,X,O,X
ZJSOITL,O,X,X,X,X,O,X
ZJSOILT,O,X,X,X,X,O,X
ZJSOLTI,O,X,X,X,X,O,X
ZJSOLIT,O,X,X,X,X,O,X
ZJOTILS,O,X,X,O,X,X,X
ZJOTISL,O,X,X,X,X,O,X
ZJOTLIS,O,X,X,O,X,X,X
ZJOTLSI,O,X,X,O,X,X,X
ZJOTSIL,O,X,X,X,X,O,X
ZJOTSLI,O,X,X,X,X,O,X
ZJOITLS,O,X,X,O,X,X,X
ZJOITSL,O,X,X,X,X,O,X
ZJOILTS,X,X,X,O,X,X,X
ZJOILST,X,X,X,O,X,O,X
ZJOISTL,O,X,X,X,X,O,X
ZJOISLT,O,X,X,X,X,O,X
ZJOLTIS,X,X,X,O,X,X,X
ZJOLTSI,X,X,X,O,X,X,X
ZJOLITS,X,X,X,O,X,X,X
ZJOLIST,X,X,X,O,X,O,X
ZJOLSTI,X,X,X,O,X,O,X
ZJOLSIT,X,X,X,O,X,O,X
ZJOSTIL,O,X,X,X,X,O,X
ZJOSTLI,O,X,X,X,X,O,X
ZJOSITL,O,X,X,X,X,O,X
ZJOSILT,O,X,X,X,X,O,X
ZJOSLTI,O,X,X,X,X,O,X
ZJOSLIT,O,X,X,X,X,O,X
ZSTILJO,O,O,X,X,X,X,X
ZSTILOJ,O,O,X,X,O,X,X
ZSTIJLO,O,X,X,X,X,X,X
ZSTIJOL,O,X,X,X,X,O,X
ZSTIOLJ,O,O,X,O,O,O,X
ZSTIOJL,O,X,X,X,X,O,X
ZSTLIJO,O,O,O,X,X,X,X
ZSTLIOJ,O,O,O,X,O,X,X
ZSTLJIO,O,O,O,X,X,X,X
ZSTLJOI,O,O,O,X,X,O,X
ZSTLOIJ,O,O,O,X,O,O,X
ZSTLOJI,O,O,O,X,X,O,X
ZSTJILO,O,X,X,X,X,X,X
ZSTJIOL,O,X,X,X,X,O,X
ZSTJLIO,O,X,O,X,X,X,X
ZSTJLOI,O,X,O,X,X,O,X
ZSTJOIL,O,X,X,X,X,O,X
ZSTJOLI,O,X,O,X,X,O,X
ZSTOILJ,O,O,X,O,O,O,X
ZSTOIJL,O,X,X,X,X,O,X
ZSTOLIJ,O,O,O,O,X,O,X
ZSTOLJI,O,O,O,O,X,O,X
ZSTOJIL,O,X,X,X,X,O,X
ZSTOJLI,O,X,O,X,X,O,X
ZSITLJO,O,O,X,X,X,X,X
ZSITLOJ,O,O,X,X,O,X,X
ZSITJLO,O,X,X,X,X,X,X
ZSITJOL,O,X,X,X,X,O,X
ZSITOLJ,O,O,X,O,O,O,X
ZSITOJL,O,X,X,X,X,O,X
ZSILTJO,O,O,X,X,X,X,X
ZSILTOJ,O,O,X,X,O,X,X
ZSILJTO,O,O,X,X,X,X,X
ZSILJOT,O,X,X,O,O,X,O
ZSILOTJ,O,X,X,O,O,X,X
ZSILOJT,O,X,X,O,O,X,O
ZSIJTLO,O,X,X,X,X,X,X
ZSIJTOL,O,X,X,X,X,O,X
ZSIJLTO,O,X,X,X,X,X,X
ZSIJLOT,O,X,X,O,O,X,O
ZSIJOTL,O,X,X,X,X,O,X
ZSIJOLT,O,X,X,X,O,O,O
ZSIOTLJ,O,X,X,O,O,O,X
ZSIOTJL,O,X,X,X,X,O,X
ZSIOLTJ,O,X,X,O,O,O,X
ZSIOLJT,O,X,X,O,O,O,O
ZSIOJTL,O,X,X,X,X,O,X
ZSIOJLT,O,X,X,X,O,O,O
ZSLTIJO,O,O,O,X,X,X,X
ZSLTIOJ,O,O,O,X,O,X,X
ZSLTJIO,O,O,O,X,X,X,X
ZSLTJOI,O,O,O,X,X,O,X
ZSLTOIJ,O,O,O,X,O,O,X
ZSLTOJI,O,O,O,X,X,O,X
ZSLITJO,O,O,X,X,X,X,X
ZSLITOJ,O,O,X,X,O,X,X
ZSLIJTO,O,O,X,X,X,X,X
ZSLIJOT,O,X,O,O,O,X,O
ZSLIOTJ,O,X,X,O,O,X,X
ZSLIOJT,O,X,O,O,O,X,O
ZSLJTIO,O,O,X,X,X,X,X
ZSLJTOI,O,O,X,X,X,O,X
ZSLJITO,O,O,X,X,X,X,X
ZSLJIOT,O,X,O,O,O,X,O
ZSLJOTI,O,X,O,O,X,O,X
ZSLJOIT,O,X,O,O,O,O,O
ZSLOTIJ,O,X,O,O,O,O,X
ZSLOTJI,O,X,O,O,X,O,X
ZSLOITJ,O,X,X,O,O,O,X
ZSLOIJT,O,X,O,O,O,O,O
ZSLOJTI,O,X,O,O,X,O,X
ZSLOJIT,O,X,O,O,O,O,O
ZSJTILO,O,X,X,X,X,X,X
ZSJTIOL,O,X,X,X,X,O,X
ZSJTLIO,O,X,O,X,X,X,X
ZSJTLOI,O,X,O,X,X,O,X
ZSJTOIL,O,X,X,X,X,O,X
ZSJTOLI,O,X,O,X,X,O,X
ZSJITLO,O,X,X,X,X,X,X
ZSJITOL,O,X,X,X,X,O,X
ZSJILTO,O,X,X,X,X,X,X
ZSJILOT,O,X,X,O,O,X,O
ZSJIOTL,O,X,X,X,X,O,X
ZSJIOLT,O,X,X,X,O,O,O
ZSJLTIO,O,X,X,X,X,X,X
ZSJLTOI,O,X,X,X,X,O,X
ZSJLITO,O,X,X,X,X,X,X
ZSJLIOT,O,X,O,O,O,X,O
ZSJLOTI,O,X,O,O,X,O,X
ZSJLOIT,O,X,O,O,O,O,O
ZSJOTIL,O,X,X,X,X,O,X
ZSJOTLI,O,X,O,X,X,O,X
ZSJOITL,O,X,X,X,X,O,X
ZSJOILT,O,X,X,X,O,O,O
ZSJOLTI,O,X,O,X,X,O,X
ZSJOLIT,O,X,O,X,X,O,O
ZSOTILJ,O,X,X,O,O,O,X
ZSOTIJL,O,X,X,X,X,O,X
ZSOTLIJ,O,X,O,O,X,O,X
ZSOTLJI,O,X,O,O,X,O,X
ZSOTJIL,O,X,X,X,X,O,X
ZSOTJLI,O,X,O,X,X,O,X
ZSOITLJ,O,X,X,O,O,O,X
ZSOITJL,O,X,X,X,X,O,X
ZSOILTJ,O,X,X,O,O,O,X
ZSOILJT,O,X,X,O,O,O,O
ZSOIJTL,O,X,X,X,X,O,X
ZSOIJLT,O,X,X,X,O,O,O
ZSOLTIJ,O,X,O,O,O,O,X
ZSOLTJI,O,X,O,O,X,O,X
ZSOLITJ,O,X,X,O,O,O,X
ZSOLIJT,O,X,O,O,O,O,O
ZSOLJTI,O,X,O,O,X,O,X
ZSOLJIT,O,X,O,O,O,O,O
ZSOJTIL,O,X,X,X,X,O,X
ZSOJTLI,O,X,O,X,X,O,X
ZSOJITL,O,X,X,X,X,O,X
ZSOJILT,O,X,X,X,O,O,O
ZSOJLTI,O,X,O,X,X,O,X
ZSOJLIT,O,X,O,X,X,O,O
ZOTILJS,O,O,X,O,X,X,X
ZOTILSJ,O,O,X,O,X,X,X
ZOTIJLS,O,O,X,O,X,X,X
ZOTIJSL,O,X,X,X,X,O,X
ZOTISLJ,O,O,X,O,X,O,X
ZOTISJL,O,X,X,X,X,O,X
ZOTLIJS,O,O,X,O,X,X,X
ZOTLISJ,O,O,X,O,X,X,X
ZOTLJIS,O,O,X,O,X,X,X
ZOTLJSI,O,O,X,O,X,X,X
ZOTLSIJ,O,O,X,O,X,X,X
ZOTLSJI,O,O,X,O,X,X,X
ZOTJILS,O,O,X,O,X,X,X
ZOTJISL,O,X,X,X,X,O,X
ZOTJLIS,O,O,X,O,X,X,X
ZOTJLSI,O,O,X,O,X,X,X
ZOTJSIL,O,X,X,X,X,O,X
ZOTJSLI,O,X,X,X,X,O,X
ZOTSILJ,O,O,X,O,X,O,X
ZOTSIJL,O,X,X,X,X,O,X
ZOTSLIJ,O,O,X,O,X,O,X
ZOTSLJI,O,O,X,O,X,O,X
ZOTSJIL,O,X,X,X,X,O,X
ZOTSJLI,O,X,X,X,X,O,X
ZOITLJS,O,O,X,O,X,X,X
ZOITLSJ,O,O,X,O,X,X,X
ZOITJLS,O,O,X,O,X,X,X
ZOITJSL,O,X,X,X,X,O,X
ZOITSLJ,O,O,X,O,X,O,X
ZOITSJL,O,X,X,X,X,O,X
ZOILTJS,X,O,X,O,X,X,X
ZOILTSJ,X,O,X,O,O,X,X
ZOILJTS,X,O,X,O,X,X,X
ZOILJST,X,X,X,O,O,O,X
ZOILSTJ,X,X,X,O,O,O,X
ZOILSJT,X,X,X,O,O,O,X
ZOIJTLS,O,X,X,O,X,X,X
ZOIJTSL,O,X,X,X,X,O,X
ZOIJLTS,X,X,X,O,X,X,X
ZOIJLST,X,X,X,O,X,O,X
ZOIJSTL,O,X,X,X,X,O,X
ZOIJSLT,O,X,X,X,X,O,X
ZOISTLJ,O,X,X,O,O,O,X
ZOISTJL,O,X,X,X,X,O,X
ZOISLTJ,O,X,X,O,O,O,X
ZOISLJT,O,X,X,O,O,O,X
ZOISJTL,O,X,X,X,X,O,X
ZOISJLT,O,X,X,X,O,O,X
ZOLTIJS,X,O,X,O,X,X,X
ZOLTISJ,X,O,X,O,O,X,X
ZOLTJIS,X,O,X,O,X,X,X
ZOLTJSI,X,O,X,O,X,X,X
ZOLTSIJ,X,O,X,O,O,X,X
ZOLTSJI,X,O,X,O,X,X,X
ZOLITJS,X,O,X,O,X,X,X
ZOLITSJ,X,O,X,O,O,X,X
ZOLIJTS,X,O,X,O,X,X,X
ZOLIJST,X,X,X,O,O,O,X
ZOLISTJ,X,X,X,O,O,O,X
ZOLISJT,X,X,X,O,O,O,X
ZOLJTIS,X,O,X,O,X,X,X
ZOLJTSI,X,O,X,O,X,X,X
ZOLJITS,X,O,X,O,X,X,X
ZOLJIST,X,X,X,O,O,O,X
ZOLJSTI,X,X,X,O,X,O,X
ZOLJSIT,X,X,X,O,O,O,X
ZOLSTIJ,X,X,X,O,O,O,X
ZOLSTJI,X,X,X,O,X,O,X
ZOLSITJ,X,X,X,O,O,O,X
ZOLSIJT,X,X,X,O,O,O,X
ZOLSJTI,X,X,X,O,X,O,X
ZOLSJIT,X,X,X,O,O,O,X
ZOJTILS,O,X,X,O,X,X,X
ZOJTISL,O,X,X,X,X,O,X
ZOJTLIS,O,X,X,O,X,X,X
ZOJTLSI,O,X,X,O,X,X,X
ZOJTSIL,O,X,X,X,X,O,X
ZOJTSLI,O,X,X,X,X,O,X
ZOJITLS,O,X,X,O,X,X,X
ZOJITSL,O,X,X,X,X,O,X
ZOJILTS,X,X,X,O,X,X,X
ZOJILST,X,X,X,O,X,O,X
ZOJISTL,O,X,X,X,X,O,X
ZOJISLT,O,X,X,X,X,O,X
ZOJLTIS,X,X,X,O,X,X,X
ZOJLTSI,X,X,X,O,X,X,X
ZOJLITS,X,X,X,O,X,X,X
ZOJLIST,X,X,X,O,X,O,X
