sequence,v115@/gC8GeB8IeB8FeD8DeA8JeZEJvhFqkB3hBcnBTjBWx?BFtB,v115@/gC8GeB8IeB8FeD8DeA8JeZEJvhFqkB3hBFjBTnBct?BWxB,v115@/gC8GeB8IeB8FeD8DeA8JeZEJvhFqkB3hBziB+oB8r?B1xB,v115@/gC8GeB8IeB8FeD8DeA8JeT/IvhF3hBGjBVsBUoBip?BRxB,v115@/gC8GeB8IeB8FeD8DeA8JeTDJvhFOpBxmB0kBFsBXt?BCsB,v115@/gC8GeB8IeB8FeD8DeA8JeT/IvhF1mBxiB3nBctBip?BWxB,v115@/gC8GeB8IeB8FeD8DeA8Je3BJvhFCjB0kBVsBToBOp?BRxB,v115@/gC8GeB8IeB8FeD8DeA8Je3BJvhF0kBxnBOpBzrBFt?BCtB,v115@/gC8GeB8IeB8FeD8DeA8JeT/IvhF1mB8nB+oBXnBip?BRxB,v115@/gC8GeB8IeB8FeD8DeA8JeT/IvhFFiB0mBGoBXoBip?BRxB,v115@/gC8GeB8IeB8FeD8DeA8JeT/IvhFxiBlmB3nBctBip?BWxB,v115@/gC8GeB8IeB8FeD8DeA8JeZEJvhFqkBGjB0mBlnBXt?BzrB,v115@/gC8GeB8IeB8FeD8DeA8Je1GJvhFxiBOpBCoB0kBzr?BXtB
JILOZTS,O,O,O,X,X,O,X,X,O,O,X,X,X
JILOZST,O,O,X,X,X,X,X,X,O,O,X,X,X
JISTLZO,X,X,X,O,X,X,X,X,O,X,X,X,O
JISTLOZ,X,X,X,O,O,X,X,X,O,X,X,X,O
JISTZLO,X,X,X,O,X,X,X,X,O,X,X,X,X
JISTZOL,X,X,X,O,O,X,O,X,X,X,X,X,X
JISTOLZ,X,X,X,X,O,X,O,X,X,X,X,X,X
JISTOZL,X,X,X,X,O,X,O,X,X,X,X,X,X
JISLTZO,O,O,X,O,X,X,X,X,O,X,X,X,O
JISLTOZ,X,O,X,O,X,X,X,X,O,X,X,X,O
JISLZTO,O,O,X,X,X,X,X,X,O,O,X,X,X
JISLZOT,O,O,X,X,X,X,X,X,O,O,X,X,X
JISLOTZ,X,O,X,O,O,X,X,X,O,X,X,X,X
JISLOZT,O,O,X,X,O,X,X,X,O,O,X,X,X
JISZTLO,O,O,X,X,X,X,X,X,O,O,X,X,X
JISZTOL,O,X,X,X,X,X,O,X,X,X,X,X,X
JISZLTO,O,O,X,X,X,X,X,X,O,O,X,X,X
JISZLOT,O,O,X,X,X,X,X,X,O,O,X,X,X
JISZOTL,X,X,X,X,O,X,X,X,X,X,X,X,X
JISZOLT,X,X,X,X,O,X,X,X,X,X,X,X,X
JISOTLZ,X,X,X,X,O,X,X,X,X,X,X,X,O
JISOTZL,X,X,X,X,O,X,X,X,X,X,X,X,X
JISOLTZ,X,O,X,X,O,X,X,X,X,X,X,X,X
JISOLZT,X,O,X,X,O,X,X,X,X,X,X,X,X
JISOZTL,X,O,X,X,O,X,X,X,X,X,X,X,X
JISOZLT,X,O,X,X,O,X,X,X,X,X,X,X,X
JIZTLSO,O,O,X,X,X,O,X,X,O,O,X,X,X
JIZTLOS,O,O,X,X,X,O,X,X,O,O,X,X,X
JIZTSLO,O,O,X,X,X,O,X,X,O,O,X,X,X
JIZTSOL,O,X,X,X,O,O,O,X,X,X,X,X,X
JIZTOLS,O,X,X,X,X,O,O,X,O,O,X,X,X
JIZTOSL,O,X,X,X,X,X,O,X,X,X,X,X,X
JIZLTSO,O,O,X,X,X,O,X,X,O,O,X,X,X
JIZLTOS,O,O,X,X,X,O,X,X,O,O,X,X,X
JIZLSTO,O,O,X,X,X,X,X,X,O,O,X,X,X
JIZLSOT,O,O,X,X,X,X,X,X,O,O,X,X,X
JIZLOTS,O,O,X,X,X,O,X,X,O,O,X,X,X
JIZLOST,O,O,X,X,X,X,X,X,O,O,X,X,X
JIZSTLO,O,O,X,X,X,X,X,X,O,O,X,X,X
JIZSTOL,O,X,X,X,X,X,O,X,X,X,X,X,X
JIZSLTO,O,O,X,X,X,X,X,X,O,O,X,X,X
JIZSLOT,O,O,X,X,X,X,X,X,O,O,X,X,X
JIZSOTL,X,X,X,X,O,X,X,X,X,X,X,X,X
JIZSOLT,X,X,X,X,O,X,X,X,X,X,X,X,X
JIZOTLS,X,O,X,X,X,X,O,X,O,O,X,X,X
JIZOTSL,X,O,X,X,X,X,O,X,X,X,X,X,X
JIZOLTS,X,O,X,X,X,X,X,X,O,O,X,X,X
JIZOLST,X,O,X,X,X,X,X,X,O,O,X,X,X
JIZOSTL,X,O,X,X,X,X,X,X,X,X,X,X,X
JIZOSLT,X,O,X,X,X,X,X,X,X,X,X,X,X
JIOTLSZ,X,X,O,X,X,X,O,X,O,X,X,X,X
JIOTLZS,X,X,O,X,X,X,O,X,O,X,X,X,X
JIOTSLZ,X,X,X,X,O,X,O,X,X,X,X,X,O
JIOTSZL,X,X,X,X,O,X,O,X,X,X,X,X,X
JIOTZLS,X,X,O,X,X,X,O,X,O,X,X,X,X
JIOTZSL,X,X,O,X,X,X,O,X,X,X,X,X,X
JIOLTSZ,X,O,O,X,X,X,X,X,O,X,X,X,X
JIOLTZS,X,O,O,X,X,X,X,X,O,O,X,X,X
JIOLSTZ,X,O,O,X,X,X,X,X,O,X,X,X,X
JIOLSZT,X,O,X,X,X,X,X,X,O,O,X,X,X
JIOLZTS,X,O,O,X,X,X,X,X,O,O,X,X,X
JIOLZST,X,O,X,X,X,X,X,X,O,O,X,X,X
JIOSTLZ,X,X,X,X,O,X,X,X,X,X,X,X,O
JIOSTZL,X,X,X,X,O,X,X,X,X,X,X,X,X
JIOSLTZ,X,O,X,X,O,X,X,X,X,X,X,X,X
JIOSLZT,X,O,X,X,O,X,X,X,X,X,X,X,X
JIOSZTL,X,O,X,X,O,X,X,X,X,X,X,X,X
JIOSZLT,X,O,X,X,O,X,X,X,X,X,X,X,X
JIOZTLS,X,O,X,X,X,X,O,X,O,O,X,X,X
JIOZTSL,X,O,X,X,X,X,O,X,X,X,X,X,X
JIOZLTS,X,O,X,X,X,X,X,X,O,O,X,X,X
JIOZLST,X,O,X,X,X,X,X,X,O,O,X,X,X
JIOZSTL,X,O,X,X,X,X,X,X,X,X,X,X,X
JIOZSLT,X,O,X,X,X,X,X,X,X,X,X,X,X
JLTISZO,O,O,O,X,X,X,X,X,O,X,X,X,X
JLTISOZ,O,O,O,X,O,O,X,X,O,X,X,X,X
JLTIZSO,O,O,O,X,X,O,X,X,O,O,X,X,X
JLTIZOS,O,O,O,X,X,O,X,X,O,O,X,X,X
JLTIOSZ,O,O,O,X,X,O,X,X,O,X,X,X,X
JLTIOZS,O,O,O,X,X,O,X,X,O,O,X,X,X
JLTSIZO,O,O,O,X,X,X,X,X,X,X,X,X,O
JLTSIOZ,O,O,O,X,O,O,X,X,X,X,X,X,O
JLTSZIO,O,O,O,X,X,O,X,X,X,X,X,X,O
JLTSZOI,O,O,O,X,X,O,X,X,O,X,X,X,O
JLTSOIZ,O,O,O,X,O,O,X,X,X,X,X,X,O
JLTSOZI,O,O,O,X,X,O,X,X,O,X,X,X,O
JLTZISO,O,O,O,X,X,O,X,X,O,X,X,X,X
JLTZIOS,O,O,O,X,X,O,X,X,O,O,X,X,X
JLTZSIO,O,O,O,X,X,O,X,X,X,X,O,X,X
JLTZSOI,O,O,O,X,X,O,X,X,O,O,O,X,X
JLTZOIS,O,O,O,X,X,O,X,X,O,O,X,X,X
JLTZOSI,O,O,O,X,X,O,X,X,O,O,O,X,X
JLTOISZ,O,O,O,X,X,O,X,X,O,X,X,X,X
JLTOIZS,O,O,O,X,X,O,X,X,O,O,X,X,X
JLTOSIZ,O,O,O,X,X,O,X,X,X,X,X,X,O
JLTOSZI,O,O,O,X,X,O,X,X,O,X,X,X,O
JLTOZIS,O,O,O,X,X,O,X,X,O,O,X,X,X
JLTOZSI,O,O,O,X,X,O,X,X,O,O,O,X,X
JLITSZO,O,O,O,O,X,X,X,X,O,X,X,X,X
JLITSOZ,O,O,O,O,O,O,X,X,O,X,X,X,X
JLITZSO,O,O,O,O,X,O,X,X,O,O,X,X,X
JLITZOS,O,O,O,O,X,O,X,X,O,O,X,X,X
JLITOSZ,O,O,O,O,X,O,X,X,O,X,X,X,X
JLITOZS,O,O,O,O,X,O,X,X,O,O,X,X,X
JLISTZO,O,O,O,O,X,X,X,X,O,X,X,O,X
JLISTOZ,O,O,O,O,X,X,X,X,O,X,X,O,X
JLISZTO,O,O,X,X,X,X,X,X,O,O,X,O,X
JLISZOT,O,O,X,X,X,X,X,X,O,O,X,X,X
JLISOTZ,X,O,O,O,O,X,X,X,O,X,X,O,X
JLISOZT,O,O,X,X,O,X,X,X,O,O,X,X,X
JLIZTSO,O,O,O,X,X,O,X,X,O,O,X,X,X
JLIZTOS,O,O,O,X,X,O,X,X,O,O,X,X,X
JLIZSTO,O,O,X,X,X,X,X,X,O,O,X,O,X
JLIZSOT,O,O,X,X,X,X,X,X,O,O,X,X,X
JLIZOTS,O,O,O,X,X,O,X,X,O,O,X,X,X
JLIZOST,O,O,X,X,X,X,X,X,O,O,X,X,X
JLIOTSZ,O,O,O,O,X,O,X,X,O,X,X,X,X
JLIOTZS,O,O,O,O,X,O,X,X,O,O,X,X,X
JLIOSTZ,X,O,O,O,X,X,X,X,O,X,X,X,X
JLIOSZT,O,O,X,X,X,X,X,X,O,O,X,X,X
JLIOZTS,O,O,O,X,X,O,X,X,O,O,X,X,X
JLIOZST,O,O,X,X,X,X,X,X,O,O,X,X,X
JLSTIZO,O,O,O,X,X,X,X,X,X,X,X,O,O
JLSTIOZ,O,O,O,X,O,O,X,X,X,X,X,O,O
JLSTZIO,O,O,O,X,X,O,X,X,X,X,X,O,O
JLSTZOI,O,O,O,X,X,O,X,X,O,X,X,O,O
JLSTOIZ,O,O,O,X,O,O,X,X,X,X,X,O,O
JLSTOZI,O,O,O,X,X,O,X,X,O,X,X,O,O
JLSITZO,O,O,O,O,X,X,X,X,O,X,X,O,O
JLSITOZ,O,O,O,O,X,X,X,X,O,X,X,O,O
JLSIZTO,O,O,X,X,X,X,X,X,O,O,X,O,X
JLSIZOT,O,O,X,X,X,X,X,X,O,O,X,X,X
JLSIOTZ,X,O,O,O,O,X,X,X,O,X,X,O,X
JLSIOZT,O,O,X,X,O,X,X,X,O,O,X,X,X
JLSZTIO,O,O,X,X,X,O,X,X,X,X,X,O,O
JLSZTOI,O,O,X,X,X,O,X,X,O,O,X,O,O
JLSZITO,O,O,X,X,X,X,X,X,O,X,X,O,X
JLSZIOT,O,O,X,X,X,X,X,X,O,X,X,X,X
JLSZOTI,O,O,X,X,X,O,X,X,O,O,X,X,X
JLSZOIT,O,O,X,X,X,X,X,X,O,X,X,X,X
JLSOTIZ,X,O,O,X,O,O,X,X,X,X,X,O,O
JLSOTZI,X,O,O,X,X,O,X,X,O,X,X,O,O
JLSOITZ,X,O,O,O,O,X,X,X,O,X,X,O,X
JLSOIZT,O,O,X,X,O,X,X,X,O,O,X,X,X
JLSOZTI,O,O,X,X,X,O,X,X,O,O,X,X,X
JLSOZIT,O,O,X,X,X,X,X,X,O,X,X,X,X
JLZTISO,O,O,O,X,X,O,X,X,O,O,X,X,X
JLZTIOS,O,O,O,X,X,O,X,X,O,O,X,X,X
JLZTSIO,O,O,O,X,X,O,X,X,X,X,O,X,X
JLZTSOI,O,O,O,X,X,O,X,X,O,O,O,X,X
JLZTOIS,O,O,O,X,X,O,X,X,O,O,X,X,X
JLZTOSI,O,O,O,X,X,O,X,X,O,O,O,X,X
JLZITSO,O,O,O,X,X,O,X,X,O,O,X,X,X
JLZITOS,O,O,O,X,X,O,X,X,O,O,X,X,X
JLZISTO,O,O,X,X,X,X,X,X,O,O,X,O,X
JLZISOT,O,O,X,X,X,X,X,X,O,O,X,X,X
JLZIOTS,O,O,O,X,X,O,X,X,O,O,X,X,X
JLZIOST,O,O,X,X,X,X,X,X,O,O,X,X,X
JLZSTIO,O,O,X,X,X,O,X,X,X,X,O,O,X
JLZSTOI,O,O,X,X,X,O,X,X,O,O,O,O,X
JLZSITO,O,O,X,X,X,X,X,X,O,X,X,O,X
JLZSIOT,O,O,X,X,X,X,X,X,O,X,X,X,X
JLZSOTI,O,O,X,X,X,O,X,X,O,O,O,X,X
JLZSOIT,O,O,X,X,X,X,X,X,O,X,X,X,X
JLZOTIS,O,O,O,X,X,O,X,X,O,O,X,X,X
JLZOTSI,O,O,O,X,X,O,X,X,O,O,O,X,X
JLZOITS,O,O,O,X,X,O,X,X,O,O,X,X,X
JLZOIST,O,O,X,X,X,X,X,X,O,O,X,X,X
JLZOSTI,O,O,X,X,X,O,X,X,O,O,O,X,X
JLZOSIT,O,O,X,X,X,X,X,X,O,X,X,X,X
JLOTISZ,O,O,O,X,X,O,X,X,O,X,X,X,X
JLOTIZS,O,O,O,X,X,O,X,X,O,O,X,X,X
JLOTSIZ,O,O,O,X,X,O,X,X,X,X,X,X,O
JLOTSZI,O,O,O,X,X,O,X,X,O,X,X,X,O
JLOTZIS,O,O,O,X,X,O,X,X,O,O,X,X,X
JLOTZSI,O,O,O,X,X,O,X,X,O,O,O,X,X
JLOITSZ,O,O,O,O,X,O,X,X,O,X,X,X,X
JLOITZS,O,O,O,O,X,O,X,X,O,O,X,X,X
JLOISTZ,X,O,O,O,X,X,X,X,O,X,X,X,X
JLOISZT,O,O,X,X,X,X,X,X,O,O,X,X,X
JLOIZTS,O,O,O,X,X,O,X,X,O,O,X,X,X
JLOIZST,O,O,X,X,X,X,X,X,O,O,X,X,X
JLOSTIZ,X,O,O,X,X,O,X,X,X,X,X,X,O
JLOSTZI,X,O,O,X,X,O,X,X,O,X,X,X,O
JLOSITZ,X,O,O,O,X,X,X,X,O,X,X,X,X
JLOSIZT,O,O,X,X,X,X,X,X,O,O,X,X,X
JLOSZTI,O,O,X,X,X,O,X,X,O,O,X,X,X
JLOSZIT,O,O,X,X,X,X,X,X,O,X,X,X,X
JLOZTIS,O,O,O,X,X,O,X,X,O,O,X,X,X
JLOZTSI,O,O,O,X,X,O,X,X,O,O,O,X,X
JLOZITS,O,O,O,X,X,O,X,X,O,O,X,X,X
JLOZIST,O,O,X,X,X,X,X,X,O,O,X,X,X
JLOZSTI,O,O,X,X,X,O,X,X,O,O,O,X,X
JLOZSIT,O,O,X,X,X,X,X,X,O,X,X,X,X
JSTILZO,X,X,X,X,X,X,X,X,X,X,X,O,O
JSTILOZ,X,X,X,X,O,O,X,X,X,X,X,O,O
JSTIZLO,X,X,X,X,X,X,X,X,X,X,X,O,X
JSTIZOL,X,X,X,X,O,X,X,X,X,X,X,X,X
JSTIOLZ,X,X,X,X,O,X,X,X,X,X,X,X,X
JSTIOZL,X,X,X,X,O,X,X,X,X,X,X,X,X
JSTLIZO,O,O,O,X,X,X,X,X,X,X,X,O,O
JSTLIOZ,O,O,O,X,O,O,X,X,X,X,X,O,O
JSTLZIO,O,O,O,X,X,O,X,X,X,X,X,O,O
JSTLZOI,O,O,O,X,X,O,X,X,O,X,X,O,O
JSTLOIZ,O,O,O,X,O,O,X,X,X,X,X,O,O
JSTLOZI,O,O,O,X,X,O,X,X,O,X,X,O,O
JSTZILO,O,O,O,X,X,O,X,X,X,X,X,O,X
JSTZIOL,O,X,O,X,O,O,X,X,X,X,X,X,X
JSTZLIO,O,O,O,X,X,O,X,X,X,X,X,O,O
JSTZLOI,O,O,O,X,X,O,X,X,O,X,X,O,O
JSTZOIL,O,X,O,X,O,O,X,X,X,X,X,X,X
JSTZOLI,O,O,O,X,X,O,X,X,X,X,X,O,X
JSTOILZ,X,X,X,X,O,X,X,X,X,X,X,X,O
JSTOIZL,X,X,X,X,O,X,X,X,X,X,X,X,X
JSTOLIZ,O,O,O,X,O,X,X,X,X,X,X,O,O
JSTOLZI,O,O,O,X,X,X,X,X,X,X,X,O,O
JSTOZIL,O,O,O,X,O,X,X,X,X,X,X,X,X
JSTOZLI,O,O,O,X,X,X,X,X,X,X,X,O,O
JSITLZO,X,X,X,O,X,X,X,X,O,X,X,O,O
JSITLOZ,X,X,X,O,O,X,X,X,O,X,X,O,O
JSITZLO,X,X,X,O,X,X,X,X,O,X,X,O,X
JSITZOL,X,X,X,O,O,X,O,X,X,X,X,X,X
JSITOLZ,X,X,X,X,O,X,O,X,X,X,X,X,X
JSITOZL,X,X,X,X,O,X,O,X,X,X,X,X,X
JSILTZO,O,O,X,O,X,X,X,X,O,X,X,O,O
JSILTOZ,X,O,X,O,X,X,X,X,O,X,X,O,O
JSILZTO,O,O,X,X,X,X,X,X,O,O,X,O,X
JSILZOT,O,O,X,X,X,X,X,X,O,O,X,X,X
JSILOTZ,X,O,X,O,O,X,X,X,O,X,X,O,X
JSILOZT,O,O,X,X,O,X,X,X,O,O,X,X,X
JSIZTLO,O,O,X,X,X,X,X,X,O,O,X,X,X
JSIZTOL,O,X,X,X,X,X,O,X,X,X,X,X,X
JSIZLTO,O,O,X,X,X,X,X,X,O,O,X,X,X
JSIZLOT,O,O,X,X,X,X,X,X,O,O,X,X,X
JSIZOTL,X,X,X,X,O,X,X,X,X,X,X,X,X
JSIZOLT,X,X,X,X,O,X,X,X,X,X,X,X,X
JSIOTLZ,X,X,X,X,O,X,X,X,X,X,X,X,O
JSIOTZL,X,X,X,X,O,X,X,X,X,X,X,X,X
JSIOLTZ,X,O,X,X,O,X,X,X,X,X,X,X,X
JSIOLZT,X,O,X,X,O,X,X,X,X,X,X,X,X
JSIOZTL,X,O,X,X,O,X,X,X,X,X,X,X,X
JSIOZLT,X,O,X,X,O,X,X,X,X,X,X,X,X
JSLTIZO,O,O,O,X,X,X,X,X,X,X,X,O,O
JSLTIOZ,O,O,O,X,O,O,X,X,X,X,X,O,O
JSLTZIO,O,O,O,X,X,O,X,X,X,X,X,O,O
JSLTZOI,O,O,O,X,X,O,X,X,O,X,X,O,O
JSLTOIZ,O,O,O,X,O,O,X,X,X,X,X,O,O
JSLTOZI,O,O,O,X,X,O,X,X,O,X,X,O,O
JSLITZO,O,O,O,O,X,X,X,X,O,X,X,O,O
JSLITOZ,O,O,O,O,X,X,X,X,O,X,X,O,O
JSLIZTO,O,O,X,X,X,X,X,X,O,O,X,O,X
JSLIZOT,O,O,X,X,X,X,X,X,O,O,X,X,X
JSLIOTZ,X,O,O,O,O,X,X,X,O,X,X,O,X
JSLIOZT,O,O,X,X,O,X,X,X,O,O,X,X,X
JSLZTIO,O,O,X,X,X,O,X,X,X,X,X,O,O
JSLZTOI,O,O,X,X,X,O,X,X,O,O,X,O,O
JSLZITO,O,O,X,X,X,X,X,X,O,X,X,O,X
JSLZIOT,O,O,X,X,X,X,X,X,O,X,X,X,X
JSLZOTI,O,O,X,X,X,O,X,X,O,O,X,X,X
JSLZOIT,O,O,X,X,X,X,X,X,O,X,X,X,X
JSLOTIZ,X,O,O,X,O,O,X,X,X,X,X,O,O
JSLOTZI,X,O,O,X,X,O,X,X,O,X,X,O,O
JSLOITZ,X,O,O,O,O,X,X,X,O,X,X,O,X
JSLOIZT,O,O,X,X,O,X,X,X,O,O,X,X,X
JSLOZTI,O,O,X,X,X,O,X,X,O,O,X,X,X
JSLOZIT,O,O,X,X,X,X,X,X,O,X,X,X,X
JSZTILO,O,O,X,X,X,O,X,X,X,X,X,O,X
JSZTIOL,O,X,X,X,O,O,X,X,X,X,X,X,X
JSZTLIO,O,O,X,X,X,O,X,X,X,X,X,O,O
JSZTLOI,O,O,X,X,X,O,X,X,O,O,X,O,O
JSZTOIL,O,X,X,X,O,O,X,X,X,X,X,X,X
JSZTOLI,O,O,X,X,X,O,X,X,X,X,X,O,X
JSZITLO,O,O,X,X,X,X,X,X,O,X,X,X,X
JSZITOL,O,X,X,X,X,X,O,X,X,X,X,X,X
JSZILTO,O,O,X,X,X,X,X,X,O,X,X,X,X
JSZILOT,O,O,X,X,X,X,X,X,O,X,X,X,X
JSZIOTL,X,X,X,X,O,X,X,X,X,X,X,X,X
JSZIOLT,X,X,X,X,O,X,X,X,X,X,X,X,X
JSZLTIO,O,O,X,X,X,O,X,X,X,X,X,O,O
JSZLTOI,O,O,X,X,X,O,X,X,O,O,X,O,O
JSZLITO,O,O,X,X,X,X,X,X,O,X,X,O,X
JSZLIOT,O,O,X,X,X,X,X,X,O,X,X,X,X
JSZLOTI,O,O,X,X,X,O,X,X,O,O,X,X,X
JSZLOIT,O,O,X,X,X,X,X,X,O,X,X,X,X
JSZOTIL,O,O,X,X,O,X,X,O,X,X,X,X,X
JSZOTLI,O,O,X,X,X,X,X,X,X,X,X,X,O
JSZOITL,X,O,X,X,O,X,X,O,X,X,X,X,X
JSZOILT,X,O,X,X,O,X,X,O,X,X,X,X,X
JSZOLTI,O,O,X,X,X,X,X,X,X,X,X,X,X
JSZOLIT,O,O,X,X,X,X,X,X,X,X,X,X,X
JSOTILZ,X,X,X,X,O,X,X,X,X,X,X,X,O
JSOTIZL,X,X,X,X,O,X,X,O,X,X,X,X,X
JSOTLIZ,X,O,O,X,O,X,X,X,X,X,X,O,O
JSOTLZI,X,O,O,X,X,X,X,X,X,X,X,O,O
JSOTZIL,X,O,O,X,O,X,X,O,X,X,X,X,X
JSOTZLI,X,O,O,X,X,X,X,X,X,X,X,O,O
JSOITLZ,X,X,X,X,O,X,X,X,X,X,X,X,O
JSOITZL,X,X,X,X,O,X,X,X,X,X,X,X,X
JSOILTZ,X,O,X,X,O,X,X,X,X,X,X,X,X
JSOILZT,X,O,X,X,O,X,X,X,X,X,X,X,X
JSOIZTL,X,O,X,X,O,X,X,O,X,X,X,X,X
JSOIZLT,X,O,X,X,O,X,X,O,X,X,X,X,X
JSOLTIZ,X,O,O,X,O,X,X,X,X,X,X,O,O
JSOLTZI,X,O,O,X,X,X,X,X,X,X,X,O,O
JSOLITZ,X,O,O,X,O,X,X,X,X,X,X,O,X
JSOLIZT,O,O,X,X,O,X,X,X,X,X,X,X,X
JSOLZTI,O,O,X,X,X,X,X,X,X,X,X,X,X
JSOLZIT,O,O,X,X,X,X,X,X,X,X,X,X,X
JSOZTIL,O,O,X,X,O,X,X,O,X,X,X,X,X
JSOZTLI,O,O,X,X,X,X,X,X,X,X,X,X,O
JSOZITL,X,O,X,X,O,X,X,O,X,X,X,X,X
JSOZILT,X,O,X,X,O,X,X,O,X,X,X,X,X
JSOZLTI,O,O,X,X,X,X,X,X,X,X,X,X,X
JSOZLIT,O,O,X,X,X,X,X,X,X,X,X,X,X
JZTILSO,O,O,O,X,X,O,X,X,O,O,X,X,X
JZTILOS,O,O,O,X,X,O,X,X,O,O,X,X,X
JZTISLO,O,O,O,X,X,O,X,X,O,O,X,X,X
JZTISOL,O,X,O,X,O,O,X,X,X,X,X,X,X
JZTIOLS,O,X,O,X,X,O,X,X,O,O,X,X,X
JZTIOSL,O,X,O,X,X,X,X,X,X,X,X,X,X
JZTLISO,O,O,O,X,X,O,X,X,O,O,X,X,X
JZTLIOS,O,O,O,X,X,O,X,X,O,O,X,X,X
JZTLSIO,O,O,O,X,X,O,X,X,X,X,O,X,X
JZTLSOI,O,O,O,X,X,O,X,X,O,O,O,X,X
JZTLOIS,O,O,O,X,X,O,X,X,O,O,X,X,X
JZTLOSI,O,O,O,X,X,O,X,X,O,O,O,X,X
JZTSILO,O,O,O,X,X,O,X,X,X,X,O,X,X
JZTSIOL,O,X,O,X,O,O,X,X,X,X,X,X,X
JZTSLIO,O,O,O,X,X,O,X,X,X,X,O,X,O
JZTSLOI,O,O,O,X,X,O,X,X,O,O,O,X,O
JZTSOIL,O,X,O,X,O,O,X,X,X,X,X,X,X
JZTSOLI,O,O,O,X,X,O,X,X,X,X,X,X,X
JZTOILS,O,O,O,X,X,O,X,X,X,X,X,X,X
JZTOISL,O,O,O,X,X,X,X,O,X,X,X,X,X
JZTOLIS,O,O,O,X,X,O,X,X,O,O,X,X,X
JZTOLSI,O,O,O,X,X,O,X,X,O,O,X,X,X
JZTOSIL,O,O,O,X,X,O,X,O,X,X,X,X,X
JZTOSLI,O,O,O,X,X,O,X,X,X,X,X,X,O
JZITLSO,O,O,X,X,X,O,X,X,O,O,X,X,X
JZITLOS,O,O,X,X,X,O,X,X,O,O,X,X,X
JZITSLO,O,O,X,X,X,O,X,X,O,O,X,X,X
JZITSOL,O,X,X,X,O,O,O,X,X,X,X,X,X
JZITOLS,O,X,X,X,X,O,O,X,O,O,X,X,X
JZITOSL,O,X,X,X,X,X,O,X,X,X,X,X,X
JZILTSO,O,O,X,X,X,O,X,X,O,O,X,X,X
JZILTOS,O,O,X,X,X,O,X,X,O,O,X,X,X
JZILSTO,O,O,X,X,X,X,X,X,O,O,X,X,X
JZILSOT,O,O,X,X,X,X,X,X,O,O,X,X,X
JZILOTS,O,O,X,X,X,O,X,X,O,O,X,X,X
JZILOST,O,O,X,X,X,X,X,X,O,O,X,X,X
JZISTLO,O,O,X,X,X,X,X,X,O,O,X,X,X
JZISTOL,O,X,X,X,X,X,O,X,X,X,X,X,X
JZISLTO,O,O,X,X,X,X,X,X,O,O,X,X,X
JZISLOT,O,O,X,X,X,X,X,X,O,O,X,X,X
JZISOTL,X,X,X,X,O,X,X,X,X,X,X,X,X
JZISOLT,X,X,X,X,O,X,X,X,X,X,X,X,X
JZIOTLS,X,O,X,X,X,X,O,X,O,O,X,X,X
JZIOTSL,X,O,X,X,X,X,O,X,X,X,X,X,X
JZIOLTS,X,O,X,X,X,X,X,X,O,O,X,X,X
JZIOLST,X,O,X,X,X,X,X,X,O,O,X,X,X
JZIOSTL,X,O,X,X,X,X,X,X,X,X,X,X,X
JZIOSLT,X,O,X,X,X,X,X,X,X,X,X,X,X
JZLTISO,O,O,O,X,X,O,X,X,O,O,X,X,X
JZLTIOS,O,O,O,X,X,O,X,X,O,O,X,X,X
JZLTSIO,O,O,O,X,X,O,X,X,X,X,O,X,X
JZLTSOI,O,O,O,X,X,O,X,X,O,O,O,X,X
JZLTOIS,O,O,O,X,X,O,X,X,O,O,X,X,X
JZLTOSI,O,O,O,X,X,O,X,X,O,O,O,X,X
JZLITSO,O,O,O,X,X,O,X,X,O,O,X,X,X
JZLITOS,O,O,O,X,X,O,X,X,O,O,X,X,X
JZLISTO,O,O,X,X,X,X,X,X,O,O,X,O,X
JZLISOT,O,O,X,X,X,X,X,X,O,O,X,X,X
JZLIOTS,O,O,O,X,X,O,X,X,O,O,X,X,X
JZLIOST,O,O,X,X,X,X,X,X,O,O,X,X,X
JZLSTIO,O,O,X,X,X,O,X,X,X,X,O,O,X
JZLSTOI,O,O,X,X,X,O,X,X,O,O,O,O,X
JZLSITO,O,O,X,X,X,X,X,X,O,X,X,O,X
JZLSIOT,O,O,X,X,X,X,X,X,O,X,X,X,X
JZLSOTI,O,O,X,X,X,O,X,X,O,O,O,X,X
JZLSOIT,O,O,X,X,X,X,X,X,O,X,X,X,X
JZLOTIS,O,O,O,X,X,O,X,X,O,O,X,X,X
JZLOTSI,O,O,O,X,X,O,X,X,O,O,O,X,X
JZLOITS,O,O,O,X,X,O,X,X,O,O,X,X,X
JZLOIST,O,O,X,X,X,X,X,X,O,O,X,X,X
JZLOSTI,O,O,X,X,X,O,X,X,O,O,O,X,X
JZLOSIT,O,O,X,X,X,X,X,X,O,X,X,X,X
JZSTILO,O,O,X,X,X,O,X,X,X,X,O,O,X
JZSTIOL,O,X,X,X,O,O,X,X,X,X,X,X,X
JZSTLIO,O,O,X,X,X,O,X,X,X,X,O,O,O
JZSTLOI,O,O,X,X,X,O,X,X,O,O,O,O,O
JZSTOIL,O,X,X,X,O,O,X,X,X,X,X,X,X
JZSTOLI,O,O,X,X,X,O,X,X,X,X,X,O,X
JZSITLO,O,O,X,X,X,X,X,X,O,X,X,X,X
JZSITOL,O,X,X,X,X,X,O,X,X,X,X,X,X
JZSILTO,O,O,X,X,X,X,X,X,O,X,X,X,X
