sequence,v115@HhB8GeC8FeE8EeB8Jem/IvhFzgBXjBUnBCnBlqBxwB,v115@HhB8GeC8FeE8EeB8Jem/IvhFChBxiBTmB0qBXsBlsB,v115@HhB8GeC8FeE8EeB8Jem/IvhFFiBXjBxqBTsBCrBUrB,v115@HhB8GeC8FeE8EeB8Jex/IvhFFjB2qBCnBTsB8qB3rB,v115@HhB8GeC8FeE8EeB8Jex/IvhF2nB/qBFmBCoBUsBTrB,v115@HhB8GeC8FeE8EeB8Jex/IvhFymBXjBTlB0mB+sBVwB,v115@HhB8GeC8FeE8EeB8Jem/IvhFXjBRmBFmB0qBCsBTsB,v115@HhB8GeC8FeE8EeB8Jem/IvhFzgBRnBCoBlqB3rBUsB,v115@HhB8GeC8FeE8EeB8Jex/IvhFFiBXjBilB+rB8qBTsB,v115@HhB8GeC8FeE8EeB8Jex/IvhF0hBXjBlqBCsBmqBTsB,v115@HhB8GeC8FeE8EeB8Jex/IvhF0hBXjBmqBCsBlqBTsB,v115@HhB8GeC8FeE8EeB8Je3AJvhFFjBxmBmkBzqBCsBUsB,v115@HhB8GeC8FeE8EeB8Je1FJvhF0hBXjBmkBTnBCrBxwB,v115@HhB8GeC8FeE8EeB8Jem/IvhFzgBRnB3mBCoB0qBVxB,v115@HhB8GeC8FeE8EeB8Jex/IvhFzhBFjBilB+sB8qB3rB,v115@HhB8GeC8FeE8EeB8Jem/IvhFChBXjB0qBxrBlrBTsB
LTIOZSJ,O,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X
LTJISZO,O,X,X,X,X,X,O,X,O,O,O,X,O,X,X,X
LTJISOZ,O,X,X,X,X,X,X,X,X,O,O,X,X,X,O,X
LTJIZSO,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X
LTJIZOS,O,X,X,X,X,X,X,X,X,O,O,X,X,O,X,X
LTJIOSZ,O,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X
LTJIOZS,O,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X
LTJSIZO,X,X,X,X,X,X,O,X,O,O,O,X,X,X,X,X
LTJSIOZ,X,X,X,X,X,X,X,O,X,O,O,X,X,X,O,X
LTJSZIO,X,X,X,X,X,X,O,X,O,O,O,X,O,X,X,X
LTJSZOI,X,X,X,X,X,X,X,X,O,O,O,X,O,X,O,X
LTJSOIZ,X,X,X,X,X,O,X,O,X,O,O,X,X,X,O,X
LTJSOZI,X,X,X,X,X,O,X,X,O,O,O,X,X,X,O,X
LTJZISO,X,X,X,X,X,X,O,X,X,O,O,X,O,X,X,X
LTJZIOS,X,X,X,X,X,X,X,X,X,O,O,X,X,O,X,X
LTJZSIO,X,X,X,X,X,X,O,X,O,O,O,X,O,X,X,X
LTJZSOI,X,X,X,X,X,X,X,X,O,O,O,X,O,X,O,X
LTJZOIS,X,X,X,X,X,X,X,X,X,O,O,X,X,O,X,X
LTJZOSI,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
LTJOISZ,O,X,X,X,X,O,X,O,O,O,O,O,X,X,X,X
LTJOIZS,O,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X
LTJOSIZ,X,X,X,X,X,O,X,O,O,O,O,X,X,X,O,X
LTJOSZI,X,X,X,X,X,O,X,X,O,O,O,X,X,X,O,X
LTJOZIS,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
LTJOZSI,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X
LTSIJZO,X,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X
LTSIJOZ,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
LTSIZJO,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
LTSIZOJ,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LTSIOJZ,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X
LTSIOZJ,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
LTSJIZO,X,X,X,X,X,X,O,X,O,O,O,X,X,X,X,X
LTSJIOZ,X,X,X,X,X,X,X,O,X,O,O,X,X,X,O,X
LTSJZIO,X,X,X,X,X,X,O,X,O,O,O,X,O,X,X,X
LTSJZOI,X,X,X,X,X,X,X,X,O,O,O,X,O,X,O,X
LTSJOIZ,X,X,X,X,X,O,X,O,X,O,O,X,X,X,O,X
LTSJOZI,X,X,X,X,X,O,X,X,O,O,O,X,X,X,O,X
LTSZIJO,X,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X
LTSZIOJ,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LTSZJIO,X,X,X,X,X,X,O,X,X,O,O,X,O,X,X,X
LTSZJOI,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X
LTSZOIJ,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
LTSZOJI,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
LTSOIJZ,X,X,X,X,X,O,X,O,X,O,X,O,X,X,X,X
LTSOIZJ,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
LTSOJIZ,X,X,X,X,X,O,X,O,O,O,X,X,X,X,O,X
LTSOJZI,X,X,X,X,X,O,X,X,O,O,X,X,X,X,O,X
LTSOZIJ,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
LTSOZJI,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
LTZIJSO,X,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X
LTZIJOS,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X
LTZISJO,X,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X
LTZISOJ,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LTZIOJS,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LTZIOSJ,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LTZJISO,X,X,X,X,X,X,O,X,X,O,O,X,O,X,X,X
LTZJIOS,X,X,X,X,X,X,X,X,X,O,O,X,X,O,X,X
LTZJSIO,X,X,X,X,X,X,O,X,X,O,O,X,O,X,X,X
LTZJSOI,X,X,X,X,X,X,X,X,X,O,O,X,O,X,O,X
LTZJOIS,X,X,X,X,X,X,X,X,X,O,O,X,X,O,X,X
LTZJOSI,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
LTZSIJO,X,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X
LTZSIOJ,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LTZSJIO,X,X,X,X,X,X,O,X,X,O,O,X,O,X,X,X
LTZSJOI,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X
LTZSOIJ,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
LTZSOJI,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
LTZOIJS,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LTZOISJ,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X
LTZOJIS,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LTZOJSI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZOSIJ,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
LTZOSJI,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
LTOIJSZ,O,X,X,O,X,O,X,O,X,O,X,O,X,X,X,X
LTOIJZS,O,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X
LTOISJZ,O,X,X,O,X,O,X,X,X,O,X,O,X,X,X,X
LTOISZJ,O,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X
LTOIZJS,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LTOIZSJ,O,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X
LTOJISZ,O,X,X,O,X,O,X,O,O,O,X,O,X,X,X,X
LTOJIZS,O,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X
LTOJSIZ,X,X,X,O,X,O,X,O,O,O,X,X,X,X,O,X
LTOJSZI,X,X,X,O,X,O,X,X,O,O,X,X,X,X,O,X
LTOJZIS,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
LTOJZSI,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X
LTOSIJZ,X,X,X,O,X,O,X,O,X,O,X,O,X,X,X,X
LTOSIZJ,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
LTOSJIZ,X,X,X,O,X,O,X,O,O,O,X,X,X,X,X,X
LTOSJZI,X,X,X,O,X,O,X,X,O,O,X,X,X,X,X,X
LTOSZIJ,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
LTOSZJI,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
LTOZIJS,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LTOZISJ,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X
LTOZJIS,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LTOZJSI,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LTOZSIJ,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
LTOZSJI,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
LITJSZO,O,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X
LITJSOZ,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
LITJZSO,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
LITJZOS,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X
LITJOSZ,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
LITJOZS,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
LITSJZO,O,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X
LITSJOZ,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LITSZJO,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
LITSZOJ,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LITSOJZ,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LITSOZJ,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LITZJSO,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
LITZJOS,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X
LITZSJO,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
LITZSOJ,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LITZOJS,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LITZOSJ,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LITOJSZ,O,X,X,O,X,X,X,O,X,O,X,O,X,X,X,X
LITOJZS,O,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X
LITOSJZ,O,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X
LITOSZJ,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X
LITOZJS,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LITOZSJ,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X
LIJTSZO,O,X,X,X,X,X,O,X,O,O,O,X,O,X,X,X
LIJTSOZ,O,X,X,X,X,X,X,X,X,O,O,X,X,X,O,X
LIJTZSO,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X
LIJTZOS,O,X,X,X,X,X,X,X,X,O,O,X,X,O,X,X
LIJTOSZ,O,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X
LIJTOZS,O,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X
LIJSTZO,O,X,X,X,X,X,O,X,O,O,O,X,O,X,X,X
LIJSTOZ,O,X,X,X,X,X,X,O,X,O,O,X,X,X,O,X
LIJSZTO,O,O,X,X,O,X,O,X,X,X,O,X,O,X,X,X
LIJSZOT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIJSOTZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LIJSOZT,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIJZTSO,O,O,X,X,X,X,O,X,X,X,O,X,O,X,X,X
LIJZTOS,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LIJZSTO,O,O,X,X,O,X,O,X,X,X,O,X,O,X,X,X
LIJZSOT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIJZOTS,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LIJZOST,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIJOTSZ,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X
LIJOTZS,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LIJOSTZ,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X
LIJOSZT,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
LIJOZTS,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LIJOZST,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LISTJZO,O,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X
LISTJOZ,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
LISTZJO,O,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X
LISTZOJ,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LISTOJZ,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
LISTOZJ,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LISJTZO,O,X,X,X,X,X,O,X,O,O,O,X,O,X,X,X
LISJTOZ,O,X,X,X,X,X,X,O,X,O,O,X,X,X,O,X
LISJZTO,O,O,X,X,O,X,O,X,X,X,O,X,O,X,X,X
LISJZOT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LISJOTZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LISJOZT,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LISZTJO,O,O,X,X,O,X,O,X,X,O,X,X,O,X,X,X
LISZTOJ,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LISZJTO,O,O,X,X,O,X,O,X,X,X,O,X,O,X,X,X
LISZJOT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LISZOTJ,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LISZOJT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LISOTJZ,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
LISOTZJ,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
LISOJTZ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X
LISOJZT,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LISOZTJ,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LISOZJT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZTJSO,O,O,X,X,X,X,O,X,X,O,X,X,O,X,X,X
LIZTJOS,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LIZTSJO,O,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X
LIZTSOJ,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LIZTOJS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZTOSJ,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LIZJTSO,O,O,X,X,X,X,O,X,X,X,O,X,O,X,X,X
LIZJTOS,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LIZJSTO,O,O,X,X,O,X,O,X,X,X,O,X,O,X,X,X
LIZJSOT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIZJOTS,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LIZJOST,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIZSTJO,O,O,X,X,O,X,O,X,X,O,X,X,O,X,X,X
LIZSTOJ,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LIZSJTO,O,O,X,X,O,X,O,X,X,X,O,X,O,X,X,X
LIZSJOT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIZSOTJ,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LIZSOJT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIZOTJS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZOTSJ,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LIZOJTS,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LIZOJST,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIZOSTJ,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LIZOSJT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIOTJSZ,X,X,O,O,X,O,X,X,X,O,X,O,X,X,X,X
LIOTJZS,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X
LIOTSJZ,X,X,O,O,X,O,X,X,X,O,X,O,X,X,X,X
LIOTSZJ,X,X,O,X,X,O,X,X,X,X,X,O,O,X,X,X
LIOTZJS,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOTZSJ,X,X,O,X,X,O,X,X,X,X,X,O,O,X,X,X
LIOJTSZ,X,X,O,O,X,X,X,X,O,X,X,O,X,X,X,X
LIOJTZS,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOJSTZ,X,X,O,O,X,X,X,X,O,X,X,O,X,X,X,X
LIOJSZT,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
LIOJZTS,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOJZST,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOSTJZ,X,X,O,O,X,O,X,X,X,O,X,O,X,X,X,X
LIOSTZJ,X,X,O,X,X,O,X,X,X,X,X,O,O,X,X,X
LIOSJTZ,X,X,O,O,X,X,X,X,O,X,X,O,X,X,X,X
LIOSJZT,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
LIOSZTJ,X,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X
LIOSZJT,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOZTJS,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOZTSJ,X,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X
LIOZJTS,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOZJST,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOZSTJ,X,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X
LIOZSJT,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTISZO,O,X,X,X,X,X,O,X,O,O,O,X,O,X,X,X
LJTISOZ,O,X,X,X,X,X,X,X,X,O,O,X,X,X,O,X
LJTIZSO,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X
LJTIZOS,O,X,X,X,X,X,X,X,X,O,O,X,X,O,X,X
LJTIOSZ,O,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X
LJTIOZS,O,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X
LJTSIZO,X,X,X,X,X,X,O,X,O,O,O,X,X,X,X,X
LJTSIOZ,X,X,X,X,X,X,X,O,X,O,O,X,X,X,O,X
LJTSZIO,X,X,X,X,X,X,O,X,O,O,O,X,O,X,X,X
LJTSZOI,X,X,X,X,X,X,X,X,O,O,O,X,O,X,O,X
LJTSOIZ,X,X,X,X,X,X,X,O,X,O,O,X,X,X,O,X
LJTSOZI,X,X,X,X,X,X,X,X,O,O,O,X,X,X,O,X
LJTZISO,X,X,X,X,X,X,O,X,X,O,O,X,O,X,X,X
LJTZIOS,X,X,X,X,X,X,X,X,X,O,O,X,X,O,X,X
LJTZSIO,X,X,X,X,X,X,O,X,O,O,O,X,O,X,X,X
LJTZSOI,X,X,X,X,X,X,X,X,O,O,O,X,O,X,O,X
LJTZOIS,X,X,X,X,X,X,X,X,X,O,O,X,X,O,X,X
LJTZOSI,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
LJTOISZ,O,X,X,X,X,X,X,O,O,O,O,O,X,X,X,X
LJTOIZS,O,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X
LJTOSIZ,X,X,X,X,X,X,X,O,O,O,O,X,X,X,O,X
LJTOSZI,X,X,X,X,X,X,X,X,O,O,O,X,X,X,O,X
LJTOZIS,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
LJTOZSI,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X
LJITSZO,O,X,X,X,X,X,O,X,O,O,O,X,O,X,X,X
LJITSOZ,O,X,X,X,X,X,X,X,X,O,O,X,X,X,O,X
LJITZSO,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X
LJITZOS,O,X,X,X,X,X,X,X,X,O,O,X,X,O,X,X
LJITOSZ,O,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X
LJITOZS,O,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X
LJISTZO,O,X,X,X,X,X,O,X,O,O,O,X,O,X,X,X
LJISTOZ,O,X,X,X,X,X,X,O,X,O,O,X,X,X,O,X
LJISZTO,O,O,X,X,O,X,O,X,X,X,O,X,O,X,X,X
LJISZOT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJISOTZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LJISOZT,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJIZTSO,O,O,X,X,X,X,O,X,X,X,O,X,O,X,X,X
LJIZTOS,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LJIZSTO,O,O,X,X,O,X,O,X,X,X,O,X,O,X,X,X
LJIZSOT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJIZOTS,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LJIZOST,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJIOTSZ,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X
LJIOTZS,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LJIOSTZ,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X
LJIOSZT,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
LJIOZTS,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LJIOZST,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LJSTIZO,X,X,X,X,X,X,O,X,O,O,O,X,X,X,X,X
LJSTIOZ,X,X,X,X,X,X,X,O,X,O,O,X,X,X,O,X
LJSTZIO,X,X,X,X,X,X,O,X,O,O,O,X,O,X,X,X
LJSTZOI,X,X,X,X,X,X,X,X,O,O,O,X,O,X,O,X
LJSTOIZ,X,X,O,X,X,X,X,O,X,O,O,X,X,X,O,X
LJSTOZI,X,X,X,X,X,X,X,X,O,O,O,X,X,X,O,X
LJSITZO,O,X,X,X,X,X,O,X,O,O,O,X,X,X,X,X
LJSITOZ,O,X,X,X,X,X,X,O,X,O,O,X,X,X,O,X
LJSIZTO,O,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X
LJSIZOT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJSIOTZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LJSIOZT,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJSZTIO,X,O,X,X,O,X,O,X,O,X,O,X,O,X,X,X
LJSZTOI,X,X,X,X,O,X,X,X,O,X,O,X,O,X,O,X
LJSZITO,X,O,X,X,O,X,O,X,X,X,O,X,X,X,X,O
LJSZIOT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJSZOTI,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X
LJSZOIT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJSOTIZ,X,X,O,X,X,X,X,X,O,X,O,X,X,X,O,X
LJSOTZI,X,X,X,X,X,X,X,X,O,X,O,X,X,X,O,X
LJSOITZ,X,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X
LJSOIZT,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LJSOZTI,X,X,X,X,X,X,X,X,O,X,O,X,X,X,O,X
LJSOZIT,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJZTISO,X,O,X,X,X,X,O,X,X,X,O,X,O,X,X,O
LJZTIOS,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X,O
LJZTSIO,X,O,X,X,X,X,O,X,O,X,O,X,O,X,X,X
LJZTSOI,X,X,X,X,X,X,X,X,O,X,O,X,O,X,O,X
LJZTOIS,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X
LJZTOSI,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LJZITSO,X,O,X,X,X,X,O,X,X,X,O,X,O,X,X,O
LJZITOS,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O
LJZISTO,X,O,X,X,O,X,O,X,X,X,O,X,O,X,X,O
LJZISOT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJZIOTS,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O
LJZIOST,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJZSTIO,X,O,X,X,O,X,O,X,O,X,O,X,O,X,X,X
LJZSTOI,X,X,X,X,O,X,X,X,O,X,O,X,O,X,O,X
LJZSITO,X,O,X,X,O,X,O,X,X,X,O,X,X,X,X,O
LJZSIOT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJZSOTI,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X
LJZSOIT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJZOTIS,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X
LJZOTSI,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X
LJZOITS,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O
LJZOIST,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJZOSTI,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X
LJZOSIT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJOTISZ,X,X,O,O,X,X,X,X,O,X,O,O,X,X,X,X
LJOTIZS,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
LJOTSIZ,X,X,O,O,X,X,X,X,O,X,O,X,X,X,O,X
LJOTSZI,X,X,X,O,X,X,X,X,O,X,O,X,X,X,O,X
LJOTZIS,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
LJOTZSI,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X
LJOITSZ,X,X,O,O,X,X,X,X,O,X,X,O,X,X,X,X
LJOITZS,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LJOISTZ,X,X,O,O,X,X,X,X,O,X,X,O,X,X,X,X
LJOISZT,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
LJOIZTS,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LJOIZST,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LJOSTIZ,X,X,O,O,X,X,X,X,O,X,O,X,X,X,O,X
LJOSTZI,X,X,X,O,X,X,X,X,O,X,O,X,X,X,O,X
LJOSITZ,X,X,O,O,X,X,X,X,O,X,X,O,X,X,O,X
LJOSIZT,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
LJOSZTI,X,X,X,O,X,X,X,X,O,X,O,X,X,X,O,X
LJOSZIT,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
