sequence,v115@9gA8IeA8IeA8BeB8CeC8CeA8BeC8JeRAJvhFFiBTjB?XlBSsBWvB0rB,v115@9gA8IeA8IeA8BeB8CeC8CeA8BeC8Je3AJvhFTjBxmB?UqBCsBupBFsB,v115@9gA8IeA8IeA8BeB8CeC8CeA8BeC8Je3AJvhFTjBxmB?UqBFsBupBCsB,v115@9gA8IeA8IeA8BeB8CeC8CeA8BeC8JeRAJvhF3hBGjB?lnBUqBzrBCqB,v115@9gA8IeA8IeA8BeB8CeC8CeA8BeC8Je0BJvhFTjBRlB?SsBFlBWvBXsB,v115@9gA8IeA8IeA8BeB8CeC8CeA8BeC8Je3AJvhF1mBxiB?CoBUqBzrBupB,v115@9gA8IeA8IeA8BeB8CeC8CeA8BeC8JefFJvhF0gBlhB?xnBCoBWvBzrB,v115@9gA8IeA8IeA8BeB8CeC8CeA8BeC8JeRAJvhF3hBTjB?FlBWvBCsBcsB,v115@9gA8IeA8IeA8BeB8CeC8CeA8BeC8JeXCJvhFTjBRlB?SsBFlBWvB0rB,v115@9gA8IeA8IeA8BeB8CeC8CeA8BeC8JefFJvhF0gBxhB?TjBWvBFsBCsB,v115@9gA8IeA8IeA8BeB8CeC8CeA8BeC8JexBJvhFTjBfqB?urBcsBlqBCqB,v115@9gA8IeA8IeA8BeB8CeC8CeA8BeC8JeuEJvhF3gB0mB?xnBCoBVvBzrB,v115@9gA8IeA8IeA8BeB8CeC8CeA8BeC8JeTDJvhFRlBGnB?ClBXnBVvB0rB,v115@9gA8IeA8IeA8BeB8CeC8CeA8BeC8Je5EJvhF3hBTjB?OqBCsBcsBlqB,v115@9gA8IeA8IeA8BeB8CeC8CeA8BeC8JeRAJvhFGiBTjB?lmBUqBXsBCqB,v115@9gA8IeA8IeA8BeB8CeC8CeA8BeC8JeWFJvhF1mBxiB?CoB8pBzrB3qB,v115@9gA8IeA8IeA8BeB8CeC8CeA8BeC8JeWFJvhFTjBxmB?8pBCsB3qBFsB,v115@9gA8IeA8IeA8BeB8CeC8CeA8BeC8JeFFJvhF0mBxnB?upBCoB3qBzrB
IOSJZLT,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X
IOSZTLJ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
IOSZTJL,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
IOSZLTJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOSZLJT,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
IOSZJTL,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IOSZJLT,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IOZTLJS,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O
IOZTLSJ,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IOZTJLS,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
IOZTJSL,X,X,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X
IOZTSLJ,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IOZTSJL,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
IOZLTJS,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
IOZLTSJ,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IOZLJTS,X,O,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X
IOZLJST,X,O,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X
IOZLSTJ,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IOZLSJT,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
IOZJTLS,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
IOZJTSL,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X
IOZJLTS,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X
IOZJLST,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X,O,X
IOZJSTL,X,X,X,O,X,X,O,X,X,X,O,X,O,X,X,X,X,X
IOZJSLT,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,O,X
IOZSTLJ,X,X,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X
IOZSTJL,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
IOZSLTJ,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZSLJT,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZSJTL,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IOZSJLT,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LTIJSZO,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LTIJSOZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTIJZSO,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X
LTIJZOS,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LTIJOSZ,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LTIJOZS,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O,X
LTISJZO,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LTISJOZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTISZJO,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LTISZOJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTISOJZ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LTISOZJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTIZJSO,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O
LTIZJOS,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LTIZSJO,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O
LTIZSOJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTIZOJS,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
LTIZOSJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTIOJSZ,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LTIOJZS,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O,X
LTIOSJZ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LTIOSZJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTIOZJS,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTIOZSJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJISZO,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
LTJISOZ,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
LTJIZSO,X,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X
LTJIZOS,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X
LTJIOSZ,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X
LTJIOZS,X,X,X,X,O,X,X,O,X,X,X,X,O,O,X,X,O,X
LTJSIZO,O,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X
LTJSIOZ,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X
LTJSZIO,O,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X
LTJSZOI,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
LTJSOIZ,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X
LTJSOZI,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
LTJZISO,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
LTJZIOS,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LTJZSIO,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
LTJZSOI,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LTJZOIS,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LTJZOSI,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LTJOISZ,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O,X,X
LTJOIZS,X,X,X,X,O,X,X,O,X,X,X,X,O,O,X,O,O,X
LTJOSIZ,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X,O,X,X
LTJOSZI,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X
LTJOZIS,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X
LTJOZSI,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X
LTSIJZO,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LTSIJOZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSIZJO,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LTSIZOJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSIOJZ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LTSIOZJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSJIZO,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LTSJIOZ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LTSJZIO,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LTSJZOI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSJOIZ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LTSJOZI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSZIJO,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LTSZIOJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSZJIO,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LTSZJOI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSZOIJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSZOJI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSOIJZ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LTSOIZJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSOJIZ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LTSOJZI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSOZIJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSOZJI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZIJSO,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O
LTZIJOS,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LTZISJO,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O
LTZISOJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZIOJS,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
LTZIOSJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZJISO,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LTZJIOS,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZJSIO,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LTZJSOI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZJOIS,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZJOSI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZSIJO,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LTZSIOJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZSJIO,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LTZSJOI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZSOIJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZSOJI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZOIJS,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LTZOISJ,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LTZOJIS,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LTZOJSI,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LTZOSIJ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LTZOSJI,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LTOIJSZ,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
LTOIJZS,X,X,X,X,X,O,X,X,X,X,X,X,O,O,X,O,O,X
LTOISJZ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X
LTOISZJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LTOIZJS,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X
LTOIZSJ,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LTOJISZ,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O,X,X
LTOJIZS,X,X,X,X,O,O,X,O,X,X,X,X,O,O,X,O,O,X
LTOJSIZ,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X,O,X,X
LTOJSZI,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X
LTOJZIS,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X
LTOJZSI,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X
LTOSIJZ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X
LTOSIZJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LTOSJIZ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X
LTOSJZI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LTOSZIJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LTOSZJI,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LTOZIJS,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X
LTOZISJ,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LTOZJIS,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X
LTOZJSI,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
LTOZSIJ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LTOZSJI,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LITJSZO,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
LITJSOZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LITJZSO,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X
LITJZOS,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LITJOSZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LITJOZS,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
LITSJZO,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LITSJOZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LITSZJO,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LITSZOJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LITSOJZ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LITSOZJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LITZJSO,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O
LITZJOS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LITZSJO,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O
LITZSOJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LITZOJS,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
LITZOSJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LITOJSZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LITOJZS,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
LITOSJZ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LITOSZJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LITOZJS,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LITOZSJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJTSZO,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LIJTSOZ,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
LIJTZSO,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
LIJTZOS,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X
LIJTOSZ,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
LIJTOZS,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,O,X
LIJSTZO,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIJSTOZ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIJSZTO,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LIJSZOT,X,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X
LIJSOTZ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIJSOZT,X,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X,O,X
LIJZTSO,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LIJZTOS,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LIJZSTO,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LIJZSOT,X,O,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X
LIJZOTS,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X
LIJZOST,X,O,X,X,O,X,X,X,O,X,X,X,X,O,X,X,O,X
LIJOTSZ,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O,X,X
LIJOTZS,X,X,X,X,O,X,X,O,X,X,X,X,O,O,X,O,O,X
LIJOSTZ,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
LIJOSZT,X,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X,O,X
LIJOZTS,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X
LIJOZST,X,O,X,X,O,X,X,X,O,X,X,X,X,O,X,X,O,X
LISTJZO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISTJOZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISTZJO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISTZOJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISTOJZ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LISTOZJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISJTZO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISJTOZ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LISJZTO,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LISJZOT,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
LISJOTZ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LISJOZT,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X
LISZTJO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISZTOJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISZJTO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISZJOT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISZOTJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISZOJT,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LISOTJZ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LISOTZJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISOJTZ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LISOJZT,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X
LISOZTJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISOZJT,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LIZTJSO,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O
LIZTJOS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LIZTSJO,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O
LIZTSOJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZTOJS,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
LIZTOSJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZJTSO,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LIZJTOS,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LIZJSTO,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LIZJSOT,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LIZJOTS,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X
LIZJOST,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X
LIZSTJO,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZSTOJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZSJTO,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZSJOT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZSOTJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZSOJT,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LIZOTJS,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LIZOTSJ,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LIZOJTS,X,O,X,X,O,O,X,X,X,X,X,X,X,O,X,X,O,X
LIZOJST,X,O,X,X,O,O,X,X,X,X,X,X,X,O,X,X,O,X
LIZOSTJ,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LIZOSJT,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
LIOTJSZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LIOTJZS,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,O,O,X
LIOTSJZ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X
LIOTSZJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOTZJS,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X
LIOTZSJ,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOJTSZ,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O,X,X
LIOJTZS,X,X,X,X,O,O,X,O,X,X,X,X,O,O,X,O,O,X
LIOJSTZ,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
LIOJSZT,X,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X,O,X
LIOJZTS,X,O,X,X,O,O,X,X,X,X,X,X,X,O,X,X,O,X
LIOJZST,X,O,X,X,O,O,X,X,O,X,X,X,X,O,X,X,O,X
LIOSTJZ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X
LIOSTZJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOSJTZ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIOSJZT,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X
LIOSZTJ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOSZJT,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
LIOZTJS,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X
LIOZTSJ,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOZJTS,X,O,X,X,O,O,X,X,X,X,X,X,X,O,X,X,O,X
LIOZJST,X,O,X,X,O,O,X,X,X,X,X,X,X,O,X,X,O,X
LIOZSTJ,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOZSJT,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
LJTISZO,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LJTISOZ,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
LJTIZSO,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
LJTIZOS,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X
LJTIOSZ,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X
LJTIOZS,X,X,X,X,O,X,X,O,X,X,X,X,O,O,X,X,O,X
LJTSIZO,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
LJTSIOZ,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X
LJTSZIO,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
LJTSZOI,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
LJTSOIZ,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X
LJTSOZI,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
LJTZISO,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LJTZIOS,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LJTZSIO,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LJTZSOI,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LJTZOIS,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LJTZOSI,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LJTOISZ,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O,X,X
LJTOIZS,X,X,X,X,O,X,X,O,X,X,X,X,O,O,X,O,O,X
LJTOSIZ,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X,O,X,X
LJTOSZI,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X
