sequence,v115@9gA8IeB8HeB8BeA8EeE8DeA8JeRAJvhF3hBcnB6oBT?lBdtBWxB,v115@9gA8IeB8HeB8BeA8EeE8DeA8JeaFJvhFtlBxhBTjBu?rBcsBXtB,v115@9gA8IeB8HeB8BeA8EeE8DeA8JeaFJvhFtlBxhBXjBu?rBctBTsB,v115@9gA8IeB8HeB8BeA8EeE8DeA8JeaFJvhFulB9mBxiBT?oBXsB0sB,v115@9gA8IeB8HeB8BeA8EeE8DeA8JeaFJvhFulB9mBxiBT?oB0sBXsB,v115@9gA8IeB8HeB8BeA8EeE8DeA8JeRAJvhF9mB2nBTlBc?tBXsBCtB,v115@9gA8IeB8HeB8BeA8EeE8DeA8JeaFJvhFulB9mBTjBx?sBXsB0sB,v115@9gA8IeB8HeB8BeA8EeE8DeA8JeRAJvhF9mB6oBTlBm?nBXsB0sB,v115@9gA8IeB8HeB8BeA8EeE8DeA8JeRAJvhF9mB6oBTlBm?nB0sBXsB,v115@9gA8IeB8HeB8BeA8EeE8DeA8JeUAJvhF9mBOnB6oBz?nB3lBRxB,v115@9gA8IeB8HeB8BeA8EeE8DeA8JeRAJvhF9mBynB+oBT?lBXsB0sB,v115@9gA8IeB8HeB8BeA8EeE8DeA8JeRAJvhF9mBynB+oBT?lB0sBXsB,v115@9gA8IeB8HeB8BeA8EeE8DeA8JeaFJvhFtlBXiBTjBW?tB0mBRxB,v115@9gA8IeB8HeB8BeA8EeE8DeA8JeaFJvhFulB9mBxnBT?oBXsB0sB,v115@9gA8IeB8HeB8BeA8EeE8DeA8JeaFJvhFulB9mBxnBT?oB0sBXsB
LITJZOS,O,O,O,X,O,X,O,X,X,O,X,X,O,X,O
LITJOSZ,O,X,O,O,O,X,O,X,X,O,X,X,O,X,X
LITJOZS,O,O,O,O,O,X,O,X,X,O,X,X,O,X,X
LITSJZO,O,O,O,X,X,X,O,X,X,X,X,X,O,O,X
LITSJOZ,X,O,O,O,X,X,O,O,X,X,X,X,O,O,X
LITSZJO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X
LITSZOJ,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X
LITSOJZ,X,O,X,O,X,X,O,O,X,O,X,X,X,O,X
LITSOZJ,X,O,O,O,X,X,X,O,X,O,X,X,X,X,X
LITZJSO,O,O,O,X,X,X,O,X,X,X,X,X,O,X,O
LITZJOS,O,O,O,X,O,X,O,X,O,O,X,X,O,X,O
LITZSJO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O
LITZSOJ,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X
LITZOJS,O,X,O,X,O,X,O,X,O,O,X,X,X,X,O
LITZOSJ,O,O,O,X,O,X,X,X,O,O,X,X,X,X,X
LITOJSZ,O,X,O,O,O,X,O,O,X,O,X,X,O,X,X
LITOJZS,O,O,O,O,O,X,O,X,O,O,X,X,O,X,X
LITOSJZ,O,O,X,O,O,X,O,O,X,O,X,X,X,X,X
LITOSZJ,O,O,O,O,X,X,X,O,O,O,X,X,X,X,X
LITOZJS,O,X,O,O,O,X,O,X,O,O,X,X,X,X,X
LITOZSJ,O,O,O,X,O,X,X,O,O,O,X,X,X,X,X
LIJTSZO,O,O,O,X,X,X,O,X,X,X,X,X,O,O,X
LIJTSOZ,X,X,O,O,X,X,O,X,X,X,X,X,O,O,X
LIJTZSO,O,O,O,X,X,X,O,X,X,X,X,X,O,X,O
LIJTZOS,O,O,O,X,O,X,O,X,X,O,X,X,O,X,O
LIJTOSZ,O,X,O,O,O,X,O,X,X,O,X,X,O,X,X
LIJTOZS,O,O,O,O,O,X,O,X,X,O,X,X,O,X,X
LIJSTZO,O,X,X,X,X,X,O,X,X,X,X,X,O,O,X
LIJSTOZ,X,X,X,O,X,X,O,X,X,X,X,X,O,O,X
LIJSZTO,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LIJSZOT,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LIJSOTZ,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X
LIJSOZT,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LIJZTSO,O,O,O,X,X,X,O,X,X,X,X,X,O,X,O
LIJZTOS,O,O,O,X,O,X,O,X,X,O,X,X,O,X,O
LIJZSTO,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X
LIJZSOT,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
LIJZOTS,X,X,X,X,O,X,O,X,X,O,X,X,O,X,X
LIJZOST,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
LIJOTSZ,O,X,O,O,O,X,O,X,X,O,X,X,O,X,X
LIJOTZS,O,X,O,O,O,X,O,X,X,O,X,X,O,X,X
LIJOSTZ,O,X,X,O,X,X,O,X,X,O,X,X,O,X,X
LIJOSZT,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
LIJOZTS,O,X,O,X,O,X,O,X,X,O,X,X,O,X,X
LIJOZST,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X
LISTJZO,O,X,X,X,X,X,O,X,X,X,X,X,O,O,X
LISTJOZ,X,O,X,O,X,X,O,O,X,X,X,X,O,O,X
LISTZJO,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
LISTZOJ,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
LISTOJZ,X,O,X,O,X,X,O,O,X,O,X,X,X,O,X
LISTOZJ,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X
LISJTZO,O,X,X,X,X,X,O,X,X,X,X,X,O,O,X
LISJTOZ,X,X,X,O,X,X,O,O,X,X,X,X,O,O,X
LISJZTO,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LISJZOT,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LISJOTZ,X,X,X,O,X,X,O,O,X,X,X,X,O,X,X
LISJOZT,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LISZTJO,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
LISZTOJ,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
LISZJTO,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LISZJOT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LISZOTJ,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
LISZOJT,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
LISOTJZ,X,O,X,O,X,X,O,O,X,O,X,X,X,O,X
LISOTZJ,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X
LISOJTZ,X,X,X,O,X,X,O,O,X,O,X,X,X,X,X
LISOJZT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LISOZTJ,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X
LISOZJT,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
LIZTJSO,O,O,O,X,X,X,O,X,X,X,X,X,O,X,O
LIZTJOS,O,O,O,X,O,X,O,X,O,O,X,X,O,X,O
LIZTSJO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O
LIZTSOJ,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X
LIZTOJS,X,X,O,X,O,X,O,X,O,O,X,X,X,X,O
LIZTOSJ,O,O,O,X,O,X,X,X,O,O,X,X,X,X,X
LIZJTSO,O,O,O,X,X,X,O,X,X,X,X,X,O,X,O
LIZJTOS,O,O,O,X,O,X,O,X,O,O,X,X,O,X,O
LIZJSTO,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X
LIZJSOT,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
LIZJOTS,X,X,X,X,O,X,O,X,O,O,X,X,O,X,X
LIZJOST,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
LIZSTJO,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O
LIZSTOJ,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
LIZSJTO,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LIZSJOT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZSOTJ,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
LIZSOJT,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
LIZOTJS,X,X,O,X,O,X,O,X,O,O,X,X,X,X,O
LIZOTSJ,X,X,O,X,O,X,X,X,O,O,X,X,X,X,X
LIZOJTS,X,X,O,X,O,X,O,X,O,O,X,X,X,X,X
LIZOJST,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
LIZOSTJ,X,X,O,X,O,X,X,X,O,O,X,X,X,X,X
LIZOSJT,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
LIOTJSZ,O,X,O,O,O,X,O,O,X,O,X,X,O,X,X
LIOTJZS,O,X,O,O,O,X,O,X,O,O,X,X,O,X,X
LIOTSJZ,O,X,X,O,O,X,O,O,X,O,X,X,X,X,X
LIOTSZJ,O,X,O,O,X,X,X,O,O,O,X,X,X,X,X
LIOTZJS,O,X,O,O,O,X,O,X,O,O,X,X,X,X,X
LIOTZSJ,O,X,O,X,O,X,X,O,O,O,X,X,X,X,X
LIOJTSZ,O,X,O,O,O,X,O,O,X,O,X,X,O,X,X
LIOJTZS,O,X,O,O,O,X,O,X,O,O,X,X,O,X,X
LIOJSTZ,O,X,X,O,X,X,O,O,X,O,X,X,O,X,X
LIOJSZT,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
LIOJZTS,O,X,O,X,O,X,O,X,O,O,X,X,O,X,X
LIOJZST,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X
LIOSTJZ,O,X,X,O,O,X,O,O,X,O,X,X,X,X,X
LIOSTZJ,O,X,X,O,X,X,X,O,O,O,X,X,X,X,X
LIOSJTZ,O,X,X,O,X,X,O,O,X,O,X,X,X,X,X
LIOSJZT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LIOSZTJ,X,X,X,O,O,X,X,O,O,O,X,X,X,X,X
LIOSZJT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LIOZTJS,O,X,O,O,O,X,O,X,O,O,X,X,X,X,X
LIOZTSJ,O,X,O,X,O,X,X,O,O,O,X,X,X,X,X
LIOZJTS,O,X,O,X,O,X,O,X,O,O,X,X,X,X,X
LIOZJST,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
LIOZSTJ,X,X,O,O,O,X,X,O,O,O,X,X,X,X,X
LIOZSJT,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
LJTISZO,O,O,O,X,X,X,O,X,X,X,X,X,O,O,X
LJTISOZ,X,O,O,O,X,X,O,X,X,X,X,X,O,O,X
LJTIZSO,O,O,O,X,X,X,O,X,X,X,X,X,O,X,O
LJTIZOS,O,O,O,X,O,X,O,X,X,X,X,X,O,X,O
LJTIOSZ,O,X,O,O,O,X,O,X,X,X,O,O,O,X,X
LJTIOZS,O,O,O,O,O,X,O,X,X,X,O,O,O,X,X
LJTSIZO,O,O,O,X,X,X,O,X,X,X,X,X,O,O,X
LJTSIOZ,X,O,O,O,X,X,O,O,X,X,O,X,O,O,X
LJTSZIO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
LJTSZOI,O,O,O,O,O,X,X,O,X,X,O,X,O,X,X
LJTSOIZ,O,O,O,O,O,X,X,O,X,X,O,O,O,O,X
LJTSOZI,O,O,O,O,O,X,X,O,X,X,O,O,O,X,X
LJTZISO,O,O,O,X,X,X,O,X,X,X,X,X,O,X,O
LJTZIOS,O,O,O,X,O,X,O,X,O,X,X,O,O,X,O
LJTZSIO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
LJTZSOI,O,O,O,O,O,X,X,X,O,X,X,O,O,X,X
LJTZOIS,O,O,O,O,O,X,X,X,O,X,O,O,O,X,O
LJTZOSI,O,O,O,O,O,X,X,X,O,X,O,O,O,X,X
LJTOISZ,O,X,O,O,O,X,O,O,X,X,O,O,O,X,X
LJTOIZS,O,O,O,O,O,X,O,X,O,X,O,O,O,X,X
LJTOSIZ,O,X,O,O,O,X,X,O,X,X,O,O,O,O,X
LJTOSZI,O,X,O,O,O,X,X,O,X,X,O,O,O,X,X
LJTOZIS,O,O,O,O,O,X,X,X,O,X,O,O,O,X,O
LJTOZSI,O,O,O,O,O,X,X,X,O,X,O,O,O,X,X
LJITSZO,O,O,O,X,X,X,O,X,X,X,X,X,O,O,X
LJITSOZ,X,X,O,O,X,X,O,X,X,X,X,X,O,O,X
LJITZSO,O,O,O,X,X,X,O,X,X,X,X,X,O,X,O
LJITZOS,O,O,O,X,O,X,O,X,X,O,X,X,O,X,O
LJITOSZ,O,X,O,O,O,X,O,X,X,O,O,O,O,X,X
LJITOZS,O,O,O,O,O,X,O,X,X,O,O,O,O,X,X
LJISTZO,O,X,X,X,X,X,O,X,X,X,X,X,O,O,X
LJISTOZ,X,X,X,O,X,X,O,X,X,X,X,X,O,O,X
LJISZTO,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LJISZOT,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LJISOTZ,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X
LJISOZT,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LJIZTSO,O,O,O,X,X,X,O,X,X,X,X,X,O,X,O
LJIZTOS,O,O,O,X,O,X,O,X,X,O,X,X,O,X,O
LJIZSTO,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X
LJIZSOT,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
LJIZOTS,X,X,X,X,O,X,O,X,X,O,X,X,O,X,X
LJIZOST,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
LJIOTSZ,O,X,O,O,O,X,O,X,X,O,O,O,O,X,X
LJIOTZS,O,X,O,O,O,X,O,X,X,O,O,O,O,X,X
LJIOSTZ,O,X,X,O,X,X,O,X,X,O,X,X,O,X,X
LJIOSZT,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
LJIOZTS,O,X,O,X,O,X,O,X,X,O,X,X,O,X,X
LJIOZST,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X
LJSTIZO,O,O,O,X,X,X,O,X,X,X,X,X,O,O,X
LJSTIOZ,X,O,O,O,X,X,O,O,X,X,O,X,O,O,X
LJSTZIO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
LJSTZOI,O,O,O,O,O,X,X,O,X,X,O,X,O,X,X
LJSTOIZ,O,O,O,O,O,X,X,O,X,X,O,O,O,O,X
LJSTOZI,O,O,O,O,O,X,X,O,X,X,O,O,O,X,X
LJSITZO,O,X,X,X,X,X,O,X,X,X,X,X,O,O,X
LJSITOZ,X,X,X,O,X,X,O,O,X,X,O,X,O,O,X
LJSIZTO,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LJSIZOT,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LJSIOTZ,X,X,X,O,X,X,O,O,X,X,O,X,O,X,X
LJSIOZT,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LJSZTIO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
LJSZTOI,O,O,O,O,O,X,X,O,X,X,O,X,O,X,X
LJSZITO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LJSZIOT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSZOTI,O,O,O,O,O,X,X,O,X,X,O,X,O,X,X
LJSZOIT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSOTIZ,O,O,O,O,O,X,X,O,X,X,O,O,O,O,X
LJSOTZI,O,O,O,O,O,X,X,O,X,X,O,O,O,X,X
LJSOITZ,O,X,X,O,X,X,X,O,X,X,O,X,O,X,X
LJSOIZT,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LJSOZTI,O,O,O,O,O,X,X,O,X,X,O,X,O,X,X
LJSOZIT,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LJZTISO,O,O,O,X,X,X,O,X,X,X,X,X,O,X,O
LJZTIOS,O,O,O,X,O,X,O,X,O,X,X,O,O,X,O
LJZTSIO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
LJZTSOI,O,O,O,O,O,X,X,X,O,X,X,O,O,X,X
LJZTOIS,O,O,O,O,O,X,X,X,O,X,O,O,O,X,O
LJZTOSI,O,O,O,O,O,X,X,X,O,X,O,O,O,X,X
LJZITSO,O,O,O,X,X,X,O,X,X,X,X,X,O,X,O
LJZITOS,O,O,O,X,O,X,O,X,O,O,X,O,O,X,O
LJZISTO,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X
LJZISOT,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
LJZIOTS,X,X,X,X,O,X,O,X,O,O,X,O,O,X,X
LJZIOST,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
LJZSTIO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
LJZSTOI,O,O,O,O,O,X,X,X,O,X,X,O,O,X,X
LJZSITO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LJZSIOT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZSOTI,O,O,O,O,O,X,X,X,O,X,X,O,O,X,X
LJZSOIT,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LJZOTIS,O,O,O,O,O,X,X,X,O,X,O,O,O,X,O
LJZOTSI,O,O,O,O,O,X,X,X,O,X,O,O,O,X,X
LJZOITS,O,X,O,X,O,X,X,X,O,X,X,O,O,X,X
LJZOIST,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X
LJZOSTI,O,O,O,O,O,X,X,X,O,X,X,O,O,X,X
LJZOSIT,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LJOTISZ,O,X,O,O,O,X,O,O,X,X,O,O,O,X,X
LJOTIZS,O,O,O,O,O,X,O,X,O,X,O,O,O,X,X
LJOTSIZ,O,X,O,O,O,X,X,O,X,X,O,O,O,O,X
LJOTSZI,O,X,O,O,O,X,X,O,X,X,O,O,O,X,X
LJOTZIS,O,O,O,O,O,X,X,X,O,X,O,O,O,X,O
LJOTZSI,O,O,O,O,O,X,X,X,O,X,O,O,O,X,X
LJOITSZ,O,X,O,O,O,X,O,O,X,X,O,O,O,X,X
LJOITZS,O,X,O,O,O,X,O,X,O,X,O,O,O,X,X
LJOISTZ,O,X,X,O,X,X,O,O,X,X,O,X,O,X,X
LJOISZT,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LJOIZTS,O,X,O,X,O,X,O,X,O,X,X,O,O,X,X
LJOIZST,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X
LJOSTIZ,O,X,O,O,O,X,X,O,X,X,O,O,O,O,X
LJOSTZI,O,X,O,O,O,X,X,O,X,X,O,O,O,X,X
LJOSITZ,O,X,X,O,X,X,X,O,X,X,O,X,O,X,X
LJOSIZT,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LJOSZTI,O,X,O,O,O,X,X,O,X,X,O,X,O,X,X
LJOSZIT,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LJOZTIS,O,O,O,O,O,X,X,X,O,X,O,O,O,X,O
LJOZTSI,O,O,O,O,O,X,X,X,O,X,O,O,O,X,X
LJOZITS,O,X,O,X,O,X,X,X,O,X,X,O,O,X,X
LJOZIST,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X
LJOZSTI,O,O,O,O,O,X,X,X,O,X,X,O,O,X,X
LJOZSIT,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LSTIJZO,O,O,O,X,X,X,O,X,X,X,X,X,O,O,X
LSTIJOZ,X,O,O,O,X,X,O,O,X,X,X,X,O,O,X
LSTIZJO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X
LSTIZOJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LSTIOJZ,X,O,X,O,X,X,O,O,X,X,X,X,X,O,X
LSTIOZJ,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X
LSTJIZO,O,O,O,X,X,X,O,X,X,X,X,X,O,O,X
LSTJIOZ,X,O,O,O,X,X,O,O,X,X,O,X,O,O,X
LSTJZIO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
LSTJZOI,O,O,O,O,O,X,X,O,X,X,O,X,O,X,X
LSTJOIZ,O,O,O,O,O,X,X,O,X,X,O,X,O,O,X
LSTJOZI,O,O,O,O,O,X,X,O,X,X,O,X,O,X,X
LSTZIJO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
LSTZIOJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LSTZJIO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
LSTZJOI,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
LSTZOIJ,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
LSTZOJI,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
LSTOIJZ,O,O,X,O,O,X,X,O,X,X,O,X,X,O,X
LSTOIZJ,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X
LSTOJIZ,O,O,O,O,O,X,X,O,X,X,O,X,X,O,X
LSTOJZI,O,O,O,O,O,X,X,O,X,X,O,X,X,X,X
LSTOZIJ,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
LSTOZJI,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
LSITJZO,O,X,X,X,X,X,O,X,X,X,X,X,O,O,X
LSITJOZ,X,O,X,O,X,X,O,O,X,X,X,X,O,O,X
LSITZJO,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
LSITZOJ,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
LSITOJZ,X,O,X,O,X,X,O,O,X,O,X,X,X,O,X
LSITOZJ,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X
LSIJTZO,O,X,X,X,X,X,O,X,X,X,X,X,O,O,X
LSIJTOZ,X,X,X,O,X,X,O,O,X,X,X,X,O,O,X
LSIJZTO,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LSIJZOT,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LSIJOTZ,X,X,X,O,X,X,O,O,X,X,X,X,O,X,X
LSIJOZT,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LSIZTJO,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
LSIZTOJ,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
LSIZJTO,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSIZJOT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSIZOTJ,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
LSIZOJT,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
LSIOTJZ,X,O,X,O,X,X,O,O,X,O,X,X,X,O,X
LSIOTZJ,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X
LSIOJTZ,X,X,X,O,X,X,O,O,X,O,X,X,X,X,X
LSIOJZT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LSIOZTJ,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X
LSIOZJT,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
LSJTIZO,O,O,O,X,X,X,O,X,X,X,X,X,O,O,X
LSJTIOZ,X,O,O,O,X,X,O,O,X,X,O,X,O,O,X
LSJTZIO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
LSJTZOI,O,O,O,O,O,X,X,O,X,X,O,X,O,X,X
LSJTOIZ,O,O,O,O,O,X,X,O,X,X,O,X,O,O,X
LSJTOZI,O,O,O,O,O,X,X,O,X,X,O,X,O,X,X
LSJITZO,O,X,X,X,X,X,O,X,X,X,X,X,O,O,X
LSJITOZ,X,X,X,O,X,X,O,O,X,X,O,X,O,O,X
LSJIZTO,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LSJIZOT,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LSJIOTZ,X,X,X,O,X,X,O,O,X,X,O,X,O,X,X
LSJIOZT,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LSJZTIO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
LSJZTOI,O,O,O,O,O,X,X,O,X,X,O,X,O,X,X
LSJZITO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LSJZIOT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSJZOTI,O,O,O,O,O,X,X,O,X,X,O,X,O,X,X
LSJZOIT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSJOTIZ,O,O,O,O,O,X,X,O,X,X,O,X,O,O,X
LSJOTZI,O,O,O,O,O,X,X,O,X,X,O,X,O,X,X
LSJOITZ,O,X,X,O,X,X,X,O,X,X,O,X,O,X,X
LSJOIZT,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LSJOZTI,O,O,O,O,O,X,X,O,X,X,O,X,O,X,X
LSJOZIT,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LSZTIJO,X,O,O,X,X,X,X,X,X,X,X,X,X,O,O
LSZTIOJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LSZTJIO,X,O,O,X,X,X,X,X,X,X,X,X,X,O,O
LSZTJOI,X,O,O,O,O,O,X,O,O,X,X,X,X,X,X
LSZTOIJ,X,O,O,O,O,O,X,O,O,X,X,X,X,X,X
LSZTOJI,X,O,O,O,O,O,X,O,O,X,X,X,X,X,X
LSZITJO,X,O,O,X,X,X,X,X,X,X,X,X,X,O,O
LSZITOJ,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
LSZIJTO,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LSZIJOT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSZIOTJ,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
LSZIOJT,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
LSZJTIO,X,O,O,X,X,X,X,X,X,X,X,X,X,O,O
LSZJTOI,X,O,O,O,O,O,X,O,O,X,X,X,X,X,X
LSZJITO,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LSZJIOT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSZJOTI,X,O,O,O,O,O,X,O,O,X,X,X,X,X,X
LSZJOIT,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LSZOTIJ,X,O,O,O,O,O,X,O,O,X,X,X,X,X,X
LSZOTJI,X,O,O,O,O,O,X,O,O,X,X,X,X,X,X
LSZOITJ,X,O,O,O,O,O,X,O,O,X,X,X,X,X,X
LSZOIJT,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LSZOJTI,X,O,O,O,O,O,X,O,O,X,X,X,X,X,X
LSZOJIT,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LSOTIJZ,O,O,X,O,O,X,X,O,X,X,O,X,X,O,X
LSOTIZJ,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X
LSOTJIZ,O,O,O,O,O,X,X,O,X,X,O,X,X,O,X
LSOTJZI,O,O,O,O,O,X,X,O,X,X,O,X,X,X,X
LSOTZIJ,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
LSOTZJI,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
LSOITJZ,O,O,X,O,O,X,X,O,X,X,O,X,X,O,X
LSOITZJ,O,O,X,O,X,O,X,O,O,X,X,X,X,X,X
LSOIJTZ,O,X,X,O,X,X,X,O,X,X,O,X,X,X,X
LSOIJZT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSOIZTJ,X,O,X,O,O,O,X,O,O,X,X,X,X,X,X
LSOIZJT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSOJTIZ,O,O,O,O,O,X,X,O,X,X,O,X,X,O,X
