sequence,v115@9gA8IeC8GeB8EeA8BeC8DeB8KeRAJvhFUiBGjB9qBT?mB/tBywB,v115@9gA8IeC8GeB8EeA8BeC8DeB8KeGAJvhFxhBXjBimB9?tB0qBzrB,v115@9gA8IeC8GeB8EeA8BeC8DeB8KeGAJvhFNmBaoB5oBX?nB0qBzrB,v115@9gA8IeC8GeB8EeA8BeC8DeB8KeCBJvhFXiBdoB5oBe?rBUlBzrB,v115@9gA8IeC8GeB8EeA8BeC8DeB8KeCBJvhFOnBXjBTmB9?tBUlBRwB,v115@9gA8IeC8GeB8EeA8BeC8DeB8KefGJvhF6mBNnBToBU?lBGtBRwB
ZJOITSL,X,O,O,O,X,X
ZJOILTS,X,O,O,O,X,X
ZJOILST,X,O,O,X,X,X
ZJOISTL,X,X,O,X,X,X
ZJOISLT,X,X,O,X,X,X
ZJOLTIS,X,O,O,O,X,X
ZJOLTSI,X,O,O,O,X,X
ZJOLITS,X,O,O,O,X,X
ZJOLIST,X,O,O,X,X,X
ZJOLSTI,X,O,O,O,X,X
ZJOLSIT,X,O,O,X,X,X
ZJOSTIL,X,O,O,O,X,X
ZJOSTLI,X,O,O,O,X,X
ZJOSITL,X,X,O,X,X,X
ZJOSILT,X,X,O,X,X,X
ZJOSLTI,X,O,O,O,X,X
ZJOSLIT,X,O,O,X,X,X
ZSTILJO,O,O,O,X,X,X
ZSTILOJ,O,O,O,X,X,X
ZSTIJLO,O,O,O,X,X,X
ZSTIJOL,O,O,O,X,X,X
ZSTIOLJ,X,O,O,X,X,X
ZSTIOJL,O,O,O,X,X,X
ZSTLIJO,O,O,O,X,X,X
ZSTLIOJ,O,O,O,X,X,X
ZSTLJIO,O,O,O,X,X,X
ZSTLJOI,O,O,O,X,X,X
ZSTLOIJ,O,O,O,X,X,X
ZSTLOJI,O,O,O,X,X,X
ZSTJILO,O,O,O,X,X,X
ZSTJIOL,O,O,O,X,X,X
ZSTJLIO,O,O,O,X,X,X
ZSTJLOI,O,O,O,X,X,X
ZSTJOIL,O,O,O,X,X,X
ZSTJOLI,O,O,O,X,X,X
ZSTOILJ,X,O,O,X,X,X
ZSTOIJL,O,O,O,X,X,X
ZSTOLIJ,O,O,O,X,X,X
ZSTOLJI,O,O,O,X,X,X
ZSTOJIL,O,O,O,X,X,X
ZSTOJLI,O,O,O,X,X,X
ZSITLJO,O,X,O,X,X,X
ZSITLOJ,O,X,O,X,X,X
ZSITJLO,O,X,O,X,X,X
ZSITJOL,O,X,O,X,X,X
ZSITOLJ,X,X,O,X,X,X
ZSITOJL,O,X,O,X,X,X
ZSILTJO,O,X,O,X,X,X
ZSILTOJ,O,X,O,X,X,X
ZSILJTO,O,X,O,X,X,X
ZSILJOT,O,X,O,X,X,X
ZSILOTJ,X,X,O,X,X,X
ZSILOJT,O,X,O,X,X,X
ZSIJTLO,O,X,O,X,X,X
ZSIJTOL,O,X,O,X,X,X
ZSIJLTO,O,X,O,X,X,X
ZSIJLOT,O,X,O,X,X,X
ZSIJOTL,O,X,O,X,X,X
ZSIJOLT,O,X,O,X,X,X
ZSIOTLJ,X,X,O,X,X,X
ZSIOTJL,X,X,O,X,X,X
ZSIOLTJ,X,X,O,X,X,X
ZSIOLJT,X,X,O,X,X,X
ZSIOJTL,O,X,O,X,X,X
ZSIOJLT,O,X,O,X,X,X
ZSLTIJO,O,O,O,X,X,X
ZSLTIOJ,O,O,O,X,X,X
ZSLTJIO,O,O,O,X,X,X
ZSLTJOI,O,O,O,X,X,X
ZSLTOIJ,O,O,O,X,X,X
ZSLTOJI,O,O,O,X,X,X
ZSLITJO,O,O,O,X,X,X
ZSLITOJ,O,O,O,X,X,X
ZSLIJTO,O,O,O,X,X,X
ZSLIJOT,O,X,O,X,X,X
ZSLIOTJ,X,X,O,X,X,X
ZSLIOJT,O,X,O,X,X,X
ZSLJTIO,O,O,O,X,X,X
ZSLJTOI,O,O,O,X,X,X
ZSLJITO,O,O,O,X,X,X
ZSLJIOT,O,X,O,X,X,X
ZSLJOTI,O,X,O,X,X,X
ZSLJOIT,O,X,O,X,X,X
ZSLOTIJ,O,X,O,X,X,X
ZSLOTJI,O,X,O,X,X,X
ZSLOITJ,X,X,O,X,X,X
ZSLOIJT,O,X,O,X,X,X
ZSLOJTI,O,X,O,X,X,X
ZSLOJIT,O,X,O,X,X,X
ZSJTILO,O,O,O,X,X,X
ZSJTIOL,O,O,O,X,X,X
ZSJTLIO,O,O,O,X,X,X
ZSJTLOI,O,O,O,X,X,X
ZSJTOIL,O,O,O,X,X,X
ZSJTOLI,O,O,O,X,X,X
ZSJITLO,O,X,O,X,X,X
ZSJITOL,O,X,O,X,X,X
ZSJILTO,O,X,O,X,X,X
ZSJILOT,O,X,O,X,X,X
ZSJIOTL,O,X,O,X,X,X
ZSJIOLT,O,X,O,X,X,X
ZSJLTIO,O,O,O,X,X,X
ZSJLTOI,O,O,O,X,X,X
ZSJLITO,O,O,O,X,X,X
ZSJLIOT,O,X,O,X,X,X
ZSJLOTI,O,X,O,X,X,X
ZSJLOIT,O,X,O,X,X,X
ZSJOTIL,O,O,O,X,X,X
ZSJOTLI,O,O,O,X,X,X
ZSJOITL,O,X,O,X,X,X
ZSJOILT,O,X,O,X,X,X
ZSJOLTI,O,O,O,X,X,X
ZSJOLIT,O,O,O,X,X,X
ZSOTILJ,X,O,O,X,X,X
ZSOTIJL,O,O,O,X,X,X
ZSOTLIJ,O,O,O,X,X,X
ZSOTLJI,O,O,O,X,X,X
ZSOTJIL,O,O,O,X,X,X
ZSOTJLI,O,O,O,X,X,X
ZSOITLJ,X,X,O,X,X,X
ZSOITJL,X,X,O,X,X,X
ZSOILTJ,X,X,O,X,X,X
ZSOILJT,X,X,O,X,X,X
ZSOIJTL,O,X,O,X,X,X
ZSOIJLT,O,X,O,X,X,X
ZSOLTIJ,O,O,O,X,X,X
ZSOLTJI,O,O,O,X,X,X
ZSOLITJ,X,O,O,X,X,X
ZSOLIJT,O,O,O,X,X,X
ZSOLJTI,O,O,O,X,X,X
ZSOLJIT,O,O,O,X,X,X
ZSOJTIL,O,O,O,X,X,X
ZSOJTLI,O,O,O,X,X,X
ZSOJITL,O,X,O,X,X,X
ZSOJILT,O,X,O,X,X,X
ZSOJLTI,O,O,O,X,X,X
ZSOJLIT,O,O,O,X,X,X
ZOTILJS,X,O,O,X,X,X
ZOTILSJ,X,O,O,X,X,O
ZOTIJLS,X,O,O,O,X,X
ZOTIJSL,X,O,O,O,X,X
ZOTISLJ,X,O,O,X,X,O
ZOTISJL,O,O,O,O,X,X
ZOTLIJS,X,O,O,X,X,X
ZOTLISJ,O,O,O,X,X,X
ZOTLJIS,X,O,O,X,X,X
ZOTLJSI,X,O,O,X,X,X
ZOTLSIJ,O,O,O,X,X,X
ZOTLSJI,O,O,O,X,X,X
ZOTJILS,X,O,O,O,X,X
ZOTJISL,X,O,O,O,X,X
ZOTJLIS,X,O,O,O,X,X
ZOTJLSI,X,O,O,O,X,X
ZOTJSIL,X,O,O,O,X,X
ZOTJSLI,X,O,O,O,X,X
ZOTSILJ,X,O,O,X,X,X
ZOTSIJL,O,O,O,O,X,X
ZOTSLIJ,O,O,O,X,X,X
ZOTSLJI,O,O,O,X,X,X
ZOTSJIL,O,O,O,O,X,X
ZOTSJLI,O,O,O,O,X,X
ZOITLJS,X,O,O,X,X,X
ZOITLSJ,X,O,O,X,X,O
ZOITJLS,X,O,O,O,X,X
ZOITJSL,X,O,O,O,X,X
ZOITSLJ,X,O,O,X,X,O
ZOITSJL,X,O,O,O,X,X
ZOILTJS,X,O,O,X,X,X
ZOILTSJ,X,O,O,X,X,O
ZOILJTS,X,O,O,X,X,X
ZOILJST,X,O,O,X,X,X
ZOILSTJ,X,O,O,X,X,O
ZOILSJT,X,O,O,X,X,X
ZOIJTLS,X,O,O,O,X,X
ZOIJTSL,X,O,O,O,X,X
ZOIJLTS,X,O,O,O,X,X
ZOIJLST,X,O,O,X,X,X
ZOIJSTL,X,X,O,X,X,X
ZOIJSLT,X,X,O,X,X,X
ZOISTLJ,X,X,O,X,X,O
ZOISTJL,X,X,O,X,X,X
ZOISLTJ,X,X,O,X,X,O
ZOISLJT,X,X,O,X,X,X
ZOISJTL,O,X,O,X,X,X
ZOISJLT,O,X,O,X,X,X
ZOLTIJS,X,O,O,X,X,X
ZOLTISJ,O,O,O,X,X,X
ZOLTJIS,X,O,O,X,X,X
ZOLTJSI,X,O,O,X,X,X
ZOLTSIJ,O,O,O,X,X,X
ZOLTSJI,O,O,O,X,X,X
ZOLITJS,X,O,O,X,X,X
ZOLITSJ,X,O,O,X,X,X
ZOLIJTS,X,O,O,X,X,X
ZOLIJST,X,O,O,X,X,X
ZOLISTJ,X,O,O,X,X,X
ZOLISJT,O,O,O,X,X,X
ZOLJTIS,X,O,O,X,X,X
ZOLJTSI,X,O,O,X,X,X
ZOLJITS,X,O,O,X,X,X
ZOLJIST,X,O,O,X,X,X
ZOLJSTI,X,O,O,X,X,X
ZOLJSIT,X,O,O,X,X,X
ZOLSTIJ,O,O,O,X,X,X
ZOLSTJI,O,O,O,X,X,X
ZOLSITJ,X,O,O,X,X,X
ZOLSIJT,O,O,O,X,X,X
ZOLSJTI,O,O,O,X,X,X
ZOLSJIT,O,O,O,X,X,X
ZOJTILS,X,O,O,O,X,X
ZOJTISL,X,O,O,O,X,X
ZOJTLIS,X,O,O,O,X,X
ZOJTLSI,X,O,O,O,X,X
ZOJTSIL,X,O,O,O,X,X
ZOJTSLI,X,O,O,O,X,X
ZOJITLS,X,O,O,O,X,X
ZOJITSL,X,O,O,O,X,X
ZOJILTS,X,O,O,O,X,X
ZOJILST,X,O,O,X,X,X
ZOJISTL,X,X,O,X,X,X
ZOJISLT,X,X,O,X,X,X
ZOJLTIS,X,O,O,O,X,X
ZOJLTSI,X,O,O,O,X,X
ZOJLITS,X,O,O,O,X,X
ZOJLIST,X,O,O,X,X,X
ZOJLSTI,X,O,O,O,X,X
ZOJLSIT,X,O,O,X,X,X
ZOJSTIL,X,O,O,O,X,X
ZOJSTLI,X,O,O,O,X,X
ZOJSITL,X,X,O,X,X,X
ZOJSILT,X,X,O,X,X,X
ZOJSLTI,X,O,O,O,X,X
ZOJSLIT,X,O,O,X,X,X
ZOSTILJ,X,O,O,X,X,X
ZOSTIJL,O,O,O,O,X,X
ZOSTLIJ,O,O,O,X,X,X
ZOSTLJI,O,O,O,X,X,X
ZOSTJIL,O,O,O,O,X,X
ZOSTJLI,O,O,O,O,X,X
ZOSITLJ,X,X,O,X,X,X
ZOSITJL,X,X,O,X,X,X
ZOSILTJ,X,X,O,X,X,X
ZOSILJT,X,X,O,X,X,X
ZOSIJTL,O,X,O,X,X,X
ZOSIJLT,O,X,O,X,X,X
ZOSLTIJ,O,O,O,X,X,X
ZOSLTJI,O,O,O,X,X,X
ZOSLITJ,X,O,O,X,X,X
ZOSLIJT,O,O,O,X,X,X
ZOSLJTI,O,O,O,X,X,X
ZOSLJIT,O,O,O,X,X,X
ZOSJTIL,O,O,O,O,X,X
ZOSJTLI,O,O,O,O,X,X
ZOSJITL,O,X,O,X,X,X
ZOSJILT,O,X,O,X,X,X
ZOSJLTI,O,O,O,O,X,X
ZOSJLIT,O,O,O,X,X,X
OTILJSZ,X,O,X,O,O,O
OTILJZS,X,O,X,O,O,X
OTILSJZ,O,O,X,O,O,O
OTILSZJ,O,O,X,X,O,O
OTILZJS,X,O,X,X,O,X
OTILZSJ,O,O,X,X,O,O
OTIJLSZ,X,O,X,O,O,O
OTIJLZS,X,O,X,O,O,X
OTIJSLZ,X,O,X,O,O,O
OTIJSZL,X,O,X,O,O,X
OTIJZLS,X,X,X,O,O,X
OTIJZSL,X,X,X,O,O,X
OTISLJZ,O,O,X,O,O,O
OTISLZJ,O,O,X,X,O,O
OTISJLZ,O,O,X,O,O,O
OTISJZL,O,O,X,O,O,X
OTISZLJ,X,O,X,X,O,O
OTISZJL,O,O,X,O,O,X
OTIZLJS,X,O,X,X,O,X
OTIZLSJ,X,O,X,X,O,O
OTIZJLS,X,O,X,O,O,X
OTIZJSL,X,O,X,O,O,X
OTIZSLJ,X,O,X,X,O,O
OTIZSJL,O,O,X,O,O,X
OTLIJSZ,O,O,X,O,X,O
OTLIJZS,O,O,X,O,X,X
OTLISJZ,O,O,X,O,X,O
OTLISZJ,O,O,X,X,X,O
OTLIZJS,O,O,X,X,X,X
OTLIZSJ,O,O,X,X,X,O
OTLJISZ,O,O,X,O,X,X
OTLJIZS,O,O,X,O,X,X
OTLJSIZ,O,O,X,O,X,X
OTLJSZI,O,O,X,O,X,X
OTLJZIS,O,O,X,O,X,X
OTLJZSI,O,O,X,O,X,X
OTLSIJZ,O,O,X,O,X,X
OTLSIZJ,O,O,X,X,X,X
OTLSJIZ,O,O,X,O,X,X
OTLSJZI,O,O,X,O,X,X
OTLSZIJ,O,O,X,X,X,X
OTLSZJI,O,O,X,X,X,X
OTLZIJS,O,O,X,X,X,X
OTLZISJ,O,O,X,X,X,X
OTLZJIS,O,O,X,X,X,X
OTLZJSI,O,O,X,X,X,X
OTLZSIJ,O,O,X,X,X,X
OTLZSJI,O,O,X,X,X,X
OTJILSZ,X,O,X,O,X,O
OTJILZS,X,O,X,O,X,X
OTJISLZ,X,O,X,O,X,O
OTJISZL,X,O,X,O,X,X
OTJIZLS,X,X,X,O,X,X
OTJIZSL,X,X,X,O,X,X
OTJLISZ,X,O,X,O,X,X
OTJLIZS,X,O,X,O,X,X
OTJLSIZ,X,O,X,O,X,X
OTJLSZI,X,O,X,O,X,X
OTJLZIS,X,O,X,O,X,X
OTJLZSI,X,O,X,O,X,X
OTJSILZ,X,O,X,O,X,X
OTJSIZL,X,O,X,O,X,X
OTJSLIZ,X,O,X,O,X,X
OTJSLZI,X,O,X,O,X,X
OTJSZIL,X,O,X,O,X,X
OTJSZLI,X,O,X,O,X,X
OTJZILS,X,O,X,O,X,X
OTJZISL,X,O,X,O,X,X
OTJZLIS,X,O,X,O,X,X
OTJZLSI,X,O,X,O,X,X
OTJZSIL,X,O,X,O,X,X
OTJZSLI,X,O,X,O,X,X
OTSILJZ,O,O,X,O,O,O
OTSILZJ,O,O,X,X,O,O
OTSIJLZ,O,O,X,O,O,O
OTSIJZL,O,O,X,O,O,X
OTSIZLJ,X,O,X,X,O,O
OTSIZJL,O,O,X,O,O,X
OTSLIJZ,O,O,X,O,X,X
OTSLIZJ,O,O,X,X,X,X
OTSLJIZ,O,O,X,O,X,X
OTSLJZI,O,O,X,O,X,X
OTSLZIJ,O,O,X,X,X,X
OTSLZJI,O,O,X,X,X,X
OTSJILZ,O,O,X,O,O,X
OTSJIZL,O,O,X,O,O,X
OTSJLIZ,O,O,X,O,X,X
OTSJLZI,O,O,X,O,X,X
OTSJZIL,O,O,X,O,X,X
OTSJZLI,O,O,X,O,X,X
OTSZILJ,X,O,X,X,X,X
OTSZIJL,O,O,X,O,X,X
OTSZLIJ,O,O,X,X,X,X
OTSZLJI,O,O,X,X,X,X
OTSZJIL,O,O,X,O,X,X
OTSZJLI,O,O,X,O,X,X
OTZILJS,X,O,X,X,X,X
OTZILSJ,X,O,X,X,X,O
OTZIJLS,X,O,X,O,X,X
OTZIJSL,X,O,X,O,X,X
OTZISLJ,X,O,X,X,X,O
OTZISJL,O,O,X,O,X,X
OTZLIJS,X,O,X,X,X,X
OTZLISJ,O,O,X,X,X,X
OTZLJIS,X,O,X,X,X,X
OTZLJSI,X,O,X,X,X,X
OTZLSIJ,O,O,X,X,X,X
OTZLSJI,O,O,X,X,X,X
OTZJILS,X,O,X,O,X,X
OTZJISL,X,O,X,O,X,X
OTZJLIS,X,O,X,O,X,X
OTZJLSI,X,O,X,O,X,X
OTZJSIL,X,O,X,O,X,X
OTZJSLI,X,O,X,O,X,X
OTZSILJ,X,O,X,X,X,X
OTZSIJL,O,O,X,O,X,X
OTZSLIJ,O,O,X,X,X,X
OTZSLJI,O,O,X,X,X,X
OTZSJIL,O,O,X,O,X,X
OTZSJLI,O,O,X,O,X,X
OITLJSZ,X,O,X,O,O,O
OITLJZS,X,O,X,O,O,X
OITLSJZ,O,O,X,O,O,O
OITLSZJ,O,O,X,X,O,O
OITLZJS,X,O,X,X,O,X
OITLZSJ,O,O,X,X,O,O
OITJLSZ,X,O,X,O,O,O
OITJLZS,X,O,X,O,O,X
OITJSLZ,X,O,X,O,O,O
OITJSZL,X,O,X,O,O,X
OITJZLS,X,X,X,O,O,X
OITJZSL,X,X,X,O,O,X
OITSLJZ,O,O,X,O,O,O
OITSLZJ,O,O,X,X,O,O
OITSJLZ,O,O,X,O,O,O
OITSJZL,O,O,X,O,O,X
OITSZLJ,X,O,X,X,O,O
OITSZJL,O,O,X,O,O,X
OITZLJS,X,O,X,X,O,X
OITZLSJ,X,O,X,X,O,O
OITZJLS,X,O,X,O,O,X
OITZJSL,X,O,X,O,O,X
OITZSLJ,X,O,X,X,O,O
OITZSJL,O,O,X,O,O,X
OILTJSZ,X,O,X,O,O,O
OILTJZS,X,O,X,O,O,X
OILTSJZ,O,O,X,O,O,O
OILTSZJ,O,O,X,X,O,O
OILTZJS,X,O,X,X,O,X
OILTZSJ,O,O,X,X,O,O
OILJTSZ,X,O,X,O,O,O
OILJTZS,X,O,X,O,O,X
OILJSTZ,X,O,X,O,O,O
OILJSZT,X,X,O,X,X,X
OILJZTS,X,O,O,O,O,X
OILJZST,X,X,O,X,X,X
OILSTJZ,O,O,X,X,O,O
OILSTZJ,O,O,X,X,O,O
OILSJTZ,O,O,X,X,O,O
OILSJZT,O,X,O,X,X,X
OILSZTJ,X,X,O,X,X,O
OILSZJT,O,X,O,X,X,X
OILZTJS,X,O,O,X,O,X
OILZTSJ,X,O,O,X,O,O
OILZJTS,X,O,O,X,O,X
OILZJST,X,X,O,X,X,X
OILZSTJ,X,X,O,X,X,O
OILZSJT,O,X,O,X,X,X
OIJTLSZ,X,O,X,O,O,O
OIJTLZS,X,O,X,O,O,X
OIJTSLZ,X,O,X,O,O,O
OIJTSZL,X,O,X,O,O,X
OIJTZLS,X,X,X,O,O,X
OIJTZSL,X,X,X,O,O,X
OIJLTSZ,X,O,X,O,O,O
OIJLTZS,X,O,X,O,O,X
OIJLSTZ,X,O,X,O,O,O
OIJLSZT,X,X,O,X,X,X
OIJLZTS,X,O,O,O,O,X
OIJLZST,X,X,O,X,X,X
OIJSTLZ,X,X,X,O,O,O
OIJSTZL,X,X,X,O,O,X
OIJSLTZ,X,X,X,O,O,O
OIJSLZT,X,X,O,X,X,X
OIJSZTL,X,X,O,X,X,X
OIJSZLT,X,X,O,X,X,X
OIJZTLS,X,X,O,O,O,X
OIJZTSL,X,X,O,O,O,X
OIJZLTS,X,X,O,O,O,X
OIJZLST,X,X,O,X,X,X
OIJZSTL,X,X,O,X,X,X
OIJZSLT,X,X,O,X,X,X
OISTLJZ,O,X,X,O,O,O
OISTLZJ,O,X,X,X,O,O
OISTJLZ,O,X,X,O,O,O
OISTJZL,O,X,X,O,O,X
OISTZLJ,X,X,X,X,O,O
OISTZJL,O,X,X,O,O,X
OISLTJZ,O,X,X,X,O,O
OISLTZJ,O,X,X,X,O,O
OISLJTZ,O,X,X,X,O,O
OISLJZT,O,X,O,X,X,X
OISLZTJ,X,X,O,X,X,O
OISLZJT,O,X,O,X,X,X
OISJTLZ,O,X,X,O,O,O
OISJTZL,O,X,X,O,O,X
OISJLTZ,O,X,X,O,O,O
OISJLZT,O,X,O,X,X,X
OISJZTL,O,X,O,X,X,X
OISJZLT,O,X,O,X,X,X
OISZTLJ,X,X,O,X,X,O
OISZTJL,X,X,O,X,X,X
OISZLTJ,X,X,O,X,X,O
OISZLJT,X,X,O,X,X,X
OISZJTL,O,X,O,X,X,X
OISZJLT,O,X,O,X,X,X
OIZTLJS,X,O,O,X,O,X
OIZTLSJ,X,O,O,X,O,O
OIZTJLS,X,O,O,O,O,X
OIZTJSL,X,O,O,O,O,X
OIZTSLJ,X,O,O,X,O,O
OIZTSJL,X,O,O,O,O,X
OIZLTJS,X,O,O,X,O,X
OIZLTSJ,X,O,O,X,O,O
OIZLJTS,X,O,O,X,O,X
OIZLJST,X,O,O,X,X,X
OIZLSTJ,X,O,O,X,X,O
OIZLSJT,X,O,O,X,X,X
OIZJTLS,X,O,O,O,O,X
OIZJTSL,X,O,O,O,O,X
OIZJLTS,X,O,O,O,O,X
OIZJLST,X,O,O,X,X,X
OIZJSTL,X,X,O,X,X,X
OIZJSLT,X,X,O,X,X,X
OIZSTLJ,X,X,O,X,X,O
OIZSTJL,X,X,O,X,X,X
OIZSLTJ,X,X,O,X,X,O
OIZSLJT,X,X,O,X,X,X
OIZSJTL,O,X,O,X,X,X
OIZSJLT,O,X,O,X,X,X
OLTIJSZ,O,O,X,O,X,O
OLTIJZS,O,O,X,O,X,X
OLTISJZ,O,O,X,O,X,O
OLTISZJ,O,O,X,X,X,O
OLTIZJS,O,O,X,X,X,X
OLTIZSJ,O,O,X,X,X,O
OLTJISZ,O,O,X,O,X,X
OLTJIZS,O,O,X,O,X,X
OLTJSIZ,O,O,X,O,X,X
OLTJSZI,O,O,X,O,X,X
OLTJZIS,O,O,X,O,X,X
OLTJZSI,O,O,X,O,X,X
OLTSIJZ,O,O,X,O,X,X
OLTSIZJ,O,O,X,X,X,X
OLTSJIZ,O,O,X,O,X,X
OLTSJZI,O,O,X,O,X,X
OLTSZIJ,O,O,X,X,X,X
OLTSZJI,O,O,X,X,X,X
OLTZIJS,O,O,X,X,X,X
OLTZISJ,O,O,X,X,X,X
OLTZJIS,O,O,X,X,X,X
OLTZJSI,O,O,X,X,X,X
OLTZSIJ,O,O,X,X,X,X
OLTZSJI,O,O,X,X,X,X
OLITJSZ,X,O,X,O,X,O
OLITJZS,X,O,X,O,X,X
OLITSJZ,O,O,X,O,X,O
OLITSZJ,O,O,X,X,X,O
OLITZJS,X,O,X,X,X,X
OLITZSJ,O,O,X,X,X,O
OLIJTSZ,X,O,X,O,X,O
OLIJTZS,X,O,X,O,X,X
OLIJSTZ,X,O,X,O,X,O
OLIJSZT,X,X,O,X,X,X
OLIJZTS,X,O,O,O,X,X
OLIJZST,X,X,O,X,X,X
OLISTJZ,O,O,X,X,X,O
OLISTZJ,O,O,X,X,X,O
OLISJTZ,O,O,X,X,X,O
OLISJZT,O,X,O,X,X,X
OLISZTJ,X,X,O,X,X,O
OLISZJT,O,X,O,X,X,X
OLIZTJS,X,O,O,X,X,X
OLIZTSJ,X,O,O,X,X,O
OLIZJTS,X,O,O,X,X,X
OLIZJST,X,X,O,X,X,X
OLIZSTJ,X,X,O,X,X,O
OLIZSJT,O,X,O,X,X,X
OLJTISZ,X,O,X,O,X,X
OLJTIZS,X,O,X,O,X,X
OLJTSIZ,X,O,X,O,X,X
OLJTSZI,X,O,X,O,X,X
OLJTZIS,X,O,X,O,X,X
OLJTZSI,X,O,X,O,X,X
OLJITSZ,X,O,X,O,X,X
OLJITZS,X,O,X,O,X,X
OLJISTZ,X,O,X,O,X,X
OLJISZT,X,X,O,X,X,X
OLJIZTS,X,O,O,O,X,X
OLJIZST,X,X,O,X,X,X
OLJSTIZ,X,O,X,O,X,X
OLJSTZI,X,O,X,O,X,X
OLJSITZ,X,O,X,O,X,X
OLJSIZT,X,X,O,X,X,X
OLJSZTI,X,X,O,O,X,X
OLJSZIT,X,X,O,X,X,X
OLJZTIS,X,O,O,O,X,X
OLJZTSI,X,O,O,O,X,X
OLJZITS,X,O,O,O,X,X
OLJZIST,X,X,O,X,X,X
OLJZSTI,X,X,O,O,X,X
OLJZSIT,X,X,O,X,X,X
OLSTIJZ,O,O,X,O,X,X
OLSTIZJ,O,O,X,X,X,X
OLSTJIZ,O,O,X,O,X,X
OLSTJZI,O,O,X,O,X,X
OLSTZIJ,O,O,X,X,X,X
OLSTZJI,O,O,X,X,X,X
OLSITJZ,O,O,X,X,X,X
OLSITZJ,O,O,X,X,X,X
OLSIJTZ,O,O,X,X,X,X
OLSIJZT,O,X,O,X,X,X
OLSIZTJ,X,X,O,X,X,X
OLSIZJT,O,X,O,X,X,X
OLSJTIZ,O,O,X,O,X,X
OLSJTZI,O,O,X,O,X,X
OLSJITZ,O,O,X,O,X,X
OLSJIZT,O,X,O,X,X,X
OLSJZTI,O,X,O,O,X,X
OLSJZIT,O,X,O,X,X,X
OLSZTIJ,O,X,O,X,X,X
OLSZTJI,O,X,O,X,X,X
OLSZITJ,X,X,O,X,X,X
OLSZIJT,O,X,O,X,X,X
OLSZJTI,O,X,O,X,X,X
OLSZJIT,O,X,O,X,X,X
OLZTIJS,X,O,O,X,X,X
OLZTISJ,O,O,O,X,X,X
OLZTJIS,X,O,O,X,X,X
OLZTJSI,X,O,O,X,X,X
OLZTSIJ,O,O,O,X,X,X
OLZTSJI,O,O,O,X,X,X
OLZITJS,X,O,O,X,X,X
OLZITSJ,X,O,O,X,X,X
OLZIJTS,X,O,O,X,X,X
OLZIJST,X,O,O,X,X,X
OLZISTJ,X,O,O,X,X,X
OLZISJT,O,O,O,X,X,X
OLZJTIS,X,O,O,X,X,X
OLZJTSI,X,O,O,X,X,X
OLZJITS,X,O,O,X,X,X
OLZJIST,X,O,O,X,X,X
OLZJSTI,X,O,O,X,X,X
OLZJSIT,X,O,O,X,X,X
OLZSTIJ,O,O,O,X,X,X
OLZSTJI,O,O,O,X,X,X
OLZSITJ,X,O,O,X,X,X
OLZSIJT,O,O,O,X,X,X
OLZSJTI,O,O,O,X,X,X
OLZSJIT,O,O,O,X,X,X
OJTILSZ,X,O,X,O,X,O
OJTILZS,X,O,X,O,X,X
OJTISLZ,X,O,X,O,X,O
OJTISZL,X,O,X,O,X,X
OJTIZLS,X,X,X,O,X,X
OJTIZSL,X,X,X,O,X,X
OJTLISZ,X,O,X,O,X,X
OJTLIZS,X,O,X,O,X,X
OJTLSIZ,X,O,X,O,X,X
OJTLSZI,X,O,X,O,X,X
OJTLZIS,X,O,X,O,X,X
OJTLZSI,X,O,X,O,X,X
OJTSILZ,X,O,X,O,X,X
OJTSIZL,X,O,X,O,X,X
OJTSLIZ,X,O,X,O,X,X
OJTSLZI,X,O,X,O,X,X
OJTSZIL,X,O,X,O,X,X
OJTSZLI,X,O,X,O,X,X
OJTZILS,X,O,X,O,X,X
OJTZISL,X,O,X,O,X,X
OJTZLIS,X,O,X,O,X,X
OJTZLSI,X,O,X,O,X,X
OJTZSIL,X,O,X,O,X,X
OJTZSLI,X,O,X,O,X,X
OJITLSZ,X,O,X,O,X,O
OJITLZS,X,O,X,O,X,X
OJITSLZ,X,O,X,O,X,O
OJITSZL,X,O,X,O,X,X
OJITZLS,X,X,X,O,X,X
OJITZSL,X,X,X,O,X,X
OJILTSZ,X,O,X,O,X,O
OJILTZS,X,O,X,O,X,X
OJILSTZ,X,O,X,O,X,O
OJILSZT,X,X,O,X,X,X
OJILZTS,X,O,O,O,X,X
OJILZST,X,X,O,X,X,X
OJISTLZ,X,X,X,O,X,O
OJISTZL,X,X,X,O,X,X
OJISLTZ,X,X,X,O,X,O
OJISLZT,X,X,O,X,X,X
OJISZTL,X,X,O,X,X,X
OJISZLT,X,X,O,X,X,X
OJIZTLS,X,X,O,O,X,X
OJIZTSL,X,X,O,O,X,X
OJIZLTS,X,X,O,O,X,X
OJIZLST,X,X,O,X,X,X
OJIZSTL,X,X,O,X,X,X
OJIZSLT,X,X,O,X,X,X
OJLTISZ,X,O,X,O,X,X
OJLTIZS,X,O,X,O,X,X
OJLTSIZ,X,O,X,O,X,X
OJLTSZI,X,O,X,O,X,X
OJLTZIS,X,O,X,O,X,X
OJLTZSI,X,O,X,O,X,X
OJLITSZ,X,O,X,O,X,X
OJLITZS,X,O,X,O,X,X
OJLISTZ,X,O,X,O,X,X
