sequence,v115@GhA8HeC8GeD8DeD8Jei/IvhFRhBunBfqBzmBUrBlqB,v115@GhA8HeC8GeD8DeD8JeT/IvhFxgBliBXlBUnBGrByvB,v115@GhA8HeC8GeD8DeD8JeT/IvhFxgBliBSqB/rBUnB2vB,v115@GhA8HeC8GeD8DeD8Je/EJvhFzgBRiBGnB0qBlrBaqB,v115@GhA8HeC8GeD8DeD8JeT/IvhFylB3iBFqBxrBurB0qB,v115@GhA8HeC8GeD8DeD8JeT/IvhF0gBlhB3iBRqBCsB2vB,v115@GhA8HeC8GeD8DeD8JeT/IvhF3iBxlBmlBUnBFqBSwB,v115@GhA8HeC8GeD8DeD8JeT/IvhFUiBxlBmlB3nBFqBSwB,v115@GhA8HeC8GeD8DeD8Je2EJvhF/mBRiBcqBTnBClBVwB,v115@GhA8HeC8GeD8DeD8Je3AJvhFRiB0kBSsBzqBlrBmpB
STILJZO,X,X,X,O,O,O,X,X,X,X
STILJOZ,X,X,O,X,O,O,O,X,X,X
STILZJO,X,X,O,O,O,O,X,X,X,X
STILZOJ,X,X,O,X,O,O,O,X,X,X
STILOJZ,X,O,O,X,O,O,O,X,X,X
STILOZJ,X,O,O,X,O,O,O,X,X,X
STIJLZO,X,X,X,O,O,X,X,X,X,X
STIJLOZ,X,O,O,X,O,X,X,X,X,X
STIJZLO,X,O,X,O,O,X,X,X,X,X
STIJZOL,X,O,X,O,O,X,X,X,X,X
STIJOLZ,X,O,O,X,O,X,O,X,X,X
STIJOZL,X,O,O,O,O,X,O,X,X,X
STIZLJO,X,X,O,O,O,O,X,X,X,X
STIZLOJ,X,O,O,X,O,O,X,X,X,X
STIZJLO,X,O,O,O,O,X,X,X,X,X
STIZJOL,X,O,O,O,O,X,X,X,O,X
STIZOLJ,X,O,O,X,O,O,O,O,O,X
STIZOJL,X,O,O,O,O,X,O,O,O,X
STIOLJZ,X,O,O,X,O,O,O,X,X,X
STIOLZJ,X,O,O,X,O,O,O,X,O,X
STIOJLZ,X,O,O,X,O,X,O,X,X,X
STIOJZL,X,O,O,O,O,X,O,X,O,X
STIOZLJ,X,O,O,X,O,O,O,O,O,X
STIOZJL,X,O,O,O,O,X,O,O,O,X
STLIJZO,X,X,X,O,O,O,X,X,X,X
STLIJOZ,X,X,O,X,O,O,O,X,X,X
STLIZJO,X,X,O,O,O,O,X,X,X,X
STLIZOJ,X,X,O,X,O,O,O,X,X,X
STLIOJZ,X,O,O,X,O,O,O,X,X,X
STLIOZJ,X,O,O,X,O,O,O,X,X,X
STLJIZO,X,X,X,O,O,O,X,X,X,X
STLJIOZ,X,O,O,X,O,O,O,X,X,X
STLJZIO,X,X,X,O,X,X,X,X,X,X
STLJZOI,O,X,X,O,X,X,X,X,X,X
STLJOIZ,O,O,O,X,O,O,O,X,X,X
STLJOZI,O,X,X,X,X,X,X,X,X,X
STLZIJO,X,X,O,O,O,O,X,X,X,X
STLZIOJ,X,O,O,X,O,O,O,X,X,X
STLZJIO,X,O,O,O,X,X,X,X,X,X
STLZJOI,O,O,O,O,X,X,X,X,O,X
STLZOIJ,O,O,O,X,O,O,O,X,O,X
STLZOJI,O,O,O,O,X,X,X,X,O,X
STLOIJZ,O,O,O,X,O,O,O,X,X,X
STLOIZJ,X,O,O,X,O,O,O,X,O,X
STLOJIZ,O,O,O,X,O,O,O,X,X,X
STLOJZI,O,X,X,X,X,X,X,X,X,X
STLOZIJ,O,O,O,X,O,O,O,X,O,X
STLOZJI,O,O,O,X,X,X,X,X,O,X
STJILZO,X,X,X,O,O,X,X,X,X,X
STJILOZ,X,O,O,X,O,X,X,X,X,X
STJIZLO,X,O,X,O,O,X,X,X,X,X
STJIZOL,X,O,X,O,O,X,X,X,X,X
STJIOLZ,X,O,O,X,O,X,O,X,X,X
STJIOZL,X,O,O,O,O,X,O,X,X,X
STJLIZO,X,X,X,O,O,O,X,X,X,X
STJLIOZ,X,O,O,X,O,O,O,X,X,X
STJLZIO,X,X,X,O,X,X,X,X,X,X
STJLZOI,O,X,X,O,X,X,X,X,X,X
STJLOIZ,O,O,O,X,O,O,O,X,X,X
STJLOZI,O,X,X,X,X,X,X,X,X,X
STJZILO,X,O,X,O,X,X,X,X,X,X
STJZIOL,X,O,X,O,X,X,X,X,O,X
STJZLIO,X,O,X,O,X,X,X,X,X,X
STJZLOI,O,O,X,O,X,X,X,X,O,X
STJZOIL,O,O,X,O,X,X,X,X,O,X
STJZOLI,O,O,X,O,X,X,X,X,O,X
STJOILZ,O,O,O,X,O,X,O,X,X,X
STJOIZL,X,O,O,O,O,X,O,X,O,X
STJOLIZ,O,O,O,X,O,O,O,X,X,X
STJOLZI,O,X,X,X,X,X,X,X,X,X
STJOZIL,O,O,X,O,X,X,X,X,O,X
STJOZLI,O,O,X,O,X,X,X,X,O,X
STZILJO,X,X,O,O,O,X,X,X,X,X
STZILOJ,X,O,O,X,O,X,X,X,X,X
STZIJLO,X,O,O,O,O,X,X,X,X,X
STZIJOL,X,O,O,O,O,X,X,X,O,X
STZIOLJ,X,O,O,X,O,X,O,X,O,X
STZIOJL,X,O,O,O,O,X,O,X,O,X
STZLIJO,X,X,O,O,O,O,X,X,X,X
STZLIOJ,X,O,O,X,O,O,O,X,X,X
STZLJIO,X,O,O,O,X,X,X,X,X,X
STZLJOI,O,O,O,O,X,X,X,X,O,X
STZLOIJ,O,O,O,X,O,O,O,X,O,X
STZLOJI,O,O,O,O,X,X,X,X,O,X
STZJILO,X,O,O,O,X,X,X,X,X,X
STZJIOL,X,O,O,O,X,X,X,X,O,X
STZJLIO,X,O,O,O,X,X,X,X,X,X
STZJLOI,O,O,O,O,X,X,X,X,O,X
STZJOIL,O,O,O,O,X,X,X,X,O,X
STZJOLI,O,O,O,O,X,X,X,X,O,X
STZOILJ,O,O,O,X,O,X,O,X,O,X
STZOIJL,O,O,O,O,O,X,O,X,O,X
STZOLIJ,O,O,O,X,O,O,O,X,O,X
STZOLJI,O,O,O,O,X,X,X,X,O,X
STZOJIL,O,O,O,O,X,X,X,X,O,X
STZOJLI,O,O,O,O,X,X,X,X,O,X
STOILJZ,O,O,O,X,O,O,O,X,X,X
STOILZJ,X,O,O,X,O,O,O,X,O,X
STOIJLZ,O,O,O,X,O,X,O,X,X,X
STOIJZL,X,O,O,O,O,X,O,X,O,X
STOIZLJ,X,O,O,X,O,O,O,O,O,X
STOIZJL,X,O,O,O,O,X,O,O,O,X
STOLIJZ,O,O,O,X,O,O,O,X,X,X
STOLIZJ,X,O,O,X,O,O,O,X,O,X
STOLJIZ,O,O,O,X,O,O,O,X,X,X
STOLJZI,O,X,X,X,X,X,X,X,X,X
STOLZIJ,O,O,O,X,O,O,O,X,O,X
STOLZJI,O,O,O,X,X,X,X,X,O,X
STOJILZ,O,O,O,X,O,X,O,X,X,X
STOJIZL,X,O,O,O,O,X,O,X,O,X
STOJLIZ,O,O,O,X,O,O,O,X,X,X
STOJLZI,O,X,X,X,X,X,X,X,X,X
STOJZIL,O,O,X,O,X,X,X,X,O,X
STOJZLI,O,O,X,O,X,X,X,X,O,X
STOZILJ,O,O,O,X,O,X,O,X,O,X
STOZIJL,O,O,O,O,O,X,O,X,O,X
STOZLIJ,O,O,O,X,O,O,O,X,O,X
STOZLJI,O,O,O,O,X,X,X,X,O,X
STOZJIL,O,O,O,O,X,X,X,X,O,X
STOZJLI,O,O,O,O,X,X,X,X,O,X
SITLJZO,X,X,X,O,O,O,X,X,X,X
SITLJOZ,X,X,O,X,O,O,O,X,X,X
SITLZJO,X,X,O,O,O,O,X,X,X,X
SITLZOJ,X,X,O,X,O,O,O,X,X,X
SITLOJZ,X,O,O,X,O,O,O,X,X,X
SITLOZJ,X,O,O,X,O,O,O,X,X,X
SITJLZO,X,X,X,O,O,X,X,X,X,X
SITJLOZ,X,O,O,X,O,X,X,X,X,X
SITJZLO,X,O,X,O,O,X,X,X,X,X
SITJZOL,X,O,X,O,O,X,X,X,X,X
SITJOLZ,X,O,O,X,O,X,O,X,X,X
SITJOZL,X,O,O,O,O,X,O,X,X,X
SITZLJO,X,X,O,O,O,O,X,X,X,X
SITZLOJ,X,O,O,X,O,O,X,X,X,X
SITZJLO,X,O,O,O,O,X,X,X,X,X
SITZJOL,X,O,O,O,O,X,X,X,X,X
SITZOLJ,X,O,O,X,O,O,O,X,X,X
SITZOJL,X,O,O,O,O,X,O,X,X,X
SITOLJZ,X,O,O,X,O,O,O,X,X,X
SITOLZJ,X,O,O,X,O,O,O,X,X,X
SITOJLZ,X,O,O,X,O,X,O,X,X,X
SITOJZL,X,O,O,O,O,X,O,X,X,X
SITOZLJ,X,O,O,X,O,O,O,X,X,X
SITOZJL,X,O,O,O,O,X,O,X,X,X
SILTJZO,X,X,X,O,O,O,X,X,X,X
SILTJOZ,X,X,O,X,O,O,O,X,X,X
SILTZJO,X,X,O,O,O,O,X,X,X,X
SILTZOJ,X,X,O,X,O,O,O,X,X,X
SILTOJZ,X,O,O,X,O,O,O,X,X,X
SILTOZJ,X,O,O,X,O,O,O,X,X,X
SILJTZO,X,X,X,O,X,O,X,X,X,X
SILJTOZ,X,O,O,X,X,O,X,X,X,X
SILJZTO,X,O,O,X,X,O,X,X,X,X
SILJZOT,O,O,O,X,X,O,X,X,X,X
SILJOTZ,O,O,O,X,X,O,O,X,X,X
SILJOZT,O,O,O,X,X,O,O,X,X,X
SILZTJO,X,X,O,O,X,O,X,X,X,X
SILZTOJ,X,O,O,X,X,O,X,X,X,X
SILZJTO,X,X,O,X,X,O,X,X,X,X
SILZJOT,O,X,O,X,X,O,X,X,X,X
SILZOTJ,O,O,O,X,X,O,O,X,X,X
SILZOJT,O,X,O,X,X,O,O,X,X,X
SILOTJZ,O,O,O,X,O,O,O,X,X,X
SILOTZJ,X,O,O,X,O,O,O,X,X,X
SILOJTZ,O,O,O,X,X,O,O,X,X,X
SILOJZT,O,O,O,X,X,O,O,X,X,X
SILOZTJ,O,O,O,X,X,O,O,X,X,X
SILOZJT,O,X,O,X,X,O,O,X,X,X
SIJTLZO,X,X,X,O,O,X,X,X,X,X
SIJTLOZ,X,O,O,X,O,X,X,X,X,X
SIJTZLO,X,O,X,O,O,X,X,X,X,X
SIJTZOL,X,O,X,O,O,X,X,X,X,X
SIJTOLZ,X,O,O,X,O,X,X,X,X,X
SIJTOZL,X,O,O,O,O,X,X,X,X,X
SIJLTZO,X,X,X,O,X,O,X,X,X,X
SIJLTOZ,X,O,O,X,X,O,X,X,X,X
SIJLZTO,X,O,O,X,X,O,X,X,X,X
SIJLZOT,O,O,O,X,X,O,X,X,X,X
SIJLOTZ,O,O,O,X,X,O,X,X,X,X
SIJLOZT,O,O,O,X,X,O,X,X,X,X
SIJZTLO,X,O,O,O,X,X,X,X,X,X
SIJZTOL,X,O,O,O,X,X,X,X,X,X
SIJZLTO,X,O,O,X,X,O,X,X,X,X
SIJZLOT,O,O,O,X,X,O,X,X,X,X
SIJZOTL,O,O,O,X,X,X,X,X,X,X
SIJZOLT,O,O,X,X,X,O,X,X,X,X
SIJOTLZ,O,O,O,X,O,X,X,X,X,X
SIJOTZL,X,O,O,O,O,X,X,X,X,X
SIJOLTZ,O,O,X,X,X,O,X,X,X,X
SIJOLZT,O,O,X,X,X,O,X,X,X,X
SIJOZTL,O,O,O,X,X,X,X,X,X,X
SIJOZLT,O,O,X,X,X,O,X,X,X,X
SIZTLJO,X,X,O,O,O,O,X,X,X,X
SIZTLOJ,X,O,O,X,O,O,X,X,X,X
SIZTJLO,X,O,O,O,O,X,X,X,X,X
SIZTJOL,X,O,O,O,O,X,X,X,X,X
SIZTOLJ,X,O,O,X,O,O,X,X,X,X
SIZTOJL,X,O,O,O,O,X,X,X,X,X
SIZLTJO,X,X,O,O,X,O,X,X,X,X
SIZLTOJ,X,O,O,X,X,O,X,X,X,X
SIZLJTO,X,X,O,X,X,O,X,X,X,X
SIZLJOT,O,X,O,X,X,O,X,X,X,X
SIZLOTJ,O,O,O,X,X,O,X,X,X,X
SIZLOJT,O,X,O,X,X,O,X,X,X,X
SIZJTLO,X,O,O,O,X,X,X,X,X,X
SIZJTOL,X,O,O,O,X,X,X,X,X,X
SIZJLTO,X,O,O,X,X,O,X,X,X,X
SIZJLOT,O,O,O,X,X,O,X,X,X,X
SIZJOTL,O,O,O,X,X,X,X,X,X,X
SIZJOLT,O,O,X,X,X,O,X,X,X,X
SIZOTLJ,O,O,O,X,O,O,X,X,X,X
SIZOTJL,O,O,O,O,O,X,X,X,X,X
SIZOLTJ,O,O,O,X,X,O,X,X,X,X
SIZOLJT,O,X,O,X,X,O,X,X,X,X
SIZOJTL,O,O,O,X,X,X,X,X,X,X
SIZOJLT,O,O,X,X,X,O,X,X,X,X
SIOTLJZ,O,O,O,X,O,O,O,X,X,X
SIOTLZJ,X,O,O,X,O,O,O,X,X,X
SIOTJLZ,O,O,O,X,O,X,O,X,X,X
SIOTJZL,X,O,O,O,O,X,O,X,X,X
SIOTZLJ,X,O,O,X,O,O,O,X,X,X
SIOTZJL,X,O,O,O,O,X,O,X,X,X
SIOLTJZ,O,O,O,X,O,O,O,X,X,X
SIOLTZJ,X,O,O,X,O,O,O,X,X,X
SIOLJTZ,O,O,O,X,X,O,O,X,X,X
SIOLJZT,O,O,O,X,X,O,O,X,X,X
SIOLZTJ,O,O,O,X,X,O,O,X,X,X
SIOLZJT,O,X,O,X,X,O,O,X,X,X
SIOJTLZ,O,O,O,X,O,X,X,X,X,X
SIOJTZL,X,O,O,O,O,X,X,X,X,X
SIOJLTZ,O,O,X,X,X,O,X,X,X,X
SIOJLZT,O,O,X,X,X,O,X,X,X,X
SIOJZTL,O,O,O,X,X,X,X,X,X,X
SIOJZLT,O,O,X,X,X,O,X,X,X,X
SIOZTLJ,O,O,O,X,O,O,X,X,X,X
SIOZTJL,O,O,O,O,O,X,X,X,X,X
SIOZLTJ,O,O,O,X,X,O,X,X,X,X
SIOZLJT,O,X,O,X,X,O,X,X,X,X
SIOZJTL,O,O,O,X,X,X,X,X,X,X
SIOZJLT,O,O,X,X,X,O,X,X,X,X
SLTIJZO,X,X,X,O,O,O,X,X,X,X
SLTIJOZ,X,X,O,X,O,O,O,X,X,X
SLTIZJO,X,X,O,O,O,O,X,X,X,X
SLTIZOJ,X,X,O,X,O,O,O,O,X,X
SLTIOJZ,X,O,O,X,O,O,O,X,X,X
SLTIOZJ,X,O,O,X,O,O,O,O,X,X
SLTJIZO,X,X,X,O,O,O,X,X,X,X
SLTJIOZ,X,O,O,X,O,O,O,X,X,X
SLTJZIO,X,X,X,O,X,X,X,X,X,X
SLTJZOI,O,X,X,O,X,X,X,X,X,X
SLTJOIZ,O,O,O,X,O,O,O,X,X,X
SLTJOZI,O,X,X,X,X,X,X,X,X,X
SLTZIJO,X,X,O,O,O,O,X,X,X,X
SLTZIOJ,X,O,O,X,O,O,O,X,X,X
SLTZJIO,X,O,O,O,X,X,X,X,X,X
SLTZJOI,O,O,O,O,X,X,X,X,X,X
SLTZOIJ,O,O,O,X,O,O,O,X,X,X
SLTZOJI,O,O,O,O,X,X,X,X,X,X
SLTOIJZ,O,O,O,X,O,O,O,X,X,X
SLTOIZJ,X,O,O,X,O,O,O,O,X,X
SLTOJIZ,O,O,O,X,O,O,O,X,X,X
SLTOJZI,O,X,X,X,X,X,X,X,X,X
SLTOZIJ,O,O,O,X,O,O,O,X,X,X
SLTOZJI,O,O,O,X,X,X,X,X,X,X
SLITJZO,X,X,X,O,O,O,X,X,X,X
SLITJOZ,X,X,O,X,O,O,O,X,X,X
SLITZJO,X,X,O,O,O,O,X,X,X,X
SLITZOJ,X,X,O,X,O,O,O,X,X,X
SLITOJZ,X,O,O,X,O,O,O,X,X,X
SLITOZJ,X,O,O,X,O,O,O,X,X,X
SLIJTZO,X,X,X,O,X,O,X,X,X,X
SLIJTOZ,X,O,O,X,X,O,X,X,X,X
SLIJZTO,X,O,O,X,X,O,X,X,X,X
SLIJZOT,O,O,O,X,X,O,X,X,X,X
SLIJOTZ,O,O,O,X,X,O,O,X,X,X
SLIJOZT,O,O,O,X,X,O,O,X,X,X
SLIZTJO,X,X,O,O,X,O,X,X,X,X
SLIZTOJ,X,O,O,X,X,O,X,X,X,X
SLIZJTO,X,X,O,X,X,O,X,X,X,X
SLIZJOT,O,X,O,X,X,O,X,X,X,X
SLIZOTJ,O,O,O,X,X,O,O,O,X,X
SLIZOJT,O,X,O,X,X,O,O,O,X,X
SLIOTJZ,O,O,O,X,O,O,O,X,X,X
SLIOTZJ,X,O,O,X,O,O,O,X,X,X
SLIOJTZ,O,O,O,X,X,O,O,X,X,X
SLIOJZT,O,O,O,X,X,O,O,X,X,X
SLIOZTJ,O,O,O,X,X,O,O,O,X,X
SLIOZJT,O,X,O,X,X,O,O,O,X,X
SLJTIZO,X,X,X,O,X,O,X,X,X,X
SLJTIOZ,X,O,O,X,X,O,O,X,X,X
SLJTZIO,X,X,X,O,X,X,X,X,X,X
SLJTZOI,O,X,X,O,X,X,X,X,X,X
SLJTOIZ,O,O,O,X,X,O,O,X,X,X
SLJTOZI,O,X,X,X,X,X,X,X,X,X
SLJITZO,X,X,X,O,X,O,X,X,X,X
SLJITOZ,X,O,O,X,X,O,X,X,X,X
SLJIZTO,X,O,O,X,X,O,X,X,X,X
SLJIZOT,O,O,O,X,X,O,X,X,X,X
SLJIOTZ,O,O,O,X,X,O,O,X,X,X
SLJIOZT,O,O,O,X,X,O,O,X,X,X
SLJZTIO,X,O,O,X,X,X,X,X,X,X
SLJZTOI,O,O,O,X,X,X,X,X,X,X
SLJZITO,X,O,O,X,X,X,X,X,X,X
SLJZIOT,O,O,O,X,X,X,X,X,X,X
SLJZOTI,O,O,O,X,X,X,X,X,X,X
SLJZOIT,O,O,O,X,X,X,X,X,X,X
SLJOTIZ,O,O,O,X,X,O,O,X,X,X
SLJOTZI,O,X,X,X,X,X,X,X,X,X
SLJOITZ,O,O,O,X,X,O,O,X,X,X
SLJOIZT,O,O,O,X,X,O,O,X,X,X
SLJOZTI,O,O,O,X,X,X,X,X,X,X
SLJOZIT,O,O,O,X,X,X,X,X,X,X
SLZTIJO,X,X,O,O,X,O,X,X,X,X
SLZTIOJ,X,O,O,X,X,O,O,X,X,X
SLZTJIO,X,O,O,O,X,X,X,X,X,X
SLZTJOI,O,O,O,O,X,X,X,X,X,X
SLZTOIJ,O,O,O,X,X,O,O,X,X,X
SLZTOJI,O,O,O,O,X,X,X,X,X,X
SLZITJO,X,X,O,O,X,O,X,X,X,X
SLZITOJ,X,O,O,X,X,O,X,X,X,X
SLZIJTO,X,X,O,X,X,O,X,X,X,X
SLZIJOT,O,X,O,X,X,O,X,X,X,X
SLZIOTJ,O,O,O,X,X,O,O,X,X,X
SLZIOJT,O,X,O,X,X,O,O,X,X,X
SLZJTIO,X,O,O,X,X,X,X,X,X,X
SLZJTOI,O,O,O,X,X,X,X,X,X,X
SLZJITO,X,O,O,X,X,X,X,X,X,X
SLZJIOT,O,O,O,X,X,X,X,X,X,X
SLZJOTI,O,O,O,X,X,X,X,X,X,X
SLZJOIT,O,O,O,X,X,X,X,X,X,X
SLZOTIJ,O,O,O,X,X,O,O,X,X,O
SLZOTJI,O,O,O,O,X,X,X,X,X,O
SLZOITJ,O,O,O,X,X,O,O,X,X,O
SLZOIJT,O,X,O,X,X,O,O,X,X,X
SLZOJTI,O,O,O,X,X,X,X,X,X,O
SLZOJIT,O,O,O,X,X,X,X,X,X,X
SLOTIJZ,O,O,O,X,O,O,O,X,X,X
SLOTIZJ,X,O,O,X,O,O,O,O,X,X
SLOTJIZ,O,O,O,X,O,O,O,X,X,X
SLOTJZI,O,X,X,X,X,X,X,X,X,X
SLOTZIJ,O,O,O,X,O,O,O,X,X,O
SLOTZJI,O,O,O,X,X,X,X,X,X,O
SLOITJZ,O,O,O,X,O,O,O,X,X,X
SLOITZJ,X,O,O,X,O,O,O,X,X,X
SLOIJTZ,O,O,O,X,X,O,O,X,X,X
SLOIJZT,O,O,O,X,X,O,O,X,X,X
SLOIZTJ,O,O,O,X,X,O,O,O,X,O
SLOIZJT,O,X,O,X,X,O,O,O,X,X
SLOJTIZ,O,O,O,X,X,O,O,X,X,X
SLOJTZI,O,X,X,X,X,X,X,X,X,X
SLOJITZ,O,O,O,X,X,O,O,X,X,X
SLOJIZT,O,O,O,X,X,O,O,X,X,X
SLOJZTI,O,O,O,X,X,X,X,X,X,O
SLOJZIT,O,O,O,X,X,X,X,X,X,X
SLOZTIJ,O,O,O,X,X,O,O,X,X,O
SLOZTJI,O,O,O,X,X,X,X,X,X,O
SLOZITJ,O,O,O,X,X,O,O,X,X,O
SLOZIJT,O,X,O,X,X,O,O,X,X,X
SLOZJTI,O,O,O,X,X,X,X,X,X,O
SLOZJIT,O,O,O,X,X,X,X,X,X,X
SJTILZO,X,X,X,O,O,X,X,X,X,X
SJTILOZ,X,O,O,X,O,X,X,X,X,X
SJTIZLO,X,O,X,O,O,X,X,X,X,X
SJTIZOL,X,O,X,O,O,X,X,X,X,X
SJTIOLZ,X,O,O,X,O,X,O,X,X,X
SJTIOZL,X,O,O,O,O,X,O,X,X,X
SJTLIZO,X,X,X,O,O,O,X,X,X,X
SJTLIOZ,X,O,O,X,O,O,O,X,X,X
SJTLZIO,X,X,X,O,X,X,X,X,X,X
SJTLZOI,O,X,X,O,X,X,X,X,X,X
SJTLOIZ,O,O,O,X,O,O,O,X,X,X
SJTLOZI,O,X,X,X,X,X,X,X,X,X
SJTZILO,X,O,X,O,X,X,X,X,X,X
SJTZIOL,X,O,X,O,X,X,X,X,X,X
SJTZLIO,X,O,X,O,X,X,X,X,X,X
SJTZLOI,O,O,X,O,X,X,X,X,X,X
SJTZOIL,O,O,X,O,X,X,X,X,X,X
SJTZOLI,O,O,X,O,X,X,X,X,X,X
SJTOILZ,O,O,O,X,O,X,O,X,X,X
SJTOIZL,X,O,O,O,O,X,O,X,X,X
SJTOLIZ,O,O,O,X,O,O,O,X,X,X
SJTOLZI,O,X,X,X,X,X,X,X,X,X
SJTOZIL,O,O,X,O,X,X,X,X,X,X
SJTOZLI,O,O,X,O,X,X,X,X,X,X
SJITLZO,X,X,X,O,O,X,X,X,X,X
SJITLOZ,X,O,O,X,O,X,X,X,X,X
SJITZLO,X,O,X,O,O,X,X,X,X,X
SJITZOL,X,O,X,O,O,X,X,X,X,X
SJITOLZ,X,O,O,X,O,X,X,X,X,X
SJITOZL,X,O,O,O,O,X,X,X,X,X
SJILTZO,X,X,X,O,X,O,X,X,X,X
SJILTOZ,X,O,O,X,X,O,X,X,X,X
SJILZTO,X,O,O,X,X,O,X,X,X,X
SJILZOT,O,O,O,X,X,O,X,X,X,X
SJILOTZ,O,O,O,X,X,O,X,X,X,X
SJILOZT,O,O,O,X,X,O,X,X,X,X
SJIZTLO,X,O,O,O,X,X,X,X,X,X
SJIZTOL,X,O,O,O,X,X,X,X,X,X
SJIZLTO,X,O,O,X,X,O,X,X,X,X
SJIZLOT,O,O,O,X,X,O,X,X,X,X
SJIZOTL,O,O,O,X,X,X,X,X,X,X
SJIZOLT,O,O,X,X,X,O,X,X,X,X
SJIOTLZ,O,O,O,X,O,X,X,X,X,X
SJIOTZL,X,O,O,O,O,X,X,X,X,X
SJIOLTZ,O,O,X,X,X,O,X,X,X,X
SJIOLZT,O,O,X,X,X,O,X,X,X,X
SJIOZTL,O,O,O,X,X,X,X,X,X,X
SJIOZLT,O,O,X,X,X,O,X,X,X,X
SJLTIZO,X,X,X,O,X,O,X,X,X,X
SJLTIOZ,X,O,O,X,X,O,O,X,X,X
SJLTZIO,X,X,X,O,X,X,X,X,X,X
SJLTZOI,O,X,X,O,X,X,X,X,X,X
SJLTOIZ,O,O,O,X,X,O,O,X,X,X
SJLTOZI,O,X,X,X,X,X,X,X,X,X
SJLITZO,X,X,X,O,X,O,X,X,X,X
SJLITOZ,X,O,O,X,X,O,X,X,X,X
SJLIZTO,X,O,O,X,X,O,X,X,X,X
SJLIZOT,O,O,O,X,X,O,X,X,X,X
SJLIOTZ,O,O,O,X,X,O,O,X,X,X
SJLIOZT,O,O,O,X,X,O,O,X,X,X
SJLZTIO,X,O,O,X,X,X,X,X,X,X
SJLZTOI,O,O,O,X,X,X,X,X,X,X
SJLZITO,X,O,O,X,X,X,X,X,X,X
SJLZIOT,O,O,O,X,X,X,X,X,X,X
SJLZOTI,O,O,O,X,X,X,X,X,X,X
SJLZOIT,O,O,O,X,X,X,X,X,X,X
SJLOTIZ,O,O,O,X,X,O,O,X,X,X
SJLOTZI,O,X,X,X,X,X,X,X,X,X
SJLOITZ,O,O,O,X,X,O,O,X,X,X
SJLOIZT,O,O,O,X,X,O,O,X,X,X
SJLOZTI,O,O,O,X,X,X,X,X,X,X
SJLOZIT,O,O,O,X,X,X,X,X,X,X
SJZTILO,X,O,O,O,X,X,X,X,X,X
SJZTIOL,X,O,O,O,X,X,X,X,X,X
SJZTLIO,X,O,O,O,X,X,X,X,X,X
SJZTLOI,O,O,O,O,X,X,X,X,X,X
SJZTOIL,O,O,O,O,X,X,X,X,X,X
SJZTOLI,O,O,O,O,X,X,X,X,X,X
SJZITLO,X,O,O,O,X,X,X,X,X,X
SJZITOL,X,O,O,O,X,X,X,X,X,X
SJZILTO,X,O,O,X,X,X,X,X,X,X
SJZILOT,O,O,O,X,X,X,X,X,X,X
SJZIOTL,O,O,O,X,X,X,X,X,X,X
SJZIOLT,O,O,X,X,X,X,X,X,X,X
SJZLTIO,X,O,O,X,X,X,X,X,X,X
SJZLTOI,O,O,O,X,X,X,X,X,X,X
SJZLITO,X,O,O,X,X,X,X,X,X,X
SJZLIOT,O,O,O,X,X,X,X,X,X,X
SJZLOTI,O,O,O,X,X,X,X,X,X,X
SJZLOIT,O,O,O,X,X,X,X,X,X,X
SJZOTIL,O,O,O,O,X,X,X,X,O,X
SJZOTLI,O,O,O,O,X,X,X,X,O,X
SJZOITL,O,O,O,X,X,X,X,X,X,X
SJZOILT,O,O,X,X,X,X,X,X,X,X
SJZOLTI,O,O,O,X,X,X,X,X,X,X
SJZOLIT,O,O,O,X,X,X,X,X,X,X
SJOTILZ,O,O,O,X,O,X,O,X,X,X
SJOTIZL,X,O,O,O,O,X,O,X,X,X
SJOTLIZ,O,O,O,X,O,O,O,X,X,X
SJOTLZI,O,X,X,X,X,X,X,X,X,X
SJOTZIL,O,O,X,O,X,X,X,X,X,X
SJOTZLI,O,O,X,O,X,X,X,X,X,X
SJOITLZ,O,O,O,X,O,X,X,X,X,X
SJOITZL,X,O,O,O,O,X,X,X,X,X
SJOILTZ,O,O,X,X,X,O,X,X,X,X
SJOILZT,O,O,X,X,X,O,X,X,X,X
SJOIZTL,O,O,O,X,X,X,X,X,X,X
SJOIZLT,O,O,X,X,X,O,X,X,X,X
SJOLTIZ,O,O,O,X,X,O,O,X,X,X
SJOLTZI,O,X,X,X,X,X,X,X,X,X
SJOLITZ,O,O,O,X,X,O,O,X,X,X
SJOLIZT,O,O,O,X,X,O,O,X,X,X
SJOLZTI,O,O,O,X,X,X,X,X,X,X
SJOLZIT,O,O,O,X,X,X,X,X,X,X
SJOZTIL,O,O,O,X,X,X,X,X,O,X
SJOZTLI,O,O,O,X,X,X,X,X,O,X
SJOZITL,O,O,O,X,X,X,X,X,X,X
SJOZILT,O,O,X,X,X,X,X,X,X,X
SJOZLTI,O,O,O,X,X,X,X,X,X,X
SJOZLIT,O,O,O,X,X,X,X,X,X,X
SZTILJO,X,X,O,O,O,X,X,X,X,X
SZTILOJ,X,O,O,X,O,X,X,X,X,X
SZTIJLO,X,O,O,O,O,X,X,X,X,X
SZTIJOL,X,O,O,O,O,X,X,X,X,X
SZTIOLJ,X,O,O,X,O,X,O,X,X,X
SZTIOJL,X,O,O,O,O,X,O,X,X,X
