sequence,v115@QhB8BeA8DeG8CeB8Jei/IvhFRhBFjBzkBUmBXsBGsB,v115@QhB8BeA8DeG8CeB8Jem/IvhFChBxiB0kBTmBXsBlsB,v115@QhB8BeA8DeG8CeB8Je/EJvhFalBzgBUiBFjBxrBWxB,v115@QhB8BeA8DeG8CeB8JeT/IvhFelBfmBxiBlnBUsB6rB,v115@QhB8BeA8DeG8CeB8Jei/IvhFWmBFjBzkBxrB/sB0rB,v115@QhB8BeA8DeG8CeB8JeT/IvhFelBXjBRmBUmBFnBSxB,v115@QhB8BeA8DeG8CeB8JeyEJvhFXjBRmB0kBFmBTnBWxB,v115@QhB8BeA8DeG8CeB8JeT/IvhFxgBFjBXlBimB+sB8rB,v115@QhB8BeA8DeG8CeB8Je3BJvhFxkBlnB0kBmlBzrBCtB
JSLOTZI,X,X,X,X,X,X,X,O,X
JSLOITZ,X,X,O,X,X,O,O,O,X
JSLOIZT,X,X,O,X,X,O,O,X,X
JSLOZTI,X,X,X,O,X,X,X,O,X
JSLOZIT,X,X,X,X,X,O,X,X,X
JSZTILO,O,O,X,O,X,X,X,X,X
JSZTIOL,O,O,X,O,X,X,X,X,X
JSZTLIO,O,O,X,O,X,X,X,X,X
JSZTLOI,X,X,X,O,X,X,X,O,X
JSZTOIL,O,O,X,O,X,X,X,X,X
JSZTOLI,O,O,X,O,X,X,X,O,X
JSZITLO,O,O,X,O,X,X,X,X,X
JSZITOL,O,O,X,O,X,X,X,X,X
JSZILTO,O,O,X,X,X,X,O,X,X
JSZILOT,X,O,X,X,X,X,O,X,X
JSZIOTL,O,O,X,O,X,O,X,X,X
JSZIOLT,O,O,X,X,X,O,X,X,X
JSZLTIO,O,O,X,O,X,X,X,X,X
JSZLTOI,X,X,X,O,X,X,X,O,X
JSZLITO,O,O,X,X,X,X,O,X,X
JSZLIOT,X,O,X,X,X,O,O,X,X
JSZLOTI,X,O,X,O,X,X,X,O,X
JSZLOIT,X,O,X,X,X,O,X,X,X
JSZOTIL,O,O,X,O,X,X,X,X,X
JSZOTLI,O,O,X,O,X,X,X,O,X
JSZOITL,O,O,X,O,X,O,X,X,X
JSZOILT,O,O,X,X,X,O,X,X,X
JSZOLTI,O,O,X,O,X,X,X,O,X
JSZOLIT,O,O,X,X,X,O,X,X,X
JSOTILZ,X,X,O,X,O,O,X,O,X
JSOTIZL,X,X,O,O,O,O,X,X,X
JSOTLIZ,X,X,O,X,O,O,X,O,X
JSOTLZI,O,X,X,X,X,X,X,O,X
JSOTZIL,O,X,X,O,X,X,X,X,X
JSOTZLI,O,X,X,O,X,X,X,O,X
JSOITLZ,X,X,O,X,O,O,X,O,X
JSOITZL,X,X,O,O,O,O,X,X,X
JSOILTZ,X,X,O,X,O,O,O,O,X
JSOILZT,X,O,O,X,O,O,O,X,X
JSOIZTL,X,O,O,O,O,O,X,X,X
JSOIZLT,X,O,O,X,O,O,X,X,X
JSOLTIZ,X,X,O,X,O,O,X,O,X
JSOLTZI,O,X,X,X,X,X,X,O,X
JSOLITZ,X,X,O,X,O,O,O,O,X
JSOLIZT,X,O,O,X,O,O,O,X,X
JSOLZTI,O,O,X,O,X,X,X,O,X
JSOLZIT,O,O,X,X,X,O,X,X,X
JSOZTIL,O,O,X,O,X,X,X,X,X
JSOZTLI,O,O,X,O,X,X,X,O,X
JSOZITL,O,O,X,O,X,O,X,X,X
JSOZILT,O,O,X,X,X,O,X,X,X
JSOZLTI,O,O,X,O,X,X,X,O,X
JSOZLIT,O,O,X,X,X,O,X,X,X
JZTILSO,O,O,X,O,X,X,X,X,X
JZTILOS,O,O,X,O,X,X,X,X,X
JZTISLO,X,O,X,O,X,X,X,X,X
JZTISOL,X,O,X,O,X,X,X,X,X
JZTIOLS,O,O,X,O,O,X,X,X,X
JZTIOSL,X,X,X,O,O,X,X,X,X
JZTLISO,O,O,X,O,X,X,X,X,X
JZTLIOS,O,O,X,O,X,X,X,X,X
JZTLSIO,O,O,X,O,X,X,X,X,X
JZTLSOI,X,X,X,O,X,X,X,O,X
JZTLOIS,X,O,X,O,X,X,X,X,X
JZTLOSI,X,O,X,O,X,X,X,X,X
JZTSILO,O,O,X,O,X,X,X,X,X
JZTSIOL,O,O,X,O,X,X,X,X,X
JZTSLIO,O,O,X,O,X,X,X,X,X
JZTSLOI,X,X,X,O,X,X,X,O,X
JZTSOIL,O,O,X,O,X,X,X,X,X
JZTSOLI,O,O,X,O,X,X,X,O,X
JZTOILS,O,O,X,O,O,X,X,X,X
JZTOISL,X,X,X,O,O,X,X,X,X
JZTOLIS,O,O,X,O,O,X,X,X,X
JZTOLSI,O,O,X,O,X,X,X,X,X
JZTOSIL,O,O,X,O,X,X,X,X,X
JZTOSLI,O,O,X,O,X,X,X,X,X
JZITLSO,O,O,X,O,X,X,X,X,X
JZITLOS,O,O,X,O,X,X,X,X,X
JZITSLO,X,O,X,O,X,X,X,X,X
JZITSOL,X,O,X,O,X,X,X,X,X
JZITOLS,O,O,X,O,O,X,X,X,X
JZITOSL,X,X,X,O,O,X,X,X,X
JZILTSO,O,O,X,X,X,X,X,X,X
JZILTOS,O,O,X,X,X,X,X,X,X
JZILSTO,O,O,X,X,X,X,O,X,X
JZILSOT,X,O,X,X,X,O,O,X,X
JZILOTS,X,O,X,X,X,X,X,X,X
JZILOST,X,O,X,X,X,O,X,X,X
JZISTLO,O,O,X,O,X,X,X,X,X
JZISTOL,O,O,X,O,X,X,X,X,X
JZISLTO,O,O,X,X,X,X,O,X,X
JZISLOT,X,O,X,X,X,X,O,X,X
JZISOTL,O,O,X,O,X,O,X,X,X
JZISOLT,O,O,X,X,X,O,X,X,X
JZIOTLS,O,O,X,O,O,X,X,X,X
JZIOTSL,X,X,X,O,O,X,X,X,X
JZIOLTS,O,O,X,X,O,X,X,X,X
JZIOLST,O,O,X,X,O,O,X,X,X
JZIOSTL,O,O,X,O,O,O,X,X,X
JZIOSLT,O,O,X,X,O,O,X,X,X
JZLTISO,O,O,X,O,X,X,X,X,X
JZLTIOS,O,O,X,O,X,X,X,X,X
JZLTSIO,O,O,X,O,X,X,X,X,X
JZLTSOI,X,X,X,O,X,X,X,O,X
JZLTOIS,X,O,X,O,X,X,X,X,X
JZLTOSI,X,O,X,O,X,X,X,X,X
JZLITSO,O,O,X,X,X,X,X,X,X
JZLITOS,O,O,X,X,X,X,X,X,X
JZLISTO,O,O,X,X,X,X,O,X,X
JZLISOT,X,O,X,X,X,O,O,X,X
JZLIOTS,X,O,X,X,X,X,X,X,X
JZLIOST,X,O,X,X,X,O,X,X,X
JZLSTIO,O,O,X,O,X,X,X,X,X
JZLSTOI,X,X,X,O,X,X,X,O,X
JZLSITO,O,O,X,X,X,X,O,X,X
JZLSIOT,X,O,X,X,X,O,O,X,X
JZLSOTI,X,O,X,O,X,X,X,O,X
JZLSOIT,X,O,X,X,X,O,X,X,X
JZLOTIS,X,O,X,O,X,X,X,X,X
JZLOTSI,X,O,X,O,X,X,X,X,X
JZLOITS,X,O,X,X,X,X,X,X,X
JZLOIST,X,O,X,X,X,O,X,X,X
JZLOSTI,X,O,X,O,X,X,X,X,X
JZLOSIT,X,O,X,X,X,O,X,X,X
JZSTILO,O,O,X,O,X,X,X,X,X
JZSTIOL,O,O,X,O,X,X,X,X,X
JZSTLIO,O,O,X,O,X,X,X,X,X
JZSTLOI,X,X,X,O,X,X,X,O,X
JZSTOIL,O,O,X,O,X,X,X,X,X
JZSTOLI,O,O,X,O,X,X,X,O,X
JZSITLO,O,O,X,O,X,X,X,X,X
JZSITOL,O,O,X,O,X,X,X,X,X
JZSILTO,O,O,X,X,X,X,O,X,X
JZSILOT,X,O,X,X,X,X,O,X,X
JZSIOTL,O,O,X,O,X,O,X,X,X
JZSIOLT,O,O,X,X,X,O,X,X,X
JZSLTIO,O,O,X,O,X,X,X,X,X
JZSLTOI,X,X,X,O,X,X,X,O,X
JZSLITO,O,O,X,X,X,X,O,X,X
JZSLIOT,X,O,X,X,X,O,O,X,X
JZSLOTI,X,O,X,O,X,X,X,O,X
JZSLOIT,X,O,X,X,X,O,X,X,X
JZSOTIL,O,O,X,O,X,X,X,X,X
JZSOTLI,O,O,X,O,X,X,X,O,X
JZSOITL,O,O,X,O,X,O,X,X,X
JZSOILT,O,O,X,X,X,O,X,X,X
JZSOLTI,O,O,X,O,X,X,X,O,X
JZSOLIT,O,O,X,X,X,O,X,X,X
JZOTILS,O,O,X,O,O,X,X,X,X
JZOTISL,X,X,X,O,O,X,X,X,X
JZOTLIS,O,O,X,O,O,X,X,X,X
JZOTLSI,O,O,X,O,X,X,X,X,X
JZOTSIL,O,O,X,O,X,X,X,X,X
JZOTSLI,O,O,X,O,X,X,X,X,X
JZOITLS,O,O,X,O,O,X,X,X,X
JZOITSL,X,X,X,O,O,X,X,X,X
JZOILTS,O,O,X,X,O,X,X,X,X
JZOILST,O,O,X,X,O,O,X,X,X
JZOISTL,O,O,X,O,O,O,X,X,X
JZOISLT,O,O,X,X,O,O,X,X,X
JZOLTIS,O,O,X,O,O,X,X,X,X
JZOLTSI,O,O,X,O,X,X,X,X,X
JZOLITS,O,O,X,X,O,X,X,X,X
JZOLIST,O,O,X,X,O,O,X,X,X
JZOLSTI,O,O,X,O,X,X,X,X,X
JZOLSIT,O,O,X,X,X,O,X,X,X
JZOSTIL,O,O,X,O,X,X,X,X,X
JZOSTLI,O,O,X,O,X,X,X,X,X
JZOSITL,O,O,X,O,X,O,X,X,X
JZOSILT,O,O,X,X,X,O,X,X,X
JZOSLTI,O,O,X,O,X,X,X,X,X
JZOSLIT,O,O,X,X,X,O,X,X,X
JOTILSZ,X,X,X,X,O,O,X,X,X
JOTILZS,X,X,X,O,O,X,X,X,X
JOTISLZ,X,X,O,X,O,O,X,X,O
JOTISZL,X,X,O,O,O,O,X,X,O
JOTIZLS,X,X,X,O,O,X,X,X,X
JOTIZSL,X,X,O,O,O,X,X,X,X
JOTLISZ,X,X,X,X,O,O,X,X,X
JOTLIZS,X,X,X,O,O,X,X,X,X
JOTLSIZ,X,X,X,X,O,O,X,O,X
JOTLSZI,O,X,X,X,X,X,X,O,X
JOTLZIS,O,X,X,O,O,X,X,X,X
JOTLZSI,O,X,X,O,X,X,X,X,X
JOTSILZ,X,X,O,X,O,O,X,O,O
JOTSIZL,X,X,O,O,O,O,X,X,O
JOTSLIZ,X,X,O,X,O,O,X,O,X
JOTSLZI,O,X,X,X,X,X,X,O,X
JOTSZIL,O,X,X,O,X,X,X,X,X
JOTSZLI,O,X,X,O,X,X,X,O,X
JOTZILS,O,X,X,O,O,X,X,X,X
JOTZISL,X,X,X,O,O,X,X,X,X
JOTZLIS,O,X,X,O,O,X,X,X,X
JOTZLSI,O,X,X,O,X,X,X,X,X
JOTZSIL,O,X,X,O,X,X,X,X,X
JOTZSLI,O,X,X,O,X,X,X,X,X
JOITLSZ,X,X,X,X,O,O,X,X,X
JOITLZS,X,X,X,O,O,X,X,X,X
JOITSLZ,X,X,O,X,O,O,X,X,O
JOITSZL,X,X,O,O,O,O,X,X,O
JOITZLS,X,X,X,O,O,X,X,X,X
JOITZSL,X,X,O,O,O,X,X,X,X
JOILTSZ,X,X,X,X,O,O,X,X,X
JOILTZS,X,X,X,O,O,X,X,X,X
JOILSTZ,X,X,X,X,O,O,O,X,X
JOILSZT,X,X,X,X,O,O,O,X,X
JOILZTS,X,O,X,X,O,X,X,X,X
JOILZST,X,O,X,X,O,O,X,X,X
JOISTLZ,X,X,O,X,O,O,X,X,O
JOISTZL,X,X,O,O,O,O,X,X,O
JOISLTZ,X,X,O,X,O,O,O,X,X
JOISLZT,X,X,O,X,O,O,O,X,X
JOISZTL,X,X,O,O,O,O,X,X,X
JOISZLT,X,X,O,X,O,O,X,X,X
JOIZTLS,X,O,X,O,O,X,X,X,X
JOIZTSL,X,X,O,O,O,X,X,X,X
JOIZLTS,X,O,X,X,O,X,X,X,X
JOIZLST,X,O,X,X,O,O,X,X,X
JOIZSTL,X,X,O,O,O,O,X,X,X
JOIZSLT,X,O,O,X,O,O,X,X,X
JOLTISZ,X,X,X,X,O,O,X,X,X
JOLTIZS,X,X,X,O,O,X,X,X,X
JOLTSIZ,X,X,X,X,O,O,X,O,X
JOLTSZI,O,X,X,X,X,X,X,O,X
JOLTZIS,O,X,X,O,O,X,X,X,X
JOLTZSI,O,X,X,O,X,X,X,X,X
JOLITSZ,X,X,X,X,O,O,X,X,X
JOLITZS,X,X,X,O,O,X,X,X,X
JOLISTZ,X,X,X,X,O,O,O,X,X
JOLISZT,X,X,X,X,O,O,O,X,X
JOLIZTS,X,O,X,X,O,X,X,X,X
JOLIZST,X,O,X,X,O,O,X,X,X
JOLSTIZ,X,X,X,X,O,O,X,O,X
JOLSTZI,O,X,X,X,X,X,X,O,X
JOLSITZ,X,X,X,X,O,O,O,O,X
JOLSIZT,X,O,X,X,O,O,O,X,X
JOLSZTI,O,O,X,O,X,X,X,O,X
JOLSZIT,O,O,X,X,X,O,X,X,X
JOLZTIS,O,O,X,O,O,X,X,X,X
JOLZTSI,O,O,X,O,X,X,X,X,X
JOLZITS,O,O,X,X,O,X,X,X,X
JOLZIST,O,O,X,X,O,O,X,X,X
JOLZSTI,O,O,X,O,X,X,X,X,X
JOLZSIT,O,O,X,X,X,O,X,X,X
JOSTILZ,X,X,O,X,O,O,X,O,O
JOSTIZL,X,X,O,O,O,O,X,X,O
JOSTLIZ,X,X,O,X,O,O,X,O,X
JOSTLZI,O,X,X,X,X,X,X,O,X
JOSTZIL,O,X,X,O,X,X,X,X,X
JOSTZLI,O,X,X,O,X,X,X,O,X
JOSITLZ,X,X,O,X,O,O,X,O,O
JOSITZL,X,X,O,O,O,O,X,X,O
JOSILTZ,X,X,O,X,O,O,O,O,X
JOSILZT,X,O,O,X,O,O,O,X,X
JOSIZTL,X,O,O,O,O,O,X,X,X
JOSIZLT,X,O,O,X,O,O,X,X,X
JOSLTIZ,X,X,O,X,O,O,X,O,X
JOSLTZI,O,X,X,X,X,X,X,O,X
JOSLITZ,X,X,O,X,O,O,O,O,X
JOSLIZT,X,O,O,X,O,O,O,X,X
JOSLZTI,O,O,X,O,X,X,X,O,X
JOSLZIT,O,O,X,X,X,O,X,X,X
JOSZTIL,O,O,X,O,X,X,X,X,X
JOSZTLI,O,O,X,O,X,X,X,O,X
JOSZITL,O,O,X,O,X,O,X,X,X
JOSZILT,O,O,X,X,X,O,X,X,X
JOSZLTI,O,O,X,O,X,X,X,O,X
JOSZLIT,O,O,X,X,X,O,X,X,X
JOZTILS,O,O,X,O,O,X,X,X,X
JOZTISL,X,X,X,O,O,X,X,X,X
JOZTLIS,O,O,X,O,O,X,X,X,X
JOZTLSI,O,O,X,O,X,X,X,X,X
JOZTSIL,O,O,X,O,X,X,X,X,X
JOZTSLI,O,O,X,O,X,X,X,X,X
JOZITLS,O,O,X,O,O,X,X,X,X
JOZITSL,X,X,X,O,O,X,X,X,X
JOZILTS,O,O,X,X,O,X,X,X,X
JOZILST,O,O,X,X,O,O,X,X,X
JOZISTL,O,O,X,O,O,O,X,X,X
JOZISLT,O,O,X,X,O,O,X,X,X
JOZLTIS,O,O,X,O,O,X,X,X,X
JOZLTSI,O,O,X,O,X,X,X,X,X
JOZLITS,O,O,X,X,O,X,X,X,X
JOZLIST,O,O,X,X,O,O,X,X,X
JOZLSTI,O,O,X,O,X,X,X,X,X
JOZLSIT,O,O,X,X,X,O,X,X,X
JOZSTIL,O,O,X,O,X,X,X,X,X
JOZSTLI,O,O,X,O,X,X,X,X,X
JOZSITL,O,O,X,O,X,O,X,X,X
JOZSILT,O,O,X,X,X,O,X,X,X
JOZSLTI,O,O,X,O,X,X,X,X,X
JOZSLIT,O,O,X,X,X,O,X,X,X
STILJZO,X,X,O,X,X,X,O,X,X
STILJOZ,X,X,O,X,X,X,O,X,X
STILZJO,O,O,O,X,X,X,O,X,X
STILZOJ,O,X,O,X,X,X,O,X,X
STILOJZ,X,X,O,X,X,X,O,X,X
STILOZJ,X,X,O,X,X,X,O,X,X
STIJLZO,X,X,O,X,X,X,X,X,X
STIJLOZ,X,X,O,X,X,X,X,O,X
STIJZLO,X,X,O,O,X,X,X,X,X
STIJZOL,X,X,O,O,X,X,X,X,X
STIJOLZ,X,X,O,X,O,O,X,O,X
STIJOZL,X,X,O,O,O,O,X,X,X
STIZLJO,O,O,O,O,X,X,X,X,X
STIZLOJ,O,X,O,X,X,X,X,X,X
STIZJLO,O,O,O,O,X,X,X,X,X
STIZJOL,O,O,O,O,X,X,X,X,X
STIZOLJ,O,O,O,X,X,X,X,X,X
STIZOJL,O,O,O,O,X,X,X,X,X
STIOLJZ,X,X,O,X,O,X,X,X,X
STIOLZJ,O,O,O,X,O,X,X,X,X
STIOJLZ,X,X,O,X,O,O,X,O,X
STIOJZL,X,X,O,O,O,O,X,X,X
STIOZLJ,O,O,O,X,O,X,X,X,X
STIOZJL,O,O,O,O,O,X,X,X,X
STLIJZO,X,X,O,X,X,X,O,X,X
STLIJOZ,X,X,O,X,X,O,O,X,X
STLIZJO,O,O,O,X,X,X,O,X,X
STLIZOJ,O,X,O,X,X,X,O,X,X
STLIOJZ,X,X,O,X,X,O,O,X,X
STLIOZJ,X,X,O,X,X,X,O,X,X
STLJIZO,X,X,O,X,X,X,O,X,X
STLJIOZ,X,X,O,X,X,O,O,O,X
STLJZIO,O,X,X,X,X,X,X,X,X
STLJZOI,X,X,X,X,X,X,X,O,X
STLJOIZ,X,X,O,X,X,O,X,O,X
STLJOZI,X,X,X,X,X,X,X,O,X
STLZIJO,O,O,O,X,X,X,X,X,X
STLZIOJ,O,X,O,X,X,X,X,X,X
STLZJIO,O,O,X,X,X,X,X,X,X
STLZJOI,X,X,X,X,X,X,X,X,X
STLZOIJ,O,X,O,X,X,X,X,X,X
STLZOJI,O,X,X,X,X,X,X,X,X
STLOIJZ,X,X,O,X,X,O,X,X,X
STLOIZJ,O,X,O,X,X,X,X,X,X
STLOJIZ,X,X,O,X,X,O,X,O,X
STLOJZI,O,X,X,X,X,X,X,O,X
STLOZIJ,O,X,O,X,X,X,X,X,X
STLOZJI,O,X,X,X,X,X,X,X,X
STJILZO,X,X,O,X,X,X,O,X,X
STJILOZ,X,X,O,X,X,X,O,O,X
STJIZLO,X,X,O,O,X,X,X,X,X
STJIZOL,X,X,O,O,X,X,X,X,X
STJIOLZ,X,X,O,X,O,O,X,O,X
STJIOZL,X,X,O,O,O,O,X,X,X
STJLIZO,X,X,O,X,X,X,O,X,X
STJLIOZ,X,X,O,X,X,O,O,O,X
STJLZIO,O,X,X,X,X,X,X,X,X
STJLZOI,X,X,X,X,X,X,X,O,X
STJLOIZ,X,X,O,X,X,O,X,O,X
STJLOZI,X,X,X,X,X,X,X,O,X
STJZILO,O,X,X,O,X,X,X,X,X
STJZIOL,O,X,X,O,X,X,X,X,X
STJZLIO,O,X,X,O,X,X,X,X,X
STJZLOI,X,X,X,O,X,X,X,O,X
STJZOIL,O,X,X,O,X,X,X,X,X
STJZOLI,O,X,X,O,X,X,X,O,X
STJOILZ,X,X,O,X,O,O,X,O,X
STJOIZL,X,X,O,O,O,O,X,X,X
STJOLIZ,X,X,O,X,O,O,X,O,X
STJOLZI,O,X,X,X,X,X,X,O,X
STJOZIL,O,X,X,O,X,X,X,X,X
STJOZLI,O,X,X,O,X,X,X,O,X
STZILJO,O,O,O,O,X,X,X,X,X
STZILOJ,O,X,O,X,X,X,X,X,X
STZIJLO,O,O,O,O,X,X,X,X,X
STZIJOL,O,O,O,O,X,X,X,X,X
STZIOLJ,O,O,O,X,X,X,X,X,X
STZIOJL,O,O,O,O,X,X,X,X,X
STZLIJO,O,O,O,O,X,X,X,X,X
STZLIOJ,O,X,O,X,X,X,X,X,X
STZLJIO,O,O,X,O,X,X,X,X,X
STZLJOI,X,X,X,O,X,X,X,X,X
STZLOIJ,O,X,O,X,X,X,X,X,X
STZLOJI,O,X,X,X,X,X,X,X,X
STZJILO,O,O,X,O,X,X,X,X,X
STZJIOL,O,O,X,O,X,X,X,X,X
STZJLIO,O,O,X,O,X,X,X,X,X
STZJLOI,X,X,X,O,X,X,X,O,X
STZJOIL,O,O,X,O,X,X,X,X,X
STZJOLI,O,O,X,O,X,X,X,O,X
STZOILJ,O,O,O,X,X,X,X,X,X
STZOIJL,O,O,O,O,X,X,X,X,X
STZOLIJ,O,O,O,X,X,X,X,X,X
STZOLJI,O,O,X,X,X,X,X,X,X
STZOJIL,O,O,X,O,X,X,X,X,X
STZOJLI,O,O,X,O,X,X,X,O,X
STOILJZ,X,X,O,X,O,X,X,X,X
STOILZJ,O,O,O,X,O,X,X,X,X
STOIJLZ,X,X,O,X,O,O,X,O,X
STOIJZL,X,X,O,O,O,O,X,X,X
STOIZLJ,O,O,O,X,O,X,X,X,X
STOIZJL,O,O,O,O,O,X,X,X,X
STOLIJZ,X,X,O,X,O,O,X,X,X
STOLIZJ,O,O,O,X,O,X,X,X,X
STOLJIZ,X,X,O,X,O,O,X,O,X
STOLJZI,O,X,X,X,X,X,X,O,X
STOLZIJ,O,O,O,X,X,X,X,X,X
STOLZJI,O,O,X,X,X,X,X,X,X
STOJILZ,X,X,O,X,O,O,X,O,X
STOJIZL,X,X,O,O,O,O,X,X,X
STOJLIZ,X,X,O,X,O,O,X,O,X
STOJLZI,O,X,X,X,X,X,X,O,X
STOJZIL,O,X,X,O,X,X,X,X,X
STOJZLI,O,X,X,O,X,X,X,O,X
STOZILJ,O,O,O,X,X,X,X,X,X
STOZIJL,O,O,O,O,X,X,X,X,X
STOZLIJ,O,O,O,X,X,X,X,X,X
STOZLJI,O,O,X,X,X,X,X,X,X
STOZJIL,O,O,X,O,X,X,X,X,X
STOZJLI,O,O,X,O,X,X,X,O,X
SITLJZO,X,X,O,X,X,X,O,X,X
SITLJOZ,X,X,O,X,X,X,O,X,X
SITLZJO,O,O,O,X,X,X,O,X,X
SITLZOJ,O,X,O,X,X,X,O,X,X
SITLOJZ,X,X,O,X,X,X,O,X,X
SITLOZJ,X,X,O,X,X,X,O,X,X
SITJLZO,X,X,O,X,X,X,X,X,X
SITJLOZ,X,X,O,X,X,X,X,O,X
SITJZLO,X,X,O,O,X,X,X,X,X
SITJZOL,X,X,O,O,X,X,X,X,X
SITJOLZ,X,X,O,X,O,O,X,O,X
SITJOZL,X,X,O,O,O,O,X,X,X
SITZLJO,O,O,O,O,X,X,X,X,X
SITZLOJ,O,X,O,X,X,X,X,X,X
SITZJLO,O,O,O,O,X,X,X,X,X
SITZJOL,O,O,O,O,X,X,X,X,X
SITZOLJ,O,O,O,X,X,X,X,X,X
SITZOJL,O,O,O,O,X,X,X,X,X
SITOLJZ,X,X,O,X,O,X,X,X,X
SITOLZJ,O,O,O,X,O,X,X,X,X
SITOJLZ,X,X,O,X,O,O,X,O,X
SITOJZL,X,X,O,O,O,O,X,X,X
SITOZLJ,O,O,O,X,O,X,X,X,X
SITOZJL,O,O,O,O,O,X,X,X,X
SILTJZO,X,X,O,X,X,X,O,X,X
SILTJOZ,X,X,O,X,X,O,O,X,X
SILTZJO,O,O,O,X,X,X,O,X,X
SILTZOJ,O,X,O,X,X,X,O,X,X
SILTOJZ,X,X,O,X,X,O,O,X,X
SILTOZJ,X,X,O,X,X,X,O,X,X
SILJTZO,X,X,O,X,X,X,O,X,X
SILJTOZ,X,X,O,X,X,O,O,O,X
SILJZTO,X,O,O,X,X,X,O,X,X
SILJZOT,X,O,O,X,X,O,O,X,X
SILJOTZ,X,X,O,X,X,O,O,O,X
SILJOZT,X,X,O,X,X,O,O,X,X
SILZTJO,O,O,O,X,X,X,O,X,X
SILZTOJ,O,X,O,X,X,X,O,X,X
SILZJTO,O,O,O,X,X,X,O,X,X
SILZJOT,X,O,O,X,X,O,O,X,X
SILZOTJ,O,O,O,X,X,X,O,X,X
SILZOJT,X,O,O,X,X,O,O,X,X
SILOTJZ,X,X,O,X,X,O,O,X,X
SILOTZJ,X,O,O,X,X,X,O,X,X
SILOJTZ,X,X,O,X,X,O,O,O,X
SILOJZT,X,O,O,X,X,O,O,X,X
SILOZTJ,X,O,O,X,X,X,O,X,X
SILOZJT,X,O,O,X,X,O,O,X,X
SIJTLZO,X,X,O,X,X,X,O,X,X
SIJTLOZ,X,X,O,X,X,X,O,O,X
SIJTZLO,X,X,O,O,X,X,X,X,X
SIJTZOL,X,X,O,O,X,X,X,X,X
SIJTOLZ,X,X,O,X,O,O,X,O,X
SIJTOZL,X,X,O,O,O,O,X,X,X
SIJLTZO,X,X,O,X,X,X,O,X,X
SIJLTOZ,X,X,O,X,X,O,O,O,X
SIJLZTO,X,O,O,X,X,X,O,X,X
SIJLZOT,X,O,O,X,X,O,O,X,X
SIJLOTZ,X,X,O,X,X,O,O,O,X
SIJLOZT,X,X,O,X,X,O,O,X,X
SIJZTLO,X,O,O,O,X,X,X,X,X
SIJZTOL,X,O,O,O,X,X,X,X,X
SIJZLTO,X,O,O,X,X,X,O,X,X
SIJZLOT,X,O,O,X,X,X,O,X,X
SIJZOTL,X,O,O,O,X,O,X,X,X
SIJZOLT,X,O,O,X,X,O,X,X,X
SIJOTLZ,X,X,O,X,O,O,X,O,X
SIJOTZL,X,X,O,O,O,O,X,X,X
SIJOLTZ,X,X,O,X,O,O,O,O,X
SIJOLZT,X,O,O,X,O,O,O,X,X
SIJOZTL,X,O,O,O,O,O,X,X,X
SIJOZLT,X,O,O,X,O,O,X,X,X
SIZTLJO,O,O,O,O,X,X,X,X,X
SIZTLOJ,O,X,O,X,X,X,X,X,X
SIZTJLO,O,O,O,O,X,X,X,X,X
SIZTJOL,O,O,O,O,X,X,X,X,X
SIZTOLJ,O,O,O,X,X,X,X,X,X
SIZTOJL,O,O,O,O,X,X,X,X,X
SIZLTJO,O,O,O,X,X,X,O,X,X
SIZLTOJ,O,X,O,X,X,X,O,X,X
SIZLJTO,O,O,O,X,X,X,O,X,X
SIZLJOT,X,O,O,X,X,X,O,X,X
SIZLOTJ,O,O,O,X,X,X,O,X,X
SIZLOJT,O,O,O,X,X,X,O,X,X
SIZJTLO,O,O,O,O,X,X,X,X,X
SIZJTOL,O,O,O,O,X,X,X,X,X
SIZJLTO,O,O,O,X,X,X,X,X,X
SIZJLOT,X,O,O,X,X,X,X,X,X
SIZJOTL,O,O,O,O,X,O,X,X,X
SIZJOLT,O,O,O,X,X,O,X,X,X
SIZOTLJ,O,O,O,X,X,X,X,X,X
SIZOTJL,O,O,O,X,X,X,X,X,X
SIZOLTJ,O,O,O,X,X,X,X,X,X
SIZOLJT,O,O,O,X,X,X,X,X,X
SIZOJTL,O,O,O,X,X,O,X,X,X
SIZOJLT,O,O,O,X,X,O,X,X,X
SIOTLJZ,X,X,O,X,O,X,X,X,O
SIOTLZJ,O,O,O,X,O,X,X,X,O
SIOTJLZ,X,X,O,X,O,O,X,O,O
SIOTJZL,X,X,O,O,O,O,X,X,O
SIOTZLJ,O,O,O,X,O,X,X,X,O
SIOTZJL,O,O,O,O,O,X,X,X,O
SIOLTJZ,X,X,O,X,O,O,O,X,O
SIOLTZJ,O,O,O,X,O,X,O,X,O
SIOLJTZ,X,X,O,X,O,O,O,O,X
SIOLJZT,X,O,O,X,O,O,O,X,X
SIOLZTJ,O,O,O,X,O,X,O,X,X
SIOLZJT,O,O,O,X,O,O,O,X,X
SIOJTLZ,X,X,O,X,O,O,X,O,O
SIOJTZL,X,X,O,O,O,O,X,X,O
SIOJLTZ,X,X,O,X,O,O,X,O,X
SIOJLZT,X,O,O,X,O,O,X,X,X
SIOJZTL,X,O,O,X,O,O,X,X,X
SIOJZLT,X,O,O,X,O,O,X,X,X
SIOZTLJ,O,O,O,X,O,X,X,X,O
SIOZTJL,O,O,O,X,O,X,X,X,O
