sequence,v115@FhB8GeC8HeE8EeB8Jem/IvhFUhBTkB1qB/sBCnBRwB,v115@FhB8GeC8HeE8EeB8JeOEJvhFCiBzkBUmB/sBllBRwB,v115@FhB8GeC8HeE8EeB8Jei/IvhFzgBFiB3kB0qBxrBWxB,v115@FhB8GeC8HeE8EeB8Je0/IvhF6lBxhB2pBXrBTsBlrB,v115@FhB8GeC8HeE8EeB8JeKEJvhFXiBRlBUlBGmBVwBTsB,v115@FhB8GeC8HeE8EeB8JeT/IvhFlgBXiBypB8qBWsBxwB,v115@FhB8GeC8HeE8EeB8JeKEJvhFRgBFiBUlBXrBTsBGrB,v115@FhB8GeC8HeE8EeB8Je1FJvhFxhB0kB3mBikBWwBTsB,v115@FhB8GeC8HeE8EeB8JeOEJvhF8kBRmB3lBCnBVwBTsB,v115@FhB8GeC8HeE8EeB8JeKEJvhFzfBxhBUnBlqBWxBfrB,v115@FhB8GeC8HeE8EeB8JexBJvhF0kBllB3mBikBTsBWwB,v115@FhB8GeC8HeE8EeB8JeCCJvhFmkBUmB/sBTkBllBRwB,v115@FhB8GeC8HeE8EeB8JeKEJvhFzfBRmB3lBGnBVwBUsB,v115@FhB8GeC8HeE8EeB8JeyEJvhFRmBTkBFmB0qBGsBXsB,v115@FhB8GeC8HeE8EeB8JemEJvhFRmBTkBllBUnBXrBSxB,v115@FhB8GeC8HeE8EeB8JeT/IvhFimBxpBGsB/qBUrBFsB,v115@FhB8GeC8HeE8EeB8Je3AJvhF1mB0kBikBWwBxrBTsB
LTJZSOI,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LTJZOIS,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X
LTJZOSI,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LTJOISZ,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LTJOIZS,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X
LTJOSIZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJOSZI,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LTJOZIS,X,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X
LTJOZSI,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LTSIJZO,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LTSIJOZ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LTSIZJO,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LTSIZOJ,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LTSIOJZ,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
LTSIOZJ,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X
LTSJIZO,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
LTSJIOZ,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LTSJZIO,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LTSJZOI,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LTSJOIZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSJOZI,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LTSZIJO,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LTSZIOJ,X,X,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X
LTSZJIO,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSZJOI,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSZOIJ,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LTSZOJI,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSOIJZ,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
LTSOIZJ,X,O,X,X,O,O,O,X,X,X,X,X,O,X,X,X,X
LTSOJIZ,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LTSOJZI,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LTSOZIJ,X,X,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X
LTSOZJI,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LTZIJSO,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LTZIJOS,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X
LTZISJO,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LTZISOJ,O,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X
LTZIOJS,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
LTZIOSJ,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
LTZJISO,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
LTZJIOS,X,X,X,X,X,X,O,X,O,O,X,X,O,X,X,X,X
LTZJSIO,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LTZJSOI,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LTZJOIS,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X
LTZJOSI,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LTZSIJO,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LTZSIOJ,X,X,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X
LTZSJIO,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZSJOI,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZSOIJ,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LTZSOJI,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZOIJS,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
LTZOISJ,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
LTZOJIS,O,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X
LTZOJSI,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LTZOSIJ,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
LTZOSJI,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LTOIJSZ,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
LTOIJZS,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X
LTOISJZ,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
LTOISZJ,O,X,X,X,O,O,O,X,X,X,X,X,O,X,X,X,X
LTOIZJS,O,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X
LTOIZSJ,O,X,X,X,O,O,O,X,X,X,X,X,O,X,X,X,X
LTOJISZ,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
LTOJIZS,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X
LTOJSIZ,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LTOJSZI,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LTOJZIS,O,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X
LTOJZSI,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LTOSIJZ,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
LTOSIZJ,X,O,X,X,O,O,O,X,X,X,X,X,O,X,X,X,X
LTOSJIZ,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LTOSJZI,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LTOSZIJ,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X
LTOSZJI,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LTOZIJS,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
LTOZISJ,O,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X
LTOZJIS,O,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X
LTOZJSI,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LTOZSIJ,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X
LTOZSJI,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LITJSZO,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LITJSOZ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LITJZSO,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LITJZOS,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LITJOSZ,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LITJOZS,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X
LITSJZO,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LITSJOZ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LITSZJO,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LITSZOJ,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LITSOJZ,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
LITSOZJ,O,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X
LITZJSO,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LITZJOS,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X
LITZSJO,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LITZSOJ,O,X,X,X,O,O,O,X,X,X,X,X,O,X,X,X,X
LITZOJS,O,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X
LITZOSJ,O,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X
LITOJSZ,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LITOJZS,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X
LITOSJZ,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
LITOSZJ,O,X,X,X,O,O,O,X,X,X,X,X,O,X,X,X,X
LITOZJS,O,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X
LITOZSJ,O,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X
LIJTSZO,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LIJTSOZ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
LIJTZSO,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LIJTZOS,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LIJTOSZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LIJTOZS,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LIJSTZO,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
LIJSTOZ,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
LIJSZTO,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X
LIJSZOT,X,O,X,X,O,O,X,X,X,X,X,O,X,X,X,O,X
LIJSOTZ,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
LIJSOZT,X,O,X,X,O,O,X,X,X,X,X,O,X,X,X,O,X
LIJZTSO,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LIJZTOS,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X
LIJZSTO,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
LIJZSOT,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,O,X
LIJZOTS,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X
LIJZOST,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X
LIJOTSZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LIJOTZS,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LIJOSTZ,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
LIJOSZT,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X
LIJOZTS,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LIJOZST,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X
LISTJZO,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
LISTJOZ,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LISTZJO,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X
LISTZOJ,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LISTOJZ,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LISTOZJ,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LISJTZO,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
LISJTOZ,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LISJZTO,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X
LISJZOT,X,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X
LISJOTZ,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LISJOZT,X,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X
LISZTJO,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X
LISZTOJ,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LISZJTO,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X
LISZJOT,X,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X
LISZOTJ,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LISZOJT,X,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X
LISOTJZ,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LISOTZJ,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LISOJTZ,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LISOJZT,X,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X
LISOZTJ,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LISOZJT,X,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X
LIZTJSO,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIZTJOS,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LIZTSJO,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LIZTSOJ,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
LIZTOJS,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LIZTOSJ,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LIZJTSO,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIZJTOS,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LIZJSTO,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
LIZJSOT,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
LIZJOTS,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LIZJOST,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LIZSTJO,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X
LIZSTOJ,X,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
LIZSJTO,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X
LIZSJOT,X,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X
LIZSOTJ,X,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
LIZSOJT,X,O,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X
LIZOTJS,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LIZOTSJ,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LIZOJTS,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LIZOJST,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LIZOSTJ,X,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
LIZOSJT,X,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
LIOTJSZ,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
LIOTJZS,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X
LIOTSJZ,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
LIOTSZJ,O,X,X,X,O,O,O,X,X,X,X,X,O,X,X,X,X
LIOTZJS,O,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X
LIOTZSJ,O,X,X,X,O,O,O,X,X,X,X,X,O,X,X,X,X
LIOJTSZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LIOJTZS,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LIOJSTZ,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X
LIOJSZT,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,O,X
LIOJZTS,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X
LIOJZST,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X
LIOSTJZ,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOSTZJ,O,O,X,X,O,O,O,O,X,X,O,X,X,X,X,X,X
LIOSJTZ,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOSJZT,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LIOSZTJ,X,O,X,X,O,O,O,O,X,X,O,X,X,X,X,X,X
LIOSZJT,X,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X
LIOZTJS,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LIOZTSJ,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LIOZJTS,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LIOZJST,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LIOZSTJ,X,O,X,X,O,O,O,O,X,X,O,X,X,X,X,X,X
LIOZSJT,X,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
LJTISZO,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LJTISOZ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
LJTIZSO,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
LJTIZOS,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
LJTIOSZ,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
LJTIOZS,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X
LJTSIZO,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X
LJTSIOZ,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LJTSZIO,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
LJTSZOI,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
LJTSOIZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTSOZI,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJTZISO,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
LJTZIOS,X,X,X,X,X,X,O,X,O,O,X,X,O,X,X,X,X
LJTZSIO,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
LJTZSOI,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
LJTZOIS,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X
LJTZOSI,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJTOISZ,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LJTOIZS,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X
LJTOSIZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTOSZI,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LJTOZIS,X,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X
LJTOZSI,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LJITSZO,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O
LJITSOZ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
LJITZSO,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
LJITZOS,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJITOSZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LJITOZS,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJISTZO,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
LJISTOZ,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
LJISZTO,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X
LJISZOT,X,O,X,X,O,O,X,X,X,X,X,O,X,X,X,O,X
LJISOTZ,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
LJISOZT,X,O,X,X,O,O,X,X,X,X,X,O,X,X,X,O,X
LJIZTSO,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O
LJIZTOS,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X
LJIZSTO,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
LJIZSOT,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,O,X
LJIZOTS,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X
LJIZOST,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X
LJIOTSZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LJIOTZS,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJIOSTZ,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
LJIOSZT,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X
LJIOZTS,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LJIOZST,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X
LJSTIZO,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X
LJSTIOZ,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LJSTZIO,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
LJSTZOI,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
LJSTOIZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSTOZI,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJSITZO,X,X,X,X,O,X,X,O,X,X,X,O,X,X,O,X,X
LJSITOZ,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,O,X
LJSIZTO,X,X,X,X,O,O,X,X,X,X,X,O,X,X,O,X,X
LJSIZOT,X,O,X,X,O,O,X,X,X,X,X,O,X,X,O,O,X
LJSIOTZ,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,O,X
LJSIOZT,X,O,X,X,O,O,X,X,X,X,X,O,X,X,O,O,X
LJSZTIO,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
LJSZTOI,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
LJSZITO,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LJSZIOT,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LJSZOTI,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJSZOIT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSOTIZ,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LJSOTZI,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJSOITZ,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LJSOIZT,X,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X
LJSOZTI,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJSOZIT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZTISO,X,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X,X
LJZTIOS,X,X,X,O,X,X,O,X,O,O,X,X,X,O,X,X,X
LJZTSIO,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
LJZTSOI,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
LJZTOIS,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
LJZTOSI,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
LJZITSO,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,O
LJZITOS,X,X,X,O,X,X,O,X,X,O,X,X,X,O,X,X,X
LJZISTO,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LJZISOT,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X
LJZIOTS,X,X,X,O,X,X,O,X,X,O,X,X,X,O,X,X,X
LJZIOST,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,O,X
LJZSTIO,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
LJZSTOI,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
LJZSITO,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X
LJZSIOT,X,O,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X
LJZSOTI,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
LJZSOIT,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZOTIS,X,X,X,O,X,X,O,X,O,O,X,X,X,X,X,X,X
LJZOTSI,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X
LJZOITS,X,X,X,O,X,X,O,X,O,O,X,X,X,O,X,X,X
LJZOIST,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X
LJZOSTI,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X
LJZOSIT,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LJOTISZ,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
LJOTIZS,X,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X
LJOTSIZ,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LJOTSZI,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LJOTZIS,X,X,X,X,X,X,O,X,O,O,X,X,O,X,X,X,X
LJOTZSI,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LJOITSZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LJOITZS,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJOISTZ,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X
LJOISZT,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,O,X
LJOIZTS,X,X,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X
LJOIZST,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X
LJOSTIZ,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LJOSTZI,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X
LJOSITZ,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LJOSIZT,X,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X
LJOSZTI,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X
