sequence,v115@BhB8GeB8HeC8DeA8BeC8BeA8KeT/IvhFOlBxiBFnB6?tB0pB3sB,v115@BhB8GeB8HeC8DeA8BeC8BeA8KeOEJvhFXgB5oBFnB8?sBzpBisB,v115@BhB8GeB8HeC8DeA8BeC8BeA8KeOFJvhFxiBTkBFnB6?tB3sB0pB,v115@BhB8GeB8HeC8DeA8BeC8BeA8KeOEJvhFXgBliB5oBa?sB8sBzpB,v115@BhB8GeB8HeC8DeA8BeC8BeA8Kex/IvhFmkBFnBXoB6?tB0pBTsB,v115@BhB8GeB8HeC8DeA8BeC8BeA8KeeIJvhF5oBikBFnB0?kBXqBTsB,v115@BhB8GeB8HeC8DeA8BeC8BeA8KeeIJvhF5oBikBFnBX?lB0pBTsB,v115@BhB8GeB8HeC8DeA8BeC8BeA8KeOFJvhFVnB5oBTkBy?sB0pB3sB,v115@BhB8GeB8HeC8DeA8BeC8BeA8Ke0/IvhFVnBaoB5oB/?pBOqBTsB,v115@BhB8GeB8HeC8DeA8BeC8BeA8KeXAJvhFVnBaoB5oB2?pBTsB0pB,v115@BhB8GeB8HeC8DeA8BeC8BeA8Kex/IvhFXiBUoBmpBT?sB6tBlpB
JZTLOIS,O,X,X,X,X,X,X,O,X,X,X
JZTLOSI,O,X,O,X,X,X,X,X,X,X,X
JZTSILO,O,X,X,O,O,X,X,X,X,X,X
JZTSIOL,O,X,X,O,O,X,X,X,X,X,X
JZTSLIO,O,X,X,O,O,X,X,X,X,X,X
JZTSLOI,O,X,X,X,O,X,X,X,X,X,X
JZTSOIL,O,X,X,O,O,X,X,X,X,X,X
JZTSOLI,O,X,X,X,O,X,X,X,X,X,X
JZTOILS,O,O,X,O,X,X,X,O,X,X,X
JZTOISL,O,O,X,O,O,X,X,X,X,X,X
JZTOLIS,O,O,X,O,X,X,X,O,X,X,X
JZTOLSI,O,O,O,O,X,X,X,X,X,X,X
JZTOSIL,O,O,X,O,O,X,X,X,X,X,X
JZTOSLI,O,O,X,O,O,X,X,X,X,X,X
JZITLSO,O,X,X,O,O,O,O,X,X,X,X
JZITLOS,O,X,X,X,X,O,X,O,X,X,X
JZITSLO,X,X,X,O,O,X,X,X,X,X,X
JZITSOL,O,X,X,O,O,X,X,X,X,X,X
JZITOLS,O,O,X,O,X,X,X,O,X,X,X
JZITOSL,O,O,X,O,O,X,X,X,X,X,X
JZILTSO,O,X,X,O,O,O,O,X,X,X,X
JZILTOS,O,X,X,O,X,O,X,X,X,X,X
JZILSTO,O,X,X,O,O,X,X,X,X,X,X
JZILSOT,O,X,X,O,X,X,X,X,X,X,X
JZILOTS,O,X,X,O,X,X,X,O,X,X,X
JZILOST,O,X,X,O,X,X,X,X,X,X,X
JZISTLO,O,X,X,O,O,X,X,X,X,X,X
JZISTOL,O,X,X,O,O,X,X,X,X,X,X
JZISLTO,O,X,X,O,O,X,X,X,X,X,X
JZISLOT,O,X,X,O,X,X,X,X,X,X,X
JZISOTL,O,X,X,O,O,X,X,X,X,O,X
JZISOLT,O,X,X,X,X,X,X,X,X,X,X
JZIOTLS,O,O,X,O,X,X,X,O,X,O,O
JZIOTSL,O,O,X,O,O,X,X,X,X,O,O
JZIOLTS,O,O,X,O,X,X,X,O,X,X,O
JZIOLST,O,O,X,O,X,X,X,X,X,X,O
JZIOSTL,O,O,X,O,O,X,X,X,X,O,O
JZIOSLT,O,O,X,O,X,X,X,X,X,X,O
JZLTISO,O,X,X,O,O,O,O,X,X,X,X
JZLTIOS,O,X,X,O,X,O,X,X,X,X,X
JZLTSIO,O,X,X,O,O,X,X,X,X,X,X
JZLTSOI,O,X,X,O,O,X,X,X,X,X,X
JZLTOIS,O,X,X,O,X,X,X,X,X,X,X
JZLTOSI,O,X,O,O,X,X,X,X,X,X,X
JZLITSO,O,X,X,O,O,O,O,X,X,X,X
JZLITOS,O,X,X,O,X,O,X,X,X,X,X
JZLISTO,O,X,X,O,O,X,X,X,X,X,X
JZLISOT,O,X,X,O,X,X,X,X,X,X,X
JZLIOTS,O,X,X,O,X,X,X,O,X,X,X
JZLIOST,O,X,X,O,X,X,X,X,X,X,X
JZLSTIO,O,X,O,O,O,X,X,X,X,X,X
JZLSTOI,O,X,O,O,O,X,X,X,X,X,X
JZLSITO,O,X,X,O,O,X,X,X,X,X,X
JZLSIOT,O,X,X,O,X,X,X,X,X,X,X
JZLSOTI,O,X,O,O,X,X,X,X,X,X,X
JZLSOIT,O,X,X,O,X,X,X,X,X,X,X
JZLOTIS,O,X,X,O,X,X,X,X,X,X,X
JZLOTSI,O,X,O,O,X,X,X,X,X,X,X
JZLOITS,O,X,X,O,X,X,X,O,X,X,X
JZLOIST,O,X,X,O,X,X,X,X,X,X,X
JZLOSTI,O,X,O,O,X,X,X,X,X,X,X
JZLOSIT,O,X,X,O,X,X,X,X,X,X,X
JZSTILO,O,X,X,O,O,X,X,X,X,X,X
JZSTIOL,O,X,X,O,O,X,X,X,X,X,X
JZSTLIO,O,X,O,O,O,X,X,X,X,X,X
JZSTLOI,O,X,O,X,O,X,X,X,X,X,X
JZSTOIL,O,X,X,O,O,X,X,X,X,X,X
JZSTOLI,O,X,O,X,O,X,X,X,X,X,X
JZSITLO,O,X,X,O,O,X,X,X,X,X,X
JZSITOL,O,X,X,O,O,X,X,X,X,X,X
JZSILTO,O,X,X,O,O,X,X,X,X,X,X
JZSILOT,O,X,X,O,X,X,X,X,X,X,X
JZSIOTL,O,X,X,O,O,X,X,X,X,O,X
JZSIOLT,O,X,X,X,X,X,X,X,X,X,X
JZSLTIO,O,X,O,O,O,X,X,X,X,X,X
JZSLTOI,O,X,O,O,O,X,X,X,X,X,X
JZSLITO,O,X,X,O,O,X,X,X,X,X,X
JZSLIOT,O,X,X,O,X,X,X,X,X,X,X
JZSLOTI,O,X,O,O,X,X,X,X,X,X,X
JZSLOIT,O,X,X,O,X,X,X,X,X,X,X
JZSOTIL,O,X,X,O,O,X,X,X,X,O,X
JZSOTLI,O,X,O,X,O,X,X,X,X,O,X
JZSOITL,O,X,X,O,O,X,X,X,X,O,X
JZSOILT,O,X,X,X,X,X,X,X,X,X,X
JZSOLTI,O,X,O,X,X,X,X,X,X,X,X
JZSOLIT,O,X,X,X,X,X,X,X,X,X,X
JZOTILS,O,O,X,O,X,X,X,O,X,O,O
JZOTISL,O,O,X,O,O,X,X,X,X,O,O
JZOTLIS,O,O,X,O,X,X,X,O,X,O,O
JZOTLSI,O,O,O,O,X,X,X,X,X,O,O
JZOTSIL,O,O,X,O,O,X,X,X,X,O,O
JZOTSLI,O,O,X,O,O,X,X,X,X,O,O
JZOITLS,O,O,X,O,X,X,X,O,X,O,O
JZOITSL,O,O,X,O,O,X,X,X,X,O,O
JZOILTS,O,O,X,O,X,X,X,O,X,X,O
JZOILST,O,O,X,O,X,X,X,X,X,X,O
JZOISTL,O,O,X,O,O,X,X,X,X,O,O
JZOISLT,O,O,X,O,X,X,X,X,X,X,O
JZOLTIS,O,O,X,O,X,X,X,X,X,X,O
JZOLTSI,O,O,O,O,X,X,X,X,X,X,O
JZOLITS,O,O,X,O,X,X,X,O,X,X,O
JZOLIST,O,O,X,O,X,X,X,X,X,X,O
JZOLSTI,O,O,O,O,X,X,X,X,X,X,O
JZOLSIT,O,O,X,O,X,X,X,X,X,X,O
JZOSTIL,O,O,X,O,O,X,X,X,X,O,O
JZOSTLI,O,O,O,O,O,X,X,X,X,O,O
JZOSITL,O,O,X,O,O,X,X,X,X,O,O
JZOSILT,O,O,X,O,X,X,X,X,X,X,O
JZOSLTI,O,O,O,O,X,X,X,X,X,X,O
JZOSLIT,O,O,X,O,X,X,X,X,X,X,O
JOTILSZ,X,X,O,O,X,X,O,O,O,O,X
JOTILZS,X,X,X,O,X,O,X,O,X,O,X
JOTISLZ,X,X,X,O,X,X,X,O,O,O,X
JOTISZL,X,O,X,O,X,X,X,X,O,O,O
JOTIZLS,O,O,X,O,X,X,X,O,X,O,O
JOTIZSL,O,O,X,O,X,X,X,X,X,O,O
JOTLISZ,X,X,O,O,X,X,O,O,O,O,X
JOTLIZS,O,X,X,O,X,O,X,O,X,O,X
JOTLSIZ,X,X,O,O,X,X,X,O,O,O,X
JOTLSZI,X,X,O,O,X,X,X,X,O,O,X
JOTLZIS,O,X,X,O,X,X,X,O,X,O,X
JOTLZSI,O,X,O,O,X,X,X,X,X,O,X
JOTSILZ,X,X,O,O,X,X,X,O,O,O,X
JOTSIZL,X,O,X,O,X,X,X,X,O,O,O
JOTSLIZ,X,X,O,O,X,X,X,O,O,O,X
JOTSLZI,X,X,O,O,X,X,X,X,O,O,X
JOTSZIL,X,O,X,O,X,X,X,X,O,O,O
JOTSZLI,X,O,O,O,X,X,X,X,O,O,O
JOTZILS,O,O,X,O,X,X,X,O,X,O,O
JOTZISL,O,O,X,O,X,X,X,X,X,O,O
JOTZLIS,O,O,X,O,X,X,X,O,X,O,O
JOTZLSI,O,O,O,O,X,X,X,X,X,O,O
JOTZSIL,O,O,X,O,X,X,X,X,X,O,O
JOTZSLI,O,O,X,O,X,X,X,X,X,O,O
JOITLSZ,X,X,O,O,X,X,O,O,O,O,X
JOITLZS,X,X,X,O,X,O,X,O,X,O,X
JOITSLZ,X,X,X,O,X,X,X,O,O,O,X
JOITSZL,X,O,X,O,X,X,X,X,O,O,O
JOITZLS,X,O,X,O,X,X,X,O,X,O,O
JOITZSL,X,O,X,O,X,X,X,X,X,O,O
JOILTSZ,X,X,O,O,X,X,O,O,X,O,X
JOILTZS,X,X,X,O,X,O,X,O,X,O,X
JOILSTZ,X,X,O,O,X,X,X,O,X,O,X
JOILSZT,X,O,X,O,X,X,X,X,X,X,O
JOILZTS,X,O,X,O,X,X,X,O,X,X,O
JOILZST,X,O,X,O,X,X,X,X,X,X,O
JOISTLZ,X,X,O,O,X,X,X,O,O,O,X
JOISTZL,X,O,X,O,X,X,X,X,O,O,O
JOISLTZ,X,X,O,O,X,X,X,O,X,O,X
JOISLZT,X,O,X,O,X,X,X,X,X,X,O
JOISZTL,X,O,X,O,X,X,X,X,O,O,O
JOISZLT,X,O,X,O,X,X,X,X,X,X,O
JOIZTLS,X,O,X,O,X,X,X,O,X,O,O
JOIZTSL,X,O,X,O,X,X,X,X,X,O,O
JOIZLTS,X,O,X,O,X,X,X,O,X,X,O
JOIZLST,X,O,X,O,X,X,X,X,X,X,O
JOIZSTL,X,O,X,O,X,X,X,X,X,O,O
JOIZSLT,X,O,X,O,X,X,X,X,X,X,O
JOLTISZ,X,X,O,O,X,X,O,O,X,O,X
JOLTIZS,O,X,X,O,X,O,X,O,X,O,X
JOLTSIZ,X,X,O,O,X,X,X,O,X,O,X
JOLTSZI,X,X,O,O,X,X,X,X,X,O,X
JOLTZIS,O,X,X,O,X,X,X,O,X,O,X
JOLTZSI,O,X,O,O,X,X,X,X,X,O,X
JOLITSZ,X,X,O,O,X,X,O,O,X,O,X
JOLITZS,X,X,X,O,X,O,X,O,X,O,X
JOLISTZ,X,X,O,O,X,X,X,O,X,O,X
JOLISZT,X,O,X,O,X,X,X,X,X,X,O
JOLIZTS,O,O,X,O,X,X,X,O,X,X,O
JOLIZST,O,O,X,O,X,X,X,X,X,X,O
JOLSTIZ,O,X,O,O,X,X,X,X,X,O,X
JOLSTZI,O,X,O,O,X,X,X,X,X,O,X
JOLSITZ,X,X,O,O,X,X,X,O,X,O,X
JOLSIZT,O,O,X,O,X,X,X,X,X,X,O
JOLSZTI,O,O,O,O,X,X,X,X,X,X,O
JOLSZIT,O,O,X,O,X,X,X,X,X,X,O
JOLZTIS,O,O,X,O,X,X,X,X,X,X,O
JOLZTSI,O,O,O,O,X,X,X,X,X,X,O
JOLZITS,O,O,X,O,X,X,X,O,X,X,O
JOLZIST,O,O,X,O,X,X,X,X,X,X,O
JOLZSTI,O,O,O,O,X,X,X,X,X,X,O
JOLZSIT,O,O,X,O,X,X,X,X,X,X,O
JOSTILZ,X,X,O,O,X,X,X,O,O,O,X
JOSTIZL,O,O,X,O,X,X,X,X,O,O,O
JOSTLIZ,O,X,O,O,X,X,X,O,O,O,X
JOSTLZI,O,X,O,O,X,X,X,X,O,O,X
JOSTZIL,O,O,X,O,X,X,X,X,O,O,O
JOSTZLI,O,O,O,O,X,X,X,X,O,O,O
JOSITLZ,X,X,O,O,X,X,X,O,O,O,X
JOSITZL,X,O,X,O,X,X,X,X,O,O,O
JOSILTZ,X,X,O,O,X,X,X,O,X,O,X
JOSILZT,X,O,X,O,X,X,X,X,X,X,O
JOSIZTL,X,O,X,O,X,X,X,X,O,O,O
JOSIZLT,X,O,X,O,X,X,X,X,X,X,O
JOSLTIZ,O,X,O,O,X,X,X,X,X,O,X
JOSLTZI,O,X,O,O,X,X,X,X,X,O,X
JOSLITZ,X,X,O,O,X,X,X,O,X,O,X
JOSLIZT,O,O,X,O,X,X,X,X,X,X,O
JOSLZTI,O,O,O,O,X,X,X,X,X,X,O
JOSLZIT,O,O,X,O,X,X,X,X,X,X,O
JOSZTIL,O,O,X,O,X,X,X,X,O,O,O
JOSZTLI,O,O,O,O,X,X,X,X,O,O,O
JOSZITL,O,O,X,O,X,X,X,X,O,O,O
JOSZILT,O,O,X,O,X,X,X,X,X,X,O
JOSZLTI,O,O,O,O,X,X,X,X,X,X,O
JOSZLIT,O,O,X,O,X,X,X,X,X,X,O
JOZTILS,O,O,X,O,X,X,X,O,X,O,O
JOZTISL,O,O,X,O,X,X,X,X,X,O,O
JOZTLIS,O,O,X,O,X,X,X,O,X,O,O
JOZTLSI,O,O,O,O,X,X,X,X,X,O,O
JOZTSIL,O,O,X,O,X,X,X,X,X,O,O
JOZTSLI,O,O,X,O,X,X,X,X,X,O,O
JOZITLS,O,O,X,O,X,X,X,O,X,O,O
JOZITSL,O,O,X,O,X,X,X,X,X,O,O
JOZILTS,O,O,X,O,X,X,X,O,X,X,O
JOZILST,O,O,X,O,X,X,X,X,X,X,O
JOZISTL,O,O,X,O,X,X,X,X,X,O,O
JOZISLT,O,O,X,O,X,X,X,X,X,X,O
JOZLTIS,O,O,X,O,X,X,X,X,X,X,O
JOZLTSI,O,O,O,O,X,X,X,X,X,X,O
JOZLITS,O,O,X,O,X,X,X,O,X,X,O
JOZLIST,O,O,X,O,X,X,X,X,X,X,O
JOZLSTI,O,O,O,O,X,X,X,X,X,X,O
JOZLSIT,O,O,X,O,X,X,X,X,X,X,O
JOZSTIL,O,O,X,O,X,X,X,X,X,O,O
JOZSTLI,O,O,O,O,X,X,X,X,X,O,O
JOZSITL,O,O,X,O,X,X,X,X,X,O,O
JOZSILT,O,O,X,O,X,X,X,X,X,X,O
JOZSLTI,O,O,O,O,X,X,X,X,X,X,O
JOZSLIT,O,O,X,O,X,X,X,X,X,X,O
STILJZO,O,X,O,O,X,X,X,X,O,X,X
STILJOZ,O,X,O,X,X,X,X,O,X,X,X
STILZJO,O,X,O,O,X,X,X,X,O,X,X
STILZOJ,O,X,O,O,X,X,X,X,O,X,X
STILOJZ,O,X,O,X,X,X,X,O,X,X,X
STILOZJ,O,X,O,X,X,X,X,X,O,X,X
STIJLZO,O,X,O,O,X,X,X,X,O,X,X
STIJLOZ,O,X,O,X,X,X,X,O,X,X,X
STIJZLO,O,X,X,O,X,X,X,X,O,X,X
STIJZOL,O,X,X,O,X,X,X,X,X,X,X
STIJOLZ,X,X,O,X,X,X,X,O,X,O,X
STIJOZL,O,X,X,X,X,X,X,X,X,O,X
STIZLJO,O,X,X,O,X,X,X,X,O,X,X
STIZLOJ,O,X,X,X,X,X,X,X,O,X,X
STIZJLO,O,X,X,O,O,X,X,X,O,X,X
STIZJOL,O,X,X,O,O,X,X,X,X,X,X
STIZOLJ,O,X,X,X,X,X,X,X,O,X,X
STIZOJL,O,X,X,O,X,X,X,X,O,X,X
STIOLJZ,X,X,O,X,X,X,X,O,O,O,X
STIOLZJ,X,X,O,X,X,X,X,X,O,O,X
STIOJLZ,X,X,O,X,X,X,X,O,O,O,X
STIOJZL,O,X,X,X,X,X,X,X,O,O,X
STIOZLJ,O,X,X,X,X,X,X,X,O,O,X
STIOZJL,O,X,X,X,X,X,X,X,O,O,X
STLIJZO,O,X,O,O,X,X,X,X,O,X,X
STLIJOZ,O,X,O,X,X,X,X,O,X,X,X
STLIZJO,O,X,O,O,X,X,X,X,O,X,X
STLIZOJ,O,X,O,O,X,X,X,X,O,X,X
STLIOJZ,O,X,O,X,X,X,X,O,X,X,X
STLIOZJ,O,X,O,X,X,X,X,X,O,X,X
STLJIZO,O,X,O,O,X,O,O,X,O,X,X
STLJIOZ,O,X,O,X,X,X,O,O,X,X,X
STLJZIO,O,X,O,O,X,X,X,X,O,X,X
STLJZOI,O,X,O,O,X,X,X,X,X,X,X
STLJOIZ,O,X,O,X,X,X,X,O,X,X,X
STLJOZI,O,X,O,X,X,X,X,X,X,X,X
STLZIJO,O,X,O,O,X,X,X,X,O,X,X
STLZIOJ,O,X,O,O,X,X,X,X,O,X,X
STLZJIO,O,X,O,O,O,X,X,X,O,X,X
STLZJOI,O,X,O,O,O,X,X,X,X,X,X
STLZOIJ,O,X,O,O,X,X,X,X,O,X,X
STLZOJI,O,X,O,O,X,X,X,X,X,X,X
STLOIJZ,O,X,O,X,X,X,X,O,X,X,X
STLOIZJ,O,X,O,X,X,X,X,X,O,X,X
STLOJIZ,O,X,O,X,X,X,X,O,X,X,X
STLOJZI,O,X,O,X,X,X,X,X,X,X,X
STLOZIJ,O,X,O,X,X,X,X,X,O,X,X
STLOZJI,O,X,O,X,X,X,X,X,X,X,X
STJILZO,O,X,O,O,X,O,O,X,O,X,X
STJILOZ,O,X,O,X,X,X,O,O,X,X,X
STJIZLO,O,X,X,O,X,X,X,X,O,X,X
STJIZOL,O,X,X,O,X,X,X,X,X,X,X
STJIOLZ,X,X,O,X,X,X,X,O,X,O,X
STJIOZL,O,X,X,X,X,X,X,X,X,O,X
STJLIZO,O,X,O,O,X,O,O,X,O,X,X
STJLIOZ,O,X,O,X,X,X,O,O,X,X,X
STJLZIO,O,X,O,O,X,X,X,X,O,X,X
STJLZOI,O,X,O,O,X,X,X,X,X,X,X
STJLOIZ,O,X,O,X,X,X,X,O,X,X,X
STJLOZI,O,X,O,X,X,X,X,X,X,X,X
STJZILO,O,X,X,O,O,X,X,X,O,X,X
STJZIOL,O,X,X,O,O,X,X,X,X,X,X
STJZLIO,O,X,O,O,O,X,X,X,O,X,X
STJZLOI,O,X,O,X,O,X,X,X,X,X,X
STJZOIL,O,X,X,O,O,X,X,X,X,X,X
STJZOLI,O,X,O,X,O,X,X,X,X,X,X
STJOILZ,X,X,O,X,X,X,X,O,X,O,X
STJOIZL,O,X,X,X,X,X,X,X,X,O,X
STJOLIZ,O,X,O,X,X,X,X,O,X,O,X
STJOLZI,O,X,O,X,X,X,X,X,X,O,X
STJOZIL,O,X,X,X,X,X,X,X,X,O,X
STJOZLI,O,X,O,X,X,X,X,X,X,O,X
STZILJO,O,X,X,O,X,X,X,X,O,X,X
STZILOJ,O,X,X,X,X,X,X,X,O,X,X
STZIJLO,O,X,X,O,O,X,X,X,O,X,X
STZIJOL,O,X,X,O,O,X,X,X,X,X,X
STZIOLJ,O,X,X,X,X,X,X,X,O,X,X
STZIOJL,O,X,X,O,X,X,X,X,O,X,X
STZLIJO,O,X,O,O,X,X,X,X,O,X,X
STZLIOJ,O,X,O,X,X,X,X,X,O,X,X
STZLJIO,O,X,O,O,O,X,X,X,O,X,X
STZLJOI,O,X,O,X,O,X,X,X,X,X,X
STZLOIJ,O,X,O,X,X,X,X,X,O,X,X
STZLOJI,O,X,O,X,X,X,X,X,X,X,X
STZJILO,O,X,X,O,O,X,X,X,O,X,X
STZJIOL,O,X,X,O,O,X,X,X,X,X,X
STZJLIO,O,X,O,O,O,X,X,X,O,X,X
STZJLOI,O,X,O,X,O,X,X,X,X,X,X
STZJOIL,O,X,X,O,O,X,X,X,X,X,X
STZJOLI,O,X,O,X,O,X,X,X,X,X,X
STZOILJ,O,X,X,X,X,X,X,X,O,X,X
STZOIJL,O,X,X,O,X,X,X,X,O,X,X
STZOLIJ,O,X,O,X,X,X,X,X,O,X,X
STZOLJI,O,X,O,X,X,X,X,X,O,X,X
STZOJIL,O,X,X,O,O,X,X,X,O,X,X
STZOJLI,O,X,O,X,O,X,X,X,O,X,X
STOILJZ,X,X,O,X,X,X,X,O,O,O,X
STOILZJ,X,X,O,X,X,X,X,X,O,O,X
STOIJLZ,X,X,O,X,X,X,X,O,O,O,X
STOIJZL,O,X,X,X,X,X,X,X,O,O,X
STOIZLJ,O,X,X,X,X,X,X,X,O,O,X
STOIZJL,O,X,X,X,X,X,X,X,O,O,X
STOLIJZ,O,X,O,X,X,X,X,O,O,O,X
STOLIZJ,O,X,O,X,X,X,X,X,O,O,X
STOLJIZ,O,X,O,X,X,X,X,O,O,O,X
STOLJZI,O,X,O,X,X,X,X,X,O,O,X
STOLZIJ,O,X,O,X,X,X,X,X,O,O,X
STOLZJI,O,X,O,X,X,X,X,X,O,O,X
STOJILZ,X,X,O,X,X,X,X,O,O,O,X
STOJIZL,O,X,X,X,X,X,X,X,O,O,X
STOJLIZ,O,X,O,X,X,X,X,O,O,O,X
STOJLZI,O,X,O,X,X,X,X,X,O,O,X
STOJZIL,O,X,X,X,X,X,X,X,O,O,X
STOJZLI,O,X,O,X,X,X,X,X,O,O,X
STOZILJ,O,X,X,X,X,X,X,X,O,O,X
STOZIJL,O,X,X,X,X,X,X,X,O,O,X
STOZLIJ,O,X,O,X,X,X,X,X,O,O,X
STOZLJI,O,X,O,X,X,X,X,X,O,O,X
STOZJIL,O,X,X,X,O,X,X,X,O,O,X
STOZJLI,O,X,O,X,O,X,X,X,O,O,X
SITLJZO,O,X,O,O,X,X,X,X,O,X,X
SITLJOZ,O,X,O,X,X,X,X,O,X,X,X
SITLZJO,O,X,O,O,X,X,X,X,O,X,X
SITLZOJ,O,X,O,O,X,X,X,X,O,X,X
SITLOJZ,O,X,O,X,X,X,X,O,X,X,X
SITLOZJ,O,X,O,X,X,X,X,X,O,X,X
SITJLZO,O,X,O,O,X,X,X,X,O,X,X
SITJLOZ,O,X,O,X,X,X,X,O,X,X,X
SITJZLO,O,X,X,O,X,X,X,X,O,X,X
SITJZOL,O,X,X,O,X,X,X,X,X,X,X
SITJOLZ,X,X,O,X,X,X,X,O,X,O,X
SITJOZL,O,X,X,X,X,X,X,X,X,O,X
SITZLJO,O,X,X,O,X,X,X,X,O,X,X
SITZLOJ,O,X,X,X,X,X,X,X,O,X,X
SITZJLO,O,X,X,O,O,X,X,X,O,X,X
SITZJOL,O,X,X,O,O,X,X,X,X,X,X
SITZOLJ,O,X,X,X,X,X,X,X,O,X,X
SITZOJL,O,X,X,O,X,X,X,X,O,X,X
SITOLJZ,X,X,O,X,X,X,X,O,O,O,X
SITOLZJ,X,X,O,X,X,X,X,X,O,O,X
SITOJLZ,X,X,O,X,X,X,X,O,O,O,X
SITOJZL,O,X,X,X,X,X,X,X,O,O,X
SITOZLJ,O,X,X,X,X,X,X,X,O,O,X
SITOZJL,O,X,X,X,X,X,X,X,O,O,X
SILTJZO,O,X,O,O,X,X,X,X,O,X,X
SILTJOZ,O,X,O,X,X,X,X,X,X,X,X
SILTZJO,O,X,O,O,X,X,X,X,O,X,X
SILTZOJ,O,X,O,O,X,X,X,X,O,X,X
SILTOJZ,O,X,O,X,X,X,X,X,X,X,X
SILTOZJ,O,X,O,X,X,X,X,X,O,X,X
SILJTZO,O,X,O,O,X,O,O,X,X,X,X
SILJTOZ,O,X,O,X,X,X,O,X,X,X,X
SILJZTO,O,X,X,O,X,X,X,X,X,X,X
SILJZOT,O,X,X,O,X,X,X,X,X,X,X
SILJOTZ,X,X,O,X,X,X,X,O,X,O,X
SILJOZT,O,X,X,O,X,X,X,X,X,X,X
SILZTJO,O,X,X,O,X,X,X,X,O,X,X
SILZTOJ,O,X,X,O,X,X,X,X,O,X,X
SILZJTO,O,X,X,O,X,X,X,X,X,X,X
SILZJOT,O,X,X,O,X,X,X,X,X,X,X
SILZOTJ,O,X,X,O,X,X,X,X,O,X,X
SILZOJT,O,X,X,O,X,X,X,X,X,X,X
SILOTJZ,X,X,O,O,X,X,X,X,O,O,X
SILOTZJ,X,X,O,O,X,X,X,X,O,O,X
SILOJTZ,X,X,O,O,X,X,X,O,X,O,X
SILOJZT,O,X,X,O,X,X,X,X,X,X,X
SILOZTJ,O,X,X,O,X,X,X,X,O,X,X
SILOZJT,O,X,X,O,X,X,X,X,X,X,X
SIJTLZO,O,X,O,O,X,O,O,X,O,X,X
SIJTLOZ,O,X,O,X,X,X,O,O,X,X,X
SIJTZLO,O,X,X,O,X,X,X,X,O,X,X
SIJTZOL,O,X,X,O,X,X,X,X,X,X,X
SIJTOLZ,X,X,O,X,X,X,X,O,X,O,X
SIJTOZL,O,X,X,X,X,X,X,X,X,O,X
SIJLTZO,O,X,O,O,X,O,O,X,X,X,X
SIJLTOZ,O,X,O,X,X,X,O,X,X,X,X
SIJLZTO,O,X,X,O,X,X,X,X,X,X,X
SIJLZOT,O,X,X,O,X,X,X,X,X,X,X
SIJLOTZ,X,X,O,X,X,X,X,O,X,O,X
SIJLOZT,O,X,X,O,X,X,X,X,X,X,X
SIJZTLO,O,X,X,O,X,X,X,X,O,X,X
SIJZTOL,O,X,X,O,X,X,X,X,X,X,X
SIJZLTO,O,X,X,O,X,X,X,X,X,X,X
SIJZLOT,O,X,X,O,X,X,X,X,X,X,X
SIJZOTL,O,X,X,O,X,X,X,X,O,O,X
SIJZOLT,O,X,X,X,X,X,X,X,X,X,X
SIJOTLZ,X,X,O,X,X,X,X,O,O,O,X
SIJOTZL,X,X,X,X,X,X,X,X,O,O,X
SIJOLTZ,X,X,O,X,X,X,X,O,X,O,X
SIJOLZT,X,X,X,O,X,X,X,X,X,X,X
SIJOZTL,X,X,X,O,X,X,X,X,O,O,X
SIJOZLT,X,X,X,X,X,X,X,X,X,X,X
SIZTLJO,O,X,X,O,X,X,X,X,O,X,X
SIZTLOJ,O,X,X,X,X,X,X,X,O,X,X
SIZTJLO,O,X,X,O,O,X,X,X,O,X,X
SIZTJOL,O,X,X,O,O,X,X,X,X,X,X
SIZTOLJ,O,O,X,O,X,X,X,X,O,X,X
SIZTOJL,O,O,X,O,X,X,X,X,O,X,X
SIZLTJO,O,X,X,O,X,X,X,X,O,X,X
SIZLTOJ,O,X,X,O,X,X,X,X,O,X,X
SIZLJTO,O,X,X,O,X,X,X,X,X,X,X
SIZLJOT,O,X,X,O,X,X,X,X,X,X,X
SIZLOTJ,O,X,X,O,X,X,X,X,O,X,X
SIZLOJT,O,X,X,O,X,X,X,X,X,X,X
SIZJTLO,O,X,X,O,O,X,X,X,O,X,X
SIZJTOL,O,X,X,O,O,X,X,X,X,X,X
SIZJLTO,O,X,X,O,O,X,X,X,X,X,X
SIZJLOT,O,X,X,O,X,X,X,X,X,X,X
SIZJOTL,O,X,X,O,O,X,X,X,O,O,X
SIZJOLT,O,X,X,X,X,X,X,X,X,X,X
SIZOTLJ,O,O,X,O,X,X,X,X,O,O,X
SIZOTJL,O,O,X,O,X,X,X,X,O,O,X
SIZOLTJ,O,O,X,O,X,X,X,X,O,X,X
SIZOLJT,O,O,X,O,X,X,X,X,X,X,X
SIZOJTL,O,O,X,O,X,X,X,X,O,O,X
SIZOJLT,O,O,X,O,X,X,X,X,X,X,X
SIOTLJZ,X,X,O,O,X,X,X,O,O,O,X
SIOTLZJ,X,X,O,O,X,X,X,X,O,O,X
SIOTJLZ,X,X,O,O,X,X,X,O,O,O,X
SIOTJZL,X,O,X,O,X,X,X,X,O,O,X
SIOTZLJ,X,O,X,O,X,X,X,X,O,O,X
SIOTZJL,X,O,X,O,X,X,X,X,O,O,X
