sequence,v115@HhA8IeD8FeF8CeA8Jel/IvhF3gBcmBxiBSsBToB2xB,v115@HhA8IeD8FeF8CeA8Jel/IvhF3gBUiBGjBTmBxsByxB,v115@HhA8IeD8FeF8CeA8Je0/IvhFlgBxiB2rBqsBToBfsB,v115@HhA8IeD8FeF8CeA8Jel/IvhF3gBRiB+oBTmB0sBisB,v115@HhA8IeD8FeF8CeA8Je0/IvhFlgB3hB+oBxrBatBTsB,v115@HhA8IeD8FeF8CeA8Je0/IvhFlgBxiB2rBStBfsBzsB,v115@HhA8IeD8FeF8CeA8Je0/IvhFTjBRmBSsBmlBXtBFsB,v115@HhA8IeD8FeF8CeA8Jel/IvhFRhBTjBmlBCnBcsBXtB
JOLIZTS,O,X,O,X,X,O,X,X
JOLIZST,O,X,O,X,X,O,X,X
JOLSTIZ,X,X,O,O,X,O,X,O
JOLSTZI,X,X,O,O,X,O,X,O
JOLSITZ,X,X,O,O,X,O,X,O
JOLSIZT,X,X,O,X,X,O,X,X
JOLSZTI,X,X,O,O,X,O,X,O
JOLSZIT,X,X,O,O,X,O,X,X
JOLZTIS,O,X,O,O,X,O,X,X
JOLZTSI,O,X,O,O,X,O,X,X
JOLZITS,O,X,O,O,X,O,X,X
JOLZIST,O,X,O,O,X,O,X,X
JOLZSTI,O,X,O,O,X,O,X,X
JOLZSIT,O,X,O,O,X,O,X,X
JOSTILZ,X,O,X,O,X,X,X,O
JOSTIZL,X,O,X,O,X,X,X,X
JOSTLIZ,X,X,O,O,X,X,X,O
JOSTLZI,X,X,O,O,X,X,X,O
JOSTZIL,O,O,X,O,X,X,X,X
JOSTZLI,O,O,O,O,X,X,X,O
JOSITLZ,X,O,X,O,X,X,X,O
JOSITZL,X,O,X,O,X,X,X,X
JOSILTZ,X,O,X,O,X,X,X,O
JOSILZT,X,O,X,X,X,X,X,X
JOSIZTL,X,O,X,O,X,X,X,X
JOSIZLT,X,O,X,O,X,X,X,X
JOSLTIZ,X,X,O,O,X,X,X,O
JOSLTZI,X,X,O,O,X,X,X,O
JOSLITZ,X,X,O,O,X,X,X,O
JOSLIZT,X,X,O,X,X,X,X,X
JOSLZTI,X,X,O,O,X,X,X,O
JOSLZIT,X,X,O,O,X,X,X,X
JOSZTIL,O,O,X,O,X,X,X,X
JOSZTLI,O,O,O,O,X,X,X,O
JOSZITL,O,O,X,O,X,X,X,X
JOSZILT,X,O,X,O,X,X,X,X
JOSZLTI,O,O,O,O,X,X,X,O
JOSZLIT,O,X,O,O,X,X,X,X
JOZTILS,X,O,O,O,O,X,X,X
JOZTISL,O,O,X,O,O,X,X,X
JOZTLIS,O,X,O,O,X,O,X,X
JOZTLSI,O,O,O,O,X,O,X,X
JOZTSIL,O,O,X,O,X,X,X,X
JOZTSLI,O,O,O,O,X,X,X,X
JOZITLS,X,O,O,O,O,X,X,X
JOZITSL,O,O,X,O,O,X,X,X
JOZILTS,X,O,O,O,O,X,X,X
JOZILST,X,O,O,O,O,X,X,X
JOZISTL,O,O,X,O,O,X,X,X
JOZISLT,X,O,X,O,O,X,X,X
JOZLTIS,O,X,O,O,X,O,X,X
JOZLTSI,O,O,O,O,X,O,X,X
JOZLITS,O,X,O,O,X,O,X,X
JOZLIST,O,X,O,O,X,O,X,X
JOZLSTI,O,O,O,O,X,O,X,X
JOZLSIT,O,X,O,O,X,O,X,X
JOZSTIL,O,O,X,O,X,X,X,X
JOZSTLI,O,O,O,O,X,X,X,X
JOZSITL,O,O,X,O,X,X,X,X
JOZSILT,X,O,X,O,X,X,X,X
JOZSLTI,O,O,O,O,X,X,X,X
JOZSLIT,O,X,O,O,X,X,X,X
STILJZO,X,O,X,X,O,X,X,X
STILJOZ,X,X,X,X,O,X,X,O
STILZJO,X,O,X,X,O,X,X,X
STILZOJ,X,X,X,X,X,X,O,X
STILOJZ,X,X,X,X,X,X,X,O
STILOZJ,X,X,X,X,X,X,O,X
STIJLZO,X,O,X,X,O,X,X,X
STIJLOZ,X,X,X,X,O,X,X,O
STIJZLO,X,O,X,X,O,X,X,X
STIJZOL,X,O,X,X,O,X,X,X
STIJOLZ,X,O,X,O,O,X,X,O
STIJOZL,X,O,X,O,O,X,X,X
STIZLJO,O,O,X,X,O,X,X,X
STIZLOJ,O,X,X,X,X,X,O,X
STIZJLO,X,O,X,X,O,X,X,X
STIZJOL,X,O,X,X,O,X,X,X
STIZOLJ,O,X,X,X,X,X,O,X
STIZOJL,O,O,X,X,O,X,X,X
STIOLJZ,X,O,X,X,X,X,X,O
STIOLZJ,X,O,X,X,X,X,O,X
STIOJLZ,X,O,X,O,O,X,X,O
STIOJZL,X,O,X,O,O,X,X,X
STIOZLJ,O,O,X,X,X,X,O,X
STIOZJL,O,O,X,O,O,X,X,X
STLIJZO,X,O,X,X,X,X,X,X
STLIJOZ,X,X,X,X,X,X,X,O
STLIZJO,O,O,X,X,X,X,X,X
STLIZOJ,O,X,X,X,X,X,O,X
STLIOJZ,X,X,X,X,X,X,X,O
STLIOZJ,X,X,X,X,X,X,O,X
STLJIZO,X,X,X,X,X,O,X,X
STLJIOZ,X,X,X,X,X,O,X,O
STLJZIO,X,X,X,X,X,O,X,X
STLJZOI,X,X,O,X,X,O,X,O
STLJOIZ,X,X,O,O,X,O,X,O
STLJOZI,X,X,O,O,X,O,X,O
STLZIJO,O,X,X,X,X,X,X,X
STLZIOJ,O,X,X,X,X,X,O,X
STLZJIO,O,X,X,X,X,O,X,X
STLZJOI,O,X,O,X,X,O,X,O
STLZOIJ,O,X,X,X,X,X,O,X
STLZOJI,O,X,O,X,X,X,X,O
STLOIJZ,X,O,X,X,X,X,X,O
STLOIZJ,O,O,X,X,X,X,O,X
STLOJIZ,X,X,O,O,X,X,X,O
STLOJZI,X,X,O,O,X,X,X,O
STLOZIJ,O,O,X,X,X,X,O,X
STLOZJI,O,O,O,O,X,X,X,O
STJILZO,X,O,X,X,O,X,X,X
STJILOZ,X,X,X,X,O,X,X,O
STJIZLO,X,O,X,X,O,X,X,X
STJIZOL,X,O,X,X,O,X,X,X
STJIOLZ,X,X,X,O,O,X,X,O
STJIOZL,X,O,X,O,O,X,X,X
STJLIZO,X,X,X,X,X,O,X,X
STJLIOZ,X,X,X,X,X,O,X,O
STJLZIO,X,X,X,X,X,O,X,X
STJLZOI,X,X,O,X,X,O,X,O
STJLOIZ,X,X,O,O,X,O,X,O
STJLOZI,X,X,O,O,X,O,X,O
STJZILO,X,X,X,X,O,X,X,X
STJZIOL,X,X,X,X,O,X,X,X
STJZLIO,O,X,X,X,X,O,X,X
STJZLOI,O,X,O,X,X,O,X,O
STJZOIL,O,X,X,O,X,X,X,X
STJZOLI,O,X,O,O,X,X,X,O
STJOILZ,X,O,X,O,X,X,X,O
STJOIZL,X,O,X,O,X,X,X,X
STJOLIZ,X,X,O,O,X,X,X,O
STJOLZI,X,X,O,O,X,X,X,O
STJOZIL,O,O,X,O,X,X,X,X
STJOZLI,O,O,O,O,X,X,X,O
STZILJO,O,O,X,X,O,X,X,X
STZILOJ,O,X,X,X,X,X,O,X
STZIJLO,X,O,X,X,O,X,X,X
STZIJOL,X,O,X,X,O,X,X,X
STZIOLJ,O,X,X,X,X,X,O,X
STZIOJL,O,O,X,X,O,X,X,X
STZLIJO,O,X,X,X,X,X,X,X
STZLIOJ,O,X,X,X,X,X,O,X
STZLJIO,O,X,X,X,X,O,X,X
STZLJOI,O,X,O,X,X,O,X,O
STZLOIJ,O,X,X,X,X,X,O,X
STZLOJI,O,X,O,X,X,X,X,O
STZJILO,X,X,X,X,O,X,X,X
STZJIOL,X,X,X,X,O,X,X,X
STZJLIO,O,X,X,X,X,O,X,X
STZJLOI,O,X,O,X,X,O,X,O
STZJOIL,O,X,X,O,X,X,X,X
STZJOLI,O,X,O,O,X,X,X,O
STZOILJ,O,O,X,X,X,X,O,X
STZOIJL,O,O,X,O,X,X,X,X
STZOLIJ,O,O,X,X,X,X,O,X
STZOLJI,O,O,O,O,X,X,X,O
STZOJIL,O,O,X,O,X,X,X,X
STZOJLI,O,O,O,O,X,X,X,O
STOILJZ,X,O,X,X,X,X,X,O
STOILZJ,O,O,X,X,X,X,O,X
STOIJLZ,X,O,X,O,X,X,X,O
STOIJZL,X,O,X,O,X,X,X,X
STOIZLJ,O,O,X,X,X,X,O,X
STOIZJL,O,O,X,O,X,X,X,X
STOLIJZ,X,O,X,X,X,X,X,O
STOLIZJ,O,O,X,X,X,X,O,X
STOLJIZ,X,X,O,O,X,X,X,O
STOLJZI,X,X,O,O,X,X,X,O
STOLZIJ,O,O,X,X,X,X,O,X
STOLZJI,O,O,O,O,X,X,X,O
STOJILZ,X,O,X,O,X,X,X,O
STOJIZL,X,O,X,O,X,X,X,X
STOJLIZ,X,X,O,O,X,X,X,O
STOJLZI,X,X,O,O,X,X,X,O
STOJZIL,O,O,X,O,X,X,X,X
STOJZLI,O,O,O,O,X,X,X,O
STOZILJ,O,O,X,X,X,X,O,X
STOZIJL,O,O,X,O,X,X,X,X
STOZLIJ,O,O,X,X,X,X,O,X
STOZLJI,O,O,O,O,X,X,X,O
STOZJIL,O,O,X,O,X,X,X,X
STOZJLI,O,O,O,O,X,X,X,O
SITLJZO,X,O,X,X,O,X,X,X
SITLJOZ,X,X,X,X,O,X,X,O
SITLZJO,X,O,X,X,O,X,X,X
SITLZOJ,X,X,X,X,X,X,O,X
SITLOJZ,X,X,X,X,X,X,X,O
SITLOZJ,X,X,X,X,X,X,O,X
SITJLZO,X,O,X,X,O,X,X,X
SITJLOZ,X,X,X,X,O,X,X,O
SITJZLO,X,O,X,X,O,X,X,X
SITJZOL,X,O,X,X,O,X,X,X
SITJOLZ,X,O,X,O,O,X,X,O
SITJOZL,X,O,X,O,O,X,X,X
SITZLJO,O,O,X,X,O,X,X,X
SITZLOJ,O,X,X,X,X,X,O,X
SITZJLO,X,O,X,X,O,X,X,X
SITZJOL,X,O,X,X,O,X,X,X
SITZOLJ,O,X,X,X,X,X,O,X
SITZOJL,O,O,X,X,O,X,X,X
SITOLJZ,X,O,X,X,X,X,X,O
SITOLZJ,X,O,X,X,X,X,O,X
SITOJLZ,X,O,X,O,O,X,X,O
SITOJZL,X,O,X,O,O,X,X,X
SITOZLJ,O,O,X,X,X,X,O,X
SITOZJL,O,O,X,O,O,X,X,X
SILTJZO,X,O,X,X,O,X,X,X
SILTJOZ,X,X,X,X,O,X,X,O
SILTZJO,X,O,X,X,O,X,X,X
SILTZOJ,X,X,X,X,X,X,O,X
SILTOJZ,X,X,X,X,X,X,X,O
SILTOZJ,X,X,X,X,X,X,O,X
SILJTZO,X,O,X,X,O,X,X,X
SILJTOZ,X,X,X,X,O,X,X,O
SILJZTO,X,O,X,X,O,X,X,X
SILJZOT,X,X,X,X,O,X,O,X
SILJOTZ,X,X,X,X,O,X,X,O
SILJOZT,X,X,X,X,O,X,O,X
SILZTJO,X,O,X,X,O,X,X,X
SILZTOJ,X,X,X,X,X,X,O,X
SILZJTO,X,O,X,X,O,X,X,X
SILZJOT,X,X,X,X,O,X,O,X
SILZOTJ,X,X,X,X,X,X,O,X
SILZOJT,X,X,X,X,X,X,O,X
SILOTJZ,X,X,X,X,X,X,X,O
SILOTZJ,X,X,X,X,X,X,O,X
SILOJTZ,X,X,X,X,X,X,X,O
SILOJZT,X,X,X,X,X,X,O,X
SILOZTJ,X,X,X,X,X,X,O,X
SILOZJT,X,X,X,X,X,X,O,X
SIJTLZO,X,O,X,X,O,X,X,X
SIJTLOZ,X,X,X,X,O,X,X,O
SIJTZLO,X,O,X,X,O,X,X,X
SIJTZOL,X,O,X,X,O,X,X,X
SIJTOLZ,X,O,X,O,O,X,X,O
SIJTOZL,X,O,X,O,O,X,X,X
SIJLTZO,X,O,X,X,O,X,X,X
SIJLTOZ,X,X,X,X,O,X,X,O
SIJLZTO,X,O,X,X,O,X,X,X
SIJLZOT,X,X,X,X,O,X,O,X
SIJLOTZ,X,X,X,X,O,X,X,O
SIJLOZT,X,X,X,X,O,X,O,X
SIJZTLO,X,O,X,X,O,X,X,X
SIJZTOL,X,O,X,X,O,X,X,X
SIJZLTO,X,O,X,X,O,X,X,X
SIJZLOT,X,X,X,X,O,X,O,X
SIJZOTL,X,O,X,X,O,X,X,X
SIJZOLT,X,X,X,X,O,X,O,X
SIJOTLZ,X,O,X,O,O,X,X,O
SIJOTZL,X,O,X,O,O,X,X,X
SIJOLTZ,X,O,X,O,O,X,X,O
SIJOLZT,X,O,X,X,O,X,O,X
SIJOZTL,X,O,X,O,O,X,X,X
SIJOZLT,X,O,X,O,O,X,O,X
SIZTLJO,O,O,X,X,O,X,X,X
SIZTLOJ,O,X,X,X,X,X,O,X
SIZTJLO,X,O,X,X,O,X,X,X
SIZTJOL,X,O,X,X,O,X,X,X
SIZTOLJ,O,X,X,X,X,X,O,X
SIZTOJL,O,O,X,X,O,X,X,X
SIZLTJO,O,O,X,X,O,X,X,X
SIZLTOJ,O,X,X,X,X,X,O,X
SIZLJTO,O,O,X,X,O,X,X,X
SIZLJOT,X,X,X,X,O,X,O,X
SIZLOTJ,O,X,X,X,X,X,O,X
SIZLOJT,O,X,X,X,X,X,O,X
SIZJTLO,X,O,X,X,O,X,X,X
SIZJTOL,X,O,X,X,O,X,X,X
SIZJLTO,X,O,X,X,O,X,X,X
SIZJLOT,X,X,X,X,O,X,O,X
SIZJOTL,X,O,X,X,O,X,X,X
SIZJOLT,X,X,X,X,O,X,O,X
SIZOTLJ,O,X,X,X,X,X,O,X
SIZOTJL,O,O,X,X,O,X,X,X
SIZOLTJ,O,X,X,X,X,X,O,X
SIZOLJT,O,X,X,X,X,X,O,X
SIZOJTL,O,O,X,X,O,X,X,X
SIZOJLT,X,X,X,X,O,X,O,X
SIOTLJZ,X,O,X,X,X,X,X,O
SIOTLZJ,X,O,X,X,X,X,O,X
SIOTJLZ,X,O,X,O,O,X,X,O
SIOTJZL,X,O,X,O,O,X,X,X
SIOTZLJ,O,O,X,X,X,X,O,X
SIOTZJL,O,O,X,O,O,X,X,X
SIOLTJZ,X,O,X,X,X,X,X,O
SIOLTZJ,X,O,X,X,X,X,O,X
SIOLJTZ,X,O,X,X,X,X,X,O
SIOLJZT,X,O,X,X,X,X,O,X
SIOLZTJ,X,O,X,X,X,X,O,X
SIOLZJT,X,O,X,X,X,X,O,X
SIOJTLZ,X,O,X,O,O,X,X,O
SIOJTZL,X,O,X,O,O,X,X,X
SIOJLTZ,X,O,X,O,O,X,X,O
SIOJLZT,X,O,X,X,O,X,O,X
SIOJZTL,X,O,X,O,O,X,X,X
SIOJZLT,X,O,X,O,O,X,O,X
SIOZTLJ,O,O,X,X,X,X,O,X
SIOZTJL,O,O,X,O,O,X,X,X
SIOZLTJ,O,O,X,X,X,X,O,X
SIOZLJT,O,O,X,X,X,X,O,X
SIOZJTL,O,O,X,O,O,X,X,X
SIOZJLT,X,O,X,O,O,X,O,X
SLTIJZO,X,O,X,X,X,X,X,X
SLTIJOZ,X,X,X,X,X,X,X,O
SLTIZJO,O,O,X,X,X,X,X,X
SLTIZOJ,O,X,X,X,X,X,O,X
SLTIOJZ,X,X,X,X,X,X,X,O
SLTIOZJ,X,X,X,X,X,X,O,X
SLTJIZO,X,X,X,X,X,O,X,X
SLTJIOZ,X,X,X,X,X,O,X,O
SLTJZIO,X,X,X,X,X,O,X,X
SLTJZOI,X,X,O,X,X,O,X,O
SLTJOIZ,X,X,O,O,X,O,X,O
SLTJOZI,X,X,O,O,X,O,X,O
SLTZIJO,O,X,X,X,X,X,X,X
SLTZIOJ,O,X,X,X,X,X,O,X
SLTZJIO,O,X,X,X,X,O,X,X
SLTZJOI,O,X,O,X,X,O,X,O
SLTZOIJ,O,X,X,X,X,X,O,X
SLTZOJI,O,X,O,X,X,X,X,O
SLTOIJZ,X,O,X,X,X,X,X,O
SLTOIZJ,O,O,X,X,X,X,O,X
SLTOJIZ,X,X,O,O,X,X,X,O
SLTOJZI,X,X,O,O,X,X,X,O
SLTOZIJ,O,O,X,X,X,X,O,X
SLTOZJI,O,O,O,O,X,X,X,O
SLITJZO,X,O,X,X,X,X,X,X
SLITJOZ,X,X,X,X,X,X,X,O
SLITZJO,O,O,X,X,X,X,X,X
SLITZOJ,O,X,X,X,X,X,O,X
SLITOJZ,X,X,X,X,X,X,X,O
SLITOZJ,X,X,X,X,X,X,O,X
SLIJTZO,X,O,X,X,X,X,X,X
SLIJTOZ,X,X,X,X,X,X,X,O
SLIJZTO,X,O,X,X,X,X,X,X
SLIJZOT,X,X,X,X,X,X,O,X
SLIJOTZ,X,X,X,X,X,X,X,O
SLIJOZT,X,X,X,X,X,X,O,X
SLIZTJO,O,O,X,X,X,X,X,X
SLIZTOJ,O,X,X,X,X,X,O,X
SLIZJTO,O,O,X,X,X,X,X,X
SLIZJOT,X,X,X,X,X,X,O,X
SLIZOTJ,O,X,X,X,X,X,O,X
SLIZOJT,X,X,X,X,X,X,O,X
SLIOTJZ,X,X,X,X,X,X,X,O
SLIOTZJ,X,X,X,X,X,X,O,X
SLIOJTZ,X,X,X,X,X,X,X,O
SLIOJZT,X,X,X,X,X,X,O,X
SLIOZTJ,X,X,X,X,X,X,O,X
SLIOZJT,X,X,X,X,X,X,O,X
SLJTIZO,X,X,X,X,X,O,X,X
SLJTIOZ,X,X,X,X,X,O,X,O
SLJTZIO,X,X,X,X,X,O,X,X
SLJTZOI,X,X,O,X,X,O,X,O
SLJTOIZ,X,X,O,O,X,O,X,O
SLJTOZI,X,X,O,O,X,O,X,O
SLJITZO,X,X,X,X,X,O,X,X
SLJITOZ,X,X,X,X,X,O,X,O
SLJIZTO,X,X,X,X,X,O,X,X
SLJIZOT,X,X,X,X,X,O,O,X
SLJIOTZ,X,X,X,X,X,O,X,O
SLJIOZT,X,X,X,X,X,O,O,X
SLJZTIO,X,X,X,X,X,O,X,X
SLJZTOI,X,X,O,X,X,O,X,O
SLJZITO,X,X,X,X,X,O,X,X
SLJZIOT,X,X,X,X,X,O,O,X
SLJZOTI,X,X,O,X,X,O,X,O
SLJZOIT,X,X,O,X,X,O,O,X
SLJOTIZ,X,X,O,O,X,O,X,O
SLJOTZI,X,X,O,O,X,O,X,O
SLJOITZ,X,X,O,O,X,O,X,O
SLJOIZT,X,X,O,X,X,O,O,X
SLJOZTI,X,X,O,O,X,O,X,O
SLJOZIT,X,X,O,O,X,O,O,X
SLZTIJO,O,X,X,X,X,X,X,X
SLZTIOJ,O,X,X,X,X,X,O,X
SLZTJIO,O,X,X,X,X,O,X,X
SLZTJOI,O,X,O,X,X,O,X,O
SLZTOIJ,O,X,X,X,X,X,O,X
SLZTOJI,O,X,O,X,X,X,X,O
SLZITJO,O,X,X,X,X,X,X,X
SLZITOJ,O,X,X,X,X,X,O,X
SLZIJTO,O,X,X,X,X,X,X,X
SLZIJOT,X,X,X,X,X,X,O,X
SLZIOTJ,O,X,X,X,X,X,O,X
SLZIOJT,O,X,X,X,X,X,O,X
SLZJTIO,O,X,X,X,X,O,X,X
SLZJTOI,O,X,O,X,X,O,X,O
SLZJITO,O,X,X,X,X,O,X,X
SLZJIOT,X,X,X,X,X,O,O,X
SLZJOTI,O,X,O,X,X,O,X,O
SLZJOIT,O,X,O,X,X,O,O,X
SLZOTIJ,O,X,X,X,X,X,O,X
SLZOTJI,O,X,O,X,X,X,X,O
SLZOITJ,O,X,X,X,X,X,O,X
SLZOIJT,O,X,X,X,X,X,O,X
SLZOJTI,O,X,O,X,X,X,X,O
SLZOJIT,O,X,O,X,X,X,O,X
SLOTIJZ,X,O,X,X,X,X,X,O
SLOTIZJ,O,O,X,X,X,X,O,X
SLOTJIZ,X,X,O,O,X,X,X,O
SLOTJZI,X,X,O,O,X,X,X,O
SLOTZIJ,O,O,X,X,X,X,O,X
SLOTZJI,O,O,O,O,X,X,X,O
SLOITJZ,X,O,X,X,X,X,X,O
SLOITZJ,O,O,X,X,X,X,O,X
SLOIJTZ,X,O,X,X,X,X,X,O
SLOIJZT,X,O,X,X,X,X,O,X
SLOIZTJ,O,O,X,X,X,X,O,X
SLOIZJT,O,O,X,X,X,X,O,X
SLOJTIZ,X,X,O,O,X,X,X,O
SLOJTZI,X,X,O,O,X,X,X,O
SLOJITZ,X,X,O,O,X,X,X,O
SLOJIZT,X,X,O,X,X,X,O,X
SLOJZTI,X,X,O,O,X,X,X,O
SLOJZIT,X,X,O,O,X,X,O,X
SLOZTIJ,O,O,X,X,X,X,O,X
SLOZTJI,O,O,O,O,X,X,X,O
SLOZITJ,O,O,X,X,X,X,O,X
SLOZIJT,O,O,X,X,X,X,O,X
SLOZJTI,O,O,O,O,X,X,X,O
SLOZJIT,O,X,O,O,X,X,O,X
SJTILZO,X,O,X,X,O,X,X,X
SJTILOZ,X,X,X,X,O,X,X,O
SJTIZLO,X,O,X,X,O,X,X,X
SJTIZOL,X,O,X,X,O,X,X,X
SJTIOLZ,X,X,X,O,O,X,X,O
SJTIOZL,X,O,X,O,O,X,X,X
SJTLIZO,X,X,X,X,X,O,X,X
SJTLIOZ,X,X,X,X,X,O,X,O
SJTLZIO,X,X,X,X,X,O,X,X
SJTLZOI,X,X,O,X,X,O,X,O
SJTLOIZ,X,X,O,O,X,O,X,O
SJTLOZI,X,X,O,O,X,O,X,O
SJTZILO,X,X,X,X,O,X,X,X
SJTZIOL,X,X,X,X,O,X,X,X
SJTZLIO,O,X,X,X,X,O,X,X
SJTZLOI,O,X,O,X,X,O,X,O
SJTZOIL,O,X,X,O,X,X,X,X
SJTZOLI,O,X,O,O,X,X,X,O
SJTOILZ,X,O,X,O,X,X,X,O
SJTOIZL,X,O,X,O,X,X,X,X
SJTOLIZ,X,X,O,O,X,X,X,O
SJTOLZI,X,X,O,O,X,X,X,O
SJTOZIL,O,O,X,O,X,X,X,X
SJTOZLI,O,O,O,O,X,X,X,O
SJITLZO,X,O,X,X,O,X,X,X
SJITLOZ,X,X,X,X,O,X,X,O
SJITZLO,X,O,X,X,O,X,X,X
SJITZOL,X,O,X,X,O,X,X,X
SJITOLZ,X,X,X,O,O,X,X,O
SJITOZL,X,O,X,O,O,X,X,X
SJILTZO,X,O,X,X,O,X,X,X
SJILTOZ,X,X,X,X,O,X,X,O
SJILZTO,X,O,X,X,O,X,X,X
SJILZOT,X,X,X,X,O,X,O,X
SJILOTZ,X,X,X,X,O,X,X,O
SJILOZT,X,X,X,X,O,X,O,X
SJIZTLO,X,O,X,X,O,X,X,X
SJIZTOL,X,O,X,X,O,X,X,X
SJIZLTO,X,O,X,X,O,X,X,X
SJIZLOT,X,X,X,X,O,X,O,X
SJIZOTL,X,O,X,X,O,X,X,X
SJIZOLT,X,X,X,X,O,X,O,X
SJIOTLZ,X,X,X,O,O,X,X,O
SJIOTZL,X,O,X,O,O,X,X,X
SJIOLTZ,X,X,X,O,O,X,X,O
SJIOLZT,X,X,X,X,O,X,O,X
SJIOZTL,X,O,X,O,O,X,X,X
SJIOZLT,X,X,X,O,O,X,O,X
SJLTIZO,X,X,X,X,X,O,X,X
SJLTIOZ,X,X,X,X,X,O,X,O
SJLTZIO,X,X,X,X,X,O,X,X
SJLTZOI,X,X,O,X,X,O,X,O
SJLTOIZ,X,X,O,O,X,O,X,O
SJLTOZI,X,X,O,O,X,O,X,O
SJLITZO,X,X,X,X,X,O,X,X
SJLITOZ,X,X,X,X,X,O,X,O
SJLIZTO,X,X,X,X,X,O,X,X
SJLIZOT,X,X,X,X,X,O,O,X
SJLIOTZ,X,X,X,X,X,O,X,O
SJLIOZT,X,X,X,X,X,O,O,X
SJLZTIO,X,X,X,X,X,O,X,X
SJLZTOI,X,X,O,X,X,O,X,O
SJLZITO,X,X,X,X,X,O,X,X
SJLZIOT,X,X,X,X,X,O,O,X
SJLZOTI,X,X,O,X,X,O,X,O
SJLZOIT,X,X,O,X,X,O,O,X
SJLOTIZ,X,X,O,O,X,O,X,O
SJLOTZI,X,X,O,O,X,O,X,O
SJLOITZ,X,X,O,O,X,O,X,O
SJLOIZT,X,X,O,X,X,O,O,X
SJLOZTI,X,X,O,O,X,O,X,O
SJLOZIT,X,X,O,O,X,O,O,X
SJZTILO,X,X,X,X,O,X,X,X
SJZTIOL,X,X,X,X,O,X,X,X
SJZTLIO,O,X,X,X,X,O,X,X
SJZTLOI,O,X,O,X,X,O,X,O
SJZTOIL,O,X,X,O,X,X,X,X
SJZTOLI,O,X,O,O,X,X,X,O
SJZITLO,X,X,X,X,O,X,X,X
SJZITOL,X,X,X,X,O,X,X,X
SJZILTO,X,X,X,X,O,X,X,X
SJZILOT,X,X,X,X,O,X,O,X
SJZIOTL,X,X,X,X,O,X,X,X
SJZIOLT,X,X,X,X,O,X,O,X
SJZLTIO,O,X,X,X,X,O,X,X
SJZLTOI,O,X,O,X,X,O,X,O
SJZLITO,O,X,X,X,X,O,X,X
SJZLIOT,X,X,X,X,X,O,O,X
SJZLOTI,O,X,O,X,X,O,X,O
SJZLOIT,O,X,O,X,X,O,O,X
SJZOTIL,O,X,X,O,X,X,X,X
SJZOTLI,O,X,O,O,X,X,X,O
SJZOITL,O,X,X,O,X,X,X,X
SJZOILT,X,X,X,O,X,X,O,X
SJZOLTI,O,X,O,O,X,X,X,O
SJZOLIT,O,X,O,O,X,X,O,X
SJOTILZ,X,O,X,O,X,X,X,O
SJOTIZL,X,O,X,O,X,X,X,X
SJOTLIZ,X,X,O,O,X,X,X,O
SJOTLZI,X,X,O,O,X,X,X,O
SJOTZIL,O,O,X,O,X,X,X,X
SJOTZLI,O,O,O,O,X,X,X,O
SJOITLZ,X,O,X,O,X,X,X,O
SJOITZL,X,O,X,O,X,X,X,X
SJOILTZ,X,O,X,O,X,X,X,O
SJOILZT,X,O,X,X,X,X,O,X
SJOIZTL,X,O,X,O,X,X,X,X
SJOIZLT,X,O,X,O,X,X,O,X
SJOLTIZ,X,X,O,O,X,X,X,O
SJOLTZI,X,X,O,O,X,X,X,O
SJOLITZ,X,X,O,O,X,X,X,O
SJOLIZT,X,X,O,X,X,X,O,X
SJOLZTI,X,X,O,O,X,X,X,O
SJOLZIT,X,X,O,O,X,X,O,X
SJOZTIL,O,O,X,O,X,X,X,X
SJOZTLI,O,O,O,O,X,X,X,O
SJOZITL,O,O,X,O,X,X,X,X
SJOZILT,X,O,X,O,X,X,O,X
SJOZLTI,O,O,O,O,X,X,X,O
SJOZLIT,O,X,O,O,X,X,O,X
SZTILJO,O,O,X,X,O,X,X,X
SZTILOJ,O,X,X,X,X,X,O,X
SZTIJLO,X,O,X,X,O,X,X,X
SZTIJOL,X,O,X,X,O,X,X,X
SZTIOLJ,O,X,X,X,X,X,O,X
SZTIOJL,O,O,X,X,O,X,X,X
SZTLIJO,O,X,X,X,X,X,X,X
SZTLIOJ,O,X,X,X,X,X,O,X
SZTLJIO,O,X,X,X,X,O,X,X
SZTLJOI,O,X,O,X,X,O,X,O
SZTLOIJ,O,X,X,X,X,X,O,X
SZTLOJI,O,X,O,X,X,X,X,O
SZTJILO,X,X,X,X,O,X,X,X
SZTJIOL,X,X,X,X,O,X,X,X
SZTJLIO,O,X,X,X,X,O,X,X
SZTJLOI,O,X,O,X,X,O,X,O
SZTJOIL,O,X,X,O,X,X,X,X
SZTJOLI,O,X,O,O,X,X,X,O
SZTOILJ,O,O,X,X,X,X,O,X
SZTOIJL,O,O,X,O,X,X,X,X
SZTOLIJ,O,O,X,X,X,X,O,X
SZTOLJI,O,O,O,O,X,X,X,O
SZTOJIL,O,O,X,O,X,X,X,X
SZTOJLI,O,O,O,O,X,X,X,O
SZITLJO,O,O,X,X,O,X,X,X
SZITLOJ,O,X,X,X,X,X,O,X
SZITJLO,X,O,X,X,O,X,X,X
SZITJOL,X,O,X,X,O,X,X,X
SZITOLJ,O,X,X,X,X,X,O,X
