sequence,v115@9gA8IeA8IeA8BeB8EeA8CeF8JeRAJvhFFiB6oBXlB0?mBznBWvB,v115@9gA8IeA8IeA8BeB8EeA8CeF8Je3AJvhF1mBxiBSsBT?oBUqBupB,v115@9gA8IeA8IeA8BeB8EeA8CeF8Je1FJvhFxhBXjBzmBS?tBUqBupB,v115@9gA8IeA8IeA8BeB8EeA8CeF8JeRAJvhF3hBziB+oBV?sBUqBCqB,v115@9gA8IeA8IeA8BeB8EeA8CeF8JefIJvhF6oBRlBUnBl?mBzpBGqB,v115@9gA8IeA8IeA8BeB8EeA8CeF8JeWFJvhF1mBxiBSsBT?oB8pB3qB,v115@9gA8IeA8IeA8BeB8EeA8CeF8JeXCJvhF6oBRlBznBF?lB0mBWvB,v115@9gA8IeA8IeA8BeB8EeA8CeF8JelBJvhFUjBRlBXnBS?tBzpBGqB,v115@9gA8IeA8IeA8BeB8EeA8CeF8JefFJvhF0gBSnBTjBl?mBWvBxxB,v115@9gA8IeA8IeA8BeB8EeA8CeF8JeXCJvhFRlBCoBFlB0?mBToBWvB,v115@9gA8IeA8IeA8BeB8EeA8CeF8Je0BJvhFRlBCoBFlBX?nBToBWvB,v115@9gA8IeA8IeA8BeB8EeA8CeF8JexBJvhF8nB+oBfqBz?mBlqBCqB,v115@9gA8IeA8IeA8BeB8EeA8CeF8JeXCJvhFTjBRlBWtBC?lB0mBVvB,v115@9gA8IeA8IeA8BeB8EeA8CeF8Je5EJvhFVnBilBXoB0?mBGoBTqB,v115@9gA8IeA8IeA8BeB8EeA8CeF8JeWFJvhFFjBxmBStB8?pBzmB3qB,v115@9gA8IeA8IeA8BeB8EeA8CeF8JeuEJvhF3gBUjBxmBz?mBStBVvB,v115@9gA8IeA8IeA8BeB8EeA8CeF8Je0BJvhFTjBRlBWtBC?lBXnBVvB
STJOLIZ,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X
STJOLZI,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
STJOZIL,X,X,X,O,X,X,X,O,X,X,X,O,O,X,X,X,X
STJOZLI,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
STZILJO,O,X,X,O,O,X,X,O,X,X,X,X,X,O,X,O,X
STZILOJ,O,O,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X
STZIJLO,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X
STZIJOL,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X
STZIOLJ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STZIOJL,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X
STZLIJO,O,X,X,O,O,X,X,O,X,X,X,X,X,O,X,X,X
STZLIOJ,O,O,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X
STZLJIO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STZLJOI,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STZLOIJ,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
STZLOJI,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STZJILO,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X
STZJIOL,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X
STZJLIO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STZJLOI,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STZJOIL,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
STZJOLI,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STZOILJ,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
STZOIJL,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
STZOLIJ,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
STZOLJI,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STZOJIL,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
STZOJLI,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STOILJZ,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
STOILZJ,O,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X
STOIJLZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STOIJZL,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X
STOIZLJ,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
STOIZJL,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
STOLIJZ,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
STOLIZJ,O,O,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X
STOLJIZ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STOLJZI,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STOLZIJ,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
STOLZJI,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STOJILZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STOJIZL,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X
STOJLIZ,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
STOJLZI,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
STOJZIL,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
STOJZLI,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
STOZILJ,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
STOZIJL,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
STOZLIJ,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
STOZLJI,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STOZJIL,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
STOZJLI,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SITLJZO,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X
SITLJOZ,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
SITLZJO,O,X,X,X,O,X,X,O,X,X,X,X,X,O,X,O,X
SITLZOJ,O,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X
SITLOJZ,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SITLOZJ,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SITJLZO,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X
SITJLOZ,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
SITJZLO,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X
SITJZOL,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X
SITJOLZ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SITJOZL,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
SITZLJO,O,X,X,O,O,X,X,O,X,X,X,X,X,O,X,O,X
SITZLOJ,O,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X
SITZJLO,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X
SITZJOL,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X
SITZOLJ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SITZOJL,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X
SITOLJZ,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SITOLZJ,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
SITOJLZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SITOJZL,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X
SITOZLJ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SITOZJL,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
SILTJZO,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X
SILTJOZ,X,X,X,O,X,X,X,X,X,O,X,X,X,O,O,X,X
SILTZJO,O,X,X,X,O,X,X,O,X,O,X,X,X,O,X,X,X
SILTZOJ,O,X,X,X,O,X,X,O,X,O,X,X,X,O,X,X,X
SILTOJZ,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X
SILTOZJ,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X
SILJTZO,X,X,X,X,X,X,X,X,O,O,X,X,X,O,O,X,X
SILJTOZ,X,X,X,X,X,X,X,X,O,O,X,X,X,O,O,X,X
SILJZTO,O,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X
SILJZOT,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X
SILJOTZ,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
SILJOZT,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
SILZTJO,O,X,X,X,O,X,X,O,X,O,O,X,X,O,X,X,X
SILZTOJ,O,X,X,X,O,X,X,O,X,O,O,X,X,O,X,X,X
SILZJTO,O,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X
SILZJOT,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X
SILZOTJ,O,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X
SILZOJT,O,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X
SILOTJZ,O,X,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X
SILOTZJ,O,X,X,X,O,X,O,X,X,O,X,X,X,O,X,X,X
SILOJTZ,O,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X
SILOJZT,O,X,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X
SILOZTJ,O,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X
SILOZJT,O,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X
SIJTLZO,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X
SIJTLOZ,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X
SIJTZLO,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
SIJTZOL,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
SIJTOLZ,X,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X
SIJTOZL,X,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X
SIJLTZO,X,X,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X
SIJLTOZ,X,X,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X
SIJLZTO,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
SIJLZOT,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
SIJLOTZ,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
SIJLOZT,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
SIJZTLO,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
SIJZTOL,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
SIJZLTO,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
SIJZLOT,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
SIJZOTL,O,X,X,X,X,X,X,X,O,X,X,O,O,X,X,X,O
SIJZOLT,O,X,X,X,X,X,X,X,O,X,X,O,O,X,X,X,O
SIJOTLZ,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
SIJOTZL,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
SIJOLTZ,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
SIJOLZT,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
SIJOZTL,O,X,X,X,X,X,X,X,O,X,X,O,O,X,X,X,O
SIJOZLT,O,X,X,X,X,X,X,X,O,X,X,O,O,X,X,X,O
SIZTLJO,O,X,X,O,O,X,X,O,X,X,X,X,X,O,X,O,X
SIZTLOJ,O,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X
SIZTJLO,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X
SIZTJOL,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X
SIZTOLJ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SIZTOJL,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X
SIZLTJO,O,X,X,O,O,X,X,O,X,X,O,X,X,O,X,X,X
SIZLTOJ,O,X,X,X,O,X,X,O,X,X,O,X,X,O,X,X,X
SIZLJTO,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
SIZLJOT,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
SIZLOTJ,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
SIZLOJT,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
SIZJTLO,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
SIZJTOL,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
SIZJLTO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIZJLOT,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIZJOTL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SIZJOLT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SIZOTLJ,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
SIZOTJL,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
SIZOLTJ,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
SIZOLJT,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIZOJTL,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SIZOJLT,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIOTLJZ,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
SIOTLZJ,O,X,X,X,O,X,O,O,X,X,X,X,X,O,X,X,X
SIOTJLZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOTJZL,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
SIOTZLJ,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
SIOTZJL,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SIOLTJZ,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
SIOLTZJ,O,X,X,X,O,X,O,O,X,X,X,X,X,O,X,X,X
SIOLJTZ,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
SIOLJZT,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X
SIOLZTJ,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
SIOLZJT,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SIOJTLZ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SIOJTZL,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
SIOJLTZ,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
SIOJLZT,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X
SIOJZTL,O,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X
SIOJZLT,O,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X
SIOZTLJ,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
SIOZTJL,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SIOZLTJ,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
SIOZLJT,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SIOZJTL,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SIOZJLT,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SLTIJZO,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X
SLTIJOZ,X,X,X,O,X,X,X,X,X,O,X,X,X,O,O,X,X
SLTIZJO,O,X,X,X,O,X,X,O,X,O,X,X,X,O,X,X,X
SLTIZOJ,O,X,X,X,O,X,X,O,X,O,X,X,X,O,X,X,X
SLTIOJZ,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X
SLTIOZJ,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X
SLTJIZO,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X
SLTJIOZ,X,X,X,O,X,X,X,X,X,O,X,X,X,O,O,X,X
SLTJZIO,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLTJZOI,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLTJOIZ,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SLTJOZI,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SLTZIJO,O,X,X,O,O,X,X,O,X,X,X,X,X,O,X,X,X
SLTZIOJ,O,O,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X
SLTZJIO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLTZJOI,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLTZOIJ,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
SLTZOJI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLTOIJZ,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
SLTOIZJ,O,O,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X
SLTOJIZ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SLTOJZI,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SLTOZIJ,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
SLTOZJI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLITJZO,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X
SLITJOZ,X,X,X,O,X,X,X,X,X,O,X,X,X,O,O,X,X
SLITZJO,O,X,X,X,O,X,X,O,X,O,X,X,X,O,X,X,X
SLITZOJ,O,X,X,X,O,X,X,O,X,O,X,X,X,O,X,X,X
SLITOJZ,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X
SLITOZJ,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X
SLIJTZO,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X
SLIJTOZ,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X
SLIJZTO,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
SLIJZOT,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
SLIJOTZ,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SLIJOZT,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SLIZTJO,O,X,X,X,O,X,X,O,X,O,O,X,X,O,X,X,X
SLIZTOJ,O,X,O,X,O,X,X,O,X,O,O,X,X,O,X,X,X
SLIZJTO,O,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X
SLIZJOT,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X
SLIZOTJ,O,X,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X
SLIZOJT,O,X,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X
SLIOTJZ,O,X,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X
SLIOTZJ,O,X,O,X,O,X,O,X,X,O,X,X,X,O,X,X,X
SLIOJTZ,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
SLIOJZT,O,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X
SLIOZTJ,O,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X
SLIOZJT,O,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X
SLJTIZO,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X
SLJTIOZ,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X
SLJTZIO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLJTZOI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLJTOIZ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SLJTOZI,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SLJITZO,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X
SLJITOZ,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X
SLJIZTO,O,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X
SLJIZOT,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X
SLJIOTZ,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
SLJIOZT,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
SLJZTIO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLJZTOI,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLJZITO,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
SLJZIOT,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
SLJZOTI,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SLJZOIT,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X
SLJOTIZ,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SLJOTZI,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SLJOITZ,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
SLJOIZT,O,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X
SLJOZTI,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SLJOZIT,O,X,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X
SLZTIJO,O,X,X,O,O,X,X,O,X,X,X,X,X,O,X,X,X
SLZTIOJ,O,O,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X
SLZTJIO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLZTJOI,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLZTOIJ,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
SLZTOJI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLZITJO,O,X,X,O,O,X,X,O,X,O,X,X,X,O,X,X,X
SLZITOJ,O,X,O,X,O,X,X,O,X,O,X,X,X,O,X,X,X
SLZIJTO,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
SLZIJOT,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
SLZIOTJ,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
SLZIOJT,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
SLZJTIO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLZJTOI,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLZJITO,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
SLZJIOT,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
SLZJOTI,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLZJOIT,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SLZOTIJ,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
SLZOTJI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLZOITJ,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
SLZOIJT,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SLZOJTI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLZOJIT,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SLOTIJZ,O,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X
SLOTIZJ,O,O,O,X,O,X,O,O,X,X,X,X,X,O,X,X,X
SLOTJIZ,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SLOTJZI,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SLOTZIJ,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
SLOTZJI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLOITJZ,O,X,X,X,X,O,O,X,X,O,X,X,X,O,X,X,X
SLOITZJ,O,O,O,X,O,X,O,O,X,O,X,X,X,O,X,X,X
SLOIJTZ,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
SLOIJZT,O,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X
SLOIZTJ,O,O,O,X,O,X,O,O,X,O,X,X,X,X,X,X,X
SLOIZJT,O,O,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X
SLOJTIZ,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SLOJTZI,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SLOJITZ,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
SLOJIZT,O,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X
SLOJZTI,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SLOJZIT,O,X,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X
SLOZTIJ,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
SLOZTJI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLOZITJ,O,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X
SLOZIJT,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SLOZJTI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLOZJIT,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SJTILZO,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X
SJTILOZ,X,X,X,O,X,X,X,X,O,X,X,X,O,O,X,X,X
SJTIZLO,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
SJTIZOL,X,X,X,O,X,X,X,O,O,X,X,X,O,X,X,X,O
SJTIOLZ,X,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X
SJTIOZL,X,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,O
SJTLIZO,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SJTLIOZ,X,X,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X
SJTLZIO,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SJTLZOI,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SJTLOIZ,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X
SJTLOZI,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SJTZILO,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
SJTZIOL,X,X,X,O,X,X,X,O,O,X,X,X,O,X,X,X,X
SJTZLIO,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SJTZLOI,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SJTZOIL,X,X,X,O,X,X,X,O,X,X,X,O,O,X,X,X,X
SJTZOLI,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
SJTOILZ,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
