sequence,v115@AhB8GeB8HeC8FeD8DeA8JeZEJvhFukBXjBlmBctBTs?BCsB,v115@AhB8GeB8HeC8FeD8DeA8JeZEJvhFukBTjBlmBcsBXt?BCsB,v115@AhB8GeB8HeC8FeD8DeA8JeZEJvhFukB3hBlnBctBzr?BCtB,v115@AhB8GeB8HeC8FeD8DeA8JeZEJvhFukBFiBTjB6rBcs?BXtB,v115@AhB8GeB8HeC8FeD8DeA8JeZEJvhFukB3hBFjB6sBct?BzrB,v115@AhB8GeB8HeC8FeD8DeA8JeZEJvhFukBFiBXjB6rBct?BTsB,v115@AhB8GeB8HeC8FeD8DeA8JeZEJvhFukBfoB6oBlmB0s?BzrB,v115@AhB8GeB8HeC8FeD8DeA8JeZEJvhFukBlmBcsBToBCs?BXtB,v115@AhB8GeB8HeC8FeD8DeA8Jei/IvhFRiB+oBcpBlmBXs?BzsB,v115@AhB8GeB8HeC8FeD8DeA8Jei/IvhFWoBcpBlmBxsBzr?BXtB,v115@AhB8GeB8HeC8FeD8DeA8JexCJvhFTkBlmB3nBctBip?BWxB
JTSIZOL,O,O,X,O,O,X,O,O,O,X,X
JTSIOLZ,X,X,X,O,O,X,X,X,X,X,X
JTSIOZL,O,O,O,O,O,X,X,X,O,X,X
JTSLIZO,X,X,X,O,O,X,X,X,O,X,X
JTSLIOZ,X,X,X,O,X,X,X,X,X,X,X
JTSLZIO,X,X,X,O,O,X,X,X,O,X,X
JTSLZOI,X,X,X,O,O,X,X,X,O,X,X
JTSLOIZ,X,X,X,O,X,X,X,X,X,X,X
JTSLOZI,X,X,X,O,X,X,X,X,X,X,X
JTSZILO,O,O,X,O,O,X,O,X,O,X,X
JTSZIOL,O,O,X,O,O,X,O,O,O,X,X
JTSZLIO,O,O,X,O,O,X,O,X,O,X,X
JTSZLOI,X,O,X,O,X,X,O,X,O,X,X
JTSZOIL,O,O,X,O,O,X,O,O,O,X,X
JTSZOLI,X,O,X,O,X,X,O,X,O,X,X
JTSOILZ,X,X,X,O,O,X,X,X,X,X,X
JTSOIZL,O,O,O,O,O,X,X,X,O,X,X
JTSOLIZ,X,X,X,O,O,X,X,X,X,X,X
JTSOLZI,X,X,X,O,O,X,X,X,X,X,X
JTSOZIL,O,O,O,O,O,X,X,X,O,X,X
JTSOZLI,O,O,O,O,O,X,X,X,O,X,X
JTZILSO,O,O,X,O,O,O,O,X,X,O,X
JTZILOS,X,X,X,X,O,O,X,O,X,O,X
JTZISLO,O,O,X,O,O,O,O,X,X,O,X
JTZISOL,O,O,X,O,O,O,O,O,X,X,X
JTZIOLS,O,X,O,X,O,O,X,O,X,O,X
JTZIOSL,O,O,O,O,O,O,O,O,X,X,X
JTZLISO,O,O,X,O,O,O,O,X,X,O,X
JTZLIOS,X,X,X,X,O,O,X,O,X,O,X
JTZLSIO,O,O,X,O,O,O,O,X,O,X,X
JTZLSOI,X,O,X,O,O,O,O,X,O,X,X
JTZLOIS,X,X,X,X,O,O,X,O,X,X,X
JTZLOSI,X,X,X,X,O,O,X,X,X,X,X
JTZSILO,O,O,X,O,O,O,O,X,O,X,X
JTZSIOL,O,O,X,O,O,O,O,O,O,X,O
JTZSLIO,O,O,X,O,O,O,O,X,O,X,X
JTZSLOI,X,O,X,O,O,O,O,X,O,X,X
JTZSOIL,O,O,X,O,O,O,O,O,O,X,O
JTZSOLI,O,O,X,O,O,O,O,X,O,X,O
JTZOILS,O,X,O,X,O,O,X,O,X,X,X
JTZOISL,O,O,O,O,O,O,O,O,X,X,X
JTZOLIS,O,X,O,X,O,O,X,O,X,X,X
JTZOLSI,O,X,O,X,O,O,X,X,X,X,X
JTZOSIL,O,O,O,O,O,O,O,O,X,X,O
JTZOSLI,O,O,O,O,O,O,O,X,X,X,O
JTOILSZ,X,X,X,X,O,X,X,X,X,X,X
JTOILZS,O,X,X,X,O,O,X,X,X,X,X
JTOISLZ,X,X,X,X,O,X,X,X,X,X,X
JTOISZL,O,X,O,X,O,O,X,X,X,X,X
JTOIZLS,O,X,O,X,O,O,X,O,X,X,X
JTOIZSL,O,O,O,X,O,O,O,O,X,X,X
JTOLISZ,X,X,X,X,O,X,X,X,X,X,X
JTOLIZS,O,X,X,X,O,O,X,X,X,X,X
JTOLSIZ,X,X,X,X,O,X,X,X,X,X,X
JTOLSZI,X,X,X,X,O,X,X,X,X,X,X
JTOLZIS,O,X,X,X,O,O,X,X,X,X,X
JTOLZSI,O,X,X,X,O,O,X,X,X,X,X
JTOSILZ,X,X,X,X,O,X,X,X,X,X,X
JTOSIZL,O,X,O,X,O,O,X,X,X,X,X
JTOSLIZ,X,X,X,X,O,X,X,X,X,X,X
JTOSLZI,X,X,X,X,O,X,X,X,X,X,X
JTOSZIL,O,X,O,X,O,O,X,X,X,X,X
JTOSZLI,O,X,O,X,O,O,X,X,X,X,X
JTOZILS,O,X,O,X,O,O,X,O,X,X,X
JTOZISL,O,O,O,X,O,O,O,O,X,X,X
JTOZLIS,O,X,O,X,O,O,X,O,X,X,X
JTOZLSI,O,X,O,X,O,O,X,X,X,X,X
JTOZSIL,O,O,O,X,O,O,O,O,X,X,O
JTOZSLI,O,O,O,X,O,O,O,X,X,X,O
JITLSZO,X,X,X,O,O,O,X,X,X,X,X
JITLSOZ,X,X,X,O,X,O,X,X,X,X,X
JITLZSO,O,O,X,O,O,O,O,X,X,O,X
JITLZOS,X,X,X,O,O,O,X,O,X,O,X
JITLOSZ,X,X,X,X,X,O,X,X,X,X,X
JITLOZS,O,X,X,O,X,O,X,X,X,X,X
JITSLZO,X,X,X,O,O,X,X,X,X,X,X
JITSLOZ,X,X,X,O,X,X,X,X,X,X,X
JITSZLO,O,O,X,O,O,X,O,X,X,O,X
JITSZOL,O,O,X,O,O,X,O,O,X,X,X
JITSOLZ,X,X,X,O,O,X,X,X,X,X,X
JITSOZL,O,O,O,O,O,X,X,X,X,X,X
JITZLSO,O,O,X,O,O,O,O,X,X,O,X
JITZLOS,X,X,X,X,O,O,X,O,X,O,X
JITZSLO,O,O,X,O,O,O,O,X,X,O,X
JITZSOL,O,O,X,O,O,O,O,O,X,X,X
JITZOLS,O,X,O,X,O,O,X,O,X,O,X
JITZOSL,O,O,O,O,O,O,O,O,X,X,X
JITOLSZ,X,X,X,X,O,X,X,X,X,X,X
JITOLZS,O,X,X,X,O,O,X,X,X,X,X
JITOSLZ,X,X,X,X,O,X,X,X,X,X,X
JITOSZL,O,X,O,X,O,O,X,X,X,X,X
JITOZLS,O,X,O,X,O,O,X,O,X,O,X
JITOZSL,O,O,O,X,O,O,O,O,X,X,X
JILTSZO,X,X,X,O,O,O,X,X,X,X,X
JILTSOZ,X,X,X,O,X,O,X,X,X,X,X
JILTZSO,O,O,X,O,O,O,O,X,X,O,X
JILTZOS,X,X,X,O,O,O,X,O,X,O,X
JILTOSZ,X,X,X,X,X,O,X,X,X,X,X
JILTOZS,O,X,X,O,X,O,X,X,X,X,X
JILSTZO,X,X,X,O,O,O,X,X,X,X,X
JILSTOZ,X,X,X,O,X,O,X,X,X,X,X
JILSZTO,X,O,X,O,O,O,X,X,X,X,X
JILSZOT,X,O,X,O,O,O,X,X,X,X,X
JILSOTZ,X,X,X,O,O,O,X,X,X,X,X
JILSOZT,X,O,O,O,O,O,X,X,X,X,X
JILZTSO,O,O,X,O,O,O,O,X,X,O,X
JILZTOS,X,X,X,O,O,O,X,O,X,O,X
JILZSTO,O,O,X,O,O,O,O,X,X,O,X
JILZSOT,O,O,X,O,O,O,O,X,X,X,X
JILZOTS,O,X,O,O,O,O,X,O,X,O,X
JILZOST,O,X,O,O,O,O,X,X,X,X,X
JILOTSZ,X,X,X,X,O,O,X,X,X,X,X
JILOTZS,O,X,X,O,O,O,X,X,X,X,X
JILOSTZ,X,X,X,O,O,O,X,X,X,X,X
JILOSZT,X,X,O,O,O,O,X,X,X,X,X
JILOZTS,O,X,O,O,O,O,X,O,X,X,X
JILOZST,O,X,O,O,O,O,X,X,X,X,X
JISTLZO,X,X,X,O,O,X,X,X,O,X,X
JISTLOZ,X,X,X,O,X,X,X,X,X,X,X
JISTZLO,O,O,X,O,O,X,O,X,O,O,X
JISTZOL,O,O,X,O,O,X,O,O,O,X,X
JISTOLZ,X,X,X,O,O,X,X,X,X,X,X
JISTOZL,O,O,O,O,O,X,X,X,O,X,X
JISLTZO,X,X,X,O,O,O,X,X,X,X,X
JISLTOZ,X,X,X,O,X,O,X,X,X,X,X
JISLZTO,X,O,X,O,O,O,X,X,X,X,X
JISLZOT,X,O,X,O,O,O,X,X,X,X,X
JISLOTZ,X,X,X,O,O,O,X,X,X,X,X
JISLOZT,X,O,O,O,O,O,X,X,X,X,X
JISZTLO,O,O,X,O,O,O,O,X,O,O,X
JISZTOL,O,O,X,O,O,O,O,O,O,X,X
JISZLTO,O,O,X,O,O,O,O,X,O,O,X
JISZLOT,O,O,X,O,O,O,O,X,X,X,X
JISZOTL,O,O,O,O,O,O,O,O,X,X,X
JISZOLT,O,O,O,O,O,O,O,X,X,X,X
JISOTLZ,X,X,X,O,O,X,X,X,X,X,X
JISOTZL,O,O,O,O,O,O,X,X,X,X,X
JISOLTZ,X,X,X,O,O,X,X,X,X,X,X
JISOLZT,X,O,O,O,O,X,X,X,X,X,X
JISOZTL,O,O,O,O,O,O,X,O,X,X,X
JISOZLT,O,O,O,O,O,O,X,X,X,X,X
JIZTLSO,O,O,X,O,O,O,O,X,X,O,X
JIZTLOS,X,X,X,X,O,O,X,O,X,O,X
JIZTSLO,O,O,X,O,O,O,O,X,X,O,X
JIZTSOL,O,O,X,O,O,O,O,O,X,X,X
JIZTOLS,O,X,O,X,O,O,X,O,X,O,X
JIZTOSL,O,O,O,O,O,O,O,O,X,X,X
JIZLTSO,O,O,X,O,O,O,O,X,X,O,X
JIZLTOS,X,X,X,O,O,O,X,O,X,O,X
JIZLSTO,O,O,X,O,O,O,O,X,O,O,X
JIZLSOT,O,O,X,O,O,O,O,X,X,X,X
JIZLOTS,O,X,O,O,O,O,X,O,X,O,X
JIZLOST,O,X,O,O,O,O,X,X,X,X,X
JIZSTLO,O,O,X,O,O,O,O,X,O,O,X
JIZSTOL,O,O,X,O,O,O,O,O,O,X,X
JIZSLTO,O,O,X,O,O,O,O,X,O,O,X
JIZSLOT,O,O,X,O,O,O,O,X,X,X,X
JIZSOTL,O,O,O,O,O,O,O,O,X,X,X
JIZSOLT,O,O,O,O,O,O,O,X,X,X,X
JIZOTLS,O,X,O,X,O,O,X,O,X,O,X
JIZOTSL,O,O,O,O,O,O,O,O,X,X,X
JIZOLTS,O,X,O,X,O,O,X,O,X,O,X
JIZOLST,O,X,O,X,O,O,X,X,X,X,X
JIZOSTL,O,O,O,O,O,O,O,O,X,X,X
JIZOSLT,O,O,O,O,O,O,O,X,X,X,X
JIOTLSZ,X,X,X,X,O,X,X,X,X,X,X
JIOTLZS,O,X,X,X,O,O,X,X,X,X,X
JIOTSLZ,X,X,X,X,O,X,X,X,X,X,X
JIOTSZL,O,X,O,X,O,O,X,X,X,X,X
JIOTZLS,O,X,O,X,O,O,X,O,X,O,X
JIOTZSL,O,O,O,X,O,O,O,O,X,X,X
JIOLTSZ,X,X,X,X,O,O,X,X,X,X,X
JIOLTZS,O,X,X,O,O,O,X,X,X,X,X
JIOLSTZ,X,X,X,O,O,O,X,X,X,X,X
JIOLSZT,X,X,O,O,O,O,X,X,X,X,X
JIOLZTS,O,X,O,O,O,O,X,O,X,X,X
JIOLZST,O,X,O,O,O,O,X,X,X,X,X
JIOSTLZ,X,X,X,O,O,X,X,X,X,X,X
JIOSTZL,O,O,O,O,O,O,X,X,X,X,X
JIOSLTZ,X,X,X,O,O,X,X,X,X,X,X
JIOSLZT,X,O,O,O,O,X,X,X,X,X,X
JIOSZTL,O,O,O,O,O,O,X,O,X,X,X
JIOSZLT,O,O,O,O,O,O,X,X,X,X,X
JIOZTLS,O,X,O,X,O,O,X,O,X,O,X
JIOZTSL,O,O,O,O,O,O,O,O,X,X,X
JIOZLTS,O,X,O,X,O,O,X,O,X,O,X
JIOZLST,O,X,O,X,O,O,X,X,X,X,X
JIOZSTL,O,O,O,O,O,O,O,O,X,X,X
JIOZSLT,O,O,O,O,O,O,O,X,X,X,X
JLTISZO,X,X,X,O,O,O,X,X,X,X,X
JLTISOZ,X,X,X,O,X,O,X,X,X,X,X
JLTIZSO,O,O,X,O,O,O,O,X,X,X,X
JLTIZOS,X,X,X,O,O,O,X,O,X,X,X
JLTIOSZ,X,X,X,X,X,O,X,X,X,X,X
JLTIOZS,O,X,X,O,X,O,X,X,X,X,X
JLTSIZO,X,X,X,O,O,O,X,X,X,X,X
JLTSIOZ,X,X,X,O,X,O,X,X,X,X,X
JLTSZIO,X,X,X,O,O,O,X,X,X,X,X
JLTSZOI,X,X,X,O,O,O,X,X,X,X,X
JLTSOIZ,X,X,X,O,X,O,X,X,X,X,X
JLTSOZI,X,X,X,O,X,O,X,X,X,X,X
JLTZISO,O,O,X,O,O,O,O,X,X,X,X
JLTZIOS,X,X,X,O,O,O,X,O,X,X,X
JLTZSIO,O,O,X,O,O,O,O,X,X,X,X
JLTZSOI,X,O,X,O,O,O,O,X,X,X,X
JLTZOIS,X,X,X,O,O,O,X,O,X,X,X
JLTZOSI,X,X,X,O,O,O,X,X,X,X,X
JLTOISZ,X,X,X,X,X,O,X,X,X,X,X
JLTOIZS,O,X,X,O,X,O,X,X,X,X,X
JLTOSIZ,X,X,X,X,X,O,X,X,X,X,X
JLTOSZI,X,X,X,X,X,O,X,X,X,X,X
JLTOZIS,O,X,X,O,X,O,X,X,X,X,X
JLTOZSI,O,X,X,O,X,O,X,X,X,X,X
JLITSZO,X,X,X,O,O,O,X,X,X,X,X
JLITSOZ,X,X,X,O,X,O,X,X,X,X,X
JLITZSO,O,O,X,O,O,O,O,X,X,X,X
JLITZOS,X,X,X,O,O,O,X,O,X,X,X
JLITOSZ,X,X,X,X,X,O,X,X,X,X,X
JLITOZS,O,X,X,O,X,O,X,X,X,X,X
JLISTZO,X,X,X,O,O,O,X,X,X,X,X
JLISTOZ,X,X,X,O,X,O,X,X,X,X,X
JLISZTO,X,O,X,O,O,O,X,X,X,X,X
JLISZOT,X,O,X,O,O,O,X,X,X,X,X
JLISOTZ,X,X,X,O,O,O,X,X,X,X,X
JLISOZT,X,O,O,O,O,O,X,X,X,X,X
JLIZTSO,O,O,X,O,O,O,O,X,X,X,X
JLIZTOS,X,X,X,O,O,O,X,O,X,X,X
JLIZSTO,O,O,X,O,O,O,O,X,X,X,X
JLIZSOT,O,O,X,O,O,O,O,X,X,X,X
JLIZOTS,O,X,O,O,O,O,X,O,X,X,X
JLIZOST,O,X,O,O,O,O,X,X,X,X,X
JLIOTSZ,X,X,X,X,O,O,X,X,X,X,X
JLIOTZS,O,X,X,O,O,O,X,X,X,X,X
JLIOSTZ,X,X,X,O,O,O,X,X,X,X,X
JLIOSZT,X,X,O,O,O,O,X,X,X,X,X
JLIOZTS,O,X,O,O,O,O,X,O,X,X,X
JLIOZST,O,X,O,O,O,O,X,X,X,X,X
JLSTIZO,X,X,X,O,O,O,X,X,O,X,X
JLSTIOZ,X,X,X,O,X,O,X,X,X,X,X
JLSTZIO,X,X,X,O,O,O,X,X,O,X,X
JLSTZOI,X,X,X,O,O,O,X,X,O,X,X
JLSTOIZ,X,X,X,O,X,O,X,X,X,X,X
JLSTOZI,X,X,X,O,X,O,X,X,X,X,X
JLSITZO,X,X,X,O,O,O,X,X,X,X,X
JLSITOZ,X,X,X,O,X,O,X,X,X,X,X
JLSIZTO,X,O,X,O,O,O,X,X,X,X,X
JLSIZOT,X,O,X,O,O,O,X,X,X,X,X
JLSIOTZ,X,X,X,O,O,O,X,X,X,X,X
JLSIOZT,X,O,O,O,O,O,X,X,X,X,X
JLSZTIO,X,O,X,O,O,O,X,X,O,X,X
JLSZTOI,X,O,X,O,O,O,X,X,O,X,X
JLSZITO,X,O,X,O,O,O,X,X,O,X,X
JLSZIOT,X,O,X,O,O,O,X,X,X,X,X
JLSZOTI,X,O,X,O,O,O,X,X,O,X,X
JLSZOIT,X,O,X,O,O,O,X,X,X,X,X
JLSOTIZ,X,X,X,O,O,O,X,X,X,X,X
JLSOTZI,X,X,X,O,O,O,X,X,X,X,X
JLSOITZ,X,X,X,O,O,O,X,X,X,X,X
JLSOIZT,X,O,O,O,O,O,X,X,X,X,X
JLSOZTI,X,O,O,O,O,O,X,X,X,X,X
JLSOZIT,X,O,O,O,O,O,X,X,X,X,X
JLZTISO,O,O,X,O,O,O,O,X,X,X,X
JLZTIOS,X,X,X,O,O,O,X,O,X,X,X
JLZTSIO,O,O,X,O,O,O,O,X,O,X,X
JLZTSOI,X,O,X,O,O,O,O,X,O,X,X
JLZTOIS,X,X,X,O,O,O,X,O,X,X,X
JLZTOSI,X,X,X,O,O,O,X,X,X,X,X
JLZITSO,O,O,X,O,O,O,O,X,X,X,X
JLZITOS,X,X,X,O,O,O,X,O,X,X,X
JLZISTO,O,O,X,O,O,O,O,X,O,X,X
JLZISOT,O,O,X,O,O,O,O,X,X,X,X
JLZIOTS,O,X,O,O,O,O,X,O,X,X,X
JLZIOST,O,X,O,O,O,O,X,X,X,X,X
JLZSTIO,O,O,X,O,O,O,O,X,O,X,X
JLZSTOI,X,O,X,O,O,O,O,X,O,X,X
JLZSITO,O,O,X,O,O,O,O,X,O,X,X
JLZSIOT,O,O,X,O,O,O,O,X,X,X,X
JLZSOTI,O,O,X,O,O,O,O,X,O,X,X
JLZSOIT,O,O,X,O,O,O,O,X,X,X,X
JLZOTIS,O,X,O,O,O,O,X,O,X,X,X
JLZOTSI,O,X,O,O,O,O,X,X,X,X,X
JLZOITS,O,X,O,O,O,O,X,O,X,X,X
JLZOIST,O,X,O,O,O,O,X,X,X,X,X
JLZOSTI,O,X,O,O,O,O,X,X,O,X,X
JLZOSIT,O,X,O,O,O,O,X,X,X,X,X
JLOTISZ,X,X,X,X,O,O,X,X,X,X,X
JLOTIZS,O,X,X,O,O,O,X,X,X,X,X
JLOTSIZ,X,X,X,X,O,O,X,X,X,X,X
JLOTSZI,X,X,X,X,O,O,X,X,X,X,X
JLOTZIS,O,X,X,O,O,O,X,X,X,X,X
JLOTZSI,O,X,X,O,O,O,X,X,X,X,X
JLOITSZ,X,X,X,X,O,O,X,X,X,X,X
JLOITZS,O,X,X,O,O,O,X,X,X,X,X
JLOISTZ,X,X,X,O,O,O,X,X,X,X,X
JLOISZT,X,X,O,O,O,O,X,X,X,X,X
JLOIZTS,O,X,O,O,O,O,X,O,X,X,X
JLOIZST,O,X,O,O,O,O,X,X,X,X,X
JLOSTIZ,X,X,X,O,O,O,X,X,X,X,X
JLOSTZI,X,X,X,O,O,O,X,X,X,X,X
JLOSITZ,X,X,X,O,O,O,X,X,X,X,X
JLOSIZT,X,X,O,O,O,O,X,X,X,X,X
JLOSZTI,X,X,O,O,O,O,X,X,X,X,X
JLOSZIT,X,X,O,O,O,O,X,X,X,X,X
JLOZTIS,O,X,O,O,O,O,X,O,X,X,X
JLOZTSI,O,X,O,O,O,O,X,X,X,X,X
JLOZITS,O,X,O,O,O,O,X,O,X,X,X
JLOZIST,O,X,O,O,O,O,X,X,X,X,X
JLOZSTI,O,X,O,O,O,O,X,X,X,X,X
JLOZSIT,O,X,O,O,O,O,X,X,X,X,X
JSTILZO,X,X,X,O,O,X,X,X,O,X,X
JSTILOZ,X,X,X,O,X,X,X,X,X,X,X
JSTIZLO,O,O,X,O,O,X,O,X,O,X,X
JSTIZOL,O,O,X,O,O,X,O,O,O,X,X
JSTIOLZ,X,X,X,O,O,X,X,X,X,X,X
JSTIOZL,O,O,O,O,O,X,X,X,O,X,X
JSTLIZO,X,X,X,O,O,X,X,X,O,X,X
JSTLIOZ,X,X,X,O,X,X,X,X,X,X,X
JSTLZIO,X,X,X,O,O,X,X,X,O,X,X
JSTLZOI,X,X,X,O,O,X,X,X,O,X,X
JSTLOIZ,X,X,X,O,X,X,X,X,X,X,X
JSTLOZI,X,X,X,O,X,X,X,X,X,X,X
JSTZILO,O,O,X,O,O,X,O,X,O,X,X
JSTZIOL,O,O,X,O,O,X,O,O,O,X,X
JSTZLIO,O,O,X,O,O,X,O,X,O,X,X
JSTZLOI,X,O,X,O,X,X,O,X,O,X,X
JSTZOIL,O,O,X,O,O,X,O,O,O,X,X
JSTZOLI,X,O,X,O,X,X,O,X,O,X,X
JSTOILZ,X,X,X,O,O,X,X,X,X,X,X
JSTOIZL,O,O,O,O,O,X,X,X,O,X,X
JSTOLIZ,X,X,X,O,O,X,X,X,X,X,X
JSTOLZI,X,X,X,O,O,X,X,X,X,X,X
JSTOZIL,O,O,O,O,O,X,X,X,O,X,X
JSTOZLI,O,O,O,O,O,X,X,X,O,X,X
JSITLZO,X,X,X,O,O,X,X,X,O,X,X
JSITLOZ,X,X,X,O,X,X,X,X,X,X,X
JSITZLO,O,O,X,O,O,X,O,X,O,X,X
JSITZOL,O,O,X,O,O,X,O,O,O,X,X
JSITOLZ,X,X,X,O,O,X,X,X,X,X,X
JSITOZL,O,O,O,O,O,X,X,X,O,X,X
JSILTZO,X,X,X,O,O,O,X,X,X,X,X
JSILTOZ,X,X,X,O,X,O,X,X,X,X,X
JSILZTO,X,O,X,O,O,O,X,X,X,X,X
JSILZOT,X,O,X,O,O,O,X,X,X,X,X
JSILOTZ,X,X,X,O,O,O,X,X,X,X,X
JSILOZT,X,O,O,O,O,O,X,X,X,X,X
JSIZTLO,O,O,X,O,O,O,O,X,O,X,X
JSIZTOL,O,O,X,O,O,O,O,O,O,X,X
JSIZLTO,O,O,X,O,O,O,O,X,O,X,X
JSIZLOT,O,O,X,O,O,O,O,X,X,X,X
JSIZOTL,O,O,O,O,O,O,O,O,X,X,X
JSIZOLT,O,O,O,O,O,O,O,X,X,X,X
JSIOTLZ,X,X,X,O,O,X,X,X,X,X,X
JSIOTZL,O,O,O,O,O,O,X,X,X,X,X
JSIOLTZ,X,X,X,O,O,X,X,X,X,X,X
JSIOLZT,X,O,O,O,O,X,X,X,X,X,X
JSIOZTL,O,O,O,O,O,O,X,O,X,X,X
JSIOZLT,O,O,O,O,O,O,X,X,X,X,X
JSLTIZO,X,X,X,O,O,O,X,X,O,X,X
JSLTIOZ,X,X,X,O,X,O,X,X,X,X,X
JSLTZIO,X,X,X,O,O,O,X,X,O,X,X
JSLTZOI,X,X,X,O,O,O,X,X,O,X,X
JSLTOIZ,X,X,X,O,X,O,X,X,X,X,X
JSLTOZI,X,X,X,O,X,O,X,X,X,X,X
JSLITZO,X,X,X,O,O,O,X,X,X,X,X
JSLITOZ,X,X,X,O,X,O,X,X,X,X,X
JSLIZTO,X,O,X,O,O,O,X,X,X,X,X
JSLIZOT,X,O,X,O,O,O,X,X,X,X,X
JSLIOTZ,X,X,X,O,O,O,X,X,X,X,X
JSLIOZT,X,O,O,O,O,O,X,X,X,X,X
JSLZTIO,X,O,X,O,O,O,X,X,O,X,X
JSLZTOI,X,O,X,O,O,O,X,X,O,X,X
JSLZITO,X,O,X,O,O,O,X,X,O,X,X
JSLZIOT,X,O,X,O,O,O,X,X,X,X,X
JSLZOTI,X,O,X,O,O,O,X,X,O,X,X
JSLZOIT,X,O,X,O,O,O,X,X,X,X,X
JSLOTIZ,X,X,X,O,O,O,X,X,X,X,X
JSLOTZI,X,X,X,O,O,O,X,X,X,X,X
JSLOITZ,X,X,X,O,O,O,X,X,X,X,X
JSLOIZT,X,O,O,O,O,O,X,X,X,X,X
JSLOZTI,X,O,O,O,O,O,X,X,X,X,X
JSLOZIT,X,O,O,O,O,O,X,X,X,X,X
JSZTILO,O,O,X,O,O,O,O,X,O,X,X
JSZTIOL,O,O,X,O,O,O,O,O,O,X,X
JSZTLIO,O,O,X,O,O,O,O,X,O,X,X
JSZTLOI,X,O,X,O,O,O,O,X,O,X,X
JSZTOIL,O,O,X,O,O,O,O,O,O,X,X
JSZTOLI,O,O,X,O,O,O,O,X,O,X,X
JSZITLO,O,O,X,O,O,O,O,X,O,X,X
JSZITOL,O,O,X,O,O,O,O,O,O,X,X
JSZILTO,O,O,X,O,O,O,O,X,O,X,X
JSZILOT,O,O,X,O,O,O,O,X,X,X,X
JSZIOTL,O,O,O,O,O,O,O,O,X,X,X
JSZIOLT,O,O,O,O,O,O,O,X,X,X,X
JSZLTIO,O,O,X,O,O,O,O,X,O,X,X
JSZLTOI,X,O,X,O,O,O,O,X,O,X,X
JSZLITO,O,O,X,O,O,O,O,X,O,X,X
JSZLIOT,O,O,X,O,O,O,O,X,X,X,X
JSZLOTI,O,O,X,O,O,O,O,X,O,X,X
JSZLOIT,O,O,X,O,O,O,O,X,X,X,X
JSZOTIL,O,O,O,O,O,O,O,O,O,X,X
JSZOTLI,O,O,O,O,O,O,O,X,O,X,X
JSZOITL,O,O,O,O,O,O,O,O,X,X,X
JSZOILT,O,O,O,O,O,O,O,X,X,X,X
JSZOLTI,O,O,O,O,O,O,O,X,O,X,X
JSZOLIT,O,O,O,O,O,O,O,X,X,X,X
JSOTILZ,X,X,X,O,O,X,X,X,X,X,X
JSOTIZL,O,O,O,O,O,O,X,X,O,X,X
JSOTLIZ,X,X,X,O,O,X,X,X,X,X,X
JSOTLZI,X,X,X,O,O,X,X,X,X,X,X
JSOTZIL,O,O,O,O,O,O,X,X,O,X,X
JSOTZLI,O,O,O,O,O,O,X,X,O,X,X
JSOITLZ,X,X,X,O,O,X,X,X,X,X,X
JSOITZL,O,O,O,O,O,O,X,X,X,X,X
JSOILTZ,X,X,X,O,O,X,X,X,X,X,X
JSOILZT,X,O,O,O,O,X,X,X,X,X,X
JSOIZTL,O,O,O,O,O,O,X,O,X,X,X
JSOIZLT,O,O,O,O,O,O,X,X,X,X,X
JSOLTIZ,X,X,X,O,O,X,X,X,X,X,X
JSOLTZI,X,X,X,O,O,X,X,X,X,X,X
JSOLITZ,X,X,X,O,O,X,X,X,X,X,X
JSOLIZT,X,O,O,O,O,X,X,X,X,X,X
JSOLZTI,X,O,O,O,O,X,X,X,X,X,X
JSOLZIT,X,O,O,O,O,X,X,X,X,X,X
JSOZTIL,O,O,O,O,O,O,X,O,O,X,X
JSOZTLI,O,O,O,O,O,O,X,X,O,X,X
JSOZITL,O,O,O,O,O,O,X,O,X,X,X
JSOZILT,O,O,O,O,O,O,X,X,X,X,X
JSOZLTI,O,O,O,O,O,O,X,X,O,X,X
JSOZLIT,O,O,O,O,O,O,X,X,X,X,X
JZTILSO,O,O,X,O,O,O,O,X,X,O,X
JZTILOS,X,X,X,X,O,O,X,O,X,O,X
JZTISLO,O,O,X,O,O,O,O,X,X,O,X
JZTISOL,O,O,X,O,O,O,O,O,X,X,X
JZTIOLS,O,X,O,X,O,O,X,O,X,O,X
JZTIOSL,O,O,O,O,O,O,O,O,X,X,X
JZTLISO,O,O,X,O,O,O,O,X,X,O,X
JZTLIOS,X,X,X,X,O,O,X,O,X,O,X
JZTLSIO,O,O,X,O,O,O,O,X,O,X,X
JZTLSOI,X,O,X,O,O,O,O,X,O,X,X
JZTLOIS,X,X,X,X,O,O,X,O,X,X,X
JZTLOSI,X,X,X,X,O,O,X,X,X,X,X
JZTSILO,O,O,X,O,O,O,O,X,O,X,X
JZTSIOL,O,O,X,O,O,O,O,O,O,X,O
JZTSLIO,O,O,X,O,O,O,O,X,O,X,X
JZTSLOI,X,O,X,O,O,O,O,X,O,X,X
JZTSOIL,O,O,X,O,O,O,O,O,O,X,O
JZTSOLI,O,O,X,O,O,O,O,X,O,X,O
JZTOILS,O,X,O,X,O,O,X,O,X,X,X
JZTOISL,O,O,O,O,O,O,O,O,X,X,X
JZTOLIS,O,X,O,X,O,O,X,O,X,X,X
JZTOLSI,O,X,O,X,O,O,X,X,X,X,X
