sequence,v115@FhB8HeB8IeB8BeD8AeB8Je0/IvhFxgBTiB/pBGmBiq?BlsB,v115@FhB8HeB8IeB8BeD8AeB8Jex/IvhF8lBGiBikB3mBzp?BlsB,v115@FhB8HeB8IeB8BeD8AeB8Jex/IvhFXhBTiBmkBSrB0p?BlsB,v115@FhB8HeB8IeB8BeD8AeB8Jem/IvhFRhBSnBTkBUmBXq?BlsB,v115@FhB8HeB8IeB8BeD8AeB8Jex/IvhF8lB+mBTiB/pBaq?BlsB,v115@FhB8HeB8IeB8BeD8AeB8Jex/IvhF8lBSnBTkBeqB3m?BlsB,v115@FhB8HeB8IeB8BeD8AeB8Jei/IvhF+mBTiBRlB3lB0p?BlsB,v115@FhB8HeB8IeB8BeD8AeB8JeKEJvhFzfBGiBRmBUmBXq?BlsB,v115@FhB8HeB8IeB8BeD8AeB8Jem/IvhFfmB6mBTiBxpBls?B0pB,v115@FhB8HeB8IeB8BeD8AeB8JeGBJvhFTiBUmBxpBlsB/p?BaqB,v115@FhB8HeB8IeB8BeD8AeB8JeyEJvhFzgBGiB3mBxpBls?B0pB,v115@FhB8HeB8IeB8BeD8AeB8Je0/IvhFxhB/pBzlBCnBOq?BlsB,v115@FhB8HeB8IeB8BeD8AeB8JeFAJvhF0hBzlBmpBRsB/p?B6sB,v115@FhB8HeB8IeB8BeD8AeB8JeT/IvhF3gBxmB2qBCnB0p?BlsB,v115@FhB8HeB8IeB8BeD8AeB8JeXAJvhFxhB2pBzlBCnBls?B0pB,v115@FhB8HeB8IeB8BeD8AeB8Je0/IvhFxhB2pBzlBCnBls?BXqB,v115@FhB8HeB8IeB8BeD8AeB8Jel/IvhFThB/pB2sBxqBcq?B6sB,v115@FhB8HeB8IeB8BeD8AeB8JeT/IvhFVmBypB0nBRrBXq?BGsB
JZIOLST,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JZIOSTL,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X
JZIOSLT,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X
JZLTISO,O,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
JZLTIOS,O,O,O,X,O,O,O,X,X,O,X,X,X,X,X,O,X,X
JZLTSIO,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
JZLTSOI,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X
JZLTOIS,O,O,O,X,O,O,O,X,X,O,X,X,X,X,X,O,X,X
JZLTOSI,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X
JZLITSO,O,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
JZLITOS,O,O,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
JZLISTO,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JZLISOT,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZLIOTS,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X
JZLIOST,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZLSTIO,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
JZLSTOI,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
JZLSITO,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
JZLSIOT,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JZLSOTI,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
JZLSOIT,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JZLOTIS,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X
JZLOTSI,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X
JZLOITS,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X
JZLOIST,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZLOSTI,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X
JZLOSIT,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZSTILO,O,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
JZSTIOL,O,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
JZSTLIO,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
JZSTLOI,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,O,X,X
JZSTOIL,O,O,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X
JZSTOLI,O,O,O,O,O,O,O,X,X,X,X,X,X,X,O,O,X,X
JZSITLO,O,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,O,X
JZSITOL,O,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,O,X
JZSILTO,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X
JZSILOT,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
JZSIOTL,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
JZSIOLT,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
JZSLTIO,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
JZSLTOI,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
JZSLITO,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
JZSLIOT,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JZSLOTI,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
JZSLOIT,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JZSOTIL,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JZSOTLI,O,O,X,O,O,O,X,X,X,X,X,X,X,X,O,O,X,X
JZSOITL,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JZSOILT,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZSOLTI,X,O,X,O,O,X,X,X,X,X,X,X,X,X,O,O,X,X
JZSOLIT,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JZOTILS,X,O,O,O,O,O,O,X,X,O,X,X,O,X,X,O,X,X
JZOTISL,X,O,O,O,O,O,O,X,X,O,X,X,O,O,X,X,X,X
JZOTLIS,X,O,O,O,O,O,O,X,X,O,X,X,X,X,O,O,X,X
JZOTLSI,X,O,O,O,O,O,O,X,X,X,X,X,X,X,O,O,X,X
JZOTSIL,X,O,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X
JZOTSLI,X,O,O,O,O,O,O,X,X,X,X,X,X,X,O,O,X,X
JZOITLS,X,O,O,O,O,O,O,X,X,O,X,X,O,X,X,O,X,X
JZOITSL,X,O,O,O,O,O,O,X,X,O,X,X,O,X,X,X,X,X
JZOILTS,X,X,O,O,X,O,O,X,X,X,X,X,O,X,X,O,X,X
JZOILST,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JZOISTL,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
JZOISLT,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JZOLTIS,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X
JZOLTSI,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X
JZOLITS,X,O,O,O,X,O,O,X,X,X,X,X,O,X,X,O,X,X
JZOLIST,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JZOLSTI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X
JZOLSIT,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZOSTIL,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JZOSTLI,X,O,X,O,O,O,X,X,X,X,X,X,X,X,O,O,X,X
JZOSITL,X,O,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
JZOSILT,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JZOSLTI,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X
JZOSLIT,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOTILSZ,O,O,X,O,X,O,O,X,X,X,X,X,O,X,O,O,X,X
JOTILZS,O,O,X,O,X,O,O,X,X,X,X,X,O,X,O,O,X,X
JOTISLZ,O,O,X,X,O,O,O,X,X,X,X,X,O,X,O,X,X,X
JOTISZL,O,O,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
JOTIZLS,O,O,X,O,O,O,O,X,X,X,X,X,O,X,X,O,X,X
JOTIZSL,O,O,X,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X
JOTLISZ,O,O,X,O,X,O,O,X,X,X,X,O,X,X,O,O,X,X
JOTLIZS,O,O,X,O,X,O,O,X,X,X,X,X,X,X,O,O,X,X
JOTLSIZ,O,O,X,O,O,O,X,X,X,X,X,O,X,X,O,O,X,X
JOTLSZI,O,O,X,O,O,O,X,X,X,X,X,O,X,X,O,O,X,X
JOTLZIS,O,O,X,O,O,O,O,X,X,X,X,X,X,X,O,O,X,X
JOTLZSI,O,O,X,O,O,O,O,X,X,X,X,X,X,X,O,O,X,X
JOTSILZ,O,O,X,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X
JOTSIZL,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JOTSLIZ,O,O,X,O,O,O,X,X,X,X,X,O,X,X,O,O,X,X
JOTSLZI,O,O,X,O,O,O,X,X,X,X,X,O,X,X,O,O,X,X
JOTSZIL,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
JOTSZLI,O,O,X,O,O,O,O,X,X,X,X,O,X,X,O,O,X,X
JOTZILS,O,O,X,O,O,O,O,X,X,X,X,X,O,X,X,O,X,X
JOTZISL,O,O,X,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X
JOTZLIS,O,O,X,O,O,O,O,X,X,X,X,X,X,X,O,O,X,X
JOTZLSI,O,O,X,O,O,O,O,X,X,X,X,X,X,X,O,O,X,X
JOTZSIL,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
JOTZSLI,O,O,X,O,O,O,O,X,X,X,X,X,X,X,O,O,X,X
JOITLSZ,O,X,X,O,X,O,O,X,X,X,X,X,O,X,O,O,X,X
JOITLZS,O,X,X,O,X,O,O,X,X,X,X,X,O,X,O,O,X,X
JOITSLZ,O,X,X,X,X,O,O,X,X,X,X,X,O,X,O,X,O,X
JOITSZL,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X
JOITZLS,O,X,X,O,X,O,O,X,X,X,X,X,O,X,X,O,X,X
JOITZSL,O,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X
JOILTSZ,O,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X
JOILTZS,O,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X
JOILSTZ,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X
JOILSZT,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
JOILZTS,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X
JOILZST,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JOISTLZ,O,X,X,X,X,O,X,X,X,X,X,X,O,X,O,X,O,X
JOISTZL,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X
JOISLTZ,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X
JOISLZT,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
JOISZTL,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X
JOISZLT,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
JOIZTLS,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X
JOIZTSL,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X
JOIZLTS,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X
JOIZLST,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JOIZSTL,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X
JOIZSLT,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X
JOLTISZ,O,O,X,O,X,O,X,X,X,X,X,X,X,X,O,O,X,X
JOLTIZS,O,O,X,O,X,O,X,X,X,X,X,X,X,X,O,O,X,X
JOLTSIZ,O,O,X,O,X,O,X,X,X,X,X,X,X,X,O,O,X,X
JOLTSZI,O,O,X,O,X,O,X,X,X,X,X,X,X,X,O,O,X,X
JOLTZIS,O,O,X,O,X,O,X,X,X,X,X,X,X,X,O,O,X,X
JOLTZSI,O,O,X,O,X,O,X,X,X,X,X,X,X,X,O,O,X,X
JOLITSZ,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
JOLITZS,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
JOLISTZ,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X
JOLISZT,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
JOLIZTS,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X
JOLIZST,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JOLSTIZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
JOLSTZI,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
JOLSITZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
JOLSIZT,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
JOLSZTI,O,O,X,X,X,X,X,X,X,X,X,O,X,X,O,O,X,X
JOLSZIT,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
JOLZTIS,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X
JOLZTSI,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X
JOLZITS,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X
JOLZIST,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JOLZSTI,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X
JOLZSIT,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSTILZ,O,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X
JOSTIZL,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JOSTLIZ,O,X,X,O,O,O,X,X,X,X,X,O,X,X,O,O,X,X
JOSTLZI,O,O,X,O,O,O,X,X,X,X,X,O,X,X,O,O,X,X
JOSTZIL,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JOSTZLI,O,O,X,O,O,O,X,X,X,X,X,O,X,X,O,O,X,X
JOSITLZ,O,X,X,X,X,O,X,X,X,X,X,X,O,X,O,X,O,X
JOSITZL,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X
JOSILTZ,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X
JOSILZT,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
JOSIZTL,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X
JOSIZLT,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
JOSLTIZ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
JOSLTZI,O,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
JOSLITZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
JOSLIZT,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
JOSLZTI,O,O,X,X,O,X,X,X,X,X,X,O,X,X,O,O,X,X
JOSLZIT,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
JOSZTIL,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JOSZTLI,O,O,X,O,O,O,X,X,X,X,X,O,X,X,O,O,X,X
JOSZITL,O,O,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
JOSZILT,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JOSZLTI,X,O,X,X,O,X,X,X,X,X,X,O,X,X,O,O,X,X
JOSZLIT,X,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
JOZTILS,X,O,X,O,O,O,O,X,X,X,X,X,O,X,X,O,X,X
JOZTISL,X,O,X,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X
JOZTLIS,X,O,X,O,O,O,O,X,X,X,X,X,X,X,O,O,X,X
JOZTLSI,X,O,X,O,O,O,O,X,X,X,X,X,X,X,O,O,X,X
JOZTSIL,X,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
JOZTSLI,X,O,X,O,O,O,O,X,X,X,X,X,X,X,O,O,X,X
JOZITLS,X,O,X,O,O,O,O,X,X,X,X,X,O,X,X,O,X,X
JOZITSL,X,O,X,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X
JOZILTS,X,X,X,O,X,O,O,X,X,X,X,X,O,X,X,O,X,X
JOZILST,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JOZISTL,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
JOZISLT,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JOZLTIS,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X
JOZLTSI,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X
JOZLITS,X,O,X,O,X,O,O,X,X,X,X,X,O,X,X,O,X,X
JOZLIST,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JOZLSTI,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X
JOZLSIT,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZSTIL,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JOZSTLI,X,O,X,O,O,O,X,X,X,X,X,X,X,X,O,O,X,X
JOZSITL,X,O,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
JOZSILT,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JOZSLTI,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X
JOZSLIT,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STILJZO,O,O,X,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X
STILJOZ,O,X,X,O,O,X,X,O,O,X,O,O,X,X,X,X,X,X
STILZJO,O,O,X,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X
STILZOJ,O,O,X,O,O,X,X,O,O,X,O,O,X,O,X,X,X,X
STILOJZ,O,X,X,O,O,X,X,O,O,X,O,O,X,X,X,X,X,X
STILOZJ,O,X,X,O,O,X,X,O,O,X,O,O,X,X,X,X,X,X
STIJLZO,O,O,X,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X
STIJLOZ,O,X,X,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X
STIJZLO,O,O,X,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X
STIJZOL,O,O,X,O,O,X,X,X,O,X,O,X,X,O,X,X,X,X
STIJOLZ,O,O,X,X,O,X,X,O,O,X,O,X,X,X,X,X,X,X
STIJOZL,O,O,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X
STIZLJO,O,O,X,O,O,X,X,O,O,O,O,X,X,X,X,X,X,X
STIZLOJ,O,O,X,O,O,X,X,O,O,O,O,O,X,O,X,X,X,X
STIZJLO,O,O,X,O,O,X,X,O,O,O,O,X,X,X,X,X,X,X
STIZJOL,O,O,X,O,O,X,X,X,O,O,O,X,X,O,X,X,X,X
STIZOLJ,O,O,X,O,X,X,X,X,O,O,O,O,X,O,X,X,X,X
STIZOJL,O,O,X,O,O,X,X,X,O,O,O,X,X,O,X,X,X,X
STIOLJZ,O,O,X,O,O,X,X,O,O,X,O,O,X,X,X,X,X,X
STIOLZJ,O,O,X,O,X,X,X,O,O,X,O,O,X,X,X,X,X,X
STIOJLZ,O,O,X,O,O,X,X,O,O,X,O,X,X,X,X,X,O,X
STIOJZL,O,O,X,O,O,X,X,X,O,X,O,X,X,X,X,X,O,X
STIOZLJ,O,O,X,O,X,X,X,X,O,O,O,O,X,O,X,X,X,X
STIOZJL,O,O,X,O,O,X,X,X,O,O,O,X,X,O,X,X,X,X
STLIJZO,O,O,X,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X
STLIJOZ,O,X,O,O,O,X,X,O,O,X,O,O,X,X,X,X,X,X
STLIZJO,O,O,O,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X
STLIZOJ,O,O,O,O,O,X,X,O,O,X,O,O,X,X,X,X,X,X
STLIOJZ,O,X,O,O,O,X,X,O,O,X,O,O,X,X,O,O,X,X
STLIOZJ,O,X,O,O,O,X,X,O,O,X,O,O,X,X,O,X,X,X
STLJIZO,O,O,X,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X
STLJIOZ,O,X,O,O,O,X,X,O,O,X,O,O,X,X,X,X,X,X
STLJZIO,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
STLJZOI,O,O,O,O,O,O,X,O,X,X,X,O,X,X,X,O,X,X
STLJOIZ,O,O,O,O,O,O,X,O,O,X,O,O,X,X,O,O,X,X
STLJOZI,O,O,O,O,O,O,X,O,X,X,X,O,X,X,O,O,X,X
STLZIJO,O,O,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X
STLZIOJ,O,O,O,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X
STLZJIO,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
STLZJOI,O,O,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X
STLZOIJ,O,O,O,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X
STLZOJI,O,O,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X
STLOIJZ,O,O,O,O,O,O,X,O,O,X,O,O,X,X,O,O,X,X
STLOIZJ,O,O,O,O,O,X,X,O,O,X,O,O,X,X,O,X,X,X
STLOJIZ,O,O,O,O,O,O,X,O,O,X,O,O,X,X,O,O,X,X
STLOJZI,O,O,O,O,O,O,X,O,X,X,X,O,X,X,O,O,X,X
STLOZIJ,O,O,O,O,O,X,X,O,O,X,X,O,X,X,O,X,X,X
STLOZJI,O,O,O,O,O,X,X,O,X,X,X,O,X,X,O,X,X,X
STJILZO,O,O,X,O,O,X,X,O,O,X,O,X,X,X,X,X,O,X
STJILOZ,O,X,X,O,O,X,O,O,O,X,O,X,X,X,X,X,O,X
STJIZLO,O,O,X,O,O,X,X,O,O,X,O,X,X,X,X,X,O,X
STJIZOL,O,O,X,O,O,X,X,X,O,X,O,X,X,X,X,X,O,X
STJIOLZ,O,O,X,X,O,X,O,O,O,X,O,X,X,X,O,X,O,X
STJIOZL,O,O,X,X,O,X,X,X,O,X,O,X,X,X,X,X,O,X
STJLIZO,O,O,X,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X
STJLIOZ,O,X,X,O,O,X,X,O,O,X,O,O,X,X,X,X,X,X
STJLZIO,O,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
STJLZOI,O,O,X,O,O,O,X,O,X,X,X,O,X,X,X,O,X,X
STJLOIZ,O,O,X,O,O,O,X,O,O,X,O,O,X,X,O,O,X,X
STJLOZI,O,O,X,O,O,O,X,O,X,X,X,O,X,X,O,O,X,X
STJZILO,O,O,X,O,O,X,O,O,X,X,O,X,X,X,X,X,X,X
STJZIOL,O,O,X,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X
STJZLIO,O,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
STJZLOI,O,O,X,O,O,O,O,O,X,X,X,O,X,X,X,O,X,X
STJZOIL,O,O,X,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X
STJZOLI,O,O,X,O,O,O,O,X,X,X,X,O,X,X,O,O,X,X
STJOILZ,O,O,X,O,O,O,O,O,O,X,O,X,X,X,O,X,X,X
STJOIZL,O,O,X,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X
STJOLIZ,O,O,X,O,O,O,X,O,O,X,O,O,X,X,O,O,X,X
STJOLZI,O,O,X,O,O,O,X,O,X,X,X,O,X,X,O,O,X,X
STJOZIL,O,O,X,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X
STJOZLI,O,O,X,O,O,O,O,X,X,X,X,O,X,X,O,O,X,X
STZILJO,O,O,X,O,O,X,O,O,O,O,O,X,X,X,X,X,X,X
STZILOJ,O,O,X,O,O,X,X,O,O,O,O,O,X,O,X,X,X,X
STZIJLO,O,O,X,O,O,X,O,O,O,O,O,X,X,X,X,X,X,X
STZIJOL,O,O,X,O,O,X,O,X,O,O,O,X,X,O,X,X,X,X
STZIOLJ,O,O,X,O,X,X,X,X,O,O,O,O,X,O,X,X,X,X
STZIOJL,O,O,X,O,O,X,X,X,O,O,O,X,X,O,X,X,X,X
STZLIJO,O,O,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X
STZLIOJ,O,O,O,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X
STZLJIO,O,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
STZLJOI,O,O,O,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X
STZLOIJ,O,O,O,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X
STZLOJI,O,O,O,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X
STZJILO,O,O,O,O,O,X,O,O,X,O,O,X,X,X,X,X,X,X
STZJIOL,O,O,O,O,O,X,O,X,X,O,O,X,X,X,X,X,X,X
STZJLIO,O,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
STZJLOI,O,O,O,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X
STZJOIL,O,O,O,O,O,O,O,X,X,O,O,X,X,X,X,X,X,X
STZJOLI,O,O,O,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X
STZOILJ,O,O,X,O,X,X,X,X,O,O,O,O,X,O,X,X,X,X
STZOIJL,O,O,X,O,O,X,X,X,O,O,O,X,X,O,X,X,X,X
STZOLIJ,O,O,O,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X
STZOLJI,O,O,O,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X
STZOJIL,O,O,O,O,O,X,O,X,X,O,O,X,X,X,X,X,X,X
STZOJLI,O,O,O,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X
STOILJZ,O,O,X,O,O,O,X,O,O,X,O,O,X,X,O,X,X,X
STOILZJ,O,O,X,O,X,X,X,O,O,X,O,O,X,X,O,X,X,X
STOIJLZ,O,O,X,O,O,O,X,O,O,X,O,X,X,X,O,X,X,X
STOIJZL,O,O,X,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X
STOIZLJ,O,O,X,O,X,X,X,X,O,O,O,O,X,X,X,X,X,X
STOIZJL,O,O,X,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X
STOLIJZ,O,O,O,O,O,O,X,O,O,X,O,O,X,X,O,O,X,X
STOLIZJ,O,O,O,O,O,X,X,O,O,X,O,O,X,X,O,X,X,X
STOLJIZ,O,O,O,O,O,O,X,O,O,X,O,O,X,X,O,O,X,X
