sequence,v115@GhA8IeA8GeD8BeB8AeD8Je2EJvhFRgBanBziB3lB9r?B0pB,v115@GhA8IeA8GeD8BeB8AeD8JeOEJvhFXgB8lBRiB9rBin?BzpB,v115@GhA8IeA8GeD8BeB8AeD8Jex/IvhFXhBdnBziBypBGr?B0pB,v115@GhA8IeA8GeD8BeB8AeD8Jem/IvhFChBdnBziB/rBxp?B0pB,v115@GhA8IeA8GeD8BeB8AeD8Je0/IvhFxhBynB2pBzlBtr?BXqB,v115@GhA8IeA8GeD8BeB8AeD8Jei/IvhFRhBziB9pBOqBXm?B8rB,v115@GhA8IeA8GeD8BeB8AeD8JeOEJvhF8kBzgBRiB9rBin?BXqB,v115@GhA8IeA8GeD8BeB8AeD8Je0/IvhFxhBynB/pBzlBtr?BOqB,v115@GhA8IeA8GeD8BeB8AeD8JeOEJvhFXgB8lBRnB9rBin?BzpB,v115@GhA8IeA8GeD8BeB8AeD8JeNEJvhFUhBRiBXlBinBGr?BzpB,v115@GhA8IeA8GeD8BeB8AeD8JeyEJvhFfmBmhBziBtrBxp?B0pB,v115@GhA8IeA8GeD8BeB8AeD8JeOEJvhFNlBRhBziBqpBXm?B8rB,v115@GhA8IeA8GeD8BeB8AeD8JeOEJvhF8kBzgBRnB9rBin?BXqB,v115@GhA8IeA8GeD8BeB8AeD8JezAJvhF/pBUlBRnB9rBin?BmpB
LISTJZO,X,O,X,O,X,X,O,X,X,O,O,X,X,X
LISTJOZ,X,O,X,O,X,X,O,O,X,O,O,X,X,X
LISTZJO,X,O,X,O,X,X,O,X,X,X,O,X,X,X
LISTZOJ,X,O,X,O,X,X,O,O,X,X,O,X,X,X
LISTOJZ,X,O,X,O,O,X,O,O,X,X,O,X,X,X
LISTOZJ,X,O,X,O,X,X,O,O,X,X,O,X,X,X
LISJTZO,X,O,O,O,X,X,X,X,X,O,O,X,X,X
LISJTOZ,X,O,O,O,X,X,X,O,X,O,O,X,X,X
LISJZTO,X,X,O,O,X,X,X,X,X,O,X,X,X,X
LISJZOT,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LISJOTZ,X,O,O,O,X,X,X,X,X,O,O,X,X,X
LISJOZT,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LISZTJO,X,X,X,O,X,X,O,X,X,X,O,X,X,X
LISZTOJ,X,X,X,O,X,X,O,O,X,X,O,X,X,X
LISZJTO,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LISZJOT,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LISZOTJ,X,X,X,X,X,X,X,X,X,X,O,X,X,O
LISZOJT,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LISOTJZ,X,O,X,O,X,X,X,O,X,X,O,X,X,X
LISOTZJ,X,O,X,O,X,X,X,O,X,X,O,X,X,X
LISOJTZ,X,O,O,O,X,X,X,X,X,X,O,X,X,X
LISOJZT,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISOZTJ,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LISOZJT,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LIZTJSO,O,O,X,X,X,X,X,X,X,O,X,O,X,X
LIZTJOS,O,O,X,X,X,X,X,X,X,O,X,O,X,X
LIZTSJO,O,O,X,X,X,X,O,X,X,X,O,O,X,X
LIZTSOJ,O,O,X,X,X,X,O,O,X,X,O,O,X,X
LIZTOJS,O,O,X,X,O,X,X,X,X,X,X,O,X,X
LIZTOSJ,O,O,X,X,X,X,O,O,X,X,O,O,X,X
LIZJTSO,O,O,O,X,X,X,X,X,X,O,X,O,X,X
LIZJTOS,O,O,O,X,X,X,X,X,X,O,X,O,X,X
LIZJSTO,X,X,O,O,X,X,X,X,O,O,X,O,X,X
LIZJSOT,O,X,X,X,X,X,X,X,X,O,X,O,X,X
LIZJOTS,O,O,O,X,X,X,X,X,X,O,X,O,X,X
LIZJOST,O,X,X,X,X,X,X,X,X,O,X,O,X,X
LIZSTJO,X,X,X,O,X,X,X,X,X,X,O,O,X,X
LIZSTOJ,X,X,X,O,X,X,X,O,X,X,O,O,X,X
LIZSJTO,X,X,X,O,X,X,X,X,O,X,X,O,X,X
LIZSJOT,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LIZSOTJ,X,X,X,X,X,X,X,X,X,X,O,O,X,X
LIZSOJT,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LIZOTJS,O,O,X,X,X,X,X,X,X,X,X,O,X,X
LIZOTSJ,O,O,X,X,X,X,X,X,X,X,O,O,X,X
LIZOJTS,O,O,O,X,X,X,X,X,X,X,X,O,X,X
LIZOJST,O,X,X,X,X,X,X,X,O,X,X,O,X,X
LIZOSTJ,X,X,X,X,X,X,X,X,X,X,O,O,X,X
LIZOSJT,X,X,X,X,X,X,X,X,O,X,X,O,X,X
LIOTJSZ,X,O,O,O,O,X,O,O,X,O,O,O,X,X
LIOTJZS,X,O,O,X,O,X,X,X,X,O,X,O,X,X
LIOTSJZ,O,O,X,O,O,X,O,O,X,X,O,O,X,X
LIOTSZJ,O,O,X,O,X,X,O,O,X,X,O,X,X,X
LIOTZJS,O,O,X,X,O,X,X,X,X,X,X,O,X,X
LIOTZSJ,O,O,X,X,X,X,O,O,X,X,O,O,X,X
LIOJTSZ,X,O,O,O,X,X,X,X,X,O,O,O,X,X
LIOJTZS,X,O,O,X,X,X,X,X,X,O,X,O,X,X
LIOJSTZ,X,O,O,O,X,X,X,X,X,O,O,X,X,X
LIOJSZT,X,X,X,X,X,X,X,X,O,O,X,X,X,X
LIOJZTS,X,O,O,X,X,X,X,X,X,O,X,O,X,X
LIOJZST,X,X,X,X,X,X,X,X,O,O,X,O,X,X
LIOSTJZ,X,O,X,O,X,X,X,O,X,X,O,X,X,X
LIOSTZJ,X,O,X,O,X,X,X,O,X,X,O,X,X,X
LIOSJTZ,X,O,O,O,X,X,X,X,X,X,O,X,X,X
LIOSJZT,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LIOSZTJ,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LIOSZJT,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LIOZTJS,O,O,X,X,X,X,X,X,X,X,X,O,X,X
LIOZTSJ,O,O,X,X,X,X,X,X,X,X,O,O,X,X
LIOZJTS,O,O,O,X,X,X,X,X,X,X,X,O,X,X
LIOZJST,O,X,X,X,X,X,X,X,O,X,X,O,X,X
LIOZSTJ,X,X,X,X,X,X,X,X,X,X,O,O,X,X
LIOZSJT,X,X,X,X,X,X,X,X,O,X,X,O,X,X
LJTISZO,X,O,O,X,X,X,O,X,X,O,X,X,X,X
LJTISOZ,X,O,O,X,X,O,O,O,X,O,X,O,X,X
LJTIZSO,X,O,O,X,X,O,X,X,X,O,X,O,X,X
LJTIZOS,X,O,O,X,O,O,X,X,X,O,X,O,X,X
LJTIOSZ,X,O,O,X,O,O,O,O,X,O,X,O,X,X
LJTIOZS,X,O,O,X,O,O,X,X,X,O,X,O,X,X
LJTSIZO,O,O,O,X,X,X,O,X,X,O,X,X,X,X
LJTSIOZ,O,O,O,X,X,O,O,O,X,O,X,O,X,X
LJTSZIO,O,O,O,X,X,O,O,X,X,O,X,O,X,X
LJTSZOI,O,O,O,X,O,O,O,O,X,O,X,O,X,X
LJTSOIZ,O,O,O,X,O,O,O,O,X,O,X,O,X,X
LJTSOZI,O,O,O,X,O,O,O,O,X,O,X,O,X,X
LJTZISO,O,O,O,X,X,O,X,X,X,O,X,O,X,X
LJTZIOS,O,O,O,X,O,O,X,X,X,O,X,O,X,X
LJTZSIO,O,O,O,X,X,O,X,X,X,O,X,O,X,X
LJTZSOI,O,O,O,X,O,O,X,X,X,O,X,O,X,X
LJTZOIS,O,O,O,X,O,O,X,X,X,O,X,O,X,X
LJTZOSI,O,O,O,X,O,O,X,X,X,O,X,O,X,X
LJTOISZ,X,O,O,X,O,O,O,O,X,O,X,O,X,X
LJTOIZS,X,O,O,X,O,O,X,X,X,O,X,O,X,X
LJTOSIZ,O,O,O,X,O,O,O,O,X,O,X,O,X,X
LJTOSZI,O,O,O,X,O,O,O,O,X,O,X,O,X,X
LJTOZIS,O,O,O,X,O,O,X,X,X,O,X,O,X,X
LJTOZSI,O,O,O,X,O,O,X,X,X,O,X,O,X,X
LJITSZO,X,O,O,X,X,X,O,X,X,O,X,X,X,X
LJITSOZ,X,O,O,X,X,O,O,O,X,O,X,O,X,X
LJITZSO,X,O,O,X,X,X,X,X,X,O,X,O,X,X
LJITZOS,X,O,O,X,O,O,X,X,X,O,X,O,X,X
LJITOSZ,X,O,O,X,O,O,O,O,X,O,X,O,X,X
LJITOZS,X,O,O,X,O,O,X,X,X,O,X,O,X,X
LJISTZO,X,O,O,X,X,X,X,X,X,O,X,X,X,X
LJISTOZ,X,O,O,X,X,X,X,O,X,O,X,X,X,X
LJISZTO,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LJISZOT,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LJISOTZ,X,O,O,X,X,X,X,X,X,O,X,X,X,X
LJISOZT,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LJIZTSO,X,O,O,X,X,X,X,X,X,O,X,O,X,X
LJIZTOS,X,O,O,X,O,X,X,X,X,O,X,O,X,X
LJIZSTO,X,X,O,X,X,X,X,X,O,O,X,O,X,X
LJIZSOT,X,X,X,X,X,X,X,X,X,O,X,O,X,X
LJIZOTS,X,O,O,X,X,X,X,X,X,O,X,O,X,X
LJIZOST,X,X,X,X,X,X,X,X,X,O,X,O,X,X
LJIOTSZ,X,O,O,X,X,O,X,X,X,O,X,O,X,X
LJIOTZS,X,O,O,X,X,O,X,X,X,O,X,O,X,X
LJIOSTZ,X,O,O,X,X,X,X,X,X,O,X,X,X,X
LJIOSZT,X,X,X,X,X,X,X,X,O,O,X,X,X,X
LJIOZTS,X,O,O,X,X,X,X,X,X,O,X,O,X,X
LJIOZST,X,X,X,X,X,X,X,X,O,O,X,O,X,X
LJSTIZO,X,O,O,X,X,X,O,X,X,O,X,X,X,X
LJSTIOZ,X,O,O,X,X,X,O,O,X,O,X,O,X,X
LJSTZIO,X,O,O,X,X,X,O,X,X,O,X,O,X,X
LJSTZOI,X,O,O,X,O,X,O,O,X,O,X,O,X,X
LJSTOIZ,X,O,O,X,O,X,O,O,X,O,X,O,X,X
LJSTOZI,X,O,O,X,O,X,O,O,X,O,X,O,X,X
LJSITZO,X,O,O,X,X,X,X,X,X,O,X,X,X,X
LJSITOZ,X,O,O,X,X,X,X,O,X,O,X,X,X,X
LJSIZTO,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LJSIZOT,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LJSIOTZ,X,O,O,X,X,X,X,X,X,O,X,X,X,X
LJSIOZT,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LJSZTIO,X,X,O,X,X,X,O,X,X,O,X,O,X,X
LJSZTOI,X,X,O,X,O,X,O,O,X,O,X,O,X,X
LJSZITO,X,X,O,X,X,X,O,X,X,O,X,O,X,X
LJSZIOT,X,X,X,X,X,X,X,X,X,O,X,O,X,X
LJSZOTI,X,X,X,X,X,X,O,X,X,O,X,O,X,X
LJSZOIT,X,X,X,X,X,X,X,X,X,O,X,O,X,X
LJSOTIZ,X,O,O,X,X,X,X,X,X,O,X,O,X,X
LJSOTZI,X,O,O,X,X,X,X,X,X,O,X,O,X,X
LJSOITZ,X,O,O,X,X,X,X,X,X,O,X,X,X,X
LJSOIZT,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LJSOZTI,X,X,X,X,X,X,X,X,X,O,X,O,X,X
LJSOZIT,X,X,X,X,X,X,X,X,X,O,X,O,X,X
LJZTISO,O,O,O,X,X,O,X,X,X,O,X,O,X,X
LJZTIOS,O,O,O,X,O,O,X,X,X,O,X,O,X,X
LJZTSIO,O,O,O,X,X,O,X,X,X,O,X,O,X,X
LJZTSOI,O,O,O,X,O,O,X,X,X,O,X,O,X,X
LJZTOIS,O,O,O,X,O,O,X,X,X,O,X,O,X,X
LJZTOSI,O,O,O,X,O,O,X,X,X,O,X,O,X,X
LJZITSO,O,O,O,X,X,O,X,X,X,O,X,O,X,X
LJZITOS,O,O,O,X,O,O,X,X,X,O,X,O,X,X
LJZISTO,X,X,O,X,X,X,X,X,O,O,X,O,X,X
LJZISOT,O,X,X,X,X,X,X,X,X,O,X,O,X,X
LJZIOTS,O,O,O,X,X,O,X,X,X,O,X,O,X,X
LJZIOST,O,X,X,X,X,X,X,X,X,O,X,O,X,X
LJZSTIO,O,O,O,X,X,O,X,X,X,O,X,O,X,X
LJZSTOI,O,O,O,X,O,O,X,X,X,O,X,O,X,X
LJZSITO,X,X,O,X,X,O,X,X,O,O,X,O,X,X
LJZSIOT,O,X,X,X,X,O,X,X,X,O,X,O,X,X
LJZSOTI,O,X,X,X,X,O,X,X,X,O,X,O,X,X
LJZSOIT,O,X,X,X,X,O,X,X,X,O,X,O,X,X
LJZOTIS,O,O,O,X,O,O,X,X,X,O,X,O,X,X
LJZOTSI,O,O,O,X,O,O,X,X,X,O,X,O,X,X
LJZOITS,O,O,O,X,X,O,X,X,X,O,X,O,X,X
LJZOIST,O,X,X,X,X,X,X,X,X,O,X,O,X,X
LJZOSTI,O,X,X,X,X,O,X,X,X,O,X,O,X,X
LJZOSIT,O,X,X,X,X,O,X,X,X,O,X,O,X,X
LJOTISZ,X,O,O,X,O,O,X,X,X,O,X,O,X,X
LJOTIZS,X,O,O,X,O,O,X,X,X,O,X,O,X,X
LJOTSIZ,O,O,O,X,O,O,X,X,X,O,X,O,X,X
LJOTSZI,O,O,O,X,O,O,X,X,X,O,X,O,X,X
LJOTZIS,O,O,O,X,O,O,X,X,X,O,X,O,X,X
LJOTZSI,O,O,O,X,O,O,X,X,X,O,X,O,X,X
LJOITSZ,X,O,O,X,X,O,X,X,X,O,X,O,X,X
LJOITZS,X,O,O,X,X,O,X,X,X,O,X,O,X,X
LJOISTZ,X,O,O,X,X,X,X,X,X,O,X,X,X,X
LJOISZT,X,X,X,X,X,X,X,X,O,O,X,X,X,X
LJOIZTS,X,O,O,X,X,X,X,X,X,O,X,O,X,X
LJOIZST,X,X,X,X,X,X,X,X,O,O,X,O,X,X
LJOSTIZ,X,O,O,X,X,X,X,X,X,O,X,O,X,X
LJOSTZI,X,O,O,X,X,X,X,X,X,O,X,O,X,X
LJOSITZ,X,O,O,X,X,X,X,X,X,O,X,X,X,X
LJOSIZT,X,X,X,X,X,X,X,X,O,O,X,X,X,X
LJOSZTI,X,O,X,X,X,X,X,X,X,O,X,O,X,X
LJOSZIT,X,X,X,X,X,X,X,X,O,O,X,O,X,X
LJOZTIS,O,O,O,X,O,O,X,X,X,O,X,O,X,X
LJOZTSI,O,O,O,X,O,O,X,X,X,O,X,O,X,X
LJOZITS,O,O,O,X,X,O,X,X,X,O,X,O,X,X
LJOZIST,O,X,X,X,X,X,X,X,O,O,X,O,X,X
LJOZSTI,O,O,X,X,X,O,X,X,X,O,X,O,X,X
LJOZSIT,O,X,X,X,X,O,X,X,O,O,X,O,X,X
LSTIJZO,O,O,X,O,X,X,O,X,X,O,O,X,X,X
LSTIJOZ,O,O,X,O,X,X,O,O,X,O,O,O,X,X
LSTIZJO,O,O,X,O,X,X,O,X,X,X,O,X,X,X
LSTIZOJ,O,O,X,O,X,X,O,O,X,X,O,X,X,X
LSTIOJZ,O,O,X,O,O,X,O,O,X,X,O,O,X,X
LSTIOZJ,O,O,X,O,X,X,O,O,X,X,O,X,X,X
LSTJIZO,O,O,O,O,X,X,O,X,X,O,O,X,X,X
LSTJIOZ,O,O,O,O,X,X,O,O,X,O,O,O,X,X
LSTJZIO,O,O,O,X,X,X,O,X,X,O,X,O,X,X
LSTJZOI,O,O,O,X,O,X,O,O,X,O,X,O,X,X
LSTJOIZ,O,O,O,O,O,X,O,O,X,O,O,O,X,X
LSTJOZI,O,O,O,X,O,X,O,O,X,O,X,O,X,X
LSTZIJO,O,O,X,O,X,X,O,X,X,X,X,O,X,X
LSTZIOJ,O,O,X,O,X,X,O,O,X,X,X,O,X,X
LSTZJIO,O,O,X,X,X,X,O,X,X,X,X,O,X,X
LSTZJOI,O,O,X,X,X,X,O,O,X,X,X,O,X,X
LSTZOIJ,O,O,X,O,X,X,O,O,X,X,X,O,X,X
LSTZOJI,O,O,X,X,X,X,O,O,X,X,X,O,X,X
LSTOIJZ,O,O,X,O,O,X,O,O,X,X,O,O,X,X
LSTOIZJ,O,O,X,O,X,X,O,O,X,X,O,X,X,X
LSTOJIZ,O,O,O,O,O,X,O,O,X,X,O,O,X,X
LSTOJZI,O,O,O,X,O,X,O,O,X,X,X,O,X,X
LSTOZIJ,O,O,X,O,X,X,O,O,X,X,X,O,X,X
LSTOZJI,O,O,X,X,X,X,O,O,X,X,X,O,X,X
LSITJZO,O,O,X,O,X,X,O,X,X,O,O,X,X,X
LSITJOZ,O,O,X,O,X,X,O,O,X,O,O,X,X,X
LSITZJO,O,O,X,O,X,X,O,X,X,X,O,X,X,X
LSITZOJ,O,O,X,O,X,X,O,O,X,X,O,X,X,X
LSITOJZ,O,O,X,O,O,X,O,O,X,X,O,X,X,X
LSITOZJ,O,O,X,O,X,X,O,O,X,X,O,X,X,X
LSIJTZO,O,O,O,O,X,X,X,X,X,O,O,X,X,X
LSIJTOZ,O,O,O,O,X,X,X,O,X,O,O,X,X,X
LSIJZTO,X,X,O,O,X,X,X,X,X,O,X,X,X,X
LSIJZOT,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LSIJOTZ,O,O,O,O,X,X,X,X,X,O,O,X,X,X
LSIJOZT,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LSIZTJO,X,X,X,O,X,X,O,X,X,X,O,X,X,X
LSIZTOJ,X,X,X,O,X,X,O,O,X,X,O,X,X,X
LSIZJTO,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LSIZJOT,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LSIZOTJ,X,X,X,X,X,X,X,X,X,X,O,X,X,O
LSIZOJT,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LSIOTJZ,O,O,X,O,X,X,X,O,X,X,O,X,X,X
LSIOTZJ,O,O,X,O,X,X,X,O,X,X,O,X,X,X
LSIOJTZ,O,O,O,O,X,X,X,X,X,X,O,X,X,X
LSIOJZT,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSIOZTJ,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LSIOZJT,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LSJTIZO,O,O,O,O,X,X,O,X,X,O,X,X,X,X
LSJTIOZ,O,O,O,O,X,X,O,O,X,O,X,O,X,X
LSJTZIO,O,O,O,X,X,X,O,X,X,O,X,O,X,X
LSJTZOI,O,O,O,X,O,X,O,O,X,O,X,O,X,X
LSJTOIZ,O,O,O,O,O,X,O,O,X,O,X,O,X,X
LSJTOZI,O,O,O,X,O,X,O,O,X,O,X,O,X,X
LSJITZO,O,O,O,O,X,X,X,X,X,O,X,X,X,X
LSJITOZ,O,O,O,O,X,X,X,O,X,O,X,X,X,X
LSJIZTO,X,X,O,O,X,X,X,X,X,O,X,X,X,X
LSJIZOT,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LSJIOTZ,O,O,O,O,X,X,X,X,X,O,X,X,X,X
LSJIOZT,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LSJZTIO,X,X,O,X,X,X,O,X,X,O,X,O,X,X
LSJZTOI,X,X,O,X,O,X,O,O,X,O,X,O,X,X
LSJZITO,X,X,O,X,X,X,O,X,X,O,X,O,X,X
LSJZIOT,X,X,X,X,X,X,X,X,X,O,X,O,X,X
LSJZOTI,X,X,X,X,X,X,O,X,X,O,X,O,X,X
LSJZOIT,X,X,X,X,X,X,X,X,X,O,X,O,X,X
LSJOTIZ,O,O,O,X,X,X,X,X,X,O,X,O,X,X
LSJOTZI,O,O,O,X,X,X,X,X,X,O,X,O,X,X
LSJOITZ,O,O,O,X,X,X,X,X,X,O,X,X,X,X
LSJOIZT,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LSJOZTI,X,X,X,X,X,X,X,X,X,O,X,O,X,X
LSJOZIT,X,X,X,X,X,X,X,X,X,O,X,O,X,X
LSZTIJO,O,X,X,O,X,X,O,X,X,X,X,O,X,X
LSZTIOJ,O,X,X,O,X,X,O,O,X,X,X,O,X,X
LSZTJIO,O,X,X,X,X,X,O,X,X,X,X,O,X,X
LSZTJOI,O,X,X,X,X,X,O,O,X,X,X,O,X,X
LSZTOIJ,O,X,X,O,X,X,O,O,X,X,X,O,X,X
LSZTOJI,O,X,X,X,X,X,O,O,X,X,X,O,X,X
LSZITJO,O,X,X,O,X,X,O,X,X,X,X,O,X,X
LSZITOJ,O,X,X,O,X,X,O,O,X,X,X,O,X,X
LSZIJTO,O,X,X,O,X,X,O,X,X,X,X,O,X,X
LSZIJOT,O,X,X,X,X,X,X,X,X,X,X,O,O,X
LSZIOTJ,O,X,X,X,X,X,X,X,X,X,X,O,X,O
LSZIOJT,O,X,X,X,X,X,X,X,X,X,X,O,O,X
LSZJTIO,O,X,X,X,X,X,O,X,X,X,X,O,X,X
LSZJTOI,O,X,X,X,X,X,O,O,X,X,X,O,X,X
LSZJITO,O,X,X,X,X,X,O,X,X,X,X,O,X,X
LSZJIOT,O,X,X,X,X,X,X,X,X,X,X,O,O,X
LSZJOTI,O,X,X,X,X,X,O,X,X,X,X,O,X,X
LSZJOIT,O,X,X,X,X,X,X,X,X,X,X,O,O,X
LSZOTIJ,O,X,X,X,X,X,O,O,X,X,X,O,X,X
LSZOTJI,O,X,X,X,X,X,O,O,X,X,X,O,X,X
LSZOITJ,O,X,X,X,X,X,X,X,X,X,X,O,X,O
LSZOIJT,O,X,X,X,X,X,X,X,X,X,X,O,O,X
LSZOJTI,O,X,X,X,X,X,O,X,X,X,X,O,X,X
LSZOJIT,O,X,X,X,X,X,X,X,X,X,X,O,O,X
LSOTIJZ,O,O,X,O,X,X,O,O,X,X,O,O,X,X
LSOTIZJ,O,O,X,O,X,X,O,O,X,X,O,X,X,X
LSOTJIZ,O,O,O,O,X,X,O,O,X,X,O,O,X,X
LSOTJZI,O,O,O,X,X,X,O,O,X,X,X,O,X,X
LSOTZIJ,O,O,X,O,X,X,O,O,X,X,X,O,X,X
LSOTZJI,O,O,X,X,X,X,O,O,X,X,X,O,X,X
LSOITJZ,O,O,X,O,X,X,X,O,X,X,O,X,X,X
LSOITZJ,O,O,X,O,X,X,X,O,X,X,O,X,X,X
LSOIJTZ,O,O,O,O,X,X,X,X,X,X,O,X,X,X
LSOIJZT,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSOIZTJ,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LSOIZJT,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LSOJTIZ,O,O,O,X,X,X,X,X,X,X,X,O,X,X
LSOJTZI,O,O,O,X,X,X,X,X,X,X,X,O,X,X
LSOJITZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LSOJIZT,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSOJZTI,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LSOJZIT,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LSOZTIJ,O,X,X,X,X,X,O,O,X,X,X,O,X,X
LSOZTJI,O,X,X,X,X,X,O,O,X,X,X,O,X,X
LSOZITJ,O,X,X,X,X,X,X,X,X,X,X,O,X,X
LSOZIJT,O,X,X,X,X,X,X,X,X,X,X,O,O,X
LSOZJTI,O,X,X,X,X,X,O,X,X,X,X,O,X,X
LSOZJIT,O,X,X,X,X,X,X,X,X,X,X,O,O,X
LZTIJSO,O,O,X,X,X,O,X,X,X,O,X,O,X,X
LZTIJOS,O,O,X,X,X,O,X,X,X,O,X,O,X,X
LZTISJO,O,O,X,X,X,O,O,X,X,X,X,O,X,X
LZTISOJ,O,O,X,X,X,O,O,O,X,X,X,O,X,X
LZTIOJS,O,O,X,X,O,O,X,X,X,X,X,O,X,X
LZTIOSJ,O,O,X,X,X,O,O,O,X,X,X,O,X,X
LZTJISO,O,O,O,X,X,O,X,X,X,O,X,O,X,X
LZTJIOS,O,O,O,X,O,O,X,X,X,O,X,O,X,X
LZTJSIO,O,O,O,X,X,O,X,X,X,O,X,O,X,X
LZTJSOI,O,O,O,X,O,O,X,X,X,O,X,O,X,X
LZTJOIS,O,O,O,X,O,O,X,X,X,O,X,O,X,X
LZTJOSI,O,O,O,X,O,O,X,X,X,O,X,O,X,X
LZTSIJO,O,O,X,X,X,O,O,X,X,X,X,O,X,X
LZTSIOJ,O,O,X,X,X,O,O,O,X,X,X,O,X,X
LZTSJIO,O,O,X,X,X,O,O,X,X,X,X,O,X,X
LZTSJOI,O,O,X,X,X,O,O,O,X,X,X,O,X,X
LZTSOIJ,O,O,X,X,X,O,O,O,X,X,X,O,X,X
LZTSOJI,O,O,X,X,X,O,O,O,X,X,X,O,X,X
LZTOIJS,O,O,X,X,O,O,X,X,X,X,X,O,X,X
LZTOISJ,O,O,X,X,X,O,O,O,X,X,X,O,X,X
LZTOJIS,O,O,O,X,O,O,X,X,X,X,X,O,X,X
LZTOJSI,O,O,O,X,O,O,X,X,X,X,X,O,X,X
LZTOSIJ,O,O,X,X,X,O,O,O,X,X,X,O,X,X
LZTOSJI,O,O,X,X,X,O,O,O,X,X,X,O,X,X
LZITJSO,O,O,X,X,X,O,X,X,X,O,X,O,X,X
LZITJOS,O,O,X,X,X,O,X,X,X,O,X,O,X,X
LZITSJO,O,O,X,X,X,X,O,X,X,X,X,O,X,X
LZITSOJ,O,O,X,X,X,O,O,O,X,X,X,O,X,X
LZITOJS,O,O,X,X,O,O,X,X,X,X,X,O,X,X
LZITOSJ,O,O,X,X,X,O,O,O,X,X,X,O,X,X
LZIJTSO,O,O,O,X,X,O,X,X,X,O,X,O,X,X
LZIJTOS,O,O,O,X,X,O,X,X,X,O,X,O,X,X
LZIJSTO,X,X,O,X,X,X,X,X,O,O,X,O,X,X
LZIJSOT,O,X,X,X,X,X,X,X,X,O,X,O,X,X
LZIJOTS,O,O,O,X,X,O,X,X,X,O,X,O,X,X
LZIJOST,O,X,X,X,X,X,X,X,X,O,X,O,X,X
LZISTJO,X,X,X,X,X,O,X,X,X,X,X,O,X,X
LZISTOJ,X,X,X,X,X,O,X,O,X,X,X,O,X,X
LZISJTO,X,X,X,X,X,O,X,X,O,X,X,O,X,X
LZISJOT,X,X,X,X,X,O,X,X,X,X,X,O,X,X
LZISOTJ,X,X,X,X,X,O,X,X,X,X,X,O,X,X
LZISOJT,X,X,X,X,X,O,X,X,X,X,X,O,X,X
LZIOTJS,O,O,X,X,X,O,X,X,X,X,X,O,X,X
LZIOTSJ,O,O,X,X,X,O,X,X,X,X,X,O,X,X
LZIOJTS,O,O,O,X,X,O,X,X,X,X,X,O,X,X
LZIOJST,O,X,X,X,X,X,X,X,O,X,X,O,X,X
LZIOSTJ,X,X,X,X,X,O,X,X,X,X,X,O,X,X
LZIOSJT,X,X,X,X,X,O,X,X,O,X,X,O,X,X
LZJTISO,O,O,O,X,X,O,X,X,X,O,X,O,X,X
LZJTIOS,O,O,O,X,O,O,X,X,X,O,X,O,X,X
LZJTSIO,O,O,O,X,X,O,X,X,X,O,X,O,X,X
LZJTSOI,O,O,O,X,O,O,X,X,X,O,X,O,X,X
LZJTOIS,O,O,O,X,O,O,X,X,X,O,X,O,X,X
LZJTOSI,O,O,O,X,O,O,X,X,X,O,X,O,X,X
LZJITSO,O,O,O,X,X,O,X,X,X,O,X,O,X,X
LZJITOS,O,O,O,X,O,O,X,X,X,O,X,O,X,X
LZJISTO,O,X,O,X,X,X,X,X,O,O,X,O,X,X
