sequence,v115@vhHZ/IzgB+pBKqBUnB/tBFrBRxB,v115@vhH5DJzhBcpB3lB+sBKtBlrBRvB,v115@vhHZDJzfBKpBUmB/sB+tBFqBRwB,v115@vhH5/IziBKpBcqB3mB+tBlsBRwB,v115@vhHU4ICiB2pBTnB/tBFrBxuBRxB,v115@vhH32ImgBcpBTlBStBlrBRvBxxB,v115@vhHT5IfnBeoB5oBKpBUqBFrBRxB,v115@vhHT1IZkBqkB8lB+tBlrB3sBRvB,v115@vhH/DJZkBqpBxlBlnBmqBUsBTtB,v115@vhHc/I5oBFlBxmBetBTpB3qBCsB,v115@vhH2CJfnB5oBKpBznBUqBFrBRxB,v115@vhHSAJZkB8lBzkB+tBlrB3sBRvB,v115@vhH6DJOkBzkBUnB/tBFrBxuBRxB,v115@vhHO/I6oBcpB3lBznBlrBRvBxxB,v115@vhHUCJ5oBKpBzkBXmBetBFsBxvB,v115@vhHZEJ3gBqpB0mBznB+tBlqBxwB,v115@vhHO6IalBTkBUnB/tBFrBxuBRxB,v115@vhH6+IunBcpB3lBToBlrBRvBxxB,v115@vhHc/I5jBFlBxmBKtBTpB3qBGsB,v115@vhHZ/I/jB+pBxlBlnBiqBUsBTtB,v115@vhHc/I+jBFlBxmBTpB3qBRsBSyB,v115@vhHK/I/jBxlBlnB2uBRqBUsBTtB,v115@vhHZEJ0iBqpBTlB3mB+tBlsBRwB,v115@vhHXAJ5oBKpBUmBTnBetBFqBRwB,v115@vhH0/IfmBKpBxnBFqBGsBTtBRwB,v115@vhH8GJXjBxkB+tBTpBiqBlsBRwB,v115@vhH5+IzgB+mBKpB/tBFqB0sBRwB,v115@vhHZ6IKmBzhBcpB+tBXqBlsBRwB,v115@vhH5+IejBKpBUmB/sBFqBTtBRwB,v115@vhHZ6IqfBcqB3mB+tBTpBlsBRwB,v115@vhH5+I0fBfnB2pBFrBSxBTtBxuB,v115@vhHZ6I8lBXjBStBTpB2vBlrBxxB
OTILSJZ,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,O,X,O,O
OTILSZJ,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OTILZJS,X,X,X,X,O,O,O,O,X,X,O,O,X,O,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OTILZSJ,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OTIJLSZ,X,X,X,X,O,O,O,O,X,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,O
OTIJLZS,X,X,X,X,O,O,O,O,X,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,O,O
OTIJSLZ,X,X,X,X,O,O,O,O,X,X,O,O,O,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OTIJSZL,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
OTIJZLS,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,O,O,O
OTIJZSL,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
OTISLJZ,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X
OTISLZJ,X,X,X,X,O,X,X,X,X,X,O,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OTISJLZ,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X
OTISJZL,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X
OTISZLJ,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X
OTISZJL,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X
OTIZLJS,X,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X
OTIZLSJ,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X
OTIZJLS,X,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X
OTIZJSL,X,X,X,X,X,O,X,X,X,X,X,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
OTIZSLJ,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X
OTIZSJL,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X
OTLIJSZ,X,X,X,X,O,X,O,X,X,X,O,O,X,X,X,X,O,O,X,X,X,X,O,X,O,X,X,X,X,X,O,O
OTLIJZS,X,X,X,X,O,X,O,X,X,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,O,O
OTLISJZ,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,O,X,O,X,X,X,O,X,O,O
OTLISZJ,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OTLIZJS,X,X,X,X,O,X,O,X,X,X,O,O,X,O,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OTLIZSJ,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OTLJISZ,X,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X,O,O,X,X,X,X,O,X,O,X,X,X,X,X,O,O
OTLJIZS,X,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X,O,O,X,X,X,X,X,O,X,O,X,X,X,X,O,O
OTLJSIZ,X,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,O,X,O,O
OTLJSZI,X,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O
OTLJZIS,X,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,O,O,O
OTLJZSI,X,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,O
OTLSIJZ,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,O,X,O,O
OTLSIZJ,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OTLSJIZ,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,O,X,O,O
OTLSJZI,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,O,O
OTLSZIJ,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OTLSZJI,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OTLZIJS,X,X,X,X,O,X,O,X,X,X,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X
OTLZISJ,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X
OTLZJIS,X,X,X,X,X,X,X,X,O,X,O,O,X,O,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,O,X,X
OTLZJSI,X,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OTLZSIJ,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OTLZSJI,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OTJILSZ,X,X,X,X,X,O,X,O,X,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,O
OTJILZS,X,X,X,X,X,O,X,O,X,X,O,O,X,X,X,X,O,O,X,X,X,X,X,O,X,O,X,X,X,X,O,O
OTJISLZ,X,X,X,X,X,O,X,O,X,X,O,O,O,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OTJISZL,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
OTJIZLS,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,O,X,O,X,X,X,O,O,O
OTJIZSL,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
OTJLISZ,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,O,O,X,X,X,X,O,X,O,X,X,X,X,X,O,O
OTJLIZS,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,O,O,X,X,X,X,X,O,X,O,X,X,X,X,O,O
OTJLSIZ,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,O,X,O,O
OTJLSZI,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O
OTJLZIS,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,O,O,O
OTJLZSI,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,O
OTJSILZ,X,X,X,X,X,O,X,O,X,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X
OTJSIZL,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X
OTJSLIZ,X,X,X,X,X,X,X,X,X,O,O,O,O,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X
OTJSLZI,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OTJSZIL,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
OTJSZLI,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
OTJZILS,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,O,O,O
OTJZISL,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
OTJZLIS,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,O,O,O
OTJZLSI,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O,O
OTJZSIL,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
OTJZSLI,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
OTSILJZ,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X
OTSILZJ,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OTSIJLZ,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X
OTSIJZL,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X
OTSIZLJ,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X
OTSIZJL,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X
OTSLIJZ,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X
OTSLIZJ,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OTSLJIZ,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X
OTSLJZI,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X
OTSLZIJ,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OTSLZJI,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OTSJILZ,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X
OTSJIZL,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X
OTSJLIZ,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X
OTSJLZI,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X
OTSJZIL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X
OTSJZLI,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X
OTSZILJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X
OTSZIJL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X
OTSZLIJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X
OTSZLJI,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X
OTSZJIL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X
OTSZJLI,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X
OTZILJS,X,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X
OTZILSJ,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X
OTZIJLS,X,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X
OTZIJSL,X,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
OTZISLJ,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X
OTZISJL,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X
OTZLIJS,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X
OTZLISJ,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X
OTZLJIS,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,O,X,X
OTZLJSI,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X
OTZLSIJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X
OTZLSJI,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X
OTZJILS,X,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,O,X,X
OTZJISL,X,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
OTZJLIS,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,O,X,X
OTZJLSI,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X
OTZJSIL,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
OTZJSLI,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
OTZSILJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X
OTZSIJL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X
OTZSLIJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X
OTZSLJI,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X
OTZSJIL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X
OTZSJLI,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X
OITLJSZ,X,X,X,X,O,O,O,O,X,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,O
OITLJZS,X,X,X,X,O,O,O,O,X,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,O,O
OITLSJZ,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,O,X,O,O
OITLSZJ,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OITLZJS,X,X,X,X,O,O,O,O,X,X,O,O,X,O,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OITLZSJ,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OITJLSZ,X,X,X,X,O,O,O,O,X,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,O
OITJLZS,X,X,X,X,O,O,O,O,X,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,O,O
OITJSLZ,X,X,X,X,O,O,O,O,X,X,O,O,O,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OITJSZL,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
OITJZLS,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,O,O,O
OITJZSL,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
OITSLJZ,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X
OITSLZJ,X,X,X,X,O,X,X,X,X,X,O,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OITSJLZ,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X
OITSJZL,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X
OITSZLJ,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X
OITSZJL,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X
OITZLJS,X,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X
OITZLSJ,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X
OITZJLS,X,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X
OITZJSL,X,X,X,X,X,O,X,X,X,X,X,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
OITZSLJ,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X
OITZSJL,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X
OILTJSZ,X,X,X,X,O,O,O,O,X,X,O,O,X,X,O,X,O,O,X,X,X,X,O,X,O,X,X,X,X,X,O,O
OILTJZS,X,X,X,X,O,O,O,O,X,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,O,O
OILTSJZ,X,X,X,X,O,X,X,X,X,X,O,X,X,X,O,X,O,O,X,X,X,X,O,X,O,X,X,X,O,X,O,O
OILTSZJ,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OILTZJS,X,X,X,X,O,O,O,O,X,X,O,O,X,O,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OILTZSJ,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OILJTSZ,X,X,X,X,O,O,O,O,O,X,O,O,X,X,O,X,O,O,X,X,X,X,O,X,O,X,X,X,X,X,O,O
OILJTZS,X,X,X,X,O,O,O,O,O,X,O,O,X,X,X,O,O,O,X,X,X,X,X,O,X,O,X,X,X,X,O,O
OILJSTZ,X,X,X,X,O,O,O,O,O,X,O,O,O,X,O,X,O,O,X,X,X,X,O,X,O,X,X,X,O,X,O,O
OILJSZT,X,X,X,X,O,O,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,X,O,O,O,O,X,X,O,O,O,O
OILJZTS,X,X,X,X,O,O,O,O,O,X,O,O,X,O,X,O,O,O,X,X,X,X,X,O,X,O,X,X,X,O,O,O
OILJZST,X,X,X,X,O,O,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,X,O,O,O,O,X,X,O,O,O,O
OILSTJZ,X,X,X,X,O,X,X,X,X,X,O,X,O,X,O,X,O,O,X,X,X,X,O,X,O,X,X,X,O,X,O,O
OILSTZJ,X,X,X,X,O,X,X,X,X,X,O,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OILSJTZ,X,X,X,X,O,O,O,O,O,X,O,O,O,X,O,X,O,O,X,X,X,X,O,X,O,X,X,X,O,X,O,O
OILSJZT,X,X,X,X,O,O,O,O,O,X,O,O,O,O,O,X,O,O,X,X,X,X,O,X,O,O,X,X,O,O,O,O
OILSZTJ,X,X,X,X,O,X,X,X,X,X,O,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X
OILSZJT,X,X,X,X,O,O,O,O,O,X,O,O,O,O,O,X,O,O,X,X,X,X,O,X,O,O,X,X,O,O,O,O
OILZTJS,X,X,X,X,O,O,O,O,X,X,O,O,X,O,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X
OILZTSJ,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X
OILZJTS,X,X,X,X,O,O,O,O,O,X,O,O,X,O,X,O,O,O,X,X,X,X,X,O,X,O,X,X,X,O,O,O
OILZJST,X,X,X,X,O,O,O,O,O,X,O,O,O,O,O,O,O,O,X,X,X,X,O,O,O,O,X,X,O,O,O,O
OILZSTJ,X,X,X,X,O,X,X,X,X,X,O,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X
OILZSJT,X,X,X,X,O,O,O,O,O,X,O,O,O,O,O,X,O,O,X,X,X,X,O,X,O,O,X,X,O,O,O,O
OIJTLSZ,X,X,X,X,O,O,O,O,X,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,O
OIJTLZS,X,X,X,X,O,O,O,O,X,X,O,O,X,X,X,O,O,O,X,X,X,X,X,O,X,O,X,X,X,X,O,O
OIJTSLZ,X,X,X,X,O,O,O,O,X,X,O,O,O,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OIJTSZL,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
OIJTZLS,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,O,O,O,X,X,X,X,X,O,X,O,X,X,X,O,O,O
OIJTZSL,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
OIJLTSZ,X,X,X,X,O,O,O,O,X,O,O,O,X,X,O,X,O,O,X,X,X,X,O,X,O,X,X,X,X,X,O,O
OIJLTZS,X,X,X,X,O,O,O,O,X,O,O,O,X,X,X,O,O,O,X,X,X,X,X,O,X,O,X,X,X,X,O,O
OIJLSTZ,X,X,X,X,O,O,O,O,X,O,O,O,O,X,O,X,O,O,X,X,X,X,O,X,O,X,X,X,O,X,O,O
OIJLSZT,X,X,X,X,O,O,O,O,X,O,O,O,O,O,O,O,O,O,X,X,X,X,O,O,O,O,X,X,O,O,O,O
OIJLZTS,X,X,X,X,O,O,O,O,X,O,O,O,X,O,X,O,O,O,X,X,X,X,X,O,X,O,X,X,X,O,O,O
OIJLZST,X,X,X,X,O,O,O,O,X,O,O,O,O,O,O,O,O,O,X,X,X,X,O,O,O,O,X,X,O,O,O,O
OIJSTLZ,X,X,X,X,O,O,O,O,X,X,O,O,O,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X
OIJSTZL,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X
