sequence,v115@GhA8GeC8HeB8AeA8AeB8BeC8JeZEJvhFzfBGhBiiBU?mBFqBXsB,v115@GhA8GeC8HeB8AeA8AeB8BeC8JeZEJvhFzfBfmBiiBW?sBFqB0rB,v115@GhA8GeC8HeB8AeA8AeB8BeC8Jex/IvhFylBzhBOpB3?nBFqB0rB,v115@GhA8GeC8HeB8AeA8AeB8BeC8JeZEJvhFFgBiiBfqBz?lBWsB0rB,v115@GhA8GeC8HeB8AeA8AeB8BeC8JeZEJvhFXhBzkBUnBG?rBFqBisB,v115@GhA8GeC8HeB8AeA8AeB8BeC8JexAJvhFiiBlkBcqBT?mBOpBXsB,v115@GhA8GeC8HeB8AeA8AeB8BeC8JeZEJvhFylBzhBWqB3?nB0rBFqB
SIZTJLO,O,O,X,X,X,X,X
SIZTJOL,O,O,X,X,O,X,X
SIZTOLJ,O,X,X,X,X,O,X
SIZTOJL,O,O,X,O,O,O,X
SIZLTJO,O,X,X,X,X,X,X
SIZLTOJ,O,X,X,X,X,O,X
SIZLJTO,O,X,X,X,X,X,X
SIZLJOT,O,X,X,O,O,X,O
SIZLOTJ,O,X,X,X,X,O,X
SIZLOJT,O,X,X,X,O,O,O
SIZJTLO,O,O,X,X,X,X,X
SIZJTOL,O,O,X,X,O,X,X
SIZJLTO,O,O,X,X,X,X,X
SIZJLOT,O,X,X,O,O,X,O
SIZJOTL,O,X,X,O,O,X,X
SIZJOLT,O,X,X,O,O,X,O
SIZOTLJ,O,X,X,X,X,O,X
SIZOTJL,O,X,X,O,O,O,X
SIZOLTJ,O,X,X,X,X,O,X
SIZOLJT,O,X,X,X,O,O,O
SIZOJTL,O,X,X,O,O,O,X
SIZOJLT,O,X,X,O,O,O,O
SIOTLJZ,O,O,X,O,X,X,X
SIOTLZJ,O,X,X,X,X,O,X
SIOTJLZ,O,O,X,O,X,X,X
SIOTJZL,O,O,X,O,X,X,X
SIOTZLJ,O,X,X,X,X,O,X
SIOTZJL,O,O,X,O,X,O,X
SIOLTJZ,O,X,X,O,X,X,X
SIOLTZJ,O,X,X,X,X,O,X
SIOLJTZ,X,X,X,O,X,X,X
SIOLJZT,X,X,X,O,X,O,X
SIOLZTJ,O,X,X,X,X,O,X
SIOLZJT,O,X,X,X,X,O,X
SIOJTLZ,X,O,X,O,X,X,X
SIOJTZL,X,O,X,O,O,X,X
SIOJLTZ,X,O,X,O,X,X,X
SIOJLZT,X,X,X,O,O,O,X
SIOJZTL,X,X,X,O,O,O,X
SIOJZLT,X,X,X,O,O,O,X
SIOZTLJ,O,X,X,X,X,O,X
SIOZTJL,O,X,X,O,O,O,X
SIOZLTJ,O,X,X,X,X,O,X
SIOZLJT,O,X,X,X,O,O,X
SIOZJTL,O,X,X,O,O,O,X
SIOZJLT,O,X,X,O,O,O,X
SLTIJZO,O,O,X,X,X,X,X
SLTIJOZ,O,O,X,O,X,X,X
SLTIZJO,O,X,X,X,X,X,X
SLTIZOJ,O,X,X,X,X,X,X
SLTIOJZ,O,O,X,O,X,X,X
SLTIOZJ,O,X,X,X,X,X,X
SLTJIZO,O,O,X,X,X,X,X
SLTJIOZ,O,O,X,O,X,X,X
SLTJZIO,O,O,X,X,X,X,X
SLTJZOI,O,O,X,X,X,X,X
SLTJOIZ,O,O,X,O,X,X,X
SLTJOZI,O,O,X,O,X,X,X
SLTZIJO,O,X,X,X,X,X,X
SLTZIOJ,O,X,X,X,X,O,X
SLTZJIO,O,X,X,X,X,X,X
SLTZJOI,O,X,X,X,X,O,X
SLTZOIJ,O,X,X,X,X,O,X
SLTZOJI,O,X,X,X,X,O,X
SLTOIJZ,O,O,X,O,X,X,X
SLTOIZJ,O,X,X,X,X,O,X
SLTOJIZ,O,O,X,O,X,X,X
SLTOJZI,O,O,X,O,X,X,X
SLTOZIJ,O,X,X,X,X,O,X
SLTOZJI,O,X,X,X,X,O,X
SLITJZO,O,O,X,X,X,X,X
SLITJOZ,O,O,X,O,X,X,X
SLITZJO,O,X,X,X,X,X,X
SLITZOJ,O,X,X,X,X,X,X
SLITOJZ,O,O,X,O,X,X,X
SLITOZJ,O,X,X,X,X,X,X
SLIJTZO,O,O,X,X,X,X,X
SLIJTOZ,O,O,X,O,X,X,X
SLIJZTO,O,O,X,X,X,X,X
SLIJZOT,O,X,X,O,X,X,X
SLIJOTZ,X,O,X,O,X,X,X
SLIJOZT,X,X,X,O,X,X,X
SLIZTJO,O,X,X,X,X,X,X
SLIZTOJ,O,X,X,X,X,O,X
SLIZJTO,O,X,X,X,X,X,X
SLIZJOT,O,X,X,O,X,X,X
SLIZOTJ,O,X,X,X,X,O,X
SLIZOJT,O,X,X,X,X,O,X
SLIOTJZ,O,X,X,O,X,X,X
SLIOTZJ,O,X,X,X,X,O,X
SLIOJTZ,X,X,X,O,X,X,X
SLIOJZT,X,X,X,O,X,O,X
SLIOZTJ,O,X,X,X,X,O,X
SLIOZJT,O,X,X,X,X,O,X
SLJTIZO,O,O,X,X,X,X,X
SLJTIOZ,O,O,X,O,X,X,X
SLJTZIO,O,O,X,X,X,X,X
SLJTZOI,O,O,X,X,X,X,X
SLJTOIZ,O,O,X,O,X,X,X
SLJTOZI,O,O,X,O,X,X,X
SLJITZO,O,O,X,X,X,X,X
SLJITOZ,O,O,X,O,X,X,X
SLJIZTO,O,O,X,X,X,X,X
SLJIZOT,O,X,X,O,X,X,X
SLJIOTZ,X,O,X,O,X,X,X
SLJIOZT,X,X,X,O,X,X,X
SLJZTIO,O,O,X,X,X,X,X
SLJZTOI,O,O,X,X,X,O,X
SLJZITO,O,O,X,X,X,X,X
SLJZIOT,O,X,X,O,X,X,X
SLJZOTI,O,X,X,O,X,O,X
SLJZOIT,O,X,X,O,X,O,X
SLJOTIZ,X,O,X,O,X,X,X
SLJOTZI,X,O,X,O,X,X,X
SLJOITZ,X,O,X,O,X,X,X
SLJOIZT,X,X,X,O,X,O,X
SLJOZTI,X,X,X,O,X,O,X
SLJOZIT,X,X,X,O,X,O,X
SLZTIJO,O,X,X,X,X,X,X
SLZTIOJ,O,X,X,X,X,O,X
SLZTJIO,O,X,X,X,X,X,X
SLZTJOI,O,X,X,X,X,O,X
SLZTOIJ,O,X,X,X,X,O,X
SLZTOJI,O,X,X,X,X,O,X
SLZITJO,O,X,X,X,X,X,X
SLZITOJ,O,X,X,X,X,O,X
SLZIJTO,O,X,X,X,X,X,X
SLZIJOT,O,X,X,O,X,X,X
SLZIOTJ,O,X,X,X,X,O,X
SLZIOJT,O,X,X,X,X,O,X
SLZJTIO,O,X,X,X,X,X,X
SLZJTOI,O,X,X,X,X,O,X
SLZJITO,O,X,X,X,X,X,X
SLZJIOT,O,X,X,O,X,X,X
SLZJOTI,O,X,X,O,X,O,X
SLZJOIT,O,X,X,O,X,O,X
SLZOTIJ,O,X,X,X,X,O,X
SLZOTJI,O,X,X,X,X,O,X
SLZOITJ,O,X,X,X,X,O,X
SLZOIJT,O,X,X,X,X,O,X
SLZOJTI,O,X,X,X,X,O,X
SLZOJIT,O,X,X,X,X,O,X
SLOTIJZ,O,X,X,O,X,X,X
SLOTIZJ,O,X,X,X,X,O,X
SLOTJIZ,O,X,X,O,X,X,X
SLOTJZI,O,X,X,O,X,X,X
SLOTZIJ,O,X,X,X,X,O,X
SLOTZJI,O,X,X,X,X,O,X
SLOITJZ,O,X,X,O,X,X,X
SLOITZJ,O,X,X,X,X,O,X
SLOIJTZ,X,X,X,O,X,X,X
SLOIJZT,X,X,X,O,X,O,X
SLOIZTJ,O,X,X,X,X,O,X
SLOIZJT,O,X,X,X,X,O,X
SLOJTIZ,X,X,X,O,X,X,X
SLOJTZI,X,X,X,O,X,X,X
SLOJITZ,X,X,X,O,X,X,X
SLOJIZT,X,X,X,O,X,O,X
SLOJZTI,X,X,X,O,X,O,X
SLOJZIT,X,X,X,O,X,O,X
SLOZTIJ,O,X,X,X,X,O,X
SLOZTJI,O,X,X,X,X,O,X
SLOZITJ,O,X,X,X,X,O,X
SLOZIJT,O,X,X,X,X,O,X
SLOZJTI,O,X,X,X,X,O,X
SLOZJIT,O,X,X,X,X,O,X
SJTILZO,O,O,O,X,X,X,X
SJTILOZ,O,O,X,O,X,X,X
SJTIZLO,O,O,O,X,X,X,X
SJTIZOL,O,O,O,X,O,X,X
SJTIOLZ,O,O,X,O,X,X,X
SJTIOZL,O,O,X,O,O,X,X
SJTLIZO,O,O,O,X,X,X,X
SJTLIOZ,O,O,X,O,X,X,X
SJTLZIO,O,O,O,X,X,X,X
SJTLZOI,O,O,O,X,X,X,X
SJTLOIZ,O,O,X,O,X,X,X
SJTLOZI,O,O,X,O,X,X,X
SJTZILO,O,O,O,X,X,X,X
SJTZIOL,O,O,O,X,O,X,X
SJTZLIO,O,O,O,X,X,X,X
SJTZLOI,O,O,O,X,X,X,X
SJTZOIL,O,O,O,X,O,X,X
SJTZOLI,O,O,O,X,X,X,X
SJTOILZ,O,O,X,O,X,X,X
SJTOIZL,O,O,X,O,O,X,X
SJTOLIZ,O,O,X,O,X,X,X
SJTOLZI,O,O,X,O,X,X,X
SJTOZIL,O,O,X,O,O,X,X
SJTOZLI,O,O,X,O,X,X,X
SJITLZO,O,O,O,X,X,X,X
SJITLOZ,O,O,X,O,X,X,X
SJITZLO,O,O,O,X,X,X,X
SJITZOL,O,O,O,X,O,X,X
SJITOLZ,O,O,X,O,X,X,X
SJITOZL,O,O,X,O,O,X,X
SJILTZO,O,O,X,X,X,X,X
SJILTOZ,O,O,X,O,X,X,X
SJILZTO,O,O,X,X,X,X,X
SJILZOT,O,X,X,O,O,X,O
SJILOTZ,X,O,X,O,X,X,X
SJILOZT,X,X,X,O,O,X,X
SJIZTLO,O,O,X,X,X,X,X
SJIZTOL,O,O,X,X,O,X,X
SJIZLTO,O,O,X,X,X,X,X
SJIZLOT,O,X,O,O,O,X,O
SJIZOTL,O,X,X,O,O,X,X
SJIZOLT,O,X,O,O,O,X,O
SJIOTLZ,X,O,X,O,X,X,X
SJIOTZL,X,O,X,O,O,X,X
SJIOLTZ,X,O,X,O,X,X,X
SJIOLZT,X,X,X,O,O,X,X
SJIOZTL,X,X,X,O,O,X,X
SJIOZLT,X,X,X,O,O,X,X
SJLTIZO,O,O,X,X,X,X,X
SJLTIOZ,O,O,X,O,X,X,X
SJLTZIO,O,O,X,X,X,X,X
SJLTZOI,O,O,X,X,X,X,X
SJLTOIZ,O,O,X,O,X,X,X
SJLTOZI,O,O,X,O,X,X,X
SJLITZO,O,O,X,X,X,X,X
SJLITOZ,O,O,X,O,X,X,X
SJLIZTO,O,O,X,X,X,X,X
SJLIZOT,O,X,X,O,O,X,O
SJLIOTZ,X,O,X,O,X,X,X
SJLIOZT,X,X,X,O,O,X,X
SJLZTIO,O,O,X,X,X,X,X
SJLZTOI,O,O,X,X,X,O,X
SJLZITO,O,O,X,X,X,X,X
SJLZIOT,O,X,X,O,O,X,O
SJLZOTI,O,X,X,O,X,O,X
SJLZOIT,O,X,X,O,O,O,O
SJLOTIZ,X,O,X,O,X,X,X
SJLOTZI,X,O,X,O,X,X,X
SJLOITZ,X,O,X,O,X,X,X
SJLOIZT,X,X,X,O,O,O,X
SJLOZTI,X,X,X,O,X,O,X
SJLOZIT,X,X,X,O,O,O,X
SJZTILO,O,O,O,X,X,X,X
SJZTIOL,O,O,O,X,O,X,X
SJZTLIO,O,O,O,X,X,X,X
SJZTLOI,O,O,O,X,X,O,X
SJZTOIL,O,O,O,X,O,O,X
SJZTOLI,O,O,O,X,X,O,X
SJZITLO,O,O,X,X,X,X,X
SJZITOL,O,O,X,X,O,X,X
SJZILTO,O,O,X,X,X,X,X
SJZILOT,O,X,O,O,O,X,O
SJZIOTL,O,X,X,O,O,X,X
SJZIOLT,O,X,O,O,O,X,O
SJZLTIO,O,O,X,X,X,X,X
SJZLTOI,O,O,X,X,X,O,X
SJZLITO,O,O,X,X,X,X,X
SJZLIOT,O,X,O,O,O,X,O
SJZLOTI,O,X,O,O,X,O,X
SJZLOIT,O,X,O,O,O,O,O
SJZOTIL,O,X,O,O,O,O,X
SJZOTLI,O,X,O,O,X,O,X
SJZOITL,O,X,X,O,O,O,X
SJZOILT,O,X,O,O,O,O,O
SJZOLTI,O,X,O,O,X,O,X
SJZOLIT,O,X,O,O,O,O,O
SJOTILZ,X,O,X,O,X,X,X
SJOTIZL,X,O,X,O,O,X,X
SJOTLIZ,X,O,X,O,X,X,X
SJOTLZI,X,O,X,O,X,X,X
SJOTZIL,X,O,X,O,O,X,X
SJOTZLI,X,O,X,O,X,X,X
SJOITLZ,X,O,X,O,X,X,X
SJOITZL,X,O,X,O,O,X,X
SJOILTZ,X,O,X,O,X,X,X
SJOILZT,X,X,X,O,O,O,X
SJOIZTL,X,X,X,O,O,O,X
SJOIZLT,X,X,X,O,O,O,X
SJOLTIZ,X,O,X,O,X,X,X
SJOLTZI,X,O,X,O,X,X,X
SJOLITZ,X,O,X,O,X,X,X
SJOLIZT,X,X,X,O,O,O,X
SJOLZTI,X,X,X,O,X,O,X
SJOLZIT,X,X,X,O,O,O,X
SJOZTIL,X,X,X,O,O,O,X
SJOZTLI,X,X,X,O,X,O,X
SJOZITL,X,X,X,O,O,O,X
SJOZILT,X,X,X,O,O,O,X
SJOZLTI,X,X,X,O,X,O,X
SJOZLIT,X,X,X,O,O,O,X
SZTILJO,O,X,X,X,X,X,X
SZTILOJ,O,X,X,X,X,O,X
SZTIJLO,O,O,X,X,X,X,X
SZTIJOL,O,O,X,X,O,X,X
SZTIOLJ,O,X,X,X,X,O,X
SZTIOJL,O,O,X,O,O,O,X
SZTLIJO,O,X,X,X,X,X,X
SZTLIOJ,O,X,X,X,X,O,X
SZTLJIO,O,X,O,X,X,X,X
SZTLJOI,O,X,O,X,X,O,X
SZTLOIJ,O,X,X,X,X,O,X
SZTLOJI,O,X,O,X,X,O,X
SZTJILO,O,O,O,X,X,X,X
SZTJIOL,O,O,O,X,O,X,X
SZTJLIO,O,O,O,X,X,X,X
SZTJLOI,O,O,O,X,X,O,X
SZTJOIL,O,O,O,X,O,O,X
SZTJOLI,O,O,O,X,X,O,X
SZTOILJ,O,X,X,X,X,O,X
SZTOIJL,O,O,X,O,O,O,X
SZTOLIJ,O,X,X,X,X,O,X
SZTOLJI,O,X,O,X,X,O,X
SZTOJIL,O,O,O,O,X,O,X
SZTOJLI,O,O,O,O,X,O,X
SZITLJO,O,X,X,X,X,X,X
SZITLOJ,O,X,X,X,X,O,X
SZITJLO,O,O,X,X,X,X,X
SZITJOL,O,O,X,X,O,X,X
SZITOLJ,O,X,X,X,X,O,X
SZITOJL,O,O,X,O,O,O,X
SZILTJO,O,X,X,X,X,X,X
SZILTOJ,O,X,X,X,X,O,X
SZILJTO,O,X,X,X,X,X,X
SZILJOT,O,X,X,O,O,X,O
SZILOTJ,O,X,X,X,X,O,X
SZILOJT,O,X,X,X,O,O,O
SZIJTLO,O,O,X,X,X,X,X
SZIJTOL,O,O,X,X,O,X,X
SZIJLTO,O,O,X,X,X,X,X
SZIJLOT,O,X,X,O,O,X,O
SZIJOTL,O,X,X,O,O,X,X
SZIJOLT,O,X,X,O,O,X,O
SZIOTLJ,O,X,X,X,X,O,X
SZIOTJL,O,X,X,O,O,O,X
SZIOLTJ,O,X,X,X,X,O,X
SZIOLJT,O,X,X,X,O,O,O
SZIOJTL,O,X,X,O,O,O,X
SZIOJLT,O,X,X,O,O,O,O
SZLTIJO,O,X,X,X,X,X,X
SZLTIOJ,O,X,X,X,X,O,X
SZLTJIO,O,X,O,X,X,X,X
SZLTJOI,O,X,O,X,X,O,X
SZLTOIJ,O,X,X,X,X,O,X
SZLTOJI,O,X,O,X,X,O,X
SZLITJO,O,X,X,X,X,X,X
SZLITOJ,O,X,X,X,X,O,X
SZLIJTO,O,X,X,X,X,X,X
SZLIJOT,O,X,X,O,O,X,O
SZLIOTJ,O,X,X,X,X,O,X
SZLIOJT,O,X,X,X,O,O,O
SZLJTIO,O,X,X,X,X,X,X
SZLJTOI,O,X,X,X,X,O,X
SZLJITO,O,X,X,X,X,X,X
SZLJIOT,O,X,O,O,O,X,O
SZLJOTI,O,X,O,O,X,O,X
SZLJOIT,O,X,O,O,O,O,O
SZLOTIJ,O,X,X,X,X,O,X
SZLOTJI,O,X,O,X,X,O,X
SZLOITJ,O,X,X,X,X,O,X
SZLOIJT,O,X,X,X,O,O,O
SZLOJTI,O,X,O,X,X,O,X
SZLOJIT,O,X,O,X,X,O,O
SZJTILO,O,O,O,X,X,X,X
SZJTIOL,O,O,O,X,O,X,X
SZJTLIO,O,O,O,X,X,X,X
SZJTLOI,O,O,O,X,X,O,X
SZJTOIL,O,O,O,X,O,O,X
SZJTOLI,O,O,O,X,X,O,X
SZJITLO,O,O,X,X,X,X,X
SZJITOL,O,O,X,X,O,X,X
SZJILTO,O,O,X,X,X,X,X
SZJILOT,O,X,O,O,O,X,O
SZJIOTL,O,X,X,O,O,X,X
SZJIOLT,O,X,O,O,O,X,O
SZJLTIO,O,O,X,X,X,X,X
SZJLTOI,O,O,X,X,X,O,X
SZJLITO,O,O,X,X,X,X,X
SZJLIOT,O,X,O,O,O,X,O
SZJLOTI,O,X,O,O,X,O,X
SZJLOIT,O,X,O,O,O,O,O
SZJOTIL,O,X,O,O,O,O,X
SZJOTLI,O,X,O,O,X,O,X
SZJOITL,O,X,X,O,O,O,X
SZJOILT,O,X,O,O,O,O,O
SZJOLTI,O,X,O,O,X,O,X
SZJOLIT,O,X,O,O,O,O,O
SZOTILJ,O,X,X,X,X,O,X
SZOTIJL,O,X,X,O,O,O,X
SZOTLIJ,O,X,X,X,X,O,X
SZOTLJI,O,X,O,X,X,O,X
SZOTJIL,O,X,O,O,X,O,X
SZOTJLI,O,X,O,O,X,O,X
SZOITLJ,O,X,X,X,X,O,X
SZOITJL,O,X,X,O,O,O,X
SZOILTJ,O,X,X,X,X,O,X
SZOILJT,O,X,X,X,O,O,O
SZOIJTL,O,X,X,O,O,O,X
SZOIJLT,O,X,X,O,O,O,O
SZOLTIJ,O,X,X,X,X,O,X
SZOLTJI,O,X,O,X,X,O,X
SZOLITJ,O,X,X,X,X,O,X
SZOLIJT,O,X,X,X,O,O,O
SZOLJTI,O,X,O,X,X,O,X
SZOLJIT,O,X,O,X,X,O,O
SZOJTIL,O,X,O,O,O,O,X
SZOJTLI,O,X,O,O,X,O,X
SZOJITL,O,X,X,O,O,O,X
SZOJILT,O,X,O,O,O,O,O
SZOJLTI,O,X,O,O,X,O,X
SZOJLIT,O,X,O,O,O,O,O
SOTILJZ,O,O,X,O,X,X,X
SOTILZJ,O,X,X,X,X,O,X
SOTIJLZ,O,O,X,O,X,X,X
SOTIJZL,O,O,X,O,X,X,X
SOTIZLJ,O,X,X,X,X,O,X
SOTIZJL,O,O,X,O,X,O,X
SOTLIJZ,O,O,X,O,X,X,X
SOTLIZJ,O,X,X,X,X,O,X
SOTLJIZ,O,O,X,O,X,X,X
SOTLJZI,O,O,X,O,X,X,X
SOTLZIJ,O,X,X,X,X,O,X
SOTLZJI,O,X,X,X,X,O,X
SOTJILZ,O,O,X,O,X,X,X
SOTJIZL,O,O,X,O,X,X,X
SOTJLIZ,O,O,X,O,X,X,X
SOTJLZI,O,O,X,O,X,X,X
SOTJZIL,O,O,X,O,X,X,X
SOTJZLI,O,O,X,O,X,X,X
SOTZILJ,O,X,X,X,X,O,X
SOTZIJL,O,O,X,O,X,O,X
SOTZLIJ,O,X,X,X,X,O,X
SOTZLJI,O,X,X,X,X,O,X
SOTZJIL,O,O,X,O,X,O,X
SOTZJLI,O,O,X,O,X,O,X
SOITLJZ,O,O,X,O,X,X,X
SOITLZJ,O,X,X,X,X,O,X
SOITJLZ,O,O,X,O,X,X,X
SOITJZL,O,O,X,O,X,X,X
SOITZLJ,O,X,X,X,X,O,X
SOITZJL,O,O,X,O,X,O,X
SOILTJZ,O,X,X,O,X,X,X
SOILTZJ,O,X,X,X,X,O,X
SOILJTZ,X,X,X,O,X,X,X
SOILJZT,X,X,X,O,X,O,X
SOILZTJ,O,X,X,X,X,O,X
SOILZJT,O,X,X,X,X,O,X
SOIJTLZ,X,O,X,O,X,X,X
SOIJTZL,X,O,X,O,O,X,X
SOIJLTZ,X,O,X,O,X,X,X
SOIJLZT,X,X,X,O,O,O,X
SOIJZTL,X,X,X,O,O,O,X
SOIJZLT,X,X,X,O,O,O,X
SOIZTLJ,O,X,X,X,X,O,X
SOIZTJL,O,X,X,O,O,O,X
SOIZLTJ,O,X,X,X,X,O,X
SOIZLJT,O,X,X,X,O,O,X
SOIZJTL,O,X,X,O,O,O,X
SOIZJLT,O,X,X,O,O,O,X
SOLTIJZ,O,X,X,O,X,X,X
SOLTIZJ,O,X,X,X,X,O,X
SOLTJIZ,O,X,X,O,X,X,X
SOLTJZI,O,X,X,O,X,X,X
SOLTZIJ,O,X,X,X,X,O,X
SOLTZJI,O,X,X,X,X,O,X
SOLITJZ,O,X,X,O,X,X,X
SOLITZJ,O,X,X,X,X,O,X
SOLIJTZ,X,X,X,O,X,X,X
SOLIJZT,X,X,X,O,X,O,X
SOLIZTJ,O,X,X,X,X,O,X
SOLIZJT,O,X,X,X,X,O,X
SOLJTIZ,X,X,X,O,X,X,X
SOLJTZI,X,X,X,O,X,X,X
SOLJITZ,X,X,X,O,X,X,X
SOLJIZT,X,X,X,O,X,O,X
SOLJZTI,X,X,X,O,X,O,X
SOLJZIT,X,X,X,O,X,O,X
SOLZTIJ,O,X,X,X,X,O,X
SOLZTJI,O,X,X,X,X,O,X
SOLZITJ,O,X,X,X,X,O,X
SOLZIJT,O,X,X,X,X,O,X
SOLZJTI,O,X,X,X,X,O,X
SOLZJIT,O,X,X,X,X,O,X
SOJTILZ,X,O,X,O,X,X,X
SOJTIZL,X,O,X,O,O,X,X
SOJTLIZ,X,O,X,O,X,X,X
SOJTLZI,X,O,X,O,X,X,X
SOJTZIL,X,O,X,O,O,X,X
SOJTZLI,X,O,X,O,X,X,X
SOJITLZ,X,O,X,O,X,X,X
SOJITZL,X,O,X,O,O,X,X
SOJILTZ,X,O,X,O,X,X,X
SOJILZT,X,X,X,O,O,O,X
SOJIZTL,X,X,X,O,O,O,X
SOJIZLT,X,X,X,O,O,O,X
SOJLTIZ,X,O,X,O,X,X,X
SOJLTZI,X,O,X,O,X,X,X
SOJLITZ,X,O,X,O,X,X,X
SOJLIZT,X,X,X,O,O,O,X
SOJLZTI,X,X,X,O,X,O,X
SOJLZIT,X,X,X,O,O,O,X
SOJZTIL,X,X,X,O,O,O,X
SOJZTLI,X,X,X,O,X,O,X
SOJZITL,X,X,X,O,O,O,X
SOJZILT,X,X,X,O,O,O,X
SOJZLTI,X,X,X,O,X,O,X
SOJZLIT,X,X,X,O,O,O,X
SOZTILJ,O,X,X,X,X,O,X
SOZTIJL,O,X,X,O,O,O,X
SOZTLIJ,O,X,X,X,X,O,X
SOZTLJI,O,X,X,X,X,O,X
SOZTJIL,O,X,X,O,X,O,X
SOZTJLI,O,X,X,O,X,O,X
SOZITLJ,O,X,X,X,X,O,X
SOZITJL,O,X,X,O,O,O,X
SOZILTJ,O,X,X,X,X,O,X
SOZILJT,O,X,X,X,O,O,X
SOZIJTL,O,X,X,O,O,O,X
SOZIJLT,O,X,X,O,O,O,X
SOZLTIJ,O,X,X,X,X,O,X
SOZLTJI,O,X,X,X,X,O,X
SOZLITJ,O,X,X,X,X,O,X
SOZLIJT,O,X,X,X,O,O,X
SOZLJTI,O,X,X,X,X,O,X
SOZLJIT,O,X,X,X,X,O,X
SOZJTIL,O,X,X,O,O,O,X
SOZJTLI,O,X,X,O,X,O,X
SOZJITL,O,X,X,O,O,O,X
SOZJILT,O,X,X,O,O,O,X
SOZJLTI,O,X,X,O,X,O,X
SOZJLIT,O,X,X,O,O,O,X
ZTILJSO,O,X,O,X,X,X,X
ZTILJOS,O,X,O,X,X,X,O
ZTILSJO,O,X,X,X,X,X,X
ZTILSOJ,O,X,X,X,X,O,X
ZTILOJS,O,X,O,X,X,O,O
ZTILOSJ,O,X,X,X,X,O,X
ZTIJLSO,O,O,O,X,X,X,X
ZTIJLOS,O,O,O,X,X,X,O
ZTIJSLO,O,O,O,X,X,X,X
ZTIJSOL,O,O,O,X,O,X,X
ZTIJOLS,O,O,O,X,X,X,O
ZTIJOSL,O,O,O,X,O,X,X
ZTISLJO,O,X,X,X,X,X,X
ZTISLOJ,O,X,X,X,X,O,X
ZTISJLO,O,O,X,X,X,X,X
ZTISJOL,O,O,X,X,O,X,X
ZTISOLJ,O,X,X,X,X,O,X
ZTISOJL,O,O,X,X,O,O,X
ZTIOLJS,O,X,O,X,X,O,O
ZTIOLSJ,O,X,X,X,X,O,X
ZTIOJLS,O,O,O,X,X,O,O
ZTIOJSL,O,O,O,X,O,X,X
ZTIOSLJ,O,X,X,X,X,O,X
ZTIOSJL,O,O,X,X,O,X,X
ZTLIJSO,O,X,O,X,X,X,X
ZTLIJOS,O,X,O,X,X,X,O
ZTLISJO,O,X,X,X,X,X,X
ZTLISOJ,O,X,X,X,X,O,X
ZTLIOJS,O,X,O,X,X,O,O
ZTLIOSJ,O,X,X,X,X,O,X
ZTLJISO,O,X,O,X,X,X,X
ZTLJIOS,O,X,O,X,X,X,O
ZTLJSIO,O,X,O,X,X,X,X
ZTLJSOI,O,X,O,X,X,O,X
ZTLJOIS,O,X,O,X,X,O,O
ZTLJOSI,O,X,O,X,X,O,X
ZTLSIJO,O,X,X,X,X,X,X
ZTLSIOJ,O,X,X,X,X,O,X
ZTLSJIO,O,X,O,X,X,X,X
ZTLSJOI,O,X,O,X,X,O,X
ZTLSOIJ,O,X,X,X,X,O,X
ZTLSOJI,O,X,O,X,X,O,X
ZTLOIJS,O,X,O,X,X,O,O
ZTLOISJ,O,X,X,X,X,O,X
ZTLOJIS,O,X,O,X,X,O,O
ZTLOJSI,O,X,O,X,X,O,X
ZTLOSIJ,O,X,X,X,X,O,X
ZTLOSJI,O,X,O,X,X,O,X
ZTJILSO,O,O,O,X,X,X,X
ZTJILOS,O,O,O,X,X,X,O
ZTJISLO,O,O,O,X,X,X,X
ZTJISOL,O,O,O,X,O,X,X
ZTJIOLS,O,O,O,X,X,X,O
ZTJIOSL,O,O,O,X,O,X,X
ZTJLISO,O,O,O,X,X,X,X
ZTJLIOS,O,O,O,X,X,X,O
ZTJLSIO,O,O,O,X,X,X,X
ZTJLSOI,O,O,O,X,X,O,X
ZTJLOIS,O,O,O,X,X,O,O
ZTJLOSI,O,O,O,X,X,O,X
ZTJSILO,O,O,O,X,X,X,X
ZTJSIOL,O,O,O,X,O,X,X
ZTJSLIO,O,O,O,X,X,X,X
ZTJSLOI,O,O,O,X,X,O,X
ZTJSOIL,O,O,O,X,O,O,X
ZTJSOLI,O,O,O,X,X,O,X
ZTJOILS,O,O,O,X,X,O,O
ZTJOISL,O,O,O,X,O,X,X
ZTJOLIS,O,O,O,X,X,O,O
ZTJOLSI,O,O,O,X,X,O,X
ZTJOSIL,O,O,O,X,O,X,X
ZTJOSLI,O,O,O,X,X,X,X
ZTSILJO,O,X,X,X,X,X,X
ZTSILOJ,O,X,X,X,X,O,X
ZTSIJLO,O,O,X,X,X,X,X
ZTSIJOL,O,O,X,X,O,X,X
ZTSIOLJ,O,X,X,X,X,O,X
ZTSIOJL,O,O,X,X,O,O,X
ZTSLIJO,O,X,X,X,X,X,X
ZTSLIOJ,O,X,X,X,X,O,X
ZTSLJIO,O,X,O,X,X,X,X
ZTSLJOI,O,X,O,X,X,O,X
ZTSLOIJ,O,X,X,X,X,O,X
ZTSLOJI,O,X,O,X,X,O,X
ZTSJILO,O,O,O,X,X,X,X
ZTSJIOL,O,O,O,X,O,X,X
ZTSJLIO,O,O,O,X,X,X,X
