sequence,v115@FhB8IeA8GeC8CeA8AeE8JeZEJvhFFgBXhB0iBqpBzm?BmqB,v115@FhB8IeA8GeC8CeA8AeE8Jex/IvhFylBfnB0iBOpBzp?BFrB,v115@FhB8IeA8GeC8CeA8AeE8JeZFJvhFzgBfnB0iB6pBOp?BFrB,v115@FhB8IeA8GeC8CeA8AeE8JemAJvhFfnB0iBxkBTkByu?BFrB,v115@FhB8IeA8GeC8CeA8AeE8JeZFJvhFzgBfnB0iBOpB6p?BFrB,v115@FhB8IeA8GeC8CeA8AeE8Jex/IvhFXhB0iBikBzmB1u?BmqB,v115@FhB8IeA8GeC8CeA8AeE8Jex/IvhFylBfnB0iBmpBFr?BTpB,v115@FhB8IeA8GeC8CeA8AeE8JeZFJvhFFhB0iBOpBfrBzm?B6pB,v115@FhB8IeA8GeC8CeA8AeE8Jei/IvhFcpBeqBzlBRnBXn?BFrB
SIOLTZJ,O,O,O,X,X,X,X,O,X
SIOLJTZ,O,O,X,X,X,X,X,O,X
SIOLJZT,O,O,X,X,X,X,X,O,X
SIOLZTJ,O,O,O,X,X,X,X,O,X
SIOLZJT,O,O,X,X,X,X,X,O,X
SIOJTLZ,X,O,X,X,O,X,X,O,X
SIOJTZL,O,O,X,X,O,X,X,O,X
SIOJLTZ,O,O,X,X,X,X,X,O,X
SIOJLZT,O,O,X,X,X,X,X,O,X
SIOJZTL,O,O,X,X,O,X,X,O,X
SIOJZLT,O,O,X,X,X,X,X,O,O
SIOZTLJ,O,O,O,X,O,X,X,O,X
SIOZTJL,O,O,O,X,O,X,X,O,X
SIOZLTJ,O,O,O,X,X,X,X,O,X
SIOZLJT,O,O,X,X,X,X,X,O,X
SIOZJTL,O,O,X,X,O,X,X,O,X
SIOZJLT,O,O,X,X,X,X,X,O,X
SLTIJZO,X,O,O,O,O,X,O,X,X
SLTIJOZ,X,O,O,O,O,X,O,X,X
SLTIZJO,X,O,O,O,O,X,O,X,X
SLTIZOJ,O,O,O,O,O,X,O,X,X
SLTIOJZ,O,O,O,O,O,X,X,X,X
SLTIOZJ,O,O,O,O,O,X,O,X,X
SLTJIZO,X,O,O,O,O,X,O,X,X
SLTJIOZ,X,O,O,O,O,X,O,X,X
SLTJZIO,X,O,O,O,O,X,O,X,X
SLTJZOI,X,O,O,O,O,X,O,X,X
SLTJOIZ,X,O,O,O,O,X,O,X,X
SLTJOZI,X,O,O,O,O,X,O,X,X
SLTZIJO,X,O,O,O,O,X,O,X,X
SLTZIOJ,O,O,O,O,O,X,O,X,X
SLTZJIO,X,O,O,O,O,X,O,X,X
SLTZJOI,X,O,O,O,O,X,O,X,X
SLTZOIJ,O,O,O,O,O,X,O,X,X
SLTZOJI,O,O,O,O,O,X,O,X,X
SLTOIJZ,O,O,O,O,O,X,X,X,X
SLTOIZJ,O,O,O,O,O,X,O,X,X
SLTOJIZ,O,O,O,O,O,X,O,X,X
SLTOJZI,O,O,O,O,O,X,O,X,X
SLTOZIJ,O,O,O,O,O,X,O,X,X
SLTOZJI,O,O,O,O,O,X,O,X,X
SLITJZO,X,X,O,O,O,X,X,X,X
SLITJOZ,X,X,O,O,O,X,X,X,X
SLITZJO,X,X,O,O,O,X,X,X,X
SLITZOJ,O,X,O,O,O,X,X,X,X
SLITOJZ,O,X,O,O,O,X,X,X,X
SLITOZJ,O,X,O,O,O,X,X,X,X
SLIJTZO,O,X,O,O,O,X,X,X,X
SLIJTOZ,O,X,O,X,O,X,X,X,X
SLIJZTO,O,X,O,O,O,X,X,X,X
SLIJZOT,O,X,X,O,X,X,X,X,X
SLIJOTZ,O,X,X,X,X,X,X,O,X
SLIJOZT,O,X,X,O,X,X,X,O,X
SLIZTJO,X,X,O,O,O,X,X,X,X
SLIZTOJ,O,X,O,O,O,X,X,X,X
SLIZJTO,O,X,O,O,O,X,X,X,X
SLIZJOT,O,X,X,O,X,X,X,X,X
SLIZOTJ,O,X,O,X,X,X,X,X,X
SLIZOJT,O,X,X,O,X,X,X,X,X
SLIOTJZ,O,X,O,X,X,X,X,O,X
SLIOTZJ,O,X,O,X,X,X,X,O,X
SLIOJTZ,O,X,X,X,X,X,X,O,X
SLIOJZT,O,X,X,O,X,X,X,O,X
SLIOZTJ,O,X,O,X,X,X,X,O,X
SLIOZJT,O,X,X,O,X,X,X,O,X
SLJTIZO,O,O,O,O,O,X,O,X,X
SLJTIOZ,O,O,O,O,O,X,O,X,X
SLJTZIO,O,O,O,O,O,X,O,X,X
SLJTZOI,O,O,O,O,O,X,O,X,X
SLJTOIZ,O,O,O,O,O,X,O,X,X
SLJTOZI,O,O,O,O,O,X,O,X,X
SLJITZO,O,X,O,O,O,X,X,X,X
SLJITOZ,O,X,O,X,O,X,X,X,X
SLJIZTO,O,X,O,O,O,X,X,X,X
SLJIZOT,O,X,X,O,X,X,X,X,X
SLJIOTZ,O,X,X,X,X,X,X,O,X
SLJIOZT,O,X,X,O,X,X,X,O,X
SLJZTIO,O,O,O,O,O,X,O,X,X
SLJZTOI,O,O,O,O,O,X,O,X,X
SLJZITO,O,X,O,O,O,X,X,X,X
SLJZIOT,O,X,X,O,X,X,X,X,X
SLJZOTI,O,X,X,X,X,X,X,X,X
SLJZOIT,O,X,X,X,X,X,X,X,X
SLJOTIZ,O,X,X,X,X,X,X,O,X
SLJOTZI,O,X,X,X,X,X,X,O,X
SLJOITZ,O,X,X,X,X,X,X,O,X
SLJOIZT,O,X,X,X,X,X,X,O,X
SLJOZTI,O,X,X,X,X,X,X,O,X
SLJOZIT,O,X,X,X,X,X,X,O,X
SLZTIJO,X,O,O,O,O,X,O,X,X
SLZTIOJ,O,O,O,O,O,X,O,X,X
SLZTJIO,X,O,O,O,O,X,O,X,X
SLZTJOI,X,O,O,O,O,X,O,X,X
SLZTOIJ,O,O,O,O,O,X,O,X,X
SLZTOJI,O,O,O,O,O,X,O,X,X
SLZITJO,X,X,O,O,O,X,X,X,X
SLZITOJ,O,X,O,O,O,X,X,X,X
SLZIJTO,O,X,O,O,O,X,X,X,X
SLZIJOT,O,X,X,O,X,X,X,X,X
SLZIOTJ,O,X,O,X,X,X,X,X,X
SLZIOJT,O,X,X,O,X,X,X,X,X
SLZJTIO,O,O,O,O,O,X,O,X,X
SLZJTOI,O,O,O,O,O,X,O,X,X
SLZJITO,O,X,O,O,O,X,X,X,X
SLZJIOT,O,X,X,O,X,X,X,X,X
SLZJOTI,O,X,X,X,X,X,X,X,X
SLZJOIT,O,X,X,X,X,X,X,X,X
SLZOTIJ,O,O,O,O,X,X,X,X,X
SLZOTJI,O,O,O,O,X,X,X,X,X
SLZOITJ,O,O,O,X,X,X,X,X,X
SLZOIJT,O,O,X,O,X,X,X,X,X
SLZOJTI,O,O,X,X,X,X,X,X,X
SLZOJIT,O,O,X,X,X,X,X,X,X
SLOTIJZ,O,O,O,O,X,X,X,O,X
SLOTIZJ,O,O,O,O,X,X,X,O,X
SLOTJIZ,O,O,O,O,X,X,X,O,X
SLOTJZI,O,O,O,O,X,X,X,O,X
SLOTZIJ,O,O,O,O,X,X,X,O,X
SLOTZJI,O,O,O,O,X,X,X,O,X
SLOITJZ,O,X,O,X,X,X,X,O,X
SLOITZJ,O,O,O,X,X,X,X,O,X
SLOIJTZ,O,O,X,X,X,X,X,O,X
SLOIJZT,O,O,X,O,X,X,X,O,X
SLOIZTJ,O,O,O,X,X,X,X,O,X
SLOIZJT,O,O,X,O,X,X,X,O,X
SLOJTIZ,O,O,X,X,X,X,X,O,X
SLOJTZI,O,O,X,X,X,X,X,O,X
SLOJITZ,O,O,X,X,X,X,X,O,X
SLOJIZT,O,O,X,X,X,X,X,O,X
SLOJZTI,O,O,X,X,X,X,X,O,X
SLOJZIT,O,O,X,X,X,X,X,O,X
SLOZTIJ,O,O,O,O,X,X,X,O,X
SLOZTJI,O,O,O,O,X,X,X,O,X
SLOZITJ,O,O,O,X,X,X,X,O,X
SLOZIJT,O,O,X,O,X,X,X,O,X
SLOZJTI,O,O,X,X,X,X,X,O,X
SLOZJIT,O,O,X,X,X,X,X,O,X
SJTILZO,X,O,O,O,O,O,O,X,X
SJTILOZ,X,O,O,O,O,O,O,X,X
SJTIZLO,X,O,O,O,O,O,O,X,X
SJTIZOL,X,O,O,O,O,O,O,X,X
SJTIOLZ,X,O,O,X,O,X,O,O,X
SJTIOZL,X,O,O,O,O,O,O,O,X
SJTLIZO,O,O,O,O,O,O,O,X,X
SJTLIOZ,O,O,O,O,O,O,O,X,X
SJTLZIO,O,O,O,O,O,O,O,X,X
SJTLZOI,O,O,O,O,O,O,O,X,X
SJTLOIZ,O,O,O,O,O,O,O,X,X
SJTLOZI,O,O,O,O,O,O,O,X,X
SJTZILO,X,O,O,O,O,O,O,X,X
SJTZIOL,X,O,O,O,O,O,O,X,X
SJTZLIO,O,O,O,O,O,O,O,X,X
SJTZLOI,O,O,O,O,O,O,O,X,X
SJTZOIL,X,O,O,O,O,O,O,X,X
SJTZOLI,X,O,O,O,O,O,O,X,X
SJTOILZ,X,O,O,X,O,O,O,O,X
SJTOIZL,X,O,O,O,O,O,O,O,X
SJTOLIZ,X,O,O,O,O,O,O,O,X
SJTOLZI,X,O,O,O,O,O,O,O,X
SJTOZIL,X,O,O,O,O,O,O,O,X
SJTOZLI,X,O,O,O,O,O,O,O,X
SJITLZO,X,O,O,X,O,O,O,X,X
SJITLOZ,X,O,O,X,O,O,O,X,X
SJITZLO,X,O,O,X,O,O,O,X,X
SJITZOL,X,O,O,X,O,O,O,X,X
SJITOLZ,X,O,O,X,O,X,O,O,X
SJITOZL,X,O,O,X,O,O,O,O,X
SJILTZO,O,X,O,X,O,X,X,X,X
SJILTOZ,O,X,O,X,O,X,X,X,X
SJILZTO,O,X,O,X,O,O,X,X,X
SJILZOT,O,X,X,X,X,O,X,X,X
SJILOTZ,O,X,X,X,X,X,X,O,X
SJILOZT,O,X,X,X,X,X,X,O,X
SJIZTLO,X,O,O,X,O,O,O,X,X
SJIZTOL,X,O,O,X,O,O,O,X,X
SJIZLTO,O,X,O,X,O,O,X,X,X
SJIZLOT,O,X,X,X,X,O,X,X,O
SJIZOTL,X,X,X,X,O,O,X,O,X
SJIZOLT,X,X,X,X,X,O,X,O,O
SJIOTLZ,X,X,X,X,O,X,X,O,X
SJIOTZL,X,X,X,X,O,X,X,O,X
SJIOLTZ,X,X,X,X,X,X,X,O,X
SJIOLZT,X,X,X,X,X,X,X,O,X
SJIOZTL,X,X,X,X,O,O,X,O,X
SJIOZLT,X,X,X,X,X,O,X,O,O
SJLTIZO,O,O,O,O,O,O,O,X,X
SJLTIOZ,O,O,O,O,O,O,O,X,X
SJLTZIO,O,O,O,O,O,O,O,X,X
SJLTZOI,O,O,O,O,O,O,O,X,X
SJLTOIZ,O,O,O,O,O,O,O,X,X
SJLTOZI,O,O,O,O,O,O,O,X,X
SJLITZO,O,X,O,O,O,X,X,X,X
SJLITOZ,O,X,O,X,O,X,X,X,X
SJLIZTO,O,X,O,O,O,O,X,X,X
SJLIZOT,O,X,X,O,X,O,X,X,X
SJLIOTZ,O,X,X,X,X,X,X,O,X
SJLIOZT,O,X,X,O,X,X,X,O,X
SJLZTIO,O,O,O,O,O,O,O,X,X
SJLZTOI,O,O,O,O,O,O,O,X,X
SJLZITO,O,X,O,O,O,O,X,X,X
SJLZIOT,O,X,X,O,X,O,X,X,X
SJLZOTI,O,X,X,X,X,X,X,X,X
SJLZOIT,O,X,X,X,X,X,X,X,X
SJLOTIZ,O,X,X,X,X,X,X,O,X
SJLOTZI,O,X,X,X,X,X,X,O,X
SJLOITZ,O,X,X,X,X,X,X,O,X
SJLOIZT,O,X,X,X,X,X,X,O,X
SJLOZTI,O,X,X,X,X,X,X,O,X
SJLOZIT,O,X,X,X,X,X,X,O,X
SJZTILO,X,O,O,O,O,O,O,X,X
SJZTIOL,X,O,O,O,O,O,O,X,X
SJZTLIO,O,O,O,O,O,O,O,X,X
SJZTLOI,O,O,O,O,O,O,O,X,X
SJZTOIL,X,O,O,O,O,O,O,X,X
SJZTOLI,X,O,O,O,O,O,O,X,X
SJZITLO,X,O,O,X,O,O,O,X,X
SJZITOL,X,O,O,X,O,O,O,X,X
SJZILTO,O,X,O,X,O,O,X,X,X
SJZILOT,O,X,X,X,X,O,X,X,O
SJZIOTL,X,X,X,X,O,O,X,O,X
SJZIOLT,X,X,X,X,X,O,X,O,O
SJZLTIO,O,O,O,O,O,O,O,X,X
SJZLTOI,O,O,O,O,O,O,O,X,X
SJZLITO,O,X,O,O,O,O,X,X,X
SJZLIOT,O,X,X,O,X,O,X,X,O
SJZLOTI,O,X,X,X,X,X,X,X,X
SJZLOIT,O,X,X,X,X,X,X,X,O
SJZOTIL,X,O,X,X,O,O,O,O,X
SJZOTLI,X,O,X,X,O,O,O,O,X
SJZOITL,X,O,X,X,O,O,X,O,X
SJZOILT,X,O,X,X,X,O,X,O,O
SJZOLTI,O,O,X,X,X,X,X,O,X
SJZOLIT,O,O,X,X,X,X,X,O,O
SJOTILZ,X,O,X,X,O,O,O,O,X
SJOTIZL,X,O,X,X,O,O,O,O,X
SJOTLIZ,O,O,X,X,O,O,O,O,X
SJOTLZI,O,O,X,X,O,O,O,O,X
SJOTZIL,X,O,X,X,O,O,O,O,X
SJOTZLI,O,O,X,X,O,O,O,O,X
SJOITLZ,X,O,X,X,O,O,X,O,X
SJOITZL,X,O,X,X,O,O,X,O,X
SJOILTZ,O,O,X,X,X,X,X,O,X
SJOILZT,O,O,X,X,X,O,X,O,X
SJOIZTL,X,O,X,X,O,O,X,O,X
SJOIZLT,O,O,X,X,X,O,X,O,O
SJOLTIZ,O,O,X,X,X,O,X,O,X
SJOLTZI,O,O,X,X,X,O,X,O,X
SJOLITZ,O,O,X,X,X,X,X,O,X
SJOLIZT,O,O,X,X,X,O,X,O,X
SJOLZTI,O,O,X,X,X,O,X,O,X
SJOLZIT,O,O,X,X,X,O,X,O,X
SJOZTIL,X,O,X,X,O,O,O,O,X
SJOZTLI,O,O,X,X,O,O,O,O,X
SJOZITL,X,O,X,X,O,O,X,O,X
SJOZILT,O,O,X,X,X,O,X,O,O
SJOZLTI,O,O,X,X,X,O,X,O,X
SJOZLIT,O,O,X,X,X,O,X,O,O
SZTILJO,X,O,O,O,O,X,O,X,X
SZTILOJ,X,O,O,O,O,X,O,X,X
SZTIJLO,X,O,O,O,O,X,O,X,X
SZTIJOL,X,O,O,O,O,X,O,X,X
SZTIOLJ,X,O,O,X,O,X,X,X,X
SZTIOJL,X,O,O,O,O,X,X,X,X
SZTLIJO,X,O,O,O,O,X,O,X,X
SZTLIOJ,X,O,O,O,O,O,O,X,X
SZTLJIO,X,O,O,O,O,X,O,X,X
SZTLJOI,X,O,O,O,O,X,O,X,X
SZTLOIJ,X,O,O,O,O,O,O,X,X
SZTLOJI,X,O,O,O,O,O,O,X,X
SZTJILO,X,O,O,O,O,O,O,X,X
SZTJIOL,X,O,O,O,O,O,O,X,X
SZTJLIO,X,O,O,O,O,O,O,X,X
SZTJLOI,X,O,O,O,O,O,O,X,X
SZTJOIL,X,O,O,O,O,O,O,X,X
SZTJOLI,X,O,O,O,O,O,O,X,X
SZTOILJ,X,O,O,X,O,O,X,X,X
SZTOIJL,X,O,O,O,O,O,X,X,X
SZTOLIJ,X,O,O,O,O,O,O,X,X
SZTOLJI,X,O,O,O,O,O,O,X,X
SZTOJIL,X,O,O,O,O,O,O,X,X
SZTOJLI,X,O,O,O,O,O,O,X,X
SZITLJO,X,O,O,O,O,X,O,X,X
SZITLOJ,X,O,O,O,O,X,O,X,X
SZITJLO,X,O,O,O,O,X,O,X,X
SZITJOL,X,O,O,O,O,X,O,X,X
SZITOLJ,X,O,O,X,O,X,X,X,X
SZITOJL,X,O,O,O,O,X,X,X,X
SZILTJO,X,X,O,O,O,X,X,X,X
SZILTOJ,O,X,O,O,O,X,X,X,X
SZILJTO,O,X,O,O,O,X,X,X,X
SZILJOT,O,X,X,O,X,X,X,X,O
SZILOTJ,O,X,O,X,X,X,X,X,X
SZILOJT,O,X,X,O,X,X,X,X,X
SZIJTLO,X,O,O,X,O,X,O,X,X
SZIJTOL,X,O,O,X,O,X,O,X,X
SZIJLTO,X,X,O,X,O,X,X,X,X
SZIJLOT,X,X,X,X,X,X,X,X,O
SZIJOTL,X,X,X,X,O,X,X,O,X
SZIJOLT,X,X,X,X,X,X,X,O,O
SZIOTLJ,O,O,O,X,O,X,X,O,X
SZIOTJL,O,O,O,X,O,X,X,O,X
SZIOLTJ,O,O,O,X,X,X,X,O,X
SZIOLJT,O,O,X,X,X,X,X,O,X
SZIOJTL,O,O,X,X,O,X,X,O,X
SZIOJLT,O,O,X,X,X,X,X,O,X
SZLTIJO,X,O,O,O,O,X,O,X,X
SZLTIOJ,O,O,O,O,O,X,O,X,X
SZLTJIO,X,O,O,O,O,X,O,X,X
SZLTJOI,X,O,O,O,O,X,O,X,X
SZLTOIJ,O,O,O,O,O,X,O,X,X
SZLTOJI,O,O,O,O,O,X,O,X,X
SZLITJO,X,X,O,O,O,X,X,X,X
SZLITOJ,O,X,O,O,O,X,X,X,X
SZLIJTO,O,X,O,O,O,X,X,X,X
SZLIJOT,O,X,X,O,X,X,X,X,O
SZLIOTJ,O,X,O,X,X,X,X,X,X
SZLIOJT,O,X,X,O,X,X,X,X,X
SZLJTIO,O,O,O,O,O,X,O,X,X
SZLJTOI,O,O,O,O,O,X,O,X,X
SZLJITO,O,X,O,O,O,X,X,X,X
SZLJIOT,O,X,X,O,X,X,X,X,O
SZLJOTI,O,X,X,X,X,X,X,X,X
SZLJOIT,O,X,X,X,X,X,X,X,O
SZLOTIJ,O,O,O,O,X,X,X,X,X
SZLOTJI,O,O,O,O,X,X,X,X,X
SZLOITJ,O,O,O,X,X,X,X,X,X
SZLOIJT,O,O,X,O,X,X,X,X,X
SZLOJTI,O,O,X,X,X,X,X,X,X
SZLOJIT,O,O,X,X,X,X,X,X,X
SZJTILO,X,O,O,O,O,O,O,X,X
SZJTIOL,X,O,O,O,O,O,O,X,X
SZJTLIO,O,O,O,O,O,O,O,X,X
SZJTLOI,O,O,O,O,O,O,O,X,X
SZJTOIL,X,O,O,O,O,O,O,X,X
SZJTOLI,X,O,O,O,O,O,O,X,X
SZJITLO,X,O,O,X,O,O,O,X,X
SZJITOL,X,O,O,X,O,O,O,X,X
SZJILTO,O,X,O,X,O,O,X,X,X
SZJILOT,O,X,X,X,X,O,X,X,O
SZJIOTL,X,X,X,X,O,O,X,O,X
SZJIOLT,X,X,X,X,X,O,X,O,O
SZJLTIO,O,O,O,O,O,O,O,X,X
SZJLTOI,O,O,O,O,O,O,O,X,X
SZJLITO,O,X,O,O,O,O,X,X,X
SZJLIOT,O,X,X,O,X,O,X,X,O
SZJLOTI,O,X,X,X,X,X,X,X,X
SZJLOIT,O,X,X,X,X,X,X,X,O
SZJOTIL,X,O,X,X,O,O,O,O,X
SZJOTLI,X,O,X,X,O,O,O,O,X
SZJOITL,X,O,X,X,O,O,X,O,X
SZJOILT,X,O,X,X,X,O,X,O,O
SZJOLTI,O,O,X,X,X,X,X,O,X
SZJOLIT,O,O,X,X,X,X,X,O,O
SZOTILJ,O,O,O,X,O,O,X,O,X
SZOTIJL,O,O,O,O,O,O,X,O,X
SZOTLIJ,O,O,O,O,O,O,O,O,X
SZOTLJI,O,O,O,O,O,O,O,O,X
SZOTJIL,O,O,O,O,O,O,O,O,X
SZOTJLI,O,O,O,O,O,O,O,O,X
SZOITLJ,O,O,O,X,O,O,X,O,X
SZOITJL,O,O,O,X,O,O,X,O,X
SZOILTJ,O,O,O,X,X,O,X,O,X
SZOILJT,O,O,X,X,X,O,X,O,X
SZOIJTL,O,O,X,X,O,O,X,O,X
SZOIJLT,O,O,X,X,X,O,X,O,X
SZOLTIJ,O,O,O,O,X,O,X,O,X
SZOLTJI,O,O,O,O,X,O,X,O,X
SZOLITJ,O,O,O,X,X,O,X,O,X
SZOLIJT,O,O,X,O,X,O,X,O,X
SZOLJTI,O,O,X,X,X,O,X,O,X
SZOLJIT,O,O,X,X,X,O,X,O,X
SZOJTIL,O,O,X,X,O,O,O,O,X
SZOJTLI,O,O,X,X,O,O,O,O,X
SZOJITL,O,O,X,X,O,O,X,O,X
SZOJILT,O,O,X,X,X,O,X,O,X
SZOJLTI,O,O,X,X,X,O,X,O,X
SZOJLIT,O,O,X,X,X,O,X,O,X
SOTILJZ,O,O,O,X,O,O,X,O,X
SOTILZJ,O,O,O,X,O,O,X,O,X
SOTIJLZ,X,O,O,X,O,O,X,O,X
SOTIJZL,O,O,O,O,O,O,X,O,X
SOTIZLJ,O,O,O,X,O,O,X,O,X
SOTIZJL,O,O,O,O,O,O,X,O,X
SOTLIJZ,O,O,O,O,O,O,X,O,X
SOTLIZJ,O,O,O,O,O,O,O,O,X
SOTLJIZ,O,O,O,O,O,O,O,O,X
SOTLJZI,O,O,O,O,O,O,O,O,X
SOTLZIJ,O,O,O,O,O,O,O,O,X
SOTLZJI,O,O,O,O,O,O,O,O,X
SOTJILZ,X,O,O,X,O,O,O,O,X
SOTJIZL,O,O,O,O,O,O,O,O,X
SOTJLIZ,O,O,O,O,O,O,O,O,X
SOTJLZI,O,O,O,O,O,O,O,O,X
SOTJZIL,O,O,O,O,O,O,O,O,X
SOTJZLI,O,O,O,O,O,O,O,O,X
SOTZILJ,O,O,O,X,O,O,X,O,X
SOTZIJL,O,O,O,O,O,O,X,O,X
SOTZLIJ,O,O,O,O,O,O,O,O,X
SOTZLJI,O,O,O,O,O,O,O,O,X
SOTZJIL,O,O,O,O,O,O,O,O,X
SOTZJLI,O,O,O,O,O,O,O,O,X
SOITLJZ,O,O,O,X,O,O,X,O,X
SOITLZJ,O,O,O,X,O,O,X,O,X
SOITJLZ,X,O,O,X,O,O,X,O,X
SOITJZL,O,O,O,X,O,O,X,O,X
SOITZLJ,O,O,O,X,O,O,X,O,X
SOITZJL,O,O,O,X,O,O,X,O,X
SOILTJZ,O,X,O,X,X,X,X,O,X
SOILTZJ,O,O,O,X,X,X,X,O,X
SOILJTZ,O,O,X,X,X,X,X,O,X
SOILJZT,O,O,X,X,X,X,X,O,X
SOILZTJ,O,O,O,X,X,O,X,O,X
SOILZJT,O,O,X,X,X,O,X,O,X
SOIJTLZ,X,O,X,X,O,O,X,O,X
SOIJTZL,O,O,X,X,O,O,X,O,X
SOIJLTZ,O,O,X,X,X,X,X,O,X
SOIJLZT,O,O,X,X,X,O,X,O,X
SOIJZTL,O,O,X,X,O,O,X,O,X
SOIJZLT,O,O,X,X,X,O,X,O,O
SOIZTLJ,O,O,O,X,O,O,X,O,X
SOIZTJL,O,O,O,X,O,O,X,O,X
SOIZLTJ,O,O,O,X,X,O,X,O,X
SOIZLJT,O,O,X,X,X,O,X,O,X
SOIZJTL,O,O,X,X,O,O,X,O,X
SOIZJLT,O,O,X,X,X,O,X,O,X
SOLTIJZ,O,O,O,O,X,O,X,O,X
SOLTIZJ,O,O,O,O,X,O,X,O,X
SOLTJIZ,O,O,O,O,X,O,X,O,X
SOLTJZI,O,O,O,O,X,O,X,O,X
SOLTZIJ,O,O,O,O,X,O,X,O,X
SOLTZJI,O,O,O,O,X,O,X,O,X
SOLITJZ,O,X,O,X,X,X,X,O,X
SOLITZJ,O,O,O,X,X,X,X,O,X
SOLIJTZ,O,O,X,X,X,X,X,O,X
SOLIJZT,O,O,X,O,X,X,X,O,X
SOLIZTJ,O,O,O,X,X,O,X,O,X
SOLIZJT,O,O,X,O,X,O,X,O,X
SOLJTIZ,O,O,X,X,X,O,X,O,X
SOLJTZI,O,O,X,X,X,O,X,O,X
SOLJITZ,O,O,X,X,X,X,X,O,X
SOLJIZT,O,O,X,X,X,O,X,O,X
SOLJZTI,O,O,X,X,X,O,X,O,X
SOLJZIT,O,O,X,X,X,O,X,O,X
SOLZTIJ,O,O,O,O,X,O,X,O,X
SOLZTJI,O,O,O,O,X,O,X,O,X
SOLZITJ,O,O,O,X,X,O,X,O,X
SOLZIJT,O,O,X,O,X,O,X,O,X
SOLZJTI,O,O,X,X,X,O,X,O,X
SOLZJIT,O,O,X,X,X,O,X,O,X
SOJTILZ,X,O,X,X,O,O,O,O,X
SOJTIZL,O,O,X,X,O,O,O,O,X
SOJTLIZ,O,O,X,X,O,O,O,O,X
SOJTLZI,O,O,X,X,O,O,O,O,X
SOJTZIL,O,O,X,X,O,O,O,O,X
SOJTZLI,O,O,X,X,O,O,O,O,X
SOJITLZ,X,O,X,X,O,O,X,O,X
SOJITZL,O,O,X,X,O,O,X,O,X
SOJILTZ,O,O,X,X,X,X,X,O,X
SOJILZT,O,O,X,X,X,O,X,O,X
SOJIZTL,O,O,X,X,O,O,X,O,X
SOJIZLT,O,O,X,X,X,O,X,O,O
SOJLTIZ,O,O,X,X,X,O,X,O,X
SOJLTZI,O,O,X,X,X,O,X,O,X
SOJLITZ,O,O,X,X,X,X,X,O,X
SOJLIZT,O,O,X,X,X,O,X,O,X
SOJLZTI,O,O,X,X,X,O,X,O,X
SOJLZIT,O,O,X,X,X,O,X,O,X
SOJZTIL,O,O,X,X,O,O,O,O,X
SOJZTLI,O,O,X,X,O,O,O,O,X
SOJZITL,O,O,X,X,O,O,X,O,X
SOJZILT,O,O,X,X,X,O,X,O,O
SOJZLTI,O,O,X,X,X,O,X,O,X
SOJZLIT,O,O,X,X,X,O,X,O,O
SOZTILJ,O,O,O,X,O,O,X,O,X
SOZTIJL,O,O,O,O,O,O,X,O,X
SOZTLIJ,O,O,O,O,O,O,O,O,X
SOZTLJI,O,O,O,O,O,O,O,O,X
SOZTJIL,O,O,O,O,O,O,O,O,X
SOZTJLI,O,O,O,O,O,O,O,O,X
SOZITLJ,O,O,O,X,O,O,X,O,X
SOZITJL,O,O,O,X,O,O,X,O,X
SOZILTJ,O,O,O,X,X,O,X,O,X
SOZILJT,O,O,X,X,X,O,X,O,X
SOZIJTL,O,O,X,X,O,O,X,O,X
SOZIJLT,O,O,X,X,X,O,X,O,X
SOZLTIJ,O,O,O,O,X,O,X,O,X
SOZLTJI,O,O,O,O,X,O,X,O,X
SOZLITJ,O,O,O,X,X,O,X,O,X
SOZLIJT,O,O,X,O,X,O,X,O,X
SOZLJTI,O,O,X,X,X,O,X,O,X
SOZLJIT,O,O,X,X,X,O,X,O,X
SOZJTIL,O,O,X,X,O,O,O,O,X
SOZJTLI,O,O,X,X,O,O,O,O,X
SOZJITL,O,O,X,X,O,O,X,O,X
SOZJILT,O,O,X,X,X,O,X,O,X
SOZJLTI,O,O,X,X,X,O,X,O,X
SOZJLIT,O,O,X,X,X,O,X,O,X
ZTILJSO,O,X,X,X,X,X,X,X,X
ZTILJOS,O,X,X,X,X,O,X,X,O
ZTILSJO,X,X,O,X,X,X,X,X,X
ZTILSOJ,O,X,O,X,X,O,X,X,X
ZTILOJS,O,X,X,X,X,O,X,X,X
ZTILOSJ,O,X,O,X,X,O,X,X,X
ZTIJLSO,X,X,X,X,X,O,X,X,X
ZTIJLOS,X,X,X,X,X,O,X,X,O
ZTIJSLO,X,X,X,O,O,O,X,X,X
ZTIJSOL,X,X,X,O,O,O,X,X,X
ZTIJOLS,X,X,X,X,X,X,X,X,O
ZTIJOSL,X,X,X,X,O,X,X,O,X
ZTISLJO,X,X,O,O,O,X,X,X,X
ZTISLOJ,X,X,O,X,O,X,X,X,X
ZTISJLO,X,X,O,O,O,X,X,X,X
ZTISJOL,X,X,O,O,O,X,X,X,X
ZTISOLJ,X,X,O,X,O,X,X,X,X
ZTISOJL,X,X,O,O,O,X,X,X,X
ZTIOLJS,O,X,X,X,X,O,X,X,X
ZTIOLSJ,O,X,O,X,X,O,X,X,X
ZTIOJLS,X,X,X,X,X,O,X,X,X
ZTIOJSL,X,X,X,X,O,O,X,O,X
