sequence,v115@DhA8HeB8HeC8FeF8JeOEJvhFxgBCjB8qBToB3pBFqB,v115@DhA8HeB8HeC8FeF8Je3/IvhFFhBCjB0lBToB2pBxuB,v115@DhA8HeB8HeC8FeF8JeFBJvhFfoB6oBTkB0lBmkBxuB,v115@DhA8HeB8HeC8FeF8JeFBJvhFCjBOpBToBRqB/qB0pB,v115@DhA8HeB8HeC8FeF8Jex/IvhFXhBziB+oB0pBlqBipB,v115@DhA8HeB8HeC8FeF8Je0/IvhFXhBKpBFoBGoBRqBTqB,v115@DhA8HeB8HeC8FeF8JeKEJvhFzfBGjB3lBUoBFmBxuB,v115@DhA8HeB8HeC8FeF8JexAJvhFfoB6oBzlBlpBOpBUqB,v115@DhA8HeB8HeC8FeF8Je0/IvhFXhBKpBGoBFoBRqBTqB,v115@DhA8HeB8HeC8FeF8JeZEJvhFzfBSoB3lBFmBUoBWvB,v115@DhA8HeB8HeC8FeF8JeT/IvhFXhBypBFoB0lBGoBxuB,v115@DhA8HeB8HeC8FeF8JeT/IvhF0gBypBFoBXmBGoBxuB,v115@DhA8HeB8HeC8FeF8JeT/IvhF0gBypBGoBXmBFoBxuB
LZTOSIJ,X,O,X,X,X,O,X,X,X,X,X,X,X
LZTOSJI,X,O,X,X,X,O,X,X,X,X,X,X,X
LZITJSO,X,X,X,X,X,O,O,X,O,X,X,X,X
LZITJOS,X,X,X,X,X,X,O,X,X,X,X,X,X
LZITSJO,O,X,O,X,X,O,O,X,O,X,X,X,X
LZITSOJ,X,O,O,X,X,O,O,X,X,X,X,X,X
LZITOJS,X,O,X,X,X,X,O,X,X,X,X,X,X
LZITOSJ,X,O,O,X,X,O,O,X,X,X,X,X,X
LZIJTSO,X,X,X,X,X,O,O,X,O,X,X,X,X
LZIJTOS,X,X,X,X,X,X,O,X,X,X,X,X,X
LZIJSTO,O,X,X,X,X,O,O,X,O,X,X,X,X
LZIJSOT,O,X,X,X,X,X,O,X,O,O,X,X,X
LZIJOTS,X,X,X,X,X,X,O,X,X,X,X,X,X
LZIJOST,X,X,X,X,X,X,O,X,O,O,X,X,X
LZISTJO,O,X,O,X,X,O,O,X,O,X,X,X,X
LZISTOJ,X,O,O,X,X,O,O,X,X,X,X,X,X
LZISJTO,O,X,O,X,X,O,O,X,O,X,X,X,X
LZISJOT,O,X,O,X,X,X,O,X,O,X,X,X,X
LZISOTJ,O,O,O,X,X,O,O,X,X,X,X,X,X
LZISOJT,O,O,O,X,X,X,O,X,O,X,X,X,X
LZIOTJS,X,O,X,X,X,X,O,X,X,X,X,X,X
LZIOTSJ,O,O,O,X,X,O,O,X,X,X,X,X,X
LZIOJTS,X,O,X,X,X,X,O,X,X,X,X,X,X
LZIOJST,O,O,X,X,X,X,O,X,O,X,X,X,X
LZIOSTJ,O,O,O,X,X,O,O,X,X,X,X,X,X
LZIOSJT,O,O,O,X,X,X,O,X,O,X,X,X,X
LZJTISO,X,X,X,X,O,O,X,X,O,X,X,X,X
LZJTIOS,X,X,X,X,O,X,X,X,X,X,X,X,X
LZJTSIO,X,X,X,X,O,O,X,X,O,X,X,X,X
LZJTSOI,X,X,X,X,O,O,X,X,O,X,X,X,X
LZJTOIS,X,X,X,X,O,X,X,X,X,X,X,X,X
LZJTOSI,X,X,X,X,O,X,X,X,X,X,X,X,X
LZJITSO,X,X,X,X,X,O,O,X,O,X,X,X,X
LZJITOS,X,X,X,X,X,X,O,X,X,X,X,X,X
LZJISTO,O,X,X,X,X,O,O,X,O,X,X,X,X
LZJISOT,O,X,X,X,X,X,O,X,O,O,X,X,X
LZJIOTS,X,X,X,X,X,X,O,X,X,X,X,X,X
LZJIOST,X,X,X,X,X,X,O,X,O,O,X,X,X
LZJSTIO,O,X,X,X,X,O,X,X,O,X,X,X,X
LZJSTOI,X,X,X,X,X,O,X,X,O,X,X,X,X
LZJSITO,O,X,X,X,X,X,X,X,O,X,X,X,X
LZJSIOT,O,X,X,X,X,X,X,X,O,O,X,X,X
LZJSOTI,X,X,X,X,X,X,X,X,O,X,X,X,X
LZJSOIT,O,X,X,X,X,X,X,X,O,O,X,X,X
LZJOTIS,X,X,X,X,O,X,X,X,X,X,X,X,X
LZJOTSI,X,X,X,X,O,X,X,X,X,X,X,X,X
LZJOITS,X,X,X,X,X,X,X,X,X,X,X,X,X
LZJOIST,X,X,X,X,X,X,X,X,O,O,X,X,X
LZJOSTI,X,X,X,X,X,X,X,X,O,X,X,X,X
LZJOSIT,X,X,X,X,X,X,X,X,O,O,X,X,X
LZSTIJO,O,X,O,X,X,O,X,X,X,X,X,X,X
LZSTIOJ,X,X,O,X,X,O,X,X,X,X,X,X,X
LZSTJIO,O,X,O,X,X,O,X,X,O,X,X,X,X
LZSTJOI,X,X,X,X,X,O,X,X,O,X,X,X,X
LZSTOIJ,X,O,O,X,X,O,X,X,X,X,X,X,X
LZSTOJI,X,O,X,X,X,O,X,X,X,X,X,X,X
LZSITJO,O,X,O,X,X,O,X,X,O,X,X,X,X
LZSITOJ,X,X,O,X,X,O,X,X,X,X,X,X,X
LZSIJTO,O,X,O,X,X,O,X,X,O,X,X,X,X
LZSIJOT,O,X,O,X,X,X,X,X,O,X,X,X,X
LZSIOTJ,O,X,O,X,X,O,X,X,X,X,X,X,X
LZSIOJT,O,X,O,X,X,X,X,X,O,X,X,X,X
LZSJTIO,O,X,O,X,X,O,X,X,O,X,X,X,X
LZSJTOI,X,X,X,X,X,O,X,X,O,X,X,X,X
LZSJITO,O,X,O,X,X,X,X,X,O,X,X,X,X
LZSJIOT,O,X,O,X,X,X,X,X,O,X,X,X,X
LZSJOTI,O,X,X,X,X,X,X,X,O,X,X,X,X
LZSJOIT,O,X,X,X,X,X,X,X,O,X,X,X,X
LZSOTIJ,O,O,O,X,X,O,X,X,X,X,X,X,X
LZSOTJI,O,O,X,X,X,O,X,X,X,X,X,X,X
LZSOITJ,O,O,O,X,X,X,X,X,X,X,X,X,X
LZSOIJT,O,X,O,X,X,X,X,X,X,X,X,X,X
LZSOJTI,O,O,X,X,X,X,X,X,O,X,X,X,X
LZSOJIT,O,X,X,X,X,X,X,X,O,X,X,X,X
LZOTIJS,X,O,X,X,X,X,X,X,X,X,X,X,X
LZOTISJ,O,O,X,X,X,O,X,X,X,X,X,X,X
LZOTJIS,X,O,X,X,X,X,X,X,X,X,X,X,X
LZOTJSI,X,O,X,X,X,X,X,X,X,X,X,X,X
LZOTSIJ,O,O,X,X,X,O,X,X,X,X,X,X,X
LZOTSJI,O,O,X,X,X,O,X,X,X,X,X,X,X
LZOITJS,X,O,X,X,X,X,X,X,X,X,X,X,X
LZOITSJ,O,O,X,X,X,O,X,X,X,X,X,X,X
LZOIJTS,X,O,X,X,X,X,X,X,X,X,X,X,X
LZOIJST,O,O,X,X,X,X,X,X,O,X,X,X,X
LZOISTJ,O,O,X,X,X,O,X,X,X,X,X,X,X
LZOISJT,O,O,X,X,X,X,X,X,O,X,X,X,X
LZOJTIS,X,O,X,X,X,X,X,X,X,X,X,X,X
LZOJTSI,X,O,X,X,X,X,X,X,X,X,X,X,X
LZOJITS,X,O,X,X,X,X,X,X,X,X,X,X,X
LZOJIST,O,O,X,X,X,X,X,X,O,X,X,X,X
LZOJSTI,O,O,X,X,X,X,X,X,O,X,X,X,X
LZOJSIT,O,X,X,X,X,X,X,X,O,X,X,X,X
LZOSTIJ,O,O,X,X,X,O,X,X,X,X,X,X,X
LZOSTJI,O,O,X,X,X,O,X,X,X,X,X,X,X
LZOSITJ,O,O,X,X,X,X,X,X,X,X,X,X,X
LZOSIJT,O,O,X,X,X,X,X,X,X,X,X,X,X
LZOSJTI,O,O,X,X,X,X,X,X,O,X,X,X,X
LZOSJIT,O,X,X,X,X,X,X,X,O,X,X,X,X
LOTIJSZ,X,X,X,O,X,X,X,X,X,X,X,X,X
LOTIJZS,X,O,X,O,X,X,X,X,X,X,X,X,X
LOTISJZ,O,X,X,O,X,X,X,O,X,X,X,X,X
LOTISZJ,X,O,X,X,X,O,X,O,X,X,X,X,X
LOTIZJS,X,O,X,O,X,X,X,X,X,X,X,X,X
LOTIZSJ,O,O,X,X,X,O,X,X,X,X,X,X,X
LOTJISZ,X,X,X,O,X,X,X,X,X,X,X,X,X
LOTJIZS,X,O,X,O,X,X,X,X,X,X,X,X,X
LOTJSIZ,X,X,X,O,X,X,X,X,X,X,X,X,X
LOTJSZI,X,X,X,X,X,X,X,X,X,X,X,X,X
LOTJZIS,X,O,X,O,X,X,X,X,X,X,X,X,X
LOTJZSI,X,O,X,X,X,X,X,X,X,X,X,X,X
LOTSIJZ,O,X,X,O,X,X,X,O,X,X,X,X,X
LOTSIZJ,X,O,X,X,X,O,X,O,X,X,X,X,X
LOTSJIZ,O,X,X,O,X,X,X,O,X,X,X,X,X
LOTSJZI,O,X,X,X,X,X,X,O,X,X,X,X,X
LOTSZIJ,O,O,X,X,X,O,X,O,X,X,X,X,X
LOTSZJI,O,O,X,X,X,O,X,O,X,X,X,X,X
LOTZIJS,X,O,X,O,X,X,X,X,X,X,X,X,X
LOTZISJ,O,O,X,X,X,O,X,X,X,X,X,X,X
LOTZJIS,X,O,X,O,X,X,X,X,X,X,X,X,X
LOTZJSI,X,O,X,X,X,X,X,X,X,X,X,X,X
LOTZSIJ,O,O,X,X,X,O,X,X,X,X,X,X,X
LOTZSJI,O,O,X,X,X,O,X,X,X,X,X,X,X
LOITJSZ,X,X,X,O,X,X,X,X,X,X,X,X,X
LOITJZS,X,O,X,O,X,X,X,X,X,X,X,X,X
LOITSJZ,O,X,X,O,X,X,X,O,X,X,X,X,X
LOITSZJ,X,O,X,X,X,O,X,O,X,X,X,X,X
LOITZJS,X,O,X,O,X,X,X,X,X,X,X,X,X
LOITZSJ,O,O,X,X,X,O,X,X,X,X,X,X,X
LOIJTSZ,X,X,X,O,X,X,X,X,X,O,X,X,X
LOIJTZS,X,O,X,O,X,X,X,X,X,X,X,X,X
LOIJSTZ,O,X,X,O,X,X,X,X,X,O,X,X,X
LOIJSZT,O,X,X,O,X,X,X,X,O,O,X,X,X
LOIJZTS,X,O,X,O,X,X,X,X,X,X,X,X,X
LOIJZST,O,O,X,O,X,X,X,X,O,O,X,X,X
LOISTJZ,O,X,X,O,X,X,X,O,X,X,X,X,X
LOISTZJ,X,O,X,X,X,O,X,O,X,X,X,X,X
LOISJTZ,O,X,X,O,X,X,X,O,X,X,X,X,X
LOISJZT,O,X,X,O,X,X,X,X,O,X,X,X,X
LOISZTJ,O,O,X,X,X,O,X,O,X,X,X,X,X
LOISZJT,O,O,X,X,X,X,X,X,O,X,X,X,X
LOIZTJS,X,O,X,O,X,X,X,X,X,X,X,X,X
LOIZTSJ,O,O,X,X,X,O,X,X,X,X,X,X,X
LOIZJTS,X,O,X,O,X,X,X,X,X,X,X,X,X
LOIZJST,O,O,X,O,X,X,X,X,O,X,X,X,X
LOIZSTJ,O,O,X,X,X,O,X,X,X,X,X,X,X
LOIZSJT,O,O,X,X,X,X,X,X,O,X,X,X,X
LOJTISZ,X,X,X,O,X,X,X,X,X,O,X,X,X
LOJTIZS,X,O,X,O,X,X,X,X,X,X,X,X,X
LOJTSIZ,X,X,X,O,X,X,X,X,X,O,X,X,X
LOJTSZI,X,X,X,X,X,X,X,X,X,X,X,X,X
LOJTZIS,X,O,X,O,X,X,X,X,X,X,X,X,X
LOJTZSI,X,O,X,X,X,X,X,X,X,X,X,X,X
LOJITSZ,X,X,X,O,X,X,X,X,X,O,X,X,X
LOJITZS,X,O,X,O,X,X,X,X,X,X,X,X,X
LOJISTZ,O,X,X,O,X,X,X,X,X,O,X,X,X
LOJISZT,O,X,X,O,X,X,X,X,O,O,X,X,X
LOJIZTS,X,O,X,O,X,X,X,X,X,X,X,X,X
LOJIZST,O,O,X,O,X,X,X,X,O,O,X,X,X
LOJSTIZ,O,X,X,O,X,X,X,X,X,O,X,X,X
LOJSTZI,O,X,X,X,X,X,X,X,X,X,X,X,X
LOJSITZ,O,X,X,O,X,X,X,X,X,O,X,X,X
LOJSIZT,O,X,X,O,X,X,X,X,O,O,X,X,X
LOJSZTI,O,X,X,X,X,X,X,X,O,X,X,X,X
LOJSZIT,O,X,X,X,X,X,X,X,O,O,X,X,X
LOJZTIS,X,O,X,O,X,X,X,X,X,X,X,X,X
LOJZTSI,X,O,X,X,X,X,X,X,X,X,X,X,X
LOJZITS,X,O,X,O,X,X,X,X,X,X,X,X,X
LOJZIST,O,O,X,O,X,X,X,X,O,O,X,X,X
LOJZSTI,O,O,X,X,X,X,X,X,O,X,X,X,X
LOJZSIT,O,X,X,X,X,X,X,X,O,O,X,X,X
LOSTIJZ,O,X,X,O,X,X,X,O,X,X,X,X,X
LOSTIZJ,X,O,X,X,X,O,X,O,X,X,X,X,X
LOSTJIZ,O,X,X,O,X,X,X,O,X,X,X,X,X
LOSTJZI,O,X,X,X,X,X,X,O,X,X,X,X,X
LOSTZIJ,O,O,X,X,X,O,X,O,X,X,X,X,X
LOSTZJI,O,O,X,X,X,O,X,O,X,X,X,X,X
LOSITJZ,O,X,X,O,X,X,X,O,X,X,X,X,X
LOSITZJ,X,O,X,X,X,O,X,O,X,X,X,X,X
LOSIJTZ,O,X,X,O,X,X,X,O,X,X,X,X,X
LOSIJZT,O,X,X,O,X,X,X,X,O,X,X,X,X
LOSIZTJ,O,O,X,X,X,O,X,O,X,X,X,X,X
LOSIZJT,O,O,X,X,X,X,X,X,O,X,X,X,X
LOSJTIZ,O,X,X,O,X,X,X,O,X,X,X,X,X
LOSJTZI,O,X,X,X,X,X,X,O,X,X,X,X,X
LOSJITZ,O,X,X,O,X,X,X,O,X,X,X,X,X
LOSJIZT,O,X,X,O,X,X,X,X,O,X,X,X,X
LOSJZTI,O,X,X,X,X,X,X,X,O,X,X,X,X
LOSJZIT,O,X,X,X,X,X,X,X,O,X,X,X,X
LOSZTIJ,O,O,X,X,X,O,X,O,X,X,X,X,X
LOSZTJI,O,O,X,X,X,O,X,O,X,X,X,X,X
LOSZITJ,O,O,X,X,X,X,X,O,X,X,X,X,X
LOSZIJT,O,O,X,X,X,X,X,X,X,X,X,X,X
LOSZJTI,O,O,X,X,X,X,X,X,O,X,X,X,X
LOSZJIT,O,X,X,X,X,X,X,X,O,X,X,X,X
LOZTIJS,X,O,X,O,X,X,X,X,X,X,X,X,X
LOZTISJ,O,O,X,X,X,O,X,X,X,X,X,X,X
LOZTJIS,X,O,X,O,X,X,X,X,X,X,X,X,X
LOZTJSI,X,O,X,X,X,X,X,X,X,X,X,X,X
LOZTSIJ,O,O,X,X,X,O,X,X,X,X,X,X,X
LOZTSJI,O,O,X,X,X,O,X,X,X,X,X,X,X
LOZITJS,X,O,X,O,X,X,X,X,X,X,X,X,X
LOZITSJ,O,O,X,X,X,O,X,X,X,X,X,X,X
LOZIJTS,X,O,X,O,X,X,X,X,X,X,X,X,X
LOZIJST,O,O,X,O,X,X,X,X,O,X,X,X,X
LOZISTJ,O,O,X,X,X,O,X,X,X,X,X,X,X
LOZISJT,O,O,X,X,X,X,X,X,O,X,X,X,X
LOZJTIS,X,O,X,O,X,X,X,X,X,X,X,X,X
LOZJTSI,X,O,X,X,X,X,X,X,X,X,X,X,X
LOZJITS,X,O,X,O,X,X,X,X,X,X,X,X,X
LOZJIST,O,O,X,O,X,X,X,X,O,X,X,X,X
LOZJSTI,O,O,X,X,X,X,X,X,O,X,X,X,X
LOZJSIT,O,X,X,X,X,X,X,X,O,X,X,X,X
LOZSTIJ,O,O,X,X,X,O,X,X,X,X,X,X,X
LOZSTJI,O,O,X,X,X,O,X,X,X,X,X,X,X
LOZSITJ,O,O,X,X,X,X,X,X,X,X,X,X,X
LOZSIJT,O,O,X,X,X,X,X,X,X,X,X,X,X
LOZSJTI,O,O,X,X,X,X,X,X,O,X,X,X,X
LOZSJIT,O,X,X,X,X,X,X,X,O,X,X,X,X
JTILSZO,X,X,X,X,X,X,X,X,X,X,X,X,X
JTILSOZ,X,X,X,X,X,X,X,X,X,O,O,X,X
JTILZSO,X,X,X,X,X,X,X,X,X,X,X,X,X
JTILZOS,X,X,X,X,X,X,X,X,X,X,X,O,O
JTILOSZ,X,X,X,O,X,X,X,X,X,O,O,X,X
JTILOZS,X,X,X,O,X,X,X,X,X,X,X,O,O
JTISLZO,X,X,O,X,X,X,X,X,X,X,X,X,X
JTISLOZ,X,X,X,X,O,X,X,X,X,O,O,X,X
JTISZLO,X,X,O,X,O,X,X,X,X,X,X,X,X
JTISZOL,X,X,O,X,O,X,X,X,X,X,X,X,X
JTISOLZ,X,X,X,O,O,X,X,X,X,O,X,X,X
JTISOZL,X,X,X,O,O,X,X,X,X,X,X,X,X
JTIZLSO,X,X,X,X,O,X,X,X,X,X,X,X,X
JTIZLOS,X,X,X,X,O,X,X,X,X,X,X,X,X
JTIZSLO,X,X,O,X,O,X,X,X,X,X,X,X,X
JTIZSOL,X,O,O,X,O,X,X,X,X,X,X,X,X
JTIZOLS,X,O,X,O,O,X,X,X,X,X,X,X,X
JTIZOSL,X,O,O,O,O,X,X,X,X,X,X,X,X
JTIOLSZ,X,X,X,O,X,X,X,X,X,O,X,X,X
JTIOLZS,X,O,X,O,X,X,X,X,X,X,X,X,X
JTIOSLZ,X,X,X,O,O,X,X,X,X,O,X,X,X
JTIOSZL,X,X,X,O,O,X,X,X,X,X,X,X,X
JTIOZLS,X,O,X,O,O,X,X,X,X,X,X,X,X
JTIOZSL,X,O,X,O,O,X,X,X,X,X,X,X,X
JTLISZO,X,X,X,X,X,O,X,X,O,X,X,X,X
JTLISOZ,X,X,X,X,X,X,X,X,X,O,X,X,X
JTLIZSO,X,X,X,X,X,O,X,X,O,X,X,X,X
JTLIZOS,X,X,X,X,X,X,X,X,X,X,X,X,X
JTLIOSZ,X,X,X,O,X,X,X,X,X,O,X,X,X
JTLIOZS,X,X,X,O,X,X,X,X,X,X,X,X,X
JTLSIZO,X,X,X,X,X,O,X,X,O,X,X,X,X
JTLSIOZ,X,X,X,X,O,X,X,X,X,O,X,X,X
JTLSZIO,X,X,X,X,O,O,X,X,O,X,X,X,X
JTLSZOI,X,X,X,X,O,O,X,X,O,X,X,X,X
JTLSOIZ,X,X,X,X,O,X,X,X,X,O,X,X,X
JTLSOZI,X,X,X,X,O,X,X,X,X,X,X,X,X
JTLZISO,X,X,X,X,O,O,X,X,O,X,X,X,X
JTLZIOS,X,X,X,X,O,X,X,X,X,X,X,X,X
JTLZSIO,X,X,X,X,O,O,X,X,O,X,X,X,X
JTLZSOI,X,X,X,X,O,O,X,X,O,X,X,X,X
JTLZOIS,X,X,X,X,O,X,X,X,X,X,X,X,X
JTLZOSI,X,X,X,X,O,X,X,X,X,X,X,X,X
JTLOISZ,X,X,X,O,X,X,X,X,X,O,X,X,X
JTLOIZS,X,X,X,O,X,X,X,X,X,X,X,X,X
JTLOSIZ,X,X,X,O,O,X,X,X,X,O,X,X,X
JTLOSZI,X,X,X,X,O,X,X,X,X,X,X,X,X
JTLOZIS,X,X,X,O,O,X,X,X,X,X,X,X,X
JTLOZSI,X,X,X,X,O,X,X,X,X,X,X,X,X
JTSILZO,X,X,O,X,X,X,X,X,X,X,X,X,X
JTSILOZ,X,X,X,X,O,X,X,X,X,O,O,X,X
JTSIZLO,X,X,O,X,O,X,X,X,X,X,X,X,X
JTSIZOL,X,X,O,X,O,X,X,X,X,X,X,X,X
JTSIOLZ,X,X,X,O,O,X,X,X,X,O,X,X,X
JTSIOZL,X,X,X,O,O,X,X,X,X,X,X,X,X
JTSLIZO,X,X,O,X,X,O,X,X,O,X,X,X,X
JTSLIOZ,X,X,X,X,O,X,X,X,X,O,X,X,X
JTSLZIO,X,X,O,X,O,O,X,X,O,X,X,X,X
JTSLZOI,X,X,X,X,O,O,X,X,O,X,X,X,X
JTSLOIZ,X,X,X,X,O,X,X,O,X,O,X,X,X
JTSLOZI,X,X,X,X,O,X,X,O,X,X,X,X,X
JTSZILO,X,X,O,X,O,X,X,X,X,X,X,X,X
JTSZIOL,X,X,O,X,O,X,X,X,X,X,X,X,X
JTSZLIO,X,X,O,X,O,X,X,X,X,X,X,X,X
JTSZLOI,X,X,X,X,O,X,X,X,X,X,X,X,X
JTSZOIL,X,X,X,X,O,X,X,X,X,X,X,X,X
JTSZOLI,X,X,X,X,O,X,X,X,X,X,X,X,X
JTSOILZ,X,X,X,O,O,X,X,O,X,O,X,X,X
JTSOIZL,X,X,X,O,O,X,X,X,X,X,X,X,X
JTSOLIZ,X,X,X,O,O,X,X,O,X,O,X,X,X
JTSOLZI,X,X,X,X,O,X,X,O,X,X,X,X,X
JTSOZIL,X,X,X,X,O,X,X,X,X,X,X,X,X
JTSOZLI,X,X,X,X,O,X,X,X,X,X,X,X,X
JTZILSO,X,X,X,X,O,X,X,X,X,X,X,X,X
JTZILOS,X,X,X,X,O,X,X,X,X,X,X,X,X
JTZISLO,X,X,O,X,O,X,X,X,X,X,X,X,X
JTZISOL,X,O,O,X,O,X,X,X,X,X,X,X,X
JTZIOLS,X,O,X,O,O,X,X,X,X,X,X,X,X
JTZIOSL,X,O,O,O,O,X,X,X,X,X,X,X,X
JTZLISO,X,X,X,X,O,X,X,X,X,X,X,X,X
JTZLIOS,X,X,X,X,O,X,X,X,X,X,X,X,X
JTZLSIO,X,X,X,X,O,X,X,X,X,X,X,X,X
JTZLSOI,X,X,X,X,O,X,X,X,X,X,X,X,X
JTZLOIS,X,X,X,X,O,X,X,X,X,X,X,X,X
JTZLOSI,X,X,X,X,O,X,X,X,X,X,X,X,X
JTZSILO,X,X,O,X,O,X,X,X,X,X,X,X,X
JTZSIOL,X,X,O,X,O,X,X,X,X,X,X,X,X
JTZSLIO,X,X,O,X,O,X,X,X,X,X,X,X,X
JTZSLOI,X,X,X,X,O,X,X,X,X,X,X,X,X
JTZSOIL,X,X,X,X,O,X,X,X,X,X,X,X,X
JTZSOLI,X,O,X,X,O,X,X,X,X,X,X,X,X
JTZOILS,X,O,X,O,O,X,X,X,X,X,X,X,X
JTZOISL,X,O,X,O,O,X,X,X,X,X,X,X,X
JTZOLIS,X,O,X,O,O,X,X,X,X,X,X,X,X
JTZOLSI,X,O,X,X,O,X,X,X,X,X,X,X,X
JTZOSIL,X,X,X,X,O,X,X,X,X,X,X,X,X
JTZOSLI,X,O,X,X,O,X,X,X,X,X,X,X,X
JTOILSZ,X,X,X,O,X,X,X,X,X,O,X,X,X
JTOILZS,X,O,X,O,X,X,X,X,X,X,X,X,X
JTOISLZ,X,X,X,O,O,X,X,O,X,O,X,X,X
JTOISZL,X,X,X,O,O,X,X,X,X,X,X,X,X
JTOIZLS,X,O,X,O,O,X,X,X,X,X,X,X,X
JTOIZSL,X,O,X,O,O,X,X,X,X,X,X,X,X
JTOLISZ,X,X,X,O,X,X,X,X,X,O,X,X,X
JTOLIZS,X,O,X,O,X,X,X,X,X,X,X,X,X
JTOLSIZ,X,X,X,O,O,X,X,X,X,O,X,X,X
JTOLSZI,X,X,X,X,O,X,X,X,X,X,X,X,X
JTOLZIS,X,O,X,O,O,X,X,X,X,X,X,X,X
JTOLZSI,X,O,X,X,O,X,X,X,X,X,X,X,X
JTOSILZ,X,X,X,O,O,X,X,O,X,O,X,X,X
JTOSIZL,X,X,X,O,O,X,X,X,X,X,X,X,X
JTOSLIZ,X,X,X,O,O,X,X,O,X,O,X,X,X
JTOSLZI,X,X,X,X,O,X,X,O,X,X,X,X,X
JTOSZIL,X,X,X,X,O,X,X,X,X,X,X,X,X
JTOSZLI,X,X,X,X,O,X,X,X,X,X,X,X,X
JTOZILS,X,O,X,O,O,X,X,X,X,X,X,X,X
JTOZISL,X,O,X,O,O,X,X,X,X,X,X,X,X
JTOZLIS,X,O,X,O,O,X,X,X,X,X,X,X,X
JTOZLSI,X,O,X,X,O,X,X,X,X,X,X,X,X
JTOZSIL,X,X,X,X,O,X,X,X,X,X,X,X,X
JTOZSLI,X,O,X,X,O,X,X,X,X,X,X,X,X
JITLSZO,X,X,X,X,X,X,X,X,X,X,X,X,X
JITLSOZ,X,X,X,X,X,X,X,X,X,O,O,X,X
JITLZSO,X,X,X,X,X,X,X,X,X,X,X,X,X
JITLZOS,X,X,X,X,X,X,X,X,X,X,X,O,O
JITLOSZ,X,X,X,O,X,X,X,X,X,O,O,X,X
JITLOZS,X,X,X,O,X,X,X,X,X,X,X,O,O
JITSLZO,X,X,O,X,X,X,X,X,X,X,X,X,X
JITSLOZ,X,X,X,X,O,X,X,X,X,O,O,X,X
JITSZLO,X,X,O,X,O,X,X,X,X,X,X,X,X
JITSZOL,X,X,O,X,O,X,X,X,X,X,X,X,X
JITSOLZ,X,X,X,O,O,X,X,X,X,O,X,X,X
JITSOZL,X,X,X,O,O,X,X,X,X,X,X,X,X
JITZLSO,X,X,X,X,O,X,X,X,X,X,X,X,X
JITZLOS,X,X,X,X,O,X,X,X,X,X,X,X,X
JITZSLO,X,X,O,X,O,X,X,X,X,X,X,X,X
JITZSOL,X,O,O,X,O,X,X,X,X,X,X,X,X
JITZOLS,X,O,X,O,O,X,X,X,X,X,X,X,X
JITZOSL,X,O,O,O,O,X,X,X,X,X,X,X,X
JITOLSZ,X,X,X,O,X,X,X,X,X,O,X,X,X
JITOLZS,X,O,X,O,X,X,X,X,X,X,X,X,X
JITOSLZ,X,X,X,O,O,X,X,X,X,O,X,X,X
JITOSZL,X,X,X,O,O,X,X,X,X,X,X,X,X
JITOZLS,X,O,X,O,O,X,X,X,X,X,X,X,X
JITOZSL,X,O,X,O,O,X,X,X,X,X,X,X,X
JILTSZO,X,X,X,X,X,X,X,X,O,X,X,X,X
JILTSOZ,X,X,X,X,X,X,X,X,X,O,O,X,X
JILTZSO,X,X,X,X,X,X,X,X,O,X,X,X,X
JILTZOS,X,X,X,X,X,X,X,X,X,X,X,O,O
JILTOSZ,X,X,X,O,X,X,X,X,X,O,O,X,X
JILTOZS,X,X,X,O,X,X,X,X,X,X,X,O,O
JILSTZO,O,X,X,X,X,X,X,X,O,X,X,X,X
JILSTOZ,O,X,X,X,X,X,X,X,X,O,O,X,X
JILSZTO,O,X,X,X,X,X,O,X,O,X,X,X,X
JILSZOT,O,X,X,X,X,X,O,X,O,O,X,X,O
JILSOTZ,O,X,X,X,X,X,X,X,X,O,O,X,X
JILSOZT,O,X,X,X,X,X,O,X,O,O,X,X,O
JILZTSO,X,X,X,X,X,X,O,X,O,X,X,X,X
JILZTOS,X,X,X,X,X,X,O,X,X,X,X,O,O
JILZSTO,O,X,X,X,X,X,O,X,O,X,X,X,X
JILZSOT,O,X,X,X,X,X,O,X,O,O,X,X,O
JILZOTS,X,X,X,X,X,X,O,X,X,X,X,O,O
JILZOST,X,X,X,X,X,X,O,X,O,O,X,X,O
JILOTSZ,X,X,X,O,X,X,X,X,X,O,O,X,X
JILOTZS,X,X,X,O,X,X,X,X,X,X,X,O,O
JILOSTZ,X,X,X,O,X,X,X,X,X,O,O,X,X
JILOSZT,X,X,X,O,X,X,O,X,O,O,X,X,O
JILOZTS,X,X,X,O,X,X,O,X,X,X,X,O,O
JILOZST,X,X,X,O,X,X,O,X,O,O,X,X,O
JISTLZO,O,X,O,X,X,X,X,X,X,X,X,X,X
JISTLOZ,O,X,X,X,O,X,X,X,X,O,O,X,X
JISTZLO,X,X,O,X,O,X,X,X,X,X,X,X,X
JISTZOL,X,X,O,X,O,X,X,X,X,X,X,X,X
JISTOLZ,O,X,X,O,O,X,X,X,X,O,X,X,X
JISTOZL,X,X,X,O,O,X,X,X,X,X,X,X,X
JISLTZO,O,X,O,X,X,X,X,X,O,X,X,X,X
JISLTOZ,O,X,X,X,X,X,X,X,X,O,O,X,X
JISLZTO,O,X,O,X,X,X,O,X,O,X,X,X,X
JISLZOT,O,X,O,X,X,X,O,X,O,O,X,X,O
