sequence,v115@zgA8IeA8EeB8BeC8BeD8AeB8CeD8AeC8AeF8JeC7Iv?hETcBmdB5jB0gBlqB,v115@zgA8IeA8EeB8BeC8BeD8AeB8CeD8AeC8AeF8Jez6Iv?hECcBmdB5jBXhBlqB,v115@zgA8IeA8EeB8BeC8BeD8AeB8CeD8AeC8AeF8Jez6Iv?hEugBchBxdB6oBlqB,v115@zgA8IeA8EeB8BeC8BeD8AeB8CeD8AeC8AeF8Jez6Iv?hEWhBxdB6oBXhBlqB,v115@zgA8IeA8EeB8BeC8BeD8AeB8CeD8AeC8AeF8Jez6Iv?hEchBxdB6oB1qBuqB,v115@zgA8IeA8EeB8BeC8BeD8AeB8CeD8AeC8AeF8JeWAJv?hETcBxdB6oB0gBlqB,v115@zgA8IeA8EeB8BeC8BeD8AeB8CeD8AeC8AeF8Jez6Iv?hExdB6oB3lBcmBuqB,v115@zgA8IeA8EeB8BeC8BeD8AeB8CeD8AeC8AeF8Jez6Iv?hEmdB5jB3lBFmBCrB,v115@zgA8IeA8EeB8BeC8BeD8AeB8CeD8AeC8AeF8JeT8Iv?hExdBfmB6oBUlBGqB,v115@zgA8IeA8EeB8BeC8BeD8AeB8CeD8AeC8AeF8JeT8Iv?hExdBGgB6oB8qBFqB,v115@zgA8IeA8EeB8BeC8BeD8AeB8CeD8AeC8AeF8JecBJv?hEmdB5jBqlBflBlqB,v115@zgA8IeA8EeB8BeC8BeD8AeB8CeD8AeC8AeF8JeSBJv?hEmdB5jBzlBflBlqB,v115@zgA8IeA8EeB8BeC8BeD8AeB8CeD8AeC8AeF8JeWAJv?hExdB6oB3lBcmBlqB,v115@zgA8IeA8EeB8BeC8BeD8AeB8CeD8AeC8AeF8Jel7Iv?hExdB6oBuqBfqBcrB,v115@zgA8IeA8EeB8BeC8BeD8AeB8CeD8AeC8AeF8Jez6Iv?hEmdB5jBXhB1qBCrB
LTOZIJS,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
LTOZISJ,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LTOZJIS,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
LTOZJSI,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
LTOZSIJ,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LTOZSJI,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LITJSZO,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
LITJSOZ,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
LITJZSO,O,X,O,X,O,X,X,X,X,X,O,X,X,O,X
LITJZOS,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
LITJOSZ,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
LITJOZS,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
LITSJZO,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
LITSJOZ,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
LITSZJO,O,O,O,X,O,X,O,X,X,X,X,X,O,X,X
LITSZOJ,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X
LITSOJZ,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
LITSOZJ,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X
LITZJSO,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X
LITZJOS,O,X,O,O,O,O,X,X,X,O,X,X,X,X,X
LITZSJO,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X
LITZSOJ,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LITZOJS,O,X,O,O,O,O,X,X,X,O,X,X,X,X,X
LITZOSJ,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LITOJSZ,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
LITOJZS,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
LITOSJZ,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
LITOSZJ,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X
LITOZJS,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
LITOZSJ,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LIJTSZO,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
LIJTSOZ,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
LIJTZSO,O,X,O,X,O,X,X,X,X,X,O,X,X,O,X
LIJTZOS,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
LIJTOSZ,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
LIJTOZS,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
LIJSTZO,O,O,X,X,X,X,X,X,X,X,X,X,O,O,X
LIJSTOZ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O
LIJSZTO,X,X,X,X,X,X,O,X,X,X,O,X,O,O,X
LIJSZOT,O,O,X,X,X,X,O,X,O,X,O,X,O,O,X
LIJSOTZ,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X
LIJSOZT,O,O,X,O,X,O,O,X,O,X,X,X,O,O,X
LIJZTSO,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X
LIJZTOS,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X
LIJZSTO,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
LIJZSOT,O,X,O,X,X,X,X,X,X,O,O,X,X,O,X
LIJZOTS,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X
LIJZOST,O,X,O,O,X,O,X,X,X,O,O,X,X,O,X
LIJOTSZ,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X
LIJOTZS,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
LIJOSTZ,X,O,X,O,X,X,X,O,X,X,X,O,X,X,X
LIJOSZT,O,O,X,O,X,O,O,X,O,X,X,O,X,O,X
LIJOZTS,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
LIJOZST,O,X,O,O,X,O,X,X,X,X,O,O,X,O,X
LISTJZO,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
LISTJOZ,O,O,X,O,X,O,X,O,X,X,X,X,X,X,O
LISTZJO,O,O,O,X,O,X,O,X,X,X,X,X,O,X,X
LISTZOJ,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X
LISTOJZ,O,O,X,O,X,O,X,O,X,X,X,X,X,X,O
LISTOZJ,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X
LISJTZO,O,O,X,X,X,X,X,X,X,X,X,X,O,O,X
LISJTOZ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O
LISJZTO,X,X,X,X,X,X,O,X,X,X,O,X,O,O,X
LISJZOT,O,O,X,X,X,X,O,X,O,X,O,X,O,O,X
LISJOTZ,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X
LISJOZT,O,O,X,O,X,O,O,X,O,X,X,X,O,O,X
LISZTJO,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X
LISZTOJ,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
LISZJTO,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X
LISZJOT,O,O,O,X,X,X,O,X,O,O,O,X,O,X,X
LISZOTJ,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
LISZOJT,O,O,O,X,X,X,O,X,O,O,O,X,O,X,X
LISOTJZ,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X
LISOTZJ,X,X,O,X,O,X,O,X,O,X,X,X,X,X,X
LISOJTZ,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X
LISOJZT,O,O,X,O,X,O,O,X,O,X,X,X,O,X,X
LISOZTJ,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
LISOZJT,X,O,O,X,X,X,O,X,O,X,X,X,O,X,X
LIZTJSO,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X
LIZTJOS,O,X,O,O,O,O,X,X,X,O,X,X,X,X,X
LIZTSJO,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X
LIZTSOJ,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LIZTOJS,O,X,O,O,O,O,X,X,X,O,X,X,X,X,X
LIZTOSJ,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LIZJTSO,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X
LIZJTOS,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X
LIZJSTO,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
LIZJSOT,O,X,O,X,X,X,X,X,X,O,O,X,X,O,X
LIZJOTS,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X
LIZJOST,O,X,O,O,X,O,X,X,X,O,O,X,X,O,X
LIZSTJO,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X
LIZSTOJ,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
LIZSJTO,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X
LIZSJOT,O,X,O,X,X,X,O,X,O,O,O,X,O,X,X
LIZSOTJ,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
LIZSOJT,O,X,O,X,X,X,O,X,O,O,O,X,O,X,X
LIZOTJS,O,X,O,O,O,X,X,X,X,O,X,X,X,X,X
LIZOTSJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LIZOJTS,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X
LIZOJST,O,X,O,O,X,O,X,X,X,O,O,X,X,X,X
LIZOSTJ,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
LIZOSJT,O,X,O,X,X,X,O,X,O,O,O,X,X,X,X
LIOTJSZ,O,O,X,O,X,O,X,X,X,X,X,O,X,X,X
LIOTJZS,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
LIOTSJZ,O,O,X,O,X,O,X,X,X,X,X,O,X,X,X
LIOTSZJ,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X
LIOTZJS,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
LIOTZSJ,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LIOJTSZ,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X
LIOJTZS,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
LIOJSTZ,X,O,X,O,X,X,X,O,X,X,X,O,X,X,X
LIOJSZT,O,O,X,O,X,O,O,X,O,X,X,O,X,O,X
LIOJZTS,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
LIOJZST,O,X,O,O,X,O,X,X,X,X,O,O,X,O,X
LIOSTJZ,X,O,X,O,X,X,X,O,X,X,X,O,X,X,X
LIOSTZJ,X,X,O,X,O,X,O,X,O,X,X,X,X,X,X
LIOSJTZ,X,O,X,O,X,X,X,O,X,X,X,O,X,X,X
LIOSJZT,O,O,X,O,X,O,O,X,O,X,X,O,O,X,X
LIOSZTJ,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
LIOSZJT,X,O,O,X,X,X,O,X,O,X,X,O,O,X,X
LIOZTJS,O,X,O,O,O,X,X,X,X,O,X,X,X,X,X
LIOZTSJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LIOZJTS,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X
LIOZJST,O,X,O,O,X,O,X,X,X,O,O,O,X,X,X
LIOZSTJ,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
LIOZSJT,O,X,O,X,X,X,O,X,O,O,O,O,X,X,X
LJTISZO,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
LJTISOZ,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
LJTIZSO,O,X,O,X,O,X,X,X,X,X,O,X,X,O,X
LJTIZOS,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
LJTIOSZ,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
LJTIOZS,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
LJTSIZO,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
LJTSIOZ,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
LJTSZIO,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
LJTSZOI,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
LJTSOIZ,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
LJTSOZI,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
LJTZISO,O,X,O,X,O,X,X,X,X,X,O,X,X,O,X
LJTZIOS,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
LJTZSIO,O,X,O,X,O,X,X,X,X,X,X,X,X,O,X
LJTZSOI,O,X,O,X,O,X,X,X,X,X,X,X,X,O,X
LJTZOIS,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
LJTZOSI,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
LJTOISZ,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
LJTOIZS,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
LJTOSIZ,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
LJTOSZI,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
LJTOZIS,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
LJTOZSI,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
LJITSZO,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
LJITSOZ,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
LJITZSO,O,X,O,X,O,X,X,X,X,X,O,X,X,O,X
LJITZOS,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
LJITOSZ,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
LJITOZS,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
LJISTZO,O,O,X,X,X,X,X,X,X,X,X,X,O,O,X
LJISTOZ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O
LJISZTO,X,X,X,X,X,X,O,X,X,X,O,X,O,O,X
LJISZOT,O,O,X,X,X,X,O,X,O,X,O,X,O,O,X
LJISOTZ,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X
LJISOZT,O,O,X,O,X,O,O,X,O,X,X,X,O,O,X
LJIZTSO,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X
LJIZTOS,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X
LJIZSTO,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
LJIZSOT,O,X,O,X,X,X,X,X,X,O,O,X,X,O,X
LJIZOTS,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X
LJIZOST,O,X,O,O,X,O,X,X,X,O,O,X,X,O,X
LJIOTSZ,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X
LJIOTZS,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
LJIOSTZ,X,O,X,O,X,X,X,O,X,X,X,O,X,X,X
LJIOSZT,O,O,X,O,X,O,O,X,O,X,X,O,X,O,X
LJIOZTS,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
LJIOZST,O,X,O,O,X,O,X,X,X,X,O,O,X,O,X
LJSTIZO,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X
LJSTIOZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSTZIO,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X
LJSTZOI,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X
LJSTOIZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSTOZI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSITZO,O,O,X,X,X,X,X,X,X,X,X,X,O,O,X
LJSITOZ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O
LJSIZTO,X,X,X,X,X,X,O,X,X,X,O,X,O,O,X
LJSIZOT,O,O,X,X,X,X,O,X,O,X,O,X,O,O,X
LJSIOTZ,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X
LJSIOZT,O,O,X,O,X,O,O,X,O,X,X,X,O,O,X
LJSZTIO,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X
LJSZTOI,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X
LJSZITO,X,X,X,X,X,X,O,X,X,X,O,X,O,O,X
LJSZIOT,O,O,X,X,X,X,O,X,O,X,O,X,O,O,X
LJSZOTI,X,X,X,X,X,X,O,X,O,X,X,X,O,O,X
LJSZOIT,O,O,X,X,X,X,O,X,O,X,X,X,O,O,X
LJSOTIZ,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LJSOTZI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSOITZ,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X
LJSOIZT,O,O,X,O,X,O,O,X,O,X,X,X,O,O,X
LJSOZTI,X,X,X,X,X,X,O,X,O,X,X,X,O,O,X
LJSOZIT,X,O,X,O,X,O,O,X,O,X,X,X,O,O,X
LJZTISO,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X
LJZTIOS,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X
LJZTSIO,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LJZTSOI,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LJZTOIS,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X
LJZTOSI,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LJZITSO,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X
LJZITOS,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X
LJZISTO,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
LJZISOT,O,X,O,X,X,X,X,X,X,O,O,X,X,O,X
LJZIOTS,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X
LJZIOST,O,X,O,O,X,O,X,X,X,O,O,X,X,O,X
LJZSTIO,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LJZSTOI,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LJZSITO,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
LJZSIOT,O,X,O,X,X,X,X,X,X,O,O,X,X,O,X
LJZSOTI,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
LJZSOIT,O,X,O,X,X,X,X,X,X,O,X,X,X,O,X
LJZOTIS,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X
LJZOTSI,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LJZOITS,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X
LJZOIST,O,X,O,O,X,O,X,X,X,O,O,X,X,O,X
LJZOSTI,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
LJZOSIT,O,X,O,O,X,O,X,X,X,O,X,X,X,O,X
LJOTISZ,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X
LJOTIZS,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
LJOTSIZ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LJOTSZI,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LJOTZIS,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
LJOTZSI,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
LJOITSZ,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X
LJOITZS,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
LJOISTZ,X,O,X,O,X,X,X,O,X,X,X,O,X,X,X
LJOISZT,O,O,X,O,X,O,O,X,O,X,X,O,X,O,X
LJOIZTS,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
LJOIZST,O,X,O,O,X,O,X,X,X,X,O,O,X,O,X
LJOSTIZ,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LJOSTZI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOSITZ,X,O,X,O,X,X,X,O,X,X,X,O,X,X,X
LJOSIZT,O,O,X,O,X,O,O,X,O,X,X,O,X,O,X
LJOSZTI,X,X,X,X,X,X,O,X,O,X,X,X,X,O,X
LJOSZIT,X,O,X,O,X,O,O,X,O,X,X,X,X,O,X
LJOZTIS,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
LJOZTSI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOZITS,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
LJOZIST,O,X,O,O,X,O,X,X,X,X,O,O,X,O,X
LJOZSTI,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LJOZSIT,O,X,O,O,X,O,X,X,X,X,X,X,X,O,X
LSTIJZO,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LSTIJOZ,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
LSTIZJO,O,X,O,X,O,X,O,X,X,X,X,X,O,X,X
LSTIZOJ,O,X,O,X,O,X,O,X,O,X,X,X,X,X,X
LSTIOJZ,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
LSTIOZJ,X,X,O,X,O,X,O,X,O,X,X,X,X,X,X
LSTJIZO,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LSTJIOZ,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
LSTJZIO,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LSTJZOI,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LSTJOIZ,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
LSTJOZI,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LSTZIJO,O,X,O,X,O,X,O,X,X,X,X,X,O,X,X
LSTZIOJ,O,X,O,X,O,X,O,X,O,X,X,X,X,X,X
LSTZJIO,O,X,O,X,O,X,O,X,X,X,X,X,O,X,X
LSTZJOI,O,X,O,X,O,X,O,X,X,X,X,X,O,X,X
LSTZOIJ,O,X,O,X,O,X,O,X,O,X,X,X,X,X,X
LSTZOJI,O,X,O,X,O,X,O,X,O,X,X,X,X,X,X
LSTOIJZ,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
LSTOIZJ,X,X,O,X,O,X,O,X,O,X,X,X,X,X,X
LSTOJIZ,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
LSTOJZI,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LSTOZIJ,X,X,O,X,O,X,O,X,O,X,X,X,X,X,X
LSTOZJI,X,X,O,X,O,X,O,X,O,X,X,X,X,X,X
LSITJZO,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
LSITJOZ,O,O,X,O,X,O,X,O,X,X,X,X,X,X,O
LSITZJO,O,O,O,X,O,X,O,X,X,X,X,X,O,X,X
LSITZOJ,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X
LSITOJZ,O,O,X,O,X,O,X,O,X,X,X,X,X,X,O
LSITOZJ,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X
LSIJTZO,O,O,X,X,X,X,X,X,X,X,X,X,O,O,X
LSIJTOZ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O
LSIJZTO,X,X,X,X,X,X,O,X,X,X,O,X,O,O,X
LSIJZOT,O,O,X,X,X,X,O,X,O,X,O,X,O,O,X
LSIJOTZ,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X
LSIJOZT,O,O,X,O,X,O,O,X,O,X,X,X,O,O,X
LSIZTJO,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X
LSIZTOJ,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
LSIZJTO,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X
LSIZJOT,O,O,O,X,X,X,O,X,O,O,O,X,O,X,X
LSIZOTJ,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
LSIZOJT,O,O,O,X,X,X,O,X,O,O,O,X,O,X,X
LSIOTJZ,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X
LSIOTZJ,X,X,O,X,O,X,O,X,O,X,X,X,X,X,X
LSIOJTZ,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X
LSIOJZT,O,O,X,O,X,O,O,X,O,X,X,X,O,X,X
LSIOZTJ,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
LSIOZJT,X,O,O,X,X,X,O,X,O,X,X,X,O,X,X
LSJTIZO,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X
LSJTIOZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSJTZIO,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X
LSJTZOI,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X
LSJTOIZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSJTOZI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSJITZO,O,O,X,X,X,X,X,X,X,X,X,X,O,O,X
LSJITOZ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O
LSJIZTO,X,X,X,X,X,X,O,X,X,X,O,X,O,O,X
LSJIZOT,O,O,X,X,X,X,O,X,O,X,O,X,O,O,X
LSJIOTZ,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X
LSJIOZT,O,O,X,O,X,O,O,X,O,X,X,X,O,O,X
LSJZTIO,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X
LSJZTOI,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X
LSJZITO,X,X,X,X,X,X,O,X,X,X,O,X,O,O,X
LSJZIOT,O,O,X,X,X,X,O,X,O,X,O,X,O,O,X
LSJZOTI,X,X,X,X,X,X,O,X,O,X,X,X,O,O,X
LSJZOIT,O,O,X,X,X,X,O,X,O,X,X,X,O,O,X
LSJOTIZ,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LSJOTZI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSJOITZ,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X
LSJOIZT,O,O,X,O,X,O,O,X,O,X,X,X,O,O,X
LSJOZTI,X,X,X,X,X,X,O,X,O,X,X,X,O,O,X
LSJOZIT,X,O,X,O,X,O,O,X,O,X,X,X,O,O,X
LSZTIJO,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
LSZTIOJ,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
LSZTJIO,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
LSZTJOI,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
LSZTOIJ,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
LSZTOJI,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
LSZITJO,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X
LSZITOJ,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
LSZIJTO,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X
LSZIJOT,O,O,O,X,X,X,O,X,O,O,O,X,O,X,X
LSZIOTJ,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
LSZIOJT,O,O,O,X,X,X,O,X,O,O,O,X,O,X,X
LSZJTIO,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
LSZJTOI,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
LSZJITO,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X
LSZJIOT,O,O,O,X,X,X,O,X,O,O,O,X,O,X,X
LSZJOTI,X,X,X,X,X,X,O,X,O,O,X,X,O,X,X
LSZJOIT,O,O,O,X,X,X,O,X,O,O,X,X,O,X,X
LSZOTIJ,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
LSZOTJI,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
LSZOITJ,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
LSZOIJT,O,O,O,X,X,X,O,X,O,O,X,X,O,X,X
LSZOJTI,X,X,X,X,X,X,O,X,O,O,X,X,O,X,X
LSZOJIT,O,O,O,X,X,X,O,X,O,O,X,X,O,X,X
LSOTIJZ,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
