sequence,v115@fgA8GeC8CeH8EeE8EeF8DeE8CeH8AeF8JeW2IvhF0W?BxXB/gBaiBThBlqB,v115@fgA8GeC8CeH8EeE8EeF8DeE8CeH8AeF8JeW2IvhFTW?BxXB/hBaiB0gBlqB,v115@fgA8GeC8CeH8EeE8EeF8DeE8CeH8AeF8Jef2IvhF6W?BxXBTcBeiB0gBlqB,v115@fgA8GeC8CeH8EeE8EeF8DeE8CeH8AeF8JeW2IvhFxW?BXYBygBzhB0gBlqB,v115@fgA8GeC8CeH8EeE8EeF8DeE8CeH8AeF8JeW2IvhFxW?BXYBlgBzhB8qBiqB,v115@fgA8GeC8CeH8EeE8EeF8DeE8CeH8AeF8JexyIvhFGW?B/gBicBzhB8qBFqB,v115@fgA8GeC8CeH8EeE8EeF8DeE8CeH8AeF8JeW2IvhF0W?BxXBzcBlgBimB/qB,v115@fgA8GeC8CeH8EeE8EeF8DeE8CeH8AeF8Jef2IvhFxS?B+bBicBzhB0gBlqB,v115@fgA8GeC8CeH8EeE8EeF8DeE8CeH8AeF8JezwIvhFCS?BOdBlbBRmBcmB/qB,v115@fgA8GeC8CeH8EeE8EeF8DeE8CeH8AeF8JeF2IvhF5b?BOcBXYBzhB8qBaqB,v115@fgA8GeC8CeH8EeE8EeF8DeE8CeH8AeF8JeW2IvhFUX?BFYBRmBTlBimB/qB,v115@fgA8GeC8CeH8EeE8EeF8DeE8CeH8AeF8JezwIvhFcb?BXYB2hBCcBRmBlqB,v115@fgA8GeC8CeH8EeE8EeF8DeE8CeH8AeF8JeF2IvhFXY?BRmBamB0hBTlBGqB,v115@fgA8GeC8CeH8EeE8EeF8DeE8CeH8AeF8Jea7IvhF5b?BOcBXYBzhB8qBFqB
JOZSTLI,O,O,O,O,O,O,X,X,X,X,X,X,X,X
JOZSITL,O,O,O,O,O,X,X,X,X,X,X,X,X,X
JOZSILT,O,O,O,O,O,O,X,X,X,X,X,X,X,X
JOZSLTI,O,O,O,O,O,O,X,O,X,X,X,X,X,X
JOZSLIT,O,O,O,O,O,O,X,O,X,X,X,X,X,X
STILJZO,O,O,O,X,X,X,X,X,X,X,X,X,O,X
STILJOZ,O,O,O,X,X,X,X,X,X,X,X,X,O,X
STILZJO,O,O,O,X,X,X,X,X,X,X,X,X,O,X
STILZOJ,X,O,O,X,X,X,X,X,X,X,X,X,O,X
STILOJZ,O,O,O,X,X,X,X,X,X,X,X,X,O,X
STILOZJ,O,O,O,X,X,X,X,X,X,X,X,X,O,X
STIJLZO,O,O,O,X,X,X,X,X,X,X,X,X,O,X
STIJLOZ,O,O,O,O,X,X,X,X,X,X,X,X,O,X
STIJZLO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
STIJZOL,O,O,O,O,X,X,X,X,X,X,X,O,X,X
STIJOLZ,O,X,O,O,X,X,X,X,X,X,X,X,O,X
STIJOZL,O,O,O,O,X,X,X,X,X,X,X,X,X,X
STIZLJO,X,O,O,X,X,X,X,X,X,X,X,X,O,X
STIZLOJ,X,X,O,X,X,X,X,X,X,X,X,X,O,X
STIZJLO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
STIZJOL,O,O,X,X,X,X,X,X,X,X,X,X,X,X
STIZOLJ,X,X,O,X,X,X,X,X,X,X,X,O,O,X
STIZOJL,X,O,X,X,X,X,X,X,X,X,X,O,X,X
STIOLJZ,O,X,O,X,X,X,X,O,X,X,X,X,O,X
STIOLZJ,X,X,O,X,X,X,X,X,X,X,X,X,O,X
STIOJLZ,O,X,X,X,X,X,X,X,X,X,X,X,O,X
STIOJZL,O,O,X,X,X,X,X,X,X,X,X,X,X,X
STIOZLJ,X,X,X,X,X,X,X,X,X,O,X,X,O,X
STIOZJL,O,O,X,X,X,X,X,X,X,O,X,X,X,X
STLIJZO,O,O,O,X,X,X,X,X,X,X,X,X,O,X
STLIJOZ,O,O,O,X,X,X,X,X,X,X,X,X,O,X
STLIZJO,O,O,O,X,X,X,X,X,X,X,X,X,O,X
STLIZOJ,X,O,O,X,X,X,X,X,X,X,X,X,O,X
STLIOJZ,O,O,O,X,X,X,X,X,X,X,X,X,O,X
STLIOZJ,O,O,O,X,X,X,X,X,X,X,X,X,O,X
STLJIZO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
STLJIOZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X
STLJZIO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
STLJZOI,O,O,O,X,X,X,X,X,X,X,X,X,X,X
STLJOIZ,O,O,O,O,X,X,X,X,X,X,X,X,X,X
STLJOZI,O,O,O,O,X,X,X,X,X,X,X,X,X,X
STLZIJO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
STLZIOJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X
STLZJIO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
STLZJOI,O,O,O,X,X,X,X,X,X,X,X,X,X,X
STLZOIJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X
STLZOJI,X,O,O,X,X,X,X,X,X,X,X,X,X,X
STLOIJZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X
STLOIZJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X
STLOJIZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X
STLOJZI,O,O,O,X,X,X,X,X,X,X,X,X,X,X
STLOZIJ,O,O,O,X,X,X,X,X,X,O,X,X,X,X
STLOZJI,O,O,O,X,X,X,X,X,X,O,X,X,X,X
STJILZO,O,O,O,X,X,X,X,X,X,X,X,X,O,X
STJILOZ,O,O,O,O,X,X,X,X,X,X,X,X,O,X
STJIZLO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
STJIZOL,O,O,O,O,X,X,X,X,X,X,X,X,X,X
STJIOLZ,O,X,O,O,X,X,X,O,X,X,X,X,O,X
STJIOZL,O,O,O,O,X,X,X,X,X,X,X,X,X,X
STJLIZO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
STJLIOZ,O,O,O,O,X,X,X,X,X,X,X,X,X,X
STJLZIO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
STJLZOI,O,O,O,X,X,X,X,X,X,X,X,X,X,X
STJLOIZ,O,O,O,O,X,X,O,O,X,X,X,X,X,X
STJLOZI,O,O,O,O,X,X,O,O,X,X,X,X,X,X
STJZILO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
STJZIOL,O,O,O,O,X,X,X,X,X,X,X,X,X,X
STJZLIO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
STJZLOI,O,O,O,X,X,X,X,X,X,X,X,X,X,X
STJZOIL,O,O,O,O,X,X,X,X,X,X,X,X,X,X
STJZOLI,O,O,O,O,X,X,X,O,X,X,X,X,X,X
STJOILZ,O,X,O,O,X,X,X,O,X,X,X,X,X,X
STJOIZL,O,O,O,O,X,X,X,X,X,X,X,X,X,X
STJOLIZ,O,O,O,O,X,X,X,O,X,X,X,X,X,X
STJOLZI,O,O,O,O,X,X,X,O,X,X,X,X,X,X
STJOZIL,O,O,O,O,X,X,X,X,X,O,X,X,X,X
STJOZLI,O,O,O,O,X,X,X,O,X,O,X,X,X,X
STZILJO,X,O,O,X,X,X,X,X,X,X,X,X,O,X
STZILOJ,X,X,O,X,X,X,X,X,X,X,X,X,O,X
STZIJLO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
STZIJOL,O,O,O,X,X,X,X,X,X,X,X,X,X,X
STZIOLJ,X,X,O,X,X,X,X,X,X,O,X,X,O,X
STZIOJL,X,O,X,X,X,X,X,X,X,O,X,X,X,X
STZLIJO,X,O,O,X,X,X,X,X,X,X,X,X,X,X
STZLIOJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STZLJIO,X,O,O,X,X,X,X,X,X,X,X,X,X,X
STZLJOI,X,O,O,X,X,X,X,X,X,X,X,X,X,X
STZLOIJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STZLOJI,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STZJILO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
STZJIOL,O,O,O,X,X,X,X,X,X,X,X,X,X,X
STZJLIO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
STZJLOI,O,O,O,X,X,X,X,X,X,X,X,X,X,X
STZJOIL,O,O,O,X,X,X,X,X,X,X,X,X,X,X
STZJOLI,O,O,O,X,X,X,X,X,X,X,X,X,X,X
STZOILJ,X,X,O,X,X,X,X,X,X,O,X,O,X,X
STZOIJL,X,O,X,X,X,X,X,X,X,O,X,O,X,X
STZOLIJ,X,X,O,X,X,X,X,X,X,O,X,O,X,X
STZOLJI,X,X,O,X,X,X,X,X,X,O,X,X,X,X
STZOJIL,X,O,O,X,X,X,X,X,X,O,X,O,X,X
STZOJLI,X,O,O,X,X,X,X,X,X,O,X,X,X,X
STOILJZ,O,X,O,X,X,X,X,O,X,X,X,X,O,X
STOILZJ,X,X,O,X,X,X,X,X,X,X,X,X,O,X
STOIJLZ,O,X,X,O,X,X,X,X,X,X,X,X,O,X
STOIJZL,O,O,X,O,X,X,X,X,X,X,X,X,X,X
STOIZLJ,X,X,X,X,X,X,X,X,X,O,X,X,O,X
STOIZJL,O,O,X,X,X,X,X,X,X,O,X,X,X,X
STOLIJZ,O,X,O,O,X,X,X,O,X,X,X,X,X,X
STOLIZJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STOLJIZ,O,X,O,O,X,X,X,O,X,X,X,X,X,X
STOLJZI,O,X,O,O,X,X,X,O,X,X,X,X,X,X
STOLZIJ,X,X,O,X,X,X,X,X,X,O,X,X,X,X
STOLZJI,X,X,O,X,X,X,X,X,X,O,X,X,X,X
STOJILZ,O,X,O,O,X,X,X,O,X,X,X,X,X,X
STOJIZL,O,O,X,O,X,X,X,X,X,X,X,X,X,X
STOJLIZ,O,O,O,O,X,X,X,O,X,X,X,X,X,X
STOJLZI,O,O,O,O,X,X,X,O,X,X,X,X,X,X
STOJZIL,O,O,X,O,X,X,X,X,X,O,X,X,X,X
STOJZLI,O,O,X,O,X,X,X,O,X,O,X,X,X,X
STOZILJ,X,X,X,X,X,X,X,X,X,O,X,X,X,X
STOZIJL,O,O,X,X,X,X,X,X,X,O,X,X,X,X
STOZLIJ,X,X,X,X,X,X,X,X,X,O,X,X,X,X
STOZLJI,X,X,X,X,X,X,X,X,X,O,X,X,X,X
STOZJIL,O,O,X,X,X,X,X,X,X,O,X,X,X,X
STOZJLI,O,O,X,X,X,X,X,X,X,O,X,X,X,X
SITLJZO,O,O,O,X,X,X,X,X,X,X,X,X,O,X
SITLJOZ,O,O,O,X,X,X,X,X,X,X,X,X,O,X
SITLZJO,O,O,O,X,X,X,X,X,X,X,X,X,O,X
SITLZOJ,X,O,O,X,X,X,X,X,X,X,X,X,O,X
SITLOJZ,O,O,O,X,X,X,X,X,O,X,X,X,O,X
SITLOZJ,O,O,O,X,X,X,X,X,X,X,X,X,O,X
SITJLZO,O,O,O,X,X,X,X,X,X,X,X,X,O,X
SITJLOZ,O,O,O,X,X,X,X,X,X,X,X,X,O,X
SITJZLO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
SITJZOL,O,O,O,X,X,X,X,X,X,X,X,O,X,X
SITJOLZ,O,X,O,X,X,X,X,X,X,X,X,X,O,X
SITJOZL,O,O,O,X,X,X,X,X,X,X,X,X,X,X
SITZLJO,X,O,O,X,X,X,X,X,O,X,X,X,O,X
SITZLOJ,X,X,O,X,X,X,X,X,O,X,X,X,O,X
SITZJLO,O,O,O,X,X,X,X,X,O,X,X,X,X,X
SITZJOL,O,O,X,X,X,X,X,X,O,X,X,X,X,X
SITZOLJ,X,X,O,X,X,X,X,X,O,X,X,O,O,X
SITZOJL,X,O,X,X,X,X,X,X,O,X,X,O,X,X
SITOLJZ,O,X,O,X,X,X,X,O,O,X,X,X,O,X
SITOLZJ,X,X,O,X,X,X,X,X,X,X,X,X,O,X
SITOJLZ,O,X,X,X,X,X,X,X,X,X,X,X,O,X
SITOJZL,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SITOZLJ,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SITOZJL,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SILTJZO,O,O,O,X,X,X,X,X,X,X,X,X,O,X
SILTJOZ,O,O,O,X,X,X,X,X,X,X,X,X,O,X
SILTZJO,O,O,O,X,X,X,X,X,X,X,X,X,O,X
SILTZOJ,X,O,O,X,X,X,X,X,X,X,X,X,O,X
SILTOJZ,O,O,O,X,X,X,X,X,O,X,X,X,O,X
SILTOZJ,O,O,O,X,X,X,X,X,X,X,X,X,O,X
SILJTZO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
SILJTOZ,O,O,O,X,X,X,X,X,X,X,O,X,X,X
SILJZTO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
SILJZOT,O,O,O,X,X,X,X,X,X,X,X,X,X,X
SILJOTZ,O,X,O,X,X,X,O,X,O,X,O,X,X,X
SILJOZT,O,O,O,X,X,X,X,X,O,X,O,X,X,X
SILZTJO,X,O,O,X,X,X,X,X,O,X,X,X,X,X
SILZTOJ,X,O,O,X,X,X,X,X,O,X,X,X,X,X
SILZJTO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
SILZJOT,O,O,O,X,X,X,X,X,O,X,X,X,X,X
SILZOTJ,X,O,X,X,X,X,X,X,O,X,X,X,X,X
SILZOJT,X,O,O,X,X,X,X,X,O,X,X,X,X,X
SILOTJZ,O,X,O,X,X,X,O,X,O,X,X,X,X,X
SILOTZJ,X,X,O,X,X,X,O,X,X,X,X,X,X,X
SILOJTZ,O,X,O,X,X,X,O,X,O,X,O,X,X,X
SILOJZT,O,O,O,X,X,X,X,X,O,X,O,X,X,X
SILOZTJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SILOZJT,O,O,O,X,X,X,X,X,O,X,X,X,X,X
SIJTLZO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
SIJTLOZ,O,O,O,O,X,X,X,X,X,X,O,X,X,X
SIJTZLO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
SIJTZOL,O,O,O,O,X,X,X,X,X,X,X,O,X,X
SIJTOLZ,O,X,O,O,X,X,X,X,X,X,O,X,X,X
SIJTOZL,O,O,O,O,O,X,X,X,X,X,X,X,X,X
SIJLTZO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
SIJLTOZ,O,O,O,O,X,X,X,X,X,X,O,X,X,X
SIJLZTO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
SIJLZOT,O,O,O,X,X,X,X,X,X,X,X,X,X,X
SIJLOTZ,O,X,O,O,X,X,O,X,O,X,O,X,X,X
SIJLOZT,O,O,O,O,O,X,X,X,O,X,O,X,X,X
SIJZTLO,O,X,O,X,X,X,X,X,O,X,X,X,X,X
SIJZTOL,O,O,X,O,X,X,X,X,O,X,X,X,X,X
SIJZLTO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
SIJZLOT,O,O,O,X,X,X,X,X,O,X,X,X,X,X
SIJZOTL,O,O,X,O,O,X,X,X,X,X,X,X,X,X
SIJZOLT,O,O,O,O,O,X,X,X,O,X,X,X,X,X
SIJOTLZ,X,X,O,O,X,X,X,X,X,X,O,X,X,X
SIJOTZL,O,X,X,O,O,X,X,X,X,X,X,X,X,X
SIJOLTZ,O,X,O,O,X,X,X,X,O,X,O,X,X,X
SIJOLZT,O,X,O,O,O,X,X,X,O,X,O,X,X,X
SIJOZTL,O,O,O,O,O,X,X,X,X,X,X,X,X,X
SIJOZLT,O,O,O,O,O,X,X,X,X,X,X,X,X,X
SIZTLJO,X,X,O,X,X,X,X,X,O,X,X,X,X,X
SIZTLOJ,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SIZTJLO,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SIZTJOL,X,O,X,X,X,X,X,X,O,X,X,X,X,X
SIZTOLJ,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SIZTOJL,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SIZLTJO,X,X,O,X,X,X,X,X,O,X,X,X,X,X
SIZLTOJ,X,X,O,X,X,X,X,X,O,X,X,X,X,X
SIZLJTO,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIZLJOT,X,O,O,X,X,X,X,X,O,X,X,X,X,X
SIZLOTJ,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SIZLOJT,X,X,O,X,X,X,X,X,O,X,X,X,X,X
SIZJTLO,O,X,X,X,X,X,X,X,O,X,X,X,X,X
SIZJTOL,O,O,X,X,X,X,X,X,O,X,X,X,X,X
SIZJLTO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
SIZJLOT,O,O,O,X,X,X,X,X,O,X,X,X,X,X
SIZJOTL,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SIZJOLT,O,O,X,X,X,X,X,X,O,X,X,X,X,X
SIZOTLJ,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SIZOTJL,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SIZOLTJ,X,X,X,X,X,O,X,X,O,X,X,X,X,X
SIZOLJT,X,X,O,X,X,O,X,X,O,X,X,X,X,X
SIZOJTL,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIZOJLT,X,O,X,X,X,X,X,X,O,X,X,X,X,X
SIOTLJZ,X,X,X,X,X,X,X,O,O,X,X,X,O,X
SIOTLZJ,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SIOTJLZ,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SIOTJZL,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOTZLJ,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SIOTZJL,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOLTJZ,X,X,O,X,X,X,X,X,O,X,X,X,X,X
SIOLTZJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIOLJTZ,X,X,O,X,X,X,X,O,O,X,X,X,X,X
SIOLJZT,O,X,O,X,X,X,X,O,O,X,X,X,X,X
SIOLZTJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SIOLZJT,X,X,O,X,X,O,X,X,O,X,X,X,X,X
SIOJTLZ,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SIOJTZL,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOJLTZ,X,X,X,X,X,X,X,X,O,X,O,X,X,X
SIOJLZT,O,X,X,X,X,X,X,X,O,X,O,X,X,X
SIOJZTL,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SIOJZLT,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SIOZTLJ,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SIOZTJL,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SIOZLTJ,X,X,X,X,X,O,X,X,O,X,X,X,X,X
SIOZLJT,X,X,X,X,X,O,X,X,O,X,X,X,X,X
SIOZJTL,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SIOZJLT,O,O,X,X,X,X,X,X,O,X,X,X,X,X
SLTIJZO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
SLTIJOZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X
SLTIZJO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
SLTIZOJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SLTIOJZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X
SLTIOZJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X
SLTJIZO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
SLTJIOZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X
SLTJZIO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
SLTJZOI,O,O,O,X,X,X,X,X,X,X,X,X,X,X
SLTJOIZ,O,O,O,X,X,X,O,X,X,X,X,X,X,X
SLTJOZI,O,O,O,X,X,X,O,X,X,X,X,X,X,X
SLTZIJO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
SLTZIOJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SLTZJIO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
SLTZJOI,O,O,O,X,X,X,X,X,X,X,X,X,X,X
SLTZOIJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SLTZOJI,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SLTOIJZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X
SLTOIZJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X
SLTOJIZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X
SLTOJZI,O,O,O,X,X,X,X,X,X,X,X,X,X,X
SLTOZIJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X
SLTOZJI,O,O,O,X,X,X,X,X,X,X,X,X,X,X
SLITJZO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
SLITJOZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X
SLITZJO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
SLITZOJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SLITOJZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X
SLITOZJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X
SLIJTZO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
SLIJTOZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X
SLIJZTO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
SLIJZOT,O,O,O,X,X,X,X,X,X,X,X,X,X,X
SLIJOTZ,O,X,O,X,X,X,O,X,X,X,X,X,X,X
SLIJOZT,O,O,O,X,X,X,X,X,X,X,X,X,X,X
SLIZTJO,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SLIZTOJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SLIZJTO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
SLIZJOT,O,O,O,X,X,X,X,X,X,X,X,X,X,X
SLIZOTJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SLIZOJT,X,O,O,X,X,X,X,X,O,X,X,X,X,X
SLIOTJZ,O,X,O,X,X,X,O,X,X,X,X,X,X,X
SLIOTZJ,X,X,O,X,X,X,O,X,X,X,X,X,X,X
SLIOJTZ,O,X,O,X,X,X,O,X,O,X,X,X,X,X
SLIOJZT,O,O,O,X,X,X,X,X,O,X,X,X,X,X
SLIOZTJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SLIOZJT,O,O,O,X,X,X,X,X,X,X,X,X,X,X
SLJTIZO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
SLJTIOZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X
SLJTZIO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
SLJTZOI,O,O,O,X,X,X,X,X,X,X,X,X,X,X
SLJTOIZ,O,O,O,O,X,X,O,X,X,X,X,X,X,X
SLJTOZI,O,O,O,O,X,X,O,X,X,X,X,X,X,X
SLJITZO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
SLJITOZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X
SLJIZTO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
SLJIZOT,O,O,O,X,X,X,X,X,X,X,X,X,X,X
SLJIOTZ,O,X,O,X,X,X,O,X,X,X,X,X,X,X
SLJIOZT,O,O,O,X,X,X,X,X,X,X,X,X,X,X
SLJZTIO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
SLJZTOI,O,O,O,X,X,X,X,X,X,X,X,X,X,X
SLJZITO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
SLJZIOT,O,O,O,X,X,X,X,X,X,X,X,X,X,X
SLJZOTI,O,O,O,X,X,X,X,X,X,X,X,X,X,X
SLJZOIT,O,O,O,X,X,X,X,X,X,X,X,X,X,X
SLJOTIZ,O,X,O,O,X,X,O,X,X,X,X,X,X,X
SLJOTZI,O,X,O,O,X,X,O,X,X,X,X,X,X,X
SLJOITZ,O,X,O,O,X,X,O,X,X,X,X,X,X,X
SLJOIZT,O,O,O,O,X,X,X,X,X,X,X,X,X,X
SLJOZTI,O,O,O,O,X,X,X,X,X,X,X,X,X,X
SLJOZIT,O,O,O,O,X,X,X,X,X,X,X,X,X,X
SLZTIJO,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SLZTIOJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SLZTJIO,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SLZTJOI,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SLZTOIJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SLZTOJI,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SLZITJO,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SLZITOJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SLZIJTO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
SLZIJOT,O,O,O,X,X,X,X,X,X,X,X,X,X,X
SLZIOTJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SLZIOJT,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SLZJTIO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
SLZJTOI,O,O,O,X,X,X,X,X,X,X,X,X,X,X
SLZJITO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
SLZJIOT,O,O,O,X,X,X,X,X,X,X,X,X,X,X
SLZJOTI,O,O,O,X,X,X,X,X,X,X,X,X,X,X
SLZJOIT,O,O,O,X,X,X,X,X,X,X,X,X,X,X
SLZOTIJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SLZOTJI,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SLZOITJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SLZOIJT,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SLZOJTI,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SLZOJIT,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SLOTIJZ,O,X,O,X,X,X,O,X,X,X,X,X,X,X
SLOTIZJ,X,X,O,X,X,X,O,X,X,X,X,X,X,X
SLOTJIZ,O,X,O,X,X,X,O,X,X,X,X,X,X,X
SLOTJZI,O,X,O,X,X,X,O,X,X,X,X,X,X,X
SLOTZIJ,X,X,O,X,X,X,O,X,X,X,X,X,X,X
SLOTZJI,X,X,O,X,X,X,O,X,X,X,X,X,X,X
SLOITJZ,O,X,O,X,X,X,O,X,X,X,X,X,X,X
SLOITZJ,X,X,O,X,X,X,O,X,X,X,X,X,X,X
SLOIJTZ,O,X,O,X,X,X,O,X,O,X,X,X,X,X
SLOIJZT,O,O,O,X,X,X,X,X,O,X,X,X,X,X
SLOIZTJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SLOIZJT,O,O,O,X,X,X,X,X,X,X,X,X,X,X
SLOJTIZ,O,X,O,X,X,X,O,X,X,X,X,X,X,X
SLOJTZI,O,X,O,X,X,X,O,X,X,X,X,X,X,X
SLOJITZ,O,X,O,X,X,X,O,X,O,X,X,X,X,X
SLOJIZT,O,O,O,X,X,X,X,X,O,X,X,X,X,X
SLOJZTI,O,O,O,X,X,X,X,X,X,X,X,X,X,X
SLOJZIT,O,O,O,X,X,X,X,X,X,X,X,X,X,X
SLOZTIJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SLOZTJI,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SLOZITJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SLOZIJT,O,O,O,X,X,X,X,X,X,X,X,X,X,X
SLOZJTI,O,O,O,X,X,X,X,X,X,X,X,X,X,X
SLOZJIT,O,O,O,X,X,X,X,X,X,X,X,X,X,X
SJTILZO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
