sequence,v115@pgB8HeB8HeC8FeH8BeG8CeH8AeB8Je/7IvhFRXBGZB?TcByiB0iBlsB,v115@pgB8HeB8HeC8FeH8BeG8CeH8AeB8Je/7IvhFRYBSeB?mcBUcBziBlsB,v115@pgB8HeB8HeC8FeH8BeG8CeH8AeB8JeT2IvhFecBqcB?xYBXeB0iBlsB,v115@pgB8HeB8HeC8FeH8BeG8CeH8AeB8JeT2IvhFxYB0cB?6iBOjBXhBlsB,v115@pgB8HeB8HeC8FeH8BeG8CeH8AeB8Jem2IvhFzXBCZB?0bBRiBXjBlsB,v115@pgB8HeB8HeC8FeH8BeG8CeH8AeB8JeT2IvhF0XBxYB?VhB3nBmnBCtB,v115@pgB8HeB8HeC8FeH8BeG8CeH8AeB8Jem2IvhFSeB0bB?RiBznBfnBlsB,v115@pgB8HeB8HeC8FeH8BeG8CeH8AeB8Je/7IvhFacBTZB?RiBGiB8sBFsB,v115@pgB8HeB8HeC8FeH8BeG8CeH8AeB8Jei2IvhFlYBzbB?RiBusBfsBctB,v115@pgB8HeB8HeC8FeH8BeG8CeH8AeB8Jey7IvhFzXBWeB?0bBRiBXjBlsB,v115@pgB8HeB8HeC8FeH8BeG8CeH8AeB8JeT2IvhFceBxcB?XcBGiBysBlsB,v115@pgB8HeB8HeC8FeH8BeG8CeH8AeB8Je27IvhFqcBxdB?zbBXeB0iBlsB,v115@pgB8HeB8HeC8FeH8BeG8CeH8AeB8Je/7IvhFTZBxcB?UcBliBysBGsB,v115@pgB8HeB8HeC8FeH8BeG8CeH8AeB8Je/7IvhFRXBTcB?FeB0iB2sBCtB
JOZSTIL,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JOZSTLI,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JOZSITL,O,X,X,X,X,X,O,X,X,X,O,X,X,X
JOZSILT,O,X,O,X,X,X,O,O,X,X,O,X,X,X
JOZSLTI,X,X,O,O,X,X,X,X,X,X,X,X,X,X
JOZSLIT,O,X,O,O,X,X,O,O,X,X,X,X,X,X
STILJZO,O,O,O,X,X,X,X,X,X,X,X,O,X,X
STILJOZ,O,O,O,X,X,X,X,X,X,O,X,O,X,X
STILZJO,O,O,O,X,O,X,X,O,X,X,X,X,X,X
STILZOJ,X,X,X,X,O,X,X,O,X,X,X,X,X,X
STILOJZ,O,O,O,X,X,X,X,X,X,O,X,X,X,X
STILOZJ,O,X,X,X,O,X,X,X,X,X,X,X,X,X
STIJLZO,O,O,O,X,X,O,X,X,X,X,X,O,X,X
STIJLOZ,O,O,O,X,X,O,X,X,X,O,X,O,X,X
STIJZLO,O,O,O,X,X,O,X,X,X,X,X,X,X,X
STIJZOL,O,X,O,X,X,O,X,X,X,X,X,X,X,X
STIJOLZ,O,O,O,X,X,O,X,X,X,O,X,X,X,X
STIJOZL,O,O,O,X,X,O,X,X,X,X,X,X,X,X
STIZLJO,O,X,O,X,O,X,X,X,X,X,X,X,X,X
STIZLOJ,X,X,X,X,O,O,X,X,X,X,X,X,X,X
STIZJLO,O,X,O,X,O,O,X,X,X,X,X,X,X,X
STIZJOL,O,X,O,X,O,O,X,X,X,X,X,X,X,X
STIZOLJ,O,X,X,X,O,O,X,X,X,X,X,X,X,X
STIZOJL,O,X,O,X,O,O,X,X,X,X,X,X,X,X
STIOLJZ,O,O,O,X,X,X,X,X,X,O,X,X,X,X
STIOLZJ,O,O,X,X,O,X,X,X,X,X,X,X,X,X
STIOJLZ,O,O,O,X,X,O,X,X,X,O,X,X,X,X
STIOJZL,O,O,O,X,X,O,X,X,X,X,X,X,X,X
STIOZLJ,O,X,X,X,O,O,X,X,X,X,X,X,X,X
STIOZJL,O,X,O,X,O,O,X,X,X,X,X,X,X,X
STLIJZO,O,O,O,X,X,X,X,X,X,X,X,O,X,X
STLIJOZ,O,O,O,X,X,X,X,X,X,O,X,O,O,X
STLIZJO,O,O,O,X,X,X,X,O,X,X,X,X,X,X
STLIZOJ,X,X,X,X,X,X,X,O,X,X,X,X,O,X
STLIOJZ,O,O,O,X,X,X,X,X,X,O,X,X,O,X
STLIOZJ,O,X,X,X,X,X,X,X,X,X,X,X,O,X
STLJIZO,O,O,O,O,X,O,X,X,X,X,X,O,X,X
STLJIOZ,O,O,O,O,X,O,X,X,X,O,X,O,O,X
STLJZIO,O,O,O,O,X,O,X,X,X,X,X,X,X,X
STLJZOI,O,O,O,O,X,O,X,X,X,X,X,X,X,X
STLJOIZ,O,O,O,O,X,O,X,X,X,X,X,X,O,X
STLJOZI,O,O,O,O,X,O,X,X,X,X,X,X,X,X
STLZIJO,O,O,O,X,X,X,X,O,X,X,X,X,X,X
STLZIOJ,X,X,X,X,X,O,X,O,X,X,X,X,O,X
STLZJIO,O,O,O,O,X,O,X,X,X,X,X,X,X,X
STLZJOI,O,O,O,O,X,O,X,X,X,X,X,X,X,X
STLZOIJ,O,X,X,X,X,O,X,O,X,X,X,X,O,X
STLZOJI,O,X,X,O,X,O,X,X,X,X,X,X,X,X
STLOIJZ,O,O,O,X,X,X,X,X,X,X,X,X,O,X
STLOIZJ,O,O,X,X,X,X,X,X,X,X,X,X,O,X
STLOJIZ,O,O,O,O,X,O,X,X,X,X,X,X,O,X
STLOJZI,O,O,O,O,X,O,X,X,X,X,X,X,X,X
STLOZIJ,O,O,X,X,X,O,X,O,X,X,X,X,O,X
STLOZJI,O,O,X,O,X,O,X,X,X,X,X,X,X,X
STJILZO,O,O,O,O,X,O,X,X,X,X,X,O,X,X
STJILOZ,O,O,O,O,X,O,X,X,X,O,X,O,X,X
STJIZLO,O,O,O,X,X,O,X,X,X,X,X,X,X,X
STJIZOL,O,X,O,X,X,O,X,X,X,X,X,X,X,X
STJIOLZ,O,O,O,O,X,O,X,X,X,O,X,X,X,X
STJIOZL,O,O,O,X,X,O,X,X,X,X,X,X,X,X
STJLIZO,O,O,O,O,X,O,X,X,X,X,X,O,X,X
STJLIOZ,O,O,O,O,X,O,X,X,X,O,X,O,X,X
STJLZIO,O,O,O,O,X,O,X,X,X,X,X,X,X,X
STJLZOI,O,O,O,O,X,O,X,X,X,X,X,X,X,X
STJLOIZ,O,O,O,O,X,O,X,X,X,X,X,X,X,X
STJLOZI,O,O,O,O,X,O,X,X,X,X,X,X,X,X
STJZILO,O,O,O,X,X,O,X,X,X,X,X,X,X,X
STJZIOL,O,X,O,X,X,O,X,X,X,X,X,X,X,X
STJZLIO,O,O,O,O,X,O,X,X,X,X,X,X,X,X
STJZLOI,O,O,O,O,X,O,X,X,X,X,X,X,X,X
STJZOIL,O,O,O,X,X,O,X,X,X,X,X,X,X,X
STJZOLI,O,O,O,O,X,O,X,X,X,X,X,X,X,X
STJOILZ,O,O,O,O,X,O,X,X,X,X,X,X,X,X
STJOIZL,O,O,O,X,X,O,X,X,X,X,X,X,X,X
STJOLIZ,O,O,O,O,X,O,X,X,X,X,X,X,X,X
STJOLZI,O,O,O,O,X,O,X,X,X,X,X,X,X,X
STJOZIL,O,O,O,X,X,O,X,X,X,X,X,X,X,X
STJOZLI,O,O,O,O,X,O,X,X,X,X,X,X,X,X
STZILJO,O,X,O,X,O,X,X,O,X,X,X,X,X,X
STZILOJ,X,X,X,X,O,O,X,O,X,X,X,X,X,X
STZIJLO,O,X,O,X,O,O,X,X,X,X,X,X,X,X
STZIJOL,O,X,O,X,O,O,X,X,X,X,X,X,X,X
STZIOLJ,O,X,X,X,O,O,X,O,X,X,X,X,X,X
STZIOJL,O,X,O,X,O,O,X,X,X,X,X,X,X,O
STZLIJO,O,O,O,X,X,X,X,O,X,X,X,X,X,X
STZLIOJ,X,X,X,X,X,O,X,O,X,X,X,X,X,X
STZLJIO,O,O,O,O,X,O,X,X,X,X,X,X,X,X
STZLJOI,O,O,O,O,X,O,X,X,X,X,X,X,X,X
STZLOIJ,O,X,X,X,X,O,X,O,X,X,X,X,X,X
STZLOJI,O,X,X,O,X,O,X,X,X,X,X,X,X,O
STZJILO,O,O,O,X,O,O,X,X,X,X,X,X,X,X
STZJIOL,O,X,O,X,O,O,X,X,X,X,X,X,X,X
STZJLIO,O,O,O,O,X,O,X,X,X,X,X,X,X,X
STZJLOI,O,O,O,O,X,O,X,X,X,X,X,X,X,X
STZJOIL,O,O,O,X,X,O,X,X,X,X,X,X,X,O
STZJOLI,O,O,O,O,X,O,X,X,X,X,X,X,X,O
STZOILJ,O,X,X,X,X,O,X,O,X,X,X,X,X,X
STZOIJL,O,X,O,X,X,O,X,X,X,X,X,X,X,O
STZOLIJ,O,O,X,X,X,O,X,O,X,X,X,X,X,X
STZOLJI,O,O,X,O,X,O,X,X,X,X,X,X,X,O
STZOJIL,O,O,O,X,X,O,X,X,X,X,X,X,X,O
STZOJLI,O,O,O,O,X,O,X,X,X,X,X,X,X,O
STOILJZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X
STOILZJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X
STOIJLZ,O,O,O,X,X,O,X,X,X,X,X,X,X,X
STOIJZL,O,O,O,X,X,O,X,X,X,X,X,X,X,X
STOIZLJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X
STOIZJL,O,X,O,X,X,O,X,X,X,X,X,X,X,X
STOLIJZ,O,O,O,X,X,X,X,X,X,X,X,X,O,X
STOLIZJ,O,O,X,X,X,X,X,X,X,X,X,X,O,X
STOLJIZ,O,O,O,O,X,O,X,X,X,X,X,X,O,X
STOLJZI,O,O,O,O,X,O,X,X,X,X,X,X,X,X
STOLZIJ,O,O,X,X,X,O,X,O,X,X,X,X,O,X
STOLZJI,O,O,X,O,X,O,X,X,X,X,X,X,X,X
STOJILZ,O,O,O,O,X,O,X,X,X,X,X,X,X,X
STOJIZL,O,O,O,X,X,O,X,X,X,X,X,X,X,X
STOJLIZ,O,O,O,O,X,O,X,X,X,X,X,X,X,X
STOJLZI,O,O,O,O,X,O,X,X,X,X,X,X,X,X
STOJZIL,O,O,O,X,X,O,X,X,X,X,X,X,X,X
STOJZLI,O,O,O,O,X,O,X,X,X,X,X,X,X,X
STOZILJ,O,X,X,X,X,O,X,O,X,X,X,X,X,X
STOZIJL,O,X,O,X,X,O,X,X,X,X,X,X,X,O
STOZLIJ,O,O,X,X,X,O,X,O,X,X,X,X,X,X
STOZLJI,O,O,X,O,X,O,X,X,X,X,X,X,X,O
STOZJIL,O,O,O,X,X,O,X,X,X,X,X,X,X,O
STOZJLI,O,O,O,O,X,O,X,X,X,X,X,X,X,O
SITLJZO,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SITLJOZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X
SITLZJO,O,O,X,X,X,X,X,O,X,X,X,X,X,X
SITLZOJ,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SITLOJZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SITLOZJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SITJLZO,O,O,X,X,X,O,X,X,X,X,X,X,X,X
SITJLOZ,O,O,O,X,X,O,X,X,X,X,X,X,X,X
SITJZLO,O,O,X,X,X,O,X,X,X,X,X,X,X,X
SITJZOL,O,X,X,X,X,O,X,X,X,X,X,X,X,X
SITJOLZ,O,O,O,X,X,O,X,X,X,X,X,X,X,X
SITJOZL,O,O,X,X,X,O,X,X,X,X,X,X,X,X
SITZLJO,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SITZLOJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SITZJLO,O,X,X,X,X,O,X,X,X,X,X,X,X,X
SITZJOL,O,X,X,X,X,O,X,X,X,X,X,X,X,X
SITZOLJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X
SITZOJL,O,X,X,X,X,O,X,X,X,X,X,X,X,X
SITOLJZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SITOLZJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SITOJLZ,O,O,O,X,X,O,X,X,X,X,X,X,X,X
SITOJZL,O,O,X,X,X,O,X,X,X,X,X,X,X,X
SITOZLJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X
SITOZJL,O,X,X,X,X,O,X,X,X,X,X,X,X,X
SILTJZO,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SILTJOZ,O,O,O,X,X,X,X,X,X,X,X,X,O,X
SILTZJO,O,O,X,X,X,X,X,O,X,X,X,X,X,X
SILTZOJ,X,X,X,X,X,X,X,O,X,X,X,X,O,X
SILTOJZ,O,O,X,X,X,X,X,X,X,X,X,X,O,X
SILTOZJ,O,X,X,X,X,X,X,X,X,X,X,X,O,X
SILJTZO,O,O,X,X,X,X,X,X,X,X,X,O,X,X
SILJTOZ,O,O,O,X,X,X,X,X,X,X,X,O,X,X
SILJZTO,X,O,O,X,X,X,X,O,X,X,X,X,X,X
SILJZOT,O,O,O,X,X,X,X,O,X,X,X,O,X,X
SILJOTZ,O,X,O,X,X,X,X,X,X,X,X,O,X,X
SILJOZT,O,O,O,X,X,X,X,X,X,O,X,O,X,X
SILZTJO,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SILZTOJ,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SILZJTO,X,O,X,X,X,X,X,O,X,X,X,X,X,X
SILZJOT,O,O,O,X,O,X,X,O,X,X,X,X,X,X
SILZOTJ,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SILZOJT,X,X,X,X,O,X,X,O,X,X,X,X,X,X
SILOTJZ,O,X,X,X,X,X,X,X,X,X,X,X,O,X
SILOTZJ,O,X,X,X,X,X,X,X,X,X,X,X,O,X
SILOJTZ,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SILOJZT,O,O,O,X,X,X,X,X,X,O,X,X,X,X
SILOZTJ,O,X,X,X,X,X,X,O,X,X,X,X,X,X
SILOZJT,O,X,X,X,O,X,X,O,X,X,X,X,X,X
SIJTLZO,O,O,X,X,X,O,X,X,X,X,X,X,X,X
SIJTLOZ,O,O,O,X,X,O,X,X,X,X,X,X,X,X
SIJTZLO,O,O,X,X,X,O,X,X,X,X,X,X,X,X
SIJTZOL,O,X,X,X,X,O,X,X,X,X,X,X,X,X
SIJTOLZ,O,O,O,X,X,O,X,X,X,X,X,X,X,X
SIJTOZL,O,O,X,X,X,O,X,X,X,X,X,X,X,X
SIJLTZO,O,O,X,X,X,X,X,X,X,X,X,O,X,X
SIJLTOZ,O,O,O,X,X,X,X,X,X,X,X,O,X,X
SIJLZTO,X,O,O,X,X,X,X,O,X,X,X,X,X,X
SIJLZOT,O,O,O,X,X,X,X,O,X,X,X,O,X,X
SIJLOTZ,O,X,O,X,X,X,X,X,X,X,X,O,X,X
SIJLOZT,O,O,O,X,X,X,X,X,X,O,X,O,X,X
SIJZTLO,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJZTOL,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJZLTO,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIJZLOT,O,O,O,X,X,X,X,X,X,X,X,X,X,X
SIJZOTL,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJZOLT,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SIJOTLZ,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SIJOTZL,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJOLTZ,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SIJOLZT,O,O,O,X,X,X,X,X,X,O,X,X,X,X
SIJOZTL,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJOZLT,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SIZTLJO,O,X,X,X,O,X,X,O,X,X,X,X,X,X
SIZTLOJ,X,X,X,X,O,X,X,O,X,X,X,X,X,X
SIZTJLO,O,X,X,X,O,X,X,X,X,X,X,X,X,X
SIZTJOL,O,X,X,X,O,X,X,X,X,X,X,X,X,X
SIZTOLJ,O,X,X,X,O,X,X,O,X,X,X,X,X,X
SIZTOJL,O,X,X,X,O,X,X,X,X,X,X,X,X,O
SIZLTJO,X,X,X,X,O,X,X,O,X,X,X,X,X,X
SIZLTOJ,X,X,X,X,O,X,X,O,X,X,X,X,X,X
SIZLJTO,X,X,X,X,O,X,X,O,X,X,X,X,X,X
SIZLJOT,O,X,O,X,O,X,X,O,X,X,X,X,X,X
SIZLOTJ,X,X,X,X,O,X,X,O,X,X,X,X,X,X
SIZLOJT,X,X,X,X,O,X,X,O,X,X,X,X,X,X
SIZJTLO,O,X,X,X,O,X,X,X,X,X,X,X,X,X
SIZJTOL,O,X,X,X,O,X,X,X,X,X,X,X,X,X
SIZJLTO,X,X,X,X,O,X,X,O,X,X,X,X,X,X
SIZJLOT,O,X,O,X,O,X,X,O,X,X,X,X,X,X
SIZJOTL,O,X,X,X,O,X,O,X,X,X,X,X,X,X
SIZJOLT,O,X,O,X,O,X,O,O,X,X,X,X,X,X
SIZOTLJ,O,X,X,X,O,X,O,O,X,X,X,X,X,X
SIZOTJL,O,X,X,X,O,X,O,X,X,X,X,X,X,O
SIZOLTJ,O,X,X,X,O,X,O,O,X,X,X,X,X,X
SIZOLJT,O,X,X,X,O,X,O,O,X,X,X,X,X,X
SIZOJTL,O,X,X,X,O,X,O,X,X,X,X,X,X,X
SIZOJLT,O,X,O,X,O,X,O,O,X,X,X,X,X,X
SIOTLJZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOTLZJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOTJLZ,O,X,O,X,X,O,X,X,X,X,X,X,X,X
SIOTJZL,O,X,X,X,X,O,X,X,X,X,X,X,X,X
SIOTZLJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X
SIOTZJL,O,X,X,X,X,O,X,X,X,X,X,X,X,X
SIOLTJZ,O,X,X,X,X,X,X,X,X,X,X,X,O,X
SIOLTZJ,O,X,X,X,X,X,X,X,X,X,X,X,O,X
SIOLJTZ,O,X,O,X,X,X,X,X,O,X,X,X,X,X
SIOLJZT,O,X,O,X,X,X,X,X,O,O,X,X,X,X
SIOLZTJ,O,X,X,X,X,X,X,O,X,X,X,X,X,X
SIOLZJT,O,X,X,X,O,X,X,O,X,X,X,X,X,X
SIOJTLZ,O,X,O,X,X,X,X,X,O,X,X,X,X,X
SIOJTZL,O,X,X,X,X,X,X,X,O,X,X,X,X,X
SIOJLTZ,O,X,O,X,X,X,X,X,O,X,X,X,X,X
SIOJLZT,O,X,O,X,X,X,X,X,O,O,X,X,X,X
SIOJZTL,O,X,X,X,X,X,X,X,O,X,X,X,X,X
SIOJZLT,O,X,O,X,X,X,X,X,O,X,X,X,X,X
SIOZTLJ,O,X,X,X,O,X,X,O,X,X,X,X,X,X
SIOZTJL,O,X,X,X,O,X,X,X,X,X,X,X,X,O
SIOZLTJ,O,X,X,X,O,X,X,O,X,X,X,X,X,X
SIOZLJT,O,X,X,X,O,X,X,O,X,X,X,X,X,X
SIOZJTL,O,X,X,X,O,X,X,X,X,X,X,X,X,X
SIOZJLT,O,X,O,X,O,X,X,O,X,X,X,X,X,X
SLTIJZO,O,O,O,X,X,X,X,X,X,X,X,O,X,X
SLTIJOZ,O,O,O,X,X,X,X,X,X,O,X,O,O,X
SLTIZJO,O,O,O,X,X,X,X,O,X,X,X,X,X,X
SLTIZOJ,X,X,X,X,X,X,X,O,X,X,X,X,O,X
SLTIOJZ,O,O,O,X,X,X,X,X,X,O,X,X,O,X
SLTIOZJ,O,X,X,X,X,X,X,X,X,X,X,X,O,X
SLTJIZO,O,O,O,X,X,O,X,X,X,X,X,O,X,X
SLTJIOZ,O,O,O,X,X,O,X,X,X,O,X,O,O,X
SLTJZIO,O,O,O,X,X,O,X,X,X,X,X,X,X,X
SLTJZOI,O,O,O,X,X,O,X,X,X,X,X,X,X,X
SLTJOIZ,O,O,O,X,X,O,X,X,X,X,X,X,O,X
SLTJOZI,O,O,O,X,X,O,X,X,X,X,X,X,X,X
SLTZIJO,O,O,O,X,X,X,X,O,X,X,X,X,X,X
SLTZIOJ,X,X,X,X,X,O,X,O,X,X,X,X,O,X
SLTZJIO,O,O,O,X,X,O,X,X,X,X,X,X,X,X
SLTZJOI,O,O,O,X,X,O,X,X,X,X,X,X,X,X
SLTZOIJ,O,X,X,X,X,O,X,O,X,X,X,X,O,X
SLTZOJI,O,X,X,X,X,O,X,X,X,X,X,X,X,X
SLTOIJZ,O,O,O,X,X,X,X,X,X,X,X,X,O,X
SLTOIZJ,O,O,X,X,X,X,X,X,X,X,X,X,O,X
SLTOJIZ,O,O,O,X,X,O,X,X,X,X,X,X,O,X
SLTOJZI,O,O,O,X,X,O,X,X,X,X,X,X,X,X
SLTOZIJ,O,O,X,X,X,O,X,O,X,X,X,X,O,X
SLTOZJI,O,O,X,X,X,O,X,X,X,X,X,X,X,X
SLITJZO,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SLITJOZ,O,O,O,X,X,X,X,X,X,X,X,X,O,X
SLITZJO,O,O,X,X,X,X,X,O,X,X,X,X,X,X
SLITZOJ,X,X,X,X,X,X,X,O,X,X,X,X,O,X
SLITOJZ,O,O,X,X,X,X,X,X,X,X,X,X,O,X
SLITOZJ,O,X,X,X,X,X,X,X,X,X,X,X,O,X
SLIJTZO,O,O,X,X,X,X,X,X,X,X,X,O,X,X
SLIJTOZ,O,O,O,X,X,X,X,X,X,X,X,O,X,X
SLIJZTO,X,O,O,X,X,X,X,O,X,X,X,X,X,X
SLIJZOT,O,O,O,X,X,X,X,O,X,X,X,O,X,X
SLIJOTZ,O,X,O,X,X,X,X,X,X,X,X,O,X,X
SLIJOZT,O,O,O,X,X,X,X,X,X,O,X,O,X,X
SLIZTJO,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SLIZTOJ,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SLIZJTO,X,O,X,X,X,X,X,O,X,X,X,X,X,X
SLIZJOT,O,O,O,X,X,X,X,O,X,X,X,X,X,X
SLIZOTJ,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SLIZOJT,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SLIOTJZ,O,X,X,X,X,X,X,X,X,X,X,X,O,X
SLIOTZJ,O,X,X,X,X,X,X,X,X,X,X,X,O,X
SLIOJTZ,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SLIOJZT,O,O,O,X,X,X,X,X,X,O,X,X,X,X
SLIOZTJ,O,X,X,X,X,X,X,O,X,X,X,X,X,X
SLIOZJT,O,X,X,X,X,X,X,O,X,X,X,X,X,X
SLJTIZO,O,O,O,X,X,O,X,X,X,X,X,O,X,X
SLJTIOZ,O,O,O,X,X,O,X,X,X,O,X,O,O,X
SLJTZIO,O,O,O,X,X,O,X,X,X,X,X,X,X,X
SLJTZOI,O,O,O,X,X,O,X,X,X,X,X,X,X,X
SLJTOIZ,O,O,O,X,X,O,X,X,X,X,X,X,O,X
SLJTOZI,O,O,O,X,X,O,X,X,X,X,X,X,X,X
SLJITZO,O,O,X,X,X,X,X,X,X,X,X,O,X,X
SLJITOZ,O,O,O,X,X,X,X,X,X,X,X,O,X,X
SLJIZTO,X,O,O,X,X,X,X,O,X,X,X,X,X,X
SLJIZOT,O,O,O,X,X,X,X,O,X,X,O,O,X,X
SLJIOTZ,O,X,O,X,X,X,X,X,X,X,X,O,X,X
SLJIOZT,O,O,O,X,X,X,X,X,X,O,O,O,X,X
SLJZTIO,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SLJZTOI,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SLJZITO,X,O,O,X,X,X,X,O,X,X,X,X,X,X
SLJZIOT,O,O,O,X,X,X,X,O,X,X,O,X,X,X
SLJZOTI,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SLJZOIT,O,O,O,X,X,X,X,O,X,X,O,X,X,X
SLJOTIZ,O,O,O,X,X,X,X,X,X,X,X,X,O,X
SLJOTZI,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SLJOITZ,O,X,O,X,X,X,X,X,O,X,X,X,X,X
SLJOIZT,O,O,O,X,X,X,X,X,O,X,O,X,X,X
SLJOZTI,O,O,O,X,X,X,X,X,X,X,X,X,X,X
SLJOZIT,O,O,O,X,X,X,X,O,X,X,O,X,X,X
SLZTIJO,X,O,X,X,X,X,X,O,X,X,X,X,X,X
SLZTIOJ,X,X,X,X,X,X,X,O,X,X,X,X,O,X
SLZTJIO,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SLZTJOI,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SLZTOIJ,X,X,X,X,X,X,X,O,X,X,X,X,O,X
SLZTOJI,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SLZITJO,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SLZITOJ,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SLZIJTO,X,O,X,X,X,X,X,O,X,X,X,X,X,X
SLZIJOT,O,O,O,X,X,X,X,O,X,X,X,X,X,X
SLZIOTJ,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SLZIOJT,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SLZJTIO,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SLZJTOI,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SLZJITO,X,O,O,X,X,X,X,O,X,X,X,X,X,X
SLZJIOT,O,O,O,X,X,X,X,O,X,X,O,X,X,X
SLZJOTI,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SLZJOIT,O,O,O,X,X,X,X,O,X,X,O,X,X,X
SLZOTIJ,O,X,X,X,X,X,X,O,X,X,X,X,O,X
SLZOTJI,O,X,X,X,X,X,X,X,X,X,X,X,X,O
SLZOITJ,O,X,X,X,X,X,X,O,X,X,X,X,X,X
SLZOIJT,O,X,X,X,X,X,X,O,X,X,X,X,X,X
SLZOJTI,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLZOJIT,O,X,X,X,X,X,X,O,X,X,O,X,X,X
SLOTIJZ,O,O,X,X,X,X,X,X,X,X,X,X,O,X
SLOTIZJ,O,X,X,X,X,X,X,X,X,X,X,X,O,X
SLOTJIZ,O,O,X,X,X,O,X,X,X,X,X,X,O,X
SLOTJZI,O,O,X,X,X,O,X,X,X,X,X,X,X,X
SLOTZIJ,O,X,X,X,X,O,X,O,X,X,X,X,O,X
SLOTZJI,O,X,X,X,X,O,X,X,X,X,X,X,X,X
SLOITJZ,O,X,X,X,X,X,X,X,X,X,X,X,O,X
SLOITZJ,O,X,X,X,X,X,X,X,X,X,X,X,O,X
SLOIJTZ,O,X,O,X,X,X,X,X,O,X,X,X,X,X
SLOIJZT,O,O,O,X,X,X,X,X,O,X,X,X,X,X
SLOIZTJ,O,X,X,X,X,X,X,O,X,X,X,X,X,X
SLOIZJT,O,X,X,X,X,X,X,O,X,X,X,X,X,X
SLOJTIZ,O,O,O,X,X,X,X,X,X,X,X,X,O,X
SLOJTZI,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SLOJITZ,O,X,O,X,X,X,X,X,O,X,X,X,X,X
SLOJIZT,O,O,O,X,X,X,X,X,O,X,O,X,X,X
SLOJZTI,O,O,O,X,X,X,X,X,X,X,X,X,X,X
SLOJZIT,O,O,O,X,X,X,X,O,X,X,O,X,X,X
SLOZTIJ,O,X,X,X,X,X,X,O,X,X,X,X,O,X
SLOZTJI,O,X,X,X,X,X,X,X,X,X,X,X,X,O
SLOZITJ,O,X,X,X,X,X,X,O,X,X,X,X,X,X
SLOZIJT,O,X,X,X,X,X,X,O,X,X,X,X,X,X
SLOZJTI,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLOZJIT,O,X,X,X,X,X,X,O,X,X,O,X,X,X
SJTILZO,O,O,O,X,X,O,X,X,X,X,X,O,X,X
