sequence,v115@pgG8AeJ8AeJ8AeH8AeH8AeH8AeC8JeRzXaAFLDmClc?JSAVDEHBEooRBJoAVBTHUFDqOBAAvhFXNBzLB6PB0JBOLBl?MB,v115@pgG8AeJ8AeJ8AeH8AeH8AeH8AeC8JeTvXaAFLDmClc?JSAVDEHBEooRBPoAVBMtPFDpOBAAvhFSTBXNB2QB0LBxOBl?MB,v115@pgG8AeJ8AeJ8AeH8AeH8AeH8AeC8JeTvXaAFLDmClc?JSAVDEHBEooRBPoAVB03ntCM+AAAvhFVSB0LBGOB3HBiLBx?OB,v115@pgG8AeJ8AeJ8AeH8AeH8AeH8AeC8JeXvXaAFLDmClc?JSAVDEHBEooRBToAVBa+dgCs/AAAvhFUNBxQBVOBTGBiHBG?PB,v115@pgG8AeJ8AeJ8AeH8AeH8AeH8AeC8JeTvXaAFLDmClc?JSAVDEHBEooRBPoAVB6/rtCU+AAAvhFUNBGOBKLBfMBlMBx?OB,v115@pgG8AeJ8AeJ8AeH8AeH8AeH8AeC8JeTvXaAFLDmClc?JSAVDEHBEooRBPoAVB6/9tCM+AAAvhFUNBGOBlLB3MBiLBx?OB,v115@pgG8AeJ8AeJ8AeH8AeH8AeH8AeC8JeTvXaAFLDmClc?JSAVDEHBEooRBPoAVB6/rtCU+AAAvhFUNBGOBiLB3MBlLBx?OB,v115@pgG8AeJ8AeJ8AeH8AeH8AeH8AeC8JeVyXaAFLDmClc?JSAVDEHBEooRBUoAVBvSltC6/AAAvhFTLB6PBROB3HB0OBm?LB,v115@pgG8AeJ8AeJ8AeH8AeH8AeH8AeC8JeTrXaAFLDmClc?JSAVDEHBEooRBPoAVBqHUWCU+AAAvhF+PBsOBXJBiMBVSBx?LB,v115@pgG8AeJ8AeJ8AeH8AeH8AeH8AeC8JexxXaAFLDmClc?JSAVDEHBEooRBJoAVBqHcgCsOBAAvhF+PBsOBXJBzHBiLBl?LB,v115@pgG8AeJ8AeJ8AeH8AeH8AeH8AeC8JeUtXaAFLDmClc?JSAVDEHBEooRBaoAVBK+LgCzOBAAvhF+PBROBKLBzGB3MBl?OB,v115@pgG8AeJ8AeJ8AeH8AeH8AeH8AeC8Je3sXaAFLDmClc?JSAVDEHBEooRBToAVBK+LgC6OBAAvhF+PBROBKLBzGBUNBl?OB,v115@pgG8AeJ8AeJ8AeH8AeH8AeH8AeC8JexxXaAFLDmClc?JSAVDEHBEooRBJoAVBqHcgC0CBAAvhF+PBsOBXJBzHBlLBi?LB,v115@pgG8AeJ8AeJ8AeH8AeH8AeH8AeC8Je3sXaAFLDmClc?JSAVDEHBEooRBToAVBK+TFDvOBAAvhF+PBROByLBUNBTLBl?OB,v115@pgG8AeJ8AeJ8AeH8AeH8AeH8AeC8JexxXaAFLDmClc?JSAVDEHBEooRBJoAVB0HbPCMNBAAvhFVOBUKBzHB2LBSUB3?LB,v115@pgG8AeJ8AeJ8AeH8AeH8AeH8AeC8JeVyXaAFLDmClc?JSAVDEHBEooRBUoAVBqHMMCvCBAAvhF+PBsOBXJBxLBTLBi?MB,v115@pgG8AeJ8AeJ8AeH8AeH8AeH8AeC8JeV0XaAFLDmClc?JSAVDEHBEooRBUoAVBJtrgCqCBAAvhFxRB3LBUJBzHBGKBi?GB,v115@pgG8AeJ8AeJ8AeH8AeH8AeH8AeC8JeS0XaAFLDmClc?JSAVDEHBEooRBMoAVBJ9aFDqOBAAvhFxRBXKBzHBsLBOLBF?JB,v115@pgG8AeJ8AeJ8AeH8AeH8AeH8AeC8JexxXaAFLDmClc?JSAVDEHBEooRBJoAVBzfrgC0CBAAvhF3LB+PBsOBzHBFJBi?GB
STJZOIL,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
STJZOLI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
STJOILZ,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
STJOIZL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
STJOLIZ,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
STJOLZI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
STJOZIL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STJOZLI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
STZILJO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
STZILOJ,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
STZIJLO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
STZIJOL,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
STZIOLJ,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
STZIOJL,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
STZLIJO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
STZLIOJ,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
STZLJIO,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
STZLJOI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
STZLOIJ,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
STZLOJI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
STZJILO,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
STZJIOL,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
STZJLIO,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
STZJLOI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
STZJOIL,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STZJOLI,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
STZOILJ,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STZOIJL,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STZOLIJ,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
STZOLJI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
STZOJIL,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STZOJLI,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
STOILJZ,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
STOILZJ,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
STOIJLZ,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
STOIJZL,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
STOIZLJ,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
STOIZJL,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
STOLIJZ,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
STOLIZJ,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
STOLJIZ,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
STOLJZI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
STOLZIJ,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
STOLZJI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
STOJILZ,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
STOJIZL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
STOJLIZ,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
STOJLZI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
STOJZIL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STOJZLI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
STOZILJ,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STOZIJL,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STOZLIJ,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
STOZLJI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
STOZJIL,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STOZJLI,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
SITLJZO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
SITLJOZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
SITLZJO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SITLZOJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SITLOJZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
SITLOZJ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SITJLZO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
SITJLOZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
SITJZLO,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X,O
SITJZOL,O,O,X,O,X,X,X,X,X,X,X,X,O,X,O,X,O,X,O
SITJOLZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
SITJOZL,O,O,X,O,X,X,X,X,X,X,X,X,O,X,O,X,O,X,O
SITZLJO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SITZLOJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SITZJLO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SITZJOL,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X
SITZOLJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SITZOJL,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X
SITOLJZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
SITOLZJ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SITOJLZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
SITOJZL,O,O,X,O,X,X,X,X,X,X,X,X,O,X,O,X,O,X,O
SITOZLJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SITOZJL,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X
SILTJZO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O
SILTJOZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O
SILTZJO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X
SILTZOJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X
SILTOJZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O
SILTOZJ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X
SILJTZO,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O,O
SILJTOZ,O,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,O,O
SILJZTO,O,O,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,O,O
SILJZOT,O,O,X,O,X,X,X,X,X,O,X,O,X,O,X,X,X,O,O
SILJOTZ,O,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,O,O
SILJOZT,O,O,X,O,X,X,X,X,X,O,X,O,X,O,X,X,X,O,O
SILZTJO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X
SILZTOJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X
SILZJTO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
SILZJOT,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
SILZOTJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X
SILZOJT,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
SILOTJZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O
SILOTZJ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X
SILOJTZ,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,O,O
SILOJZT,O,O,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,O,O
SILOZTJ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X
SILOZJT,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
SIJTLZO,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O
SIJTLOZ,O,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X,O
SIJTZLO,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X,O
SIJTZOL,O,O,X,O,X,X,X,X,X,X,X,X,O,X,O,X,O,X,O
SIJTOLZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
SIJTOZL,O,O,X,O,X,X,X,X,X,X,X,X,O,X,O,X,O,X,O
SIJLTZO,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O
SIJLTOZ,O,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X,O
SIJLZTO,O,O,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,O
SIJLZOT,O,O,X,O,X,X,X,X,X,O,X,O,X,O,X,X,X,X,O
SIJLOTZ,O,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X,O
SIJLOZT,O,O,X,O,X,X,X,X,X,O,X,O,X,O,X,X,X,X,O
SIJZTLO,O,O,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O
SIJZTOL,O,O,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O
SIJZLTO,O,O,X,O,X,X,X,X,X,O,X,X,O,O,X,X,X,X,O
SIJZLOT,O,O,X,O,X,X,X,X,X,O,X,O,O,O,X,X,X,X,O
SIJZOTL,O,O,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O
SIJZOLT,O,O,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O
SIJOTLZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
SIJOTZL,O,O,X,O,X,X,X,X,X,X,X,X,O,X,O,X,O,X,O
SIJOLTZ,O,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X,O
SIJOLZT,O,O,X,O,X,X,X,X,X,O,X,O,X,O,X,X,X,X,O
SIJOZTL,O,O,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O
SIJOZLT,O,O,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O
SIZTLJO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SIZTLOJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SIZTJLO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SIZTJOL,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SIZTOLJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SIZTOJL,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SIZLTJO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X
SIZLTOJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X
SIZLJTO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
SIZLJOT,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
SIZLOTJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X
SIZLOJT,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
SIZJTLO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SIZJTOL,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SIZJLTO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
SIZJLOT,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
SIZJOTL,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SIZJOLT,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
SIZOTLJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SIZOTJL,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SIZOLTJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X
SIZOLJT,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
SIZOJTL,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SIZOJLT,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
SIOTLJZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
SIOTLZJ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SIOTJLZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
SIOTJZL,O,O,X,O,X,X,X,X,X,X,X,X,O,X,O,X,O,X,O
SIOTZLJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SIOTZJL,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X
SIOLTJZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O
SIOLTZJ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X
SIOLJTZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O
SIOLJZT,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,O
SIOLZTJ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X
SIOLZJT,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
SIOJTLZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
SIOJTZL,O,O,X,O,X,X,X,X,X,X,X,X,O,X,O,X,O,X,O
SIOJLTZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
SIOJLZT,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
SIOJZTL,O,O,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O
SIOJZLT,O,O,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O
SIOZTLJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SIOZTJL,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SIOZLTJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X
SIOZLJT,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
SIOZJTL,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SIOZJLT,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
SLTIJZO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O
SLTIJOZ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,O,O
SLTIZJO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X
SLTIZOJ,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,O,X
SLTIOJZ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,O,O
SLTIOZJ,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,O,X
SLTJIZO,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O,O
SLTJIOZ,O,O,X,X,X,X,X,O,X,X,X,O,X,O,X,X,O,O,O
SLTJZIO,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O
SLTJZOI,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O
SLTJOIZ,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X
SLTJOZI,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X
SLTZIJO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X
SLTZIOJ,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,O,X
SLTZJIO,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X
SLTZJOI,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X
SLTZOIJ,O,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,O,O,X
SLTZOJI,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X
SLTOIJZ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,O,X
SLTOIZJ,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O,O,X
SLTOJIZ,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X
SLTOJZI,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X
SLTOZIJ,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O,O,X
SLTOZJI,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X
SLITJZO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O
SLITJOZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O
SLITZJO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X
SLITZOJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X
SLITOJZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O
SLITOZJ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X
SLIJTZO,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O,O
SLIJTOZ,O,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,O,O
SLIJZTO,O,O,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,O,O
SLIJZOT,O,O,X,O,X,X,X,X,X,O,X,O,X,O,X,X,X,O,O
SLIJOTZ,O,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,O,O
SLIJOZT,O,O,X,O,X,X,X,X,X,O,X,O,X,O,X,X,X,O,O
SLIZTJO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X
SLIZTOJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X
SLIZJTO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
SLIZJOT,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O
SLIZOTJ,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X
SLIZOJT,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O
SLIOTJZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O
SLIOTZJ,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X
SLIOJTZ,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,O,O
SLIOJZT,O,O,X,O,O,X,X,X,X,O,X,O,X,X,X,X,X,O,O
SLIOZTJ,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X
SLIOZJT,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O
SLJTIZO,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O,O
SLJTIOZ,O,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,O,O
SLJTZIO,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O
SLJTZOI,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O
SLJTOIZ,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X
SLJTOZI,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X
SLJITZO,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O,O
SLJITOZ,O,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,O,O
SLJIZTO,O,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,O,O
SLJIZOT,O,O,X,X,X,X,X,X,X,O,O,O,X,O,X,X,X,O,O
SLJIOTZ,O,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,O,O
SLJIOZT,O,O,X,X,X,X,X,X,X,O,O,O,X,O,X,X,X,O,O
SLJZTIO,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
SLJZTOI,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,O
SLJZITO,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,O,O
SLJZIOT,X,O,X,X,O,X,X,X,O,O,O,O,X,O,X,X,X,O,O
SLJZOTI,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,O
SLJZOIT,X,O,X,X,O,X,X,X,O,X,O,O,X,X,X,X,X,O,O
SLJOTIZ,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SLJOTZI,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SLJOITZ,O,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,O
SLJOIZT,O,O,X,X,O,X,X,X,O,X,O,O,X,O,X,X,X,X,O
SLJOZTI,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,O
SLJOZIT,O,O,X,X,O,X,X,X,O,X,O,O,X,X,X,X,X,O,O
SLZTIJO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X
SLZTIOJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X
SLZTJIO,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X
SLZTJOI,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X
SLZTOIJ,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X
SLZTOJI,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X
SLZITJO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X
SLZITOJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X
SLZIJTO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
SLZIJOT,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O
SLZIOTJ,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X
SLZIOJT,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O
SLZJTIO,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
SLZJTOI,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O
SLZJITO,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O
SLZJIOT,X,O,X,O,O,X,X,X,X,X,O,O,X,O,X,X,X,O,O
SLZJOTI,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,O
